region,state,year,milk_produced
Appalachian,Virginia,2015,1771e6
Appalachian,West Virginia,2015,141e6
Appalachian,North Carolina,2015,985e6
Appalachian,Kentucky,2015,1077e6
Appalachian,Tennessee,2015,742e6
Southeast,South Carolina,2015,261e6
Southeast,Georgia,2015,1797e6
Southeast,Florida,2015,2582e6
Southeast,Alabama,2015,101e6
Delta States,Mississippi,2015,165e6
Delta States,Arkansas,2015,91e6
Delta States,Louisiana,2015,188e6
Southern Plains,Oklahoma,2015,727e6
Southern Plains,Texas,2015,10301e6
Mountain,Montana,2015,299e6
Mountain,Idaho,2015,14114e6
Mountain,Wyoming,2015,135e6
Mountain,Colorado,2015,3757e6
Mountain,New Mexico,2015,7831e6
Mountain,Arizona,2015,4734e6
Mountain,Utah,2015,222e7
Mountain,Nevada,2015,669e6
Pacific,Washington,2015,6606e6
Pacific,Oregon,2015,2551e6
Pacific,California,2015,40897e6
Pacific,Alaska,2015,4e6
Pacific,Hawaii,2015,35e6
Northeast,Maine,2016,63e7
Northeast,New Hampshire,2016,287e6
Northeast,Vermont,2016,2727e6
Northeast,Massachusetts,2016,221e6
Northeast,Rhode Island,2016,14e6
Northeast,Connecticut,2016,409e6
Northeast,New York,2016,14777e6
Northeast,New Jersey,2016,122e6
Northeast,Pennsylvania,2016,1082e7
Northeast,Delaware,2016,96e6
Northeast,Maryland,2016,957e6
Lake States,Michigan,2016,10876e6
Lake States,Wisconsin,2016,3011e7
Lake States,Minnesota,2016,9666e6
Corn Belt,Ohio,2016,5548e6
Corn Belt,Indiana,2016,4153e6
Corn Belt,Illinois,2016,1912e6
Corn Belt,Iowa,2016,5034e6
Corn Belt,Missouri,2016,126e7
Northern Plains,North Dakota,2016,344e6
Northern Plains,South Dakota,2016,2546e6
Northern Plains,Nebraska,2016,1399e6
Northern Plains,Kansas,2016,3329e6
Appalachian,Virginia,2016,1723e6
Appalachian,West Virginia,2016,134e6
Appalachian,North Carolina,2016,965e6
Appalachian,Kentucky,2016,1047e6
Appalachian,Tennessee,2016,696e6
Southeast,South Carolina,2016,25e7
Southeast,Georgia,2016,183e7
Southeast,Florida,2016,2495e6
Southeast,Alabama,2016,92e6
Delta States,Mississippi,2016,144e6
Delta States,Arkansas,2016,8e7
Delta States,Louisiana,2016,169e6
Southern Plains,Oklahoma,2016,692e6
Southern Plains,Texas,2016,10773e6
Mountain,Montana,2016,295e6
Mountain,Idaho,2016,14665e6
Mountain,Wyoming,2016,14e7
Mountain,Colorado,2016,3925e6
Mountain,New Mexico,2016,7711e6
Mountain,Arizona,2016,4837e6
Mountain,Utah,2016,2095e6
Mountain,Nevada,2016,66e7
Pacific,Washington,2016,665e7
Pacific,Oregon,2016,2593e6
Pacific,California,2016,40469e6
Pacific,Alaska,2016,4e6
Pacific,Hawaii,2016,35e6
Northeast,Maine,2017,63e7
Northeast,New Hampshire,2017,273e6
Northeast,Vermont,2017,2728e6
Northeast,Massachusetts,2017,211e6
Northeast,Rhode Island,2017,13e6
Northeast,Connecticut,2017,42e7
Northeast,New York,2017,14912e6
Northeast,New Jersey,2017,119e6
Northeast,Pennsylvania,2017,10938e6
Northeast,Delaware,2017,93e6
Northeast,Maryland,2017,953e6
Lake States,Michigan,2017,11231e6
Lake States,Wisconsin,2017,3032e7
Lake States,Minnesota,2017,9864e6
Corn Belt,Ohio,2017,5591e6
Corn Belt,Indiana,2017,4264e6
Corn Belt,Illinois,2017,1929e6
Corn Belt,Iowa,2017,5172e6
Corn Belt,Missouri,2017,124e7
Northern Plains,North Dakota,2017,345e6
Northern Plains,South Dakota,2017,2618e6
Northern Plains,Nebraska,2017,1444e6
Northern Plains,Kansas,2017,3496e6
Appalachian,Virginia,2017,1736e6
Appalachian,West Virginia,2017,127e6
Appalachian,North Carolina,2017,952e6
Appalachian,Kentucky,2017,1041e6
Appalachian,Tennessee,2017,693e6
Southeast,South Carolina,2017,247e6
Southeast,Georgia,2017,184e7
Southeast,Florida,2017,2496e6
Southeast,Alabama,2017,89e6
Delta States,Mississippi,2017,137e6
Delta States,Arkansas,2017,79e6
Delta States,Louisiana,2017,16e7
Southern Plains,Oklahoma,2017,728e6
Southern Plains,Texas,2017,12054e6
Mountain,Montana,2017,288e6
Mountain,Idaho,2017,14627e6
Mountain,Wyoming,2017,138e6
Mountain,Colorado,2017,4189e6
Mountain,New Mexico,2017,8212e6
Mountain,Arizona,2017,501e7
Mountain,Utah,2017,2215e6
Mountain,Nevada,2017,709e6
Pacific,Washington,2017,6526e6
Pacific,Oregon,2017,2529e6
Pacific,California,2017,39798e6
Pacific,Alaska,2017,3e6
Pacific,Hawaii,2017,39e6
