season|number|production_code|episode_title|guest_star|role
24|528–2420|RABF12|The Fabulous Faker Boy|Patrick Stewart|Power plant employee
24|529–2421|RABF14|The Saga of Carl|Sigur Rós|Themselves
24|530–2422|RABF17|Dangers on a Train|Lisa Lampanelli|Ramona
24|530–2422|RABF17|Dangers on a Train|Seth MacFarlane|Ben
25|531–2501|RABF20|Homerland|Kevin Michael Richardson|FBI agent
25|531–2501|RABF20|Homerland|Kristen Wiig|Annie Crawford
25|532–2502|RABF16|Treehouse of Horror XXIV|Marcia Wallace|Edna Krabappel
25|533–2503|RABF18|Four Regrettings and a Funeral|Rachel Maddow|Herself
25|533–2503|RABF18|Four Regrettings and a Funeral|Joe Namath|Himself
25|533–2503|RABF18|Four Regrettings and a Funeral|Marcia Wallace|Edna Krabappel
25|534–2504|RABF22|YOLO|Denise Donatelli|Sings "You Only Live Once" (parody of the song You Only Live Twice)
25|534–2504|RABF22|YOLO|Jon Lovitz|Llewellyn Sinclair
25|534–2504|RABF22|YOLO|Marcia Wallace|Edna Krabappel
25|534–2504|RABF19|Labor Pains|Elisabeth Moss|Gretchen
25|536–2506|SABF02|The Kid Is All Right|Anderson Cooper|Himself
25|536–2506|SABF02|The Kid Is All Right|Maurice LaMarche|John Kerry
25|536–2506|SABF02|The Kid Is All Right|Eva Longoria|Isabel Gutierrez
25|537–2507|SABF04|Yellow Subterfuge|Kevin Michael Richardson|Jamaican Krusty
25|539–2509|SABF05|Steal This Episode|Judd Apatow|Himself
25|539–2509|SABF05|Steal This Episode|Will Arnett|Deputy Director Gratman
25|539–2509|SABF05|Steal This Episode|Rob Halford|Himself
25|539–2509|SABF05|Steal This Episode|Leslie Mann|Herself
25|539–2509|SABF05|Steal This Episode|Kevin Michael Richardson|Inmate; Hollywood Bigshot
25|539–2509|SABF05|Steal This Episode|Seth Rogen|Himself
25|539–2509|SABF05|Steal This Episode|Paul Rudd|Himself
25|539–2509|SABF05|Steal This Episode|Channing Tatum|Himself playing Homer
25|540–2510|SABF03|Married to the Blob|Harlan Ellison|Himself
25|540–2510|SABF03|Married to the Blob|Maurice LaMarche|Milo
25|540–2510|SABF03|Married to the Blob|Stan Lee|Himself
25|541–2511|SABF06|Specs and the City|Maurice LaMarche|Football Commentator
25|541–2511|SABF06|Specs and the City|Will Lyman|Himself
25|542–2512|SABF08|Diggs|Daniel Radcliffe|Diggs
25|543–2513|SABF07|The Man Who Grew Too Much|Kelsey Grammer|Sideshow Bob
25|543–2513|SABF07|The Man Who Grew Too Much|Marcia Wallace|Edna Krabappel
25|544–2514|SABF09|The Winter of His Content|Kevin Michael Richardson|Hibbert's Father; S.A.T. Preppers Member
25|545–2515|SABF10|The War of Art|Renee Ridgeley|Waitress
25|545–2515|SABF10|The War of Art|Max von Sydow|Klaus Ziegler
25|546–2516|SABF11|You Don't Have to Live Like a Referee|Andrés Cantor|Himself
25|546–2516|SABF11|You Don't Have to Live Like a Referee|Joey Vieira|Soccer Player
25|547–2517|SABF12|Luca$|Zach Galifianakis|Lucas Bortner
25|548–2518|SABF13|Days of Future Future|Amy Poehler|Jenda
25|549–2519|SABF14|What to Expect When Bart's Expecting|Tavi Gevinson|Jenny
25|549–2519|SABF14|What to Expect When Bart's Expecting|Joe Mantegna|Fat Tony
25|551–2521|SABF15|Pay Pal|Carl Kasell|Himself
25|551–2521|SABF15|Pay Pal|John Oliver|Booth Wilkes-John
25|551–2521|SABF15|Pay Pal|Peter Sagal|Himself
25|552–2522|SABF18|The Yellow Badge of Cowardge|Glenn Close|Mona Simpson
25|552–2522|SABF18|The Yellow Badge of Cowardge|Edwin Moses|Himself
26|553–2601|SABF20|Clown in the Dumps|Kelsey Grammer|Sideshow Bob
26|553–2601|SABF20|Clown in the Dumps|Don Hertzfeldt|Couch gag Simpsons
26|553–2601|SABF20|Clown in the Dumps|Maurice LaMarche|Clive Meriwether; Neil Simon; Rodney Dangerfield
26|553–2601|SABF20|Clown in the Dumps|Jackie Mason|Rabbi Hyman Krustofsky
26|553–2601|SABF20|Clown in the Dumps|David Hyde Pierce|Himself
26|553–2601|SABF20|Clown in the Dumps|Jeff Ross|Himself
26|553–2601|SABF20|Clown in the Dumps|Sarah Silverman|Herself
26|554–2602|SABF17|The Wreck of the Relationship|Nick Offerman|Captain Bowditch
26|554–2602|SABF17|The Wreck of the Relationship|Marc Wilmore|Narrator
26|556–2604|SABF21|Treehouse of Horror XXV|John Ratzenberger|CGI Homer Simpson
26|557–2605|SABF22|Opposites A-Frack|Jane Fonda|Maxine Lombard
26|557–2605|SABF22|Opposites A-Frack|Robert Siegel|Himself
26|558–2606|SABF16|Simpsorama|John DiMaggio|Bender
26|558–2606|SABF16|Simpsorama|David Herman|Scruffy
26|558–2606|SABF16|Simpsorama|Maurice LaMarche|Morbo; Hedonismbot; Lrrr
26|558–2606|SABF16|Simpsorama|Phil LaMarr|Hermes Conrad
26|558–2606|SABF16|Simpsorama|Katey Sagal|Turanga Leela
26|558–2606|SABF16|Simpsorama|Sally Stevens|Sings "I Will Wait For You" and "A Natural Woman"
26|558–2606|SABF16|Simpsorama|Lauren Tom|Amy Wong
26|558–2606|SABF16|Simpsorama|Frank Welker|Nibbler
26|558–2606|SABF16|Simpsorama|Billy West|Philip J. Fry; Professor Farnsworth; Dr. Zoidberg
26|559–2607|TABF01|Blazed and Confused|Willem Dafoe|Jack Lassen
26|559–2607|TABF01|Blazed and Confused|Kelsey Grammer|Sideshow Bob
26|559–2607|TABF01|Blazed and Confused|David Silverman|Himself
26|560–2608|TABF02|Covercraft|Will Forte|King Toot
26|560–2608|TABF02|Covercraft|Sammy Hagar|Himself
26|560–2608|TABF02|Covercraft|Heavy Young Heathens|performing "Hopin' for a Dream"
26|560–2608|TABF02|Covercraft|Matthew Sweet|Nick Delacourt
26|561–2609|TABF03|I Won't Be Home for Christmas|Gene Lockhart (archival)|Henry X. Harper
26|563–2611|TABF05|Bart's New Friend|Stacy Keach|Don Bookner
26|564–2612|TABF04|The Musk Who Fell To Earth|Elon Musk|Himself
26|565–2613|TABF06|Walking Big & Tall|Kevin Michael Richardson|Albert
26|565–2613|TABF06|Walking Big & Tall|Pharrell Williams|Himself
26|566–2614|TABF07|My Fare Lady|Christopher Lloyd|Jim Ignatowski
26|566–2614|TABF07|My Fare Lady|Rich Sommer|Young Man
26|567–2615|TABF08|The Princess Guide|Richard Branson|Himself
26|567–2615|TABF08|The Princess Guide|Yaya DaCosta|Princess Kemi
26|567–2615|TABF08|The Princess Guide|Jon Lovitz|Enrico Irritazio
26|567–2615|TABF08|The Princess Guide|Kevin Michael Richardson|The Nigerian King
26|568–2616|TABF09|Sky Police|Nathan Fielder|Doug Blattner
26|569–2617|TABF10|Waiting for Duffman|Cat Deeley|Herself
26|569–2617|TABF10|Waiting for Duffman|R. Lee Ermey|Colonel Leslie Hapablap
26|569–2617|TABF10|Waiting for Duffman|Stacy Keach|Howard K. Duff VIII
26|572–2620|TABF13|Let's Go Fly a Coot|Glenn Close|Mona Simpson
26|572–2620|TABF13|Let's Go Fly a Coot|Carice van Houten|Annika Van Houten
26|573–2621|TABF15|Bull-E|Albert Brooks|Dr. Raufbold
26|573–2621|TABF15|Bull-E|Joe Mantegna|Fat Tony
26|573–2621|TABF15|Bull-E|Johnny Mathis|Himself
26|574–2622|TABF16|Mathlete's Feat|Justin Roiland|Rick Sanchez and Morty Smith
27|575–2701|TABF14|Every Man's Dream|Adam Driver|Adam Sackler
27|575–2701|TABF14|Every Man's Dream|Lena Dunham|Candace; Hannah Helene Horvath
27|575–2701|TABF14|Every Man's Dream|Laura Ingraham|Dr. Zilowitz
27|575–2701|TABF14|Every Man's Dream|Jemima Kirke|Candace's Friend #3
27|575–2701|TABF14|Every Man's Dream|Zosia Mamet|Candace's Friend #2
27|575–2701|TABF14|Every Man's Dream|Allison Williams|Candace's Friend #1
27|576–2702|TABF17|'Cue Detective|Alton Brown|Himself
27|576–2702|TABF17|'Cue Detective|Rex Harrison (archival)|Doctor John Dolittle
27|576–2702|TABF17|'Cue Detective|Bobby Moynihan|Tyler Boom
27|576–2702|TABF17|'Cue Detective|Anthony Newley (archival)|Matthew Mugg
27|576–2702|TABF17|'Cue Detective|Edward James Olmos|Pit Master
27|576–2702|TABF17|'Cue Detective|Ben Schwartz|Clerk
27|577–2703|TABF19|Puffless|Jon Lovitz|Cigarette
27|577–2703|TABF19|Puffless|Yo-Yo Ma|Himself
27|578–2704|TABF22|Halloween of Horror|Blake Anderson|Dickie
27|578–2704|TABF22|Halloween of Horror|Nick Kroll|Lem
27|578–2704|TABF22|Halloween of Horror|Renee Ridgeley|Krustyland Security Guard
27|579–2705|TABF18|Treehouse of Horror XXVI|Kelsey Grammer|Sideshow Bob
27|579–2705|TABF18|Treehouse of Horror XXVI|Chris Wedge|Scrat
27|580–2706|TABF21|Friend With Benefit|Kristen Bell|Harper Jambowski
27|580–2706|TABF21|Friend With Benefit|David Copperfield|Himself
27|584–2710|VABF03|The Girl Code|Stephen Merchant|CONRAD
27|584–2710|VABF03|The Girl Code|Kaitlin Olson|Quinn Hopper
27|585–2711|VABF04|Teenage Mutant Milk-Caused Hurdles|Sofía Vergara|Ms. Carol Berrera
27|586–2712|VABF05|Much Apu About Something|Utkarsh Ambudkar|Jamshed "Jay" Nahasapeemapetilon
27|587–2713|VABF07|Love Is in the N2-O2-Ar-CO2-Ne-He-CH4|Glenn Close|Mona Simpson
27|588–2714|VABF06|Gal of Constant Sorrow|Bob Boilen|Himself
27|588–2714|VABF06|Gal of Constant Sorrow|Kelsey Grammer|Sideshow Bob
27|588–2714|VABF06|Gal of Constant Sorrow|Kate McKinnon|Hettie Mae Boggs
27|588–2714|VABF06|Gal of Constant Sorrow|Natalie Maines|Hettie Mae Boggs' singing voice
27|589–2715|VABF08|Lisa the Veterinarian|Michael York|Dr. Lionel Budgie
27|590–2716|VABF09|The Marge-ian Chronicles|Brian J. Kaufman|Exploration Incorporated Candidate
27|590–2716|VABF09|The Marge-ian Chronicles|Tom Scharpling|Paul
27|590–2716|VABF09|The Marge-ian Chronicles|Jon Wurster|Barry
27|591–2717|VABF10|The Burns Cage|George Takei|Himself
27|592–2718|VABF11|How Lisa Got Her Marge Back|Andrew Rannells|Himself
27|594–2720|VABF14|To Courier with Love|Jay Leno|Himself
27|596–2722|VABF15|Orange Is the New Yellow|Kevin Michael Richardson|Prison Guard
28|597–2801|VABF20|Monty Burns' Fleeing Circus|Amy Schumer|Daphne Burns
28|597–2801|VABF20|Monty Burns' Fleeing Circus|Pendleton Ward|Sings "Simpsons Time" (parody of Adventure Time theme song)
28|598–2802|VABF18|Friends and Family|Allison Janney|Julia
28|599–2803|VABF17|The Town|Bill Burr|Townie; Man in Tunnel; Cart-Warning Man
28|599–2803|VABF17|The Town|Michael Chiklis|Handsome Quarterback
28|599–2803|VABF17|The Town|Rachel Dratch|Bostonian Doctor
28|599–2803|VABF17|The Town|Doris Kearns Goodwin|Herself
28|599–2803|VABF17|The Town|Dana Gould|Murphy
28|599–2803|VABF17|The Town|Mike Mitchell|Jay
28|599–2803|VABF17|The Town|Jason Nash|Southie Criminals ; Southie Philanthropists
28|600–2804|VABF16|Treehouse of Horror XXVII|Drew Carey|Himself
28|600–2804|VABF16|Treehouse of Horror XXVII|Donald Fagen|Himself
28|600–2804|VABF16|Treehouse of Horror XXVII|Kelsey Grammer|Sideshow Bob
28|600–2804|VABF16|Treehouse of Horror XXVII|Maurice LaMarche|Hedonismbot
28|600–2804|VABF16|Treehouse of Horror XXVII|Judith Owen|Sings "600" (parody of the song Goldfinger)
28|600–2804|VABF16|Treehouse of Horror XXVII|Sarah Silverman|Rachel Cohen
28|601–2805|VABF21|Trust But Clarify|Dan Rather|Himself
28|603–2807|VABF19|Havana Wild Weekend|Stacy Keach|Howard K. Duff VIII
28|603–2807|VABF19|Havana Wild Weekend|Deb Lacusta|Isabella
28|604–2808|WABF01|Dad Behavior|Matt Leinart|Himself
28|606–2810|WABF02|The Nightmare After Krustmas|Wayne Gretzky|Himself
28|606–2810|WABF02|The Nightmare After Krustmas|Theo Jansen|Himself
28|606–2810|WABF02|The Nightmare After Krustmas|Natasha Lyonne|Sophie
28|606–2810|WABF02|The Nightmare After Krustmas|Jackie Mason|Rabbi Hyman Krustofsky
28|607–2811|WABF06|Pork and Burns|Joyce Carol Oates|Herself
28|607–2811|WABF06|Pork and Burns|Michael York|Dr. Lionel Budgie
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Charles Barkley|Himself
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Jim Beanz|performing End-Titles music
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|V. Bozeman|Additional vocals
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Charlean Carmon|Additional vocals
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Common|Himself
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Snoop Dogg|Himself
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Taraji P. Henson|Praline
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Keegan-Michael Key|Jazzy James
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Phil LaMarr|Auctioneer; Informed Party Guest
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Dawnn Lewis|Miata; Female Party Guest
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|RZA|Himself
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Sally Stevens|Additional vocals
28|608–2812; 609–2813|WABF04; WABF05|The Great Phatsby|Destiny Torres|"CEO of Obsidian" Female Vocalist; Additional vocals
28|610–2814|WABF07|Fatzcarraldo|Glenn Close|Mona Simpson
28|611–2815|WABF08|The Cad and the Hat|Magnus Carlsen|Himself
28|611–2815|WABF08|The Cad and the Hat|Seth Green|Robot Chicken Nerd
28|611–2815|WABF08|The Cad and the Hat|Patton Oswalt|Bart's Guilt
28|612–2816|WABF09|Kamp Krustier|Lizzy Caplan|Virginia Johnson
28|612–2816|WABF09|Kamp Krustier|Michael Sheen|William Masters
28|613–2817|WABF10|22 for 30|Stephen Curry|Himself
28|613–2817|WABF10|22 for 30|Earl Mann|Narrator (Eddie Muntz)
28|613–2817|WABF10|22 for 30|Joe Mantegna|Fat Tony
28|614–2818|WABF11|A Father's Watch|Vanessa Bayer|Dr. Clarity Hoffman-Roth
28|614–2818|WABF11|A Father's Watch|Brian Posehn|Dumlee
28|614–2818|WABF11|A Father's Watch|Rob Riggle|Dr. Fenton Pooltoy
28|614–2818|WABF11|A Father's Watch|Adam Silver|Himself
28|615–2819|WABF12|The Caper Chase|Jason Alexander|Bourbon Verlander
28|615–2819|WABF12|The Caper Chase|Ken Jennings|Himself
28|615–2819|WABF12|The Caper Chase|Stan Lee|Himself
28|615–2819|WABF12|The Caper Chase|Robert McKee|Himself
28|615–2819|WABF12|The Caper Chase|Suze Orman|Herself
28|615–2819|WABF12|The Caper Chase|Neil deGrasse Tyson|Himself
28|616–2820|WABF13|Looking for Mr. Goodbart|Valerie Harper|Ma-Ma
28|616–2820|WABF13|Looking for Mr. Goodbart|Kipp Lennon|Sings "Small Bang Hypothesis" (parody of The Big Bang Theory theme song)
28|616–2820|WABF13|Looking for Mr. Goodbart|Jennifer Saunders|Phoebe Pratt
28|617–2821|WABF14|Moho House|Valerie Harper|Mrs. Butterworth
28|617–2821|WABF14|Moho House|Michael York|Nigel
28|618–2822|WABF15|Dogtown|Michael York|Dr. Lionel Budgie
29|619–2901|WABF17|The Serfsons|Billy Boyd|Sings "The Perfect Tale" (parody of the song The Last Goodbye)
29|619–2901|WABF17|The Serfsons|Nikolaj Coster-Waldau|Markery
29|620–2902|WABF22|Springfield Splendor|Alison Bechdel|Herself
29|620–2902|WABF22|Springfield Splendor|Rachel Bloom|Annette
29|620–2902|WABF22|Springfield Splendor|Roz Chast|Herself
29|620–2902|WABF22|Springfield Splendor|Dan Harmon|Himself
29|620–2902|WABF22|Springfield Splendor|Kipp Lennon|Sings "Collaboration" (parody of the song Infatuation)
29|620–2902|WABF22|Springfield Splendor|Marjane Satrapi|Herself
29|620–2902|WABF22|Springfield Splendor|Martin Short|Guthrie Frenel
29|621–2903|WABF16|Whistler's Father|Nick Fascitelli|Whistler
29|621–2903|WABF16|Whistler's Father|Valerie Harper|Backstage Mother #2
29|621–2903|WABF16|Whistler's Father|Joe Mantegna|Fat Tony
29|622–2904|WABF18|Treehouse of Horror XXVIII|Mario Batali|Himself
29|622–2904|WABF18|Treehouse of Horror XXVIII|Ben Daniels|Irish Priest
29|622–2904|WABF18|Treehouse of Horror XXVIII|William Friedkin|Dr. Kenneth Humphries
29|622–2904|WABF18|Treehouse of Horror XXVIII|Neil Gaiman|Snowball II
29|624–2906|WABF20|The Old Blue Mayor She Ain't What She Used to Be|Carolyn Omine|Focus Group Woman
29|626–2908|XABF01|Mr. Lisa's Opus|Kat Dennings|Valerie
29|626–2908|XABF01|Mr. Lisa's Opus|Valerie Harper|Ms. Myles
29|626–2908|XABF01|Mr. Lisa's Opus|Norman Lear|Himself
29|626–2908|XABF01|Mr. Lisa's Opus|Kipp Lennon|Leon Kompowsky
29|626–2908|XABF01|Mr. Lisa's Opus|Jon Lovitz|Artie Ziff
29|627–2909|XABF02|Gone Boy|Kelsey Grammer|Sideshow Bob
29|627–2909|XABF02|Gone Boy|Valerie Harper|Nurse
29|627–2909|XABF02|Gone Boy|John F. Kennedy (archival)|Himself
29|627–2909|XABF02|Gone Boy|Shaquille O'Neal|Himself
29|628–2910|XABF03|Haw-Haw Land|Ed Sheeran|Brendan Beiderbecke
29|629–2911|XABF04|Frink Gets Testy|Valerie Harper|Proctor Jennifer Clarkeson
29|629–2911|XABF04|Frink Gets Testy|Maurice LaMarche|Orson Welles
29|630–2912|XABF05|Homer Is Where the Art Isn't|Bill Hader|Manacek
29|630–2912|XABF05|Homer Is Where the Art Isn't|Cecily Strong|Megan Matheson
29|631–2913|XABF06|3 Scenes Plus a Tag from a Marriage|John Baldessari|Himself
29|631–2913|XABF06|3 Scenes Plus a Tag from a Marriage|Kevin Pollak|Ross; Bagel Man; Professor Thernstrom
29|631–2913|XABF06|3 Scenes Plus a Tag from a Marriage|J. K. Simmons|J.J. Gruff
29|632–2914|XABF08|Fears of a Clown|Andy Daly|Judge Dowd
29|632–2914|XABF08|Fears of a Clown|Damian Kulash|Himself
29|632–2914|XABF08|Fears of a Clown|Dawnn Lewis|Children's Court Bailiff
29|632–2914|XABF08|Fears of a Clown|Jon Lovitz|Llewellyn Sinclair
29|632–2914|XABF08|Fears of a Clown|Jackie Mason|Rabbi Hyman Krustofsky
29|632–2914|XABF08|Fears of a Clown|Tim Nordwind|Himself
29|633–2915|XABF07|No Good Read Goes Unpunished|Daniel Radcliffe|Himself
29|633–2915|XABF07|No Good Read Goes Unpunished|Jimmy O. Yang|Sun Tzu
29|634–2916|XABF10|King Leer|Ray Liotta|Morty Szyslak
29|634–2916|XABF10|King Leer|Debi Mazar|Minnie Szyslak
29|634–2916|XABF10|King Leer|Jonathan Schmock|Johnny Bermuda Salesman
29|635–2917|XABF11|Lisa Gets the Blues|Dawnn Lewis|Co-Pilot; Pat O'Brien's Waitress
29|635–2917|XABF11|Lisa Gets the Blues|Trombone Shorty|Himself
29|636–2918|XABF09|Forgive and Regret|Glenn Close|Mona Simpson
29|636–2918|XABF09|Forgive and Regret|Caitlin Parrott|Sings "Four-Legged Angel"
29|637–2919|XABF12|Left Behind|Michael Dees|Sings "My Funny Valentine"
29|637–2919|XABF12|Left Behind|Marcia Wallace|Edna Krabappel
29|638–2920|XABF13|Throw Grampa from the Dane|Sidse Babett Knudsen|Danish Bar Woman
29|639–2921|XABF14|Flanders' Ladder|Jackie Mason|Rabbi Hyman Krustofsky
30|640–3001|XABF19|Bart's Not Dead|Dave Attell|Luke
30|640–3001|XABF19|Bart's Not Dead|Emily Deschanel|Herself; Herself playing Marge Simpson
30|640–3001|XABF19|Bart's Not Dead|Gal Gadot|Herself; Herself playing Lisa Simpson
30|640–3001|XABF19|Bart's Not Dead|Jonathan Groff|Actor playing Bart Simpson
30|640–3001|XABF19|Bart's Not Dead|Pete Holmes|Matthew
30|641–3002|XABF15|Heartbreak Hotel|Joe Clabby|Curtis
30|641–3002|XABF15|Heartbreak Hotel|Rhys Darby|Tag Tuckerbag
30|641–3002|XABF15|Heartbreak Hotel|Renee Ridgeley|Honey
30|641–3002|XABF15|Heartbreak Hotel|George Segal|Nick
30|642–3003|XABF17|My Way or the Highway to Heaven|H. Jon Benjamin|Bob Belcher
30|642–3003|XABF17|My Way or the Highway to Heaven|Jon Lovitz|Himself
30|642–3003|XABF17|My Way or the Highway to Heaven|Dan Mintz|Tina Belcher
30|642–3003|XABF17|My Way or the Highway to Heaven|Eugene Mirman|Gene Belcher
30|642–3003|XABF17|My Way or the Highway to Heaven|Ted Moock|Sings "Cheek to Cheek"
30|642–3003|XABF17|My Way or the Highway to Heaven|Tracy Morgan|Himself
30|642–3003|XABF17|My Way or the Highway to Heaven|John Roberts|Linda Belcher
30|642–3003|XABF17|My Way or the Highway to Heaven|Kristen Schaal|Louise Belcher
30|644–3005|XABF18|Baby You Can't Drive My Car|Tracy Morgan|Tow Truck Driver
30|645–3006|XABF20|From Russia Without Love|Jon Lovitz|Hacky; Snitchy the Weasel
30|645–3006|XABF20|From Russia Without Love|Ksenia Solo|Anastasia Alekova
30|646–3007|XABF21|Werking Mom|Sutan Amrull|Himself
30|646–3007|XABF21|Werking Mom|RuPaul|Queen Chante
30|646–3007|XABF21|Werking Mom|Scott Thompson|Grady
30|647–3008|XABF22|Krusty the Clown|Billy Eichner|Billy
30|647–3008|XABF22|Krusty the Clown|Peter Serafinowicz|Google-Disney CEO
30|648–3009|YABF01|Daddicus Finch|Phillip Alford (archival)|Jeremy Atticus "Jem" Finch
30|648–3009|YABF01|Daddicus Finch|Mary Badham (archival)|Jean Louise "Scout" Finch
30|648–3009|YABF01|Daddicus Finch|Jon Lovitz|Llewellyn Sinclair; Rabbi
30|648–3009|YABF01|Daddicus Finch|John Megna (archival)|Charles "Dill" Baker Harris
30|648–3009|YABF01|Daddicus Finch|Gregory Peck (archival)|Atticus Finch
30|648–3009|YABF01|Daddicus Finch|J. K. Simmons|Dr. Jessup
30|649–3010|YABF02|'Tis the 30th Season|Jane Lynch|Jeanie
30|650–3011|YABF03|Mad About the Toy|Bryan Batt|Philip Hefflin
30|650–3011|YABF03|Mad About the Toy|Bill de Blasio|Himself
30|650–3011|YABF03|Mad About the Toy|Lawrence O'Donnell|Himself
30|651–3012|YABF04|The Girl on the Bus|Terry Gross|Herself
30|651–3012|YABF04|The Girl on the Bus|Patti LuPone|Cheryl Monroe
30|652–3013|YABF06|I'm Dancing as Fat as I Can|Ted Sarandos|Himself
30|653–3014|YABF05|The Clown Stays in the Picture|Marc Maron|Himself
30|654–3015|YABF07|101 Mitigations|Guillermo del Toro|Himself
30|655–3016|YABF08|I Want You (She's So Heavy)|Wallace Shawn|Wallace the Hernia
30|656–3017|YABF09|E My Sports|Ken Jeong|Korean Monk #1; Korean Monk #2
30|656–3017|YABF09|E My Sports|Natasha Lyonne|Sophie
30|656–3017|YABF09|E My Sports|David Turley|"Conflict of Enemies" Commentator
30|657–3018|YABF10|Bart vs. Itchy & Scratchy|Awkwafina|Carmen
30|657–3018|YABF10|Bart vs. Itchy & Scratchy|Nicole Byer|Erica
30|657–3018|YABF10|Bart vs. Itchy & Scratchy|Chelsea Peretti|Piper
30|658–3019|YABF11|Girl's in the Band|Dave Matthews|Lloyd the Bartender
30|658–3019|YABF11|Girl's in the Band|J. K. Simmons|Victor Kleskow
30|659–3020|YABF12|I'm Just a Girl Who Can't Say D'oh|Josh Groban|Professor John Frink's singing voice
30|659–3020|YABF12|I'm Just a Girl Who Can't Say D'oh|John Lithgow|Himself
30|659–3020|YABF12|I'm Just a Girl Who Can't Say D'oh|Jon Lovitz|Llewellyn Sinclair
30|659–3020|YABF12|I'm Just a Girl Who Can't Say D'oh|Okilly Dokilly|Themselves performing "White Wine Spritzer"
30|660–3021|YABF14|D'oh Canada|Awkwafina|Dr. Chang
30|660–3021|YABF14|D'oh Canada|Judy Blume|Herself
30|660–3021|YABF14|D'oh Canada|Lucas Meyer|Justin Trudeau
30|661–3022|YABF15|Woo-Hoo Dunnit?|Ken Burns|Himself
30|661–3022|YABF15|Woo-Hoo Dunnit?|Will Forte|King Toot
30|661–3022|YABF15|Woo-Hoo Dunnit?|Jackie Mason|Rabbi Hyman Krustofsky
30|661–3022|YABF15|Woo-Hoo Dunnit?|Liev Schreiber|"Dateline: Springfield" Narrator
30|662–3023|YABF16|Crystal Blue-Haired Persuasion|Illeana Douglas|New Age Clerk
30|662–3023|YABF16|Crystal Blue-Haired Persuasion|Werner Herzog|Walter Hotenhoffer
30|662–3023|YABF16|Crystal Blue-Haired Persuasion|Jenny Slate|Piper Paisley
