year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
2016,KENTUCKY,KY,21,61,51,US HOUSE,004,GEN,,FALSE,CALVIN SIDLE,DEMOCRAT,FALSE,TOTAL,94065,327987,FALSE,20230706,FALSE
2016,KENTUCKY,KY,21,61,51,US HOUSE,004,GEN,,FALSE,THOMAS MASSIE,REPUBLICAN,FALSE,TOTAL,233922,327987,FALSE,20230706,FALSE
2016,KENTUCKY,KY,21,61,51,US HOUSE,005,GEN,,FALSE,HAROLD ROGERS,REPUBLICAN,FALSE,TOTAL,221242,221242,FALSE,20230706,FALSE
2016,KENTUCKY,KY,21,61,51,US HOUSE,006,GEN,,FALSE,ANDY BARR,REPUBLICAN,FALSE,TOTAL,202099,330827,FALSE,20230706,FALSE
2016,KENTUCKY,KY,21,61,51,US HOUSE,006,GEN,,FALSE,NANCY JO KEMPER,DEMOCRAT,FALSE,TOTAL,128728,330827,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,001,GEN,,FALSE,CHUEMAI YANG,NONE,FALSE,TOTAL,3236,326788,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,001,GEN,,FALSE,DANIL EZEKIEL FAUST,DEMOCRAT,FALSE,TOTAL,12708,326788,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,001,GEN,,FALSE,ELIOT BARRON,GREEN,FALSE,TOTAL,6717,326788,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,001,GEN,,FALSE,HOWARD KEARNEY,LIBERTARIAN,FALSE,TOTAL,9405,326788,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,001,GEN,,FALSE,"JOSEPH ""JOE"" SWIDER",DEMOCRAT,FALSE,TOTAL,9237,326788,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,001,GEN,,FALSE,LEE ANN DUGAS,DEMOCRAT,FALSE,TOTAL,41840,326788,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,001,GEN,,FALSE,STEVE SCALISE,REPUBLICAN,FALSE,TOTAL,243645,326788,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,002,GEN,,FALSE,CEDRIC L RICHMOND,DEMOCRAT,FALSE,TOTAL,198289,284269,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,002,GEN,,FALSE,KENNETH CUTNO,DEMOCRAT,FALSE,TOTAL,28855,284269,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,002,GEN,,FALSE,"MELVIN L ""KIP"" HOLDEN",DEMOCRAT,FALSE,TOTAL,57125,284269,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,"""GREG"" ELLISON",REPUBLICAN,FALSE,TOTAL,24882,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,"""GUS"" RANTZ",REPUBLICAN,FALSE,TOTAL,25662,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,BRETT GEYMANN,REPUBLICAN,FALSE,TOTAL,21607,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,BRYAN BARRILLEAUX,REPUBLICAN,FALSE,TOTAL,6223,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,CLAY HIGGINS,REPUBLICAN,FALSE,TOTAL,77671,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,GROVER JOSEPH REES,REPUBLICAN,FALSE,TOTAL,2457,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,GUY MCLENDON,LIBERTARIAN,FALSE,TOTAL,2937,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,HERMAN L VIDRINE,REPUBLICAN,FALSE,TOTAL,1357,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,"JACOB ""DORIAN PHIBIAN"" HEBERT",DEMOCRAT,FALSE,TOTAL,28385,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,KENNY P SCELFO SR,NONE,FALSE,TOTAL,2670,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,LARRY RADER,DEMOCRAT,FALSE,TOTAL,27830,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,003,GEN,,FALSE,SCOTT A ANGELLE,REPUBLICAN,FALSE,TOTAL,60762,282443,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,"""MIKE"" JOHNSON",REPUBLICAN,FALSE,TOTAL,87370,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,"""RICK"" JOHN",REPUBLICAN,FALSE,TOTAL,13220,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,ELBERT GUILLORY,REPUBLICAN,FALSE,TOTAL,21017,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,KENNETH J KREFFT,NONE,FALSE,TOTAL,2493,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,MARK DAVID HALVERSON,NONE,FALSE,TOTAL,3149,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,MARSHALL JONES,DEMOCRAT,FALSE,TOTAL,46579,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,OLIVER JENKINS,REPUBLICAN,FALSE,TOTAL,44521,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,004,GEN,,FALSE,"RALPH ""TREY"" BAUCUM",REPUBLICAN,FALSE,TOTAL,50412,268761,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,005,GEN,,FALSE,BILLY BURKETTE,REPUBLICAN,FALSE,TOTAL,47117,255662,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,005,GEN,,FALSE,RALPH LEE ABRAHAM,REPUBLICAN,FALSE,TOTAL,208545,255662,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,006,GEN,,FALSE,DEVIN LANCE GRAHAM,OTHER,FALSE,TOTAL,3218,331098,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,006,GEN,,FALSE,GARRET GRAVES,REPUBLICAN,FALSE,TOTAL,207483,331098,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,006,GEN,,FALSE,JERMAINE SAMPSON,DEMOCRAT,FALSE,TOTAL,29822,331098,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,006,GEN,,FALSE,RICHARD LIEBERMAN,DEMOCRAT,FALSE,TOTAL,49380,331098,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,006,GEN,,FALSE,RICHARD M FONTANESI,LIBERTARIAN,FALSE,TOTAL,7603,331098,FALSE,20230706,FALSE
2016,LOUISIANA,LA,22,72,45,US HOUSE,006,GEN,,FALSE,"ROBERT LAMAR ""BOB"" BELL",REPUBLICAN,FALSE,TOTAL,33592,331098,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,001,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,14551,406942,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,001,GEN,,FALSE,CHELLIE PINGREE,DEMOCRAT,FALSE,TOTAL,227546,406942,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,001,GEN,,FALSE,MARK I HOLBROOK,REPUBLICAN,FALSE,TOTAL,164569,406942,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,001,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,276,406942,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,002,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,12703,364886,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,002,GEN,,FALSE,BRUCE POLIQUIN,REPUBLICAN,FALSE,TOTAL,192878,364886,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,002,GEN,,FALSE,EMILY ANN CAIN,DEMOCRAT,FALSE,TOTAL,159081,364886,FALSE,20230706,FALSE
2016,MAINE,ME,23,11,2,US HOUSE,002,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,224,364886,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,001,GEN,,FALSE,ANDY HARRIS,REPUBLICAN,FALSE,TOTAL,242574,362097,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,001,GEN,,FALSE,JOE WERNER,DEMOCRAT,FALSE,TOTAL,103622,362097,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,001,GEN,,FALSE,MATT BEERS,LIBERTARIAN,FALSE,TOTAL,15370,362097,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,001,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,531,362097,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,002,GEN,,FALSE,C A DUTCH RUPPERSBERGER,DEMOCRAT,FALSE,TOTAL,192183,309480,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,002,GEN,,FALSE,KRISTIN S KASPRZAK,LIBERTARIAN,FALSE,TOTAL,14128,309480,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,002,GEN,,FALSE,PAT MCDONOUGH,REPUBLICAN,FALSE,TOTAL,102577,309480,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,002,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,592,309480,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,003,GEN,,FALSE,JOHN P SARBANES,DEMOCRAT,FALSE,TOTAL,214640,339675,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,003,GEN,,FALSE,MARK PLASTER,REPUBLICAN,FALSE,TOTAL,115048,339675,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,003,GEN,,FALSE,NNABU EZE,GREEN,FALSE,TOTAL,9461,339675,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,003,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,63,339675,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,003,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,463,339675,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,004,GEN,,FALSE,ANTHONY G BROWN,DEMOCRAT,FALSE,TOTAL,237501,320650,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,004,GEN,,FALSE,BENJAMIN LEE KRAUSE,LIBERTARIAN,FALSE,TOTAL,5744,320650,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,004,GEN,,FALSE,GEORGE E MCDERMOTT,REPUBLICAN,FALSE,TOTAL,68670,320650,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,004,GEN,,FALSE,KAMESHA T CLARK,GREEN,FALSE,TOTAL,8204,320650,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,004,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,513,320650,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,004,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,18,320650,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,005,GEN,,FALSE,JASON SUMMERS,LIBERTARIAN,FALSE,TOTAL,11078,360634,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,005,GEN,,FALSE,MARK ARNESS,REPUBLICAN,FALSE,TOTAL,105931,360634,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,005,GEN,,FALSE,STENY H HOYER,DEMOCRAT,FALSE,TOTAL,242989,360634,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,005,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,636,360634,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,006,GEN,,FALSE,AMIE HOEBER,REPUBLICAN,FALSE,TOTAL,133081,331973,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,006,GEN,,FALSE,DAVID L HOWSER,LIBERTARIAN,FALSE,TOTAL,6889,331973,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,006,GEN,,FALSE,GEORGE GLUCK,GREEN,FALSE,TOTAL,5824,331973,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,006,GEN,,FALSE,JOHN K DELANEY,DEMOCRAT,FALSE,TOTAL,185770,331973,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,006,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,306,331973,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,006,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,103,331973,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,007,GEN,,FALSE,CORROGAN R VAUGHN,REPUBLICAN,FALSE,TOTAL,69556,318912,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,007,GEN,,FALSE,ELIJAH E CUMMINGS,DEMOCRAT,FALSE,TOTAL,238838,318912,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,007,GEN,,FALSE,MYLES B HOENIG,GREEN,FALSE,TOTAL,9715,318912,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,007,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,202,318912,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,007,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,17,318912,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,007,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,584,318912,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,008,GEN,,FALSE,DAN COX,REPUBLICAN,FALSE,TOTAL,124651,364324,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,008,GEN,,FALSE,JAMIE RASKIN,DEMOCRAT,FALSE,TOTAL,220657,364324,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,008,GEN,,FALSE,JASEN WUNDER,LIBERTARIAN,FALSE,TOTAL,7283,364324,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,008,GEN,,FALSE,NANCY WALLACE,GREEN,FALSE,TOTAL,11201,364324,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,008,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,5,364324,FALSE,20230706,FALSE
2016,MARYLAND,MD,24,52,52,US HOUSE,008,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,527,364324,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,001,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,28137,349676,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,001,GEN,,FALSE,FREDERICK O MAYOCK,INDEPENDENT,FALSE,TOTAL,57504,349676,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,001,GEN,,FALSE,OTHER,,FALSE,TOTAL,721,349676,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,001,GEN,,FALSE,RICHARD E NEAL,DEMOCRAT,FALSE,TOTAL,235803,349676,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,001,GEN,,FALSE,THOMAS T SIMMONS,LIBERTARIAN,FALSE,TOTAL,27511,349676,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,002,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,82786,363197,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,002,GEN,,FALSE,JAMES P MCGOVERN,DEMOCRAT,FALSE,TOTAL,275487,363197,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,002,GEN,,FALSE,OTHER,,FALSE,TOTAL,4924,363197,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,003,GEN,,FALSE,ANN WOFFORD,REPUBLICAN,FALSE,TOTAL,107519,360124,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,003,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,15532,360124,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,003,GEN,,FALSE,NIKI TSONGAS,DEMOCRAT,FALSE,TOTAL,236713,360124,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,003,GEN,,FALSE,OTHER,,FALSE,TOTAL,360,360124,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,004,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,16091,395304,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,004,GEN,,FALSE,DAVID A ROSA,REPUBLICAN,FALSE,TOTAL,113055,395304,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,004,GEN,,FALSE,JOSEPH P KENNEDY III,DEMOCRAT,FALSE,TOTAL,265823,395304,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,004,GEN,,FALSE,OTHER,,FALSE,TOTAL,335,395304,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,005,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,95648,385455,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,005,GEN,,FALSE,KATHERINE M CLARK,DEMOCRAT,FALSE,TOTAL,285606,385455,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,005,GEN,,FALSE,OTHER,,FALSE,TOTAL,4201,385455,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,006,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,101694,415749,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,006,GEN,,FALSE,OTHER,,FALSE,TOTAL,5132,415749,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,006,GEN,,FALSE,SETH MOULTON,DEMOCRAT,FALSE,TOTAL,308923,415749,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,007,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,52734,309645,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,007,GEN,,FALSE,MICHAEL E CAPUANO,DEMOCRAT,FALSE,TOTAL,253354,309645,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,007,GEN,,FALSE,OTHER,,FALSE,TOTAL,3557,309645,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,008,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,21744,396009,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,008,GEN,,FALSE,OTHER,,FALSE,TOTAL,502,396009,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,008,GEN,,FALSE,STEPHEN F LYNCH,DEMOCRAT,FALSE,TOTAL,271019,396009,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,008,GEN,,FALSE,WILLIAM BURKE,REPUBLICAN,FALSE,TOTAL,102744,396009,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,009,GEN,,FALSE,ANNA GRACE RADUC,UNENROLLED,FALSE,TOTAL,5320,403642,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,009,GEN,,FALSE,BLANK VOTE,,FALSE,TOTAL,23747,403642,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,009,GEN,,FALSE,CHRISTOPHER D CATALDO,UNENROLLED,FALSE,TOTAL,8338,403642,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,009,GEN,,FALSE,MARK C ALLIEGRO,REPUBLICAN,FALSE,TOTAL,127803,403642,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,009,GEN,,FALSE,OTHER,,FALSE,TOTAL,411,403642,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,009,GEN,,FALSE,PAUL J HARRINGTON,INDEPENDENT,FALSE,TOTAL,26233,403642,FALSE,20230706,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,009,GEN,,FALSE,WILLIAM R KEATING,DEMOCRAT,FALSE,TOTAL,211790,403642,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,001,GEN,,FALSE,DIANE BOSTOW,LIBERTARIAN,FALSE,TOTAL,13386,360271,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,001,GEN,,FALSE,ELLIS BOAL,GREEN,FALSE,TOTAL,4774,360271,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,001,GEN,,FALSE,JACK BERGMAN,REPUBLICAN,FALSE,TOTAL,197777,360271,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,001,GEN,,FALSE,LON JOHNSON,DEMOCRAT,FALSE,TOTAL,144334,360271,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,002,GEN,,FALSE,BILL HUIZENGA,REPUBLICAN,FALSE,TOTAL,212508,339328,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,002,GEN,,FALSE,DENNIS B MURPHY,DEMOCRAT,FALSE,TOTAL,110391,339328,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,002,GEN,,FALSE,ERWIN J HAAS,LIBERTARIAN,FALSE,TOTAL,8154,339328,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,002,GEN,,FALSE,MATTHEW A BRADY,GREEN,FALSE,TOTAL,5353,339328,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,002,GEN,,FALSE,RONALD E GRAESE,U.S. TAXPAYERS,FALSE,TOTAL,2904,339328,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,002,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,18,339328,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,003,GEN,,FALSE,DOUGLAS SMITH,DEMOCRAT,FALSE,TOTAL,128400,342365,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,003,GEN,,FALSE,JUSTIN AMASH,REPUBLICAN,FALSE,TOTAL,203545,342365,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,003,GEN,,FALSE,TED GERRARD,U.S. TAXPAYERS,FALSE,TOTAL,10420,342365,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,004,GEN,,FALSE,DEBRA WIRTH,DEMOCRAT,FALSE,TOTAL,101277,315751,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,004,GEN,,FALSE,GEORGE M ZIMMER,U.S. TAXPAYERS,FALSE,TOTAL,5595,315751,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,004,GEN,,FALSE,JOHN R MOOLENAAR,REPUBLICAN,FALSE,TOTAL,194572,315751,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,004,GEN,,FALSE,JORDAN SALVI,GREEN,FALSE,TOTAL,3953,315751,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,004,GEN,,FALSE,KEITH BUTKOVICH,NATURAL LAW,FALSE,TOTAL,1838,315751,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,004,GEN,,FALSE,LEONARD SCHWARTZ,LIBERTARIAN,FALSE,TOTAL,8516,315751,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,005,GEN,,FALSE,AL HARDWICK,REPUBLICAN,FALSE,TOTAL,112102,319291,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,005,GEN,,FALSE,DANIEL T KILDEE,DEMOCRAT,FALSE,TOTAL,195279,319291,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,005,GEN,,FALSE,HARLEY MIKKELSON,GREEN,FALSE,TOTAL,4904,319291,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,005,GEN,,FALSE,STEVE SLUKA,LIBERTARIAN,FALSE,TOTAL,7006,319291,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,006,GEN,,FALSE,FRED UPTON,REPUBLICAN,FALSE,TOTAL,193259,329565,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,006,GEN,,FALSE,LORENCE WENKE,LIBERTARIAN,FALSE,TOTAL,16248,329565,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,006,GEN,,FALSE,PAUL CLEMENTS,DEMOCRAT,FALSE,TOTAL,119980,329565,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,006,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,78,329565,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,007,GEN,,FALSE,GRETCHEN D DRISKELL,DEMOCRAT,FALSE,TOTAL,134010,334807,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,007,GEN,,FALSE,KEN PROCTOR,LIBERTARIAN,FALSE,TOTAL,16476,334807,FALSE,20230706,FALSE
2016,MICHIGAN,MI,26,34,23,US HOUSE,007,GEN,,FALSE,TIM WALBERG,REPUBLICAN,FALSE,TOTAL,184321,334807,FALSE,20230706,FALSE
