LEAID,LEA_NAME,ST,d_Locale_Txt,SCHOOL_YEAR,AIAN,Asian,Black,Hispanic,White,Multi,Total,diverse,variance,int_group
4023970,piedmont,OK,rural-fringe,1994-1995,8.23838737949167,0.262927256792287,2.71691498685364,2.45398773006135,86.3277826468011,NA,1141,Undiverse,NA,NA
4023970,piedmont,OK,rural-fringe,2016-2017,8.68200836820084,3.84414225941423,3.66108786610879,8.81276150627615,70.1098326359833,4.89016736401674,3824,Diverse,0.00124431937485629,Highly integrated
4024150,pioneer,OK,rural-fringe,1994-1995,14.963503649635,0,0.72992700729927,0.364963503649635,83.9416058394161,NA,274,Undiverse,NA,NA
4024150,pioneer,OK,rural-fringe,2016-2017,4.35897435897436,2.82051282051282,2.56410256410256,6.41025641025641,81.5384615384615,2.30769230769231,390,Undiverse,NA,NA
4024180,pittsburg,OK,rural-remote,1994-1995,60.233918128655,0,0,2.92397660818713,36.8421052631579,NA,171,Diverse,NA,NA
4024180,pittsburg,OK,rural-remote,2016-2017,40,0,0,2.85714285714286,55.7142857142857,1.42857142857143,140,Diverse,NA,NA
4024240,plainview,OK,rural-fringe,1994-1995,19.6153846153846,0.384615384615385,2,2.46153846153846,75.5384615384615,NA,1300,Undiverse,NA,NA
4024240,plainview,OK,rural-fringe,2016-2017,10.5665181413113,4.51941438574157,1.52768936982813,11.2667091024825,58.879694462126,13.2399745385105,1571,Diverse,NA,NA
4024270,plainview,OK,NA,1994-1995,8.10810810810811,0,0,40.5405405405405,51.3513513513513,NA,37,Diverse,NA,NA
4024330,pleasant grove,OK,town-distant,1994-1995,55.1219512195122,0,2.92682926829268,0.48780487804878,41.4634146341463,NA,205,Diverse,NA,NA
4024330,pleasant grove,OK,town-distant,2016-2017,36.6548042704626,0,5.33807829181495,9.25266903914591,25.9786476868327,22.7758007117438,281,Diverse,NA,NA
4024360,pleasant grove,OK,NA,1994-1995,32.3741007194245,0.719424460431655,5.03597122302158,0,61.8705035971223,NA,139,Diverse,NA,NA
4024510,pioneer-pleasant vale,OK,rural-fringe,1994-1995,1.05448154657293,3.33919156414763,3.69068541300527,1.40597539543058,90.5096660808436,NA,569,Extremely undiverse,NA,NA
4024510,pioneer-pleasant vale,OK,rural-fringe,2016-2017,3.23741007194245,1.07913669064748,1.43884892086331,18.1654676258993,72.3021582733813,3.77697841726619,556,Diverse,NA,NA
4024630,pocola,OK,rural-fringe,1994-1995,30.952380952381,0.476190476190476,3.92857142857143,1.54761904761905,63.0952380952381,NA,840,Diverse,NA,NA
4024630,pocola,OK,rural-fringe,2016-2017,16.3934426229508,0.819672131147541,1.17096018735363,2.81030444964871,66.5105386416862,12.2950819672131,854,Diverse,NA,NA
4024690,ponca city,OK,town-remote,1994-1995,12.1980886185925,0.990443092962641,4.29192006950478,2.69331016507385,79.8262380538662,NA,5755,Undiverse,NA,NA
4024690,ponca city,OK,town-remote,2016-2017,15.4199082385797,2.03470975463794,3.51087173349292,10.9116297626172,58.228605625374,9.89427488529823,5013,Diverse,0.0160619285348404,Highly integrated
4024720,pond creek-hunter,OK,rural-remote,1994-1995,1.34408602150538,0.268817204301075,0,0,98.3870967741936,NA,372,Extremely undiverse,NA,NA
4024720,pond creek-hunter,OK,rural-remote,2016-2017,2.77777777777778,0,0,5.8641975308642,84.5679012345679,6.79012345679012,324,Undiverse,NA,NA
4024840,porum,OK,rural-distant,1994-1995,33.8947368421053,0,0.631578947368421,1.89473684210526,63.5789473684211,NA,475,Diverse,NA,NA
4024840,porum,OK,rural-distant,2016-2017,44.7524752475248,0,0.396039603960396,1.58415841584158,40.990099009901,12.2772277227723,505,Diverse,NA,NA
4024870,poteau,OK,town-distant,1994-1995,10.7978404319136,0.23995200959808,2.0995800839832,1.31973605278944,85.5428914217157,NA,1667,Undiverse,NA,NA
4024870,poteau,OK,town-distant,2016-2017,22.3752151462995,0.817555938037866,1.03270223752151,18.0722891566265,53.1411359724613,4.56110154905336,2324,Diverse,NA,NA
4024930,prague,OK,rural-remote,1994-1995,10.9452736318408,0.497512437810945,2.48756218905473,1.69154228855721,84.3781094527363,NA,1005,Undiverse,NA,NA
4024930,prague,OK,rural-remote,2016-2017,10.9732824427481,0.477099236641221,2.38549618320611,5.15267175572519,66.1259541984733,14.8854961832061,1048,Diverse,NA,NA
4025050,preston,OK,rural-distant,1994-1995,12.1140142517815,0.475059382422803,20.1900237529691,0.237529691211401,66.9833729216152,NA,421,Diverse,NA,NA
4025050,preston,OK,rural-distant,2016-2017,26.8115942028986,0.72463768115942,14.3115942028986,5.43478260869565,32.7898550724638,19.9275362318841,552,Diverse,NA,NA
4025080,pretty water,OK,rural-fringe,1994-1995,8.40336134453782,0,1.68067226890756,2.10084033613445,87.8151260504202,NA,238,Undiverse,NA,NA
4025080,pretty water,OK,rural-fringe,2016-2017,27.3049645390071,1.06382978723404,1.41843971631206,2.83687943262411,59.2198581560284,8.15602836879433,282,Diverse,NA,NA
4025170,prue,OK,rural-distant,1994-1995,8.5995085995086,0,0,0,91.4004914004914,NA,407,Extremely undiverse,NA,NA
4025170,prue,OK,rural-distant,2016-2017,13.946587537092,0,1.18694362017804,3.26409495548961,63.5014836795252,18.1008902077151,337,Diverse,NA,NA
4025200,pryor,OK,town-distant,1994-1995,26.655560183257,0.666389004581424,0.374843815077051,1.83256976259892,70.4706372344856,NA,2401,Diverse,NA,NA
4025200,pryor,OK,town-distant,2016-2017,33.6549165120594,0.890538033395176,1.03896103896104,7.34693877551021,46.7161410018553,10.3525046382189,2695,Diverse,NA,NA
4025230,purcell,OK,town-fringe,1994-1995,18.5298621745789,0.153139356814701,3.21592649310873,9.41807044410413,68.6830015313936,NA,1306,Diverse,NA,NA
4025230,purcell,OK,town-fringe,2016-2017,10.4426002766252,0.622406639004149,0.553250345781466,25.0345781466113,54.8409405255878,8.50622406639004,1446,Diverse,NA,NA
4025290,putnam city,OK,city-large,1994-1995,3.38031153968422,3.87305287697361,11.3807354032002,3.4438910670764,77.9220091130656,NA,18874,Undiverse,NA,NA
4025290,putnam city,OK,city-large,2016-2017,2.64955070603338,4.1591784338896,25.3504492939666,28.1437740693196,31.1630295250321,8.53401797175867,19475,Diverse,0.0519925412682669,Highly integrated
4025320,quapaw,OK,rural-distant,1994-1995,39.0328151986183,0.172711571675302,0,0,60.7944732297064,NA,579,Diverse,NA,NA
4025320,quapaw,OK,rural-distant,2016-2017,45.7413249211356,0.788643533123028,0.157728706624606,1.41955835962145,51.4195583596215,0.473186119873817,634,Diverse,NA,NA
4025410,quinton,OK,rural-remote,1994-1995,30.4166666666667,0,0,0,69.5833333333333,NA,480,Diverse,NA,NA
4025410,quinton,OK,rural-remote,2016-2017,36.3256784968685,0.208768267223382,1.67014613778706,4.80167014613779,56.1586638830898,0.835073068893528,479,Diverse,NA,NA
4025470,caney valley,OK,rural-distant,1994-1995,37.0988446726573,0.256739409499358,0.256739409499358,0.513478818998716,61.8741976893453,NA,779,Diverse,NA,NA
4025470,caney valley,OK,rural-distant,2016-2017,28.6069651741293,1.3681592039801,0.497512437810945,4.60199004975124,53.4825870646766,11.4427860696517,804,Diverse,NA,NA
4025500,rattan,OK,rural-remote,1994-1995,26.4516129032258,0.21505376344086,0,0.645161290322581,72.6881720430108,NA,465,Diverse,NA,NA
4025500,rattan,OK,rural-remote,2016-2017,36.4839319470699,0.189035916824197,0.756143667296786,3.02457466918715,54.820415879017,4.72589792060491,529,Diverse,NA,NA
4025530,ravia,OK,rural-distant,1994-1995,18.705035971223,0,0,0,81.294964028777,NA,139,Undiverse,NA,NA
4025530,ravia,OK,rural-distant,2016-2017,14.7727272727273,0,0,5.68181818181818,21.5909090909091,57.9545454545455,88,Diverse,NA,NA
4025590,red oak,OK,rural-remote,1994-1995,37.5968992248062,0,0,0.387596899224806,62.015503875969,NA,258,Diverse,NA,NA
4025590,red oak,OK,rural-remote,2016-2017,47.5409836065574,0.655737704918033,0.655737704918033,1.31147540983607,49.5081967213115,0.327868852459016,305,Diverse,NA,NA
4025800,reydon,OK,rural-remote,1994-1995,0,0,0,0,100,NA,155,Extremely undiverse,NA,NA
4025800,reydon,OK,rural-remote,2016-2017,0,0.87719298245614,0,5.26315789473684,93.859649122807,0,114,Extremely undiverse,NA,NA
4025860,ringling,OK,rural-remote,1994-1995,22.5352112676056,0,0,0.201207243460765,77.2635814889336,NA,497,Undiverse,NA,NA
4025860,ringling,OK,rural-remote,2016-2017,25,1.15740740740741,0.231481481481481,6.71296296296296,66.2037037037037,0.694444444444444,432,Diverse,NA,NA
4025920,ringwood,OK,rural-remote,1994-1995,2.19435736677116,0.626959247648903,0,7.52351097178683,89.6551724137931,NA,319,Undiverse,NA,NA
4025920,ringwood,OK,rural-remote,2016-2017,1.22249388753056,1.9559902200489,0.97799511002445,35.2078239608802,58.679706601467,1.9559902200489,409,Diverse,NA,NA
4025950,ripley,OK,rural-distant,1994-1995,2.91828793774319,0,0.778210116731518,1.55642023346304,94.7470817120623,NA,514,Extremely undiverse,NA,NA
4025950,ripley,OK,rural-distant,2016-2017,39.4849785407725,0.214592274678112,0.643776824034335,1.931330472103,50,7.72532188841202,466,Diverse,NA,NA
4026010,riverside,OK,rural-fringe,1994-1995,12.3456790123457,0.617283950617284,1.85185185185185,6.79012345679012,78.3950617283951,NA,162,Undiverse,NA,NA
4026010,riverside,OK,rural-fringe,2016-2017,2.65957446808511,0,4.25531914893617,21.8085106382979,65.9574468085106,5.31914893617021,188,Diverse,NA,NA
4026100,robin hill,OK,rural-fringe,1994-1995,2.89855072463768,0,0,0,97.1014492753623,NA,138,Extremely undiverse,NA,NA
4026100,robin hill,OK,rural-fringe,2016-2017,10.9717868338558,0,1.56739811912226,6.58307210031348,75.2351097178683,5.64263322884013,319,Undiverse,NA,NA
4026250,rocky mountain,OK,town-distant,1994-1995,81.8181818181818,0,0,0,18.1818181818182,NA,176,Undiverse,NA,NA
4026250,rocky mountain,OK,town-distant,2016-2017,88.6255924170616,0,0,1.8957345971564,9.47867298578199,0,211,Undiverse,NA,NA
4026280,roff,OK,rural-remote,1994-1995,13.2075471698113,0,0,3.14465408805031,83.6477987421384,NA,318,Undiverse,NA,NA
4026280,roff,OK,rural-remote,2016-2017,28.3489096573209,0.311526479750779,0.311526479750779,2.18068535825545,68.2242990654206,0.623052959501558,321,Diverse,NA,NA
4026310,roland,OK,town-fringe,1994-1995,11.7351215423303,0.838222967309304,8.21458507963118,0.754400670578374,78.4576697401509,NA,1193,Undiverse,NA,NA
4026310,roland,OK,town-fringe,2016-2017,15.5778894472362,0.100502512562814,5.92964824120603,7.03517587939699,50.4522613065327,20.9045226130653,995,Diverse,NA,NA
4026550,rush springs,OK,rural-distant,1994-1995,7.14285714285714,0.649350649350649,0.649350649350649,1.46103896103896,90.0974025974026,NA,616,Extremely undiverse,NA,NA
4026550,rush springs,OK,rural-distant,2016-2017,15.2014652014652,0.732600732600733,1.0989010989011,2.74725274725275,76.5567765567766,3.66300366300366,546,Undiverse,NA,NA
4026580,ryal,OK,rural-distant,1994-1995,63.855421686747,0,1.20481927710843,0,34.9397590361446,NA,83,Diverse,NA,NA
4026580,ryal,OK,rural-distant,2016-2017,68.9189189189189,0,0,5.40540540540541,18.9189189189189,6.75675675675676,74,Diverse,NA,NA
4026610,ryan,OK,rural-remote,1994-1995,4.54545454545455,0,0.909090909090909,14.5454545454545,80,NA,220,Undiverse,NA,NA
4026610,ryan,OK,rural-remote,2016-2017,1.76211453744493,0,0.881057268722467,19.3832599118943,71.3656387665198,6.6079295154185,227,Diverse,NA,NA
4026640,south coffeyville,OK,town-remote,1994-1995,4.57317073170732,0,0,2.13414634146341,93.2926829268293,NA,328,Extremely undiverse,NA,NA
4026640,south coffeyville,OK,town-remote,2016-2017,26.7716535433071,1.5748031496063,0.78740157480315,1.5748031496063,67.3228346456693,1.96850393700787,254,Diverse,NA,NA
4026730,salina,OK,rural-distant,1994-1995,54.6019900497513,0,0.124378109452736,0.124378109452736,45.1492537313433,NA,804,Diverse,NA,NA
4026730,salina,OK,rural-distant,2016-2017,65.5172413793103,0.229885057471264,1.14942528735632,1.60919540229885,28.6206896551724,2.8735632183908,870,Diverse,NA,NA
4026790,sallisaw,OK,town-distant,1994-1995,35.9189723320158,0.0988142292490119,1.53162055335968,2.22332015810277,60.2272727272727,NA,2024,Diverse,NA,NA
4026790,sallisaw,OK,town-distant,2016-2017,36.6,1.6,1.9,9.1,43.9,6.9,2000,Diverse,NA,NA
4026880,sand springs,OK,suburban-large,1994-1995,13.770553064275,0.411061285500747,3.41928251121076,1.42002989536622,80.9790732436472,NA,5352,Undiverse,NA,NA
4026880,sand springs,OK,suburban-large,2016-2017,17.8619756427605,0.8699014111734,4.09820220375024,6.3792770152716,66.653779238353,4.13686448869128,5173,Diverse,0.00770226953731543,Highly integrated
4026910,sapulpa,OK,suburban-large,1994-1995,13.2719786873335,0.314846209736014,5.59457495761686,0.968757568418503,79.8498425768951,NA,4129,Undiverse,NA,NA
4026910,sapulpa,OK,suburban-large,2016-2017,15.7218442932729,0.604686318972033,4.03124212648022,8.16326530612245,55.7571176618796,15.7218442932729,3969,Diverse,0.00164029043325153,Highly integrated
4026940,sasakwa,OK,rural-remote,1994-1995,44.5714285714286,0,1.71428571428571,1.14285714285714,52.5714285714286,NA,175,Diverse,NA,NA
4026940,sasakwa,OK,rural-remote,2016-2017,42.2459893048128,0,0.53475935828877,4.81283422459893,41.1764705882353,11.2299465240642,187,Diverse,NA,NA
4027000,savanna,OK,rural-distant,1994-1995,41.4376321353066,0.845665961945032,1.26849894291755,0.845665961945032,55.6025369978858,NA,473,Diverse,NA,NA
4027000,savanna,OK,rural-distant,2016-2017,40.8740359897172,1.02827763496144,1.2853470437018,1.02827763496144,54.7557840616967,1.02827763496144,389,Diverse,NA,NA
4027060,sayre,OK,town-remote,1994-1995,2.63157894736842,0,0.394736842105263,6.71052631578947,90.2631578947368,NA,760,Extremely undiverse,NA,NA
4027060,sayre,OK,town-remote,2016-2017,1.67597765363128,0.279329608938547,0.558659217877095,10.8938547486034,80.4469273743017,6.14525139664804,716,Undiverse,NA,NA
4027090,schulter,OK,rural-distant,1994-1995,10.9243697478992,0,0.420168067226891,0.840336134453782,87.8151260504202,NA,238,Undiverse,NA,NA
4027090,schulter,OK,rural-distant,2016-2017,21.4814814814815,0.740740740740741,2.22222222222222,2.96296296296296,62.2222222222222,10.3703703703704,135,Diverse,NA,NA
4027240,seiling,OK,rural-remote,1994-1995,15.7349896480331,0,0,1.65631469979296,82.6086956521739,NA,483,Undiverse,NA,NA
4027240,seiling,OK,rural-remote,2016-2017,11.1607142857143,0.446428571428571,0,8.03571428571429,71.4285714285714,8.92857142857143,448,Diverse,NA,NA
4027300,seminole,OK,town-distant,1994-1995,24.3261012491782,0.460223537146614,6.04865220249836,1.05193951347797,68.1130834976989,NA,1521,Diverse,NA,NA
4027300,seminole,OK,town-distant,2016-2017,17.2954149738828,0.290191526407429,3.19210679048172,10.040626813697,45.7341845618108,23.4474753337203,1723,Diverse,NA,NA
4027330,sentinel,OK,rural-distant,1994-1995,1.2987012987013,0,0,10.6493506493506,88.051948051948,NA,385,Undiverse,NA,NA
4027330,sentinel,OK,rural-distant,2016-2017,3.73831775700935,0.311526479750779,0.623052959501558,26.1682242990654,66.6666666666667,2.49221183800623,321,Diverse,NA,NA
4027390,sequoyah,OK,rural-distant,1994-1995,30.4022450888681,0.280636108512629,0.0935453695042095,0.0935453695042095,69.1300280636109,NA,1069,Diverse,NA,NA
4027390,sequoyah,OK,rural-distant,2016-2017,31.858407079646,1.03244837758112,0.442477876106195,3.46607669616519,54.7197640117994,8.48082595870206,1356,Diverse,NA,NA
4027420,shady grove,OK,rural-distant,1994-1995,80.110497237569,0,0,2.20994475138122,17.6795580110497,NA,181,Undiverse,NA,NA
4027420,shady grove,OK,rural-distant,2016-2017,72.1518987341772,0.632911392405063,0.632911392405063,7.59493670886076,18.9873417721519,0,158,Diverse,NA,NA
4027450,shady point,OK,town-distant,1994-1995,9.6969696969697,0,2.42424242424242,0,87.8787878787879,NA,165,Undiverse,NA,NA
4027450,shady point,OK,town-distant,2016-2017,27.6470588235294,0,0,5.88235294117647,54.7058823529412,11.7647058823529,170,Diverse,NA,NA
4027540,shattuck,OK,rural-remote,1994-1995,1.32013201320132,0.66006600660066,0.33003300330033,6.27062706270627,91.4191419141914,NA,303,Extremely undiverse,NA,NA
4027540,shattuck,OK,rural-remote,2016-2017,2.54237288135593,0.564971751412429,0.847457627118644,12.9943502824859,81.638418079096,1.41242937853107,354,Undiverse,NA,NA
4027570,shawnee,OK,town-distant,1994-1995,20.2493004324599,0.941236326634444,6.5123378275248,1.47545153904859,70.8216738743322,NA,3931,Diverse,0.00659311040724564,Highly integrated
4027570,shawnee,OK,town-distant,2016-2017,12.3459894392758,0.603469952225295,4.52602464168972,12.0442544631632,50.2640181040986,20.2162433995474,3977,Diverse,0.00516536579761352,Highly integrated
4027630,shidler,OK,rural-remote,1994-1995,55.8035714285714,0,0,1.33928571428571,42.8571428571429,NA,224,Diverse,NA,NA
4027630,shidler,OK,rural-remote,2016-2017,23.9043824701195,0.796812749003984,1.99203187250996,3.18725099601594,58.5657370517928,11.5537848605578,251,Diverse,NA,NA
4027640,silo,OK,rural-fringe,1994-1995,31.5689981096408,0,0,0.945179584120983,67.4858223062382,NA,529,Diverse,NA,NA
4027640,silo,OK,rural-fringe,2016-2017,26.1351052048726,0.44296788482835,0.110741971207087,4.31893687707641,59.8006644518272,9.19158361018826,903,Diverse,NA,NA
4027750,skiatook,OK,town-fringe,1994-1995,36.1969111969112,0.28957528957529,0.723938223938224,1.44787644787645,61.3416988416988,NA,2072,Diverse,NA,NA
4027750,skiatook,OK,town-fringe,2016-2017,26.558157999206,0.198491464867011,0.913060738388249,4.04922588328702,59.7856292179436,8.49543469630806,2519,Diverse,NA,NA
4027840,smithville,OK,rural-remote,1994-1995,43.4316353887399,0,0,1.07238605898123,55.4959785522788,NA,373,Diverse,NA,NA
4027840,smithville,OK,rural-remote,2016-2017,44.4839857651246,0,1.06761565836299,0,54.4483985765125,0,281,Diverse,NA,NA
4027930,snyder,OK,rural-distant,1994-1995,5.06329113924051,0.316455696202532,6.80379746835443,11.5506329113924,76.2658227848101,NA,632,Undiverse,NA,NA
4027930,snyder,OK,rural-distant,2016-2017,4.62962962962963,0.694444444444444,3.24074074074074,19.4444444444444,64.8148148148148,7.17592592592593,432,Diverse,NA,NA
4027960,soper,OK,rural-distant,1994-1995,25.4416961130742,0,1.41342756183746,0.353356890459364,72.791519434629,NA,283,Diverse,NA,NA
4027960,soper,OK,rural-distant,2016-2017,47.65625,0.520833333333333,1.04166666666667,2.86458333333333,47.65625,0.260416666666667,384,Diverse,NA,NA
4027990,south rock creek,OK,rural-fringe,1994-1995,8.22784810126582,0.316455696202532,0.316455696202532,3.79746835443038,87.3417721518987,NA,316,Undiverse,NA,NA
4027990,south rock creek,OK,rural-fringe,2016-2017,27.455919395466,0,2.01511335012594,1.51133501259446,55.4156171284635,13.6020151133501,397,Diverse,NA,NA
4028110,spavinaw,OK,NA,1994-1995,46.6321243523316,0,0,0,53.3678756476684,NA,193,Diverse,NA,NA
4028170,sperry,OK,rural-fringe,1994-1995,32.5,0.326086956521739,0.543478260869565,1.19565217391304,65.4347826086957,NA,920,Diverse,NA,NA
4028170,sperry,OK,rural-fringe,2016-2017,28.5714285714286,1.09243697478992,1.26050420168067,8.15126050420168,53.3613445378151,7.56302521008403,1190,Diverse,NA,NA
4028200,spiro,OK,rural-distant,1994-1995,12.6801152737752,0.0720461095100865,9.07780979827089,0.792507204610951,77.3775216138329,NA,1388,Undiverse,NA,NA
4028200,spiro,OK,rural-distant,2016-2017,19.6914700544465,0.998185117967332,6.35208711433757,7.3502722323049,51.0889292196007,14.519056261343,1102,Diverse,NA,NA
4028350,springer,OK,rural-distant,1994-1995,7.93650793650794,0,10.5820105820106,4.76190476190476,76.7195767195767,NA,189,Undiverse,NA,NA
4028350,springer,OK,rural-distant,2016-2017,15.6521739130435,0.434782608695652,4.34782608695652,7.39130434782609,50,22.1739130434783,230,Diverse,NA,NA
4028590,sterling,OK,rural-distant,1994-1995,6.58682634730539,0.898203592814371,0.598802395209581,2.9940119760479,88.9221556886228,NA,334,Undiverse,NA,NA
4028590,sterling,OK,rural-distant,2016-2017,7.49354005167959,0.516795865633075,0.258397932816538,6.71834625322997,76.7441860465116,8.2687338501292,387,Undiverse,NA,NA
4028620,stidham,OK,rural-remote,1994-1995,47.7611940298507,0,0,0,52.2388059701493,NA,134,Diverse,NA,NA
4028620,stidham,OK,rural-remote,2016-2017,34.2857142857143,0,4.76190476190476,8.57142857142857,40,12.3809523809524,105,Diverse,NA,NA
4028650,stigler,OK,town-remote,1994-1995,30.5932203389831,0.254237288135593,0,0.677966101694915,68.4745762711864,NA,1180,Diverse,NA,NA
4028650,stigler,OK,town-remote,2016-2017,21.8523878437048,0.65123010130246,0.506512301013025,6.5123010130246,54.4138929088278,16.0636758321274,1382,Diverse,NA,NA
4028680,stillwater,OK,town-distant,1994-1995,6.28654970760234,3.05190058479532,5.90277777777778,2.01023391812865,82.7485380116959,NA,5472,Undiverse,NA,NA
4028680,stillwater,OK,town-distant,2016-2017,4.84517888657147,3.86651692603883,4.31573880956201,8.95235039306915,65.3136531365314,12.7065618482272,6233,Diverse,0.00931140576406214,Highly integrated
4028710,stilwell,OK,town-distant,1994-1995,63.5331230283912,0,0,3.02839116719243,33.4384858044164,NA,1585,Diverse,NA,NA
4028710,stilwell,OK,town-distant,2016-2017,61.9729514717582,0.318217979315831,0.0795544948289578,16.7064439140811,20.2863961813842,0.636435958631663,1257,Diverse,NA,NA
4028800,stonewall,OK,rural-distant,1994-1995,25.5451713395639,0,2.18068535825545,0.934579439252336,71.3395638629283,NA,321,Diverse,NA,NA
4028800,stonewall,OK,rural-distant,2016-2017,29.9794661190965,0,0.82135523613963,1.64271047227926,56.878850102669396,10.6776180698152,487,Diverse,NA,NA
4028860,stony point,OK,NA,1994-1995,39.6551724137931,3.44827586206897,0,1.72413793103448,55.1724137931034,NA,58,Diverse,NA,NA
4028920,straight,OK,rural-remote,1994-1995,0,0,0,19.047619047619,80.9523809523809,NA,42,Undiverse,NA,NA
4028920,straight,OK,rural-remote,2016-2017,0,0,2.7027027027027,18.9189189189189,78.3783783783784,0,37,Undiverse,NA,NA
4028980,stratford,OK,rural-remote,1994-1995,24.2574257425743,0,0,1.15511551155116,74.5874587458746,NA,606,Diverse,NA,NA
4028980,stratford,OK,rural-remote,2016-2017,30.2687411598303,0.424328147100424,0.848656294200849,1.98019801980198,64.7807637906648,1.6973125884017,707,Diverse,NA,NA
4029010,stringtown,OK,rural-remote,1994-1995,15.2073732718894,1.38248847926267,3.68663594470046,0,79.7235023041475,NA,217,Undiverse,NA,NA
4029010,stringtown,OK,rural-remote,2016-2017,53.1120331950208,0,3.3195020746888,1.2448132780083,38.5892116182573,3.7344398340249,241,Diverse,NA,NA
4029040,strother,OK,rural-distant,1994-1995,30.8673469387755,0,0.255102040816327,2.04081632653061,66.8367346938776,NA,392,Diverse,NA,NA
4029040,strother,OK,rural-distant,2016-2017,27.4231678486998,1.41843971631206,0.236406619385343,5.91016548463357,61.7021276595745,3.3096926713948,423,Diverse,NA,NA
4029070,stroud,OK,rural-remote,1994-1995,11.5853658536585,0.731707317073171,3.90243902439024,1.34146341463415,82.4390243902439,NA,820,Undiverse,NA,NA
4029070,stroud,OK,rural-remote,2016-2017,14.025974025974,0.12987012987013,3.24675324675325,3.11688311688312,72.8571428571428,6.62337662337662,770,Diverse,NA,NA
4029100,stuart,OK,rural-remote,1994-1995,13.5338345864662,0,0,2.25563909774436,84.2105263157895,NA,266,Undiverse,NA,NA
4029100,stuart,OK,rural-remote,2016-2017,68.4824902723735,0,0,6.6147859922179,17.1206225680934,7.78210116731517,257,Diverse,NA,NA
4029160,sulphur,OK,town-remote,1994-1995,20.8588957055215,0.204498977505113,1.43149284253579,3.47648261758691,74.0286298568507,NA,1467,Diverse,NA,NA
4029160,sulphur,OK,town-remote,2016-2017,24.1106719367589,0.856389986824769,1.05401844532279,10.1449275362319,56.5217391304348,7.31225296442688,1518,Diverse,NA,NA
4029310,sweetwater,OK,rural-remote,1994-1995,1.2987012987013,0,0,0,98.7012987012987,NA,77,Extremely undiverse,NA,NA
4029310,sweetwater,OK,rural-remote,2016-2017,2.8169014084507,0,0,9.15492957746479,85.2112676056338,2.8169014084507,142,Undiverse,NA,NA
4029340,swink,OK,rural-remote,1994-1995,42.1875,0,0,0,57.8125,NA,64,Diverse,NA,NA
4029340,swink,OK,rural-remote,2016-2017,35.9154929577465,0,2.8169014084507,1.40845070422535,57.7464788732394,2.11267605633803,142,Diverse,NA,NA
4029380,tahlequah,OK,town-remote,1994-1995,53.3352752694436,0.116516166618118,1.16516166618118,1.01951645790853,44.3635304398485,NA,3433,Diverse,NA,NA
4029380,tahlequah,OK,town-remote,2016-2017,40.2796819303537,0.822593912805045,1.31615026048807,18.3438442555525,23.6632848916918,15.5744447491089,3647,Diverse,0.00903760347292169,Highly integrated
4029400,talihina,OK,rural-remote,1994-1995,42.9003021148036,0.302114803625378,3.77643504531722,1.3595166163142,51.6616314199396,NA,662,Diverse,NA,NA
4029400,talihina,OK,rural-remote,2016-2017,58.0310880829015,0.172711571675302,0.690846286701209,1.89982728842832,38.1692573402418,1.03626943005181,579,Diverse,NA,NA
4029430,taloga,OK,rural-remote,1994-1995,0,0,0.478468899521531,3.82775119617225,95.6937799043062,NA,209,Extremely undiverse,NA,NA
4029430,taloga,OK,rural-remote,2016-2017,10.3448275862069,1.14942528735632,0,0,87.3563218390805,1.14942528735632,87,Undiverse,NA,NA
4029520,tannehill,OK,rural-distant,1994-1995,27.3972602739726,0,0,0,72.6027397260274,NA,146,Diverse,NA,NA
4029520,tannehill,OK,rural-distant,2016-2017,42.1383647798742,0,0,6.91823899371069,50.314465408805,0.628930817610063,159,Diverse,NA,NA
4029610,tecumseh,OK,town-distant,1994-1995,19.6049382716049,0.641975308641975,3.01234567901235,1.03703703703704,75.7037037037037,NA,2025,Undiverse,NA,NA
4029610,tecumseh,OK,town-distant,2016-2017,21.4121962402568,0.458505272810637,1.60476845483723,6.60247592847318,59.6056854653828,10.3163686382393,2181,Diverse,NA,NA
4029640,temple,OK,rural-distant,1994-1995,6.54545454545455,0.363636363636364,12.3636363636364,7.63636363636364,73.0909090909091,NA,275,Diverse,NA,NA
4029640,temple,OK,rural-distant,2016-2017,6.80628272251309,0,10.9947643979058,13.0890052356021,61.2565445026178,7.85340314136126,191,Diverse,NA,NA
4029670,tenkiller,OK,rural-distant,1994-1995,72.5225225225225,0,0,0,27.4774774774775,NA,222,Diverse,NA,NA
4029670,tenkiller,OK,rural-distant,2016-2017,76.5886287625418,0,1.00334448160535,1.67224080267559,20.4013377926421,0.334448160535117,299,Undiverse,NA,NA
4029760,terral,OK,rural-remote,1994-1995,0,0,0,32.5301204819277,67.4698795180723,NA,83,Diverse,NA,NA
4029760,terral,OK,rural-remote,2016-2017,1.35135135135135,0,5.40540540540541,18.9189189189189,20.2702702702703,54.0540540540541,74,Diverse,NA,NA
4029820,texhoma,OK,rural-remote,1994-1995,0,0,0,15.5660377358491,84.4339622641509,NA,212,Undiverse,NA,NA
4029820,texhoma,OK,rural-remote,2016-2017,0.323624595469256,0,0,52.4271844660194,47.2491909385113,0,309,Diverse,NA,NA
4029850,thackerville,OK,rural-distant,1994-1995,13.553113553113601,0,0,1.83150183150183,84.6153846153846,NA,273,Undiverse,NA,NA
4029850,thackerville,OK,rural-distant,2016-2017,10.4225352112676,0.28169014084507,0,10.1408450704225,57.1830985915493,21.9718309859155,355,Diverse,NA,NA
