rank,position,hand,player,years,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
222,LW,Right,Patrick Sharp,2002-18,287,Retired,2002,2012-13,31,CHI,NHL,28,6,14,20,8,14,5,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/sharppa01-2017.jpg
222,LW,Right,Patrick Sharp,2002-18,287,Retired,2002,2013-14,32,CHI,NHL,82,34,44,78,13,40,24,10,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/sharppa01-2017.jpg
222,LW,Right,Patrick Sharp,2002-18,287,Retired,2002,2014-15,33,CHI,NHL,68,16,27,43,-8,33,8,8,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/sharppa01-2017.jpg
222,LW,Right,Patrick Sharp,2002-18,287,Retired,2002,2015-16,34,DAL,NHL,76,20,35,55,-3,27,13,7,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/sharppa01-2017.jpg
222,LW,Right,Patrick Sharp,2002-18,287,Retired,2002,2016-17,35,DAL,NHL,48,8,10,18,-22,31,6,1,1,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/sharppa01-2017.jpg
222,LW,Right,Patrick Sharp,2002-18,287,Retired,2002,2017-18,36,CHI,NHL,70,10,11,21,-16,14,10,0,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/sharppa01-2017.jpg
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1981-82,18,CBH,NHL,2,0,0,0,0,0,0,0,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1982-83,19,TOT,NHL,40,9,8,17,-9,16,5,4,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1982-83,19,CBH,NHL,1,1,0,1,0,0,1,0,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1982-83,19,VAN,NHL,39,8,8,16,-9,16,4,4,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1983-84,20,VAN,NHL,79,45,41,86,-13,50,25,19,1,6,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1984-85,21,VAN,NHL,68,39,20,59,-21,45,25,14,0,4,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1985-86,22,VAN,NHL,77,39,33,72,-8,85,22,17,0,5,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1986-87,23,VAN,NHL,77,41,38,79,4,84,26,15,0,7,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1987-88,24,VAN,NHL,73,40,37,77,-1,90,20,20,0,4,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1988-89,25,VAN,NHL,77,24,25,49,-10,69,16,8,0,3,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1989-90,26,TOT,NHL,78,28,36,64,-10,72,16,12,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1989-90,26,VAN,NHL,41,14,18,32,1,50,9,5,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1989-90,26,PIT,NHL,37,14,18,32,-11,22,7,7,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1990-91,27,TOT,NHL,56,7,19,26,3,50,4,3,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1990-91,27,PIT,NHL,46,6,12,18,1,44,3,3,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1990-91,27,BUF,NHL,10,1,7,8,2,6,1,0,0,0,NA
223,NA,NA,Tony Tanti,1981-92,287,Retired,1981,1991-92,28,BUF,NHL,70,15,16,31,-4,100,8,6,1,0,NA
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2009-10,21,BOS,NHL,20,0,1,1,-3,20,0,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2010-11,22,BOS,NHL,77,21,20,41,25,51,14,2,5,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2011-12,23,BOS,NHL,76,28,27,55,31,87,22,5,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2012-13,24,BOS,NHL,45,18,18,36,23,27,12,4,2,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2013-14,25,BOS,NHL,82,25,28,53,36,64,19,1,5,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2014-15,26,BOS,NHL,77,24,18,42,5,95,20,2,2,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2015-16,27,BOS,NHL,77,37,24,61,21,90,27,6,4,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2016-17,28,BOS,NHL,80,39,46,85,18,81,27,9,3,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2017-18,29,BOS,NHL,68,34,51,85,25,63,25,8,1,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2018-19,30,BOS,NHL,79,36,64,100,15,96,23,10,3,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
224,LW,Left,Brad Marchand,2009-20,286,Active,2009,2019-20,31,BOS,NHL,63,24,54,78,25,70,19,5,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/marchbr03-2020.jpg
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1979-80,19,VAN,NHL,47,5,14,19,4,11,5,0,0,0,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1980-81,20,VAN,NHL,77,18,11,29,-10,57,18,0,0,0,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1981-82,21,CLR,NHL,80,24,36,60,-31,26,20,4,0,4,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1982-83,22,NJD,NHL,76,14,19,33,-23,47,10,4,0,1,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1983-84,23,MNS,NHL,68,7,10,17,-14,54,7,0,0,0,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1984-85,24,TOT,NHL,78,31,31,62,16,53,22,7,2,2,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1984-85,24,MNS,NHL,29,4,7,11,1,15,4,0,0,0,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1984-85,24,QUE,NHL,49,27,24,51,15,38,20,6,1,2,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1985-86,25,QUE,NHL,77,26,32,58,7,66,19,5,2,5,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1986-87,26,TOT,NHL,81,40,35,75,-15,39,20,17,3,4,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1986-87,26,QUE,NHL,46,25,19,44,-12,17,11,12,2,1,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1986-87,26,DET,NHL,35,15,16,31,-3,22,11,3,1,3,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1987-88,27,DET,NHL,73,26,27,53,10,50,17,7,2,3,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1988-89,28,WIN,NHL,75,31,37,68,-5,36,23,7,1,1,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1989-90,29,WIN,NHL,79,22,34,56,4,37,19,3,0,5,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1990-91,30,WIN,NHL,61,12,24,36,-10,58,11,1,0,2,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1991-92,31,TOT,NHL,68,18,22,40,-7,51,11,6,1,1,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1991-92,31,WIN,NHL,7,1,0,1,-3,4,1,0,0,0,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1991-92,31,BOS,NHL,61,17,22,39,-4,47,10,6,1,1,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1992-93,32,TOT,NHL,58,10,13,23,11,52,8,0,2,1,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1992-93,32,BOS,NHL,26,2,2,4,0,11,2,0,0,0,NA
225,NA,NA,Brent Ashton,1979-93,284,Retired,1979,1992-93,32,CGY,NHL,32,8,11,19,11,41,6,0,2,1,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1970-71,22,TOR,NHL,5,0,0,0,-2,0,0,0,0,0,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1971-72,23,TOT,NHL,61,13,14,27,-16,44,7,6,0,2,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1971-72,23,PIT,NHL,49,7,11,18,-11,42,4,3,0,2,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1971-72,23,BUF,NHL,12,6,3,9,-5,2,3,3,0,0,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1972-73,24,BUF,NHL,75,40,43,83,15,83,31,9,0,6,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1973-74,25,BUF,NHL,76,21,44,65,-18,71,18,3,0,5,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1974-75,26,BUF,NHL,74,40,60,100,7,75,26,14,0,3,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1975-76,27,BUF,NHL,72,35,52,87,16,53,24,11,0,4,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1976-77,28,BUF,NHL,80,33,40,73,27,46,28,5,0,4,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1977-78,29,BUF,NHL,67,25,48,73,18,25,18,7,0,4,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1978-79,30,BUF,NHL,68,22,40,62,-13,46,21,1,0,6,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1979-80,31,CLR,NHL,69,28,35,63,-19,79,18,10,0,0,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1980-81,32,TOT,NHL,42,14,18,32,-9,38,9,5,0,1,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1980-81,32,CLR,NHL,28,8,11,19,-13,30,4,4,0,0,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1980-81,32,TOR,NHL,14,6,7,13,4,8,5,1,0,1,NA
226,NA,NA,René Robert,1970-82,284,Retired,1970,1981-82,33,TOR,NHL,55,13,24,37,-11,37,11,2,0,1,NA
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2001-02,20,COL,NHL,52,18,12,30,7,14,12,6,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2002-03,21,TOT,NHL,76,16,19,35,-7,18,10,6,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2002-03,21,COL,NHL,66,11,19,30,0,16,8,3,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2002-03,21,CAR,NHL,10,5,0,5,-7,2,2,3,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2003-04,22,CAR,NHL,80,12,13,25,-10,24,8,4,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2005-06,24,TOT,NHL,61,15,24,39,4,22,9,6,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2005-06,24,CAR,NHL,16,2,3,5,0,6,1,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2005-06,24,CHI,NHL,45,13,21,34,4,16,8,5,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2006-07,25,CHI,NHL,77,14,27,41,-4,26,9,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2007-08,26,PHX,NHL,76,27,29,56,6,14,17,7,3,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2008-09,27,TBL,NHL,18,3,3,6,-1,8,2,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2009-10,28,PHX,NHL,82,24,19,43,6,24,17,7,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2010-11,29,PHX,NHL,79,19,29,48,5,20,9,10,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2011-12,30,PHX,NHL,77,35,27,62,24,24,25,9,1,12,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2012-13,31,PHX,NHL,34,12,16,28,6,14,9,2,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2013-14,32,PHX,NHL,80,20,31,51,-6,22,10,10,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2014-15,33,VAN,NHL,79,31,32,63,6,20,19,12,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2015-16,34,VAN,NHL,63,13,14,27,-30,12,8,5,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2016-17,35,ARI,NHL,81,20,35,55,-18,16,16,4,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
227,RW,Right,Radim Vrbata,2001-18,284,Retired,2001,2017-18,36,FLA,NHL,42,5,9,14,-7,16,3,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vrbatra01-2017.jpg
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1964-65,20,BOS,NHL,2,0,0,0,-1,0,0,0,0,0,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1965-66,21,BOS,NHL,13,3,1,4,-6,6,3,0,0,0,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1966-67,22,BOS,NHL,18,3,5,8,1,24,3,0,0,0,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1967-68,23,MNS,NHL,68,14,19,33,-8,68,12,2,0,0,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1968-69,24,MNS,NHL,68,14,10,24,-28,110,10,4,0,3,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1969-70,25,MNS,NHL,75,36,29,65,-12,89,25,11,0,4,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1970-71,26,MNS,NHL,77,34,31,65,-13,85,28,5,1,7,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1971-72,27,MNS,NHL,78,31,31,62,11,59,25,6,0,8,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1972-73,28,MNS,NHL,75,27,33,60,24,97,19,8,0,2,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1973-74,29,MNS,NHL,74,48,26,74,3,73,35,12,1,4,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1974-75,30,MNS,NHL,71,37,35,72,-37,77,25,11,1,3,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1975-76,31,MNS,NHL,68,24,22,46,-19,47,18,6,0,3,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1976-77,32,TOT,NHL,77,12,15,27,-24,49,11,1,0,2,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1976-77,32,MNS,NHL,16,2,3,5,-7,6,1,1,0,0,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1976-77,32,NYR,NHL,61,10,12,22,-17,43,10,0,0,2,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1977-78,33,NYR,NHL,7,0,1,1,1,12,0,0,0,0,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1977-78,33,INR,WHA,32,8,10,18,2,10,8,0,0,NA,NA
228,NA,NA,Bill Goldsworthy,1964-78,283,Retired,1964,1978-79,34,EDO,WHA,17,4,2,6,-3,14,4,0,0,NA,NA
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,1999-00,20,COL,NHL,76,17,34,51,6,22,12,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2000-01,21,COL,NHL,82,27,50,77,35,37,19,7,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2001-02,22,COL,NHL,70,13,35,48,8,36,6,7,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2002-03,23,COL,NHL,82,26,41,67,34,36,23,3,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2003-04,24,COL,NHL,69,25,54,79,30,42,18,7,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2005-06,26,COL,NHL,71,29,49,78,8,46,21,8,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2006-07,27,CGY,NHL,81,22,59,81,12,44,17,5,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2007-08,28,CGY,NHL,78,18,40,58,11,48,13,3,2,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2008-09,29,MTL,NHL,50,16,25,41,13,34,11,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2009-10,30,TBL,NHL,80,10,27,37,-2,32,7,3,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2010-11,31,CGY,NHL,79,22,47,69,0,24,19,3,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2011-12,32,CGY,NHL,64,13,36,49,7,28,11,1,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2012-13,33,CGY,NHL,40,11,16,27,-13,22,8,2,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2013-14,34,COL,NHL,16,4,7,11,7,4,3,0,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2014-15,35,COL,NHL,80,22,33,55,-1,40,19,2,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2015-16,36,TOT,NHL,70,8,27,35,8,32,7,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2015-16,36,COL,NHL,52,4,18,22,3,24,4,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
229,LW,Left,Alex Tanguay,1999-16,283,Retired,1999,2015-16,36,ARI,NHL,18,4,9,13,5,8,3,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tangual01-2015.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1954-55,18,TOR,NHL,3,0,0,0,NA,2,0,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1955-56,19,TOR,NHL,69,18,19,37,NA,74,11,7,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1956-57,20,TOR,NHL,70,26,14,40,NA,48,17,9,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1957-58,21,TOR,NHL,65,26,23,49,NA,79,22,3,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1958-59,22,TOR,NHL,69,29,24,53,NA,71,24,4,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1959-60,23,TOR,NHL,67,19,22,41,5,53,15,4,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1960-61,24,TOR,NHL,67,16,17,33,14,54,14,2,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1961-62,25,TOR,NHL,51,17,20,37,32,37,15,2,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1962-63,26,TOR,NHL,69,16,19,35,-7,56,14,2,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1963-64,27,TOT,NHL,66,11,14,25,-19,61,7,4,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1963-64,27,TOR,NHL,52,7,10,17,-12,59,5,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1963-64,27,NYR,NHL,14,4,4,8,-7,2,2,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1964-65,28,TOT,NHL,69,12,16,28,-13,36,9,3,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1964-65,28,NYR,NHL,29,3,9,12,-11,20,2,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1964-65,28,MTL,NHL,40,9,7,16,-2,16,9,0,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1965-66,29,MTL,NHL,63,21,24,45,2,80,16,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1966-67,30,MTL,NHL,51,12,11,23,-7,23,9,3,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1967-68,31,MTL,NHL,66,25,21,46,5,21,19,6,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1968-69,32,MTL,NHL,68,19,21,40,-14,24,14,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1969-70,33,TOT,NHL,49,6,9,15,-22,12,6,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1969-70,33,MTL,NHL,17,1,1,2,-7,4,1,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1969-70,33,LAK,NHL,32,5,8,13,-15,8,5,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1970-71,34,TOT,NHL,60,8,13,21,-20,12,8,0,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
230,LW,Left,Dick Duff,1954-72,283,Retired,1954,1970-71,34,LAK,NHL,7,1,0,1,-2,0,1,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/duffdi01.jpg
