player,season,rank,date,game_num,age,team,at,opp,location,outcome,goals,assists,points,plus_minus,penalty_min,goals_even,goals_powerplay,goals_short,goals_gamewinner,assists_even,assists_powerplay,assists_short,shots,shot_percent
Steve Yzerman,1998,19,1997-11-11,19,32-186,DET,NA,COL,Home,L,0,0,0,-2,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,20,1997-11-13,20,32-188,DET,@,OTT,Away,W,2,1,3,3,0,2,0,0,0,NA,NA,NA,6,33.3
Steve Yzerman,1998,21,1997-11-15,21,32-190,DET,@,STL,Away,L,0,0,0,-2,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,22,1997-11-16,22,32-191,DET,@,CHI,Away,T,0,1,1,-1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,23,1997-11-19,23,32-194,DET,NA,NYI,Home,L,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1998,24,1997-11-21,24,32-196,DET,NA,DAL,Home,W,1,0,1,0,0,1,0,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1998,25,1997-11-22,25,32-197,DET,@,MTL,Away,W,0,2,2,2,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,26,1997-11-26,26,32-201,DET,NA,OTT,Home,W,0,1,1,-1,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,27,1997-11-28,27,32-203,DET,NA,MTL,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,28,1997-12-01,28,32-206,DET,@,VAN,Away,T,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1998,29,1997-12-03,29,32-208,DET,@,CGY,Away,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,30,1997-12-05,30,32-210,DET,@,EDM,Away,L,0,0,0,-2,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,31,1997-12-09,31,32-214,DET,NA,VAN,Home,W,1,1,2,1,0,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,1998,32,1997-12-12,32,32-217,DET,NA,EDM,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,33,1997-12-14,33,32-219,DET,@,PHX,Away,T,0,1,1,0,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,34,1997-12-16,34,32-221,DET,@,SJS,Away,L,0,0,0,-2,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,35,1997-12-17,35,32-222,DET,@,COL,Away,T,0,0,0,-1,2,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1998,36,1997-12-19,36,32-224,DET,NA,NJD,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,37,1997-12-22,37,32-227,DET,@,BOS,Away,W,0,1,1,1,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,38,1997-12-23,38,32-228,DET,@,BUF,Away,W,0,1,1,2,0,0,0,0,0,NA,NA,NA,4,0
Steve Yzerman,1998,39,1997-12-26,39,32-231,DET,NA,TOR,Home,W,1,0,1,1,2,1,0,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1998,40,1997-12-27,40,32-232,DET,@,TOR,Away,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,1998,41,1997-12-29,41,32-234,DET,NA,DAL,Home,T,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,42,1997-12-31,42,32-236,DET,NA,STL,Home,W,0,2,2,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,43,1998-01-02,43,32-238,DET,NA,SJS,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1998,44,1998-01-04,44,32-240,DET,@,CHI,Away,L,0,0,0,-3,0,0,0,0,0,NA,NA,NA,4,0
Steve Yzerman,1998,45,1998-01-06,45,32-242,DET,NA,PHX,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,46,1998-01-09,46,32-245,DET,@,DAL,Away,T,1,0,1,2,0,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,1998,47,1998-01-11,47,32-247,DET,NA,WSH,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,5,0
Steve Yzerman,1998,48,1998-01-12,48,32-248,DET,@,NYI,Away,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1998,49,1998-01-14,49,32-250,DET,NA,VAN,Home,W,0,3,3,2,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1998,50,1998-01-20,50,32-256,DET,@,NJD,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,51,1998-01-21,51,32-257,DET,NA,TOR,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,5,0
Steve Yzerman,1998,52,1998-01-24,52,32-260,DET,NA,PHI,Home,W,0,0,0,1,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,53,1998-01-28,53,32-264,DET,NA,PHX,Home,T,0,0,0,0,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,54,1998-02-05,54,32-272,DET,@,TBL,Away,W,1,2,3,-1,0,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,1998,55,1998-02-07,55,32-274,DET,@,STL,Away,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1998,56,1998-02-27,56,32-294,DET,NA,FLA,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0
Steve Yzerman,1998,57,1998-03-02,57,32-297,DET,@,PHX,Away,W,0,1,1,1,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,58,1998-03-04,58,32-299,DET,@,MDA,Away,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,4,25
Steve Yzerman,1998,59,1998-03-05,59,32-300,DET,@,SJS,Away,L,0,1,1,-2,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1998,60,1998-03-07,60,32-302,DET,@,LAK,Away,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,4,25
Steve Yzerman,1998,61,1998-03-10,61,32-305,DET,NA,BOS,Home,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,62,1998-03-12,62,32-307,DET,NA,CHI,Home,W,1,0,1,0,0,0,1,0,0,NA,NA,NA,2,50
Steve Yzerman,1998,63,1998-03-14,63,32-309,DET,@,PHI,Away,L,1,0,1,-1,0,0,1,0,0,NA,NA,NA,1,100
Steve Yzerman,1998,64,1998-03-17,64,32-312,DET,NA,EDM,Home,W,1,2,3,2,0,0,1,0,0,NA,NA,NA,6,16.7
Steve Yzerman,1998,65,1998-03-18,65,32-313,DET,@,TOR,Away,W,0,2,2,2,2,0,0,0,0,NA,NA,NA,6,0
Steve Yzerman,1998,66,1998-03-21,66,32-316,DET,@,NYR,Away,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1998,67,1998-03-23,67,32-318,DET,NA,CHI,Home,T,2,2,4,-2,0,1,1,0,0,NA,NA,NA,9,22.2
Steve Yzerman,1998,68,1998-03-26,68,32-321,DET,NA,MDA,Home,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0
Steve Yzerman,1998,69,1998-03-28,69,32-323,DET,@,STL,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1998,70,1998-03-29,70,32-324,DET,NA,BUF,Home,W,2,0,2,0,0,0,1,1,0,NA,NA,NA,6,33.3
Steve Yzerman,1998,71,1998-04-01,71,32-327,DET,NA,COL,Home,W,0,1,1,2,2,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1998,72,1998-04-04,72,32-330,DET,@,CHI,Away,W,0,2,2,1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1998,73,1998-04-07,73,32-333,DET,NA,STL,Home,W,1,1,2,1,2,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,1998,74,1998-04-09,74,32-335,DET,NA,PHX,Home,W,1,1,2,1,0,1,0,0,0,NA,NA,NA,4,25
Steve Yzerman,1998,75,1998-04-11,75,32-337,DET,NA,NYR,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,1,1998-10-10,1,33-154,DET,@,TOR,Away,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,7,0
Steve Yzerman,1999,2,1998-10-13,2,33-157,DET,@,WSH,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,3,1998-10-16,3,33-160,DET,NA,STL,Home,W,0,3,3,3,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,4,1998-10-18,4,33-162,DET,NA,CGY,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,5,1998-10-21,5,33-165,DET,NA,NSH,Home,W,0,2,2,1,0,0,0,0,0,NA,NA,NA,7,0
Steve Yzerman,1999,6,1998-10-23,6,33-167,DET,NA,TOR,Home,L,0,2,2,0,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,7,1998-10-24,7,33-168,DET,@,MTL,Away,W,1,0,1,0,0,0,1,0,1,NA,NA,NA,4,25
Steve Yzerman,1999,8,1998-10-28,8,33-172,DET,@,FLA,Away,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,1999,9,1998-10-29,9,33-173,DET,@,STL,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1999,10,1998-10-31,10,33-175,DET,@,DAL,Away,L,1,0,1,-3,0,0,1,0,0,NA,NA,NA,5,20
Steve Yzerman,1999,11,1998-11-03,11,33-178,DET,NA,CGY,Home,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,5,0
Steve Yzerman,1999,12,1998-11-06,12,33-181,DET,@,PHX,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,13,1998-11-08,13,33-183,DET,@,MDA,Away,W,1,0,1,0,2,0,1,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1999,14,1998-11-11,14,33-186,DET,NA,STL,Home,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1999,15,1998-11-13,15,33-188,DET,NA,DAL,Home,L,0,0,0,0,6,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,16,1998-11-16,16,33-191,DET,@,CGY,Away,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,5,20
Steve Yzerman,1999,17,1998-11-18,17,33-193,DET,@,EDM,Away,W,2,1,3,3,0,2,0,0,0,NA,NA,NA,3,66.7
Steve Yzerman,1999,18,1998-11-21,18,33-196,DET,@,VAN,Away,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1999,19,1998-11-25,19,33-200,DET,NA,MDA,Home,W,0,0,0,2,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,20,1998-11-27,20,33-202,DET,NA,VAN,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,21,1998-11-29,21,33-204,DET,NA,SJS,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,22,1998-12-02,22,33-207,DET,@,COL,Away,L,1,1,2,-1,0,0,1,0,0,NA,NA,NA,7,14.3
Steve Yzerman,1999,23,1998-12-04,23,33-209,DET,@,SJS,Away,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,24,1998-12-05,24,33-210,DET,@,LAK,Away,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1999,25,1998-12-08,25,33-213,DET,NA,CHI,Home,W,0,2,2,2,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,26,1998-12-11,26,33-216,DET,NA,EDM,Home,W,1,1,2,0,0,0,1,0,0,NA,NA,NA,1,100
Steve Yzerman,1999,27,1998-12-12,27,33-217,DET,@,CAR,Away,L,0,0,0,-2,24,0,0,0,0,NA,NA,NA,5,0
Steve Yzerman,1999,28,1998-12-16,28,33-221,DET,NA,BOS,Home,W,0,1,1,1,2,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1999,29,1998-12-18,29,33-223,DET,NA,DAL,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Steve Yzerman,1999,30,1998-12-19,30,33-224,DET,@,BOS,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,31,1998-12-22,31,33-227,DET,NA,PHX,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,32,1998-12-23,32,33-228,DET,@,NSH,Away,L,2,0,2,1,0,2,0,0,0,NA,NA,NA,6,33.3
Steve Yzerman,1999,33,1998-12-26,33,33-231,DET,@,STL,Away,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,5,0
Steve Yzerman,1999,34,1998-12-28,34,33-233,DET,NA,STL,Home,T,1,0,1,-1,0,0,1,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1999,35,1998-12-31,35,33-236,DET,NA,TOR,Home,L,0,2,2,1,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,36,1999-01-02,36,33-238,DET,NA,CHI,Home,W,1,1,2,3,0,1,0,0,1,NA,NA,NA,6,16.7
Steve Yzerman,1999,37,1999-01-03,37,33-239,DET,@,CHI,Away,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,38,1999-01-06,38,33-242,DET,NA,OTT,Home,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,39,1999-01-09,39,33-245,DET,NA,COL,Home,W,1,0,1,-2,0,0,1,0,0,NA,NA,NA,3,33.3
Steve Yzerman,1999,40,1999-01-10,40,33-246,DET,@,OTT,Away,L,1,0,1,-2,0,0,1,0,0,NA,NA,NA,4,25
Steve Yzerman,1999,41,1999-01-12,41,33-248,DET,NA,MTL,Home,W,0,0,0,3,0,0,0,0,0,NA,NA,NA,4,0
Steve Yzerman,1999,42,1999-01-14,42,33-250,DET,NA,NSH,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,43,1999-01-16,43,33-252,DET,@,VAN,Away,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,44,1999-01-17,44,33-253,DET,@,EDM,Away,L,1,0,1,1,0,0,0,1,0,NA,NA,NA,2,50
Steve Yzerman,1999,45,1999-01-19,45,33-255,DET,@,CGY,Away,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,7,0
Steve Yzerman,1999,46,1999-01-21,46,33-257,DET,NA,CAR,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1999,47,1999-01-30,47,33-266,DET,NA,NYR,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,48,1999-02-01,48,33-268,DET,@,NJD,Away,T,0,0,0,-2,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,49,1999-02-03,49,33-270,DET,NA,NYI,Home,W,1,1,2,-1,0,0,1,0,0,NA,NA,NA,5,20
Steve Yzerman,1999,50,1999-02-05,50,33-272,DET,NA,COL,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,51,1999-02-07,51,33-274,DET,@,PIT,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,52,1999-02-09,52,33-276,DET,@,NSH,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,6,0
Steve Yzerman,1999,53,1999-02-11,53,33-278,DET,NA,EDM,Home,W,1,0,1,0,0,1,0,0,1,NA,NA,NA,5,20
Steve Yzerman,1999,54,1999-02-12,54,33-279,DET,@,CHI,Away,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,55,1999-02-14,55,33-281,DET,@,NYR,Away,W,1,2,3,3,0,0,0,1,0,NA,NA,NA,2,50
Steve Yzerman,1999,56,1999-02-17,56,33-284,DET,NA,SJS,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,57,1999-02-19,57,33-286,DET,NA,NJD,Home,W,2,0,2,0,0,1,1,0,0,NA,NA,NA,4,50
Steve Yzerman,1999,58,1999-02-21,58,33-288,DET,@,BUF,Away,T,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,59,1999-02-24,59,33-291,DET,NA,LAK,Home,L,0,1,1,1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,60,1999-02-26,60,33-293,DET,NA,FLA,Home,T,0,1,1,-1,2,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1999,61,1999-02-27,61,33-294,DET,@,NYI,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,5,0
Steve Yzerman,1999,62,1999-03-05,62,33-300,DET,@,PHX,Away,W,1,1,2,2,0,0,1,0,0,NA,NA,NA,4,25
Steve Yzerman,1999,63,1999-03-07,63,33-302,DET,@,MDA,Away,L,1,0,1,0,0,0,1,0,0,NA,NA,NA,4,25
Steve Yzerman,1999,64,1999-03-09,64,33-304,DET,@,LAK,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,65,1999-03-12,65,33-307,DET,@,SJS,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,66,1999-03-14,66,33-309,DET,@,COL,Away,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,67,1999-03-17,67,33-312,DET,NA,PHX,Home,L,0,1,1,-2,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,68,1999-03-19,68,33-314,DET,@,TBL,Away,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,1999,69,1999-03-21,69,33-316,DET,@,PHI,Away,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,70,1999-03-24,70,33-319,DET,NA,BUF,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,4,0
Steve Yzerman,1999,71,1999-03-26,71,33-321,DET,NA,TBL,Home,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,72,1999-03-28,72,33-323,DET,NA,PHI,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,73,1999-03-31,73,33-326,DET,NA,LAK,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1999,74,1999-04-02,74,33-328,DET,NA,CHI,Home,W,0,2,2,0,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,1999,75,1999-04-04,75,33-330,DET,@,DAL,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,1999,76,1999-04-05,76,33-331,DET,NA,MDA,Home,W,1,1,2,2,0,1,0,0,1,NA,NA,NA,5,20
Steve Yzerman,1999,77,1999-04-07,77,33-333,DET,NA,VAN,Home,W,2,1,3,3,0,1,1,0,0,NA,NA,NA,4,50
Steve Yzerman,1999,78,1999-04-09,78,33-335,DET,@,STL,Away,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1999,79,1999-04-11,79,33-337,DET,NA,PIT,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,1999,80,1999-04-14,80,33-340,DET,NA,NSH,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,1,1999-10-02,1,34-146,DET,NA,BUF,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,2000,2,1999-10-05,2,34-149,DET,NA,DAL,Home,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,6,0
Steve Yzerman,2000,3,1999-10-07,3,34-151,DET,@,ATL,Away,W,1,2,3,1,0,1,0,0,0,NA,NA,NA,3,33.3
Steve Yzerman,2000,4,1999-10-09,4,34-153,DET,@,FLA,Away,T,0,0,0,-2,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,2000,5,1999-10-13,5,34-157,DET,NA,STL,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,6,1999-10-16,6,34-160,DET,NA,PHI,Home,W,0,0,0,-2,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,7,1999-10-20,7,34-164,DET,NA,SJS,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,2000,8,1999-10-23,8,34-167,DET,@,CHI,Away,W,0,0,0,1,2,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,2000,9,1999-10-27,9,34-171,DET,NA,COL,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,10,1999-10-29,10,34-173,DET,NA,CHI,Home,L,0,0,0,1,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,2000,11,1999-10-30,11,34-174,DET,@,STL,Away,L-OT,1,0,1,-1,0,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,2000,12,1999-11-03,12,34-178,DET,NA,LAK,Home,T,1,0,1,-1,0,0,1,0,0,NA,NA,NA,4,25
Steve Yzerman,2000,13,1999-11-05,13,34-180,DET,NA,CAR,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,1,0
Steve Yzerman,2000,14,1999-11-07,14,34-182,DET,@,TBL,Away,L,1,0,1,1,0,0,0,1,0,NA,NA,NA,3,33.3
Steve Yzerman,2000,15,1999-11-10,15,34-185,DET,@,DAL,Away,W,2,0,2,2,0,1,0,1,1,NA,NA,NA,4,50
Steve Yzerman,2000,16,1999-11-12,16,34-187,DET,NA,PIT,Home,W,0,1,1,2,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,17,1999-11-13,17,34-188,DET,@,TOR,Away,T,0,0,0,-1,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,2000,18,1999-11-15,18,34-190,DET,NA,MDA,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,19,1999-11-17,19,34-192,DET,@,VAN,Away,W,1,1,2,1,0,0,1,0,0,NA,NA,NA,9,11.1
Steve Yzerman,2000,20,1999-11-19,20,34-194,DET,@,CGY,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Steve Yzerman,2000,21,1999-11-20,21,34-195,DET,@,EDM,Away,L,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,22,1999-11-24,22,34-199,DET,NA,STL,Home,W,0,2,2,2,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,2000,23,1999-11-26,23,34-201,DET,NA,EDM,Home,W,1,0,1,0,0,0,1,0,0,NA,NA,NA,5,20
Steve Yzerman,2000,24,1999-11-28,24,34-203,DET,NA,PHX,Home,L,0,1,1,1,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,2000,25,1999-12-01,25,34-206,DET,NA,SJS,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,7,0
Steve Yzerman,2000,26,1999-12-03,26,34-208,DET,@,CHI,Away,W,1,1,2,3,0,0,1,0,0,NA,NA,NA,3,33.3
Steve Yzerman,2000,27,1999-12-04,27,34-209,DET,@,NSH,Away,L,1,0,1,-2,0,1,0,0,0,NA,NA,NA,1,100
Steve Yzerman,2000,28,1999-12-08,28,34-213,DET,NA,NSH,Home,W,1,1,2,1,2,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,2000,29,1999-12-10,29,34-215,DET,NA,LAK,Home,W,2,0,2,2,0,2,0,0,1,NA,NA,NA,5,40
Steve Yzerman,2000,30,1999-12-11,30,34-216,DET,@,BOS,Away,W,1,0,1,0,0,0,1,0,1,NA,NA,NA,3,33.3
Steve Yzerman,2000,31,1999-12-15,31,34-220,DET,NA,EDM,Home,W,0,0,0,2,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,2000,32,1999-12-17,32,34-222,DET,NA,COL,Home,W,0,1,1,2,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,33,1999-12-19,33,34-224,DET,@,MDA,Away,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,34,1999-12-20,34,34-225,DET,@,SJS,Away,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,35,1999-12-22,35,34-227,DET,@,CAR,Away,W,1,0,1,0,2,0,1,0,1,NA,NA,NA,2,50
Steve Yzerman,2000,36,1999-12-27,36,34-232,DET,NA,ATL,Home,W,1,0,1,3,0,1,0,0,0,NA,NA,NA,2,50
Steve Yzerman,2000,37,1999-12-28,37,34-233,DET,@,BUF,Away,W,0,2,2,2,0,0,0,0,0,NA,NA,NA,0,NA
Steve Yzerman,2000,38,1999-12-31,38,34-236,DET,NA,CHI,Home,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,7,0
Steve Yzerman,2000,39,2000-01-02,39,34-238,DET,@,PIT,Away,L,0,1,1,-2,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,40,2000-01-04,40,34-240,DET,NA,PHX,Home,L,0,0,0,-4,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,2000,41,2000-01-06,41,34-242,DET,NA,NSH,Home,W,1,3,4,2,0,1,0,0,0,NA,NA,NA,4,25
Steve Yzerman,2000,42,2000-01-08,42,34-244,DET,NA,MDA,Home,W,2,1,3,1,0,1,1,0,0,NA,NA,NA,4,50
Steve Yzerman,2000,43,2000-01-11,43,34-247,DET,@,MTL,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Steve Yzerman,2000,44,2000-01-13,44,34-249,DET,NA,CHI,Home,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,10,10
Steve Yzerman,2000,45,2000-01-16,45,34-252,DET,@,EDM,Away,T,1,0,1,0,0,0,1,0,0,NA,NA,NA,5,20
Steve Yzerman,2000,46,2000-01-18,46,34-254,DET,@,CGY,Away,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,4,25
Steve Yzerman,2000,47,2000-01-19,47,34-255,DET,@,VAN,Away,T,0,1,1,0,0,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,2000,48,2000-01-22,48,34-258,DET,@,OTT,Away,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,3,0
Steve Yzerman,2000,49,2000-01-26,49,34-262,DET,NA,TOR,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,50,2000-01-28,50,34-264,DET,NA,CGY,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,51,2000-01-29,51,34-265,DET,NA,NJD,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,52,2000-01-31,52,34-267,DET,@,PHX,Away,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,2,0
Steve Yzerman,2000,53,2000-02-03,53,34-270,DET,@,LAK,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
