county_fips_code,county_name,state_name,state_abbreviation
46049,Faulk County,South Dakota,SD
46051,Grant County,South Dakota,SD
46053,Gregory County,South Dakota,SD
46055,Haakon County,South Dakota,SD
46057,Hamlin County,South Dakota,SD
46059,Hand County,South Dakota,SD
46061,Hanson County,South Dakota,SD
46063,Harding County,South Dakota,SD
46065,Hughes County,South Dakota,SD
46067,Hutchinson County,South Dakota,SD
46069,Hyde County,South Dakota,SD
46071,Jackson County,South Dakota,SD
46073,Jerauld County,South Dakota,SD
46075,Jones County,South Dakota,SD
46077,Kingsbury County,South Dakota,SD
46079,Lake County,South Dakota,SD
46081,Lawrence County,South Dakota,SD
46083,Lincoln County,South Dakota,SD
46085,Lyman County,South Dakota,SD
46087,McCook County,South Dakota,SD
46089,McPherson County,South Dakota,SD
46091,Marshall County,South Dakota,SD
46093,Meade County,South Dakota,SD
46095,Mellette County,South Dakota,SD
46097,Miner County,South Dakota,SD
46099,Minnehaha County,South Dakota,SD
46101,Moody County,South Dakota,SD
46102,Oglala Lakota County,South Dakota,SD
46103,Pennington County,South Dakota,SD
46105,Perkins County,South Dakota,SD
46107,Potter County,South Dakota,SD
46109,Roberts County,South Dakota,SD
46111,Sanborn County,South Dakota,SD
46115,Spink County,South Dakota,SD
46117,Stanley County,South Dakota,SD
46119,Sully County,South Dakota,SD
46121,Todd County,South Dakota,SD
46123,Tripp County,South Dakota,SD
46125,Turner County,South Dakota,SD
46127,Union County,South Dakota,SD
46129,Walworth County,South Dakota,SD
46135,Yankton County,South Dakota,SD
46137,Ziebach County,South Dakota,SD
47001,Anderson County,Tennessee,TN
47003,Bedford County,Tennessee,TN
47005,Benton County,Tennessee,TN
47007,Bledsoe County,Tennessee,TN
47009,Blount County,Tennessee,TN
47011,Bradley County,Tennessee,TN
47013,Campbell County,Tennessee,TN
47015,Cannon County,Tennessee,TN
47017,Carroll County,Tennessee,TN
47019,Carter County,Tennessee,TN
47021,Cheatham County,Tennessee,TN
47023,Chester County,Tennessee,TN
47025,Claiborne County,Tennessee,TN
47027,Clay County,Tennessee,TN
47029,Cocke County,Tennessee,TN
47031,Coffee County,Tennessee,TN
47033,Crockett County,Tennessee,TN
47035,Cumberland County,Tennessee,TN
47037,Davidson County,Tennessee,TN
47039,Decatur County,Tennessee,TN
47041,DeKalb County,Tennessee,TN
47043,Dickson County,Tennessee,TN
47045,Dyer County,Tennessee,TN
47047,Fayette County,Tennessee,TN
47049,Fentress County,Tennessee,TN
47051,Franklin County,Tennessee,TN
47053,Gibson County,Tennessee,TN
47055,Giles County,Tennessee,TN
47057,Grainger County,Tennessee,TN
47059,Greene County,Tennessee,TN
47061,Grundy County,Tennessee,TN
47063,Hamblen County,Tennessee,TN
47065,Hamilton County,Tennessee,TN
47067,Hancock County,Tennessee,TN
47069,Hardeman County,Tennessee,TN
47071,Hardin County,Tennessee,TN
47073,Hawkins County,Tennessee,TN
47075,Haywood County,Tennessee,TN
47077,Henderson County,Tennessee,TN
47079,Henry County,Tennessee,TN
47081,Hickman County,Tennessee,TN
47083,Houston County,Tennessee,TN
47085,Humphreys County,Tennessee,TN
47087,Jackson County,Tennessee,TN
47089,Jefferson County,Tennessee,TN
47091,Johnson County,Tennessee,TN
47093,Knox County,Tennessee,TN
47095,Lake County,Tennessee,TN
47097,Lauderdale County,Tennessee,TN
47099,Lawrence County,Tennessee,TN
47101,Lewis County,Tennessee,TN
47103,Lincoln County,Tennessee,TN
47105,Loudon County,Tennessee,TN
47107,McMinn County,Tennessee,TN
47109,McNairy County,Tennessee,TN
47111,Macon County,Tennessee,TN
47113,Madison County,Tennessee,TN
47115,Marion County,Tennessee,TN
47117,Marshall County,Tennessee,TN
47119,Maury County,Tennessee,TN
47121,Meigs County,Tennessee,TN
47123,Monroe County,Tennessee,TN
47125,Montgomery County,Tennessee,TN
47127,Moore County,Tennessee,TN
47129,Morgan County,Tennessee,TN
47131,Obion County,Tennessee,TN
47133,Overton County,Tennessee,TN
47135,Perry County,Tennessee,TN
47137,Pickett County,Tennessee,TN
47139,Polk County,Tennessee,TN
47141,Putnam County,Tennessee,TN
47143,Rhea County,Tennessee,TN
47145,Roane County,Tennessee,TN
47147,Robertson County,Tennessee,TN
47149,Rutherford County,Tennessee,TN
47151,Scott County,Tennessee,TN
47153,Sequatchie County,Tennessee,TN
47155,Sevier County,Tennessee,TN
47157,Shelby County,Tennessee,TN
47159,Smith County,Tennessee,TN
47161,Stewart County,Tennessee,TN
47163,Sullivan County,Tennessee,TN
47165,Sumner County,Tennessee,TN
47167,Tipton County,Tennessee,TN
47169,Trousdale County,Tennessee,TN
47171,Unicoi County,Tennessee,TN
47173,Union County,Tennessee,TN
47175,Van Buren County,Tennessee,TN
47177,Warren County,Tennessee,TN
47179,Washington County,Tennessee,TN
47181,Wayne County,Tennessee,TN
47183,Weakley County,Tennessee,TN
47185,White County,Tennessee,TN
47187,Williamson County,Tennessee,TN
47189,Wilson County,Tennessee,TN
48001,Anderson County,Texas,TX
48003,Andrews County,Texas,TX
48005,Angelina County,Texas,TX
48007,Aransas County,Texas,TX
48009,Archer County,Texas,TX
48011,Armstrong County,Texas,TX
48013,Atascosa County,Texas,TX
48015,Austin County,Texas,TX
48017,Bailey County,Texas,TX
48019,Bandera County,Texas,TX
48021,Bastrop County,Texas,TX
48023,Baylor County,Texas,TX
48025,Bee County,Texas,TX
48027,Bell County,Texas,TX
48029,Bexar County,Texas,TX
48031,Blanco County,Texas,TX
48033,Borden County,Texas,TX
48035,Bosque County,Texas,TX
48037,Bowie County,Texas,TX
48039,Brazoria County,Texas,TX
48041,Brazos County,Texas,TX
48043,Brewster County,Texas,TX
48045,Briscoe County,Texas,TX
48047,Brooks County,Texas,TX
48049,Brown County,Texas,TX
48051,Burleson County,Texas,TX
48053,Burnet County,Texas,TX
48055,Caldwell County,Texas,TX
48057,Calhoun County,Texas,TX
48059,Callahan County,Texas,TX
48061,Cameron County,Texas,TX
48063,Camp County,Texas,TX
48065,Carson County,Texas,TX
48067,Cass County,Texas,TX
48069,Castro County,Texas,TX
48071,Chambers County,Texas,TX
48073,Cherokee County,Texas,TX
48075,Childress County,Texas,TX
48077,Clay County,Texas,TX
48079,Cochran County,Texas,TX
48081,Coke County,Texas,TX
48083,Coleman County,Texas,TX
48085,Collin County,Texas,TX
48087,Collingsworth County,Texas,TX
48089,Colorado County,Texas,TX
48091,Comal County,Texas,TX
48093,Comanche County,Texas,TX
48095,Concho County,Texas,TX
48097,Cooke County,Texas,TX
48099,Coryell County,Texas,TX
48101,Cottle County,Texas,TX
48103,Crane County,Texas,TX
48105,Crockett County,Texas,TX
48107,Crosby County,Texas,TX
48109,Culberson County,Texas,TX
48111,Dallam County,Texas,TX
48113,Dallas County,Texas,TX
48115,Dawson County,Texas,TX
48117,Deaf Smith County,Texas,TX
48119,Delta County,Texas,TX
48121,Denton County,Texas,TX
48123,DeWitt County,Texas,TX
48125,Dickens County,Texas,TX
48127,Dimmit County,Texas,TX
48129,Donley County,Texas,TX
48131,Duval County,Texas,TX
48133,Eastland County,Texas,TX
48135,Ector County,Texas,TX
48137,Edwards County,Texas,TX
48139,Ellis County,Texas,TX
48141,El Paso County,Texas,TX
48143,Erath County,Texas,TX
48145,Falls County,Texas,TX
48147,Fannin County,Texas,TX
48149,Fayette County,Texas,TX
48151,Fisher County,Texas,TX
48153,Floyd County,Texas,TX
48155,Foard County,Texas,TX
48157,Fort Bend County,Texas,TX
48159,Franklin County,Texas,TX
48161,Freestone County,Texas,TX
48163,Frio County,Texas,TX
48165,Gaines County,Texas,TX
48167,Galveston County,Texas,TX
48169,Garza County,Texas,TX
48171,Gillespie County,Texas,TX
48173,Glasscock County,Texas,TX
48175,Goliad County,Texas,TX
48177,Gonzales County,Texas,TX
48179,Gray County,Texas,TX
48181,Grayson County,Texas,TX
48183,Gregg County,Texas,TX
48185,Grimes County,Texas,TX
48187,Guadalupe County,Texas,TX
48189,Hale County,Texas,TX
48191,Hall County,Texas,TX
48193,Hamilton County,Texas,TX
48195,Hansford County,Texas,TX
48197,Hardeman County,Texas,TX
48199,Hardin County,Texas,TX
48201,Harris County,Texas,TX
48203,Harrison County,Texas,TX
48205,Hartley County,Texas,TX
48207,Haskell County,Texas,TX
48209,Hays County,Texas,TX
48211,Hemphill County,Texas,TX
48213,Henderson County,Texas,TX
48215,Hidalgo County,Texas,TX
48217,Hill County,Texas,TX
48219,Hockley County,Texas,TX
48221,Hood County,Texas,TX
48223,Hopkins County,Texas,TX
48225,Houston County,Texas,TX
48227,Howard County,Texas,TX
48229,Hudspeth County,Texas,TX
48231,Hunt County,Texas,TX
48233,Hutchinson County,Texas,TX
48235,Irion County,Texas,TX
48237,Jack County,Texas,TX
48239,Jackson County,Texas,TX
48241,Jasper County,Texas,TX
48243,Jeff Davis County,Texas,TX
48245,Jefferson County,Texas,TX
48247,Jim Hogg County,Texas,TX
48249,Jim Wells County,Texas,TX
48251,Johnson County,Texas,TX
48253,Jones County,Texas,TX
48255,Karnes County,Texas,TX
48257,Kaufman County,Texas,TX
48259,Kendall County,Texas,TX
48261,Kenedy County,Texas,TX
48263,Kent County,Texas,TX
48265,Kerr County,Texas,TX
48267,Kimble County,Texas,TX
48269,King County,Texas,TX
48271,Kinney County,Texas,TX
48273,Kleberg County,Texas,TX
48275,Knox County,Texas,TX
48277,Lamar County,Texas,TX
48279,Lamb County,Texas,TX
48281,Lampasas County,Texas,TX
48283,La Salle County,Texas,TX
48285,Lavaca County,Texas,TX
48287,Lee County,Texas,TX
48289,Leon County,Texas,TX
48291,Liberty County,Texas,TX
48293,Limestone County,Texas,TX
48295,Lipscomb County,Texas,TX
48297,Live Oak County,Texas,TX
48299,Llano County,Texas,TX
48301,Loving County,Texas,TX
48303,Lubbock County,Texas,TX
48305,Lynn County,Texas,TX
48307,McCulloch County,Texas,TX
48309,McLennan County,Texas,TX
48311,McMullen County,Texas,TX
48313,Madison County,Texas,TX
48315,Marion County,Texas,TX
48317,Martin County,Texas,TX
48319,Mason County,Texas,TX
48321,Matagorda County,Texas,TX
48323,Maverick County,Texas,TX
48325,Medina County,Texas,TX
48327,Menard County,Texas,TX
48329,Midland County,Texas,TX
48331,Milam County,Texas,TX
48333,Mills County,Texas,TX
48335,Mitchell County,Texas,TX
48337,Montague County,Texas,TX
48339,Montgomery County,Texas,TX
48341,Moore County,Texas,TX
48343,Morris County,Texas,TX
48345,Motley County,Texas,TX
48347,Nacogdoches County,Texas,TX
48349,Navarro County,Texas,TX
48351,Newton County,Texas,TX
48353,Nolan County,Texas,TX
48355,Nueces County,Texas,TX
48357,Ochiltree County,Texas,TX
48359,Oldham County,Texas,TX
48361,Orange County,Texas,TX
48363,Palo Pinto County,Texas,TX
48365,Panola County,Texas,TX
48367,Parker County,Texas,TX
48369,Parmer County,Texas,TX
48371,Pecos County,Texas,TX
48373,Polk County,Texas,TX
48375,Potter County,Texas,TX
48377,Presidio County,Texas,TX
48379,Rains County,Texas,TX
48381,Randall County,Texas,TX
48383,Reagan County,Texas,TX
48385,Real County,Texas,TX
48387,Red River County,Texas,TX
48389,Reeves County,Texas,TX
48391,Refugio County,Texas,TX
48393,Roberts County,Texas,TX
48395,Robertson County,Texas,TX
48397,Rockwall County,Texas,TX
48399,Runnels County,Texas,TX
48401,Rusk County,Texas,TX
48403,Sabine County,Texas,TX
48405,San Augustine County,Texas,TX
48407,San Jacinto County,Texas,TX
48409,San Patricio County,Texas,TX
48411,San Saba County,Texas,TX
48413,Schleicher County,Texas,TX
48415,Scurry County,Texas,TX
48417,Shackelford County,Texas,TX
48419,Shelby County,Texas,TX
48421,Sherman County,Texas,TX
48423,Smith County,Texas,TX
48425,Somervell County,Texas,TX
48427,Starr County,Texas,TX
48429,Stephens County,Texas,TX
48431,Sterling County,Texas,TX
48433,Stonewall County,Texas,TX
48435,Sutton County,Texas,TX
48437,Swisher County,Texas,TX
48439,Tarrant County,Texas,TX
48441,Taylor County,Texas,TX
48443,Terrell County,Texas,TX
48445,Terry County,Texas,TX
48447,Throckmorton County,Texas,TX
48449,Titus County,Texas,TX
48451,Tom Green County,Texas,TX
48453,Travis County,Texas,TX
48455,Trinity County,Texas,TX
48457,Tyler County,Texas,TX
48459,Upshur County,Texas,TX
48461,Upton County,Texas,TX
48463,Uvalde County,Texas,TX
48465,Val Verde County,Texas,TX
48467,Van Zandt County,Texas,TX
48469,Victoria County,Texas,TX
48471,Walker County,Texas,TX
48473,Waller County,Texas,TX
48475,Ward County,Texas,TX
48477,Washington County,Texas,TX
48479,Webb County,Texas,TX
48481,Wharton County,Texas,TX
48483,Wheeler County,Texas,TX
48485,Wichita County,Texas,TX
48487,Wilbarger County,Texas,TX
48489,Willacy County,Texas,TX
48491,Williamson County,Texas,TX
48493,Wilson County,Texas,TX
48495,Winkler County,Texas,TX
48497,Wise County,Texas,TX
48499,Wood County,Texas,TX
48501,Yoakum County,Texas,TX
48503,Young County,Texas,TX
48505,Zapata County,Texas,TX
48507,Zavala County,Texas,TX
49001,Beaver County,Utah,UT
49003,Box Elder County,Utah,UT
49005,Cache County,Utah,UT
49007,Carbon County,Utah,UT
49009,Daggett County,Utah,UT
49011,Davis County,Utah,UT
49013,Duchesne County,Utah,UT
49015,Emery County,Utah,UT
49017,Garfield County,Utah,UT
49019,Grand County,Utah,UT
49021,Iron County,Utah,UT
49023,Juab County,Utah,UT
49025,Kane County,Utah,UT
49027,Millard County,Utah,UT
49029,Morgan County,Utah,UT
49031,Piute County,Utah,UT
49033,Rich County,Utah,UT
49035,Salt Lake County,Utah,UT
49037,San Juan County,Utah,UT
49039,Sanpete County,Utah,UT
49041,Sevier County,Utah,UT
49043,Summit County,Utah,UT
49045,Tooele County,Utah,UT
49047,Uintah County,Utah,UT
49049,Utah County,Utah,UT
49051,Wasatch County,Utah,UT
49053,Washington County,Utah,UT
49055,Wayne County,Utah,UT
49057,Weber County,Utah,UT
50001,Addison County,Vermont,VT
50003,Bennington County,Vermont,VT
50005,Caledonia County,Vermont,VT
50007,Chittenden County,Vermont,VT
50009,Essex County,Vermont,VT
50011,Franklin County,Vermont,VT
50013,Grand Isle County,Vermont,VT
50015,Lamoille County,Vermont,VT
50017,Orange County,Vermont,VT
50019,Orleans County,Vermont,VT
50021,Rutland County,Vermont,VT
50023,Washington County,Vermont,VT
50025,Windham County,Vermont,VT
50027,Windsor County,Vermont,VT
51001,Accomack County,Virginia,VA
51003,Albemarle County,Virginia,VA
51005,Alleghany County,Virginia,VA
51007,Amelia County,Virginia,VA
51009,Amherst County,Virginia,VA
51011,Appomattox County,Virginia,VA
51013,Arlington County,Virginia,VA
51015,Augusta County,Virginia,VA
51017,Bath County,Virginia,VA
51019,Bedford County,Virginia,VA
51021,Bland County,Virginia,VA
51023,Botetourt County,Virginia,VA
51025,Brunswick County,Virginia,VA
51027,Buchanan County,Virginia,VA
51029,Buckingham County,Virginia,VA
51031,Campbell County,Virginia,VA
51033,Caroline County,Virginia,VA
51035,Carroll County,Virginia,VA
51036,Charles City County,Virginia,VA
51037,Charlotte County,Virginia,VA
51041,Chesterfield County,Virginia,VA
51043,Clarke County,Virginia,VA
51045,Craig County,Virginia,VA
51047,Culpeper County,Virginia,VA
51049,Cumberland County,Virginia,VA
51051,Dickenson County,Virginia,VA
51053,Dinwiddie County,Virginia,VA
51057,Essex County,Virginia,VA
51059,Fairfax County,Virginia,VA
51061,Fauquier County,Virginia,VA
51063,Floyd County,Virginia,VA
51065,Fluvanna County,Virginia,VA
51067,Franklin County,Virginia,VA
51069,Frederick County,Virginia,VA
51071,Giles County,Virginia,VA
51073,Gloucester County,Virginia,VA
51075,Goochland County,Virginia,VA
51077,Grayson County,Virginia,VA
51079,Greene County,Virginia,VA
51081,Greensville County,Virginia,VA
51083,Halifax County,Virginia,VA
51085,Hanover County,Virginia,VA
51087,Henrico County,Virginia,VA
51089,Henry County,Virginia,VA
51091,Highland County,Virginia,VA
51093,Isle of Wight County,Virginia,VA
51095,James City County,Virginia,VA
51097,King and Queen County,Virginia,VA
51099,King George County,Virginia,VA
51101,King William County,Virginia,VA
51103,Lancaster County,Virginia,VA
51105,Lee County,Virginia,VA
51107,Loudoun County,Virginia,VA
51109,Louisa County,Virginia,VA
51111,Lunenburg County,Virginia,VA
51113,Madison County,Virginia,VA
51115,Mathews County,Virginia,VA
51117,Mecklenburg County,Virginia,VA
51119,Middlesex County,Virginia,VA
51121,Montgomery County,Virginia,VA
51125,Nelson County,Virginia,VA
51127,New Kent County,Virginia,VA
51131,Northampton County,Virginia,VA
51133,Northumberland County,Virginia,VA
51135,Nottoway County,Virginia,VA
51137,Orange County,Virginia,VA
51139,Page County,Virginia,VA
51141,Patrick County,Virginia,VA
51143,Pittsylvania County,Virginia,VA
51145,Powhatan County,Virginia,VA
51147,Prince Edward County,Virginia,VA
51149,Prince George County,Virginia,VA
51153,Prince William County,Virginia,VA
51155,Pulaski County,Virginia,VA
51157,Rappahannock County,Virginia,VA
51159,Richmond County,Virginia,VA
51161,Roanoke County,Virginia,VA
51163,Rockbridge County,Virginia,VA
51165,Rockingham County,Virginia,VA
51167,Russell County,Virginia,VA
51169,Scott County,Virginia,VA
51171,Shenandoah County,Virginia,VA
51173,Smyth County,Virginia,VA
51175,Southampton County,Virginia,VA
51177,Spotsylvania County,Virginia,VA
51179,Stafford County,Virginia,VA
51181,Surry County,Virginia,VA
51183,Sussex County,Virginia,VA
51185,Tazewell County,Virginia,VA
51187,Warren County,Virginia,VA
51191,Washington County,Virginia,VA
51193,Westmoreland County,Virginia,VA
51195,Wise County,Virginia,VA
51197,Wythe County,Virginia,VA
51199,York County,Virginia,VA
51510,Alexandria city,Virginia,VA
51515,Bedford city,Virginia,VA
51520,Bristol city,Virginia,VA
51530,Buena Vista city,Virginia,VA
51540,Charlottesville city,Virginia,VA
51550,Chesapeake city,Virginia,VA
51570,Colonial Heights city,Virginia,VA
51580,Covington city,Virginia,VA
51590,Danville city,Virginia,VA
51595,Emporia city,Virginia,VA
51600,Fairfax city,Virginia,VA
51610,Falls Church city,Virginia,VA
51620,Franklin city,Virginia,VA
51630,Fredericksburg city,Virginia,VA
51640,Galax city,Virginia,VA
51650,Hampton city,Virginia,VA
51660,Harrisonburg city,Virginia,VA
51670,Hopewell city,Virginia,VA
51678,Lexington city,Virginia,VA
51680,Lynchburg city,Virginia,VA
51683,Manassas city,Virginia,VA
51685,Manassas Park city,Virginia,VA
51690,Martinsville city,Virginia,VA
51700,Newport News city,Virginia,VA
51710,Norfolk city,Virginia,VA
51720,Norton city,Virginia,VA
51730,Petersburg city,Virginia,VA
51735,Poquoson city,Virginia,VA
51740,Portsmouth city,Virginia,VA
51750,Radford city,Virginia,VA
51760,Richmond city,Virginia,VA
51770,Roanoke city,Virginia,VA
51775,Salem city,Virginia,VA
51790,Staunton city,Virginia,VA
51800,Suffolk city,Virginia,VA
51810,Virginia Beach city,Virginia,VA
51820,Waynesboro city,Virginia,VA
51830,Williamsburg city,Virginia,VA
51840,Winchester city,Virginia,VA
53001,Adams County,Washington,WA
53003,Asotin County,Washington,WA
53005,Benton County,Washington,WA
53007,Chelan County,Washington,WA
53009,Clallam County,Washington,WA
53011,Clark County,Washington,WA
53013,Columbia County,Washington,WA
53015,Cowlitz County,Washington,WA
53017,Douglas County,Washington,WA
53019,Ferry County,Washington,WA
53021,Franklin County,Washington,WA
53023,Garfield County,Washington,WA
53025,Grant County,Washington,WA
53027,Grays Harbor County,Washington,WA
53029,Island County,Washington,WA
53031,Jefferson County,Washington,WA
53033,King County,Washington,WA
53035,Kitsap County,Washington,WA
53037,Kittitas County,Washington,WA
53039,Klickitat County,Washington,WA
53041,Lewis County,Washington,WA
53043,Lincoln County,Washington,WA
53045,Mason County,Washington,WA
53047,Okanogan County,Washington,WA
53049,Pacific County,Washington,WA
53051,Pend Oreille County,Washington,WA
53053,Pierce County,Washington,WA
53055,San Juan County,Washington,WA
53057,Skagit County,Washington,WA
53059,Skamania County,Washington,WA
53061,Snohomish County,Washington,WA
53063,Spokane County,Washington,WA
53065,Stevens County,Washington,WA
53067,Thurston County,Washington,WA
53069,Wahkiakum County,Washington,WA
53071,Walla Walla County,Washington,WA
53073,Whatcom County,Washington,WA
53075,Whitman County,Washington,WA
53077,Yakima County,Washington,WA
54001,Barbour County,West Virginia,WV
54003,Berkeley County,West Virginia,WV
54005,Boone County,West Virginia,WV
54007,Braxton County,West Virginia,WV
54009,Brooke County,West Virginia,WV
54011,Cabell County,West Virginia,WV
54013,Calhoun County,West Virginia,WV
54015,Clay County,West Virginia,WV
54017,Doddridge County,West Virginia,WV
54019,Fayette County,West Virginia,WV
54021,Gilmer County,West Virginia,WV
54023,Grant County,West Virginia,WV
54025,Greenbrier County,West Virginia,WV
54027,Hampshire County,West Virginia,WV
54029,Hancock County,West Virginia,WV
54031,Hardy County,West Virginia,WV
54033,Harrison County,West Virginia,WV
54035,Jackson County,West Virginia,WV
54037,Jefferson County,West Virginia,WV
54039,Kanawha County,West Virginia,WV
54041,Lewis County,West Virginia,WV
54043,Lincoln County,West Virginia,WV
54045,Logan County,West Virginia,WV
54047,McDowell County,West Virginia,WV
54049,Marion County,West Virginia,WV
54051,Marshall County,West Virginia,WV
54053,Mason County,West Virginia,WV
54055,Mercer County,West Virginia,WV
54057,Mineral County,West Virginia,WV
54059,Mingo County,West Virginia,WV
54061,Monongalia County,West Virginia,WV
54063,Monroe County,West Virginia,WV
54065,Morgan County,West Virginia,WV
54067,Nicholas County,West Virginia,WV
54069,Ohio County,West Virginia,WV
54071,Pendleton County,West Virginia,WV
54073,Pleasants County,West Virginia,WV
54075,Pocahontas County,West Virginia,WV
54077,Preston County,West Virginia,WV
54079,Putnam County,West Virginia,WV
54081,Raleigh County,West Virginia,WV
54083,Randolph County,West Virginia,WV
54085,Ritchie County,West Virginia,WV
54087,Roane County,West Virginia,WV
54089,Summers County,West Virginia,WV
54091,Taylor County,West Virginia,WV
54093,Tucker County,West Virginia,WV
54095,Tyler County,West Virginia,WV
54097,Upshur County,West Virginia,WV
54099,Wayne County,West Virginia,WV
54101,Webster County,West Virginia,WV
54103,Wetzel County,West Virginia,WV
54105,Wirt County,West Virginia,WV
54107,Wood County,West Virginia,WV
54109,Wyoming County,West Virginia,WV
55001,Adams County,Wisconsin,WI
55003,Ashland County,Wisconsin,WI
55005,Barron County,Wisconsin,WI
55007,Bayfield County,Wisconsin,WI
55009,Brown County,Wisconsin,WI
55011,Buffalo County,Wisconsin,WI
55013,Burnett County,Wisconsin,WI
55015,Calumet County,Wisconsin,WI
55017,Chippewa County,Wisconsin,WI
55019,Clark County,Wisconsin,WI
55021,Columbia County,Wisconsin,WI
55023,Crawford County,Wisconsin,WI
55025,Dane County,Wisconsin,WI
55027,Dodge County,Wisconsin,WI
55029,Door County,Wisconsin,WI
55031,Douglas County,Wisconsin,WI
55033,Dunn County,Wisconsin,WI
55035,Eau Claire County,Wisconsin,WI
55037,Florence County,Wisconsin,WI
55039,Fond du Lac County,Wisconsin,WI
55041,Forest County,Wisconsin,WI
55043,Grant County,Wisconsin,WI
55045,Green County,Wisconsin,WI
55047,Green Lake County,Wisconsin,WI
55049,Iowa County,Wisconsin,WI
55051,Iron County,Wisconsin,WI
55053,Jackson County,Wisconsin,WI
55055,Jefferson County,Wisconsin,WI
55057,Juneau County,Wisconsin,WI
55059,Kenosha County,Wisconsin,WI
55061,Kewaunee County,Wisconsin,WI
55063,La Crosse County,Wisconsin,WI
55065,Lafayette County,Wisconsin,WI
55067,Langlade County,Wisconsin,WI
55069,Lincoln County,Wisconsin,WI
55071,Manitowoc County,Wisconsin,WI
55073,Marathon County,Wisconsin,WI
55075,Marinette County,Wisconsin,WI
55077,Marquette County,Wisconsin,WI
55078,Menominee County,Wisconsin,WI
55079,Milwaukee County,Wisconsin,WI
55081,Monroe County,Wisconsin,WI
55083,Oconto County,Wisconsin,WI
55085,Oneida County,Wisconsin,WI
55087,Outagamie County,Wisconsin,WI
55089,Ozaukee County,Wisconsin,WI
55091,Pepin County,Wisconsin,WI
55093,Pierce County,Wisconsin,WI
55095,Polk County,Wisconsin,WI
55097,Portage County,Wisconsin,WI
55099,Price County,Wisconsin,WI
55101,Racine County,Wisconsin,WI
55103,Richland County,Wisconsin,WI
55105,Rock County,Wisconsin,WI
55107,Rusk County,Wisconsin,WI
55109,St. Croix County,Wisconsin,WI
55111,Sauk County,Wisconsin,WI
55113,Sawyer County,Wisconsin,WI
55115,Shawano County,Wisconsin,WI
55117,Sheboygan County,Wisconsin,WI
55119,Taylor County,Wisconsin,WI
55121,Trempealeau County,Wisconsin,WI
55123,Vernon County,Wisconsin,WI
55125,Vilas County,Wisconsin,WI
55127,Walworth County,Wisconsin,WI
55129,Washburn County,Wisconsin,WI
55131,Washington County,Wisconsin,WI
55133,Waukesha County,Wisconsin,WI
55135,Waupaca County,Wisconsin,WI
55137,Waushara County,Wisconsin,WI
55139,Winnebago County,Wisconsin,WI
55141,Wood County,Wisconsin,WI
56001,Albany County,Wyoming,WY
56003,Big Horn County,Wyoming,WY
56005,Campbell County,Wyoming,WY
56007,Carbon County,Wyoming,WY
56009,Converse County,Wyoming,WY
56011,Crook County,Wyoming,WY
56013,Fremont County,Wyoming,WY
56015,Goshen County,Wyoming,WY
56017,Hot Springs County,Wyoming,WY
56019,Johnson County,Wyoming,WY
56021,Laramie County,Wyoming,WY
56023,Lincoln County,Wyoming,WY
56025,Natrona County,Wyoming,WY
56027,Niobrara County,Wyoming,WY
56029,Park County,Wyoming,WY
56031,Platte County,Wyoming,WY
56033,Sheridan County,Wyoming,WY
56035,Sublette County,Wyoming,WY
56037,Sweetwater County,Wyoming,WY
56039,Teton County,Wyoming,WY
56041,Uinta County,Wyoming,WY
56043,Washakie County,Wyoming,WY
56045,Weston County,Wyoming,WY
