id,name,macroarea,latitude,longitude,iso639p3code,countries,is_isolate,family_id
luma1238,Luma,Eurasia,21.17283,102.72419,NA,LA,FALSE,sino1245
kyer1238,Kyerung,Eurasia,28.2922,85.4257,kgy,CN;NP,FALSE,sino1245
nubr1241,Gyalsumdo-Nubri,Eurasia,28.5092,84.7772,kte,CN;NP,FALSE,sino1245
hela1238,Lamjung-Melamchi Yolmo,Eurasia,27.9212,85.6289,scp,NP,FALSE,sino1245
kaga1252,Kagate,Eurasia,27.4492,86.1675,syw,NP,FALSE,sino1245
naab1241,Naaba,Eurasia,27.6926,87.3409,nao,NP,FALSE,sino1245
sher1255,Solu-Khumbu Sherpa,Eurasia,27.674,86.9994,xsr,CN;IN;NP,FALSE,sino1245
pait1247,Pai Tavytera,South America,-23.15945,-56.11758,pta,BR;PY,FALSE,tupi1275
kaiw1246,Kaiwá,South America,-24.589,-54.6815,kgk,AR;BR;PY,FALSE,tupi1275
amun1246,Amundava,South America,-9.04023,-62.3064,adw,BR,FALSE,tupi1275
urue1240,Uru-Eu-Wau-Wau,South America,-10.9176,-63.8086,urz,BR,FALSE,tupi1275
faiw1243,Faiwol,Papunesia,-5.4967,141.656,fai,ID;PG,FALSE,nucl1709
seta1246,Setaman,Papunesia,-5.31134,141.833,stm,PG,FALSE,nucl1709
sout2795,Southern Nuni,Africa,11.5186,-2.14385,nnw,BF;GH,FALSE,atla1278
nort2784,Northern Nuni,Africa,12.131,-2.98206,nuv,BF,FALSE,atla1278
lukp1238,Lukpa,Africa,9.51949,1.66954,dop,BJ;TG,FALSE,atla1278
kabi1261,Kabiyé,Africa,8.96816,0.495023,kbp,BJ;GH;TG,FALSE,atla1278
lama1275,Lama (Togo),Africa,8.66954,0.833293,las,BJ;GH;TG,FALSE,atla1278
temm1241,Tem,Africa,8.967,1.136,kdh,BJ;GH;TG,FALSE,atla1278
tula1252,Tula,Africa,9.84629,11.52551,tul,NG,FALSE,atla1278
dadi1249,Dadiya,Africa,9.62705,11.3587,dbd,NG,FALSE,atla1278
bang1348,Bangwinji,Africa,9.57157,11.2022,bsj,NG,FALSE,atla1278
kamo1254,Kamo,Africa,10.0602,11.2712,kcq,NG,FALSE,atla1278
awak1250,Awak,Africa,9.8633400000000009,11.3291,awo,NG,FALSE,atla1278
bial1238,Biali,Africa,11.0382,1.08259,beh,BF;BJ;TG,FALSE,atla1278
womn1235,Wom (Nigeria),Africa,8.92708,12.4533,wom,NG,FALSE,atla1278
nyon1241,Nyong,Africa,7.274185,11.061485,muo,CM;NG,FALSE,atla1278
mban1263,Mbandja,Africa,3.98003,19.4455,zmz,CD;CF;CG,FALSE,atla1278
west2458,West Central Banda,Africa,6.81435,24.1012,bbp,CF;SS,FALSE,atla1278
lang1318,Langbashe,Africa,4.87523,20.109,lna,CD;CF,FALSE,atla1278
sout2787,South Central Banda,Africa,2.94113,21.051,lnl,CD;CF,FALSE,atla1278
band1345,Banda-Ndélé,Africa,8.03339,23.9021,bfl,CF;SS,FALSE,atla1278
togb1241,Togbo-Vara Banda,Africa,6.35815,22.7362,tor,CD;CF;SS,FALSE,atla1278
mono1270,Mono (Democratic Republic of Congo),Africa,4.57915,19.8264,mnh,CD;CF,FALSE,atla1278
band1342,Banda-Mbrès,Africa,7.32924,23.0108,bqk,CF;SS,FALSE,atla1278
ganz1247,Ganzi,Africa,6.544,19.347,gnz,CF,FALSE,atla1278
baka1272,Baka (Cameroon),Africa,2.16013,13.7804,bkc,CF;CG;CM;GA,FALSE,atla1278
gili1241,Gilima,Africa,4.5585,19.0091,gix,CD;CF,FALSE,atla1278
ngba1284,Ngbaka Ma'bo,Africa,4,18.12,nbm,CD;CF;CG,FALSE,atla1278
monz1249,Monzombo,Africa,3.19008,18.5129,moj,CD;CF;CG,FALSE,atla1278
baii1251,Bai,Africa,7.57221,26.48246,bdj,SS,FALSE,atla1278
bela1255,Belanda Viri,Africa,7.41311,27.6956,bvi,SS,FALSE,atla1278
sere1264,Sere,Africa,4.71127,27.4688,swf,CD;CF,FALSE,atla1278
tagb1255,Tagbu,Africa,7.76,27.71,tbm,SS,FALSE,atla1278
anyi1244,Anyin Morofo,Africa,6.1627,-4.64232,mtb,CI,FALSE,atla1278
anyi1245,Anyin,Africa,6.31781,-3.30532,any,CI;GH,FALSE,atla1278
nzim1238,Nzima,Africa,5.1785,-2.81123,nzi,CI;GH,FALSE,atla1278
jwir1241,Jwira-Pepesa,Africa,5.10752,-2.10891,jwi,GH,FALSE,atla1278
nawu1242,Nawuri,Africa,8.45116,0.04947,naw,GH,FALSE,atla1278
kpla1238,Kplang,Africa,8.06653,-0.80295,kph,GH,FALSE,atla1278
krac1238,Krache,Africa,7.93475,0.01925,kye,GH,FALSE,atla1278
cher1271,Cherepon,Africa,6.05387,-0.10955,cpn,GH,FALSE,atla1278
guaa1238,Gua,Africa,6.52106,0.16932,gwx,GH,FALSE,atla1278
uluk1257,Ulukwumi,Africa,6.4974,6.59202,ulb,NG,FALSE,atla1278
east2403,Eastern Acipa,Africa,10.7104,6.0105,acp,NG,FALSE,atla1278
sham1278,Shama-Sambuga,Africa,10.4369,6.20275,sqa,NG,FALSE,atla1278
rish1234,Rishiwa,Africa,10.169,8.3,rsw,NG,FALSE,atla1278
suru1258,Vori,Africa,10.2254,8.27136,sde,NG,FALSE,atla1278
shau1238,Shau,Africa,10.275,9.06674,sqh,NG,FALSE,atla1278
gyem1238,Gyem,Africa,10.4109,9.23923,gye,NG,FALSE,atla1278
igut1238,Iguta,Africa,9.98505,8.81708,nar,NG,FALSE,atla1278
tunz1235,Tunzu,Africa,9.115793,10.029445,dza,NG,FALSE,atla1278
janj1240,Janji,Africa,10.1197,8.63029,jni,NG,FALSE,atla1278
gamo1241,Gamo-Ningi,Africa,10.9346,9.24843,bte,NG,FALSE,atla1278
kudu1241,Kudu-Camo,Africa,11.0819,9.07725,kov,NG,FALSE,atla1278
ibib1240,Ibibio,Africa,5.15279,7.86688,ibb,NG,FALSE,atla1278
efik1245,Efik,Africa,4.89379,8.38121,efi,CM;NG,FALSE,atla1278
itum1245,Itu Mbon Uzo,Africa,5.52679,7.80378,itm,NG,FALSE,atla1278
ibuo1242,Ibuoro,Africa,5.49672,7.93108,ibr,NG,FALSE,atla1278
leny1238,Lenyima,Africa,6.00131,8.28951,ldg,NG,FALSE,atla1278
leyi1238,Leyigha,Africa,5.98832,8.20861,ayi,NG,FALSE,atla1278
somy1238,Somyev,Africa,6.90525,11.4826,kgt,CM;NG,FALSE,atla1278
tepp1235,Tep,Africa,6.675724,11.117363,NA,NG,FALSE,atla1278
bafa1249,Bafanji,Africa,5.84612,10.4518,bfj,CM,FALSE,atla1278
bang1356,Bangolan,Africa,6.0125,10.667,bgj,CM,FALSE,atla1278
mung1266,Mungaka,Africa,5.89752,10.0294,mhk,CM,FALSE,atla1278
baba1264,Baba,Africa,6.11222,10.5216,bbw,CM,FALSE,atla1278
bamb1265,Bambalang,Africa,5.861,10.544,bmo,CM,FALSE,atla1278
bamu1253,Bamun,Africa,5.49017,10.8477,bax,CM,FALSE,atla1278
awin1248,Awing,Africa,5.88362,10.264,azo,CM,FALSE,atla1278
beba1238,Beba,Africa,6.32256,9.73577,bfp,CM,FALSE,atla1278
piny1238,Pinyin,Africa,5.7991,10.0682,pny,CM,FALSE,atla1278
kwaj1242,Kwaja-Ndaktup,Africa,6.650434,11.06,kdz,CM;NG,FALSE,atla1278
kens1251,Kenswei Nsei,Africa,6.01713,10.412,ndb,CM,FALSE,atla1278
veng1238,Vengo,Africa,6.11403,10.4137,bav,CM,FALSE,atla1278
kung1260,Kung,Africa,6.53881,10.2073,kfl,CM,FALSE,atla1278
baba1266,Babanki,Africa,5.97863,10.2869,bbk,CM,FALSE,atla1278
laim1240,Laimbue,Africa,6.28158,10.1427,lmx,CM,FALSE,atla1278
kukk1239,Kuk,Africa,6.43762,10.1841,kfn,CM,FALSE,atla1278
mash1269,Mashi (Nigeria),Africa,6.91719,10.2778,jms,NG,FALSE,atla1278
naki1238,Naki,Africa,6.62784,10.2378,mff,CM,FALSE,atla1278
ncan1245,Ncane-Mungong,Africa,6.50696,10.5312,ncr,CM,FALSE,atla1278
efut1242,Efutop,Africa,5.92431,8.35425,ofu,NG,FALSE,atla1278
nden1250,Nde-Nsele-Nta,Africa,6.17426,8.49836,ndd,NG,FALSE,atla1278
otan1238,Otank,Africa,6.54809,9.34019,uta,NG,FALSE,atla1278
tivv1240,Tiv,Africa,6.88039,9.26287,tiv,CM;NG,FALSE,atla1278
iyiv1238,Iyive,Africa,6.50437,9.53302,uiv,CM;NG,FALSE,atla1278
umbu1257,Umbundu,Africa,-12.4763,14.4148,umb,AO;NA,FALSE,atla1278
kimb1241,Kimbundu,Africa,-8.97835,14.8893,kmb,AO;CD,FALSE,atla1278
nson1238,Nsongo,Africa,-10.5166,16.7348,nsx,AO,FALSE,atla1278
bolo1261,Kibala,Africa,-10.3511,15.0867,blv,AO,FALSE,atla1278
mpin1234,Mpinda,Africa,-10.76,13.72,pnd,AO,FALSE,atla1278
kaon1241,Kaonde,Africa,-12.4129,25.7646,kqn,CD;ZM,FALSE,atla1278
sang1331,Sanga (Democratic Republic of Congo),Africa,-10.0236,26.8462,sng,CD,FALSE,atla1278
luba1250,Luba-Katanga,Africa,-8.2816,25.8918,lub,CD,FALSE,atla1278
kany1247,Kanyok,Africa,-7.31878,23.613,kny,CD,FALSE,atla1278
mash1267,Mashi (Zambia),Africa,-16.7256,22.5983,mho,AO;NA;ZM,FALSE,atla1278
mbuk1240,Mbukushu,Africa,-17.6827,22.5026,mhw,AO;BW;NA;ZM,FALSE,atla1278
sima1258,Simaa,Africa,-15.7434,22.6455,sie,ZM,FALSE,atla1278
nyen1257,Nyengo,Africa,-17.2314,22.4787,nye,AO,FALSE,atla1278
lwel1234,Lwel,Africa,-4.38475,20.6314,lvl,CD,FALSE,atla1278
mbes1238,Mbesa,Africa,1.6207,22.8389,zms,CD,FALSE,atla1278
bafo1235,Bafoto,Africa,1.19,19.76,NA,CD,FALSE,atla1278
luse1252,Lusengo,Africa,0.16988,18.3991,lse,CD,FALSE,atla1278
mbok1243,Mboko,Africa,0.43541,14.7935,mdu,CG,FALSE,atla1278
akwa1248,Akwa,Africa,-0.39897,15.4623,akw,CG,FALSE,atla1278
mika1256,Mikaya-Bambengangale-Baluma,Africa,1.488279,15.951762,NA,CG,FALSE,atla1278
dibo1245,Dibole,Africa,1.07773,17.2305,bvx,CG,FALSE,atla1278
bati1251,Bati (Cameroon),Africa,4.25573,11.0591,btc,CM,FALSE,atla1278
subi1246,Subiya,Africa,-17.5696,24.8867,sbs,BW;NA;ZM;ZW,FALSE,atla1278
tote1238,Totela,Africa,-16.9575,24.3751,ttl,NA;ZM,FALSE,atla1278
shan1291,Shanjo,Africa,-17.309869,25.814035,NA,ZM,FALSE,atla1278
fwee1238,Fwe,Africa,-17.72372,24.43151,fwe,BW;NA;ZM,FALSE,atla1278
domb1246,Toka-Leya-Dombe,Africa,-18.37,26.502,dov,ZW,FALSE,atla1278
mwer1247,Mwera (Nyasa),Africa,-11.3304,34.8959,mjh,MW;TZ,FALSE,atla1278
nyan1308,Nyanja,Africa,-14.8047,32.8108,nya,MW;MZ;SZ;TZ;ZM;ZW,FALSE,atla1278
barw1243,Barwe,Africa,-17.675,33.4534,bwg,MZ,FALSE,atla1278
mala1475,Malawi Sena,Africa,-16.6183,34.991,swk,MW;MZ,FALSE,atla1278
phim1238,Phimbi,Africa,-15.8364,33.3514,phm,MZ,FALSE,atla1278
nyun1248,Nyungwe,Africa,-16.4757,33.0233,nyu,MW;MZ;ZW,FALSE,atla1278
nucl1396,Sena,Africa,-19.7933,34.9829,seh,MW;MZ,FALSE,atla1278
chuw1238,Chuwabu,Africa,-17.3428,37.1231,chw,MZ,FALSE,atla1278
main1272,Maindo,Africa,-18.3143,36.5941,cwb,MZ,FALSE,atla1278
lolo1261,Lolo,Africa,-17.0232,35.9451,llb,MW;MZ,FALSE,atla1278
koko1267,Kokola,Africa,-16.2681,35.5767,kzn,MW;MZ,FALSE,atla1278
lomw1241,Mozambique Lomwe,Africa,-16.0381,37.2437,ngl,MW;MZ,FALSE,atla1278
mala1256,Malawi Lomwe,Africa,-15.56729,35.43347,lon,MW;MZ,FALSE,atla1278
dema1235,Dema,Africa,-15.6894,32.7731,dmx,MZ,FALSE,atla1278
namb1291,Nambya,Africa,-19.0899,26.0394,nmq,BW;NA;ZM;ZW,FALSE,atla1278
kala1384,Kalanga,Africa,-21.2887,27.401,kck,BW;ZA;ZW,FALSE,atla1278
ndau1241,Ndau,Africa,-20.1239,33.1739,ndc,MZ;ZW,FALSE,atla1278
zimb1251,Zimba,Africa,-4.013,26.6083,zmb,CD,FALSE,atla1278
song1300,Songoora,Africa,-2.21871,26.3477,sod,CD,FALSE,atla1278
mokp1238,Mokpa,Africa,-1.95077,25.043698,NA,CD,FALSE,atla1278
enya1247,Enya-Kisangani,Africa,0.56,25.15,gey,CD,FALSE,atla1278
mitu1240,Mituku,Africa,-1.57031,25.104,zmq,CD,FALSE,atla1278
lega1250,Lega-Mwenga,Africa,-3.39007,28.2621,lgm,CD,FALSE,atla1278
dhai1238,Dhaiso,Africa,-4.81209,38.818,dhs,TZ,FALSE,atla1278
kamb1297,Kamba (Kenya),Africa,-1.60827,37.9532,kam,KE,FALSE,atla1278
chuk1274,Chuka,Africa,-0.27405,37.6116,cuh,KE,FALSE,atla1278
temi1247,Temi,Africa,-2.19303,35.8035,soz,TZ,FALSE,atla1278
kiku1240,Kikuyu,Africa,-0.29005,36.719,kik,KE,FALSE,atla1278
gwen1239,Gweno,Africa,-3.68407,37.6827,gwe,KE;TZ,FALSE,atla1278
saga1262,Sagalla,Africa,-3.60164,38.5037,tga,KE,FALSE,atla1278
tait1250,Taita,Africa,-3.79347,38.57254,dav,KE;TZ,FALSE,atla1278
bend1258,Bende,Africa,-6.22082,30.5926,bdp,TZ,FALSE,atla1278
tong1320,Tongwe,Africa,-6.43051,30.0807,tny,TZ,FALSE,atla1278
suku1261,Sukuma,Africa,-3.16082,32.8765,suk,TZ,FALSE,atla1278
kimb1242,Kimbu,Africa,-7.23023,33.6445,kiv,TZ,FALSE,atla1278
nyam1276,Nyamwezi,Africa,-5.08559,32.94452,nym,TZ,FALSE,atla1278
kono1265,Konongo-Ruwila,Africa,-6.51503,32.1803,kcz,TZ,FALSE,atla1278
mand1423,Manda-Matumba,Africa,-10.3991,34.7424,mgs,MW;TZ,FALSE,atla1278
nucl1379,Kinga,Africa,-9.35868,34.2321,zga,MW;TZ,FALSE,atla1278
mago1246,Magoma,Africa,-9.23498,33.9826,gmx,TZ,FALSE,atla1278
kisi1243,Kisi,Africa,-9.93,34.4825,kiz,MW;TZ,FALSE,atla1278
pang1287,Pangwa,Africa,-9.96782,34.8039,pbr,TZ,FALSE,atla1278
sang1330,Sangu (Tanzania),Africa,-8.4,33.9,sbp,TZ,FALSE,atla1278
vwan1235,Vwanji,Africa,-9.00683,34.0757,wbi,TZ,FALSE,atla1278
bena1262,Bena (Tanzania),Africa,-9.26671,35.0364,bez,TZ,FALSE,atla1278
hehe1240,Hehe,Africa,-7.71572,35.7255,heh,TZ,FALSE,atla1278
kabw1242,Kabwari,Africa,-4.36966,29.1684,kcw,CD,FALSE,atla1278
logo1258,Logooli,Africa,0.09487,34.729,rag,KE;TZ,FALSE,atla1278
tave1240,Taveta,Africa,-3.41822,37.7061,tvs,KE;TZ,FALSE,atla1278
kagu1239,Kagulu,Africa,-6.38204,37.0534,kki,TZ,FALSE,atla1278
lamb1272,Lambya,Africa,-9.49372,33.15852,lai,MW;TZ;ZM,FALSE,atla1278
bung1265,Bungu,Africa,-8.32587,32.8801,wun,TZ,FALSE,atla1278
pimb1238,Pimbwe,Africa,-6.81358,31.4289,piw,TZ,FALSE,atla1278
safw1238,Safwa,Africa,-8.54936,33.4766,sbk,TZ,FALSE,atla1278
mali1279,Malila,Africa,-9.16619,33.339,mgq,TZ,FALSE,atla1278
nden1248,Ndengereko,Africa,-7.54628,38.958,ndg,TZ,FALSE,atla1278
matu1259,Matumbi,Africa,-8.53734,39.0409,mgw,TZ,FALSE,atla1278
nind1242,Nindi,Africa,-11.2569,36.3116,nxi,TZ,FALSE,atla1278
mpot1240,Mpoto,Africa,-11.13767,34.71269,mpa,MW;TZ,FALSE,atla1278
mate1258,Matengo,Africa,-11.554,35.0056,mgv,TZ,FALSE,atla1278
yaoo1241,Yao,Africa,-13.6119,35.2387,yao,MW;MZ;TZ;ZM,FALSE,atla1278
mwer1248,Mwera (Chimwera),Africa,-9.75639,38.8762,mwe,TZ,FALSE,atla1278
mach1265,Machinga,Africa,-9.37101,39.4268,mvw,TZ,FALSE,atla1278
mako1251,Makonde,Africa,-10.9906,39.5133,kde,MZ;TZ,FALSE,atla1278
makw1236,Makwe,Africa,-10.4673,40.0274,ymk,MZ;TZ,FALSE,atla1278
bekw1242,Bekwil,Africa,1.71801,14.6527,bkw,CG;CM;GA,FALSE,atla1278
mpon1254,Mpongmpong,Africa,3.14015,14.866,mgg,CG;CM,FALSE,atla1278
kele1257,Kélé,Africa,-0.78854,10.3836,keb,GA,FALSE,atla1278
ngom1270,Ngom,Africa,0.882925,14.1345,nra,CG;GA,FALSE,atla1278
tomb1246,Tombidi,Africa,-2.227418,12.362376,NA,GA,FALSE,atla1278
ndam1254,Ndambomo,Africa,-0.82,12.77,nxo,GA,FALSE,atla1278
sake1247,Sake,Africa,0.25188,11.787,sak,GA,FALSE,atla1278
baro1252,Barombi,Africa,4.64584,9.25261,bbi,CM,FALSE,atla1278
bank1256,Bankon,Africa,4.3702,9.6403,abb,CM,FALSE,atla1278
bako1249,Bakoko,Africa,3.56518,9.99905,bkh,CM,FALSE,atla1278
ewon1239,Ewondo,Africa,4.21141,11.93646,ewo,CM,FALSE,atla1278
bebi1242,Bebil,Africa,4.86672,13.3848,bxp,CM,FALSE,atla1278
bebe1248,Bebele,Africa,4.78874,12.824,beb,CM,FALSE,atla1278
lefa1242,Lefa,Africa,5.05845,11.114,lfa,CM,FALSE,atla1278
bafi1243,Bafia,Africa,4.72603,11.0982,ksf,CM,FALSE,atla1278
dual1243,Duala,Africa,4.10208,9.61877,dua,CM,FALSE,atla1278
mali1280,Malimba,Africa,3.67696,9.67186,mzd,CM,FALSE,atla1278
isuf1235,Isu (Fako Division),Africa,3.96758,9.36535,szv,CM,FALSE,atla1278
bako1250,Bakole,Africa,4.43654,8.97387,kme,CM,FALSE,atla1278
mole1238,Molengue,Africa,1.3718,9.61289,bxc,GQ,FALSE,atla1278
yasa1242,Yasa,Africa,2.06043,10.678,yko,CM;GA;GQ,FALSE,atla1278
ngum1255,Ngumbi,Africa,1.72096,9.73613,nui,GQ,FALSE,atla1278
wumb1242,Wumbvu,Africa,-2.39234,12.264,wum,CG;GA,FALSE,atla1278
ndas1238,Ndasa,Africa,-2.449015,13.369465,nda,CG;GA,FALSE,atla1278
kand1300,Kande,Africa,-0.00776,11.7076,kbs,GA,FALSE,atla1278
tsog1243,Tsogo,Africa,-1.55469,11.1359,tsv,GA,FALSE,atla1278
eviy1235,Viya,Africa,-1.22,10.58,gev,GA,FALSE,atla1278
bubi1250,Bubi,Africa,-1.16762,12.32251,buw,GA,FALSE,atla1278
karo1294,Karon,Africa,12.9918,-16.7382,krx,GM;SN,FALSE,atla1278
mlom1238,Mlomp,Africa,12.8318,-16.5383,mlo,SN,FALSE,atla1278
vann1244,Vannetais,Eurasia,47.76978,-3.07735,NA,FR,FALSE,indo1319
bret1244,Breton,Eurasia,48.2452,-3.78934,bre,FR,FALSE,indo1319
moza1249,Mozarabic,Eurasia,37.8763,-1.79724,mxi,ES,FALSE,indo1319
arag1245,Aragonese,Eurasia,42.4669,-0.00919,arg,ES;FR,FALSE,indo1319
dalm1243,Dalmatian,Eurasia,42.7095,18.0238,dlm,HR,FALSE,indo1319
istr1244,Istriot,Eurasia,45.088,13.64,ist,HR,FALSE,indo1319
ital1282,Italian,Eurasia,43.0464,12.6489,ita,AT;CH;FR;HR;IT;SI;SM;VA,FALSE,indo1319
neap1235,Continental Southern Italian,Eurasia,39.2288,16.4225,nap,IT,FALSE,indo1319
sici1248,Sicilian,Eurasia,37.5735,14.0414,scn,IT,FALSE,indo1319
gall1276,Gallurese Sardinian,Eurasia,41.1131,9.24279,sdn,IT,FALSE,indo1319
cors1241,Corsican,Eurasia,41.7,9.25537,cos,FR;IT,FALSE,indo1319
camp1261,Campidanese Sardinian,Eurasia,39.0566,9.03935,sro,IT,FALSE,indo1319
logu1236,Logudorese Sardinian,Eurasia,40.49,9.09957,src,IT,FALSE,indo1319
roma1327,Romanian,Eurasia,46.3913,24.2256,ron,BG;HU;MD;RO;RS;UA,FALSE,indo1319
megl1237,Megleno-Romanian,Eurasia,41.1174,22.3782,ruq,GR;MK,FALSE,indo1319
gowr1239,Gowro,Eurasia,35.1243,73.1233,gwf,PK,FALSE,indo1319
chil1275,Chilisso,Eurasia,35.2494,73.3344,clh,PK,FALSE,indo1319
kalk1245,Kalkoti,Eurasia,35.3651,72.0533,xka,PK,FALSE,indo1319
phal1254,Palula,Eurasia,35.5096,71.8421,phl,PK,FALSE,indo1319
chur1258,Churahi,Eurasia,32.8969,76.1124,cdj,IN,FALSE,indo1319
sans1271,Sansi,Eurasia,28.7364,72.6838,ssi,IN;PK,FALSE,indo1319
panj1256,Eastern Panjabi,Eurasia,30.0368,75.6702,pan,BD;IN;PK,FALSE,indo1319
sira1263,Sirajic,Eurasia,33.143621,75.545125,NA,IN,FALSE,indo1319
paha1251,Pahari Potwari,Eurasia,33.6424,73.8071,phr,IN;PK,FALSE,indo1319
luwa1238,Luwati,Eurasia,23.6322,58.4916,luv,OM,FALSE,indo1319
memo1238,Memoni,Eurasia,24.853,67.007,mby,PK,FALSE,indo1319
sind1270,Sindhi Bhil,Eurasia,24.5408,69.0008,sbn,PK,FALSE,indo1319
khol1241,Kholosi,Eurasia,27.119682,54.295807,NA,IR,FALSE,indo1319
lasi1242,Lasi,Eurasia,25.3293,66.9137,lss,PK,FALSE,indo1319
jadg1238,Jadgali,Eurasia,26.9682,63.535,jdg,IR;PK,FALSE,indo1319
kach1277,Kachchi,Eurasia,23.83,69,kfr,IN;PK,FALSE,indo1319
sind1272,Sindhi,Eurasia,26,69,snd,IN;PK,FALSE,indo1319
oldm1244,Old Marathi,Eurasia,18,75,omr,IN,FALSE,indo1319
saur1248,Saurashtra,Eurasia,9.99172,77.9427,saz,IN,FALSE,indo1319
guja1252,Gujarati,Eurasia,22.687,71.0962,guj,BD;IN;PK,FALSE,indo1319
dubl1239,Dubli,Eurasia,21.5161,73.218,dub,IN,FALSE,indo1319
shek1243,Shekhawati,Eurasia,27.34,75.407,swv,IN,FALSE,indo1319
merw1238,Merwari,Eurasia,26.771,74.095,wry,IN,FALSE,indo1319
bagh1251,Bagheli,Eurasia,24.6837,87.4994,bfy,IN;NP,FALSE,indo1319
awad1243,Awadhi,Eurasia,27.5907,82.4663,awa,IN;NP,FALSE,indo1319
kumh1238,Kumhali,Eurasia,27.8297,84.1357,kra,NP,FALSE,indo1319
rana1246,Rana Tharu,Eurasia,28.6483,80.4419,thr,IN;NP,FALSE,indo1319
mait1250,Maithili,Eurasia,26.3817,86.2211,mai,IN;NP,FALSE,indo1319
maga1260,Magahi,Eurasia,25.0915,85.3335,mag,IN,FALSE,indo1319
angi1238,Angika,Eurasia,26.0047,85.534,anp,IN;NP,FALSE,indo1319
balk1252,Balkan Romani,Eurasia,42.67,21.17,rmn,AL;AT;BA;BG;BY;CH;CZ;DE;FI;FR;GB;GR;HR;HU;IR;IT;LT;LV;MD;ME;MK;NL;PL;RO;RS;RU;SI;SK;TR;UA,FALSE,indo1319
vlax1238,Vlax Romani,Eurasia,46.09,18.16,rmy,AL;AT;BA;BG;BY;CH;CZ;DE;ES;FI;FR;GR;HR;HU;IT;LT;LV;MD;ME;MK;NL;NO;PL;PT;RO;RS;RU;SE;SI;SK;TR;UA,FALSE,indo1319
carp1235,Central Romani,Eurasia,48.1968,20.3129,rmc,AL;AT;BA;BG;BY;CH;CZ;DE;FI;FR;GB;GR;HR;HU;IT;LT;LV;ME;MK;NL;PL;RO;RS;RU;SI;SK;TR;UA,FALSE,indo1319
balt1257,Baltic Romani,Eurasia,57.29,29.06,rml,BY;LT;LV;PL;RU,FALSE,indo1319
calo1236,Caló,Eurasia,41.424,0.6,rmq,ES,FALSE,indo1319
khar1283,Kharia Thar,Eurasia,22.245,83.799,ksy,IN,FALSE,indo1319
malp1246,Mar Paharia of Dumka,Eurasia,24.087,87.3507,mkb,IN,FALSE,indo1319
lodh1246,Lodhi,Eurasia,20.8954,84.9463,lbm,IN,FALSE,indo1319
rohi1238,Rohingya,Eurasia,20.833082,92.393968,rhg,BD;MM;TH,FALSE,indo1319
beng1280,Bengali,Eurasia,24,90,ben,BD;IN;NP,FALSE,indo1319
bish1244,Bishnupriya Manipuri,Eurasia,24.4578,92.0157,bpy,BD;IN;MM,FALSE,indo1319
khoi1250,Kho'ini,Eurasia,36.8997,48.6212,xkc,IR,FALSE,indo1319
mara1373,Maraghei,Eurasia,36.8259,49.9665,vmh,IR,FALSE,indo1319
taly1247,North-Central Talysh,Eurasia,38.4552,48.6349,tly,AZ;IR;RU,FALSE,indo1319
alvi1241,Alviri-Vidari,Eurasia,35.0075,50.3794,avd,IR,FALSE,indo1319
harz1239,Harzani-Kilit,Eurasia,38.4341,48.2848,hrz,IR,FALSE,indo1319
kari1303,Karingani-Kalasuri-Khoynarudi,Eurasia,38.5656,47.4329,kgn,IR,FALSE,indo1319
shab1251,Shabaki,Eurasia,36.375,43.144,sdb,IQ,FALSE,indo1319
baje1238,Bajelani,Eurasia,33.9498,42.9867,bjm,IQ;IR,FALSE,indo1319
nayi1242,Nayinic,Eurasia,34.2212,53.521,nyq,IR,FALSE,indo1319
zoro1242,Zoroastrian Yazdi,Eurasia,31.8161,54.4469,gbz,IR,FALSE,indo1319
soii1239,Soic,Eurasia,31.8542,54.5964,soj,IR,FALSE,indo1319
nata1252,Natanzic,Eurasia,33.4593,51.9538,ntz,IR,FALSE,indo1319
sout2642,Southern Balochi,Eurasia,26,64,bcc,IR;OM;PK,FALSE,indo1319
koro1296,Koroshi,Eurasia,29.441,53.008,ktl,IR,FALSE,indo1319
dehw1238,Dehwari,Eurasia,29.5205,66.5977,deh,PK,FALSE,indo1319
aima1241,Aimaq,Eurasia,35.283,59.1756,aiq,AF;IR,FALSE,indo1319
pahl1240,Pahlavani,Eurasia,31.3267,62.1978,phv,AF,FALSE,indo1319
haza1239,Hazaragi,Eurasia,33.3708,64.5105,haz,AF;IR;PK;TJ,FALSE,indo1319
dari1249,Dari,Eurasia,34.39757,66.14961,prs,AF;IR;PK;TJ;TM,FALSE,indo1319
bakh1245,Bakhtiari,Eurasia,32.0163,49.7713,bqi,IR,FALSE,indo1319
sout2647,Southern Luri,Eurasia,30.4669,50.8382,luz,IR,FALSE,indo1319
bava1246,Bavarian,Eurasia,47.9232,13.246,bar,AT;CH;CZ;DE;IT;RO;SI,FALSE,indo1319
limb1263,Limburgan,Eurasia,51.015,5.87705,lim,BE;DE;NL,FALSE,indo1319
kols1241,Kölsch,Eurasia,50.947,6.927,ksh,DE,FALSE,indo1319
penn1240,Pennsylvania German,North America,40.030507,-76.3211,pdc,CA;US,FALSE,indo1319
pala1330,Pfaelzisch-Lothringisch,Eurasia,49.701,6.846,pfl,DE,FALSE,indo1319
nege1244,Virgin Islands Dutch Creole,North America,18.3416,-64.8922,dcr,VI,FALSE,indo1319
berb1259,Berbice Creole Dutch,South America,5.3829,-58.0002,brc,GY,FALSE,indo1319
