id,family
laha1255,Lahauli-Spiti
cent2346,Central Tibetan
east2771,Eastern Tibetic
kham1299,Kham-Hor
sout3217,Southern Tibetic
parb1234,Parbate Kham
bant1280,Bantawic
yakk1237,Yakkha-Athpariyic
loho1238,Lohorung-Yamphu
mewa1252,Mewahang
kulu1252,Kulungic
khia1238,Khiamniungic
kony1251,Konyak-Phom
andr1249,Andro-Sengmai
tepo1241,Tepo-Plapo
nort3193,North-Central Liberian Grebo
guer1240,Guere
east2572,Eastern Arhuacic
bash1267,Bashkiric
crim1256,Crimean Tatar-Urum
kauk1241,Kaukasus Kipchak
lano1247,Lanohic
bate1268,Batekic
sout2691,Southern-Central Mnong
waaa1245,Nuclear Waic
lawa1256,Lawa
uppe1472,Upper Tananaic
sout3244,Southeastern Timbira
east2796,East Ladoga
tupi1278,Tupi-Guarani Subgroup II
tupi1277,Tupi-Guarani Subgroup I
tupi1287,Tupi-Guarani Subgroup III
kawa1296,Kawahiva
araw1290,Arawetic
tupi1285,Tupi-Guarani Subgroup IV.B
tupi1284,Tupi-Guarani Subgroup IV.A
guaj1258,Guaja-Kaapor-Ava
waya1271,Wayampi-Zoe-Emerillon
baru1268,Baruga-Doghoro
gaen1235,Gaena-Korafe
kate1254,Kate-Mape
moma1244,Sopac
koso1246,Kosorong-Burum-Mindik
kina1253,Kinalakna-Kumukio
sele1251,Selepet-Komba
unun9976,Unclassified Kamano-Yagaria
mapp1234,Mappi-Digul Awyu
mand1473,Mandobo
ketu1239,Ketum-Wambon
kwer1267,Kwer-Burumakok
mian1255,Mianic
divi1235,Division A Mountain Ok
divi1234,Division A Lowland Ok
sout3252,Southeast Kewa
silo1241,Silopi-Utu
yara1256,Yarawata-Parawen-Ukuriguma
kari1319,Karian-Usan-Yaben
tibo1244,Tibor
kumi1249,Kumil
aisi1234,Aisian
grea1297,Greater West Sogeram
anam1250,Anamuxric
kaqc1280,Kaqchikelic
dong1301,Dongotonic
manz1241,Manza-Ngbaka
gbey1243,Gbeya
uncl1499,Bolgo-Koke
goul1244,Goulaic
bual1236,Bua-Lua
uncl1505,Unclassified Riverine Bua
kirm1250,Kirma-Tyurama
grus1239,Grusi
lobi1246,Lobiri-Jaane
dogo1293,Dogoso-Khe
gand1254,Kaansa-Dogose
tula1250,Tula-Waja
bwam1248,Bwamu-Oti-Volta
yung1254,Yungur-Voro
mumu1250,Mumuyic
yand1260,Yandangic
sout3238,Southern Samba-Duru
unun9905,Unclassified Samba-Duru
nort3259,Northern Samba-Duru
zand1247,Zande-Nzakara
bara1360,Barambo-Pambia
mbai1246,Mbaic
band1341,Bandaic
ngba1292,Mundu-Baka
sere1262,Sereic
ngba1280,Ngbandic
dama1266,Dama-Galke
tupu1245,Tupuri-Mundang-Mambai
kara1477,Karangic
jenn1241,Jen
bamb1263,Bambuka-Gomu-Leelau
bura1270,Burak-Loo
makt1234,Mak-Tal
west2816,Western Tano
cent2262,Central Tano
guan1278,Guang
nucl1795,Nuclear Zaric
gyon1234,Gyong-Kamantan
koro1301,Koroic
hyam1246,Hyamic
beez1239,Beezen-Baazem
kutu1268,Kuturmi-Ajiya
mada1301,Mada-Ninzam
vagh1247,Kwangic
taro1266,Tarok-Pe
cara1274,Cara-Berom
edea1234,Ede
kamb1319,Kambaric
shir1275,Shiroro
kamu1261,Kamuku-Hungwarya
clel1239,Clela-Damakawa
duka1250,Dukaic
basa1279,Basa
east2404,Eastern Kainji
oler1234,Oleran
taik1252,Tai-Kana
west3012,West Lower Cross
cent2253,Central Lower Cross
east2400,East-West Central Delta Cross
nort2790,North-South Central Delta Cross
dibo1249,Dibo-Kupa
nucl1732,Nuclear Idoma
juku1259,Jukun
wurb1240,Wurbo-Wannu
niza1234,Nizaa-Mambila-Vute
tara1325,Taram-Dirim-Nnakenyare
tiba1234,Tiba-Dong
kend1255,Kendem-Denya
narr1282,Narrow Grassfields
nucl1801,Nuclear Bendic
nige1254,Nigerian Jarawan
east2730,Eastern Beboid
ekoi1236,Ekoid
nort3192,North Tivoid
cent2261,Central Tivoid
cent2260,Central-Western Bantu
mbam1254,Mbam-Bubi
east2731,East Bantu
bant1295,Bantu A-B10-B20-B30
kosh1247,Koshin-Bukwen
jiii1234,Ji
dege1249,Degema-Engenni
afen1234,Afenmai-Bendel
cent2259,Central Plains Edoid
osse1244,Osse
igwi1234,Igwic
sout3171,Southern Northwestern Edoid
bayo1262,Bayot
fhjo1234,FH-Jola
gusi1245,Gusilay-Bandial
curb1234,Cur-Bok-Cotier
yadh1238,Yadhaykenu-Angkamuthi
mung1276,Mungkanic
pama1253,Paman Kuku
tjar1234,Tjarra
asha1242,Ashe-Asha
mily1239,Milyan-Carian
lyco1239,Lyco-Sidetic
goid1240,Goidelic
bryt1239,Brythonic
uncl1538,Unclassified Continental Transalpine Celtic
roma1334,Romance
poli1262,Polish-Silesian
mace1252,Macedo-Bulgarian
koin1234,Koineic Greek
kash1285,Kashmiric
nucl1819,Nuclear Eastern Dardic
hima1250,Himachali
indo1324,Indo-Aryan Northwestern zone
indo1325,Indo-Aryan Southern zone
midl1245,Midlands Indo-Aryan
indo1323,Indo-Aryan Eastern zone
sinh1247,Sinhalaic
nort3177,Northwestern Iranian
osse1245,Ossetic
sogd1248,Sogdic
mode1259,Modern Southwestern Iranian
shug1253,Shughnic
high1286,Upper German
fran1268,Middle German
midd1347,Middle-Modern Dutch
alts1234,Altsächsisch
angl1264,Anglo-Frisian
east2780,East-Central Swedic
narr1283,Narrow North Scandinavian
icel1246,Icelandic-Faroese
past1249,Pastaza Quechua
gabr1256,Gabri-Kimre
sarw1240,Sarwa-Sumray
ndam1255,Ndam-Tumak
saba1281,Saba-Sokoro-Tamki
milt1242,Miltuic
dang1276,Dangla
birg1240,Birgit-Mogum-Toram
shir1274,Shira-Southwestern Bade
west2998,Western West Chadic B.2
warj1254,Central West Chadic B.2
sout3170,Southwest South Bauchi
nort3190,Northwest South Bauchi
guru1272,Guruntumic
bogh1240,Boghomic
kofy1243,Kofyar-Mushere-Chip
anga1311,Goemaic
tang1366,Tangalic
bole1261,Boleic
mund1337,Mundat-Karfa
nzan1241,Nzanyic
gude1248,Gude-Jimi-Zizilivakan
shar1250,Sharwa-Tsuvan
higi1242,Nkafa-Kirya
bium1270,Marghic
bura1297,Buraic
podo1243,Podoko
dghw1240,Dghwedeic
wand1280,Wandala-Malgwa-Glavda
toko1243,Tokombere
meri1245,Meri
mofu1250,Mofu
koto1268,Kotoko Septentrional 1
koto1269,Kotoko Septentrional 2
nucl1701,Oromoid
omot1245,Omo-Tana
dull1239,Dullay
kamb1318,Kambaataic
hadi1242,Hadiyyaic
iraq1240,Iraqwoid
silt1239,Silte-Wolane
ttgr1237,TT-Group
ngro1237,N-Group
leva1239,Levantine-Cypriot Arabic
east2729,Eastern Arabic
egyp1251,Egyptic Arabic
nort3191,North African Arabic
arab1393,Arabian Peninsula Arabic
impe1236,Imperial-Middle-Modern Aramaic
ugar1239,Ugarito-Phoenician
hebr1246,Hebrewic
vaik1238,Vai-Kono
mand1434,Manding-Mokole
jogo1242,Jogo
jeri1241,Jeri
mend1265,Mende-Loko
band1351,Bandi-Zialo
tibo1240,Ti-Bozo
duun1245,Duun
tour1245,Toura-Goo
aghu1259,Aghul-Lezgi
nucl1723,Nuclear Ojibwe
seve1242,Severn-Algonquin
west2999,Western Southern New England Algonquian
aben1250,Abenaki
micm1234,Micmacic
sapa1255,Sapa-Southwestern Tai
yong1274,Yongnan-Yongbei
nort3189,Northern Tai
nort3188,Northern Gelao
sout2749,Southwestern Gelao
nabi1238,Irarutic
sout2882,Southwest Babar
mase1249,Masela-South Babar
east2859,Southeast Rote
uabm1238,Meto
pera1259,Perai-Aputai
anch1239,Anchorite
manu1262,Manus
sout2879,South-East Admiralty
utup1238,Utupua
natu1250,Natugu-Nalogo
epie1239,Epi-Efate
sout3188,South Pentecost
mala1539,Malakula
ambr1240,Ambrym
torr1262,Torres-Banks linkage
maew1234,Maewo
espi1234,Espiritu Santo
amba1270,Ambae
loya1239,Loyalty Islands
main1286,Mainland New Caledonian
erro1239,Erromanga
tann1242,Tanna
nucl1744,Nuclear Papuan Tip linkage
peri1258,Peripheral Papuan Tip linkage
bali1280,Bali-Vitu
will1243,Willaumez linkage
newi1242,New Ireland-Northwest Solomonic linkage
sarm1241,Sarmi-Jayapura Bay
scho1242,Schouten linkage
nger1241,Ngero-Vitiaz linkage
huon1245,Huon Gulf
poly1242,Polynesian
east2446,Eastern Fijian
west2844,Western Micronesian
sout2854,Southeast Guadalcanal
nucl1470,Nuclear Guadalcanal-Nggelic
mala1540,Malaita-Makira
maya1289,Maya-Salawati
gebe1238,Gebeic
east2439,East Makian-Gane
cent2277,Central-Western Yapen
east2438,Eastern Yapen
yaur1240,Yaur-Yerisiam
biak1250,Biak-Roon
kula1284,Kulawi
comm1248,Common Kaili
kala1393,Kalao-Laiyolo
woli1240,Wolio-Kamaru
muna1246,Muna-Buton
bung1268,Bungku-Tolaki
tali1261,Taliaboic
west2571,Western Saluan-Banggai
east2491,Eastern Saluan-Banggai
kina1255,Kinarayan
kuya1251,Kuyan
peri1261,Peripheral Central Bisayan
wara1304,Warayan
suri1274,Surigao
butu1243,Butuan-Tausug
kaga1259,Kagan-Kalagan
sara1347,Sarangani-Tasaday-Cotabato
west2829,West Manobo
east2742,East and Central Manobo
buki1251,Bukidnon
molb1238,Molbog-Palawan
abor1241,Aborlanic
angk1248,Angkola-Mandailing
mata1312,Matangnga-Aralle-Tabulahan
tora1260,Torajic
reja1244,Rejang-Makaham Kayan
sibu1259,Sibu-Kanowit-Tanjong
kaja1256,Kajaman-Lahanan
buka1263,Bukat-Ukit-Beketan-Lugat-Lisum
puna1281,Punan Tubu-Bah
aput1239,Aput-Busang-Merah-Kohi
hovo1240,Hovongan-Kereho
cent2272,Central Lower Baram A
cent2273,Central Lower Baram B
cent2097,Central-East Berawan
west2875,Western Lowland Kenyah-Penan
uppe1425,Upper Pujungan
dusu1277,Dusunic
pait1248,Paitanic
bisa1270,Bisaya-Lotud
muru1275,Murutic
nort3219,Northern Cham
chru1240,Chruic
iban1270,Iban-Seberuang
banj1240,Banjar-Berau-Brunei Malay
east2743,Eastern Indonesia Trade Malay
musi1243,Music
keda1253,Northeastern Peninsular Malay
keri1253,Kerinci-Minangkabau
bang1370,Bangka-Belitung Malay
sout3174,Southwestern Malagasic
nort3196,North-Central Malagasic
inne1244,Inner Sulu Sama
born1254,Borneo Coast Bajaw
ulat1237,Ulat Inai
west2853,West Hoamoal
east2468,East Hoamoal
sera1270,Seram Straits
nucl1754,Nuclear Cordilleran
kali1310,Kalinga-Itneg
west2550,West Southern Cordilleran
caga1242,Cagayan-Baliwon Gaddang
mang1436,Manggarai Khusus
waer1238,Waerana-Razong
ngad1266,Central Flores
kamb1320,Central-East Sumbanese
wewe1239,Wewewa-Laboya
kodi1251,Kodi-Gaura
mash1238,Mashan
huis1239,Huishui
chua1248,Chuanqiandian
guiy1235,Guiyang
east2910,Eastern Qiandongic Miao
kapr1244,Kapriman-Waxei
sara1348,Sara-Kaba
gore1234,Gore
bedi1236,Bediondo
sido1234,Sido
bayo1261,Bayo-Morom
naba1258,Naba-Berakou
sout3402,Southwestern Alta Mixtec
tlax1236,Tlaxiacic
east2746,East Coast Mixtec
west2832,West Coast Mixtec
sout3400,Southeastern Alta Mixtec
coic1240,Coicoyan-Metlatonoc
nucl1835,Nuclear Guerrero Mixtec
sout3385,Southwestern Popolocan
nort3406,Northern Baja Mazatec
east2736,Eastern Chatino
amat1239,Amatecano
coat1245,Coatecano
miah1236,Miahuatecano
cent2146,Central Core Zapotec
nort2987,Northern Core Zapotec
tlac1238,Tlacoatzintepec-Chiltepec
dura1246,Durango Nahuatl
sout3390,Southeast Puebla-Northern Oaxaca Nahuatl
tlax1237,Tlaxcala-Puebla-Pastoral Nahuatl
tami1297,Tamil-Kodagu
irul1245,Irula-Muduga
east2880,Eastern Gondi
hmar1242,Hmar-Saihriem
arak1255,Arakanese-Marma
lisu1252,Lisu-Laluba-Lavu
unun9959,Unclassified Lipo-Lolopo
lipo1244,Lipo-Micha
nisu1237,Nisu-Nyisu
nucl1739,Nuclear Nisoid
uncl1517,Unclassified Nisoid
sani1267,Sani-Axi-Azhe
upri1239,Upriver Riverine Phula
down1239,Downriver Riverine Phula
phow1235,Phowa
muji1235,Muji
haya1251,Ha-Ya
bika1252,Bi-Ka
uncl1502,Unclassified Bisoid
bisu1246,Bisu-Pyen-Laomian
phun1244,Phunoi-Coong
zhan1241,Zhangzhungic
spit1239,Spiti-Jad
sout3216,South-Western Tibetic
uncl1513,Unclassified Southern Tibetic
dzon1238,Dzongkhic
athp1240,Athpariyic
yamp1244,Yamphuic
barc1236,Barclayville-Gboloo-Central Liberian Grebo
crim1259,Crimeaic
wara1305,Warazu-Sirionoid
tupi1282,Tupi-Guarani Subgroup I.A
tupi1283,Tupi-Guarani Subgroup I.B
omag1247,Omagua-Kokama
uncl1545,Unclassified Kawahiva
nucl1845,Nuclear Kawahiva
guaj1260,Guaja-Aure-Aura
unun9936,Unclassified Guaja-Kaapor-Ava
zoee1241,Zoe-Emerillon
tifa1246,Tifal-Telefol
tibo1243,Nuclear Tibor
atan1241,West Sogeram
manz1242,Manzaic
gbey1244,Gbeya-Suma
zank1234,Zan-Kulaalic
buai1235,Ba-Korom
nort2782,Northern Grusi
east2740,East-West Grusi
dogo1300,Dogose-Khisa
tula1251,Tulaic
otiv1239,Oti-Volta
bwam1247,Bwamu
waka1284,Waka-Yendang-Teme
bali1284,Bali-Kpasam
diic1235,Diic
leko1246,Sambaic
vere1249,Vere-Gimme
ndun1247,Ndunga-Mba-Dongo
nucl1797,Nuclear Bandaic
west2836,Western Mundu-Baka
east2391,Eastern Mundu-Baka
sere1266,Sere-Indri
fero1243,Feroge-Mangaya
nucl1737,Nuclear Ngbandic
mund1324,Mundangic
kare1351,Kare-Pana
doso1240,Doso-Dza
akan1251,Akanic
biaa1238,Bia
nort3204,North Guang
sout2781,South Guang
izer1242,Izeric
kata1275,Katabic
duya1234,Duyaic
tino1236,Tinoric
zhir1241,Zhiric
vagh1250,Vaghat
east2738,Eastern Ede
west2827,Western Ede
east2739,East Kambaric
west2828,West Kambaric
kamu1262,Kamuku
main1281,Main-Gwamhi
kont1247,Kontagora-Gumna-Koromba
piti1242,Piti-Atsam
josa1234,Jos
oroi1234,Oroic
ekit1245,Ekit-Etebi
efik1244,Efikic
ibin1242,Ibino-Iko
ibuo1241,Ibuoroic
loko1252,Lokoic
mbem1251,Mbembe-Legbo
ubag1244,Ubaghara-Kohumono
kori1259,Koring-Kukele
dibo1250,Abawa
idom1263,Idoma-Agatu-Okpogu
jibu1240,Jibu-Wase
koro1322,Kororofa
wurb1239,Wurbo
konj1251,Konja-Mambila-Vute
diri1260,Dirim-Nnakenyare
mbam1249,Mbam-Nkam
sout3181,Southwest Grassfields
unun9913,Unclassified Narrow Grassfields
momo1242,Momo
ring1243,Ring
bukp1239,Bukpic
bete1267,Bete-Obanliku
numa1256,Numan
jarr1236,Jar
jaku1245,Jaku-Gubi
bebe1253,Bebe-Kemezung
uncl1497,Unclassified Eastern Beboid
nsar1239,Nsari-Nooni-Ncane
ejag1240,Bakor-Ejagham
cent2268,Central Tivoid B
cent2267,Central Tivoid A
njil1234,Njila
luba1253,Luban
grea1287,Greater Luyana
west2968,West-Coastal Bantu
nort3376,North Zaire River
mbam1252,Mbam
bota1239,Botatwe
pogo1242,Kilombero
tumb1253,Tumbuka-Sena-Nyanja
nyat1247,Nyaturu-Nilamba
maku1247,North Mozambique Bantu
sout3387,Southern Bantu
nyan1317,Greater Lega
sabi1248,Sabi
nort3203,Northeast Savanna Bantu
corr1234,Corridor Bantu
mbug1243,Mbugwe-Langi
rufi1235,Rufiji-Ruvuma
maka1327,Makaa-Kako (A.80-90)
kele1262,Ngomic
basa1292,Basaa-Yaunde (A40-70)
bafi1244,Bafia (A.50)
sawa1251,Sawabantu
grea1288,Ndasaic
lund1274,Lundu-Balong (A.10)
b10b1234,B10-B30
unem1239,Uneme-Yekhee
emai1243,Emaic
ukue1239,Ukue-Ehueun
ikpe1246,Ikpeshic
sasa1252,Sasaru-Igwe
okpe1251,Okpe-Akuku-Idesa
pfjo1234,PF-Jola
mung1277,Mungkan-Mungkanhu
ashe1271,Ashe-Asha Norte
ashe1274,Asheninka
mode1265,Modern Goidelic
sout3176,Southwestern Brythonic
oldm1247,Old-Modern Welsh
ital1285,Italo-Western Romance
sout3158,Southern Romance
east2714,Eastern Romance
mode1266,Modern Koineic Greek
kohi1251,Kohistani
shin1270,Shinaic
nucl1728,Nuclear Himachali
kang1292,Kangric-Chamealic-Bhattiyali
sind1278,Sindhi-Lahnda
mara1416,Marathic
apab1234,Apabhramsic
indo1310,Indo-Aryan Northern zone
khan1271,Khandesic
shau1239,Shaurasenic
bhil1254,Bhil
halb1246,Halbic
oriy1254,Oriya-Gauda-Kamrupa
tati1243,Adharic
casp1236,Caspian
cent2264,Central Iran Kermanic
komi1276,Komisenian
laki1246,Laki-Kurdish
balo1260,Balochic
osse1243,Modern Ossetic
sogd1246,Sogdian-Yagnobi
fars1254,Farsic-Caucasian Tat
luri1257,Luric-Dezfulic
midd1349,Middle-Modern High German
high1287,West Middle German
east2832,East Middle German
mode1257,Modern Dutch
midd1345,Middle-Modern Low German
fris1239,Frisian
angl1265,Anglic
east2781,East Swedic
unun9877,Unclassified Dangla
shir1276,Shira
warj1255,Warji-Gala-Kariya
zeem1243,Zeemic
zaks1240,Zakse-Saya
geji1246,Gejic
nyam1284,Polci-Luri
tala1296,Tala-Sho-Zangwal
kirm1251,Kir-Mangas
kofy1244,Kofyaric
tali1264,Talic
tang1367,Nuclear Tangalic
unun9876,Unclassified Boleic
nucl1735,Nuclear Boleic
fali1290,Fali-Gude
kilb1234,Kilba-South Margi
gudu1253,Gudufic
wand1281,Wandala-Malgwa
mada1300,Madaic
dugw1240,Dugwor-Merey
kons1242,Konsoid
nucl1736,Nuclear Oromo
west2723,Western Omo-Tana
east2653,Eastern Omo-Tana
inor1239,Peripheral Western Gurage
cent2410,Central Asian Arabic
qelt1235,Qeltu
egyp1254,Egypto-Sudanic Arabic
moro1295,Moroccan-Andalusian Arabic
malt1259,Malta-Tunisian Arabic
nort3402,North Arabian Beduin Arabic
jude1277,Judeo-Muslim Sanaani Arabic
midd1367,Middle-Modern Aramaic
phoe1238,Phoenician-Punic
mand1435,Manding
nucl1445,Nuclear Mokole
samo1311,Samogogouanic
aghu1260,Aghulic
nort3181,Northwestern-Saulteaux Ojibwa
cent2252,Central-Eastern-Southwestern Ojibwa
sout3184,Southwestern Tai
lian1261,Lianshan-Liujiang
yeiz1235,Yei Zhuang
hong1247,Hongshui He
unun9894,Unclassified Northern Tai
ahou1236,Ahouic
nort3357,Central Meto
moko1244,Mokoreng-Loniu
west2533,West Manus
east2460,East Manus
loup1244,Lou-Paluai
epii1237,Epi
efat1236,Efate
seke1242,Seke-Sowa
nort3223,Northern Malakula
west2871,Western Malakula linkage
east2753,Eastern Malakula linkage
port1292,Orkon-West Ambrym
leme1240,Lemerig-Veraa
hiwl1234,Hiw-Lo-Toga
koto1266,Koto-Olrat-Lakon
west2956,West Santo
nucl1793,Nuclear Santo
nort3325,Northern New Caledonian
sout3313,Southern New Caledonian
sout3195,Southern Tanna
nort3218,Northern Tanna linkage
suau1243,Suauic
nort2848,North Papuan Mainland-D'Entrecasteaux linkage
nimo1245,Nimoa-Sudest
cent2070,Central Papuan Oceanic
kili1270,Kilivila-Misima
naka1266,Nakanai-Meramera
bola1253,Bola-Bulu
stge1234,St George linkage
taba1270,Tabar linkage
mada1284,Madak linkage
tung1294,Tungak-Nalik
jaya1243,Jayapura Bay
sarm1242,Sarmi
kair1261,Kairiru-Manam
siau1243,Siau
nger1240,Ngero
viti1243,Vitiaz linkage
mark1257,Markham
nort2858,North Huon Gulf linkage
sout2878,South Huon Gulf linkage
nucl1485,Nuclear Polynesian
tong1324,Tongic
nucl1823,Nuclear Eastern Fijian
pona1247,Chuukic-Ponapeic
ngge1240,Nggelic
nort2832,North and West Guadalcanal
sanc1243,Makira
mala1542,Malaita
raja1258,Raja Ampat Maya
sala1285,Salawati-Batta
cent2270,Central-Eastern South Halmahera
cent2308,Central Yapen
ansu1238,Ansus-Ambai
nucl1573,Nuclear Muna-Buton
tuka1246,Tukangbesi-Bonerate
east2489,Eastern Bungku-Tolaki
west2566,Western Bungku-Tolaki
salu1252,Saluanic
data1234,Datagnon-Santa Teresa-Semirara
masb1239,Masbate-Sorsogon
capi1240,Capiznon-Ilonggo-Kawayan
sama1315,Samar-Waray
west2554,WBM-Livunganen-Ilianen
cent2088,Central Manobo
east2478,East Manobo
nucl1738,Nuclear Palawan
kalu1250,Kalumpangic
pena1271,Penan
rung1260,Rungus-Mangkaak-Labuk
kada1292,Kadazan-Sugut-Minokok
uppe1426,Upper Kinabatangan-Lobu
nort3186,Northern Murutic
east2724,Eastern Murutic
nort3387,Northern Iban
bera1266,Berau-Brunei Malay
banj1241,Banjar-Bukit Malay
ambo1253,Ambonic Malay
mana1300,Manadoic Malay
mina1280,Minangkabauic
sout3346,South West-Central Malagasic
cent2382,Central-Eastern Malagasic
nort3207,Northern Malagasic
ambo1254,Ambonic
ulia1238,Uliase
bont1246,Bontok-Kankanay
ifug1247,Ifugaw
itne1252,Itneg
kali1311,Kalinga
nucl1542,Nuclear Southern Cordilleran
ngad1267,Ngada
ende1245,Eastern Central Flores
cent2307,Central Sumbanese
firs1234,First Vernacular Hmong
chal1278,Chalcatongic
yucu1256,Yucuane-Teita
teoz1234,Teozacoalco Mixtec
tlaz1238,Tlazoyal-Penoles
sout3401,Southwestern Guerrero Mixtec
tepe1282,Tepexi-Zapotitlan
coat1242,Coatlan-Loxicha Zapotec
miah1237,Miahuateco
west2947,Western Valley Zapotec
tran1297,Transyautepecan
sout3003,Cisyautepequeño
sier1251,Sierra Juarezic
rinc1237,Rinconic
cajo1239,Cajonosic
tami1298,Tamil-Malayalam
mudu1245,Muduga-Palu
lalu1234,Laluba-Lavu
sout3411,Southwestern Lolo
nisu1238,Nisu
unun9956,Unclassified Nuclear Nisoid
nasu1236,Nasu-Nosu
sani1275,Sani-Axi
phol1236,Pholic
phup1238,Phupa-Phuza
phup1236,Phupha-Alugu
hlep1235,Hlepho-Phukha
anil1235,Ani-Labo
lagh1244,Laghuu-Core Muji
akha1246,Akhaic
kyir1235,Kyirong-Kagate
must1234,Mustangic
sher1254,Sherpa-Jirel
dolp1238,Dolpo-Tichurong
nucl1307,Nuclear Dzongkhic
gbol1236,Gboloo-Central Grebo
siri1279,Sirionoid
para1319,Paraguay-Brazil Guarani
chir1295,Chiriguanic
cent2421,Central Kawahiva
tifa1247,Tifalic
ngba1286,Ngbaka-Manza-Ali
kula1285,Kulaalic
nuna1234,Nuna-Kasem
west2837,Western Grusi
east2397,Eastern Grusi
tula1257,Tula-Ma-Yebu
buli1253,Buli-Koma
nucl1743,Nuclear Oti-Volta
nucl1742,Nuclear Bwamu
waka1285,Waka-Yandang
samb1324,Samba-Leko-Perema-Mumbake
koma1268,Koma Alantika
vere1250,Vere
ndun1248,Ndunga-Mba
sout3415,Southwest Bandaic
cent2021,Central Bandaic
baka1271,Baka-Gundi
rive1263,River Western Mundu-Baka
mayo1260,Mayogo-Bangba
indr1246,Indri-Togoyo
sere1263,Ndogoic
sang1327,Sangoic
nort2767,Northern Bia
sout2779,Southern Bia
otin1234,Oti North Guang
nkon1245,Nkonya-Nkami
gonj1242,Gonja-Dompo
hill1256,Hill South Guang
sout3186,Southeastern Ede
sout3187,Southwestern Ede
rogo1239,Rogo-Sagamuk-Sama-Sambuga
gumn1234,Gumna-Kontagora
kaur1268,Kauru
nort3210,Northern Jos
ebug1242,Ebughu-Oro
enwa1244,Enwang-Uda
okop1234,Okop Usem
uncl1543,Unclassified Efikic
ibuo1243,Ibuoro-ItuMbuso-Nkari
lubi1239,Lubila-Lokaa
legb1241,Legboic
kohu1243,Kohumonoic
kuke1241,Kukele-Uzekwe
kami1263,Kami-Gupa
jibu1241,Jibuic
kona1244,Kona
konj1252,Konja
mamb1310,Mambila-Vute
sout3350,Southern Mbam-Nkam
nkam1238,Nkambe
menk1239,Menka-Atong
widi1234,Widikum-Tadkon
ngie1243,Ngie-Oshie
mund1338,Mundani-Njen
sout2822,South Ring
cent2385,Center-West Ring
jara1275,Jarawaic
naki1239,Naki-Kemezung
noon1245,Nooni-Ncane
bako1254,Bakor
tive1237,Tiv-Evand
sout3233,Southern Njila
nort3257,Northern Njila
mbag1239,Mbagani-Lwalwa
luba1254,Luba-Kaonde
west2833,Western Greater Luyana
east2747,Eastern Greater Luyana
nzad1235,Nzadic
inne1246,Inner Basin Bantu
rive1266,Rivers Bantu
nucl1802,Nuclear Mbam
west2834,Western Botatwe
lenj1247,Greater Eastern Botatwe
sena1271,Sena-Nyanja
tumb1252,Tumbukic
chuw1239,Chuwaboic
maku1279,Makua-Lomwe
koti1239,Koti-Nathembo
shon1250,Shona (S.10)
nucl1826,Nuclear Southern Bantu
unun9918,Unclassified Greater Lega
mitu1241,Mituku-Lega
bemb1261,Bembe-Buyu
malu1252,Malungu-Central Sabi
cent2274,Central Kenya Bantu
kili1269,Kilimanjaro-Taita
uncl1498,Unclassified Northeast Savanna Bantu
suku1274,Sukuma-Nyamwezi (F.20)
sout3185,Southern Tanzania Highlands Bantu
grea1289,Great Lakes Bantu
nort3209,Northeast Coastal Bantu
nyak1264,Nyakyusa-Ndali
mboz1235,Mbozi
rufi1236,Rufijic
ruvu1234,Ruvuma
maka1323,Makaa-Njem (A.80)
nucl1803,Nuclear Ngomic
basa1283,Basaa (A.40)
yaun1239,Yaunde-Fang (A.70)
nucl1740,Nuclear Bafia (A.50)
dual1244,Dualaic
beng1289,Bengaic
kota1281,Kota-Mahongwe
ndas1239,Samayic
leko1248,Greater Manenguba
tsog1242,Okani (B.30)
here1250,Her-Ejamat
kwat1245,Kwatay-Karon-Mlomp
east2734,Eastern Goidelic
midd1379,Middle-Modern Southwestern Brythonic
west2813,Western Romance
ital1286,Italo-Dalmatian
sard1256,Sardo-Corsican
nort3361,Northern Romanian
nucl1783,Nuclear Modern Greek
pont1257,Pontic-Cappadocian Greek
dirs1236,Dir-Swat Kohistani
indu1240,Indus Kohistanic
uncl1535,Unclassified Kohistani
west2860,Western Shinaic
kohi1247,Kohistanic Shina
indo1311,Kangri-Dogri
cham1331,Chamealic
lahn1241,Greater Panjabic
sind1279,Sindhic
mara1422,Marathi-Konkani
guja1255,Gujarati-Rajasthani
cent1977,Central Pahari
east1436,Eastern Pahari
east2726,Eastern Hindi
biha1245,Bihari
indo1322,Indo-Aryan Central zone
rath1244,Rathawi-Palya
gara1268,Garasia Bhil
vasa1240,Vasave-Noiri
paur1240,Pauri-Nahali
macr1269,Macro-Oriya
gaud1237,Gauda-Kamrupa
tati1244,Tatic
zaza1246,Zaza
gora1267,Gorani
gila1242,Gilaki-Rudbari
maza1305,Mazanderani-Shahmirzadi
nucl1790,Nuclear Central Iran Kermanic
kurd1259,Kurdish
sout3242,Southern-Western Balochi
cauc1242,Caucasian Tat
fars1255,Farsic
luri1252,Luric
mode1258,Modern High German
midd1319,Middle Franconian
rhin1244,Rhenish Franconian
schl1237,Schlesisch-Wilmesau
sout3292,Southwestern Dutch
glob1241,Global Dutch
lowg1239,Low German
mode1264,Modern West Frisian
late1254,Later Anglic
nucl1831,Nuclear Zeemic
polc1245,Polcic
tala1298,Tala-Zamwar
piap1250,Piapung-Koenoem
pero1242,Peroic
tang1378,Tangale-Kwami-Kupto
gera1247,Gera-Geruma-Kubi-Deno
gala1265,Galambu-Bele
