incident_date,state,airport_id,airport,operator,atype,type_eng,species_id,species,damage,num_engs,incident_month,incident_year,time_of_day,time,height,speed,phase_of_flt,sky,precip,cost_repairs_infl_adj
2003-08-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-25T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,135,Take-off run,NA,NA,NA
2003-08-25T00:00:00Z,FL,KRSW,SOUTHWEST FLORIDA INTL ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,1000,NA,Approach,NA,NA,NA
2003-08-25T00:00:00Z,CA,KLAX,LOS ANGELES INTL,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-25T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,100,NA,Approach,NA,NA,NA
2003-08-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,M,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-24T00:00:00Z,NY,KALB,ALBANY INTL,UNITED AIRLINES,A-320,D,ZX3,Sparrows,N,2,8,2003,Day,822,0,NA,Take-off run,No Cloud,None,NA
2003-08-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-23T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-23T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,170,NA,NA,NA,NA
2003-08-23T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-22T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-22T00:00:00Z,CT,KBDL,BRADLEY INTL,UNITED AIRLINES,B-757-200,D,ZX3,Sparrows,N,2,8,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-08-22T00:00:00Z,N/A,MMMX,BENITO JUAREZ INTL,UNITED AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,0,NA,Landing Roll,NA,NA,NA
2003-08-22T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-777-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-22T00:00:00Z,FL,KMIA,MIAMI INTL,UNITED AIRLINES,B-767,D,ZX3,Sparrows,N,2,8,2003,Day,819,0,NA,Take-off run,NA,NA,NA
2003-08-21T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-21T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-21T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,B-767-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,110,Take-off run,NA,NA,NA
2003-08-21T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-21T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,B-777-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-20T00:00:00Z,NE,KOMA,EPPLEY AIRFIELD,UNITED AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,8,2003,Day,1010,0,NA,Take-off run,Some Cloud,None,NA
2003-08-20T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,75,NA,Climb,NA,NA,NA
2003-08-20T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-20T00:00:00Z,N/A,RKSI,INCHEON INTL,UNITED AIRLINES,B-777-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-08-20T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-20T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-20T00:00:00Z,MA,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,UNITED AIRLINES,B-757-200,D,UNKBS,Unknown bird - small,N,2,8,2003,Day,NA,50,140,Approach,No Cloud,None,NA
2003-08-19T00:00:00Z,FL,KMCO,ORLANDO INTL,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,145,Take-off run,NA,NA,NA
2003-08-19T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-18T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,140,Approach,NA,NA,NA
2003-08-18T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-17T00:00:00Z,CA,KSFO,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,300,NA,Approach,NA,NA,NA
2003-08-17T00:00:00Z,OH,KCMH,PORT COLUMBUS INTL,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,120,Take-off run,NA,NA,NA
2003-08-17T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-767-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-17T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-17T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-17T00:00:00Z,MO,KMCI,KANSAS CITY INTL,UNITED AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,14000,250,Descent,NA,NA,NA
2003-08-16T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,B-767-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,300,160,Climb,NA,NA,NA
2003-08-16T00:00:00Z,KS,KICT,WICHITA DWIGHT D EISENHOWER NATL ARPT,UNITED AIRLINES,B-737-500,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,120,210,Climb,No Cloud,None,NA
2003-08-16T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-16T00:00:00Z,N/A,MMMX,BENITO JUAREZ INTL,UNITED AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-08-16T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-15T00:00:00Z,CA,KSMF,SACRAMENTO INTL,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,Day,949,0,NA,Landing Roll,NA,NA,NA
2003-08-15T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-777-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,250,NA,NA,NA,NA
2003-08-15T00:00:00Z,PR,TJSJ,LUIS MUNOZ MARIN INTL,UNITED AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,8,2003,Night,NA,50,130,Approach,No Cloud,None,NA
2003-08-14T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-14T00:00:00Z,IN,KIND,INDIANAPOLIS INTL ARPT,UNITED AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,0,80,Take-off run,NA,NA,NA
2003-08-14T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-14T00:00:00Z,DC,KIAD,WASHINGTON DULLES INTL ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,Night,2155,0,135,Landing Roll,NA,NA,NA
2003-08-13T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-13T00:00:00Z,IN,KIND,INDIANAPOLIS INTL ARPT,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-08-13T00:00:00Z,CA,KSFO,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,500,NA,Approach,NA,NA,NA
2003-08-12T00:00:00Z,WA,KSEA,SEATTLE-TACOMA INTL,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-12T00:00:00Z,N/A,RCTP,TAIBEI INTL,UNITED AIRLINES,B-777-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,500,180,Climb,NA,NA,NA
2003-08-12T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-11T00:00:00Z,UT,KSLC,SALT LAKE CITY INTL,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Climb,NA,NA,NA
2003-08-10T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-09T00:00:00Z,IN,KIND,INDIANAPOLIS INTL ARPT,UNITED AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,NA,NA,Climb,NA,NA,NA
2003-08-09T00:00:00Z,N/A,MROC,JUAN SANTAMARIA INTL,UNITED AIRLINES,A-320,D,1F12,Domestic dog,N,2,8,2003,NA,NA,0,NA,Landing Roll,NA,NA,NA
2003-08-09T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-09T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-747-400,D,UNKBM,Unknown bird - medium,N,4,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-08T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-07T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-07T00:00:00Z,OH,KCMH,PORT COLUMBUS INTL,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-07T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,13000,NA,Descent,NA,NA,NA
2003-08-07T00:00:00Z,CA,KSMF,SACRAMENTO INTL,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,Day,1718,0,NA,Take-off run,NA,NA,NA
2003-08-07T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,M,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-06T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-06T00:00:00Z,CA,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,20,135,Approach,NA,NA,NA
2003-08-06T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,NA,Landing Roll,NA,NA,NA
2003-08-05T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-05T00:00:00Z,FL,KMIA,MIAMI INTL,UNITED AIRLINES,B-767-300,D,UNKBL,Unknown bird - large,N,2,8,2003,Day,718,200,NA,Climb,Some Cloud,None,NA
2003-08-05T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-04T00:00:00Z,CT,KBDL,BRADLEY INTL,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-08-04T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,B-767-300,D,UNKBM,Unknown bird - medium,M,2,8,2003,NA,NA,0,NA,Landing Roll,NA,NA,NA
2003-08-04T00:00:00Z,WY,KJAC,JACKSON HOLE,UNITED AIRLINES,A-319,D,L3102,Greater sage-grouse,N,2,8,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-08-04T00:00:00Z,RI,KPVD,THEODORE FRANCIS GREEN STATE,UNITED AIRLINES,B-737-300,D,NE1,Gulls,N,2,8,2003,Day,848,0,NA,Take-off run,Some Cloud,None,NA
2003-08-03T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-08-03T00:00:00Z,TX,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-08-02T00:00:00Z,CA,KSMF,SACRAMENTO INTL,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,Day,1456,0,90,Take-off run,NA,NA,NA
2003-08-02T00:00:00Z,N/A,LFPG,CHARLES DE GAULLE,UNITED AIRLINES,B-777-200,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,NA,NA,Climb,NA,NA,NA
2003-08-01T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,8,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-08-01T00:00:00Z,LA,KMSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,UNITED AIRLINES,B-737-300,D,UNKBS,Unknown bird - small,N,2,8,2003,NA,NA,500,NA,Approach,NA,NA,NA
2003-08-01T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737,D,UNKBM,Unknown bird - medium,N,2,8,2003,Day,1852,0,NA,NA,NA,NA,NA
2003-08-01T00:00:00Z,CA,KBUR,BOB HOPE ARPT,UNITED AIRLINES,B-737-500,D,O2111,Rock pigeon,M,2,8,2003,Day,1707,NA,NA,Approach,No Cloud,None,NA
2003-07-31T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-767-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-31T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,10,NA,Approach,NA,NA,NA
2003-07-31T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-30T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,J2204,Canada goose,M,2,7,2003,Day,1833,9000,300,En Route,Some Cloud,NA,7905
2003-07-30T00:00:00Z,UT,KSLC,SALT LAKE CITY INTL,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,NA,Landing Roll,NA,NA,NA
2003-07-30T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-757-200,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,NA,250,Approach,NA,NA,NA
2003-07-29T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-777-200,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-29T00:00:00Z,CA,KSMF,SACRAMENTO INTL,UNITED AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-29T00:00:00Z,N/A,ZSPD,PU DONG INTL ARPT,UNITED AIRLINES,B-747-400,D,UNKBM,Unknown bird - medium,N,4,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-29T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,Climb,NA,NA,NA
2003-07-29T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-29T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-28T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-500,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-28T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,B-777-200,D,YL001,European starling,N,2,7,2003,Dusk,NA,0,160,Landing Roll,Some Cloud,None,NA
2003-07-28T00:00:00Z,MI,KDTW,DETROIT METRO WAYNE COUNTY ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,150,Take-off run,NA,NA,NA
2003-07-26T00:00:00Z,MO,KMCI,KANSAS CITY INTL,UNITED AIRLINES,B-737-300,D,YI001,Purple martin,N,2,7,2003,Day,NA,0,140,Take-off run,No Cloud,None,NA
2003-07-26T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-500,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,NA,NA,Climb,NA,NA,NA
2003-07-26T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-26T00:00:00Z,N/A,MMMX,BENITO JUAREZ INTL,UNITED AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,0,140,Take-off run,NA,NA,NA
2003-07-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-24T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,145,Take-off run,NA,NA,NA
2003-07-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-23T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,S,2,7,2003,NA,NA,NA,NA,NA,NA,NA,14993
2003-07-23T00:00:00Z,IN,KIND,INDIANAPOLIS INTL ARPT,UNITED AIRLINES,B-737-300,D,ZT1,Blackbirds,N,2,7,2003,NA,NA,0,110,Take-off run,NA,NA,NA
2003-07-23T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-23T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,NA,Landing Roll,NA,NA,NA
2003-07-22T00:00:00Z,N/A,EGLL,HEATHROW - LONDON,UNITED AIRLINES,B-777-200,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,100,NA,Approach,NA,NA,NA
2003-07-22T00:00:00Z,DC,KIAD,WASHINGTON DULLES INTL ARPT,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-22T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-22T00:00:00Z,CA,KSMF,SACRAMENTO INTL,UNITED AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,400,NA,Approach,NA,NA,NA
2003-07-22T00:00:00Z,CA,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,Approach,NA,NA,NA
2003-07-21T00:00:00Z,TX,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,UNITED AIRLINES,B-737-500,D,UNKBS,Unknown bird - small,N,2,7,2003,Day,NA,40,140,Approach,Some Cloud,None,NA
2003-07-21T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,100,Take-off run,NA,NA,NA
2003-07-21T00:00:00Z,DC,KIAD,WASHINGTON DULLES INTL ARPT,UNITED AIRLINES,B-767-300,D,UNKBS,Unknown bird - small,N,2,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-21T00:00:00Z,NE,KOMA,EPPLEY AIRFIELD,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,1500,220,Climb,NA,NA,NA
2003-07-20T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,UNITED AIRLINES,B-767-200,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,170,Take-off run,NA,NA,NA
2003-07-20T00:00:00Z,LA,KMSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,UNITED AIRLINES,B-737-500,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,Climb,NA,NA,NA
2003-07-19T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
2003-07-19T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,NA,Landing Roll,NA,NA,NA
2003-07-19T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,B-737-300,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,0,NA,Take-off run,NA,NA,NA
2003-07-19T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,Climb,NA,NA,NA
2003-07-18T00:00:00Z,N/A,ZZZZ,UNKNOWN,UNITED AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,2,7,2003,NA,NA,NA,NA,NA,NA,NA,NA
