category,meta_cat,group_num,year,gross_inv
S&L K-12,Education,19,2004,42702
S&L K-12,Education,19,2005,46318
S&L K-12,Education,19,2006,51334
S&L K-12,Education,19,2007,54974.001
S&L K-12,Education,19,2008,56519.999
S&L K-12,Education,19,2009,51314
S&L K-12,Education,19,2010,44605
S&L K-12,Education,19,2011,41172
S&L K-12,Education,19,2012,38039
S&L K-12,Education,19,2013,36960
S&L K-12,Education,19,2014,39354
S&L K-12,Education,19,2015,43779.001
S&L K-12,Education,19,2016,48404
S&L K-12,Education,19,2017,51863.999
S&L higher education,Education,19,1947,45.585
S&L higher education,Education,19,1948,122.755
S&L higher education,Education,19,1949,186.28900000000002
S&L higher education,Education,19,1950,225.741
S&L higher education,Education,19,1951,300.764
S&L higher education,Education,19,1952,318.63200000000006
S&L higher education,Education,19,1953,340.13
S&L higher education,Education,19,1954,423.375
S&L higher education,Education,19,1955,486.991
S&L higher education,Education,19,1956,509.418
S&L higher education,Education,19,1957,562.564
S&L higher education,Education,19,1958,572.026
S&L higher education,Education,19,1959,529.999
S&L higher education,Education,19,1960,494.999
S&L higher education,Education,19,1961,645.001
S&L higher education,Education,19,1962,738
S&L higher education,Education,19,1963,1030.999
S&L higher education,Education,19,1964,1186.9999999999998
S&L higher education,Education,19,1965,1353.001
S&L higher education,Education,19,1966,1796.001
S&L higher education,Education,19,1967,1966.001
S&L higher education,Education,19,1968,1857.001
S&L higher education,Education,19,1969,1969.001
S&L higher education,Education,19,1970,2201.001
S&L higher education,Education,19,1971,2159.001
S&L higher education,Education,19,1972,2411
S&L higher education,Education,19,1973,3144.002
S&L higher education,Education,19,1974,2994
S&L higher education,Education,19,1975,1939.001
S&L higher education,Education,19,1976,1992
S&L higher education,Education,19,1977,1732.999
S&L higher education,Education,19,1978,1749
S&L higher education,Education,19,1979,1824.9999999999998
S&L higher education,Education,19,1980,2124
S&L higher education,Education,19,1981,2308.001
S&L higher education,Education,19,1982,2194
S&L higher education,Education,19,1983,1998.9980000000003
S&L higher education,Education,19,1984,2361
S&L higher education,Education,19,1985,2743.999
S&L higher education,Education,19,1986,3094
S&L higher education,Education,19,1987,3148.999
S&L higher education,Education,19,1988,3567.001
S&L higher education,Education,19,1989,3926
S&L higher education,Education,19,1990,3902.001
S&L higher education,Education,19,1991,4480
S&L higher education,Education,19,1992,5231
S&L higher education,Education,19,1993,5419.001
S&L higher education,Education,19,1994,5778
S&L higher education,Education,19,1995,6632.999
S&L higher education,Education,19,1996,6500
S&L higher education,Education,19,1997,7420.999
S&L higher education,Education,19,1998,8166
S&L higher education,Education,19,1999,9142
S&L higher education,Education,19,2000,10171
S&L higher education,Education,19,2001,11508
S&L higher education,Education,19,2002,13398
S&L higher education,Education,19,2003,15257
S&L higher education,Education,19,2004,17030.000000000004
S&L higher education,Education,19,2005,17918.001
S&L higher education,Education,19,2006,19300.001
S&L higher education,Education,19,2007,21171.998
S&L higher education,Education,19,2008,23781.8
S&L higher education,Education,19,2009,25838.601000000002
S&L higher education,Education,19,2010,26151.4
S&L higher education,Education,19,2011,26619.2
S&L higher education,Education,19,2012,26337.999
S&L higher education,Education,19,2013,25127.999
S&L higher education,Education,19,2014,24720.999
S&L higher education,Education,19,2015,26366.999
S&L higher education,Education,19,2016,27835
S&L higher education,Education,19,2017,27874
S&L libraries,Education,19,1947,3.0980000000000003
S&L libraries,Education,19,1948,5.126
S&L libraries,Education,19,1949,8.214
S&L libraries,Education,19,1950,9.29
S&L libraries,Education,19,1951,9.294
S&L libraries,Education,19,1952,7.272
S&L libraries,Education,19,1953,9.355
S&L libraries,Education,19,1954,12.396
S&L libraries,Education,19,1955,15.665
S&L libraries,Education,19,1956,15.736
S&L libraries,Education,19,1957,17.76
S&L libraries,Education,19,1958,18.837
S&L libraries,Education,19,1959,18.999
S&L libraries,Education,19,1960,30
S&L libraries,Education,19,1961,33.001
S&L libraries,Education,19,1962,39
S&L libraries,Education,19,1963,38.001
S&L libraries,Education,19,1964,44
S&L libraries,Education,19,1965,51.001
S&L libraries,Education,19,1966,64.99900000000001
S&L libraries,Education,19,1967,92
S&L libraries,Education,19,1968,92
S&L libraries,Education,19,1969,92.999
S&L libraries,Education,19,1970,94
S&L libraries,Education,19,1971,91.001
S&L libraries,Education,19,1972,84
S&L libraries,Education,19,1973,91
S&L libraries,Education,19,1974,97
S&L libraries,Education,19,1975,130
S&L libraries,Education,19,1976,120.999
S&L libraries,Education,19,1977,98.001
S&L libraries,Education,19,1978,120
S&L libraries,Education,19,1979,136
S&L libraries,Education,19,1980,158.99900000000002
S&L libraries,Education,19,1981,159
S&L libraries,Education,19,1982,146.001
S&L libraries,Education,19,1983,143.99999999999997
S&L libraries,Education,19,1984,178
S&L libraries,Education,19,1985,188
S&L libraries,Education,19,1986,230
S&L libraries,Education,19,1987,269.001
S&L libraries,Education,19,1988,335
S&L libraries,Education,19,1989,357
S&L libraries,Education,19,1990,441
S&L libraries,Education,19,1991,479
S&L libraries,Education,19,1992,417
S&L libraries,Education,19,1993,377
S&L libraries,Education,19,1994,376
S&L libraries,Education,19,1995,426.999
S&L libraries,Education,19,1996,549.999
S&L libraries,Education,19,1997,583.001
S&L libraries,Education,19,1998,574
S&L libraries,Education,19,1999,528
S&L libraries,Education,19,2000,574.0000000000001
S&L libraries,Education,19,2001,661
S&L libraries,Education,19,2002,757.9990000000001
S&L libraries,Education,19,2003,868
S&L libraries,Education,19,2004,916
S&L libraries,Education,19,2005,1078
S&L libraries,Education,19,2006,1016
S&L libraries,Education,19,2007,1070.999
S&L libraries,Education,19,2008,1002.8
S&L libraries,Education,19,2009,1077.6
S&L libraries,Education,19,2010,971.4
S&L libraries,Education,19,2011,866.199
S&L libraries,Education,19,2012,825
S&L libraries,Education,19,2013,699
S&L libraries,Education,19,2014,757
S&L libraries,Education,19,2015,924
S&L libraries,Education,19,2016,972
S&L libraries,Education,19,2017,797.0009999999999
S&L other educational structures,Education,19,1947,1
S&L other educational structures,Education,19,1948,3
S&L other educational structures,Education,19,1949,5
S&L other educational structures,Education,19,1950,5.999999999999999
S&L other educational structures,Education,19,1951,6.999999999999999
S&L other educational structures,Education,19,1952,8
S&L other educational structures,Education,19,1953,7.999999999999999
S&L other educational structures,Education,19,1954,10
S&L other educational structures,Education,19,1955,12
S&L other educational structures,Education,19,1956,13
S&L other educational structures,Education,19,1957,14
S&L other educational structures,Education,19,1958,14
S&L other educational structures,Education,19,1959,13
S&L other educational structures,Education,19,1960,18
S&L other educational structures,Education,19,1961,25
S&L other educational structures,Education,19,1962,28
S&L other educational structures,Education,19,1963,42
S&L other educational structures,Education,19,1964,68
S&L other educational structures,Education,19,1965,106.999
S&L other educational structures,Education,19,1966,139.999
S&L other educational structures,Education,19,1967,159
S&L other educational structures,Education,19,1968,153
S&L other educational structures,Education,19,1969,154
S&L other educational structures,Education,19,1970,242
S&L other educational structures,Education,19,1971,232
S&L other educational structures,Education,19,1972,255
S&L other educational structures,Education,19,1973,225
S&L other educational structures,Education,19,1974,297.00000000000006
S&L other educational structures,Education,19,1975,466.001
S&L other educational structures,Education,19,1976,433.999
S&L other educational structures,Education,19,1977,318
S&L other educational structures,Education,19,1978,300
S&L other educational structures,Education,19,1979,293.001
S&L other educational structures,Education,19,1980,327
S&L other educational structures,Education,19,1981,252
S&L other educational structures,Education,19,1982,186.00100000000003
S&L other educational structures,Education,19,1983,279
S&L other educational structures,Education,19,1984,353
S&L other educational structures,Education,19,1985,226
S&L other educational structures,Education,19,1986,146
S&L other educational structures,Education,19,1987,161.999
S&L other educational structures,Education,19,1988,207
S&L other educational structures,Education,19,1989,290
S&L other educational structures,Education,19,1990,259
S&L other educational structures,Education,19,1991,188
S&L other educational structures,Education,19,1992,168
S&L other educational structures,Education,19,1993,160
S&L other educational structures,Education,19,1994,205
S&L other educational structures,Education,19,1995,246
S&L other educational structures,Education,19,1996,267
S&L other educational structures,Education,19,1997,298
S&L other educational structures,Education,19,1998,276.99999999999994
S&L other educational structures,Education,19,1999,282
S&L other educational structures,Education,19,2000,395
S&L other educational structures,Education,19,2001,497
S&L other educational structures,Education,19,2002,498
S&L other educational structures,Education,19,2003,435
S&L other educational structures,Education,19,2004,349
S&L other educational structures,Education,19,2005,318.00000000000006
S&L other educational structures,Education,19,2006,402
S&L other educational structures,Education,19,2007,466
S&L other educational structures,Education,19,2008,412.7989999999999
S&L other educational structures,Education,19,2009,954.6
S&L other educational structures,Education,19,2010,1455.4
S&L other educational structures,Education,19,2011,1018.2
S&L other educational structures,Education,19,2012,677
S&L other educational structures,Education,19,2013,707
S&L other educational structures,Education,19,2014,707
S&L other educational structures,Education,19,2015,614.9999999999999
S&L other educational structures,Education,19,2016,468
S&L other educational structures,Education,19,2017,420
Private,Public safety,21,1947,10
Private,Public safety,21,1948,17
Private,Public safety,21,1949,20
Private,Public safety,21,1950,19
Private,Public safety,21,1951,22
Private,Public safety,21,1952,20
Private,Public safety,21,1953,24
Private,Public safety,21,1954,28
Private,Public safety,21,1955,24
Private,Public safety,21,1956,30
Private,Public safety,21,1957,32
Private,Public safety,21,1958,41
Private,Public safety,21,1959,48
Private,Public safety,21,1960,58
Private,Public safety,21,1961,55
Private,Public safety,21,1962,58
Private,Public safety,21,1963,64
Private,Public safety,21,1964,63
Private,Public safety,21,1965,86
Private,Public safety,21,1966,89
Private,Public safety,21,1967,90
Private,Public safety,21,1968,38
Private,Public safety,21,1969,49
Private,Public safety,21,1970,50
Private,Public safety,21,1971,51
Private,Public safety,21,1972,58
Private,Public safety,21,1973,68.99999999999999
Private,Public safety,21,1974,64
Private,Public safety,21,1975,60
Private,Public safety,21,1976,73
Private,Public safety,21,1977,77
Private,Public safety,21,1978,99
Private,Public safety,21,1979,115
Private,Public safety,21,1980,141.00000000000003
Private,Public safety,21,1981,149.99999999999997
Private,Public safety,21,1982,186
Private,Public safety,21,1983,209
Private,Public safety,21,1984,265
Private,Public safety,21,1985,298
Private,Public safety,21,1986,307
Private,Public safety,21,1987,324
Private,Public safety,21,1988,407
Private,Public safety,21,1989,331
Private,Public safety,21,1990,330
Private,Public safety,21,1991,302
Private,Public safety,21,1992,255.99999999999997
Private,Public safety,21,1993,331
Private,Public safety,21,1994,383
Private,Public safety,21,1995,387
Private,Public safety,21,1996,488
Private,Public safety,21,1997,588
Private,Public safety,21,1998,1262
Private,Public safety,21,1999,1002
Private,Public safety,21,2000,910.9999999999999
Private,Public safety,21,2001,590
Private,Public safety,21,2002,467
Private,Public safety,21,2003,399
Private,Public safety,21,2004,623
Private,Public safety,21,2005,880
Private,Public safety,21,2006,904
Private,Public safety,21,2007,1282
Private,Public safety,21,2008,1235
Private,Public safety,21,2009,851
Private,Public safety,21,2010,393
Private,Public safety,21,2011,298
Private,Public safety,21,2012,133
Private,Public safety,21,2013,161
Private,Public safety,21,2014,293
Private,Public safety,21,2015,289
Private,Public safety,21,2016,134
Private,Public safety,21,2017,124
Federal,Public safety,21,1947,52
Federal,Public safety,21,1948,23
Federal,Public safety,21,1949,29
Federal,Public safety,21,1950,39
Federal,Public safety,21,1951,26
Federal,Public safety,21,1952,25
Federal,Public safety,21,1953,24
Federal,Public safety,21,1954,22
Federal,Public safety,21,1955,18
Federal,Public safety,21,1956,14
Federal,Public safety,21,1957,27
Federal,Public safety,21,1958,14
Federal,Public safety,21,1959,62
Federal,Public safety,21,1960,95
Federal,Public safety,21,1961,125
Federal,Public safety,21,1962,131.99999999999997
Federal,Public safety,21,1963,131
Federal,Public safety,21,1964,114
Federal,Public safety,21,1965,111
Federal,Public safety,21,1966,160
Federal,Public safety,21,1967,159
Federal,Public safety,21,1968,196
Federal,Public safety,21,1969,201
Federal,Public safety,21,1970,258
Federal,Public safety,21,1971,275
Federal,Public safety,21,1972,304
Federal,Public safety,21,1973,347
Federal,Public safety,21,1974,449
Federal,Public safety,21,1975,593
Federal,Public safety,21,1976,591
Federal,Public safety,21,1977,716
Federal,Public safety,21,1978,957
Federal,Public safety,21,1979,1009.9999999999999
Federal,Public safety,21,1980,1139
Federal,Public safety,21,1981,1223
Federal,Public safety,21,1982,1164.0000000000002
Federal,Public safety,21,1983,1083
Federal,Public safety,21,1984,1514
Federal,Public safety,21,1985,909
Federal,Public safety,21,1986,1283.9999999999998
Federal,Public safety,21,1987,1349
Federal,Public safety,21,1988,711
Federal,Public safety,21,1989,771
Federal,Public safety,21,1990,1213
Federal,Public safety,21,1991,1396
Federal,Public safety,21,1992,1831
Federal,Public safety,21,1993,2114
Federal,Public safety,21,1994,1960
Federal,Public safety,21,1995,1903
Federal,Public safety,21,1996,1905
Federal,Public safety,21,1997,2042
Federal,Public safety,21,1998,2043
Federal,Public safety,21,1999,1907
Federal,Public safety,21,2000,1661
Federal,Public safety,21,2001,1201
Federal,Public safety,21,2002,1337
Federal,Public safety,21,2003,832
Federal,Public safety,21,2004,460
Federal,Public safety,21,2005,270.00000000000006
Federal,Public safety,21,2006,247
Federal,Public safety,21,2007,519
Federal,Public safety,21,2008,533
Federal,Public safety,21,2009,453
Federal,Public safety,21,2010,448
Federal,Public safety,21,2011,791
Federal,Public safety,21,2012,560
Federal,Public safety,21,2013,183
Federal,Public safety,21,2014,183
Federal,Public safety,21,2015,129
Federal,Public safety,21,2016,324
Federal,Public safety,21,2017,495
S&L police,Public safety,21,1947,2.194
S&L police,Public safety,21,1948,3.252
S&L police,Public safety,21,1949,5.43
S&L police,Public safety,21,1950,5.58
S&L police,Public safety,21,1951,5.587999999999999
S&L police,Public safety,21,1952,4.543000000000001
S&L police,Public safety,21,1953,5.71
S&L police,Public safety,21,1954,7.79
S&L police,Public safety,21,1955,10.33
S&L police,Public safety,21,1956,10.472000000000001
S&L police,Public safety,21,1957,11.521
S&L police,Public safety,21,1958,12.675
S&L police,Public safety,21,1959,13
S&L police,Public safety,21,1960,11
S&L police,Public safety,21,1961,10
S&L police,Public safety,21,1962,14
S&L police,Public safety,21,1963,13.001
S&L police,Public safety,21,1964,17
S&L police,Public safety,21,1965,26
S&L police,Public safety,21,1966,59
S&L police,Public safety,21,1967,34
S&L police,Public safety,21,1968,43
S&L police,Public safety,21,1969,65.999
S&L police,Public safety,21,1970,52
S&L police,Public safety,21,1971,88.001
S&L police,Public safety,21,1972,108
S&L police,Public safety,21,1973,110
S&L police,Public safety,21,1974,130
S&L police,Public safety,21,1975,231
S&L police,Public safety,21,1976,207.99899999999997
S&L police,Public safety,21,1977,182.00100000000003
S&L police,Public safety,21,1978,178
S&L police,Public safety,21,1979,181.99899999999997
S&L police,Public safety,21,1980,204.99899999999997
S&L police,Public safety,21,1981,242
S&L police,Public safety,21,1982,229.99899999999997
S&L police,Public safety,21,1983,217
S&L police,Public safety,21,1984,259
S&L police,Public safety,21,1985,290
S&L police,Public safety,21,1986,385
S&L police,Public safety,21,1987,390.00000000000006
S&L police,Public safety,21,1988,382.999
S&L police,Public safety,21,1989,463.99999999999994
S&L police,Public safety,21,1990,492.999
S&L police,Public safety,21,1991,438
S&L police,Public safety,21,1992,429
S&L police,Public safety,21,1993,452
S&L police,Public safety,21,1994,511
S&L police,Public safety,21,1995,701
S&L police,Public safety,21,1996,888
S&L police,Public safety,21,1997,877
S&L police,Public safety,21,1998,863
S&L police,Public safety,21,1999,891.9999999999999
S&L police,Public safety,21,2000,836
S&L police,Public safety,21,2001,1057
S&L police,Public safety,21,2002,1064
S&L police,Public safety,21,2003,1051.001
S&L police,Public safety,21,2004,1076.9999999999998
S&L police,Public safety,21,2005,1084
S&L police,Public safety,21,2006,1240.001
S&L police,Public safety,21,2007,1241.999
S&L police,Public safety,21,2008,1323.799
S&L police,Public safety,21,2009,1563.598
S&L police,Public safety,21,2010,1553.4
S&L police,Public safety,21,2011,1425.2
S&L police,Public safety,21,2012,1439
S&L police,Public safety,21,2013,1366
S&L police,Public safety,21,2014,1323
S&L police,Public safety,21,2015,1308
S&L police,Public safety,21,2016,1397
S&L police,Public safety,21,2017,1526.0019999999997
S&L fire,Public safety,21,1947,4.194
S&L fire,Public safety,21,1948,7.251999999999999
S&L fire,Public safety,21,1949,10.43
S&L fire,Public safety,21,1950,12.58
S&L fire,Public safety,21,1951,12.588
S&L fire,Public safety,21,1952,9.543
S&L fire,Public safety,21,1953,12.71
S&L fire,Public safety,21,1954,16.79
S&L fire,Public safety,21,1955,21.33
S&L fire,Public safety,21,1956,21.472
S&L fire,Public safety,21,1957,23.521
S&L fire,Public safety,21,1958,25.675
S&L fire,Public safety,21,1959,26
S&L fire,Public safety,21,1960,38
S&L fire,Public safety,21,1961,32
S&L fire,Public safety,21,1962,45
S&L fire,Public safety,21,1963,47.001
S&L fire,Public safety,21,1964,53
S&L fire,Public safety,21,1965,53.001
S&L fire,Public safety,21,1966,56.999
S&L fire,Public safety,21,1967,45
S&L fire,Public safety,21,1968,81
S&L fire,Public safety,21,1969,79.999
S&L fire,Public safety,21,1970,74
S&L fire,Public safety,21,1971,116.001
S&L fire,Public safety,21,1972,140
S&L fire,Public safety,21,1973,102
S&L fire,Public safety,21,1974,153
S&L fire,Public safety,21,1975,129
S&L fire,Public safety,21,1976,140
S&L fire,Public safety,21,1977,166
S&L fire,Public safety,21,1978,178
S&L fire,Public safety,21,1979,203.00100000000003
S&L fire,Public safety,21,1980,234
S&L fire,Public safety,21,1981,208.00100000000003
S&L fire,Public safety,21,1982,192
S&L fire,Public safety,21,1983,181
S&L fire,Public safety,21,1984,208
S&L fire,Public safety,21,1985,221
S&L fire,Public safety,21,1986,250.99899999999997
S&L fire,Public safety,21,1987,330
S&L fire,Public safety,21,1988,365
S&L fire,Public safety,21,1989,445
S&L fire,Public safety,21,1990,398
S&L fire,Public safety,21,1991,406
S&L fire,Public safety,21,1992,408.001
S&L fire,Public safety,21,1993,358
S&L fire,Public safety,21,1994,328
S&L fire,Public safety,21,1995,374
S&L fire,Public safety,21,1996,566
S&L fire,Public safety,21,1997,594
S&L fire,Public safety,21,1998,539
S&L fire,Public safety,21,1999,635.999
S&L fire,Public safety,21,2000,738.9990000000001
S&L fire,Public safety,21,2001,785.9990000000001
S&L fire,Public safety,21,2002,784
S&L fire,Public safety,21,2003,958.0010000000001
S&L fire,Public safety,21,2004,1042.001
S&L fire,Public safety,21,2005,1072.0009999999997
S&L fire,Public safety,21,2006,1245.0000000000002
S&L fire,Public safety,21,2007,1503
S&L fire,Public safety,21,2008,1498.8
S&L fire,Public safety,21,2009,1330.6
S&L fire,Public safety,21,2010,1222.4
S&L fire,Public safety,21,2011,1205.201
S&L fire,Public safety,21,2012,1134
S&L fire,Public safety,21,2013,882
S&L fire,Public safety,21,2014,854
S&L fire,Public safety,21,2015,1215
S&L fire,Public safety,21,2016,1368
S&L fire,Public safety,21,2017,1528
S&L correction,Public safety,21,1947,13.944
S&L correction,Public safety,21,1948,29.818
S&L correction,Public safety,21,1949,43.31100000000001
S&L correction,Public safety,21,1950,47.629
S&L correction,Public safety,21,1951,48.59400000000001
S&L correction,Public safety,21,1952,35.446
S&L correction,Public safety,21,1953,49.615
S&L correction,Public safety,21,1954,64.622
S&L correction,Public safety,21,1955,80.49799999999999
S&L correction,Public safety,21,1956,80.889
S&L correction,Public safety,21,1957,93.117
S&L correction,Public safety,21,1958,98.037
S&L correction,Public safety,21,1959,98.999
S&L correction,Public safety,21,1960,76
S&L correction,Public safety,21,1961,92.002
S&L correction,Public safety,21,1962,73
S&L correction,Public safety,21,1963,90
S&L correction,Public safety,21,1964,99
S&L correction,Public safety,21,1965,108
S&L correction,Public safety,21,1966,117
S&L correction,Public safety,21,1967,118
S&L correction,Public safety,21,1968,115
S&L correction,Public safety,21,1969,150.999
S&L correction,Public safety,21,1970,154
S&L correction,Public safety,21,1971,139.99999999999997
S&L correction,Public safety,21,1972,201
S&L correction,Public safety,21,1973,158
S&L correction,Public safety,21,1974,176
S&L correction,Public safety,21,1975,286
S&L correction,Public safety,21,1976,382
S&L correction,Public safety,21,1977,449
S&L correction,Public safety,21,1978,508.001
S&L correction,Public safety,21,1979,612.999
S&L correction,Public safety,21,1980,777.0009999999999
S&L correction,Public safety,21,1981,835.9990000000001
S&L correction,Public safety,21,1982,1006.0009999999999
S&L correction,Public safety,21,1983,1155.999
S&L correction,Public safety,21,1984,1347
S&L correction,Public safety,21,1985,1729
S&L correction,Public safety,21,1986,2108.999
S&L correction,Public safety,21,1987,2398
S&L correction,Public safety,21,1988,2725.001
S&L correction,Public safety,21,1989,3183
S&L correction,Public safety,21,1990,3714.001
S&L correction,Public safety,21,1991,3661
S&L correction,Public safety,21,1992,3066.001
S&L correction,Public safety,21,1993,2762.999
S&L correction,Public safety,21,1994,2960
S&L correction,Public safety,21,1995,2889.999
S&L correction,Public safety,21,1996,2363
S&L correction,Public safety,21,1997,2606.001
S&L correction,Public safety,21,1998,3000
S&L correction,Public safety,21,1999,3119.9999999999995
S&L correction,Public safety,21,2000,3001
S&L correction,Public safety,21,2001,2873
S&L correction,Public safety,21,2002,2467
S&L correction,Public safety,21,2003,2057.002
S&L correction,Public safety,21,2004,1971.999
S&L correction,Public safety,21,2005,1941
S&L correction,Public safety,21,2006,2203.0000000000005
S&L correction,Public safety,21,2007,2677.001
S&L correction,Public safety,21,2008,2739.7990000000004
S&L correction,Public safety,21,2009,2526.6000000000004
S&L correction,Public safety,21,2010,2255.401
S&L correction,Public safety,21,2011,2424.199
S&L correction,Public safety,21,2012,2173
S&L correction,Public safety,21,2013,2060
S&L correction,Public safety,21,2014,2159.999
S&L correction,Public safety,21,2015,1954.999
S&L correction,Public safety,21,2016,1739
S&L correction,Public safety,21,2017,1768.999
Private communications structures,Digital,22,1947,510
Private communications structures,Digital,22,1948,713
Private communications structures,Digital,22,1949,533
Private communications structures,Digital,22,1950,440.00000000000006
Private communications structures,Digital,22,1951,487
Private communications structures,Digital,22,1952,570
Private communications structures,Digital,22,1953,614.9999999999999
Private communications structures,Digital,22,1954,655
Private communications structures,Digital,22,1955,758
Private communications structures,Digital,22,1956,1113
Private communications structures,Digital,22,1957,1068
Private communications structures,Digital,22,1958,904
Private communications structures,Digital,22,1959,950
Private communications structures,Digital,22,1960,1086
Private communications structures,Digital,22,1961,977
Private communications structures,Digital,22,1962,993
Private communications structures,Digital,22,1963,1123
Private communications structures,Digital,22,1964,1307.9999999999998
Private communications structures,Digital,22,1965,1457
Private communications structures,Digital,22,1966,1601
Private communications structures,Digital,22,1967,1629
Private communications structures,Digital,22,1968,1693
Private communications structures,Digital,22,1969,2188
Private communications structures,Digital,22,1970,2943
Private communications structures,Digital,22,1971,2970
Private communications structures,Digital,22,1972,3266
Private communications structures,Digital,22,1973,3925
Private communications structures,Digital,22,1974,4236
Private communications structures,Digital,22,1975,3771
Private communications structures,Digital,22,1976,3906
Private communications structures,Digital,22,1977,4494
Private communications structures,Digital,22,1978,5596
Private communications structures,Digital,22,1979,6883
Private communications structures,Digital,22,1980,7725.000000000001
Private communications structures,Digital,22,1981,8158.999999999999
Private communications structures,Digital,22,1982,8454
Private communications structures,Digital,22,1983,7575
Private communications structures,Digital,22,1984,7970
Private communications structures,Digital,22,1985,8259
Private communications structures,Digital,22,1986,8969
Private communications structures,Digital,22,1987,9194
Private communications structures,Digital,22,1988,9556
Private communications structures,Digital,22,1989,9614
Private communications structures,Digital,22,1990,9803
Private communications structures,Digital,22,1991,8962
Private communications structures,Digital,22,1992,8993
Private communications structures,Digital,22,1993,9619.000000000002
Private communications structures,Digital,22,1994,10121
Private communications structures,Digital,22,1995,11093
Private communications structures,Digital,22,1996,11810
Private communications structures,Digital,22,1997,12416
Private communications structures,Digital,22,1998,12473
Private communications structures,Digital,22,1999,18404.999999999996
Private communications structures,Digital,22,2000,18799
Private communications structures,Digital,22,2001,19596
Private communications structures,Digital,22,2002,18384
Private communications structures,Digital,22,2003,14456
Private communications structures,Digital,22,2004,15468
Private communications structures,Digital,22,2005,18846.000000000004
Private communications structures,Digital,22,2006,22187
Private communications structures,Digital,22,2007,27488
Private communications structures,Digital,22,2008,26343
Private communications structures,Digital,22,2009,19713
Private communications structures,Digital,22,2010,17690
Private communications structures,Digital,22,2011,17537
Private communications structures,Digital,22,2012,15953
Private communications structures,Digital,22,2013,17620
Private communications structures,Digital,22,2014,17106
Private communications structures,Digital,22,2015,21506
Private communications structures,Digital,22,2016,22015
Private communications structures,Digital,22,2017,24702
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1947,600
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1948,603
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1949,535.0000000000001
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1950,548
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1951,565
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1952,822
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1953,836
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1954,733
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1955,773
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1956,1082
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1957,1221
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1958,1087
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1959,1213
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1960,1715
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1961,2013
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1962,2318.0000000000005
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1963,2360
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1964,2373.9999999999995
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1965,2862
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1966,3278
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1967,3540
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1968,3981
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1969,4735
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1970,5491
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1971,5654
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1972,5650
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1973,6960
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1974,7681
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1975,7966
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1976,9108
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1977,11903
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1978,12722.000000000002
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1979,13843.999999999998
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1980,15736
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1981,17139
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1982,17778
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1983,17129
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1984,16981
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1985,17366
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1986,19474
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1987,19838
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1988,21674
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1989,20959
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1990,21384
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1991,21031
