category,meta_cat,group_num,year,gross_inv_chain
Federal,Education,19,1967,1413.223
Federal,Education,19,1968,1252.584
Federal,Education,19,1969,1007.575
Federal,Education,19,1970,1011.436
Federal,Education,19,1971,1146.105
Federal,Education,19,1972,1193.171
Federal,Education,19,1973,1324.078
Federal,Education,19,1974,1356.651
Federal,Education,19,1975,1432.65
Federal,Education,19,1976,1443.955
Federal,Education,19,1977,1545.693
Federal,Education,19,1978,1685.144
Federal,Education,19,1979,1590.183
Federal,Education,19,1980,1580.677
Federal,Education,19,1981,1467.759
Federal,Education,19,1982,1214.48
Federal,Education,19,1983,1170.418
Federal,Education,19,1984,1252.756
Federal,Education,19,1985,1048.034
Federal,Education,19,1986,1066.573
Federal,Education,19,1987,1115.213
Federal,Education,19,1988,972.71
Federal,Education,19,1989,923.389
Federal,Education,19,1990,1052.025
Federal,Education,19,1991,1317.336
Federal,Education,19,1992,1494.333
Federal,Education,19,1993,1605.063
Federal,Education,19,1994,1511.791
Federal,Education,19,1995,1472.071
Federal,Education,19,1996,1518.082
Federal,Education,19,1997,693.481
Federal,Education,19,1998,571.288
Federal,Education,19,1999,497.237
Federal,Education,19,2000,630.931
Federal,Education,19,2001,891.504
Federal,Education,19,2002,1209.906
Federal,Education,19,2003,1036.504
Federal,Education,19,2004,1129.69
Federal,Education,19,2005,476.787
Federal,Education,19,2006,375.567
Federal,Education,19,2007,454.142
Federal,Education,19,2008,439.461
Federal,Education,19,2009,459.535
Federal,Education,19,2010,403.125
Federal,Education,19,2011,471.229
Federal,Education,19,2012,463
Federal,Education,19,2013,530.554
Federal,Education,19,2014,467.96
Federal,Education,19,2015,398.269
Federal,Education,19,2016,255.891
Federal,Education,19,2017,195.237
S&L K-12,Education,19,1947,2986.549
S&L K-12,Education,19,1948,7193.793
S&L K-12,Education,19,1949,11223.607
S&L K-12,Education,19,1950,13736.428
S&L K-12,Education,19,1951,16154.738
S&L K-12,Education,19,1952,16702.504
S&L K-12,Education,19,1953,17699.67
S&L K-12,Education,19,1954,22611.628
S&L K-12,Education,19,1955,25532.764
S&L K-12,Education,19,1956,24624.234
S&L K-12,Education,19,1957,26156.979
S&L K-12,Education,19,1958,27388.196
S&L K-12,Education,19,1959,24016.451
S&L K-12,Education,19,1960,25858.576
S&L K-12,Education,19,1961,26701.145
S&L K-12,Education,19,1962,24654.13
S&L K-12,Education,19,1963,26631.872
S&L K-12,Education,19,1964,27855.745
S&L K-12,Education,19,1965,30464.773
S&L K-12,Education,19,1966,35361.008
S&L K-12,Education,19,1967,38969.407
S&L K-12,Education,19,1968,39268.539
S&L K-12,Education,19,1969,33352.884
S&L K-12,Education,19,1970,26316.382
S&L K-12,Education,19,1971,24226.792
S&L K-12,Education,19,1972,21804.054
S&L K-12,Education,19,1973,21465.185
S&L K-12,Education,19,1974,23727.873
S&L K-12,Education,19,1975,26662.986
S&L K-12,Education,19,1976,23191.353
S&L K-12,Education,19,1977,19011.643
S&L K-12,Education,19,1978,19482.95
S&L K-12,Education,19,1979,19671.753
S&L K-12,Education,19,1980,18988.85
S&L K-12,Education,19,1981,15360.959
S&L K-12,Education,19,1982,14070.945
S&L K-12,Education,19,1983,13486.255
S&L K-12,Education,19,1984,14455.656
S&L K-12,Education,19,1985,16777.885
S&L K-12,Education,19,1986,19130.76
S&L K-12,Education,19,1987,18840.788
S&L K-12,Education,19,1988,22334.924
S&L K-12,Education,19,1989,24972.896
S&L K-12,Education,19,1990,27356.864
S&L K-12,Education,19,1991,32795.317
S&L K-12,Education,19,1992,33804.725
S&L K-12,Education,19,1993,29815.109
S&L K-12,Education,19,1994,30506.118
S&L K-12,Education,19,1995,38553.916
S&L K-12,Education,19,1996,43284.222
S&L K-12,Education,19,1997,47562.001
S&L K-12,Education,19,1998,51580.91
S&L K-12,Education,19,1999,56567.235
S&L K-12,Education,19,2000,60247.148
S&L K-12,Education,19,2001,65715.205
S&L K-12,Education,19,2002,64845.877
S&L K-12,Education,19,2003,64902.671
S&L K-12,Education,19,2004,63716.093
S&L K-12,Education,19,2005,64044.918
S&L K-12,Education,19,2006,66681.771
S&L K-12,Education,19,2007,65000.593
S&L K-12,Education,19,2008,63909.678
S&L K-12,Education,19,2009,54372.455
S&L K-12,Education,19,2010,47444.218
S&L K-12,Education,19,2011,42561.439
S&L K-12,Education,19,2012,38039
S&L K-12,Education,19,2013,36379.887
S&L K-12,Education,19,2014,37468.192
S&L K-12,Education,19,2015,40905.56
S&L K-12,Education,19,2016,44859.136
S&L K-12,Education,19,2017,47086.256
S&L higher education,Education,19,1947,742.921
S&L higher education,Education,19,1948,1799.018
S&L higher education,Education,19,1949,2804.908
S&L higher education,Education,19,1950,3422.375
S&L higher education,Education,19,1951,4015.205
S&L higher education,Education,19,1952,4147.729
S&L higher education,Education,19,1953,4405.9
S&L higher education,Education,19,1954,5626.378
S&L higher education,Education,19,1955,6367.463
S&L higher education,Education,19,1956,6137.625
S&L higher education,Education,19,1957,6514.921
S&L higher education,Education,19,1958,6818.868
S&L higher education,Education,19,1959,5990.917
S&L higher education,Education,19,1960,5550.115
S&L higher education,Education,19,1961,7232.914
S&L higher education,Education,19,1962,8183.11
S&L higher education,Education,19,1963,11378.778
S&L higher education,Education,19,1964,12932.348
S&L higher education,Education,19,1965,14391.413
S&L higher education,Education,19,1966,18488.72
S&L higher education,Education,19,1967,19704.835
S&L higher education,Education,19,1968,17847.483
S&L higher education,Education,19,1969,17373.009
S&L higher education,Education,19,1970,18066.559
S&L higher education,Education,19,1971,16330.266
S&L higher education,Education,19,1972,17088.702
S&L higher education,Education,19,1973,20557.255
S&L higher education,Education,19,1974,17558.068
S&L higher education,Education,19,1975,10344.28
S&L higher education,Education,19,1976,10276.264
S&L higher education,Education,19,1977,8366.816
S&L higher education,Education,19,1978,7688.011
S&L higher education,Education,19,1979,7226.693
S&L higher education,Education,19,1980,7559.424
S&L higher education,Education,19,1981,7534.934
S&L higher education,Education,19,1982,6738.486
S&L higher education,Education,19,1983,5958.415
S&L higher education,Education,19,1984,6767.832
S&L higher education,Education,19,1985,7617.491
S&L higher education,Education,19,1986,8298.655
S&L higher education,Education,19,1987,8154.456
S&L higher education,Education,19,1988,8899.834
S&L higher education,Education,19,1989,9464.413
S&L higher education,Education,19,1990,9114.492
S&L higher education,Education,19,1991,10322.834
S&L higher education,Education,19,1992,11986.722
S&L higher education,Education,19,1993,12012.164
S&L higher education,Education,19,1994,12318.452
S&L higher education,Education,19,1995,13613.219
S&L higher education,Education,19,1996,13044.543
S&L higher education,Education,19,1997,14422.872
S&L higher education,Education,19,1998,15214.909
S&L higher education,Education,19,1999,16386.814
S&L higher education,Education,19,2000,17515.022
S&L higher education,Education,19,2001,19111.939
S&L higher education,Education,19,2002,21591.932
S&L higher education,Education,19,2003,24038.466
S&L higher education,Education,19,2004,25450.534
S&L higher education,Education,19,2005,24814.711
S&L higher education,Education,19,2006,25111.855
S&L higher education,Education,19,2007,25058.702
S&L higher education,Education,19,2008,26907.345
S&L higher education,Education,19,2009,27381.835
S&L higher education,Education,19,2010,27817.222
S&L higher education,Education,19,2011,27517.705
S&L higher education,Education,19,2012,26337.999
S&L higher education,Education,19,2013,24733.017
S&L higher education,Education,19,2014,23535.591
S&L higher education,Education,19,2015,24635.56
S&L higher education,Education,19,2016,25795.417
S&L higher education,Education,19,2017,25304.987
S&L libraries,Education,19,1947,49.99
S&L libraries,Education,19,1948,74.424
S&L libraries,Education,19,1949,122.484
S&L libraries,Education,19,1950,139.419
S&L libraries,Education,19,1951,122.922
S&L libraries,Education,19,1952,93.776
S&L libraries,Education,19,1953,120.033
S&L libraries,Education,19,1954,163.063
S&L libraries,Education,19,1955,202.736
S&L libraries,Education,19,1956,187.861
S&L libraries,Education,19,1957,203.966
S&L libraries,Education,19,1958,222.543
S&L libraries,Education,19,1959,213.287
S&L libraries,Education,19,1960,334.119
S&L libraries,Education,19,1961,367.624
S&L libraries,Education,19,1962,429.647
S&L libraries,Education,19,1963,416.581
S&L libraries,Education,19,1964,476.08
S&L libraries,Education,19,1965,538.647
S&L libraries,Education,19,1966,664.296
S&L libraries,Education,19,1967,915.365
S&L libraries,Education,19,1968,877.581
S&L libraries,Education,19,1969,814.805
S&L libraries,Education,19,1970,766.823
S&L libraries,Education,19,1971,684.409
S&L libraries,Education,19,1972,591.938
S&L libraries,Education,19,1973,591.452
S&L libraries,Education,19,1974,565.54
S&L libraries,Education,19,1975,689.508
S&L libraries,Education,19,1976,620.597
S&L libraries,Education,19,1977,470.397
S&L libraries,Education,19,1978,524.399
S&L libraries,Education,19,1979,535.363
S&L libraries,Education,19,1980,562.553
S&L libraries,Education,19,1981,516.082
S&L libraries,Education,19,1982,445.927
S&L libraries,Education,19,1983,426.948
S&L libraries,Education,19,1984,507.632
S&L libraries,Education,19,1985,519.502
S&L libraries,Education,19,1986,614.003
S&L libraries,Education,19,1987,693.269
S&L libraries,Education,19,1988,831.863
S&L libraries,Education,19,1989,856.516
S&L libraries,Education,19,1990,1025.238
S&L libraries,Education,19,1991,1098.545
S&L libraries,Education,19,1992,951.045
S&L libraries,Education,19,1993,831.583
S&L libraries,Education,19,1994,797.609
S&L libraries,Education,19,1995,871.904
S&L libraries,Education,19,1996,1098.278
S&L libraries,Education,19,1997,1127.54
S&L libraries,Education,19,1998,1064.562
S&L libraries,Education,19,1999,942.018
S&L libraries,Education,19,2000,983.788
S&L libraries,Education,19,2001,1092.346
S&L libraries,Education,19,2002,1215.717
S&L libraries,Education,19,2003,1360.202
S&L libraries,Education,19,2004,1360.927
S&L libraries,Education,19,2005,1484.185
S&L libraries,Education,19,2006,1313.972
S&L libraries,Education,19,2007,1262.237
S&L libraries,Education,19,2008,1131.393
S&L libraries,Education,19,2009,1140.927
S&L libraries,Education,19,2010,1032.671
S&L libraries,Education,19,2011,895.147
S&L libraries,Education,19,2012,825
S&L libraries,Education,19,2013,687.716
S&L libraries,Education,19,2014,720.252
S&L libraries,Education,19,2015,862.789
S&L libraries,Education,19,2016,900.033
S&L libraries,Education,19,2017,722.766
S&L other educational structures,Education,19,1947,16.298
S&L other educational structures,Education,19,1948,43.957
S&L other educational structures,Education,19,1949,75.281
S&L other educational structures,Education,19,1950,90.973
S&L other educational structures,Education,19,1951,93.438
S&L other educational structures,Education,19,1952,104.126
S&L other educational structures,Education,19,1953,103.618
S&L other educational structures,Education,19,1954,132.898
S&L other educational structures,Education,19,1955,156.91
S&L other educational structures,Education,19,1956,156.597
S&L other educational structures,Education,19,1957,162.069
S&L other educational structures,Education,19,1958,166.849
S&L other educational structures,Education,19,1959,146.833
S&L other educational structures,Education,19,1960,201.65
S&L other educational structures,Education,19,1961,280.087
S&L other educational structures,Education,19,1962,310.165
S&L other educational structures,Education,19,1963,463.074
S&L other educational structures,Education,19,1964,740.098
S&L other educational structures,Education,19,1965,1136.944
S&L other educational structures,Education,19,1966,1439.689
S&L other educational structures,Education,19,1967,1591.919
S&L other educational structures,Education,19,1968,1468.868
S&L other educational structures,Education,19,1969,1357.24
S&L other educational structures,Education,19,1970,1983.743
S&L other educational structures,Education,19,1971,1752.284
S&L other educational structures,Education,19,1972,1804.811
S&L other educational structures,Education,19,1973,1468.97
S&L other educational structures,Education,19,1974,1739.358
S&L other educational structures,Education,19,1975,2482.657
S&L other educational structures,Education,19,1976,2236.675
S&L other educational structures,Education,19,1977,1534.358
S&L other educational structures,Education,19,1978,1318.349
S&L other educational structures,Education,19,1979,1159.954
S&L other educational structures,Education,19,1980,1163.532
S&L other educational structures,Education,19,1981,822.551
S&L other educational structures,Education,19,1982,571.249
S&L other educational structures,Education,19,1983,831.614
S&L other educational structures,Education,19,1984,1011.798
S&L other educational structures,Education,19,1985,627.209
S&L other educational structures,Education,19,1986,391.507
S&L other educational structures,Education,19,1987,419.442
S&L other educational structures,Education,19,1988,516.388
S&L other educational structures,Education,19,1989,699.002
S&L other educational structures,Education,19,1990,604.874
S&L other educational structures,Education,19,1991,433.091
S&L other educational structures,Education,19,1992,384.89
S&L other educational structures,Education,19,1993,354.621
S&L other educational structures,Education,19,1994,436.999
S&L other educational structures,Education,19,1995,504.823
S&L other educational structures,Education,19,1996,535.763
S&L other educational structures,Education,19,1997,579.089
S&L other educational structures,Education,19,1998,516.006
S&L other educational structures,Education,19,1999,505.385
S&L other educational structures,Education,19,2000,680.089
S&L other educational structures,Education,19,2001,825.266
S&L other educational structures,Education,19,2002,802.425
S&L other educational structures,Education,19,2003,685.318
S&L other educational structures,Education,19,2004,521.531
S&L other educational structures,Education,19,2005,440.372
S&L other educational structures,Education,19,2006,523.024
S&L other educational structures,Education,19,2007,551.483
S&L other educational structures,Education,19,2008,467.031
S&L other educational structures,Education,19,2009,1011.619
S&L other educational structures,Education,19,2010,1548.094
S&L other educational structures,Education,19,2011,1052.554
S&L other educational structures,Education,19,2012,677
S&L other educational structures,Education,19,2013,695.866
S&L other educational structures,Education,19,2014,673.069
S&L other educational structures,Education,19,2015,574.59
S&L other educational structures,Education,19,2016,433.669
S&L other educational structures,Education,19,2017,381.204
Private,Public safety,21,1947,113
Private,Public safety,21,1948,180
Private,Public safety,21,1949,215
Private,Public safety,21,1950,204
Private,Public safety,21,1951,212
Private,Public safety,21,1952,192
Private,Public safety,21,1953,219
Private,Public safety,21,1954,269
Private,Public safety,21,1955,215
Private,Public safety,21,1956,256
Private,Public safety,21,1957,267
Private,Public safety,21,1958,349
Private,Public safety,21,1959,419
Private,Public safety,21,1960,508
Private,Public safety,21,1961,487
Private,Public safety,21,1962,496
Private,Public safety,21,1963,538
Private,Public safety,21,1964,519
Private,Public safety,21,1965,691
Private,Public safety,21,1966,693
Private,Public safety,21,1967,673
Private,Public safety,21,1968,269
Private,Public safety,21,1969,319
Private,Public safety,21,1970,301
Private,Public safety,21,1971,286
Private,Public safety,21,1972,303
Private,Public safety,21,1973,339
Private,Public safety,21,1974,267
Private,Public safety,21,1975,216
Private,Public safety,21,1976,257
Private,Public safety,21,1977,256
Private,Public safety,21,1978,317
Private,Public safety,21,1979,342
Private,Public safety,21,1980,367
Private,Public safety,21,1981,346
Private,Public safety,21,1982,398
Private,Public safety,21,1983,447
Private,Public safety,21,1984,570
Private,Public safety,21,1985,630
Private,Public safety,21,1986,631
Private,Public safety,21,1987,644
Private,Public safety,21,1988,793
Private,Public safety,21,1989,630
Private,Public safety,21,1990,603
Private,Public safety,21,1991,539
Private,Public safety,21,1992,451
Private,Public safety,21,1993,577
Private,Public safety,21,1994,649
Private,Public safety,21,1995,628
Private,Public safety,21,1996,767
Private,Public safety,21,1997,897
Private,Public safety,21,1998,1903
Private,Public safety,21,1999,1461
Private,Public safety,21,2000,1276
Private,Public safety,21,2001,796
Private,Public safety,21,2002,618
Private,Public safety,21,2003,518
Private,Public safety,21,2004,759
Private,Public safety,21,2005,989
Private,Public safety,21,2006,944
Private,Public safety,21,2007,1256
Private,Public safety,21,2008,1169
Private,Public safety,21,2009,822
Private,Public safety,21,2010,401
Private,Public safety,21,2011,302
Private,Public safety,21,2012,133
Private,Public safety,21,2013,154
Private,Public safety,21,2014,265
Private,Public safety,21,2015,253
Private,Public safety,21,2016,112
Private,Public safety,21,2017,99
Federal,Public safety,21,1947,609.507
Federal,Public safety,21,1948,260.841
Federal,Public safety,21,1949,338.441
Federal,Public safety,21,1950,469.387
Federal,Public safety,21,1951,268.651
Federal,Public safety,21,1952,252.063
Federal,Public safety,21,1953,241.22
Federal,Public safety,21,1954,227.348
Federal,Public safety,21,1955,185.818
Federal,Public safety,21,1956,130.294
Federal,Public safety,21,1957,246.092
Federal,Public safety,21,1958,127.159
Federal,Public safety,21,1959,554.481
Federal,Public safety,21,1960,843.353
Federal,Public safety,21,1961,1110.204
Federal,Public safety,21,1962,1161.614
Federal,Public safety,21,1963,1146.029
Federal,Public safety,21,1964,985.319
Federal,Public safety,21,1965,937.61
Federal,Public safety,21,1966,1307.529
Federal,Public safety,21,1967,1267.786
Federal,Public safety,21,1968,1498.581
Federal,Public safety,21,1969,1398.32
Federal,Public safety,21,1970,1687.117
Federal,Public safety,21,1971,1655.578
Federal,Public safety,21,1972,1706.862
Federal,Public safety,21,1973,1802.558
Federal,Public safety,21,1974,2093.94
Federal,Public safety,21,1975,2527.282
Federal,Public safety,21,1976,2432.195
Federal,Public safety,21,1977,2738.829
Federal,Public safety,21,1978,3342.456
Federal,Public safety,21,1979,3175.899
Federal,Public safety,21,1980,3219.399
Federal,Public safety,21,1981,3169.78
Federal,Public safety,21,1982,2843.539
Federal,Public safety,21,1983,2566.917
Federal,Public safety,21,1984,3455.697
Federal,Public safety,21,1985,2011.471
Federal,Public safety,21,1986,2744.703
Federal,Public safety,21,1987,2778.198
Federal,Public safety,21,1988,1411.729
Federal,Public safety,21,1989,1479.559
Federal,Public safety,21,1990,2256.992
Federal,Public safety,21,1991,2561.166
Federal,Public safety,21,1992,3335.833
Federal,Public safety,21,1993,3731.871
Federal,Public safety,21,1994,3326.283
Federal,Public safety,21,1995,3108.187
Federal,Public safety,21,1996,3044.225
Federal,Public safety,21,1997,3158.966
Federal,Public safety,21,1998,3052.583
Federal,Public safety,21,1999,2730.911
Federal,Public safety,21,2000,2278.444
Federal,Public safety,21,2001,1578.809
Federal,Public safety,21,2002,1723.69
Federal,Public safety,21,2003,1041.07
Federal,Public safety,21,2004,545.357
Federal,Public safety,21,2005,294.596
Federal,Public safety,21,2006,248.062
Federal,Public safety,21,2007,495.248
Federal,Public safety,21,2008,501.396
Federal,Public safety,21,2009,443.511
Federal,Public safety,21,2010,457.78
Federal,Public safety,21,2011,801.861
Federal,Public safety,21,2012,560
Federal,Public safety,21,2013,174.985
Federal,Public safety,21,2014,165.648
Federal,Public safety,21,2015,112.693
Federal,Public safety,21,2016,270.872
Federal,Public safety,21,2017,395.246
S&L police,Public safety,21,1947,27.849
S&L police,Public safety,21,1948,37.206
S&L police,Public safety,21,1949,63.714
S&L police,Public safety,21,1950,65.84
S&L police,Public safety,21,1951,58.297
S&L police,Public safety,21,1952,46.214
S&L police,Public safety,21,1953,57.772
S&L police,Public safety,21,1954,80.63
S&L police,Public safety,21,1955,105.178
S&L police,Public safety,21,1956,98.639
S&L police,Public safety,21,1957,104.612
S&L police,Public safety,21,1958,118.232
S&L police,Public safety,21,1959,115.786
S&L police,Public safety,21,1960,97.215
S&L police,Public safety,21,1961,88.372
S&L police,Public safety,21,1962,122.36
S&L police,Public safety,21,1963,112.989
S&L police,Public safety,21,1964,145.844
S&L police,Public safety,21,1965,217.584
S&L police,Public safety,21,1966,478.792
S&L police,Public safety,21,1967,268.284
S&L police,Public safety,21,1968,324.864
S&L police,Public safety,21,1969,458.511
S&L police,Public safety,21,1970,336.181
S&L police,Public safety,21,1971,524.01
S&L police,Public safety,21,1972,603.925
S&L police,Public safety,21,1973,568.102
S&L police,Public safety,21,1974,597.547
S&L police,Public safety,21,1975,970.148
S&L police,Public safety,21,1976,846.055
S&L police,Public safety,21,1977,692.661
S&L police,Public safety,21,1978,617.858
S&L police,Public safety,21,1979,567.074
S&L police,Public safety,21,1980,576.119
S&L police,Public safety,21,1981,622.48
S&L police,Public safety,21,1982,557.168
S&L police,Public safety,21,1983,510.371
S&L police,Public safety,21,1984,585.817
S&L police,Public safety,21,1985,635.474
S&L police,Public safety,21,1986,815.6
S&L police,Public safety,21,1987,797.169
S&L police,Public safety,21,1988,754.555
S&L police,Public safety,21,1989,882.919
S&L police,Public safety,21,1990,909.332
S&L police,Public safety,21,1991,796.792
S&L police,Public safety,21,1992,776.417
S&L police,Public safety,21,1993,790.417
S&L police,Public safety,21,1994,860.779
S&L police,Public safety,21,1995,1136.336
S&L police,Public safety,21,1996,1405.518
S&L police,Public safety,21,1997,1348.133
S&L police,Public safety,21,1998,1279.461
S&L police,Public safety,21,1999,1268.991
S&L police,Public safety,21,2000,1138.833
S&L police,Public safety,21,2001,1379.305
S&L police,Public safety,21,2002,1361.493
S&L police,Public safety,21,2003,1302.653
S&L police,Public safety,21,2004,1257.51
S&L police,Public safety,21,2005,1168.246
S&L police,Public safety,21,2006,1233.422
S&L police,Public safety,21,2007,1185.088
S&L police,Public safety,21,2008,1245.075
S&L police,Public safety,21,2009,1532.064
S&L police,Public safety,21,2010,1586.903
S&L police,Public safety,21,2011,1444.661
S&L police,Public safety,21,2012,1439
S&L police,Public safety,21,2013,1305.915
S&L police,Public safety,21,2014,1197.617
S&L police,Public safety,21,2015,1143.649
S&L police,Public safety,21,2016,1168.73
S&L police,Public safety,21,2017,1219.781
S&L fire,Public safety,21,1947,53.561
S&L fire,Public safety,21,1948,83.421
S&L fire,Public safety,21,1949,123.161
S&L fire,Public safety,21,1950,149.504
S&L fire,Public safety,21,1951,132.018
S&L fire,Public safety,21,1952,97.593
S&L fire,Public safety,21,1953,129.329
S&L fire,Public safety,21,1954,174.992
S&L fire,Public safety,21,1955,218.739
S&L fire,Public safety,21,1956,203.294
S&L fire,Public safety,21,1957,214.347
S&L fire,Public safety,21,1958,240.65
S&L fire,Public safety,21,1959,231.789
S&L fire,Public safety,21,1960,336.181
S&L fire,Public safety,21,1961,283.207
S&L fire,Public safety,21,1962,393.923
S&L fire,Public safety,21,1963,409.401
S&L fire,Public safety,21,1964,455.817
S&L fire,Public safety,21,1965,444.635
S&L fire,Public safety,21,1966,463.602
S&L fire,Public safety,21,1967,355.834
S&L fire,Public safety,21,1968,613.1
S&L fire,Public safety,21,1969,556.791
S&L fire,Public safety,21,1970,479.259
S&L fire,Public safety,21,1971,691.914
S&L fire,Public safety,21,1972,784.235
S&L fire,Public safety,21,1973,527.718
S&L fire,Public safety,21,1974,704.578
S&L fire,Public safety,21,1975,542.752
S&L fire,Public safety,21,1976,570.101
S&L fire,Public safety,21,1977,632.257
S&L fire,Public safety,21,1978,618.157
S&L fire,Public safety,21,1979,632.793
S&L fire,Public safety,21,1980,657.909
S&L fire,Public safety,21,1981,535.292
S&L fire,Public safety,21,1982,465.447
S&L fire,Public safety,21,1983,426.114
S&L fire,Public safety,21,1984,471.009
S&L fire,Public safety,21,1985,485.069
S&L fire,Public safety,21,1986,532.538
S&L fire,Public safety,21,1987,675.507
S&L fire,Public safety,21,1988,720.137
S&L fire,Public safety,21,1989,847.985
S&L fire,Public safety,21,1990,735.206
S&L fire,Public safety,21,1991,739.771
S&L fire,Public safety,21,1992,739.558
S&L fire,Public safety,21,1993,626.915
S&L fire,Public safety,21,1994,553.218
S&L fire,Public safety,21,1995,606.994
S&L fire,Public safety,21,1996,897.091
S&L fire,Public safety,21,1997,914.373
S&L fire,Public safety,21,1998,800.366
S&L fire,Public safety,21,1999,906.236
S&L fire,Public safety,21,2000,1008.332
S&L fire,Public safety,21,2001,1027.328
S&L fire,Public safety,21,2002,1004.609
S&L fire,Public safety,21,2003,1188.685
S&L fire,Public safety,21,2004,1217.672
S&L fire,Public safety,21,2005,1156.368
S&L fire,Public safety,21,2006,1239.764
S&L fire,Public safety,21,2007,1436.114
S&L fire,Public safety,21,2008,1412.098
S&L fire,Public safety,21,2009,1305.275
S&L fire,Public safety,21,2010,1249.354
S&L fire,Public safety,21,2011,1221.864
S&L fire,Public safety,21,2012,1134
S&L fire,Public safety,21,2013,843.528
S&L fire,Public safety,21,2014,773.796
S&L fire,Public safety,21,2015,1063.997
S&L fire,Public safety,21,2016,1147.212
S&L fire,Public safety,21,2017,1224.908
S&L correction,Public safety,21,1947,179.081
S&L correction,Public safety,21,1948,344.77
S&L correction,Public safety,21,1949,514.483
S&L correction,Public safety,21,1950,569.772
S&L correction,Public safety,21,1951,512.321
S&L correction,Public safety,21,1952,364.417
S&L correction,Public safety,21,1953,507.675
S&L correction,Public safety,21,1954,677.878
S&L correction,Public safety,21,1955,831.022
S&L correction,Public safety,21,1956,769.681
S&L correction,Public safety,21,1957,851.751
S&L correction,Public safety,21,1958,923.256
S&L correction,Public safety,21,1959,883.822
S&L correction,Public safety,21,1960,673.038
S&L correction,Public safety,21,1961,814.803
S&L correction,Public safety,21,1962,639.316
S&L correction,Public safety,21,1963,784.553
S&L correction,Public safety,21,1964,852.177
S&L correction,Public safety,21,1965,906.833
S&L correction,Public safety,21,1966,952.147
S&L correction,Public safety,21,1967,933.598
S&L correction,Public safety,21,1968,871.176
S&L correction,Public safety,21,1969,1051.578
S&L correction,Public safety,21,1970,997.316
S&L correction,Public safety,21,1971,834.621
S&L correction,Public safety,21,1972,1125.387
S&L correction,Public safety,21,1973,817.097
S&L correction,Public safety,21,1974,809.976
S&L correction,Public safety,21,1975,1202.606
S&L correction,Public safety,21,1976,1555.268
S&L correction,Public safety,21,1977,1709.97
S&L correction,Public safety,21,1978,1764.478
S&L correction,Public safety,21,1979,1911.259
S&L correction,Public safety,21,1980,2185.209
S&L correction,Public safety,21,1981,2151.649
S&L correction,Public safety,21,1982,2438.023
S&L correction,Public safety,21,1983,2719.53
S&L correction,Public safety,21,1984,3047.201
S&L correction,Public safety,21,1985,3788.746
S&L correction,Public safety,21,1986,4467.904
S&L correction,Public safety,21,1987,4901.747
S&L correction,Public safety,21,1988,5368.736
S&L correction,Public safety,21,1989,6057.026
S&L correction,Public safety,21,1990,6850.471
S&L correction,Public safety,21,1991,6659.55
S&L correction,Public safety,21,1992,5548.789
S&L correction,Public safety,21,1993,4831.88
S&L correction,Public safety,21,1994,4986.549
S&L correction,Public safety,21,1995,4685.24
S&L correction,Public safety,21,1996,3740.398
S&L correction,Public safety,21,1997,4006.27
S&L correction,Public safety,21,1998,4448.492
S&L correction,Public safety,21,1999,4439.409
S&L correction,Public safety,21,2000,4088.777
S&L correction,Public safety,21,2001,3749.698
S&L correction,Public safety,21,2002,3157.48
S&L correction,Public safety,21,2003,2550.211
S&L correction,Public safety,21,2004,2302.997
S&L correction,Public safety,21,2005,2092.351
S&L correction,Public safety,21,2006,2191.984
S&L correction,Public safety,21,2007,2555.155
S&L correction,Public safety,21,2008,2577.6
S&L correction,Public safety,21,2009,2476.219
S&L correction,Public safety,21,2010,2304.259
S&L correction,Public safety,21,2011,2457.383
S&L correction,Public safety,21,2012,2173
S&L correction,Public safety,21,2013,1969.882
S&L correction,Public safety,21,2014,1956.951
S&L correction,Public safety,21,2015,1712.534
S&L correction,Public safety,21,2016,1460.294
S&L correction,Public safety,21,2017,1421.143
Private communications structures,Digital,22,1947,4389
Private communications structures,Digital,22,1948,5841
Private communications structures,Digital,22,1949,4263
Private communications structures,Digital,22,1950,3519
Private communications structures,Digital,22,1951,3571
Private communications structures,Digital,22,1952,4085
Private communications structures,Digital,22,1953,4330
Private communications structures,Digital,22,1954,4554
Private communications structures,Digital,22,1955,5119
Private communications structures,Digital,22,1956,7096
Private communications structures,Digital,22,1957,6788
Private communications structures,Digital,22,1958,5774
Private communications structures,Digital,22,1959,5915
Private communications structures,Digital,22,1960,6598
Private communications structures,Digital,22,1961,5811
Private communications structures,Digital,22,1962,6116
Private communications structures,Digital,22,1963,6734
Private communications structures,Digital,22,1964,7759
Private communications structures,Digital,22,1965,8422
Private communications structures,Digital,22,1966,8803
Private communications structures,Digital,22,1967,8539
Private communications structures,Digital,22,1968,8675
Private communications structures,Digital,22,1969,10723
Private communications structures,Digital,22,1970,13009
Private communications structures,Digital,22,1971,13129
Private communications structures,Digital,22,1972,13891
Private communications structures,Digital,22,1973,15523
Private communications structures,Digital,22,1974,14468
Private communications structures,Digital,22,1975,12320
Private communications structures,Digital,22,1976,12229
Private communications structures,Digital,22,1977,13011
Private communications structures,Digital,22,1978,15214
Private communications structures,Digital,22,1979,16679
Private communications structures,Digital,22,1980,16884
Private communications structures,Digital,22,1981,17490
Private communications structures,Digital,22,1982,17781
Private communications structures,Digital,22,1983,16396
Private communications structures,Digital,22,1984,17947
Private communications structures,Digital,22,1985,18229
Private communications structures,Digital,22,1986,19995
