animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,outcome_is_dead,was_outcome_alive,geopoint
A625443,prince corbin,cat,black,NA,Male,2019-03-12,2019-04-27,normal,owner surrender,otc,owner prob,2019-05-01,"6000 BLK LOYNES DR, LONG BEACH, CA 90803",Long Beach,transfer,spcala,33.7676408,-118.1154302,FALSE,TRUE,"33.7676408, -118.1154302"
A653600,damian,dog,black,white,Neutered,2017-01-31,2021-02-26,normal,stray,otc,NA,2021-02-28,"6000 BLK MYRTLE AVE, LONG BEACH CA 90805",Long Beach,return to owner,walkin,33.8638641,-118.181797,FALSE,TRUE,"33.8638641, -118.181797"
A619868,*valentina,cat,gray tabby,NA,Female,2018-01-06,2019-01-06,normal,stray,otc,NA,2019-02-11,"6000 BLK MYRTLE AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8638641,-118.181797,FALSE,TRUE,"33.8638641, -118.181797"
A615394,*betty,dog,white,NA,Female,2008-09-29,2018-09-29,normal,stray,otc,NA,2018-10-09,"6000 BLK MYRTLE AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,ill modera,33.8638641,-118.181797,TRUE,FALSE,"33.8638641, -118.181797"
A601396,*morty,dog,black,brown,Male,2014-12-27,2017-12-27,ill moderatete,stray,field,NA,2018-01-04,"6000 BLK MYRTLE AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,inj modera,33.8638641,-118.181797,TRUE,FALSE,"33.8638641, -118.181797"
A627873,NA,cat,black,NA,Male,2019-05-24,2019-06-07,under age/weight,stray,otc,NA,2019-07-27,"6000 BLK OBISPO AVE, LONG BEACH, CA 90805",Long Beach,rescue,fndanifoun,33.8642847,-118.1555967,FALSE,TRUE,"33.8642847, -118.1555967"
A627871,a627871,cat,black,NA,Spayed,2017-06-07,2019-06-07,fractious,stray,otc,NA,2019-07-08,"6000 BLK OBISPO AVE, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8642847,-118.1555967,FALSE,TRUE,"33.8642847, -118.1555967"
A627877,chloe,cat,gray,NA,Spayed,2019-05-24,2019-06-07,under age/weight,stray,otc,NA,2019-08-30,"6000 BLK OBISPO AVE, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.8642847,-118.1555967,FALSE,TRUE,"33.8642847, -118.1555967"
A610164,*stripes,cat,brown  tabby,NA,Neutered,2016-06-24,2018-06-24,normal,stray,trap,NA,2018-07-05,"6000 BLK OBISPO AVE, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8642847,-118.1555967,FALSE,TRUE,"33.8642847, -118.1555967"
A731665,*chipmunk,dog,black,brown,Spayed,2024-03-01,2024-11-01,ill mild,stray,otc,NA,2024-11-08,6000 BLK OLIVE AVE LONG BEACH CA 90805,Long Beach,adoption,web,33.8638449,-118.1827764,FALSE,TRUE,"33.8638449, -118.1827764"
A719625,NA,cat,black,NA,Male,2024-04-25,2024-04-26,under age/weight,stray,otc,NA,2024-04-26,"6000 BLK OLIVE AVE, LONG BEACH 90805",Long Beach,euthanasia,undrage/wt,33.8638449,-118.1827764,TRUE,FALSE,"33.8638449, -118.1827764"
A719627,NA,cat,black,NA,Female,2024-04-25,2024-04-26,under age/weight,stray,otc,NA,2024-04-26,"6000 BLK OLIVE AVE, LONG BEACH 90805",Long Beach,euthanasia,undrage/wt,33.8638449,-118.1827764,TRUE,FALSE,"33.8638449, -118.1827764"
A628088,NA,cat,white,gray tabby,Unknown,2019-05-11,2019-06-11,under age/weight,stray,field,NA,2019-06-12,"6000 BLK OLIVE AVE, LONG BEACH, CA 90805",Long Beach,rescue,littlepaws,33.8638449,-118.1827764,FALSE,TRUE,"33.8638449, -118.1827764"
A628089,NA,cat,white,brown  tabby,Unknown,2019-05-11,2019-06-11,under age/weight,stray,field,NA,2019-06-12,"6000 BLK OLIVE AVE, LONG BEACH, CA 90805",Long Beach,rescue,littlepaws,33.8638449,-118.1827764,FALSE,TRUE,"33.8638449, -118.1827764"
A715372,*julio,dog,white,brown,Neutered,2018-02-21,2024-02-21,injured  mild,stray,otc,NA,2024-02-29,6000 BLK ORANGE AVE LONG BEACH CA 90805,Long Beach,adoption,web,33.8644555,-118.1769933,FALSE,TRUE,"33.8644555, -118.1769933"
A615820,t challa,cat,black,NA,Male,2016-12-06,2018-10-06,ill moderatete,owner surrender,otc,ill,2018-10-07,"6000 BLK ORANGE AVE, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8644555,-118.1769933,FALSE,TRUE,"33.8644555, -118.1769933"
A619893,*pantera,cat,black,NA,Neutered,2016-01-06,2019-01-06,normal,stray,otc,NA,2019-01-21,"6000 BLK ORIZABA AVE, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8597146,-118.1575637,FALSE,TRUE,"33.8597146, -118.1575637"
A649912,*bernie,dog,white,black,Neutered,2012-10-10,2020-10-09,ill mild,stray,otc,abandon,2020-11-14,"6000 BLK PACIFIC COAST HWY, LONG BEACH, CA 90803",Long Beach,adoption,spec evt,33.7674357,-118.1170289,FALSE,TRUE,"33.7674357, -118.1170289"
A731957,*loverboy,dog,white,NA,Male,2023-11-06,2024-11-05,normal,stray,otc,NA,NA,"6000 BLK PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,NA,NA,33.8639537,-118.1596724,FALSE,TRUE,"33.8639537, -118.1596724"
A693415,*mochachino,rabbit,tricolor,white,Neutered,2022-11-15,2023-02-15,normal,owner surrender,otc,landlord,2023-05-03,6000 BLK ROSE AVE LB CA 90805,Long Beach,adoption,web,33.8642311,-118.1705682,FALSE,TRUE,"33.8642311, -118.1705682"
A724667,NA,cat,orange,NA,Neutered,2024-07-01,2024-07-14,under age/weight,stray,otc,NA,2024-07-15,6000 BLK ROSE AVE LONG BEACH CA 90805,Long Beach,rescue,capaws,33.8642311,-118.1705682,FALSE,TRUE,"33.8642311, -118.1705682"
A592463,laila,dog,fawn,white,Spayed,2016-01-24,2018-03-07,normal,owner surrender,otc,owner prob,2018-04-19,"6000 BLK ROSE AVE, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.8642311,-118.1705682,FALSE,TRUE,"33.8642311, -118.1705682"
A652844,*luna,reptile,green,orange,Unknown,NA,2021-01-02,injured  severe,stray,field,NA,2021-01-29,"6000 BLK WALNUT AVE, LONG BEACH, CA 90805",Long Beach,adoption,referral,33.8642218,-118.1735097,FALSE,TRUE,"33.8642218, -118.1735097"
A640292,*timmy,cat,orange,white,Neutered,2018-02-21,2020-02-21,injured  mild,stray,otc,NA,2020-03-02,"6000 BLK WHITE AVE, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8650921,-118.1983643,FALSE,TRUE,"33.8650921, -118.1983643"
A609094,NA,bird,blue,gray,Unknown,NA,2018-06-03,injured  severe,wildlife,field,NA,2018-06-03,"6000 BLOCK E APPIAN WAY, LONG BEACH, CA  90803",Long Beach,rescue,ibr,33.7538009,-118.1166798,FALSE,TRUE,"33.7538009, -118.1166798"
A707022,nutmeg,guinea pig,brown,NA,Female,2019-09-17,2023-09-17,normal,owner surrender,otc,owner prob,2024-02-06,"6000 BLOCK GUNDRY AVE, LONG BEACH CA",Long Beach,transfer,NA,33.8642146,-118.1753997,FALSE,TRUE,"33.8642146, -118.1753997"
A717148,*lizzie,dog,blue,NA,Female,2022-03-16,2024-03-16,normal,stray,otc,NA,2024-03-26,"6000 BLOCK GUNDRY AVE, LONG BEACH CA",Long Beach,euthanasia,beh severe,33.8642146,-118.1753997,TRUE,FALSE,"33.8642146, -118.1753997"
A726126,NA,dog,brown,black,Male,2024-06-29,2024-08-02,under age/weight,owner surrender,otc,NA,2024-08-22,"6000 BLOCK LINDEN AVE, LONG BEACH CA",Long Beach,NA,NA,33.863826,-118.1857255,FALSE,TRUE,"33.863826, -118.1857255"
A726125,NA,dog,brown,tan,Female,2024-06-29,2024-08-02,under age/weight,owner surrender,otc,NA,2024-08-21,"6000 BLOCK LINDEN AVE, LONG BEACH CA",Long Beach,transfer,spcala,33.863826,-118.1857255,FALSE,TRUE,"33.863826, -118.1857255"
A712916,rocky,cat,black,white,Neutered,2023-10-07,2024-01-07,ill mild,stray,otc,NA,2024-01-18,"6000 BLOCK LINDEN AVE, LONG BEACH CA",Long Beach,adoption,web,33.863826,-118.1857255,FALSE,TRUE,"33.863826, -118.1857255"
A712915,*ted,cat,white,NA,Male,2023-10-07,2024-01-07,ill mild,stray,otc,NA,2024-01-07,"6000 BLOCK LINDEN AVE, LONG BEACH CA",Long Beach,euthanasia,ill modera,33.863826,-118.1857255,TRUE,FALSE,"33.863826, -118.1857255"
A726130,NA,dog,black,NA,Female,2024-06-29,2024-08-02,under age/weight,owner surrender,otc,NA,2024-08-21,"6000 BLOCK LINDEN AVE, LONG BEACH CA",Long Beach,transfer,spcala,33.863826,-118.1857255,FALSE,TRUE,"33.863826, -118.1857255"
A724583,*chipper,cat,black,NA,Neutered,2024-05-22,2024-07-12,under age/weight,stray,otc,NA,2024-08-03,"6000 BLOCK ORANGE AVE, LONG BEACH CA",Long Beach,adoption,web,33.8644555,-118.1769933,FALSE,TRUE,"33.8644555, -118.1769933"
A560364,bruno,dog,black,brown,Neutered,2015-04-22,2017-09-27,normal,stray,otc,NA,2017-10-11,"6000 BRAYTON AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8642108,-118.1763349,FALSE,TRUE,"33.8642108, -118.1763349"
A612383,NA,bird,brown,NA,Female,2018-04-04,2018-08-04,normal,owner surrender,otc,NA,2018-08-06,"6000 CALIFORNIA AVE, LONG BEACH, CA 90805",Long Beach,rescue,wardsmtn,33.8638903,-118.1808106,FALSE,TRUE,"33.8638903, -118.1808106"
A612384,NA,bird,white,NA,Male,2018-04-04,2018-08-04,normal,owner surrender,otc,NA,2018-08-06,"6000 CALIFORNIA AVE, LONG BEACH, CA 90805",Long Beach,rescue,wardsmtn,33.8638903,-118.1808106,FALSE,TRUE,"33.8638903, -118.1808106"
A647426,NA,cat,tortie,NA,Spayed,2020-03-19,2020-08-19,ill mild,stray,otc,NA,2020-09-01,"6000 CORONADO AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8686472,-118.1547657,FALSE,TRUE,"33.8686472, -118.1547657"
A727945,NA,other,brown,NA,Unknown,NA,2024-08-29,under age/weight,wildlife,field,NA,2024-08-29,"6000 E LOS ARCO ST, LONG BEACH CA, 90815",Long Beach,transport,other resc,33.7997864,-118.115372,FALSE,TRUE,"33.7997864, -118.115372"
A592345,NA,dog,white,NA,Female,2009-06-23,2017-06-23,normal,stray,field,NA,2017-06-24,"6000 E PACIFIC COAST HWY, LONG BEACH, CA 90803",Long Beach,return to owner,walkin,33.7674357,-118.1170289,FALSE,TRUE,"33.7674357, -118.1170289"
A584066,princess,dog,tan,NA,Female,2010-01-04,2017-01-04,ill moderatete,owner surrender,otc,NA,2017-01-12,"6000 GAVIOTA AVE, LONG BEACH, CA 90805",Long Beach,rescue,fixlb,33.8642281,-118.1715438,FALSE,TRUE,"33.8642281, -118.1715438"
A646261,NA,cat,white,NA,Male,2020-07-23,2020-07-26,under age/weight,stray,otc,NA,2020-07-26,"6000 LEWIS AVE, LONG BEACH, CA 90805",Long Beach,died,enroute,33.8639003,-118.179874,TRUE,FALSE,"33.8639003, -118.179874"
A647576,*lola,dog,white,tan,Female,2017-08-21,2020-08-21,normal,stray,field,NA,2020-08-28,"6000 LEWIS AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8639003,-118.179874,FALSE,TRUE,"33.8639003, -118.179874"
A610817,*blackberry,cat,black,NA,Female,2018-05-09,2018-07-09,normal,stray,field,NA,2018-07-18,"6000 LIME AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8638493,-118.1838009,TRUE,FALSE,"33.8638493, -118.1838009"
A648101,NA,cat,orange,NA,Unknown,2020-08-28,2020-08-30,under age/weight,stray,otc,NA,2020-08-30,"6000 LONG BEACH BLVD, LONG BEACH, CA 90805",Long Beach,rescue,sbacc,33.8648776,-118.1998769,FALSE,TRUE,"33.8648776, -118.1998769"
A648103,NA,cat,black,NA,Unknown,2020-08-28,2020-08-30,under age/weight,stray,otc,NA,2020-08-30,"6000 LONG BEACH BLVD, LONG BEACH, CA 90805",Long Beach,rescue,sbacc,33.8648776,-118.1998769,FALSE,TRUE,"33.8648776, -118.1998769"
A696856,roxy,dog,black,tan,Female,2016-04-15,2023-04-15,normal,stray,otc,NA,2023-04-16,6000 PARAMOUNT BLVD LB 90605,Long Beach,return to owner,NA,33.8639533,-118.1596527,FALSE,TRUE,"33.8639533, -118.1596527"
A618507,*hodgepodge,dog,brown,white,Male,2011-12-08,2018-12-08,normal,stray,otc,NA,2018-12-22,"6003 SAINT LOUIS AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8698568,-118.1682023,FALSE,TRUE,"33.8698568, -118.1682023"
A588026,NA,other,gray,NA,Male,2016-04-03,2017-04-03,injured  severe,wildlife,field,NA,2017-04-03,"605 FREEWAY / 405 FREEWAY, SEAL BEACH, CA 90740",Seal Beach,euthanasia,inj severe,33.7746058,-118.0693991,TRUE,FALSE,"33.7746058, -118.0693991"
A715026,*clover,dog,black,white,Spayed,2022-02-14,2024-02-14,normal,stray,otc,NA,2024-03-28,605 FREEWAY AT 405 FREEWAY,Long Beach,adoption,web,33.8073898,-118.1536367,FALSE,TRUE,"33.8073898, -118.1536367"
A586939,judy,cat,calico dilute,NA,Female,2010-03-10,2017-03-10,normal,confiscate,police,NA,2017-04-03,"605 FREEWAY N / 183RD ST, CERRITOS, CA 90703",Cerritos,transfer,spcala,33.8658658,-118.069793,FALSE,TRUE,"33.8658658, -118.069793"
A699188,NA,dog,white,NA,Male,2020-05-21,2023-05-21,normal,stray,otc,NA,2023-05-21,605 FWY E CARSON ST 90808,Long Beach,transfer,seaaca,33.8323155,-118.1154786,FALSE,TRUE,"33.8323155, -118.1154786"
A704885,*lulu lemon,cat,white,black,Spayed,2018-08-16,2023-08-16,ill moderatete,stray,otc,NA,2023-09-21,60TH BLK BENNETT AVE LONG BEACH CA 90803,Long Beach,adoption,web,33.7662571,-118.1426425,FALSE,TRUE,"33.7662571, -118.1426425"
A600035,NA,dog,brown,white,Female,2017-08-12,2017-11-12,normal,stray,otc,NA,2017-11-18,"60TH ST / ATLANTIC AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8636808,-118.185062,FALSE,TRUE,"33.8636808, -118.185062"
A692454,NA,bird,brown,NA,Unknown,2020-01-26,2023-01-26,injured  moderate,wildlife,field,NA,2023-01-26,6100 BLK ATLANTIC AVE,Long Beach,transfer,lbah,33.8655014,-118.1849681,FALSE,TRUE,"33.8655014, -118.1849681"
A719242,hi-low,cat,tortie,NA,Female,2023-04-20,2024-04-20,normal,stray,otc,NA,2024-05-11,6100 BLK ATLANTIC AVE LONG BEACH CA 90805,Long Beach,rescue,littlelion,33.8655014,-118.1849681,FALSE,TRUE,"33.8655014, -118.1849681"
A649965,neo,dog,black,white,Male,2019-10-14,2020-10-09,normal,stray,field,NA,2020-10-21,"6100 BLK BRAYTON AVE, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8655529,-118.176343,FALSE,TRUE,"33.8655529, -118.176343"
A700970,*bucky barnes,dog,brown,white,Neutered,2022-06-16,2023-06-16,normal,stray,otc,NA,2023-09-09,"6100 BLK CERRITOS AVE. LONG BEACH, CA 90805",Long Beach,euthanasia,at vet,33.8656954,-118.1780851,TRUE,FALSE,"33.8656954, -118.1780851"
A691387,rebar,dog,black,brown,Male,2017-01-04,2023-01-04,normal,stray,otc,NA,2023-01-15,"6100 BLK CHERRY AVE, LONG BEACH, CA 90805",Long Beach,rescue,ashtree,33.866659,-118.1682656,FALSE,TRUE,"33.866659, -118.1682656"
A628891,NA,bird,brown,NA,Unknown,2018-06-26,2019-06-26,injured  moderate,wildlife,field,NA,2019-06-26,"6100 BLK COKE AVE, LONG BEACH, CA 90805",Long Beach,transfer,lbah,33.8657252,-118.1468526,FALSE,TRUE,"33.8657252, -118.1468526"
A599980,NA,dog,tan,NA,Male,2012-11-11,2017-11-11,normal,stray,field,NA,2017-11-17,"6100 BLK DE FOREST AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8651787,-118.1931069,FALSE,TRUE,"33.8651787, -118.1931069"
A554639,jojo,dog,black,white,Female,2014-08-15,2017-11-11,normal,stray,field,NA,2017-11-25,"6100 BLK DE FOREST AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8651787,-118.1931069,FALSE,TRUE,"33.8651787, -118.1931069"
A674695,NA,bird,black,NA,Unknown,NA,2022-05-12,ill severe,wildlife,field,NA,2022-05-14,"6100 BLK E CARITA ST, LB 90808",Long Beach,rescue,other resc,33.8243073,-118.1129671,FALSE,TRUE,"33.8243073, -118.1129671"
A720721,*milkyway,cat,black,NA,Female,2024-04-14,2024-05-12,under age/weight,stray,otc,NA,2024-05-23,6100 BLK E CARSON STREET LONG BEACH CA 90808,Long Beach,rescue,littlelion,33.8316736,-118.1129916,FALSE,TRUE,"33.8316736, -118.1129916"
A617632,jack,cat,black,NA,Male,2008-11-16,2018-11-16,normal,owner surrender,otc,NA,2019-01-04,"6100 BLK E HUNTDALE ST, ,LONG BEACH, CA 90808",Long Beach,transfer,spcala,33.8214964,-118.1129101,FALSE,TRUE,"33.8214964, -118.1129101"
A685071,NA,cat,gray tabby,NA,Unknown,2022-06-25,2022-09-24,ill moderatete,stray,otc,NA,2022-09-29,"6100 BLK E KEYNOTE ST, LONG BEACH, CA 90808",Long Beach,euthanasia,inj severe,33.8229064,-118.1129135,TRUE,FALSE,"33.8229064, -118.1129135"
A646758,NA,reptile,green,NA,Unknown,2018-08-06,2020-08-06,normal,stray,otc,NA,2020-08-12,"6100 BLK E WALTON ST, LONG BEACH, CA 90815",Long Beach,transfer,other rept,33.8035052,-118.112565,FALSE,TRUE,"33.8035052, -118.112565"
A692304,*juno,dog,white,NA,Neutered,2021-01-22,2023-03-11,normal,return,adoption,NA,2023-03-18,"6100 BLK E WARDLOW RD, LONG BEACH, 90808",Long Beach,adoption,NA,33.81874,-118.1129455,FALSE,TRUE,"33.81874, -118.1129455"
A728937,*tiana,cat,black,NA,Spayed,2024-07-29,2024-10-24,normal,return,adoption,NA,2024-11-30,6100 BLK FALCON AVE LONG BEACH CA 90805,Long Beach,adoption,web,33.8655797,-118.1744732,FALSE,TRUE,"33.8655797, -118.1744732"
A576851,nonay,dog,gray,white,Spayed,2015-08-10,2023-07-31,normal,quarantine,NA,NA,2023-08-23,"6100 BLK FALCON AVE, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8655798,-118.1744659,FALSE,TRUE,"33.8655798, -118.1744659"
A611667,*deli cat,cat,black,white,Neutered,2018-03-26,2018-07-26,fractious,stray,trap,NA,2018-08-13,"6100 BLK GAVIOTA AVE, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8655908,-118.1715528,FALSE,TRUE,"33.8655908, -118.1715528"
A629186,a629186,cat,black,white,Neutered,NA,2019-07-01,fractious,stray,trap,NA,2019-07-19,"6100 BLK GAVIOTA AVE, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8655908,-118.1715528,FALSE,TRUE,"33.8655908, -118.1715528"
A647639,NA,cat,black,white,Male,2020-02-22,2020-08-22,injured  moderate,stray,otc,NA,2020-08-22,"6100 BLK GUNDRY AVE, LONG BEACH, CA 90805",Long Beach,died,enroute,33.8655737,-118.1754038,TRUE,FALSE,"33.8655737, -118.1754038"
A619220,oso,dog,tan,NA,Neutered,2017-12-24,2018-12-24,normal,quarantine,NA,NA,2019-01-05,"6100 BLK JOHN AVE, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8655885,-118.1725081,FALSE,TRUE,"33.8655885, -118.1725081"
A671003,NA,bird,white,NA,Unknown,NA,2022-02-25,normal,wildlife,field,NA,2022-02-25,"6100 BLK LEWIS AVE, LONG BEACH, CA 90805",Long Beach,return to wild habitat,NA,33.8655367,-118.1801132,FALSE,TRUE,"33.8655367, -118.1801132"
A671004,NA,bird,white,black,Unknown,NA,2022-02-25,normal,wildlife,field,NA,2022-02-25,"6100 BLK LEWIS AVE, LONG BEACH, CA 90805",Long Beach,return to wild habitat,NA,33.8655367,-118.1801132,FALSE,TRUE,"33.8655367, -118.1801132"
A603756,NA,cat,gray,NA,Female,2017-08-13,2018-02-13,injured  moderate,stray,field,NA,2018-02-14,"6100 BLK LIME AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,at vet,33.8656441,-118.1838335,TRUE,FALSE,"33.8656441, -118.1838335"
A648964,kc lynn princess,dog,tan,NA,Female,2013-09-15,2020-09-17,normal,owner surrender,field,NA,2020-09-18,"6100 BLK LINDEN AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.86556180000001,-118.1859598,FALSE,TRUE,"33.86556180000001, -118.1859598"
A615688,*lucy goosey,dog,white,brown,Female,2017-10-04,2018-10-04,normal,stray,field,NA,2018-10-19,"6100 BLK LINDEN AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.86556180000001,-118.1859598,FALSE,TRUE,"33.86556180000001, -118.1859598"
A674970,*zoomer,dog,gray,NA,Male,2018-05-17,2022-05-17,normal,stray,otc,NA,2022-06-05,"6100 BLK LINDEN AVE, LONG BEACH, CA 90805",Long Beach,adoption,NA,33.86556180000001,-118.1859598,FALSE,TRUE,"33.86556180000001, -118.1859598"
A615687,buzz,dog,white,tan,Neutered,2017-10-04,2018-10-04,normal,stray,field,NA,2018-11-01,"6100 BLK LINDEN AVE, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.86556180000001,-118.1859598,FALSE,TRUE,"33.86556180000001, -118.1859598"
A715221,NA,wild,gray,white,Unknown,NA,2024-02-18,injured  mild,wildlife,field,NA,2024-02-18,"6100 BLK LOYNES DR, LONG BEACH, CA",Long Beach,transport,other resc,33.7677985,-118.1148096,FALSE,TRUE,"33.7677985, -118.1148096"
A664610,bobbie,dog,black,NA,Neutered,2011-09-29,2021-09-29,normal,owner surrender,otc,move,2021-10-07,"6100 BLK MYRTLE AVE, LONG BEACH, CA 90805",Long Beach,rescue,rags2wags,33.865678,-118.1818753,FALSE,TRUE,"33.865678, -118.1818753"
A605387,niko,dog,black,tan,Neutered,2017-11-15,2021-09-29,normal,owner surrender,otc,move,2023-01-04,"6100 BLK MYRTLE AVE, LONG BEACH, CA 90805",Long Beach,adoption,NA,33.865678,-118.1818753,FALSE,TRUE,"33.865678, -118.1818753"
A678597,*wizzo,cat,black,NA,Male,2022-06-10,2022-06-30,under age/weight,stray,otc,NA,2022-07-12,"6100 BLK MYRTLE AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.865678,-118.1818753,TRUE,FALSE,"33.865678, -118.1818753"
A718262,NA,cat,orange tabby,NA,Male,2022-04-08,2024-04-08,injured  moderate,stray,field,NA,2024-04-09,6100 BLK OLIVE ST,Long Beach,euthanasia,at vet,33.7700504,-118.1937395,TRUE,FALSE,"33.7700504, -118.1937395"
A720442,*turnip,dog,white,gray,Spayed,2022-05-10,2024-05-08,normal,stray,otc,NA,2024-05-23,6100 BLK ORANGE AVE LONG BEACH CA 90805,Long Beach,adoption,web,33.8657939,-118.1770332,FALSE,TRUE,"33.8657939, -118.1770332"
A729892,*crunch,cat,brown  tabby,white,Neutered,2024-08-22,2024-10-09,under age/weight,stray,otc,NA,2024-10-31,6100 BLK ORANGE AVE LONG BEACH CA 90805,Long Beach,adoption,web,33.8657939,-118.1770332,FALSE,TRUE,"33.8657939, -118.1770332"
A592589,*gulliver,cat,orange tabby,NA,Female,2017-02-28,2017-06-28,normal,stray,otc,NA,2017-07-09,"6100 BLK ORANGE AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8657939,-118.1770332,FALSE,TRUE,"33.8657939, -118.1770332"
A721931,NA,wild,brown,NA,Male,2022-05-31,2024-05-31,injured  moderate,wildlife,field,NA,2024-05-31,6100 BLK PAGENTRY ST,Long Beach,euthanasia,inj severe,33.8131136,-118.1130304,TRUE,FALSE,"33.8131136, -118.1130304"
A598449,lola,dog,cream,NA,Spayed,2016-02-01,2017-10-08,normal,stray,field,NA,2017-10-11,"6100 BLK ROSE AVE, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8657944,-118.1704594,FALSE,TRUE,"33.8657944, -118.1704594"
A734114,*tahiti,dog,tricolor,NA,Spayed,2024-03-11,2024-12-15,normal,stray,otc,NA,2024-12-26,"6100 BLK WALNUT, LONG BEACH 90805",Long Beach,adoption,web,33.8640647,-118.1766294,FALSE,TRUE,"33.8640647, -118.1766294"
A589544,NA,dog,tan,NA,Female,2009-05-01,2017-05-01,ill severe,stray,field,NA,2017-05-02,"6100 BLK WHITE AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,at vet,33.8656679,-118.19791,TRUE,FALSE,"33.8656679, -118.19791"
A719246,NA,cat,brown  tabby,NA,Unknown,2024-04-19,2024-04-20,under age/weight,stray,otc,NA,2024-05-11,"6100 BLOCK ATLANTIC AVE, LONG BEACH CA",Long Beach,rescue,littlelion,33.8655014,-118.1849681,FALSE,TRUE,"33.8655014, -118.1849681"
A719247,NA,cat,brown  tabby,NA,Unknown,2024-04-19,2024-04-20,under age/weight,stray,otc,NA,2024-05-11,"6100 BLOCK ATLANTIC AVE, LONG BEACH CA",Long Beach,rescue,littlelion,33.8655014,-118.1849681,FALSE,TRUE,"33.8655014, -118.1849681"
A717103,luna,dog,black,white,Female,2022-03-15,2024-03-17,behavior  severe,owner surrender,otc,bites,2024-03-18,"6100 BLOCK CALIFORNIA AVE, LONG BEACH CA",Long Beach,euthanasia,beh severe,33.865533,-118.181071,TRUE,FALSE,"33.865533, -118.181071"
A726597,*thyme,cat,brown  tabby,white,Neutered,2024-07-11,2024-08-11,under age/weight,stray,otc,NA,2024-08-16,"6100 BLOCK E WALTON ST, LONG BEACH CA",Long Beach,rescue,littlelion,33.8035217,-118.1125788,FALSE,TRUE,"33.8035217, -118.1125788"
A706606,*roman,dog,white,NA,Male,2023-01-09,2023-09-09,normal,stray,otc,NA,2023-09-15,"6100 BLOCK LIME AVE, LONG BEACH CA",Long Beach,rescue,NA,33.8656441,-118.1838335,FALSE,TRUE,"33.8656441, -118.1838335"
A734737,NA,cat,gray,NA,Female,2023-12-26,2024-12-26,normal,stray,otc,NA,2024-12-30,"6100 BLOCK ORANGE AVE, LONG BEACH CA",Long Beach,rescue,littlelion,33.8656919,-118.1771764,FALSE,TRUE,"33.8656919, -118.1771764"
A734738,NA,cat,blue,NA,Female,2024-12-17,2024-12-26,under age/weight,stray,otc,NA,2024-12-30,"6100 BLOCK ORANGE AVE, LONG BEACH CA",Long Beach,rescue,littlelion,33.8656919,-118.1771764,FALSE,TRUE,"33.8656919, -118.1771764"
A650234,cheeto,dog,tan,NA,Male,2006-10-17,2020-10-17,aged,stray,field,NA,2020-10-18,"6100 LEMON AVE, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8657186,-118.1789931,FALSE,TRUE,"33.8657186, -118.1789931"
A594521,NA,cat,black,white,Unknown,2017-07-30,2017-07-15,under age/weight,stray,otc,NA,2017-08-10,"6100 LEWIS AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8655367,-118.1801132,TRUE,FALSE,"33.8655367, -118.1801132"
