fiscal_year,month_grouping,month_abbv,land_border_region,state,demographic,citizenship,title_of_authority,encounter_count
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,MEXICO,Title 8,57
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,NICARAGUA,Title 8,2
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,OTHER,Title 8,225
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,PHILIPPINES,Title 8,30
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,ROMANIA,Title 8,3
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,RUSSIA,Title 8,2
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,TURKEY,Title 8,2
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,UKRAINE,Title 8,7
2024,FYTD,NOV,Northern Land Border,MI,Single Adults,VENEZUELA,Title 8,5
2024,FYTD,NOV,Northern Land Border,MI,UC / Single Minors,HONDURAS,Title 8,1
2024,FYTD,NOV,Northern Land Border,MI,UC / Single Minors,OTHER,Title 8,1
2024,FYTD,NOV,Northern Land Border,MN,Accompanied Minors,OTHER,Title 8,1
2024,FYTD,NOV,Northern Land Border,MN,FMUA,INDIA,Title 8,2
2024,FYTD,NOV,Northern Land Border,MN,FMUA,MEXICO,Title 8,3
2024,FYTD,NOV,Northern Land Border,MN,FMUA,PHILIPPINES,Title 8,2
2024,FYTD,NOV,Northern Land Border,MN,FMUA,ROMANIA,Title 8,4
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,CANADA,Title 8,16
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,5
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,EL SALVADOR,Title 8,1
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,INDIA,Title 8,14
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,MEXICO,Title 8,7
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,OTHER,Title 8,15
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,ROMANIA,Title 8,3
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,TURKEY,Title 8,1
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,UKRAINE,Title 8,3
2024,FYTD,NOV,Northern Land Border,MN,Single Adults,VENEZUELA,Title 8,2
2024,FYTD,NOV,Northern Land Border,MT,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2024,FYTD,NOV,Northern Land Border,MT,Accompanied Minors,OTHER,Title 8,3
2024,FYTD,NOV,Northern Land Border,MT,Accompanied Minors,PHILIPPINES,Title 8,1
2024,FYTD,NOV,Northern Land Border,MT,FMUA,CANADA,Title 8,11
2024,FYTD,NOV,Northern Land Border,MT,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,57
2024,FYTD,NOV,Northern Land Border,MT,FMUA,INDIA,Title 8,27
2024,FYTD,NOV,Northern Land Border,MT,FMUA,MEXICO,Title 8,10
2024,FYTD,NOV,Northern Land Border,MT,FMUA,OTHER,Title 8,94
2024,FYTD,NOV,Northern Land Border,MT,FMUA,PHILIPPINES,Title 8,19
2024,FYTD,NOV,Northern Land Border,MT,FMUA,TURKEY,Title 8,4
2024,FYTD,NOV,Northern Land Border,MT,FMUA,UKRAINE,Title 8,9
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,BRAZIL,Title 8,1
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,CANADA,Title 8,138
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,53
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,COLOMBIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,INDIA,Title 8,201
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,MEXICO,Title 8,28
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,OTHER,Title 8,192
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,PHILIPPINES,Title 8,72
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,ROMANIA,Title 8,4
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,RUSSIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,MT,Single Adults,UKRAINE,Title 8,7
2024,FYTD,NOV,Northern Land Border,ND,Accompanied Minors,MEXICO,Title 8,3
2024,FYTD,NOV,Northern Land Border,ND,Accompanied Minors,OTHER,Title 8,2
2024,FYTD,NOV,Northern Land Border,ND,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,12
2024,FYTD,NOV,Northern Land Border,ND,FMUA,ECUADOR,Title 8,3
2024,FYTD,NOV,Northern Land Border,ND,FMUA,INDIA,Title 8,15
2024,FYTD,NOV,Northern Land Border,ND,FMUA,MEXICO,Title 8,6
2024,FYTD,NOV,Northern Land Border,ND,FMUA,OTHER,Title 8,44
2024,FYTD,NOV,Northern Land Border,ND,FMUA,PHILIPPINES,Title 8,16
2024,FYTD,NOV,Northern Land Border,ND,FMUA,UKRAINE,Title 8,12
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,BRAZIL,Title 8,2
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,CANADA,Title 8,81
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,43
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,COLOMBIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,CUBA,Title 8,1
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,ECUADOR,Title 8,1
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,INDIA,Title 8,64
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,MEXICO,Title 8,8
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,OTHER,Title 8,106
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,PHILIPPINES,Title 8,25
2024,FYTD,NOV,Northern Land Border,ND,Single Adults,UKRAINE,Title 8,12
2024,FYTD,NOV,Northern Land Border,NY,Accompanied Minors,CANADA,Title 8,2
2024,FYTD,NOV,Northern Land Border,NY,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2024,FYTD,NOV,Northern Land Border,NY,Accompanied Minors,OTHER,Title 8,5
2024,FYTD,NOV,Northern Land Border,NY,FMUA,BRAZIL,Title 8,14
2024,FYTD,NOV,Northern Land Border,NY,FMUA,CANADA,Title 8,45
2024,FYTD,NOV,Northern Land Border,NY,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,57
2024,FYTD,NOV,Northern Land Border,NY,FMUA,COLOMBIA,Title 8,31
2024,FYTD,NOV,Northern Land Border,NY,FMUA,CUBA,Title 8,2
2024,FYTD,NOV,Northern Land Border,NY,FMUA,HAITI,Title 8,7
2024,FYTD,NOV,Northern Land Border,NY,FMUA,INDIA,Title 8,265
2024,FYTD,NOV,Northern Land Border,NY,FMUA,MEXICO,Title 8,82
2024,FYTD,NOV,Northern Land Border,NY,FMUA,OTHER,Title 8,491
2024,FYTD,NOV,Northern Land Border,NY,FMUA,PERU,Title 8,7
2024,FYTD,NOV,Northern Land Border,NY,FMUA,PHILIPPINES,Title 8,24
2024,FYTD,NOV,Northern Land Border,NY,FMUA,ROMANIA,Title 8,3
2024,FYTD,NOV,Northern Land Border,NY,FMUA,UKRAINE,Title 8,25
2024,FYTD,NOV,Northern Land Border,NY,FMUA,VENEZUELA,Title 8,6
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,BRAZIL,Title 8,31
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,CANADA,Title 8,990
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,287
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,COLOMBIA,Title 8,51
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,CUBA,Title 8,15
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,ECUADOR,Title 8,13
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,EL SALVADOR,Title 8,9
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,GUATEMALA,Title 8,23
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,HAITI,Title 8,22
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,HONDURAS,Title 8,12
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,INDIA,Title 8,839
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,MEXICO,Title 8,406
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,NICARAGUA,Title 8,6
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,OTHER,Title 8,1510
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,PERU,Title 8,6
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,PHILIPPINES,Title 8,106
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,ROMANIA,Title 8,21
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,RUSSIA,Title 8,10
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,TURKEY,Title 8,20
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,UKRAINE,Title 8,32
2024,FYTD,NOV,Northern Land Border,NY,Single Adults,VENEZUELA,Title 8,27
2024,FYTD,NOV,Northern Land Border,NY,UC / Single Minors,CANADA,Title 8,2
2024,FYTD,NOV,Northern Land Border,NY,UC / Single Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2024,FYTD,NOV,Northern Land Border,NY,UC / Single Minors,COLOMBIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,NY,UC / Single Minors,MEXICO,Title 8,2
2024,FYTD,NOV,Northern Land Border,NY,UC / Single Minors,OTHER,Title 8,7
2024,FYTD,NOV,Northern Land Border,OH,Single Adults,HONDURAS,Title 8,1
2024,FYTD,NOV,Northern Land Border,OH,Single Adults,MEXICO,Title 8,9
2024,FYTD,NOV,Northern Land Border,PA,Single Adults,MEXICO,Title 8,1
2024,FYTD,NOV,Northern Land Border,VT,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2024,FYTD,NOV,Northern Land Border,VT,Accompanied Minors,INDIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,VT,Accompanied Minors,OTHER,Title 8,2
2024,FYTD,NOV,Northern Land Border,VT,FMUA,BRAZIL,Title 8,16
2024,FYTD,NOV,Northern Land Border,VT,FMUA,CANADA,Title 8,12
2024,FYTD,NOV,Northern Land Border,VT,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,9
2024,FYTD,NOV,Northern Land Border,VT,FMUA,COLOMBIA,Title 8,11
2024,FYTD,NOV,Northern Land Border,VT,FMUA,GUATEMALA,Title 8,6
2024,FYTD,NOV,Northern Land Border,VT,FMUA,HAITI,Title 8,9
2024,FYTD,NOV,Northern Land Border,VT,FMUA,INDIA,Title 8,17
2024,FYTD,NOV,Northern Land Border,VT,FMUA,MEXICO,Title 8,58
2024,FYTD,NOV,Northern Land Border,VT,FMUA,OTHER,Title 8,296
2024,FYTD,NOV,Northern Land Border,VT,FMUA,PERU,Title 8,1
2024,FYTD,NOV,Northern Land Border,VT,FMUA,PHILIPPINES,Title 8,11
2024,FYTD,NOV,Northern Land Border,VT,FMUA,ROMANIA,Title 8,11
2024,FYTD,NOV,Northern Land Border,VT,FMUA,VENEZUELA,Title 8,2
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,BRAZIL,Title 8,45
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,CANADA,Title 8,203
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,17
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,COLOMBIA,Title 8,39
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,CUBA,Title 8,2
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,ECUADOR,Title 8,2
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,EL SALVADOR,Title 8,1
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,GUATEMALA,Title 8,3
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,HAITI,Title 8,17
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,HONDURAS,Title 8,2
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,INDIA,Title 8,20
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,MEXICO,Title 8,109
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,NICARAGUA,Title 8,8
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,OTHER,Title 8,713
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,PERU,Title 8,3
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,PHILIPPINES,Title 8,9
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,ROMANIA,Title 8,6
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,RUSSIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,TURKEY,Title 8,8
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,UKRAINE,Title 8,1
2024,FYTD,NOV,Northern Land Border,VT,Single Adults,VENEZUELA,Title 8,7
2024,FYTD,NOV,Northern Land Border,WA,Accompanied Minors,BRAZIL,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,Accompanied Minors,CANADA,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2024,FYTD,NOV,Northern Land Border,WA,Accompanied Minors,INDIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,Accompanied Minors,OTHER,Title 8,8
2024,FYTD,NOV,Northern Land Border,WA,FMUA,BRAZIL,Title 8,2
2024,FYTD,NOV,Northern Land Border,WA,FMUA,CANADA,Title 8,2
2024,FYTD,NOV,Northern Land Border,WA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,58
2024,FYTD,NOV,Northern Land Border,WA,FMUA,HAITI,Title 8,2
2024,FYTD,NOV,Northern Land Border,WA,FMUA,INDIA,Title 8,130
2024,FYTD,NOV,Northern Land Border,WA,FMUA,MEXICO,Title 8,20
2024,FYTD,NOV,Northern Land Border,WA,FMUA,OTHER,Title 8,219
2024,FYTD,NOV,Northern Land Border,WA,FMUA,PHILIPPINES,Title 8,9
2024,FYTD,NOV,Northern Land Border,WA,FMUA,ROMANIA,Title 8,21
2024,FYTD,NOV,Northern Land Border,WA,FMUA,UKRAINE,Title 8,23
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,BRAZIL,Title 8,13
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,CANADA,Title 8,369
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,247
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,COLOMBIA,Title 8,9
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,CUBA,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,ECUADOR,Title 8,3
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,EL SALVADOR,Title 8,2
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,GUATEMALA,Title 8,13
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,HAITI,Title 8,2
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,HONDURAS,Title 8,2
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,INDIA,Title 8,670
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,MEXICO,Title 8,180
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,OTHER,Title 8,612
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,PERU,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,PHILIPPINES,Title 8,100
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,ROMANIA,Title 8,7
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,RUSSIA,Title 8,2
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,TURKEY,Title 8,3
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,UKRAINE,Title 8,29
2024,FYTD,NOV,Northern Land Border,WA,Single Adults,VENEZUELA,Title 8,4
2024,FYTD,NOV,Northern Land Border,WA,UC / Single Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,UC / Single Minors,GUATEMALA,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,UC / Single Minors,INDIA,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,UC / Single Minors,MEXICO,Title 8,1
2024,FYTD,NOV,Northern Land Border,WA,UC / Single Minors,ROMANIA,Title 8,1
2024,FYTD,NOV,Other,AK,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2024,FYTD,NOV,Other,AK,Single Adults,INDIA,Title 8,70
2024,FYTD,NOV,Other,AK,Single Adults,MYANMAR (BURMA),Title 8,24
2024,FYTD,NOV,Other,AK,Single Adults,OTHER,Title 8,12
2024,FYTD,NOV,Other,AK,Single Adults,PHILIPPINES,Title 8,41
2024,FYTD,NOV,Other,AK,Single Adults,RUSSIA,Title 8,24
2024,FYTD,NOV,Other,AK,Single Adults,UKRAINE,Title 8,5
2024,FYTD,NOV,Other,AL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2024,FYTD,NOV,Other,AL,Single Adults,HONDURAS,Title 8,1
2024,FYTD,NOV,Other,AL,Single Adults,INDIA,Title 8,5
2024,FYTD,NOV,Other,AL,Single Adults,OTHER,Title 8,3
2024,FYTD,NOV,Other,AL,Single Adults,PHILIPPINES,Title 8,7
2024,FYTD,NOV,Other,AL,Single Adults,RUSSIA,Title 8,13
2024,FYTD,NOV,Other,AL,Single Adults,UKRAINE,Title 8,1
2024,FYTD,NOV,Other,AL,Single Adults,VENEZUELA,Title 8,1
2024,FYTD,NOV,Other,AZ,FMUA,CUBA,Title 8,3
2024,FYTD,NOV,Other,AZ,FMUA,MEXICO,Title 8,2
2024,FYTD,NOV,Other,AZ,Single Adults,CUBA,Title 8,7
2024,FYTD,NOV,Other,AZ,Single Adults,HAITI,Title 8,1
2024,FYTD,NOV,Other,AZ,Single Adults,MEXICO,Title 8,1
2024,FYTD,NOV,Other,AZ,Single Adults,UKRAINE,Title 8,1
2024,FYTD,NOV,Other,CA,Accompanied Minors,NICARAGUA,Title 8,5
2024,FYTD,NOV,Other,CA,Accompanied Minors,UKRAINE,Title 8,1
2024,FYTD,NOV,Other,CA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2024,FYTD,NOV,Other,CA,FMUA,COLOMBIA,Title 8,4
2024,FYTD,NOV,Other,CA,FMUA,EL SALVADOR,Title 8,20
2024,FYTD,NOV,Other,CA,FMUA,GUATEMALA,Title 8,14
2024,FYTD,NOV,Other,CA,FMUA,HONDURAS,Title 8,1
2024,FYTD,NOV,Other,CA,FMUA,MEXICO,Title 8,5
2024,FYTD,NOV,Other,CA,FMUA,NICARAGUA,Title 8,268
2024,FYTD,NOV,Other,CA,FMUA,OTHER,Title 8,22
2024,FYTD,NOV,Other,CA,FMUA,RUSSIA,Title 8,2
2024,FYTD,NOV,Other,CA,FMUA,TURKEY,Title 8,2
2024,FYTD,NOV,Other,CA,FMUA,UKRAINE,Title 8,266
2024,FYTD,NOV,Other,CA,FMUA,VENEZUELA,Title 8,19
2024,FYTD,NOV,Other,CA,Single Adults,BRAZIL,Title 8,12
2024,FYTD,NOV,Other,CA,Single Adults,CANADA,Title 8,4
2024,FYTD,NOV,Other,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,260
2024,FYTD,NOV,Other,CA,Single Adults,COLOMBIA,Title 8,13
2024,FYTD,NOV,Other,CA,Single Adults,CUBA,Title 8,8
2024,FYTD,NOV,Other,CA,Single Adults,ECUADOR,Title 8,4
2024,FYTD,NOV,Other,CA,Single Adults,EL SALVADOR,Title 8,11
2024,FYTD,NOV,Other,CA,Single Adults,GUATEMALA,Title 8,25
2024,FYTD,NOV,Other,CA,Single Adults,HAITI,Title 8,2
2024,FYTD,NOV,Other,CA,Single Adults,HONDURAS,Title 8,6
2024,FYTD,NOV,Other,CA,Single Adults,INDIA,Title 8,201
2024,FYTD,NOV,Other,CA,Single Adults,MEXICO,Title 8,87
2024,FYTD,NOV,Other,CA,Single Adults,MYANMAR (BURMA),Title 8,73
2024,FYTD,NOV,Other,CA,Single Adults,NICARAGUA,Title 8,471
2024,FYTD,NOV,Other,CA,Single Adults,OTHER,Title 8,428
2024,FYTD,NOV,Other,CA,Single Adults,PERU,Title 8,11
2024,FYTD,NOV,Other,CA,Single Adults,PHILIPPINES,Title 8,369
2024,FYTD,NOV,Other,CA,Single Adults,ROMANIA,Title 8,3
2024,FYTD,NOV,Other,CA,Single Adults,RUSSIA,Title 8,41
2024,FYTD,NOV,Other,CA,Single Adults,TURKEY,Title 8,19
2024,FYTD,NOV,Other,CA,Single Adults,UKRAINE,Title 8,402
2024,FYTD,NOV,Other,CA,Single Adults,VENEZUELA,Title 8,25
2024,FYTD,NOV,Other,CA,UC / Single Minors,MEXICO,Title 8,1
2024,FYTD,NOV,Other,CA,UC / Single Minors,OTHER,Title 8,1
2024,FYTD,NOV,Other,CO,FMUA,COLOMBIA,Title 8,1
2024,FYTD,NOV,Other,CO,FMUA,MEXICO,Title 8,2
2024,FYTD,NOV,Other,CO,FMUA,UKRAINE,Title 8,48
2024,FYTD,NOV,Other,CO,FMUA,VENEZUELA,Title 8,6
2024,FYTD,NOV,Other,CO,Single Adults,COLOMBIA,Title 8,2
2024,FYTD,NOV,Other,CO,Single Adults,CUBA,Title 8,1
2024,FYTD,NOV,Other,CO,Single Adults,MEXICO,Title 8,12
2024,FYTD,NOV,Other,CO,Single Adults,NICARAGUA,Title 8,1
2024,FYTD,NOV,Other,CO,Single Adults,OTHER,Title 8,9
2024,FYTD,NOV,Other,CO,Single Adults,UKRAINE,Title 8,35
2024,FYTD,NOV,Other,CO,Single Adults,VENEZUELA,Title 8,9
2024,FYTD,NOV,Other,CT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2024,FYTD,NOV,Other,CT,Single Adults,INDIA,Title 8,5
2024,FYTD,NOV,Other,CT,Single Adults,MYANMAR (BURMA),Title 8,1
2024,FYTD,NOV,Other,CT,Single Adults,PHILIPPINES,Title 8,5
2024,FYTD,NOV,Other,CT,Single Adults,TURKEY,Title 8,1
2024,FYTD,NOV,Other,DC,Accompanied Minors,HAITI,Title 8,2
2024,FYTD,NOV,Other,DC,Accompanied Minors,OTHER,Title 8,1
2024,FYTD,NOV,Other,DC,FMUA,CANADA,Title 8,14
2024,FYTD,NOV,Other,DC,FMUA,CUBA,Title 8,1
2024,FYTD,NOV,Other,DC,FMUA,HAITI,Title 8,12
2024,FYTD,NOV,Other,DC,FMUA,OTHER,Title 8,14
2024,FYTD,NOV,Other,DC,FMUA,UKRAINE,Title 8,86
2024,FYTD,NOV,Other,DC,FMUA,VENEZUELA,Title 8,2
2024,FYTD,NOV,Other,DC,Single Adults,BRAZIL,Title 8,5
2024,FYTD,NOV,Other,DC,Single Adults,CANADA,Title 8,664
2024,FYTD,NOV,Other,DC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,11
2024,FYTD,NOV,Other,DC,Single Adults,COLOMBIA,Title 8,1
2024,FYTD,NOV,Other,DC,Single Adults,CUBA,Title 8,3
2024,FYTD,NOV,Other,DC,Single Adults,ECUADOR,Title 8,1
2024,FYTD,NOV,Other,DC,Single Adults,HAITI,Title 8,94
2024,FYTD,NOV,Other,DC,Single Adults,INDIA,Title 8,18
2024,FYTD,NOV,Other,DC,Single Adults,MEXICO,Title 8,3
2024,FYTD,NOV,Other,DC,Single Adults,OTHER,Title 8,134
2024,FYTD,NOV,Other,DC,Single Adults,PHILIPPINES,Title 8,2
2024,FYTD,NOV,Other,DC,Single Adults,UKRAINE,Title 8,138
2024,FYTD,NOV,Other,DC,Single Adults,VENEZUELA,Title 8,1
2024,FYTD,NOV,Other,DC,UC / Single Minors,CANADA,Title 8,4
2024,FYTD,NOV,Other,DC,UC / Single Minors,OTHER,Title 8,3
2024,FYTD,NOV,Other,DE,Single Adults,GUATEMALA,Title 8,1
2024,FYTD,NOV,Other,DE,Single Adults,HONDURAS,Title 8,1
2024,FYTD,NOV,Other,DE,Single Adults,INDIA,Title 8,19
2024,FYTD,NOV,Other,DE,Single Adults,OTHER,Title 8,17
2024,FYTD,NOV,Other,DE,Single Adults,PHILIPPINES,Title 8,84
2024,FYTD,NOV,Other,DE,Single Adults,RUSSIA,Title 8,4
2024,FYTD,NOV,Other,DE,Single Adults,UKRAINE,Title 8,3
2024,FYTD,NOV,Other,FL,Accompanied Minors,CUBA,Title 8,50
2024,FYTD,NOV,Other,FL,Accompanied Minors,ECUADOR,Title 8,1
2024,FYTD,NOV,Other,FL,Accompanied Minors,HAITI,Title 8,200
2024,FYTD,NOV,Other,FL,Accompanied Minors,NICARAGUA,Title 8,18
2024,FYTD,NOV,Other,FL,Accompanied Minors,UKRAINE,Title 8,2
2024,FYTD,NOV,Other,FL,Accompanied Minors,VENEZUELA,Title 8,8
2024,FYTD,NOV,Other,FL,FMUA,BRAZIL,Title 8,13
2024,FYTD,NOV,Other,FL,FMUA,COLOMBIA,Title 8,32
2024,FYTD,NOV,Other,FL,FMUA,CUBA,Title 8,2148
2024,FYTD,NOV,Other,FL,FMUA,ECUADOR,Title 8,6
2024,FYTD,NOV,Other,FL,FMUA,EL SALVADOR,Title 8,7
2024,FYTD,NOV,Other,FL,FMUA,GUATEMALA,Title 8,7
2024,FYTD,NOV,Other,FL,FMUA,HAITI,Title 8,3523
2024,FYTD,NOV,Other,FL,FMUA,HONDURAS,Title 8,11
2024,FYTD,NOV,Other,FL,FMUA,NICARAGUA,Title 8,1034
2024,FYTD,NOV,Other,FL,FMUA,OTHER,Title 8,45
2024,FYTD,NOV,Other,FL,FMUA,PERU,Title 8,6
2024,FYTD,NOV,Other,FL,FMUA,PHILIPPINES,Title 8,2
2024,FYTD,NOV,Other,FL,FMUA,TURKEY,Title 8,1
2024,FYTD,NOV,Other,FL,FMUA,UKRAINE,Title 8,240
2024,FYTD,NOV,Other,FL,FMUA,VENEZUELA,Title 8,1816
2024,FYTD,NOV,Other,FL,Single Adults,BRAZIL,Title 8,86
2024,FYTD,NOV,Other,FL,Single Adults,CANADA,Title 8,6
2024,FYTD,NOV,Other,FL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,48
2024,FYTD,NOV,Other,FL,Single Adults,COLOMBIA,Title 8,152
2024,FYTD,NOV,Other,FL,Single Adults,CUBA,Title 8,2945
2024,FYTD,NOV,Other,FL,Single Adults,ECUADOR,Title 8,18
2024,FYTD,NOV,Other,FL,Single Adults,EL SALVADOR,Title 8,14
2024,FYTD,NOV,Other,FL,Single Adults,GUATEMALA,Title 8,12
2024,FYTD,NOV,Other,FL,Single Adults,HAITI,Title 8,8313
2024,FYTD,NOV,Other,FL,Single Adults,HONDURAS,Title 8,70
2024,FYTD,NOV,Other,FL,Single Adults,INDIA,Title 8,727
2024,FYTD,NOV,Other,FL,Single Adults,MEXICO,Title 8,38
2024,FYTD,NOV,Other,FL,Single Adults,MYANMAR (BURMA),Title 8,7
2024,FYTD,NOV,Other,FL,Single Adults,NICARAGUA,Title 8,2166
2024,FYTD,NOV,Other,FL,Single Adults,OTHER,Title 8,1987
2024,FYTD,NOV,Other,FL,Single Adults,PERU,Title 8,55
2024,FYTD,NOV,Other,FL,Single Adults,PHILIPPINES,Title 8,664
