fiscal_year,month_grouping,month_abbv,component,land_border_region,area_of_responsibility,aor_abbv,demographic,citizenship,title_of_authority,encounter_type,encounter_count
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,San Diego Sector,SDC,UC / Single Minors,PERU,Title 8,Apprehensions,16
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,San Diego Sector,SDC,UC / Single Minors,ROMANIA,Title 8,Apprehensions,3
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,San Diego Sector,SDC,UC / Single Minors,TURKEY,Title 8,Apprehensions,1
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,BRAZIL,Title 8,Apprehensions,11
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,COLOMBIA,Title 8,Apprehensions,233
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,CUBA,Title 8,Apprehensions,26
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,ECUADOR,Title 8,Apprehensions,1467
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,EL SALVADOR,Title 8,Apprehensions,209
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,GUATEMALA,Title 8,Apprehensions,2978
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,HONDURAS,Title 8,Apprehensions,167
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,INDIA,Title 8,Apprehensions,22
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,MEXICO,Title 8,Apprehensions,16140
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,NICARAGUA,Title 8,Apprehensions,46
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,OTHER,Title 8,Apprehensions,339
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,PERU,Title 8,Apprehensions,67
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,ROMANIA,Title 8,Apprehensions,7
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,FMUA,VENEZUELA,Title 8,Apprehensions,16
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,BRAZIL,Title 8,Apprehensions,15
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,2
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,COLOMBIA,Title 8,Apprehensions,455
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,CUBA,Title 8,Apprehensions,100
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,ECUADOR,Title 8,Apprehensions,2743
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,EL SALVADOR,Title 8,Apprehensions,211
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,GUATEMALA,Title 8,Apprehensions,7512
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,HAITI,Title 8,Apprehensions,5
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,HONDURAS,Title 8,Apprehensions,203
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,INDIA,Title 8,Apprehensions,321
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,MEXICO,Title 8,Apprehensions,10341
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,NICARAGUA,Title 8,Apprehensions,460
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,OTHER,Title 8,Apprehensions,2455
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,PERU,Title 8,Apprehensions,120
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,RUSSIA,Title 8,Apprehensions,1
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,Single Adults,VENEZUELA,Title 8,Apprehensions,35
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,COLOMBIA,Title 8,Apprehensions,7
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,CUBA,Title 8,Apprehensions,1
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,ECUADOR,Title 8,Apprehensions,73
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,EL SALVADOR,Title 8,Apprehensions,28
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,GUATEMALA,Title 8,Apprehensions,1100
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,HONDURAS,Title 8,Apprehensions,47
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,INDIA,Title 8,Apprehensions,6
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,MEXICO,Title 8,Apprehensions,1397
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,NICARAGUA,Title 8,Apprehensions,14
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,OTHER,Title 8,Apprehensions,63
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,PERU,Title 8,Apprehensions,6
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Tucson Sector,TCA,UC / Single Minors,VENEZUELA,Title 8,Apprehensions,1
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,BRAZIL,Title 8,Apprehensions,24
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,COLOMBIA,Title 8,Apprehensions,310
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,CUBA,Title 8,Apprehensions,74
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,ECUADOR,Title 8,Apprehensions,189
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,EL SALVADOR,Title 8,Apprehensions,42
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,GUATEMALA,Title 8,Apprehensions,157
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,HONDURAS,Title 8,Apprehensions,75
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,INDIA,Title 8,Apprehensions,3
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,MEXICO,Title 8,Apprehensions,943
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,NICARAGUA,Title 8,Apprehensions,6
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,OTHER,Title 8,Apprehensions,122
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,PERU,Title 8,Apprehensions,497
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,RUSSIA,Title 8,Apprehensions,2
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,FMUA,VENEZUELA,Title 8,Apprehensions,9
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,BRAZIL,Title 8,Apprehensions,32
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,5
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,COLOMBIA,Title 8,Apprehensions,246
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,CUBA,Title 8,Apprehensions,136
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,ECUADOR,Title 8,Apprehensions,235
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,EL SALVADOR,Title 8,Apprehensions,14
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,GUATEMALA,Title 8,Apprehensions,205
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,HAITI,Title 8,Apprehensions,4
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,HONDURAS,Title 8,Apprehensions,32
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,INDIA,Title 8,Apprehensions,18
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,MEXICO,Title 8,Apprehensions,477
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,NICARAGUA,Title 8,Apprehensions,56
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,OTHER,Title 8,Apprehensions,242
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,PERU,Title 8,Apprehensions,538
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,ROMANIA,Title 8,Apprehensions,2
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,RUSSIA,Title 8,Apprehensions,10
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,TURKEY,Title 8,Apprehensions,1
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,UKRAINE,Title 8,Apprehensions,1
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,Single Adults,VENEZUELA,Title 8,Apprehensions,9
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,2
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,COLOMBIA,Title 8,Apprehensions,11
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,CUBA,Title 8,Apprehensions,6
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,ECUADOR,Title 8,Apprehensions,8
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,EL SALVADOR,Title 8,Apprehensions,9
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,GUATEMALA,Title 8,Apprehensions,64
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,HAITI,Title 8,Apprehensions,4
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,HONDURAS,Title 8,Apprehensions,17
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,MEXICO,Title 8,Apprehensions,97
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,NICARAGUA,Title 8,Apprehensions,4
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,OTHER,Title 8,Apprehensions,5
2024,FYTD,FEB,U.S. Border Patrol,Southwest Land Border,Yuma Sector,YUM,UC / Single Minors,PERU,Title 8,Apprehensions,17
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Accompanied Minors,CANADA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Accompanied Minors,OTHER,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,BRAZIL,Title 8,Inadmissibles,42
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,CANADA,Title 8,Inadmissibles,24
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,38
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,COLOMBIA,Title 8,Inadmissibles,98
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,CUBA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,HAITI,Title 8,Inadmissibles,10
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,INDIA,Title 8,Inadmissibles,60
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,MEXICO,Title 8,Inadmissibles,53
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,NICARAGUA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,OTHER,Title 8,Inadmissibles,638
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,PERU,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,PHILIPPINES,Title 8,Inadmissibles,33
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,ROMANIA,Title 8,Inadmissibles,9
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,RUSSIA,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,UKRAINE,Title 8,Inadmissibles,20
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,FMUA,VENEZUELA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,BRAZIL,Title 8,Inadmissibles,61
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,CANADA,Title 8,Inadmissibles,1312
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,86
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,COLOMBIA,Title 8,Inadmissibles,63
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,CUBA,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,ECUADOR,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,EL SALVADOR,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,GUATEMALA,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,HAITI,Title 8,Inadmissibles,13
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,INDIA,Title 8,Inadmissibles,198
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,MEXICO,Title 8,Inadmissibles,64
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,NICARAGUA,Title 8,Inadmissibles,10
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,OTHER,Title 8,Inadmissibles,1297
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,PERU,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,PHILIPPINES,Title 8,Inadmissibles,89
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,ROMANIA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,RUSSIA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,TURKEY,Title 8,Inadmissibles,10
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,UKRAINE,Title 8,Inadmissibles,9
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,Single Adults,VENEZUELA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,UC / Single Minors,CANADA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Boston Field Office,Boston,UC / Single Minors,OTHER,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Accompanied Minors,CANADA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Accompanied Minors,INDIA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Accompanied Minors,OTHER,Title 8,Inadmissibles,7
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,BRAZIL,Title 8,Inadmissibles,13
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,CANADA,Title 8,Inadmissibles,87
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,84
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,COLOMBIA,Title 8,Inadmissibles,46
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,CUBA,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,ECUADOR,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,INDIA,Title 8,Inadmissibles,98
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,MEXICO,Title 8,Inadmissibles,61
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,OTHER,Title 8,Inadmissibles,501
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,PHILIPPINES,Title 8,Inadmissibles,27
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,ROMANIA,Title 8,Inadmissibles,8
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,RUSSIA,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,TURKEY,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,UKRAINE,Title 8,Inadmissibles,15
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,FMUA,VENEZUELA,Title 8,Inadmissibles,11
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,BRAZIL,Title 8,Inadmissibles,31
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,CANADA,Title 8,Inadmissibles,1059
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,292
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,COLOMBIA,Title 8,Inadmissibles,59
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,CUBA,Title 8,Inadmissibles,13
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,ECUADOR,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,EL SALVADOR,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,GUATEMALA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,HAITI,Title 8,Inadmissibles,10
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,INDIA,Title 8,Inadmissibles,799
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,MEXICO,Title 8,Inadmissibles,81
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,NICARAGUA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,OTHER,Title 8,Inadmissibles,1401
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,PERU,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,PHILIPPINES,Title 8,Inadmissibles,97
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,ROMANIA,Title 8,Inadmissibles,21
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,RUSSIA,Title 8,Inadmissibles,11
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,TURKEY,Title 8,Inadmissibles,12
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,UKRAINE,Title 8,Inadmissibles,28
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,Single Adults,VENEZUELA,Title 8,Inadmissibles,35
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,UC / Single Minors,CANADA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,UC / Single Minors,COLOMBIA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,UC / Single Minors,INDIA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Buffalo Field Office,Buffalo,UC / Single Minors,OTHER,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Accompanied Minors,CANADA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Accompanied Minors,OTHER,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,CANADA,Title 8,Inadmissibles,20
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,25
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,COLOMBIA,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,HONDURAS,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,INDIA,Title 8,Inadmissibles,23
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,MEXICO,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,OTHER,Title 8,Inadmissibles,80
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,PHILIPPINES,Title 8,Inadmissibles,18
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,UKRAINE,Title 8,Inadmissibles,11
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,FMUA,VENEZUELA,Title 8,Inadmissibles,9
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,BRAZIL,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,CANADA,Title 8,Inadmissibles,366
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,35
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,COLOMBIA,Title 8,Inadmissibles,9
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,CUBA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,ECUADOR,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,GUATEMALA,Title 8,Inadmissibles,2
