Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"GDP per capita, PPP (constant 2011 international $)",Fixed telephone subscriptions (per 100 people)
Sierra Leone,SLE,1877,1198780,,,
Sierra Leone,SLE,1878,1208137,,,
Sierra Leone,SLE,1879,1217566,,,
Sierra Leone,SLE,1880,1227067,,,
Sierra Leone,SLE,1881,1236493,,,
Sierra Leone,SLE,1882,1246139,,,
Sierra Leone,SLE,1883,1255859,,,
Sierra Leone,SLE,1884,1265521,,,
Sierra Leone,SLE,1885,1275388,,,
Sierra Leone,SLE,1886,1285332,,,
Sierra Leone,SLE,1887,1295235,,,
Sierra Leone,SLE,1888,1305330,,,
Sierra Leone,SLE,1889,1315502,,,
Sierra Leone,SLE,1890,1325752,,,
Sierra Leone,SLE,1891,1336081,,,
Sierra Leone,SLE,1892,1346488,,,
Sierra Leone,SLE,1893,1356974,,,
Sierra Leone,SLE,1894,1367541,,,
Sierra Leone,SLE,1895,1378189,,,
Sierra Leone,SLE,1896,1388918,,,
Sierra Leone,SLE,1897,1399728,,,
Sierra Leone,SLE,1898,1410622,,,
Sierra Leone,SLE,1899,1421598,,,
Sierra Leone,SLE,1900,1432659,,,
Sierra Leone,SLE,1901,1443803,,,
Sierra Leone,SLE,1902,1454925,,,
Sierra Leone,SLE,1903,1466239,,,
Sierra Leone,SLE,1904,1477641,,,
Sierra Leone,SLE,1905,1489129,,,
Sierra Leone,SLE,1906,1500704,,,
Sierra Leone,SLE,1907,1512210,,,
Sierra Leone,SLE,1908,1523962,,,
Sierra Leone,SLE,1909,1535803,,,
Sierra Leone,SLE,1910,1547735,,,
Sierra Leone,SLE,1911,1559711,,,
Sierra Leone,SLE,1912,1571825,,,
Sierra Leone,SLE,1913,1584032,,,
Sierra Leone,SLE,1914,1596331,,,
Sierra Leone,SLE,1915,1608724,,,
Sierra Leone,SLE,1916,1621212,,,
Sierra Leone,SLE,1917,1633794,,,
Sierra Leone,SLE,1918,1644192,,,
Sierra Leone,SLE,1919,1655229,,,
Sierra Leone,SLE,1920,1666341,,,
Sierra Leone,SLE,1921,1677527,,,
Sierra Leone,SLE,1922,1688788,,,
Sierra Leone,SLE,1923,1700125,,,
Sierra Leone,SLE,1924,1711538,,,
Sierra Leone,SLE,1925,1723028,,,
Sierra Leone,SLE,1926,1734594,,,
Sierra Leone,SLE,1927,1746239,,,
Sierra Leone,SLE,1928,1757961,,,
Sierra Leone,SLE,1929,1769762,,,
Sierra Leone,SLE,1930,1781643,,,
Sierra Leone,SLE,1931,1793603,,,
Sierra Leone,SLE,1932,1805643,,,
Sierra Leone,SLE,1933,1817765,,,
Sierra Leone,SLE,1934,1829967,,,
Sierra Leone,SLE,1935,1842252,,,
Sierra Leone,SLE,1936,1854619,,,
Sierra Leone,SLE,1937,1867069,,,
Sierra Leone,SLE,1938,1879603,,,
Sierra Leone,SLE,1939,1892220,,,
Sierra Leone,SLE,1940,1904923,,,
Sierra Leone,SLE,1941,1917711,,,
Sierra Leone,SLE,1942,1930584,,,
Sierra Leone,SLE,1943,1943544,,,
Sierra Leone,SLE,1944,1956591,,,
Sierra Leone,SLE,1945,1969726,,,
Sierra Leone,SLE,1946,1982948,,,
Sierra Leone,SLE,1947,1996260,,,
Sierra Leone,SLE,1948,2009661,,,
Sierra Leone,SLE,1949,2023152,,,
Sierra Leone,SLE,1950,2041000,,,
Sierra Leone,SLE,1951,2064000,,,
Sierra Leone,SLE,1952,2088000,,,
Sierra Leone,SLE,1953,2113000,,,
Sierra Leone,SLE,1954,2139000,,,
Sierra Leone,SLE,1955,2166000,,,
Sierra Leone,SLE,1956,2194000,,,
Sierra Leone,SLE,1957,2223000,,,
Sierra Leone,SLE,1958,2253000,,,
Sierra Leone,SLE,1959,2284000,,,
Sierra Leone,SLE,1960,2318000,,,
Sierra Leone,SLE,1961,2352000,,,
Sierra Leone,SLE,1962,2389000,,,
Sierra Leone,SLE,1963,2427000,,,
Sierra Leone,SLE,1964,2467000,,,
Sierra Leone,SLE,1965,2508000,,,0.109166156550738
Sierra Leone,SLE,1966,2552000,,,
Sierra Leone,SLE,1967,2597000,,,
Sierra Leone,SLE,1968,2644000,,,
Sierra Leone,SLE,1969,2693000,,,
Sierra Leone,SLE,1970,2745000,,,
Sierra Leone,SLE,1971,2799000,,,
Sierra Leone,SLE,1972,2855000,,,
Sierra Leone,SLE,1973,2913000,,,
Sierra Leone,SLE,1974,2974000,,,
Sierra Leone,SLE,1975,3037000,,,
Sierra Leone,SLE,1976,3103000,,,
Sierra Leone,SLE,1977,3171000,,,
Sierra Leone,SLE,1978,3241000,,,
Sierra Leone,SLE,1979,3314000,,,
Sierra Leone,SLE,1980,3388000,,,0.34022287123738
Sierra Leone,SLE,1981,3464000,,,0.333790287399242
Sierra Leone,SLE,1982,3540000,,,0.341805282182244
Sierra Leone,SLE,1983,3620000,,,0.351645209104203
Sierra Leone,SLE,1984,3708000,,,0.39600299178233
Sierra Leone,SLE,1985,3805000,,,0.333986919503625
Sierra Leone,SLE,1986,3917000,,,0.385948608003501
Sierra Leone,SLE,1987,4038000,,,0.313532612844477
Sierra Leone,SLE,1988,4157000,,,0.304600258512915
Sierra Leone,SLE,1989,4254000,,,0.302626116963347
Sierra Leone,SLE,1990,4320000,,1250.57519314079,0.307960167393048
Sierra Leone,SLE,1991,4349000,,1272.61239760513,0.312641290922635
Sierra Leone,SLE,1992,4348000,,1032.05733852633,0.319509102511652
Sierra Leone,SLE,1993,4329000,,1052.08109502507,0.335941386934132
Sierra Leone,SLE,1994,4310000,,1037.29523169706,0.367772965908982
Sierra Leone,SLE,1995,4304000,,956.279138166106,0.388952140429805
Sierra Leone,SLE,1996,4313000,,971.339346129046,0.401391759197637
Sierra Leone,SLE,1997,4335000,,909.34664535331,0.403720396566681
Sierra Leone,SLE,1998,4381000,,915.333278484816,0.399825801179058
Sierra Leone,SLE,1999,4462000,,880.201712918587,0.410788852051342
Sierra Leone,SLE,2000,4585000,,912.742557645038,0.415836217494173
Sierra Leone,SLE,2001,4754000,,823.286273197243,0.479938689388618
Sierra Leone,SLE,2002,4966000,,994.992435771292,0.484142712361132
Sierra Leone,SLE,2003,5201000,,1036.96533978002,0.486580663053661
Sierra Leone,SLE,2004,5434000,,1056.58440881044,0.487159666120987
Sierra Leone,SLE,2005,5646000,,1061.51022420989,0.491306785918723
Sierra Leone,SLE,2006,5829000,,1070.3476085678,0.495837359874652
Sierra Leone,SLE,2007,5990000,,1124.54118131593,0.503705728131566
Sierra Leone,SLE,2008,6134000,,1156.41938302148,0.510918075989575
Sierra Leone,SLE,2009,6273000,,1165.88792649948,0.519788408084611
Sierra Leone,SLE,2010,6416000,,1199.98985027502,0.216761215844626
Sierra Leone,SLE,2011,6563000,,1246.25278946773,0.241995543652064
Sierra Leone,SLE,2012,6713000,,1402.69709443095,0.266032012814466
Sierra Leone,SLE,2013,6864000,,1655.12177901564,0.231144429296458
Sierra Leone,SLE,2014,7017000,,1692.14206707555,0.233078434989904
Sierra Leone,SLE,2015,7172000,Africa,1314.2737277159,0.234903154265738
Sierra Leone,SLE,2016,7329000,,1363.86357140879,0.229848070425449
Sierra Leone,SLE,2017,7488000,,1390.30026748482,
Sierra Leone,SLE,2018,7650000,,,
Sierra Leone,SLE,2019,7813000,,,
Singapore,SGP,1800,30000,,,
Singapore,SGP,1801,30000,,,
Singapore,SGP,1802,30000,,,
Singapore,SGP,1803,30000,,,
Singapore,SGP,1804,30000,,,
Singapore,SGP,1805,30000,,,
Singapore,SGP,1806,30000,,,
Singapore,SGP,1807,30000,,,
Singapore,SGP,1808,30000,,,
Singapore,SGP,1809,30000,,,
Singapore,SGP,1810,30000,,,
Singapore,SGP,1811,30030,,,
Singapore,SGP,1812,30091,,,
Singapore,SGP,1813,30183,,,
Singapore,SGP,1814,30307,,,
Singapore,SGP,1815,30463,,,
Singapore,SGP,1816,30653,,,
Singapore,SGP,1817,30877,,,
Singapore,SGP,1818,31136,,,
Singapore,SGP,1819,31430,,,
Singapore,SGP,1820,31761,,,
Singapore,SGP,1821,32128,,,
Singapore,SGP,1822,32533,,,
Singapore,SGP,1823,32977,,,
Singapore,SGP,1824,33460,,,
Singapore,SGP,1825,33983,,,
Singapore,SGP,1826,34547,,,
Singapore,SGP,1827,35153,,,
Singapore,SGP,1828,35802,,,
Singapore,SGP,1829,36495,,,
Singapore,SGP,1830,37232,,,
Singapore,SGP,1831,38015,,,
Singapore,SGP,1832,38814,,,
Singapore,SGP,1833,39630,,,
Singapore,SGP,1834,40463,,,
Singapore,SGP,1835,41314,,,
Singapore,SGP,1836,42182,,,
Singapore,SGP,1837,43069,,,
Singapore,SGP,1838,43975,,,
Singapore,SGP,1839,44899,,,
Singapore,SGP,1840,45843,,,
Singapore,SGP,1841,46805,,,
Singapore,SGP,1842,47786,,,
Singapore,SGP,1843,48787,,,
Singapore,SGP,1844,49806,,,
Singapore,SGP,1845,50846,,,
Singapore,SGP,1846,51906,,,
Singapore,SGP,1847,52986,,,
Singapore,SGP,1848,54088,,,
Singapore,SGP,1849,55210,,,
Singapore,SGP,1850,56355,,,
Singapore,SGP,1851,57522,,,
Singapore,SGP,1852,58711,,,
Singapore,SGP,1853,59923,,,
Singapore,SGP,1854,61158,,,
Singapore,SGP,1855,62418,,,
Singapore,SGP,1856,63703,,,
Singapore,SGP,1857,65012,,,
Singapore,SGP,1858,66346,,,
Singapore,SGP,1859,67707,,,
Singapore,SGP,1860,69094,,,
Singapore,SGP,1861,70554,,,
Singapore,SGP,1862,72089,,,
Singapore,SGP,1863,73704,,,
Singapore,SGP,1864,75402,,,
Singapore,SGP,1865,77186,,,
Singapore,SGP,1866,79059,,,
Singapore,SGP,1867,81024,,,
Singapore,SGP,1868,83087,,,
Singapore,SGP,1869,85249,,,
Singapore,SGP,1870,87515,,,
Singapore,SGP,1871,89889,,,
Singapore,SGP,1872,92376,,,
Singapore,SGP,1873,94506,,,
Singapore,SGP,1874,97227,,,
Singapore,SGP,1875,100080,,,
Singapore,SGP,1876,103068,,,
Singapore,SGP,1877,105801,,,
Singapore,SGP,1878,109106,,,
Singapore,SGP,1879,112570,,,
Singapore,SGP,1880,116144,,,
Singapore,SGP,1881,119521,,,
Singapore,SGP,1882,123316,,,
Singapore,SGP,1883,127231,,,
Singapore,SGP,1884,130973,,,
Singapore,SGP,1885,135134,,,
Singapore,SGP,1886,139429,,,
Singapore,SGP,1887,143576,,,
Singapore,SGP,1888,148143,,,
Singapore,SGP,1889,152857,,,
Singapore,SGP,1890,157723,,,
Singapore,SGP,1891,162747,,,
Singapore,SGP,1892,167934,,,
Singapore,SGP,1893,173288,,,
Singapore,SGP,1894,178816,,,
Singapore,SGP,1895,184522,,,
Singapore,SGP,1896,190410,,,
Singapore,SGP,1897,196483,,,
Singapore,SGP,1898,202748,,,
Singapore,SGP,1899,209210,,,
Singapore,SGP,1900,215875,,,
Singapore,SGP,1901,222749,,,
Singapore,SGP,1902,229471,,,
Singapore,SGP,1903,236772,,,
Singapore,SGP,1904,244302,,,
Singapore,SGP,1905,252068,,,
Singapore,SGP,1906,260082,,,
Singapore,SGP,1907,267737,,,
Singapore,SGP,1908,276248,,,
Singapore,SGP,1909,285030,,,
Singapore,SGP,1910,294092,,,
Singapore,SGP,1911,303243,,,
Singapore,SGP,1912,312883,,,
Singapore,SGP,1913,322072,,,
Singapore,SGP,1914,331378,,,
Singapore,SGP,1915,340699,,,
Singapore,SGP,1916,350352,,,
Singapore,SGP,1917,360006,,,
Singapore,SGP,1918,369665,,,
Singapore,SGP,1919,379989,,,
Singapore,SGP,1920,395975,,,
Singapore,SGP,1921,414624,,,
Singapore,SGP,1922,436937,,,
Singapore,SGP,1923,453922,,,
Singapore,SGP,1924,472572,,,
Singapore,SGP,1925,490223,,,
Singapore,SGP,1926,511204,,,
Singapore,SGP,1927,531518,,,
Singapore,SGP,1928,552832,,,
Singapore,SGP,1929,574147,,,
Singapore,SGP,1930,577477,,,
Singapore,SGP,1931,579142,,,
Singapore,SGP,1932,552166,,,
Singapore,SGP,1933,539511,,,
Singapore,SGP,1934,536847,,,
Singapore,SGP,1935,566154,,,
Singapore,SGP,1936,608116,,,
Singapore,SGP,1937,654074,,,
Singapore,SGP,1938,695703,,,
Singapore,SGP,1939,729006,,,
Singapore,SGP,1940,748655,,,
Singapore,SGP,1941,770931,,,
Singapore,SGP,1942,794458,,,
Singapore,SGP,1943,821203,,,
Singapore,SGP,1944,848848,,,
Singapore,SGP,1945,877424,,,
Singapore,SGP,1946,906961,,,
Singapore,SGP,1947,934637,,,
Singapore,SGP,1948,958465,,,
Singapore,SGP,1949,986472,,,
Singapore,SGP,1950,1022000,,,
Singapore,SGP,1951,1068000,,,
Singapore,SGP,1952,1120000,,,
Singapore,SGP,1953,1178000,,,
Singapore,SGP,1954,1240000,,,
Singapore,SGP,1955,1305000,,,
Singapore,SGP,1956,1373000,,,
Singapore,SGP,1957,1440000,,,
Singapore,SGP,1958,1508000,,,
Singapore,SGP,1959,1572000,,,
Singapore,SGP,1960,1633000,,,2.27256862161576
Singapore,SGP,1961,1690000,,,
Singapore,SGP,1962,1741000,,,
Singapore,SGP,1963,1789000,,,
Singapore,SGP,1964,1835000,,,
Singapore,SGP,1965,1878000,,,3.10883753823607
Singapore,SGP,1966,1919000,,,
Singapore,SGP,1967,1959000,,,
Singapore,SGP,1968,1997000,,,
Singapore,SGP,1969,2035000,,,
Singapore,SGP,1970,2072000,,,5.13649151421857
Singapore,SGP,1971,2111000,,,
Singapore,SGP,1972,2150000,,,
Singapore,SGP,1973,2190000,,,
Singapore,SGP,1974,2226000,,,
Singapore,SGP,1975,2260000,,,9.31033017840927
Singapore,SGP,1976,2289000,,,11.6765433695314
Singapore,SGP,1977,2315000,,,14.6822374801027
Singapore,SGP,1978,2341000,,,17.7411742999681
Singapore,SGP,1979,2373000,,,20.2309687833888
Singapore,SGP,1980,2412000,,,22.2499481693411
Singapore,SGP,1981,2461000,,,23.9635878420753
Singapore,SGP,1982,2518000,,,25.5409661424726
Singapore,SGP,1983,2581000,,,26.8802264577111
Singapore,SGP,1984,2644000,,,28.7321890609924
Singapore,SGP,1985,2706000,,,29.7585505269753
Singapore,SGP,1986,2762000,,,30.4449395333387
Singapore,SGP,1987,2817000,,,31.4265387194855
Singapore,SGP,1988,2873000,,,32.6296225231952
Singapore,SGP,1989,2937000,,,33.9450131008644
Singapore,SGP,1990,3013000,,34344.6722955869,34.9803664378435
Singapore,SGP,1991,3101000,,35613.3981577913,35.5580206486532
Singapore,SGP,1992,3200000,,37008.8239667746,36.6550731744482
Singapore,SGP,1993,3306000,,40247.5029884157,37.8870770911684
Singapore,SGP,1994,3416000,,43266.1389298669,39.338030041207
Singapore,SGP,1995,3526000,,44921.3376646732,41.0663339062355
Singapore,SGP,1996,3638000,,46380.8844210891,43.820070647954
Singapore,SGP,1997,3752000,,48568.0509923276,46.1739288899972
Singapore,SGP,1998,3861000,,45901.1508583608,47.6464850031087
Singapore,SGP,1999,3955000,,48311.2941197413,49.1454412797613
Singapore,SGP,2000,4029000,,51706.4348232877,49.7194657073654
Singapore,SGP,2001,4077000,,49851.0792733017,48.4599924504433
Singapore,SGP,2002,4104000,,51478.6851072858,46.6497934744511
Singapore,SGP,2003,4129000,,54560.5445061343,44.4661996872422
Singapore,SGP,2004,4177000,,59027.0126274951,42.4938902161079
Singapore,SGP,2005,4266000,,61973.6852211441,41.0684202018151
Singapore,SGP,2006,4402000,,65386.1354632428,40.1895010322208
Singapore,SGP,2007,4579000,,68432.6855468307,39.3404962421775
Singapore,SGP,2008,4776000,,66046.14738518,38.6715697379713
Singapore,SGP,2009,4967000,,63697.2914292975,38.8861746146122
Singapore,SGP,2010,5131000,,72115.8395014504,39.3378176724372
Singapore,SGP,2011,5264000,,75113.2045300368,38.9894391768806
Singapore,SGP,2012,5369000,,76285.5699220258,37.7085152262644
Singapore,SGP,2013,5454000,,78896.6126956642,36.6920314868742
Singapore,SGP,2014,5526000,,80903.5346542296,36.6478462622207
Singapore,SGP,2015,5592000,Asia,81741.096935529,36.4228468318211
Singapore,SGP,2016,5654000,,82621.5031826688,35.5431924310644
Singapore,SGP,2017,5708000,,85535.3832002,34.7373303597015
Singapore,SGP,2018,5758000,,,
Singapore,SGP,2019,5804000,,,
Sint Maarten (Dutch part),SXM,1950,1000,,,
Sint Maarten (Dutch part),SXM,1951,2000,,,
Sint Maarten (Dutch part),SXM,1952,2000,,,
Sint Maarten (Dutch part),SXM,1953,2000,,,
Sint Maarten (Dutch part),SXM,1954,2000,,,
Sint Maarten (Dutch part),SXM,1955,2000,,,
Sint Maarten (Dutch part),SXM,1956,2000,,,
Sint Maarten (Dutch part),SXM,1957,2000,,,
Sint Maarten (Dutch part),SXM,1958,2000,,,
Sint Maarten (Dutch part),SXM,1959,3000,,,
Sint Maarten (Dutch part),SXM,1960,3000,,,
Sint Maarten (Dutch part),SXM,1961,3000,,,
Sint Maarten (Dutch part),SXM,1962,3000,,,
Sint Maarten (Dutch part),SXM,1963,4000,,,
Sint Maarten (Dutch part),SXM,1964,4000,,,
Sint Maarten (Dutch part),SXM,1965,4000,,,
Sint Maarten (Dutch part),SXM,1966,5000,,,
Sint Maarten (Dutch part),SXM,1967,5000,,,
Sint Maarten (Dutch part),SXM,1968,6000,,,
Sint Maarten (Dutch part),SXM,1969,6000,,,
Sint Maarten (Dutch part),SXM,1970,7000,,,
Sint Maarten (Dutch part),SXM,1971,7000,,,
Sint Maarten (Dutch part),SXM,1972,8000,,,
Sint Maarten (Dutch part),SXM,1973,8000,,,
Sint Maarten (Dutch part),SXM,1974,9000,,,
Sint Maarten (Dutch part),SXM,1975,10000,,,
Sint Maarten (Dutch part),SXM,1976,10000,,,
Sint Maarten (Dutch part),SXM,1977,11000,,,
Sint Maarten (Dutch part),SXM,1978,11000,,,
Sint Maarten (Dutch part),SXM,1979,12000,,,
Sint Maarten (Dutch part),SXM,1980,13000,,,
Sint Maarten (Dutch part),SXM,1981,14000,,,
Sint Maarten (Dutch part),SXM,1982,15000,,,
Sint Maarten (Dutch part),SXM,1983,16000,,,
Sint Maarten (Dutch part),SXM,1984,18000,,,
Sint Maarten (Dutch part),SXM,1985,19000,,,
Sint Maarten (Dutch part),SXM,1986,21000,,,
Sint Maarten (Dutch part),SXM,1987,23000,,,
Sint Maarten (Dutch part),SXM,1988,25000,,,
Sint Maarten (Dutch part),SXM,1989,27000,,,
Sint Maarten (Dutch part),SXM,1990,29000,,,
Sint Maarten (Dutch part),SXM,1991,30000,,,
Sint Maarten (Dutch part),SXM,1992,30000,,,
Sint Maarten (Dutch part),SXM,1993,31000,,,
Sint Maarten (Dutch part),SXM,1994,31000,,,
Sint Maarten (Dutch part),SXM,1995,31000,,,
Sint Maarten (Dutch part),SXM,1996,31000,,,
Sint Maarten (Dutch part),SXM,1997,32000,,,
Sint Maarten (Dutch part),SXM,1998,32000,,,
Sint Maarten (Dutch part),SXM,1999,32000,,,
Sint Maarten (Dutch part),SXM,2000,33000,,,
Sint Maarten (Dutch part),SXM,2001,33000,,,
Sint Maarten (Dutch part),SXM,2002,33000,,,
Sint Maarten (Dutch part),SXM,2003,33000,,,
Sint Maarten (Dutch part),SXM,2004,33000,,,
Sint Maarten (Dutch part),SXM,2005,33000,,,
Sint Maarten (Dutch part),SXM,2006,33000,,,
Sint Maarten (Dutch part),SXM,2007,33000,,,
Sint Maarten (Dutch part),SXM,2008,33000,,,
Sint Maarten (Dutch part),SXM,2009,34000,,,
Sint Maarten (Dutch part),SXM,2010,34000,,,
Sint Maarten (Dutch part),SXM,2011,35000,,36327.2318988918,
Sint Maarten (Dutch part),SXM,2012,36000,,,
Sint Maarten (Dutch part),SXM,2013,38000,,,
Sint Maarten (Dutch part),SXM,2014,39000,,,
Sint Maarten (Dutch part),SXM,2015,40000,North America,,
Sint Maarten (Dutch part),SXM,2016,41000,,,
Sint Maarten (Dutch part),SXM,2017,41000,,,
Sint Maarten (Dutch part),SXM,2018,42000,,,
Sint Maarten (Dutch part),SXM,2019,42000,,,
Slovakia,SVK,1800,2140651,,,
Slovakia,SVK,1801,2140651,,,
Slovakia,SVK,1802,2140651,,,
Slovakia,SVK,1803,2140651,,,
Slovakia,SVK,1804,2140651,,,
Slovakia,SVK,1805,2140651,,,
Slovakia,SVK,1806,2140651,,,
Slovakia,SVK,1807,2140651,,,
Slovakia,SVK,1808,2140651,,,
Slovakia,SVK,1809,2140651,,,
Slovakia,SVK,1810,2140651,,,
Slovakia,SVK,1811,2141023,,,
Slovakia,SVK,1812,2141768,,,
Slovakia,SVK,1813,2142888,,,
Slovakia,SVK,1814,2144383,,,
Slovakia,SVK,1815,2146256,,,
Slovakia,SVK,1816,2148508,,,
Slovakia,SVK,1817,2151139,,,
Slovakia,SVK,1818,2154152,,,
Slovakia,SVK,1819,2157548,,,
Slovakia,SVK,1820,2161328,,,
Slovakia,SVK,1821,2165494,,,
Slovakia,SVK,1822,2170047,,,
Slovakia,SVK,1823,2174988,,,
Slovakia,SVK,1824,2180319,,,
Slovakia,SVK,1825,2186042,,,
Slovakia,SVK,1826,2192157,,,
Slovakia,SVK,1827,2198667,,,
Slovakia,SVK,1828,2205572,,,
Slovakia,SVK,1829,2212874,,,
Slovakia,SVK,1830,2220574,,,
Slovakia,SVK,1831,2228675,,,
Slovakia,SVK,1832,2236805,,,
Slovakia,SVK,1833,2244964,,,
Slovakia,SVK,1834,2253154,,,
Slovakia,SVK,1835,2261373,,,
Slovakia,SVK,1836,2269622,,,
Slovakia,SVK,1837,2277902,,,
Slovakia,SVK,1838,2286211,,,
Slovakia,SVK,1839,2294551,,,
Slovakia,SVK,1840,2302921,,,
Slovakia,SVK,1841,2311322,,,
Slovakia,SVK,1842,2319754,,,
Slovakia,SVK,1843,2328216,,,
Slovakia,SVK,1844,2336709,,,
Slovakia,SVK,1845,2345233,,,
Slovakia,SVK,1846,2353788,,,
Slovakia,SVK,1847,2362375,,,
Slovakia,SVK,1848,2370992,,,
Slovakia,SVK,1849,2379642,,,
Slovakia,SVK,1850,2388322,,,
Slovakia,SVK,1851,2396877,,,
Slovakia,SVK,1852,2405463,,,
Slovakia,SVK,1853,2414079,,,
Slovakia,SVK,1854,2422726,,,
Slovakia,SVK,1855,2431404,,,
Slovakia,SVK,1856,2440114,,,
Slovakia,SVK,1857,2448854,,,
Slovakia,SVK,1858,2457626,,,
Slovakia,SVK,1859,2466429,,,
Slovakia,SVK,1860,2475264,,,
Slovakia,SVK,1861,2484130,,,
Slovakia,SVK,1862,2493028,,,
Slovakia,SVK,1863,2501958,,,
Slovakia,SVK,1864,2510920,,,
Slovakia,SVK,1865,2519914,,,
Slovakia,SVK,1866,2528940,,,
Slovakia,SVK,1867,2537998,,,
Slovakia,SVK,1868,2547089,,,
Slovakia,SVK,1869,2556213,,,
Slovakia,SVK,1870,2565369,,,
Slovakia,SVK,1871,2574558,,,
Slovakia,SVK,1872,2583779,,,
Slovakia,SVK,1873,2592920,,,
Slovakia,SVK,1874,2602207,,,
Slovakia,SVK,1875,2611528,,,
Slovakia,SVK,1876,2620882,,,
Slovakia,SVK,1877,2630165,,,
Slovakia,SVK,1878,2639586,,,
Slovakia,SVK,1879,2649041,,,
Slovakia,SVK,1880,2658529,,,
Slovakia,SVK,1881,2667958,,,
Slovakia,SVK,1882,2677514,,,
Slovakia,SVK,1883,2687104,,,
Slovakia,SVK,1884,2696646,,,
Slovakia,SVK,1885,2706305,,,
Slovakia,SVK,1886,2715998,,,
Slovakia,SVK,1887,2725654,,,
Slovakia,SVK,1888,2735417,,,
Slovakia,SVK,1889,2745215,,,
Slovakia,SVK,1890,2755048,,,
Slovakia,SVK,1891,2764916,,,
Slovakia,SVK,1892,2774819,,,
Slovakia,SVK,1893,2784758,,,
Slovakia,SVK,1894,2794732,,,
Slovakia,SVK,1895,2804743,,,
Slovakia,SVK,1896,2814789,,,
Slovakia,SVK,1897,2824871,,,
Slovakia,SVK,1898,2834989,,,
Slovakia,SVK,1899,2845143,,,
Slovakia,SVK,1900,2855334,,,
Slovakia,SVK,1901,2865561,,,
Slovakia,SVK,1902,2875761,,,
Slovakia,SVK,1903,2886061,,,
Slovakia,SVK,1904,2896399,,,
Slovakia,SVK,1905,2906773,,,
Slovakia,SVK,1906,2917184,,,
Slovakia,SVK,1907,2927542,,,
Slovakia,SVK,1908,2938028,,,
Slovakia,SVK,1909,2948551,,,
Slovakia,SVK,1910,2959112,,,
Slovakia,SVK,1911,2969685,,,
Slovakia,SVK,1912,2980321,,,
Slovakia,SVK,1913,2990996,,,
Slovakia,SVK,1914,3001709,,,
Slovakia,SVK,1915,3012460,,,
Slovakia,SVK,1916,3023250,,,
Slovakia,SVK,1917,3034078,,,
Slovakia,SVK,1918,3045213,,,
Slovakia,SVK,1919,3056322,,,
Slovakia,SVK,1920,3067471,,,
Slovakia,SVK,1921,3078661,,,
Slovakia,SVK,1922,3089892,,,
Slovakia,SVK,1923,3101163,,,
Slovakia,SVK,1924,3112476,,,
Slovakia,SVK,1925,3123830,,,
Slovakia,SVK,1926,3135226,,,
Slovakia,SVK,1927,3146663,,,
Slovakia,SVK,1928,3158141,,,
Slovakia,SVK,1929,3169662,,,
Slovakia,SVK,1930,3181225,,,
Slovakia,SVK,1931,3192829,,,
Slovakia,SVK,1932,3204476,,,
Slovakia,SVK,1933,3216166,,,
Slovakia,SVK,1934,3227898,,,
Slovakia,SVK,1935,3239673,,,
Slovakia,SVK,1936,3251491,,,
Slovakia,SVK,1937,3263353,,,
Slovakia,SVK,1938,3275257,,,
Slovakia,SVK,1939,3287205,,,
Slovakia,SVK,1940,3299196,,,
Slovakia,SVK,1941,3311231,,,
Slovakia,SVK,1942,3323310,,,
Slovakia,SVK,1943,3335434,,,
Slovakia,SVK,1944,3347601,,,
Slovakia,SVK,1945,3359813,,,
Slovakia,SVK,1946,3372069,,,
Slovakia,SVK,1947,3384370,,,
Slovakia,SVK,1948,3396716,,,
Slovakia,SVK,1949,3409107,,,
Slovakia,SVK,1950,3437000,,,
Slovakia,SVK,1951,3511000,,,
Slovakia,SVK,1952,3588000,,,
Slovakia,SVK,1953,3665000,,,
Slovakia,SVK,1954,3741000,,,
Slovakia,SVK,1955,3815000,,,
Slovakia,SVK,1956,3887000,,,
Slovakia,SVK,1957,3955000,,,
Slovakia,SVK,1958,4020000,,,
Slovakia,SVK,1959,4081000,,,
Slovakia,SVK,1960,4140000,,,1.91593063887623
Slovakia,SVK,1961,4196000,,,
Slovakia,SVK,1962,4249000,,,
Slovakia,SVK,1963,4299000,,,
Slovakia,SVK,1964,4343000,,,
Slovakia,SVK,1965,4383000,,,3.63190928063088
Slovakia,SVK,1966,4418000,,,
Slovakia,SVK,1967,4449000,,,
Slovakia,SVK,1968,4477000,,,
Slovakia,SVK,1969,4506000,,,
Slovakia,SVK,1970,4539000,,,5.80132681448854
Slovakia,SVK,1971,4576000,,,
Slovakia,SVK,1972,4616000,,,
Slovakia,SVK,1973,4659000,,,
Slovakia,SVK,1974,4705000,,,
Slovakia,SVK,1975,4753000,,,8.05975331086114
Slovakia,SVK,1976,4802000,,,8.43379515888092
Slovakia,SVK,1977,4852000,,,8.79866592395626
Slovakia,SVK,1978,4903000,,,9.15236614767248
Slovakia,SVK,1979,4952000,,,9.35427768717078
Slovakia,SVK,1980,4997000,,,9.4054292696565
Slovakia,SVK,1981,5037000,,,9.5198836052592
Slovakia,SVK,1982,5074000,,,9.64924347985471
Slovakia,SVK,1983,5107000,,,9.86452095354034
Slovakia,SVK,1984,5138000,,,10.1690158115961
Slovakia,SVK,1985,5167000,,,10.4381862809423
Slovakia,SVK,1986,5194000,,,10.8500538859282
Slovakia,SVK,1987,5220000,,,11.3760855209782
