Entity,Code,Year,Total population (Gapminder),Continent,"GDP per capita, PPP (constant 2011 international $)",Mobile cellular subscriptions (per 100 people)
United Kingdom,GBR,1853,22837200,,,
United Kingdom,GBR,1854,23117738,,,
United Kingdom,GBR,1855,23417123,,,
United Kingdom,GBR,1856,23728007,,,
United Kingdom,GBR,1857,23974430,,,
United Kingdom,GBR,1858,24230353,,,
United Kingdom,GBR,1859,24488987,,,
United Kingdom,GBR,1860,24746160,,,
United Kingdom,GBR,1861,25009641,,,
United Kingdom,GBR,1862,25291179,,,
United Kingdom,GBR,1863,25561448,,,
United Kingdom,GBR,1864,25828236,,,
United Kingdom,GBR,1865,26107967,,,
United Kingdom,GBR,1866,26385197,,,
United Kingdom,GBR,1867,26667813,,,
United Kingdom,GBR,1868,26955755,,,
United Kingdom,GBR,1869,27249851,,,
United Kingdom,GBR,1870,27544197,,,
United Kingdom,GBR,1871,27844139,,,
United Kingdom,GBR,1872,28050928,,,
United Kingdom,GBR,1873,28385947,,,
United Kingdom,GBR,1874,28730581,,,
United Kingdom,GBR,1875,29082812,,,
United Kingdom,GBR,1876,29444523,,,
United Kingdom,GBR,1877,29814831,,,
United Kingdom,GBR,1878,30173677,,,
United Kingdom,GBR,1879,30557062,,,
United Kingdom,GBR,1880,30920888,,,
United Kingdom,GBR,1881,31273446,,,
United Kingdom,GBR,1882,31576465,,,
United Kingdom,GBR,1883,31875253,,,
United Kingdom,GBR,1884,32184118,,,
United Kingdom,GBR,1885,32500733,,,
United Kingdom,GBR,1886,32822214,,,
United Kingdom,GBR,1887,33142079,,,
United Kingdom,GBR,1888,33464925,,,
United Kingdom,GBR,1889,33793233,,,
United Kingdom,GBR,1890,34127982,,,
United Kingdom,GBR,1891,34472021,,,
United Kingdom,GBR,1892,34836751,,,
United Kingdom,GBR,1893,35211963,,,
United Kingdom,GBR,1894,35593770,,,
United Kingdom,GBR,1895,35976405,,,
United Kingdom,GBR,1896,36367212,,,
United Kingdom,GBR,1897,36763751,,,
United Kingdom,GBR,1898,37166289,,,
United Kingdom,GBR,1899,37569674,,,
United Kingdom,GBR,1900,37975154,,,
United Kingdom,GBR,1901,38373808,,,
United Kingdom,GBR,1902,38737346,,,
United Kingdom,GBR,1903,39102443,,,
United Kingdom,GBR,1904,39474558,,,
United Kingdom,GBR,1905,39850962,,,
United Kingdom,GBR,1906,40231673,,,
United Kingdom,GBR,1907,40614789,,,
United Kingdom,GBR,1908,41003923,,,
United Kingdom,GBR,1909,41398500,,,
United Kingdom,GBR,1910,41795923,,,
United Kingdom,GBR,1911,42150769,,,
United Kingdom,GBR,1912,42318019,,,
United Kingdom,GBR,1913,42556673,,,
United Kingdom,GBR,1914,42965211,,,
United Kingdom,GBR,1915,43296057,,,
United Kingdom,GBR,1916,43473615,,,
United Kingdom,GBR,1917,43573615,,,
United Kingdom,GBR,1918,43529634,,,
United Kingdom,GBR,1919,43437404,,,
United Kingdom,GBR,1920,43718000,,,
United Kingdom,GBR,1921,44072000,,,
United Kingdom,GBR,1922,44372000,,,
United Kingdom,GBR,1923,44596000,,,
United Kingdom,GBR,1924,44915000,,,
United Kingdom,GBR,1925,45059000,,,
United Kingdom,GBR,1926,45232000,,,
United Kingdom,GBR,1927,45389000,,,
United Kingdom,GBR,1928,45578000,,,
United Kingdom,GBR,1929,45672000,,,
United Kingdom,GBR,1930,45866000,,,
United Kingdom,GBR,1931,46074000,,,
United Kingdom,GBR,1932,46335000,,,
United Kingdom,GBR,1933,46520000,,,
United Kingdom,GBR,1934,46666000,,,
United Kingdom,GBR,1935,46868000,,,
United Kingdom,GBR,1936,47081000,,,
United Kingdom,GBR,1937,47289000,,,
United Kingdom,GBR,1938,47494000,,,
United Kingdom,GBR,1939,47991000,,,
United Kingdom,GBR,1940,48226000,,,
United Kingdom,GBR,1941,48216000,,,
United Kingdom,GBR,1942,48400000,,,
United Kingdom,GBR,1943,48789000,,,
United Kingdom,GBR,1944,49016000,,,
United Kingdom,GBR,1945,49182000,,,
United Kingdom,GBR,1946,49217000,,,
United Kingdom,GBR,1947,49519000,,,
United Kingdom,GBR,1948,50014000,,,
United Kingdom,GBR,1949,50312000,,,
United Kingdom,GBR,1950,50616012,,,
United Kingdom,GBR,1951,50631571,,,
United Kingdom,GBR,1952,50706811,,,
United Kingdom,GBR,1953,50829901,,,
United Kingdom,GBR,1954,50991454,,,
United Kingdom,GBR,1955,51184529,,,
United Kingdom,GBR,1956,51404774,,,
United Kingdom,GBR,1957,51650279,,,
United Kingdom,GBR,1958,51921175,,,
United Kingdom,GBR,1959,52218942,,,
United Kingdom,GBR,1960,52544356,,,0
United Kingdom,GBR,1961,52895303,,,
United Kingdom,GBR,1962,53264855,,,
United Kingdom,GBR,1963,53640457,,,
United Kingdom,GBR,1964,54006245,,,
United Kingdom,GBR,1965,54349899,,,0
United Kingdom,GBR,1966,54666008,,,
United Kingdom,GBR,1967,54954044,,,
United Kingdom,GBR,1968,55212835,,,
United Kingdom,GBR,1969,55443064,,,
United Kingdom,GBR,1970,55645390,,,0
United Kingdom,GBR,1971,55819499,,,
United Kingdom,GBR,1972,55964697,,,
United Kingdom,GBR,1973,56081455,,,
United Kingdom,GBR,1974,56170690,,,
United Kingdom,GBR,1975,56234250,,,0
United Kingdom,GBR,1976,56273041,,,0
United Kingdom,GBR,1977,56290629,,,0
United Kingdom,GBR,1978,56295032,,,0
United Kingdom,GBR,1979,56296406,,,0
United Kingdom,GBR,1980,56303011,,,0
United Kingdom,GBR,1981,56317534,,,0
United Kingdom,GBR,1982,56341308,,,0
United Kingdom,GBR,1983,56379327,,,0
United Kingdom,GBR,1984,56436762,,,0
United Kingdom,GBR,1985,56516908,,,0.088548655830519
United Kingdom,GBR,1986,56622956,,,0.229786397635109
United Kingdom,GBR,1987,56753658,,,0.511380797277225
United Kingdom,GBR,1988,56902081,,,0.984825024643048
United Kingdom,GBR,1989,57058173,,,1.70981401327089
United Kingdom,GBR,1990,57214474,,26827.8422642227,1.94812016110079
United Kingdom,GBR,1991,57369629,,26454.4098108301,2.19744009739055
United Kingdom,GBR,1992,57525459,,26481.6315650866,2.62111854868718
United Kingdom,GBR,1993,57681639,,27085.7876568753,3.93405271800632
United Kingdom,GBR,1994,57838596,,28065.1854525458,6.81533896166166
United Kingdom,GBR,1995,57997210,,28682.3421558204,9.89298224072408
United Kingdom,GBR,1996,58156871,,29335.696108937,12.4634812350657
United Kingdom,GBR,1997,58318771,,30441.839370203,15.1525349183149
United Kingdom,GBR,1998,58488026,,31305.6862483084,25.4129571373019
United Kingdom,GBR,1999,58671413,,32205.1508944734,46.2749176430728
United Kingdom,GBR,2000,58874117,,33266.1164286608,73.7088633568087
United Kingdom,GBR,2001,59097129,,33981.3775929392,78.2476992178933
United Kingdom,GBR,2002,59339971,,34669.5182383112,82.9467033731834
United Kingdom,GBR,2003,59604347,,35656.1779984626,91.0641470923019
United Kingdom,GBR,2004,59891788,,36292.1820341162,99.6723455670925
United Kingdom,GBR,2005,60202727,,37159.7989562295,108.600414943555
United Kingdom,GBR,2006,60538143,,37793.6185013342,115.254437044767
United Kingdom,GBR,2007,60896101,,38384.2519713226,120.225708324364
United Kingdom,GBR,2008,61270318,,37903.3819323998,120.724064372411
United Kingdom,GBR,2009,61652315,,36042.424228706,121.935386072202
United Kingdom,GBR,2010,62035570,,36366.9831782522,121.203053831005
United Kingdom,GBR,2011,62417431,,36607.9810897257,120.921520540642
United Kingdom,GBR,2012,62798099,,36892.8503113158,121.912766829369
United Kingdom,GBR,2013,63177406,,37398.7972183927,121.708890828143
United Kingdom,GBR,2014,,,38251.7924802929,120.679621837721
United Kingdom,GBR,2015,,Europe,38839.1669568199,121.183993230279
United Kingdom,GBR,2016,,,39309.3270821404,119.977347434222
United Kingdom,GBR,2017,,,39753.2438934915,119.630948699703
United Korea,OWID_KRU,2015,,Asia,,
United States,USA,1700,1000000,,,
United States,USA,1800,6801854,,,
United States,USA,1820,9980510,,,
United States,USA,1821,10298969,,,
United States,USA,1822,10625503,,,
United States,USA,1823,10951077,,,
United States,USA,1824,11276695,,,
United States,USA,1825,11602355,,,
United States,USA,1826,11928057,,,
United States,USA,1827,12250905,,,
United States,USA,1828,12580590,,,
United States,USA,1829,12906416,,,
United States,USA,1830,13240314,,,
United States,USA,1831,13658580,,,
United States,USA,1832,14077890,,,
United States,USA,1833,14496235,,,
United States,USA,1834,14914618,,,
United States,USA,1835,15334042,,,
United States,USA,1836,15752501,,,
United States,USA,1837,16170997,,,
United States,USA,1838,16590533,,,
United States,USA,1839,17009101,,,
United States,USA,1840,17443768,,,
United States,USA,1841,18056100,,,
United States,USA,1842,18667464,,,
United States,USA,1843,19278865,,,
United States,USA,1844,19890301,,,
United States,USA,1845,20502776,,,
United States,USA,1846,21114282,,,
United States,USA,1847,21725822,,,
United States,USA,1848,22337396,,,
United States,USA,1849,22950007,,,
United States,USA,1850,23579718,,,
United States,USA,1851,24405303,,,
United States,USA,1852,25230918,,,
United States,USA,1853,26156953,,,
United States,USA,1854,26882238,,,
United States,USA,1855,27707943,,,
United States,USA,1856,28534680,,,
United States,USA,1857,29360442,,,
United States,USA,1858,30186232,,,
United States,USA,1859,31012051,,,
United States,USA,1860,31838901,,,
United States,USA,1861,32677742,,,
United States,USA,1862,33515609,,,
United States,USA,1863,34354509,,,
United States,USA,1864,35192433,,,
United States,USA,1865,36031388,,,
United States,USA,1866,36869368,,,
United States,USA,1867,37708378,,,
United States,USA,1868,38546412,,,
United States,USA,1869,39385476,,,
United States,USA,1870,40240630,,,
United States,USA,1871,41098000,,,
United States,USA,1872,42136000,,,
United States,USA,1873,43174000,,,
United States,USA,1874,44212000,,,
United States,USA,1875,45245000,,,
United States,USA,1876,46287000,,,
United States,USA,1877,47325000,,,
United States,USA,1878,48362000,,,
United States,USA,1879,49400000,,,
United States,USA,1880,50458000,,,
United States,USA,1881,51743000,,,
United States,USA,1882,53027000,,,
United States,USA,1883,54311000,,,
United States,USA,1884,55595000,,,
United States,USA,1885,56879000,,,
United States,USA,1886,58164000,,,
United States,USA,1887,59448000,,,
United States,USA,1888,60732000,,,
United States,USA,1889,62016000,,,
United States,USA,1890,63302000,,,
United States,USA,1891,64612000,,,
United States,USA,1892,65922000,,,
United States,USA,1893,67231000,,,
United States,USA,1894,68541000,,,
United States,USA,1895,69851000,,,
United States,USA,1896,71161000,,,
United States,USA,1897,72471000,,,
United States,USA,1898,73781000,,,
United States,USA,1899,75091000,,,
United States,USA,1900,76391000,,,
United States,USA,1901,77888000,,,
United States,USA,1902,79469000,,,
United States,USA,1903,80946000,,,
United States,USA,1904,82485000,,,
United States,USA,1905,84147000,,,
United States,USA,1906,85770000,,,
United States,USA,1907,87339000,,,
United States,USA,1908,89055000,,,
United States,USA,1909,90845000,,,
United States,USA,1910,92767000,,,
United States,USA,1911,94234000,,,
United States,USA,1912,95703000,,,
United States,USA,1913,97606000,,,
United States,USA,1914,99505000,,,
United States,USA,1915,100941000,,,
United States,USA,1916,102364000,,,
United States,USA,1917,103817000,,,
United States,USA,1918,104958000,,,
United States,USA,1919,105473000,,,
United States,USA,1920,106881000,,,
United States,USA,1921,108964000,,,
United States,USA,1922,110484000,,,
United States,USA,1923,112387000,,,
United States,USA,1924,114558000,,,
United States,USA,1925,116284000,,,
United States,USA,1926,117857000,,,
United States,USA,1927,119502000,,,
United States,USA,1928,120971000,,,
United States,USA,1929,122245000,,,
United States,USA,1930,123668000,,,
United States,USA,1931,124633000,,,
United States,USA,1932,125436000,,,
United States,USA,1933,126180000,,,
United States,USA,1934,126978000,,,
United States,USA,1935,127859000,,,
United States,USA,1936,128681000,,,
United States,USA,1937,129464000,,,
United States,USA,1938,130476000,,,
United States,USA,1939,131539000,,,
United States,USA,1940,132637000,,,
United States,USA,1941,133922000,,,
United States,USA,1942,135386000,,,
United States,USA,1943,137272000,,,
United States,USA,1944,138937000,,,
United States,USA,1945,140474000,,,
United States,USA,1946,141940000,,,
United States,USA,1947,144688000,,,
United States,USA,1948,147203000,,,
United States,USA,1949,149770000,,,
United States,USA,1950,157813040,,,
United States,USA,1951,160024871,,,
United States,USA,1952,162530196,,,
United States,USA,1953,165260027,,,
United States,USA,1954,168152385,,,
United States,USA,1955,171152291,,,
United States,USA,1956,174211875,,,
United States,USA,1957,177290268,,,
United States,USA,1958,180353310,,,
United States,USA,1959,183373044,,,
United States,USA,1960,186326215,,,0
United States,USA,1961,189192675,,,
United States,USA,1962,191953977,,,
United States,USA,1963,194592775,,,
United States,USA,1964,197094531,,,
United States,USA,1965,199452508,,,0
United States,USA,1966,201657141,,,
United States,USA,1967,203717833,,,
United States,USA,1968,205672498,,,
United States,USA,1969,207573866,,,
United States,USA,1970,209463865,,,0
United States,USA,1971,211355529,,,
United States,USA,1972,213250350,,,
United States,USA,1973,215164616,,,
United States,USA,1974,217113584,,,
United States,USA,1975,219108358,,,0
United States,USA,1976,221161377,,,0
United States,USA,1977,223274855,,,0
United States,USA,1978,225436004,,,0
United States,USA,1979,227624232,,,0
United States,USA,1980,229825004,,,0
United States,USA,1981,232035086,,,
United States,USA,1982,234261242,,,
United States,USA,1983,236510688,,,
United States,USA,1984,238794274,,,0.0383948181146299
United States,USA,1985,241119752,,,0.141270317939914
United States,USA,1986,243495805,,,0.280472228313135
United States,USA,1987,245920994,,,0.501565051009348
United States,USA,1988,248381577,,,0.835329172388771
United States,USA,1989,250857751,,,1.40294242062495
United States,USA,1990,253339097,,37062.1302595789,2.09205086366983
United States,USA,1991,255807342,,36543.0849228687,2.96388013123759
United States,USA,1992,258275919,,37321.1290369821,4.28532526240106
United States,USA,1993,260803255,,37843.5732817864,6.15700697945043
United States,USA,1994,263468980,,38891.6981952607,9.18561207022721
United States,USA,1995,266323717,,39476.2658175258,12.7176870362786
United States,USA,1996,269393632,,40500.7954160455,16.384832955104
United States,USA,1997,272643340,,41811.6387668025,20.3251980657314
United States,USA,1998,275986072,,43166.0818492918,25.1174664993638
United States,USA,1999,279300030,,44672.5494142099,30.8564514088078
United States,USA,2000,282496310,,45986.0527103166,38.8243678484507
United States,USA,2001,285544778,,45977.5499913714,45.1110835155321
United States,USA,2002,288467308,,46366.5779744928,49.3205645290249
United States,USA,2003,291290823,,47260.0419368009,55.3867930869923
United States,USA,2004,294063120,,48597.3373622248,63.1774892595294
United States,USA,2005,296820296,,49762.2379013619,69.0205483727633
United States,USA,2006,299564470,,50598.9483595843,77.0916423137437
United States,USA,2007,302284564,,51011.4250263085,82.9354629527902
United States,USA,2008,304989064,,50383.8405601926,86.1312908462937
United States,USA,2009,307686729,,48557.8676445276,89.6126045826433
United States,USA,2010,310383948,,49374.1788851797,92.3784068871048
United States,USA,2011,313085380,,49793.7135249201,95.6125019258475
United States,USA,2012,315791284,,50520.348289879,97.2880745755963
United States,USA,2013,318497630,,51003.6859904151,98.4665250134029
United States,USA,2014,,,51921.9846391384,111.891403183316
United States,USA,2015,,North America,53005.6361464627,119.497390487961
United States,USA,2016,,,53399.3591673623,122.875872294896
United States,USA,2017,,,54225.4461231621,122.012468472834
United States Minor Outlying Islands,UMI,2015,,Oceania,,
United States Virgin Islands,VIR,1960,,,,0
United States Virgin Islands,VIR,1965,,,,0
United States Virgin Islands,VIR,1970,,,,0
United States Virgin Islands,VIR,1975,,,,0
United States Virgin Islands,VIR,1976,,,,0
United States Virgin Islands,VIR,1977,,,,0
United States Virgin Islands,VIR,1978,,,,0
United States Virgin Islands,VIR,1979,,,,0
United States Virgin Islands,VIR,1980,,,,0
United States Virgin Islands,VIR,1981,,,,0
United States Virgin Islands,VIR,1982,,,,0
United States Virgin Islands,VIR,1983,,,,0
United States Virgin Islands,VIR,1984,,,,0
United States Virgin Islands,VIR,1985,,,,0
United States Virgin Islands,VIR,1986,,,,0
United States Virgin Islands,VIR,1987,,,,0
United States Virgin Islands,VIR,1988,,,,0
United States Virgin Islands,VIR,1989,,,,0
United States Virgin Islands,VIR,1990,,,,0
United States Virgin Islands,VIR,1997,,,,14.7722761307716
United States Virgin Islands,VIR,1998,,,,23.0295884151958
United States Virgin Islands,VIR,1999,,,,27.6037209815883
United States Virgin Islands,VIR,2000,,,,32.1921966115414
United States Virgin Islands,VIR,2001,,,,37.7219615420002
United States Virgin Islands,VIR,2002,,,,41.5910535479057
United States Virgin Islands,VIR,2003,,,,45.4998523331364
United States Virgin Islands,VIR,2004,,,,59.3971467165035
United States Virgin Islands,VIR,2005,,,,74.4946332322136
United States Virgin Islands,VIR,2015,,North America,,
Upper middle income,,1960,,,,0
Upper middle income,,1965,,,,0
Upper middle income,,1970,,,,0
Upper middle income,,1975,,,,0
Upper middle income,,1976,,,,0
Upper middle income,,1977,,,,0
Upper middle income,,1978,,,,0
Upper middle income,,1979,,,,0
Upper middle income,,1980,,,,0
Upper middle income,,1981,,,,0
Upper middle income,,1982,,,,0
Upper middle income,,1983,,,,0
Upper middle income,,1984,,,,0
Upper middle income,,1985,,,,0
Upper middle income,,1986,,,,0.000629926953223368
Upper middle income,,1987,,,,0.0015037811078067
Upper middle income,,1988,,,,0.00310698536205831
Upper middle income,,1989,,,,0.006028642048411
Upper middle income,,1990,,,5997.78392372945,0.0140313143834555
Upper middle income,,1991,,,5942.65252731314,0.0271969657873279
Upper middle income,,1992,,,5861.02235608532,0.0563962090143818
Upper middle income,,1993,,,5960.06324691581,0.11127919913863
Upper middle income,,1994,,,5999.05255946187,0.239560155491813
Upper middle income,,1995,,,6135.64585020526,0.467905778245524
Upper middle income,,1996,,,6348.6284587784,0.809750127991031
Upper middle income,,1997,,,6589.28629082452,1.44890104542526
Upper middle income,,1998,,,6678.6789397632,2.41537027702895
Upper middle income,,1999,,,6851.53513455401,4.37468578797277
Upper middle income,,2000,,,7226.028301385,7.83366772352344
Upper middle income,,2001,,,7430.76990057302,12.1462576743629
Upper middle income,,2002,,,7751.42223542755,16.8068826765794
Upper middle income,,2003,,,8122.93894787795,22.0663855717697
Upper middle income,,2004,,,8713.23156404611,29.4362395076342
Upper middle income,,2005,,,9275.87789005334,38.3627515796378
Upper middle income,,2006,,,9986.77612692043,46.8568677183312
Upper middle income,,2007,,,10822.6497267803,56.386006827152
Upper middle income,,2008,,,11392.1835025785,65.8109421331526
Upper middle income,,2009,,,11536.9532791892,73.9247457266422
Upper middle income,,2010,,,12320.0084695492,81.1938715988628
Upper middle income,,2011,,,13002.5153048247,88.0947598498057
Upper middle income,,2012,,,13599.8311324666,94.8562078087681
Upper middle income,,2013,,,14186.8262643128,102.090658271514
Upper middle income,,2014,,,14703.1627377008,104.67042767992
Upper middle income,,2015,,,15125.5853466816,104.59059289061
Upper middle income,,2016,,,15669.1344013226,107.168135345412
Upper middle income,,2017,,,16319.6586347676,111.47770750899
Uruguay,URY,1800,55000,,,
Uruguay,URY,1820,55000,,,
Uruguay,URY,1850,132000,,,
Uruguay,URY,1870,343000,,,
Uruguay,URY,1871,354000,,,
Uruguay,URY,1872,364000,,,
Uruguay,URY,1873,376000,,,
Uruguay,URY,1874,387000,,,
Uruguay,URY,1875,399000,,,
Uruguay,URY,1876,411000,,,
Uruguay,URY,1877,424000,,,
Uruguay,URY,1878,437000,,,
Uruguay,URY,1879,450000,,,
Uruguay,URY,1880,464000,,,
Uruguay,URY,1881,482000,,,
Uruguay,URY,1882,502000,,,
Uruguay,URY,1883,522000,,,
Uruguay,URY,1884,543000,,,
Uruguay,URY,1885,564000,,,
Uruguay,URY,1886,587000,,,
Uruguay,URY,1887,610000,,,
Uruguay,URY,1888,635000,,,
Uruguay,URY,1889,660000,,,
Uruguay,URY,1890,686000,,,
Uruguay,URY,1891,706000,,,
Uruguay,URY,1892,727000,,,
Uruguay,URY,1893,748000,,,
Uruguay,URY,1894,770000,,,
Uruguay,URY,1895,792000,,,
Uruguay,URY,1896,815000,,,
Uruguay,URY,1897,839000,,,
Uruguay,URY,1898,864000,,,
Uruguay,URY,1899,889000,,,
Uruguay,URY,1900,915000,,,
Uruguay,URY,1901,930000,,,
Uruguay,URY,1902,945000,,,
Uruguay,URY,1903,961000,,,
Uruguay,URY,1904,977000,,,
Uruguay,URY,1905,993000,,,
Uruguay,URY,1906,1009000,,,
Uruguay,URY,1907,1026000,,,
Uruguay,URY,1908,1043000,,,
Uruguay,URY,1909,1062000,,,
Uruguay,URY,1910,1081000,,,
Uruguay,URY,1911,1112000,,,
Uruguay,URY,1912,1144000,,,
Uruguay,URY,1913,1177000,,,
Uruguay,URY,1914,1223000,,,
Uruguay,URY,1915,1246000,,,
Uruguay,URY,1916,1269000,,,
Uruguay,URY,1917,1292000,,,
Uruguay,URY,1918,1316000,,,
Uruguay,URY,1919,1341000,,,
Uruguay,URY,1920,1371000,,,
Uruguay,URY,1921,1402000,,,
Uruguay,URY,1922,1433000,,,
Uruguay,URY,1923,1465000,,,
Uruguay,URY,1924,1498000,,,
Uruguay,URY,1925,1534000,,,
Uruguay,URY,1926,1571000,,,
Uruguay,URY,1927,1608000,,,
Uruguay,URY,1928,1646000,,,
Uruguay,URY,1929,1685000,,,
Uruguay,URY,1930,1713000,,,
Uruguay,URY,1931,1741000,,,
Uruguay,URY,1932,1770000,,,
Uruguay,URY,1933,1799000,,,
Uruguay,URY,1934,1829000,,,
Uruguay,URY,1935,1859000,,,
Uruguay,URY,1936,1889000,,,
Uruguay,URY,1937,1921000,,,
Uruguay,URY,1938,1952000,,,
Uruguay,URY,1939,1944000,,,
Uruguay,URY,1940,1965000,,,
Uruguay,URY,1941,1987000,,,
Uruguay,URY,1942,2010000,,,
Uruguay,URY,1943,2032000,,,
Uruguay,URY,1944,2055000,,,
Uruguay,URY,1945,2081000,,,
Uruguay,URY,1946,2107000,,,
Uruguay,URY,1947,2134000,,,
Uruguay,URY,1948,2160000,,,
Uruguay,URY,1949,2188000,,,
Uruguay,URY,1950,2238506,,,
Uruguay,URY,1951,2261141,,,
Uruguay,URY,1952,2285906,,,
Uruguay,URY,1953,2312737,,,
Uruguay,URY,1954,2341496,,,
Uruguay,URY,1955,2371978,,,
Uruguay,URY,1956,2403897,,,
Uruguay,URY,1957,2436899,,,
Uruguay,URY,1958,2470569,,,
Uruguay,URY,1959,2504449,,,
Uruguay,URY,1960,2538095,,,0
Uruguay,URY,1961,2571134,,,
Uruguay,URY,1962,2603317,,,
Uruguay,URY,1963,2634538,,,
Uruguay,URY,1964,2664775,,,
Uruguay,URY,1965,2693906,,,0
Uruguay,URY,1966,2722232,,,
Uruguay,URY,1967,2749441,,,
Uruguay,URY,1968,2774109,,,
Uruguay,URY,1969,2794374,,,
Uruguay,URY,1970,2809117,,,0
Uruguay,URY,1971,2817577,,,
Uruguay,URY,1972,2820734,,,
Uruguay,URY,1973,2821367,,,
Uruguay,URY,1974,2823326,,,
Uruguay,URY,1975,2829391,,,0
Uruguay,URY,1976,2840601,,,0
Uruguay,URY,1977,2856206,,,0
Uruguay,URY,1978,2874998,,,0
Uruguay,URY,1979,2894983,,,0
Uruguay,URY,1980,2914683,,,0
Uruguay,URY,1981,2933904,,,0
Uruguay,URY,1982,2953118,,,0
Uruguay,URY,1983,2972284,,,0
Uruguay,URY,1984,2991478,,,0
Uruguay,URY,1985,3010766,,,0
Uruguay,URY,1986,3029948,,,0
Uruguay,URY,1987,3048955,,,0
Uruguay,URY,1988,3068166,,,0
Uruguay,URY,1989,3088110,,,0
Uruguay,URY,1990,3109122,,9840.72006960593,0
Uruguay,URY,1991,3131140,,10117.1970180029,0
Uruguay,URY,1992,3153857,,10840.7182917612,0.0542655684651117
Uruguay,URY,1993,3177035,,11047.2267212178,0.156348573307469
Uruguay,URY,1994,3200342,,11764.799239075,0.213174196583153
Uruguay,URY,1995,3223401,,11511.0894044124,1.23740853707698
Uruguay,URY,1996,3246484,,12066.2496722137,2.41995544998745
Uruguay,URY,1997,3269301,,13005.6389870427,3.03377244337376
Uruguay,URY,1998,3290261,,13506.1112871007,4.59704301581525
Uruguay,URY,1999,3307290,,13175.4431765249,9.64340688927447
Uruguay,URY,2000,3319066,,12874.7647617009,12.3684642355502
Uruguay,URY,2001,3324810,,12358.0449959712,15.6289420555961
Uruguay,URY,2002,3325379,,11400.2243296105,15.4315814209683
Uruguay,URY,2003,3323124,,11499.4096368469,14.9604421649146
Uruguay,URY,2004,3321367,,12080.4562556148,18.0430408748724
Uruguay,URY,2005,3322529,,12975.7564778626,34.7281342501771
Uruguay,URY,2006,3327451,,13485.5548667809,69.948391539827
Uruguay,URY,2007,3335528,,14330.2947195051,89.9567661085096
Uruguay,URY,2008,3345967,,15307.8579539355,104.685175944783
Uruguay,URY,2009,3357391,,15900.8292562752,122.267604984603
Uruguay,URY,2010,3368786,,17082.4046586765,131.494140465829
Uruguay,URY,2011,3380008,,17904.7458255325,140.518409604847
Uruguay,URY,2012,3391428,,18477.3791250118,147.06467336537
Uruguay,URY,2013,3403117,,19270.5760959696,154.575682840841
Uruguay,URY,2014,,,19827.5649886027,160.755082692264
Uruguay,URY,2015,,South America,19831.4458985188,150.528798631057
Uruguay,URY,2016,,,20093.6322583515,148.569311435578
Uruguay,URY,2017,,,20551.4094200387,147.467100600275
Uzbekistan,UZB,1800,1919159,,,
Uzbekistan,UZB,1820,1919159,,,
Uzbekistan,UZB,1950,6313997,,,
Uzbekistan,UZB,1951,6461092,,,
Uzbekistan,UZB,1952,6633911,,,
Uzbekistan,UZB,1953,6826552,,,
Uzbekistan,UZB,1954,7034674,,,
Uzbekistan,UZB,1955,7255501,,,
Uzbekistan,UZB,1956,7487907,,,
Uzbekistan,UZB,1957,7732330,,,
Uzbekistan,UZB,1958,7990524,,,
Uzbekistan,UZB,1959,8265144,,,
Uzbekistan,UZB,1960,8558503,,,0
Uzbekistan,UZB,1961,8871244,,,
Uzbekistan,UZB,1962,9201176,,,
Uzbekistan,UZB,1963,9542785,,,
Uzbekistan,UZB,1964,9888629,,,
Uzbekistan,UZB,1965,10233502,,,0
Uzbekistan,UZB,1966,10574321,,,
Uzbekistan,UZB,1967,10912708,,,
Uzbekistan,UZB,1968,11253870,,,
Uzbekistan,UZB,1969,11605561,,,
Uzbekistan,UZB,1970,11972994,,,0
Uzbekistan,UZB,1971,12358535,,,
Uzbekistan,UZB,1972,12759275,,,
Uzbekistan,UZB,1973,13168838,,,
Uzbekistan,UZB,1974,13578159,,,
Uzbekistan,UZB,1975,13980997,,,0
Uzbekistan,UZB,1976,14374729,,,0
Uzbekistan,UZB,1977,14762133,,,0
Uzbekistan,UZB,1978,15148932,,,0
Uzbekistan,UZB,1979,15543520,,,0
Uzbekistan,UZB,1980,15951899,,,0
Uzbekistan,UZB,1981,16375762,,,0
Uzbekistan,UZB,1982,16812955,,,0
Uzbekistan,UZB,1983,17260951,,,0
Uzbekistan,UZB,1984,17715706,,,0
Uzbekistan,UZB,1985,18174143,,,0
Uzbekistan,UZB,1986,18634041,,,0
Uzbekistan,UZB,1987,19095670,,,0
Uzbekistan,UZB,1988,19561181,,,0
Uzbekistan,UZB,1989,20033912,,,0
Uzbekistan,UZB,1990,20515248,,3071.02264741918,0
Uzbekistan,UZB,1991,21005364,,2991.44616540407,0
Uzbekistan,UZB,1992,21500062,,2594.85200674681,0
Uzbekistan,UZB,1993,21990917,,2478.20937624783,0.00227980607057641
Uzbekistan,UZB,1994,22466866,,2303.67220320274,0.00402549935159113
Uzbekistan,UZB,1995,22919357,,2242.05966345588,0.0163187548374545
Uzbekistan,UZB,1996,23347452,,2236.97653537289,0.0408173583735309
Uzbekistan,UZB,1997,23751722,,2309.34958357281,0.0726613702689677
Uzbekistan,UZB,1998,24127427,,2370.19491031465,0.111253914478063
Uzbekistan,UZB,1999,24469439,,2445.60927680924,0.164921931276689
Uzbekistan,UZB,2000,24775610,,2503.65734625083,0.21380406069962
