id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
1811,"Rackham, Arthur",Male,1867–1939,1867,1939,"London, United Kingdom","Limpsfield, United Kingdom",http://www.tate.org.uk/art/artists/arthur-rackham-1811
2287,"Rae, Fiona",Female,born 1963,1963,NA,"Victoria, Zhonghua",NA,http://www.tate.org.uk/art/artists/fiona-rae-2287
437,"Raeburn, Sir Henry",Male,1756–1823,1756,1823,"Scotland, United Kingdom",Edinburgh,http://www.tate.org.uk/art/artists/sir-henry-raeburn-437
2693,"Raedecker, Michael",Male,born 1963,1963,NA,"Amsterdam, Nederland",NA,http://www.tate.org.uk/art/artists/michael-raedecker-2693
1812,"Raetz, Markus",Male,born 1941,1941,NA,"Büren an der Aare, Schweiz",NA,http://www.tate.org.uk/art/artists/markus-raetz-1812
1813,"Rainer, Arnulf",Male,born 1929,1929,NA,"Baden, Österreich",NA,http://www.tate.org.uk/art/artists/arnulf-rainer-1813
2526,"Ralph, Benjamin",Male,active 1763–1770,1763,1770,NA,NA,http://www.tate.org.uk/art/artists/benjamin-ralph-2526
2527,"Ralston, John",Male,1789–1833,1789,1833,NA,NA,http://www.tate.org.uk/art/artists/john-ralston-2527
438,"Ramsay, Allan",Male,1713–1784,1713,1784,"Edinburgh, United Kingdom","Dover, United Kingdom",http://www.tate.org.uk/art/artists/allan-ramsay-438
2326,"Randall-Page, Peter",Male,born 1954,1954,NA,"Essex, United Kingdom",NA,http://www.tate.org.uk/art/artists/peter-randall-page-2326
13424,"Rashed, Hani",Male,born 1975,1975,NA,"Al-Qahirah, Misr",NA,http://www.tate.org.uk/art/artists/hani-rashed-13424
1814,"Ratcliffe, William",Male,1870–1955,1870,1955,"Norfolk, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-ratcliffe-1814
1815,"Rauschenberg, Robert",Male,1925–2008,1925,2008,"Port Arthur, United States","Captiva Island, United States",http://www.tate.org.uk/art/artists/robert-rauschenberg-1815
439,"Raven, John Samuel",Male,1829–1877,1829,1877,"Preston, United Kingdom","Harlech, United Kingdom",http://www.tate.org.uk/art/artists/john-samuel-raven-439
16385,"Raven, Lucy",Female,born 1977,1977,NA,NA,NA,http://www.tate.org.uk/art/artists/lucy-raven-16385
1816,"Raven-Hill, Leonard",Male,1867–1942,1867,1942,"Bath, United Kingdom","Ryde, United Kingdom",http://www.tate.org.uk/art/artists/leonard-raven-hill-1816
1817,"Ravilious, Eric",Male,1903–1942,1903,1942,"Acton, United Kingdom",NA,http://www.tate.org.uk/art/artists/eric-ravilious-1817
2615,"Rawsthorne, Isabel",Female,1912–1992,1912,1992,NA,NA,http://www.tate.org.uk/art/artists/isabel-rawsthorne-2615
2751,"Ray, Charles",Male,born 1953,1953,NA,"Chicago, United States",NA,http://www.tate.org.uk/art/artists/charles-ray-2751
4749,"Rayson, David",Male,born 1966,1966,NA,"Wolverhampton, United Kingdom",NA,http://www.tate.org.uk/art/artists/david-rayson-4749
1818,"Raysse, Martial",Male,born 1936,1936,NA,"Golfe-Juan, France",NA,http://www.tate.org.uk/art/artists/martial-raysse-1818
440,"Read, David Charles",Male,1790–1851,1790,1851,"Hampshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/david-charles-read-440
2528,"Rebecca, Biagio",Male,c.1735–1808,1735,1808,NA,NA,http://www.tate.org.uk/art/artists/biagio-rebecca-2528
1819,"Rebeyrolle, Paul",Male,1926–2005,1926,2005,"Eymoutiers, France",NA,http://www.tate.org.uk/art/artists/paul-rebeyrolle-1819
13672,"Rechmaoui, Marwan",Male,born 1964,1964,NA,"Bayrut, Al-Lubnan",NA,http://www.tate.org.uk/art/artists/marwan-rechmaoui-13672
1820,"Reder, Bernard",Male,1897–1963,1897,1963,NA,NA,http://www.tate.org.uk/art/artists/bernard-reder-1820
441,"Redgrave, Richard",Male,1804–1888,1804,1888,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-redgrave-441
2348,"Redo, Achill",Male,born 1930,1930,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/achill-redo-anthony-hill-2348
2243,"Redon, Odilon",Male,1840–1916,1840,1916,"Bordeaux, France","Paris, France",http://www.tate.org.uk/art/artists/odilon-redon-2243
1821,"Redpath, Anne",Female,1895–1965,1895,1965,"Galashiels, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/anne-redpath-1821
2783,"Reeb, David",Male,born 1952,1952,NA,"Rehovot, Yisra'el",NA,http://www.tate.org.uk/art/artists/david-reeb-2783
18896,"Reeve, Hester",NA,born 1965,1965,NA,NA,NA,http://www.tate.org.uk/art/artists/hester-reeve-18896
1822,"Reeve, Russell",Male,1895–1970,1895,1970,"Hethersett, United Kingdom",NA,http://www.tate.org.uk/art/artists/russell-reeve-1822
1823,"Rego, Paula",Female,born 1935,1935,NA,"Lisboa, Portugal",NA,http://www.tate.org.uk/art/artists/paula-rego-1823
14791,"Reid, Clunie",Female,born 1971,1971,NA,"Pembury, United Kingdom",NA,http://www.tate.org.uk/art/artists/clunie-reid-14791
12111,"Reid, Jamie",Male,born 1947,1947,NA,"Croydon, United Kingdom",NA,http://www.tate.org.uk/art/artists/jamie-reid-12111
442,"Reid, John Robertson",Male,1851–1926,1851,1926,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-robertson-reid-442
1824,"Reid, Sir Norman",Male,1915–2007,1915,2007,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-norman-reid-1824
10123,"Reigl, Judit",Female,born 1923,1923,NA,"Kapuvár, Magyarország",NA,http://www.tate.org.uk/art/artists/judit-reigl-10123
2604,"Reinagle, Philip",Male,1749–1833,1749,1833,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/philip-reinagle-2604
443,"Reinagle, Ramsay Richard",Male,1775–1862,1775,1862,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/ramsay-richard-reinagle-443
1825,"Reinganum, Victor",Male,1907–1995,1907,1995,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/victor-reinganum-1825
1826,"Reinhardt, Ad",Male,1913–1967,1913,1967,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/ad-reinhardt-1826
7121,"Relph, Nick",Male,born 1979,1979,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/nick-relph-7121
2709,"Renger-Patzsch, Albert",Male,1897–1966,1897,1966,"Würzburg, Deutschland","Wamel, Nederland",http://www.tate.org.uk/art/artists/albert-renger-patzsch-2709
1827,"Rennell, Lady Mary",Female,1901 – 1981,1901,1981,NA,NA,http://www.tate.org.uk/art/artists/lady-mary-rennell-1827
8376,"Rennó, Rosângela",Female,born 1962,1962,NA,"Belo Horizonte, Brasil",NA,http://www.tate.org.uk/art/artists/rosangela-renno-8376
1828,"Renoir, Auguste",Male,1841–1919,1841,1919,"Limoges, France","Cagnes-sur-Mer, France",http://www.tate.org.uk/art/artists/auguste-renoir-1828
1829,"Repin, Ilya",Male,1844–1930,1844,1930,"Chuguyev, Ukrayina","Repino, Rossiya",http://www.tate.org.uk/art/artists/ilya-repin-1829
11979,"Restiffe, Mauro",Male,born 1970,1970,NA,"São Paulo, Brasil",NA,http://www.tate.org.uk/art/artists/mauro-restiffe-11979
1830,"Reuter, Ingmar",NA,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/ingmar-reuter-1830
1831,"Reuterswärd, Carl Frederik",Male,born 1934,1934,NA,"Stockholm, Sverige",NA,http://www.tate.org.uk/art/artists/carl-frederik-reutersward-1831
1832,"Reynolds, Alan",Male,1926 – 2014,1926,2014,"Newmarket, United Kingdom",NA,http://www.tate.org.uk/art/artists/alan-reynolds-1832
2529,"Reynolds, Samuel William, Junior",Male,1794–1872,1794,1872,NA,NA,http://www.tate.org.uk/art/artists/samuel-william-reynolds-junior-2529
444,"Reynolds, Sir Joshua",Male,1723–1792,1723,1792,"Plympton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-joshua-reynolds-444
1833,"Reynolds-Stephens, Sir William",Male,1862–1943,1862,1943,"Detroit, United States","Royal Tunbridge Wells, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-reynolds-stephens-1833
2394,"Reysschoot, Peter John van",Male,1702–1772,1702,1772,"Gent, België","Gent, België",http://www.tate.org.uk/art/artists/peter-john-van-reysschoot-2394
1834,"Rhoades, Geoffrey",Male,1898–1980,1898,1980,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/geoffrey-rhoades-1834
7682,"Rhoades, Jason",Male,1965–2006,1965,2006,"California, United States",Los Angeles,http://www.tate.org.uk/art/artists/jason-rhoades-7682
2699,"Rhodes, Carol",Female,born 1959,1959,NA,"Edinburgh, United Kingdom",NA,http://www.tate.org.uk/art/artists/carol-rhodes-2699
16111,"Rhodes, Lis",Female,born 1942,1942,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/lis-rhodes-16111
6175,"Rice, Brian",Male,born 1936,1936,NA,"Somerset, United Kingdom",NA,http://www.tate.org.uk/art/artists/brian-rice-6175
445,"Rich, Alfred William",Male,1856–1921,1856,1921,"England, United Kingdom",Tewkesbury,http://www.tate.org.uk/art/artists/alfred-william-rich-445
1835,"Richards, Albert",Male,1919–1945,1919,1945,"Liverpool, United Kingdom",NA,http://www.tate.org.uk/art/artists/albert-richards-1835
1836,"Richards, Ceri",Male,1903–1971,1903,1971,"Wales, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ceri-richards-1836
1837,"Richards, Frances",Female,1903–1985,1903,1985,"Stoke on Trent, United Kingdom",NA,http://www.tate.org.uk/art/artists/frances-richards-1837
446,"Richards, John Inigo",Male,1731–1810,1731,1810,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-inigo-richards-446
2584,"Richardson, Jonathan",Male,1667–1745,1667,1745,"London, United Kingdom","Camden, United Kingdom",http://www.tate.org.uk/art/artists/jonathan-richardson-2584
2452,"Richardson, Thomas Miles, Junior",Male,1813–1890,1813,1890,"Newcastle upon Tyne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-miles-richardson-junior-2452
1838,"Richardson-Jones, Keith",Male,1925–2005,1925,2005,"Northampton, United Kingdom","Abergavenny, United Kingdom",http://www.tate.org.uk/art/artists/keith-richardson-jones-1838
1839,"Richier, Germaine",Female,1902–1959,1902,1959,"Bouches-du-Rhône, France","Montpellier, France",http://www.tate.org.uk/art/artists/germaine-richier-1839
447,"Richmond, George",Male,1809–1896,1809,1896,"Greater London, United Kingdom",London,http://www.tate.org.uk/art/artists/george-richmond-447
1840,"Richmond, Oliffe",Male,1919–1977,1919,1977,"Hobart, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/oliffe-richmond-1840
448,"Richmond, Sir William Blake",Male,1842–1921,1842,1921,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-blake-richmond-448
1841,"Richter, Gerhard",Male,born 1932,1932,NA,"Dresden, Deutschland",NA,http://www.tate.org.uk/art/artists/gerhard-richter-1841
1842,"Richter, Vjenceslav",Male,1917–2002,1917,2002,"Rijeka, Hrvatska","Zagreb, Hrvatska",http://www.tate.org.uk/art/artists/vjenceslav-richter-1842
1843,"Ricketts, Charles",Male,1866–1931,1866,1931,"Genève, Schweiz","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-ricketts-1843
1844,"Rickey, George",Male,1907–2002,1907,2002,"South Bend, United States","East Chatham, United States",http://www.tate.org.uk/art/artists/george-rickey-1844
11957,"Riddy, John",Male,born 1959,1959,NA,"Northampton, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-riddy-11957
12898,"Rideal, Liz",Female,born 1954,1954,NA,"England, United Kingdom",NA,http://www.tate.org.uk/art/artists/liz-rideal-12898
449,"Ridley, Matthew White",Male,1837–1888,1837,1888,"Newcastle upon Tyne, United Kingdom","Chiswick, United Kingdom",http://www.tate.org.uk/art/artists/matthew-white-ridley-449
2664,"Rielly, James",Male,born 1956,1956,NA,"Wales, United Kingdom",NA,http://www.tate.org.uk/art/artists/james-rielly-2664
2555,"Rigby, Elizabeth",Female,1809–1893,1809,1893,"Norwich, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555
1845,"Riley, Bridget",Female,born 1931,1931,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/bridget-riley-1845
450,"Riley, John",Male,1646–1691,1646,1691,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-riley-450
1846,"Rinke, Klaus",Male,born 1939,1939,NA,"Wattenscheid, Deutschland","Düsseldorf, Deutschland",http://www.tate.org.uk/art/artists/klaus-rinke-1846
1847,"Riopelle, Jean-Paul",Male,1923–2002,1923,2002,"Québec, Canada",NA,http://www.tate.org.uk/art/artists/jean-paul-riopelle-1847
1848,"Ripley, Edward",Male,born 1929,1929,NA,NA,NA,http://www.tate.org.uk/art/artists/edward-ripley-1848
451,"Rippingille, Edward Villiers",Male,1798–1859,1798,1859,"King's Lynn, United Kingdom",NA,http://www.tate.org.uk/art/artists/edward-villiers-rippingille-451
5465,"Rist, Pipilotti",Female,born 1962,1962,NA,Schweiz,NA,http://www.tate.org.uk/art/artists/pipilotti-rist-5465
1849,"Rivera, Diego",Male,1886–1957,1886,1957,"Guanajuato, México","Ciudad de México, México",http://www.tate.org.uk/art/artists/diego-rivera-1849
13335,"Rivera, Emilio",NA,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/emilio-rivera-13335
1851,"Rivera, Manuel",Male,1927–1995,1927,1995,"Granada, España",NA,http://www.tate.org.uk/art/artists/manuel-rivera-1851
1852,"Rivers, Larry",Male,1923–2002,1923,2002,"Bronx, United States","Southampton, United States",http://www.tate.org.uk/art/artists/larry-rivers-1852
452,"Rivers, Leopold",Male,1850–1905,1850,1905,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/leopold-rivers-452
453,"Riviere, Briton",Male,1840–1920,1840,1920,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/briton-riviere-453
1853,"Robb, Brian",Male,1913–1979,1913,1979,"Scarborough, United Kingdom",NA,http://www.tate.org.uk/art/artists/brian-robb-1853
454,"Roberts, David",Male,1796–1864,1796,1864,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/david-roberts-454
1854,"Roberts, Donald",Male,born 1923,1923,NA,United States,NA,http://www.tate.org.uk/art/artists/donald-roberts-1854
2755,"Roberts, Julie",Female,born 1963,1963,NA,"Flint, United Kingdom",NA,http://www.tate.org.uk/art/artists/julie-roberts-2755
1855,"Roberts, William",Male,1895–1980,1895,1980,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-roberts-1855
1856,"Roberts-Jones, Ivor",Male,1916–1996,1916,1996,NA,NA,http://www.tate.org.uk/art/artists/ivor-roberts-jones-1856
14349,"Robilliard, David",Male,1952–1988,1952,1988,"Channel Islands, United Kingdom",NA,http://www.tate.org.uk/art/artists/david-robilliard-14349
1857,"Robinson, Frederick Cayley",Male,1862–1927,1862,1927,"Brentford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-cayley-robinson-1857
455,"Robinson, Sir John Charles",Male,1824–1913,1824,1913,"Nottingham, United Kingdom","Swanage, United Kingdom",http://www.tate.org.uk/art/artists/sir-john-charles-robinson-455
1858,"Roboz, Zsuzsi",Female,1939–2012,1939,2012,Magyarország,"London, United Kingdom",http://www.tate.org.uk/art/artists/zsuzsi-roboz-1858
456,"Robson, George Fennel",Male,1788–1833,1788,1833,"Durham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-fennel-robson-456
858,"Rocamora, Jaume",Male,born 1946,1946,NA,"Tortosa, España",NA,http://www.tate.org.uk/art/artists/jaume-rocamora-858
1860,"Rodin, Auguste",Male,1840–1917,1840,1917,"Paris, France","Meudon, France",http://www.tate.org.uk/art/artists/auguste-rodin-1860
3076,"Rodney, Donald",Male,1961–1998,1961,1998,"Birmingham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/donald-rodney-3076
1861,"Rogers, Claude",Male,1907–1979,1907,1979,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/claude-rogers-1861
10609,"Roh, Franz",Male,1890–1965,1890,1965,"Apolda, Deutschland","München, Deutschland",http://www.tate.org.uk/art/artists/franz-roh-10609
2778,"Rollins, Tim",Male,born 1955,1955,NA,"Pittsfield, United States",NA,http://www.tate.org.uk/art/artists/tim-rollins-2778
1862,"Rombaux, Egide",Male,1865–1942,1865,1942,België,NA,http://www.tate.org.uk/art/artists/egide-rombaux-1862
1863,"Romiti, Sergio",Male,born 1928,1928,NA,"Bologna, Italia","Bologna, Italia",http://www.tate.org.uk/art/artists/sergio-romiti-1863
457,"Romney, George",Male,1734–1802,1734,1802,"Dalton-in-Furness, United Kingdom","Kendal, United Kingdom",http://www.tate.org.uk/art/artists/george-romney-457
458,"Rooke, Thomas Matthews",Male,1842–1942,1842,1942,"Marylebone, United Kingdom",NA,http://www.tate.org.uk/art/artists/thomas-matthews-rooke-458
459,"Rooker, Michael Angelo",Male,1746–1801,1746,1801,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/michael-angelo-rooker-459
460,"Roper, Richard",Male,c.1730–c.1775,1730,1775,NA,NA,http://www.tate.org.uk/art/artists/richard-roper-460
1864,"Roschlau, Michael",Male,born 1942,1942,NA,"Sonneberg, Deutschland",NA,http://www.tate.org.uk/art/artists/michael-roschlau-1864
1865,"Rosenberg, Isaac",Male,1890–1918,1890,1918,"Bristol, United Kingdom",NA,http://www.tate.org.uk/art/artists/isaac-rosenberg-1865
1866,"Rosenquist, James",Male,born 1933,1933,NA,"Grand Forks, United States",NA,http://www.tate.org.uk/art/artists/james-rosenquist-1866
1867,"Rosoman, Leonard",Male,1913–2012,1913,2012,"Hampstead, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/leonard-rosoman-1867
6237,"Rossell, Daniela",Female,born 1973,1973,NA,México,NA,http://www.tate.org.uk/art/artists/daniela-rossell-6237
461,"Rossetti, Dante Gabriel",Male,1828–1882,1828,1882,"London, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/dante-gabriel-rossetti-461
1868,"Rosso, Medardo",Male,1858–1928,1858,1928,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/medardo-rosso-1868
1869,"Roszak, Theodore",Male,1907–1981,1907,1981,"Poznan, Polska",NA,http://www.tate.org.uk/art/artists/theodore-roszak-1869
11023,"Rotella, Mimmo",Male,1918–2006,1918,2006,"Catanzaro, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mimmo-rotella-11023
1870,"Roth, Dieter",Male,1930–1998,1930,1998,"Hannover, Deutschland","Basel, Schweiz",http://www.tate.org.uk/art/artists/dieter-roth-1870
1871,"Roth, Frank",Male,born 1936,1936,NA,"Boston, United States",NA,http://www.tate.org.uk/art/artists/frank-roth-1871
3084,"Rothenberg, Jerome",Male,born 1931,1931,NA,"New York, United States",NA,http://www.tate.org.uk/art/artists/jerome-rothenberg-3084
1872,"Rothenberg, Susan",Female,born 1945,1945,NA,"Buffalo, United States",NA,http://www.tate.org.uk/art/artists/susan-rothenberg-1872
1873,"Rothenstein, Michael",Male,1908–1993,1908,1993,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/michael-rothenstein-1873
1874,"Rothenstein, Sir William",Male,1872–1945,1872,1945,"Bradford, United Kingdom","Gloucestershire, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-rothenstein-1874
1875,"Rothko, Mark",Male,1903–1970,1903,1970,"Daugavpils, Latvija","New York, United States",http://www.tate.org.uk/art/artists/mark-rothko-1875
4734,"Rothschild, Eva",Female,born 1971,1971,NA,"Dublin, Éire",NA,http://www.tate.org.uk/art/artists/eva-rothschild-4734
6432,"Rothschild, Judith",Female,1921–1993,1921,1993,"New York, United States",NA,http://www.tate.org.uk/art/artists/judith-rothschild-6432
1876,"Rouault, Georges",Male,1871–1958,1871,1958,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/georges-rouault-1876
1877,"Rousseau, Henri",Male,1844–1910,1844,1910,"Laval, France","Paris, France",http://www.tate.org.uk/art/artists/henri-rousseau-le-douanier-1877
462,"Roussel, Théodore",Male,1847–1926,1847,1926,"Lorient, France","Hastings, United Kingdom",http://www.tate.org.uk/art/artists/theodore-roussel-462
10196,"Rowe, Cliff",Male,1904–1989,1904,1989,"Wimbledon, United Kingdom",NA,http://www.tate.org.uk/art/artists/cliff-rowe-10196
1878,"Rowell, Kenneth",Male,1922–1999,1922,1999,"Melbourne, Australia",NA,http://www.tate.org.uk/art/artists/kenneth-rowell-1878
463,"Rowlandson, Thomas",Male,1756–1827,1756,1827,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-rowlandson-463
1879,"Rowntree, Kenneth",Male,1915–1997,1915,1997,"Scarborough, United Kingdom",NA,http://www.tate.org.uk/art/artists/kenneth-rowntree-1879
1880,"Roy, Pierre",Male,1880–1950,1880,1950,"Nantes, France","Milano, Italia",http://www.tate.org.uk/art/artists/pierre-roy-1880
2201,"Rozen, Felix",Male,born 1938,1938,NA,"Moskva, Rossiya",NA,http://www.tate.org.uk/art/artists/felix-rozen-2201
2654,"Rubens, Peter Paul",Male,1577–1640,1577,1640,"Siegen, Deutschland","Antwerpen, België",http://www.tate.org.uk/art/artists/sir-peter-paul-rubens-2654
14439,"Ruby, Sterling",Male,born 1972,1972,NA,"Bitburg, Deutschland",NA,http://www.tate.org.uk/art/artists/sterling-ruby-14439
2258,"Rückriem, Ulrich",Male,born 1938,1938,NA,"Düsseldorf, Deutschland",NA,http://www.tate.org.uk/art/artists/ulrich-ruckriem-2258
11907,"Rudesch Harley, Ross",Male,born 1955,1955,NA,NA,NA,http://www.tate.org.uk/art/artists/ross-rudesch-harley-11907
2602,"Ruff, Thomas",Male,born 1958,1958,NA,"Zell am Harmersbach, Deutschland",NA,http://www.tate.org.uk/art/artists/thomas-ruff-2602
1881,"Rugg, Matt",Male,born 1935,1935,NA,"Bridgwater, United Kingdom",NA,http://www.tate.org.uk/art/artists/matt-rugg-1881
2244,"Rumney, Ralph",Male,1934–2002,1934,2002,"Newcastle, United Kingdom","Manosque, France",http://www.tate.org.uk/art/artists/ralph-rumney-2244
464,"Runciman, Alexander",Male,1736–1785,1736,1785,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/alexander-runciman-464
8665,"Ruppersberg, Allen",Male,born 1944,1944,NA,"Ohio, United States",NA,http://www.tate.org.uk/art/artists/allen-ruppersberg-8665
1882,"Ruscha, Edward",Male,born 1937,1937,NA,"Omaha, United States",NA,http://www.tate.org.uk/art/artists/edward-ruscha-1882
1883,"Rushbury, Sir Henry",Male,1889–1968,1889,1968,"Birmingham, United Kingdom",NA,http://www.tate.org.uk/art/artists/sir-henry-rushbury-1883
465,"Ruskin, John",Male,1819–1900,1819,1900,"London, United Kingdom","Cumbria, United Kingdom",http://www.tate.org.uk/art/artists/john-ruskin-465
466,"Russell, John",Male,1744–1807,1744,1807,"Guildford, United Kingdom","Kingston-Upon-Hull, United Kingdom",http://www.tate.org.uk/art/artists/john-russell-466
1884,"Russell, Sir Walter",Male,1867–1949,1867,1949,"Epping, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-walter-russell-1884
7965,Russian School,NA,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/russian-school-7965
1885,"Rutherston, Albert",Male,1881–1953,1881,1953,"Bradford, United Kingdom","Lausanne, Schweiz",http://www.tate.org.uk/art/artists/albert-rutherston-1885
467,"Rutland, Violet, Duchess of",Female,1856–1937,1856,1937,"Wigan, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/violet-duchess-of-rutland-467
13509,"Ruwedel, Mark",Male,born 1954,1954,NA,"Bethlehem, United States",NA,http://www.tate.org.uk/art/artists/mark-ruwedel-13509
1886,"Ryan, Adrian",Male,1920–1998,1920,1998,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/adrian-ryan-1886
2293,"Ryan, Veronica",Female,born 1956,1956,NA,Montserrat,NA,http://www.tate.org.uk/art/artists/veronica-ryan-2293
1887,"Ryland, Adolfine",Female,born 1903,1903,1983,"Windsor, United Kingdom",NA,http://www.tate.org.uk/art/artists/adolfine-ryland-1887
468,"Ryley, Charles Reuben",Male,c.1752–1798,1752,1798,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-reuben-ryley-468
1888,"Ryman, Robert",Male,born 1930,1930,NA,"Nashville-Davidson, United States",NA,http://www.tate.org.uk/art/artists/robert-ryman-1888
469,"Sadler, Walter Dendy",Male,1854–1923,1854,1923,"Dorking, United Kingdom","Saint Ives, United Kingdom",http://www.tate.org.uk/art/artists/walter-dendy-sadler-469
2770,"Sadotti, Giorgio",Male,born 1955,1955,NA,NA,NA,http://www.tate.org.uk/art/artists/giorgio-sadotti-2770
1889,"Said, Anne",Female,1914–1995,1914,1995,"Hook, United Kingdom",NA,http://www.tate.org.uk/art/artists/anne-said-1889
2453,"Sailmaker, Isaac",Male,1633 or 4–1721,1633,1721,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/isaac-sailmaker-2453
1890,"Saint Phalle, Niki de",Female,1930–2002,1930,2002,"Neuilly-sur-Seine, France",NA,http://www.tate.org.uk/art/artists/niki-de-saint-phalle-1890
1891,"Saint-Gaudens, Augustus",Male,1848–1907,1848,1907,"Dublin, Éire","Cornwall, United Kingdom",http://www.tate.org.uk/art/artists/augustus-saint-gaudens-1891
6602,"Sala, Anri",Male,born 1974,1974,NA,"Tiranë, Shqipëria",NA,http://www.tate.org.uk/art/artists/anri-sala-6602
2454,"Sala, George Augustus Henry",Male,1828–1896,1828,1896,"London, United Kingdom","Brighton, United Kingdom",http://www.tate.org.uk/art/artists/george-augustus-henry-sala-2454
2695,"Salcedo, Doris",Female,born 1958,1958,NA,"Bogotá, Colombia",NA,http://www.tate.org.uk/art/artists/doris-salcedo-2695
12051,"Salgado, Sebastião",Male,born 1944,1944,NA,"Aimorés, Brasil",NA,http://www.tate.org.uk/art/artists/sebastiao-salgado-12051
1892,"Salle, David",Male,born 1952,1952,NA,"Norman, United States",NA,http://www.tate.org.uk/art/artists/david-salle-1892
11459,"Salmeron, Ernesto",Male,born 1977,1977,NA,"Managua, Nicaragua",NA,http://www.tate.org.uk/art/artists/ernesto-salmeron-11459
1893,"Salt, John",Male,born 1937,1937,NA,"Birmingham, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-salt-1893
2343,"Salter, Rebecca",Female,born 1955,1955,NA,"Sussex, United Kingdom",NA,http://www.tate.org.uk/art/artists/rebecca-salter-2343
11737,"Salvatore, Eduardo",NA,1914–2006,1914,2006,NA,NA,http://www.tate.org.uk/art/artists/eduardo-salvatore-11737
2400,"Samaras, Lucas",Male,born 1936,1936,NA,"Kastoría, Ellás",NA,http://www.tate.org.uk/art/artists/lucas-samaras-2400
471,"Sandby, Paul",Male,c.1730–1809,1730,1809,"Nottingham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/paul-sandby-471
472,"Sandby, Thomas",Male,1721–1798,1721,1798,"Nottingham, United Kingdom","Windsor, United Kingdom",http://www.tate.org.uk/art/artists/thomas-sandby-472
5319,"Sander, August",Male,1876–1964,1876,1964,"Herdorf, Deutschland","Köln, Deutschland",http://www.tate.org.uk/art/artists/august-sander-5319
