text,speaker,season,episode,scene,utterance
"Yeah, marriage... stinks! I mean if you wanna see a man gain weight and a woman stop shaving? Get them married.",Ross Geller,9,16,9,12
That's not how you really feel is it?,Phoebe Buffay,9,16,9,13
"No, I'm sorry. Look I don't think that's what you wanna hear right now but I can't help it. I love marriage.",Ross Geller,9,16,9,14
Seriously? You divorce-o?,Phoebe Buffay,9,16,9,15
"If you have to call me name, I prefer ""Ross the Divorcer"". It's just cooler. Look, I know my marriage isn't exactly work out. But I love to be that committed to another person. And Carol had some good times before she became a lesbian... and once afterward. I'm sorry.",Ross Geller,9,16,9,16
It's ok that's how you feel.,Phoebe Buffay,9,16,9,17
But come on! I mean living together will be great! I mean you guys have so much fun and you love Mike.,Ross Geller,9,16,9,18
I do love Mike.,Phoebe Buffay,9,16,9,19
"Yeah see? And you are so excited about moving in together before, and you know what? You should be. It's a big deal!",Ross Geller,9,16,9,20
Yeah I guess you're right. Yeah thanks. This helped. Thanks.,Phoebe Buffay,9,16,9,21
"The Divorcer, to the rescue!",Ross Geller,9,16,9,22
It's not cooler.,Phoebe Buffay,9,16,9,23
Yeah I just hurt it.,Ross Geller,9,16,9,24
"[Scene: Joey's apartment. Joey enters carrying a tub of ice cream. He sets it on the table, takes off his jacket and struggles with the drawer. It cannot be opened.]",Scene Directions,9,16,10,0
Rach?! Rachel!!!!? So I can't do anything I like????,Joey Tribbiani,9,16,10,1
[Scene: Chandler and Monica's apartment. Chandler enters. Rachel and monica are seated at the table.],Scene Directions,9,16,11,0
Hey Rach! Ah........ Perfection. Wouldn't change a thing. Not a thing.,Chandler Bing,9,16,11,1
Honey?,Monica Geller,9,16,11,2
Yeah?,Chandler Bing,9,16,11,3
About that? Erm...I'm going to change.,Monica Geller,9,16,11,4
But honey you don't have to.,Chandler Bing,9,16,11,5
I'm going to get bigger!,Monica Geller,9,16,11,6
Honey I... I love your breasts the way they are!,Chandler Bing,9,16,11,7
Argh. fascist.,Rachel Green,9,16,11,8
"Well, my breasts are going to get bigger weather you like it or not! And you know what? It's not just my breasts. My ass is going to get bigger too.",Monica Geller,9,16,11,9
your ass?!?!?,Chandler Bing,9,16,11,10
"Man, don't be surprised if her hands and her feet get bigger too!",Rachel Green,9,16,11,11
They...do that?,Chandler Bing,9,16,11,12
It's kind of a package deal!,Monica Geller,9,16,11,13
God why why would you want to do that to yourself!?,Chandler Bing,9,16,11,14
I thought I was something that we both wanted!,Monica Geller,9,16,11,15
"Alright look, if it means that much to you, a may be able to get on more with the big boobs. But the giant ass and the big clown feet?",Chandler Bing,9,16,11,16
"Oh my god Chandler! If you can't handle this, what are you going to be like in the hospital? With the blood and the screaming and the little present that's shooting out of her!?",Rachel Green,9,16,11,17
What?,Chandler Bing,9,16,11,18
"[Scene: Joey's apartment. He's prying open the drawer with a crowbar to no avail. Monica, Rachel and Chandler enter.]",Scene Directions,9,16,12,0
Joey! Why did you tell Chandler that Monica was getting a boob job?,Rachel Green,9,16,12,1
Because she is!,Joey Tribbiani,9,16,12,2
"Joey, Chandler knows I borrowed the money.",Monica Geller,9,16,12,3
Mmmm hmm! For your boob job!,Joey Tribbiani,9,16,12,4
It's over/Joe!,NA,9,16,12,5
OK so I'm out four thousand dollars and nobody's boobs are getting any bigger?,Joey Tribbiani,9,16,12,6
"[Scene: Phoebe's apartment. Ross is helping with the packing, Phoebe and Mike are also there.]",Scene Directions,9,16,13,0
"Hey! What do you guys think about this. ""Ross: The Divorce-Force"".",Ross Geller,9,16,13,1
Better.,Phoebe Buffay,9,16,13,2
Very cool.,Mike Hannigan,9,16,13,3
"Hey Pheebs, you know I'm i'm really glad you came to talk to me the other day and I hope I was a little helpful.",Ross Geller,9,16,13,4
"Oh yeah you were helpful! Yeah, no, thanks you.",Phoebe Buffay,9,16,13,5
"Good, good. Yeah coz the more I thought about it, the more I realised I don't think marriage is neccessarily the right path for you.",Ross Geller,9,16,13,6
What do you mean?,Phoebe Buffay,9,16,13,7
"Well, I know the other day in the coffeehouse you were caught up in the whole soccer mom thing? but is that really you? I mean can you honestly picture yourself in a Volvo?",Ross Geller,9,16,13,8
They are awfully boxy...,Phoebe Buffay,9,16,13,9
I don't know you'd be so bored with marriage. I mean it's so... normal.,Ross Geller,9,16,13,10
Uh huh.,Phoebe Buffay,9,16,13,11
"Hey hey, can I help?",Ross Geller,9,16,13,12
"Well! We er..climbed up four flights of stairs, manueveored a narrow hallway, dodged a rabid pitbul... but these last three feet are where it gets really tricky.",Chandler Bing,9,16,13,13
You know sometimes your words... they hurt.,Ross Geller,9,16,13,14
"Hey uh, where do you guys want this?",Joey Tribbiani,9,16,13,15
"Yeah, seriously coz this is really heavy. I mean not for me because i'm only pretending to hold this, but for these guys.",Rachel Green,9,16,13,16
Just one last time erm... the marriage thing... there's no wiggle room? None at all?,Phoebe Buffay,9,16,13,17
No but... You don't want to get married either right?,Mike Hannigan,9,16,13,18
Right. Except that I do want to get married.,Phoebe Buffay,9,16,13,19
Couldn't have this conversation down at the truck huh?,Joey Tribbiani,9,16,13,20
You wanna get married?,Mike Hannigan,9,16,13,21
Someday.,Phoebe Buffay,9,16,13,22
Aaaaand....... hernia.,Chandler Bing,9,16,13,23
I haven't exactly had a normal life and I never really felt I was missing out on anything but it just feels that now it's my turn some of the regular stuff.,Phoebe Buffay,9,16,13,24
But if you wanna get married why didn't you say something before?,Mike Hannigan,9,16,13,25
"Because I just didn't know how much I wanted it. And I love you, and I wanted to live with you.",Phoebe Buffay,9,16,13,26
I want to live with you too! Let's do that!,Mike Hannigan,9,16,13,27
"But I don't think I can! it was ok to move in when I didn't know what was gonna happen, but I can't move in knowing that nothing is ever gonna happen.",Phoebe Buffay,9,16,13,28
Can we at least try living together? I mean you might change your mind about marriage.,Mike Hannigan,9,16,13,29
Are you gonna change yours?,Phoebe Buffay,9,16,13,30
No.,Mike Hannigan,9,16,13,31
Me neither. I think I need to be with someone who wants what I want.,Phoebe Buffay,9,16,13,32
But I don't want this to end.,Mike Hannigan,9,16,13,33
I don't want it to end either.,Phoebe Buffay,9,16,13,34
I can't believe this is gonna end. I guess I'll have my stuff packed up.,Mike Hannigan,9,16,13,35
Yeah.,Phoebe Buffay,9,16,13,36
Ok... so... Goodbye.,Mike Hannigan,9,16,13,37
Bye bye Mike!/Cya mike!/Bye mike!/Bye bye now!,NA,9,16,13,38
I'm so sorry Pheebs.,Rachel Green,9,16,13,39
We're all sorry...,Monica Geller,9,16,13,40
"Ah, look on the bright side, I mean you won't have to live with this ugly chair! That was here already huh? I love you.",Chandler Bing,9,16,13,41
[Scene: Joey's apartment. Joey is struggling with the fridge. He finally gets it open and falls on the floor],Scene Directions,9,16,14,0
AH HAH! I DID IT! HA HA! Alright... Better take all I can carry. Who knows when i'll be able to get in here again!,Joey Tribbiani,9,16,14,1
"[Scene: Ross' apartment , Chandler and Joey enter]",Scene Directions,9,17,1,0
Hey! Ready to go?,Chandler Bing,9,17,1,1
"Oh yeah, let me just finish this.",Ross Geller,9,17,1,2
"Hey Ross, check this out! yeah, I can't do that!",Joey Tribbiani,9,17,1,3
What are you doin'?,Chandler Bing,9,17,1,4
"Have you seen this? It's a new alumni website for college! It's cool! You can post messages for people, let everyone know what you're up to.",Ross Geller,9,17,1,5
"Great, a faster way to tell people that I'm unemployed and childless .",Chandler Bing,9,17,1,6
It's actually kinda interesting to find out what people are doing... remember Andrea Rich?,Ross Geller,9,17,1,7
The tall girl who wouldn't sleep with you?,Chandler Bing,9,17,1,8
"Uh uh... well, her Internet Company went under and she lost an ear in a boating accident...",Ross Geller,9,17,1,9
Bet she'd sleep with you now...,Chandler Bing,9,17,1,10
No... I already e-mailed her.,Ross Geller,9,17,1,11
"Let me see what you wrote about yourself: ""Doctor Paleontology, two kids... "" You split with Carol because you have different interests?... I think you split with Carol because you've one very similar interest!",Chandler Bing,9,17,1,12
"You know what? I'm gonna finish this later, ok? Let me just grab my coat.",Ross Geller,9,17,1,13
Hey!,Joey Tribbiani,9,17,1,14
What do you think you learnt how to do in the last two minutes??,Ross Geller,9,17,1,15
"Maybe we finish this for him! ""Also I cloned a dinosaur in my lab. She's now my girlfriend. I don't care what society says. It's the best sex I've ever had""... aaand SEND!",Chandler Bing,9,17,1,16
"No, no, no... what do... you can't do that to him!",Joey Tribbiani,9,17,1,17
"Alright, let's go!",Ross Geller,9,17,1,18
Dude!,Joey Tribbiani,9,17,1,19
I think you made it clear you cannot be trusted with the ball inside the house!,Ross Geller,9,17,1,20
aaand SEND! Opening credits.,Joey Tribbiani,9,17,1,21
[Scene: Joey and Rachel's apartment],Scene Directions,9,17,2,0
Hey! How was basketball?,Rachel Green,9,17,2,1
"Oh, it was a lot of fun right up until Chandler got a finger in the eye!",Joey Tribbiani,9,17,2,2
"Oh, no! Who did that?",Rachel Green,9,17,2,3
Chandler... hey... Rach... what's Hugsy doin' in the crib with Emma?,Joey Tribbiani,9,17,2,4
"She was just crawling around and she found him, so I just let her sleep with him. That's all right? Isn't it?",Rachel Green,9,17,2,5
"Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... I know that!",Joey Tribbiani,9,17,2,6
"Joey... are you sure? I mean, I know how much you love him!",Rachel Green,9,17,2,7
"Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount...",Joey Tribbiani,9,17,2,8
"All right... Oh, Emma loves him!",Rachel Green,9,17,2,9
Why wouldn't she? He's a wonderful person!,Joey Tribbiani,9,17,2,10
[Scene: Central Perk],Scene Directions,9,17,3,0
Hi.,Phoebe Buffay,9,17,3,1
Hey Phoebe... how you doin'? You feelin' better?,Monica Geller,9,17,3,2
"Breaking up sucks! Oh, I really miss Mike!",Phoebe Buffay,9,17,3,3
"Oh, I'm so sorry!",Chandler Bing,9,17,3,4
"Oh God, I tried everything to make myself feel better. I even tried writing a song about it... but... I can't think of anything that rhymes with AARRGGHH!! Hey Monica, I really need your help getting through this...",Phoebe Buffay,9,17,3,5
You're not gonna need my help?,Chandler Bing,9,17,3,6
"Well no, when I get to the point where... you know... I'm ready to hear cruel mocking jokes about Mike... I'm gonna come to you.",Phoebe Buffay,9,17,3,7
"Oh good, 'cause I've already thought of 3... 4! I've just thought of a fourth.",Chandler Bing,9,17,3,8
"Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that.",Phoebe Buffay,9,17,3,9
"Ok, you got it!",Monica Geller,9,17,3,10
"Unless... Maybe it's too crazy about this... Alright so... you know, there is no future... but that doesn't mean we still can't have fun. You know what? Forget what I said.",Phoebe Buffay,9,17,3,11
Really? If that's what you want...,Monica Geller,9,17,3,12
That was a test and you just failed.,Phoebe Buffay,9,17,3,13
Damn it! Rookie mistake!,Monica Geller,9,17,3,14
I have sex with dinosaurs??,Ross Geller,9,17,3,15
I believe I read that somewhere!,Chandler Bing,9,17,3,16
"That only is not funny, it's physically impossible! Ok? Depending on the species I'd have to have a six foot long... It's not funny!!",Ross Geller,9,17,3,17
I respectfully disagree.,Chandler Bing,9,17,3,18
I can't believe you put that on my alumni page!,Ross Geller,9,17,3,19
Who cares? Nobody reads those things.,Chandler Bing,9,17,3,20
You'd better hope not because I just read what you put on your page today.,Ross Geller,9,17,3,21
I don't have a page.,Chandler Bing,9,17,3,22
Oh oh oh! I RESPECTFULLY DISAGREE!!,Ross Geller,9,17,3,23
[Scene: Rachel's room. Rachel and Emma are sleeping; Joey sneaks in and approaches the crib],Scene Directions,9,17,4,0
"Look at you, all sweet and innocent, sleeping like an angel... with Emma's chubby little hands wrapped around ya. It's okay, Emma, you stay asleep.",Joey Tribbiani,9,17,4,1
": Step away from the crib, I have a weapon!",Rachel Green,9,17,4,2
"It's okay, it's okay Rach, it's me. Put down the scrunchy.",Joey Tribbiani,9,17,4,3
What are you doing?,Rachel Green,9,17,4,4
"Well, I heard Emma stirring, so I came to make sure she could reach Hugsy.",Joey Tribbiani,9,17,4,5
"Oh, oh thanks. Alright well, now that I'm up I'm going to go to the bathroom.",Rachel Green,9,17,4,6
There you go sweetie... This isn't over.,Joey Tribbiani,9,17,4,7
"[Scene: Monica and Chandler's. Chandler is looking at the screen of his laptop, shaking his head.]",Scene Directions,9,17,5,0
"Alright, wait a second, why would Ross tell everyone in your class that you are as... ""gay as the day is long""?",Monica Geller,9,17,5,1
Because I told everyone he slept with dinosaurs.,Chandler Bing,9,17,5,2
But that's clearly a joke. This could easily be true.,Monica Geller,9,17,5,3
Would you get that please? People have been calling to congratulate me all day.,Chandler Bing,9,17,5,4
"Hello? No, he's not here. Yeah, this is his wife. Yeah, well, it came as quite a shock to me too. I guess I should have known. Yeah, I mean, he just kept making me watch Moulin Rouge.",Monica Geller,9,17,5,5
"Hang up, hang up. And that was a great movie! I'm so gonna get back at Ross... oh yeah, this will show him, here we go .",Chandler Bing,9,17,5,6
What are you doing?,Monica Geller,9,17,5,7
"Oh, you'll see my friend.",Chandler Bing,9,17,5,8
I'm dead?,Ross Geller,9,17,5,9
And so young.,Chandler Bing,9,17,5,10
Posting that I died? That really isn't funny.,Ross Geller,9,17,5,11
"Well, how you died was funny.",Chandler Bing,9,17,5,12
"Oh please, hit by a blimp?",Ross Geller,9,17,5,13
It kills over one americans every year.,Chandler Bing,9,17,5,14
"Unbelievable, my classmates are gonna think I'm dead, my professors, my... my parents are gonna get phone calls. You're messing with people's feelings here.",Ross Geller,9,17,5,15
You wanna talk about people's feelings? You should have heard how hurt professor Stern was yesterday when I told him I wouldn't be able to go with him to Key West!,Chandler Bing,9,17,5,16
"You've really crossed the line here, but that's okay, it's ok 'cause I'm on my way to buy some Photoshop software and a stack of gay porn. That's right! Your coming out is about to get real graphic.",Ross Geller,9,17,5,17
[Scene: Phoebe's apartment],Scene Directions,9,17,6,0
"God, I wish Mike were here.",Phoebe Buffay,9,17,6,1
Okay if Mike were here what would the two of you be doing?,Monica Geller,9,17,6,2
"What are you, animals? It's 4 o'clock in the afternoon!",Monica Geller,9,17,6,3
"I gotta call him. Just to talk to him, there's no harm in that.",Phoebe Buffay,9,17,6,4
"Phoebe, that's how it starts. I don't need to eat the cake, I'll just smell the icing... why don't I just eat a little sliver, or, okay, just a slice or two. And next thing you know, you're 210 pounds and you get wedged in going down the tunnel slide. Phoebe, honey, I know this is hard. Look, if you talk to him, you're going to wanna see him. And if you see him, you're going to want to get back together with him. I know that's not what you want. Give me your phone.",Monica Geller,9,17,6,5
Here.,Phoebe Buffay,9,17,6,6
And now your cell.,Monica Geller,9,17,6,7
Okay.,Phoebe Buffay,9,17,6,8
This is your cellphone?,Monica Geller,9,17,6,9
Yes.,Phoebe Buffay,9,17,6,10
This is your current cellphone?,Monica Geller,9,17,6,11
"Yes, it reminds me of a simpler time.",Phoebe Buffay,9,17,6,12
"Phoebe, where's your purse?",Monica Geller,9,17,6,13
"No, no! Give it to me!",Monica Geller,9,17,6,14
You can't have it.,Phoebe Buffay,9,17,6,15
Give it to me!,Monica Geller,9,17,6,16
No.,Phoebe Buffay,9,17,6,17
I'll go in there.,Monica Geller,9,17,6,18
Oh yeah.,Phoebe Buffay,9,17,6,19
Phoebe come here.,Monica Geller,9,17,6,20
Haha!,Monica Geller,9,17,6,21
Damn you Monica Geller hyphen Bing!,Phoebe Buffay,9,17,6,22
[Scene: Joey and Rachel's. Enter Joey],Scene Directions,9,17,7,0
"Hey, look who's here! It's Joey, and he brought home a friend.",Joey Tribbiani,9,17,7,1
"Joey, Emma's right here! You promised not to bring girls home in the middle of the day anymore.",Rachel Green,9,17,7,2
"No, no, it's not a girl, it's... a brand new Hugsy!",Joey Tribbiani,9,17,7,3
"Oh that's so great, now Emma has two Hugsy's.",Rachel Green,9,17,7,4
"No, no, Emma has one Hugsy, the new Hugsy, huh? The other Hugsy, I don't know, I guess I'll just take it back.",Joey Tribbiani,9,17,7,5
"Oh you know what? When I was a little girl I had a little pink pony named Cotton. Oh I loved her so much, I took her everywhere, I would braid her tail...",Rachel Green,9,17,7,6
Make the transfer!,Joey Tribbiani,9,17,7,7
Should I be concerned that a button fell off the old Hugsy and I can't find it?,Rachel Green,9,17,7,8
"Oh, no don't worry about that, I swallowed that years ago.",Joey Tribbiani,9,17,7,9
"Oh, I don't think she likes the new Hugsy.",Rachel Green,9,17,7,10
But he's the same.,Joey Tribbiani,9,17,7,11
"Yeah, I think she wants the old one back.",Rachel Green,9,17,7,12
But he's the same.,Joey Tribbiani,9,17,7,13
"Joey, come on!",Rachel Green,9,17,7,14
He's the same! .,Joey Tribbiani,9,17,7,15
You're not the same!,Joey Tribbiani,9,17,7,16
[Scene: Phoebe's apartment. Enter Monica],Scene Directions,9,17,8,0
Haha!,Monica Geller,9,17,8,1
"You know, it's a lot less surprising to do that after I've buzzed you into the building.",Phoebe Buffay,9,17,8,2
"So Phoebe, why are there men's shoes by the door.",Monica Geller,9,17,8,3
Those are my shoes.,Phoebe Buffay,9,17,8,4
"Oh, when you get over this breakup we need to go shopping.",Monica Geller,9,17,8,5
"Monica, I really appreciate you checking in on me, but I'm actually feeling a lot better. Yeah, I just kinda want to be alone right now.",Phoebe Buffay,9,17,8,6
Who's that?,Monica Geller,9,17,8,7
I ordered Chinese food.,Phoebe Buffay,9,17,8,8
What are the chances? 1 billion Chinese people and they send Mike!?,Phoebe Buffay,9,17,8,9
What are you doing here?,Monica Geller,9,17,8,10
Phoebe called me.,Mike Hannigan,9,17,8,11
Phoebe!,Monica Geller,9,17,8,12
"I'm sorry, I broke down... I wanted to see him.",Phoebe Buffay,9,17,8,13
Damnit Phoebe! How did you even call him?,Monica Geller,9,17,8,14
There is a speakerphone on the base unit...,Phoebe Buffay,9,17,8,15
Base Unit! Think Monica! Think!,Monica Geller,9,17,8,16
"Look, if I wanna see Phoebe and she wants to see...",Mike Hannigan,9,17,8,17
This doesn't concern you!!,Monica Geller,9,17,8,18
"Oh! Sorry, I guess I was thrown off by the mention of my name!",Mike Hannigan,9,17,8,19
"Look, guys, you can't do this, it's just going to make getting over each other, that much harder.",Monica Geller,9,17,8,20
Not if nothing happens. Why can't... why can't we just hang out as friends?,Phoebe Buffay,9,17,8,21
"Sure! If you're just gonna hang out as friends, then maybe I'll join ya. You know, I'm your friend and Mike's friend .",Monica Geller,9,17,8,22
Sit down.,Phoebe Buffay,9,17,8,23
Oh wow wow wow!! Make room for your friend!,Monica Geller,9,17,8,24
So how've you been?,Mike Hannigan,9,17,8,25
I've been pretty good!,Monica Geller,9,17,8,26
You look really beautiful.,Mike Hannigan,9,17,8,27
"Thanks, you look good too.",Phoebe Buffay,9,17,8,28
Oh no no no no... this is dangerous territory. Keep it clean!,Monica Geller,9,17,8,29
So how's the piano playing going?,Phoebe Buffay,9,17,8,30
Actually I've been playing a lot of love songs lately. I've missed you.,Mike Hannigan,9,17,8,31
I've missed you too.,Phoebe Buffay,9,17,8,32
"You know, on the way over here, I saw this drunk guy throw up. And then a pigeon ate it!",Monica Geller,9,17,8,33
[Scene: Ross's Apartment: Ross is doing something on his laptop when Chandler walks in],Scene Directions,9,17,9,0
"Hey, Ross, I just wanted to apologize... ..don't tell me you actually made those gay pictures of me?",Chandler Bing,9,17,9,1
"uhu uhu, check this out.",Ross Geller,9,17,9,2
Huh! So that's what I would look like if I worked out... and was being serviced by a policeman. You're not actually going to send these out are ya?,Chandler Bing,9,17,9,3
"Eh..actually no, I don't need to because your little ""Ross is dead"" joke didn't work, ok, there were no responses. Nobody posted anything on the website, nobody called my parents, so the joke my friend is on you. Nobody called, nobody wrote anything, nobody cares that I'm dead. Oh my God! Nobody cares that I'm dead!?",Ross Geller,9,17,9,4
"No, come on, you know that's not true.",Chandler Bing,9,17,9,5
What are you talking about? You get sixty responses just for coming out of the closet! I didn't get one response! And I'm dead!,Ross Geller,9,17,9,6
"Well, the gay community is a lot more vocal than the dead community.",Chandler Bing,9,17,9,7
I can't believe this. Not even my geology lab partner? And I carried that guy!,Ross Geller,9,17,9,8
"Alright look, let's think about this, ok, do you really think that people are gonna stir up your family at this tragic time? That people are gonna post condolences on a website? This is not about people not caring that you're dead .This is about people not having a decent outlet for their grief.",Chandler Bing,9,17,9,9
You're right. There isn't a decent outlet.,Ross Geller,9,17,9,10
"Right, I mean, come on, I'm sure that if you had a funeral or a memorial service, tons of people would come.",Chandler Bing,9,17,9,11
Exactly!!,Ross Geller,9,17,9,12
"Ross, what're you... what're you... what are you doing? You're having a memorial service for yourself!?",Chandler Bing,9,17,9,13
No! That would be stupid! You're having it for me!,Ross Geller,9,17,9,14
"Ross, don't press send, don't press se... !",Chandler Bing,9,17,9,15
"oh, too late, too late! It's sent... oops sorry and so is the picture of you and the police man...",Ross Geller,9,17,9,16
[Scene: Joey's room: Joey is sitting on his bed reading DooL transcript when Rachel walks in],Scene Directions,9,17,10,0
"I'm trying to put Emma down for a nap, have you seen Hugsy?",Rachel Green,9,17,10,1
Original or crappy?,Joey Tribbiani,9,17,10,2
Original.,Rachel Green,9,17,10,3
"No, sorry haven't seen him.",Joey Tribbiani,9,17,10,4
Then what's that big lump under your covers?,Rachel Green,9,17,10,5
"It's Monica, ok?",Joey Tribbiani,9,17,10,6
That's not Monica!,Rachel Green,9,17,10,7
"Alright!! Fine! It's original Hugsy! No, now I know that Emma wants him but he's mine and I need him..",Joey Tribbiani,9,17,10,8
Oh God.,Rachel Green,9,17,10,9
... she's being unreasonable!,Joey Tribbiani,9,17,10,10
"Joey, there is a reason that Emma loves that stupid penguin so much Oh don't cover its ears! It's because it reminds her of her uncle Joey!",Rachel Green,9,17,10,11
It does?,Joey Tribbiani,9,17,10,12
Yeah! And she's comforted by him because she loves her uncle Joey so much.,Rachel Green,9,17,10,13
Really? She... she loves me?,Joey Tribbiani,9,17,10,14
"Oh yeah! But you know what? If you need Hugsy, don't worry. Emma will totally understand. I won't... but whatever .",Rachel Green,9,17,10,15
"Ok, wait wait wait wait a minute wait a minute, I mean Rach, I mean if if... . If Hugsy means that much to Emma then... well she can have him.",Joey Tribbiani,9,17,10,16
"Oooh... you're sweet, I knew uncle Joey would step up. Look Emma, look who's baaack!",Rachel Green,9,17,10,17
Look forget it forget it... I can't do it.,Joey Tribbiani,9,17,10,18
Are you gonna... you're going to take Hugsy away from a little child?,Rachel Green,9,17,10,19
How do you think I got him in the first place?,Joey Tribbiani,9,17,10,20
"[Scene: Phoebe's apartment: Phoebe, Monica and Mike sitting on the couch]",Scene Directions,9,17,11,0
(Monica is getting up from the couch),Scene Directions,9,17,11,1
"Alright you two, I'm gonna go to the bathroom. Now I don't want anything going on while I'm gone. Here's a few things you can discuss: mucus, fungus and the idea of me and Ross doing it.",Monica Geller,9,17,11,2
"I've missed you so much! No, I'm not gonna ask you to get back together because I know we want different things, but just to be with you one more night.",Mike Hannigan,9,17,11,3
"I know, I want that too, but IS that going to make it too hard?",Phoebe Buffay,9,17,11,4
"It can't be any harder than this... I mean, If I had known the last time I saw you would be the last time, I... I would have stopped to memorize your face, the way you move, everything about you. If I had known the last time I kissed you would have been the last time... I never would have stopped.",Mike Hannigan,9,17,11,5
"Kiss him, you fool!!",Monica Geller,9,17,11,6
What?,Phoebe Buffay,9,17,11,7
Didn't you hear that speech? If you don't kiss him then I will!,Monica Geller,9,17,11,8
"Oh, I missed you so much!",Phoebe Buffay,9,17,11,9
I knew you'd be here!,Strange Man,9,17,11,10
"Oh, crap!",Mike Hannigan,9,17,11,11
Who is this?,Phoebe Buffay,9,17,11,12
My friend Manny. I asked him to keep me away from you.,Mike Hannigan,9,17,11,13
"Hi, that's what I'm doing for Phoebe!",Monica Geller,9,17,11,14
"Well, you are not doing a very good job!",Manny,9,17,11,15
Excuse me?,Monica Geller,9,17,11,16
What's with the kissing?,Manny,9,17,11,17
"Hey, at least I knew where my guy was.",Monica Geller,9,17,11,18
"Oh yeah yeah, thank God you were here to oversee all the kissing!",Manny,9,17,11,19
You didn't hear the speech!,Monica Geller,9,17,11,20
"I've heard the speech: ""if he knew it was gonna be the last time he saw her... """,Manny,9,17,11,21
"Hey, it was very moving! You're just heartless!",Monica Geller,9,17,11,22
You're weak!,Manny,9,17,11,23
You're... weird!,Monica Geller,9,17,11,24
Your pants are undone!,Manny,9,17,11,25
Oh !,Monica Geller,9,17,11,26
Where did they go?,Manny,9,17,11,27
Damn it!,Monica Geller,9,17,11,28
Oh we blew it. I blame myself.,Manny,9,17,11,29
And I blame you too.,Monica Geller,9,17,11,30
[Scene: Monica and Chandler's apartment],Scene Directions,9,17,12,0
"It's been an hour and not one of my classmates has shown up! I tell you, when I actually die some people are gonna get seriously haunted!",Ross Geller,9,17,12,1
There you go! Someone came!,Chandler Bing,9,17,12,2
"Ok, ok! I'm gonna go hide! Oh, this is so exciting, my first mourner!",Ross Geller,9,17,12,3
"Hi, glad you could come.",Monica Geller,9,17,12,4
"Please, come in.",Chandler Bing,9,17,12,5
"Hi, you're Chandler Bing, right? I'm Tom Gordon, I was in your class.",Tom,9,17,12,6
"Oh yes, yes... let me... take your coat.",Chandler Bing,9,17,12,7
"Thanks... uh... I'm so sorry about Ross, it's...",Tom,9,17,12,8
At least he died doing what he loved... watching blimps.,Chandler Bing,9,17,12,9
Who is he?,Ross Geller,9,17,12,10
"Some guy, Tom Gordon.",Chandler Bing,9,17,12,11
"I don't remember him, but then again I touched so many lives.",Ross Geller,9,17,12,12
"So, did you know Ross well?",Monica Geller,9,17,12,13
"Oh, actually I barely knew him. Yeah, I came because I heard Chandler's news. D'you know if he's seeing anyone?",Tom,9,17,12,14
"Yes, he is. Me.",Monica Geller,9,17,12,15
What? You... You... Oh! Can I ask you a personal question? Ho-how do you shave your beard so close?,Tom,9,17,12,16
"Ok Tommy, that's enough mourning for you! Here we go, bye bye!!",Chandler Bing,9,17,12,17
"Hey, listen. Call me.",Tom,9,17,12,18
Ok!,Chandler Bing,9,17,12,19
I'm dead and no one cares?,Ross Geller,9,17,12,20
I look like a man??,Monica Geller,9,17,12,21
"Please, one ridiculous problem at a time!",Chandler Bing,9,17,12,22
"It isn't ridiculous, look around! No one's here!",Ross Geller,9,17,12,23
"You gave them one day's notice, not everyone in our class checks the web site everyday and Monica... it's probably the way you stand!",Chandler Bing,9,17,12,24
"Yes, you're right. Still somebody must have seen it... I mean, I went to that school for 4 years, I didn't have an impact on anyone?",Ross Geller,9,17,12,25
"Oh, that's not true. You had an impact on me, I mean, it's 15 years later and we're still best friends. Doesn't that count for something?",Chandler Bing,9,17,12,26
"Yeah... Oh, great. More party boys for Chandler!",Ross Geller,9,17,12,27
"I'm sure it's somebody for you. Now, go hide.",Chandler Bing,9,17,12,28
Hi. I'm here for Ross Geller's memorial service.,Kori,9,17,12,29
Kori? Kori Weston?,Chandler Bing,9,17,12,30
Yeah...,Kori,9,17,12,31
Wow! You look amazing!,Chandler Bing,9,17,12,32
And you are...,Kori,9,17,12,33
"Chandler, Chandler Bing. I'm not gay, I'm not gay at all.",Chandler Bing,9,17,12,34
You are married though.,Monica Geller,9,17,12,35
"Don't listen to him, he's in a really bad mood!",Chandler Bing,9,17,12,36
I can't believe that Ross is gone. It is just so sad.,Kori,9,17,12,37
I didn't know Ross and you were so close.,Chandler Bing,9,17,12,38
We weren't but we had one class together. He was such a great guy and he talked so passionately about science. I always remembered him.,Kori,9,17,12,39
"I'm sure that would mean a lot to him. And if heaven has a door, I'm sure he's pressing his ear up against it and listening intently.",Chandler Bing,9,17,12,40
I thought so many times about calling him and asking him out. I guess I really missed my chance.,Kori,9,17,12,41
"But you didn't! I'm still alive!! Kori, I know this is a big surprise for you. It's a long story but the things you just said really made my day! I mean, the fact that you are here means more to me than if this room were filled with people!",Ross Geller,9,17,12,42
"You sick freak, who does that? I can't believe I had a crush on you!",Kori,9,17,12,43
