season,episode,scene,utterance,emotion
4,4,6,8,Sad
4,4,6,9,Powerful
4,4,6,10,Sad
4,4,6,11,Powerful
4,4,6,12,Neutral
4,4,6,13,Neutral
4,4,6,14,Neutral
4,4,6,15,Scared
4,4,6,16,Powerful
4,4,6,17,Neutral
4,4,6,18,Powerful
4,4,6,19,Neutral
4,4,6,21,Joyful
4,4,7,2,Joyful
4,4,7,3,Joyful
4,4,7,4,Neutral
4,4,7,5,Neutral
4,4,7,6,Neutral
4,4,7,7,Scared
4,4,7,8,Neutral
4,4,7,9,Neutral
4,4,7,10,Scared
4,4,7,11,Scared
4,4,8,2,Neutral
4,4,8,3,Sad
4,4,8,4,Powerful
4,4,8,5,Scared
4,4,8,6,Mad
4,4,8,7,Scared
4,4,8,8,Neutral
4,4,8,9,Scared
4,4,8,10,Powerful
4,4,8,11,Scared
4,4,8,12,Powerful
4,4,8,13,Scared
4,4,8,14,Scared
4,4,8,15,Scared
4,4,10,2,Peaceful
4,4,10,3,Powerful
4,4,10,4,Scared
4,4,10,5,Peaceful
4,4,10,7,Sad
4,4,10,8,Sad
4,4,10,9,Sad
4,4,10,10,Peaceful
4,4,10,11,Peaceful
4,4,10,12,Peaceful
4,4,10,13,Powerful
4,4,11,2,Neutral
4,4,11,3,Joyful
4,4,11,4,Joyful
4,4,11,5,Neutral
4,4,11,6,Peaceful
4,4,11,7,Neutral
4,4,11,8,Powerful
4,4,11,9,Joyful
4,4,11,10,Mad
4,4,11,11,Joyful
4,4,11,12,Joyful
4,4,11,13,Joyful
4,4,11,14,Peaceful
4,4,11,15,Peaceful
4,4,11,16,Peaceful
4,4,11,18,Neutral
4,4,12,2,Neutral
4,4,12,3,Neutral
4,4,12,4,Neutral
4,4,12,5,Neutral
4,4,12,6,Neutral
4,4,12,7,Neutral
4,4,12,8,Neutral
4,4,12,9,Neutral
4,4,12,10,Mad
4,4,13,2,Scared
4,4,13,4,Scared
4,4,13,5,Joyful
4,4,13,6,Joyful
4,4,13,7,Mad
4,4,13,8,Peaceful
4,4,13,9,Joyful
4,4,13,10,Joyful
4,4,13,11,Joyful
4,4,13,13,Mad
4,4,13,14,Joyful
4,4,13,15,Joyful
4,4,13,17,Peaceful
4,4,13,18,Powerful
4,4,13,19,Powerful
4,4,13,20,Peaceful
4,4,13,21,Mad
4,4,13,22,Powerful
4,5,3,2,Neutral
4,5,3,3,Neutral
4,5,3,4,Neutral
4,5,3,5,Sad
4,5,3,6,Joyful
4,5,3,7,Joyful
4,5,3,8,Sad
4,5,3,9,Scared
4,5,3,10,Neutral
4,5,3,11,Neutral
4,5,3,12,Joyful
4,5,3,13,Joyful
4,5,3,14,Neutral
4,5,3,15,Sad
4,5,3,16,Peaceful
4,5,3,17,Powerful
4,5,3,18,Joyful
4,5,3,20,Joyful
4,5,3,21,Joyful
4,5,3,22,Peaceful
4,5,3,23,Peaceful
4,5,4,2,Joyful
4,5,4,3,Neutral
4,5,4,4,Joyful
4,5,4,5,Joyful
4,5,4,6,Joyful
4,5,4,7,Joyful
4,5,4,8,Neutral
4,5,4,9,Neutral
4,5,4,10,Neutral
4,5,4,11,Joyful
4,5,4,12,Peaceful
4,5,4,13,Neutral
4,5,4,14,Neutral
4,5,4,15,Neutral
4,5,4,16,Neutral
4,5,4,17,Neutral
4,5,4,18,Neutral
4,5,4,19,Mad
4,5,4,20,Neutral
4,5,4,21,Neutral
4,5,4,22,Neutral
4,5,4,23,Neutral
4,5,4,24,Neutral
4,5,4,25,Joyful
4,5,6,2,Neutral
4,5,6,3,Joyful
4,5,6,4,Neutral
4,5,6,5,Joyful
4,5,6,6,Powerful
4,5,6,7,Peaceful
4,5,6,8,Peaceful
4,5,6,9,Joyful
4,5,6,10,Peaceful
4,5,6,11,Neutral
4,5,6,12,Joyful
4,5,6,13,Peaceful
4,5,6,14,Neutral
4,5,6,15,Peaceful
4,5,7,2,Joyful
4,5,7,3,Neutral
4,5,7,4,Joyful
4,5,7,5,Joyful
4,5,7,6,Mad
4,5,8,2,Peaceful
4,5,8,3,Sad
4,5,8,5,Peaceful
4,5,8,6,Scared
4,5,8,7,Scared
4,5,8,8,Sad
4,5,8,9,Scared
4,5,8,10,Scared
4,5,8,11,Scared
4,5,8,12,Sad
4,5,8,13,Sad
4,5,8,14,Mad
4,5,8,16,Peaceful
4,5,8,17,Joyful
4,5,8,18,Joyful
4,5,8,19,Joyful
4,5,8,20,Joyful
4,5,9,2,Joyful
4,5,9,3,Joyful
4,5,9,4,Joyful
4,5,9,5,Joyful
4,5,9,6,Neutral
4,5,9,7,Neutral
4,5,9,8,Neutral
4,5,9,9,Mad
4,5,9,10,Scared
4,5,9,11,Mad
4,5,9,12,Neutral
4,5,9,13,Mad
4,5,9,14,Neutral
4,5,9,15,Joyful
4,5,9,16,Neutral
4,5,10,2,Neutral
4,5,10,3,Scared
4,5,10,4,Joyful
4,5,10,5,Joyful
4,5,10,6,Neutral
4,5,10,7,Scared
4,5,10,8,Neutral
4,5,10,9,Mad
4,5,10,10,Joyful
4,5,10,11,Mad
4,5,10,12,Peaceful
4,5,10,13,Peaceful
4,5,10,14,Joyful
4,5,10,15,Powerful
4,5,10,16,Joyful
4,5,10,17,Sad
4,5,10,18,Neutral
4,5,10,19,Scared
4,5,10,21,Mad
4,5,11,2,Joyful
4,5,11,3,Joyful
4,5,11,4,Neutral
4,5,11,5,Neutral
4,5,11,6,Peaceful
4,5,11,7,Peaceful
4,5,11,8,Joyful
4,5,11,9,Peaceful
4,5,11,10,Joyful
4,5,11,11,Joyful
4,5,11,12,Peaceful
4,5,11,13,Neutral
4,5,11,14,Powerful
4,5,11,15,Peaceful
4,5,11,16,Mad
4,5,11,17,Neutral
4,5,11,18,Neutral
4,5,11,19,Neutral
4,5,11,20,Neutral
4,5,12,2,Neutral
4,5,12,3,Scared
4,5,12,4,Joyful
4,5,12,5,Sad
4,5,12,6,Joyful
4,5,12,7,Sad
4,5,12,8,Mad
4,5,12,9,Mad
4,5,12,10,Powerful
4,5,12,11,Mad
4,5,12,12,Joyful
4,5,12,13,Mad
4,5,12,15,Mad
4,5,12,16,Mad
4,5,12,17,Neutral
4,5,12,18,Scared
4,5,12,19,Powerful
4,5,12,20,Peaceful
4,5,16,2,Joyful
4,5,16,4,Scared
4,5,16,5,Neutral
4,5,16,6,Neutral
4,5,16,7,Neutral
4,5,16,8,Scared
4,5,16,9,Scared
4,5,16,10,Powerful
4,5,16,11,Scared
4,5,16,12,Mad
4,6,1,2,Joyful
4,6,1,3,Powerful
4,6,1,5,Neutral
4,6,1,6,Scared
4,6,1,7,Joyful
4,6,1,9,Powerful
4,6,1,10,Peaceful
4,6,1,11,Joyful
4,6,1,12,Joyful
4,6,1,13,Powerful
4,6,1,14,Powerful
4,6,1,15,Powerful
4,6,1,16,Peaceful
4,6,1,17,Joyful
4,6,3,2,Joyful
4,6,3,3,Peaceful
4,6,3,4,Joyful
4,6,3,5,Neutral
4,6,3,7,Scared
4,6,3,8,Scared
4,6,3,9,Peaceful
4,6,3,10,Scared
4,6,3,11,Scared
4,6,3,12,Scared
4,6,3,13,Peaceful
4,6,3,14,Scared
4,6,3,15,Neutral
4,6,4,2,Neutral
4,6,4,3,Neutral
4,6,4,4,Powerful
4,6,4,5,Peaceful
4,6,4,6,Neutral
4,6,4,7,Joyful
4,6,4,9,Mad
4,6,4,10,Joyful
4,6,4,11,Neutral
4,6,4,12,Joyful
4,6,4,13,Neutral
4,6,4,14,Sad
4,6,6,2,Neutral
4,6,6,3,Sad
4,6,6,4,Peaceful
4,6,6,5,Neutral
4,6,6,6,Peaceful
4,6,6,7,Sad
4,6,6,8,Peaceful
4,6,6,9,Sad
4,6,6,11,Joyful
4,6,6,12,Peaceful
4,6,6,13,Joyful
4,6,7,2,Powerful
4,6,7,3,Powerful
4,6,7,4,Neutral
4,6,7,5,Powerful
4,6,7,6,Joyful
4,6,7,7,Scared
4,6,7,8,Scared
4,6,7,9,Powerful
4,6,7,10,Powerful
4,6,7,11,Scared
4,6,7,12,Scared
4,6,7,13,Peaceful
4,6,7,14,Sad
4,6,7,15,Peaceful
4,6,7,16,Powerful
4,6,7,17,Joyful
4,6,7,18,Neutral
4,6,7,19,Sad
4,6,7,20,Peaceful
4,6,7,21,Peaceful
4,6,7,22,Peaceful
4,6,8,2,Peaceful
4,6,8,3,Joyful
4,6,8,4,Powerful
4,6,8,5,Powerful
4,6,8,6,Powerful
4,6,8,7,Joyful
4,6,8,8,Peaceful
4,6,8,9,Powerful
4,6,8,10,Powerful
4,6,8,11,Powerful
4,6,8,12,Joyful
4,6,8,13,Joyful
4,6,8,14,Neutral
4,6,8,15,Neutral
4,6,8,16,Powerful
4,6,8,17,Neutral
4,6,8,18,Scared
4,6,9,2,Joyful
4,6,9,4,Powerful
4,6,9,5,Joyful
4,6,9,6,Powerful
4,6,9,7,Scared
4,6,9,8,Scared
4,6,9,9,Sad
4,6,9,10,Scared
4,6,9,11,Mad
4,6,9,12,Joyful
4,6,9,13,Peaceful
4,6,10,2,Neutral
4,6,10,3,Scared
4,6,10,4,Neutral
4,6,10,5,Joyful
4,6,10,6,Joyful
4,6,10,7,Joyful
4,6,10,8,Joyful
4,6,10,9,Neutral
4,6,10,10,Scared
4,6,10,11,Joyful
4,6,10,13,Scared
4,6,10,14,Scared
4,6,10,15,Peaceful
4,6,11,2,Joyful
4,6,11,4,Powerful
4,6,11,6,Joyful
4,6,11,8,Joyful
4,6,11,9,Joyful
4,6,11,10,Joyful
4,6,11,11,Joyful
4,6,11,12,Joyful
4,6,11,13,Mad
4,6,11,14,Mad
4,6,11,15,Joyful
4,6,11,16,Joyful
4,6,11,17,Joyful
4,6,11,18,Joyful
4,6,11,19,Joyful
4,6,11,20,Joyful
4,7,1,2,Scared
4,7,1,3,Joyful
4,7,1,4,Scared
4,7,1,6,Joyful
4,7,1,7,Joyful
4,7,2,2,Neutral
4,7,2,3,Peaceful
4,7,2,4,Joyful
4,7,2,5,Peaceful
4,7,2,6,Joyful
4,7,2,7,Joyful
4,7,2,8,Powerful
4,7,2,9,Scared
4,7,2,10,Joyful
4,7,2,11,Mad
4,7,2,12,Joyful
4,7,2,13,Mad
4,7,2,14,Powerful
4,7,2,15,Joyful
4,7,2,16,Scared
4,7,2,17,Peaceful
4,7,2,18,Powerful
4,7,5,2,Sad
4,7,5,3,Scared
4,7,5,4,Scared
4,7,5,5,Peaceful
4,7,5,6,Peaceful
4,7,5,7,Sad
4,7,5,8,Peaceful
4,7,5,9,Neutral
4,7,5,10,Sad
4,7,5,11,Scared
4,7,5,12,Scared
4,7,5,13,Sad
4,7,5,14,Neutral
4,7,5,15,Neutral
4,7,5,16,Scared
4,7,5,17,Peaceful
4,7,5,18,Neutral
4,7,5,19,Scared
4,7,6,2,Neutral
4,7,6,3,Peaceful
4,7,6,4,Joyful
4,7,6,6,Neutral
4,7,6,7,Joyful
4,7,6,8,Sad
4,7,6,9,Neutral
4,7,6,10,Sad
4,7,6,11,Powerful
4,7,6,12,Powerful
4,7,6,13,Powerful
4,7,6,15,Powerful
4,7,6,16,Powerful
4,7,6,17,Joyful
4,7,7,2,Mad
4,7,7,3,Joyful
4,7,7,4,Scared
4,7,7,5,Powerful
4,7,7,6,Scared
4,7,7,7,Peaceful
4,7,7,8,Joyful
4,7,7,9,Joyful
4,7,7,10,Powerful
4,7,7,11,Neutral
4,7,7,12,Peaceful
4,7,7,13,Neutral
4,7,7,14,Scared
4,7,7,15,Neutral
4,7,7,16,Peaceful
4,7,7,17,Powerful
4,7,7,18,Neutral
4,7,7,19,Peaceful
4,7,7,20,Peaceful
4,7,7,21,Powerful
4,7,7,22,Peaceful
4,7,7,23,Powerful
4,7,8,2,Joyful
4,7,8,3,Joyful
4,7,8,4,Scared
4,7,8,5,Joyful
4,7,8,6,Peaceful
4,7,8,7,Joyful
4,7,8,8,Sad
4,7,8,9,Sad
4,7,8,10,Neutral
4,7,9,2,Joyful
4,7,9,3,Joyful
4,7,9,4,Powerful
4,7,9,5,Joyful
4,7,9,6,Scared
4,7,9,7,Powerful
4,7,9,8,Scared
4,7,9,9,Neutral
4,7,9,10,Sad
4,7,9,11,Sad
4,7,9,12,Sad
4,7,9,13,Joyful
4,7,9,14,Scared
4,7,9,15,Sad
4,7,9,16,Joyful
4,7,9,17,Joyful
4,7,9,18,Powerful
4,7,9,19,Powerful
4,7,9,20,Powerful
4,7,9,21,Powerful
4,7,9,22,Peaceful
4,7,9,23,Neutral
4,7,9,24,Joyful
4,7,11,2,Scared
4,7,11,3,Neutral
4,7,11,4,Mad
4,7,11,6,Scared
4,7,11,7,Neutral
4,7,11,9,Neutral
4,7,11,10,Neutral
4,7,11,11,Joyful
4,7,11,13,Neutral
4,7,11,14,Neutral
4,8,1,2,Neutral
4,8,1,3,Scared
4,8,1,6,Neutral
4,8,1,7,Mad
4,8,1,10,Mad
4,8,1,11,Neutral
4,8,1,12,Neutral
4,8,1,13,Mad
4,8,3,2,Neutral
4,8,3,3,Neutral
4,8,3,4,Neutral
4,8,3,5,Scared
4,8,3,6,Peaceful
4,8,3,7,Joyful
4,8,3,8,Neutral
4,8,3,9,Neutral
4,8,3,10,Neutral
4,8,3,11,Neutral
4,8,3,12,Scared
4,8,3,13,Joyful
4,8,3,14,Powerful
4,8,3,15,Joyful
4,8,3,16,Joyful
4,8,3,17,Joyful
4,8,3,18,Powerful
4,8,3,19,Joyful
4,8,3,20,Joyful
4,8,3,21,Sad
4,8,4,2,Powerful
4,8,4,3,Sad
4,8,4,4,Neutral
4,8,4,5,Neutral
4,8,4,7,Neutral
4,8,4,8,Neutral
4,8,5,2,Powerful
4,8,5,3,Joyful
4,8,5,4,Powerful
4,8,5,6,Peaceful
4,8,5,7,Neutral
4,8,5,8,Powerful
4,8,5,9,Powerful
4,8,6,2,Scared
4,8,6,3,Powerful
4,8,6,4,Scared
4,8,6,5,Powerful
4,8,6,6,Scared
4,8,6,7,Sad
4,8,6,8,Scared
4,8,6,9,Powerful
4,8,6,10,Sad
4,8,6,11,Mad
4,8,6,13,Sad
4,8,6,14,Mad
4,8,6,15,Mad
4,8,6,16,Mad
4,8,6,17,Sad
4,8,6,18,Peaceful
4,8,7,2,Neutral
4,8,7,3,Neutral
4,8,7,4,Joyful
4,8,7,5,Joyful
4,8,7,6,Joyful
4,8,7,7,Neutral
4,8,7,8,Neutral
4,8,7,9,Scared
4,8,7,10,Neutral
4,8,7,11,Neutral
4,8,7,12,Neutral
4,8,7,13,Neutral
4,8,7,14,Neutral
4,8,7,15,Scared
4,8,7,16,Neutral
4,8,7,17,Sad
4,8,7,18,Neutral
4,8,7,19,Joyful
4,8,7,20,Sad
4,8,7,21,Joyful
4,8,7,22,Neutral
4,8,7,23,Neutral
4,8,9,2,Joyful
4,8,9,3,Joyful
4,8,9,4,Joyful
4,8,9,5,Scared
4,8,9,6,Scared
4,8,9,7,Joyful
4,8,9,9,Neutral
4,9,1,2,Neutral
4,9,1,3,Powerful
4,9,1,4,Powerful
4,9,1,5,Powerful
4,9,1,7,Joyful
4,9,1,8,Joyful
4,9,1,9,Neutral
4,9,1,10,Neutral
4,9,1,11,Neutral
4,9,1,12,Joyful
4,9,1,13,Sad
4,9,1,14,Joyful
4,9,1,15,Joyful
4,9,3,2,Powerful
4,9,3,3,Powerful
4,9,3,4,Powerful
4,9,3,5,Powerful
4,9,3,6,Powerful
4,9,3,7,Scared
4,9,3,8,Scared
4,9,3,9,Joyful
4,9,3,10,Joyful
4,9,3,11,Powerful
4,9,3,12,Scared
4,9,3,13,Sad
4,9,3,14,Joyful
4,9,3,15,Joyful
4,9,4,2,Joyful
4,9,4,3,Peaceful
4,9,4,4,Joyful
4,9,4,5,Joyful
4,9,4,6,Joyful
4,9,4,7,Joyful
4,9,4,8,Joyful
4,9,4,9,Joyful
4,9,4,10,Joyful
4,9,4,11,Scared
4,9,4,12,Neutral
4,9,4,13,Joyful
4,9,4,14,Peaceful
4,9,4,15,Sad
4,9,4,16,Peaceful
4,9,4,17,Sad
4,9,4,18,Joyful
4,9,4,19,Mad
4,9,5,2,Powerful
4,9,5,3,Joyful
4,9,5,4,Joyful
4,9,5,5,Mad
4,9,5,6,Powerful
4,9,5,7,Joyful
4,9,5,8,Joyful
4,9,5,9,Mad
4,9,5,10,Scared
4,9,5,11,Powerful
4,9,5,12,Powerful
4,9,5,13,Neutral
4,9,5,14,Joyful
4,9,5,15,Scared
4,9,6,2,Powerful
4,9,6,3,Powerful
4,9,6,4,Neutral
4,9,6,5,Neutral
4,9,6,6,Powerful
4,9,6,7,Powerful
4,9,6,8,Joyful
4,9,6,9,Sad
4,9,6,10,Joyful
4,9,6,11,Scared
4,9,6,12,Neutral
4,9,6,13,Neutral
4,9,6,15,Powerful
4,9,6,16,Neutral
4,9,6,17,Neutral
4,9,6,18,Powerful
4,9,6,19,Powerful
4,9,6,20,Powerful
4,9,6,21,Peaceful
4,9,6,22,Powerful
4,9,6,23,Neutral
4,9,6,24,Neutral
4,9,6,25,Neutral
4,9,7,2,Mad
4,9,7,3,Mad
4,9,7,4,Mad
4,9,7,5,Mad
4,9,7,6,Mad
4,9,7,7,Powerful
4,9,7,8,Powerful
4,9,7,9,Mad
4,9,7,10,Scared
4,9,7,11,Powerful
4,9,7,12,Mad
4,9,9,2,Joyful
4,9,9,3,Peaceful
4,9,9,4,Neutral
4,9,9,5,Peaceful
4,9,9,6,Powerful
4,9,9,7,Scared
4,9,9,8,Joyful
4,9,9,9,Scared
4,9,9,10,Powerful
4,9,9,11,Powerful
4,9,9,12,Peaceful
4,9,9,13,Peaceful
4,9,9,14,Powerful
4,9,9,15,Powerful
4,9,9,16,Powerful
4,9,9,17,Joyful
4,9,9,18,Mad
4,9,9,19,Joyful
4,9,9,20,Joyful
4,9,9,21,Peaceful
4,9,9,22,Joyful
4,9,9,23,Neutral
4,9,9,24,Peaceful
4,9,9,25,Powerful
4,9,9,26,Powerful
4,9,11,2,Neutral
4,9,11,3,Neutral
4,9,11,4,Neutral
4,9,11,5,Neutral
4,9,11,6,Neutral
4,9,11,7,Scared
4,9,11,8,Neutral
4,9,11,9,Joyful
4,9,11,10,Powerful
4,9,11,11,Neutral
4,9,11,12,Peaceful
4,9,11,13,Scared
4,9,11,14,Peaceful
4,9,11,15,Peaceful
4,9,11,16,Neutral
4,9,11,17,Neutral
4,9,11,18,Sad
4,9,11,20,Neutral
4,9,11,21,Joyful
4,9,11,22,Scared
4,9,11,23,Neutral
4,9,11,24,Joyful
4,9,11,25,Neutral
4,9,11,26,Joyful
4,9,11,27,Scared
4,9,12,2,Scared
4,9,12,3,Powerful
4,9,12,4,Powerful
4,9,12,5,Joyful
4,9,12,6,Joyful
4,9,12,7,Neutral
4,9,12,8,Neutral
4,9,12,9,Neutral
4,9,12,10,Powerful
4,9,12,11,Powerful
4,9,12,12,Joyful
4,9,12,13,Joyful
4,9,12,14,Joyful
4,9,12,15,Scared
4,9,12,16,Scared
4,9,12,17,Scared
4,9,12,18,Powerful
4,9,12,19,Powerful
4,9,12,20,Joyful
4,9,12,21,Joyful
4,9,13,2,Neutral
4,9,13,3,Joyful
4,9,13,4,Joyful
4,9,13,5,Sad
4,9,13,6,Sad
4,9,13,7,Scared
4,9,13,8,Sad
4,9,13,9,Powerful
4,9,13,10,Sad
4,9,13,11,Sad
4,9,13,12,Peaceful
4,9,13,13,Sad
4,9,13,14,Sad
4,9,13,15,Sad
4,9,13,16,Joyful
4,9,13,17,Neutral
4,9,13,18,Joyful
4,10,1,2,Joyful
4,10,1,3,Joyful
4,10,1,4,Neutral
4,10,1,5,Joyful
4,10,1,6,Peaceful
4,10,1,7,Powerful
4,10,1,8,Peaceful
4,10,1,10,Peaceful
4,10,1,11,Powerful
4,10,1,12,Peaceful
4,10,1,13,Joyful
4,10,1,14,Neutral
4,10,1,15,Peaceful
4,10,1,16,Peaceful
4,10,1,17,Powerful
4,10,3,2,Scared
4,10,3,3,Peaceful
4,10,3,4,Scared
4,10,3,5,Scared
4,10,3,6,Neutral
4,10,3,7,Joyful
4,10,3,8,Neutral
4,10,3,9,Joyful
4,10,3,10,Neutral
4,10,3,11,Neutral
4,10,3,12,Powerful
4,10,3,13,Joyful
4,10,3,14,Joyful
4,10,3,15,Joyful
4,10,5,2,Joyful
4,10,5,3,Scared
4,10,5,4,Peaceful
4,10,5,5,Powerful
4,10,5,6,Peaceful
4,10,5,7,Joyful
4,10,5,8,Peaceful
4,10,5,9,Joyful
4,10,5,10,Joyful
4,10,5,11,Peaceful
4,10,5,12,Peaceful
4,10,5,13,Powerful
4,10,6,2,Neutral
4,10,6,3,Neutral
4,10,6,4,Neutral
4,10,6,5,Mad
4,10,6,6,Scared
4,10,6,7,Mad
4,10,6,8,Scared
4,10,6,9,Neutral
4,10,7,2,Joyful
4,10,7,3,Joyful
4,10,7,4,Joyful
4,10,7,5,Joyful
4,10,7,6,Scared
4,10,7,7,Scared
4,10,7,8,Mad
4,10,7,9,Neutral
4,10,7,10,Mad
4,10,8,2,Joyful
4,10,8,3,Scared
4,10,8,4,Peaceful
4,10,8,5,Joyful
4,10,8,6,Scared
4,10,8,7,Mad
4,10,8,8,Neutral
4,10,8,9,Mad
4,10,8,10,Powerful
4,10,8,11,Peaceful
4,10,8,12,Powerful
4,10,8,13,Mad
4,10,8,14,Joyful
4,10,8,15,Neutral
4,10,9,2,Scared
4,10,9,3,Sad
4,10,9,4,Mad
4,10,9,5,Scared
4,10,9,6,Neutral
4,10,9,7,Neutral
4,10,10,2,Joyful
4,10,10,3,Neutral
4,10,10,4,Neutral
4,10,10,5,Neutral
4,10,10,6,Neutral
4,10,10,7,Neutral
4,10,10,8,Neutral
4,10,10,9,Neutral
4,10,10,10,Neutral
4,10,10,11,Neutral
4,10,10,12,Neutral
4,10,10,13,Neutral
4,10,10,14,Neutral
4,10,10,15,Neutral
4,10,10,16,Neutral
4,10,10,17,Neutral
4,10,11,2,Neutral
4,10,11,3,Scared
4,10,11,4,Mad
4,10,11,5,Scared
4,10,11,6,Mad
4,10,11,7,Sad
4,10,11,8,Mad
4,10,11,9,Sad
4,10,11,10,Mad
4,10,11,11,Powerful
4,10,11,12,Joyful
4,10,11,13,Neutral
4,10,11,14,Neutral
4,10,11,15,Peaceful
4,10,11,16,Joyful
4,10,11,17,Joyful
4,10,11,18,Joyful
4,10,11,20,Peaceful
4,10,11,21,Mad
4,10,11,22,Scared
4,10,13,2,Powerful
4,10,13,3,Mad
4,10,13,4,Powerful
4,10,13,5,Mad
4,10,13,6,Mad
4,10,13,8,Mad
4,10,13,9,Powerful
4,10,13,10,Mad
4,10,13,11,Powerful
4,10,13,12,Scared
4,10,13,13,Powerful
4,10,13,14,Mad
4,10,13,15,Powerful
4,10,13,16,Powerful
4,10,13,17,Scared
4,10,13,18,Mad
4,10,13,19,Scared
4,10,13,20,Mad
4,10,13,21,Joyful
4,10,13,22,Powerful
4,10,14,2,Neutral
4,10,14,3,Neutral
4,10,14,4,Joyful
4,10,14,5,Neutral
4,10,14,6,Joyful
4,10,14,7,Joyful
4,10,14,8,Joyful
4,10,14,9,Joyful
4,10,14,10,Neutral
4,10,15,2,Neutral
4,10,15,3,Neutral
4,10,15,4,Joyful
4,10,15,5,Mad
4,10,15,6,Sad
4,11,1,2,Powerful
4,11,1,3,Joyful
4,11,1,4,Scared
4,11,1,5,Sad
4,11,1,6,Scared
4,11,1,7,Joyful
4,11,1,8,Joyful
4,11,1,9,Neutral
4,11,1,10,Joyful
4,11,1,11,Neutral
4,11,1,12,Neutral
4,11,1,13,Powerful
4,11,1,14,Joyful
4,11,5,2,Peaceful
4,11,5,3,Neutral
4,11,5,4,Joyful
4,11,5,5,Scared
4,11,5,6,Joyful
4,11,5,7,Scared
4,11,5,8,Joyful
4,11,5,9,Scared
4,11,5,10,Powerful
4,11,5,11,Scared
4,11,5,12,Scared
4,11,5,13,Peaceful
4,11,5,14,Scared
4,11,5,15,Scared
4,11,5,16,Scared
4,11,5,17,Scared
4,11,5,18,Scared
4,11,5,19,Joyful
4,11,5,20,Joyful
4,11,5,21,Scared
4,11,5,22,Joyful
4,11,5,23,Peaceful
4,11,5,24,Powerful
4,11,5,25,Sad
4,11,6,2,Neutral
4,11,6,3,Neutral
4,11,6,4,Powerful
4,11,6,5,Peaceful
4,11,6,6,Powerful
4,11,6,7,Joyful
4,11,6,8,Joyful
4,11,6,9,Joyful
4,11,6,10,Peaceful
4,11,6,11,Peaceful
4,11,6,13,Joyful
4,11,7,2,Sad
4,11,7,3,Powerful
4,11,7,4,Neutral
4,11,7,5,Mad
4,11,7,6,Joyful
4,11,7,7,Sad
4,11,7,8,Peaceful
4,11,7,9,Sad
4,11,9,2,Scared
4,11,9,3,Joyful
4,11,9,4,Powerful
4,11,9,5,Powerful
4,11,9,6,Powerful
4,11,9,7,Peaceful
4,11,9,8,Peaceful
4,11,9,9,Joyful
4,11,9,10,Powerful
4,11,9,11,Mad
4,11,9,12,Peaceful
4,11,9,13,Sad
4,11,9,14,Powerful
4,11,9,15,Peaceful
4,11,9,16,Scared
4,11,11,2,Neutral
4,11,11,3,Neutral
4,11,11,4,Neutral
4,11,11,5,Powerful
4,11,11,6,Scared
4,11,11,7,Powerful
4,11,11,8,Neutral
4,11,11,9,Joyful
4,11,11,11,Joyful
4,12,1,2,Mad
4,12,1,3,Neutral
4,12,1,4,Mad
4,12,1,6,Neutral
4,12,1,7,Neutral
4,12,1,8,Neutral
4,12,1,9,Neutral
4,12,1,10,Neutral
4,12,3,2,Powerful
4,12,3,3,Joyful
4,12,3,4,Peaceful
4,12,3,5,Powerful
4,12,3,6,Scared
4,12,3,7,Powerful
4,12,3,8,Scared
4,12,3,9,Powerful
4,12,3,10,Scared
4,12,3,11,Mad
4,12,3,12,Peaceful
4,12,3,13,Peaceful
4,12,3,14,Peaceful
4,12,3,15,Peaceful
4,12,3,16,Scared
4,12,3,17,Peaceful
4,12,3,18,Mad
4,12,3,19,Joyful
4,12,9,2,Joyful
4,12,9,3,Powerful
4,12,9,5,Peaceful
4,12,9,6,Sad
4,12,9,7,Scared
4,13,1,2,Joyful
4,13,1,3,Scared
4,13,1,4,Joyful
4,13,1,6,Joyful
4,13,1,7,Neutral
4,13,1,9,Joyful
4,13,1,10,Joyful
4,13,1,11,Joyful
4,13,1,12,Joyful
4,13,1,13,Joyful
4,13,1,14,Powerful
4,13,1,16,Joyful
4,13,1,17,Neutral
4,13,1,18,Joyful
4,13,1,19,Powerful
4,13,1,21,Neutral
4,13,2,2,Peaceful
4,13,2,3,Peaceful
4,13,2,4,Peaceful
4,13,2,6,Joyful
4,13,2,7,Joyful
4,13,2,8,Scared
4,13,2,9,Sad
4,13,2,10,Powerful
4,13,2,11,Peaceful
4,13,2,12,Joyful
4,13,2,13,Neutral
4,13,2,14,Mad
4,13,2,15,Powerful
4,13,2,16,Mad
4,13,2,18,Powerful
4,13,2,19,Powerful
4,13,3,2,Neutral
4,13,3,3,Neutral
4,13,3,4,Peaceful
4,13,3,5,Neutral
4,13,3,6,Joyful
4,13,3,7,Powerful
4,13,3,8,Joyful
4,13,3,9,Peaceful
4,13,3,10,Joyful
4,13,3,11,Mad
4,13,3,12,Neutral
4,13,3,13,Neutral
4,13,3,14,Neutral
4,13,3,15,Neutral
4,13,3,16,Neutral
4,13,3,17,Neutral
4,13,3,18,Neutral
4,13,3,19,Scared
4,13,3,20,Neutral
4,13,3,21,Neutral
4,13,3,22,Scared
4,13,3,23,Sad
4,13,3,24,Neutral
4,13,3,25,Neutral
4,13,4,2,Powerful
4,13,4,3,Scared
4,13,4,4,Sad
4,13,4,5,Peaceful
4,13,4,6,Neutral
4,13,4,7,Joyful
4,13,4,8,Peaceful
4,13,4,9,Joyful
