Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,Scheduling and Dispatch
Animal,Cat Trapping,,ZILLMERE,Environmental Management Team
Animal,Cat Trapping,,FOREST LAKE,Environmental Management Team
Animal,Dog,Fencing Issues,COOPERS PLAINS,City Safety (Animal Management)
Animal,Dog,Wandering,ANNERLEY,City Safety (Animal Management)
Animal,Dog,Odour,KELVIN GROVE,City Safety Assessments Team
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Cat,,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Dog,,GREENSLOPES,City Safety (Animal Management)
Animal,Dog,Unregistered,GREENSLOPES,Scheduling and Dispatch
Animal,Dog,Too Many Animals,SALISBURY,City Safety (Animal Management)
Animal,Dog,Wandering,THE GAP,Rapid Response Group
Animal,Cat Trapping,,RUNCORN,Environmental Management Team
Animal,Dog,Wandering,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Dog,Wandering,MITCHELTON,City Safety (Animal Management)
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Dog,Wandering,FOREST LAKE,Scheduling and Dispatch
Animal,Dog,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,Defecating In Public,CANNON HILL,Rapid Response Group
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety Assessments Team
Animal,Attack,,NEWSTEAD,Enforcement Animal Attack
Animal,Attack,Menacing,BELLBOWRIE,Enforcement Animal Attack
Animal,Attack,,GORDON PARK,Enforcement Animal Attack
Animal,Attack,,EVERTON PARK,Enforcement Animal Attack
Animal,Dog,Wandering,MURARRIE,City Safety (Animal Management)
Animal,Attack,,MURARRIE,Enforcement Animal Attack
Animal,Other Animal,Fox,MOUNT OMMANEY,Environmental Management Team
Animal,Attack,,EIGHT MILE PLAINS,Enforcement Animal Attack
Animal,Attack,Attack On A Person,BANYO,Enforcement Animal Attack
Animal,Attack,Attack On A Person,BALD HILLS,Enforcement Animal Attack
Animal,Dog,Defecating In Public,FOREST LAKE,City Safety (Animal Management)
Animal,Cat Trapping,,FOREST LAKE,Environmental Management Team
Animal,Dog,Wandering,STAFFORD,Rapid Response Group
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Cat,Wandering,WISHART,City Safety Assessments Team
Animal,Dog,Unregistered,BALMORAL,City Safety (Animal Management)
Animal,Attack,,SANDGATE,Enforcement Animal Attack
Animal,Cat Trapping,,SINNAMON PARK,Environmental Management Team
Animal,Dog,Wandering,HAMILTON,City Safety (Animal Management)
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,CHERMSIDE,City Safety (Animal Management)
Animal,Dog,Wandering,BRIDGEMAN DOWNS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BRIGHTON,Rapid Response Group
Animal,Other Animal,Fox,SALISBURY,Environmental Management Team
Animal,Other Animal,Fox,MANLY WEST,Environmental Management Team
Animal,Cat,Wandering,FOREST LAKE,City Safety Assessments Team
Animal,Attack,Attack On A Person,BELMONT,Enforcement Animal Attack
Animal,Cat Trapping,,INALA,Environmental Management Team
Animal,Dog,Wandering,RIVERHILLS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ST LUCIA,Rapid Response Group
Animal,Dog,Wandering,HOLLAND PARK,City Safety (Animal Management)
Animal,Cat Trapping,,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BANYO,Rapid Response Group
Animal,Dog,,CARINDALE,City Safety (Animal Management)
Animal,Other Animal,Fox,TARRAGINDI,Environmental Management Team
Animal,Attack,,MOUNT GRAVATT EAST,Enforcement Animal Attack
Animal,Dog,Wandering,BULIMBA,City Safety (Animal Management)
Animal,Dog,,KEDRON,City Safety (Animal Management)
Animal,Cat,,GREENSLOPES,City Safety (Animal Management)
Animal,Attack,,DOOLANDELLA,Enforcement Animal Attack
Animal,Dog,Odour,MORNINGSIDE,City Safety (Animal Management)
Animal,Other Animal,Deer,CARINA,Environmental Management Team
Animal,Dog,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Dog,,SHERWOOD,City Safety (Animal Management)
Animal,Dog,Too Many Animals,PINKENBA,City Safety (Animal Management)
Animal,Dog,Wandering,HOLLAND PARK,Rapid Response Group
Animal,Attack,,ASHGROVE,Enforcement Animal Attack
Animal,Dog,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Cat Trapping,,SANDGATE,Environmental Management Team
Animal,Dog,Wandering,WYNNUM,Scheduling and Dispatch
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Cat Trapping,,GRANGE,Environmental Management Team
Animal,Cat,Wandering,WINDSOR,City Safety Assessments Team
Animal,Other Animal,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Unregistered,CHERMSIDE,Scheduling and Dispatch
Animal,Dog,Unregistered,CHERMSIDE,Scheduling and Dispatch
Animal,Dog,Unregistered,CHERMSIDE,Scheduling and Dispatch
Animal,Dog,Unregistered,CHERMSIDE,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,DEAGON,City Safety (Animal Management)
Animal,Other Animal,,ALGESTER,City Safety (Animal Management)
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Attack,,MANSFIELD,Enforcement Animal Attack
Animal,Other Animal,Deer,PINJARRA HILLS,Environmental Management Team
Animal,Dog,Fencing Issues,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Wandering,KEPERRA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MITCHELTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ACACIA RIDGE,Rapid Response Group
Animal,Attack,,WYNNUM WEST,Enforcement Animal Attack
Animal,Dog,Too Many Animals,OXLEY,City Safety (Animal Management)
Animal,Attack,,TOOWONG,Enforcement Animal Attack
Animal,Attack,Menacing,TINGALPA,Enforcement Animal Attack
Animal,Attack,Not An Attack,EAST BRISBANE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,DEAGON,Rapid Response Group
Animal,Cat,Wandering,HOLLAND PARK,City Safety (Animal Management)
Animal,Attack,,WYNNUM,Enforcement Animal Attack
Animal,Attack,,NORTHGATE,Enforcement Animal Attack
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,,WYNNUM WEST,Enforcement Animal Attack
Animal,Cat Trapping,,CHAPEL HILL,Environmental Management Team
Animal,Cat Trapping,,ST LUCIA,Environmental Management Team
Animal,Cat Trapping,,WYNNUM WEST,Environmental Management Team
Animal,Dog,Wandering,LOTA,Rapid Response Group
Animal,Dog,Unregistered,INALA,City Safety (Animal Management)
Animal,Other Animal,Fox,PARKINSON,Environmental Management Team
Animal,Dog,Odour,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Attack,,THE GAP,Enforcement Animal Attack
Animal,Dog,,INALA,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Dog,Wandering,CHAPEL HILL,City Safety (Animal Management)
Animal,Dog,Wandering,RED HILL,City Safety (Animal Management)
Animal,Dog,Odour,WYNNUM WEST,City Safety (Animal Management)
Animal,Attack,,ASHGROVE,Enforcement Animal Attack
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Cat,Wandering,RUNCORN,City Safety Assessments Team
Animal,Cat Trapping,,BRACKEN RIDGE,Environmental Management Team
Animal,Attack,,BANYO,Enforcement Animal Attack
Animal,Cat Trapping,,ASCOT,Environmental Management Team
Animal,Cat,Wandering,ZILLMERE,City Safety Assessments Team
Animal,Dog,Fencing Issues,CARINA HEIGHTS,Rapid Response Group
Animal,Dog,Wandering,MILTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,EVERTON PARK,Rapid Response Group
Animal,Dog,Fencing Issues,ACACIA RIDGE,Rapid Response Group
Animal,Other Animal,Fox,SEVEN HILLS,Environmental Management Team
Animal,Dog,,INALA,City Safety (Animal Management)
Animal,Dog,Too Many Animals,INALA,Scheduling and Dispatch
Animal,Dog,Too Many Animals,INALA,Scheduling and Dispatch
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,City Safety (Animal Management)
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Dog,Wandering,CARSELDINE,City Safety (Animal Management)
Animal,Dog,Unregistered,STAFFORD,City Safety (Animal Management)
Animal,Cat,Wandering,CARINDALE,City Safety Assessments Team
Animal,Attack,,PADDINGTON,Enforcement Animal Attack
Animal,Dog,Unregistered,MOOROOKA,City Safety (Animal Management)
Animal,Dog,Too Many Animals,NORTHGATE,City Safety (Animal Management)
Animal,Dog,Too Many Animals,NORTHGATE,City Safety (Animal Management)
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,ZILLMERE,City Safety (Animal Management)
Animal,Attack,,SUNNYBANK HILLS,Enforcement Animal Attack
Animal,Dog,Fencing Issues,CHANDLER,City Safety (Animal Management)
Animal,Attack,,MOOROOKA,Enforcement Animal Attack
Animal,Dog,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Rapid Response Group
Animal,Cat,Wandering,BRIGHTON,City Safety Assessments Team
Animal,Other Animal,Wandering,FOREST LAKE,Rapid Response Group
Animal,Attack,Menacing,MOUNT GRAVATT EAST,Enforcement Animal Attack
Animal,Dog,Wandering,NEW FARM,City Safety (Animal Management)
Animal,Attack,Attack On A Person,BANYO,Enforcement Animal Attack
Animal,Attack,Not An Attack,FITZGIBBON,Rapid Response Group
Animal,Dog,Too Many Animals,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Dog,Odour,WYNNUM,City Safety (Animal Management)
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,Rapid Response Group
Animal,Dog,Wandering,ALDERLEY,City Safety (Animal Management)
Animal,Other Animal,Odour,FERNY GROVE,City Safety Assessments Team
Animal,Attack,Attack On An Animal,CARINDALE,Enforcement Animal Attack
Animal,Attack,,KEPERRA,Enforcement Animal Attack
Animal,Attack,Not An Attack,KANGAROO POINT,Rapid Response Group
Animal,Attack,Menacing,CARINA HEIGHTS,Enforcement Animal Attack
Animal,Attack,Menacing,WYNNUM,Enforcement Animal Attack
Animal,Dog,Wandering,HAMILTON,Rapid Response Group
Animal,Attack,Not An Attack,BANYO,Enforcement Animal Attack
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Other Animal,Fox,WACOL,Environmental Management Team
Animal,Other Animal,Fox,YERONGA,Environmental Management Team
Animal,Dog,Wandering,BULIMBA,City Safety (Animal Management)
Animal,Dog,Odour,BULIMBA,Scheduling and Dispatch
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Attack,,FITZGIBBON,Enforcement Animal Attack
Animal,Dog,Wandering,KEDRON,City Safety (Animal Management)
Animal,Other Animal,Wild Dog,FOREST LAKE,Environmental Management Team
Animal,Dog,Too Many Animals,ACACIA RIDGE,City Safety (Animal Management)
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,FOREST LAKE,Rapid Response Group
Animal,Dog,,TOOWONG,City Safety (Animal Management)
Animal,Cat,Wandering,COORPAROO,City Safety Assessments Team
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,ST LUCIA,City Safety Assessments Team
Animal,Cat,Wandering,CLAYFIELD,City Safety (Animal Management)
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Other Animal,Wandering,DARRA,Rapid Response Group
Animal,Other Animal,Nuisance Animal,CALAMVALE,Rapid Response Group
Animal,Attack,,ASHGROVE,Enforcement Animal Attack
Animal,Other Animal,,KEPERRA,City Safety (Animal Management)
Animal,Dog,Wandering,MURARRIE,City Safety (Animal Management)
Animal,Cat Trapping,,NORMAN PARK,Environmental Management Team
Animal,Cat Trapping,,RED HILL,Environmental Management Team
Animal,Cat Trapping,,MANSFIELD,Environmental Management Team
Animal,Attack,,CARSELDINE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,CALAMVALE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Dog,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Cat Trapping,,CARINA HEIGHTS,Environmental Management Team
Animal,Dog,Defecating In Public,FERNY GROVE,City Safety (Animal Management)
Animal,Attack,,MANLY WEST,Enforcement Animal Attack
Animal,Dog,,SUNNYBANK,City Safety (Animal Management)
Animal,Other Animal,Fox,BRIDGEMAN DOWNS,Environmental Management Team
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Dog,,BRACKEN RIDGE,Rapid Response Group
Animal,Attack,Attack On A Person,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Cat,,MITCHELTON,City Safety (Animal Management)
Animal,Dog,Wandering,CHERMSIDE,City Safety (Animal Management)
Animal,Attack,,BRIGHTON,Enforcement Animal Attack
Animal,Cat Trapping,,WINDSOR,Environmental Management Team
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Attack,,FOREST LAKE,Enforcement Animal Attack
Animal,Dog,,HEMMANT,City Safety (Animal Management)
Animal,Attack,,ACACIA RIDGE,Enforcement Animal Attack
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,KEPERRA,City Safety (Animal Management)
Animal,Dog,Wandering,CANNON HILL,City Safety (Animal Management)
Animal,Dog,,INALA,City Safety (Animal Management)
Animal,Other Animal,,MURARRIE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,Rapid Response Group
Animal,Attack,,DUTTON PARK,Enforcement Animal Attack
Animal,Dog,Wandering,GORDON PARK,Rapid Response Group
Animal,Cat,Wandering,NORTHGATE,City Safety (Animal Management)
Animal,Other Animal,Insufficient Space,SALISBURY,City Safety (Animal Management)
Animal,Dog,Fencing Issues,DARRA,Scheduling and Dispatch
Animal,Attack,,UPPER MOUNT GRAVATT,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,WYNNUM,Scheduling and Dispatch
Animal,Other Animal,Fox,KEPERRA,Environmental Management Team
Animal,Dog,Fencing Issues,ALGESTER,Rapid Response Group
Animal,Dog,Wandering,RED HILL,City Safety (Animal Management)
Animal,Other Animal,Fox,THE GAP,Environmental Management Team
Animal,Cat Trapping,,SINNAMON PARK,Environmental Management Team
Animal,Attack,,NUNDAH,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,ALDERLEY,Enforcement Animal Attack
Animal,Dog,,OXLEY,City Safety (Animal Management)
Animal,Cat,,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Attack,,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Attack,,CALAMVALE,Enforcement Animal Attack
Animal,Attack,,CHUWAR,Enforcement Animal Attack
Animal,Cat,,KURABY,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,CHANDLER,City Safety (Animal Management)
Animal,Cat,Wandering,WAVELL HEIGHTS,City Safety Assessments Team
Animal,Dog,Too Many Animals,HOLLAND PARK,City Safety (Animal Management)
Animal,Attack,,CORINDA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,OXLEY,Enforcement Animal Attack
Animal,Attack,,FOREST LAKE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BRIGHTON,Enforcement Animal Attack
Animal,Cat Trapping,,STAFFORD HEIGHTS,Environmental Management Team
Animal,Attack,Menacing,ANNERLEY,Enforcement Animal Attack
Animal,Cat Trapping,,DEAGON,Environmental Management Team
Animal,Cat,,KURABY,City Safety (Animal Management)
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Cat,Wandering,WYNNUM WEST,City Safety Assessments Team
Animal,Attack,,BANYO,Enforcement Animal Attack
Animal,Other Animal,Wandering,FIG TREE POCKET,City Safety (Animal Management)
Animal,Other Animal,Wandering,GREENSLOPES,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MANSFIELD,Enforcement Animal Attack
Animal,Attack,,MOOROOKA,Enforcement Animal Attack
Animal,Attack,,COOPERS PLAINS,Enforcement Animal Attack
Animal,Dog,Wandering,THE GAP,City Safety (Animal Management)
Animal,Attack,,PADDINGTON,Enforcement Animal Attack
Animal,Dog,Wandering,PADDINGTON,Rapid Response Group
Animal,Cat Trapping,,INALA,Environmental Management Team
Animal,Cat,Wandering,THE GAP,City Safety (Animal Management)
Animal,Attack,,SPRING HILL,Enforcement Animal Attack
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,Not An Attack,INALA,Rapid Response Group
Animal,Attack,Attack On An Animal,FOREST LAKE,Enforcement Animal Attack
Animal,Dog,Wandering,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Dog,Odour,CAMP HILL,City Safety Assessments Team
Animal,Attack,Attack On A Person,CHAPEL HILL,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,Rapid Response Group
Animal,Attack,,MOUNT GRAVATT,Enforcement Animal Attack
Animal,Dog,Wandering,DARRA,Rapid Response Group
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,CALAMVALE,Rapid Response Group
Animal,Attack,Not An Attack,INALA,Enforcement Animal Attack
Animal,Dog,Wandering,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Other Animal,,GUMDALE,Environmental Management Team
Animal,Cat Trapping,,ST LUCIA,Environmental Management Team
Animal,Dog,Odour,WYNNUM WEST,City Safety (Animal Management)
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Cat,Wandering,KURABY,City Safety Assessments Team
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT,Rapid Response Group
Animal,Dog,Defecating In Public,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Defecating In Public,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,ALGESTER,Rapid Response Group
Animal,Cat,Wandering,UPPER MOUNT GRAVATT,City Safety (Animal Management)
Animal,Attack,Attack On A Person,BARDON,City Safety (Animal Management)
Animal,Attack,,DOOLANDELLA,Enforcement Animal Attack
Animal,Dog,Wandering,BRISBANE CITY,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,THE GAP,Enforcement Animal Attack
Animal,Dog,Odour,CAMP HILL,Scheduling and Dispatch
Animal,Cat,Wandering,MANSFIELD,City Safety Assessments Team
Animal,Dog,Wandering,NEWSTEAD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BELMONT,City Safety (Animal Management)
Animal,Cat,Wandering,CARSELDINE,City Safety Assessments Team
Animal,Dog,Wandering,TINGALPA,City Safety (Animal Management)
Animal,Attack,Menacing,CARINA HEIGHTS,Enforcement Animal Attack
Animal,Cat,Wandering,ZILLMERE,City Safety Assessments Team
Animal,Dog,Wandering,MANLY WEST,City Safety (Animal Management)
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,STAFFORD,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,THE GAP,Rapid Response Group
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Cat,Wandering,ZILLMERE,City Safety (Animal Management)
Animal,Dog,Wandering,PULLENVALE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ANSTEAD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CHAPEL HILL,Rapid Response Group
Animal,Cat Trapping,,ALGESTER,Environmental Management Team
Animal,Dog,Wandering,BRIDGEMAN DOWNS,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,SOUTH BRISBANE,Enforcement Animal Attack
Animal,Cat Trapping,,DARRA,Environmental Management Team
Animal,Dog,Wandering,ENOGGERA,City Safety (Animal Management)
Animal,Dog,Wandering,ENOGGERA,City Safety (Animal Management)
Animal,Dog,Wandering,WISHART,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,STAFFORD,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ZILLMERE,Scheduling and Dispatch
Animal,Dog,Fencing Issues,ZILLMERE,Scheduling and Dispatch
Animal,Cat Trapping,,COORPAROO,Environmental Management Team
Animal,Attack,Not An Attack,CANNON HILL,Rapid Response Group
Animal,Attack,Menacing,FOREST LAKE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,CHANDLER,Enforcement Animal Attack
Animal,Attack,Attack On A Person,STONES CORNER,Enforcement Animal Attack
Animal,Dog,Wandering,PARKINSON,City Safety (Animal Management)
Animal,Attack,Attack On A Person,KELVIN GROVE,Enforcement Animal Attack
Animal,Dog,Too Many Animals,DREWVALE,Scheduling and Dispatch
Animal,Dog,Too Many Animals,DREWVALE,Scheduling and Dispatch
Animal,Dog,Too Many Animals,DREWVALE,Scheduling and Dispatch
Animal,Dog,Wandering,DARRA,City Safety (Animal Management)
Animal,Other Animal,Fox,MANLY WEST,Environmental Management Team
Animal,Attack,Menacing,COORPAROO,Enforcement Animal Attack
Animal,Dog,Wandering,WINDSOR,City Safety (Animal Management)
Animal,Dog,Defecating In Public,OXLEY,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,THE GAP,Enforcement Animal Attack
Animal,Other Animal,Fox,GRACEVILLE,Environmental Management Team
Animal,Dog,Wandering,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Scheduling and Dispatch
Animal,Attack,,COOPERS PLAINS,Enforcement Animal Attack
Animal,Dog,Unregistered,WYNNUM WEST,Rapid Response Group
Animal,Cat,Wandering,UPPER MOUNT GRAVATT,City Safety (Animal Management)
Animal,Cat,Wandering,TARRAGINDI,City Safety Assessments Team
Animal,Other Animal,Fox,BELMONT,Environmental Management Team
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Rapid Response Group
Animal,Cat Trapping,,EIGHT MILE PLAINS,Environmental Management Team
Animal,Attack,,FOREST LAKE,Enforcement Animal Attack
Animal,Dog,Wandering,FORTITUDE VALLEY,City Safety (Animal Management)
Animal,Dog,Wandering,TOOWONG,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BOONDALL,Scheduling and Dispatch
Animal,Dog,Wandering,MOUNT COOT-THA,City Safety (Animal Management)
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Cat Trapping,,ELLEN GROVE,Scheduling and Dispatch
Animal,Dog,Unregistered,WYNNUM WEST,City Safety (Animal Management)
Animal,Other Animal,Fox,PULLENVALE,Environmental Management Team
Animal,Attack,Attack On A Person,JAMBOREE HEIGHTS,Enforcement Animal Attack
Animal,Dog,Wandering,RIVERHILLS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CARSELDINE,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,FIG TREE POCKET,Environmental Management Team
Animal,Attack,Attack On An Animal,ALGESTER,Enforcement Animal Attack
Animal,Attack,Not An Attack,TINGALPA,Enforcement Animal Attack
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Dog,Wandering,WISHART,City Safety (Animal Management)
Animal,Dog,Wandering,NATHAN,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,WINDSOR,Rapid Response Group
Animal,Other Animal,Fox,MACGREGOR,Environmental Management Team
Animal,Other Animal,Rabbit,MANLY WEST,Environmental Management Team
Animal,Dog,Fencing Issues,MOOROOKA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ZILLMERE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,HEMMANT,Rapid Response Group
Animal,Attack,Attack On An Animal,KEPERRA,Enforcement Animal Attack
Animal,Dog,Wandering,EVERTON PARK,City Safety (Animal Management)
Animal,Dog,Wandering,KENMORE,City Safety (Animal Management)
Animal,Attack,Not An Attack,HAMILTON,Enforcement Animal Attack
Animal,Other Animal,Fox,CHELMER,Environmental Management Team
Animal,Dog,Wandering,RUNCORN,City Safety (Animal Management)
Animal,Dog,Wandering,WILLAWONG,City Safety (Animal Management)
Animal,Cat Trapping,,ACACIA RIDGE,Environmental Management Team
Animal,Dog,Fencing Issues,DUTTON PARK,City Safety (Animal Management)
Animal,Dog,Wandering,SUNNYBANK,Rapid Response Group
Animal,Dog,Defecating In Public,CARSELDINE,City Safety (Animal Management)
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Cat,Wandering,WISHART,City Safety (Animal Management)
Animal,Cat Trapping,,WYNNUM,Environmental Management Team
Animal,Attack,Attack On An Animal,WYNNUM,Enforcement Animal Attack
Animal,Dog,Too Many Animals,KEDRON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BRIGHTON,Enforcement Animal Attack
Animal,Cat Trapping,,FITZGIBBON,Environmental Management Team
Animal,Cat,Wandering,CAMP HILL,City Safety Assessments Team
Animal,Attack,,GEEBUNG,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,FERNY GROVE,Rapid Response Group
Animal,Other Animal,Rabbit,WINDSOR,Environmental Management Team
Animal,Cat Trapping,,ROCHEDALE,Environmental Management Team
Animal,Other Animal,Rabbit,MURARRIE,Scheduling and Dispatch
Animal,Other Animal,Rabbit,MURARRIE,Environmental Management Team
Animal,Attack,,HENDRA,Enforcement Animal Attack
Animal,Cat,Wandering,KANGAROO POINT,City Safety (Animal Management)
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Other Animal,Wandering,SANDGATE,City Safety (Animal Management)
Animal,Cat,,TARRAGINDI,City Safety (Animal Management)
Animal,Cat,Wandering,TARRAGINDI,City Safety (Animal Management)
Animal,Other Animal,Wild Dog,BROOKFIELD,Environmental Management Team
Animal,Dog,Too Many Animals,COOPERS PLAINS,Scheduling and Dispatch
Animal,Dog,Unregistered,COOPERS PLAINS,City Safety (Animal Management)
Animal,Dog,Too Many Animals,COOPERS PLAINS,Scheduling and Dispatch
Animal,Attack,,MANSFIELD,Enforcement Animal Attack
Animal,Cat,Wandering,ELLEN GROVE,City Safety Assessments Team
Animal,Attack,,INDOOROOPILLY,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS,Enforcement Animal Attack
Animal,Attack,,ELLEN GROVE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,MOOROOKA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,INALA,Enforcement Animal Attack
Animal,Other Animal,Fox,BRIDGEMAN DOWNS,Environmental Management Team
Animal,Dog,Wandering,GRANGE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ALGESTER,City Safety (Animal Management)
Animal,Cat,Wandering,TENERIFFE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MANSFIELD,City Safety (Animal Management)
Animal,Dog,Wandering,FAIRFIELD,City Safety (Animal Management)
Animal,Dog,Wandering,WISHART,City Safety (Animal Management)
