Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Dog,Wandering,SUNNYBANK,City Safety (Animal Management)
Animal,Other Animal,Fox,KHOLO,Environmental Management Team
Animal,Dog,Wandering,WYNNUM,Scheduling and Dispatch
Animal,Other Animal,Fox,TINGALPA,Environmental Management Team
Animal,Cat Trapping,,HAMILTON,Environmental Management Team
Animal,Other Animal,Nuisance Animal,MITCHELTON,Rapid Response Group
Animal,Dog,Fencing Issues,STAFFORD,Rapid Response Group
Animal,Cat,Wandering,ACACIA RIDGE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CARINDALE,City Safety (Animal Management)
Animal,Cat,Wandering,CALAMVALE,City Safety (Animal Management)
Animal,Other Animal,Deer,,Environmental Management Team
Animal,Attack,Not An Attack,ASHGROVE,Rapid Response Group
Animal,Attack,Not An Attack,MITCHELTON,Rapid Response Group
Animal,Attack,Attack On An Animal,STAFFORD,Enforcement Animal Attack
Animal,Other Animal,Wandering,TOOWONG,City Safety (Animal Management)
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Cat,Wandering,BOONDALL,City Safety (Animal Management)
Animal,Attack,Attack On A Person,LOTA,Enforcement Animal Attack
Animal,Attack,Menacing,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,MURARRIE,Rapid Response Group
Animal,Dog,Wandering,CHERMSIDE,City Safety (Animal Management)
Animal,Other Animal,Pest / Feral Animal,KEPERRA,Environmental Management Team
Animal,Other Animal,Odour,BRIDGEMAN DOWNS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ELLEN GROVE,City Safety (Animal Management)
Animal,Dog,,COORPAROO,City Safety (Animal Management)
Animal,Dog,Wandering,COORPAROO,City Safety (Animal Management)
Animal,Attack,Attack On A Person,DEAGON,City Safety (Animal Management)
Animal,Attack,Attack On A Person,RED HILL,Enforcement Animal Attack
Animal,Attack,Not An Attack,MITCHELTON,Rapid Response Group
Animal,Attack,Attack On A Person,INALA,Rapid Response Group
Animal,Dog,Fencing Issues,DREWVALE,City Safety (Animal Management)
Animal,Dog,Defecating In Public,EAST BRISBANE,City Safety (Animal Management)
Animal,Dog,Wandering,STRETTON,City Safety (Animal Management)
Animal,Dog,Wandering,CARINDALE,City Safety (Animal Management)
Animal,Dog,Unregistered,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Other Animal,Fencing Issues,BARDON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BROOKFIELD,Enforcement Animal Attack
Animal,Attack,Menacing,INALA,Enforcement Animal Attack
Animal,Attack,Not An Attack,RED HILL,Enforcement Animal Attack
Animal,Dog,Wandering,INDOOROOPILLY,Rapid Response Group
Animal,Attack,Attack On An Animal,DARRA,Enforcement Animal Attack
Animal,Dog,Wandering,RICHLANDS,Rapid Response Group
Animal,Cat,Wandering,EVERTON PARK,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BALD HILLS,City Safety (Animal Management)
Animal,Cat,Wandering,SALISBURY,City Safety (Animal Management)
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,HIGHGATE HILL,City Safety (Animal Management)
Animal,Cat,Wandering,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Cat,Wandering,ACACIA RIDGE,City Safety (Animal Management)
Animal,Attack,,HEATHWOOD,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,WINDSOR,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,CHERMSIDE WEST,Enforcement Animal Attack
Animal,Dog,Fencing Issues,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MANSFIELD,Enforcement Animal Attack
Animal,Dog,Odour,INALA,Scheduling and Dispatch
Animal,Attack,Menacing,TARRAGINDI,Enforcement Animal Attack
Animal,Attack,Menacing,ENOGGERA,Enforcement Animal Attack
Animal,Dog,Odour,ASHGROVE,City Safety Assessments Team
Animal,Other Animal,Fox,NATHAN,Environmental Management Team
Animal,Cat,Wandering,WOOLOOWIN,City Safety (Animal Management)
Animal,Other Animal,Fox,BRACKEN RIDGE,Environmental Management Team
Animal,Attack,Attack On A Person,KELVIN GROVE,Enforcement Team
Animal,Other Animal,Fox,SUNNYBANK,Environmental Management Team
Animal,Dog,Wandering,KURABY,City Safety (Animal Management)
Animal,Dog,Defecating In Public,STAFFORD,City Safety (Animal Management)
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Other Animal,Fox,CARINA,Environmental Management Team
Animal,Other Animal,Nuisance Animal,RUNCORN,Rapid Response Group
Animal,Cat,Wandering,NORTHGATE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MANLY WEST,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,CANNON HILL,Enforcement Animal Attack
Animal,Attack,Attack On A Person,WYNNUM WEST,Enforcement Animal Attack
Animal,Dog,Defecating In Public,NEW FARM,City Safety (Animal Management)
Animal,Attack,Attack On A Person,HOLLAND PARK WEST,Enforcement Animal Attack
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Dog,Defecating In Public,WOOLLOONGABBA,City Safety (Animal Management)
Animal,Attack,Not An Attack,TARRAGINDI,Rapid Response Group
Animal,Attack,Attack On A Person,BROOKFIELD,Enforcement Animal Attack
Animal,Attack,Menacing,SPRING HILL,Enforcement Animal Attack
Animal,Cat Trapping,,NATHAN,Environmental Management Team
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE,Rapid Response Group
Animal,Other Animal,Insufficient Space,BOONDALL,City Safety (Animal Management)
Animal,Dog,Wandering,INALA,City Safety (Animal Management)
Animal,Dog,Odour,MORNINGSIDE,City Safety (Animal Management)
Animal,Attack,Not An Attack,MANLY WEST,Rapid Response Group
Animal,Cat,Wandering,FITZGIBBON,Scheduling and Dispatch
Animal,Dog,Defecating In Public,MORNINGSIDE,City Safety (Animal Management)
Animal,Cat,Wandering,FITZGIBBON,Scheduling and Dispatch
Animal,Attack,Attack On A Person,HIGHGATE HILL,Enforcement Animal Attack
Animal,Other Animal,Fox,PULLENVALE,Environmental Management Team
Animal,Dog,Wandering,ALDERLEY,City Safety (Animal Management)
Animal,Other Animal,Odour,ACACIA RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,DOOLANDELLA,City Safety Assessments Team
Animal,Other Animal,Fox,BURBANK,Environmental Management Team
Animal,Cat Trapping,,MOOROOKA,Environmental Management Team
Animal,Dog,Defecating In Public,BANYO,City Safety (Animal Management)
Animal,Attack,Menacing,NEWSTEAD,Enforcement Animal Attack
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Other Animal,Odour,EIGHT MILE PLAINS,City Safety (Animal Management)
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Dog,Too Many Animals,KEPERRA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MACGREGOR,City Safety (Animal Management)
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Other Animal,Fox,SALISBURY,Environmental Management Team
Animal,Dog,Unregistered,STAFFORD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,AUCHENFLOWER,City Safety (Animal Management)
Animal,Cat Trapping,,STAFFORD HEIGHTS,Scheduling and Dispatch
Animal,Dog,Fencing Issues,TINGALPA,City Safety (Animal Management)
Animal,Cat,Wandering,UPPER KEDRON,City Safety Assessments Team
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Dog,Wandering,MITCHELTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WYNNUM,Rapid Response Group
Animal,Dog,Wandering,WAVELL HEIGHTS,City Safety (Animal Management)
Animal,Attack,Not An Attack,MANSFIELD,Rapid Response Group
Animal,Attack,Menacing,KEPERRA,Enforcement Animal Attack
Animal,Dog,Wandering,PINJARRA HILLS,City Safety (Animal Management)
Animal,Cat,Wandering,NUNDAH,City Safety (Animal Management)
Animal,Dog,Unregistered,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Other Animal,Odour,KARANA DOWNS,City Safety (Animal Management)
Animal,Dog,Insufficient Space,KARANA DOWNS,Scheduling and Dispatch
Animal,Cat,Wandering,PULLENVALE,City Safety Assessments Team
Animal,Dog,Fencing Issues,BARDON,City Safety (Animal Management)
Animal,Dog,Wandering,BRIGHTON,City Safety (Animal Management)
Animal,Dog,Wandering,BOONDALL,City Safety (Animal Management)
Animal,Attack,Menacing,NEWSTEAD,Enforcement Animal Attack
Animal,Dog,Wandering,WILLAWONG,City Safety (Animal Management)
Animal,Dog,Wandering,WILLAWONG,City Safety (Animal Management)
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Other Animal,Feral Pig,SANDGATE,Environmental Management Team
Animal,Cat Trapping,,WYNNUM WEST,Environmental Management Team
Animal,Attack,Dangerous,HEMMANT,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,FOREST LAKE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,FOREST LAKE,Rapid Response Group
Animal,Dog,Defecating In Public,NEW FARM,Rapid Response Group
Animal,Cat,Wandering,INDOOROOPILLY,City Safety Assessments Team
Animal,Attack,Attack On An Animal,COORPAROO,Enforcement Animal Attack
Animal,Dog,Defecating In Public,CARSELDINE,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,DARRA,Rapid Response Group
Animal,Attack,Not An Attack,WESTLAKE,Rapid Response Group
Animal,Dog,Wandering,ZILLMERE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MURARRIE,Enforcement Animal Attack
Animal,Dog,Unregistered,ZILLMERE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ALDERLEY,City Safety (Animal Management)
Animal,Attack,Attack On A Person,BULIMBA,Enforcement Animal Attack
Animal,Dog,Wandering,NEW FARM,City Safety (Animal Management)
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Dog,Wandering,ELLEN GROVE,City Safety (Animal Management)
Animal,Dog,Wandering,BROOKFIELD,City Safety (Animal Management)
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Cat,Wandering,DARRA,City Safety Assessments Team
Animal,Attack,Attack On An Animal,ASCOT,Enforcement Animal Attack
Animal,Dog,Fencing Issues,FITZGIBBON,City Safety (Animal Management)
Animal,Dog,Wandering,INALA,City Safety (Animal Management)
Animal,Attack,Menacing,KEPERRA,Enforcement Animal Attack
Animal,Other Animal,Insufficient Space,BARDON,City Safety (Animal Management)
Animal,Cat,Wandering,BELMONT,City Safety Assessments Team
Animal,Dog,Wandering,MOOROOKA,Scheduling and Dispatch
Animal,Other Animal,Odour,WAKERLEY,City Safety Assessments Team
Animal,Other Animal,Insufficient Space,BOONDALL,City Safety (Animal Management)
Animal,Dog,Odour,GRACEVILLE,City Safety Assessments Team
Animal,Other Animal,Nuisance Animal,EIGHT MILE PLAINS,Rapid Response Group
Animal,Dog,Odour,BRACKEN RIDGE,City Safety Assessments Team
Animal,Dog,Unregistered,SANDGATE,City Safety (Animal Management)
Animal,Dog,Odour,INALA,City Safety Assessments Team
Animal,Dog,Fencing Issues,NUNDAH,Rapid Response Group
Animal,Attack,Attack On An Animal,CALAMVALE,Enforcement Animal Attack
Animal,Dog,Too Many Animals,ACACIA RIDGE,Scheduling and Dispatch
Animal,Dog,Too Many Animals,ACACIA RIDGE,Scheduling and Dispatch
Animal,Dog,Unregistered,,Scheduling and Dispatch
Animal,Attack,,STAFFORD HEIGHTS,Enforcement Team
Animal,Dog,Fencing Issues,TARRAGINDI,Rapid Response Group
Animal,Other Animal,Wild Dog,SUMNER,Environmental Management Team
Animal,Cat,Wandering,GAYTHORNE,City Safety Assessments Team
Animal,Dog,Defecating In Public,NUDGEE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ROCKLEA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,Rapid Response Group
Animal,Attack,,KARANA DOWNS,Enforcement Animal Attack
Animal,Attack,Menacing,CAMP HILL,Enforcement Animal Attack
Animal,Dog,Wandering,JINDALEE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,FIG TREE POCKET,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BOONDALL,Enforcement Animal Attack
Animal,Cat,,KELVIN GROVE,City Safety (Animal Management)
Animal,Dog,Too Many Animals,THE GAP,City Safety (Animal Management)
Animal,Attack,,NEWMARKET,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,NUDGEE BEACH,Rapid Response Group
Animal,Attack,Menacing,MITCHELTON,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BULIMBA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,AUCHENFLOWER,City Safety (Animal Management)
Animal,Other Animal,Fox,WYNNUM WEST,Environmental Management Team
Animal,Dog,Wandering,WOOLLOONGABBA,City Safety (Animal Management)
Animal,Dog,Wandering,TINGALPA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ASCOT,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BALD HILLS,Enforcement Animal Attack
Animal,Dog,Wandering,UPPER MOUNT GRAVATT,Rapid Response Group
Animal,Cat Trapping,,DOOLANDELLA,Environmental Management Team
Animal,Attack,Attack On A Person,ASPLEY,Enforcement Animal Attack
Animal,Other Animal,Fox,TARRAGINDI,Environmental Management Team
Animal,Attack,Not An Attack,CARINA HEIGHTS,Rapid Response Group
Animal,Attack,Not An Attack,NEW FARM,Rapid Response Group
Animal,Cat,Wandering,CAMP HILL,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,MANLY WEST,Enforcement Animal Attack
Animal,Dog,Wandering,WOOLLOONGABBA,City Safety (Animal Management)
Animal,Cat,Wandering,TAIGUM,City Safety Assessments Team
Animal,Attack,Attack On A Person,MORNINGSIDE,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,KURABY,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,DEAGON,Enforcement Animal Attack
Animal,Attack,Attack On A Person,HOLLAND PARK,Enforcement Animal Attack
Animal,Dog,Wandering,COORPAROO,City Safety (Animal Management)
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Attack,Not An Attack,PALLARA,Enforcement Animal Attack
Animal,Attack,Attack On A Person,CARINDALE,Enforcement Animal Attack
Animal,Cat,Wandering,MACGREGOR,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,THE GAP,Enforcement Animal Attack
Animal,Dog,Wandering,MITCHELTON,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,BRACKEN RIDGE,Rapid Response Group
Animal,Attack,Attack On An Animal,KHOLO,Enforcement Animal Attack
Animal,Attack,,MANLY WEST,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,ROCHEDALE,Enforcement Animal Attack
Animal,Attack,Not An Attack,HAWTHORNE,Rapid Response Group
Animal,Cat Trapping,,STRETTON,Environmental Management Team
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Other Animal,Fencing Issues,BRIGHTON,Rapid Response Group
Animal,Dog,Fencing Issues,HOLLAND PARK,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ZILLMERE,Enforcement Animal Attack
Animal,Cat Trapping,,CHERMSIDE,Environmental Management Team
Animal,Attack,Dangerous,GRACEVILLE,City Safety (Animal Management)
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BALD HILLS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOGGILL,City Safety (Animal Management)
Animal,Dog,Wandering,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,Wandering,SUNNYBANK,City Safety (Animal Management)
Animal,Dog,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT,Rapid Response Group
Animal,Cat,Wandering,WOOLOOWIN,City Safety (Animal Management)
Animal,Attack,Not An Attack,SUNNYBANK,Enforcement Animal Attack
Animal,Cat,Wandering,ALBION,City Safety (Animal Management)
Animal,Attack,Attack On A Person,CALAMVALE,Enforcement Animal Attack
Animal,Cat,Wandering,CARINDALE,City Safety (Animal Management)
Animal,Cat,Wandering,NUNDAH,City Safety Assessments Team
Animal,Cat Trapping,,RUNCORN,Environmental Management Team
Animal,Dog,Wandering,SEVENTEEN MILE ROCKS,Scheduling and Dispatch
Animal,Dog,Wandering,SEVENTEEN MILE ROCKS,City Safety (Animal Management)
Animal,Dog,Wandering,WAKERLEY,Scheduling and Dispatch
Animal,Attack,,ANNERLEY,Enforcement Animal Attack
Animal,Dog,Unregistered,ANNERLEY,City Safety (Animal Management)
Animal,Dog,,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Other Animal,Deer,MOGGILL,Environmental Management Team
Animal,Attack,Attack On A Person,KANGAROO POINT,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,HIGHGATE HILL,Rapid Response Group
Animal,Attack,Attack On A Person,BRIDGEMAN DOWNS,Enforcement Animal Attack
Animal,Dog,Unregistered,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Unregistered,CHERMSIDE,City Safety (Animal Management)
Animal,Dog,Unregistered,BOONDALL,Rapid Response Group
Animal,Dog,Fencing Issues,BRACKEN RIDGE,Rapid Response Group
Animal,Dog,Wandering,ROCKLEA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BALD HILLS,Rapid Response Group
Animal,Dog,Wandering,CHERMSIDE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Attack,Not An Attack,ZILLMERE,Enforcement Animal Attack
Animal,Dog,Wandering,ALDERLEY,City Safety (Animal Management)
Animal,Other Animal,Fox,BALD HILLS,Environmental Management Team
Animal,Dog,,ROCKLEA,City Safety (Animal Management)
Animal,Attack,Menacing,CARSELDINE,Enforcement Animal Attack
Animal,Dog,Wandering,NUDGEE,City Safety (Animal Management)
Animal,Dog,Unregistered,WYNNUM WEST,City Safety (Animal Management)
Animal,Other Animal,Fox,TINGALPA,Environmental Management Team
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,CALAMVALE,Rapid Response Group
Animal,Attack,Not An Attack,TARRAGINDI,Enforcement Animal Attack
Animal,Dog,Fencing Issues,HOLLAND PARK,City Safety (Animal Management)
Animal,Cat Trapping,,MOGGILL,Environmental Management Team
Animal,Dog,Fencing Issues,WEST END,Rapid Response Group
Animal,Dog,Wandering,MILTON,City Safety (Animal Management)
Animal,Dog,Odour,ZILLMERE,City Safety Assessments Team
Animal,Attack,Attack On An Animal,TOOWONG,Enforcement Animal Attack
Animal,Dog,Wandering,INALA,City Safety (Animal Management)
Animal,Dog,Wandering,INALA,Scheduling and Dispatch
Animal,Cat,Wandering,GAYTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WYNNUM WEST,Rapid Response Group
Animal,Other Animal,Nuisance Animal,SOUTH BRISBANE,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,ASPLEY,Enforcement Animal Attack
Animal,Cat Trapping,,INALA,Environmental Management Team
Animal,Cat,Wandering,KURABY,City Safety Assessments Team
Animal,Cat,Wandering,KURABY,City Safety (Animal Management)
Animal,Dog,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat Trapping,,ASPLEY,Environmental Management Team
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,HAMILTON,Enforcement Animal Attack
Animal,Attack,Attack On A Person,FIG TREE POCKET,Enforcement Animal Attack
Animal,Attack,Attack On A Person,DARRA,Rapid Response Group
Animal,Cat,Wandering,GAYTHORNE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ALGESTER,Enforcement Animal Attack
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Cat Trapping,,BROOKFIELD,Environmental Management Team
Animal,Attack,Not An Attack,ENOGGERA,Rapid Response Group
Animal,Attack,,PINKENBA,Enforcement Animal Attack
Animal,Attack,Attack On A Person,ASHGROVE,Enforcement Animal Attack
Animal,Dog,Too Many Animals,MURARRIE,City Safety (Animal Management)
Animal,Dog,Wandering,EVERTON PARK,City Safety (Animal Management)
Animal,Dog,Wandering,MURARRIE,City Safety (Animal Management)
Animal,Dog,Wandering,NORTHGATE,Rapid Response Group
Animal,Dog,Fencing Issues,SINNAMON PARK,City Safety (Animal Management)
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,Rapid Response Group
Animal,Dog,Defecating In Public,SEVEN HILLS,Rapid Response Group
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MITCHELTON,Enforcement Animal Attack
Animal,Dog,Wandering,WINDSOR,City Safety (Animal Management)
Animal,Cat Trapping,,BOONDALL,Environmental Management Team
Animal,Other Animal,Too Many Animals,KURABY,Scheduling and Dispatch
Animal,Attack,Attack On A Person,ZILLMERE,Enforcement Animal Attack
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOGGILL,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,CLAYFIELD,City Safety Assessments Team
Animal,Dog,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Dog,Defecating In Public,BANYO,City Safety (Animal Management)
Animal,Attack,Attack On A Person,SOUTH BRISBANE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Dog,Too Many Animals,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,CARSELDINE,Rapid Response Group
Animal,Dog,Fencing Issues,DARRA,Rapid Response Group
Animal,Attack,Attack On A Person,INALA,Rapid Response Group
Animal,Attack,Attack On An Animal,INALA,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,WAVELL HEIGHTS,Rapid Response Group
Animal,Other Animal,Nuisance Animal,SANDGATE,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,GEEBUNG,Enforcement Animal Attack
Animal,Cat,Wandering,RUNCORN,City Safety Assessments Team
Animal,Cat,Wandering,RUNCORN,City Safety Assessments Team
Animal,Dog,Wandering,SEVENTEEN MILE ROCKS,City Safety (Animal Management)
Animal,Cat Trapping,,HAWTHORNE,Environmental Management Team
Animal,Dog,Fencing Issues,CARINDALE,City Safety (Animal Management)
Animal,Attack,Menacing,ASCOT,Enforcement Animal Attack
Animal,Attack,Attack On A Person,MURARRIE,Enforcement Animal Attack
Animal,Cat,,ARCHERFIELD,City Safety (Animal Management)
Animal,Attack,Not An Attack,MOOROOKA,City Safety (Animal Management)
Animal,Attack,,KURABY,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,BANYO,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,KURABY,Scheduling and Dispatch
Animal,Attack,Attack On A Person,MOUNT GRAVATT EAST,Enforcement Animal Attack
Animal,Dog,Wandering,KEDRON,Rapid Response Group
Animal,Other Animal,Deer,PINJARRA HILLS,Environmental Management Team
Animal,Dog,,BARDON,City Safety (Animal Management)
Animal,Dog,,BULIMBA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOOROOKA,City Safety (Animal Management)
Animal,Dog,,KENMORE HILLS,City Safety (Animal Management)
Animal,Dog,Odour,BANYO,City Safety Assessments Team
Animal,Attack,Attack On A Person,GREENSLOPES,Enforcement Animal Attack
Animal,Attack,Not An Attack,UPPER MOUNT GRAVATT,Rapid Response Group
Animal,Other Animal,Fox,MANLY WEST,Environmental Management Team
Animal,Cat Trapping,,SANDGATE,Environmental Management Team
Animal,Dog,Fencing Issues,ANNERLEY,Scheduling and Dispatch
Animal,Attack,Attack On A Person,YERONGA,Enforcement Animal Attack
Animal,Cat,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Dog,Odour,WYNNUM WEST,City Safety (Animal Management)
Animal,Attack,Not An Attack,CHERMSIDE WEST,Rapid Response Group
Animal,Attack,Attack On A Person,SUNNYBANK,Enforcement Animal Attack
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ZILLMERE,Rapid Response Group
Animal,Dog,Fencing Issues,WESTLAKE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Dog,Unregistered,ACACIA RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,,City Safety (Animal Management)
Animal,Dog,Unregistered,EIGHT MILE PLAINS,City Safety (Animal Management)
Animal,Other Animal,Fox,ST LUCIA,Environmental Management Team
Animal,Dog,Fencing Issues,RUNCORN,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ALDERLEY,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,ARCHERFIELD,Enforcement Animal Attack
Animal,Dog,,LOTA,City Safety (Animal Management)
Animal,Dog,Wandering,MANSFIELD,City Safety (Animal Management)
Animal,Dog,Fencing Issues,NORMAN PARK,Scheduling and Dispatch
Animal,Attack,Menacing,YERONGA,Rapid Response Group
Animal,Other Animal,Fox,BRIDGEMAN DOWNS,Environmental Management Team
Animal,Dog,Fencing Issues,TARRAGINDI,City Safety (Animal Management)
Animal,Cat,Wandering,NUNDAH,City Safety Assessments Team
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Cat Trapping,,OXLEY,Environmental Management Team
Animal,Attack,Attack On A Person,WOOLLOONGABBA,Enforcement Animal Attack
Animal,Dog,Wandering,STAFFORD,Scheduling and Dispatch
Animal,Dog,Wandering,WISHART,City Safety (Animal Management)
Animal,Other Animal,Fox,TARRAGINDI,Environmental Management Team
Animal,Cat,Wandering,UPPER KEDRON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TARRAGINDI,Scheduling and Dispatch
Animal,Cat Trapping,,WILLAWONG,Environmental Management Team
Animal,Attack,Menacing,BALD HILLS,City Safety (Animal Management)
Animal,Dog,Too Many Animals,WYNNUM WEST,City Safety (Animal Management)
Animal,Cat,Wandering,MURARRIE,City Safety Assessments Team
Animal,Attack,Attack On An Animal,NUNDAH,Rapid Response Group
Animal,Other Animal,Nuisance Animal,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Wandering,SHERWOOD,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,TARRAGINDI,Enforcement Animal Attack
Animal,Attack,Not An Attack,SHERWOOD,Rapid Response Group
Animal,Dog,Fencing Issues,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Attack,Attack On A Person,HOLLAND PARK WEST,Enforcement Animal Attack
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOUNT CROSBY,City Safety (Animal Management)
