crl.tot,dollar,bang,money,n000,make,yesno
14,0,0,0,0,0,n
189,0.117,0,0,0,0,n
96,0,0,0,0,0,n
323,0,0,0,0,0,n
42,0,0,0,0,0,n
505,0.034,0,0,0,0.12,n
157,0,0,0,0,0,n
63,0,0,0,0,0,n
261,0.048,0,0,0,0,n
932,0,0,0,0,0,n
1795,0,0.004,0,0,0.18,n
13,0,0,0,0,0,n
3006,0,0.014,0,0,0.04,n
479,0,0,0,0,0,n
6,0,0,0,0,0,n
25,0,0,0,0,0,n
601,0,0,0,0,0.09,n
66,0,0.279,0,0,0,n
25,0,0,0,0,0,n
46,0,0,0,0,0,n
23,0,0.709,0,0,0,n
122,0,0,0,0,0,n
98,0.381,0.305,0,0.96,0,n
98,0.381,0.305,0,0.96,0,n
63,0,0,0,0,0,n
2,0,0,0,0,0,n
608,0,0.174,0,0,0.15,n
55,0,0.146,0,0,0,n
367,0,0.05,0,0.12,0,n
151,0,0,0,0,0,n
13,0,0,0,0,0,n
431,0,0.306,0,0,0.33,n
177,0,0,0,0,0,n
69,0.105,0,0,0,0,n
1763,0,0,0,0,0.04,n
16,0,0,0,0,0,n
68,0,0,0,0,0,n
80,0,0,0,0,0.18,n
97,0,0.089,0,0,0,n
104,0,0.193,0,0,0.37,n
913,0,0,0,0,0,n
30,0,0,0,0,0,n
67,0,0,0,0,0.51,n
110,0.087,0,0,0,0,n
103,0.095,0,0,0,0,n
60,0,0,0,0,0,n
114,0,0,0,0,0,n
535,0.034,0,0,0,0.12,n
628,0.033,0,0,0,0.08,n
23,0,0,0,0,0,n
815,0.017,0,0,0,0.12,n
331,0,0,0,0,0,n
331,0,0,0,0,0,n
6,0,0,0,0,0,n
62,0,0,0,0,0.31,n
36,0,0,0,0,0,n
31,0,0,0,0,0.4,n
126,0,2.378,0,0,0.69,n
17,0,0.442,0,0,0,n
53,0,0,0,0,0,n
540,0.022,0,0,0,0,n
27,0,0.371,0,0,0,n
81,0,0.107,0,0,0,n
3168,0.005,0.002,0,0.07,0.03,n
3,0,1.086,0,0,0,n
42,0,0,0,0,0,n
40,0,0,0,0,0,n
23,0,0,0,0,0,n
19,0,0,0,0,0,n
139,0,0,0,0,0,n
133,0,0,0,0,0,n
24,0,0.955,0,0,0,n
53,0,0,0,0,0,n
28,0,0.558,0,0,0,n
9,0,0,0,0,0,n
31,0,0,0,0,0,n
64,0,0.355,0,0,0,n
55,0,0,0,0,0,n
395,0,0,0,0,0,n
167,0,0,0,0,0,n
148,0,0,0,0,0,n
212,0,0,0,0,0,n
15,0,0.787,0,0,0,n
38,0,0,0,0,0,n
13,0,0.689,0,0,0,n
41,0,0,0,0,0,n
79,0,0.196,0.77,0,0,n
26,0,0,0,0,0,n
208,0.265,0.113,0,0,0.29,n
33,0,0,0,0,0,n
25,0,0,0,0,0,n
67,0,0,0,0,0,n
307,0.036,0,0,0,0,n
428,0,0,0,0,0,n
53,0,0,0,0,1.09,n
16,0,0.386,0,0,0,n
171,0,0.078,0,0,0,n
566,0.011,0,0,0.08,0,n
63,0,0,0,0,0,n
27,0,0.473,0,0,0,n
67,0,0.376,0,0,0,n
25,0,0.186,0,0,0,n
65,0,0,0,0,0,n
53,0,0,0,0,0,n
29,0,0.68,0,0,0,n
153,0,0.181,0,0,0,n
13,0,0,0,0,0,n
28,0,0.366,0,0,0,n
36,0,0.114,0,0,0,n
249,0,0.129,0,0,0.39,n
1026,0.046,0.062,0.05,0.21,0.05,n
897,0.055,0.064,0.06,0.25,0.06,n
89,0,0,0,0,0,n
89,0,0,0,0,0,n
17,0,0,0,0,0,n
140,0,0,0,0,0,n
26,0,0,0,0,0,n
90,0,0,0,0,0,n
161,0,0,0,0,0,n
270,0,0.055,0,0,0,n
41,0,0.37,0,0,1.03,n
38,0,0,0,0,0.72,n
126,0,0.24,0,0,0,n
188,0,0,0,0,0,n
68,0,0.24,0,0,0,n
30,0,0,0,0,0,n
125,0,0,0,0,0,n
140,0,0,0,0,0,n
18,0,0,0,0,0,n
59,0,0.166,0,0,0.97,n
150,0,0.163,0,0,0,n
14,0,0,0,0,0,n
855,0,0,0,0.07,0,n
21,0,0,0,0,0,n
125,0,0,0,0,0,n
16,0,0,0,0,0,n
227,0,0.091,0,0,0.53,n
145,0,0,0,0,0,n
94,0,0.103,0,0,0.58,n
180,0,0.096,0,0,0.31,n
645,0.033,0,0,0,0.12,n
1386,0.014,0,0,0,0.05,n
39,0,0.216,0,0,0,n
118,0,0.061,0,0,0.75,n
127,0,0,0,0,0,n
18,0,0,0,0,0.68,n
40,0,0.203,0,0,0,n
17,0,0,0,0,0,n
4,0,0,0,0,0,n
129,0,0,0,0,0,n
336,0,0,0,0,0.24,n
20,0,0.564,0,0,0,n
69,0,0.097,0,0,0,n
79,0,0,0,0,0,n
29,0,0.389,0,0,0,n
37,0,0.231,0,0,0,n
24,0,0,0,0,0,n
15,0,0,0,0,0,n
5,0,0,0,0,0,n
42,0,0,0,0,0,n
64,0,0,0,0,0,n
29,0,0,0,0,0,n
37,0,0,0,0,0.48,n
491,0.036,0,0,0,0.12,n
807,0.022,0,0,0,0.08,n
38,0,0,0,0,0,n
227,0,0,0,0,0.24,n
77,0,0,0,0,0,n
571,0.057,0,0,0.21,0.1,n
169,0,0,0,0,0,n
30,0,0.27,0,0,0,n
29,0,0.211,0,0,0,n
248,0,0,0,0,0,n
74,0,0,0,0,0.51,n
94,0,0,0,0,0,n
133,0,0,0,0,0,n
26,0,0.19,0,0,0,n
42,0,0,0,0,0,n
57,0,0,0,0,0,n
203,0.159,0.798,0,0,0,n
378,0,0,0,0,0,n
155,0,0,0,0,0.3,n
485,0.103,0.866,1.04,0.2,0.41,n
375,0,0,0,0,0,n
25,0,0,0,0,0,n
19,0,0,0,0,0,n
26,0,0,0,0,0,n
304,0,0,0,0,0,n
25,0,0,0,0,0,n
5,0,0,0,0,0,n
9,0,0,0,0,0,n
10,0,0,0,0,0,n
9,0,0,0,0,0,n
68,0,0,0,0,0,n
9,0,0,0,0,0,n
90,0,0,0,0,0,n
195,0,0,0,0,0,n
18,0,0,0,0,0,n
635,0,0.207,0,0,0,n
41,0,0,0,0,0,n
193,0,0,0,0,0,n
53,0,0,0,0,2,n
373,0,0,0,0,0,n
53,0,0,0,0,2,n
43,0,0.149,0,0,0,n
11,0,0,0,0,0,n
125,0,0,0,0,0,n
14,0,0,0,0,0,n
13,0,0,0,0,0,n
250,0,0,0,0,0.34,n
16,0,0,0,0,0,n
10,0,0,0,0,0,n
86,0,0,0,0,0,n
13,0,0.74,0,0,0,n
128,0,0,0,0,0.26,n
418,0.053,0,0,0.41,0,n
51,0,0.176,0,0,0,n
66,0,0.278,0,0,0,n
7,0,0,0,0,0,n
194,0,0.031,0.17,0,0.17,n
14,0,0,0,0,0,n
1003,0,0,0,0,0,n
16,0,0,0,0,0,n
216,0,0.167,0,0,0.17,n
71,0,0,0,0,0,n
8,0,0,0,0,0,n
1108,0.16,0,0,0,0,n
116,0,0,0,0,0,n
5,0,0,0,0,0,n
22,0,0,0,0,0,n
85,0,0,0,0,0.25,n
21,0,0,0,0,0,n
8,0,0,0,0,0,n
13,0,0,0,0,0,n
127,0,0,0,0,0,n
93,0,0.099,0,0,0,n
239,0,0,0,0,0,n
25,0,0,0,0,0,n
214,0,0,0,0,0,n
5,0,0,0,0,0,n
131,0,0,0,0,0,n
119,0,0,0,0,0,n
61,0,0,0,0,0,n
21,0,0,1.6,0,0,n
30,0,0,0,0,0,n
5,0,0,0,0,0,n
38,0,0.396,0,0,0,n
50,0,0,0,0,0,n
200,0,0,0,0,0,n
100,0,0,0,0,0,n
104,0,0,0,0,0,n
115,0,0,0,0,0,n
128,0.128,0,0,0,0,n
97,0,0,0,0,0,n
434,2.038,0,0,0,0,n
21,0,0,0,0,0,n
601,0.075,0.056,0,0,0,n
89,0,0.07,0,0,0.39,n
45,0,0,0,0,0,n
24,0,0,0,0,0,n
113,0,0,0,0,0,n
84,0.601,0,0,0,0,n
155,0,0,0,0,0,n
196,0.055,0,0,0,0,n
37,0,0,0,0,0,n
102,0.108,0,0,0,0,n
70,0,0,0,0,0,n
111,0,0,0,0,0,n
47,0,0,0,0,0,n
64,0,0,0,0,0,n
73,0,0,0,0,0.87,n
101,0,0,0,0,0,n
90,0,0,0,0,0,n
47,0,0.058,0,0,0.32,n
20,0,0,0,0,0,n
6,0,0,0,0,0,n
139,0,0.08,0,0,0.28,n
23,0,0,0,0,0,n
14,0,0,0,0,0,n
37,0,0,0,0,0,n
36,0,0,0,0,0,n
30,0,0,0,0,0,n
15,0,0,0,0,0,n
4,0,0,0,0,0,n
70,0,0,0,0,0,n
89,0,0,0,0,0,n
5,0,0,0,0,0,n
91,0,0,0,0,0,n
4,0,0,0,0,0,n
37,0,0,0,0,0,n
109,0,0,0,0,0,n
244,0.031,0,0,0,0.23,n
30,0,0,0,0,0,n
651,0,0,0,0,0,n
8,0,0,0,0,0,n
99,0,0.408,0,0,0,n
156,0,0,0,0,0,n
162,0,0,0,0.11,0.23,n
53,0,0,0,0,2,n
64,0,0,0,0,0,n
74,0,0.159,0,0,0,n
522,0,0.14,0,0,0.29,n
103,0,0,0,0,0,n
133,0,0,0,0,0,n
108,0,0,0,0,0,n
62,0,0,0,0,0,n
71,0,0,0,0,0,n
85,0,0.241,0,0,0,n
268,0,0,0,0,0,n
5,0,0,0,0,0,n
4,0,0,0,0,0,n
451,0,0,0,0,0,n
51,0,0.114,0,0,0,n
36,0,0,0,0,0,n
8,0,0,0,0,0,n
67,0,0,0,0,0,n
104,0,0.19,0,0,0,n
146,0,0,0,0,0,n
52,0,0.087,0,0,0,n
23,0,0,0,0,0,n
13,0,0,0,0,0,n
96,0,0,0,0,0,n
10,0,0,0,0,0,n
79,0,0,0,0,0,n
138,0,0,0,0,0,n
119,0,0,0,0,0,n
26,0,0.48,0,0,0,n
137,0.161,0,0,0,0,n
131,0,0,0,0,0,n
46,0,0,0,0,0,n
232,0.112,0,0,0,0,n
59,0,0.27,0,0,0,n
21,0,0.581,0,0,0,n
405,0.062,0.374,0,0.21,0.21,n
49,0,0,0,0,0,n
203,0,0,0,0,0,n
693,0.055,0,0,0.08,0,n
94,0,0,0,0,0.22,n
64,0,0,0,0,0,n
12,0,1.149,0,0,0,n
12,0,0,0,0,0,n
117,0,0,0,0,0,n
8,0,0,0,0,0,n
27,0,0,0,0,0,n
46,0,0,0,0,0,n
47,0,0,0,0,0,n
11,0,0,0,0,0,n
59,0,0,0,0,0,n
30,0,0,0,0,0,n
424,0,0,0,0,0,n
46,0,0.414,0,0,0,n
187,0,0,0,0,0,n
411,0.223,0.372,0.22,0,0,n
52,0,0,0,0,0,n
7,0,0,0,0,0,n
82,0,0.169,0,0,0,n
1479,0.056,0.031,0,0.12,0,n
200,0,0.333,0,0,0,n
178,0,0.016,0,0,0,n
178,0,0.016,0,0,0,n
178,0,0.016,0,0,0,n
145,0,0.054,0,0,0,n
15,0,0.729,0,0,0,n
32,0,0,0,0,0,n
67,0,0.249,0,0,0,n
12,0,0,0,0,0,n
72,0,0,0,0,0,n
59,0,0,0,0,0,n
751,0.063,0,0,0.39,0.06,n
20,0,0,0,0,0,n
41,0,0,0,0,0,n
14,0,0,0,0,0,n
257,0,0,0,0,0,n
24,0,0,0,0,0,n
17,0,0,0,0,0,n
82,0,0,0,0,0,n
133,0,0.125,0,0,0,n
238,0,0,0,0,0,n
123,0,0,0,0,0,n
95,0,0.106,0,0,0,n
346,0,0,0,0,0,n
39,0,0,0,0,0.87,n
115,0,0,0,0,0,n
300,0,0.079,0,0,0,n
1170,0.014,0,0,0,0.05,n
681,0.021,0,0,0,0.07,n
364,0.016,0.033,0,0,0.12,n
5,0,0,0,0,0,n
333,0,0,0,0,0,n
11,0,0,0,0,0,n
27,0,0,0,0,0,n
39,0,0,0,0,0,n
64,0,0,0,0,0,n
80,0,0,0,0,0,n
693,0.018,0,0,0,0.2,n
46,0,0,0,0,0,n
2631,0.003,0.003,0,0,0.06,n
17,0,0.436,0,0,0,n
10,0,0.769,0,0,0,n
693,0.018,0,0,0,0.2,n
42,0,0,0,0,0.79,n
98,0,0,0,0,0,n
154,0,0,0,0,0,n
107,0,0,0,0,0,n
121,0,0,0,0,0,n
29,0,0,0,0,0,n
13,0,0,0,0,0,n
19,0,0,0,0,0,n
341,0,0,0,0,0,n
50,0,0.239,0,0,0,n
153,0,0,0,0,0,n
7,0,0,0,0,0,n
45,0,0.281,0,0,0,n
11,0,0.925,0,0,0,n
30,0,0,0,0,0,n
106,0,0,0,0,0,n
8,0,0,0,0,0,n
28,0,0,0,0,0,n
63,0,0.168,0,0,0,n
76,0,0,0,0,0,n
57,0,0,0,0,0.64,n
37,0,0,0,0,0,n
4,0,0,0,0,0,n
65,0,0,0,0,0,n
35,0,0,0,0,0,n
25,0,0.349,0,0,0,n
120,0.134,0.044,0,0,0,n
286,0,0,0,0,0,n
36,0,0.523,0,0,0,n
694,0,0,0,0,0,n
44,0,0,0,0,0,n
238,0,0,0,0,0,n
1827,0,0.128,0,0,0.03,n
199,0,0,0,0,0,n
63,0,0.296,0,0,0,n
55,0,0,0,0,0,n
78,0,0.225,0,0,0,n
34,0,0,0,0,0,n
6,0,0,0,0,0,n
49,0,0,0,0,0,n
13,0,1.123,0,0,0,n
75,0,0,0,0,0,n
35,0,0,0,0,0,n
58,0,0.081,0,0,0,n
140,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
5,0,0,0,0,0,n
138,0,0,0,0,0,n
9,0,0,0,0,0,n
512,0,0,0,0,0,n
1192,0.006,0.027,0,0.04,0.04,n
34,0,0,0,0,0,n
377,0,0,0,0,0,n
81,0,0.088,0,0,0,n
194,0.037,0,0,0,0,n
40,0,0,0,0,0,n
367,0,0.02,0,0,0.27,n
3,0,0,0,0,0,n
27,0,0,0,0,0,n
124,0,0,0,0,0,n
103,0,0,0,0,0,n
178,0,0,0,0,0,n
17,0,0,0,0,0,n
116,0,0.063,0,0,0,n
13,0,0,0,0,0,n
21,0,0,0,0,0,n
50,0,0.139,0,0,0,n
5,0,0,0,0,0,n
15,0,0,0,0,0,n
1108,0.16,0,0,0,0,n
89,0,0.075,0,0,0,n
157,0,0.329,0,0,0,n
136,0,0,0,0,0,n
192,0,0.052,0,0,0,n
129,0,0.084,0,0,0,n
101,0,0,0,0,0,n
79,0,0.286,0,0,0,n
224,0,0.041,0,0,0,n
81,0,0,0,0,0,n
9,0,0,0,0,0,n
2349,0.005,0,0,0,0.01,n
16,0,0,0,0,0,n
8,0,0,0,0,0,n
1073,0.015,0,0,0,0.05,n
9,0,0,0,0,0,n
88,0,0,0,0,0,n
100,0,0,0,0,0,n
53,0,0.276,0,0,0,n
111,0,0,0,0,0.26,n
15,0,0,0,0,0,n
473,0,0,0,0,0,n
116,0,0.413,0,0,0,n
163,0,0.134,0,0,0,n
237,0,0,0,0,0,n
8,0,0,0,0,0,n
10,0,0,0,0,0,n
67,0,0.217,0,0,0,n
10,0,0,0,0,0,n
45,0,0,0,0,1.17,n
51,0,0,0,0,0,n
34,0,0,0,0,0,n
9,0,0,0,0,0,n
48,0,0,0,0,0,n
13,0,0,0,0,1.63,n
11,0,0,0,0,0,n
100,0,0,0,0,0,n
6,0,0,0,0,0,n
18,0,0.735,0,0,0,n
5,0,0,0,0,0,n
14,0,0,0,0,0,n
97,0,0,0,0,0,n
118,0,0,0,0,0,n
82,0,0,0,0,0,n
8,0,0,0,0,0,n
11,0,0,0,0,0,n
9,0,0,0,0,0,n
8,0,0,0,0,0,n
88,0,0.116,0,0,0,n
53,0,0,0,0,2,n
161,0,0,0,0,0,n
6,0,0,0,0,0,n
41,0,0,0,0,0,n
43,0,0.506,0,0,0,n
91,0,0,0,0,0,n
298,0,0,0,0,0,n
215,0.069,0,0,0,0,n
58,0,0,0,0,0,n
61,0,0,0,0,0.86,n
7,0,0,0,0,0,n
7,0,0,0,0,0,n
7,0,0,0,0,0,n
103,0,0,0,0,0,n
574,0.053,0,0,0,0,n
212,0,0.059,0,0,0,n
43,0,0,0,0,0,n
107,0,0,0,0,0,n
349,0,0,0,0,0.39,n
45,0,0,0,0,0,n
52,0,0.043,0,0,0,n
55,0,0,0,0,0,n
29,0,0,0,0,0,n
31,0,0,0,0,1.16,n
52,0,0.344,0,0,0,n
5,0,0,0,0,2.27,n
187,0,0,0,0,0,n
49,0,0,0,0,0,n
939,0.061,0.038,0.05,0,0.1,n
8,0,0,0,0,0,n
35,0,0,0,0,0,n
42,0,0,0,0,0,n
378,0,0,0,0,0,n
48,0,0,0,0,0,n
8,0,0,0,0,0,n
161,0,0,0,0,0,n
67,0,0.367,0,0,0,n
43,0,0,0,0,0,n
31,0,0.171,0,0,0,n
71,0,0,0,0,0,n
303,0.108,0,0,0.38,0.19,n
48,0,0,0,0,0,n
186,0,0,0,0,0,n
115,0,0,0,0,0,n
65,0,0,0,0,0,n
10,0,0,0,0,0,n
30,0,0,0,0,0,n
9,0,0,0,0,0,n
73,0,0,0,0,0,n
240,0,0,0,0,0.16,n
456,0.017,0,0,0,0.12,n
15,0,0,0,0,0,n
10,0,0,0,0,0,n
425,0.016,0,0.12,0.12,0.24,n
47,0,0.44,0,0,0,n
189,0,0,0,0,0,n
112,0,0,0,0,0,n
57,0,0,0,0,0,n
46,0,0,0,0,0,n
282,0,0,0,0,0,n
89,0,0,0,0,0,n
33,0,0,0,0,0,n
10,0,0,0,0,0,n
73,0,0.133,0,0,0,n
38,0,0,0,0,0,n
13,0,0.925,0,0,0,n
47,0,0,0,0,0,n
890,0.021,0,0,0,0.07,n
1617,0.008,0,0,0,0.05,n
204,0,0,0,0,0,n
2688,0.009,0,0,0,0.03,n
1345,0.017,0,0,0,0.06,n
47,0,0.338,0,0,0,n
47,0,0,0,0,0,n
61,0.043,0,0,0,0,n
3168,0,0.016,0.03,0,0.01,n
68,0,0.162,0,0,0,n
21,0,1.156,0,0,0,n
6,0,0,0,0,0,n
55,0,0,0,0,0,n
41,0,0,0,0,0,n
15,0,0.595,0,0,0,n
20,0,0.763,0,0,0,n
30,0,0,0,0,0,n
7,0,0,0,0,0,n
6,0,0,0,0,0,n
4,0,0,0,0,0,n
58,0,0.11,0,0,0,n
195,0,0.043,0,0,0,n
37,0,0,0,0,0,n
43,0,0.192,0,0,0,n
7,0,0,0,0,0,n
139,0,0,0,0,0,n
18,0,0,0,0,0,n
90,0,0,0,0,0,n
40,0,0,0,0,0,n
26,0,0,0,0,0,n
141,0,0,0,0,0,n
112,0,0,0,0,0,n
590,0.039,0,0,0,0,n
89,0,0,0,0,0,n
68,0,0,0,0,0.84,n
6,0,0,0,0,0,n
48,0,0.085,0,0,0,n
78,0,0,0,0,0,n
37,0,0,0,0,0,n
25,0,0.523,0,0,0,n
227,0,0,0,0,0,n
4,0,0,0,0,0,n
1738,0.009,0.019,0,0,0.06,n
160,0,0,0,0,0,n
112,0,0,0,0,0.52,n
4,0,0,0,0,0,n
38,0,0,0,0,0,n
315,0,0,0,0,0,n
638,0.051,1.027,0.33,0,0.16,n
95,0,0.109,0,0,0,n
122,0,0.181,0,0,0,n
147,0,0,0,0,0,n
190,0,0.024,0.13,0,0,n
34,0,0,0,0,0,n
30,0,0,0,0,0,n
61,0,0,0,0,0,n
8,0,0,0,0,0,n
211,0,0,0,0,0,n
2,0,0,0,0,0,n
29,0,0,0,0,0,n
317,0,0,0,0.13,0,n
36,0,0.375,0,0,0,n
168,0.042,0.042,0,0,0,n
77,0.124,0,0,0,0.43,n
71,0,0,0,0,0,n
1,0,0,0,0,0,n
6,0,0,0,0,0,n
54,0,0,0,0,0,n
909,0.025,0,0,0,0.18,n
678,0.03,0,0,0,0.11,n
880,0.019,0,0,0,0.06,n
1080,0.014,0,0,0,0.05,n
99,0,0,0,0,0,n
12,0,0,0,0,0,n
417,0.053,0.07,0.1,0,0.1,n
67,0,0,0,0,0,n
128,0.054,0,0,0,0,n
525,0.043,0,0,0,0.1,n
10,0,0,0,0,0,n
285,0,0,0,0,0,n
212,0,0.344,0,0,0.29,n
10,0,0,0,0,0,n
60,0,0,0,0,0,n
312,0.069,0,0,0,0,n
60,0,0,0,0,0,n
707,0.009,0,0,0.07,0,n
48,0,0,0,0,0,n
1589,0,0,0,0,0,n
40,0,0,0,0,0,n
500,0,0,0,0.08,0.08,n
38,0,0,0,0,0,n
28,0,0,0,0,0,n
110,0,0,0,0,0,n
22,0,0,0,0,0,n
255,0.097,0,0,0,0,n
98,0,0,0,0,0,n
38,0,0,0,0,0,n
41,0,0,0,0,0,n
23,0,0,1.73,0,0.86,n
283,0,0,0,0,0,n
219,0,0,0,0,0,n
52,0,0,0,0,0,n
156,0,0,0,0,0,n
61,0,0.15,0,0,0,n
511,0,0,0,0,0.1,n
40,0,0,0,0,0,n
11,0,0,0,0,0,n
48,0,0,0,0,0,n
321,0.049,0.247,0,0,0,n
183,0,0,0,0,0,n
29,0,0,0,0,0,n
209,0,0,0,0,0,n
20,0,0,0,0,0,n
38,0,0,0,0,0,n
30,0,0,0,0,0,n
90,0,0,0,0,0,n
57,0,0,0,0,0,n
1123,0.021,0.029,0,0.05,0.1,n
43,0,0.436,0,0,0,n
86,0,0,0,0,0,n
1787,0,0,0,0,0.04,n
31,0,0.103,0,0,0,n
274,0,0,0,0,0,n
211,0,0.05,0,0,0,n
183,0,0,0,0,0,n
75,0,0.128,0,0,0,n
38,0,0,0,0,0,n
153,0,0,0,0,0,n
144,0,0,0,0,0,n
55,0,0,0,0,0,n
322,0,0,0,0,0.27,n
54,0,0,0,0,0,n
38,0,0,0,0,0,n
6,0,0,0,0,0,n
155,0.079,0.105,0,0.15,0.47,n
91,0,0.195,0,0,0,n
53,0,0,0,0,2,n
10,0,0,0,0,0,n
1329,0.013,0,0,0,0.05,n
387,0,0,0,0,0,n
791,0.021,0,0,0,0.07,n
896,0.016,0,0,0,0.05,n
3334,0.005,0,0,0,0.03,n
205,0,0,0,0,0,n
22,0,0,0,0,0,n
113,0,0,0,0,0.41,n
64,0,0,0,0,0,n
24,0,0,0,0,0,n
25,0,0,0,0,0,n
164,0,0.301,0,0,0,n
38,0,0,0,0,0,n
38,0,0,0,0,0,n
74,0.069,0,0,0,0,n
119,0,0,0,0,0,n
641,0.125,0,0,0.09,0,n
44,0,0,0,0,0,n
130,0,0,0,0,0,n
90,0,0.487,0,0,0,n
95,0,0,0,0,0,n
92,0,0,0,0,0,n
2,0,0,0,0,0,n
15,0,0,0,0,0,n
408,0,0,0,0,0.3,n
8,0,0,0,0,0,n
20,0,0,0,0,0,n
37,0,0,0,0,0,n
37,0,0,0,0,0,n
13,0,0,0,0,0,n
7,0,0,0,0,0,n
45,0,0,0,0,0,n
87,0,0,0,0,0,n
3,0,0,0,0,0,n
227,0,0.06,0,0,0,n
1825,0,0,0,0,0.05,n
73,0,0.09,0,0,0,n
464,0,0,0,0,0,n
7,0,0,0,0,0,n
45,0,0.111,0,0,0,n
11,0,0,0,0,0,n
25,0,0,0,0,0,n
6,0,0,0,0,0,n
164,0,0,0,0,0,n
47,0,0.327,0,0,0,n
109,0,0,0,0,0,n
51,0,0,0,0,0,n
822,0,0,0,0,0,n
43,0,0.42,0,0,0,n
238,0,0,0,0,0,n
69,0,0,0,0,0,n
49,0,0,0,0,0,n
106,0,0.367,0,0,0,n
10,0,0,0,0,0,n
31,0,0,0,0,0,n
244,0,0,0,0,0.17,n
167,0.331,0,0,0,0,n
378,0,0,0,0,0,n
152,0,0.244,0,0,0,n
18,0,0,0,0,0,n
80,0,0.312,0,0,0.59,n
26,0,0,0,0,0,n
2015,0,0.126,0,0,0.02,n
89,0,0.068,0,0,0,n
127,0,0.177,0,0,0,n
11,0,0.666,0,0,0,n
102,0,0.209,0,0,0,n
12,0,0,0,0,0,n
193,0,0,0,0,0,n
177,0,0.32,0,0,0.37,n
34,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
157,0,0.216,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
64,0,0.596,0,0,0,n
47,0,0.314,0,0,0,n
8,0,0,0,0,0,n
92,0,0,0,0,1.02,n
92,0,0.085,0,0,0,n
55,0,0.487,0,0,1,n
941,0.008,0,0,0,0.06,n
31,0,0.833,0,0,0,n
49,0,0,0,0,0,n
9,0,0,0,0,0,n
55,0,0.227,0,0,0,n
53,0,0.263,0,0,0,n
94,0,0.406,0,0,0,n
69,0,0.1,0,0,0,n
5,0,0,0,0,0,n
63,0,0.098,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
56,0,0.185,0,0,1.07,n
9,0,0,0,0,0,n
8,0,0,0,0,0,n
118,0,0.042,0,0.25,0,n
8,0,0,0,0,0,n
9,0,0,0,0,0,n
96,0.048,0.048,0,0,0,n
66,0,0,0,0,0,n
20,0,0,0,0,0,n
33,0,0,0,0,0,n
37,0,0,0,0,0,n
263,0,0.107,0,0,0,n
65,0,0.484,0,0,0,n
1131,0,0.013,0,0,0,n
239,0,0,0,0,0,n
9,0,0,0,0,0,n
49,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
8,0,0,0,0,0,n
8,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
7,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
4,0,0,0,0,0,n
5,0,0,0,0,0,n
13,0,0,0,0,0,n
15,0,0,0,0,0,n
4,0,0,0,0,0,n
1094,0.158,0,0,0,0,n
7,0,0,0,0,0,n
1232,0,0,0,0,0,n
12,0,0,0,0,0,n
1029,0,0,0,0,0,n
22,0,0,0,0,0,n
1122,0.021,0.01,0,0,0,n
43,0,0,0,0,0,n
1,0,0,0,0,0,n
267,0,0.02,0,0,0.38,n
67,0,0,0,0,0,n
74,0,0,0,0,0.44,n
47,0,0,0,0,0,n
82,0,0,0,0,0,n
1160,0,0,0,0,0.13,n
1,0,0,0,0,0,n
20,0,0,0,0,0,n
6,0,0,0,0,0,n
7,0,0,0,0,0,n
20,0,0,0,0,0,n
358,0,0,0,0,0,n
13,0,0,0,0,0,n
17,0,0,0,0,0,n
5,0,0,0,0,0,n
15,0,0,0,0,0,n
7,0,0,0,0,0,n
258,0,0,0,0,0.21,n
4,0,0,0,0,0,n
4,0,0,0,0,0,n
447,0,0.019,0,0,0,n
82,0,0,0,0,0,n
26,0,0,0,0,0,n
21,0,0,0,0,0,n
14,0,0.289,0,0,0,n
20,0,0,0,0,0,n
5395,0.09,0.002,0,0,0.01,n
36,0,0,0,0,3.94,n
58,0,0.136,0,0,0,n
31,0,0,0,0,0,n
18,0,0,0,0,0,n
37,0,0.476,0,0,0,n
5,0,0,0,0,0,n
601,0,0,0,0,0,n
297,0.03,0,0,0.06,0.19,n
17,0,0.586,0,0,0,n
49,0,0.107,0,0,0,n
617,0.166,0,0,0,0.13,n
12,0,0.373,0,0,0,n
6,0,0,0,0,0,n
2,0,0,0,0,0,n
172,0,0,0,0,0.26,n
172,0,0,0,0,0.26,n
173,0,0,0,0,0,n
45,0,0,0,0,0,n
175,0,0.045,0,0,0,n
29,0,0,0,0,0,n
772,0.377,0.022,0.16,0,0,n
1361,0.071,0.071,0,0.04,0.04,n
