hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,44,2016,October,44,28,0,2,2,1,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,100,0,0,Check-Out,2016-10-30
City Hotel,0,35,2016,October,44,27,0,3,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,118,1,2,Check-Out,2016-10-30
City Hotel,0,44,2016,October,44,28,0,2,2,1,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,100,0,0,Check-Out,2016-10-30
City Hotel,0,116,2016,October,44,29,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,0,Check-Out,2016-10-30
City Hotel,0,30,2016,October,44,28,0,2,2,0,0,BB,PHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,144,0,0,Check-Out,2016-10-30
City Hotel,0,8,2016,October,44,28,0,2,1,0,0,BB,ITA,Aviation,Corporate,0,0,0,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,2016-10-30
City Hotel,0,86,2016,October,44,28,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,1,Check-Out,2016-10-30
City Hotel,0,1,2016,October,44,28,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149,0,1,Check-Out,2016-10-30
City Hotel,0,1,2016,October,44,29,0,1,3,0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,203.81,0,1,Check-Out,2016-10-30
City Hotel,0,199,2016,October,44,28,0,2,1,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,2,No Deposit,29,NULL,0,Transient-Party,109,0,0,Check-Out,2016-10-30
City Hotel,0,199,2016,October,44,28,0,2,3,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29,NULL,0,Transient-Party,123,0,0,Check-Out,2016-10-30
City Hotel,0,98,2016,October,44,24,1,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,B,2,No Deposit,9,NULL,0,Transient,89.5,0,2,Check-Out,2016-10-30
City Hotel,0,0,2016,October,44,27,0,3,0,2,0,HB,FRA,Online TA,TA/TO,0,0,0,F,B,3,No Deposit,9,NULL,0,Transient,18.6,0,2,Check-Out,2016-10-30
City Hotel,0,6,2016,October,44,26,0,4,1,0,0,BB,FRA,Aviation,Corporate,0,0,0,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,2016-10-30
City Hotel,0,35,2016,October,44,28,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,NULL,NULL,0,Transient,104.13,0,0,Check-Out,2016-10-30
City Hotel,0,26,2016,October,44,29,0,1,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,0,1,Check-Out,2016-10-30
City Hotel,0,199,2016,October,44,28,0,2,3,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29,NULL,0,Transient-Party,123,0,1,Check-Out,2016-10-30
City Hotel,0,42,2016,October,44,29,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,2,Check-Out,2016-10-30
City Hotel,0,31,2016,October,44,27,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,85,0,0,Check-Out,2016-10-31
City Hotel,0,77,2016,October,45,30,1,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.5,0,2,Check-Out,2016-10-31
City Hotel,0,0,2016,October,44,29,1,1,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,2016-10-31
City Hotel,0,180,2016,October,44,28,1,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,42,NULL,0,Transient,100.08,0,2,Check-Out,2016-10-31
City Hotel,0,180,2016,October,44,28,1,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,42,NULL,0,Transient,100.08,0,2,Check-Out,2016-10-31
City Hotel,0,7,2016,October,44,27,1,3,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,1,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,2016-10-31
City Hotel,0,6,2016,October,44,26,1,4,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,1,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,2016-10-31
City Hotel,0,2,2016,October,45,30,1,0,1,0,0,BB,ESP,Aviation,Corporate,0,0,0,D,B,0,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,2016-10-31
City Hotel,0,35,2016,October,44,28,1,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,8,NULL,0,Transient,129,0,1,Check-Out,2016-10-31
City Hotel,0,26,2016,October,45,31,1,0,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Group,110,0,1,Check-Out,2016-11-01
City Hotel,0,0,2016,October,45,30,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,0,Check-Out,2016-10-31
City Hotel,0,62,2016,October,44,29,1,1,2,1,0,BB,ESP,Direct,Direct,0,0,0,E,E,1,No Deposit,14,NULL,0,Transient,139.5,1,2,Check-Out,2016-10-31
City Hotel,0,193,2016,October,44,28,1,2,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,85.5,0,0,Check-Out,2016-10-31
City Hotel,0,35,2016,October,44,28,1,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,129,0,1,Check-Out,2016-10-31
City Hotel,0,0,2016,October,45,30,1,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,140,0,0,Check-Out,2016-10-31
City Hotel,0,9,2016,October,45,30,1,0,2,0,0,SC,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,120,0,0,Check-Out,2016-10-31
City Hotel,0,35,2016,October,44,28,1,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,129,0,1,Check-Out,2016-10-31
City Hotel,0,34,2016,October,44,26,1,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,85,0,0,Check-Out,2016-10-31
City Hotel,0,35,2016,October,44,28,1,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,129,0,1,Check-Out,2016-10-31
City Hotel,0,10,2016,October,45,30,1,0,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,120,0,0,Check-Out,2016-10-31
City Hotel,0,36,2016,October,44,28,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,2016-10-31
City Hotel,0,36,2016,October,44,28,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,2016-10-31
City Hotel,0,36,2016,October,44,28,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,2016-10-31
City Hotel,0,36,2016,October,44,28,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,2016-10-31
City Hotel,0,179,2016,October,44,27,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.9,0,3,Check-Out,2016-10-31
City Hotel,0,36,2016,October,44,28,1,2,1,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,2016-10-31
City Hotel,0,36,2016,October,44,28,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,2016-10-31
City Hotel,0,240,2016,October,44,27,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,90.95,0,2,Check-Out,2016-10-31
City Hotel,0,240,2016,October,44,27,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,90.95,0,2,Check-Out,2016-10-31
City Hotel,0,0,2016,October,45,31,0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,G,0,No Deposit,28,NULL,0,Transient,0,0,1,Check-Out,2016-10-31
City Hotel,0,268,2016,October,44,28,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.3,0,2,Check-Out,2016-10-31
City Hotel,0,71,2016,October,45,30,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,75.54,0,1,Check-Out,2016-10-31
City Hotel,0,92,2016,October,44,29,1,1,0,2,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,81.5,0,2,Check-Out,2016-10-31
City Hotel,0,93,2016,October,44,29,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,81.5,0,2,Check-Out,2016-10-31
City Hotel,0,32,2016,October,44,25,1,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,92.88,0,0,Check-Out,2016-10-31
City Hotel,0,5,2016,October,44,28,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,200.33,1,2,Check-Out,2016-10-31
City Hotel,0,5,2016,October,44,28,1,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,200.33,0,2,Check-Out,2016-10-31
City Hotel,0,150,2016,October,44,28,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,76.36,0,1,Check-Out,2016-10-31
City Hotel,0,10,2016,October,44,29,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,1,Check-Out,2016-10-31
City Hotel,0,52,2016,October,44,28,1,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,192.59,0,1,Check-Out,2016-10-31
City Hotel,0,26,2016,October,44,29,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,145,0,1,Check-Out,2016-10-31
City Hotel,0,165,2016,October,44,27,1,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,2,Check-Out,2016-10-31
City Hotel,0,4,2016,October,44,28,1,2,1,0,0,SC,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133.33,0,2,Check-Out,2016-10-31
City Hotel,0,110,2016,October,44,28,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,1,Check-Out,2016-10-31
City Hotel,0,4,2016,October,44,28,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,233.33,0,0,Check-Out,2016-10-31
City Hotel,0,110,2016,October,44,28,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,1,Check-Out,2016-10-31
City Hotel,0,28,2016,October,45,30,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,144.38,0,0,Check-Out,2016-10-31
City Hotel,0,127,2016,October,45,30,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.1,0,2,Check-Out,2016-10-31
City Hotel,0,118,2016,October,44,27,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,96.78,0,1,Check-Out,2016-10-31
City Hotel,0,8,2016,October,44,29,1,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9,NULL,0,Transient,170,0,2,Check-Out,2016-10-31
City Hotel,0,105,2016,October,44,28,1,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,E,E,0,No Deposit,NULL,352,0,Transient,110.97,0,0,Check-Out,2016-10-31
City Hotel,0,9,2016,October,44,29,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,116.8,0,1,Check-Out,2016-10-31
City Hotel,0,17,2016,October,44,29,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149,1,3,Check-Out,2016-10-31
City Hotel,0,52,2016,October,44,28,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,2,Check-Out,2016-10-31
City Hotel,0,1,2016,October,44,28,1,2,2,2,0,BB,DZA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,NULL,0,Transient,211.76,0,1,Check-Out,2016-10-31
City Hotel,0,36,2016,October,44,28,1,2,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,100,0,1,Check-Out,2016-10-31
City Hotel,0,0,2016,October,44,29,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,117.04,0,0,Check-Out,2016-10-31
City Hotel,0,240,2016,October,44,27,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,90.95,0,2,Check-Out,2016-10-31
City Hotel,0,240,2016,October,44,27,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,90.95,0,2,Check-Out,2016-10-31
City Hotel,0,240,2016,October,44,27,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,90.95,0,2,Check-Out,2016-10-31
City Hotel,0,5,2016,October,44,27,1,3,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,NULL,0,Transient,159,0,2,Check-Out,2016-10-31
City Hotel,0,5,2016,October,44,26,1,4,1,0,0,BB,ESP,Aviation,Corporate,0,0,0,D,D,2,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,2016-10-31
City Hotel,0,4,2017,March,11,13,1,1,1,0,0,BB,ESP,Aviation,Corporate,1,0,1,A,A,0,No Deposit,NULL,153,0,Transient,80,0,2,Check-Out,2017-03-15
City Hotel,0,3,2017,June,24,11,2,1,1,0,0,BB,PRT,Aviation,Corporate,1,0,2,A,A,0,No Deposit,NULL,153,0,Transient,95,0,0,Check-Out,2017-06-14
City Hotel,0,27,2016,October,44,28,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,110,0,1,Check-Out,2016-11-01
City Hotel,0,8,2016,October,45,30,2,0,1,0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,110,0,1,Check-Out,2016-11-01
City Hotel,0,130,2016,October,44,29,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,2,Check-Out,2016-11-01
City Hotel,0,9,2016,October,44,29,2,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,105,0,1,Check-Out,2016-11-01
City Hotel,0,103,2016,October,45,31,1,0,2,0,0,SC,BGR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,NULL,0,Transient,80.1,0,0,Check-Out,2016-11-01
City Hotel,0,130,2016,October,44,29,2,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,2,Check-Out,2016-11-01
City Hotel,0,130,2016,October,44,29,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,2,Check-Out,2016-11-01
City Hotel,0,9,2016,October,44,27,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1,Check-Out,2016-11-01
City Hotel,0,123,2016,October,44,28,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,68,0,0,Check-Out,2016-11-01
City Hotel,0,9,2016,October,45,30,2,0,1,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,80.47,0,1,Check-Out,2016-11-01
City Hotel,0,9,2016,October,45,30,2,0,1,0,0,BB,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,120,0,0,Check-Out,2016-11-01
City Hotel,0,71,2016,October,45,30,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,75.54,0,1,Check-Out,2016-11-01
City Hotel,0,27,2016,October,44,29,2,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,110,0,1,Check-Out,2016-11-01
City Hotel,0,223,2016,October,44,29,2,1,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,128.7,0,2,Check-Out,2016-11-01
City Hotel,0,52,2016,October,44,28,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,1,Check-Out,2016-11-01
City Hotel,0,179,2016,October,44,28,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,1,Check-Out,2016-11-01
City Hotel,0,77,2016,October,45,30,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.9,0,1,Check-Out,2016-11-01
City Hotel,0,186,2016,October,44,25,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,80.75,0,0,Check-Out,2016-11-01
City Hotel,0,206,2016,October,44,28,2,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,109.8,0,3,Check-Out,2016-11-01
City Hotel,0,9,2016,October,45,30,2,0,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,178,0,2,Check-Out,2016-11-01
City Hotel,0,2,2016,October,45,30,2,0,1,0,0,BB,BEL,Aviation,Corporate,0,0,0,D,D,1,No Deposit,NULL,153,0,Transient,99,0,0,Check-Out,2016-11-01
City Hotel,0,8,2016,October,44,28,2,2,1,0,0,BB,BEL,Aviation,Corporate,0,0,0,D,E,1,No Deposit,NULL,153,0,Transient,94,0,0,Check-Out,2016-11-01
City Hotel,0,0,2017,January,3,17,0,2,1,0,0,BB,BEL,Aviation,Corporate,1,0,1,D,D,0,No Deposit,NULL,153,0,Transient,95,0,1,Check-Out,2017-01-19
City Hotel,0,32,2016,October,44,29,2,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,214.21,0,1,Check-Out,2016-11-01
City Hotel,0,7,2016,October,44,29,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,142.19,0,1,Check-Out,2016-11-01
City Hotel,0,5,2016,October,44,29,2,1,2,2,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,178.58,1,0,Check-Out,2016-11-01
City Hotel,0,7,2016,October,44,29,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,151.19,0,1,Check-Out,2016-11-01
City Hotel,0,183,2016,October,44,28,2,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,0,Check-Out,2016-11-01
City Hotel,0,7,2016,October,44,29,2,1,2,0,0,SC,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,135.67,1,1,Check-Out,2016-11-01
City Hotel,0,103,2016,October,44,28,2,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,1,Check-Out,2016-11-01
City Hotel,0,8,2016,October,44,29,2,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,NULL,0,Transient,188.01,0,1,Check-Out,2016-11-01
City Hotel,0,34,2016,October,45,30,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,138,0,1,Check-Out,2016-11-01
City Hotel,0,207,2016,October,44,28,2,2,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,62.54,0,1,Check-Out,2016-11-01
City Hotel,0,117,2016,October,44,28,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,2,Check-Out,2016-11-01
City Hotel,0,79,2016,October,43,21,4,7,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,172.23,0,1,Check-Out,2016-11-01
City Hotel,0,190,2016,October,44,29,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,1,1,Check-Out,2016-11-01
City Hotel,0,225,2016,October,44,29,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,74.15,0,1,Check-Out,2016-11-01
City Hotel,0,5,2016,October,44,29,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,146.67,0,0,Check-Out,2016-11-01
City Hotel,0,1,2016,October,45,31,1,0,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,0,Check-Out,2016-11-01
City Hotel,0,84,2016,October,45,30,2,0,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.1,0,2,Check-Out,2016-11-01
City Hotel,0,160,2016,October,45,30,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,113.4,0,2,Check-Out,2016-11-01
City Hotel,0,171,2016,October,45,30,2,0,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,1,Check-Out,2016-11-01
City Hotel,0,8,2016,October,44,29,2,1,1,1,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,92.66,0,1,Check-Out,2016-11-01
City Hotel,0,0,2016,October,45,30,2,0,1,0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,150,0,2,Check-Out,2016-11-01
City Hotel,0,8,2016,October,44,29,2,1,1,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,85.35,0,1,Check-Out,2016-11-01
City Hotel,0,11,2016,October,44,29,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,2016-11-01
City Hotel,0,175,2016,October,44,27,2,3,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,78.88,0,0,Check-Out,2016-11-01
City Hotel,0,120,2016,October,45,31,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,0,Check-Out,2016-11-01
City Hotel,0,2,2016,October,44,24,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient,110,0,0,Check-Out,2016-11-01
City Hotel,0,0,2016,October,45,30,2,0,1,0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,150,0,2,Check-Out,2016-11-01
City Hotel,0,8,2016,October,44,29,2,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.67,0,2,Check-Out,2016-11-01
City Hotel,0,6,2016,October,44,27,2,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,128,0,1,Check-Out,2016-11-01
City Hotel,0,57,2016,October,45,30,2,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,1,Check-Out,2016-11-01
City Hotel,0,179,2016,October,44,28,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.9,0,1,Check-Out,2016-11-01
City Hotel,0,242,2016,October,44,28,2,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,95.13,0,1,Check-Out,2016-11-01
City Hotel,0,27,2016,October,44,29,2,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,110,0,1,Check-Out,2016-11-01
City Hotel,0,7,2016,October,44,28,2,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,100.1,0,1,Check-Out,2016-11-01
City Hotel,0,118,2016,October,44,29,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,1,Check-Out,2016-11-01
City Hotel,0,118,2016,October,44,29,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,1,Check-Out,2016-11-01
