response_id,term,probability,order
706,Might Happen,40,14
706,Little Chance,7,15
706,Realistic Possibility,15,16
706,Likely,51,17
706,Highly Unlikely,20,18
706,Almost Certain,90,19
705,Better than Even,60,1
705,Will Happen,99,2
705,Likely,70,3
705,Very Good Chance,80,4
705,Almost Certain,95,5
705,Might Happen,30,6
705,Probable,75,7
705,Highly Unlikely,5,8
705,Realistic Possibility,20,9
705,May Happen,30,10
705,Chances are Slight,10,11
705,Highly Likely,90,12
705,Unlikely,15,13
705,About Even,50,14
705,Could Happen,25,15
705,Almost No Chance,1,16
705,Remote Chance,2,17
705,Little Chance,5,18
705,Improbable,12,19
704,Almost Certain,90,1
704,About Even,50,2
704,Realistic Possibility,25,3
704,Very Good Chance,70,4
704,Improbable,10,5
704,Highly Unlikely,20,6
704,Better than Even,60,7
704,Highly Likely,76,8
704,Chances are Slight,21,9
704,Little Chance,20,10
704,Probable,60,11
704,Remote Chance,14,12
704,Could Happen,25,13
704,Likely,61,14
704,May Happen,30,15
704,Almost No Chance,10,16
704,Might Happen,25,17
704,Will Happen,98,18
704,Unlikely,10,19
703,Almost No Chance,2,1
703,Highly Likely,85,2
703,Little Chance,5,3
703,Very Good Chance,70,4
703,Improbable,10,5
703,Probable,65,6
703,Could Happen,20,7
703,Will Happen,100,8
703,Might Happen,25,9
703,Chances are Slight,10,10
703,Unlikely,20,11
703,Remote Chance,1,12
703,Highly Unlikely,3,13
703,About Even,50,14
703,Likely,67,15
703,Better than Even,60,16
703,May Happen,10,17
703,Almost Certain,95,18
703,Realistic Possibility,20,19
702,About Even,50,1
702,Might Happen,40,2
702,Better than Even,60,3
702,Almost Certain,95,4
702,Chances are Slight,20,5
702,Will Happen,99,6
702,Highly Likely,90,7
702,Unlikely,10,8
702,May Happen,15,9
702,Could Happen,20,10
702,Remote Chance,10,11
702,Likely,70,12
702,Probable,80,13
702,Very Good Chance,85,14
702,Little Chance,15,15
702,Highly Unlikely,5,16
702,Improbable,5,17
702,Realistic Possibility,30,18
702,Almost No Chance,10,19
701,Could Happen,40,1
701,Almost No Chance,2,2
701,Probable,70,3
701,Little Chance,30,4
701,Chances are Slight,20,5
701,May Happen,50,6
701,Almost Certain,95,7
701,Remote Chance,10,8
701,Might Happen,50,9
701,About Even,48,10
701,Very Good Chance,85,11
701,Unlikely,15,12
701,Will Happen,95,13
701,Highly Unlikely,5,14
701,Realistic Possibility,65,15
701,Improbable,17,16
701,Better than Even,55,17
701,Highly Likely,6,18
701,Likely,75,19
700,Could Happen,20,1
700,May Happen,20,2
700,Realistic Possibility,40,3
700,Might Happen,50,4
700,Remote Chance,10,5
700,Likely,66,6
700,Almost Certain,95,7
700,Highly Unlikely,10,8
700,Chances are Slight,10,9
700,Highly Likely,80,10
700,Probable,66,11
700,Will Happen,99,12
700,Improbable,30,13
700,Almost No Chance,5,14
700,Very Good Chance,80,15
700,Little Chance,20,16
700,About Even,50,17
700,Better than Even,60,18
700,Unlikely,30,19
699,May Happen,15,1
699,Improbable,1,2
699,Might Happen,15,3
699,Could Happen,5,4
699,Almost Certain,99,5
699,Likely,70,6
699,Highly Unlikely,0,7
699,Chances are Slight,5,8
699,Remote Chance,2,9
699,Better than Even,51,10
699,Almost No Chance,1,11
699,Will Happen,100,12
699,Very Good Chance,80,13
699,Little Chance,5,14
699,Realistic Possibility,65,15
699,Highly Likely,90,16
699,Probable,65,17
699,Unlikely,10,18
699,About Even,49,19
698,Little Chance,5,1
698,Probable,60,2
698,May Happen,30,3
698,Highly Likely,80,4
698,Very Good Chance,65,5
698,Almost No Chance,5,6
698,About Even,55,7
698,Realistic Possibility,60,8
698,Almost Certain,95,9
698,Might Happen,10,10
698,Likely,75,11
698,Chances are Slight,3,12
698,Unlikely,1,13
698,Will Happen,100,14
698,Improbable,1,15
698,Better than Even,55,16
698,Remote Chance,1,17
698,Could Happen,55,18
698,Highly Unlikely,5,19
697,Very Good Chance,75,1
697,Almost Certain,90,2
697,Realistic Possibility,60,3
697,Almost No Chance,5,4
697,Improbable,20,5
697,About Even,50,6
697,Chances are Slight,20,7
697,Remote Chance,1,8
697,Could Happen,30,9
697,Probable,60,10
697,May Happen,25,11
697,Unlikely,25,12
697,Better than Even,60,13
697,Highly Likely,80,14
697,Likely,70,15
697,Might Happen,30,16
697,Little Chance,10,17
697,Will Happen,100,18
697,Highly Unlikely,5,19
696,Probable,80,1
696,Highly Unlikely,5,2
696,Realistic Possibility,60,3
696,Very Good Chance,80,4
696,Might Happen,20,5
696,Will Happen,97,6
696,Improbable,5,7
696,Better than Even,60,8
696,May Happen,30,9
696,Almost Certain,95,10
696,Unlikely,10,11
696,Likely,75,12
696,About Even,50,13
696,Chances are Slight,5,14
696,Almost No Chance,2,15
696,Remote Chance,1,16
696,Highly Likely,90,17
696,Little Chance,5,18
696,Could Happen,8,19
695,Might Happen,30,1
695,Realistic Possibility,50,2
695,Probable,80,3
695,Remote Chance,10,4
695,Better than Even,51,5
695,Little Chance,20,6
695,Will Happen,100,7
695,Highly Likely,90,8
695,Unlikely,20,9
695,Likely,80,10
695,Very Good Chance,81,11
695,Almost Certain,99,12
695,Chances are Slight,10,13
695,About Even,50,14
695,May Happen,50,15
695,Almost No Chance,1,16
695,Improbable,1,17
695,Could Happen,20,18
695,Highly Unlikely,1,19
694,Remote Chance,5,1
694,Little Chance,3,2
694,Probable,70,3
694,About Even,50,4
694,Realistic Possibility,50,5
694,Could Happen,30,6
694,Highly Unlikely,10,7
694,Unlikely,20,8
694,Almost Certain,95,9
694,Better than Even,65,10
694,Might Happen,40,11
694,Will Happen,99,12
694,Almost No Chance,1,13
694,Highly Likely,80,14
694,Chances are Slight,15,15
694,Improbable,20,16
694,May Happen,30,17
694,Very Good Chance,85,18
694,Likely,70,19
693,Improbable,10,1
693,Almost No Chance,2,2
693,May Happen,35,3
693,Chances are Slight,20,4
693,Will Happen,100,5
693,Likely,65,6
693,Little Chance,20,7
693,Highly Unlikely,5,8
693,Might Happen,35,9
693,About Even,50,10
693,Realistic Possibility,65,11
693,Unlikely,25,12
693,Could Happen,40,13
693,Highly Likely,80,14
693,Remote Chance,5,15
693,Better than Even,60,16
693,Probable,80,17
693,Almost Certain,90,18
693,Very Good Chance,80,19
692,Realistic Possibility,80,1
692,Improbable,95,2
692,Little Chance,10,3
692,Very Good Chance,70,4
692,Probable,85,5
692,Will Happen,100,6
692,Likely,80,7
692,Highly Likely,90,8
692,Might Happen,50,9
692,May Happen,60,10
692,About Even,70,11
692,Could Happen,50,12
692,Highly Unlikely,5,13
692,Chances are Slight,10,14
692,Remote Chance,5,15
692,Almost No Chance,1,16
692,Almost Certain,97,17
692,Better than Even,70,18
692,Unlikely,15,19
691,Almost No Chance,1,1
691,Little Chance,15,2
691,May Happen,17,3
691,About Even,49,4
691,Highly Unlikely,10,5
691,Will Happen,100,6
691,Realistic Possibility,5,7
691,Remote Chance,5,8
691,Highly Likely,60,9
691,Probable,25,10
691,Could Happen,25,11
691,Very Good Chance,40,12
691,Likely,30,13
691,Better than Even,51,14
691,Improbable,0,15
691,Chances are Slight,5,16
691,Almost Certain,85,17
691,Unlikely,5,18
691,Might Happen,15,19
690,Very Good Chance,80,1
690,Almost Certain,90,2
690,Little Chance,20,3
690,May Happen,50,4
690,Could Happen,60,5
690,Chances are Slight,30,6
690,Better than Even,60,7
690,Remote Chance,10,8
690,Likely,80,9
690,Might Happen,50,10
690,Almost No Chance,5,11
690,Realistic Possibility,50,12
690,Probable,70,13
690,Improbable,30,14
690,Unlikely,20,15
690,Highly Likely,80,16
690,Highly Unlikely,10,17
690,Will Happen,90,18
690,About Even,50,19
689,May Happen,65,1
689,Could Happen,65,2
689,Realistic Possibility,75,3
689,Remote Chance,5,4
689,Probable,85,5
689,Little Chance,20,6
689,Almost Certain,95,7
689,Chances are Slight,5,8
689,Better than Even,51,9
689,Might Happen,15,10
689,Improbable,20,11
689,Unlikely,20,12
689,Almost No Chance,5,13
689,About Even,50,14
689,Highly Likely,90,15
689,Very Good Chance,85,16
689,Likely,80,17
689,Highly Unlikely,10,18
689,Will Happen,100,19
688,Almost Certain,95,1
688,Probable,70,2
688,Realistic Possibility,50,3
688,Chances are Slight,20,4
688,Highly Unlikely,5,5
688,Very Good Chance,85,6
688,Unlikely,10,7
688,Little Chance,10,8
688,Might Happen,45,9
688,Will Happen,100,10
688,Could Happen,30,11
688,Improbable,5,12
688,Almost No Chance,1,13
688,Remote Chance,5,14
688,Likely,60,15
688,Better than Even,55,16
688,Highly Likely,90,17
688,May Happen,30,18
688,About Even,50,19
687,About Even,50,1
687,Realistic Possibility,70,2
687,Almost Certain,80,3
687,Highly Unlikely,10,4
687,Likely,60,5
687,Very Good Chance,75,6
687,Probable,55,7
687,Unlikely,20,8
687,Little Chance,5,9
687,Improbable,1,10
687,Will Happen,100,11
687,Better than Even,55,12
687,May Happen,60,13
687,Remote Chance,25,14
687,Chances are Slight,40,15
687,Could Happen,30,16
687,Might Happen,50,17
687,Almost No Chance,0,18
687,Highly Likely,90,19
686,Chances are Slight,10,1
686,Probable,80,2
686,Likely,75,3
686,Realistic Possibility,40,4
686,Unlikely,20,5
686,Remote Chance,5,6
686,Almost Certain,95,7
686,Might Happen,30,8
686,Improbable,20,9
686,Highly Likely,90,10
686,Highly Unlikely,10,11
686,Little Chance,5,12
686,Could Happen,25,13
686,Almost No Chance,5,14
686,Better than Even,55,15
686,May Happen,25,16
686,About Even,50,17
686,Very Good Chance,90,18
686,Will Happen,100,19
685,Unlikely,20,1
685,Probable,70,2
685,Likely,75,3
685,Little Chance,10,4
685,Could Happen,2,5
685,Almost Certain,97,6
685,Highly Unlikely,1,7
685,Chances are Slight,1,8
685,May Happen,10,9
685,About Even,50,10
685,Very Good Chance,80,11
685,Remote Chance,5,12
685,Almost No Chance,1,13
685,Improbable,20,14
685,Might Happen,40,15
685,Highly Likely,90,16
685,Better than Even,51,17
685,Will Happen,100,18
685,Realistic Possibility,5,19
684,Better than Even,60,1
684,Little Chance,5,2
684,Almost No Chance,2,3
684,Could Happen,10,4
684,Highly Likely,83,5
684,Will Happen,98,6
684,Probable,36,7
684,Chances are Slight,13,8
684,Realistic Possibility,4,9
684,Might Happen,6,10
684,Very Good Chance,85,11
684,Improbable,3,12
684,Highly Unlikely,1,13
684,Remote Chance,2,14
684,May Happen,18,15
684,About Even,50,16
684,Likely,70,17
684,Almost Certain,95,18
684,Unlikely,5,19
683,Remote Chance,8,1
683,Almost No Chance,2,2
683,Realistic Possibility,80,3
683,May Happen,60,4
683,Highly Unlikely,10,5
683,Little Chance,13,6
683,Unlikely,30,7
683,Very Good Chance,70,8
683,Improbable,15,9
683,About Even,50,10
683,Will Happen,95,11
683,Highly Likely,85,12
683,Chances are Slight,18,13
683,Might Happen,55,14
683,Probable,70,15
683,Better than Even,55,16
683,Almost Certain,98,17
683,Likely,80,18
683,Could Happen,60,19
682,Remote Chance,1,1
682,Highly Unlikely,5,2
682,Could Happen,30,3
682,Better than Even,55,4
682,About Even,50,5
682,May Happen,45,6
682,Highly Likely,80,7
682,Unlikely,20,8
682,Very Good Chance,70,9
682,Might Happen,50,10
682,Realistic Possibility,55,11
682,Improbable,40,12
682,Probable,60,13
682,Likely,60,14
682,Little Chance,15,15
682,Will Happen,100,16
682,Chances are Slight,10,17
682,Almost No Chance,5,18
682,Almost Certain,95,19
681,Could Happen,50,1
681,Highly Likely,90,2
681,Will Happen,99,3
681,May Happen,75,4
681,Realistic Possibility,80,5
681,About Even,50,6
681,Little Chance,10,7
681,Almost Certain,99,8
681,Likely,75,9
681,Improbable,10,10
681,Unlikely,5,11
681,Chances are Slight,5,12
681,Highly Unlikely,5,13
681,Remote Chance,5,14
681,Might Happen,25,15
681,Better than Even,60,16
681,Very Good Chance,80,17
681,Almost No Chance,5,18
681,Probable,90,19
680,Very Good Chance,80,1
680,Highly Likely,95,2
680,Improbable,5,3
680,Almost Certain,99,4
680,About Even,50,5
680,May Happen,50,6
680,Realistic Possibility,75,7
680,Unlikely,5,8
680,Could Happen,50,9
680,Might Happen,50,10
680,Likely,95,11
680,Chances are Slight,5,12
680,Better than Even,75,13
680,Little Chance,5,14
680,Will Happen,99,15
680,Highly Unlikely,5,16
680,Probable,95,17
680,Remote Chance,10,18
680,Almost No Chance,1,19
679,May Happen,50,1
679,Will Happen,100,2
679,Unlikely,10,3
679,Probable,80,4
679,Improbable,20,5
679,Remote Chance,5,6
679,Highly Likely,90,7
679,Highly Unlikely,10,8
679,Very Good Chance,85,9
679,Almost No Chance,5,10
679,Better than Even,55,11
679,Realistic Possibility,60,12
679,Could Happen,60,13
679,About Even,50,14
679,Might Happen,50,15
679,Likely,80,16
679,Chances are Slight,10,17
679,Almost Certain,95,18
679,Little Chance,5,19
678,Chances are Slight,15,1
678,Might Happen,30,2
678,Likely,80,3
678,Highly Unlikely,20,4
678,Improbable,10,5
678,About Even,50,6
678,Could Happen,35,7
678,Very Good Chance,75,8
678,Almost Certain,90,9
678,Better than Even,60,10
678,Unlikely,20,11
678,Highly Likely,75,12
678,May Happen,40,13
678,Realistic Possibility,50,14
678,Almost No Chance,10,15
678,Will Happen,100,16
678,Probable,80,17
678,Little Chance,15,18
678,Remote Chance,5,19
677,About Even,50,1
677,Very Good Chance,75,2
677,May Happen,30,3
677,Almost Certain,100,4
677,Almost No Chance,0,5
677,Highly Likely,90,6
677,Chances are Slight,10,7
677,Little Chance,5,8
677,Likely,60,9
677,Could Happen,20,10
677,Probable,80,11
677,Highly Unlikely,1,12
677,Might Happen,30,13
677,Better than Even,55,14
677,Improbable,2,15
677,Unlikely,8,16
677,Remote Chance,1,17
677,Will Happen,100,18
677,Realistic Possibility,55,19
676,Probable,80,1
676,Chances are Slight,5,2
676,Highly Unlikely,1,3
676,Realistic Possibility,75,4
676,Could Happen,50,5
676,May Happen,50,6
676,Might Happen,20,7
676,Better than Even,75,8
676,Highly Likely,96,9
676,Remote Chance,2,10
676,Almost No Chance,1,11
676,Will Happen,100,12
676,Little Chance,2,13
676,About Even,50,14
676,Almost Certain,99,15
676,Very Good Chance,90,16
676,Unlikely,5,17
676,Likely,80,18
676,Improbable,5,19
675,Almost No Chance,1,1
675,Will Happen,99,2
675,Highly Unlikely,2,3
675,Unlikely,20,4
675,Realistic Possibility,30,5
675,Improbable,5,6
675,Probable,60,7
675,Remote Chance,5,8
675,Chances are Slight,10,9
675,Highly Likely,75,10
675,May Happen,25,11
675,About Even,49,12
675,Almost Certain,93,13
675,Might Happen,10,14
675,Little Chance,15,15
675,Likely,60,16
675,Better than Even,55,17
675,Could Happen,10,18
675,Very Good Chance,70,19
674,Almost No Chance,2,1
674,Realistic Possibility,30,2
674,Likely,75,3
674,Remote Chance,5,4
674,Could Happen,30,5
674,Highly Likely,95,6
674,Probable,60,7
674,May Happen,25,8
674,Unlikely,10,9
674,Improbable,1,10
674,Will Happen,95,11
674,Better than Even,51,12
674,Might Happen,20,13
674,Highly Unlikely,5,14
674,Little Chance,5,15
674,About Even,50,16
674,Very Good Chance,85,17
674,Almost Certain,95,18
674,Chances are Slight,10,19
673,Realistic Possibility,66,1
673,Probable,90,2
673,Remote Chance,10,3
673,Might Happen,15,4
673,May Happen,20,5
673,Chances are Slight,5,6
673,Highly Unlikely,1,7
673,Likely,50,8
673,About Even,50,9
673,Very Good Chance,80,10
673,Better than Even,60,11
673,Almost No Chance,0,12
673,Almost Certain,99,13
673,Little Chance,1,14
673,Highly Likely,80,15
673,Unlikely,10,16
673,Will Happen,99,17
673,Could Happen,75,18
673,Improbable,5,19
672,Could Happen,35,1
672,Highly Likely,90,2
672,Chances are Slight,15,3
672,Unlikely,25,4
672,Very Good Chance,75,5
672,Probable,60,6
672,Almost No Chance,5,7
672,Better than Even,60,8
672,Improbable,20,9
672,Might Happen,30,10
672,Little Chance,20,11
672,Almost Certain,95,12
672,About Even,50,13
672,May Happen,45,14
672,Likely,60,15
672,Highly Unlikely,10,16
672,Will Happen,100,17
672,Realistic Possibility,50,18
672,Remote Chance,5,19
671,Probable,80,1
671,About Even,50,2
671,Almost Certain,95,3
671,Remote Chance,20,4
671,Highly Unlikely,10,5
671,Might Happen,60,6
671,Highly Likely,90,7
671,Improbable,10,8
671,Chances are Slight,10,9
671,Almost No Chance,5,10
671,Unlikely,10,11
671,Will Happen,98,12
671,May Happen,60,13
671,Better than Even,60,14
671,Likely,75,15
671,Little Chance,10,16
671,Very Good Chance,90,17
671,Realistic Possibility,75,18
671,Could Happen,50,19
670,Remote Chance,5,1
670,Almost No Chance,1,2
670,Realistic Possibility,20,3
670,May Happen,15,4
670,Highly Unlikely,2,5
670,Little Chance,3,6
670,Could Happen,10,7
670,Very Good Chance,60,8
670,Improbable,2,9
670,About Even,50,10
670,Will Happen,90,11
670,Highly Likely,99,12
670,Chances are Slight,6,13
670,Might Happen,10,14
670,Probable,50,15
670,Better than Even,60,16
670,Almost Certain,95,17
670,Likely,66,18
670,Unlikely,10,19
669,Remote Chance,5,1
669,Almost No Chance,1,2
669,Realistic Possibility,20,3
669,May Happen,10,4
669,Highly Unlikely,5,5
669,Little Chance,10,6
669,Could Happen,5,7
669,Very Good Chance,60,8
669,Improbable,10,9
669,About Even,50,10
669,Will Happen,100,11
669,Highly Likely,90,12
669,Chances are Slight,10,13
669,Might Happen,10,14
669,Probable,55,15
669,Better than Even,55,16
669,Almost Certain,95,17
669,Likely,75,18
669,Unlikely,25,19
668,Chances are Slight,10,1
668,Will Happen,100,2
668,About Even,50,3
668,Very Good Chance,65,4
668,Improbable,10,5
668,Better than Even,65,6
668,Little Chance,10,7
668,Realistic Possibility,35,8
668,Highly Unlikely,5,9
668,Probable,75,10
668,Almost Certain,90,11
668,Almost No Chance,5,12
668,Remote Chance,10,13
668,Could Happen,25,14
668,Highly Likely,85,15
668,Might Happen,35,16
668,Unlikely,25,17
668,May Happen,35,18
668,Likely,85,19
667,Will Happen,100,1
667,Chances are Slight,15,2
667,Little Chance,5,3
667,Highly Unlikely,2,4
667,Could Happen,60,5
667,Might Happen,55,6
667,Realistic Possibility,75,7
667,Remote Chance,10,8
667,Almost No Chance,1,9
667,Likely,80,10
667,May Happen,60,11
667,Improbable,15,12
667,Highly Likely,90,13
667,Very Good Chance,80,14
667,About Even,50,15
667,Probable,60,16
667,Unlikely,10,17
667,Better than Even,60,18
667,Almost Certain,90,19
666,Unlikely,25,1
666,Better than Even,60,2
666,Highly Unlikely,5,3
666,Improbable,25,4
666,Could Happen,25,5
666,Might Happen,30,6
666,Will Happen,100,7
666,Almost No Chance,1,8
666,Little Chance,5,9
666,Highly Likely,95,10
666,Realistic Possibility,20,11
666,Remote Chance,5,12
666,About Even,50,13
666,Almost Certain,99,14
666,Likely,75,15
666,May Happen,40,16
666,Chances are Slight,10,17
666,Very Good Chance,90,18
666,Probable,75,19
665,Could Happen,25,1
665,Little Chance,10,2
665,Realistic Possibility,40,3
665,Chances are Slight,15,4
665,Highly Likely,90,5
665,Improbable,10,6
665,Almost Certain,95,7
665,Will Happen,100,8
665,Unlikely,20,9
665,Highly Unlikely,5,10
665,May Happen,35,11
665,Very Good Chance,85,12
665,About Even,51,13
665,Almost No Chance,1,14
665,Might Happen,35,15
665,Probable,75,16
665,Remote Chance,4,17
665,Better than Even,55,18
665,Likely,75,19
664,Likely,75,1
664,Might Happen,45,2
664,Will Happen,100,3
664,Almost No Chance,5,4
664,Better than Even,55,5
664,Remote Chance,10,6
664,Highly Likely,90,7
664,Could Happen,60,8
664,Almost Certain,90,9
664,May Happen,55,10
664,Little Chance,10,11
664,Chances are Slight,5,12
664,Very Good Chance,80,13
664,Unlikely,40,14
664,Highly Unlikely,20,15
664,Improbable,0,16
664,Realistic Possibility,70,17
664,About Even,50,18
664,Probable,75,19
663,Likely,70,1
663,Unlikely,30,2
663,Improbable,5,3
663,Chances are Slight,2,4
663,Better than Even,55,5
663,Will Happen,100,6
663,Little Chance,1,7
663,Might Happen,10,8
663,Almost Certain,99,9
663,Highly Unlikely,5,10
663,Remote Chance,0,11
663,Highly Likely,90,12
663,Realistic Possibility,15,13
663,About Even,50,14
663,May Happen,10,15
663,Very Good Chance,80,16
663,Almost No Chance,2,17
663,Could Happen,10,18
663,Probable,70,19
662,Remote Chance,15,1
662,Probable,70,2
662,Realistic Possibility,95,3
662,Little Chance,5,4
662,Highly Likely,90,5
662,Chances are Slight,5,6
662,Likely,75,7
662,Highly Unlikely,25,8
662,Improbable,5,9
662,Unlikely,40,10
662,Very Good Chance,90,11
662,Could Happen,55,12
662,May Happen,50,13
662,Better than Even,55,14
662,Will Happen,100,15
662,Almost Certain,99,16
662,About Even,50,17
662,Almost No Chance,2,18
662,Might Happen,50,19
661,Likely,60,1
661,Unlikely,40,2
661,Little Chance,20,3
661,Very Good Chance,70,4
661,Better than Even,55,5
661,May Happen,50,6
661,Highly Likely,80,7
661,Remote Chance,5,8
661,Improbable,25,9
661,Highly Unlikely,5,10
661,Chances are Slight,10,11
661,Will Happen,100,12
661,Realistic Possibility,50,13
661,Almost No Chance,5,14
661,About Even,50,15
661,Might Happen,50,16
661,Almost Certain,85,17
661,Could Happen,50,18
661,Probable,75,19
660,Realistic Possibility,10,1
660,Very Good Chance,80,2
660,Could Happen,5,3
660,Little Chance,5,4
660,Remote Chance,3,5
660,Almost Certain,90,6
660,Probable,70,7
660,Better than Even,60,8
660,Highly Unlikely,1,9
660,Improbable,2,10
660,Likely,60,11
660,May Happen,10,12
660,Highly Likely,80,13
660,Unlikely,5,14
660,Almost No Chance,2,15
660,About Even,50,16
660,Will Happen,100,17
660,Might Happen,20,18
660,Chances are Slight,5,19
659,Almost Certain,95,1
659,Probable,60,2
659,Highly Unlikely,10,3
659,Could Happen,40,4
659,Might Happen,30,5
659,Almost No Chance,5,6
659,Realistic Possibility,55,7
659,May Happen,55,8
659,Chances are Slight,15,9
659,Will Happen,100,10
659,Improbable,5,11
659,Unlikely,10,12
659,Very Good Chance,90,13
659,About Even,52,14
659,Little Chance,5,15
659,Highly Likely,97,16
659,Remote Chance,5,17
659,Better than Even,52,18
659,Likely,65,19
658,Will Happen,100,1
658,Little Chance,2,2
658,Better than Even,51,3
658,Very Good Chance,40,4
658,May Happen,1,5
658,About Even,50,6
658,Likely,60,7
658,Improbable,1,8
658,Probable,60,9
658,Highly Unlikely,1,10
658,Chances are Slight,1,11
658,Could Happen,5,12
658,Almost Certain,98,13
658,Remote Chance,1,14
658,Almost No Chance,1,15
658,Realistic Possibility,15,16
658,Highly Likely,80,17
658,Unlikely,1,18
658,Might Happen,7,19
657,Will Happen,80,1
657,Highly Unlikely,5,2
657,Chances are Slight,15,3
657,Remote Chance,10,4
657,Almost No Chance,5,5
657,Better than Even,55,6
657,Realistic Possibility,65,7
657,Likely,65,8
657,Probable,75,9
657,Very Good Chance,85,10
657,Little Chance,10,11
657,Almost Certain,90,12
657,Unlikely,15,13
657,May Happen,20,14
657,Improbable,5,15
657,Might Happen,25,16
657,About Even,50,17
657,Could Happen,35,18
657,Highly Likely,80,19
656,Will Happen,100,1
656,Highly Unlikely,25,2
656,Chances are Slight,10,3
656,Remote Chance,5,4
656,Almost No Chance,1,5
656,Better than Even,51,6
656,Realistic Possibility,40,7
656,Likely,60,8
656,Probable,70,9
656,Very Good Chance,85,10
656,Little Chance,10,11
656,Almost Certain,95,12
656,Unlikely,30,13
656,May Happen,40,14
656,Improbable,30,15
656,Might Happen,40,16
656,About Even,50,17
656,Could Happen,40,18
656,Highly Likely,80,19
655,Might Happen,40,1
655,Little Chance,20,2
655,Likely,80,3
655,Could Happen,50,4
655,May Happen,60,5
655,Highly Likely,90,6
655,Realistic Possibility,75,7
655,Unlikely,30,8
655,About Even,50,9
655,Almost No Chance,5,10
655,Better than Even,60,11
655,Improbable,15,12
655,Chances are Slight,20,13
655,Very Good Chance,80,14
655,Remote Chance,20,15
655,Probable,75,16
655,Will Happen,100,17
655,Almost Certain,90,18
655,Highly Unlikely,10,19
654,May Happen,25,1
654,Could Happen,25,2
654,Chances are Slight,10,3
654,Highly Likely,75,4
654,Better than Even,51,5
654,Will Happen,99,6
654,Might Happen,25,7
654,Highly Unlikely,5,8
654,Improbable,5,9
654,Unlikely,10,10
654,Almost Certain,95,11
654,Likely,75,12
654,Remote Chance,5,13
654,Probable,75,14
654,Almost No Chance,1,15
654,Realistic Possibility,35,16
654,About Even,50,17
654,Very Good Chance,75,18
654,Little Chance,10,19
653,Almost Certain,95,1
653,Probable,80,2
653,Highly Unlikely,20,3
653,Could Happen,50,4
653,Might Happen,50,5
653,Almost No Chance,2,6
653,Realistic Possibility,80,7
653,May Happen,60,8
653,Chances are Slight,10,9
653,Will Happen,100,10
653,Improbable,5,11
653,Unlikely,5,12
653,Very Good Chance,75,13
653,About Even,50,14
653,Little Chance,10,15
653,Highly Likely,90,16
653,Remote Chance,2,17
653,Better than Even,60,18
653,Likely,80,19
652,Likely,75,1
652,Unlikely,5,2
652,Little Chance,15,3
652,Very Good Chance,75,4
652,Better than Even,55,5
652,May Happen,50,6
652,Highly Likely,85,7
652,Remote Chance,5,8
652,Improbable,5,9
652,Highly Unlikely,1,10
652,Chances are Slight,5,11
652,Will Happen,100,12
652,Realistic Possibility,65,13
652,Almost No Chance,5,14
652,About Even,50,15
652,Might Happen,50,16
652,Almost Certain,90,17
652,Could Happen,50,18
652,Probable,80,19
651,Will Happen,99,1
651,Highly Unlikely,2,2
651,Chances are Slight,5,3
651,Remote Chance,2,4
651,Almost No Chance,1,5
651,Better than Even,60,6
651,Realistic Possibility,80,7
651,Likely,90,8
651,Probable,90,9
651,Very Good Chance,90,10
651,Little Chance,10,11
651,Almost Certain,99,12
651,Unlikely,10,13
651,May Happen,50,14
651,Improbable,5,15
651,Might Happen,60,16
651,About Even,50,17
651,Could Happen,50,18
651,Highly Likely,90,19
650,Almost No Chance,1,1
650,Likely,95,2
650,Better than Even,60,3
650,Chances are Slight,20,4
650,About Even,50,5
650,Remote Chance,5,6
650,Might Happen,65,7
650,May Happen,60,8
650,Very Good Chance,90,9
650,Little Chance,10,10
650,Could Happen,55,11
650,Will Happen,100,12
650,Unlikely,30,13
650,Probable,85,14
650,Improbable,10,15
650,Highly Likely,90,16
650,Highly Unlikely,5,17
650,Realistic Possibility,65,18
650,Almost Certain,99,19
649,Probable,66,1
649,Almost No Chance,1,2
649,Remote Chance,3,3
649,Highly Likely,90,4
649,Unlikely,25,5
649,Highly Unlikely,5,6
649,Likely,75,7
649,May Happen,20,8
649,Realistic Possibility,10,9
649,Might Happen,50,10
649,Almost Certain,98,11
649,Could Happen,5,12
649,About Even,50,13
649,Better than Even,55,14
649,Improbable,25,15
649,Chances are Slight,10,16
649,Will Happen,100,17
649,Little Chance,10,18
649,Very Good Chance,80,19
648,Chances are Slight,10,1
648,Improbable,15,2
648,Unlikely,25,3
648,Remote Chance,3,4
648,Realistic Possibility,35,5
648,Might Happen,20,6
648,Could Happen,20,7
648,Highly Unlikely,5,8
648,Will Happen,100,9
648,Highly Likely,80,10
648,Almost No Chance,2,11
648,May Happen,20,12
648,Little Chance,10,13
648,Almost Certain,95,14
648,About Even,50,15
648,Very Good Chance,80,16
648,Likely,75,17
648,Probable,70,18
648,Better than Even,60,19
647,Almost No Chance,2,1
647,Could Happen,5,2
647,Little Chance,7,3
647,Almost Certain,95,4
647,Realistic Possibility,25,5
647,May Happen,50,6
647,Likely,75,7
647,Might Happen,25,8
647,Highly Likely,95,9
647,Remote Chance,5,10
647,Will Happen,1,11
647,Very Good Chance,90,12
647,Highly Unlikely,5,13
647,About Even,50,14
647,Probable,51,15
647,Improbable,49,16
647,Unlikely,5,17
647,Better than Even,51,18
647,Chances are Slight,15,19
646,Will Happen,99,1
646,Almost Certain,80,2
646,Highly Likely,70,3
