number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore
2853,HYBRIS - Pulse of Ruin,"Jun 15, 2018",4.99,"0 .. 20,000",Lucien Krebs,Hybrisgames,0,0,NA
2854,JJBoom,"Sep 12, 2018",4.99,"0 .. 20,000",Meggic,Meggic,0,0,NA
2855,Dynamite Bunny: Catch The Carrot,"Apr 27, 2018",5.99,"0 .. 20,000",Majao Games,Majao Games,0,0,NA
2856,Achievement Clicker 2018,"Jan 26, 2018",0.49,"0 .. 20,000",OfficialAndy,MGG Studio,0,0,NA
2857,Roses and Gems,"Oct 5, 2018",4.99,"0 .. 20,000",Pirate-Rob,Pirate-Rob,0,0,NA
2858,Wolf & Rabbit,"Apr 4, 2018",1.99,"0 .. 20,000",Sealtail Studio,LR Studio,0,0,NA
2859,Rise up,"Sep 21, 2018",0.99,"0 .. 20,000",Garnudo Games,Garnudo Games,0,0,NA
2860,Gachimuchi Reloaded,"Feb 14, 2018",0.99,"0 .. 20,000",Volha,Volha,0,0,NA
2861,DDS(D.I.Y Drone Simulator) Demo,"Mar 6, 2018",NA,"0 .. 20,000",Juicy Lab,Juicy Lab,0,0,NA
2862,Creature Romances: Kokonoe Kokoro,"Mar 2, 2018",2.99,"0 .. 20,000",Nostalgia,Sekai Project,0,0,NA
2863,The Magician's Burden,"Aug 16, 2018",4.99,"0 .. 20,000",Hosted Games,Hosted Games,0,0,NA
2864,AirMech Wastelands,"Jul 6, 2018",19.99,"0 .. 20,000",Carbon Games,Carbon Games,0,0,NA
2865,PRESim,"Feb 17, 2018",8.99,"0 .. 20,000",Munigis,Munigis,0,0,NA
2866,Mesozoica,"Jan 2, 2018",0.99,"0 .. 20,000","Underdog Interactive, Squadron Interactive, DreamInCode B.V.",Underdog Interactive,0,0,NA
2867,Cubic Color,"Mar 30, 2018",0.99,"0 .. 20,000",XiNFiNiTY Games,OtakuMaker SARL,0,0,NA
2868,恒水中学连环虐杀 / The untold story of hengshui school,"May 2, 2018",3.99,"0 .. 20,000",橙光游戏,橙光游戏,0,0,NA
2869,Shimmer,"Oct 3, 2018",13.99,"0 .. 20,000",Zatara Software Ltd,Zatara Software Ltd,0,0,NA
2870,The Slater,"Sep 20, 2018",5.09,"0 .. 20,000",Laina Interactive,Laina Interactive,0,0,NA
2871,Build Bridges,"Mar 11, 2018",3.99,"0 .. 20,000",Jigsaw Unravel,Jigsaw Unravel,0,0,NA
2872,Gay World,"Jan 18, 2018",0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0,0,NA
2873,Obstruction : VR,"Sep 13, 2018",9.99,"0 .. 20,000",ultale game production,ultale game production,0,0,NA
2874,Away,"Oct 31, 2018",NA,"0 .. 20,000",Inversion Software,Inversion Software,0,0,NA
2875,Pokka Man,"Apr 2, 2018",1.99,"0 .. 20,000",Tumico Studio,Tumico Studio,0,0,NA
2876,Valthirian Arc: Hero School Story,"Oct 2, 2018",14.99,"0 .. 20,000",Agate,PQube Limited,0,0,NA
2877,STARWAY VR,"Nov 30, 2018",9.99,"0 .. 20,000","HayatoWorks, KAZEGAMES",KAZEGAMES,0,0,NA
2878,Tiny-Tasy Town,"Oct 15, 2018",11.99,"0 .. 20,000",Rabbiroo,INDIECN,0,0,NA
2879,Life After The Living,"Jul 24, 2018",8.99,"0 .. 20,000",J&J Game Dev's,J&J Game Dev's,0,0,NA
2880,SUPER BENBO QUEST: TURBO DELUXE,"Mar 8, 2018",4.99,"0 .. 20,000",Thumbtack,Thumbtack,0,0,NA
2881,Mage Fort,"May 10, 2018",4.99,"0 .. 20,000",Fuzzy Code Studio LLC,Fuzzy Code Studio LLC,0,0,NA
2882,Healer's Quest,"Apr 18, 2018",14.99,"0 .. 20,000",Rablo Games,Rablo Games,0,0,NA
2883,Ativeil,"Feb 15, 2018",9.99,"0 .. 20,000",Phoesion,Phoesion,0,0,NA
2884,Cardinal Cross,"Jul 9, 2018",11.99,"0 .. 20,000",ImpQueen,ImpQueen,0,0,NA
2885,Prixel,"Nov 1, 2018",2.99,"0 .. 20,000",Grytis,Indie,0,0,NA
2886,Pleasure Puzzle:Workshop 趣拼拼：拼图工坊,"Nov 1, 2018",0.99,"0 .. 20,000",冷笑黑妖,冷笑黑妖,0,0,NA
2887,Aeroplanoui,"Jul 18, 2018",2.99,"0 .. 20,000",Phoesion,Phoesion,0,0,NA
2889,Intelligence,"Apr 19, 2018",2.99,"0 .. 20,000",Laush Dmitriy Sergeevich,Laush Studio,0,0,NA
2890,The House in Fata Morgana: A Requiem for Innocence,"May 17, 2018",14.99,"0 .. 20,000",Novectacle,MangaGamer,0,0,NA
2891,Farm Mania 2,"Jan 15, 2018",4.99,"0 .. 20,000",Realore,Qumaron,0,0,NA
2892,New Dawn,"Sep 10, 2018",18.99,"0 .. 20,000",e-visualsoft,e-visualsoft,0,0,NA
2893,Escape From The Dragons,"Nov 20, 2018",0.99,"0 .. 20,000",Tormentor,Tormentor,0,0,NA
2894,NALOGI 2,"May 31, 2018",1.99,"0 .. 20,000",CUTE ANIME GIRLS,Tranquility games,0,0,NA
2895,Spinball,"Oct 22, 2018",2.99,"0 .. 20,000",Button Punch Games LLC,Button Punch Games LLC,0,0,NA
2896,Avernum 3: Ruined World,"Jan 31, 2018",19.99,"0 .. 20,000",Spiderweb Software,Spiderweb Software,0,0,NA
2897,Space Fox Kimi,"Sep 7, 2018",0.99,"0 .. 20,000",ShenTzu,ShenTzu Games,0,0,NA
2898,Next Up Hero,"Jan 11, 2018",19.99,"0 .. 20,000",Digital Continue,Aspyr,0,0,NA
2899,Bird couple,"Jul 13, 2018",0.99,"0 .. 20,000",Sly,SlyGames,0,0,NA
2900,DragonFangZ - The Rose & Dungeon of Time,"Feb 27, 2018",24.99,"0 .. 20,000",Toydea Inc.,"Toydea Inc., Gamera Game",0,0,NA
2901,PHOTON CUBE,"Jun 27, 2018",6.99,"0 .. 20,000",SMILEAXE,DLsite,0,0,NA
2903,Dungeon Quest,"May 7, 2018",0.99,"0 .. 20,000",Akash Balloo,Akash Balloo,0,0,NA
2904,Space Ball,"Mar 30, 2018",1.99,"0 .. 20,000",Heaven Bot,Heaven Bot,0,0,NA
2905,ArcBall 2,"Apr 24, 2018",0.99,"0 .. 20,000",VladProduction,VladProduction,0,0,NA
2906,COLINA: Legacy,"Sep 13, 2018",9.99,"0 .. 20,000","Chance6 Studios, LLC","Chance6 Studios, LLC",0,0,NA
2907,魔王村长和杂货店-Hero Village Simulator,"Feb 22, 2018",2.99,"0 .. 20,000",Smelter,Smelter,0,0,NA
2908,霎时晴荫,"Nov 20, 2018",7.99,"0 .. 20,000","晴, 3acg","晴, 3acg",0,0,NA
2909,ZDF History 360° – Tempelhof,"Dec 1, 2018",NA,"0 .. 20,000",ZDF Digital Medienproduktion GmbH,Zweites Deutsches Fernsehen – Anstalt öffentlichen Rechts,0,0,NA
2910,Melody of Iris-虹色旋律-(Full Color ver.),"Jun 15, 2018",29.99,"0 .. 20,000",Gloria Works,Gloria Works,0,0,NA
2911,Mind Trap,"Jun 18, 2018",3.99,"0 .. 20,000",SaintHeiser,Dagestan Technology,0,0,NA
2912,Tactics & Strategy Master 2:Princess of Holy Light（圣光战姬）,"Oct 30, 2018",7.99,"0 .. 20,000",singi,singi,0,0,NA
2913,Super Robolom,"Jan 30, 2018",0.99,"0 .. 20,000",Hardcore__Games,Hardcore__Games,0,0,NA
2914,Oakwood,"Dec 4, 2018",2.99,"0 .. 20,000","Breaking Dimensions, Polygon Dust Entertainment Ltd.",Breaking Dimensions,0,0,NA
2915,Freedom March: Rebel Leader,"Apr 28, 2018",4.99,"0 .. 20,000",Gamenesis,Gamenesis,0,0,NA
2916,Pixel Ripped 1989,"Jul 31, 2018",24.99,"0 .. 20,000",ARVORE Immersive Games Inc.,ARVORE Immersive Experiences,0,0,NA
2917,The Twelve Trials,"Sep 27, 2018",2.99,"0 .. 20,000",Hosted Games,Hosted Games,0,0,NA
2918,Event Horizon,"Dec 20, 2018",5.99,"0 .. 20,000",Pavel Zinchenko,Pavel Zinchenko,0,0,NA
2919,LOVE Obsession,"May 6, 2018",11.99,"0 .. 20,000",Megaton,Megaton,0,0,NA
2920,Aura of Worlds,"Apr 24, 2018",9.99,"0 .. 20,000",Cognitive Forge,Cognitive Forge,0,0,NA
2921,Blokin,"Nov 12, 2018",2.99,"0 .. 20,000",Fluffy Menace,Fluffy Menace,0,0,NA
2922,The Castle Disaster,"Apr 1, 2018",0.99,"0 .. 20,000",ImperiumGame,ImperiumGame,0,0,NA
2923,The Sunset 2096,"Jun 4, 2018",1.99,"0 .. 20,000",TheBlavas,TheBlavas,0,0,NA
2924,WIN THE GAME: WTF!,"Jun 6, 2018",0.99,"0 .. 20,000",AFBIK Studio,AFBIK Studio,0,0,NA
2925,Target speed,"Jan 15, 2018",0.99,"0 .. 20,000",Kedexa,Kedexa,0,0,NA
2926,Apollo 11 VR HD,"Nov 23, 2018",9.99,"0 .. 20,000",Immersive VR Education Ltd.,Immersive VR Education Ltd.,0,0,NA
2927,"HUMAN LIVE-HOW LONG CAN HUMAN BEINGS EXIST?Survive the end of the earth, challenge disaster save the world","Oct 2, 2018",3.99,"0 .. 20,000",HUMAN LIVE,HUMAN LIVE,0,0,NA
2928,Dimension of Monster Girls,"Apr 13, 2018",4.99,"0 .. 20,000",RhinoGearz,RhinoGearz,0,0,NA
2929,Automatum,"Jul 30, 2018",5.99,"0 .. 20,000",Old Point Games,Old Point Games,0,0,NA
2930,Kara no Shojo,"Oct 22, 2018",34.99,"0 .. 20,000",Innocent Grey,MangaGamer,0,0,94
2931,M.I.N.D.,"May 23, 2018",0.99,"0 .. 20,000","Kasper Kataja (kasbr), Johannes Lähteenmäki (dlooph)",Cosmotic Games,0,0,NA
2933,Reflections ~Dreams and Reality~,"Jul 29, 2018",14.99,"0 .. 20,000",Reine Works,Top Hat Studios Inc,0,0,NA
2935,Magicae Mundi,"Oct 17, 2018",4.54,"0 .. 20,000",Renan Sylvestre,Renan Sylvestre Games,0,0,NA
2936,My so-called future girlfriend (미래의 여친님이 나에게 인사를 건네왔다),"Dec 10, 2018",4.99,"0 .. 20,000","TALESSHOP Co., Ltd.",Digicon,0,0,NA
2937,Light Rider,"Aug 6, 2018",NA,"0 .. 20,000",NP Studios,nonPareil Institute,0,0,NA
2938,Rym 9000,"Jan 15, 2018",5.99,"0 .. 20,000",Sonoshee,Sonoshee,0,0,NA
2939,Rio Rex,"May 21, 2018",1.99,"0 .. 20,000",Gametornado,Gametornado,0,0,NA
2940,sweet pool,"Dec 19, 2018",19.99,"0 .. 20,000",Nitroplus,JAST USA,0,0,NA
2941,Find the Gnome,"Jun 28, 2018",1.99,"0 .. 20,000",Erik de Roos,Erik de Roos,0,0,NA
2942,Elven Love,"Mar 16, 2018",14.99,"0 .. 20,000",Red Vibe Studio,Red Vibe Studio,0,0,NA
2943,Battleship Lonewolf 2,"Mar 7, 2018",7.99,"0 .. 20,000","WolfShipGames Co., Ltd.","WolfShipGames Co., Ltd.",0,0,NA
2944,The Fruitless Flower 雾雨中的徒花,"Mar 9, 2018",0.99,"0 .. 20,000",凝冰剑斩,凝冰剑斩,0,0,NA
2945,Tank Blazers,"Dec 20, 2018",3.99,"0 .. 20,000",Hangar Bay 12,Hangar Bay 12,0,0,NA
2946,Flash Point: Fire Rescue,"Mar 29, 2018",19.99,"0 .. 20,000",RetroEpic Software,RetroEpic Software,0,0,NA
2947,IScream,"Nov 6, 2018",4.99,"0 .. 20,000",Vanhees Dean,Vanhees Dean,0,0,NA
2948,Forgotten Places: Regained Castle,"Jan 25, 2018",4.99,"0 .. 20,000",Sungift Games,Sungift Games,0,0,NA
2950,Slightly Heroes VR,"Dec 11, 2018",9.99,"0 .. 20,000",Hatrabbit Entertainment,Hatrabbit Entertainment,0,0,NA
2951,Leder Panzer,"Aug 17, 2018",9.99,"0 .. 20,000",Mind-altering Games,Mind-altering Games,0,0,NA
2953,Immortals(修仙志),"Jul 13, 2018",3.99,"0 .. 20,000",Muggle,Muggle,0,0,NA
2955,Тридевятые земли(Свет или тьма),"May 20, 2018",1.99,"0 .. 20,000",Играем вместе,Играем вместе,0,0,NA
2956,Crying is not Enough: Remastered,"Jun 19, 2018",19.99,"0 .. 20,000",Storyline Team.,Storyline Team.,0,0,NA
2957,ELF,"Apr 13, 2018",4.99,"0 .. 20,000",Ocean Software,"Classics Digital, Piko Interactive",0,0,NA
2958,ADR-Labelling Game,"Apr 12, 2018",595.99,"0 .. 20,000",Suomen Kuljetusturva Oy,Suomen Kuljetusturva Oy,0,0,NA
2959,Deported: Drain the Swamp,"Nov 5, 2018",0.69,"0 .. 20,000",Crankage Games,Crankage Games,0,0,NA
2960,Christmas Carol,"Nov 19, 2018",9.99,"0 .. 20,000",Solid Dev,Libredia,0,0,NA
2961,Space Zombies Invasion,"Mar 2, 2018",0.99,"0 .. 20,000",Dreamlike Arts Games,Dreamlike Arts Games,0,0,NA
2963,Monopolist: Technological Revolution,"Jul 26, 2018",0.99,"0 .. 20,000",UA Games,NEBOCRY,0,0,NA
2964,AI Anomaly,"Jan 31, 2018",1.99,"0 .. 20,000",Julian Henley,Indie Retro Games,0,0,NA
2965,Hentai And Your Life,"Nov 1, 2018",6.99,"0 .. 20,000",BadWolf Games,BadWolf Games,0,0,NA
2967,CUBE 332,"Sep 28, 2018",0.99,"0 .. 20,000",CUBE 332,Metal Fox,0,0,NA
2968,Police Enforcement VR : 1-King-27,"Jun 8, 2018",8.99,"0 .. 20,000",Karnage Gaming,Karnage Gaming,0,0,NA
2969,Doodle God: Genesis Secrets,"May 10, 2018",11.99,"0 .. 20,000",JoyBits Ltd.,JoyBits Ltd.,0,0,NA
2970,Pixel FX Designer,"Oct 1, 2018",19.99,"0 .. 20,000","Manuel Jesús Bolaños Gómez, Davit Masiá Coscollar",Manuel Jesús Bolaños Gómez,0,0,NA
2971,败家仔 Last Wish,"Oct 25, 2018",0.99,"0 .. 20,000",LoopGame,LoopGame,0,0,NA
2972,SUPER KINKY,"Jul 6, 2018",1.99,"0 .. 20,000",Dark Illusions Entertainment LLC,Dark Illusions Entertainment LLC,0,0,70
2973,Space Wars,"Jul 23, 2018",0.9,"0 .. 20,000",Star Studios,Star Studios,0,0,NA
2974,Star Trek: En Territoire Alien,"Jan 2, 2018",NA,"0 .. 20,000",GameSamba,Global Genom Corporate,0,0,NA
2975,Moral King,"Sep 11, 2018",0.99,"0 .. 20,000",Forester Games,Mark Wortmann,0,0,NA
2976,I Hate Heroes: Rocket Man,"Jun 30, 2018",5.99,"0 .. 20,000",VRemedy Labs,VRemedy Labs,0,0,NA
2977,Underlight,"Dec 14, 2018",NA,"0 .. 20,000","KoiWare, LLC","KoiWare, LLC",0,0,NA
2978,Color Knight,"Dec 20, 2018",4.99,"0 .. 20,000",BlueTreeGames,BlueTreeGames,0,0,NA
2979,Istanbul: Digital Edition,"Oct 18, 2018",9.99,"0 .. 20,000","Mobo Studio, Acram Digital",Mobo Studio,0,0,NA
2980,Temple of the Lost,"Sep 11, 2018",3.99,"0 .. 20,000",dosinis,dosinis,0,0,NA
2981,Bacterium / 生命之旅,"Dec 11, 2018",12.99,"0 .. 20,000",Dragon Whisper Game,Zodiac Interactive,0,0,NA
2982,Cool Dragon,"May 31, 2018",3.99,"0 .. 20,000",keenEdge,Enjoy Games,0,0,NA
2983,ClearMem :: Free Up Your RAM,"Jul 11, 2018",9.99,"0 .. 20,000","StartupTim, LLC, Tim Sullivan","StartupTim, LLC, Tim Sullivan",0,0,NA
2984,Train Crisis,"Feb 8, 2018",4.99,"0 .. 20,000",U-Play Online,U-Play Online,0,0,NA
2985,Super Slime Arena,"Jan 23, 2018",14.99,"0 .. 20,000",JellyTeam,JellyTeam,0,0,NA
2986,King Erik,"Dec 25, 2018",0.99,"0 .. 20,000",Battle Crafters LLC,Battle Crafters LLC,0,0,NA
2987,Mind the Vikings,"Jan 5, 2018",10.99,"0 .. 20,000",Idyl,Idyl,0,0,NA
2988,Ocean's Treasures,"Oct 26, 2018",4.99,"0 .. 20,000",4 Fun Studio Inc.,4 Fun Studio Inc.,0,0,NA
2990,Poly and the Marble Maze,"Dec 18, 2018",4.99,"0 .. 20,000",Obumo Games,Obumo Games,0,0,NA
2992,Marbledrome: Crazy Stunt Balls,"Aug 13, 2018",2.99,"0 .. 20,000",PalveGames,PalveGames,0,0,NA
2993,Maidens of a Hollow Dream / 虚夢の乙女,"Mar 30, 2018",9.99,"0 .. 20,000",Akiragoya,Henteko Doujin,0,0,NA
2994,The Lost And Forgotten: Part 1,"Aug 31, 2018",5.99,"0 .. 20,000",AbstractGameStudio,AbstractGameStudio,0,0,NA
2996,Math Classroom Challenge,"May 24, 2018",3.99,"0 .. 20,000",Titan Deep Space Company,Titan Deep Space Company,0,0,NA
2997,Escape the Darkness,"Apr 3, 2018",0.59,"0 .. 20,000",Indie Ninjas,Indie Ninjas,0,0,NA
2998,Baptize Billy,"Apr 17, 2018",0.99,"0 .. 20,000",Michael Cheung,Michael Cheung,0,0,NA
2999,Holy Potatoes! A Spy Story?!,"Nov 7, 2018",8.99,"0 .. 20,000",Daylight Studios,Daedalic Entertainment,0,0,NA
3000,Fleets of Ascendancy,"Apr 6, 2018",4.99,"0 .. 20,000",desaccord art,desaccord art,0,0,NA
3001,Loca-Love My Cute Roommate,"Oct 25, 2018",19.99,"0 .. 20,000",Frontwing,Frontwing USA,0,0,NA
3002,Tubular Rift,"Apr 6, 2018",4.99,"0 .. 20,000",Boogie Down Games llc,Boogie Down Games llc,0,0,NA
3004,Starquake Academy,"Dec 10, 2018",3.99,"0 .. 20,000",Lux Science,Lux Science,0,0,NA
3005,Mushroom Quest,"Jun 18, 2018",2.99,"0 .. 20,000",Flying Islands Team,Flying Islands Team,0,0,NA
3006,Spider Lander,"Oct 30, 2018",0.99,"0 .. 20,000",Lee Fuller,Lee Fuller,0,0,NA
3007,Space of Darkness,"Jul 10, 2018",NA,"0 .. 20,000",PilotLumpa Gaming,PilotLumpa Gaming,0,0,NA
3008,Lantern of Worlds - The First Quest,"Oct 17, 2018",3.99,"0 .. 20,000",Fasold Games,Fasold Games,0,0,NA
3009,Tomato Way 2,"Jul 10, 2018",8.99,"0 .. 20,000",VladCastillo,VladCastillo,0,0,NA
3010,We Happy Few - Soundtrack and Digital Goods Bundle,"Aug 29, 2018",7.99,"0 .. 20,000",Compulsion Games,Gearbox Publishing,0,0,NA
3011,Ding Dong VR,"Aug 3, 2018",0.77,"0 .. 20,000",Nickervision Studios,Nickervision Studios,0,0,NA
3012,Draw Light,"Aug 9, 2018",1.99,"0 .. 20,000",RevolutionGT,RevolutionGT,0,0,NA
3013,Go Away My Fat,"Mar 15, 2018",1.99,"0 .. 20,000",MeatAtom,MeatAtom,0,0,NA
3014,A Salem Witch Trial - Murder Mystery,"Feb 22, 2018",2.99,"0 .. 20,000",Digital Bento,Digital Bento,0,0,NA
3015,Struggle For Light,"Jul 7, 2018",6.99,"0 .. 20,000",Kluster Games,Kluster Games,0,0,NA
3016,Order No. 227: Not one step back!,"Jul 3, 2018",4.99,"0 .. 20,000",High Wide,Rhino Games,0,0,NA
3017,Artillery Cats,"Jun 19, 2018",NA,"0 .. 20,000",Christopher Wagner,Christopher Wagner,0,0,NA
3018,Crossing Man,"Jun 12, 2018",14.99,"0 .. 20,000",VERTEX HORIZON,NINE VR,0,0,NA
3019,Escape From Tethys,"Jul 12, 2018",1.99,"0 .. 20,000",Whimsical,Whimsical,0,0,NA
3020,Shift Quantum - A Cyber Noir Puzzle Platformer,"May 30, 2018",19.99,"0 .. 20,000",Fishing Cactus,Fishing Cactus,0,0,NA
3021,Starcats,"May 16, 2018",4.99,"0 .. 20,000",Symptomatic Productions,Symptomatic Productions,0,0,NA
3022,EXIST,"Mar 26, 2018",0.99,"0 .. 20,000",UMBRESS,UMBRESS,0,0,NA
3023,Champ Against Chumps Upgrade Edition,"Apr 20, 2018",1.99,"0 .. 20,000",MisterTtocS,MisterTtocS,0,0,NA
3024,7 Days in Dream 光尘,"May 14, 2018",2.99,"0 .. 20,000",0Cube,0Cube,0,0,NA
3025,Rum Ram,"Mar 31, 2018",7.99,"0 .. 20,000",Lucid Ferret,Lucid Ferret,0,0,NA
3026,CLICKER ACHIEVEMENTS - THE IMPOSSIBLE CHALLENGE,"Jun 21, 2018",0.49,"0 .. 20,000",DRUNKEN APES,DRUNKEN APES,0,0,NA
3027,Galaxy Wide Domination,"Feb 16, 2018",3.99,"0 .. 20,000",CPSuperstore,CPSuperstore,0,0,NA
3028,MechCorp,"Aug 2, 2018",8.99,"0 .. 20,000",k.Song Tan,k.Song Tan,0,0,NA
3029,Yoltrund,"Jan 31, 2018",1.99,"0 .. 20,000",Michael Cox,Templarius Studios,0,0,NA
3030,The Council of Hanwell,"Mar 14, 2018",7.99,"0 .. 20,000",Steel Arts,Steel Arts,0,0,NA
3031,Tower Defense Sudden Attack,"Mar 26, 2018",0.99,"0 .. 20,000",Falco Software,OtakuMaker SARL,0,0,NA
3032,Dragon Hunt,"Apr 26, 2018",0.99,"0 .. 20,000",Casual.US,Casual.US,0,0,NA
3033,Quantum Retribution,"Nov 8, 2018",6.99,"0 .. 20,000",Paradox Bag,Paradox Bag,0,0,NA
3034,Lost Artifacts - Ancient Tribe Survival,"Feb 1, 2018",4.99,"0 .. 20,000",Creobit,8Floor,0,0,NA
3035,Landlord Simulator,"Dec 31, 2018",4.99,"0 .. 20,000",MasterCalamity Games,MasterCalamity Games,0,0,NA
3036,West of Red,"Mar 7, 2018",4.99,"0 .. 20,000",Racing Bros,Racing Bros,0,0,NA
3037,Project 59,"Jul 19, 2018",4.99,"0 .. 20,000",Red Oak Studio,Red Oak Studio,0,0,NA
3038,aMAZE Christmas,"Dec 4, 2018",0.49,"0 .. 20,000",Blender Games,Blender Games,0,0,NA
3039,Club Lighting,"Dec 7, 2018",5.99,"0 .. 20,000",Music Breath,Music Breath,0,0,NA
3040,Catastronauts,"Sep 28, 2018",15.99,"0 .. 20,000",Inertia Game Studios,Inertia Game Studios,0,0,NA
3041,TAD: That Alien Dude,"Jun 15, 2018",4.99,"0 .. 20,000",Modern Aeon,"Modern Aeon, JALE CORP",0,0,NA
3042,vridniX,"Aug 16, 2018",9.99,"0 .. 20,000",Uncanaut,Deck13,0,0,NA
3043,The Secret of Puffin Cove,"Dec 12, 2018",5.99,"0 .. 20,000",Play2Speak,Silverwing Productions S.L.,0,0,NA
3045,Magic Chess,"Jun 20, 2018",9.99,"0 .. 20,000",GameChain,GameChain,0,0,NA
3046,Gone Fireflies,"Feb 20, 2018",2.99,"0 .. 20,000",Quiet Bay Studio,Quiet Bay Studio,0,0,NA
3047,A Penny For Some Motivation,"Apr 10, 2018",0.99,"0 .. 20,000",LJumpStarTD,LJumpStarTD,0,0,NA
3048,Minotaur Arcade Volume 1,"Dec 21, 2018",12.99,"0 .. 20,000",Llamasoft Ltd.,Llamasoft Ltd.,0,0,NA
3049,Girls and Tests,"Nov 23, 2018",1.99,"0 .. 20,000",morojenoe's empire,morojenoe's empire,0,0,NA
3050,Demon Hunter 4: Riddles of Light,"Feb 22, 2018",14.99,"0 .. 20,000",Brave Giant LTD,Artifex Mundi,0,0,NA
3051,The detective ChuLin,"Sep 23, 2018",1.99,"0 .. 20,000",Lan Yu,Lan Yu,0,0,NA
3052,War Of The Zombie,"Apr 4, 2018",12.99,"0 .. 20,000",Van der Veer Games,Van der Veer Games,0,0,NA
3053,Fernz Gate,"Aug 29, 2018",12.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0,0,NA
3054,Germination,"Apr 12, 2018",3.99,"0 .. 20,000","Sullivan Boyd, Caden Petersen",Sullivan Boyd & Caden Petersen,0,0,NA
3055,Ladybird Reflect,"Apr 18, 2018",1.99,"0 .. 20,000",Displacement Studios,Displacement Studios,0,0,NA
3056,Peace Duke,"Mar 26, 2018",2.99,"0 .. 20,000",SharkGame,Laush Studio,0,0,NA
3057,Six Second Slam,"Dec 7, 2018",2.99,"0 .. 20,000",Ned van der Drift,Ned van der Drift,0,0,NA
3058,Training aim,"Feb 26, 2018",0.99,"0 .. 20,000",Anime squad,Anime squad,0,0,NA
3059,Flag couple,"Nov 28, 2018",4.99,"0 .. 20,000",Sly,SlyGames,0,0,NA
3060,The Neon Boy,"Jul 2, 2018",2.99,"0 .. 20,000",Shenshella,Shenshella,0,0,NA
3061,ShotKill,"Dec 20, 2018",8.99,"0 .. 20,000",StudioFriends,StudioFriends,0,0,NA
3062,Jamping,"May 31, 2018",0.99,"0 .. 20,000",One Dollar Games,Firehawk Studios,0,0,NA
3063,A Mars Adventure: Redturtle,"Aug 3, 2018",7.99,"0 .. 20,000",QOVAQ,QOVAQ,0,0,NA
3064,Follower:Sacrifice,"Apr 26, 2018",7.99,"0 .. 20,000",Dark Room Studio,Dark Room Studio,0,0,NA
3065,Permission VR,"Aug 24, 2018",2.99,"0 .. 20,000",Spanking Machine,Spanking Machine,0,0,NA
3066,One More Roll,"Nov 2, 2018",11.99,"0 .. 20,000",Oscar K,Oscar K,0,0,NA
3067,King of the Dead,"Sep 17, 2018",2.99,"0 .. 20,000",Sunfall games,Sunfall games,0,0,NA
3068,东方百问~TouHouAsked,"Oct 8, 2018",0.99,"0 .. 20,000",Root Nine Studio,Root Nine Studio,0,0,NA
3069,HellMaze,"Jul 9, 2018",4.99,"0 .. 20,000",wirYe Games,wirYe Games,0,0,NA
3070,Masked Forces 3,"Jul 19, 2018",4.99,"0 .. 20,000",FreezeNova,FreezeNova,0,0,NA
3071,Kemonomichi-White Moment-,"May 3, 2018",9.99,"0 .. 20,000",MBF FILMs,SouthWorks,0,0,NA
3072,RAZED,"Sep 14, 2018",11.99,"0 .. 20,000",Warpfish Games,PQube Limited,0,0,NA
3073,Precision Sniping: Competitive,"Mar 27, 2018",1.99,"0 .. 20,000",Salsawi,Salsawi Games,0,0,NA
3074,Jewel Match Solitaire,"Jul 26, 2018",9.99,"0 .. 20,000",Suricate Software,Grey Alien Games,0,0,NA
3075,DJ Mole,"Mar 8, 2018",1.99,"0 .. 20,000",LittleAngel Studio,LittleAngel Studio,0,0,NA
3076,Boltzmann Brain,"Apr 6, 2018",1.99,"0 .. 20,000",Tuk Tuk,Tuk Tuk,0,0,NA
3077,Realshot,"Jan 24, 2018",9.99,"0 .. 20,000","CSIS (CSI Studio Co.,Ltd.)","CSIS (CSI Studio Co.,Ltd.)",0,0,NA
3078,Zombie Clicker Defense,"Feb 2, 2018",0.49,"0 .. 20,000",LillyWelland inc.,Bitlock Studio,0,0,NA
3079,Gems of Magic: Lost Family,"Sep 21, 2018",4.99,"0 .. 20,000",Graphium Studio,Graphium Studio,0,0,NA
3080,Putin Run Away From Trump,"Jun 1, 2018",0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0,0,NA
3081,Second World: Air War S,"Dec 15, 2018",6.99,"0 .. 20,000",Fire Leaf Studio,Fire Leaf Studio,0,0,NA
3082,De'Vine: World of Shadows,"May 4, 2018",1.99,"0 .. 20,000",Stapleton,Stapleton,0,0,NA
3083,Paintball Chibis,"Dec 27, 2018",4.99,"0 .. 20,000",Raed Abbas,Raed Abbas,0,0,NA
3084,HENTAI PUZZLE,"Dec 19, 2018",0.99,"0 .. 20,000","NEKOPURU, ジーメン","Outlawed Games, Ecchi Empire",0,0,NA
3085,Stick to the end,"Nov 7, 2018",0.99,"0 .. 20,000",90E GAMES,90E GAMES,0,0,NA
3086,World of Tea,"May 14, 2018",0.99,"0 .. 20,000",Nekyau Games,Nekyau,0,0,NA
3087,Emitters,"Oct 22, 2018",5.99,"0 .. 20,000",HYTEK94,Emitters,0,0,NA
