Artist ,Album,Title ,Lyrics
Taylor Swift ,Lover ,Paper Rings,"The moon is high
Like your friends were the night that we first met
Went home and tried to stalk you on the internet
Now I've read all of the books beside your bed
The wine is cold
Like the shoulder that I gave you in the street
Cat and mouse for a month or two or three
Now I wake up in the night and watch you breathe
Kiss me once 'cause you know I had a long night
(Oh!) Kiss me twice 'cause it's gonna be alright
Three times 'cause I've waited my whole life
(One, two, one two three four!)
I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want, and
Paper rings and picture frames and dirty dreams
Oh, you're the one I want
In the winter, in the icy outdoor pool
When you jumped in first, I went in too
I'm with you even if it makes me blue
Which takes me back
To the color that we painted your brother's wall
Honey, without all the exes, fights, and flaws
We wouldn't be standing here so proud, so
Kiss me once 'cause I know you had a long night
(Oh!) Kiss you twice 'cause it's gonna be alright
Three times 'cause you waited your whole life
(One, two, one two three four!)
I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want, and
Paper rings and picture frames and dirty dreams
Oh, you're the one I want
I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
Uh huh
I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
You're the one I want
I hate accidents except when we went from friends to this
Uh huh
Darling, you're the one I want
I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want, and
Paper rings and picture frames and all my dreams
You're the one I want, and
Paper rings and picture frames and all my dreams
Oh, you're the one I want
You're the one I want, one I want
You're the one I want, one I want
"
Taylor Swift ,Lover ,Cornelia Street ,"We were in the backseat
Drunk on something stronger than the drinks in the bar
""I rent a place on Cornelia Street""
I say casually in the car
We were a fresh page on the desk
Filling in the blanks as we go
As if the street lights pointed in an arrowhead
Leading us home
And I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kind of heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
Windows swung right open, autumn air
Jacket 'round my shoulders is yours
We bless the rains on Cornelia Street
Memorize the creaks in the floor
Back when we were card sharks, playing games
I thought you were leading me on
I packed my bags, left Cornelia Street
Before you even knew I was gone
But then you called, showed your hand
I turned around before I hit the tunnel
Sat on the roof, you and I
I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kind of heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name (city screams your name)
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside
Barefoot in the kitchen
Sacred new beginnings
That became my religion, listen
I hope I never lose you
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
I don't wanna lose you, hope it never ends
I'd never walk Cornelia Street again
I don't wanna lose you, yeah
""I rent a place on Cornelia Street""
I say casually in the car
"
Taylor Swift ,Lover ,Death By A Thousand Cuts,"My, my, my, my
(My, my, my, my)
My, my, my, my
(My, my, my, my)
My, my, my, my
(My, my, my, my)
My, my, my, my
(My, my, my, my)
Saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
'Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier still flickering here
'Cause I can't pretend it's okay when it's not
It's death by a thousand cuts
I dress to kill my time
I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know""
And what once was ours
Is no one's now
I see you everywhere, the only thing we share
Is this small town
You said it was a great love
One for the ages
But if the story's over, why am I still writing pages?
'Cause saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
'Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier still flickering here
'Cause I can't pretend it's okay when it's not
It's death by a thousand cuts
My heart, my hips, my body, my love
Tryna find a part of me that you didn't touch
Gave up on me like I was a bad drug
Now I'm searching for signs in a haunted club
Our songs, our films, united, we stand
Our country, guess it was a lawless land
Quiet my fears with the touch of your hand
Paper cut stings from our paper-thin plans
My time, my wine, my spirit, my trust
Tryna find a part of me you didn't take up
Gave you so much, but it wasn't enough
But I'll be alright, it's just a thousand cuts
I get drunk, but it's not enough
'Cause you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier still flickering here
'Cause I can't pretend it's okay when it's not
No, it's not
It's death by a thousand cuts (you didn't touch)
Tryna find a part of me that you didn't touch
My body, my love
My trust (it's death by a thousand cuts)
But it wasn't enough, it wasn't enough, no, no
I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know""
"
Taylor Swift ,Lover ,London Boy,"We can go drivin' in, on my scooter
Uh, you know, just riding in London
Alright
I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But something happened, I heard him laughing
I saw the dimples first and then I heard the accent
They say home is where the heart is
But that's not where mine lives
You know I love a London boy
I enjoy walking Camden Market in the afternoon
He likes my American smile
Like a child when our eyes meet, darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (ooh)
And now I love high tea, stories from uni, and the West End
You can find me in the pub, we are watching rugby with his school friends
Show me a gray sky, a rainy cab ride
Babe, don't threaten me with a good time
They say home is where the heart is
But God, I love the English
You know I love a London boy
I enjoy nights in Brixton, Shoreditch in the afternoon
He likes my American smile
Like a child when our eyes meet, darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (wanna be with you)
Wanna be with you (oh)
You know I love a London boy
I enjoy walking SoHo, drinking in the afternoon (yeah)
He likes my American smile
Like a child when our eyes meet, darling, I fancy you (you)
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true (yeah)
You know I love a London boy (oh)
Boy (oh), I fancy you (I fancy you, ooh)
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
I, I, I fancy you, oh
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (ooh)
Wanna be with you
I fancy you (yeah), fancy you
Oh, ah
"
Taylor Swift ,Lover ,Soon You’ll Get Better,"The buttons of my coat were tangled in my hair
In doctor's-office-lighting, I didn't tell you I was scared
That was the first time we were there
Holy orange bottles, each night I pray to you
Desperate people find faith, so now I pray to Jesus too
And I say to you
Ooh-ah, soon you'll get better
Ooh-ah, soon you'll get better
Ooh-ah, you'll get better soon
'Cause you have to
I know delusion when I see it in the mirror
You like the nicer nurses, you make the best of a bad deal
I just pretend it isn't real
I'll paint the kitchen neon, I'll brighten up the sky
I know I'll never get it, there's not a day that I won't try
And I'll say to you
Ooh-ah, soon you'll get better
Ooh-ah, soon you'll get better
Ooh-ah, you'll get better soon
'Cause you have to
And I hate to make this all about me
But who am I supposed to talk to?
What am I supposed to do
If there's no you?
This won't go back to normal, if it ever was
It's been years of hoping, and I keep saying it because
'Cause I have to
Ooh-ah, you'll get better
Ooh-ah, soon you'll get better
Ooh-ah, you'll get better soon
Ooh-ah, soon you'll get better
Ooh-ah, soon you'll get better
Ooh-ah, you'll get better soon
'Cause you have to
"
Taylor Swift ,Lover ,False God ,"We were crazy to think
Crazy to think that this could work
Remember how I said I'd die for you?
We were stupid to jump
In the ocean separating us
Remember how I'd fly to you?
And I can't talk to you when you're like this
Staring out the window like I'm not your favorite town
I'm New York City
I still do it for you, babe
They all warned us about times like this
They say the road gets hard and you get lost
When you're led by blind faith
Blind faith
But we might just get away with it
Religion's in your lips
Even if it's a false god
We'd still worship
We might just get away with it
The altar is my hips
Even if it's a false god
We'd still worship this love
We'd still worship this love
We'd still worship this love
I know heaven's a thing
I go there when you touch me, honey
Hell is when I fight with you
But we can patch it up good
Make confessions and we're begging for forgiveness
Got the wine for you
And you can't talk to me when I'm like this
Daring you to leave me just so I can try and scare you
You're the West Village
You still do it for me, babe
They all warned us about times like this
They say the road gets hard and you get lost
When you're led by blind faith
Blind faith
But we might just get away with it
Religion's in your lips
Even if it's a false god
We'd still worship
We might just get away with it
The altar is my hips
Even if it's a false god
We'd still worship this love
We'd still worship this love
We'd still worship this love, hmm
Still worship this love
Even if it's a false god
Even if it's a false god
Still worship this love
"
Taylor Swift ,Lover ,You Need To Calm Down ,"You are somebody that I don't know
But you're takin' shots at me like it's Patrón
And I'm just like, damn, it's 7 AM
Say it in the street, that's a knock-out
But you say it in a Tweet, that's a cop-out
And I'm just like, ""Hey, are you okay?""
And I ain't tryna mess with your self-expression
But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun
And snakes and stones never broke my bones
So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
You need to calm down, you're being too loud
And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to just stop
Like can you just not step on my gown?
You need to calm down
You are somebody that we don't know
But you're comin' at my friends like a missile
Why are you mad?
When you could be GLAAD? (You could be GLAAD)
Sunshine on the street at the parade
But you would rather be in the dark age
Just makin' that sign must've taken all night
You just need to take several seats and then try to restore the peace
And control your urges to scream about all the people you hate
'Cause shade never made anybody less gay
So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
You need to calm down, you're being too loud
And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to just stop
Like can you just not step on his gown?
You need to calm down
And we see you over there on the internet
Comparing all the girls who are killing it
But we figured you out
We all know now, we all got crowns
You need to calm down
Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
You need to calm down (you need to calm down)
You're being too loud (you're being too loud)
And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
You need to just stop (can you stop?)
Like can you just not step on our gowns?
You need to calm down"
Taylor Swift ,Lover ,Afterglow,"I blew things out of proportion, now you're blue
Put you in jail for something you didn't do
I pinned your hands behind your back, oh
Thought I had reason to attack, but no
Fighting with a true love is boxing with no gloves
Chemistry 'til it blows up, 'til there's no us
Why'd I have to break what I love so much?
It's on your face, and I'm to blame, I need to say
Hey
It's all me in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you
I don't wanna lose, I don't wanna lose this with you
I need to say, hey
It's all me, just don't go
Meet me in the afterglow
It's so excruciating to see you low
Just wanna lift you up and not let you go
This ultraviolet morning light below
Tells me this love is worth the fight, oh
I lived like an island, punished you with silence
Went off like sirens, just crying
Why'd I have to break what I love so much?
It's on your face, don't walk away, I need to say
Hey
It's all me in my head
I'm the one who burned us down
But it's not what I meant
I'm sorry that I hurt you
I don't wanna do, I don't wanna do this to you
I don't wanna lose, I don't wanna lose this with you
I need to say, hey
It's all me, just don't go
Meet me in the afterglow
Tell me that you're still mine
Tell me that we'll be just fine
Even when I lose my mind
I need to say
Tell me that it's not my fault
Tell me that I'm all you want
Even when I break your heart
I need to say, hey
It's all me in my head
I'm the one who burned us down
But it's not what I meant
Sorry that I hurt you
I don't wanna do, I don't wanna do this to you
I don't wanna lose, I don't wanna lose this with you
I need to say, hey
It's all me, just don't go
Meet me in the afterglow
"
Taylor Swift ,Lover ,ME ,"I promise that you'll never find another like me
I know that I'm a handful, baby, uh
I know I never think before I jump
And you're the kind of guy the ladies want
(And there's a lot of cool chicks out there)
I know that I went psycho on the phone
I never leave well enough alone
And trouble's gonna follow where I go
(And there's a lot of cool chicks out there)
But one of these things is not like the others
Like a rainbow with all of the colors
Baby doll, when it comes to a lover
I promise that you'll never find another like
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Baby, that's the fun of me
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
I know I tend to make it about me
I know you never get just what you see
But I will never bore you, baby
(And there's a lot of lame guys out there)
And when we had that fight out in the rain
You ran after me and called my name
I never wanna see you walk away
(And there's a lot of lame guys out there)
'Cause one of these things is not like the others
Livin' in winter, I am your summer
Baby doll, when it comes to a lover
I promise that you'll never find another like
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Let me keep you company
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
Hey, kids!
Spelling is fun!
Girl, there ain't no I in ""team""
But you know there is a ""me""
Strike the band up, one, two, three
I promise that you'll never find another like me
Girl, there ain't no I in ""team""
But you know there is a ""me""
And you can't spell ""awesome"" without ""me""
I promise that you'll never find another like
Me-e-e (yeah), ooh-ooh-ooh-ooh (and I won't stop, baby)
I'm the only one of me (I'm the only one of me)
Baby, that's the fun of me (baby, that's the fun of me)
Eeh-eeh-eeh, ooh-ooh-ooh-ooh (oh)
You're the only one of you (oh)
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
Girl, there ain't no I in ""team"" (ooh-ooh-ooh-ooh)
But you know there is a ""me""
I'm the only one of me (oh-oh)
Baby, that's the fun of me
(Eeh-eeh-eeh, ooh-ooh-ooh-ooh)
Strike the band up, one, two, three
You can't spell ""awesome"" without ""me""
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e
"
Taylor Swift ,Lover ,It’s Nice To Have A Friend ,"School bell rings, walk me home
Sidewalk chalk covered in snow
Lost my gloves, you give me one
""Wanna hang out?""
Yeah, sounds like fun
Video games, you pass me a note
Sleeping in tents
It's nice to have a friend
(Ooh)
It's nice to have a friend
(Ooh)
Light pink sky up on the roof
Sun sinks down, no curfew
Twenty questions, we tell the truth
You've been stressed out lately? Yeah, me too
Something gave you the nerve
To touch my hand
It's nice to have a friend
(Ooh)
It's nice to have a friend
(Ooh)
Church bells ring, carry me home
Rice on the ground looks like snow
Call my bluff, call you ""babe""
Have my back, yeah, everyday
Feels like home, stay in bed
The whole weekend
It's nice to have a friend
(Ooh)
It's nice to have a friend
(Ooh)
It's nice to have a friend
(Ooh)
(Ooh)
"
Taylor Swift ,Lover ,Daylight,"My love was as cruel as the cities I lived in
Everyone looked worse in the light
There are so many lines that I've crossed, unforgiven
I'll tell you truth, but never, ""Goodbye""
I don't wanna look at anything else now that I saw you
I don't wanna think of anything else now that I thought of you
I've been sleepin' so long in a twenty-year dark night
And now I see daylight, I only see daylight
Luck of the draw only draws the unlucky
And so I became the butt of the joke
I wounded the good and I trusted the wicked
Clearin' the air, I breathed in the smoke
Maybe you ran with the wolves and refused to settle down
Maybe I've stormed out of every single room in this town
Threw out our cloaks and our daggers because it's morning now
It's brighter now, now
I don't wanna look at anything else now that I saw you
(I can never look away)
I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleepin' so long in a twenty-year dark night
(Now I'm wide awake)
And now I see daylight (daylight)
I only see daylight (daylight)
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight
And I can still see it all (in my mind)
All of you, all of me (intertwined)
I once believed love would be (black and white)
But it's golden (golden)
And I can still see it all (in my head)
Back and forth from New York (sneakin' in your bed)
I once believed love would be (burnin' red)
But it's golden
Like daylight
Like daylight
Like daylight
Daylight
I don't wanna look at anything else now that I saw you
(I can never look away)
I don't wanna think of anything else now that I thought of you
(Things will never be the same)
I've been sleepin' so long in a twenty-year dark night
(Now I'm wide awake)
And now I see daylight (I see daylight)
I only see daylight (oh)
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight
I only see daylight, daylight, daylight, daylight (and I can still see it all)
(Back and forth from New York)
I only see daylight, daylight, daylight, daylight (I once believed love would be burnin' red)
Like daylight
It's golden
Like daylight
You gotta step into the daylight and let it go
Just let it go
Let it go
""I wanna be defined by the things that I love
Not the things I hate
Not the things I'm afraid of, I'm afraid of
The things that haunt me in the middle of the night, I
I just think that you are what you love""
"
Taylor Swift ,folklore ,the 1,"I'm doing good, I'm on some new shit
Been saying ""Yes"" instead of ""No""
I thought I saw you at the bus stop, I didn't though

I hit the ground running each night
I hit the Sunday matinee
You know the greatest films of all time were never made

I guess you never know, never know
And if you wanted me, you really should've showed
And if you never bleed, you're never gonna grow
And it's alright now

But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one

I have this dream you're doing cool shit
Having adventures on your own
You meet some woman on the Internet and take her home
We never painted by the numbers, baby
But we were making it count
You know the greatest loves of all time are over now

I guess you never know, never know
And it's another day, waking up alone

But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one

Hey, yeah-yeah
Persist and resist the temptation to ask you
If one thing had been different
Would everything be different today?

We were something, don't you think so?
Rosé flowing with your chosen family
And it would've been sweet
If it could've been me
In my defense, I have none
For digging up the grave another time
But it would've been fun
If you would've been the one "
Taylor Swift ,folklore ,cardigan,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing

But I knew you
Dancing in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby kiss it better, right

And when I felt like I was an old cardigan under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothing

But I knew you
Playing hide-and-seek and
Giving me your weekends
I, I knew you
Your heartbeat on the High Line
Once in twenty lifetimes, I

And when I felt like I was an old cardigan under someone's bed
You put me on and said I was your favorite

To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleeding

'Cause I knew you
Stepping on the last train
Marked me like a bloodstain, I
I knew you
Tried to change the ending
Peter losing Wendy
I, I knew you
Leaving like a father
Running like water, I
When you are young, they assume you know nothing

But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what-ifs
The smell of smoke would hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasing shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standing in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back

And when I felt like I was an old cardigan under someone's bed
You put me on and said I was your favorite "
Taylor Swift ,folklore ,the last great american dynasty,"Rebekah rode up on the afternoon train, it was sunny
Her saltbox house on the coast took her mind off St. Louis
Bill was the heir to the Standard Oil name, and money
And the town said ""How did a middle class divorcée do it?""

The wedding was charming, if a little gauche
There's only so far new money goes
They picked out a home and called it ""Holiday House""
Their parties were tasteful, if a little loud
The doctor had told him to settle down
It must have been her fault his heart gave out

And they said ""There goes the last great American dynasty""
Who knows, if she never showed up what could've been
There goes the maddest woman this town has ever seen
She had a marvelous time ruining everything

Rebekah gave up on the Rhode Island set forever
Flew in all the Bitch Pack friends from the city
Filled the pool with champagne and swam with the big names
And blew through the money on the boys and the ballet
And losing on card game bets with Dalí

And they said ""There goes the last great American dynasty""
Who knows, if she never showed up, what could've been
There goes the most shameless woman this town has ever seen
She had a marvelous time ruining everything

They say she was seen on occasion
Pacing the rocks staring out at the midnight sea
And in a feud with her neighbor
She stole his dog and dyed it key lime green
Fifty years is a long time
Holiday House sat quietly on that beach
Free of women with madness
Their men and bad habits, and then it was bought by me

Who knows, if I never showed up what could've been
There goes the loudest woman this town has ever seen
I had a marvelous time ruining everything
I had a marvelous time
Ruining everything
A marvelous time
Ruining everything
A marvelous time
I had a marvelous time "
Taylor Swift ,folklore ,exile,"I can see you standin', honey
With his arms around your body
Laughin' but the joke's not funny at all
And it took you five whole minutes
To pack us up and leave me with it
Holdin' all this love out here in the hall

I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defendin' now?
You were my town
Now I'm in exile seein' you out
I think I've seen this film before

Hoo, hoo-ooh
Hoo, hoo-ooh
Hoo, hoo-ooh

I can see you starin', honey
Like he's just your understudy
Like you'd get your knuckles bloody for me
Second, third, and hundredth chances
Balancin' on breaking branches
Those eyes add insult to injury

I think I've seen this film before
And I didn't like the ending
I'm not your problem anymore
So who am I offending now?
You were my crown
Now I'm in exile seein' you out
I think I've seen this film before
So I'm leavin' out the side door

So step right out
There is no amount
Of cryin' I can do for you

All this time
We always walked a very thin line
You didn't even hear me out (You didn't even hear me out)
You never gave a warning sign (I gave so many signs)

All this time
I never learned to read your mind (Never learned to read my mind)
I couldn't turn things around (You never turned things around)
'Cause you never gave a warning sign (I gave so many signs)
So many signs
So many signs (You didn't even see the signs)

I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defending now?
You were my town
Now I'm in exile seein' you out
I think I've seen this film before
So I'm leaving out the side door

So step right out
There is no amount
Of cryin' I can do for you

All this time
We always walked a very thin line
You didn't even hear me out (You didn't even hear me out)
You never gave a warning sign (I gave so many signs)

All this time
I never learned to read your mind (Never learned to read my mind)
I couldn't turn things around (You never turned things around)
'Cause you never gave a warning sign (I gave so many signs)

All this time (So many signs)
I never learned to read your mind (So many signs)
I couldn't turn things around
'Cause you never gave a warning sign (Never gave a warning sign)"
Taylor Swift ,folklore ,my tear ricochet,"We gather here
We line up weeping in a sunlit room
And if I'm on fire
You'll be made of ashes, too

Even on my worst day
Did I deserve, babe
All the hell you gave me?
'Cause I loved you
I swear I loved you
Till my dying day

I didn't have it in myself to go with grace
And you're the hero flying around saving face
And if I'm dead to you why are you at the wake?
Cursing my name
Wishing I stayed
Look at how my tears ricochet

We gather stones
Never knowing what they'll mean
Some to throw
Some to make a diamond ring
You know I didn't want to
Have to haunt you
But what a ghostly scene
You wear the same jewels
That I gave you
As you bury me

I didn't have it in myself to go with grace
'Cause when I'd fight, you used to tell me I was brave
And if I'm dead to you why are you at the wake?
Cursing my name
Wishing I'd stayed
Look at how my tears ricochet

And I can go anywhere I want
Anywhere I want
Just not home
And you can aim for my heart, go for blood
But you would still miss me in your bones
And I still talk to you
When I'm screaming at the sky
And when you can't sleep at night
You hear my stolen lullabies

I didn't have it in myself to go with grace
And so the battleships will sink beneath the waves
You had to kill me, but it killed you just the same
Cursing my name
Wishing I stayed
You turned into your worst fears
And you're tossing out blame
Drunk on this pain
Crossing out the good years
And you're cursing my name
Wishing I stayed
Look at how my tears ricochet "
Taylor Swift ,folklore ,mirrorball,"I want you to know
I'm a mirrorball
I'll show you every version of yourself tonight
I'll get you out on the floor
Shimmering beautiful
And when I break it's in a million pieces

Hush
When no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush
I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

I want you to know
I'm a mirrorball
I can change everything about me to fit in
You are not like the regulars
The masquerade revelers
Drunk as they watch my shattered edges glisten

Hush
When no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush
I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

And they called off the circus
Burned the disco down
When they sent home the horses
And the rodeo clowns
I'm still on that tightrope
I'm still trying everything to get you laughing at me
I'm still a believer but I don't know why
I've never been a natural
All I do is try, try, try
I'm still on that trapeze
I'm still trying everything
To keep you looking at me

Because I'm a mirrorball
I'm a mirrorball
I'll show you every version of yourself
Tonight "
Taylor Swift ,folklore ,seven,"Please picture me
In the trees
I hit my peak at seven
Feet
In the swing
Over the creek
I was too scared to jump in, but I, I was high
In the sky
With Pennsylvania under me
Are there still beautiful things?

Sweet tea in the summer
Cross your heart, won't tell no other
And though I can't recall your face
I still got love for you
Your braids like a pattern
Love you to the moon and to Saturn
Passed down like folk songs
The love lasts so long

And I've been meaning to tell you
I think your house is haunted
Your dad is always mad and that must be why
And I think you should come live with
Me and we can be pirates
Then you won't have to cry
Or hide in the closet
And just like a folk song
Our love will be passed on

Please picture me
In the weeds
Before I learned civility
I used to scream
Ferociously
Any time I wanted

Sweet tea in the summer
Cross my heart, won't tell no other
And though I can't recall your face
I still got love for you
Pack your dolls and a sweater
We'll move to India forever
Passed down like folk songs
Our love lasts so long "
Taylor Swift ,folklore ,august,"Salt air
And the rust on your door
I never needed anything more
Whispers
Of ""Are you sure?""
""Never have I ever before""

But I can see us
Lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away
Like a bottle of wine
'Cause you were never mine

Your back
Beneath the sun
Wishing I could write my name on it
Will you call when you're back at school?
I remember thinking I had you

But I can see us
Lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away
Like a bottle of wine
'Cause you were never mine

Back when we were still changing for the better
Wanting was enough
For me, it was enough
To live for the hope of it all
Cancel plans just in case you'd call
And say ""Meet me behind the mall""
So much for summer love, and saying ""Us""
'Cause you weren't mine to lose
You weren't mine to lose
No

But I can see us
Lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away
Like a bottle of wine
'Cause you were never mine, mine

'Cause you were never mine
Never mine
Do you remember?
Remember when I pulled up
And said ""Get in the car""
And then canceled my plans
Just in case you'd call
Back when I was living for the hope of it all
For the hope of it all
""Meet me behind the mall""

(Remember when I pulled up)
(And said ""Get in the car"")
(And then canceled my plans)
(Just in case you'd call)
(Back when I was living for the hope of it all)
(For the hope of it all)
(""Meet me behind the mall"")

Remember when I pulled up
And said ""Get in the car""
And then canceled my plans
Just in case you'd call
Back when I was living for the hope of it all
(For the hope of it all)
For the hope of it all
For the hope of it all
For the hope of it all
For the hope of it all"
Taylor Swift ,folklore ,this is me trying ,"I've been having a hard time adjusting
I had the shiniest wheels, now they're rusting
I didn't know if you'd care if I came back
I have a lot of regrets about that
Pulled the car off the road to the lookout
Could've followed my fears all the way down
And maybe I don't quite know what to say
But I'm here in your doorway

I just wanted you to know
That this is me trying
I just wanted you to know
That this is me trying

They told me all of my cages were mental
So I got wasted like all my potential
And my words shoot to kill when I'm mad
I have a lot of regrets about that
I was so ahead of the curve, the curve became a sphere
Fell behind all my classmates and I ended up here
Pourin' out my heart to a stranger
But I didn't pour the whiskey

I just wanted you to know
That this is me trying
I just wanted you to know
That this is me trying

At least I'm trying

And it's hard to be at a party
When I feel like an open wound
It's hard to be anywhere these day
When all I want is you
You're a flashback in a film reel
On the one screen in my town

And I just wanted you to know
That this is me trying (Maybe I don't quite know what to say)
I just wanted you to know
That this is me trying

At least I'm trying "
Taylor Swift ,folklore ,illicit affairs,"Make sure nobody sees you leave
Hood over your head
Keep your eyes down
Tell your friends you're out for a run
You'll be flushed when you return
Take the road less traveled by
Tell yourself you can always stop
What started in beautiful rooms
Ends with meetings in parking lots

And that's the thing about illicit affairs
And clandestine meetings
And longing stares
It's born from just one single glance
But it dies and it dies and it dies
...a million little times

Leave the perfume on the shelf
That you picked out just for him
So you leave no trace behind
Like you don't even exist
Take the words for what they are
A dwindling, mercurial high
A drug that only worked
The first few hundred times

And that's the thing about illicit affairs
And clandestine meetings
And stolen stares
They show their truth one single time
But they lie and they lie and they lie
...a million little times

And you wanna scream
Don't call me kid
Don't call me baby
Look at this godforsaken mess that you made me
You showed me colors you know I can't see with anyone else
Don't call me kid
Don't call me baby
Look at this idiotic fool that you made me
You taught me a secret language I can't speak with anyone else
And you know damn well
For you I would ruin myself
...a million little times"
