DoBIH_number,Name,Height_m,Height_ft,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,Comments
825,Sgurr na Ciste Duibhe,1027,3369,198401,814953,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
831,Sgurr na Ciste Duibhe - Sgurr nan Spainteach,990,3248,199145,815011,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
839,Saileag,956,3136,201774,814827,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
821,Sgurr a' Bhealaich Dheirg,1036,3399,203517,814360,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
828,Aonach Meadhoin,1001,3284,204882,813760,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
832,Aonach Meadhoin - Sgurr an Fhuarail,987,3238,205443,813979,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Carn Fuaralach
834,Ciste Dhubh,981.1,3219,206236,816618,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
823,Beinn Fhada,1031.9,3385,201856,819254,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
838,Beinn Fhada - Sgurr a' Dubh Doire,962,3156,203474,818543,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Sgor a' Dubh Doire
840,Beinn Fhada - Meall an Fhuarain Mhoir,954.9,3133,199996,819619,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1969: Ceum na h-Aon Choise
846,A' Ghlas-bheinn,918,3012,200822,823104,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
805,Sgurr nan Ceathramhnan [Sgurr nan Ceathreamhnan],1151,3776,205702,822851,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,"1891: Sgurr nan Caethreamhnan, E. Top; 1921-1997: Sgurr nan Ceathreamhnan"
807,Sgurr nan Ceathramhnan West Top,1143,3750,205295,822819,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,"1891: Sgurr nan Caethreamhnan, W. Top; 1921-1997: Sgurr nan Ceathreamhnan W. Top"
837,Sgurr nan Ceathramhnan East Top,969,3179,206475,822531,NA,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,NA,1921-1969: Sgurr nan Ceathreamhnan E. Top. ? mile ESE of the Munro
812,Sgurr nan Ceathramhnan - Stuc Bheag,1075,3527,205357,823733,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1974: Stuc Mor
820,Sgurr nan Ceathramhnan - Stuc Mor,1041,3415,205366,824281,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1974: Stuc Bheag
830,Sgurr nan Ceathramhnan - Creag nan Clachan Geala,999.6,3280,204234,823273,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,NA
843,Sgurr nan Ceathramhnan - Stob Coire nan Dearcag,939.1,3081,207141,822504,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,1891: Top of Coire nan Dearcag
847,Sgurr nan Ceathramhnan - Stuc Fraoch Choire,918,3012,205222,825311,NA,NA,NA,NA,NA,NA,NA,NA,NA,Munro Top,Munro Top,NA
850,Sgurr nan Ceathramhnan - Stob Coire na Cloiche,912.5,2994,207521,822725,NA,NA,NA,NA,NA,NA,NA,NA,NA,Munro Top,NA,"1997: promoted from 915m spot at 1:25k; 2021: surveyed 912.5m accepted by OS as it matches their 912m from larger scale mapping, will change to 912m on 1:25k map"
833,Mullach na Dheiragain,982,3222,208044,825917,NA,NA,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
835,Mullach na Dheiragain - Mullach Sithidh,974,3196,208218,826418,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
842,Mullach na Dheiragain - Creag a' Choire Aird East Top,933,3061,208688,826732,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,NA
836,Mullach na Dheiragain - Carn na Con Dhu,967,3173,207271,824189,Munro,Munro,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
845,An Socach,919.7,3017,208816,822999,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
804,Mam Sodhail,1179.4,3869,212007,825332,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891-1969: Mam Sodhail (Mam Soul)
811,Mam Sodhail - Ciste Dhubh,1109.5,3640,211406,824632,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,"1891 misprint: distance should be ½ and not 1½ miles from Munro. Location is clear from the 3606' spot on the 6"" map; corrected in 1921. 1974: Ciste Dubh"
814,Mam Sodhail - Stob Coire Coulavie,1068,3504,211007,824041,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,1891: Top of Coire Coulavie
813,Mam Sodhail - An Tudair,1073.4,3522,212751,823953,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Saoiter Mor
817,Mam Sodhail - Creag Coire nan Each,1055,3461,211366,823209,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1974: Creag a' Chaoruinn
822,Mam Sodhail - Sgurr na Lapaich,1037.3,3403,215415,824393,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
829,Mam Sodhail - Mullach Cadha Rainich,995.6,3266,213961,824610,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Top between Mam Sodhail and Sgurr na Lapaich
803,Carn Eighe,1182.8,3881,212355,826197,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1981-1974: Carn Eige
806,Carn Eighe - Stob a' Choire Dhomhain,1146.5,3761,213131,826407,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1969: Creag na h-Eige. 1974-1981: grid reference is 200m E but unlikely to refer to a different summit. See named worksheet.
808,Carn Eighe - Stob Coire Dhomhnuill,1139.1,3737,213797,826243,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,Munro Top,Munro Top,NA
809,Carn Eighe - Sron Garbh,1131,3711,214450,826387,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
849,Carn Eighe - Stob Coire Lochan,916.9,3008,211927,827171,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
826,Beinn Fhionnlaidh,1004.8,3297,211560,828271,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
810,Tom a' Choinich,1112,3648,216402,827331,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
819,Tom a' Choinich - An Leth-chreag,1051,3448,215406,826971,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
824,Tom a' Choinich - Tom a' Choinich Beag,1032,3386,215760,827291,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
818,Toll Creagach,1054,3458,219401,828280,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Tuill Creagach
841,Toll Creagach West Top,951,3120,217753,827544,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Top North of the Allt Toll Easa
864,Mullach Fraoch-choire,1102,3615,209491,817151,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Sgurr nan Ceathramhan
865,Mullach Fraoch-choire NE Top,1047,3435,209925,817371,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,1891: Sgurr nan Ceathramhan NE Top
862,A' Chraileag [A' Chralaig],1120,3675,209431,814791,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Garbh-leac; 1921-1997: A' Chralaig
866,A' Chraileag - Stob Coire na Craileig [Stob Coire na Cralaig],1008,3307,209140,816310,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,"1891: Coire Odhar, listed under Mullach Fraoch-choire; 1921-1974: Mullach Fraoch-choire S Top; 1981-1997: Stob Coire na Chralaig"
872,A' Chraileag - A' Chioch,946.6,3106,210896,815355,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1969: may refer to a summit at the NE end of the ridge. See named worksheet
867,Sail Chaorainn,999.2,3278,213313,815442,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,"1891: Tigh Mor, SSW top; 1921-1974: Tigh Mor na Seilge SSW Top"
869,Sail Chaorainn - Carn na Coire Mheadhoin,997.9,3274,213432,815881,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Tigh Mor Centre Top; 1921-1974: Tigh Mor na Seilge Centre Top
873,Sail Chaorainn - Tigh Mor na Seilge,927.4,3043,214029,816615,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1974: Tigh Mor na Seilge NNE Top
874,Sail Chaorainn - Carn a' Mhadaidh-ruaidh,919.2,3016,214027,814735,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,1891-1974: Sail Chaoruinn
863,Sgurr nan Conbhairean,1109,3638,212988,813896,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
868,Sgurr nan Conbhairean - Drochaid an Tuill Easaich,998.5,3276,212072,813441,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
870,Sgurr nan Conbhairean - Creag a' Chaorainn,998,3274,213705,813167,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1974: Creag a' Chaoruinn
871,Carn Ghluasaid,957,3140,214576,812523,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
894,Sgurr na Ruaidhe,993,3258,228900,842615,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Sgurr Ruadh
895,Carn nan Gobhar,992,3255,227303,843890,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
884,Sgurr a' Choire Ghlais,1083,3553,225835,843056,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
886,Sgurr Fhuar-thuill,1049,3442,223580,843754,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
888,Sgurr Fhuar-thuill - Creag Ghorm a' Bhealaich,1030,3379,224477,843505,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
889,Sgurr Fhuar-thuill - Sgurr na Fearstaig,1015,3330,222820,843732,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Sgurr na Festig
899,Moruisg,928,3045,210114,849939,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
900,Sgurr nan Ceannaichean,913.43,2997,208724,848063,NA,NA,NA,NA,NA,NA,Munro,Munro,Munro,Munro,NA,Reclassified as Corbett following survey in 2009
890,Maoile Lunndaidh,1004.9,3297,213506,845853,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,Munro,Munro,Munro,"1891: Maoile Lunndaich. Made the Munro even though height given as 1ft lower than the southern summit, hill 891 (1.2ft lower on the 1883 6"" map). This was corrected in 1921."
891,Maoile Lunndaidh - Creag Toll a' Choin,1005.3,3298,213082,845325,Munro Top,Munro,Munro,Munro,Munro,Munro,NA,NA,NA,NA,NA,"1891: see above. Munro returned to Maoile Lunndaidh when the 1:50k map gave a 1007m spot, now changed to 1005m and surveyed as 0.4m lower."
893,Maoile Lunndaidh - Carn nam Fiaclan,993,3258,212370,845504,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
885,Sgurr a' Chaorachain,1053,3455,208749,844738,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Sgurr a' Chaoruinn
887,Sgurr a' Chaorachain - Bidean an Eoin Deirg,1046.6,3434,210361,844324,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
892,Sgurr Choinnich,999.3,3279,207625,844627,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
898,Bidein a' Choire Sheasgaich,945,3100,204906,841265,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
896,Lurg Mhor,987,3238,206480,840451,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
897,Lurg Mhor - Meall Mor,974,3196,207210,840578,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
936,Carn nan Gobhar,993,3258,218188,834362,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
939,Carn nan Gobhar - Creag Dubh,947,3107,219970,835076,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
926,Sgurr na Lapaich,1151,3776,216103,835125,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
933,Sgurr na Lapaich - Rubha na Spreidhe,1057,3468,216320,835610,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,1891: Rudha na Spreidha; 1921-1974: Rudha na Spreidhe
937,Sgurr na Lapaich - Creag a' Chaorainn,969,3179,216800,833800,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,1891-1974: Creag a' Chaoruinn
935,Sgurr na Lapaich - Braigh a' Choire Bhig,1008,3307,215689,833437,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,NA
929,Sgurr na Lapaich - Sgurr nan Clachan Geala,1093,3586,216171,834240,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
927,An Riabhachan,1129,3704,213363,834483,Munro,NA,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
928,An Riabhachan NE Top,1125,3691,213824,834761,NA,Munro,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,NA,NA,NA
930,An Riabhachan SW Top,1086,3563,212286,833617,NA,NA,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
934,An Riabhachan West Top,1038,3406,211733,833774,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
931,An Socach,1069,3507,210061,833274,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
957,Sgurr Mhor (Beinn Alligin),986,3235,186565,861270,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Sgurr Mor
968,Tom na Gruagaich (Beinn Alligin),922,3025,185958,860153,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,1891: Spidean Coir' an Laoigh
953,Spidean a' Choire Leith (Liathach),1054.8,3461,192934,857969,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
954,Mullach an Rathain (Liathach),1023.8,3359,191188,857689,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,Munro,Munro,Munro,NA
958,Spidean a' Choire Leith (Liathach) - Stob a' Choire Liath Mhor,983.5,3227,193288,858110,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1974: Bidean Toll a' Mhuic; 1981-1997 Stob a' Coire Liath Mhor
963,Mullach an Rathain (Liathach) - Meall Dearg [Northern Pinnacles],955,3133,191383,857944,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1974: Meall Dearg; 1981-1990: Northern Pinnacles; 1997: Meall Dearg (Northern Pinnacles); 2021: Meall Dearg
967,Mullach an Rathain (Liathach) - Am Fasarinen,928.6,3047,192340,857470,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Spideanan nam Fasarinen. 1974: NG920576. Possibly refers to the 903m peak to the west. See named worksheet
969,Spidean a' Choire Leith (Liathach) - Stuc a' Choire Dhuibh Bhig,915.4,3003,194217,858225,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,Munro Top,Munro Top,NA
955,Ruadh-stac Mor (Beinn Eighe),1010,3314,195142,861152,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
956,Spidean Coire nan Clach (Beinn Eighe),993,3258,196615,859780,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,NA
959,Spidean Coire nan Clach (Beinn Eighe) - Sail Mhor,980,3215,193815,860587,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
964,Spidean Coire nan Clach (Beinn Eighe) - Coinneach Mhor (1974 position),954,3130,195020,860100,NA,NA,NA,NA,NA,Munro Top,NA,NA,NA,NA,NA,"1974 Tables give the 3100' spot on the 6"" map without the footnote in previous editions of the Tables; probably not an intentional relocation"
960,Spidean Coire nan Clach (Beinn Eighe) - Coinneach Mhor,976,3202,194447,860017,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,"1921-1981: A' Choinneach Mhor. 1891-1969: Footnote states summit is W of the 3100' spot on the 6"" map"
961,Spidean Coire nan Clach (Beinn Eighe) - Sgurr Ban,970,3182,197455,860020,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
962,Spidean Coire nan Clach (Beinn Eighe) - Sgurr nan Fhir Duibhe,963,3159,198164,860021,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891-1981: Sgurr an Fhir Duibhe
966,Spidean Coire nan Clach (Beinn Eighe) - Creag Dhubh,910,2986,198563,860786,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA,NA,NA,NA
981,Sgorr Ruadh,960.7,3152,195907,850506,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Sgurr Ruadh
982,Maol Chean-dearg,933,3061,192406,849911,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Meall a' Chinn Deirg
983,Beinn Liath Mhor,926,3038,196409,851982,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1010,Slioch,981,3219,200468,869076,NA,NA,NA,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro,Munro,NA
1012,Slioch - Trig Point,980,3215,200499,868874,Munro,Munro,Munro,NA,NA,NA,Munro,Munro,Munro,NA,NA,NA
1020,Slioch - Sgurr an Tuill Bhain,934,3064,201856,868875,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1023,Ruadh Stac Mor,918.7,3014,201853,875655,NA,NA,NA,NA,NA,Munro,Munro,Munro,Munro,Munro,Munro,"1974: NH021758 is taken from the 2850' contour on the inaccurate 1"" map. The 3014' height comes from the trig on the 1967 6"" map correctly shown at NH018756."
1014,A' Mhaighdean,967,3173,200776,874913,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1974: NH008751. See named worksheet
1019,Beinn Tarsuinn,933.8,3064,203960,872794,NA,NA,NA,NA,NA,Munro,Munro,Munro,Munro,Munro,Munro,Mentioned in 1933 as a probable Munro and listed in 1953 and 1969 without being properly included. See worksheet for A' Mhaighdean
1007,Mullach Coire Mhic Fhearchair,1015.2,3331,205206,873511,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1011,Mullach Coire Mhic Fhearchair East Top,977.8,3208,205626,873390,NA,NA,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1022,Mullach Coire Mhic Fhearchair - Sgurr Dubh,915.4,3003,206051,872924,NA,NA,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1009,Sgurr Ban,989,3245,205581,874554,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1024,Beinn a' Chlaidheimh,913.96,2999,206135,877581,NA,NA,NA,NA,NA,Munro,Munro,Munro,Munro,Munro,NA,1974: Beinn a' Chlaideimph. Reclassified as Corbett following survey in 2010
1003,Bidein a' Ghlas Thuill (An Teallach),1062.5,3486,206896,884366,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Bidein a' Ghlais Thuill
1013,Bidein a' Ghlas Thuill (An Teallach) - Glas Mheall Mor,979.5,3214,207619,885377,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1016,Bidein a' Ghlas Thuill (An Teallach) - Glas Mheall Liath,960.5,3151,207771,884101,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1004,Sgurr Fiona (An Teallach),1058.7,3473,206406,883679,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,Munro,Munro,Munro,NA
1008,Sgurr Fiona (An Teallach) - Sgurr Creag an Eich,1016.4,3335,205555,883829,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1006,Sgurr Fiona (An Teallach) - Lord Berkeley's Seat,1031.5,3384,206446,883508,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1005,Sgurr Fiona (An Teallach) - Corrag Bhuidhe,1047.2,3436,206481,883425,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1018,Sgurr Fiona (An Teallach) - Corrag Bhuidhe Buttress,946,3104,206669,883084,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA,NA,NA
1015,Sgurr Fiona (An Teallach) - Stob Cadha Gobhlach,958.5,3145,206874,882590,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Top above Cadha Gobhlach
1017,Sgurr Fiona (An Teallach) - Sail Liath,952.4,3125,207165,882494,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1043,A' Chailleach,998.6,3276,213621,871413,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1048,A' Chailleach - Toman Coinnich [Toman Coinich],936.6,3073,214874,871381,NA,NA,NA,NA,NA,NA,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1981-1997: Toman Coinich
1042,Sgurr Breac,999.6,3280,215840,871107,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1049,Meall a' Chrasgaidh,934,3064,218482,873320,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1041,Sgurr nan Clach Geala,1093,3586,218428,871473,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1051,Sgurr nan Each,923,3028,218464,869769,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1040,Sgurr Mor,1108.9,3638,220323,871818,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1044,Sgurr Mor - Meall nam Peithirean,974.3,3197,220734,870893,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1045,Sgurr Mor - Carn na Criche,961.7,3155,219619,872534,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,NA
1046,Beinn Liath Mhor Fannaich,954,3130,221960,872410,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,NA
1047,Meall Gorm,949.7,3116,222192,869584,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,1891: Meallan Rairigidh; 1921-1974: Meall Gorm NW Top
1053,Meall Gorm SE Top,922.4,3026,223206,869193,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,1891: Meall Gorm
