season,season_episode,series_episode,episode_name,episode_notes,air_date,judge1,judge2,judge3,appetizer,entree,dessert,contestant1,contestant1_info,contestant2,contestant2_info,contestant3,contestant3_info,contestant4,contestant4_info
39,2,485,"""Lamb Slam""",,"July 3, 2018",Martha Stewart,Alex Guarnaschelli,Marc Murphy," spring onions, porgy, nori, french fry-crusted corn dogs "," lamb sirloin, sunchokes, grasshopper pie, anchovies in brine "," brigadeiro, panettone, bergamot, butter coffee",Elliot Williams, Director of Culinary from Westford  MA , Asia Mei, Chef & Owner from South Boston  MA , Zach Pratt, Chef & Owner from Lewiston  ME , Nicholas Poulmentis, Executive Chef from New York  NY 
39,3,486,"""Wellington Woes""",,"September 18, 2018",Martha Stewart,Geoffrey Zakarian,Chris Santo," beef wellington pops, kohlrabi, herbed spaetzle, canned spiced ham "," halibut cheeks, hot dog broth, preserved lemons, zucchini blossoms "," chocoflan, fruit bouquet, peanut brittle, mamajuana",Justin Woodard, Corporate Executive Chef from Phoenix  AZ , Landen Garcia, Executive Chef from New York  NY , Elyssa Kaplan, Sous Chef from Cambridge  MA , Laura Gonzalez, Chef de Cusine from Paradise Valley  AZ 
39,4,487,"""Breakfast Battle""","The theme of this episode was making breakfast versions of each round's dish with at least one breakfast ingredient in each basket. The round 1 ""breakfast in bread"" ingredient was eggs and bacon in a sourdough breadbowl.","December 18, 2018",Martha Stewart,Amanda Freitag,Marc Murphy," breakfast in bread, orange juice, frozen hash browns, kale sprouts "," beghrir, skirt steak, spicy candies, farm fresh eggs "," breakfast sausage, maple syrup cheese, congee, french toast","Teerawong ""Yo"" Nanthavatsiri", Chef and Owner from Manhattan  NY , Nick Dixon, Executive Chef from Boston  MA , Brianna Bowering, Sous Chef from Boston  MA , Eric Felitto, Chef and Owner from Fairfield  CT 
39,5,488,"""Pizza Poetry""","The chefs competing were ""pizzaiolos"" ‒ chefs specializing in making pizza. The theme reflected that; they had to make pizza in every round. Round 1 was extended to 30 minutes to allow the chefs enough time to cook their pizzas.","March 19, 2019",Chris Santos,Alex Guarnaschelli,Geoffrey Zakarian," mac & cheese, escarole, New York-style dough, pig's head "," oxtail, cola slushie, banana blossoms in brine, Detroit-style dough "," dulce de leche, preserved green olives, mini chocolate bars. Neopolitan-style dough",Giulio Adriani, Restaurateur and Pizzaiolo from Atlanta  GA , Vincent Rotolo, Owner and Head Pizzaiolo from Las Vegas  NV , John Arena, Owner and Co-founder from Las Vegas  NV , Nino Coniglio, Chef and Owner from Brooklyn  NY 
39,6,489,"""Dollar Dishes""","The theme of this episode was ""budget baskets"" with every round having low-cost ingredients.","March 26, 2019",Scott Conant,Alex Guarnaschelli,Tiffani Faison," frozen taquitos, dozen eggs, frozen corn, home grown basil "," beef tripe stew, chicken legs, broccoli, instant mashed potatoes "," blueberry muffin mix, cream cheese, carrots, white wine ice cubes",Stephan Brezinsky, Chef and Owner from New York  NY , Allen Fisher, Executive Sous Chef from Woodstock  NY , Sebastian Wijata, Chef from Scottsdale  AZ , Figgy DiBenedetto, Chef and Owner from Portland  ME 
39,7,490,"""Pasta Possibilities""",The chefs were required to make pasta in every round. There was an entire counter in the pantry filled with various types of pastas that the chefs could use.,"April 2, 2019",Scott Conant,Amanda Freitag,Evan Funk," hamachi collar, bone marrow, pea tendrils, pickled pork skins "," braised lamb shanks, artichokes, Jordan almonds, tomato mozzarella salad "," giant cannoli, strawberry toaster pastries, chamomile grappa, kumquats",Massimiliano Eandi, Executive Chef from New York  NY , Allison Fasano, Chef from New York  NY , Andy Richmer, Chef and Owner from Madison  IN , Pawan Pinisetti, Executive Chef from Las Vegas  NV 
39,8,491,"""You've Got Snail""","The stuffed croissant in the second round was matcha tea flavored and stuffed with lemon curd. At the end of the second round, Darius discovered he cut himself, and as a result his dishes couldn't be tasted due to contamination. In the third round, Anna also cut herself but caught the injury in time.","April 9, 2019",Scott Conant,Amanda Freitag,Maneet Chauhan," whelks, carbonated candy, Fresno chiles, baby fennel "," scallops in the shell, mortadella, purple Brussels sprouts, stuffed croissants "," pig's feet, blood oranges, salted honey custard pie, blackstrap molasses",Ilson Goncalves, Chef and Owner from Montclair  NJ , Darius Chase, Sous Chef from Louisville  KY , Aless Mac Carthy, Owner/Caterer from New York  NY , Anna Vocaturo, Chef Partner from Washington  D.C 
39,9,492,"""Squab Goals""",,"April 16, 2019",Marc Murphy,Alex Guarnaschelli,Chris Santo," squab, canned peanut soup, mustard greens, salted peaches "," jumbo fluke, roasted spaghetti squash, tropical punch, octopus balls "," cricket cookie mix, mountain rose apples, almond vegan yogurt, jerk seasoning",Chris Moore, Chef from Memphis  TN , Coco Kim, Sous Chef from New York  NY , Janene Holig, Executive Chef and Co-Founder from Minneapolis  MN , Nick LaRosa, Executive Chef and Owner from Phoenix  AZ 
39,10,493,"""Viewers Rule""","All of the basket ingredients were chosen by the fans via social media: Facebook, Instagram, and Twitter. Chef Z competed in the 16th season of Hell's Kitchen.","April 23, 2019",Chris Santos,Maneet Chauhan,Marcus Samuelsson," rainbow gelatin, frozen pizza, horseradish root, creamed beef in a can "," burger buddy meal mix, bitter melon, raspberry vinaigrette, balut "," cocktail onions, pumpkin spice latte, salmon ice cream, apple pie filling",Lex Taylor, Chef and Owner from Ossining  NY , Stavros Karipides, Chef and Owner from Greenwich  CT , Aziza 'Z' Young, Executive Chef from Philadelphia  PA , Eyhab 'Happy' Hatab, Executive Chef from Mount Laurel  NJ 
39,11,494,"""Belly of the Beast""","Different types of belly meat was featured in each basket. The chicken cocktail in round 2 contained gin, salt, pepper, and a raw chicken egg. The piggy dumpling in round 3 was a steamed bun that looked like a pig (with edible nose, eyes, and ears) and was filled with custard. All 4 chefs were men.","April 30, 2019",Chris Santos,Alex Guarnaschelli,Marc Murphy," tuna belly, black trumpet mushrooms, pickled ramps, fish pâté "," lamb belly, lamb's lettuce, rice-vermicelli mix, prairie chicken cocktail "," pork belly, crystalized ginger, lady gala apples, piggy dumplings",Justin Loo, Executive Chef from Las Vegas  NV , Mac Jarvis, Chef de Cuisine from Jackson Hole  WY , Lucas Billheimer, Executive Chef from New York  NY , Matt Migliore, Sous Chef from Brooklyn  NY 
39,12,495,"""Brunch Brilliance""","The theme of this episode was brunch, with every basket containing ingredients associated with brunch. The boozy cereal in round 3 was cinnamon squares in a cup of cream and Caribbean rum.","May 7, 2019",Chris Santos,Alex Guarnaschelli,Maneet Chauhaun," duck bacon, chicken & waffles ice cream, tomatillos, corn tortillas "," deep-fried poached eggs, smoked black cod, watermelon radish, onion snack rings "," boozy cereal, pink grapefruit, ostrich egg, red velvet pancakes",Matt Drummond, Executive Chef from South Boston  MA , Jamie Landers, Chef and Owner from Philadelphia  PA , Bahr Rapaport, Chef and Owner from New York  NY , Gregory Headen, Sous Chef from Philadelphia  PA 
39,13,496,"""Eat Your Veggies""",This was a vegetable-centric episode with vegetables in every basket.,"May 14, 2019",Martha Stewart,Alex Guarnaschelli,Marcus Samuelsson," green bean pops, assorted cauliflower, turnips, dinosaur kale "," rose radicchio, kabocha squash, avocado toast, baby artichokes "," chocolate-covered crickets, baby spinach, rhubarb, lemon zucchini bread",Joe Cadina, Executive Sous Chef from Las Vegas  NV , Tamara Stanger, Executive Chef from Phoenix  AZ , Mike Joyce, Chef de Cuisine from Philadelphia  PA , Cory Oppold, Executive Chef from Scottsdale  AZ 
40,1,497,"""Fire it Up!""","All the contestants were firefighters. Firehouse Subs sponsored this episode and donated $25,000 to the Firehouse Subs Public Safety Foundation in honor of the competitors. A second deep-fryer was provided in the appetizer round to help ensure all the chefs managed to cook the chicken wings. The cherries jubilee in the third round was presented in a pan and on fire, inside the basket, surprising the competitors. This episode was dedicated to Keith Young, an FDNY firefighter and Chopped Champion who died on March 17, 2018. Marissa cut herself in Round 1.","July 17, 2018",Geoffrey Zakarian,Alex Guarnaschelli,Marcus Samuelsson," chicken wings, jicama, spicy cheese puffs, Kosher dill pickles "," chuck strip steaks, chili, dinosaur kale, jalapeño cheesecake ice cream "," cherries jubilee, sriracha mayonnaise, mango, smoked chocolate chips",Marissa Bergen, Firefighter & Paramedic from Trenton  NJ , Nick Triscari, Firefighter & Chef Owner from New Rochelle  NY , Monkonjay Gray, Firefighter & Cheesecake Chef from Greensboro  NC , Daniel Brelsford, Firefighter & Cooking Instructor from Bridgeport  CT 
40,2,498,"""Whiz Kid Cooks""","The contestants were all children. Instead of the usual 20 minutes, the first round was extended to 30 minutes. In the third round, the kids were given miniature gumball machines filled with candy, and a roll of quarters to get the candy out.","September 4, 2018",Marc Murphy,Amanda Freitag,Geoffrey Zakarian," ground chicken, rapini, lemon sorbet, tahini paste "," flat iron steak, sprouting cauliflower, waffle fries, dates "," Linzer cookies, baby kiwis, cherry kombucha, candy dispenser",Ryan Greenberg ,age 12 from Livingston  NJ , Django Santalis ,age 10 from Patterson  NY , Pipa Hardin ,age 12 from Campbell  CA , Rachel Goldzal ,age 12 from Staten Island  NY 
40,3,499,"""Halloween Hijinks""","This was a Halloween themed episode with Halloween themed basket ingredients. In the first round: the ""rat"" meatballs were just regular meatballs with edible fake rat ears and eyes on it, the ""mac o'lanterns"" were orange bell peppers carved into jack o'lantern faces and filled with mac and cheese, and the eye-tini was a martini with a fake eyeball (lychee with blueberry) stuck in it. In the second round: the shrimp cocktail was served in chilled gelatin inside a prop head bust, and the loaded mashed potatoes had a spider web design piped on with sour cream. In the third round: the ""creepy crawlies"" were dates cut to resemble bugs, and the meringue was in the shape of bones. Chef Hazel also appeared on Season 14 of Hell's Kitchen.","October 2, 2018",Martha Stewart,Alex Guarnaschelli,Geoffrey Zakarian," spooky baked rat meatballs, Swiss chard, mac o'lanterns & cheese, eye-tini "," bloody brain shrimp cocktail, green Romano beans, spider web mashed potatoes, cauldron curry "," haunted gingerbread house, prickly pears, chocolate stuffed creepy crawlies, meringue bones",Edwin Anthony Rodriguez, Chef from Brooklyn  NY , Samantha Sanz, Chef de Cuisine from Scottsdale  AZ , Marino Rosato, Executive Chef from New York  NY , Christine Hazel, Traveling Chef from Philadelphia  PA 
40,4,500,"""Chopped Champs Throwdown: Battle 1""","This was the first of a five-part tournament, where sixteen past champions competed. The winner of each preliminary round advanced to the finale, where they competed for $50,000. In the appetizer round, Chef Johnson did not cook her smelt. The judges did not eat her dish as a result, citing the risks of parasites from freshwater fish.","October 9, 2018",Chris Santos,Alex Guarnaschelli,Marc Murphy," smelt, rainbow carrots, pork sticks, turmeric tea "," rack of venison, salty licorice, green tomatoes, blueberry pie filling "," cotton candy burrito, mangoes, macadamia nuts, milk jam",Syrena Johnson," Private Chef and Caterer from New Orleans  LA  Episode 35.19 - ""Mardi Gras Goals"" ", Heather Carr," Sous Chef from Denver  CO  Episode 33.1 - ""Best Laid Pans"" ", Franco Robazetti," Executive Chef from Jersey City  NJ  Episode 37.7 - ""Surf and Turf"" ", Evan Hennessey," Executive Chef & Owner from Dover  NH  Episode 37.5 - ""Leftover Takeover""  advances to final round "
40,5,501,"""Chopped Champs Throwdown: Battle 2""",This is the second part of a five-part tournament.,"October 16, 2018",Marc Murphy,Maneet Chauhan,Chris Santo," fermented rice pudding, grape jelly meatballs, swiss chard, black garlic "," tri-tip, kohlrabi, giant jawbreaker, pesto sauce "," popcorn bowl of treats, cherries, pinot noir, ground coffee",Kenneth Temple," Private Chef  New Orleans  LA  Episode 35.11 - ""Pie Jinks"" ", Chris Paulikas," Executive Sous Chef from Philadelphia  PA  Episode 35.20 - ""Dim Sum Yum"" ", Christopher Royster," Chef de Cuisine  Flagstaff House  Boulder  CO  Episode 31.11 - ""Beast Feast"" ", Adriana Urbina," Chef and Owner  Tepuy Dining  New York  NY  Episode 32.11 - ""Latin Cuisine Dream""  advances to final round "
40,6,502,"""Chopped Champs Throwdown: Battle 3""",This is the third part of a five-part tournament.,"October 23, 2018",Scott Conant,Amanda Freitag,Geoffrey Zakarian," uni, pea shoots, cucumber potato chips, imitation crab "," vanilla milkshake, boneless beef shank, eggplants, xo sauce "," coconut curry simmering sauce, papaya, tamarind pods, giant peanut butter cup",Nicholas Poulmentis," Executive Chef from New York  NY  Episode 39.2 - ""Lamb Slam"" ", Andrew Riccatelli," Chef de Cuisine  Terroir  New York  NY  Episode 32.10 - ""Something Dumpling"" ", Lynette Mosher," Executive Chef from Danvers  MA  Episode 38.2 - ""Hot Off the Grill!"" ", Tatiana Rosana," Executive Chef from Boston  MA  Episode 37.8 - ""Under the Cuban Sun""  advances to final round "
40,7,503,"""Chopped Champs Throwdown: Battle 4""",This is the fourth part of a five-part tournament.,"October 30, 2018",Scott Conant,Alex Guarnaschelli,Marc Murphy," pickled turnips, sweet potatoes, quail eggs, Moroccan dried beef "," red snapper, watermelon, zucchini blossoms, pandan pancakes "," sfogliatelle, raspberries, black walnuts in syrup, matcha pops",Dave Hadley," Sous Chef  The Preservery  Denver  CO  Episode 32.8 - ""Chefs in a Pickle ", Adam Allison," Chef & Owner from Mesa  AZ  Episode 38.1 - ""Plum Luck ", Airis Johnson," Private Chef  ATC Spice Blends  Brooklyn  NY  Episode 35.8 - ""Feel the Burn"" ", Matthew Ginn," Executive Chef from Portland  ME  Episode 38.5 - ""Room for 'Shrooms""  advances to final round "
40,8,504,"""Chopped Champs Throwdown: Finale""",This is the final part of a five-part tournament.,"November 6, 2018",Scott Conant,Amanda Freitag,Marc Murphy," shad roe, coffee creamers, watermelon radishes, pork belly "," goat head, merguez sausage, pignoli cookies, spruce tips "," honeycomb, peaches, mosaic gelatin, smoked duck",Evan Hennessey," Executive Chef & Owner from Dover  NH  Episode 37.5 - ""Leftover Takeover"" ", Matthew Ginn," Executive Chef from Portland  ME  Episode 38.5 - ""Room for 'Shrooms"" ", Tatiana Rosana," Executive Chef from Boston  MA  Episode 37.8 - ""Under the Cuban Sun"" ", Adriana Urbina," Chef and Owner  Tepuy Dining  New York  NY  Episode 32.11 - ""Latin Cuisine Dream"" "
40,9,505,"""Thankful Siblings""","This was a Thanksgiving themed episode where three Chopped judges, and Ted Allen, were joined by their siblings to compete for their charities of choice. Since Ted was competing, the judges took turns performing his hosting duties, and unveiling who got chopped each round (Scott presented the first round, Tiffani presented the second round, and Chris presented the third round).","November 13, 2018",Scott Conant,Tiffani Faison,Chris Santo," pork tenderloin, baby kale, turkey jerky, onion rings casserole "," rainbow chard, vegducken, pumpkin dinner rolls, leg of lamb "," candied yam latte, popcorn on the cob, unbaked cinnamon roll pie, figs",Ted and Lisa Allen ,charity: Reach Higher , Marc and Paul Murphy ,charity: No Kid Hungry , Maneet and Reeti Chauhan ,charity: March of Dimes , Amanda and Jason Freitag ,charity: God's Love We Deliver 
40,10,506,"""Tea Eggs and Sympathy""",,"November 27, 2018",Marcus Samuelsson,Martha Stewart,Maneet Chauhan," yu choy, chicken schmaltz, Chinese tea eggs, quahog clams "," arctic char, pig ears, pizza hamantaschen, rhubarb "," eggplants in syrup, wafer sheets, Mexican chocolates, durian",Leah Eubanks, Sous Chef from Nashville  TE , Nicole Poirier, Private Chef/Caterer from San Francisco  CA , Pujan Sarkar, Chef De Cuisine from San Francisco  CA , Eli Dunn, Chef and Owner from Warren  RI 
40,11,507,"""Holly Jolly Grandmas""","This was a holiday-themed episode where grandmothers competed, all of them working or having worked in the kitchen professionally. The first round was increased to 30 minutes instead of the usual 20 minutes.","December 4, 2018",Scott Conant,Amanda Freitag,Maneet Chauhan," buffalo tenderloin, chicken candy canes, frozen peas, latke tower "," golden goose, spiked egg nog, purple asparagus, jelly doughnut bites "," holiday cookies, pomegranate seeds, cream cheese, hot cocoa mix ornament",Altina Lester, Retired Chef from Boston  MA , Charisse Chavers, Head Chef from Brooklyn  NY , Norma Knepp, Chef & Owner from Lancaster  PA , Ceil Vardar, Retired Caterer from Norwich  CT 
40,12,508,"""It's a Sibling Thing""","This was a team cook episode where the duos were young siblings. As with most other child-themed Chopped episodes, the first round was extended to 30 minutes.","January 22, 2019",Marc Murphy,Amanda Freitag,Geoffrey Zakarian," jumbo shrimp, mustard greens, whipped cream, ramen pizza "," goat chops, chayote squash, labne, cookies & cream popcorn "," Japanese cheesecake, rambutan, strawberry banana juice, fruit rings cereal",Quinn Walmer ,age 11 & Lyla Walmer  age 9 from Bridgewater  NJ , Jackson Rockmel ,age 14 & Skyler Rockmel  age 12 from Berkeley  CA , Sara Bonic ,age 14 & Sammy Bonic  age 12 from Cantonsville  MD , Arielle Wayner ,age 13 & Alfie Wayner  age 9 from New Rochelle  NY 
40,13,509,"""Hotdog Hotshots""","very basket in this episode featured hot dogs and there were several different types of hot dogs in the pantry (from venison sausage to cocktail weenies). The ""wieners in a quilt"" in the third round were just hot dogs rolled in crescent dough.","July 16, 2019",Chris Santos,Amanda Freitag,Geoffrey Zakarian," hot dog cake, mâche, mangos, onion snack ring "," pickle corn dogs, shishito peppers, canned whipped cream, caviar "," wieners in a quilt, frozen sour cherries, caramel popcorn, lemon curd",Ricardo Arias, Executive Chef from New York  NY , Steven Oliver, Chef & Owner from San Diego  CA , Britni Nelson, Sous Chef from Philadelphia  PA , Jeff Martino, Chef de Cuisine from Boston  MA 
41,1,510,"""Ultimate Redemption""",This episode featured runners-up from various multi-episode Chopped tournaments who didn't win their final rounds.,"December 11, 2018",Chris Santos,Maneet Chauhan,Marc Murphy," goat chops, escarole, pickled eggs, beet hummus "," capon, pak choi, michelada mix, raisin bran "," mega cookie sandwich, Brazil nuts, Korean milk soda, wild strawberries in syrup",Seis Kamimura, Executive Chef from Seattle  WA  Chopped: Beat Bobby Flay Tournament , Nick Wallace, Executive Chef from Jackson  MS  Alton's Challenge Tournament , Lynnae Oxley-Loupe, Chef and Pitmaster from Portland  OR  Gold Medal Games Tournament , Stephen Coe, Executive Chef from Plymouth  MA  Grill Masters 2017 Tournament 
41,2,511,"""Game On!""",ach basket had typical sports/football fan food.,"January 29, 2019",Scott Conant,Amanda Freitag,Geoffrey Zakarian," Wagyu beef, norwis potatoes, pickled avocados, nacho cheesecake "," jalapeño jelly shots, red cabbage, chili dog bread, chicken drumsticks "," soft pretzel dough, kumquats, beer sangria, reuben egg rolls",Jennifer Bajsel, Owner & Executive Chef from Dallas  TX , Aaron Morrisey, Sous Chef from Edgewater  NJ , Stephen Hayek, Owner & Executive Chef from Highlands  NJ , John Bedingfield, Executive Chef from Baltimore  MD 
41,3,512,"""Three Cheers for Chocolate!""","This was a special all-desserts episode with all pastry chefs. There was chocolate in every basket; the first round was dark chocolate, the second round was milk chocolate, and the third round was white chocolate. The first round was extended to 30 minutes. Chef Dan forgot an ingredient in both the second and third round, leading to him getting chopped.","February 5, 2019",Martha Stewart,Alex Guarnaschelli,Geoffrey Zakarian," dark chocolate ketchup, lychee, corn chips, dark chocolate blackout cake "," milk chocolate pot de crème, rainier cherries, duck livers, giant milk chocolate treat "," white chocolate truffle tower, apricots, aleppo pepper, white hot chocolate",Michelle Poteaux, Pastry Chef & Owner from Alexandria  VA , Julian Plyter, Pastry Chef & Owner from New York  NY , Dan Huynh, Executive Pastry Chef from Cupertino  CA , Melodie Asseraf, Pastry Chef & Owner from New York  NY 
41,4,513,"""Bacon, Burgers and Beer!""","The theme of this episode was bacon in the appetizer round, burger ingredients in the entree round, and beer in the dessert round. The gourmet burger blend was a blend of short rib, brisket, and flat iron.","May 21, 2019",Angie Mar,Maneet Chauhan,Marcus Samuelsson," pork belly, cheese curds, purple baby Brussels sprouts, bacon roses "," gourmet burger blend, pickled watermelon rind, iceberg lettuce, french fry coated onion rings "," stout beer chocolate ice cream, nectarines, pub cookies, reaper chili beer",Nicole Roarke, Chef Consultant from Long Island  NY , Jonathan Shepard, Executive Chef from New York  NY , Diego Sanchez, Executive Chef from New York  NY , Brittany Rescigno, Head Chef from Sunnyvale  CA 
41,5,514,"""Just Add Cheese!""","This was a cheese themed episode with cheese in every basket. The lemon soda in the first round was an Italian style ""limonata"" (despite having the brand name obscured, it seemed to be San Pellegrino). The ants in the second round were dried and flavored with basil.","June 4, 2019",Alex Guarnaschelli,Marcus Samuelsson,Liz Thorp," Philly cheesesteak bowl, lemon soda, Italian sausage, herbed goat cheese "," deep dish pizza, Canadian bacon, queen weaver ants, Pico Melero "," mac & cheese grilled cheese, honeycrisp apples, salted caramel, Alpine cheese",Zack Davis-Wooldridge, Executive Chef from San Francisco  CA , Laura Meyer, Head Pizzaiolo from Sacramento  CA , Rahaf Amer, Executive Chef from Nashville  TN , Lanfranco Paliotti, Head Chef from Brooklyn  NY 
41,6,515,"""Holy Bologna!""",,"June 18, 2019",Geoffrey Zakarian,Amanda Freitag,Maneet Chauhan," bologna cake, tomato soup, celtuce, Cerignola olives "," beef kidneys, stroopwafels, ramps, snow fungus soup "," kransekake, key limes, green almonds, rose syrup",Kat Britt, Lead Line Cook from Nashville  TN , Doug Rodrigues, Chef from Boston  MA , Roe Dileo, Chef & Food Director from Dallas  TX , Jay Rohlfing, Executive Chef from Towson  MD 
41,7,516,"""Plum Fantastic""","In the second round, ""'o pere e 'o musso"" is described by the judges as a Naples street food made of boiled pig snout and pig foot.","June 25, 2019",Scott Conant,Geoffrey Zakarian,Marcus Samuelsson," kinome, raspberry wasabi mustard, buffalo potato tots, chicken hearts "," guinea hen, mixed oca, nopales, 'o pere e 'o musso "," micro lemongrass, strawberry cream liqueur, sour plums, Dutch baby pancakes",Cara Nance, Executive Chef from Barrington  RI , Marlee Belmonte, Sous Chef from San Francisco  CA , Sam Badolato, Estate Winery Chef from Sonoma  CA , Leo Asaro, Executive Chef from Boston  MA 
41,8,517,"""Culinary Fireworks""","The baskets in this episode celebrated American summertime food. The patriotic eggs in round 1, the star spangled spaghetti in round 2, and the candy chocolates in round 3 were dyed red, white, and blue.","July 2, 2019",Scott Conant,Geoffrey Zakarian,Marcus Samuelsson," watermelon tequila keg, seafood corn dogs, patriotic deviled eggs, corn on the cob "," cowboy steaks, firecracker mizuna, antipasti kebabs, star spangled spaghetti "," mustard & ketchup cake, raspberries, graham crackers, candy-coated chocolates",Ross Scofield, Chef & Owner from Philadelphia  PA , Kalen Jane, Restaurant Consultant & Chef from Fort Worth  TX , Ed Evans, Executive Chef from Hanover  MD , Ben Merritt, Chef & Owner from Fort Worth  TX 
41,9,518,"""Take the Cake""",,"July 23, 2019",Geoffrey Zacharian,Alex Guarnaschelli,Marcus Samuelsson," scallops, galangal, marsh snail vinegar, croissant tacos "," soft shell crabs, culantro, turkey eggs, baby bananas "," Swedish princess cake, green strawberries, lavender mints, Basmati rice",Josh Cohen, Sous Chef from New York  NY , Mona Michael, Chef & Owner from San Francisco  CA , Juan Rodriguez, Chef & Owner from Fort Worth  TX , Rashad Armstead, Chef & Owner from Oakland  CA 
41,10,519,"""So Sumac Me!""",,"August 13, 2019",Marcus Samuelsson,Alex Guarnaschelli,Chris Santo," kibbeh nayeh, lemon meringue tart, Persian cucumbers, roti "," monkfish tails, asparagus, sumac, umeboshi "," dragon fruit, cured egg yolks, piloncillo, butter crackers",Al McLean, Executive Chef from Natick  MA , Yasi Sapp, Executive Chef from Philadelphia  PA , Kristina Preka, Culinary Director from New York  NY , Xavier Santiago, Executive Chef from Manchester  CT 
41,11,520,"""Tendon Loving Care""","This originally aired as a second new episode immediately following the '$50,000 Champs Challenge: Part 4' episode above. Chef Anoosh cut himself in round 2, then Chef Desiree cut herself and was delayed in getting treated because the medic was busy bandaging Chef Anoosh.","February 11, 2020",Marcus Samuelsson,Maneet Chauhan,Chris Santo," beef tendon, bok choy, fried persimmon, pea milk "," lomo Ibérico, Chinese okra, king oyster mushrooms, pinto beans & cheese "," apple tarte Tatin, mangos, preserved yogurt, graham crackers",Tony Camilleri, Executive Chef from West Hartford  CT , Desiree Simon, Private Chef & Caterer from New York  NY , Anoosh Shariat, Executive Chef and Owner from Louisville  KY , Eliza Martin, Chef & Culinary Instructor from San Francisco  CA 
41,12,521,"""Poutine Cuisine""","Chef Rob forgot to plate 2 ingredients in the second round, leading to him being eliminated.","March 17, 2020",Chris Santos,Alex Guarnaschelli,Marc Murphy," hot chicken poutine, Argentinian sausage, fava beans, sour bamboo slices "," red grouper, spring garlic, bubble tea, broccoli & cheese calzone "," Chinese bacon, rainbow pretzel, black mission figs, canned custard",Neil Syham, Chef and Owner from Flushing  NY , Rob Dasalla, Chef de Cuisine from San Jose  CA , Doreen DeMarco, Executive Chef from Philadelphia  PA , Aldo Alo, Private Chef from Southampton  NY 
41,13,522,"""Frying Times""","The chefs had to fry at least one item in each round. To accommodate the theme, a second fryer was put into the Chopped kitchen.","March 31, 2020",Geoffrey Zakarian,Maneet Chauhan,Marc Murphy," tarragon soda, halibut fillets, zucchini, mushroom ravioli "," lamb shoulder, mozzarella sticks, green beans, cricket flour "," chocolate sandwich cookies, plantains, sweet pear mint, french fry sundae",Fabiano Baiera, Chef from Harrison  NJ , Hans Trabi, Sous Chef from New York  NY , Patrick Roney, Executive Chef from Louisville  KY , Sarah Nelson, Executive Chef from New York  NY 
42,1,523,"""Thanksgiving Pie, Oh My!""","This a Thanksgiving themed episode (the second Thanksgiving episode that aired in 2018, following ""Thankful Siblings""). The rounds were modified to fit the theme; instead of appetizer the first round was ""sides"", instead of entrée the second round was ""turkey"", and the dessert round was specified for ""pie"". The first round had 30 minutes to accommodate multiple side dishes, the second round was extended to 45 minutes to give enough time to butcher and cook the turkey, and the third round was 45 minutes to give enough time to bake a pie. The first chef eliminated had a donation made to No Kid Hungry in their honor.","November 20, 2018",Martha Stewart,Amanda Freitag,Marc Murphy," red malabar spinach, mashed potato & gravy ice cream, turkey giblets, apple butternut squash soup "," whole turkey, leeks, breakfast sausage, kouign-amann "," turkey skin, cranberries, tawny port, sweet potato spoonbread",Meredith Lorencz, Sous Chef from Bethlehem  PA , Gregg Brackman, Chef & Owner from Swampscott  MA , Lee Davidson, Caterer from Oakland  CA , David Thomas, Chef & Owner from Baltimore  MD 
42,2,524,"""Weird, Wacky, and Wild!""","The theme of this episode was weird ingredients in every basket. The ""unicorn barf"" in round 3 was a colorful marshmallow treat. Chef Jen cut herself in the third round which slowed her down.","September 17, 2019",Geoffrey Zakarian,Amanda Freitag,Marcus Samuelsson," foot soup, buffalo milk pasta, bitter melon leaves, pork uterus "," fuzzy squash, liquid kimchi, dried shrimp, nutria "," banana milk, mangosteen, blood pancakes, unicorn barf",CJ Barroso, Executive Chef from New York  NY , Greg Stott, Chef de Cuisine from Ramsey  NJ , Alex Crabb, Chef and Owner from Boston  MA , Jen Biesty, Chef and Owner from Oakland  CA 
42,3,525,"""Sweet and Salty Success""","In this episode, the chefs had to pair together sweet and salty ingredients that were featured in each basket.","January 7, 2020",Chris Santos,Martha Stewart,Maneet Chauhan," bastilla, shishito peppers, candied bacon, feta & watermelon salad "," rabbit saddle, kettle corn, mâche, everything bagel doughnuts "," strawberry pretzel gelatin, cape gooseberries, yogurt-covered almonds, white miso paste",Nick Cassidy, Corporate Executive Chef from Philadelphia  PA , Koji Kakimoto, Executive Chef from Huntington  NY , Robin Clark, Chef de Cuisine from Worcester  MA , Chris Kollar, Owner and Chocolatier from Yountville  CA 
42,4,526,"""Chopped U""",College students compete in this episode.,"January 14, 2020",Scott Conant,Martha Stewart,Amanda Freita," frozen pizza, baby kale, salsa, ground beef "," lamb chops, baby carrots, bacon-wrapped avocado with egg, espresso drink "," cereal-infused milk, bananas, peanut butter, edible cookie dough",Rachel Prokupek ,Sophomore  University of Pennsylvania in Philadelphia  PA , Leticia de Souza ,Sophomore  Stanford University in Stanford  CA , Donny Enriquez ,Junior  University of Wisconsin-Madison in Madison  WI , Benjamin Dubow ,Senior  Columbia University in New York  NY 
