tconst,parent_tconst,season_number,episode_number,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,parent_title_type,parent_primary_title,parent_original_title,parent_start_year,parent_end_year,parent_runtime_minutes,parent_genres,parent_simple_title,parent_average_rating,parent_num_votes,christmas,hanukkah,kwanzaa,holiday
tt2932212,tt0367367,1,10,Max's Christmas/Ruby's Snow Queen/Max's Rocket Run,Max's Christmas/Ruby's Snow Queen/Max's Rocket Run,2002,8,"Animation,Family",maxs christmasrubys snow queenmaxs rocket run,5,10,tvSeries,Max & Ruby,Max & Ruby,2002,2021,30,"Animation,Family",max  ruby,6.1,2873,TRUE,FALSE,FALSE,FALSE
tt2942712,tt2789226,1,4,"Merry Christmas, Mr. Sloane","Merry Christmas, Mr. Sloane",2014,23,Comedy,merry christmas mr sloane,7.8,26,tvSeries,Mr. Sloane,Mr. Sloane,2014,2014,NA,Comedy,mr sloane,7.6,1159,TRUE,FALSE,FALSE,FALSE
tt2947182,tt2301807,1,39,Christmas Is the Last Chance for Love!/Cleanup Is a Chance to Wash Away the Past!,Christmas Is the Last Chance for Love!/Cleanup Is a Chance to Wash Away the Past!,2012,23,"Action,Animation,Comedy",christmas is the last chance for lovecleanup is a chance to wash away the past,6.5,15,tvSeries,Naruto SD: Rock Lee & His Ninja Pals,Naruto SD: Rock Lee no Seishun Full-Power Ninden,2012,2013,24,"Action,Animation,Comedy",naruto sd rock lee  his ninja pals,7.2,1007,TRUE,FALSE,FALSE,FALSE
tt2947876,tt0168341,1,23,Holiday on an Uninhabited Island,Holiday on an Uninhabited Island,1981,NA,"Adventure,Animation,Family",holiday on an uninhabited island,5.2,11,tvSeries,Swiss Family Robinson,Kazoku Robinson hyôryûki fushigina shima no furône,1981,1981,30,"Adventure,Animation,Family",swiss family robinson,7.4,1139,FALSE,FALSE,FALSE,TRUE
tt2967728,tt0185103,1,44,Happy Xmas!,Happy Xmas!,1993,46,"Action,Sport",happy xmas,5.2,34,tvSeries,WWE Raw,WWE Monday Night RAW,1993,NA,60,"Action,Sport",wwe raw,7.7,9584,TRUE,FALSE,FALSE,FALSE
tt2979652,tt0297494,NA,NA,Star Studded Christmas Special,Star Studded Christmas Special,2005,23,"Animation,Comedy",star studded christmas special,7.9,55,tvSeries,Aqua Teen Hunger Force,Aqua Teen Hunger Force,2000,2023,15,"Animation,Comedy",aqua teen hunger force,7.7,26470,TRUE,FALSE,FALSE,FALSE
tt29931142,tt19356182,1,13,The Thanksgiving Holiday Special,The Thanksgiving Holiday Special,2023,15,"Animation,Family",the thanksgiving holiday special,6.6,11,tvSeries,Chip Chilla,Chip Chilla,2023,NA,NA,"Animation,Family",chip chilla,4,793,FALSE,FALSE,FALSE,TRUE
tt30062869,tt1091909,17,9,The Christmas List,The Christmas List,2023,NA,"Crime,Drama,Mystery",the christmas list,8.8,17,tvSeries,Murdoch Mysteries,Murdoch Mysteries,2008,NA,48,"Crime,Drama,Mystery",murdoch mysteries,8.2,16651,TRUE,FALSE,FALSE,FALSE
tt3019140,tt1740717,1,8,The First Christmas,The First Christmas,2012,26,"Adventure,Animation,Family",the first christmas,6.8,11,tvSeries,Superbook,Superbook,2011,NA,22,"Adventure,Animation,Family",superbook,6.7,365,TRUE,FALSE,FALSE,FALSE
tt30210303,tt4859164,7,14,'Twas the Fight Before Christmas,'Twas the Fight Before Christmas,2023,NA,"Adventure,Animation,Comedy",twas the fight before christmas,8.4,10,tvSeries,The Loud House,The Loud House,2014,NA,22,"Adventure,Animation,Comedy",the loud house,7,7892,TRUE,FALSE,FALSE,FALSE
tt3022272,tt1983079,3,0,Christmas Special,Christmas Special,2013,78,"Drama,History",christmas special,8.6,501,tvSeries,Call the Midwife,Call the Midwife,2012,NA,60,"Drama,History",call the midwife,8.6,29994,TRUE,FALSE,FALSE,FALSE
tt3036714,tt0281474,1,26,A Very Woody Christmas/It's a Chilly Christmas After All/Yule Get Yours,A Very Woody Christmas/It's a Chilly Christmas After All/Yule Get Yours,2000,21,"Adventure,Animation,Comedy",a very woody christmasits a chilly christmas after allyule get yours,6.3,18,tvSeries,The New Woody Woodpecker Show,The Woody Woodpecker Show,1999,2002,30,"Adventure,Animation,Comedy",the new woody woodpecker show,6.5,1571,TRUE,FALSE,FALSE,FALSE
tt3040792,tt1566209,NA,NA,A Christmas Story,A Christmas Story,2004,1,"Animation,Comedy,Short",a christmas story,5.8,11,tvSeries,30-Second Bunny Theatre,30-Second Bunny Theatre,2004,NA,1,"Animation,Comedy,Short",30second bunny theatre,6.9,142,TRUE,FALSE,FALSE,FALSE
tt3054570,tt0434665,14,51,Toshiro Hitsugaya's Holiday,Toshiro Hitsugaya's Holiday,2011,24,"Action,Adventure,Animation",toshiro hitsugayas holiday,5.7,145,tvSeries,Bleach,Bleach: Burîchi,2004,2023,24,"Action,Adventure,Animation",bleach,8.2,66453,FALSE,FALSE,FALSE,TRUE
tt3103872,tt1721666,6,5,Christmas Surprise,Christmas Surprise,2013,22,Reality-TV,christmas surprise,5.4,10,tvSeries,Sister Wives,Sister Wives,2010,NA,42,Reality-TV,sister wives,4.4,2842,TRUE,FALSE,FALSE,FALSE
tt3111266,tt1166871,1,37,Christmas 24 Hours,Christmas 24 Hours,2008,26,"Action,Adventure,Animation",christmas 24 hours,7,10,tvSeries,Golgo 13,Golgo 13,2008,2009,1250,"Action,Adventure,Animation",golgo 13,7.4,516,TRUE,FALSE,FALSE,FALSE
tt3112552,tt0086815,17,19,The Missing Christmas Decorations,The Missing Christmas Decorations,2013,11,"Adventure,Animation,Comedy",the missing christmas decorations,7,45,tvSeries,Thomas & Friends,Thomas the Tank Engine & Friends,1984,2021,11,"Adventure,Animation,Comedy",thomas  friends,6.5,6122,TRUE,FALSE,FALSE,FALSE
tt3114280,tt0396991,3,13,The Holiday Spirit,The Holiday Spirit,2013,23,"Adventure,Comedy,Family",the holiday spirit,7.6,23,tvSeries,LazyTown,LazyTown,2002,2014,30,"Adventure,Comedy,Family",lazytown,5.9,8231,FALSE,FALSE,FALSE,TRUE
tt3119198,tt0857277,2,18,Mission: Save Bigfoot/Mrs. Beady Takes a Holiday,Mission: Save Bigfoot/Mrs. Beady Takes a Holiday,2010,24,"Adventure,Animation,Comedy",mission save bigfootmrs beady takes a holiday,7.5,20,tvSeries,Back at the Barnyard,Back at the Barnyard,2007,2011,85,"Adventure,Animation,Comedy",back at the barnyard,5.7,4339,FALSE,FALSE,FALSE,TRUE
tt3189038,tt0437745,6,21,Born Again Virgin Christmas Special,Born Again Virgin Christmas Special,2013,12,"Adventure,Animation,Comedy",born again virgin christmas special,7.6,102,tvSeries,Robot Chicken,Robot Chicken,2001,NA,11,"Adventure,Animation,Comedy",robot chicken,7.7,45600,TRUE,FALSE,FALSE,FALSE
tt3198440,tt2986256,1,1,Christmas Mom,Christmas Mom,2013,21,Comedy,christmas mom,9.3,55,tvSeries,Meet the Family,Meet the Family,2013,NA,30,Comedy,meet the family,8,274,TRUE,FALSE,FALSE,FALSE
tt3214998,tt2222135,2,7,Twas the Flight Before Christmas,Twas the Flight Before Christmas,2013,23,"Comedy,Drama,Family",twas the flight before christmas,7.9,32,tvSeries,Dog with a Blog,Dog with a Blog,2012,2015,22,"Comedy,Drama,Family",dog with a blog,5,6746,TRUE,FALSE,FALSE,FALSE
tt3218334,tt2258904,2,5,The Ghosts of Christmas Past,The Ghosts of Christmas Past,2014,42,Drama,the ghosts of christmas past,8.3,110,tvSeries,A Place to Call Home,A Place to Call Home,2013,2018,60,Drama,a place to call home,8.3,6117,TRUE,FALSE,FALSE,FALSE
tt3221242,tt1865769,3,7,"Good Luck Jessie: NYC Christmas, Part 1","Good Luck Jessie: NYC Christmas, Part 1",2013,48,"Comedy,Drama,Family",good luck jessie nyc christmas part 1,7.5,178,tvSeries,Jessie,Jessie,2011,2015,30,"Comedy,Drama,Family",jessie,6.1,18094,TRUE,FALSE,FALSE,FALSE
tt3232786,tt2655470,1,10,I'll Slide Home for Christmas,I'll Slide Home for Christmas,2013,22,Comedy,ill slide home for christmas,6.9,66,tvSeries,Back in the Game,Back in the Game,2013,2014,22,Comedy,back in the game,6.3,1946,TRUE,FALSE,FALSE,FALSE
tt3257674,tt1415889,4,17,Good Luck Jessie: NYC Christmas,Good Luck Jessie: NYC Christmas,2013,22,"Comedy,Drama,Family",good luck jessie nyc christmas,8,152,tvSeries,Good Luck Charlie,Good Luck Charlie,2010,2014,22,"Comedy,Drama,Family",good luck charlie,7.1,24054,TRUE,FALSE,FALSE,FALSE
tt3261212,tt2228547,2,6,Christmas with the Aquabats!,Christmas with the Aquabats!,2013,24,"Adventure,Comedy,Family",christmas with the aquabats,9.3,20,tvSeries,The Aquabats! Super Show!,The Aquabats! Super Show!,2012,2018,NA,"Adventure,Comedy,Family",the aquabats super show,8.7,748,TRUE,FALSE,FALSE,FALSE
tt3277264,tt2467372,1,11,Christmas,Christmas,2013,21,"Comedy,Crime",christmas,8.1,3712,tvSeries,Brooklyn Nine-Nine,Brooklyn Nine-Nine,2013,2021,22,"Comedy,Crime",brooklyn ninenine,8.4,347806,TRUE,FALSE,FALSE,FALSE
tt3278396,tt2533174,2,4,Summer Holiday,Summer Holiday,2013,23,Talk-Show,summer holiday,7.1,29,tvSeries,Gadget Man,Stephen Fry: Gadget Man,2012,NA,NA,Talk-Show,gadget man,7.5,860,FALSE,FALSE,FALSE,TRUE
tt3286612,tt1615919,4,9,The Chance Who Stole Christmas,The Chance Who Stole Christmas,2013,21,"Comedy,Family",the chance who stole christmas,7.6,216,tvSeries,Raising Hope,Raising Hope,2010,2014,22,"Comedy,Family",raising hope,8.1,40017,TRUE,FALSE,FALSE,FALSE
tt3289632,tt1480684,5,13,The 8 Defensive Points of Hanukkah,The 8 Defensive Points of Hanukkah,2013,24,"Comedy,Sport",the 8 defensive points of hanukkah,8.3,289,tvSeries,The League,The League,2009,2015,22,"Comedy,Sport",the league,8.3,51502,FALSE,TRUE,FALSE,FALSE
tt3293094,tt1442464,5,9,The Christmas Tree,The Christmas Tree,2013,22,"Comedy,Family",the christmas tree,7.8,290,tvSeries,The Middle,The Middle,2009,2018,22,"Comedy,Family",the middle,7.7,52448,TRUE,FALSE,FALSE,FALSE
tt3293470,tt0046643,3,2,A Christmas Carol III,A Christmas Carol III,1956,52,"Adventure,Drama,Family",a christmas carol iii,6.4,20,tvSeries,Shower of Stars,Shower of Stars,1954,1958,60,"Adventure,Drama,Family",shower of stars,7.5,78,TRUE,FALSE,FALSE,FALSE
tt3302880,tt2400736,1,10,Twas the Night Before Christmas... Or Twas It?,Twas the Night Before Christmas... Or Twas It?,2013,22,Comedy,twas the night before christmas or twas it,8,149,tvSeries,Trophy Wife,Trophy Wife,2013,2014,30,Comedy,trophy wife,6.9,7264,TRUE,FALSE,FALSE,FALSE
tt3314390,tt1327801,5,8,Previously Unaired Christmas,Previously Unaired Christmas,2013,42,"Comedy,Drama,Music",previously unaired christmas,6,1099,tvSeries,Glee,Glee,2009,2015,44,"Comedy,Drama,Music",glee,6.8,153997,TRUE,FALSE,FALSE,FALSE
tt3316002,tt0421099,13,9,"The Christmas Farm, Newbury","The Christmas Farm, Newbury",2013,46,"Documentary,Reality-TV",the christmas farm newbury,7.1,41,tvSeries,Grand Designs,Grand Designs,1999,NA,50,"Documentary,Reality-TV",grand designs,8.5,3428,TRUE,FALSE,FALSE,FALSE
tt3318944,tt2211129,2,11,Christmas Party Sex Trap,Christmas Party Sex Trap,2013,22,Comedy,christmas party sex trap,8.5,400,tvSeries,The Mindy Project,The Mindy Project,2012,2017,30,Comedy,the mindy project,7.5,34501,TRUE,FALSE,FALSE,FALSE
tt3331880,tt1635327,6,47,The Worst Christmas Special Ever!,The Worst Christmas Special Ever!,2013,31,Comedy,the worst christmas special ever,8.7,153,tvSeries,Nostalgia Critic,The Nostalgia Critic,2007,NA,30,Comedy,nostalgia critic,7.5,9533,TRUE,FALSE,FALSE,FALSE
tt3343768,tt1086761,8,21,A Very Merry Christmas,A Very Merry Christmas,2013,63,"Family,Reality-TV",a very merry christmas,4.4,73,tvSeries,Keeping Up with the Kardashians,Keeping Up with the Kardashians,2007,2021,44,"Family,Reality-TV",keeping up with the kardashians,2.9,31256,TRUE,FALSE,FALSE,FALSE
tt3344934,tt1722512,3,22,Nightmare on Christmas,Nightmare on Christmas,2014,23,"Action,Adventure,Animation",nightmare on christmas,7.3,159,tvSeries,Ultimate Spider-Man,Ultimate Spider-Man,2012,2017,23,"Action,Adventure,Animation",ultimate spiderman,7.2,13788,TRUE,FALSE,FALSE,FALSE
tt3345070,tt1830888,3,12,How the Grinch Spent Xmas,How the Grinch Spent Xmas,2013,21,Comedy,how the grinch spent xmas,7.6,64,tvSeries,The Exes,The Exes,2011,2015,30,Comedy,the exes,6.7,5755,TRUE,FALSE,FALSE,FALSE
tt3345172,tt2298477,1,9,Merry Super Fun Christmas,Merry Super Fun Christmas,2013,22,Comedy,merry super fun christmas,7.1,61,tvSeries,Super Fun Night,Super Fun Night,2013,2014,22,Comedy,super fun night,6.2,4858,TRUE,FALSE,FALSE,FALSE
tt3358430,tt0182576,12,8,Christmas Guy,Christmas Guy,2013,22,"Animation,Comedy",christmas guy,7.7,1955,tvSeries,Family Guy,Family Guy,1999,NA,22,"Animation,Comedy",family guy,8.2,358305,TRUE,FALSE,FALSE,FALSE
tt3358588,tt1934673,3,9,"My, My, Merry Christmas","My, My, Merry Christmas",2013,44,"Crime,Documentary",my my merry christmas,8.8,70,tvSeries,Homicide Hunter,Homicide Hunter: Lt. Joe Kenda,2011,2020,43,"Crime,Documentary",homicide hunter,8.8,3555,TRUE,FALSE,FALSE,FALSE
tt3359726,tt1635327,6,48,Why Is Arthur Christmas a Masterpiece?,Why Is Arthur Christmas a Masterpiece?,2013,7,Comedy,why is arthur christmas a masterpiece,7.1,59,tvSeries,Nostalgia Critic,The Nostalgia Critic,2007,NA,30,Comedy,nostalgia critic,7.5,9533,TRUE,FALSE,FALSE,FALSE
tt3361132,tt2182229,2,11,A Christmas Story,A Christmas Story,2013,22,"Comedy,Family,Romance",a christmas story,8.2,97,tvSeries,The Neighbors,The Neighbors,2012,2014,30,"Comedy,Family,Romance",the neighbors,6.9,8877,TRUE,FALSE,FALSE,FALSE
tt3361306,tt3037520,2,1,Twas the Game Night Before Christmas,Twas the Game Night Before Christmas,2013,43,"Comedy,Game-Show",twas the game night before christmas,7.8,24,tvSeries,Hollywood Game Night,Hollywood Game Night,2013,2020,43,"Comedy,Game-Show",hollywood game night,7.3,1766,TRUE,FALSE,FALSE,FALSE
tt3367288,tt3121722,1,11,Pups Save Christmas,Pups Save Christmas,2013,23,"Adventure,Animation,Comedy",pups save christmas,6.9,45,tvSeries,PAW Patrol,PAW Patrol,2013,NA,23,"Adventure,Animation,Comedy",paw patrol,6.1,4168,TRUE,FALSE,FALSE,FALSE
tt3368996,tt1597420,3,16,A New Kind of Family Christmas,A New Kind of Family Christmas,2013,21,"Comedy,Romance",a new kind of family christmas,7.6,115,tvSeries,Melissa & Joey,Melissa & Joey,2010,2015,30,"Comedy,Romance",melissa  joey,7,19540,TRUE,FALSE,FALSE,FALSE
tt3369008,tt2338232,1,11,Christmas,Christmas,2013,22,Comedy,christmas,7.4,79,tvSeries,The Michael J. Fox Show,The Michael J. Fox Show,2013,2014,30,Comedy,the michael j fox show,6.5,5418,TRUE,FALSE,FALSE,FALSE
tt3374234,tt1353281,18,2,Celebrity Holiday Bash,Celebrity Holiday Bash,2013,42,"Game-Show,Reality-TV",celebrity holiday bash,8.6,15,tvSeries,Chopped,Chopped,2007,NA,60,"Game-Show,Reality-TV",chopped,7.5,4268,FALSE,FALSE,FALSE,TRUE
tt3375634,tt0319931,NA,NA,American Idol: Christmas Songs,American Idol: Christmas Songs,2003,NA,"Documentary,Game-Show,Music",american idol christmas songs,5.4,10,tvSeries,American Idol,American Idol: The Search for a Superstar,2002,NA,42,"Documentary,Game-Show,Music",american idol,4.3,22080,TRUE,FALSE,FALSE,FALSE
tt3375652,tt0319931,NA,NA,"Kelly, Ruben & Fantasia: Home for Christmas","Kelly, Ruben & Fantasia: Home for Christmas",2004,NA,"Documentary,Game-Show,Music",kelly ruben  fantasia home for christmas,5.4,10,tvSeries,American Idol,American Idol: The Search for a Superstar,2002,NA,42,"Documentary,Game-Show,Music",american idol,4.3,22080,TRUE,FALSE,FALSE,FALSE
tt3379840,tt1561755,4,8,Christmas in the Car,Christmas in the Car,2013,22,"Animation,Comedy",christmas in the car,8.2,1089,tvSeries,Bob's Burgers,Bob's Burgers,2011,NA,22,"Animation,Comedy",bobs burgers,8.2,89640,TRUE,FALSE,FALSE,FALSE
tt3383970,tt2647548,1,11,The Glitch That Stole Christmas,The Glitch That Stole Christmas,2013,22,Comedy,the glitch that stole christmas,6.8,79,tvSeries,Dads,Dads,2013,2014,22,Comedy,dads,5.4,6938,TRUE,FALSE,FALSE,FALSE
tt3390566,tt2114006,NA,NA,Horror/Kung-fu Theatre's 23rd Christmas Special,Horror/Kung-fu Theatre's 23rd Christmas Special,2013,240,"Comedy,Horror,Mystery",horrorkungfu theatres 23rd christmas special,9.3,15,tvSeries,Horror Kung-Fu Theatre,Horror Kung-Fu Theatre,1990,NA,120,"Comedy,Horror,Mystery",horror kungfu theatre,6.9,30,TRUE,FALSE,FALSE,FALSE
tt3392654,tt2771780,1,35,Second Christmas,Second Christmas,2013,12,"Action,Adventure,Animation",second christmas,5.8,208,tvSeries,Teen Titans Go!,Teen Titans Go!,2013,NA,10,"Action,Adventure,Animation",teen titans go,5.5,23774,TRUE,FALSE,FALSE,FALSE
tt3393002,tt2645782,2,0,The Christmas Quest,The Christmas Quest,2013,NA,Family,the christmas quest,9.5,11,tvSeries,Old Jack's Boat,Old Jack's Boat,2013,2015,NA,Family,old jacks boat,7.8,91,TRUE,FALSE,FALSE,FALSE
tt3394260,tt1991410,3,40,Holiday Special,Holiday Special,2013,41,Reality-TV,holiday special,4.4,21,tvSeries,Dance Moms,Dance Moms,2011,2019,42,Reality-TV,dance moms,4.6,6828,FALSE,FALSE,FALSE,TRUE
tt3396620,tt2334302,2,7,A Khan Christmas,A Khan Christmas,2013,28,Comedy,a khan christmas,6.9,29,tvSeries,Citizen Khan,Citizen Khan,2012,2016,30,Comedy,citizen khan,6.3,3334,TRUE,FALSE,FALSE,FALSE
tt3398412,tt2177489,2,16,Emma's First Christmas,Emma's First Christmas,2013,22,"Comedy,Drama,Family",emmas first christmas,7.7,162,tvSeries,Baby Daddy,Baby Daddy,2012,2017,22,"Comedy,Drama,Family",baby daddy,7.3,21370,TRUE,FALSE,FALSE,FALSE
tt3400854,tt1492088,8,46,A Very Vegas Christmas,A Very Vegas Christmas,2014,20,"Comedy,Reality-TV",a very vegas christmas,6.8,33,tvSeries,Pawn Stars,Pawn Stars,2009,NA,30,"Comedy,Reality-TV",pawn stars,7.2,17633,TRUE,FALSE,FALSE,FALSE
tt3406456,tt1986770,2,46,Charlie and the Christmas Hooker,Charlie and the Christmas Hooker,2013,21,"Comedy,Romance",charlie and the christmas hooker,7,177,tvSeries,Anger Management,Anger Management,2012,2014,22,"Comedy,Romance",anger management,6.6,31654,TRUE,FALSE,FALSE,FALSE
tt3407212,tt1020913,18,11,Tennessee Holiday Traditions,Tennessee Holiday Traditions,2013,21,Reality-TV,tennessee holiday traditions,7.3,11,tvSeries,"Diners, Drive-ins and Dives","Diners, Drive-ins and Dives",2006,NA,30,Reality-TV,diners driveins and dives,7.4,4427,FALSE,FALSE,FALSE,TRUE
tt3407988,tt22506502,NA,NA,Saturday Night Live: Christmas,Saturday Night Live: Christmas 2013,2013,60,Talk-Show,saturday night live christmas,6.6,24,tvSeries,Saturday Night Live Christmas Special,Saturday Night Live Christmas Special,1999,NA,NA,Talk-Show,saturday night live christmas special,7.7,25,TRUE,FALSE,FALSE,FALSE
tt3411112,tt2337840,2,7,Christmas,Christmas,2013,28,Comedy,christmas,7.7,157,tvSeries,Bad Education,Bad Education,2012,2023,30,Comedy,bad education,7.4,13404,TRUE,FALSE,FALSE,FALSE
tt3419006,tt1492088,8,43,Another Christmas Story,Another Christmas Story,2013,44,"Comedy,Reality-TV",another christmas story,6.6,33,tvSeries,Pawn Stars,Pawn Stars,2009,NA,30,"Comedy,Reality-TV",pawn stars,7.2,17633,TRUE,FALSE,FALSE,FALSE
tt3421970,tt2708572,2,0,Christmas Special,Christmas Special,2013,30,"Comedy,War",christmas special,8.4,25,tvSeries,Bluestone 42,Bluestone 42,2013,2015,30,"Comedy,War",bluestone 42,7.9,2422,TRUE,FALSE,FALSE,FALSE
tt3422512,tt1877368,4,16,Christmas Special,Christmas Special,2013,59,"Game-Show,Reality-TV",christmas special,7.9,29,tvSeries,The Great British Baking Show,The Great British Bake Off,2010,NA,60,"Game-Show,Reality-TV",the great british baking show,8.6,12187,TRUE,FALSE,FALSE,FALSE
tt3424788,tt3063454,1,7,Christmas Special,Christmas Special,2013,23,Comedy,christmas special,8,113,tvSeries,Man Down,Man Down,2013,2017,30,Comedy,man down,7.6,5050,TRUE,FALSE,FALSE,FALSE
tt3428584,tt2582590,1,7,Christmas Special,Christmas Special,2013,28,Comedy,christmas special,8.1,262,tvSeries,Vicious,Vicious,2013,2016,23,Comedy,vicious,8.1,9469,TRUE,FALSE,FALSE,FALSE
tt3429836,tt2006005,3,14,Christmas Special,Christmas Special,2013,NA,Comedy,christmas special,8.1,37,tvSeries,Trollied,Trollied,2011,2018,26,Comedy,trollied,7.3,2710,TRUE,FALSE,FALSE,FALSE
tt3429870,tt1877010,3,11,Homestead for the Holidays,Homestead for the Holidays,2013,43,Reality-TV,homestead for the holidays,8.8,12,tvSeries,Alaska: The Last Frontier,Alaska: The Last Frontier,2011,NA,42,Reality-TV,alaska the last frontier,7.7,1747,FALSE,FALSE,FALSE,TRUE
tt3430486,tt1495848,4,1,Christmas Special!,Christmas Special!,2013,29,Comedy,christmas special,8.5,18,tvSeries,Limmy's Show!,Limmy's Show!,2009,2013,NA,Comedy,limmys show,8.4,2066,TRUE,FALSE,FALSE,FALSE
tt3448338,tt1710177,NA,NA,Octonauts and a Very Vegimal Christmas,Octonauts and a Very Vegimal Christmas,2013,24,"Adventure,Animation,Comedy",octonauts and a very vegimal christmas,9.5,17,tvSeries,The Octonauts,The Octonauts,2010,2021,11,"Adventure,Animation,Comedy",the octonauts,7.6,1373,TRUE,FALSE,FALSE,FALSE
tt3486744,tt2543796,1,16,Girl Meets Home for the Holidays,Girl Meets Home for the Holidays,2014,22,"Comedy,Drama,Family",girl meets home for the holidays,9.3,612,tvSeries,Girl Meets World,Girl Meets World,2014,2017,23,"Comedy,Drama,Family",girl meets world,7.1,15852,FALSE,FALSE,FALSE,TRUE
tt3492582,tt1710295,2,11,A Very McStuffins Christmas,A Very McStuffins Christmas,2013,25,"Animation,Family,Fantasy",a very mcstuffins christmas,7.1,13,tvSeries,Doc McStuffins,Doc McStuffins,2012,2022,11,"Animation,Family,Fantasy",doc mcstuffins,6.6,2768,TRUE,FALSE,FALSE,FALSE
tt3497882,tt0115286,27,13,Christmas Show,Christmas Show,2013,NA,"Comedy,Game-Show,Music",christmas show,6.8,14,tvSeries,Never Mind the Buzzcocks,Never Mind the Buzzcocks,1996,2023,30,"Comedy,Game-Show,Music",never mind the buzzcocks,7.8,6004,TRUE,FALSE,FALSE,FALSE
tt3526882,tt1055238,7,10,At Christmas,At Christmas,2013,NA,"Comedy,Game-Show",at christmas,7.6,41,tvSeries,Would I Lie to You?,Would I Lie to You?,2007,NA,30,"Comedy,Game-Show",would i lie to you,8.2,9392,TRUE,FALSE,FALSE,FALSE
tt3544124,tt1500910,NA,NA,The End of Christmas: Part 1,The End of Christmas: Part 1,2013,NA,"Comedy,Fantasy,Sci-Fi",the end of christmas part 1,8.1,13,tvSeries,Smosh,Smosh,2005,NA,NA,"Comedy,Fantasy,Sci-Fi",smosh,6.9,3042,TRUE,FALSE,FALSE,FALSE
tt3544130,tt1500910,NA,NA,The End of Christmas: Part 2,The End of Christmas: Part 2,2013,NA,"Comedy,Fantasy,Sci-Fi",the end of christmas part 2,7.5,14,tvSeries,Smosh,Smosh,2005,NA,NA,"Comedy,Fantasy,Sci-Fi",smosh,6.9,3042,TRUE,FALSE,FALSE,FALSE
tt3558146,tt2342652,2,4,The 7th Annual Christmas Card Competition,The 7th Annual Christmas Card Competition,2014,29,Comedy,the 7th annual christmas card competition,8.3,86,tvSeries,Getting On,Getting On,2013,2015,30,Comedy,getting on,7.8,3888,TRUE,FALSE,FALSE,FALSE
tt3570744,tt3459088,1,6,Love on the Ski Slope on Christmas Eve,Love on the Ski Slope on Christmas Eve,2011,NA,"Adventure,Animation,Comedy",love on the ski slope on christmas eve,7.3,10,tvSeries,Magic Kaito,Magic Kaito,2010,2012,25,"Adventure,Animation,Comedy",magic kaito,7.2,370,TRUE,FALSE,FALSE,FALSE
tt3634210,tt1597420,4,2,A Melanie & Josiah Christmas,A Melanie & Josiah Christmas,2014,22,"Comedy,Romance",a melanie  josiah christmas,7,103,tvSeries,Melissa & Joey,Melissa & Joey,2010,2015,30,"Comedy,Romance",melissa  joey,7,19540,TRUE,FALSE,FALSE,FALSE
tt3654488,tt3559124,1,14,Turn About/The Plight Before Christmas,Turn About/The Plight Before Christmas,2014,22,"Adventure,Animation,Comedy",turn aboutthe plight before christmas,8.1,24,tvSeries,The Tom and Jerry Show,The Tom and Jerry Show,2011,2022,22,"Adventure,Animation,Comedy",the tom and jerry show,7.1,3110,TRUE,FALSE,FALSE,FALSE
tt3655714,tt0398571,3,131,Holiday Memories,Holiday Memories,2006,NA,"Drama,Reality-TV",holiday memories,9.7,23,tvSeries,Starting Over,Starting Over,2003,2006,60,"Drama,Reality-TV",starting over,8.2,154,FALSE,FALSE,FALSE,TRUE
tt3659120,tt1983079,4,0,Christmas Special,Christmas Special,2014,74,"Drama,History",christmas special,8.6,469,tvSeries,Call the Midwife,Call the Midwife,2012,NA,60,"Drama,History",call the midwife,8.6,29994,TRUE,FALSE,FALSE,FALSE
tt3667608,tt0063951,44,27,Elmo's Christmas Countdown,Elmo's Christmas Countdown,2013,55,"Adventure,Comedy,Family",elmos christmas countdown,8.8,24,tvSeries,Sesame Street,Sesame Street,1969,NA,55,"Adventure,Comedy,Family",sesame street,8.1,15024,TRUE,FALSE,FALSE,FALSE
tt3673444,tt2222135,3,6,Stan Steals Christmas,Stan Steals Christmas,2014,22,"Comedy,Drama,Family",stan steals christmas,7.7,35,tvSeries,Dog with a Blog,Dog with a Blog,2012,2015,22,"Comedy,Drama,Family",dog with a blog,5,6746,TRUE,FALSE,FALSE,FALSE
tt3737494,tt3487356,1,10,Black Santa/White Christmas,Black Santa/White Christmas,2014,22,Comedy,black santawhite christmas,7.3,347,tvSeries,Black-ish,Black-ish,2014,2022,22,Comedy,blackish,7.3,25087,TRUE,FALSE,FALSE,FALSE
tt3748202,tt1865769,3,26,Jessie's Aloha Holidays with Parker and Joey,Jessie's Aloha Holidays with Parker and Joey,2014,60,"Comedy,Drama,Family",jessies aloha holidays with parker and joey,7.5,95,tvSeries,Jessie,Jessie,2011,2015,30,"Comedy,Drama,Family",jessie,6.1,18094,FALSE,FALSE,FALSE,TRUE
tt3767206,tt0796171,14,1,"Mods, Rockers and Bank Holiday Mayhem","Mods, Rockers and Bank Holiday Mayhem",2014,NA,Documentary,mods rockers and bank holiday mayhem,6.3,12,tvSeries,Timeshift,Timeshift,2002,2017,60,Documentary,timeshift,7.3,71,FALSE,FALSE,FALSE,TRUE
