rcid,session,importantvote,date,unres,amend,para,short,descr
81,3,0,1948-11-05,R/3/393A,0,0,"NON SELF GOVERNING TERRITORIES, INFORMATION",TO ADOPT 4TH COMM. DRAFT RESOL. I (A/695) INVITING ADMINISTERING AUTHORITIES TO SUBMIT THEIR MOST RECENT INFORMATION ON THEIR NON-SELF-GOVERNING TERRITORIES TO THE SECRETARY-GENERAL.
82,3,0,1948-11-05,R/3/393B,0,0,"NON SELF GOVERNING TERRITORIES, INFORMATION",TO ADOPT 4TH COMM. DRAFT RESOL. II (A/695) CONSTITUTING A SPECIAL COMMITTEE FOR 1949 TO EXAMINE INFORMATION ON NON-SELF-GOVERNING TERRITORIES TRANSMITTED UNDER ARTICLE 73E OF THE CHARTER.
83,3,0,1948-11-05,R/3/393C,0,0,"NON SELF GOVERNING TERRITORIES, INFORMATION",TO ADOPT 4TH COMM. DRAFT RESOL. III (A/695) ESTABLISHING A LIAISON BETWEEN THE UNESCO AND THE SPECIAL COMMITTEE ON INFORMATION FROM NON-SELF-GOVERNING TERRITORIES.
84,3,0,1948-11-05,R/3/394,0,0,"NON SELF GOVERNING TERRITORIES, INFORMATION",TO ADOPT 4TH COMM. DRAFT RESOL. IV (A/695) PROVIDING FOR COLLABORATION OF THE SPECIALIZED AGENCIES WITH REGARD TO INFORMATION FROM NON-SELF-GOVERNING TERRITORIES.
85,3,0,1948-11-06,R/3/468,0,1,ATOMIC ENERGY COMMISSION,"TO ADOPT USSR DRAFT RESOL. (A/C.1/310) POSTPONING THE SIGNING OF TWO SEPARATE CONVENTIONS, ENTERING INTO IMMEDIATE FORCE, ON THE PROHIBITION OF ATOMIC WEAPONS."
86,3,0,1948-11-06,R/3/469A,1,1,ATOMIC ENERGY COMMISSION,"TO ADOPT 1ST INDIAN AMENDMENT (A/700) TO 1ST COMM. DRAFT RESOL. (A/690 AND A/690, CORR.1), LIMITING APPROVAL OF THE A.E.C. REPORTS PROVIDED IN PARAGRAPH 1 TO APPROVAL \IN SUBSTANCE\\ AND NOT IN ALL DETAILS.  THE 1ST COMM. DRAFT RESOLUTION APPRO"""
87,3,0,1948-11-06,R/3/469B,1,1,ATOMIC ENERGY COMMISSION,"TO ADOPT 2ND INDIAN AMENDMENT (A/700) TO 1ST COMM. DRAFT RESOL. (A/690 AND CORR.1), REPLACING PARAG. 4 WITH A TEXT CALLING UPON A.E.C. TO CONTINUE ITS WORK AND TO PREPARE A DRAFT CONVENTION INCORPORATING A.E.C. PROPOSALS ON INTERNATIONAL CONTRO"
88,3,0,1948-11-06,R/3/489,0,1,TRUSTEESHIP COUNCIL,"TO ADOPT PARAGRAPH 4 OF THE 4TH COMM. DRAFT RESOL. II (A/720) ON ADMINISTRATIVE UNIONS IN THE TRUST TERRITORIES, SAID PARAGRAPH NOTING THAT THE UN TRUSTEESHIP AGREEMENTS EXCLUDED ANY KIND OF POLITICAL UNION BETWEEN ADMINISTRATIVE UNIONS OF TRUS"
89,3,0,1948-11-06,R/3/490A,0,1,TRUSTEESHIP COUNCIL,"TO ADOPT SUB-PARAGRAPH 9 (A) OF THE 4TH COMM. DRAFT RESOL. II (A/720), SAID PARAGRAPH MAINTAINING THE STATUS AND IDENTITY OF TRUST TERRITORIES UNTIL THEY FREELY DETERMINE THEIR CHOSEN FORM OF GOVERNMENT."
90,3,0,1948-11-06,R/3/490B,0,1,TRUSTEESHIP COUNCIL,"TO ADOPT SUB-PARAGRAPH 9 (B) OF THE 4TH COMM. DRAFT RESOL. II (A/720), SAID PARAGRAPH ACKNOWLEDGING THE EFFECT ANY ADMINISTRATIVE UNIONS COULD HAVE ON THE POLITICAL STATUS OF TRUST TERRITORIES."
91,3,0,1948-11-06,R/3/491A,0,1,TRUSTEESHIP COUNCIL,"TO ADOPT SUB-PARAGRAPH 11 (A) OF THE 4TH COMM. DRAFT RESOL. II (A/720), SAID PARAGRAPH RECOMMENDING THE ADMINISTERING AUTHORITIES TO CONSULT THE TRUSTEESHIP COUNCIL BEFORE CONSTITUTING OR EXTENDING AN ADMINISTRATIVE UNION."
92,3,0,1948-11-06,R/3/491B,0,1,TRUSTEESHIP COUNCIL,"TO ADOPT SUB-PARAGRAPH 11 (B) OF 4TH COMM. DRAFT RESOL.II (A/720), SAID PARAGRAPH PROVIDING THAT THE ADMINISTERING AUTHORITIES SUBMIT THE UNIFIED ADMINISTRATION OF THE TRUST TERRITORY AND ADJACENT TERRITORIES TO THE SUPERVISION OF THE TRUSTEESH"
93,3,0,1948-11-06,R/3/497,0,0,U.N. STATISTICS,"TO ADOPT 6TH COMM. DRAFT RESOL. (A/713) WITH E.S.C. DRAFT PROTOCOL AND ANNEX, REGARDING THE TRANSFER TO THE UN OF THE LEAGUE OF NATION'S POWERS UNDER THE 1928 INTERNATIONAL CONVENTION ON ECONOMIC STATISTICS."
94,3,0,1948-11-07,R/3/564A,0,1,"DISARMAMENT NUCLEAR, CONVENTIONAL","TO ADOPT PARAGRAPH 1 OF USSR DRAFT RESOL. (A/723) PROPOSING PROHIBITION OF ATOMIC WEAPONS AND THE REDUCTION OF ARMS AND MILITARY FORCES; SAID PARAGRAPH NOTING THE LACK OF IMPLEMENTATION OF ASSEMBLY RESOLUTIONS 24 JAN. 46, ON ATOMIC ENERGY CONTR"
95,3,0,1948-11-07,R/3/564B,0,1,"DISARMAMENT, NUCLEAR","TO ADOPT PARAGRAPH 2 OF USSR DRAFT RESOL. (A/723), SAID PARAGRAPH RECOGNIZING THE PRIME IMPORTANCE OF A PROHIBITION ON THE PRODUCTION AND USE OF ATOMIC WEAPONS."
96,3,0,1948-11-07,R/3/565A,0,1,DISARMAMENT,"TO ADOPT PARAGRAPH 3 OF USSR DRAFT RESOL. (A/723), RECOGNIZING THE BENEFICENT EFFECTS OF ARMS REDUCTIONS ON WORLD PEACE AND SECURITY AND AS A RELIEF TO DEFENCE-OVERBURDENED ECONOMIES."
97,3,0,1948-11-07,R/3/565B,0,1,DISARMAMENT,"TO ADOPT PARAGRAPH 4 OF USSR DRAFT RESOL. (A/723), POINTING TO THE BIG POWERS' RESPONSIBILITY FOR WORLD PEACE AND SECURITY IN CONJUNCTION WITH THEIR MILITARY STRENGTH."
98,3,0,1948-11-07,R/3/566A,0,1,DISARMAMENT,"TO ADOPT PARAGRAPH 5 OF THE USSR DRAFT RESOL. (A/723), SAID PARAGRAPH DESIRING PEACE AND THE ELIMINATION OF ANY NEW THREATS OF WAR."
99,3,0,1948-11-07,R/3/566B,0,1,"DISARMAMENT, CONVENTIONAL","TO ADOPT PARAGRAPH 6 OF USSR DRAFT RESOL. (A/723), RECOMMENDING THE PERMANENT SECURITY COUNCIL MEMBERS TO REDUCE BY 1/3 ALL THEIR ARMED FORCES IN A YEAR."
100,3,0,1948-11-07,R/3/566C,0,1,"DISARMAMENT, NUCLEAR","TO ADOPT PARAGRAPH 7 OF THE USSR DRAFT RESOL. (A/723), SAID PARAGRAPH RECOMMENDING THE PROHIBITION OF ATOMIC WEAPONS INTENDED FOR AGGRESSION."
101,3,0,1948-11-07,R/3/567,0,1,DISARMAMENT SUPERVISION,"TO ADOPT PARAGRAPH 8 OF THE USSR DRAFT RESOL. (A/723), SAID PARAGRAPH RECOMMENDING THE ESTABLISHMENT WITHIN FRAMEWORK OF THE SECURITY COUNCIL OF AN INTERNATIONAL CONTROL BODY TO SUPERVISE ARMS REDUCTION AND ATOMIC WEAPONS PROHIBITION."
102,3,0,1948-11-07,R/3/592,0,1,S.W. AFRICA TRUSTEESHIP,"TO ADOPT OPERATIVE PARAGRAPH 2 OF THE 4TH COMM. DRAFT RESOL. (A/734) CALLING FOR SOUTH AFRICA TO PLACE SOUTH WEST AFRICA UNDER A TRUSTEESHIP AGREEMENT, SAID PARAGRAPH UPHOLDING THE 1946 AND 1947 RESOLUTIONS FOR PLACING S.W. AFRICA UNDER THE TRU"
103,3,0,1948-11-07,R/3/609,0,0,TRADE DISCRIMINATION,TO ADOPT POLISH DRAFT RESOLUTION (A/739) THAT ANY DISCRIMINATION IN INTERNATIONAL TRADE OR CREDIT POLICY IS A VIOLATION OF THE UN CHARTER.
104,3,0,1948-11-01,R/3/663,0,1,GREECE,TO ADOPT OPERATIVE PARAGRAPH 3 OF THE USSR DRAFT RESOLUTION (A/729) REGARDING THREATS TO THE POLITICAL INDEPENDENCE AND TERRITORIAL INTEGRITY OF GREECE.  PARAGRAPH 3 RECOMMENDS THE GREEK GOVERNMENT TO REMOVE ANY DISCRIMINATION AGAINST MACEDONIA
105,3,0,1948-12-03,R/3/701,0,0,DEVELOPMENT AID,"TO ADOPT 2ND COMM. DRAFT RESOLUTION C (A/737) ORGANIZING, ARRANGING, EQUIPPING, AND APPROPRIATING FUNDS FOR UN TEAMS OF EXPERTS TO PROVIDE TECHNICAL ASSISTANCE ON ECONOMIC DEVELOPMENT TO REQUESTING STATES."
106,3,0,1948-12-03,R/3/708,0,1,TRAINING PUBLIC ADMINISTRATORS,"TO ADOPT 1ST OPERATIVE PARAGRAPH OF A 5TH COMM. DRAFT RESOL. (A/746) TO ESTABLISH A UN INTERNATIONAL CENTRE FOR TRAINING IN PUBLIC ADMINISTRATION, SAID PARAGRAPH THEN ESTABLISHING THIS CENTRE."
107,3,0,1948-12-03,R/3/709,0,1,TRAINING PUBLIC ADMINISTRATORS,"TO ADOPT OPERATIVE PARAGRAPH 2 OF THE 5TH COMM. DRAFT RESOL. (A/746) PROVIDING FOR THE ESTABLISHMENT OF A UN INTERNATIONAL CENTRE FOR TRAINING IN PUBLIC ADMINISTRATION, SAID PARAGRAPH REQUIRING THE SEC. GENERAL TO REPORT TO THE UNESCO THE DETAI"
108,3,0,1948-12-05,R/3/729,1,0,GENERAL ASSEMBLY PROCEDURES,TO ADOPT POLISH AMENDMENT (A/772) TO GENERAL COMM. DRAFT RESOL. (A/768) ADJOURNING THE ASSEMBLY SESSION ON 11-12 DEC. 1948 AND RESUMING ON 1 FEB. 1949; SAID AMENDMENT ACCEPTING THE 11-12 DEC. 1948 ADJOURNMENT BUT REFERRING THE ITEMS STILL THEN
109,3,0,1948-12-05,R/3/730,1,0,GENERAL ASSEMBLY PROCEDURES,"TO ADOPT UK AMENDMENT (A/773) TO GENERAL COMM. DRAFT RESOL. (A/768), SAID AMENDMENT CONTINUING THE PRESENT PARIS SESSION UNTIL ALL AGENDA ITEMS HAVE BEEN RESOLVED."
110,3,0,1948-12-05,R/3/731,1,0,GENERAL ASSEMBLY PROCEDURES,"TO ADOPT UK ORAL AMENDMENT TO GENERAL COMMITTEE DRAFT RESOL. (A/768), SAID AMENDMENT ADJOURNING PARIS SESSION ON 15-16 DEC. 1948 AND RESUMING ON 1 FEB. 1949 IN NEW YORK."
111,3,0,1948-12-05,R/3/732,1,0,GENERAL ASSEMBLY PROCEDURES,"TO ADOPT ARGENTINA AMENDMENT (A/774) TO GENERAL COMM. RESOL. (A/768), SAID AMENDMENT RESUMING SESSION ON 1 APRIL 1949 IN NEW YORK."
112,3,0,1948-12-05,R/3/733,1,0,GENERAL ASSEMBLY PROCEDURES,TO ADOPT GENERAL COMM. DRAFT RESOLUTION (A/774) INCORPORATING ARGENTINA AMENDMENT (A/774) PROVIDING TO RESUME SESSION ON 1 APRIL 1949 IN NEW YORK.
113,3,0,1948-12-06,R/3/754,1,0,SPANISH WORKING LANGUAGE,"TO ADOPT PRESIDENT'S RULING AGAINST THE USSR PROPOSAL TO AMEND THE MEXICAN AMENDMENT TO 5TH COMM. DRAFT RESOL. (A/704), SAID RESOLUTION APPROVING CONCLUSIONS OF THE 1948 ADVISORY COMMITTEE'S 3RD REPORT (A/657) ON ADMINISTRATIVE AND BUDGETARY QU"
114,3,0,1948-12-06,R/3/756,1,0,SPANISH WORKING LANGUAGE,"TO ADOPT MEXICAN ORAL AMENDMENT TO 5TH COMM. DRAFT RESOLUTION (A/704), SAID AMENDMENT MODIFYING PROCEDURAL RULE 44 TO INCLUDE SPANISH AS A WORKING LANGUAGE OF THE GENERAL ASSEMBLY."
115,3,0,1948-12-06,R/3/757,0,0,SPANISH WORKING LANGUAGE,TO ADOPT 5TH COMM. DRAFT RESOLUTION (A/704).
116,3,0,1948-12-07,R/3/766,0,0,FORMER ITALIAN COLONIES,TO ADOPT GEN. COMMITTEE RECOMMENDATION (A/775) RE-ALLOCATING THE QUESTION OF THE FORMER ITALIAN COLONIES TO THE AD HOC POLITICAL COMMITTEE.
117,3,0,1948-12-07,R/3/801,1,0,ADMISSION OF NEW MEMBERS,TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOL. J (A/771) FOR SECURITY COUNCIL CONSIDERATION OF THE ADMISSION OF CEYLON TO THE UN; AS AMENDED BY JOINT PROPOSAL (A/761) FACILITATING THE ADMISSION.
118,3,0,1948-12-01,R/3/847,1,0,GENOCIDE,"TO ADOPT A USSR AMENDMENT (A/766) TO THE 6TH COMM. DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT ADDING A NEW ARTICLE III WHICH DEFINES AN ADDITIONAL MEANING TO \GENOCIDE\\, AS ANY DELIBERATE ACT INTENDING TO DESTROY"""
119,3,0,1948-12-01,R/3/848A,1,0,GENOCIDE,"TO ADOPT A USSR AMENDMENT (A/766) TO ARTICLE 6 OF THE 6TH COMMITTEE DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT DELETING WORDS \OR BY SUCH INTERNATIONAL PENAL TRIBUNAL AS MAY HAVE JURISDICTION WITH RESPECT TO THOSE"
120,3,0,1948-12-01,R/3/848B,1,0,GENOCIDE,"TO ADOPT A USSR AMENDMENT (A/766) TO THE 6TH COMM. DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT ADDING A NEW ARTICLE 10 READING:  \THE HIGH CONTRACTING PARTIES UNDERTAKE TO DISBAND AND TO PROHIBIT IN THE FUTURE THE "
121,3,0,1948-12-01,R/3/849,1,0,GENOCIDE,"TO ADOPT A USSR AMENDMENT (A/766) TO THE 6TH COMM. DRAFT CONVENTION ON GENOCIDE (A/760 AND CORR. 2, RESOL.A), SAID AMENDMENT RELATING TO ARTICLE 12 AND PROVIDING FOR THE APPLICATION OF THIS CONVENTION EQUALLY ON THE TERRITORY OF A CONTRACTING P"
122,3,0,1948-12-01,R/3/851,0,0,"NON SELF GOVERNING TERRITORIES, GENOCIDE",TO ADOPT 6TH COMM. DRAFT RESOL. A (A/760 AND CORR. 2) APPROVING THE ANNEXED DRAFT CONVENTION ON GENOCIDE.
123,3,0,1948-12-02,R/3/930,1,0,HUMAN RIGHTS DECLARATION,"TO ADOPT THE USSR AMENDMENT (A/784) TO THE 3RD COMMITTEE DRAFT RESOLUTION A (A/777), THE DRAFT UNIVERSAL DECLARATION OF HUMAN RIGHTS, WHICH AMENDMENT REPLACES EXISTING ARTICLE 3 WITH A TEXT ON (1) RIGHTS TO NATIONAL SELF-DETERMINATION OF EVERY"
124,3,0,1948-12-02,R/3/931A,1,0,HUMAN RIGHTS DECLARATION,"TO ADOPT A USSR AMENDMENT (A/784) TO 3RD COMM. DRAFT RESOL. A (A/777), SAID AMENDMENT REPLACING THE TEXT OF ARTICLE 20 WITH:  \IT IS THE INALIENABLE RIGHT OF EVERY PERSON FREELY TO EXPRESS AND DISSEMINATE DEMOCRATIC VIEWS AND IDEAS, TO DEFEND D"
125,3,0,1948-12-02,R/3/931B,1,0,HUMAN RIGHTS DECLARATION,"TO ADOPT USSR AMENDMENT (A/784) TO 3RD COMM. DRAFT RESOL. A (A/777), SAID AMENDMENT SUBSTITUTING A NEW TEXT FOR ARTICLE 22 TO PROVIDE (1) EVERY CITIZEN WITH THE RIGHT TO PARTICIPATE, WITHOUT ANY DISTINCTIONS, IN GOVERNMENT; TO ELECT AND BE ELEC"
126,3,0,1948-12-02,R/3/931C,1,0,HUMAN RIGHTS DECLARATION,"TO ADOPT A USSR AMENDMENT (A/784) TO 3RD COMM. DRAFT RESOL. A (A/777), SAID AMENDMENT ADDING A NEW ARTICLE (AFTER ARTICLE 31) WHICH PROVIDES A GUARANTEE OF THE RIGHTS AND FREEDOMS IN THIS DECLARATION BY NATIONAL LAWS."
127,3,0,1948-12-02,R/3/933,0,1,HUMAN RIGHTS DECLARATION,"TO ADOPT 3RD COMM. DRAFT RESOL. A (A/777):  THE UK PROPOSAL (A/778/REV.1) DELETING ARTICLE III AND PUTTING IN THIS TEXT AS PARAGRAPH 2 OF ARTICLE II:  \FURTHERMORE, NO DISTINCTION SHALL BE MADE ON THE BASIS OF THE POLITICAL, JURISDICTIONAL OR I"
128,3,0,1948-12-03,R/3/993A,1,0,PALESTINE MEDIATOR,"TO ADOPT POLISH AMENDMENT (A/804) TO 1ST COMM. DRAFT RESOL. (A/776) ESTABLISHING, EMPOWERING AND INSTRUCTING A UN CONCILIATION COMMISSION ON PALESTINE; SAID AMENDMENT REPLACING ENTIRE PREAMBLE WITH THE WORDS:  \THE GENERAL ASSEMBLY, HAVING CONS"
129,3,0,1948-12-03,R/3/993B,1,1,PALESTINE MEDIATOR,"TO ADOPT 7-POWER AMENDMENT (A/789) TO 1ST COMM. DRAFT RESOL.(A/776), SAID AMENDMENT DELETING OPERATIVE SUB-PARAGRAPH 2 (C) WHICH AUTHORIZED THE CONCILIATION COMMISSION TO UNDERTAKE ANY OF THE FUNCTIONS OF THE UN MEDIATOR ON PALESTINE OR THE UN"
130,3,0,1948-12-03,R/3/995,1,1,PALESTINE MEDIATOR,"TO ADOPT EL SALVADOR AMENDMENT (A/801) TO 1ST COMM. DRAFT RESOL. (A/776), SAID AMENDMENT ADDING NAZARETH TO THE INTERNATIONALIZED ZONE PROVIDED FOR IN PARAGRAPH 7."
131,3,0,1948-12-03,R/3/996,1,0,PALESTINE MEDIATOR,"TO ADOPT WHOLE 1ST COMM. DRAFT RESOL., AS VARIOUSLY AMENDED BY PROPOSALS (A/789), (A/791), AND (A/803)."
132,3,0,1948-12-03,R/3/997,0,0,LEAGUE OF NATIONS ASSETS,TO ADOPT 5TH COMMITTEE DRAFT RESOLUTION (A/797) TRANSFERRING THE ASSETS OF THE LEAGUE OF NATIONS TO THE UN.
133,3,0,1948-12-03,R/3/1002,0,0,ANNUAL BUDGET,"TO ADOPT 5TH COMM. DRAFT RESOL. A (A/798), WHICH IS UN APPROPRIATION RESOLUTION FOR FINANCIAL YEAR 1949."
134,3,0,1948-12-04,R/3/1042,1,1,"KOREA, INDEPENDENCE","TO ADOPT 1ST COMM. DRAFT RESOL. (A/788) AS AMENDED BY CANADIAN PROPOSAL (A/806), REPLACING WORDS \CONSISTING OF THE SAME MEMBER-STATES WHICH COMPOSED THE UN TEMPORARY COMMISSION ON KOREA\\ IN OPERATIVE PARAGRAPH 4 WITH, \\""CONSISTING OF THE FOLL"""
135,3,0,1949-04-01,R/3/36A,0,0,INDONESIA ON AGENDA,TO ADOPT NORWEGIAN ORAL PROPOSAL PROVISIONALLY POSTPONING ACTION ON A GENERAL COMM. RECOMMENDATION (A/829) TO INCLUDE AN ITEM ON THE INDONESIAN QUESTION IN THE AGENDA.
136,3,0,1949-04-01,R/3/36B,0,0,INDONESIA ON AGENDA,TO ADOPT A GENERAL COMM. RECOMMENDATION (A/829) TO INCLUDE AN ITEM ON THE INDONESION QUESTION IN THE AGENDA.
137,3,0,1949-04-02,R/3/47A,0,0,ADMISSION ISRAEL,"TO ADOPT A GENERAL COMM. RECOMMENDATION (A/829) TO INCLUDE AN ITEM ON ISRAEL'S APPLICATION FOR ADMISSION TO THE UN, IN THE AGENDA."
138,3,0,1949-04-02,R/3/47B,0,0,ADMISSION ISRAEL,TO ADOPT A PAKISTAN ORAL PROPOSAL REFERRING ISRAEL'S APPLICATION FOR UN ADMISSION TO THE 1ST COMMITTEE.
139,3,0,1949-04-03,R/3/129A,0,1,"U.N., STRENGTHENING",TO ADOPT PARAGRAPH 1 OF THE USSR DRAFT RESOLUTION (A/793) ON THE PROBLEM OF VOTING IN THE SECURITY COUNCIL.  PARAGRAPH 1 STATES THE IMPORTANCE OF STRENGTHENING THE AUTHORITY OF THE UN BY MEMBER STATES.
140,3,0,1949-04-03,R/3/129B,0,1,"U.N., STRENGTHENING","TO ADOPT PARAGRAPH 2 OF THE USSR DRAFT RESOL. (A/793), SAID PARAGRAPH CALLING FOR WIDENED INTERNATIONAL COOPERATION BY AVOIDING UNNECESSARY REGULATION AND FORMALISM IN UN ORGANS."
141,3,0,1949-04-03,R/3/130A,0,1,"U.N., STRENGTHENING","TO ADOPT PARAGRAPH 3 OF THE USSR DRAFT RESOL. (A/793), SAID PARAGRAPH EXPRESSING CONFIDENCE THAT THE SECURITY COUNCIL WILL APPLY THE METHOD OF CONSULTATION OR ADOPT CONCERTED DECISIONS, IN CONSIDERATION OF PAST EXPERIENCE WITH THE PRINCIPLE OF"
142,3,0,1949-04-03,R/3/130B,0,0,"U.N., STRENGTHENING",TO ADOPT USSR DRAFT RESOLUTION (A/793).
143,3,0,1949-04-07,R/3/163,1,1,HUMAN RIGHTS DECLARATION,"TO ADOPT CHILE AMENDMENT (A/828) TO 6TH COMM. DRAFT RESOL. (A/787), SAID AMENDMENT REPLACING WORDS \AND THAT THE DRAFT INTERNATIONAL DECLARATION OF HUMAN RIGHTS, IN ITS ARTICLES 14 AND 17 RESPECTIVELY, PROVIDED...\\ IN PREAMBULAR PARAGRAPH 4 WI"""
144,3,0,1949-04-07,R/3/163,1,0,SOVIET WIVES,TO ADOPT 6TH COMM. DRAFT RESOL. (A/787) AS AMENDED BY CHILE PROPOSAL (A/828).  THE 6TH COMMITTEE DRAFT RESOLUTION RECOMMENDS THAT USSR WITHDRAW ITS MEASURES PREVENTING RUSSIAN WIVES OF FOREIGN CITIZENS FROM JOINING THEIR HUSBANDS ABROAD.
145,3,0,1949-04-05,R/3/272A,0,1,HUMAN RIGHTS,TO ADOPT PREAMBULAR PARAGRAPH 1 OF THE AD HOC POLITICAL COMMITTEE DRAFT RESOLUTION (A/844) EXPRESSING CONCERN OVER ACCUSATIONS OF BULGARIAN AND HUNGARIAN SUPPRESSIONS OF HUMAN RIGHTS AND FREEDOMS.  THE PREAMBULAR PARAGRAPH DECLARES THAT IT IS T
146,3,0,1949-04-05,R/3/272B,0,1,"HUMAN RIGHTS IN BULGARIA, HUNGARY","TO ADOPT REMAINING PARAGRAPHS OF THE AD HOC POLITICAL COMM. DRAFT RESOL. (A/844), WHICH PARAGRAPHS STATE AND REGRET SITUATION REGARDING BULGARIAN AND HUNGARIAN OBSERVANCE OF HUMAN RIGHTS AND FREEDOMS."
147,3,0,1949-04-05,R/3/272C,0,0,HUMAN RIGHTS,TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOL. (A/844).
148,3,0,1949-05-04,R/3/330,0,0,ADMISSION ISRAEL,TO ADOPT AD HOC POLITICAL COMM. DRAFT RESOLUTION (A/855) ADMITTING ISRAEL INTO THE UN.
149,3,0,1949-05-06,R/3/426,1,1,NEWS REPORTING,"TO ADOPT 3RD COMM. DRAFT RESOLUTION AND DRAFT CONVENTION (A/858) TAKEN TOGETHER, ON FREEDOM OF INFORMATION; AS AMENDED BY PROPOSAL (A/861) TRANSFERRING PARAGRAPH 3, ARTICLE XII TO ARTICLE VII, AND PROPOSAL (A/870) REPLACING PARAGRAPH 8, ARTICLE"
150,3,0,1949-05-07,R/3/455,0,0,INDIANS IN SOUTH AFRICA,"TO ADOPT 1ST COMM. DRAFT RESOL. B (A/863) INVITING INDIA, PAKISTAN AND SOUTH AFRICA TO HOLD A ROUND-TABLE CONFERENCE ON THE TREATMENT OF INDIANS IN SOUTH AFRICA."
151,3,0,1949-05-02,R/3/501A,0,0,"U.N. MEMBERS, RELATIONS WITH SPAIN",TO ADOPT 1ST COMMITTEE DRAFT RESOLUTION (A/852) ALLOWING MEMBER STATES FULL FREEDOM OF ACTION IN THEIR DIPLOMATIC RELATIONS WITH FRANCO SPAIN.
152,3,0,1949-05-02,R/3/501B,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN",TO ADOPT PARAGRAPH 1 OF POLISH DRAFT RESOL. (A/860) ON RELATIONS OF UN MEMBER STATES WITH FRANCO SPAIN; PARAGRAPH 1 RECALLS PAST INTERNATIONAL CONDEMNATIONS OF FRANCO REGIME IN SPAIN.  (E.G. POTSDAM AND LONDON CONFERENCES).
153,3,0,1949-05-02,R/3/502A,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN","TO ADOPT PARAGRAPH 2 OF POLISH DRAFT RESOL. (A/860), DECLARING THAT THE FRANCO REGIME IS A FASCIST REGIME WHICH AIDED THE AXIS POWERS DURING THE WAR."
154,3,0,1949-05-02,R/3/502B,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN","TO ADOPT PARAGRAPH 3 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH STATING THAT THE FRANCO REGIME WAS IMPOSED ON THE SPANISH PEOPLE BY FORCE."
155,3,0,1949-05-02,R/3/502C,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN","TO ADOPT PARAGRAPH 4 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH RECALLING SUFFERINGS OF SPANISH PEOPLE UNDER THE FASCIST FRANCO REGIME."
156,3,0,1949-05-02,R/3/503A,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN","TO ADOPT PARAGRAPH 5 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH TAKING NOTE OF THE WORSENING PERSECUTIONS OF DEMOCRATIC LEADERS IN SPAIN BY THE FRANCO REGIME."
157,3,0,1949-05-02,R/3/503B,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN","TO ADOPT PARAGRAPH 6 OF THE POLISH DRAFT RESOL. (A/860), SAID PARAGRAPH RECALLING THE SYMPATHY OF DEMOCRATIC NATIONS FOR THE SPANISH PEOPLE, AND THE DUTY OF THE UN TO AID THEM."
158,3,0,1949-05-02,R/3/504,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN","TO ADOPT PARAGRAPH 7 OF THE POLISH DRAFT RESOL. (A/860). PARAGRAPH 7 NOTES THE STRENGTHENING OF POLITICO-ECONOMIC TIES WITH FRANCO SPAIN ON THE PART OF US, UK AND OTHER COUNTRIES DESPITE UN 1946 AND 1947 RESOLUTIONS AGAINST THIS."
159,3,0,1949-05-03,R/3/584A,1,1,FORMER ITALIAN COLONIES,"TO ADOPT THE IRAQ AMENDMENT (A/875/CORR. 1) TO THE 1ST COMM. DRAFT RESOLUTION A (A/873) RELATING TO THE DISPOSAL OF FORMER ITALIAN COLONIES, WHICH IRAQ AMENDMENT REPLACES OPERATIVE PARAGRAPH 1 WITH THE FOLLOWING TEXT:  \WITH RESPECT TO LIBYA, I"
160,3,0,1949-05-03,R/3/584B,1,1,FORMER ITALIAN COLONIES,"TO ADOPT EGYPTIAN AMENDMENT (A/885) TO 1ST COMM. DRAFT RESOL. A (A/873), SAID AMENDMENT DELETING \UNLESS THE GENERAL ASSEMBLY THEN DECIDES THAT THIS STEP IS NOT APPROPRIATE AT THIS TIME,\\ IN OPERATIVE PARAGRAPH 1.\"""""
161,3,0,1949-05-03,R/3/585A,1,1,FORMER ITALIAN COLONIES,"TO ADOPT EGYPTIAN AMENDMENT TO 1ST COMM. DRAFT RESOL. A (A/873), REPLACING OPERATIVE SUB-PARAGRAPHS 1 (A), 1(B), AND 1(C) WITH A TEXT (A) PLACING LIBYA UNDER THE INTERNATIONAL TRUSTEESHIP SYSTEM DURING THE 10-YEAR INTERIM PERIOD (B) UNDER THE J"
