rcid,short_name,issue
4146,di,Arms control and disarmament
4148,di,Arms control and disarmament
4149,di,Arms control and disarmament
4150,di,Arms control and disarmament
4151,di,Arms control and disarmament
4152,di,Arms control and disarmament
4154,di,Arms control and disarmament
4155,di,Arms control and disarmament
4156,di,Arms control and disarmament
4172,di,Arms control and disarmament
4179,di,Arms control and disarmament
4180,di,Arms control and disarmament
4181,di,Arms control and disarmament
4183,di,Arms control and disarmament
4184,di,Arms control and disarmament
4185,di,Arms control and disarmament
4187,di,Arms control and disarmament
4190,di,Arms control and disarmament
4191,di,Arms control and disarmament
4192,di,Arms control and disarmament
4193,di,Arms control and disarmament
4194,di,Arms control and disarmament
4195,di,Arms control and disarmament
4196,di,Arms control and disarmament
4197,di,Arms control and disarmament
4242,di,Arms control and disarmament
4243,di,Arms control and disarmament
4244,di,Arms control and disarmament
4245,di,Arms control and disarmament
4248,di,Arms control and disarmament
4251,di,Arms control and disarmament
4253,di,Arms control and disarmament
4254,di,Arms control and disarmament
4255,di,Arms control and disarmament
4256,di,Arms control and disarmament
4257,di,Arms control and disarmament
4258,di,Arms control and disarmament
4259,di,Arms control and disarmament
4260,di,Arms control and disarmament
4263,di,Arms control and disarmament
4309,di,Arms control and disarmament
4310,di,Arms control and disarmament
4311,di,Arms control and disarmament
4313,di,Arms control and disarmament
4315,di,Arms control and disarmament
4317,di,Arms control and disarmament
4318,di,Arms control and disarmament
4319,di,Arms control and disarmament
4320,di,Arms control and disarmament
4321,di,Arms control and disarmament
4322,di,Arms control and disarmament
4323,di,Arms control and disarmament
4324,di,Arms control and disarmament
4325,di,Arms control and disarmament
4326,di,Arms control and disarmament
4376,di,Arms control and disarmament
4377,di,Arms control and disarmament
4378,di,Arms control and disarmament
4379,di,Arms control and disarmament
4382,di,Arms control and disarmament
4383,di,Arms control and disarmament
4384,di,Arms control and disarmament
4385,di,Arms control and disarmament
4386,di,Arms control and disarmament
4388,di,Arms control and disarmament
4389,di,Arms control and disarmament
4390,di,Arms control and disarmament
4391,di,Arms control and disarmament
4392,di,Arms control and disarmament
4394,di,Arms control and disarmament
4395,di,Arms control and disarmament
4396,di,Arms control and disarmament
4402,di,Arms control and disarmament
4494,di,Arms control and disarmament
4495,di,Arms control and disarmament
4497,di,Arms control and disarmament
4498,di,Arms control and disarmament
4503,di,Arms control and disarmament
4504,di,Arms control and disarmament
4505,di,Arms control and disarmament
4506,di,Arms control and disarmament
4507,di,Arms control and disarmament
4508,di,Arms control and disarmament
4509,di,Arms control and disarmament
4511,di,Arms control and disarmament
4520,di,Arms control and disarmament
4561,di,Arms control and disarmament
4562,di,Arms control and disarmament
4564,di,Arms control and disarmament
4565,di,Arms control and disarmament
4566,di,Arms control and disarmament
4567,di,Arms control and disarmament
4568,di,Arms control and disarmament
4569,di,Arms control and disarmament
4570,di,Arms control and disarmament
4571,di,Arms control and disarmament
4573,di,Arms control and disarmament
4575,di,Arms control and disarmament
4576,di,Arms control and disarmament
4577,di,Arms control and disarmament
4578,di,Arms control and disarmament
4579,di,Arms control and disarmament
4580,di,Arms control and disarmament
4619,di,Arms control and disarmament
4621,di,Arms control and disarmament
4622,di,Arms control and disarmament
4623,di,Arms control and disarmament
4624,di,Arms control and disarmament
4625,di,Arms control and disarmament
4626,di,Arms control and disarmament
4627,di,Arms control and disarmament
4628,di,Arms control and disarmament
4629,di,Arms control and disarmament
4630,di,Arms control and disarmament
4632,di,Arms control and disarmament
4633,di,Arms control and disarmament
4634,di,Arms control and disarmament
4635,di,Arms control and disarmament
4636,di,Arms control and disarmament
4637,di,Arms control and disarmament
4638,di,Arms control and disarmament
4639,di,Arms control and disarmament
4640,di,Arms control and disarmament
4676,di,Arms control and disarmament
4677,di,Arms control and disarmament
4678,di,Arms control and disarmament
4679,di,Arms control and disarmament
4682,di,Arms control and disarmament
4683,di,Arms control and disarmament
4684,di,Arms control and disarmament
4686,di,Arms control and disarmament
4687,di,Arms control and disarmament
4688,di,Arms control and disarmament
4689,di,Arms control and disarmament
4690,di,Arms control and disarmament
4691,di,Arms control and disarmament
4692,di,Arms control and disarmament
4693,di,Arms control and disarmament
4694,di,Arms control and disarmament
4695,di,Arms control and disarmament
4696,di,Arms control and disarmament
4697,di,Arms control and disarmament
4698,di,Arms control and disarmament
4699,di,Arms control and disarmament
4702,di,Arms control and disarmament
4755,di,Arms control and disarmament
4757,di,Arms control and disarmament
4758,di,Arms control and disarmament
4759,di,Arms control and disarmament
4760,di,Arms control and disarmament
4761,di,Arms control and disarmament
4762,di,Arms control and disarmament
4763,di,Arms control and disarmament
4765,di,Arms control and disarmament
4766,di,Arms control and disarmament
4769,di,Arms control and disarmament
4771,di,Arms control and disarmament
4772,di,Arms control and disarmament
4773,di,Arms control and disarmament
4774,di,Arms control and disarmament
4775,di,Arms control and disarmament
4777,di,Arms control and disarmament
4826,di,Arms control and disarmament
4841,di,Arms control and disarmament
4842,di,Arms control and disarmament
4843,di,Arms control and disarmament
4844,di,Arms control and disarmament
4848,di,Arms control and disarmament
4849,di,Arms control and disarmament
4850,di,Arms control and disarmament
4852,di,Arms control and disarmament
4853,di,Arms control and disarmament
4854,di,Arms control and disarmament
4856,di,Arms control and disarmament
4857,di,Arms control and disarmament
4859,di,Arms control and disarmament
4860,di,Arms control and disarmament
4861,di,Arms control and disarmament
4862,di,Arms control and disarmament
4863,di,Arms control and disarmament
4865,di,Arms control and disarmament
4866,di,Arms control and disarmament
4901,di,Arms control and disarmament
4988,di,Arms control and disarmament
4989,di,Arms control and disarmament
4990,di,Arms control and disarmament
4991,di,Arms control and disarmament
4993,di,Arms control and disarmament
4995,di,Arms control and disarmament
4996,di,Arms control and disarmament
4997,di,Arms control and disarmament
4998,di,Arms control and disarmament
4999,di,Arms control and disarmament
5000,di,Arms control and disarmament
5001,di,Arms control and disarmament
5002,di,Arms control and disarmament
5003,di,Arms control and disarmament
5004,di,Arms control and disarmament
5005,di,Arms control and disarmament
5007,di,Arms control and disarmament
5057,di,Arms control and disarmament
5058,di,Arms control and disarmament
5059,di,Arms control and disarmament
5060,di,Arms control and disarmament
5063,di,Arms control and disarmament
5065,di,Arms control and disarmament
5066,di,Arms control and disarmament
5068,di,Arms control and disarmament
5069,di,Arms control and disarmament
5071,di,Arms control and disarmament
5073,di,Arms control and disarmament
5075,di,Arms control and disarmament
5076,di,Arms control and disarmament
5077,di,Arms control and disarmament
5078,di,Arms control and disarmament
5079,di,Arms control and disarmament
5142,di,Arms control and disarmament
5147,di,Arms control and disarmament
5148,di,Arms control and disarmament
5149,di,Arms control and disarmament
5150,di,Arms control and disarmament
5151,di,Arms control and disarmament
5152,di,Arms control and disarmament
5153,di,Arms control and disarmament
5154,di,Arms control and disarmament
5155,di,Arms control and disarmament
5156,di,Arms control and disarmament
5157,di,Arms control and disarmament
5158,di,Arms control and disarmament
5159,di,Arms control and disarmament
5160,di,Arms control and disarmament
5161,di,Arms control and disarmament
5162,di,Arms control and disarmament
5164,di,Arms control and disarmament
5189,di,Arms control and disarmament
5190,di,Arms control and disarmament
5192,di,Arms control and disarmament
5193,di,Arms control and disarmament
5194,di,Arms control and disarmament
5197,di,Arms control and disarmament
5198,di,Arms control and disarmament
5199,di,Arms control and disarmament
5201,di,Arms control and disarmament
5202,di,Arms control and disarmament
5203,di,Arms control and disarmament
5205,di,Arms control and disarmament
5206,di,Arms control and disarmament
5207,di,Arms control and disarmament
5208,di,Arms control and disarmament
5209,di,Arms control and disarmament
5210,di,Arms control and disarmament
5247,di,Arms control and disarmament
5257,di,Arms control and disarmament
5258,di,Arms control and disarmament
5259,di,Arms control and disarmament
5260,di,Arms control and disarmament
5261,di,Arms control and disarmament
5262,di,Arms control and disarmament
5263,di,Arms control and disarmament
5264,di,Arms control and disarmament
5265,di,Arms control and disarmament
5266,di,Arms control and disarmament
5267,di,Arms control and disarmament
5268,di,Arms control and disarmament
5269,di,Arms control and disarmament
5270,di,Arms control and disarmament
5271,di,Arms control and disarmament
5272,di,Arms control and disarmament
5273,di,Arms control and disarmament
5275,di,Arms control and disarmament
5314,di,Arms control and disarmament
5321,di,Arms control and disarmament
5322,di,Arms control and disarmament
5323,di,Arms control and disarmament
5324,di,Arms control and disarmament
5325,di,Arms control and disarmament
5327,di,Arms control and disarmament
5329,di,Arms control and disarmament
5330,di,Arms control and disarmament
5331,di,Arms control and disarmament
5332,di,Arms control and disarmament
5333,di,Arms control and disarmament
5334,di,Arms control and disarmament
5335,di,Arms control and disarmament
5336,di,Arms control and disarmament
5338,di,Arms control and disarmament
5340,di,Arms control and disarmament
5341,di,Arms control and disarmament
5342,di,Arms control and disarmament
5345,di,Arms control and disarmament
5346,di,Arms control and disarmament
5347,di,Arms control and disarmament
5403,di,Arms control and disarmament
5404,di,Arms control and disarmament
5405,di,Arms control and disarmament
5406,di,Arms control and disarmament
5407,di,Arms control and disarmament
5408,di,Arms control and disarmament
5409,di,Arms control and disarmament
5411,di,Arms control and disarmament
5412,di,Arms control and disarmament
5413,di,Arms control and disarmament
5414,di,Arms control and disarmament
5415,di,Arms control and disarmament
5417,di,Arms control and disarmament
5418,di,Arms control and disarmament
5420,di,Arms control and disarmament
5421,di,Arms control and disarmament
5423,di,Arms control and disarmament
5424,di,Arms control and disarmament
5426,di,Arms control and disarmament
5427,di,Arms control and disarmament
5428,di,Arms control and disarmament
5496,di,Arms control and disarmament
5498,di,Arms control and disarmament
5499,di,Arms control and disarmament
5501,di,Arms control and disarmament
5502,di,Arms control and disarmament
5503,di,Arms control and disarmament
5504,di,Arms control and disarmament
5505,di,Arms control and disarmament
5507,di,Arms control and disarmament
5508,di,Arms control and disarmament
5509,di,Arms control and disarmament
5511,di,Arms control and disarmament
5512,di,Arms control and disarmament
5513,di,Arms control and disarmament
5514,di,Arms control and disarmament
5516,di,Arms control and disarmament
5517,di,Arms control and disarmament
5519,di,Arms control and disarmament
5521,di,Arms control and disarmament
5522,di,Arms control and disarmament
5523,di,Arms control and disarmament
5524,di,Arms control and disarmament
5525,di,Arms control and disarmament
5527,di,Arms control and disarmament
5528,di,Arms control and disarmament
5529,di,Arms control and disarmament
5594,di,Arms control and disarmament
5590,di,Arms control and disarmament
5592,di,Arms control and disarmament
5595,di,Arms control and disarmament
5596,di,Arms control and disarmament
5597,di,Arms control and disarmament
5598,di,Arms control and disarmament
5599,di,Arms control and disarmament
5601,di,Arms control and disarmament
5602,di,Arms control and disarmament
5603,di,Arms control and disarmament
5605,di,Arms control and disarmament
5607,di,Arms control and disarmament
5608,di,Arms control and disarmament
5609,di,Arms control and disarmament
5611,di,Arms control and disarmament
5612,di,Arms control and disarmament
5614,di,Arms control and disarmament
5615,di,Arms control and disarmament
5616,di,Arms control and disarmament
5617,di,Arms control and disarmament
5618,di,Arms control and disarmament
5619,di,Arms control and disarmament
5640,di,Arms control and disarmament
5651,di,Arms control and disarmament
5654,di,Arms control and disarmament
5667,di,Arms control and disarmament
5682,di,Arms control and disarmament
5683,di,Arms control and disarmament
5695,di,Arms control and disarmament
5700,di,Arms control and disarmament
5702,di,Arms control and disarmament
5703,di,Arms control and disarmament
5704,di,Arms control and disarmament
5723,di,Arms control and disarmament
5724,di,Arms control and disarmament
5729,di,Arms control and disarmament
5741,di,Arms control and disarmament
5742,di,Arms control and disarmament
5745,di,Arms control and disarmament
5760,di,Arms control and disarmament
5761,di,Arms control and disarmament
5762,di,Arms control and disarmament
5784,di,Arms control and disarmament
5786,di,Arms control and disarmament
5794,di,Arms control and disarmament
5795,di,Arms control and disarmament
5797,di,Arms control and disarmament
5809,di,Arms control and disarmament
5811,di,Arms control and disarmament
5824,di,Arms control and disarmament
5825,di,Arms control and disarmament
5833,di,Arms control and disarmament
5835,di,Arms control and disarmament
5842,di,Arms control and disarmament
5849,di,Arms control and disarmament
5851,di,Arms control and disarmament
5860,di,Arms control and disarmament
5867,di,Arms control and disarmament
5869,di,Arms control and disarmament
5871,di,Arms control and disarmament
5874,di,Arms control and disarmament
5875,di,Arms control and disarmament
5879,di,Arms control and disarmament
5881,di,Arms control and disarmament
5891,di,Arms control and disarmament
5893,di,Arms control and disarmament
5894,di,Arms control and disarmament
5903,di,Arms control and disarmament
5905,di,Arms control and disarmament
5910,di,Arms control and disarmament
5912,di,Arms control and disarmament
5924,di,Arms control and disarmament
5925,di,Arms control and disarmament
5926,di,Arms control and disarmament
5931,di,Arms control and disarmament
5935,di,Arms control and disarmament
5941,di,Arms control and disarmament
5950,di,Arms control and disarmament
5953,di,Arms control and disarmament
5955,di,Arms control and disarmament
5957,di,Arms control and disarmament
5960,di,Arms control and disarmament
5964,di,Arms control and disarmament
5975,di,Arms control and disarmament
5980,di,Arms control and disarmament
5981,di,Arms control and disarmament
5988,di,Arms control and disarmament
5997,di,Arms control and disarmament
5999,di,Arms control and disarmament
6017,di,Arms control and disarmament
6018,di,Arms control and disarmament
6021,di,Arms control and disarmament
6025,di,Arms control and disarmament
6030,di,Arms control and disarmament
6034,di,Arms control and disarmament
6036,di,Arms control and disarmament
6040,di,Arms control and disarmament
6043,di,Arms control and disarmament
6044,di,Arms control and disarmament
6055,di,Arms control and disarmament
6056,di,Arms control and disarmament
6068,di,Arms control and disarmament
6069,di,Arms control and disarmament
6070,di,Arms control and disarmament
6074,di,Arms control and disarmament
6075,di,Arms control and disarmament
6076,di,Arms control and disarmament
6080,di,Arms control and disarmament
6081,di,Arms control and disarmament
6083,di,Arms control and disarmament
6084,di,Arms control and disarmament
6085,di,Arms control and disarmament
6086,di,Arms control and disarmament
6088,di,Arms control and disarmament
6089,di,Arms control and disarmament
6092,di,Arms control and disarmament
6094,di,Arms control and disarmament
6153,di,Arms control and disarmament
9070,di,Arms control and disarmament
9081,di,Arms control and disarmament
9082,di,Arms control and disarmament
9118,di,Arms control and disarmament
9113,di,Arms control and disarmament
9115,di,Arms control and disarmament
9127,di,Arms control and disarmament
9128,di,Arms control and disarmament
9135,di,Arms control and disarmament
9142,di,Arms control and disarmament
9136,di,Arms control and disarmament
9145,di,Arms control and disarmament
9069,di,Arms control and disarmament
9074,di,Arms control and disarmament
9095,di,Arms control and disarmament
9092,di,Arms control and disarmament
6,hr,Human rights
41,hr,Human rights
79,hr,Human rights
123,hr,Human rights
124,hr,Human rights
125,hr,Human rights
126,hr,Human rights
127,hr,Human rights
143,hr,Human rights
145,hr,Human rights
146,hr,Human rights
147,hr,Human rights
175,hr,Human rights
176,hr,Human rights
276,hr,Human rights
279,hr,Human rights
314,hr,Human rights
315,hr,Human rights
317,hr,Human rights
339,hr,Human rights
340,hr,Human rights
347,hr,Human rights
362,hr,Human rights
363,hr,Human rights
367,hr,Human rights
368,hr,Human rights
369,hr,Human rights
373,hr,Human rights
374,hr,Human rights
376,hr,Human rights
404,hr,Human rights
424,hr,Human rights
431,hr,Human rights
436,hr,Human rights
471,hr,Human rights
472,hr,Human rights
473,hr,Human rights
474,hr,Human rights
9027,hr,Human rights
9028,hr,Human rights
549,hr,Human rights
551,hr,Human rights
584,hr,Human rights
611,hr,Human rights
613,hr,Human rights
709,hr,Human rights
758,hr,Human rights
771,hr,Human rights
774,hr,Human rights
792,hr,Human rights
827,hr,Human rights
830,hr,Human rights
899,hr,Human rights
909,hr,Human rights
922,hr,Human rights
932,hr,Human rights
943,hr,Human rights
944,hr,Human rights
945,hr,Human rights
946,hr,Human rights
947,hr,Human rights
948,hr,Human rights
968,hr,Human rights
1002,hr,Human rights
1003,hr,Human rights
1004,hr,Human rights
1005,hr,Human rights
1007,hr,Human rights
1039,hr,Human rights
1083,hr,Human rights
1086,hr,Human rights
1094,hr,Human rights
1097,hr,Human rights
1098,hr,Human rights
1116,hr,Human rights
1121,hr,Human rights
1133,hr,Human rights
1138,hr,Human rights
1139,hr,Human rights
1140,hr,Human rights
1141,hr,Human rights
1142,hr,Human rights
1156,hr,Human rights
1157,hr,Human rights
1159,hr,Human rights
1162,hr,Human rights
1170,hr,Human rights
1171,hr,Human rights
1201,hr,Human rights
1208,hr,Human rights
1211,hr,Human rights
1226,hr,Human rights
1267,hr,Human rights
1274,hr,Human rights
1275,hr,Human rights
1276,hr,Human rights
1284,hr,Human rights
1320,hr,Human rights
1323,hr,Human rights
1331,hr,Human rights
1333,hr,Human rights
1349,hr,Human rights
1354,hr,Human rights
1355,hr,Human rights
1356,hr,Human rights
1357,hr,Human rights
1370,hr,Human rights
1371,hr,Human rights
1376,hr,Human rights
1377,hr,Human rights
1378,hr,Human rights
1388,hr,Human rights
1389,hr,Human rights
1398,hr,Human rights
1424,hr,Human rights
1430,hr,Human rights
1431,hr,Human rights
1432,hr,Human rights
1433,hr,Human rights
1439,hr,Human rights
1441,hr,Human rights
1449,hr,Human rights
1454,hr,Human rights
1455,hr,Human rights
1457,hr,Human rights
1462,hr,Human rights
1463,hr,Human rights
1464,hr,Human rights
1468,hr,Human rights
1469,hr,Human rights
1472,hr,Human rights
1473,hr,Human rights
1474,hr,Human rights
1475,hr,Human rights
1477,hr,Human rights
1484,hr,Human rights
1492,hr,Human rights
1494,hr,Human rights
1533,hr,Human rights
1536,hr,Human rights
1537,hr,Human rights
1538,hr,Human rights
1539,hr,Human rights
1541,hr,Human rights
1544,hr,Human rights
1547,hr,Human rights
1549,hr,Human rights
1550,hr,Human rights
1551,hr,Human rights
1555,hr,Human rights
1558,hr,Human rights
1559,hr,Human rights
1560,hr,Human rights
1563,hr,Human rights
1564,hr,Human rights
1567,hr,Human rights
1572,hr,Human rights
1578,hr,Human rights
1582,hr,Human rights
1583,hr,Human rights
1609,hr,Human rights
1613,hr,Human rights
1614,hr,Human rights
1615,hr,Human rights
1616,hr,Human rights
1620,hr,Human rights
1621,hr,Human rights
1622,hr,Human rights
1624,hr,Human rights
1626,hr,Human rights
1629,hr,Human rights
1631,hr,Human rights
1634,hr,Human rights
1636,hr,Human rights
1637,hr,Human rights
1638,hr,Human rights
1639,hr,Human rights
1640,hr,Human rights
1641,hr,Human rights
1659,hr,Human rights
1663,hr,Human rights
1683,hr,Human rights
1686,hr,Human rights
1687,hr,Human rights
1691,hr,Human rights
1701,hr,Human rights
1704,hr,Human rights
1705,hr,Human rights
1707,hr,Human rights
1708,hr,Human rights
1709,hr,Human rights
1714,hr,Human rights
1715,hr,Human rights
1716,hr,Human rights
1717,hr,Human rights
1718,hr,Human rights
1751,hr,Human rights
1752,hr,Human rights
1761,hr,Human rights
1788,hr,Human rights
1790,hr,Human rights
1791,hr,Human rights
1798,hr,Human rights
1802,hr,Human rights
1803,hr,Human rights
1804,hr,Human rights
1808,hr,Human rights
1809,hr,Human rights
1810,hr,Human rights
1811,hr,Human rights
1812,hr,Human rights
1814,hr,Human rights
1815,hr,Human rights
1817,hr,Human rights
1829,hr,Human rights
1839,hr,Human rights
1842,hr,Human rights
1843,hr,Human rights
1912,hr,Human rights
1913,hr,Human rights
1916,hr,Human rights
1918,hr,Human rights
1919,hr,Human rights
1920,hr,Human rights
1921,hr,Human rights
1922,hr,Human rights
1924,hr,Human rights
1925,hr,Human rights
1926,hr,Human rights
1930,hr,Human rights
1934,hr,Human rights
1974,hr,Human rights
1975,hr,Human rights
1976,hr,Human rights
1977,hr,Human rights
1979,hr,Human rights
2020,hr,Human rights
2033,hr,Human rights
2036,hr,Human rights
2044,hr,Human rights
2045,hr,Human rights
2046,hr,Human rights
2047,hr,Human rights
2049,hr,Human rights
2051,hr,Human rights
2057,hr,Human rights
2089,hr,Human rights
2096,hr,Human rights
2099,hr,Human rights
2102,hr,Human rights
2103,hr,Human rights
2104,hr,Human rights
2105,hr,Human rights
2149,hr,Human rights
2153,hr,Human rights
2165,hr,Human rights
2167,hr,Human rights
2168,hr,Human rights
2170,hr,Human rights
2171,hr,Human rights
2172,hr,Human rights
2173,hr,Human rights
2174,hr,Human rights
2176,hr,Human rights
2189,hr,Human rights
2202,hr,Human rights
2204,hr,Human rights
2207,hr,Human rights
2208,hr,Human rights
2212,hr,Human rights
2268,hr,Human rights
2269,hr,Human rights
2284,hr,Human rights
2285,hr,Human rights
2295,hr,Human rights
2297,hr,Human rights
2300,hr,Human rights
2330,hr,Human rights
2354,hr,Human rights
2355,hr,Human rights
2357,hr,Human rights
2358,hr,Human rights
2366,hr,Human rights
2414,hr,Human rights
2425,hr,Human rights
2426,hr,Human rights
2438,hr,Human rights
2448,hr,Human rights
2449,hr,Human rights
2450,hr,Human rights
2451,hr,Human rights
2454,hr,Human rights
2455,hr,Human rights
2456,hr,Human rights
2457,hr,Human rights
2459,hr,Human rights
2460,hr,Human rights
2461,hr,Human rights
2464,hr,Human rights
2497,hr,Human rights
2499,hr,Human rights
2501,hr,Human rights
2516,hr,Human rights
2517,hr,Human rights
2518,hr,Human rights
2577,hr,Human rights
2589,hr,Human rights
2590,hr,Human rights
2591,hr,Human rights
2595,hr,Human rights
2606,hr,Human rights
2608,hr,Human rights
2609,hr,Human rights
2610,hr,Human rights
2611,hr,Human rights
2615,hr,Human rights
2616,hr,Human rights
2637,hr,Human rights
2644,hr,Human rights
2648,hr,Human rights
2649,hr,Human rights
2733,hr,Human rights
2734,hr,Human rights
2739,hr,Human rights
2754,hr,Human rights
2755,hr,Human rights
2758,hr,Human rights
2759,hr,Human rights
2760,hr,Human rights
2764,hr,Human rights
2765,hr,Human rights
2766,hr,Human rights
2789,hr,Human rights
2794,hr,Human rights
2800,hr,Human rights
2850,hr,Human rights
2851,hr,Human rights
2852,hr,Human rights
2861,hr,Human rights
2862,hr,Human rights
2863,hr,Human rights
2864,hr,Human rights
2865,hr,Human rights
2866,hr,Human rights
2867,hr,Human rights
2868,hr,Human rights
2869,hr,Human rights
2899,hr,Human rights
2921,hr,Human rights
2949,hr,Human rights
2977,hr,Human rights
2978,hr,Human rights
2979,hr,Human rights
3018,hr,Human rights
3028,hr,Human rights
3056,hr,Human rights
3057,hr,Human rights
3058,hr,Human rights
3060,hr,Human rights
3061,hr,Human rights
3062,hr,Human rights
3064,hr,Human rights
3065,hr,Human rights
3066,hr,Human rights
3067,hr,Human rights
3070,hr,Human rights
3071,hr,Human rights
3072,hr,Human rights
3073,hr,Human rights
3074,hr,Human rights
3075,hr,Human rights
3076,hr,Human rights
3077,hr,Human rights
3163,hr,Human rights
3165,hr,Human rights
3166,hr,Human rights
3167,hr,Human rights
3173,hr,Human rights
3190,hr,Human rights
3191,hr,Human rights
3192,hr,Human rights
3193,hr,Human rights
3194,hr,Human rights
3195,hr,Human rights
3196,hr,Human rights
3197,hr,Human rights
3199,hr,Human rights
3200,hr,Human rights
3202,hr,Human rights
3204,hr,Human rights
3205,hr,Human rights
3215,hr,Human rights
3255,hr,Human rights
3256,hr,Human rights
3289,hr,Human rights
3348,hr,Human rights
3350,hr,Human rights
3351,hr,Human rights
3352,hr,Human rights
3353,hr,Human rights
3354,hr,Human rights
3355,hr,Human rights
3356,hr,Human rights
3357,hr,Human rights
3358,hr,Human rights
3360,hr,Human rights
3368,hr,Human rights
3369,hr,Human rights
3370,hr,Human rights
3384,hr,Human rights
3386,hr,Human rights
3410,hr,Human rights
3411,hr,Human rights
3412,hr,Human rights
3419,hr,Human rights
3433,hr,Human rights
3435,hr,Human rights
3436,hr,Human rights
3484,hr,Human rights
3485,hr,Human rights
3487,hr,Human rights
3488,hr,Human rights
3490,hr,Human rights
3539,hr,Human rights
3540,hr,Human rights
3541,hr,Human rights
3543,hr,Human rights
3548,hr,Human rights
3568,hr,Human rights
3571,hr,Human rights
3572,hr,Human rights
3573,hr,Human rights
3578,hr,Human rights
3615,hr,Human rights
3634,hr,Human rights
3635,hr,Human rights
3636,hr,Human rights
3638,hr,Human rights
3647,hr,Human rights
3648,hr,Human rights
3649,hr,Human rights
3651,hr,Human rights
3653,hr,Human rights
3654,hr,Human rights
3694,hr,Human rights
3695,hr,Human rights
3696,hr,Human rights
3704,hr,Human rights
3718,hr,Human rights
3719,hr,Human rights
3727,hr,Human rights
3729,hr,Human rights
3730,hr,Human rights
3731,hr,Human rights
3732,hr,Human rights
3747,hr,Human rights
3786,hr,Human rights
3787,hr,Human rights
3789,hr,Human rights
3792,hr,Human rights
3793,hr,Human rights
3794,hr,Human rights
3795,hr,Human rights
3796,hr,Human rights
3797,hr,Human rights
3798,hr,Human rights
3811,hr,Human rights
3826,hr,Human rights
3827,hr,Human rights
3828,hr,Human rights
3858,hr,Human rights
3859,hr,Human rights
3860,hr,Human rights
3863,hr,Human rights
3865,hr,Human rights
3866,hr,Human rights
3867,hr,Human rights
3868,hr,Human rights
3869,hr,Human rights
3870,hr,Human rights
3885,hr,Human rights
3943,hr,Human rights
3944,hr,Human rights
3945,hr,Human rights
3950,hr,Human rights
3951,hr,Human rights
3953,hr,Human rights
3955,hr,Human rights
3956,hr,Human rights
3957,hr,Human rights
3958,hr,Human rights
3959,hr,Human rights
3960,hr,Human rights
3961,hr,Human rights
3967,hr,Human rights
3968,hr,Human rights
3969,hr,Human rights
4001,hr,Human rights
4002,hr,Human rights
4003,hr,Human rights
4004,hr,Human rights
4005,hr,Human rights
4006,hr,Human rights
4007,hr,Human rights
4008,hr,Human rights
4009,hr,Human rights
4010,hr,Human rights
4011,hr,Human rights
4012,hr,Human rights
4014,hr,Human rights
4022,hr,Human rights
4065,hr,Human rights
4066,hr,Human rights
4067,hr,Human rights
4072,hr,Human rights
4080,hr,Human rights
4087,hr,Human rights
4088,hr,Human rights
4090,hr,Human rights
4091,hr,Human rights
4093,hr,Human rights
4094,hr,Human rights
4095,hr,Human rights
4096,hr,Human rights
4097,hr,Human rights
4098,hr,Human rights
4099,hr,Human rights
4100,hr,Human rights
4101,hr,Human rights
4102,hr,Human rights
4107,hr,Human rights
4115,hr,Human rights
4116,hr,Human rights
4117,hr,Human rights
4120,hr,Human rights
4128,hr,Human rights
4159,hr,Human rights
4160,hr,Human rights
4162,hr,Human rights
4163,hr,Human rights
4164,hr,Human rights
4165,hr,Human rights
4166,hr,Human rights
4174,hr,Human rights
4175,hr,Human rights
4176,hr,Human rights
4202,hr,Human rights
4207,hr,Human rights
4210,hr,Human rights
4219,hr,Human rights
4220,hr,Human rights
4221,hr,Human rights
4222,hr,Human rights
4224,hr,Human rights
4225,hr,Human rights
4227,hr,Human rights
4228,hr,Human rights
4229,hr,Human rights
4230,hr,Human rights
4231,hr,Human rights
4232,hr,Human rights
4233,hr,Human rights
4265,hr,Human rights
4266,hr,Human rights
4267,hr,Human rights
4270,hr,Human rights
4271,hr,Human rights
4272,hr,Human rights
4274,hr,Human rights
4275,hr,Human rights
4276,hr,Human rights
4278,hr,Human rights
4279,hr,Human rights
4280,hr,Human rights
4281,hr,Human rights
4282,hr,Human rights
4284,hr,Human rights
4289,hr,Human rights
4292,hr,Human rights
4328,hr,Human rights
4329,hr,Human rights
4330,hr,Human rights
4334,hr,Human rights
4339,hr,Human rights
4342,hr,Human rights
4350,hr,Human rights
4351,hr,Human rights
4352,hr,Human rights
4353,hr,Human rights
4355,hr,Human rights
4356,hr,Human rights
4357,hr,Human rights
4359,hr,Human rights
4360,hr,Human rights
4361,hr,Human rights
4362,hr,Human rights
4363,hr,Human rights
4364,hr,Human rights
4370,hr,Human rights
4371,hr,Human rights
4398,hr,Human rights
4399,hr,Human rights
4400,hr,Human rights
4405,hr,Human rights
4410,hr,Human rights
4413,hr,Human rights
4424,hr,Human rights
4425,hr,Human rights
4426,hr,Human rights
4429,hr,Human rights
4432,hr,Human rights
4433,hr,Human rights
4434,hr,Human rights
4435,hr,Human rights
4436,hr,Human rights
4437,hr,Human rights
4439,hr,Human rights
4440,hr,Human rights
4441,hr,Human rights
4453,hr,Human rights
4454,hr,Human rights
4455,hr,Human rights
4456,hr,Human rights
4457,hr,Human rights
4458,hr,Human rights
4459,hr,Human rights
4460,hr,Human rights
4461,hr,Human rights
4462,hr,Human rights
4463,hr,Human rights
