objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
6267,Quebec,Seigneurie de Beaupré,340,SDB85,85/154,2000,82,85,Enercon,E-82,2013/2014,47.3355835661216,-70.8258340655403,NA
6268,Quebec,Seigneurie de Beaupré,340,SDB86,86/154,2000,82,85,Enercon,E-82,2013/2014,47.3335933762633,-70.8642995104217,NA
6269,Quebec,Seigneurie de Beaupré,340,SDB87,87/154,2300,70,85,Enercon,E-70,2013/2014,47.3365336026886,-70.8601799383742,NA
6270,Quebec,Seigneurie de Beaupré,340,SDB88,88/154,2300,70,85,Enercon,E-70,2013/2014,47.3394059112137,-70.8585915433865,NA
6271,Quebec,Seigneurie de Beaupré,340,SDB89,89/154,2300,70,85,Enercon,E-70,2013/2014,47.3427033941863,-70.857307343071,NA
6272,Quebec,Seigneurie de Beaupré,340,SDB90,90/154,2000,82,85,Enercon,E-82,2013/2014,47.3448331039621,-70.8595297676613,NA
6273,Quebec,Seigneurie de Beaupré,340,SDB91,91/154,2000,82,85,Enercon,E-82,2013/2014,47.3474884114919,-70.8615330043544,NA
6274,Quebec,Seigneurie de Beaupré,340,SDB92,92/154,2000,82,85,Enercon,E-82,2013/2014,47.3500639206606,-70.8621765311433,NA
6275,Quebec,Seigneurie de Beaupré,340,SDB93,93/154,2000,82,85,Enercon,E-82,2013/2014,47.3526907656899,-70.8629451680998,NA
6276,Quebec,Seigneurie de Beaupré,340,SDB94,94/154,2300,70,85,Enercon,E-70,2013/2014,47.35535414077,-70.8645439484746,NA
6277,Quebec,Seigneurie de Beaupré,340,SDB95,95/154,2300,70,85,Enercon,E-70,2013/2014,47.3574350777267,-70.8702883755438,NA
6278,Quebec,Seigneurie de Beaupré,340,SDB96,96/154,2000,82,85,Enercon,E-82,2013/2014,47.3542344207395,-70.8710974223278,NA
6279,Quebec,Seigneurie de Beaupré,340,SDB97,97/154,2000,82,85,Enercon,E-82,2013/2014,47.3524752495118,-70.875265160606,NA
6280,Quebec,Seigneurie de Beaupré,340,SDB98,98/154,2000,82,85,Enercon,E-82,2013/2014,47.3513596961219,-70.880941638552,NA
6281,Quebec,Seigneurie de Beaupré,340,SDB99,99/154,2300,70,85,Enercon,E-70,2013/2014,47.357829212203,-70.8773456756616,NA
6282,Quebec,Seigneurie de Beaupré,340,SDB100,100/154,2000,82,98,Enercon,E-82,2013/2014,47.3616791249285,-70.8715580987337,NA
6283,Quebec,Seigneurie de Beaupré,340,SDB101,101/154,2000,82,85,Enercon,E-82,2013/2014,47.3574229123441,-70.859858150752,NA
6284,Quebec,Seigneurie de Beaupré,340,SDB102,102/154,2000,82,85,Enercon,E-82,2013/2014,47.3599821465758,-70.8576774243084,NA
6285,Quebec,Seigneurie de Beaupré,340,SDB103,103/154,2300,70,85,Enercon,E-70,2013/2014,47.3630630417672,-70.8582829797202,NA
6286,Quebec,Seigneurie de Beaupré,340,SDB104,104/154,2000,82,85,Enercon,E-82,2013/2014,47.3648839110802,-70.8536725902267,NA
6287,Quebec,Seigneurie de Beaupré,340,SDB105,105/154,2000,82,85,Enercon,E-82,2013/2014,47.3647721324429,-70.846612672224,NA
6288,Quebec,Seigneurie de Beaupré,340,SDB106,106/154,2000,82,85,Enercon,E-82,2013/2014,47.3670855105202,-70.8468306109695,NA
6289,Quebec,Seigneurie de Beaupré,340,SDB107,107/154,2000,82,85,Enercon,E-82,2013/2014,47.3692877183093,-70.8474122547589,NA
6290,Quebec,Seigneurie de Beaupré,340,SDB108,108/154,2000,82,85,Enercon,E-82,2013/2014,47.3716684730416,-70.8465267915016,NA
6291,Quebec,Seigneurie de Beaupré,340,SDB109,109/154,2000,82,85,Enercon,E-82,2013/2014,47.3488046905391,-70.8333344929163,NA
6292,Quebec,Seigneurie de Beaupré,340,SDB110,110/154,2300,70,85,Enercon,E-70,2013/2014,47.346765968469,-70.8314284885634,NA
6293,Quebec,Seigneurie de Beaupré,340,SDB111,111/154,2000,82,98,Enercon,E-82,2013/2014,47.3513884143906,-70.8328660118158,NA
6294,Quebec,Seigneurie de Beaupré,340,SDB112,112/154,2000,82,98,Enercon,E-82,2013/2014,47.3510340982652,-70.8402561447067,NA
6295,Quebec,Seigneurie de Beaupré,340,SDB113,113/154,2300,70,85,Enercon,E-70,2013/2014,47.3591240808326,-70.8093671476662,NA
6296,Quebec,Seigneurie de Beaupré,340,SDB114,114/154,2000,82,85,Enercon,E-82,2013/2014,47.3567028149187,-70.8117003880133,NA
6297,Quebec,Seigneurie de Beaupré,340,SDB115,115/154,2000,82,85,Enercon,E-82,2013/2014,47.3552372101061,-70.8176063471618,NA
6298,Quebec,Seigneurie de Beaupré,340,SDB116,116/154,2000,82,85,Enercon,E-82,2013/2014,47.3531572532617,-70.8203289690694,NA
6299,Quebec,Seigneurie de Beaupré,340,SDB117,117/154,2000,82,85,Enercon,E-82,2013/2014,47.3508364603367,-70.8217046744101,NA
6300,Quebec,Seigneurie de Beaupré,340,SDB118,118/154,2000,82,85,Enercon,E-82,2013/2014,47.3484738995087,-70.8236457279699,NA
6301,Quebec,Seigneurie de Beaupré,340,SDB119,119/154,2000,82,98,Enercon,E-82,2013/2014,47.362192207984,-70.8241313656787,NA
6302,Quebec,Seigneurie de Beaupré,340,SDB120,120/154,2000,82,98,Enercon,E-82,2013/2014,47.3642029635706,-70.8226500740533,NA
6303,Quebec,Seigneurie de Beaupré,340,SDB121,121/154,2000,82,98,Enercon,E-82,2013/2014,47.3632376368856,-70.8298799491505,NA
6304,Quebec,Seigneurie de Beaupré,340,SDB122,122/154,2000,82,98,Enercon,E-82,2013/2014,47.3671047664449,-70.8308537270189,NA
6305,Quebec,Seigneurie de Beaupré,340,SDB123,123/154,2000,82,98,Enercon,E-82,2013/2014,47.3720650882654,-70.8326471633389,NA
6306,Quebec,Seigneurie de Beaupré,340,SDB124,124/154,2300,70,85,Enercon,E-70,2013/2014,47.4151816528917,-70.8679126978246,NA
6307,Quebec,Seigneurie de Beaupré,340,SDB125,125/154,2000,82,85,Enercon,E-82,2013/2014,47.4115218548122,-70.8649132042338,NA
6308,Quebec,Seigneurie de Beaupré,340,SDB126,126/154,2000,82,85,Enercon,E-82,2013/2014,47.4090949845451,-70.8646520426145,NA
6309,Quebec,Seigneurie de Beaupré,340,SDB127,127/154,2000,82,85,Enercon,E-82,2013/2014,47.4051598979549,-70.867339456816,NA
6310,Quebec,Seigneurie de Beaupré,340,SDB128,128/154,2300,70,85,Enercon,E-70,2013/2014,47.3987662844772,-70.8716530411441,NA
6311,Quebec,Seigneurie de Beaupré,340,SDB129,129/154,2300,70,85,Enercon,E-70,2013/2014,47.4010374338348,-70.8700008278176,NA
6312,Quebec,Seigneurie de Beaupré,340,SDB130,130/154,2300,70,85,Enercon,E-70,2013/2014,47.4022828408533,-70.865614392664,NA
6313,Quebec,Seigneurie de Beaupré,340,SDB131,131/154,2300,70,85,Enercon,E-70,2013/2014,47.3996450491387,-70.8625758600082,NA
6314,Quebec,Seigneurie de Beaupré,340,SDB132,132/154,2300,70,85,Enercon,E-70,2013/2014,47.3983963510271,-70.855247260573,NA
6315,Quebec,Seigneurie de Beaupré,340,SDB133,133/154,2300,70,85,Enercon,E-70,2013/2014,47.3962047878217,-70.8523884916568,NA
6316,Quebec,Seigneurie de Beaupré,340,SDB134,134/154,2300,70,85,Enercon,E-70,2013/2014,47.3940268754915,-70.8492175177287,NA
6317,Quebec,Seigneurie de Beaupré,340,SDB135,135/154,2300,70,85,Enercon,E-70,2013/2014,47.3919356736073,-70.8475255561217,NA
6318,Quebec,Seigneurie de Beaupré,340,SDB136,136/154,2300,70,85,Enercon,E-70,2013/2014,47.3896849540953,-70.8457332414601,NA
6319,Quebec,Seigneurie de Beaupré,340,SDB137,137/154,2300,70,64,Enercon,E-70,2013/2014,47.3873828818074,-70.844634404567,NA
6320,Quebec,Seigneurie de Beaupré,340,SDB138,138/154,2300,70,85,Enercon,E-70,2013/2014,47.3862211528355,-70.850451170357,NA
6321,Quebec,Seigneurie de Beaupré,340,SDB139,139/154,2000,82,85,Enercon,E-82,2013/2014,47.3789889050116,-70.8520965140236,NA
6322,Quebec,Seigneurie de Beaupré,340,SDB140,140/154,2000,82,85,Enercon,E-82,2013/2014,47.3764683130537,-70.8500609098622,NA
6323,Quebec,Seigneurie de Beaupré,340,SDB141,141/154,2000,82,85,Enercon,E-82,2013/2014,47.3740074837407,-70.8478976525486,NA
6324,Quebec,Seigneurie de Beaupré,340,SDB142,142/154,2000,82,98,Enercon,E-82,2013/2014,47.3944531442991,-70.8769736071448,NA
6325,Quebec,Seigneurie de Beaupré,340,SDB143,143/154,2000,82,98,Enercon,E-82,2013/2014,47.3861039743148,-70.8866920407889,NA
6326,Quebec,Seigneurie de Beaupré,340,SDB144,144/154,2000,82,98,Enercon,E-82,2013/2014,47.3837756301592,-70.8841949681156,NA
6327,Quebec,Seigneurie de Beaupré,340,SDB145,145/154,2000,82,85,Enercon,E-82,2013/2014,47.3815347251195,-70.8833900600255,NA
6328,Quebec,Seigneurie de Beaupré,340,SDB146,146/154,2000,82,85,Enercon,E-82,2013/2014,47.3792398266777,-70.8834149402416,NA
6329,Quebec,Seigneurie de Beaupré,340,SDB147,147/154,2000,82,98,Enercon,E-82,2013/2014,47.3771082325617,-70.884145831739,NA
6330,Quebec,Seigneurie de Beaupré,340,SDB148,148/154,2000,82,98,Enercon,E-82,2013/2014,47.3748686123661,-70.8846749212715,NA
6331,Quebec,Seigneurie de Beaupré,340,SDB149,149/154,2000,82,98,Enercon,E-82,2013/2014,47.3724084621772,-70.8853696282921,NA
6332,Quebec,Seigneurie de Beaupré,340,SDB150,150/154,2000,82,85,Enercon,E-82,2013/2014,47.3708150264392,-70.8778090934342,NA
6333,Quebec,Seigneurie de Beaupré,340,SDB151,151/154,2300,70,85,Enercon,E-70,2013/2014,47.3715948188694,-70.8699829455668,NA
6334,Quebec,Seigneurie de Beaupré,340,SDB152,152/154,2300,70,85,Enercon,E-70,2013/2014,47.3686505203133,-70.8738094132985,NA
6335,Quebec,Seigneurie de Beaupré,340,SDB153,153/154,2000,82,85,Enercon,E-82,2013/2014,47.3748774719371,-70.8725011637758,NA
6336,Quebec,Seigneurie de Beaupré,340,SDB154,154/154,2000,82,98,Enercon,E-82,2013/2014,47.3848010666604,-70.8714594375841,NA
6337,Quebec,Rivière-du-Moulin,350,RDM1,1/175,2000,82,80,Senvion,MM82,2014/2015,47.8952315858645,-71.0593282667281,NA
6338,Quebec,Rivière-du-Moulin,350,RDM2,2/175,2000,82,80,Senvion,MM82,2014/2015,47.898004227078,-71.0624247027884,NA
6339,Quebec,Rivière-du-Moulin,350,RDM3,3/175,2000,92,80,Senvion,MM92,2014/2015,47.9001504361894,-71.0682153547122,NA
6340,Quebec,Rivière-du-Moulin,350,RDM4,4/175,2000,92,80,Senvion,MM92,2014/2015,47.9100315914522,-71.0914579153424,NA
6341,Quebec,Rivière-du-Moulin,350,RDM5,5/175,2000,82,80,Senvion,MM82,2014/2015,47.9101671027737,-71.0860606471201,NA
6342,Quebec,Rivière-du-Moulin,350,RDM6,6/175,2000,92,80,Senvion,MM92,2014/2015,47.915981963457,-71.0907898387588,NA
6343,Quebec,Rivière-du-Moulin,350,RDM7,7/175,2000,92,80,Senvion,MM92,2014/2015,47.9140729560617,-71.0866238760032,NA
6344,Quebec,Rivière-du-Moulin,350,RDM8,8/175,2000,92,80,Senvion,MM92,2014/2015,47.9039361227793,-71.0423985202793,NA
6345,Quebec,Rivière-du-Moulin,350,RDM9,9/175,2000,92,80,Senvion,MM92,2014/2015,47.9037151394051,-71.0368697924543,NA
6346,Quebec,Rivière-du-Moulin,350,RDM10,10/175,2000,82,80,Senvion,MM82,2014/2015,47.9053619796206,-71.0338630968909,NA
6347,Quebec,Rivière-du-Moulin,350,RDM11,11/175,2000,82,80,Senvion,MM82,2014/2015,47.9053937546313,-71.0193708442982,NA
6348,Quebec,Rivière-du-Moulin,350,RDM12,12/175,2000,92,80,Senvion,MM92,2014/2015,47.9080186701351,-71.0185176819474,NA
6349,Quebec,Rivière-du-Moulin,350,RDM13,13/175,2000,92,80,Senvion,MM92,2014/2015,47.9105694476413,-71.0181606281492,NA
6350,Quebec,Rivière-du-Moulin,350,RDM14,14/175,2000,92,80,Senvion,MM92,2014/2015,47.9106735655381,-71.0258609348529,NA
6351,Quebec,Rivière-du-Moulin,350,RDM15,15/175,2000,92,80,Senvion,MM92,2014/2015,47.911909701981,-71.0295507486638,NA
6352,Quebec,Rivière-du-Moulin,350,RDM16,16/175,2000,92,80,Senvion,MM92,2014/2015,47.9115829547154,-71.0368633055001,NA
6353,Quebec,Rivière-du-Moulin,350,RDM17,17/175,2000,92,80,Senvion,MM92,2014/2015,47.9116297302646,-71.0450483406799,NA
6354,Quebec,Rivière-du-Moulin,350,RDM18,18/175,2000,92,80,Senvion,MM92,2014/2015,47.911427906092,-71.0518670828826,NA
6355,Quebec,Rivière-du-Moulin,350,RDM19,19/175,2000,92,80,Senvion,MM92,2014/2015,47.9141805763318,-71.0536879263186,NA
6356,Quebec,Rivière-du-Moulin,350,RDM20,20/175,2000,92,80,Senvion,MM92,2014/2015,47.9147764808688,-71.0585421175935,NA
6357,Quebec,Rivière-du-Moulin,350,RDM21,21/175,2000,92,80,Senvion,MM92,2014/2015,47.9156879494744,-71.0632735027543,NA
6358,Quebec,Rivière-du-Moulin,350,RDM22,22/175,2000,92,80,Senvion,MM92,2014/2015,47.9184451620331,-71.028248724659,NA
6359,Quebec,Rivière-du-Moulin,350,RDM23,23/175,2000,92,80,Senvion,MM92,2014/2015,47.919213536751,-71.0318152500088,NA
6360,Quebec,Rivière-du-Moulin,350,RDM24,24/175,2000,92,80,Senvion,MM92,2014/2015,47.9199903183883,-71.0370173749984,NA
6361,Quebec,Rivière-du-Moulin,350,RDM25,25/175,2000,82,80,Senvion,MM82,2014/2015,47.9258100381925,-71.0310830468115,NA
6362,Quebec,Rivière-du-Moulin,350,RDM26,26/175,2000,82,80,Senvion,MM82,2014/2015,47.9266050759539,-71.0342220341404,NA
6363,Quebec,Rivière-du-Moulin,350,RDM27,27/175,2000,92,80,Senvion,MM92,2014/2015,47.9298310262504,-71.0191558637662,NA
6364,Quebec,Rivière-du-Moulin,350,RDM28,28/175,2000,82,80,Senvion,MM82,2014/2015,47.929829832062,-71.0133035643637,NA
6365,Quebec,Rivière-du-Moulin,350,RDM29,29/175,2000,92,80,Senvion,MM92,2014/2015,47.9235887088945,-71.0094660326408,NA
6366,Quebec,Rivière-du-Moulin,350,RDM30,30/175,2000,92,80,Senvion,MM92,2014/2015,47.9208213272514,-71.0075295416184,NA
6367,Quebec,Rivière-du-Moulin,350,RDM31,31/175,2000,82,80,Senvion,MM82,2014/2015,47.9235039883883,-71.0150063122928,NA
6368,Quebec,Rivière-du-Moulin,350,RDM32,32/175,2000,92,80,Senvion,MM92,2014/2015,47.9241772743321,-71.0667834539571,NA
6369,Quebec,Rivière-du-Moulin,350,RDM33,33/175,2000,92,80,Senvion,MM92,2014/2015,47.9237571765243,-71.0610322171967,NA
6370,Quebec,Rivière-du-Moulin,350,RDM34,34/175,2000,92,80,Senvion,MM92,2014/2015,47.9218387565922,-71.0538814811489,NA
6371,Quebec,Rivière-du-Moulin,350,RDM35,35/175,2000,92,80,Senvion,MM92,2014/2015,47.9223398473929,-71.0453637123881,NA
6372,Quebec,Rivière-du-Moulin,350,RDM36,36/175,2000,92,80,Senvion,MM92,2014/2015,47.9263180670528,-71.0449614505862,NA
6373,Quebec,Rivière-du-Moulin,350,RDM37,37/175,2000,82,80,Senvion,MM82,2014/2015,47.9341030211349,-71.0340243553025,NA
6374,Quebec,Rivière-du-Moulin,350,RDM38,38/175,2000,82,80,Senvion,MM82,2014/2015,47.9367419486988,-71.0345568771166,NA
6375,Quebec,Rivière-du-Moulin,350,RDM39,39/175,2000,82,80,Senvion,MM82,2014/2015,47.9373817744526,-71.0285785772844,NA
6376,Quebec,Rivière-du-Moulin,350,RDM40,40/175,2000,82,80,Senvion,MM82,2014/2015,47.93583974248,-71.0256372090269,NA
6377,Quebec,Rivière-du-Moulin,350,RDM41,41/175,2000,92,80,Senvion,MM92,2014/2015,47.9401662616885,-71.0327964345543,NA
6378,Quebec,Rivière-du-Moulin,350,RDM42,42/175,2000,92,80,Senvion,MM92,2014/2015,47.943036339711,-71.0326072661049,NA
6379,Quebec,Rivière-du-Moulin,350,RDM43,43/175,2000,92,80,Senvion,MM92,2014/2015,47.9405086518168,-71.0379878914564,NA
6380,Quebec,Rivière-du-Moulin,350,RDM44,44/175,2000,92,80,Senvion,MM92,2014/2015,47.9434693590893,-71.0400496733985,NA
6381,Quebec,Rivière-du-Moulin,350,RDM45,45/175,2000,92,80,Senvion,MM92,2014/2015,47.9307577478136,-71.0473326185024,NA
6382,Quebec,Rivière-du-Moulin,350,RDM46,46/175,2000,82,80,Senvion,MM82,2014/2015,47.9330587613822,-71.050194880181,NA
6383,Quebec,Rivière-du-Moulin,350,RDM47,47/175,2000,92,80,Senvion,MM92,2014/2015,47.9345688318131,-71.0539553606003,NA
6384,Quebec,Rivière-du-Moulin,350,RDM48,48/175,2000,82,80,Senvion,MM82,2014/2015,47.9364756322206,-71.0565728721261,NA
6385,Quebec,Rivière-du-Moulin,350,RDM49,49/175,2000,82,80,Senvion,MM82,2014/2015,47.938078079271,-71.0598329702437,NA
6386,Quebec,Rivière-du-Moulin,350,RDM50,50/175,2000,92,80,Senvion,MM92,2014/2015,47.9395150888314,-71.0631864121867,NA
6387,Quebec,Rivière-du-Moulin,350,RDM51,51/175,2000,92,80,Senvion,MM92,2014/2015,47.9405887934156,-71.0679508299749,NA
6388,Quebec,Rivière-du-Moulin,350,RDM52,52/175,2000,92,80,Senvion,MM92,2014/2015,47.941905268843,-71.0715691922929,NA
6389,Quebec,Rivière-du-Moulin,350,RDM53,53/175,2000,92,80,Senvion,MM92,2014/2015,47.9112223964289,-71.1213829396214,NA
6390,Quebec,Rivière-du-Moulin,350,RDM54,54/175,2000,92,80,Senvion,MM92,2014/2015,47.9135871451781,-71.1227010927199,NA
6391,Quebec,Rivière-du-Moulin,350,RDM55,55/175,2000,92,80,Senvion,MM92,2014/2015,47.9156031899991,-71.1262642383741,NA
6392,Quebec,Rivière-du-Moulin,350,RDM56,56/175,2000,92,80,Senvion,MM92,2014/2015,47.9171625865032,-71.1304530626567,NA
6393,Quebec,Rivière-du-Moulin,350,RDM57,57/175,2000,92,80,Senvion,MM92,2014/2015,47.9295360117387,-71.1355170618472,NA
6394,Quebec,Rivière-du-Moulin,350,RDM58,58/175,2000,92,80,Senvion,MM92,2014/2015,47.9266479632295,-71.13218758994,NA
6395,Quebec,Rivière-du-Moulin,350,RDM59,59/175,2000,92,80,Senvion,MM92,2014/2015,47.9278603159316,-71.1271933680143,NA
6396,Quebec,Rivière-du-Moulin,350,RDM60,60/175,2000,92,80,Senvion,MM92,2014/2015,47.9262196665115,-71.1238756058167,NA
6397,Quebec,Rivière-du-Moulin,350,RDM61,61/175,2000,92,80,Senvion,MM92,2014/2015,47.9251330494371,-71.1127020543503,NA
6398,Quebec,Rivière-du-Moulin,350,RDM62,62/175,2000,92,80,Senvion,MM92,2014/2015,47.932699519261,-71.1012556570779,NA
6399,Quebec,Rivière-du-Moulin,350,RDM63,63/175,2000,92,80,Senvion,MM92,2014/2015,47.9377527970184,-71.0974179055363,NA
6400,Quebec,Rivière-du-Moulin,350,RDM64,64/175,2000,92,80,Senvion,MM92,2014/2015,47.9353218443382,-71.0933940907418,NA
6401,Quebec,Rivière-du-Moulin,350,RDM65,65/175,2000,82,80,Senvion,MM82,2014/2015,47.9325066452773,-71.0911727687086,NA
6402,Quebec,Rivière-du-Moulin,350,RDM66,66/175,2000,92,80,Senvion,MM92,2014/2015,47.9300834130729,-71.0888319032471,NA
6403,Quebec,Rivière-du-Moulin,350,RDM67,67/175,2000,92,80,Senvion,MM92,2014/2015,47.9394640317633,-71.1114217847434,NA
6404,Quebec,Rivière-du-Moulin,350,RDM68,68/175,2000,92,80,Senvion,MM92,2014/2015,47.942040317064,-71.1089708801706,NA
6405,Quebec,Rivière-du-Moulin,350,RDM69,69/175,2000,92,80,Senvion,MM92,2014/2015,47.9441345209563,-71.1060360346584,NA
6406,Quebec,Rivière-du-Moulin,350,RDM70,70/175,2000,82,80,Senvion,MM82,2014/2015,47.950041286026,-71.028014525237,NA
6407,Quebec,Rivière-du-Moulin,350,RDM71,71/175,2000,92,80,Senvion,MM92,2014/2015,47.9526010280908,-71.0363581995334,NA
6408,Quebec,Rivière-du-Moulin,350,RDM72,72/175,2000,92,80,Senvion,MM92,2014/2015,47.9549887690578,-71.0381824650816,NA
6409,Quebec,Rivière-du-Moulin,350,RDM73,73/175,2000,92,80,Senvion,MM92,2014/2015,47.9572196810596,-71.0407403710141,NA
6410,Quebec,Rivière-du-Moulin,350,RDM74,74/175,2000,92,80,Senvion,MM92,2014/2015,47.9503750018707,-71.0423047282762,NA
6411,Quebec,Rivière-du-Moulin,350,RDM75,75/175,2000,92,80,Senvion,MM92,2014/2015,47.9522637393481,-71.0449900371964,NA
6412,Quebec,Rivière-du-Moulin,350,RDM76,76/175,2000,92,80,Senvion,MM92,2014/2015,47.9539659118615,-71.048984645135,NA
6413,Quebec,Rivière-du-Moulin,350,RDM77,77/175,2000,92,80,Senvion,MM92,2014/2015,47.9567814543379,-71.0513896235538,NA
6414,Quebec,Rivière-du-Moulin,350,RDM78,78/175,2000,92,80,Senvion,MM92,2014/2015,47.9551263409283,-71.0608906147719,NA
6415,Quebec,Rivière-du-Moulin,350,RDM79,79/175,2000,92,80,Senvion,MM92,2014/2015,47.9580077341099,-71.060774663703,NA
6416,Quebec,Rivière-du-Moulin,350,RDM80,80/175,2000,92,80,Senvion,MM92,2014/2015,47.960656437816,-71.0648382607228,NA
6417,Quebec,Rivière-du-Moulin,350,RDM81,81/175,2000,92,80,Senvion,MM92,2014/2015,47.9650050733546,-71.0686074471615,NA
6418,Quebec,Rivière-du-Moulin,350,RDM82,82/175,2000,92,80,Senvion,MM92,2014/2015,47.9670702350014,-71.0706360135897,NA
6419,Quebec,Rivière-du-Moulin,350,RDM83,83/175,2000,92,80,Senvion,MM92,2014/2015,47.9457256590392,-71.0546377625075,NA
6420,Quebec,Rivière-du-Moulin,350,RDM84,84/175,2000,92,80,Senvion,MM92,2014/2015,47.9462836149842,-71.0617676762818,NA
6421,Quebec,Rivière-du-Moulin,350,RDM85,85/175,2000,92,80,Senvion,MM92,2014/2015,47.9482733670008,-71.0692006212974,NA
6422,Quebec,Rivière-du-Moulin,350,RDM86,86/175,2000,92,80,Senvion,MM92,2014/2015,47.9505180052882,-71.0712480131018,NA
6423,Quebec,Rivière-du-Moulin,350,RDM87,87/175,2000,92,80,Senvion,MM92,2014/2015,47.9560433088124,-71.019460510691,NA
6424,Quebec,Rivière-du-Moulin,350,RDM88,88/175,2000,92,80,Senvion,MM92,2014/2015,47.9587163117614,-71.0258557294659,NA
6425,Quebec,Rivière-du-Moulin,350,RDM89,89/175,2000,82,80,Senvion,MM82,2014/2015,47.959215858233,-71.034046077825,NA
6426,Quebec,Rivière-du-Moulin,350,RDM90,90/175,2000,82,80,Senvion,MM82,2014/2015,47.9613156731613,-71.0375465908025,NA
6427,Quebec,Rivière-du-Moulin,350,RDM91,91/175,2000,82,80,Senvion,MM82,2014/2015,47.9652679744736,-71.0429965578457,NA
6428,Quebec,Rivière-du-Moulin,350,RDM92,92/175,2000,82,80,Senvion,MM82,2014/2015,47.9677685427132,-71.0444452961001,NA
6429,Quebec,Rivière-du-Moulin,350,RDM93,93/175,2000,92,80,Senvion,MM92,2014/2015,47.970149453602,-71.045851658,NA
6430,Quebec,Rivière-du-Moulin,350,RDM94,94/175,2000,92,80,Senvion,MM92,2014/2015,47.967055400469,-71.0523637406519,NA
6431,Quebec,Rivière-du-Moulin,350,RDM95,95/175,2000,92,80,Senvion,MM92,2014/2015,47.9685014734477,-71.0553954836135,NA
6432,Quebec,Rivière-du-Moulin,350,RDM96,96/175,2000,92,80,Senvion,MM92,2014/2015,47.9705234626451,-71.0582985920358,NA
6433,Quebec,Rivière-du-Moulin,350,RDM97,97/175,2000,92,80,Senvion,MM92,2014/2015,47.9725129014999,-71.0612992680225,NA
6434,Quebec,Rivière-du-Moulin,350,RDM98,98/175,2000,92,80,Senvion,MM92,2014/2015,47.9745729206552,-71.0650034204987,NA
6435,Quebec,Rivière-du-Moulin,350,RDM99,99/175,2000,92,80,Senvion,MM92,2014/2015,47.9807500830427,-71.0622794496412,NA
6436,Quebec,Rivière-du-Moulin,350,RDM100,100/175,2000,92,80,Senvion,MM92,2014/2015,47.9834540662443,-71.0633494790258,NA
6437,Quebec,Rivière-du-Moulin,350,RDM101,101/175,2000,92,80,Senvion,MM92,2014/2015,47.9863940387417,-71.0646407374761,NA
6438,Quebec,Rivière-du-Moulin,350,RDM102,102/175,2000,92,80,Senvion,MM92,2014/2015,47.9445331434813,-71.0873307366086,NA
6439,Quebec,Rivière-du-Moulin,350,RDM103,103/175,2000,92,80,Senvion,MM92,2014/2015,47.9467798126403,-71.0877174558566,NA
6440,Quebec,Rivière-du-Moulin,350,RDM104,104/175,2000,92,80,Senvion,MM92,2014/2015,47.956109451994,-71.0875544454582,NA
6441,Quebec,Rivière-du-Moulin,350,RDM105,105/175,2000,82,80,Senvion,MM82,2014/2015,47.9534923251457,-71.0895525053596,NA
6442,Quebec,Rivière-du-Moulin,350,RDM106,106/175,2000,92,80,Senvion,MM92,2014/2015,47.9549320418152,-71.094689671642,NA
6443,Quebec,Rivière-du-Moulin,350,RDM107,107/175,2000,92,80,Senvion,MM92,2014/2015,47.9586434888031,-71.0953045617638,NA
6444,Quebec,Rivière-du-Moulin,350,RDM108,108/175,2000,92,80,Senvion,MM92,2014/2015,47.9612200169296,-71.0970201891176,NA
6445,Quebec,Rivière-du-Moulin,350,RDM109,109/175,2000,82,80,Senvion,MM82,2014/2015,47.9903551646039,-71.0383883849999,NA
6446,Quebec,Rivière-du-Moulin,350,RDM110,110/175,2000,82,80,Senvion,MM82,2014/2015,47.9919735787287,-71.0424125477306,NA
6447,Quebec,Rivière-du-Moulin,350,RDM111,111/175,2000,82,80,Senvion,MM82,2014/2015,47.9948800180834,-71.0444457735458,NA
6448,Quebec,Rivière-du-Moulin,350,RDM112,112/175,2000,82,80,Senvion,MM82,2014/2015,47.9970052047369,-71.0401976924553,NA
6449,Quebec,Rivière-du-Moulin,350,RDM113,113/175,2000,82,80,Senvion,MM82,2014/2015,47.9993378261657,-71.0394646695404,NA
6450,Quebec,Rivière-du-Moulin,350,RDM114,114/175,2000,82,80,Senvion,MM82,2014/2015,48.0034497748354,-71.0393009561241,NA
6451,Quebec,Rivière-du-Moulin,350,RDM115,115/175,2000,82,80,Senvion,MM82,2014/2015,47.9970720298006,-71.0452807068204,NA
6452,Quebec,Rivière-du-Moulin,350,RDM116,116/175,2000,82,80,Senvion,MM82,2014/2015,47.990238361957,-71.0486536376313,NA
6453,Quebec,Rivière-du-Moulin,350,RDM117,117/175,2000,82,80,Senvion,MM82,2014/2015,47.9921138961768,-71.0518907047998,NA
6454,Quebec,Rivière-du-Moulin,350,RDM118,118/175,2000,82,80,Senvion,MM82,2014/2015,47.9940817093551,-71.0535733468691,NA
6455,Quebec,Rivière-du-Moulin,350,RDM119,119/175,2000,82,80,Senvion,MM82,2014/2015,47.9966469817916,-71.0556460294531,NA
6456,Quebec,Rivière-du-Moulin,350,RDM120,120/175,2000,82,80,Senvion,MM82,2014/2015,47.9996259139285,-71.0481596763658,NA
