
DV_DEVICE_NUMBER,Device Status,DV_DEVICE_STATUS_DESCRIPTION,BIN,TAX_BLOCK,TAX_LOT,HOUSE_NUMBER,STREET_NAME,ZIP_CODE,Borough,Device Type,DV_LASTPER_INSP_DATE,DV_LASTPER_INSP_DISP,DV_APPROVAL_DATE,DV_MANUFACTURER,DV_TRAVEL_DISTANCE,DV_SPEED_FPM,DV_CAPACITY_LBS,DV_CAR_BUFFER_TYPE,DV_GOVERNOR_TYPE,DV_MACHINE_TYPE,DV_SAFETY_TYPE,DV_MODE_OPERATION,DV_STATUS_DATE,DV_FLOOR_FROM,DV_FLOOR_TO,,LATITUDE,LONGITUDE
3F1492,A,ACTIVE,3058013,2032,15,11,ADELPHI STREET,11205,Brooklyn,Freight (F),20150507,DF,,KOPPELL,,,4000,,C,OD,I,C,19880711,1,3,,40.69742940356398,-73.97240449277193
3F1502,D,DISMANTLED,3054380,1889,65,122,WASHINGTON AVENUE,11205,Brooklyn,Freight (F),20150421,NV,19870317,,,,,,,,,,19920602,4,,,40.69490294109112,-73.9675155631029
3F1506,A,ACTIVE,3054137,1874,37,52,WASHINGTON AVENUE,11205,Brooklyn,Freight (F),20150415,DF,,,,,2000,,,BG,,A,19880728,B,6,,40.697170245423045,-73.96796524578448
3F1507,D,DISMANTLED,3054145,1875,6,71,WASHINGTON AVENUE,11205,Brooklyn,Freight (F),20150415,NV,20030624,729,,,,,,,,,20030701,,,,40.696596375787955,-73.96720820521152
3F1508,D,DISMANTLED,3054139,1874,42,62,WASHINGTON AVENUE,11205,Brooklyn,Freight (F),20150415,NV,20100318,,30',100,1800,,,OG,I,C,20100323,L,3,,40.696851835348376,-73.96790409198428
3F1509,A,ACTIVE,3338794,1873,1,43,CLINTON AVENUE,11205,Brooklyn,Freight (F),20150416,DF,,,,,3000,,,OG,,A,19890327,B,4,,40.6963141400593,-73.96892131414218
3F1510,A,ACTIVE,3338794,1873,1,43,CLINTON AVENUE,11205,Brooklyn,Freight (F),20150416,DF,,,,,5000,,,OG,,A,19890327,B,3,,40.6963141400593,-73.96892131414218
3F1515,A,ACTIVE,3000116,43,29,84,HUDSON AVE,112010000,Brooklyn,Freight (F),20140225,NV,,,,,4000,,,OD,,,19890126,B,6,,40.70244865478028,-73.98148018855328
3F1516,A,ACTIVE,3000116,43,29,84,HUDSON AVE,112010000,Brooklyn,Freight (F),20140225,NV,,,,,3000,,,OD,,,19890126,B,6,,40.70244865478028,-73.98148018855328
3F1526,A,ACTIVE,3335864,31,30,215,WATER ST,112010000,Brooklyn,Freight (F),20150209,NV,20000316,,,,,,,,,,20000328,,,,40.70338793217515,-73.98542919333569
3F1532,A,ACTIVE,3000241,122,32,2,PRINCE ST,112010000,Brooklyn,Freight (F),20150219,NV,,,,,4000,,,BG,,,19890222,B,8,,40.697247485582146,-73.9825238549646
3F1534,A,ACTIVE,3329431,122,10,30,PRINCE ST,112010000,Brooklyn,Freight (F),20150220,NV,,,122',200,4000,S,C,BG,G,A,19930729,1,12,,40.69651466210051,-73.98271878528719
3F1538,D,DISMANTLED,3330875,1877,35,20,GRAND AVENUE,112050000,Brooklyn,Freight (F),20150420,NV,20110204,,90,75,4000,S,C,OG,I,C,20110216,1,7,,40.696850986959966,-73.96499382286905
3F1540,D,DISMANTLED,3088453,3976,35,3156,ATLANTIC AVENUE,11208,Brooklyn,Freight (F),20150611,NV,19900727,CHEESEMAN,33,75,2500,S,C,OG,I,R,19951130,BAS,3,,40.679297059336434,-73.87856154926513
3F1541,A,ACTIVE,3088453,3976,35,3156,ATLANTIC AVENUE,11208,Brooklyn,Freight (F),20150611,NV,,CHEESEMAN,0026',75,2500,S,C,OG,I,R,19890612,1,3,,40.679297059336434,-73.87856154926513
3F1542,D,DISMANTLED,3088453,3976,35,3156,ATLANTIC AVENUE,11208,Brooklyn,Freight (F),20150611,NV,19891012,STALEY,0025',50,2500,S,C,OG,I,S,19900201,1,3,,40.679297059336434,-73.87856154926513
3F1548,A,ACTIVE,3022200,1007,29,98,9TH ST,112150000,Brooklyn,Freight (F),20150706,DF,,,,,5000,,,OD,,C,19880923,1,2,,40.67258964584713,-73.99434019735186
3F1552,A,ACTIVE,3008338,522,11,70,RICHARDS STREET,112310000,Brooklyn,Freight (F),20150706,DF,19950313,DOVER ELEVATOR CO,,100,12000,,,OH,,A,19950321,B,7,,40.67947612084568,-74.00835718299703
3F1553,A,ACTIVE,3008338,522,11,70,RICHARDS STREET,112310000,Brooklyn,Freight (F),20150706,DF,,,,,4000,,,OH,,A,19890420,B,6,,40.67947612084568,-74.00835718299703
3F1557,A,ACTIVE,3070915,3039,33,331,SCHOLES STREET,11206,Brooklyn,Freight (F),20150209,NV,,,,,,,,,,,19890321,,,,40.70985620602299,-73.93469191858944
3F1562,A,ACTIVE,3071578,3117,29,210,VARET STREET,11206,Brooklyn,Freight (F),20140220,DF,,,,,4000,,,OG,,,19890309,1,4,,40.7036450476381,-73.935123588139
3F1567,A,ACTIVE,3010890,726,1,102,43RD ST,112320000,Brooklyn,Freight (F),20150720,NV,19970812,,,,15000,,,OG,,P,19970818,B,6,,40.65339466478845,-74.01424634572281
3F1568,A,ACTIVE,3010890,726,1,102,43RD ST,112320000,Brooklyn,Freight (F),20150720,NV,,,,,4000,,,OG,,P,19881215,B,6,,40.65339466478845,-74.01424634572281
3F1571,D,DISMANTLED,3336895,679,1,21,33 STREET,0,Brooklyn,Freight (F),20150716,NV,20090413,,80',50,6000,,B,BD,G,C,20090514,B,6,,40.65824269251366,-74.00563335605929
3F1572,A,ACTIVE,3336895,679,1,21,33 STREET,0,Brooklyn,Freight (F),20150716,NV,20070411,,,,6000,,,OD,,P,20071026,B,6,,40.65824269251366,-74.00563335605929
3F1573,D,DISMANTLED,3336895,679,1,21,33 STREET,0,Brooklyn,Freight (F),20150716,NV,20090413,,80',50,6000,,,BD,G,C,20090514,B,6,,40.65824269251366,-74.00563335605929
3F1574,A,ACTIVE,3336895,679,1,21,33 STREET,0,Brooklyn,Freight (F),20150716,DF,,,,,6000,,,OD,,P,19890418,B,6,,40.65824269251366,-74.00563335605929
3F1575,A,ACTIVE,3336893,679,1,872,   3 AVENUE,0,Brooklyn,Freight (F),20150715,NV,,,,,6000,,,OD,,,19890418,B,6,,40.65824269251366,-74.00563335605929
3F1576,D,DISMANTLED,3336893,679,1,872,   3 AVENUE,0,Brooklyn,Freight (F),20150715,NV,20100503,,107',50,9000,,,BD,G,C,20100507,1,12,,40.65824269251366,-74.00563335605929
3F1577,A,ACTIVE,3336893,679,1,872,   3 AVENUE,0,Brooklyn,Freight (F),20150715,NV,,,,,9000,,,OD,,,19890418,1,12,,40.65824269251366,-74.00563335605929
3F1578,A,ACTIVE,3336893,679,1,872,   3 AVENUE,0,Brooklyn,Freight (F),20150715,NV,,,,,9000,,,OD,,,19880804,1,12,,40.65824269251366,-74.00563335605929
3F1599,A,ACTIVE,3039146,1456,1,1613,EAST NY AVENUE,11212,Brooklyn,Freight (F),20091217,DF,,,,,,,,,,,19881116,,,,40.67364277509634,-73.90812227112394
3F1600,A,ACTIVE,3335922,208,2,30,COLUMBIA HEIGHTS,0,Brooklyn,Freight (F),20150403,NV,19940320,,,50,500,,,OG,,A,19890502,2,3,,40.70174188943295,-73.99506624473392
3F1601,A,ACTIVE,3335922,208,2,52,COLUMBIA HEIGHTS,0,Brooklyn,Freight (F),20150403,NV,,,,,4000,,,OG,,,19890606,B,4,,40.70174188943295,-73.99506624473392
3F1607,D,DISMANTLED,3332013,706,24,3915,1 AVENUE,112320000,Brooklyn,Freight (F),20121217,NV,20110210,,86',80,6000,,,OD,,C,20110216,1,8,,40.65664455324032,-74.01369200707374
3F1608,A,ACTIVE,3332013,706,24,3915,1 AVENUE,112320000,Brooklyn,Freight (F),20121217,DF,,,,,6000,,,,,,19900214,B,6,,40.65664455324032,-74.01369200707374
3F1609,D,DISMANTLED,3332013,706,24,3915,1 AVENUE,112320000,Brooklyn,Freight (F),20121217,NV,20061130,,,,6000,,,OG,,A,20090410,B,6,,40.65664455324032,-74.01369200707374
3F1610,A,ACTIVE,3332013,706,24,3915,1 AVENUE,112320000,Brooklyn,Freight (F),20121217,DF,,,,,6000,,,OG,,A,19881205,B,6,,40.65664455324032,-74.01369200707374
3F1611,A,ACTIVE,3048310,1718,30,11,SANFORD STREET,0,Brooklyn,Freight (F),20140505,NV,,,,,,,,,,,19890419,,,,40.69899626386722,-73.95398236302186
3F1616,D,DISMANTLED,3329747,1874,38,25,WAVERLY AVENUE,0,Brooklyn,Freight (F),20150416,NV,19790828,,,,,,,,,,19790828,,,,40.69684645873555,-73.968311604401
3F1618,A,ACTIVE,3255886,2031,16,1,CARLTON AVE,112050000,Brooklyn,Freight (F),20120530,NV,,,,,3000,,,OD,,,19900406,B,5,,40.697498232032395,-73.97329161822982
3F1621,A,ACTIVE,3061524,2279,13,194,NORTH 14TH ST,112110000,Brooklyn,Freight (F),20140108,DF,19990506,SEABERG ELEV. CO,0012',60,2500,S,C,OG,I,C,19990513,1,2,,40.722813280858304,-73.95579501490639
3F1622,A,ACTIVE,3062155,2333,5,135,KENT AVENUE,11211,Brooklyn,Freight (F),20150119,DF,,OTIS,,40,3000,,C,OG,I,S,19880711,1,2,,40.71943403197081,-73.9622402584036
3F1640,A,ACTIVE,3144189,5821,57,745,65 STREET,11220,Brooklyn,Freight (F),20150827,NV,,,,,2500,,,OH,,,19881021,B,2,,40.63341823812456,-74.01325850210691
3F1641,A,ACTIVE,3125995,5370,61,639,MCDONALD AVENUE,11218,Brooklyn,Freight (F),20141024,NV,,,40,100,6000,S,C,OG,I,C,19880915,1,5,,40.638686939209784,-73.9782622664928
3F1643,A,ACTIVE,3329635,1752,35,156,SANFORD STREET,0,Brooklyn,Freight (F),20150506,DF,19980504,,,,3000,,,OH,,A,19881017,1,4,,40.69396491140759,-73.95350261472204
3F1647,A,ACTIVE,3003590,319,55,26,TIFFANY PLACE,11231,Brooklyn,Freight (F),20150617,DF,,A B SEE,,100,2000,,C,B,G,C,19880711,6,,,40.68658537741249,-74.0012583985429
3F1651,D,DISMANTLED,3143190,5774,1,1225,BAY RIDGE AVENUE,112190000,Brooklyn,Freight (F),20150825,NV,20130417,,14',50,2000,,,BD,,C,20130423,B,ST,,40.624833184115225,-74.00520545412081
3F1654,D,DISMANTLED,3054131,1873,40,16,WAVERLY AVENUE,11205,Brooklyn,Freight (F),20150416,NV,20120517,,,,1500,,,,,,20120522,B,4,,40.69724187529576,-73.96893530688735
3F1656,A,ACTIVE,3022774,1020,52,127,12 STREET,11215,Brooklyn,Freight (F),20150707,DF,,,,,2500,,,OG,,A,19900507,B,2,,40.670330644834,-73.99339591893533
3F1680,A,ACTIVE,3027643,1129,39,808,PACIFIC STREET,11238,Brooklyn,Freight (F),20100512,NV,,STANDARD,0035',20,7000,S,,,,C,19880711,BAS,2,,40.680828031396075,-73.96850309224202
3F1684,A,ACTIVE,3027459,1120,19,700,ATLANTIC AVENUE,11217,Brooklyn,Freight (F),20130911,VF,,,,,10000,,,OD,,S,19880727,B,3,,40.68251434501899,-73.97249359152755
3F1688,A,ACTIVE,3067904,2723,1,87,RICHARDSON STREET,11211,Brooklyn,Freight (F),20150130,DF,,,20',50,3000,,,OG,,C,19880810,B,2,,40.71869844724509,-73.94816074204634
3F1690,A,ACTIVE,3027460,1120,28,720,ATLANTIC AVENUE,0,Brooklyn,Freight (F),20150416,NV,,,,,10000,,,OG,,,19890519,B,4,,40.68238247154674,-73.9719780595069
3F1695,A,ACTIVE,3330642,1137,41,646,DEAN STREET,11238,Brooklyn,Freight (F),20150806,DF,,,,,2000,,,OD,,A,19880727,B,4,,40.680021239148424,-73.9691344133574
3F1698,A,ACTIVE,3027886,1137,69,611,BERGEN STREET,11238,Brooklyn,Freight (F),20150806,DF,,,,,5000,,,OD,,,19880726,B,2,,40.67994723597854,-73.96953103806555
3F1703,A,ACTIVE,3028207,1145,72,239,ST MARKS AVENUE,11238,Brooklyn,Freight (F),20150730,DF,,SEABURY ELEV CO,,25,6000,,C,O,I,H,19880711,2,,,40.678637467411576,-73.96765688203676
3F1720,A,ACTIVE,3027469,1122,12,860,ATLANTIC AVENUE,11238,Brooklyn,Freight (F),20150803,DF,,ARMOR,,50,2000,,C,OD,I,C,19880711,B,4,,40.681219938257144,-73.96639733215063
3F1732,A,ACTIVE,3000012,20,6,25,JAY ST,112010000,Brooklyn,Freight (F),20150211,DF,,,,,3000,,,OG,,A,19881115,1,7,,40.704252628680244,-73.98620444099362
3F1742,A,ACTIVE,3002248,255,44,32,COURT ST,112010000,Brooklyn,Freight (F),20150415,DF,,,,,,,,OH,,A,19890602,SB,2,,40.69298309931844,-73.99110742527863
3F1744,D,DISMANTLED,3324308,198,12,318,DEAN STREET,0,Brooklyn,Freight (F),20150404,NV,19870902,,,,,,,,,,19880708,,,,40.6837100770063,-73.98122579160027
3F1746,A,ACTIVE,3066698,2670,1,50,BEDFORD AVENUE,11222,Brooklyn,Freight (F),20150205,NV,20090430,,45',150,8000,S,C,OG,I,A,20090507,B,3,,40.72169514221369,-73.95320908834522
3F1752,A,ACTIVE,3335116,2018,64,911,ATLANTIC AVENUE,0,Brooklyn,Freight (F),20150504,NV,,,,,1500,,,OG,,,19890412,1,3,,40.681114456178236,-73.96257202304285
3F1755,A,ACTIVE,3337765,2626,15,37,MOULTRIE STREET,0,Brooklyn,Freight (F),20140206,NV,,,,,,,,,,,19880727,,,,40.728244042744734,-73.9466848680958
3F1760,A,ACTIVE,3057915,2023,10,500,KENT AVE,112110000,Brooklyn,Freight (F),20111012,DF,,,,100,4000,,,OG,,P,19920805,1,5,,40.706233689145684,-73.96879045185136
3F1763,A,ACTIVE,3054142,1875,2,77,WASHINGTON AVENUE,11205,Brooklyn,Freight (F),20150417,DF,,,,,3000,,,OG,,A,19880728,B,6,,40.696382272624206,-73.9671686416942
3F1770,A,ACTIVE,3061551,2290,1017,119,NORTH 11 STREET,112110000,Brooklyn,Freight (F),20150108,DF,,,,,3000,,,,,,19881013,B,4,,40.72087015889884,-73.956232821128
3F1772,D,DISMANTLED,3008771,591,1,537,COLUMBIA STREET,11231,Brooklyn,Freight (F),20150708,NV,,,,,,,,,,,19861009,,,,40.67339651540334,-74.00733259736573
3F1778,A,ACTIVE,3336123,3753,8,284,SHEFFIELD AVENUE,0,Brooklyn,Freight (F),20140606,NV,,,,,,,,,,,19880811,,,,40.67006229214594,-73.89688011664649
3F1796,D,DISMANTLED,3057888,2020,58,1077,ATLANTIC AVENUE,11238,Brooklyn,Freight (F),20150528,NV,,,,,6000,,,,,,19901108,..1,2,,40.67953921641848,-73.95558574676414
3F1808,A,ACTIVE,3336479,523,18,19,DELAVAN STREET,0,Brooklyn,Freight (F),20150706,DF,,,,,4000,,,OG,,C,19890302,1,4,,40.67844967598868,-74.00683562341418
3F1809,A,ACTIVE,3336479,523,18,19,DELAVAN STREET,0,Brooklyn,Freight (F),20150706,DF,,,,,3500,,,OG,,C,19890302,1,4,,40.67844967598868,-74.00683562341418
3F1810,D,DISMANTLED,3336479,523,18,19,DELAVAN STREET,0,Brooklyn,Freight (F),20150706,NV,20040426,,,,4000,,,OD,,,20040505,B,4,,40.67844967598868,-74.00683562341418
3F1811,J,NO JURIST,3001582,215,23,23,CRANBERRY STREET,11201,Brooklyn,Freight (F),,,20070701,PRIVATE RESIDENCE,,100,6000,,,OD,,R,19880711,B,4,,40.700202036631374,-73.99422605282403
3F1813,D,DISMANTLED,3071489,3102,11,10,GRATTAN STREET,11206,Brooklyn,Freight (F),20150216,NV,19960917,,,,7500,,,,,,19961205,2,,,40.705260359959425,-73.93276320969623
3F1814,A,ACTIVE,3338029,2679,43,840,LORIMER STREET,0,Brooklyn,Freight (F),20120625,DF,,,,,3000,,,OD,,,19880815,B,,,40.72212217754547,-73.9504669747739
3F1815,A,ACTIVE,3330174,2664,127,23,BRIDGEWATER STREET,0,Brooklyn,Freight (F),20150204,DF,,,,,,,,,,,19880726,,,,40.72693442216982,-73.93525244756786
3F1818,A,ACTIVE,3019876,954,52,837,UNION STREET,11215,Brooklyn,Freight (F),20120424,DF,,,,,6000,,,OD,,A,19880813,B,2,,40.67494504853736,-73.97602249852845
3F1822,A,ACTIVE,3023734,1042,66,239,15 STREET,11215,Brooklyn,Freight (F),20150710,NV,,,,,6000,,,OG,,,19940810,1,5,,40.665246904928814,-73.98823106913157
3F1825,D,DISMANTLED,3021770,996,17,160,7 STREET,11215,Brooklyn,Freight (F),20150701,NV,20051114,,,,1000,,,OG,,A,20051123,B,2,,40.67301217440897,-73.99160757703876
3F1826,A,ACTIVE,3054201,1884,7,795,KENT AVENUE,0,Brooklyn,Freight (F),20150514,DF,,,,,,,,OG,,,19890420,,,,40.69694799062668,-73.9594833650097
3F1831,D,DISMANTLED,3084016,3746,14,229,POWELL STREET,11212,Brooklyn,Freight (F),20121120,NV,19960320,,,,,,,,,,19960501,,,,40.66901402546399,-73.90348208752522
3F1832,A,ACTIVE,3329750,1875,32,14,HALL STREET,0,Brooklyn,Freight (F),20150415,NV,,,,,4000,,,OG,,,19890419,B,0.5,,40.69712603226587,-73.96691583465993
3F1835,A,ACTIVE,3332335,2851,1,470,MORGAN AVENUE,0,Brooklyn,Freight (F),20150205,DF,,OTIS ELEV,,100,2500,,C,D,C,A,19880711,1,5,,40.72053502365727,-73.93775149142519
3F1837,D,DISMANTLED,3059906,2177,1,125,WILSON STREET,112110000,Brooklyn,Freight (F),20150115,NV,20081202,,15,30,2500,,,OG,,C,20081210,B,1,,40.70606972295944,-73.96204945553924
3F1841,A,ACTIVE,3325736,3019,1,898,GRAND STREET,0,Brooklyn,Freight (F),20150210,DF,,SEABERG ELEV CO,,60,2000,,C,OG,I,P,19880711,2ND,1ST,,40.71237765621475,-73.93786732317528
3F1842,A,ACTIVE,3014854,827,12,5720,1 AVENUE,11220,Brooklyn,Freight (F),20150723,DF,,,,,,,,OG,,P,19890302,,3,,40.64646790117708,-74.0242591559845
3F1843,A,ACTIVE,3014854,827,12,5720,1 AVENUE,11220,Brooklyn,Freight (F),20150723,DF,19990122,,,,6000,,,OG,,P,19890302,B,3,,40.64646790117708,-74.0242591559845
3F1844,A,ACTIVE,3800014,827,1,5602,1 AVENUE,112200000,Brooklyn,Freight (F),20150723,NV,,,,,6000,,,,,,19920414,,,,40.64681656791541,-74.02388090712424
3F1845,A,ACTIVE,3800014,827,1,5602,1 AVENUE,112200000,Brooklyn,Freight (F),20150723,DF,,,,,6000,,,OG,,,19920414,,,,40.64681656791541,-74.02388090712424
3F1846,A,ACTIVE,3800014,827,1,5602,1 AVENUE,112200000,Brooklyn,Freight (F),20150723,NV,,,,,6000,,,OG,,,19920414,,,,40.64681656791541,-74.02388090712424
3F1849,A,ACTIVE,3061989,2322,6,65,ROEBLING ST,112110000,Brooklyn,Freight (F),20150121,DF,,,,,4000,,,OG,,,19880831,1,3,,40.71646414618003,-73.95449697489255
3F1850,A,ACTIVE,3013802,803,192,14,  53 STREET,0,Brooklyn,Freight (F),20150722,NV,,,58,100,6000,,,OG,,A,19890406,1,7,,40.65001702472207,-74.0236910539212
3F1851,A,ACTIVE,3013802,803,192,14,  53 STREET,0,Brooklyn,Freight (F),20150722,DF,,,58,100,6000,,,OG,,A,19890406,1,7,,40.65001702472207,-74.0236910539212
3F1852,A,ACTIVE,3013802,803,192,14,  53 STREET,0,Brooklyn,Freight (F),20150722,NV,,,58,100,12000,,,OG,,A,19890406,1,7,,40.65001702472207,-74.0236910539212
3F1856,A,ACTIVE,3011093,736,44,4410,3RD AVENUE,112200000,Brooklyn,Freight (F),20150717,DF,,,,,3000,,,OG,,A,19881214,B,3,,40.65099874959995,-74.01177362509144
3F1857,A,ACTIVE,3028245,1147,27,778,BERGEN STREET,11238,Brooklyn,Freight (F),20100507,NV,,DOB SURVEY,,40,2000,,C,T,I,,20130624,3,,,40.67792776051419,-73.96253054838695
3F1859,A,ACTIVE,3330771,1141,68,821,BERGEN STREET,11238,Brooklyn,Freight (F),20130614,DF,,OTIS,,40,5000,S,C,O,I,C,19880711,2,,,40.67805608720654,-73.96050431697627
3F1861,A,ACTIVE,3063642,2469,1,31,BROADWAY,11211,Brooklyn,Freight (F),20150122,DF,,,,,,,,,,,19880817,,,,40.71102288512701,-73.96729128429564
3F1863,J,NO JURIST,3836640,725,1,56,   1 AVENUE,0,Brooklyn,Freight (F),20111210,VF,,NYNJ PORT AUTHORITY,,,,,,OG,,,20110701,1,7,,40.65412073397164,-74.02239508129534
3F1873,A,ACTIVE,3332335,2851,1,470,MORGAN AVENUE,0,Brooklyn,Freight (F),20150205,DF,,OTIS,,,2500,,C,T,C,A,19880711,1,5,,40.72053502365727,-73.93775149142519
3F1879,D,DISMANTLED,3016787,873,69,255,18 STREET,11215,Brooklyn,Freight (F),20150722,NV,20140128,,,,1200,,,OD,,,20140219,B,4,,40.662787819106995,-73.99081949101317
3F1895,A,ACTIVE,3070628,2995,6,566,JOHNSON AVE,112370000,Brooklyn,Freight (F),20150216,DF,20030401,,,,2500,,,OG,,C,20030409,B,3,,40.7086401429269,-73.92543775169136
3F1898,A,ACTIVE,3011467,745,1,4523,2 AVE,112320000,Brooklyn,Freight (F),20150717,DF,,,55',100,4000,,C,BD,G,C,19881109,B,5,,40.65143766260807,-74.01402249056298
3F1904,J,NO JURIST,3057667,2015,28,1024,FULTON ST,112380000,Brooklyn,Freight (F),19960102,NV,,NEW YORK STATE AUTH,,,,,,,,,20030221,B,5,,40.681747624934836,-73.95997573268717
3F1909,A,ACTIVE,3255546,432,7501,280,NEVINS STREET,0,Brooklyn,Freight (F),20150625,NV,,DOB SURVEY,,,3000,,,BD,,,20130624,B,4,,40.6796568874449,-73.98738126840708
3F1915,A,ACTIVE,3061794,2311,31,149,NORTH 8 STREET,112110000,Brooklyn,Freight (F),20150123,DF,,,,,,,,,,,19890310,,,,40.71878454983798,-73.95732003885568
3F1919,A,ACTIVE,3338159,2764,14,714,METROPOLITAN AVENUE,0,Brooklyn,Freight (F),20120614,DF,,,,,2000,,,,,A,19881115,5,6,,40.71420937427797,-73.94516302509491
3F1926,A,ACTIVE,3827192,2443,37,105,SOUTH 5 STREET,112110000,Brooklyn,Freight (F),20140124,DF,,,,,,,,,,,19880825,,,,40.711669747067525,-73.96425740949438
3F1928,A,ACTIVE,3000452,159,1,484,FULTON ST,112010000,Brooklyn,Freight (F),20150331,NV,,ADTSON ELEV CO,,,6000,,C,OG,G,S,19880711,5,,,40.68946354635179,-73.98407281856673
3F1933,D,DISMANTLED,3336093,412,37,188,3 AVENUE,0,Brooklyn,Freight (F),20150624,NV,20140514,SEABURG,,50,2000,,C,OD,I,C,20140804,B,3,,40.6805815039978,-73.98435255584756
3F194,A,ACTIVE,3024216,1053,79,261,PROSPECT AVE,112150000,Brooklyn,Freight (F),20150728,DF,,,,,1800,,,OD,,S,19940810,1,4,,40.66389384113739,-73.98938114333002
3F1940,A,ACTIVE,3001235,193,38,51,BERGEN ST,112010000,Brooklyn,Freight (F),20150403,DF,,,,,2000,,,OD,,,19880720,B,2,,40.68726849120648,-73.99114063925477
3F1948,A,ACTIVE,3000442,156,13,420,FULTON ST,112010000,Brooklyn,Freight (F),20150322,DF,,,,,2500,,,OH,,,19881214,B,6,,40.69077033756811,-73.98625050193279
3F1966,A,ACTIVE,3058774,2099,1,73,SOUTH ELLIOTT PLACE,11217,Brooklyn,Freight (F),20140428,NV,,,,,5000,,,OH,,C,19890420,C,3,,40.68754067171497,-73.97536171763635
3F1969,A,ACTIVE,3000074,35,7,15,FULTON STREET,11201,Brooklyn,Freight (F),20080204,DF,,DOB SURVEY,,,2000,,,OD,,,20130624,B,4,,40.70285893389549,-73.99354778064908
3F1980,A,ACTIVE,3332013,706,24,3915,1 AVENUE,112320000,Brooklyn,Freight (F),20121217,DF,,,,,6000,,,OG,,A,19881205,B,6,,40.65664455324032,-74.01369200707374
3F1981,D,DISMANTLED,3330232,2626,1,94,JEWEL STREET,0,Brooklyn,Freight (F),20150130,NV,,,,,,,,,,,19890222,,,,40.728579076041406,-73.9470598319818
3F1983,A,ACTIVE,3070328,2914,1,1027,METROPOLITAN AVENUE,11211,Brooklyn,Freight (F),20150210,DF,,KOPPELL,,50,4000,,C,O,I,S,19880711,4,,,40.71476132475942,-73.93509473187791
3F1988,A,ACTIVE,3337594,980,8,361,   3 AVENUE,112150000,Brooklyn,Freight (F),20110929,DF,19910910,MORSE W,,60,2500,,I,O,B,P,19960202,5,,,40.674477550962216,-73.98786893307268
3F1990,A,ACTIVE,3088335,3967,13,2912,ATLANTIC AVENUE,11207,Brooklyn,Freight (F),20150611,NV,,,,,,,,,,P,19881123,,,,40.67708752053296,-73.88663765174583
3F2004,D,DISMANTLED,3021354,987,45,382,5 AVENUE,11215,Brooklyn,Freight (F),20150701,NV,,,,,,,,OH,,,19950620,,,,40.67123013843605,-73.9849639772276
3F2007,A,ACTIVE,3021852,998,29,300,7 STREET,11215,Brooklyn,Freight (F),20150702,NV,,,,,,,,,,,19940815,B,3,,40.67059076658404,-73.98625105704474
3F2013,J,NO JURIST,3336823,656,70,744,3 AVENUE,112320000,Brooklyn,Freight (F),19910920,NV,,,,,,,,,,,19911213,,,,40.66445973919707,-74.00194284191751
3F2015,A,ACTIVE,3332010,706,24,68,39TH STREET,112320000,Brooklyn,Freight (F),20080211,DF,,DOB SURVEY,,,6000,,,OG,,P,20130624,B,6,,40.65664455324032,-74.01369200707374
3F2016,A,ACTIVE,3332010,706,24,68,39TH STREET,112320000,Brooklyn,Freight (F),20071003,DF,,DOB SURVEY,,,6000,,,OG,,P,20130624,B,6,,40.65664455324032,-74.01369200707374
3F2017,A,ACTIVE,3332010,706,24,68,39TH STREET,112320000,Brooklyn,Freight (F),20080211,DF,,DOB SURVEY,,,6000,,,OG,,P,20130624,B,6,,40.65664455324032,-74.01369200707374
3F2019,A,ACTIVE,3332010,706,24,68,39TH STREET,112320000,Brooklyn,Freight (F),20080211,DF,,DOB SURVEY,,,6000,,,OG,,P,20130624,B,6,,40.65664455324032,-74.01369200707374
3F2020,A,ACTIVE,3332010,706,24,68,39TH STREET,112320000,Brooklyn,Freight (F),20080211,DF,,DOB SURVEY,97'2,100,10000,S,C,OG,I,A,20130624,1,8,,40.65664455324032,-74.01369200707374
3F2029,D,DISMANTLED,3330771,1141,68,821,BERGEN STREET,11238,Brooklyn,Freight (F),20140825,NV,20051230,AB SEE,25,50,8000,S,C,D,I,C,20091118,1R1,2R2,,40.67805608720654,-73.96050431697627
3F2031,A,ACTIVE,3331875,1142,44,937,BERGEN STREET,0,Brooklyn,Freight (F),20080206,DF,,DOB SURVEY,,,2000,,,OG,,A,20130624,1,4,,40.677373732971226,-73.95595852749996
3F2038,A,ACTIVE,3017296,888,7,1901,8 AVENUE,11215,Brooklyn,Freight (F),20150723,DF,20050504,,,,4500,,,OG,,,20050510,1,3,,40.65805525874194,-73.98539944890136
3F2044,A,ACTIVE,3338342,2925,1,1013,GRAND STREET,0,Brooklyn,Freight (F),20150212,DF,,OTIS,,60,4000,,C,BD,I,S,19880711,..B,4,,40.713978706300544,-73.93445701791076
3F2045,A,ACTIVE,3338342,2925,1,1013,GRAND STREET,0,Brooklyn,Freight (F),20150212,DF,,OTIS,60,60,3500,S,C,BD,I,C,19880711,BAS,5,,40.713978706300544,-73.93445701791076
3F2055,A,ACTIVE,3338342,2925,1,1027,GRAND STREET,0,Brooklyn,Freight (F),20150212,DF,,,,,,,,,,,20080328,,,,40.713978706300544,-73.93445701791076
3F2059,A,ACTIVE,3329750,1875,32,14,HALL STREET,0,Brooklyn,Freight (F),20150415,NV,,,53',100,4000,S,C,OG,I,C,19890419,"B,1",6,,40.69712603226587,-73.96691583465993
