x,qx,lx,dx,Lx,Tx,ex,sex,year
79,0.04908,52511,2577,51222,486833,9.27,M,1960
80,0.05358,49933,2675,48596,435611,8.72,M,1960
81,0.0589,47258,2783,45866,387015,8.19,M,1960
82,0.06545,44475,2911,43019,341149,7.67,M,1960
83,0.07348,41564,3054,40037,298130,7.17,M,1960
84,0.08282,38510,3189,36915,258093,6.7,M,1960
85,0.09311,35321,3289,33676,221177,6.26,M,1960
86,0.10406,32032,3333,30365,187501,5.85,M,1960
87,0.11547,28699,3314,27042,157136,5.48,M,1960
88,0.12728,25385,3231,23769,130094,5.12,M,1960
89,0.13955,22154,3092,20608,106325,4.8,M,1960
90,0.1524,19062,2905,17610,85717,4.5,M,1960
91,0.16595,16157,2681,14816,68107,4.22,M,1960
92,0.18033,13476,2430,12261,53291,3.95,M,1960
93,0.19565,11046,2161,9965,41030,3.71,M,1960
94,0.21203,8885,1884,7943,31065,3.5,M,1960
95,0.22811,7001,1597,6202,23122,3.3,M,1960
96,0.24364,5404,1317,4746,16920,3.13,M,1960
97,0.2583,4087,1056,3559,12174,2.98,M,1960
98,0.27183,3032,824,2620,8615,2.84,M,1960
99,0.28385,2208,627,1894,5995,2.72,M,1960
100,0.29647,1581,469,1347,4101,2.59,M,1960
101,0.30962,1112,344,940,2754,2.48,M,1960
102,0.32337,768,248,644,1814,2.36,M,1960
103,0.33773,520,175,432,1171,2.25,M,1960
104,0.35274,344,121,283,739,2.15,M,1960
105,0.36842,223,82,182,455,2.05,M,1960
106,0.38482,141,54,114,274,1.95,M,1960
107,0.40194,87,35,69,160,1.85,M,1960
108,0.41984,52,22,41,91,1.76,M,1960
109,0.43854,30,13,23,50,1.67,M,1960
110,0.45809,17,8,13,27,1.59,M,1960
111,0.47852,9,4,7,14,1.5,M,1960
112,0.49987,5,2,4,7,1.42,M,1960
113,0.52218,2,1,2,3,1.35,M,1960
114,0.54551,1,1,1,1,1.27,M,1960
115,0.56987,1,0,0,1,1.2,M,1960
116,0.59535,0,0,0,0,1.14,M,1960
117,0.62197,0,0,0,0,1.07,M,1960
118,0.64981,0,0,0,0,1.01,M,1960
119,0.67891,0,0,0,0,0.95,M,1960
0,0.02262,100000,2262,98000,7957920,79.58,F,1960
1,0.00152,97738,149,97664,7859920,80.42,F,1960
2,9.1e-4,97589,89,97545,7762257,79.54,F,1960
3,6.9e-4,97501,68,97467,7664712,78.61,F,1960
4,5.3e-4,97433,51,97407,7567245,77.67,F,1960
5,4.7e-4,97382,46,97359,7469838,76.71,F,1960
6,4.1e-4,97336,40,97316,7372479,75.74,F,1960
7,3.5e-4,97296,34,97279,7275163,74.77,F,1960
8,3.3e-4,97262,32,97246,7177884,73.8,F,1960
9,2.8e-4,97229,27,97216,7080638,72.82,F,1960
10,2.5e-4,97202,24,97190,6983422,71.84,F,1960
11,2.5e-4,97178,24,97166,6886232,70.86,F,1960
12,2.7e-4,97154,26,97141,6789067,69.88,F,1960
13,3.1e-4,97128,30,97112,6691926,68.9,F,1960
14,3.7e-4,97097,36,97079,6594814,67.92,F,1960
15,4.2e-4,97062,41,97041,6497734,66.94,F,1960
16,4.9e-4,97021,47,96997,6400693,65.97,F,1960
17,5.8e-4,96973,56,96945,6303696,65,F,1960
18,6e-4,96917,58,96888,6206751,64.04,F,1960
19,6e-4,96859,58,96830,6109864,63.08,F,1960
20,6e-4,96801,58,96772,6013034,62.12,F,1960
21,5.8e-4,96743,56,96715,5916262,61.15,F,1960
22,5.7e-4,96687,55,96660,5819547,60.19,F,1960
23,5.6e-4,96632,54,96605,5722887,59.22,F,1960
24,5.7e-4,96578,55,96551,5626282,58.26,F,1960
25,5.6e-4,96524,54,96497,5529731,57.29,F,1960
26,6e-4,96470,58,96441,5433234,56.32,F,1960
27,6.5e-4,96412,62,96381,5336794,55.35,F,1960
28,6.9e-4,96350,66,96317,5240413,54.39,F,1960
29,7.2e-4,96283,70,96249,5144097,53.43,F,1960
30,7.5e-4,96214,72,96178,5047848,52.46,F,1960
31,7.9e-4,96142,76,96104,4951670,51.5,F,1960
32,8.2e-4,96066,79,96027,4855566,50.54,F,1960
33,9.1e-4,95987,87,95944,4759539,49.59,F,1960
34,0.001,95900,96,95852,4663595,48.63,F,1960
35,0.00109,95804,104,95753,4567743,47.68,F,1960
36,0.00111,95701,106,95647,4471990,46.73,F,1960
37,0.00113,95594,108,95540,4376343,45.78,F,1960
38,0.00124,95486,118,95427,4280803,44.83,F,1960
39,0.00134,95368,128,95304,4185376,43.89,F,1960
40,0.00147,95240,140,95171,4090072,42.94,F,1960
41,0.00164,95101,156,95023,3994901,42.01,F,1960
42,0.00174,94945,165,94862,3899878,41.08,F,1960
43,0.0018600000000000001,94780,176,94692,3805016,40.15,F,1960
44,0.00197,94604,186,94511,3710324,39.22,F,1960
45,0.00208,94418,197,94320,3615813,38.3,F,1960
46,0.00221,94221,208,94117,3521494,37.37,F,1960
47,0.00234,94013,220,93903,3427377,36.46,F,1960
48,0.00248,93793,233,93676,3333474,35.54,F,1960
49,0.00264,93560,247,93436,3239798,34.63,F,1960
50,0.00281,93313,262,93182,3146362,33.72,F,1960
51,0.00301,93051,280,92910,3053180,32.81,F,1960
52,0.00326,92770,302,92619,2960270,31.91,F,1960
53,0.00355,92468,328,92304,2867651,31.01,F,1960
54,0.00389,92140,358,91961,2775347,30.12,F,1960
55,0.00427,91782,392,91586,2683386,29.24,F,1960
56,0.00469,91390,429,91175,2591800,28.36,F,1960
57,0.00515,90961,468,90727,2500625,27.49,F,1960
58,0.00564,90492,510,90237,2409899,26.63,F,1960
59,0.00616,89982,554,89705,2319661,25.78,F,1960
60,0.00673,89428,602,89127,2229956,24.94,F,1960
61,0.00737,88826,655,88499,2140828,24.1,F,1960
62,0.00808,88172,712,87815,2052329,23.28,F,1960
63,0.00887,87459,775,87072,1964514,22.46,F,1960
64,0.00973,86684,844,86262,1877442,21.66,F,1960
65,0.0107,85840,919,85381,1791180,20.87,F,1960
66,0.01175,84922,998,84423,1705800,20.09,F,1960
67,0.01284,83924,1078,83385,1621377,19.32,F,1960
68,0.01397,82846,1157,82267,1537992,18.56,F,1960
69,0.01515,81689,1238,81070,1455725,17.82,F,1960
70,0.01651,80451,1328,79787,1374655,17.09,F,1960
71,0.01801,79123,1425,78411,1294868,16.37,F,1960
72,0.01956,77698,1519,76938,1216458,15.66,F,1960
73,0.02113,76179,1610,75374,1139519,14.96,F,1960
74,0.02281,74569,1701,73719,1064145,14.27,F,1960
75,0.02482,72868,1809,71964,990427,13.59,F,1960
76,0.02718,71060,1931,70094,918462,12.93,F,1960
77,0.02966,69129,2050,68104,848368,12.27,F,1960
78,0.03222,67079,2162,65998,780264,11.63,F,1960
79,0.03504,64917,2274,63780,714267,11,F,1960
80,0.03828,62643,2398,61444,650487,10.38,F,1960
81,0.04221,60245,2543,58973,589043,9.78,F,1960
82,0.04702,57702,2713,56346,530070,9.19,F,1960
83,0.05289,54989,2908,53535,473724,8.61,F,1960
84,0.05979,52081,3114,50524,420189,8.07,F,1960
85,0.06758,48967,3309,47312,369665,7.55,F,1960
86,0.07612,45658,3476,43920,322352,7.06,F,1960
87,0.08534,42182,3600,40382,278432,6.6,F,1960
88,0.0952,38583,3673,36746,238050,6.17,F,1960
89,0.10577,34909,3692,33063,201304,5.77,F,1960
90,0.1171,31217,3655,29390,168241,5.39,F,1960
91,0.12928,27562,3563,25780,138851,5.04,F,1960
92,0.1424,23999,3417,22290,113071,4.71,F,1960
93,0.15652,20581,3221,18971,90781,4.41,F,1960
94,0.17173,17360,2981,15869,71810,4.14,F,1960
95,0.18694,14379,2688,13035,55941,3.89,F,1960
96,0.20188999999999999,11691,2360,10511,42906,3.67,F,1960
97,0.21631,9331,2018,8321,32395,3.47,F,1960
98,0.22989,7312,1681,6472,24074,3.29,F,1960
99,0.24233,5631,1365,4949,17602,3.13,F,1960
100,0.25546,4267,1090,3722,12653,2.97,F,1960
101,0.2693,3177,855,2749,8932,2.81,F,1960
102,0.28389,2321,659,1992,6183,2.66,F,1960
103,0.29929,1662,497,1413,4191,2.52,F,1960
104,0.31552,1165,367,981,2778,2.38,F,1960
105,0.33265,797,265,665,1797,2.25,F,1960
106,0.35071,532,187,439,1132,2.13,F,1960
107,0.36976,345,128,282,693,2.01,F,1960
108,0.38986,218,85,175,412,1.89,F,1960
109,0.41105,133,55,106,237,1.78,F,1960
110,0.43341,78,34,61,131,1.67,F,1960
111,0.457,44,20,34,70,1.57,F,1960
112,0.48189,24,12,18,36,1.48,F,1960
113,0.50813,12,6,9,17,1.38,F,1960
114,0.53583,6,3,4,8,1.29,F,1960
115,0.56503,3,2,2,3,1.21,F,1960
116,0.59535,1,1,1,1,1.14,F,1960
117,0.62197,1,0,0,1,1.07,F,1960
118,0.64981,0,0,0,0,1.01,F,1960
119,0.67891,0,0,0,0,0.95,F,1960
0,0.02246,100000,2246,97962,7580148,75.8,M,1970
1,0.00128,97754,125,97691,7482186,76.54,M,1970
2,9e-4,97629,88,97585,7384495,75.64,M,1970
3,7.1e-4,97541,69,97506,7286910,74.71,M,1970
4,5.6e-4,97472,55,97445,7189403,73.76,M,1970
5,4.9e-4,97417,47,97394,7091959,72.8,M,1970
6,4.4e-4,97370,43,97349,6994565,71.83,M,1970
7,4.1e-4,97327,40,97307,6897217,70.87,M,1970
8,3.5e-4,97287,34,97270,6799910,69.9,M,1970
9,2.8e-4,97253,27,97240,6702640,68.92,M,1970
10,2.3e-4,97226,22,97215,6605400,67.94,M,1970
11,2.3e-4,97204,22,97193,6508185,66.95,M,1970
12,2.7e-4,97182,27,97169,6410992,65.97,M,1970
13,4.1e-4,97155,40,97136,6313824,64.99,M,1970
14,5.9e-4,97116,57,97087,6216688,64.01,M,1970
15,8e-4,97059,78,97020,6119601,63.05,M,1970
16,0.00109,96981,105,96928,6022582,62.1,M,1970
17,0.00122,96875,118,96816,5925654,61.17,M,1970
18,0.0014,96758,135,96690,5828837,60.24,M,1970
19,0.00144,96622,139,96553,5732147,59.33,M,1970
20,0.00156,96483,151,96408,5635595,58.41,M,1970
21,0.00163,96332,157,96254,5539187,57.5,M,1970
22,0.0016,96176,153,96099,5442933,56.59,M,1970
23,0.00167,96022,160,95942,5346834,55.68,M,1970
24,0.00165,95862,158,95783,5250892,54.78,M,1970
25,0.0016,95704,153,95628,5155109,53.87,M,1970
26,0.00143,95551,137,95483,5059482,52.95,M,1970
27,0.00134,95415,128,95351,4963999,52.03,M,1970
28,0.00128,95287,122,95226,4868648,51.09,M,1970
29,0.00131,95165,124,95103,4773422,50.16,M,1970
30,0.00135,95041,128,94977,4678319,49.22,M,1970
31,0.00142,94913,135,94845,4583342,48.29,M,1970
32,0.0014,94778,133,94711,4488496,47.36,M,1970
33,0.00147,94645,139,94575,4393785,46.42,M,1970
34,0.00156,94506,147,94432,4299209,45.49,M,1970
35,0.00167,94359,157,94280,4204777,44.56,M,1970
36,0.00179,94202,169,94117,4110496,43.64,M,1970
37,0.00193,94033,182,93942,4016379,42.71,M,1970
38,0.00209,93851,196,93753,3922437,41.79,M,1970
39,0.00226,93656,211,93550,3828683,40.88,M,1970
40,0.00244,93444,228,93330,3735134,39.97,M,1970
41,0.00262,93217,244,93094,3641803,39.07,M,1970
42,0.00282,92972,262,92841,3548709,38.17,M,1970
43,0.00302,92710,280,92570,3455868,37.28,M,1970
44,0.00324,92430,299,92280,3363298,36.39,M,1970
45,0.00347,92131,320,91971,3271017,35.5,M,1970
46,0.0037,91811,340,91641,3179046,34.63,M,1970
47,0.0039,91471,357,91293,3087405,33.75,M,1970
48,0.00405,91114,369,90930,2996112,32.88,M,1970
49,0.00417,90745,379,90556,2905183,32.01,M,1970
50,0.00431,90367,389,90172,2814627,31.15,M,1970
51,0.0045,89977,405,89775,2724455,30.28,M,1970
52,0.00475,89572,425,89360,2634680,29.41,M,1970
53,0.00507,89147,452,88922,2545320,28.55,M,1970
54,0.00546,88696,485,88453,2456399,27.69,M,1970
55,0.00592,88211,522,87950,2367945,26.84,M,1970
56,0.00643,87689,563,87407,2279996,26,M,1970
57,0.00697,87125,607,86822,2192589,25.17,M,1970
58,0.00755,86518,654,86191,2105767,24.34,M,1970
59,0.00819,85864,703,85513,2019576,23.52,M,1970
60,0.00889,85161,757,84783,1934063,22.71,M,1970
61,0.00969,84404,818,83995,1849281,21.91,M,1970
62,0.01059,83586,885,83144,1765285,21.12,M,1970
63,0.01163,82701,962,82220,1682142,20.34,M,1970
64,0.01279,81739,1046,81217,1599922,19.57,M,1970
65,0.01409,80694,1137,80125,1518705,18.82,M,1970
66,0.01548,79557,1231,78942,1438580,18.08,M,1970
67,0.01693,78326,1326,77663,1359638,17.36,M,1970
68,0.01842,77000,1418,76291,1281975,16.65,M,1970
69,0.01998,75581,1510,74826,1205685,15.95,M,1970
70,0.02176,74071,1612,73265,1130859,15.27,M,1970
71,0.02373,72459,1719,71600,1057594,14.6,M,1970
72,0.02572,70740,1819,69830,985994,13.94,M,1970
73,0.02771,68921,1910,67966,916164,13.29,M,1970
74,0.02981,67011,1997,66012,848198,12.66,M,1970
75,0.03232,65014,2101,63963,782186,12.03,M,1970
76,0.03527,62912,2219,61803,718223,11.42,M,1970
77,0.03842,60694,2332,59528,656420,10.82,M,1970
78,0.04174,58362,2436,57144,596892,10.23,M,1970
79,0.04542,55926,2540,54656,539748,9.65,M,1970
80,0.04951,53386,2643,52064,485092,9.09,M,1970
81,0.05442,50743,2761,49362,433028,8.53,M,1970
82,0.06061,47981,2908,46527,383666,8,M,1970
83,0.06836,45073,3081,43532,337139,7.48,M,1970
84,0.07743,41992,3252,40366,293606,6.99,M,1970
85,0.08743,38740,3387,37047,253240,6.54,M,1970
86,0.09801,35353,3465,33621,216194,6.12,M,1970
87,0.10896,31888,3474,30151,182573,5.73,M,1970
88,0.12021,28414,3416,26706,152422,5.36,M,1970
89,0.13185,24998,3296,23350,125717,5.03,M,1970
90,0.14401,21702,3125,20139,102367,4.72,M,1970
91,0.15683,18577,2913,17120,82227,4.43,M,1970
92,0.17046,15663,2670,14328,65107,4.16,M,1970
93,0.18504,12993,2404,11791,50779,3.91,M,1970
94,0.20068,10589,2125,9527,38988,3.68,M,1970
95,0.21604,8464,1829,7550,29461,3.48,M,1970
96,0.23087,6635,1532,5870,21911,3.3,M,1970
97,0.24486,5104,1250,4479,16042,3.14,M,1970
98,0.25774,3854,993,3357,11563,3,M,1970
99,0.26923,2861,770,2476,8206,2.87,M,1970
100,0.28123,2090,588,1796,5730,2.74,M,1970
101,0.29377,1503,441,1282,3934,2.62,M,1970
102,0.30687,1061,326,898,2652,2.5,M,1970
103,0.32058,736,236,618,1754,2.38,M,1970
104,0.3349,500,167,416,1136,2.27,M,1970
105,0.34985,332,116,274,720,2.17,M,1970
106,0.36549,216,79,177,446,2.06,M,1970
107,0.38184,137,52,111,269,1.96,M,1970
108,0.39893,85,34,68,158,1.87,M,1970
109,0.41679,51,21,40,90,1.77,M,1970
110,0.43546,30,13,23,50,1.68,M,1970
111,0.45497,17,8,13,27,1.6,M,1970
112,0.47536,9,4,7,14,1.52,M,1970
113,0.49668,5,2,4,7,1.44,M,1970
114,0.51897,2,1,2,3,1.36,M,1970
115,0.54227,1,1,1,1,1.28,M,1970
116,0.56662,1,0,0,1,1.21,M,1970
117,0.59208,0,0,0,0,1.14,M,1970
118,0.6187,0,0,0,0,1.08,M,1970
119,0.64653,0,0,0,0,1.01,M,1970
0,0.01759,100000,1759,98414,8091340,80.91,F,1970
1,0.00109,98241,107,98187,7992926,81.36,F,1970
2,7.1e-4,98134,70,98099,7894738,80.45,F,1970
3,5e-4,98064,49,98040,7796639,79.51,F,1970
4,4.1e-4,98015,40,97995,7698599,78.54,F,1970
5,3.6e-4,97975,35,97958,7600604,77.58,F,1970
6,3e-4,97940,30,97925,7502646,76.6,F,1970
7,2.6e-4,97910,25,97898,7404721,75.63,F,1970
8,2.5e-4,97885,24,97873,7306824,74.65,F,1970
9,2e-4,97860,19,97851,7208951,73.67,F,1970
10,1.9e-4,97841,19,97832,7111101,72.68,F,1970
11,1.8e-4,97822,17,97814,7013269,71.69,F,1970
12,1.9e-4,97805,18,97796,6915456,70.71,F,1970
13,2.2e-4,97787,22,97776,6817660,69.72,F,1970
14,3e-4,97765,29,97751,6719884,68.74,F,1970
15,3.7e-4,97736,36,97718,6622133,67.76,F,1970
16,4.5e-4,97701,44,97678,6524415,66.78,F,1970
17,5e-4,97656,49,97632,6426736,65.81,F,1970
18,5.3e-4,97607,51,97581,6329105,64.84,F,1970
19,5.3e-4,97556,51,97530,6231523,63.88,F,1970
20,5e-4,97504,49,97480,6133993,62.91,F,1970
21,5.1e-4,97456,50,97431,6036513,61.94,F,1970
22,4.9e-4,97406,48,97382,5939083,60.97,F,1970
23,5.2e-4,97358,50,97333,5841701,60,F,1970
24,5.4e-4,97308,53,97282,5744368,59.03,F,1970
25,5.6e-4,97255,54,97228,5647086,58.06,F,1970
26,5.6e-4,97201,55,97174,5549858,57.1,F,1970
27,5.5e-4,97147,53,97120,5452684,56.13,F,1970
28,5.6e-4,97093,54,97066,5355564,55.16,F,1970
29,5.9e-4,97039,57,97011,5258498,54.19,F,1970
30,6.3e-4,96982,61,96952,5161487,53.22,F,1970
31,6.9e-4,96922,66,96888,5064535,52.25,F,1970
32,7.3e-4,96855,71,96820,4967647,51.29,F,1970
33,7.9e-4,96785,76,96746,4870827,50.33,F,1970
34,8.7e-4,96708,84,96666,4774080,49.37,F,1970
35,9.6e-4,96624,92,96578,4677414,48.41,F,1970
36,0.00105,96532,101,96481,4580836,47.45,F,1970
37,0.00115,96430,111,96375,4484355,46.5,F,1970
38,0.00125,96319,120,96259,4387980,45.56,F,1970
39,0.00135,96199,130,96134,4291721,44.61,F,1970
40,0.00146,96069,140,96000,4195586,43.67,F,1970
41,0.00157,95930,150,95854,4099587,42.74,F,1970
42,0.00167,95779,160,95699,4003732,41.8,F,1970
43,0.00176,95619,168,95535,3908033,40.87,F,1970
44,0.00184,95451,176,95363,3812498,39.94,F,1970
45,0.00193,95276,184,95184,3717135,39.01,F,1970
46,0.00204,95092,194,94995,3621951,38.09,F,1970
47,0.00215,94898,204,94796,3526956,37.17,F,1970
48,0.00228,94693,216,94586,3432161,36.25,F,1970
49,0.00242,94478,228,94364,3337575,35.33,F,1970
50,0.00257,94249,243,94128,3243212,34.41,F,1970
51,0.00276,94007,260,93877,3149084,33.5,F,1970
52,0.00299,93747,280,93607,3055206,32.59,F,1970
53,0.00326,93467,304,93315,2961599,31.69,F,1970
54,0.00357,93163,333,92997,2868284,30.79,F,1970
55,0.00393,92830,365,92648,2775287,29.9,F,1970
56,0.00432,92466,400,92266,2682639,29.01,F,1970
57,0.00474,92066,437,91848,2590373,28.14,F,1970
58,0.00519,91629,475,91392,2498526,27.27,F,1970
59,0.00567,91154,516,90896,2407134,26.41,F,1970
60,0.00619,90638,561,90357,2316238,25.55,F,1970
61,0.00678,90077,610,89771,2225881,24.71,F,1970
62,0.00743,89466,665,89134,2136110,23.88,F,1970
63,0.00818,88801,726,88438,2046976,23.05,F,1970
64,0.009,88075,793,87679,1958538,22.24,F,1970
65,0.00993,87282,866,86849,1870859,21.43,F,1970
66,0.01092,86416,944,85944,1784010,20.64,F,1970
67,0.01195,85472,1022,84961,1698066,19.87,F,1970
68,0.01301,84451,1098,83901,1613105,19.1,F,1970
69,0.01411,83352,1176,82764,1529204,18.35,F,1970
70,0.01537,82176,1263,81544,1446440,17.6,F,1970
71,0.01677,80913,1357,80234,1364895,16.87,F,1970
72,0.01821,79556,1448,78832,1284661,16.15,F,1970
73,0.01967,78108,1536,77340,1205829,15.44,F,1970
74,0.02122,76572,1625,75759,1128490,14.74,F,1970
75,0.02311,74947,1732,74081,1052730,14.05,F,1970
76,0.02531,73215,1853,72288,978649,13.37,F,1970
77,0.0276,71362,1969,70377,906361,12.7,F,1970
78,0.02992,69392,2076,68354,835984,12.05,F,1970
79,0.03245,67316,2185,66224,767630,11.4,F,1970
80,0.03537,65131,2304,63980,701406,10.77,F,1970
81,0.03897,62828,2448,61604,637427,10.15,F,1970
82,0.0435,60380,2627,59066,575823,9.54,F,1970
83,0.04917,57753,2840,56333,516757,8.95,F,1970
84,0.05589,54913,3069,53378,460424,8.38,F,1970
85,0.06346,51844,3290,50199,407046,7.85,F,1970
86,0.07171,48554,3482,46813,356847,7.35,F,1970
87,0.08053,45072,3630,43257,310034,6.88,F,1970
88,0.08991,41442,3726,39579,266777,6.44,F,1970
89,0.09989,37716,3768,35833,227198,6.02,F,1970
90,0.11058,33949,3754,32072,191366,5.64,F,1970
91,0.12207,30195,3686,28352,159294,5.28,F,1970
92,0.13447,26509,3565,24727,130942,4.94,F,1970
93,0.14786,22944,3393,21248,106215,4.63,F,1970
94,0.16233,19552,3174,17965,84967,4.35,F,1970
95,0.17681,16378,2896,14930,67003,4.09,F,1970
96,0.19105,13482,2576,12194,52073,3.86,F,1970
97,0.20477,10906,2233,9790,39878,3.66,F,1970
98,0.21769,8673,1888,7729,30088,3.47,F,1970
99,0.22953,6785,1557,6006,22359,3.3,F,1970
100,0.24201,5228,1265,4595,16353,3.13,F,1970
101,0.25519,3963,1011,3457,11758,2.97,F,1970
102,0.26908,2951,794,2554,8301,2.81,F,1970
103,0.28374,2157,612,1851,5746,2.66,F,1970
104,0.2992,1545,462,1314,3895,2.52,F,1970
105,0.31551,1083,342,912,2581,2.38,F,1970
106,0.33272,741,247,618,1669,2.25,F,1970
107,0.35088,495,174,408,1051,2.13,F,1970
108,0.37003,321,119,262,644,2,F,1970
109,0.39024,202,79,163,382,1.89,F,1970
110,0.41157,123,51,98,219,1.78,F,1970
111,0.43405,73,31,57,121,1.67,F,1970
112,0.45779,41,19,32,64,1.57,F,1970
113,0.48284,22,11,17,33,1.47,F,1970
114,0.50927,12,6,9,16,1.38,F,1970
115,0.53715,6,3,4,7,1.29,F,1970
116,0.56657,3,1,2,3,1.21,F,1970
117,0.59208,1,1,1,1,1.14,F,1970
118,0.6187,0,0,0,0,1.08,F,1970
119,0.64653,0,0,0,0,1.01,F,1970
0,0.01398,100000,1398,98776,7759688,77.6,M,1980
1,9.7e-4,98602,96,98554,7660912,77.7,M,1980
2,6.4e-4,98506,63,98475,7562358,76.77,M,1980
3,5.2e-4,98444,51,98418,7463883,75.82,M,1980
4,3.6e-4,98393,35,98375,7365465,74.86,M,1980
5,3.4e-4,98357,34,98340,7267090,73.88,M,1980
6,3e-4,98324,30,98309,7168749,72.91,M,1980
7,3e-4,98294,29,98279,7070441,71.93,M,1980
8,2.6e-4,98264,26,98251,6972162,70.95,M,1980
9,2.2e-4,98239,21,98228,6873910,69.97,M,1980
10,1.6e-4,98217,16,98209,6775682,68.99,M,1980
11,1.8e-4,98201,17,98193,6677473,68,M,1980
12,2.3e-4,98184,23,98173,6579281,67.01,M,1980
13,4e-4,98161,40,98141,6481108,66.03,M,1980
14,6.3e-4,98122,61,98091,6382967,65.05,M,1980
15,8.3e-4,98060,82,98019,6284876,64.09,M,1980
16,9.8e-4,97979,96,97931,6186856,63.14,M,1980
17,0.00107,97883,105,97830,6088926,62.21,M,1980
18,0.00112,97778,110,97723,5991096,61.27,M,1980
19,0.00117,97668,114,97611,5893373,60.34,M,1980
20,0.00127,97554,124,97492,5795762,59.41,M,1980
21,0.00139,97430,136,97362,5698270,58.49,M,1980
22,0.00137,97294,133,97228,5600908,57.57,M,1980
23,0.00135,97161,131,97096,5503681,56.64,M,1980
24,0.00128,97030,125,96968,5406585,55.72,M,1980
25,0.00121,96906,117,96847,5309617,54.79,M,1980
26,0.00114,96789,111,96734,5212769,53.86,M,1980
27,0.0011,96678,106,96625,5116036,52.92,M,1980
28,0.0011,96572,106,96519,5019411,51.98,M,1980
29,0.00112,96466,108,96412,4922892,51.03,M,1980
30,0.00116,96358,112,96302,4826480,50.09,M,1980
31,0.0012,96246,115,96189,4730178,49.15,M,1980
32,0.00126,96131,121,96070,4633989,48.21,M,1980
33,0.00134,96010,128,95946,4537919,47.27,M,1980
34,0.00143,95881,137,95813,4441973,46.33,M,1980
35,0.00153,95744,147,95671,4346160,45.39,M,1980
36,0.00165,95598,158,95519,4250489,44.46,M,1980
37,0.00178,95440,170,95355,4154970,43.53,M,1980
38,0.00192,95270,183,95178,4059615,42.61,M,1980
39,0.00208,95087,197,94988,3964437,41.69,M,1980
40,0.00224,94890,212,94784,3869449,40.78,M,1980
41,0.0024,94678,227,94564,3774665,39.87,M,1980
42,0.00258,94450,243,94329,3680101,38.96,M,1980
43,0.00276,94207,260,94077,3585772,38.06,M,1980
44,0.00294,93947,276,93809,3491695,37.17,M,1980
45,0.00315,93671,295,93524,3397886,36.27,M,1980
46,0.00336,93376,313,93220,3304362,35.39,M,1980
47,0.00353,93063,329,92898,3211143,34.51,M,1980
48,0.00367,92734,340,92564,3118244,33.63,M,1980
49,0.00378,92394,350,92219,3025680,32.75,M,1980
50,0.00391,92044,360,91864,2933461,31.87,M,1980
51,0.00409,91684,375,91497,2841597,30.99,M,1980
52,0.00432,91310,394,91113,2750100,30.12,M,1980
53,0.00461,90916,419,90706,2658988,29.25,M,1980
54,0.00498,90496,450,90271,2568282,28.38,M,1980
55,0.0054,90046,486,89803,2478011,27.52,M,1980
56,0.00587,89559,525,89297,2388208,26.67,M,1980
57,0.00637,89034,567,88750,2298912,25.82,M,1980
58,0.00691,88467,611,88161,2210161,24.98,M,1980
59,0.00749,87856,658,87527,2122000,24.15,M,1980
60,0.00813,87198,709,86844,2034473,23.33,M,1980
61,0.00886,86489,766,86106,1947630,22.52,M,1980
62,0.00971,85723,832,85307,1861523,21.72,M,1980
63,0.01069,84891,907,84438,1776216,20.92,M,1980
64,0.01179,83984,991,83489,1691779,20.14,M,1980
65,0.01303,82993,1081,82453,1608290,19.38,M,1980
66,0.01435,81912,1175,81324,1525838,18.63,M,1980
67,0.01572,80737,1269,80102,1444513,17.89,M,1980
68,0.01712,79468,1360,78787,1364411,17.17,M,1980
69,0.01858,78107,1451,77382,1285624,16.46,M,1980
70,0.02023,76656,1551,75881,1208242,15.76,M,1980
71,0.02207,75105,1657,74277,1132361,15.08,M,1980
72,0.02392,73448,1757,72569,1058085,14.41,M,1980
73,0.02578,71691,1848,70767,985515,13.75,M,1980
74,0.02773,69843,1937,68874,914749,13.1,M,1980
75,0.03009,67906,2043,66884,845874,12.46,M,1980
76,0.03286,65862,2164,64780,778990,11.83,M,1980
77,0.03579,63698,2280,62558,714210,11.21,M,1980
78,0.03885,61418,2386,60225,651652,10.61,M,1980
79,0.04222,59032,2492,57786,591426,10.02,M,1980
80,0.04597,56540,2599,55241,533640,9.44,M,1980
81,0.05052,53941,2725,52579,478399,8.87,M,1980
82,0.05639,51216,2888,49772,425820,8.31,M,1980
83,0.06385,48328,3086,46785,376048,7.78,M,1980
84,0.07264,45243,3286,43599,329263,7.28,M,1980
85,0.08233,41956,3454,40229,285663,6.81,M,1980
86,0.09254,38502,3563,36721,245434,6.37,M,1980
87,0.10304,34939,3600,33139,208714,5.97,M,1980
88,0.11377,31339,3566,29557,175574,5.6,M,1980
89,0.12484,27774,3467,26040,146018,5.26,M,1980
90,0.13637,24307,3315,22649,119978,4.94,M,1980
91,0.14853,20992,3118,19433,97328,4.64,M,1980
92,0.16149,17874,2886,16431,77896,4.36,M,1980
93,0.17538,14987,2629,13673,61465,4.1,M,1980
94,0.19034,12359,2352,11183,47792,3.87,M,1980
95,0.20503,10007,2052,8981,36609,3.66,M,1980
96,0.21921,7955,1744,7083,27628,3.47,M,1980
97,0.23259,6211,1445,5489,20545,3.31,M,1980
98,0.24491,4766,1167,4183,15056,3.16,M,1980
99,0.25587,3599,921,3139,10874,3.02,M,1980
