Year,Sex,Name,Count
1976,Male,Neal,12
1961,Male,Neale,10
1962,Male,Neale,10
2017,Male,Nehemiah,11
1996,Male,Neihana,15
1999,Male,Neihana,12
1903,Male,Neil,19
1904,Male,Neil,13
1905,Male,Neil,17
1906,Male,Neil,10
1907,Male,Neil,18
1908,Male,Neil,18
1909,Male,Neil,16
1910,Male,Neil,16
1911,Male,Neil,18
1912,Male,Neil,20
1913,Male,Neil,18
1914,Male,Neil,25
1915,Male,Neil,33
1916,Male,Neil,37
1917,Male,Neil,37
1918,Male,Neil,21
1919,Male,Neil,20
1920,Male,Neil,33
1921,Male,Neil,39
1922,Male,Neil,40
1923,Male,Neil,44
1924,Male,Neil,43
1925,Male,Neil,48
1926,Male,Neil,50
1927,Male,Neil,61
1928,Male,Neil,56
1929,Male,Neil,54
1930,Male,Neil,59
1931,Male,Neil,59
1932,Male,Neil,73
1933,Male,Neil,72
1934,Male,Neil,81
1935,Male,Neil,68
1936,Male,Neil,79
1937,Male,Neil,95
1938,Male,Neil,99
1939,Male,Neil,107
1940,Male,Neil,122
1941,Male,Neil,134
1942,Male,Neil,114
1943,Male,Neil,138
1944,Male,Neil,134
1945,Male,Neil,144
1946,Male,Neil,168
1947,Male,Neil,157
1948,Male,Neil,156
1949,Male,Neil,160
1950,Male,Neil,172
1951,Male,Neil,191
1952,Male,Neil,184
1953,Male,Neil,191
1954,Male,Neil,181
1955,Male,Neil,227
1956,Male,Neil,236
1957,Male,Neil,218
1958,Male,Neil,198
1959,Male,Neil,224
1960,Male,Neil,219
1961,Male,Neil,217
1962,Male,Neil,223
1963,Male,Neil,212
1964,Male,Neil,167
1965,Male,Neil,151
1966,Male,Neil,133
1967,Male,Neil,145
1968,Male,Neil,110
1969,Male,Neil,141
1970,Male,Neil,94
1971,Male,Neil,99
1972,Male,Neil,85
1973,Male,Neil,60
1974,Male,Neil,55
1975,Male,Neil,55
1976,Male,Neil,54
1977,Male,Neil,50
1978,Male,Neil,54
1979,Male,Neil,59
1980,Male,Neil,42
1981,Male,Neil,23
1982,Male,Neil,34
1983,Male,Neil,36
1984,Male,Neil,31
1985,Male,Neil,36
1986,Male,Neil,26
1987,Male,Neil,27
1988,Male,Neil,18
1989,Male,Neil,24
1990,Male,Neil,15
1991,Male,Neil,17
1992,Male,Neil,16
1993,Male,Neil,15
1994,Male,Neil,13
2008,Male,Neil,13
1950,Male,Neill,11
1963,Male,Neill,10
1900,Male,Nelson,13
1902,Male,Nelson,10
1904,Male,Nelson,10
1905,Male,Nelson,24
1906,Male,Nelson,21
1907,Male,Nelson,12
1908,Male,Nelson,11
1909,Male,Nelson,14
1911,Male,Nelson,17
1912,Male,Nelson,11
1913,Male,Nelson,22
1914,Male,Nelson,13
1915,Male,Nelson,11
1916,Male,Nelson,10
1917,Male,Nelson,14
1918,Male,Nelson,17
1919,Male,Nelson,14
1920,Male,Nelson,10
1921,Male,Nelson,21
1922,Male,Nelson,12
1923,Male,Nelson,11
1925,Male,Nelson,14
1926,Male,Nelson,10
1928,Male,Nelson,13
1930,Male,Nelson,11
1935,Male,Nelson,16
1938,Male,Nelson,13
1939,Male,Nelson,12
1940,Male,Nelson,15
1941,Male,Nelson,12
1942,Male,Nelson,11
1943,Male,Nelson,10
1945,Male,Nelson,14
1946,Male,Nelson,14
1947,Male,Nelson,10
1951,Male,Nelson,12
1952,Male,Nelson,10
1972,Male,Nelson,10
1974,Male,Nelson,11
1980,Male,Nelson,10
1990,Male,Nelson,11
1991,Male,Nelson,10
1994,Male,Nelson,10
1996,Male,Nelson,13
1997,Male,Nelson,13
1998,Male,Nelson,15
1999,Male,Nelson,12
2003,Male,Nelson,11
2002,Male,Neo,13
2003,Male,Neo,16
2004,Male,Neo,10
2007,Male,Neo,11
2011,Male,Neo,12
2014,Male,Neo,11
2015,Male,Neo,10
2006,Male,Nevaeh,10
1903,Male,Neville,12
1906,Male,Neville,14
1908,Male,Neville,13
1909,Male,Neville,11
1910,Male,Neville,13
1911,Male,Neville,12
1912,Male,Neville,26
1913,Male,Neville,23
1914,Male,Neville,17
1915,Male,Neville,15
1916,Male,Neville,29
1917,Male,Neville,27
1918,Male,Neville,20
1919,Male,Neville,25
1920,Male,Neville,30
1921,Male,Neville,34
1922,Male,Neville,38
1923,Male,Neville,45
1924,Male,Neville,48
1925,Male,Neville,38
1926,Male,Neville,29
1927,Male,Neville,43
1928,Male,Neville,34
1929,Male,Neville,36
1930,Male,Neville,43
1931,Male,Neville,48
1932,Male,Neville,57
1933,Male,Neville,43
1934,Male,Neville,49
1935,Male,Neville,56
1936,Male,Neville,63
1937,Male,Neville,95
1938,Male,Neville,107
1939,Male,Neville,168
1940,Male,Neville,105
1941,Male,Neville,89
1942,Male,Neville,98
1943,Male,Neville,89
1944,Male,Neville,98
1945,Male,Neville,101
1946,Male,Neville,122
1947,Male,Neville,133
1948,Male,Neville,127
1949,Male,Neville,113
1950,Male,Neville,119
1951,Male,Neville,130
1952,Male,Neville,119
1953,Male,Neville,116
1954,Male,Neville,132
1955,Male,Neville,91
1956,Male,Neville,113
1957,Male,Neville,104
1958,Male,Neville,112
1959,Male,Neville,118
1960,Male,Neville,99
1961,Male,Neville,111
1962,Male,Neville,94
1963,Male,Neville,92
1964,Male,Neville,74
1965,Male,Neville,61
1966,Male,Neville,67
1967,Male,Neville,50
1968,Male,Neville,46
1969,Male,Neville,46
1970,Male,Neville,34
1971,Male,Neville,37
1972,Male,Neville,29
1973,Male,Neville,20
1974,Male,Neville,30
1975,Male,Neville,15
1976,Male,Neville,24
1977,Male,Neville,15
1978,Male,Neville,17
1979,Male,Neville,16
1983,Male,Neville,11
1985,Male,Neville,10
1986,Male,Neville,11
2005,Male,Ngakau,12
2007,Male,Ngakau,13
2008,Male,Ngakau,12
2009,Male,Ngakau,14
2010,Male,Ngakau,10
2016,Male,Ngakau,11
1940,Male,Nicholas,15
1942,Male,Nicholas,13
1943,Male,Nicholas,12
1944,Male,Nicholas,11
1945,Male,Nicholas,15
1946,Male,Nicholas,27
1947,Male,Nicholas,32
1948,Male,Nicholas,29
1949,Male,Nicholas,25
1950,Male,Nicholas,27
1951,Male,Nicholas,29
1952,Male,Nicholas,33
1953,Male,Nicholas,43
1954,Male,Nicholas,49
1955,Male,Nicholas,58
1956,Male,Nicholas,57
1957,Male,Nicholas,86
1958,Male,Nicholas,93
1959,Male,Nicholas,101
1960,Male,Nicholas,85
1961,Male,Nicholas,104
1962,Male,Nicholas,123
1963,Male,Nicholas,121
1964,Male,Nicholas,106
1965,Male,Nicholas,111
1966,Male,Nicholas,117
1967,Male,Nicholas,125
1968,Male,Nicholas,181
1969,Male,Nicholas,192
1970,Male,Nicholas,235
1971,Male,Nicholas,246
1972,Male,Nicholas,261
1973,Male,Nicholas,317
1974,Male,Nicholas,307
1975,Male,Nicholas,333
1976,Male,Nicholas,321
1977,Male,Nicholas,310
1978,Male,Nicholas,280
1979,Male,Nicholas,356
1980,Male,Nicholas,401
1981,Male,Nicholas,445
1982,Male,Nicholas,393
1983,Male,Nicholas,397
1984,Male,Nicholas,458
1985,Male,Nicholas,414
1986,Male,Nicholas,461
1987,Male,Nicholas,450
1988,Male,Nicholas,380
1989,Male,Nicholas,397
1990,Male,Nicholas,411
1991,Male,Nicholas,354
1992,Male,Nicholas,403
1993,Male,Nicholas,346
1994,Male,Nicholas,325
1995,Male,Nicholas,289
1996,Male,Nicholas,261
1997,Male,Nicholas,230
1998,Male,Nicholas,203
1999,Male,Nicholas,191
2000,Male,Nicholas,180
2001,Male,Nicholas,152
2002,Male,Nicholas,133
2003,Male,Nicholas,136
2004,Male,Nicholas,125
2005,Male,Nicholas,92
2006,Male,Nicholas,99
2007,Male,Nicholas,85
2008,Male,Nicholas,76
2009,Male,Nicholas,72
2010,Male,Nicholas,69
2011,Male,Nicholas,53
2012,Male,Nicholas,44
2013,Male,Nicholas,36
2014,Male,Nicholas,35
2015,Male,Nicholas,33
2016,Male,Nicholas,34
2017,Male,Nicholas,30
1987,Male,Nick,10
1988,Male,Nick,12
1989,Male,Nick,10
1986,Male,Nickolas,13
1993,Male,Nickolas,13
1992,Male,Nico,18
1994,Male,Nico,10
1995,Male,Nico,11
2000,Male,Nico,18
2002,Male,Nico,13
2003,Male,Nico,15
2004,Male,Nico,19
2005,Male,Nico,21
2006,Male,Nico,20
2007,Male,Nico,30
2008,Male,Nico,31
2009,Male,Nico,36
2010,Male,Nico,24
2011,Male,Nico,33
2012,Male,Nico,37
2013,Male,Nico,32
2014,Male,Nico,43
2015,Male,Nico,39
2016,Male,Nico,42
2017,Male,Nico,32
1965,Male,Nicolas,11
1966,Male,Nicolas,13
1968,Male,Nicolas,10
1970,Male,Nicolas,10
1971,Male,Nicolas,11
1972,Male,Nicolas,10
1974,Male,Nicolas,13
1975,Male,Nicolas,19
1976,Male,Nicolas,17
1978,Male,Nicolas,12
1979,Male,Nicolas,14
1980,Male,Nicolas,12
1981,Male,Nicolas,20
1982,Male,Nicolas,12
1983,Male,Nicolas,13
1984,Male,Nicolas,18
1985,Male,Nicolas,17
1986,Male,Nicolas,15
1988,Male,Nicolas,16
1989,Male,Nicolas,16
1991,Male,Nicolas,16
1992,Male,Nicolas,14
1993,Male,Nicolas,10
1995,Male,Nicolas,10
1997,Male,Nicolas,12
1999,Male,Nicolas,14
2000,Male,Nicolas,13
2001,Male,Nicolas,12
2002,Male,Nicolas,13
2003,Male,Nicolas,14
2004,Male,Nicolas,16
2005,Male,Nicolas,15
2006,Male,Nicolas,12
2008,Male,Nicolas,11
2009,Male,Nicolas,12
2010,Male,Nicolas,11
2015,Male,Nicolas,13
1929,Male,Nigel,12
1933,Male,Nigel,11
1937,Male,Nigel,11
1939,Male,Nigel,13
1940,Male,Nigel,13
1941,Male,Nigel,19
1942,Male,Nigel,22
1943,Male,Nigel,18
1944,Male,Nigel,15
1945,Male,Nigel,18
1946,Male,Nigel,33
1947,Male,Nigel,38
1948,Male,Nigel,40
1949,Male,Nigel,45
1950,Male,Nigel,57
1951,Male,Nigel,42
1952,Male,Nigel,65
1953,Male,Nigel,81
1954,Male,Nigel,82
1955,Male,Nigel,88
1956,Male,Nigel,96
1957,Male,Nigel,120
1958,Male,Nigel,115
1959,Male,Nigel,121
1960,Male,Nigel,159
1961,Male,Nigel,159
1962,Male,Nigel,190
1963,Male,Nigel,188
1964,Male,Nigel,172
1965,Male,Nigel,171
1966,Male,Nigel,188
1967,Male,Nigel,210
1968,Male,Nigel,229
1969,Male,Nigel,246
1970,Male,Nigel,233
1971,Male,Nigel,212
1972,Male,Nigel,193
1973,Male,Nigel,164
1974,Male,Nigel,161
1975,Male,Nigel,138
1976,Male,Nigel,153
1977,Male,Nigel,155
1978,Male,Nigel,111
1979,Male,Nigel,102
1980,Male,Nigel,89
1981,Male,Nigel,66
1982,Male,Nigel,55
1983,Male,Nigel,68
1984,Male,Nigel,49
1985,Male,Nigel,39
1986,Male,Nigel,43
1987,Male,Nigel,24
1988,Male,Nigel,31
1989,Male,Nigel,29
1990,Male,Nigel,21
1991,Male,Nigel,22
1992,Male,Nigel,13
1993,Male,Nigel,15
1994,Male,Nigel,11
1999,Male,Nigel,10
1994,Male,Nikau,10
1997,Male,Nikau,11
1999,Male,Nikau,12
2000,Male,Nikau,16
2002,Male,Nikau,13
2003,Male,Nikau,15
2004,Male,Nikau,25
2005,Male,Nikau,16
2006,Male,Nikau,26
2007,Male,Nikau,36
2008,Male,Nikau,41
2009,Male,Nikau,33
2010,Male,Nikau,37
2011,Male,Nikau,35
2012,Male,Nikau,31
2013,Male,Nikau,31
2014,Male,Nikau,41
2015,Male,Nikau,53
2016,Male,Nikau,44
2017,Male,Nikau,49
1998,Male,Nikhil,10
1996,Male,Niko,11
1997,Male,Niko,17
1998,Male,Niko,15
2000,Male,Niko,12
2001,Male,Niko,10
2002,Male,Niko,12
2003,Male,Niko,14
2004,Male,Niko,12
2006,Male,Niko,20
2007,Male,Niko,26
2008,Male,Niko,18
2009,Male,Niko,23
2010,Male,Niko,18
2011,Male,Niko,14
2012,Male,Niko,13
2013,Male,Niko,25
2014,Male,Niko,20
2015,Male,Niko,32
2016,Male,Niko,23
2017,Male,Niko,23
2011,Male,Nikolai,10
2015,Male,Nikolai,13
2016,Male,Nikolai,12
2017,Male,Nikolai,14
1995,Male,Nikolas,10
1994,Male,Nikora,12
1995,Male,Nikora,11
1996,Male,Nikora,10
1997,Male,Nikora,11
1999,Male,Nikora,12
2002,Male,Nikora,11
2003,Male,Nikora,11
2004,Male,Nikora,16
2005,Male,Nikora,17
2006,Male,Nikora,13
2007,Male,Nikora,13
2008,Male,Nikora,10
2009,Male,Nikora,16
2010,Male,Nikora,16
2011,Male,Nikora,12
2012,Male,Nikora,19
2013,Male,Nikora,18
2014,Male,Nikora,12
2016,Male,Nikora,13
2008,Male,Nixon,15
2009,Male,Nixon,12
2010,Male,Nixon,20
2011,Male,Nixon,33
2012,Male,Nixon,41
2013,Male,Nixon,46
2014,Male,Nixon,60
2015,Male,Nixon,60
2016,Male,Nixon,51
2017,Male,Nixon,54
1996,Male,Noah,13
1997,Male,Noah,24
1998,Male,Noah,27
1999,Male,Noah,31
2000,Male,Noah,30
2001,Male,Noah,54
2002,Male,Noah,72
2003,Male,Noah,121
2004,Male,Noah,130
2005,Male,Noah,217
2006,Male,Noah,235
2007,Male,Noah,262
2008,Male,Noah,251
2009,Male,Noah,240
2010,Male,Noah,262
2011,Male,Noah,270
2012,Male,Noah,253
2013,Male,Noah,237
2014,Male,Noah,258
2015,Male,Noah,222
2016,Male,Noah,229
2017,Male,Noah,257
1900,Male,Noel,14
1901,Male,Noel,13
1902,Male,Noel,21
1903,Male,Noel,16
1904,Male,Noel,27
1905,Male,Noel,30
1906,Male,Noel,29
1907,Male,Noel,32
1908,Male,Noel,41
1909,Male,Noel,37
1910,Male,Noel,49
1911,Male,Noel,64
1912,Male,Noel,55
1913,Male,Noel,63
1914,Male,Noel,86
1915,Male,Noel,76
1916,Male,Noel,90
1917,Male,Noel,96
1918,Male,Noel,89
1919,Male,Noel,97
1920,Male,Noel,112
1921,Male,Noel,119
1922,Male,Noel,108
1923,Male,Noel,135
1924,Male,Noel,137
1925,Male,Noel,157
1926,Male,Noel,139
1927,Male,Noel,143
1928,Male,Noel,137
1929,Male,Noel,124
1930,Male,Noel,146
1931,Male,Noel,125
1932,Male,Noel,95
1933,Male,Noel,98
1934,Male,Noel,107
1935,Male,Noel,97
1936,Male,Noel,103
1937,Male,Noel,113
1938,Male,Noel,95
1939,Male,Noel,113
1940,Male,Noel,108
1941,Male,Noel,127
1942,Male,Noel,138
1943,Male,Noel,106
1944,Male,Noel,111
1945,Male,Noel,119
1946,Male,Noel,113
1947,Male,Noel,123
1948,Male,Noel,112
1949,Male,Noel,126
1950,Male,Noel,78
1951,Male,Noel,106
1952,Male,Noel,101
1953,Male,Noel,110
1954,Male,Noel,101
1955,Male,Noel,91
1956,Male,Noel,80
1957,Male,Noel,80
1958,Male,Noel,85
1959,Male,Noel,77
1960,Male,Noel,64
1961,Male,Noel,57
1962,Male,Noel,76
1963,Male,Noel,66
1964,Male,Noel,47
1965,Male,Noel,41
1966,Male,Noel,39
1967,Male,Noel,35
1968,Male,Noel,43
1969,Male,Noel,29
1970,Male,Noel,22
1971,Male,Noel,31
1972,Male,Noel,21
1973,Male,Noel,17
1974,Male,Noel,14
1975,Male,Noel,13
1976,Male,Noel,12
1977,Male,Noel,13
1980,Male,Noel,12
1982,Male,Noel,10
1985,Male,Noel,12
2015,Male,Nolan,10
2017,Male,Nolan,13
1900,Male,Norman,112
1901,Male,Norman,111
1902,Male,Norman,112
1903,Male,Norman,113
1904,Male,Norman,119
1905,Male,Norman,125
1906,Male,Norman,154
1907,Male,Norman,140
1908,Male,Norman,155
1909,Male,Norman,155
1910,Male,Norman,163
1911,Male,Norman,150
1912,Male,Norman,161
1913,Male,Norman,160
1914,Male,Norman,189
1915,Male,Norman,175
1916,Male,Norman,182
1917,Male,Norman,152
1918,Male,Norman,154
1919,Male,Norman,155
1920,Male,Norman,176
1921,Male,Norman,181
1922,Male,Norman,173
1923,Male,Norman,141
1924,Male,Norman,157
1925,Male,Norman,150
1926,Male,Norman,148
1927,Male,Norman,134
1928,Male,Norman,144
1929,Male,Norman,110
1930,Male,Norman,125
1931,Male,Norman,122
1932,Male,Norman,114
1933,Male,Norman,102
1934,Male,Norman,96
1935,Male,Norman,62
1936,Male,Norman,86
1937,Male,Norman,85
1938,Male,Norman,70
1939,Male,Norman,82
1940,Male,Norman,86
1941,Male,Norman,105
1942,Male,Norman,92
1943,Male,Norman,84
1944,Male,Norman,89
1945,Male,Norman,66
1946,Male,Norman,87
1947,Male,Norman,83
1948,Male,Norman,77
1949,Male,Norman,86
1950,Male,Norman,74
1951,Male,Norman,80
1952,Male,Norman,52
1953,Male,Norman,49
1954,Male,Norman,59
1955,Male,Norman,48
1956,Male,Norman,62
1957,Male,Norman,52
1958,Male,Norman,47
1959,Male,Norman,29
1960,Male,Norman,42
1961,Male,Norman,40
1962,Male,Norman,50
1963,Male,Norman,34
1964,Male,Norman,41
1965,Male,Norman,39
1966,Male,Norman,39
1967,Male,Norman,31
1968,Male,Norman,28
1969,Male,Norman,34
1970,Male,Norman,21
1971,Male,Norman,31
1972,Male,Norman,28
1973,Male,Norman,24
1974,Male,Norman,31
1975,Male,Norman,17
1976,Male,Norman,22
1977,Male,Norman,19
1978,Male,Norman,16
1980,Male,Norman,17
1982,Male,Norman,17
1983,Male,Norman,12
1984,Male,Norman,23
1985,Male,Norman,12
1986,Male,Norman,13
1987,Male,Norman,15
1991,Male,Norman,11
1992,Male,Norton,11
2003,Male,Oakley,10
2009,Male,Oakley,11
2012,Male,Oakley,10
2014,Male,Oakley,17
2015,Male,Oakley,21
2016,Male,Oakley,16
2017,Male,Oakley,32
2011,Male,Odin,10
2012,Male,Odin,14
2014,Male,Odin,11
2015,Male,Odin,19
2016,Male,Odin,25
2017,Male,Odin,30
1900,Male,Oliver,13
1902,Male,Oliver,13
1903,Male,Oliver,13
1904,Male,Oliver,12
1906,Male,Oliver,11
1907,Male,Oliver,16
1908,Male,Oliver,10
1909,Male,Oliver,15
1910,Male,Oliver,11
1913,Male,Oliver,14
1915,Male,Oliver,16
1916,Male,Oliver,13
1917,Male,Oliver,11
1918,Male,Oliver,13
1920,Male,Oliver,11
1923,Male,Oliver,14
1924,Male,Oliver,10
1927,Male,Oliver,11
1931,Male,Oliver,10
1971,Male,Oliver,15
1972,Male,Oliver,12
1973,Male,Oliver,18
1974,Male,Oliver,23
1975,Male,Oliver,29
1976,Male,Oliver,40
1977,Male,Oliver,34
1978,Male,Oliver,27
1979,Male,Oliver,31
1980,Male,Oliver,38
1981,Male,Oliver,41
1982,Male,Oliver,40
1983,Male,Oliver,54
1984,Male,Oliver,34
1985,Male,Oliver,65
1986,Male,Oliver,65
1987,Male,Oliver,56
1988,Male,Oliver,64
1989,Male,Oliver,61
1990,Male,Oliver,81
1991,Male,Oliver,76
1992,Male,Oliver,86
1993,Male,Oliver,103
1994,Male,Oliver,118
1995,Male,Oliver,125
1996,Male,Oliver,119
1997,Male,Oliver,121
1998,Male,Oliver,133
1999,Male,Oliver,146
2000,Male,Oliver,172
2001,Male,Oliver,153
2002,Male,Oliver,217
2003,Male,Oliver,229
2004,Male,Oliver,249
2005,Male,Oliver,265
2006,Male,Oliver,271
2007,Male,Oliver,319
2008,Male,Oliver,301
2009,Male,Oliver,342
2010,Male,Oliver,327
2011,Male,Oliver,287
2012,Male,Oliver,322
2013,Male,Oliver,308
2014,Male,Oliver,336
2015,Male,Oliver,348
2016,Male,Oliver,331
2017,Male,Oliver,314
2007,Male,Ollie,19
2008,Male,Ollie,22
2009,Male,Ollie,17
2010,Male,Ollie,17
2011,Male,Ollie,26
2012,Male,Ollie,17
2013,Male,Ollie,29
2014,Male,Ollie,28
2015,Male,Ollie,41
2016,Male,Ollie,21
2017,Male,Ollie,32
2010,Male,Olly,10
2015,Male,Onyx,12
2016,Male,Orion,10
2017,Male,Orion,11
2003,Male,Orlando,12
2004,Male,Orlando,15
2005,Male,Orlando,14
2006,Male,Orlando,13
2007,Male,Orlando,22
2008,Male,Orlando,19
2009,Male,Orlando,14
2010,Male,Orlando,12
2011,Male,Orlando,11
2012,Male,Orlando,16
2013,Male,Orlando,13
2016,Male,Orlando,12
1900,Male,Oscar,11
1902,Male,Oscar,10
1903,Male,Oscar,10
1905,Male,Oscar,11
1906,Male,Oscar,10
1908,Male,Oscar,10
1914,Male,Oscar,12
1988,Male,Oscar,10
1989,Male,Oscar,11
1990,Male,Oscar,11
1991,Male,Oscar,15
1992,Male,Oscar,15
1993,Male,Oscar,26
1994,Male,Oscar,29
1995,Male,Oscar,27
1996,Male,Oscar,24
1997,Male,Oscar,33
1998,Male,Oscar,57
1999,Male,Oscar,50
2000,Male,Oscar,52
2001,Male,Oscar,69
2002,Male,Oscar,63
2003,Male,Oscar,86
2004,Male,Oscar,83
2005,Male,Oscar,91
2006,Male,Oscar,119
2007,Male,Oscar,112
2008,Male,Oscar,103
2009,Male,Oscar,121
2010,Male,Oscar,125
2011,Male,Oscar,116
2012,Male,Oscar,124
2013,Male,Oscar,138
2014,Male,Oscar,142
2015,Male,Oscar,141
2016,Male,Oscar,114
2017,Male,Oscar,150
2006,Male,Oskar,12
2009,Male,Oskar,12
2010,Male,Oskar,10
2013,Male,Oskar,11
2017,Male,Oskar,13
1900,Male,Oswald,10
1901,Male,Oswald,13
1904,Male,Oswald,13
1905,Male,Oswald,15
1906,Male,Oswald,16
1907,Male,Oswald,16
1908,Male,Oswald,15
1909,Male,Oswald,12
1910,Male,Oswald,16
1911,Male,Oswald,18
1912,Male,Oswald,14
1913,Male,Oswald,18
1914,Male,Oswald,12
1916,Male,Oswald,10
1917,Male,Oswald,16
1918,Male,Oswald,11
1919,Male,Oswald,11
1920,Male,Oswald,14
1922,Male,Oswald,13
2004,Male,Otis,10
2006,Male,Otis,16
2007,Male,Otis,17
2008,Male,Otis,18
2009,Male,Otis,13
2010,Male,Otis,19
2011,Male,Otis,15
2012,Male,Otis,11
2013,Male,Otis,25
2014,Male,Otis,25
2015,Male,Otis,34
2016,Male,Otis,29
2017,Male,Otis,45
2009,Male,Otto,10
2013,Male,Otto,13
2014,Male,Otto,12
2015,Male,Otto,12
2016,Male,Otto,13
2017,Male,Otto,12
1900,Male,Owen,12
1902,Male,Owen,10
1903,Male,Owen,23
1904,Male,Owen,27
1905,Male,Owen,20
1906,Male,Owen,31
1907,Male,Owen,30
1908,Male,Owen,23
1909,Male,Owen,31
1910,Male,Owen,35
1911,Male,Owen,34
1912,Male,Owen,39
1913,Male,Owen,35
1914,Male,Owen,39
1915,Male,Owen,47
1916,Male,Owen,43
1917,Male,Owen,46
1918,Male,Owen,45
1919,Male,Owen,49
1920,Male,Owen,80
1921,Male,Owen,79
1922,Male,Owen,87
1923,Male,Owen,86
1924,Male,Owen,75
1925,Male,Owen,75
1926,Male,Owen,80
1927,Male,Owen,71
1928,Male,Owen,66
1929,Male,Owen,62
1930,Male,Owen,68
1931,Male,Owen,83
1932,Male,Owen,57
1933,Male,Owen,71
1934,Male,Owen,47
1935,Male,Owen,52
1936,Male,Owen,51
1937,Male,Owen,57
1938,Male,Owen,32
1939,Male,Owen,48
1940,Male,Owen,47
1941,Male,Owen,54
1942,Male,Owen,67
1943,Male,Owen,59
1944,Male,Owen,54
1945,Male,Owen,76
1946,Male,Owen,72
1947,Male,Owen,74
1948,Male,Owen,68
1949,Male,Owen,72
1950,Male,Owen,77
1951,Male,Owen,82
1952,Male,Owen,78
1953,Male,Owen,74
1954,Male,Owen,76
1955,Male,Owen,58
1956,Male,Owen,45
1957,Male,Owen,70
1958,Male,Owen,60
1959,Male,Owen,51
1960,Male,Owen,65
1961,Male,Owen,47
1962,Male,Owen,41
1963,Male,Owen,50
1964,Male,Owen,51
1965,Male,Owen,43
1966,Male,Owen,45
1967,Male,Owen,28
1968,Male,Owen,37
1969,Male,Owen,41
1970,Male,Owen,35
1971,Male,Owen,32
1972,Male,Owen,31
1973,Male,Owen,25
1974,Male,Owen,26
1975,Male,Owen,32
1976,Male,Owen,23
1977,Male,Owen,20
1978,Male,Owen,23
1979,Male,Owen,18
1980,Male,Owen,28
1981,Male,Owen,26
1982,Male,Owen,21
1983,Male,Owen,30
1984,Male,Owen,30
1985,Male,Owen,22
1986,Male,Owen,25
1987,Male,Owen,24
1988,Male,Owen,18
1989,Male,Owen,20
1990,Male,Owen,18
1991,Male,Owen,15
1992,Male,Owen,16
1993,Male,Owen,13
1994,Male,Owen,12
1995,Male,Owen,20
1996,Male,Owen,14
1997,Male,Owen,11
1998,Male,Owen,19
1999,Male,Owen,23
2000,Male,Owen,21
2001,Male,Owen,18
2002,Male,Owen,27
2003,Male,Owen,16
2004,Male,Owen,30
2005,Male,Owen,22
2006,Male,Owen,20
2007,Male,Owen,25
2008,Male,Owen,29
2009,Male,Owen,41
2010,Male,Owen,43
2011,Male,Owen,33
2012,Male,Owen,39
2013,Male,Owen,37
2014,Male,Owen,39
2015,Male,Owen,43
2016,Male,Owen,47
2017,Male,Owen,59
2000,Male,Pacey,11
1946,Male,Paora,12
1987,Male,Paora,10
1992,Male,Paora,10
1994,Male,Paora,12
1997,Male,Paora,12
1999,Male,Paora,10
2000,Male,Paora,10
2002,Male,Paora,12
2003,Male,Paora,12
2004,Male,Paora,12
2016,Male,Paora,11
2012,Male,Parker,19
2013,Male,Parker,16
2014,Male,Parker,23
2015,Male,Parker,46
2016,Male,Parker,32
2017,Male,Parker,41
1900,Male,Patrick,44
1901,Male,Patrick,46
1902,Male,Patrick,35
1903,Male,Patrick,31
1904,Male,Patrick,40
1905,Male,Patrick,45
1906,Male,Patrick,52
1907,Male,Patrick,42
1908,Male,Patrick,57
1909,Male,Patrick,54
1910,Male,Patrick,65
1911,Male,Patrick,62
1912,Male,Patrick,78
1913,Male,Patrick,84
1914,Male,Patrick,85
1915,Male,Patrick,94
1916,Male,Patrick,106
1917,Male,Patrick,86
1918,Male,Patrick,98
1919,Male,Patrick,93
1920,Male,Patrick,115
1921,Male,Patrick,97
1922,Male,Patrick,106
1923,Male,Patrick,100
1924,Male,Patrick,99
1925,Male,Patrick,98
1926,Male,Patrick,104
1927,Male,Patrick,97
1928,Male,Patrick,103
1929,Male,Patrick,85
1930,Male,Patrick,81
1931,Male,Patrick,92
1932,Male,Patrick,86
1933,Male,Patrick,78
1934,Male,Patrick,89
1935,Male,Patrick,83
1936,Male,Patrick,93
1937,Male,Patrick,90
1938,Male,Patrick,71
1939,Male,Patrick,99
1940,Male,Patrick,105
1941,Male,Patrick,120
1942,Male,Patrick,90
1943,Male,Patrick,96
1944,Male,Patrick,108
1945,Male,Patrick,118
1946,Male,Patrick,127
1947,Male,Patrick,139
1948,Male,Patrick,121
1949,Male,Patrick,140
1950,Male,Patrick,111
1951,Male,Patrick,110
1952,Male,Patrick,132
1953,Male,Patrick,131
1954,Male,Patrick,115
1955,Male,Patrick,122
1956,Male,Patrick,151
1957,Male,Patrick,150
1958,Male,Patrick,159
1959,Male,Patrick,151
1960,Male,Patrick,129
1961,Male,Patrick,145
1962,Male,Patrick,150
1963,Male,Patrick,128
1964,Male,Patrick,155
1965,Male,Patrick,123
1966,Male,Patrick,122
1967,Male,Patrick,157
1968,Male,Patrick,143
1969,Male,Patrick,109
1970,Male,Patrick,104
1971,Male,Patrick,110
1972,Male,Patrick,118
1973,Male,Patrick,96
1974,Male,Patrick,81
1975,Male,Patrick,92
1976,Male,Patrick,100
1977,Male,Patrick,86
1978,Male,Patrick,77
1979,Male,Patrick,68
1980,Male,Patrick,82
1981,Male,Patrick,83
