timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
4/29/2021 3:15:50,25-34,Sales,VP of engineering,Head of tech at a startup,90000,0,USD,NA,NA,USA,New York,New York,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 3:15:52,35-44,"Marketing, Advertising & PR",Senior copywriter + content manager,NA,90000,6000,USD,NA,NA,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 3:16:17,35-44,Engineering or Manufacturing,Electrical Engineer,NA,29000,0,GBP,NA,NA,UK,NA,Manchester,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 3:16:41,25-34,Computing or Tech,IT Manager,NA,57000,5000,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,11 - 20 years,Some college,Man,White
4/29/2021 3:20:45,35-44,Computing or Tech,Lead developer,NA,50000,0,GBP,NA,NA,United Kingdom,NA,Edinburgh,11 - 20 years,11 - 20 years,College degree,NA,White
4/29/2021 3:21:53,35-44,Computing or Tech,Senior Director of Engineering,NA,185000,40000,USD,NA,NA,U.S.,Massachusetts,Boston,11 - 20 years,11 - 20 years,NA,Man,White
4/29/2021 3:23:17,35-44,Government and Public Administration,Employer Adviser,Civil Servant,29000,0,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,1 year or less,Master's degree,Man,White
4/29/2021 3:23:41,35-44,Computing or Tech,Programme Manager,NA,92500,0,GBP,NA,NA,England,NA,Crawley,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 3:24:06,45-54,Business or Consulting,CTO,NA,65000,NA,EUR,NA,NA,France,NA,Paris,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/29/2021 3:25:29,45-54,Computing or Tech,3rd line technical analyst,NA,48000,5000,GBP,NA,On call,UK,NA,Manchester,21 - 30 years,11 - 20 years,Some college,Man,White
4/29/2021 3:25:41,35-44,Sales,Distribution partner account manager,sales manager,130000,NA,AUD/NZD,NA,NA,australia,NA,melbourne,11 - 20 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/29/2021 3:26:00,35-44,Computing or Tech,Principal Accessibility Engineer,NA,75000,5000,GBP,NA,NA,UK,NA,Manchester,11 - 20 years,8 - 10 years,Master's degree,Man,White
4/29/2021 3:26:05,35-44,Computing or Tech,Software Engineering Manager,NA,77000,14000,GBP,NA,Also 40k equity vesting over three years,United Kingdom,NA,Manchester,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 3:27:17,25-34,Computing or Tech,Software Development Engineer III,NA,77600,44400,EUR,NA,NA,Ireland,NA,Dublin,2 - 4 years,2 - 4 years,PhD,Man,White
4/29/2021 3:28:31,18-24,Education (Higher Education),Private Tutor,NA,2400,NA,AUD/NZD,NA,NA,Australia,NA,Melbourne,2 - 4 years,2 - 4 years,Some college,Woman,White
4/29/2021 3:29:21,35-44,Computing or Tech,Management product consultant,Work as a consultant helping businesses with product management in digital technology,87500,0,GBP,NA,NA,UK,NA,Manchester,21 - 30 years,21 - 30 years,College degree,Man,White
4/29/2021 3:29:34,25-34,Education (Higher Education),Executive Officer,NA,115000,0,AUD/NZD,NA,NA,Australia,NA,Canberra,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 3:30:15,18-24,"Marketing, Advertising & PR",Account Manager,NA,36000,0,GBP,NA,NA,UK,NA,London,2 - 4 years,2 - 4 years,College degree,Man,White
4/29/2021 3:32:28,18-24,Computing or Tech,Software developer,NA,42000,4000,Other,MYR,NA,Malaysia,NA,Kuala Lumpur,1 year or less,1 year or less,College degree,Man,Asian or Asian American
4/29/2021 3:32:41,25-34,Computing or Tech,Data Architect,NA,100000,4000,GBP,NA,NA,United Kingdom,NA,London,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/29/2021 3:33:26,25-34,Nonprofits,Operations Manager,NA,86000,NA,USD,NA,NA,United States,California,Oakland,11 - 20 years,8 - 10 years,College degree,Woman,Asian or Asian American
4/29/2021 3:33:38,25-34,Art & Design,Illustrator,NA,84000,NA,USD,NA,NA,USA,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Non-binary,Asian or Asian American
4/29/2021 3:34:50,55-64,Education (Higher Education),Laboratory Manager,Manage teaching labs in a University,55000,0,GBP,NA,NA,UK,NA,London,21 - 30 years,21 - 30 years,PhD,Woman,White
4/29/2021 3:36:03,35-44,Computing or Tech,Senior Engineer,NA,1360000,150000,ZAR,NA,NA,South Africa,NA,Johannesburg,11 - 20 years,8 - 10 years,Master's degree,Man,White
4/29/2021 3:38:34,35-44,"Accounting, Banking & Finance",Engineering Manager,NA,230000,28000,USD,NA,NA,USA,New Jersey,NYC,11 - 20 years,11 - 20 years,Master's degree,Man,Black or African American
4/29/2021 3:38:37,45-54,Computing or Tech,Senior UI Engineer,NA,48000,1500,GBP,NA,NA,UK,NA,Lancaster,11 - 20 years,11 - 20 years,Some college,Woman,White
4/29/2021 3:39:25,25-34,"Accounting, Banking & Finance",Email Marketing and SMS Specialist,I also do all automation and retention communication,27960,2330,EUR,NA,NA,Estonia,NA,Tallinn,8 - 10 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
4/29/2021 3:39:36,45-54,Transport or Logistics,Executive Assistant,NA,50000,NA,GBP,NA,NA,United Kingdom,NA,London,21 - 30 years,8 - 10 years,Some college,Woman,Black or African American
4/29/2021 3:40:09,35-44,Law,Senior Associate,NA,195000,0,AUD/NZD,NA,NA,New Zealand,NA,Auckland,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/29/2021 3:42:55,35-44,Manufacturing,Payroll Manager,NA,120000,0,AUD/NZD,NA,NA,New Zealand,NA,Auckland,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 3:42:56,25-34,"Marketing, Advertising & PR",Senior Communications Specialist,NA,78000,0,USD,NA,NA,United States,Washington,Seattle,5-7 years,5-7 years,Master's degree,Woman,White
4/29/2021 3:44:32,25-34,Media & Digital,Digital Account Manager,NA,35000,0,GBP,NA,NA,United Kingdom,NA,London,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
4/29/2021 3:48:00,25-34,Art & Design,Photographer,NA,20000,NA,CAD,NA,NA,Canada,NA,Surrey,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
4/29/2021 3:48:51,35-44,"Accounting, Banking & Finance",Test engineer,NA,38000,3800,GBP,NA,NA,United Kingdom,NA,NULL,8 - 10 years,8 - 10 years,Some college,Man,White
4/29/2021 3:50:24,18-24,Health care,Microbiologist officer,Lab manager kinda work,48000,NA,Other,NA,RM,Malaysia,NA,Tawau,1 year or less,1 year or less,Some college,Man,Asian or Asian American
4/29/2021 3:50:33,18-24,Computing or Tech,Frontend Engineer,NA,60,NA,EUR,NA,NA,The Netherlands,NA,Amsterdam,2 - 4 years,2 - 4 years,Some college,Man,White
4/29/2021 3:50:54,25-34,Social Work,Program Manager,NA,99456,NA,USD,NA,NA,United States,Washington,Seattle,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 3:51:49,35-44,Computing or Tech,Senior Marketer,NA,72000,3400,USD,NA,NA,Netherlands,NA,Amsterdam,5-7 years,5-7 years,Master's degree,Man,White
4/29/2021 3:52:02,35-44,Computing or Tech,Senior Technical Lead,NA,90500,7000,GBP,NA,NA,UK,NA,Edinburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 3:54:31,25-34,Hospitality & Events,Music Booking Agent,NA,48000,10,GBP,NA,NA,U.K.,NA,London,8 - 10 years,8 - 10 years,College degree,Woman,White
4/29/2021 3:54:44,25-34,Computing or Tech,Solutions Architect,NA,57000,NA,EUR,NA,NA,Sweden,NA,Stockholm,2 - 4 years,2 - 4 years,Master's degree,Man,Asian or Asian American
4/29/2021 3:55:04,35-44,Hospitality & Events,Night Auditor,Overnight manager on duty - front desk of a hotel,42000,NA,USD,NA,NA,United States of America,Washington,Seattle,11 - 20 years,11 - 20 years,High School,Woman,White
4/29/2021 3:56:23,35-44,"Accounting, Banking & Finance",Financial Planner,NA,75000,5000,USD,NA,NA,USA,California,Arroyo Grande,2 - 4 years,2 - 4 years,Master's degree,Man,White
4/29/2021 3:58:16,25-34,Computing or Tech,Quality Specialist,QA auditor for international tech company customer support,30000,600,EUR,NA,NA,Ireland,NA,Limerick,5-7 years,2 - 4 years,College degree,Woman,White
4/29/2021 3:59:49,25-34,Conservation,Project Manager,NA,36000,NA,GBP,NA,NA,UK,NA,London,8 - 10 years,5-7 years,Master's degree,Man,White
4/29/2021 4:00:04,35-44,Computing or Tech,Senior Engineer,NA,75000,10000,GBP,NA,NA,UK,NA,London,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 4:01:08,35-44,Computing or Tech,Senior Design Researcher,NA,150000,NA,USD,NA,NA,United States,New York,New York City,8 - 10 years,5-7 years,Master's degree,Woman,White
4/29/2021 4:01:34,35-44,Computing or Tech,Full Stack Developer,NA,42500,0,GBP,NA,NA,United Kingdom,NA,Manchester,11 - 20 years,5-7 years,Some college,Man,White
4/29/2021 4:01:36,18-24,"Marketing, Advertising & PR",Digital PR Consultant,NA,29000,1000,GBP,NA,NA,United Kingdom,NA,"Reading, UK",2 - 4 years,1 year or less,College degree,Woman,White
4/29/2021 4:02:40,35-44,Business or Consulting,Transformation Lead,Digital product delivery consultant,115000,10000,GBP,NA,NA,United Kingdom,NA,Remote/London,11 - 20 years,5-7 years,Master's degree,Man,White
4/29/2021 4:03:02,45-54,Education (Higher Education),Senior lecturer,NA,52000,0,GBP,NA,NA,UK,NA,Milton Keynes,21 - 30 years,21 - 30 years,PhD,Man,White
4/29/2021 4:03:43,35-44,Nonprofits,Debt advisor,NA,20000,NA,GBP,NA,NA,UK,NA,Leeds,11 - 20 years,5-7 years,Master's degree,Woman,White
4/29/2021 4:04:07,25-34,Science,Research Software Engineer,NA,38996,1500,GBP,NA,NA,UK,NA,Oxford,2 - 4 years,2 - 4 years,PhD,Man,White
4/29/2021 4:05:18,35-44,Media & Digital,Digital Content Editor,It's mostly tooling around with XML,31000,800,GBP,NA,NA,UK,NA,Oxford,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 4:05:34,25-34,Nonprofits,Corporate Development Officer,I fundraise for a theatre.,24000,NA,GBP,NA,NA,United Kingdom,NA,London,5-7 years,2 - 4 years,College degree,Woman,White
4/29/2021 4:07:05,25-34,Computing or Tech,Marketing Executive,NA,39000,2000,GBP,NA,NA,UK,NA,London,5-7 years,1 year or less,High School,Woman,White
4/29/2021 4:07:25,25-34,Computing or Tech,Principal Engineer,NA,60000,29000,GBP,NA,NA,UK,NA,Outside London,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 4:09:29,35-44,Clinical research and development,Senior Clinical lead,NA,65000,2500,EUR,NA,NA,Spain,NA,Madrid,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 4:09:38,45-54,Media & Digital,Freelance writer,NA,60000,NA,USD,NA,NA,Switzerland,NA,Basel,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 4:11:14,25-34,Retail,Head of Eccomerce,NA,24900,0,GBP,NA,NA,UK,NA,Washington,5-7 years,5-7 years,College degree,Man,White
4/29/2021 4:11:45,25-34,Computing or Tech,SDET,Tester who writes code,40000,900,GBP,NA,NA,United Kingdom,NA,Bristol,11 - 20 years,2 - 4 years,College degree,Non-binary,White
4/29/2021 4:11:49,25-34,Education (Higher Education),Assistant librarian,"This is a professional role requiring an accredited masters degree. Not to be confused with ""library assistant"", which is a para-professional role.",25000,0,GBP,NA,NA,UK,NA,"Oxford, UK",11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 4:12:20,25-34,Computing or Tech,Product Owner,NA,105000,0,CHF,NA,I also receive stock options,Switzerland,NA,Zurich,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/29/2021 4:18:19,25-34,Engineering or Manufacturing,Production engineer,NA,28000,7700,USD,NA,NA,Morocco,NA,El jadida,5-7 years,5-7 years,Master's degree,Woman,Middle Eastern or Northern African
4/29/2021 4:19:06,35-44,Recruitment or HR,Senior Manager Human Resources,NA,130000,10000,USD,NA,NA,United States,Virginia,Arlington,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 4:19:55,25-34,Sales,Real Estate Agent,NA,140000,NA,USD,NA,All commission based - not salaried,United States,Minnesota,Twin Cities,8 - 10 years,5-7 years,Some college,Woman,Another option not listed here or prefer not to answer
4/29/2021 4:21:34,18-24,Sales,Content editor,SEO-oriented editing,29965,600,USD,NA,NA,Netherlands,NA,Amsterdam,5-7 years,2 - 4 years,College degree,Woman,White
4/29/2021 4:21:50,35-44,Computing or Tech,Security Analyst,Hacking,51,NA,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,8 - 10 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
4/29/2021 4:21:58,35-44,Utilities & Telecommunications,Senior Network Engineer,NA,58000,6000,EUR,NA,NA,Ireland,NA,Dublin,11 - 20 years,11 - 20 years,High School,Man,White
4/29/2021 4:25:18,35-44,"Accounting, Banking & Finance",Risk and Assurance Manager,NA,60000,3000,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 4:25:49,35-44,Computing or Tech,Senior Community Manager,Community Management in Developer oriented organisations,60341,0,EUR,NA,NA,Netherlands,NA,Amsterdam,11 - 20 years,8 - 10 years,College degree,Man,White
4/29/2021 4:28:04,35-44,Recruitment or HR,Learning Leader,NA,150000,10000,AUD/NZD,NA,NA,Australia,NA,Sydney,11 - 20 years,11 - 20 years,Some college,Woman,White
4/29/2021 4:29:00,25-34,Recruitment or HR,Senior Research Associate,Executive search,36000,0,GBP,NA,NA,UK,NA,London,2 - 4 years,1 year or less,PhD,Man,White
4/29/2021 4:30:05,25-34,Computing or Tech,Data Analyst,NA,97000,NA,Other,NA,NA,Malaysia,NA,Georgetown,2 - 4 years,2 - 4 years,College degree,Non-binary,"White, Another option not listed here or prefer not to answer"
4/29/2021 4:30:25,25-34,Computing or Tech,Software Engineer 3,NA,150000,2000,USD,NA,NA,USA,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Man,White
4/29/2021 4:31:29,25-34,Computing or Tech,VP Product,NA,69300,0,EUR,NA,NA,France,NA,Paris,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/29/2021 4:33:24,25-34,Utilities & Telecommunications,Admin Manager,"Although I was primarily hired for admin, I also work as a junior surveyor and planner with some finance responsibilities",26500,0,GBP,NA,NA,UK,NA,Hemel Hempstead,5-7 years,2 - 4 years,College degree,Woman,White
4/29/2021 4:33:51,25-34,"Accounting, Banking & Finance",Marketing & Investor Relations,NA,300000,NA,USD,NA,NA,United States,New York,New York,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
4/29/2021 4:36:22,18-24,Education (Primary/Secondary),Nursery practitioner,NA,15360,0,GBP,NA,NA,Scotland,NA,Glasgow,2 - 4 years,1 year or less,College degree,Woman,White
4/29/2021 4:40:27,25-34,Art & Design,Visual designer,NA,26775,0,GBP,NA,NA,United Kingdom,NA,N/A - remote work,8 - 10 years,5-7 years,College degree,Woman,White
4/29/2021 4:43:45,25-34,"Accounting, Banking & Finance",Product designer,NA,42000,0,GBP,NA,NA,United Kingdom,NA,London,5-7 years,2 - 4 years,College degree,Woman,White
4/29/2021 4:43:56,65 or over,Media & Digital,Broadcast Engineer,NA,37000,8000,GBP,NA,NA,UK,NA,London,41 years or more,41 years or more,College degree,Man,White
4/29/2021 4:44:01,25-34,Computing or Tech,Junior Software Engineer,NA,31930,1000,GBP,NA,NA,United Kingdom,NA,Cambridge,2 - 4 years,1 year or less,Master's degree,Woman,White
4/29/2021 4:47:40,35-44,Education (Higher Education),Communications Advisor,NA,80000,NA,AUD/NZD,NA,NA,New Zealand,NA,Can't say without being identifiable,11 - 20 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
4/29/2021 4:50:04,25-34,Engineering or Manufacturing,Quality Assurance Specialist,NA,60000,NA,USD,NA,NA,Canada,NA,Toronto,5-7 years,5-7 years,Master's degree,NA,Black or African American
4/29/2021 4:50:17,35-44,Computing or Tech,It support engineer,NA,29500,1200,GBP,NA,NA,Uk,NA,Gloucester,21 - 30 years,11 - 20 years,College degree,Woman,White
4/29/2021 4:50:40,25-34,Health care,Physical therapist,NA,88000,NA,USD,NA,NA,USA,Washington,Seattle,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Other or prefer not to answer,White
4/29/2021 4:51:14,35-44,Computing or Tech,Software Developer,NA,117000,0,GBP,NA,"I work contracts, so do not get paid for holidays. Therefore I make less than the stated figure in any given year.",UK,NA,Glasgow,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 4:51:15,35-44,Nonprofits,Associate Director,Policy,64000,0,GBP,NA,NA,UK,NA,London,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 4:55:09,35-44,Government and Public Administration,Senior economist,NA,127000,0,AUD/NZD,NA,NA,new zealand,NA,Wellington,11 - 20 years,11 - 20 years,PhD,Woman,White
4/29/2021 4:56:14,35-44,Computing or Tech,Software Developer,Senior level ASP.NET C# web developer,50000,0,GBP,NA,NA,UK,NA,Remote,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 4:56:51,35-44,Media & Digital,Head of Commercial Production,NA,65000,NA,AUD/NZD,NA,NA,New Zealand,NA,would remove my anonymity to state this,21 - 30 years,21 - 30 years,High School,Man,White
4/29/2021 4:57:53,18-24,Computing or Tech,Security Consultant,NA,45000,NA,GBP,NA,NA,United Kingdom,NA,Edinburgh,2 - 4 years,2 - 4 years,College degree,Man,White
4/29/2021 4:58:15,35-44,Computing or Tech,Softrawe Developer,NA,48000,4000,GBP,NA,NA,UK,NA,Belfast,2 - 4 years,2 - 4 years,NA,NA,NA
4/29/2021 4:58:24,25-34,Media & Digital,Information security VP,NA,300000,30000,USD,NA,NA,US,New York,New York,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 4:59:14,45-54,Mining,Office manager,NA,55140,0,Other,NA,NA,USA,Nevada,Elko,11 - 20 years,11 - 20 years,Some college,Woman,White
4/29/2021 4:59:37,35-44,Computing or Tech,Infrastructure Designer,NA,68500,2500,GBP,NA,NA,United Kingdom,NA,Edinburgh,21 - 30 years,2 - 4 years,College degree,Man,White
4/29/2021 4:59:51,35-44,Computing or Tech,Principal Software Engineer,NA,140000,65000,USD,NA,NA,USA,Arizona,Phoenix,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/29/2021 5:01:01,25-34,Business or Consulting,Consultant,Market Research,48000,4000,EUR,NA,NA,Germany,NA,Berlin,8 - 10 years,5-7 years,College degree,Woman,White
4/29/2021 5:01:13,35-44,Computing or Tech,Technical Manager,NA,146000,20000,USD,NA,NA,United States,Massachusetts,Boston,21 - 30 years,8 - 10 years,Some college,Man,White
4/29/2021 5:01:39,35-44,Computing or Tech,Data Analyst Engineer,NA,85000,5000,USD,NA,NA,United States,California,Los Angeles,11 - 20 years,5-7 years,College degree,Woman,White
4/29/2021 5:02:11,35-44,Computing or Tech,Technical Director,NA,240000,48000,AUD/NZD,NA,NA,New Zealand,NA,Auckland,21 - 30 years,21 - 30 years,High School,Man,White
4/29/2021 5:03:07,18-24,"Marketing, Advertising & PR",digital marketing executive,at a law firm,23000,400,GBP,NA,NA,United Kingdom,NA,Stratford upon avon,5-7 years,2 - 4 years,College degree,Woman,White
4/29/2021 5:03:32,35-44,Law,Risk & Compliance Consultant,NA,85000,1600,AUD/NZD,NA,NA,Australia,NA,Adelaide,11 - 20 years,11 - 20 years,Some college,Non-binary,White
4/29/2021 5:03:40,25-34,Government and Public Administration,Field Associate,NA,78000,NA,USD,NA,NA,United States,New York,New York,2 - 4 years,1 year or less,Master's degree,Man,Asian or Asian American
4/29/2021 5:03:57,25-34,Nonprofits,Law and Policy Advisor,Law and policy advisor at a public interest / environmental law charity,40000,NA,EUR,NA,NA,Belgium,NA,Brussels,5-7 years,2 - 4 years,Master's degree,Woman,White
4/29/2021 5:04:02,45-54,Media & Digital,CTO,NA,110000,NA,EUR,NA,NA,Spain,NA,Barcelona,21 - 30 years,21 - 30 years,Some college,Man,White
4/29/2021 5:04:31,25-34,Computing or Tech,Senior Software Engineer,NA,85000,NA,GBP,NA,NA,UK,NA,Newcastle upon Tyne,8 - 10 years,8 - 10 years,College degree,Woman,White
4/29/2021 5:05:05,35-44,Computing or Tech,Software Developer,NA,72000,24000,EUR,NA,NA,Spain,NA,Madrid,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/29/2021 5:05:29,35-44,Travel,Director of Engineering,NA,95000,15000,GBP,NA,NA,Scotland,NA,Glasgow,11 - 20 years,8 - 10 years,College degree,Man,White
4/29/2021 5:06:07,25-34,Health care,Trainee Clinical Psychologist,"Salaried position, doing placements as well as attending university",31365,0,GBP,NA,NA,UK,NA,London,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 5:07:23,35-44,Computing or Tech,Principal Solutions Architect,Post-sales,176000,4200,GBP,NA,NA,United Kingdom,NA,London,21 - 30 years,21 - 30 years,College degree,Man,White
4/29/2021 5:09:38,45-54,Business or Consulting,General Manager Strategic Design,NA,300000,90000,AUD/NZD,NA,NA,New Zealand,NA,Auckland,21 - 30 years,21 - 30 years,College degree,Man,Another option not listed here or prefer not to answer
4/29/2021 5:09:56,25-34,Computing or Tech,Lead iOS Engineer,NA,90000,0,GBP,NA,NA,United Kingdom,NA,London,8 - 10 years,8 - 10 years,College degree,Man,White
4/29/2021 5:10:06,35-44,Computing or Tech,software developer,Permanent remote working,47000,2350,GBP,NA,NA,United Kingdom,NA,Newton Poppleford,21 - 30 years,21 - 30 years,College degree,Man,White
4/29/2021 5:11:25,25-34,Recruitment or HR,HR Manager,NA,65000,NA,USD,NA,NA,US,Indiana,South Bend,11 - 20 years,5-7 years,Master's degree,Woman,Black or African American
4/29/2021 5:11:37,25-34,Education (Higher Education),Assistant Librarian,NA,25000,NA,GBP,NA,NA,United Kingdom,NA,Oxford,8 - 10 years,5-7 years,Master's degree,Man,White
4/29/2021 5:15:31,25-34,Education (Primary/Secondary),Teacher,NA,87157,0,AUD/NZD,NA,NA,Australia,NA,Newcastle NSW,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 5:17:47,35-44,Computing or Tech,Engineering Director,NA,180000,40000,USD,NA,NA,USA,Texas,Austin,21 - 30 years,21 - 30 years,Some college,Man,White
4/29/2021 5:18:05,25-34,Government and Public Administration,Principal Analyst,NA,131750,2900,AUD/NZD,NA,NA,New Zealand,NA,Wellington,8 - 10 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
4/29/2021 5:18:06,35-44,Recruitment or HR,Lead Recruiter,NA,72560,NA,EUR,NA,NA,Netherlands,NA,Sliedrecht,11 - 20 years,8 - 10 years,College degree,Woman,White
4/29/2021 5:20:01,25-34,Computing or Tech,GIS Analyst,NA,38760,4200,Other,RM,NA,Malaysia,NA,KL,2 - 4 years,2 - 4 years,College degree,Man,Another option not listed here or prefer not to answer
4/29/2021 5:21:07,35-44,Health care,Surgical technologist,NA,53000,0,USD,NA,NA,USA,North Carolina,Durham,21 - 30 years,11 - 20 years,College degree,Woman,White
4/29/2021 5:21:37,35-44,Games development,Senior Game Designer,NA,48000,4000,EUR,NA,NA,Spain,NA,Barcelona,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 5:22:40,35-44,Computing or Tech,Technical Director,NA,240000,48000,AUD/NZD,NA,NA,New Zealand,NA,Auckland,21 - 30 years,21 - 30 years,High School,Man,White
4/29/2021 5:23:46,55-64,Health care,Operations Manager,NA,100000,NA,AUD/NZD,NA,NA,Australia,NA,Melbourne,31 - 40 years,11 - 20 years,Some college,Woman,White
4/29/2021 5:24:41,25-34,Computing or Tech,Customer Support Specialist,NA,55410,500,CAD,NA,NA,Canada,NA,Vancouver,2 - 4 years,2 - 4 years,College degree,Woman,White
4/29/2021 5:25:12,35-44,Computing or Tech,Technical Director,NA,240000,48000,AUD/NZD,NA,NA,New Zealand,NA,Auckland,21 - 30 years,21 - 30 years,High School,Man,White
4/29/2021 5:25:27,35-44,Government and Public Administration,Office Administrator,Office manager,56000,0,USD,NA,NA,United States,Florida,St. Petersburg,21 - 30 years,21 - 30 years,High School,Woman,White
4/29/2021 5:25:33,25-34,Science,Radiation Protection Support Scientist,NA,20152,0,GBP,NA,NA,UK,NA,Glasgow,8 - 10 years,5-7 years,College degree,Woman,White
4/29/2021 5:26:20,25-34,Media & Digital,Editor,NA,22000,NA,GBP,NA,NA,United Kingdom,NA,Birmingham,5-7 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
4/29/2021 5:29:19,25-34,Law Enforcement & Security,Security monitor,NA,40000,0,CAD,NA,NA,Canada,NA,"Vancouver, BC",11 - 20 years,2 - 4 years,College degree,Woman,White
4/29/2021 5:29:25,35-44,Computing or Tech,Vice President,Head of a Centre of Excellence with 45 employees,50000,12000,EUR,NA,NA,Latvia,NA,Riga,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/29/2021 5:29:34,25-34,Utilities & Telecommunications,Senior Reward Manager,NA,90500,16000,GBP,NA,NA,UK,NA,London,5-7 years,5-7 years,Master's degree,Man,White
4/29/2021 5:29:38,25-34,Computing or Tech,Principal Software Engineer,NA,1300000,200000,Other,CZK,NA,Czech Republic,NA,Brno,11 - 20 years,11 - 20 years,High School,Man,White
4/29/2021 5:30:00,25-34,Nonprofits,Communications Specialist,NA,90000,NA,USD,NA,NA,Africa,NA,Africa,5-7 years,5-7 years,Master's degree,Woman,Black or African American
4/29/2021 5:31:42,45-54,"Leisure, Sport & Tourism","Director, HR",NA,71000,7000,USD,NA,Smaller company 75 FTE,US,North Carolina,Concord,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/29/2021 5:32:34,45-54,Engineering or Manufacturing,Design Strategist,Internal consultant,250000,0,USD,NA,NA,United States,Texas,Houston,21 - 30 years,5-7 years,Master's degree,Man,White
4/29/2021 5:35:26,25-34,Computing or Tech,game producer,a gamedev equivalent of project manager,60000,0,Other,PLN,NET income,Poland,NA,Katowice,5-7 years,2 - 4 years,Master's degree,Woman,White
4/29/2021 5:35:46,25-34,"Leisure, Sport & Tourism",High Ropes Instructor,NA,14772,NA,EUR,NA,NA,France,NA,St Nazaire,11 - 20 years,5-7 years,College degree,Woman,White
4/29/2021 5:39:06,35-44,Education (Higher Education),Student Services,NA,67000,500,AUD/NZD,NA,NA,Australia,NA,Melbourne,21 - 30 years,8 - 10 years,College degree,Woman,White
4/29/2021 5:42:22,45-54,Nonprofits,Senior Director Development,Major Gifts Director,165000,0,USD,NA,NA,United States,Massachusetts,Boston,21 - 30 years,21 - 30 years,College degree,Woman,White
4/29/2021 5:45:21,25-34,Computing or Tech,Senior Staff Engineer,NA,135000,50000,EUR,NA,NA,Germany,NA,Berlin,11 - 20 years,11 - 20 years,Some college,Man,White
4/29/2021 5:46:25,25-34,Government and Public Administration,Senior HR Advisor,NA,125000,NA,AUD/NZD,NA,NA,Australia,NA,Melbourne,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 5:47:37,25-34,Business or Consulting,Digital Adoption Consultant,NA,45000,0,GBP,NA,NA,UK,NA,Manchester,5-7 years,2 - 4 years,College degree,Man,White
4/29/2021 5:48:01,35-44,Computing or Tech,Software engineer 3,NA,660000,300000,SEK,NA,NA,Sweden,NA,Stockholm,21 - 30 years,21 - 30 years,Some college,Man,White
