Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
5/3/2021 10:59:25,25-34,Media & Digital,Digital Director,,100000,,USD,,,USA,New York,New York,8 - 10 years,8 - 10 years,College degree,Woman,White
5/3/2021 11:17:14,35-44,Government and Public Administration,Staff Attorney III,,50016,,USD,,,U.S.,Texas,Austin,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
5/3/2021 11:19:39,25-34,Property or Construction,Facility Manager ,,70000,10000,CAD,,,Canada ,,Canada ,8 - 10 years,2 - 4 years,College degree,,White
5/3/2021 11:25:11,25-34,Education (Higher Education),Assistant Director-Residence Life,Live-in Professional ( Mid-Level) [housing and meal plan provided],33000,,USD,,Housing and Meal Plan provided,United States,Maryland,Frederick,8 - 10 years,8 - 10 years,Master's degree,Woman,Black or African American
5/3/2021 11:33:54,35-44,Education (Higher Education),Research library staff,Digitizing old books and records and making them available online,68000,0,CHF,,,Switzerland,,Basel,11 - 20 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 11:38:25,18-24,Transport or Logistics,Customer service rep,,31200,500,USD,,,USA,New Jersey,Dayton,5-7 years,1 year or less,College degree,Non-binary,White
5/3/2021 11:51:39,25-34,Utilities & Telecommunications,Product Manager,,88000,8000,USD,,,United States of America,Washington,Seattle,5-7 years,1 year or less,College degree,Man,White
5/3/2021 11:51:46,25-34,Engineering or Manufacturing,Project Engineer,,95000,15000,USD,,,usa,Pennsylvania,West Chester,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 11:53:20,25-34,Computing or Tech,Management & Strategy Consltant,,110000,3000,USD,,We also get great stock options from the comany at a discount which I've omitted here,United States,Texas,Dallas,8 - 10 years,2 - 4 years,Master's degree,Woman,White
5/3/2021 11:54:02,35-44,Computing or Tech,IT Support Specialist II,,60000,,USD,,,United States,Missouri,Kansas City,11 - 20 years,11 - 20 years,College degree,Woman,White
5/3/2021 11:56:02,45-54,Computing or Tech,Project Manager,,127291,17500,USD,,,USA,California,San Diego,21 - 30 years,11 - 20 years,Some college,Woman,"Native American or Alaska Native, White"
5/3/2021 11:56:11,18-24,Insurance,Administration ,,42000,,USD,,,USA ,,New York ,1 year or less,1 year or less,,,
5/3/2021 11:56:29,35-44,"Accounting, Banking & Finance",VP,Compliance,86228,8316,USD,,,US,South Carolina,SC,21 - 30 years,21 - 30 years,Some college,Woman,White
5/3/2021 12:06:47,25-34,Social Work,Case Manager,,34000,1200,USD,,,USA,Florida,Orlando,2 - 4 years,1 year or less,College degree,Woman,White
5/3/2021 12:07:34,25-34,Computing or Tech,Senior IT Administrator,,113300,10000,USD,,,US,Massachusetts,Boston,5-7 years,5-7 years,College degree,Man,White
5/3/2021 12:07:46,35-44,Computing or Tech,IT Operations,,100648,20000,USD,,,United States,California,San Francisco,11 - 20 years,5-7 years,High School,Man,Native American or Alaska Native
5/3/2021 12:10:38,45-54,Computing or Tech,Site Support Engineer,IT Support,75000,0,USD,,,United States,North Carolina,Durham,21 - 30 years,11 - 20 years,College degree,Man,White
5/3/2021 12:14:17,25-34,Nonprofits,Education Director ,History Museum ,46000,1000,USD,,,USA,Georgia,St. Simons Island ,5-7 years,5-7 years,Master's degree,Woman,White
5/3/2021 12:17:05,25-34,Nonprofits,Social Worker,,45000,0,USD,,,United States,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White"
5/3/2021 12:23:25,25-34,Computing or Tech,Technical Expert,Mac Admin,176000,152000,USD,,,United States,Utah,Salt Lake City,5-7 years,5-7 years,High School,Man,White
5/3/2021 12:29:53,35-44,Government and Public Administration,Budget Analyst,I'm more policy analyst than accountant,110000,0,USD,,,USA,District of Columbia,Washington,8 - 10 years,2 - 4 years,Master's degree,Man,White
5/3/2021 12:33:58,25-34,"Marketing, Advertising & PR",Creative Services Manager,creative project management for marketing team needs,164000,53000,USD,,I have my base salary and RSU's that vest quarterly that I sell immediately. ,USA,California,San Francisco ,8 - 10 years,8 - 10 years,College degree,Woman,White
5/3/2021 12:34:52,35-44,Computing or Tech,Marketing manager ,,160000,50000,USD,,,USA ,California,SF,11 - 20 years,11 - 20 years,College degree,Man,White
5/3/2021 12:43:53,25-34,Computing or Tech,DevOps Engineer,,141000,14000,USD,,,US,California,San Francisco,5-7 years,2 - 4 years,College degree,Woman,White
5/3/2021 12:52:17,25-34,Computing or Tech,VP of Strategy,,285000,0,USD,,,United States,New York,New York,8 - 10 years,5-7 years,Master's degree,Woman,White
5/3/2021 12:56:12,18-24,Computing or Tech,IT Support Engineer,,85000,3000,USD,,,USA,California,San Francisco,2 - 4 years,2 - 4 years,Some college,Man,Asian or Asian American
5/3/2021 13:05:26,25-34,"Marketing, Advertising & PR",Marketing Manager,I work for a Fortune 500 co in NYC,99500,1500,USD,,,USA,New York,NYC,5-7 years,5-7 years,College degree,Man,White
5/3/2021 13:12:05,35-44,Computing or Tech,Senior DevOps Engineer,,190000,,USD,,,USA,New York,New York,11 - 20 years,11 - 20 years,High School,Man,White
5/3/2021 13:15:03,25-34,Government and Public Administration,Analyst,,87000,0,CAD,,,Canada,,Toronto,2 - 4 years,2 - 4 years,PhD,Woman,White
5/3/2021 13:29:47,25-34,Entertainment,Studio Coordinator,,72000,,USD,,,USA,California,Los Angeles,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
5/3/2021 13:34:09,25-34,Retail,Expert,Retail has hokey role titles sometimes—an Expert is basically a sales associate that’s been promoted to “better sales associate who helps the team at large get better” but not yet promoted to “best sales associate who helps managers solve store-wide problems”,56000,5000,USD,,Occasionally (once a year or so) I qualify for a $100 bonus given out once a quarter to great employees. I also tend to accumulate a decent amount of overtime because I can’t always leave the sales floor the minute my shift ends,United States,New York,New York City,8 - 10 years,8 - 10 years,Some college,Woman,White
5/3/2021 13:45:18,25-34,Computing or Tech,Product Manager,,90000,,USD,,,U.S.,New Mexico,Albuquerque,5-7 years,2 - 4 years,College degree,Woman,White
5/3/2021 13:56:11,25-34,Business or Consulting,Associate,,175000,25000,USD,,,USA,New York,New York,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
5/3/2021 14:02:21,45-54,Health care,Masters-level Clinician,Behavioral health clinician (therapist) in a community behavioral health clinic,49400,1000,USD,,"Fee for service, with productivity set at 26/week",USA,Massachusetts,Orange,21 - 30 years,2 - 4 years,Master's degree,Other or prefer not to answer,White
5/3/2021 14:08:15,25-34,"Marketing, Advertising & PR",Lead Marketing Manager,,72000,,USD,,,USA,Nebraska,Lincoln,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:08:40,25-34,Engineering or Manufacturing,senior full-stack engineer,,180000,10000,USD,,,us,Virginia,remote,11 - 20 years,8 - 10 years,College degree,Woman,White
5/3/2021 14:11:17,25-34,Health care,Operations Manager,,110000,0,USD,,,USA,Minnesota,Rochester,8 - 10 years,1 year or less,Master's degree,Woman,White
5/3/2021 14:15:27,25-34,"Accounting, Banking & Finance",Financial advisor,,80000,20000,USD,,,USA,Oregon,Portland,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:16:08,35-44,"Marketing, Advertising & PR",Marketing Specialist,,63000,,USD,,,United States,Michigan,Niles,11 - 20 years,8 - 10 years,Some college,Woman,White
5/3/2021 14:16:33,25-34,Computing or Tech,Senior Software Engineer,,155000,5000,USD,,,France,,Lons Le Saunier,5-7 years,5-7 years,College degree,Man,White
5/3/2021 14:16:40,55-64,Government and Public Administration,Learning Specialist,,960000,,CAD,,,Canada,,"Princeton, ON",21 - 30 years,11 - 20 years,College degree,Woman,White
5/3/2021 14:16:44,25-34,Law,Associate Attorney,,235000,100000,USD,,,USA,Texas,Houston,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
5/3/2021 14:16:50,25-34,Computing or Tech,Senior Graphic Designer,,79000,0,USD,,,United States,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:17:13,35-44,Government and Public Administration,Legislative Assistant,Provincial Government ,50000,0,CAD,,,Canada,,Toronto,11 - 20 years,8 - 10 years,College degree,Woman,White
5/3/2021 14:17:15,25-34,Pre-primary education,Preschool Program Director,,60000,5000,USD,,,USA,California,Mill Valley,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 14:17:16,35-44,Computing or Tech,Senior Software Engineer,,115500,0,GBP,,,England,,London,11 - 20 years,8 - 10 years,College degree,Man,White
5/3/2021 14:17:20,25-34,Nonprofits,Operations Associate,,60000,0,USD,,,USA,New York,NYC,5-7 years,5-7 years,College degree,Woman,"Black or African American, White"
5/3/2021 14:17:24,25-34,Computing or Tech,Principal Product Manager,,103000,10000,USD,,10% bonus,Denmark,,Copenhagen,8 - 10 years,2 - 4 years,High School,Man,White
5/3/2021 14:17:49,35-44,Computing or Tech,Principal Engineer ,,190000,25000,USD,,,USA ,Pennsylvania,Philadelphia ,21 - 30 years,21 - 30 years,Master's degree,Man,White
5/3/2021 14:18:01,25-34,"Accounting, Banking & Finance",Associate,"I do bookkeeping, payroll, and all the support staff functions. We're a 2- person company. ",38480,3000,USD,,,USA,California,San Diego,8 - 10 years,8 - 10 years,Some college,Woman,"Middle Eastern or Northern African, White"
5/3/2021 14:18:06,35-44,Government and Public Administration,Public Library Assistant Director,,54496,,USD,,,United States,Indiana,Auburn,11 - 20 years,5-7 years,Master's degree,Woman,White
5/3/2021 14:18:08,25-34,Education (Higher Education),Senior research associate,Public health and infectious disease research at a top private research university,57000,0,USD,,,United States,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 14:18:08,35-44,Renewable Energy Development,Director of Business Development,"In charge of generating new investment opportunities through organic growth, greenfielding, M&A & partnerships ",170000,50000,USD,,"Also hold corporate equity whose annual cash flow fluctuates between $0 and $500,000  ",United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
5/3/2021 14:18:18,25-34,"Accounting, Banking & Finance",Associate,Financial associate at a startup-ish lender in commercial finance...bank middleman ,55000,2500,USD,,,US,Pennsylvania,Philly,2 - 4 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:18:19,25-34,Engineering or Manufacturing,Senior Systems Analyst,,74000,,USD,,,USA,Ohio,N/A,5-7 years,5-7 years,Master's degree,Woman,White
5/3/2021 14:18:30,25-34,Computing or Tech,Sr Associate Project Manager,,124800,,USD,,,USA,Colorado,Denver,5-7 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
5/3/2021 14:18:41,35-44,Law,Attorney,Litigator,125000,10000,USD,,,United States of America,Mississippi,Jackson,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,White
5/3/2021 14:19:14,25-34,"Marketing, Advertising & PR",Director of Marketing,,92000,4000,USD,,,United States,District of Columbia,"Washington, DC",11 - 20 years,8 - 10 years,College degree,Woman,White
5/3/2021 14:19:25,45-54,Engineering or Manufacturing,Business Systems Analyst,,81000,35000,USD,,,Usa,Texas,Austin,11 - 20 years,2 - 4 years,PhD,Woman,White
5/3/2021 14:19:23,25-34,"Accounting, Banking & Finance",Payroll Analyst,,56000,,USD,,,United States,New York,New York,8 - 10 years,5-7 years,College degree,Woman,White
5/3/2021 14:19:48,25-34,Education (Higher Education),Senior Administrator ,,27511,0,GBP,,"HE has a progressive scale with annual pay increments, with a universal 1% apprix pay rise via union negotiaton",UK,,Manchester,8 - 10 years,5-7 years,College degree,Woman,White
5/3/2021 14:20:00,45-54,Education (Higher Education),Senior Staff Scientist,,143500,,USD,,,USA,New York,Ithaca NY,21 - 30 years,31 - 40 years,PhD,Woman,White
5/3/2021 14:20:14,35-44,Education (Higher Education),Librarian,,79480,0,USD,,,United States of America,Michigan,Petoskey,11 - 20 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 14:20:17,35-44,Media & Digital,Graphic Designer,"Specifically, in a primarily digital/internet/app application - though I also do logos and print work",75000,,CAD,,,Canada,,Kelowna,21 - 30 years,11 - 20 years,Some college,Woman,White
5/3/2021 14:20:26,25-34,Engineering or Manufacturing,Part Handler,,41329,300,USD,,,United States,Minnesota,Minneapolis,5-7 years,5-7 years,High School,Woman,White
5/3/2021 14:20:31,35-44,Insurance,Adjuster,,61000,3000,CAD,,,Canada,,Winnipeg,21 - 30 years,11 - 20 years,Some college,Man,White
5/3/2021 14:20:34,25-34,Business or Consulting,Director,,110000,25000,USD,,,Usa,New York,NYC ,8 - 10 years,5-7 years,Master's degree,Man,White
5/3/2021 14:20:45,45-54,Government and Public Administration,Assistant Department Head,Public library,60000,0,USD,,,US,Illinois,Chicago suburbs,21 - 30 years,21 - 30 years,Master's degree,Woman,White
5/3/2021 14:21:25,45-54,Engineering or Manufacturing,Business Systems Analyst,,81000,35000,USD,,,Usa,Texas,Austin ,11 - 20 years,2 - 4 years,PhD,Woman,White
5/3/2021 14:21:38,35-44,Education (Higher Education),Head metadata librarian ,,90000,,CAD,,,Canada,,Ontario ,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 14:21:49,35-44,Nonprofits,IT Director,,130000,,USD,,,United States,California,San Francisco,21 - 30 years,21 - 30 years,Some college,Man,White
5/3/2021 14:21:50,25-34,"Accounting, Banking & Finance",Resolution Analyst,Mortgage document correction,45760,6000,USD,,Frequent scheduled overtime,United States,Michigan,Detroit,5-7 years,1 year or less,College degree,Woman,White
5/3/2021 14:21:51,25-34,Nonprofits,Digital Marketing Associate,,62500,,USD,,,United States,New York,New York,5-7 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
5/3/2021 14:22:02,25-34,Social Work,Medical Coordinator,Arrange medical appointments and transportation for kids at residential treatment center.,28000,0,USD,,,United States,Utah,Magna,2 - 4 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:22:05,35-44,Education- museum/public outreach , Program Manager ,,84000,0,USD,,,USA,Washington,Olympia,21 - 30 years,11 - 20 years,Master's degree,Woman,White
5/3/2021 14:22:11,45-54,Computing or Tech,Software Engineer,,150000,0,CAD,,,Canada,,Victoria,11 - 20 years,11 - 20 years,College degree,Man,Another option not listed here or prefer not to answer
5/3/2021 14:22:31,25-34,Computing or Tech,Senior Software Engineer,,155000,9300,USD,,,USA,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:22:53,55-64,Media & Digital,Developmental Editor,Freelance,72000,,USD,,,Usa,Ohio,Cleveland,31 - 40 years,11 - 20 years,High School,Woman,White
5/3/2021 14:22:54,35-44,Engineering or Manufacturing,Software Engineer,,119300,1000,USD,,,United States,Michigan,Ann Arbor,11 - 20 years,11 - 20 years,Master's degree,Man,White
5/3/2021 14:22:56,25-34,Law,Trainee solicitor,,24000,,GBP,,Some subsidy of training course fees was also given,"England, United Kingdom",,"Leeds, UK",2 - 4 years,2 - 4 years,Master's degree,Woman,White
5/3/2021 14:23:03,35-44,"Accounting, Banking & Finance",Senior Tax Accountant ,,76500,6000,USD,,,USA,Michigan,Troy,11 - 20 years,5-7 years,College degree,Man,White
5/3/2021 14:23:31,35-44,Agriculture or Forestry,Logistics Manager,AgTech startup,80000,0,USD,,,United States,New York,NYC,8 - 10 years,5-7 years,College degree,Man,White
5/3/2021 14:23:42,35-44,Education (Higher Education),Project Coordinator,,63000,0,USD,,,United States,Arizona,Phoenix,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
5/3/2021 14:23:50,35-44,Computing or Tech,Workday Analyst,,144000,150000,USD,,Additional Compensation is estimated stock options present value if immediately purchased and sold at vest.,United States,Washington,Bellevue,11 - 20 years,5-7 years,Master's degree,Man,White
5/3/2021 14:24:00,25-34,Health care,Process manager ,Process/continuous improvement ,125000,,USD,,,USA,Arizona,Phoenix ,5-7 years,5-7 years,Master's degree,Woman,Black or African American
5/3/2021 14:24:02,25-34,"Marketing, Advertising & PR",Marketing Optimization Manager,"A hybrid position straddling SEO, marketing operations, and data analytics ",95000,9500,USD,,,United States,Oregon,Portland,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:24:08,45-54,Health care,Manager,Medical Association ,92000,5000,USD,,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White
5/3/2021 14:24:27,35-44,Computing or Tech,Email marketing manager,,52000,2000,EUR,,,Netherlands ,,Amsterdam ,11 - 20 years,5-7 years,Master's degree,Woman,White
5/3/2021 14:24:31,35-44,Nonprofits,"Director, Digital Communications Strategy",Supervising social media and website team,91500,0,USD,,,United States,California,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Woman,White
5/3/2021 14:24:45,25-34,Utilities & Telecommunications,Software engineer,,50000,,GBP,,,United Kingdom ,,Bristol,8 - 10 years,8 - 10 years,Master's degree,Non-binary,Black or African American
5/3/2021 14:24:48,35-44,Government and Public Administration,Business Planning Manager,,47000,0,GBP,,,UK,,Newcastle ,21 - 30 years,11 - 20 years,College degree,Woman,White
5/3/2021 14:25:13,25-34,Retail,Senior Copywriter,,85000,6000,USD,,,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Woman,White
5/3/2021 14:25:15,18-24,Education (Higher Education),Administrative Assistant ,,27000,,USD,,,USA,Pennsylvania,St. Davids,2 - 4 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:25:34,25-34,Business or Consulting,Global E-commerce Senior Manager ,,140000,30000,USD,,,United States ,Massachusetts,Boston,8 - 10 years,8 - 10 years,,Woman,White
5/3/2021 14:26:23,25-34,"Marketing, Advertising & PR",Content marketeer,,38400,3200,EUR,,,Netherlands,,Amsterdsm,5-7 years,5-7 years,Master's degree,Woman,Middle Eastern or Northern African
5/3/2021 14:26:27,45-54,Engineering or Manufacturing,Embedded Firmware Engineer,,185000,12500,USD,,"Bonus is based on entire company performance, not individual.",USA,California,Mountain View,31 - 40 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
5/3/2021 14:27:05,25-34,Computing or Tech,Services Sales Manager,Telephony software contract sales,105000,3000,USD,,,United States,North Carolina,Durham,5-7 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:27:07,25-34,"Marketing, Advertising & PR",Marketing lead,Marketing lead for an event in the utilities industry ,45000,8000,USD,,,United States,South Carolina,Charleston,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:27:18,25-34,Hospitality & Events,Restaurant General Manager,,40000,5000,CAD,,,Canada,,Charlottetown,8 - 10 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:27:22,25-34,Engineering or Manufacturing,Mechanical Drafter,,55120,,USD,,,United States,Minnesota,Minneapolis,5-7 years,5-7 years,Some college,Man,White
5/3/2021 14:27:35,25-34,Law,Research Attorney,,75000,0,USD,,,United States,Massachusetts,Springfield,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White"
5/3/2021 14:27:55,25-34,Engineering or Manufacturing,Project Engineer,,71400,0,USD,,,USA,Illinois,Springfield,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:27:59,35-44,Customer service ,Web Customer Service Rep. ,,55,,USD,,,United States,California,Remotely ,21 - 30 years,21 - 30 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
5/3/2021 14:28:05,35-44,Computing or Tech,IT Team Lead,,45000,9000,USD,,,Jamaica,,Kingston,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
5/3/2021 14:28:21,35-44,Art & Design,Senior Architect ,,60000,15000,GBP,,,U.K. ,,London,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
5/3/2021 14:28:34,35-44,Utilities & Telecommunications,Specialist,,106000,10000,USD,,,United States,California,Los Angeles,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American
5/3/2021 14:28:34,35-44,Computing or Tech,Technology Manager/Scrum Master,I manage a team of software developers and am the scrum master for several projects my people work on. ,99300,9900,USD,,The bonus is a goal of 10% but can be higher or lower depending on how the company did for the year. ,US,Michigan,Ann Arbor,11 - 20 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:28:48,35-44,"Marketing, Advertising & PR",Managing Partner,,170000,10000,USD,,Bonus not guaranteed,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,College degree,Woman,White
5/3/2021 14:29:21,35-44,Computing or Tech,Senior Manager,,117000,10000,EUR,,,Ireland,,Dublin ,11 - 20 years,11 - 20 years,College degree,Woman,White
5/3/2021 14:29:39,25-34,"Leisure, Sport & Tourism",Marketing Manager,,60000,0,USD,,,USA,Ohio,Columbus,2 - 4 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:29:44,45-54,Computing or Tech,Dirextor network engineering,,147500,15000,USD,,,United states,Georgia,Atlanta,21 - 30 years,21 - 30 years,Master's degree,Woman,Another option not listed here or prefer not to answer
5/3/2021 14:30:03,25-34,Recruitment or HR,Technical Recruiter,,260000,0,USD,,"I work in recruitment consulting so I don't get equity or benefits, just cash. I worked in SF startups previously and made ~350k/yr including equity, but that wasn't liquid at the time (company had successful exit). My current job allows for part time work so I get paid hourly at $125/hour. ",USA,California,San Francisco,8 - 10 years,8 - 10 years,College degree,Woman,White
5/3/2021 14:30:25,35-44,Education (Higher Education),Assistant Vice President for Student Affairs,,114000,,USD,,,USA,Georgia,"Atlanta, GA ",21 - 30 years,21 - 30 years,PhD,Woman,White
5/3/2021 14:30:50,25-34,"Marketing, Advertising & PR",Content Marketing Manager,,77000,,CAD,,,Canada,,Ottawa,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:31:09,25-34,Media & Digital,Advertising Account Executive,Sales & design contact for small business owners at an independent newspaper. ,31200,3000,USD,,Base salary + commission,United States,New York,Cortland,5-7 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:31:17,25-34,Computing or Tech,IT Architect,,85000,15000,EUR,,,Germany,,Munich,5-7 years,5-7 years,PhD,Woman,White
5/3/2021 14:31:21,25-34,Nonprofits,Clinic Director,,75000,,USD,,,United States,Massachusetts,Orange,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 14:31:26,25-34,Health care,Emergency Preparedness Coordinator,Supporting Outbreak and Response at a regional public health agency,58000,0,CAD,,,Canada,,Toronto,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
5/3/2021 14:31:37,25-34,Skilled trade ,Avionics Systems Technician - supervisor ,"I supervise a team of technicians that fix aircraft computers, electronics and navigation equipment.",80000,20000,CAD,,The 20k extra a year is for traveling away from home for my job. ,Canada,,"Moose Jaw, sk.",11 - 20 years,11 - 20 years,Some college,Woman,White
5/3/2021 14:31:47,25-34,Computing or Tech,Social Media Manager,,90000,,USD,,,United States,Virginia,Alexandria ,5-7 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:31:53,25-34,Engineering or Manufacturing,Quality Engineer,,30000,5000,GBP,,,UK,,newcastle,2 - 4 years,5-7 years,College degree,Woman,White
5/3/2021 14:31:53,25-34,Book Publishing,Senior Publicist,,59000,5000,USD,,,USA,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:32:06,45-54,Health care,HR Specialist,,66500,,USD,,,United States,Oregon,Portland,11 - 20 years,11 - 20 years,College degree,Woman,White
5/3/2021 14:32:28,25-34,Retail,Warehouse manager,,65000,0,USD,,My workplace pays 90% of my health insurance cost,United states,Illinois,Chicago,5-7 years,2 - 4 years,Some college,Non-binary,White
5/3/2021 14:33:15,25-34,Social Work,Child welfare specialist IV,1st level supervisor,50000,0,USD,,,United States,Oklahoma,Oklahoma City,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:33:36,25-34,Recruitment or HR,Marketing Specialist,,49920,0,USD,,,USA,Oregon,Portland,8 - 10 years,5-7 years,College degree,Woman,White
5/3/2021 14:33:45,25-34,Trade Associations,Graphic Designer,"In-house graphic designer/photog/video editor (team of three, we all do all three aspects of the job)",67000,1000,USD,,,USA,Virginia,Alexandrira,5-7 years,5-7 years,College degree,Woman,White
5/3/2021 14:34:04,25-34,Life Sciences,Biomedical Scientist,,92000,,USD,,,USA,Maryland,Frederick,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5/3/2021 14:34:58,35-44,Commercial Real Estate Data and Analytics/Research,Client Relationship Consultant,I'm basically a researcher who also does client support,68700,1000,USD,,"the bonuses are sales based and can vary wildly, but $1000 is average for me",United States,Virginia,Richmond,11 - 20 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:35:06,25-34,Government and Public Administration,Budget/Finance Analyst,,56000,,USD,,,USA,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Non-binary,White
5/3/2021 14:35:37,25-34,Health care,Research Coordinator,,51000,0,USD,,,USA,Wisconsin,Madison,2 - 4 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:35:49,25-34,Business or Consulting,Manager of Facility Management Operations,Contracted manager of the Printing and Shipping department(s) for a company.,32760,0,USD,,,United States,Pennsylvania,PITTSBURGH,11 - 20 years,2 - 4 years,High School,Man,White
5/3/2021 14:35:50,45-54,Education (Higher Education),marketing & communications writer,,53000,0,USD,,,United States,Texas,Dallas,31 - 40 years,21 - 30 years,Master's degree,Woman,White
5/3/2021 14:36:10,35-44,Computing or Tech,Member of Technical Staff,,130000,0,USD,,,U.S.,Georgia,Atlanta,11 - 20 years,11 - 20 years,Master's degree,Man,White
5/3/2021 14:36:17,25-34,Computing or Tech,Senior Test Engineer,QA,31500,0,GBP,,,England,,Manchester,8 - 10 years,5-7 years,College degree,Non-binary,White
5/3/2021 14:37:08,35-44,Government and Public Administration,Senior Knowledge and Evidence Lead,Librarian,36819,0,GBP,,,United Kingdom,,Leeds,8 - 10 years,8 - 10 years,Master's degree,Man,White
5/3/2021 14:37:16,25-34,Nonprofits,Communications Specialist,,80000,,USD,,,US,New York,New York,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
5/3/2021 14:38:20,45-54,Health care,Behavior Analysis ,,60000,6000,USD,,,USA,Illinois,New Lenox,11 - 20 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
5/3/2021 14:38:40,25-34,Education (Higher Education),Program Specialist,I work in an undergraduate research center,33000,2000,USD,,,United States,Georgia,Athens,11 - 20 years,5-7 years,PhD,Woman,White
5/3/2021 14:38:56,25-34,Education (Primary/Secondary),Teacher Resident/Student Teacher,,21600,,USD,,,USA,District of Columbia,"Washington, D.C.",2 - 4 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:39:43,35-44,"Accounting, Banking & Finance",Core Operations Analyst,,80233,15000,USD,,,USA,Virginia,Norfolk,8 - 10 years,8 - 10 years,College degree,Woman,White
5/3/2021 14:39:44,25-34,Interior landscaping ,Interior Horticultural Technician ,,33000,0,USD,,,United States,Texas,Austin,8 - 10 years,2 - 4 years,Some college,Non-binary,White
5/3/2021 14:39:55,25-34,Computing or Tech,Business Analyst,,32000,2400,GBP,,,England,,Nottingham,5-7 years,2 - 4 years,College degree,Woman,White
5/3/2021 14:39:57,35-44,Delivery and installation for commercial machinery,Driver,,30000,500,USD,,,United States of America,Pennsylvania,King of Prussia,11 - 20 years,5-7 years,Some college,Man,White
5/3/2021 14:40:58,25-34,Engineering or Manufacturing,AI consultant,I am the SETA to the OUSD RE AI in the pentagon,130000,3500,USD,,,United States,District of Columbia,Washington,8 - 10 years,5-7 years,College degree,Woman,White
5/3/2021 14:41:06,35-44,Education (Primary/Secondary),Teacher,,50000,0,USD,,,United States,Arizona,Tucson ,11 - 20 years,11 - 20 years,College degree,Woman,White
5/3/2021 14:41:18,25-34,"Accounting, Banking & Finance",Accounts Receivable,,22000,,GBP,,,England,,Croydon,5-7 years,5-7 years,College degree,Man,Asian or Asian American
