town11cd,town11nm,population_2011,size_flag,rgn11nm,coastal,coastal_detailed,ttwa11cd,ttwa11nm,ttwa_classification,job_density_flag,income_flag,university_flag,level4qual_residents35_64_2011,ks4_2012_2013_counts,key_stage_2_attainment_school_year_2007_to_2008,key_stage_4_attainment_school_year_2012_to_2013,level_2_at_age_18,level_3_at_age_18,activity_at_age_19_full_time_higher_education,activity_at_age_19_sustained_further_education,activity_at_age_19_appprenticeships,activity_at_age_19_employment_with_earnings_above_0,activity_at_age_19_employment_with_earnings_above_10_000,activity_at_age_19_out_of_work,highest_level_qualification_achieved_by_age_22_less_than_level_1,highest_level_qualification_achieved_by_age_22_level_1_to_level_2,highest_level_qualification_achieved_by_age_22_level_3_to_level_5,highest_level_qualification_achieved_by_age_22_level_6_or_above,highest_level_qualification_achieved_b_age_22_average_score,education_score
E35001085,Keighley BUASD,53331,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000018,Bradford,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,665,70.51851851851852,52.63157894736842,83.00751879699249,43.15789473684211,32.33082706766917,23.007518796992482,10.827067669172932,40.150375939849624,18.796992481203006,11.278195488721805,2.5,28,43.9,25.5,3.4030075187969926,-2.139068773
E35001086,Burnham-on-Crouch BUASD,6905,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000188,Chelmsford,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,77,74.28571428571429,49.35064935064935,94.8051948051948,42.857142857142854,32.467532467532465,20.77922077922078,NA,50.649350649350644,23.376623376623375,NA,NA,33.3,37.3,NA,3.4545454545454546,-1.904359509
E35001090,Selston BUASD,7019,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,97,68.75,58.76288659793815,76.28865979381443,37.11340206185567,20.618556701030926,30.927835051546392,22.68041237113402,60.824742268041234,43.29896907216495,NA,NA,35.8,44.2,NA,3.0721649484536084,-3.202404945
E35001094,Havant BUASD,45125,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,538,58.998144712430424,44.795539033457246,71.18959107806691,28.810408921933085,15.79925650557621,22.304832713754646,13.197026022304833,47.39776951672863,30.111524163568777,12.453531598513012,2.8,41.6,43.5,12.1,2.842007434944238,-7.115271286
E35001095,Golborne BUASD,24167,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Mixed,Mid deprivation towns,No university,Low,271,78.26086956521739,64.57564575645756,85.23985239852398,52.02952029520295,33.210332103321036,26.199261992619927,15.867158671586715,45.38745387453875,19.18819188191882,9.96309963099631,NA,26.1,43.4,27.6,3.4907749077490773,0.991929859
E35001097,Cheshunt BUASD,45832,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Residential,Mid deprivation towns,No university,Low,580,76.86832740213522,59.827586206896555,88.27586206896552,46.206896551724135,27.586206896551722,17.93103448275862,12.068965517241379,53.103448275862064,36.03448275862069,4.827586206896552,NA,30.9,43.5,24.9,3.410344827586207,-0.386972774
E35001099,Shaw (Oldham) BUASD,18815,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,204,81.64251207729468,66.66666666666666,90.19607843137256,56.86274509803921,41.66666666666667,20.588235294117645,9.313725490196079,42.15686274509804,14.705882352941178,5.88235294117647,NA,18.7,48.3,32,3.7745098039215685,2.818999959
E35001102,Earl Shilton BUASD,19069,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,211,74.17840375586854,48.34123222748815,76.77725118483413,37.91469194312796,21.32701421800948,20.379146919431278,14.691943127962084,48.81516587677725,28.90995260663507,5.687203791469194,NA,35.9,40.7,19.1,3.109004739336493,-3.421269258
E35001106,Shanklin BUASD,9072,Small Towns,South East,Coastal,Smaller seaside town,E30000070,Isle of Wight,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,99,66.30434782608695,50.505050505050505,76.76767676767676,46.464646464646464,25.252525252525253,15.151515151515152,NA,48.484848484848484,18.181818181818183,10.1010101010101,NA,33.7,39.6,24.8,3.2525252525252526,-2.967645079
E35001109,Whitnash BUASD,8094,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000228,Leamington Spa,Majority town and city (small),Residential,Lower deprivation towns,No university,Medium,76,68.96551724137932,65.78947368421053,81.57894736842105,43.42105263157895,39.473684210526315,25,14.473684210526317,51.31578947368421,23.684210526315788,NA,NA,20.3,48.6,NA,3.539473684210526,-0.616120391
E35001112,Hythe BUASD,15092,Small Towns,South East,Coastal,Smaller seaside town,E30000208,Folkestone and Dover,Majority town and city (small),Residential,Mid deprivation towns,No university,Medium,126,66.42857142857143,66.66666666666666,86.5079365079365,46.03174603174603,31.746031746031743,21.428571428571427,15.079365079365079,44.44444444444444,22.22222222222222,8.73015873015873,NA,36.8,32.8,28,3.4126984126984126,-0.946619749
E35001114,Mossley BUASD,10772,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Medium,106,78.57142857142857,66.0377358490566,78.30188679245283,57.54716981132076,42.45283018867924,16.9811320754717,14.150943396226415,41.509433962264154,11.320754716981133,10.377358490566039,NA,22.6,37.7,37.7,3.830188679245283,2.611989787
E35001115,Maltby BUASD,16688,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,235,61.31687242798354,67.65957446808511,80,48.93617021276596,25.53191489361702,17.872340425531917,10.212765957446807,48.51063829787234,24.25531914893617,14.042553191489363,NA,32.2,44.6,21.5,3.2595744680851064,-1.615392673
E35001116,Totton BUASD,28676,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000267,Southampton,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Low,325,67.90123456790124,45.84615384615385,85.53846153846155,40.30769230769231,23.076923076923077,21.846153846153847,17.23076923076923,58.15384615384615,35.07692307692308,3.076923076923077,NA,31.8,46.5,19.9,3.16,-4.049889397
E35001118,Portslade-by-Sea BUASD,19921,Small Towns,South East,Coastal,Smaller seaside town,E30000179,Brighton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,253,67.29323308270678,61.26482213438735,78.17460317460318,36.507936507936506,23.715415019762844,22.92490118577075,10.276679841897234,48.616600790513836,24.90118577075099,10.67193675889328,NA,34.1,44.3,19.6,3.150197628458498,-2.963099327
E35001121,Cross Hills BUASD,7564,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000039,Skipton,Majority rural,Mixed,Lower deprivation towns,No university,Medium,106,83,67.9245283018868,93.39622641509435,55.660377358490564,42.45283018867924,30.18867924528302,24.528301886792452,51.886792452830186,25.471698113207548,NA,NA,21.9,39,38.1,3.952830188679245,3.491721847
E35001127,West Kirby BUASD,14959,Small Towns,North West,Coastal,Smaller seaside town,E30000168,Birkenhead,Majority conurbation,Residential,Lower deprivation towns,No university,High,136,87.8048780487805,80.14705882352942,93.38235294117648,67.64705882352942,58.82352941176471,10.294117647058822,NA,36.76470588235294,8.823529411764707,7.352941176470589,NA,12.4,37.2,47.4,4.1838235294117645,6.982570241
E35001128,Blaydon BUASD,15155,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,157,67.28395061728395,52.86624203821656,79.61783439490446,47.13375796178344,22.29299363057325,30.573248407643312,16.560509554140125,50.955414012738856,19.745222929936308,14.012738853503185,NA,30.8,47.2,18.9,3.1656050955414012,-2.800825142
E35001129,Killamarsh BUASD,9251,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Residential,Mid deprivation towns,No university,Low,108,61.53846153846154,62.03703703703704,94.44444444444444,50.92592592592593,32.407407407407405,18.51851851851852,12.962962962962962,53.70370370370371,28.703703703703702,NA,NA,20.6,49.5,28,3.6203703703703702,-0.963323673
E35001131,Milnrow BUASD,10015,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,105,83.65384615384616,60,86.66666666666667,52.38095238095239,33.33333333333333,23.809523809523807,15.238095238095239,47.61904761904761,20.952380952380953,15.238095238095239,NA,26.4,39.6,33,3.704761904761905,1.800207789
E35001132,Bishop's Cleeve BUASD,13273,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000189,Cheltenham,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,144,83.94160583941606,56.25,87.5,60.416666666666664,34.72222222222222,17.36111111111111,11.11111111111111,55.55555555555556,23.61111111111111,NA,NA,22.1,42.8,34.5,3.7777777777777777,2.385815574
E35001137,Ringwood BUASD,13943,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000175,Bournemouth,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,163,77.08333333333334,61.34969325153374,81.59509202453987,54.601226993865026,30.67484662576687,21.472392638036812,18.404907975460123,49.079754601226995,26.380368098159508,NA,NA,26.7,48.4,21.7,3.2883435582822087,0.201122502
E35001140,Dorking BUASD,17098,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,164,83.04093567251462,73.17073170731707,90.85365853658537,66.46341463414635,48.78048780487805,9.146341463414634,7.317073170731707,48.78048780487805,21.951219512195124,NA,NA,15.2,44.2,39.4,3.957317073170732,4.995673342
E35001141,Rawmarsh BUASD,18498,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,233,68.44262295081968,51.931330472103,78.54077253218884,35.622317596566525,23.605150214592275,18.4549356223176,9.871244635193133,48.068669527896994,26.609442060085836,13.304721030042918,5.1,29.8,46,19.1,3.0643776824034337,-4.069808241
E35001145,Barrowford BUASD,5521,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000182,Burnley,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,50,80.3921568627451,72,84,57.99999999999999,40,32,22,54,32,NA,NA,23.1,36.5,NA,3.76,3.26125954
E35001146,Bournemouth BUASD,187503,Large Towns,South West,Coastal,Large seaside town,E30000175,Bournemouth,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Medium,1623,69.89664082687338,61.552680221811464,80.7028360049322,46.7324290998767,30.19100431300061,15.403573629081945,9.796672828096119,47.81269254467036,23.475046210720887,8.317929759704251,1.7,27.1,46.3,24.9,3.4140480591497226,-0.978485426
E35001147,Kearsley BUASD,11150,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,138,84.82758620689656,66.66666666666666,81.88405797101449,38.405797101449274,25.36231884057971,19.565217391304348,16.666666666666664,46.3768115942029,24.637681159420293,7.971014492753622,NA,28.5,51.8,18.2,3.246376811594203,0.070505385
E35001149,Ashford (Ashford) BUASD,67528,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000160,Ashford,Majority town and city (small),Working,Higher deprivation towns,No university,Low,853,66.0092807424594,54.86518171160609,74.44314185228606,38.804220398593195,31.06682297772567,14.536928487690503,8.792497069167643,49.2379835873388,22.50879249706917,9.261430246189919,2.7,42.3,30.9,24.1,3.17116060961313,-3.483361212
E35001152,Southborough BUASD,11138,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Residential,Lower deprivation towns,No university,Medium,143,74.21875,67.13286713286713,85.3146853146853,52.44755244755245,38.46153846153847,13.986013986013987,6.993006993006993,48.25174825174825,23.776223776223777,NA,NA,30.1,32.2,35,3.6433566433566433,1.231928342
E35001153,Welwyn Garden City BUASD,48380,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000272,Stevenage and Welwyn Garden City,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,526,77.9385171790235,65.0190114068441,89.54372623574145,57.60456273764258,39.92395437262358,15.209125475285171,8.555133079847907,50,25.285171102661597,6.273764258555133,NA,20.8,44.8,33.3,3.7566539923954374,2.237234508
E35001154,Chalfont St Giles BUASD,5003,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,66,88.52459016393442,83.33333333333334,93.93939393939394,74.24242424242425,60.60606060606061,16.666666666666664,NA,42.42424242424242,15.151515151515152,NA,NA,14.9,32.8,52.2,4.363636363636363,8.473642984
E35001155,Cowes BUASD,14216,Small Towns,South East,Coastal,Smaller seaside town,E30000070,Isle of Wight,Majority town and city (small),Mixed,Mid deprivation towns,No university,Medium,143,72.48322147651007,56.64335664335665,82.51748251748252,49.65034965034965,38.46153846153847,18.88111888111888,11.888111888111888,41.25874125874126,16.083916083916083,NA,NA,29.1,41.8,28.4,3.5034965034965033,-0.649945761
E35001157,Cudworth BUASD,12635,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,169,59.171597633136095,50.29585798816568,73.37278106508876,37.8698224852071,23.668639053254438,18.34319526627219,11.834319526627219,51.4792899408284,25.443786982248522,10.059171597633137,NA,32.5,42,20.7,3.136094674556213,-4.920676695
E35001158,Sandiacre BUASD,9600,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Working,Mid deprivation towns,No university,Low,114,72.32142857142857,61.40350877192983,73.68421052631578,43.859649122807014,26.31578947368421,29.82456140350877,24.561403508771928,58.77192982456141,34.21052631578947,NA,NA,28.7,46.1,21.7,3.236842105263158,-1.458694426
E35001159,Doncaster BUASD,109805,Large Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000201,Doncaster,Majority conurbation,Working,Higher deprivation towns,No university,Low,1246,74.15818324197338,58.10593900481541,77.52808988764045,44.78330658105939,29.69502407704655,21.26805778491172,12.921348314606742,47.110754414125196,21.58908507223114,10.112359550561797,1.4,33.8,39.9,24.9,3.3475120385232744,-1.178336473
E35001160,Selby BUASD,17511,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000294,York,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,198,61.6580310880829,49.494949494949495,78.78787878787878,35.858585858585855,15.151515151515152,35.858585858585855,20.707070707070706,48.98989898989899,27.77777777777778,13.636363636363635,NA,34.7,49.7,12.6,2.9343434343434343,-5.449297195
E35001161,Hartlepool BUASD,88855,Large Towns,North East,Coastal,Large other coastal town,E30000215,Hartlepool,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,1129,79.36226749335695,58.90168290522586,79.07801418439716,40.159574468085104,28.786536758193094,31.000885739592558,20.637732506643047,41.36403897254207,16.563330380868024,18.42338352524358,2.1,24,46,27.9,3.5305580159433125,-0.392386733
E35001162,Wickford BUASD,33486,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,403,72.06572769953051,69.23076923076923,85.60794044665012,52.357320099255574,28.53598014888337,21.83622828784119,16.377171215880892,56.07940446650124,32.50620347394541,4.714640198511166,2.5,23,48.6,25.9,3.4590570719602978,0.665368332
E35001164,Broomhall/Windlesham/Virginia Water BUASD,23580,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,154,80.23255813953489,79.22077922077922,91.55844155844156,70.12987012987013,48.701298701298704,8.441558441558442,NA,46.103896103896105,14.935064935064934,NA,NA,13.2,50,36.2,3.9545454545454546,5.584874286
E35001165,Eastleigh BUASD,78716,Large Towns,South East,Non-coastal,Large non-coastal town,E30000267,Southampton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,944,77.61194029850746,66.41949152542372,86.86440677966102,57.6271186440678,36.016949152542374,17.372881355932204,11.228813559322035,54.766949152542374,25.847457627118644,6.461864406779661,2.3,18.4,48.5,30.7,3.6610169491525424,2.073259572
E35001166,Birmingham BUASD,1085810,City,West Midlands,Non-coastal,Cities,E30000169,Birmingham,Majority conurbation,Working,Cities,University,Low,13344,68.02131438721136,57.194244604316545,82.4512743628186,45.63718140929535,37.732314148681056,17.76828537170264,8.925359712230216,36.16606714628298,14.52338129496403,12.679856115107913,2,25.1,44.8,28.1,3.516411870503597,-1.443434467
E35001167,Kettering BUASD,56226,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000224,Kettering and Wellingborough,Majority town and city (small),Working,Higher deprivation towns,No university,Low,676,68.96551724137932,58.57988165680473,76.88888888888889,42.22222222222222,31.804733727810653,18.19526627218935,11.68639053254438,49.112426035502956,23.076923076923077,9.615384615384617,2.7,32.4,37.6,27.4,3.3920118343195265,-1.847393715
E35001171,Lymington BUASD,15218,Small Towns,South East,Coastal,Smaller other coastal town,E30000267,Southampton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,133,72.64957264957265,62.40601503759399,77.44360902255639,54.88721804511278,30.075187969924812,18.796992481203006,15.789473684210526,53.383458646616546,27.819548872180448,NA,NA,27.4,45.2,25.9,3.3684210526315788,0.032916434
E35001175,Royston BUASD,10069,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,121,65.21739130434783,51.2396694214876,80.16528925619835,36.36363636363637,28.92561983471074,20.66115702479339,9.090909090909092,42.97520661157025,18.181818181818183,11.570247933884298,NA,25.8,47.5,25,3.43801652892562,-3.411047708
E35001176,Diss BUASD,9829,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000248,Norwich,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,102,68.93203883495146,53.92156862745098,82.35294117647058,35.294117647058826,24.509803921568626,25.49019607843137,21.568627450980394,56.86274509803921,40.19607843137255,NA,NA,32,48,NA,3.2941176470588234,-3.205253713
E35001178,Longton BUASD,8800,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,104,84.11214953271028,80.76923076923077,89.42307692307693,62.5,38.46153846153847,27.884615384615387,21.153846153846153,55.769230769230774,21.153846153846153,NA,NA,17.3,48.1,33.7,3.826923076923077,5.155674387
E35001179,Newcastle upon Tyne BUASD,268064,City,North East,Non-coastal,Cities,E30000245,Newcastle,Majority conurbation,Working,Cities,University,Medium,2494,69.7570093457944,57.8187650360866,81.1472121941436,42.1981548335339,31.676022453889335,24.33841218925421,12.389735364875703,41.3392141138733,17.40176423416199,13.191659983961507,2.9,32.1,40.5,24.5,3.364474739374499,-1.908467207
E35001180,Esher BUASD,50904,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000266,Slough and Heathrow,Majority conurbation,Mixed,Lower deprivation towns,No university,High,367,80.5896805896806,72.20708446866485,92.34972677595628,68.85245901639344,51.771117166212534,7.901907356948229,2.997275204359673,45.50408719346049,18.256130790190735,NA,NA,16,39.1,43.5,4.08991825613079,5.195171433
E35001181,Ryton BUASD,15999,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,169,77.71084337349397,60.946745562130175,87.57396449704143,54.437869822485204,32.544378698224854,30.76923076923077,20.118343195266274,52.071005917159766,28.402366863905325,10.650887573964498,NA,21.3,49.7,26.6,3.5384615384615383,0.916562557
E35001182,Rochdale BUASD,107926,Large Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,1421,71.51556156968877,55.10204081632652,81.26760563380282,52.04225352112676,41.16819141449683,21.111893033075297,9.64109781843772,34.62350457424349,13.652357494722025,10.907811400422238,3.2,20.1,45.7,30.9,3.613652357494722,-0.395418516
E35001183,St Albans BUASD,82146,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000237,Luton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,831,82.54665203073546,75.57160048134777,90.61371841155234,65.70397111913357,55.35499398315282,11.432009626955475,5.174488567990373,41.395908543922985,14.681107099879661,3.489771359807461,1.4,13.4,39.3,45.8,4.209386281588448,5.8087493
E35001185,North Walney BUASD,9952,Small Towns,North West,Coastal,Smaller other coastal town,E30000163,Barrow-in-Furness,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,88,86.5979381443299,47.72727272727273,81.81818181818183,43.18181818181818,22.727272727272727,46.590909090909086,30.681818181818183,53.40909090909091,35.22727272727273,12.5,NA,21.1,48.9,27.8,3.5,-0.461972757
E35001186,Kiveton Park BUASD,7069,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Working,Mid deprivation towns,No university,Low,92,84.14634146341463,68.47826086956522,89.13043478260869,51.08695652173913,32.608695652173914,15.217391304347828,11.956521739130435,47.82608695652174,26.08695652173913,NA,NA,32.3,40.9,26.9,3.4565217391304346,1.890288135
E35001187,Catshill BUASD,10416,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000169,Birmingham,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,122,80.15873015873017,72.95081967213115,81.14754098360656,45.90163934426229,32.78688524590164,23.770491803278688,13.114754098360656,48.36065573770492,29.508196721311474,9.01639344262295,NA,20.5,48.4,28.7,3.5655737704918034,1.703262001
E35001190,Canterbury BUASD,54880,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000187,Canterbury,Majority town and city (small),Working,Mid deprivation towns,University,Medium,367,59.85037406483791,59.945504087193456,79.83651226158038,45.50408719346049,36.78474114441417,10.626702997275205,4.087193460490464,35.967302452316076,11.989100817438691,11.989100817438691,3.8,33.2,35.9,27.2,3.343324250681199,-2.625444358
E35001191,Normanton BUASD,21317,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,256,69.96197718631178,59.765625,76.953125,50.390625,35.15625,25,18.359375,53.90625,25.390625,7.421875,NA,24.6,43.4,31.3,3.65625,-0.145896397
E35001192,Folkestone BUASD,51337,Medium Towns,South East,Coastal,Large seaside town,E30000208,Folkestone and Dover,Majority town and city (small),Working,Higher deprivation towns,No university,Low,506,65.82278481012658,62.25296442687747,83.56435643564356,43.366336633663366,32.608695652173914,13.83399209486166,7.114624505928854,43.67588932806324,19.565217391304348,9.090909090909092,3,35,35.2,26.7,3.3616600790513833,-1.835384484
E35001194,St Neots BUASD,30252,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000221,Huntingdon,Majority rural,Mixed,Lower deprivation towns,No university,Low,379,70.18469656992085,47.75725593667546,77.57255936675462,39.577836411609496,30.343007915567284,20.316622691292878,11.609498680738787,55.67282321899736,28.759894459102902,5.540897097625329,4.2,29.3,41.4,25.1,3.3060686015831133,-3.251116087
E35001195,Fareham BUASD,42210,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,439,74.5575221238938,61.958997722095674,84.51025056947609,49.65831435079727,28.473804100227788,21.4123006833713,14.350797266514807,56.49202733485193,28.929384965831435,5.239179954441914,NA,20.1,54.2,24,3.4738041002277904,0.038020156
E35001196,Sunderland BUASD,174286,Large Towns,North East,Coastal,Large other coastal town,E30000275,Sunderland,Majority conurbation,Working,Higher deprivation towns,University,Low,1947,72,58.80842321520288,80.57553956834532,40.90441932168551,27.478171545968156,24.961479198767332,15.819209039548024,44.17051874678993,21.05803800719055,14.48382126348228,1.4,29.3,46.7,22.6,3.3533641499743196,-1.693627963
E35001197,Ripley BUASD,19315,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000200,Derby,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,206,74.76190476190476,58.7378640776699,83.00970873786407,44.1747572815534,24.271844660194176,28.155339805825243,22.330097087378643,60.679611650485434,30.582524271844658,11.650485436893204,NA,36.7,39.6,21.7,3.2427184466019416,-1.391006749
E35001198,Farnham BUASD,25604,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,University,High,251,86.52482269503547,80.0796812749004,94.42231075697211,64.5418326693227,49.800796812749006,9.9601593625498,NA,43.02788844621514,15.936254980079681,NA,NA,12.4,45.8,40.2,4.059760956175299,6.202010294
E35001199,Bolton BUASD,194189,Large Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Higher deprivation towns,University,Low,2283,72.23855522889542,58.519491896627244,82.24462954844365,48.39982463831653,40.297853701270256,17.345597897503286,9.811651335961455,36.443276390713976,15.418309242225142,12.001752080595708,2.3,25.6,40.8,31.3,3.6075339465615417,-0.315461471
E35001200,Guildford BUASD,77057,Large Towns,South East,Non-coastal,Large non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,University,High,619,72.90322580645162,67.68982229402262,89.49919224555735,59.77382875605816,45.23424878836833,11.793214862681744,7.269789983844912,49.75767366720517,23.101777059773827,6.138933764135703,3.1,20,43,33.9,3.7011308562197094,1.949313365
E35001201,Northampton BUASD,215173,Large Towns,East Midlands,Non-coastal,Large non-coastal town,E30000247,Northampton,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Low,2350,65.71668063704945,56.765957446808514,79.05491698595148,43.465304384844615,33.829787234042556,16.425531914893618,10.042553191489361,49.361702127659576,23.914893617021278,7.361702127659575,2.8,30.8,39.6,26.8,3.3791489361702127,-2.333315523
E35001202,Heanor BUASD,25644,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,299,72.69736842105263,49.163879598662206,87.29096989966555,36.45484949832776,25.08361204013378,22.40802675585284,16.05351170568562,53.51170568561873,30.100334448160538,8.02675585284281,NA,41.1,35.8,21.7,3.2073578595317724,-3.37095575
E35001203,Burntwood BUASD,28553,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Mid deprivation towns,No university,Low,342,75.366568914956,59.356725146198826,86.25730994152046,50.29239766081871,35.08771929824561,19.005847953216374,13.157894736842104,50,22.22222222222222,6.140350877192982,NA,20.1,47.5,30.6,3.6491228070175437,0.420375669
E35001205,Abingdon BUASD,38262,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,380,74.52380952380952,57.36842105263158,76.78100263852242,43.27176781002638,30.263157894736842,21.842105263157897,15.526315789473685,57.10526315789474,35.526315789473685,3.1578947368421053,NA,24.3,49.5,23.8,3.3710526315789475,-1.278183798
E35001208,Worsley BUASD,9108,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,90,83.33333333333334,75.55555555555556,88.88888888888889,68.88888888888889,50,16.666666666666664,11.11111111111111,45.55555555555556,21.11111111111111,NA,NA,13.6,46.6,39.8,4.033333333333333,5.694851601
