name,contact_name,contact_url,description,title,provider_name,service_name,license_name,license_url,terms_of_service
amazonaws.com:globalaccelerator,Mike Ralphson,https://github.com/mermade/aws2openapi,"<fullname>Global Accelerator</fullname> <p>This is the <i>Global Accelerator API Reference</i>. This guide is for developers who need detailed information about Global Accelerator API actions, data types, and errors. For more information about Global Accelerator features, see the <a href=""https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html"">Global Accelerator Developer Guide</a>.</p> <p>Global Accelerator is a service in which you create <i>accelerators</i> to improve the performance of your applications for local and global users. Depending on the type of accelerator you choose, you can gain additional benefits. </p> <ul> <li> <p>By using a standard accelerator, you can improve availability of your internet applications that are used by a global audience. With a standard accelerator, Global Accelerator directs traffic to optimal endpoints over the Amazon Web Services global network. </p> </li> <li> <p>For other scenarios, you might choose a custom routing accelerator. With a custom routing accelerator, you can use application logic to directly map one or more users to a specific endpoint among many endpoints.</p> </li> </ul> <important> <p>Global Accelerator is a global service that supports endpoints in multiple Amazon Web Services Regions but you must specify the US West (Oregon) Region to create, update, or otherwise work with accelerators. That is, for example, specify <code>--region us-west-2</code> on AWS CLI commands.</p> </important> <p>By default, Global Accelerator provides you with static IP addresses that you associate with your accelerator. The static IP addresses are anycast from the Amazon Web Services edge network. For IPv4, Global Accelerator provides two static IPv4 addresses. For dual-stack, Global Accelerator provides a total of four addresses: two static IPv4 addresses and two static IPv6 addresses. With a standard accelerator for IPv4, instead of using the addresses that Global Accelerator provides, you can configure these entry points to be IPv4 addresses from your own IP address ranges that you bring toGlobal Accelerator (BYOIP). </p> <p>For a standard accelerator, they distribute incoming application traffic across multiple endpoint resources in multiple Amazon Web Services Regions , which increases the availability of your applications. Endpoints for standard accelerators can be Network Load Balancers, Application Load Balancers, Amazon EC2 instances, or Elastic IP addresses that are located in one Amazon Web Services Region or multiple Amazon Web Services Regions. For custom routing accelerators, you map traffic that arrives to the static IP addresses to specific Amazon EC2 servers in endpoints that are virtual private cloud (VPC) subnets.</p> <important> <p>The static IP addresses remain assigned to your accelerator for as long as it exists, even if you disable the accelerator and it no longer accepts or routes traffic. However, when you <i>delete</i> an accelerator, you lose the static IP addresses that are assigned to it, so you can no longer route traffic by using them. You can use IAM policies like tag-based permissions with Global Accelerator to limit the users who have permissions to delete an accelerator. For more information, see <a href=""https://docs.aws.amazon.com/global-accelerator/latest/dg/access-control-manage-access-tag-policies.html"">Tag-based policies</a>.</p> </important> <p>For standard accelerators, Global Accelerator uses the Amazon Web Services global network to route traffic to the optimal regional endpoint based on health, client location, and policies that you configure. The service reacts instantly to changes in health or configuration to ensure that internet traffic from clients is always directed to healthy endpoints.</p> <p>For more information about understanding and using Global Accelerator, see the <a href=""https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html"">Global Accelerator Developer Guide</a>.</p>",AWS Global Accelerator,amazonaws.com,globalaccelerator,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:glue,Mike Ralphson,https://github.com/mermade/aws2openapi,<fullname>Glue</fullname> <p>Defines the public endpoint for the Glue service.</p>,AWS Glue,amazonaws.com,glue,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:greengrass,Mike Ralphson,https://github.com/mermade/aws2openapi,"AWS IoT Greengrass seamlessly extends AWS onto physical devices so they can act locally on the data they generate, while still using the cloud for management, analytics, and durable storage. AWS IoT Greengrass ensures your devices can respond quickly to local events and operate with intermittent connectivity. AWS IoT Greengrass minimizes the cost of transmitting data to the cloud by allowing you to author AWS Lambda functions that execute locally.",AWS Greengrass,amazonaws.com,greengrass,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:greengrassv2,Mike Ralphson,https://github.com/mermade/aws2openapi,"<p>IoT Greengrass brings local compute, messaging, data management, sync, and ML inference capabilities to edge devices. This enables devices to collect and analyze data closer to the source of information, react autonomously to local events, and communicate securely with each other on local networks. Local devices can also communicate securely with Amazon Web Services IoT Core and export IoT data to the Amazon Web Services Cloud. IoT Greengrass developers can use Lambda functions and components to create and deploy applications to fleets of edge devices for local operation.</p> <p>IoT Greengrass Version 2 provides a new major version of the IoT Greengrass Core software, new APIs, and a new console. Use this API reference to learn how to use the IoT Greengrass V2 API operations to manage components, manage deployments, and core devices.</p> <p>For more information, see <a href=""https://docs.aws.amazon.com/greengrass/v2/developerguide/what-is-iot-greengrass.html"">What is IoT Greengrass?</a> in the <i>IoT Greengrass V2 Developer Guide</i>.</p>",AWS IoT Greengrass V2,amazonaws.com,greengrassv2,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:groundstation,Mike Ralphson,https://github.com/mermade/aws2openapi,"Welcome to the AWS Ground Station API Reference. AWS Ground Station is a fully managed service that enables you to control satellite communications, downlink and process satellite data, and scale your satellite operations efficiently and cost-effectively without having to build or manage your own ground station infrastructure.",AWS Ground Station,amazonaws.com,groundstation,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:guardduty,Mike Ralphson,https://github.com/mermade/aws2openapi,"<p>Amazon GuardDuty is a continuous security monitoring service that analyzes and processes the following data sources: VPC flow logs, Amazon Web Services CloudTrail management event logs, CloudTrail S3 data event logs, EKS audit logs, DNS logs, and Amazon EBS volume data. It uses threat intelligence feeds, such as lists of malicious IPs and domains, and machine learning to identify unexpected, potentially unauthorized, and malicious activity within your Amazon Web Services environment. This can include issues like escalations of privileges, uses of exposed credentials, or communication with malicious IPs, domains, or presence of malware on your Amazon EC2 instances and container workloads. For example, GuardDuty can detect compromised EC2 instances and container workloads serving malware, or mining bitcoin. </p> <p>GuardDuty also monitors Amazon Web Services account access behavior for signs of compromise, such as unauthorized infrastructure deployments like EC2 instances deployed in a Region that has never been used, or unusual API calls like a password policy change to reduce password strength. </p> <p>GuardDuty informs you about the status of your Amazon Web Services environment by producing security findings that you can view in the GuardDuty console or through Amazon EventBridge. For more information, see the <i> <a href=""https://docs.aws.amazon.com/guardduty/latest/ug/what-is-guardduty.html"">Amazon GuardDuty User Guide</a> </i>. </p>",Amazon GuardDuty,amazonaws.com,guardduty,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:health,Mike Ralphson,https://github.com/mermade/aws2openapi,"<fullname>Health</fullname> <p>The Health API provides programmatic access to the Health information that appears in the <a href=""https://phd.aws.amazon.com/phd/home#/"">Personal Health Dashboard</a>. You can use the API operations to get information about events that might affect your Amazon Web Services services and resources.</p> <note> <ul> <li> <p>You must have a Business, Enterprise On-Ramp, or Enterprise Support plan from <a href=""http://aws.amazon.com/premiumsupport/"">Amazon Web Services Support</a> to use the Health API. If you call the Health API from an Amazon Web Services account that doesn't have a Business, Enterprise On-Ramp, or Enterprise Support plan, you receive a <code>SubscriptionRequiredException</code> error.</p> </li> <li> <p>You can use the Health endpoint health.us-east-1.amazonaws.com (HTTPS) to call the Health API operations. Health supports a multi-Region application architecture and has two regional endpoints in an active-passive configuration. You can use the high availability endpoint example to determine which Amazon Web Services Region is active, so that you can get the latest information from the API. For more information, see <a href=""https://docs.aws.amazon.com/health/latest/ug/health-api.html"">Accessing the Health API</a> in the <i>Health User Guide</i>.</p> </li> </ul> </note> <p>For authentication of requests, Health uses the <a href=""https://docs.aws.amazon.com/general/latest/gr/signature-version-4.html"">Signature Version 4 Signing Process</a>.</p> <p>If your Amazon Web Services account is part of Organizations, you can use the Health organizational view feature. This feature provides a centralized view of Health events across all accounts in your organization. You can aggregate Health events in real time to identify accounts in your organization that are affected by an operational event or get notified of security vulnerabilities. Use the organizational view API operations to enable this feature and return event information. For more information, see <a href=""https://docs.aws.amazon.com/health/latest/ug/aggregate-events.html"">Aggregating Health events</a> in the <i>Health User Guide</i>.</p> <note> <p>When you use the Health API operations to return Health events, see the following recommendations:</p> <ul> <li> <p>Use the <a href=""https://docs.aws.amazon.com/health/latest/APIReference/API_Event.html#AWSHealth-Type-Event-eventScopeCode"">eventScopeCode</a> parameter to specify whether to return Health events that are public or account-specific.</p> </li> <li> <p>Use pagination to view all events from the response. For example, if you call the <code>DescribeEventsForOrganization</code> operation to get all events in your organization, you might receive several page results. Specify the <code>nextToken</code> in the next request to return more results.</p> </li> </ul> </note>",AWS Health APIs and Notifications,amazonaws.com,health,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:healthlake,Mike Ralphson,https://github.com/mermade/aws2openapi,"Amazon HealthLake is a HIPAA eligibile service that allows customers to store, transform, query, and analyze their FHIR-formatted data in a consistent fashion in the cloud.",Amazon HealthLake,amazonaws.com,healthlake,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:honeycode,Mike Ralphson,https://github.com/mermade/aws2openapi," Amazon Honeycode is a fully managed service that allows you to quickly build mobile and web apps for teams—without programming. Build Honeycode apps for managing almost anything, like projects, customers, operations, approvals, resources, and even your team. ",Amazon Honeycode,amazonaws.com,honeycode,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
amazonaws.com:iam,Mike Ralphson,https://github.com/mermade/aws2openapi,"<fullname>Identity and Access Management</fullname> <p>Identity and Access Management (IAM) is a web service for securely controlling access to Amazon Web Services services. With IAM, you can centrally manage users, security credentials such as access keys, and permissions that control which Amazon Web Services resources users and applications can access. For more information about IAM, see <a href=""http://aws.amazon.com/iam/"">Identity and Access Management (IAM)</a> and the <a href=""https://docs.aws.amazon.com/IAM/latest/UserGuide/"">Identity and Access Management User Guide</a>.</p>",AWS Identity and Access Management,amazonaws.com,iam,Apache 2.0 License,http://www.apache.org/licenses/,https://aws.amazon.com/service-terms/
