voyage_id,ship_name,port_origin,place_of_purchase,port_arrival,year_arrival,n_slaves_arrived,captains_name
50184,NS da Conceição e Loreto,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1701,NA,"Mendonça, Manoel de Sampaio de"
50185,NS do Pilar S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Pereira, Constantino de Azevedo"
50186,S Cristo e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Lopes, Sebastião"
50187,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Duarte, José"
50188,NS das Neves e S Tomé,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Machado, Manoel"
50189,S Antônio e S Luís,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Veiga, Gaspar"
50190,S Cruz e NS da Boa Hora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Lima, João de Souza"
50191,NS da Ajuda e Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Ribeiro, Ambrósio"
50192,Santíssimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Costa, Manoel da"
50193,NS da Conceição e Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Dourado, Domingos Fernandes"
50194,NS da Ajuda e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,NA,"Barbosa, Domingos da Cruz"
50195,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Santos, João dos"
50196,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Eça, Manoel Ferreira de"
50197,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Loureiro, Domingos Gonçalves"
50198,NS Mãe de Deus,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Apolinário, Manoel Luís de"
50199,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Martins, Antônio"
50200,S Cristo e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Batista, Francisco"
50201,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Gonçalves, Francisco"
50202,NS do Monserrat e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Costa, Estevão da"
50203,S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Lisboa, Antônio da Costa"
50204,S Antônio e Almas,"Bahia, port unspecified","Gold Coast, Fr. definition","Bahia, port unspecified",1702,NA,"Antônio, Manoel"
50205,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Pereira, Constantino de Azevedo"
50206,NS das Brotas e S Gonçalo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Campos, Antônio de Siqueira"
50207,Jesus Maria José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Lopes, Sebastião"
50208,NS da Conceição e Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Dourado, Domingos Fernandes"
50209,NS da Ajuda e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Siqueira, João de"
50210,S Antônio e S Luís,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Veiga, Gaspar"
50211,Bom Jesus S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Sampaio, Manoel de"
50212,Santíssimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Brás, Domingos"
50213,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Santos, João dos"
50214,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Garcia, Valério da Silva"
50215,NS da Ajuda e Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Ribeiro, Ambrósio"
50216,NS do Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,NA,"Nunes, João"
50217,NS de Nazaré e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Madero, Gonçalo Gonçalves"
50218,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Loureiro, Domingos Gonçalves"
50219,S Cristo e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Batista, Francisco"
50220,S Antônio e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Pires, Francisco"
50221,NS da Conceição e Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Dourado, Domingos Fernandes"
50222,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Castro, Manoel Gonçalves"
50223,NS da Ajuda S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Dias, Manoel Gonçalves"
50224,NS da Lapa e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Vila, Manoel Rodrigues"
50225,Jesus Maria José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Lopes, Sebastião"
50226,NS do Pilar S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Lima, João de Souza"
50227,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Garcia, Valério da Silva"
50228,Bom Jesus e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Dourado, Domingos Fernandes"
50229,NS de Guadalupe Almas e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Lima, Manoel Correa"
50230,Santíssimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Brás, Domingos"
50231,S Tomé e NS das Neves,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Brito, Diogo Francisco de"
50233,S Antônio e S Luís,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Barbosa, Domingos da Cruz"
50234,Santíssimo Sacramento e S Luís,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Costa, Estevão da"
50235,S Cristo e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Teixeira, Manoel Pinto"
50236,NA,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1703,NA,NA
50237,NS da Conceição e Loreto,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Fagundes, Dionísio"
50238,NS da Conceição e Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1703,NA,"Gomes, Julião"
50239,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1704,NA,"Teixeira, Lourenço<br/> Mendes, Francisco"
50240,Bom Jesus e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1704,NA,"Dourado, Domingos Fernandes"
50241,NA,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1704,NA,NA
50242,S João Batista e S Maria Madalena,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1704,NA,"Pereira, Manoel Martins"
41170,S Francisco Xavier e S Ana,Lisbon,Cacheu,NA,1741,NA,"Melo, Bonifácio de"
41171,S Tomé,Lisbon,Cacheu,Lisbon,1758,NA,"Neves, Antônio Pereira das"
41172,S Tomé,Lisbon,Cape Verde Islands,"Americas, port unspecified",1759,NA,"Neves, Antônio Pereira das"
41173,S Margarida e Almas,Lisbon,Bissau,Para,1753,NA,"Ribeiro, José Gomes"
41174,NA,Lisbon,Cape Verde Islands,NA,1755,NA,"Ribeiro, José Gomes"
41175,S Margarida e Almas,Lisbon,Bissau,NA,1755,NA,"Ribeiro, José Gomes"
41176,S Margarida e Almas,Lisbon,Bissau,Lisbon,1757,NA,"Ribeiro, José Gomes"
41177,NS de Nazaré e Santana,Lisbon,Cape Verde Islands,Maranhao,1786,NA,"Rosa, Joaquim dos Santos"
41178,NS de Nazaré,NA,Bissau,NA,1787,NA,"Rosa, Joaquim dos Santos"
41179,S Francisco de Paula,NA,Cacheu,NA,1786,NA,"Salgado, Francisco de Faria"
41180,Africano,NA,Bissau,Maranhao,1781,193,"Santos, José de Azevedo"
41181,Africano,Lisbon,Bissau,NA,1781,NA,"Santos, José de Azevedo"
41182,NA,"Southeast Brazil, port unspecified",Bissau,Rio de Janeiro,1736,NA,"Torres, João Alves"
41183,NS da Soledade Santana e Almas,Lisbon,Cacheu,Lisbon,1751,NA,"Viana, Amaro Rodrigues"
41184,NS da Soledade Santana e Almas,Lisbon,Cacheu,NA,1752,NA,"Viana, Amaro Rodrigues"
41185,NS da Regla,Seville,Cacheu,"Spanish Caribbean, unspecified",1608,NA,"Romão, Diogo"
41186,NS da Soledade Santana e Almas,NA,"Senegambia and offshore Atlantic, port unspecified",Lisbon,1752,NA,NA
41187,S Joaquim,Lisbon,Cacheu,NA,1752,NA,NA
41188,Paraiba,NA,Luanda,Para,1762,NA,NA
41189,S Francisco de Paula,Lisbon,Bissau,NA,1784,NA,NA
41190,NS da Conceição e S Antônio,Lisbon,Cacheu,NA,1747,NA,"Azevedo, José Ferreira de"
41191,NS da Conceição e S Antônio,Lisbon,Cacheu,NA,1749,NA,"Azevedo, José Ferreira de"
41192,NS da Conceição e S Antônio,Lisbon,Cacheu,NA,1754,NA,"Azevedo, José Ferreira de"
41193,NA,Seville,"Senegambia and offshore Atlantic, port unspecified","Spanish Americas, port unspecified",1646,NA,"Cunha, João Luis da"
41194,Santana Maria,NA,"Senegambia and offshore Atlantic, port unspecified","Spanish Americas, port unspecified",1646,NA,NA
41195,S Antonio de Lisboa Aurio,Lisbon,Bissau,Maranhao,1781,301,"Caldeira, Francisco Jaques"
41196,S Francisco Xavier,Lisbon,Cacheu,Para,1781,NA,"Silva, Inácio Luís da"
41197,S Francisco Xavier,NA,"Senegambia and offshore Atlantic, port unspecified",Para,1782,120,"Silva, Inácio Luís da<br/> Bastos, Domingo Manoel de"
41198,Santana e NS do Bonsucesso,Lisbon,Bissau,Para,1781,66,"Espírito Santo, João do"
41199,Divino Espírito Santo,NA,"Africa., port unspecified",Maranhao,1783,37,"Costa, José Correa da"
41200,Frapaça,"Bahia, port unspecified",Whydah,NA,1783,NA,NA
41201,NS Mãe de Deus e S Antônio,NA,"Africa., port unspecified",Maranhao,1783,138,"Vanez, José Eusébio"
41202,Minerva e S Macário,Lisbon,Cacheu,Maranhao,1788,NA,"Trocato, Joaquim José"
41203,Minerva e S Macário,NA,Cacheu,Maranhao,1789,NA,"Trocato, Joaquim José"
41204,NS da Conceição e S Antônio,NA,Luanda,Maranhao,1788,NA,"Ribeiro, Domingos Antonio"
41206,Aníbal,Lisbon,Bissau,Maranhao,1783,NA,"Cruz, José Francisco da"
41207,S Rosa Paquete de América,Lisbon,Portuguese Guinea,Maranhao,1787,NA,"Leal, Antonio da Costa<br/> Bastos, João da Rocha"
41208,Americana,Lisbon,Bissau,Maranhao,1784,NA,"Lima, João Lopes"
41211,NS da Conceição S José e S Caetano,Lisbon,Bissau,Para,1783,NA,"Porfírio, José Raimundo (a) Perfil"
41213,S Felipe e Santiago,NA,Cacheu,"Spanish Caribbean, unspecified",1643,NA,NA
41214,NS do Rosario,Lisbon,Cacheu,"Bahia, port unspecified",1644,NA,"Gomes, Marcos"
41215,NA,Cartagena,Cape Verde Islands,NA,1651,NA,"Felix, Dom"
41216,NA,Cartagena,Cape Verde Islands,NA,1651,NA,"Medina, Bertolameu de"
41217,S Teresa,"Pernambuco, port unspecified","Africa., port unspecified","Pernambuco, port unspecified",1651,NA,"Andrade, João Castro"
41218,NS da Conceição e S João,Havana,Cape Verde Islands,Havana,1652,NA,"Neto, Antonio Afonso"
41219,NA,Canary Islands,Portuguese Guinea,NA,1656,NA,"Mercadel, Francisco"
41220,NA,"Spanish Caribbean, unspecified",Cacheu,"Spanish Americas, port unspecified",1662,NA,"Melgar, Manoel de"
41221,NA,Seville,Cape Verde Islands,NA,1677,NA,NA
41222,NA,Seville,Cape Verde Islands,NA,1677,NA,NA
41223,NA,Lisbon,Cape Verde Islands,"Pernambuco, port unspecified",1681,NA,NA
41225,NA,NA,Cacheu,Maranhao,1695,102,NA
41226,NA,NA,Cape Verde Islands,Maranhao,1696,158,NA
41227,NA,NA,Cacheu,Maranhao,1701,115,NA
41228,NA,NA,Benin,Maranhao,1703,170,NA
41229,NA,NA,Benin,Maranhao,1708,87,NA
41230,NA,NA,Benin,Maranhao,1715,85,NA
41231,NA,Azores,Bissau,Lisbon,1729,35,"Caetano, Patrício"
41232,NA,NA,Cape Verde Islands,Lisbon,1737,NA,"Mortimer, Phillip"
41233,NS das Mercês e S Antônio,Lisbon,Bissau,"Bahia, port unspecified",1740,NA,"Souza, Antonio da"
41234,S Francisco Xavier e S Antonio (a) Ana,Lisbon,Cacheu,Maranhao,1740,69,"Luz, Manoel Egues da"
41235,NS Madre de Deus S Antônio e Almas,Lisbon,Cacheu,Maranhao,1741,7,"Veloso, Antônio José"
41236,S Sebastião e Almas,Lisbon,NA,NA,1741,NA,"Francisco, Mateus"
41237,NS da Mãe de Deus e S Antônio e Almas,Lisbon,Cacheu,Maranhao,1743,92,"Paulo, José"
41238,Divina Providência e S Antônio,Lisbon,Cape Verde Islands,Para,1752,NA,"Ledo, João da Silva"
41239,NS da Natividade,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1754,NA,"Lourenço, António"
41240,NS do Bonsucesso e S Antonio,Lisbon,Bissau,Para,1755,NA,"Rodrigues, Jacinto"
41241,NA,"Spanish Caribbean, unspecified",Portuguese Guinea,"Spanish Caribbean, unspecified",1661,NA,"Canharte, Pedro"
41242,NA,"Bahia, port unspecified",Cape Verde Islands,"Bahia, port unspecified",1649,NA,"Carneiro, Miguel Luis"
41243,NA,NA,Cacheu,"Americas, region unspecified",1644,NA,"Costa, João Rodrigues da"
41244,NA,NA,Cacheu,Maranhao,1693,145,"Luís, Manoel"
41245,NA,NA,Cacheu,NA,1652,NA,"Dias, Lázaro"
41246,NS do Monte do Carmo e S José (a) Tejo,Lisbon,Bissau,Maranhao,1752,NA,"Gonçalves, Felipe"
41247,NS do Rosario e Santos Reis,Lisbon,Bissau,NA,1752,NA,"Gouvêa, Manoel de Figueiredo"
41248,NS do Rosario e Santos Reis,Lisbon,Cape Verde Islands,Rio de Janeiro,1749,NA,"Gouvêa, Manoel de Figueiredo"
41249,NS do Cabo e S do Bonfim,Lisbon,Cape Verde Islands,Rio de Janeiro,1743,NA,"Luz, Manoel Egues da"
41250,S Jorge Santana e Almas,Lisbon,Cacheu,NA,1733,NA,"Mateus, Manoel"
41251,NS da Conceição S Antônio e Almas,"Pernambuco, port unspecified",Cape Verde Islands,"Pernambuco, port unspecified",1698,NA,"Mendonça, Manoel de Sampaio de"
41252,Alegre Pensamento,NA,Cacheu,Lisbon,1725,NA,"Miranda, José Moreira de<br/> Gonçalves, Vitório"
41253,NS da Penha da França e S José,Lisbon,Cape Verde Islands,Lisbon,1752,136,"Romão, Custódio<br/> Damásio, Caetano José"
41254,NA,NA,Cacheu,"Americas, region unspecified",1647,NA,"Silva, Manoel Fernandes"
41255,NA,NA,Cacheu,Lisbon,1735,NA,"Soares, José"
41256,Americano,Lisbon,Bissau,Maranhao,1788,NA,"Costa, Silvestre Manoel Pereira da"
41257,Socorro,Cape Verde Islands,Bissau,Maranhao,1826,NA,Freitas
41258,Apolo,Lisbon,Bissau,"Pernambuco, port unspecified",1824,NA,"Alves, Mauricio José<br/> Brito, Vítor Nobre de"
41259,Sociedade Feliz,Lisbon,Bissau,Maranhao,1821,NA,NA
41260,Sociedade Feliz,Lisbon,Cacheu,Maranhao,1820,NA,"Chaves, Antônio dos Santos"
41261,Felicidade,Lisbon,Bissau,Maranhao,1818,NA,"Moura, Cristiano José de"
41262,Pombo Volante,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1816,NA,NA
41264,Maria da Luz,"Pernambuco, port unspecified",Sao Tome,"Pernambuco, port unspecified",1816,NA,"Rodrigues, Cosme José"
41265,Indústria,Lisbon,Cacheu,Maranhao,1815,NA,"Lourenço, Valerio"
41266,Wellington,NA,Cacheu,"Americas, port unspecified",1815,NA,NA
41267,S José e Santana,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1815,NA,"Barbosa, Antônio de Paula"
41268,Indústria,Lisbon,Cacheu,Maranhao,1815,NA,"Dias, João José<br/> Lourenço, Valério"
41269,Luanda,NA,Luanda,Maranhao,1797,NA,NA
41270,Ana do Rio,NA,Bissau,Maranhao,1802,NA,"Santos, Martinho José dos"
41271,Ana do Rio,NA,"Africa., port unspecified",Maranhao,1801,NA,NA
41272,Minerva,"Bahia, port unspecified","West Central Africa and St. Helena, port unspecified","Bahia, port unspecified",1802,NA,NA
41273,Tritão,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1802,NA,NA
41274,Alerta S João Batista,"Pernambuco, port unspecified",Sao Tome,"Pernambuco, port unspecified",1803,NA,"Camacho, Manoel Marques"
41275,S João Batista Alerta,Lisbon,Gabon,Maranhao,1805,NA,"Camacho, Manoel Marques"
41276,Alerta S João Batista,Maranhao,Cap Lopez,NA,1806,NA,"Camacho, Manoel Marques"
41277,NS do Monte do Carmo,Lisbon,Gabon,Para,1807,NA,"Camacho, Manoel Marques"
41278,Vênus,Rio de Janeiro,Calabar,Rio de Janeiro,1813,NA,"Ferreira, José de Souza"
41279,Triunfo,"Pernambuco, port unspecified",Princes Island,"Pernambuco, port unspecified",1814,NA,"Paula, Vicente de"
41280,General Silveira,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1815,NA,"Carvalho, Francisco de"
41281,Carolina,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1815,NA,NA
41282,Beija Flor,Lisbon,Cacheu,Maranhao,1815,NA,"Ferreira, Antonio Xavier"
41283,Beija Flor,Lisbon,Cacheu,Maranhao,1815,NA,"Ferreira, Antonio Xavier"
41284,Beija Flor,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1813,NA,NA
41285,Conceição de Maria Santíssima,Princes Island,Bimbia,"Pernambuco, port unspecified",1813,NA,"Sacramento, Manoel Pires do"
41286,Conceição de Maria Santíssima,"Pernambuco, port unspecified",Bimbia,"Pernambuco, port unspecified",1814,NA,"Sacramento, Manoel Pires do"
41287,Correio de São Tomé,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1814,NA,"Franco, Luís Pereira"
41288,Natividade do Sr,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1810,NA,"Apresentação, Manoel da"
41289,Nelson,NA,Bissau,Cayenne,1810,NA,"Lelis, Camilo Antônio de"
41290,Ninfa do Mar,Lisbon,Bissau,Maranhao,1810,NA,NA
41291,Intrépido,NA,Cacheu,Maranhao,1813,NA,"Medeiros, Gregório Dias de"
41292,NS do Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1812,NA,"Mesquita, Antônio Lopes de"
41293,NS do Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1813,NA,NA
41294,NS do Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1814,NA,NA
41295,NS do Socorro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1814,NA,"Mesquita, Antônio Lopes de"
41296,Indústria,Lisbon,Cacheu,Maranhao,1812,NA,"Dias, João José"
41297,Expedição,Lisbon,Bissau,Maranhao,1811,NA,"Pacheco, João Salustiano"
41298,Expedição,Lisbon,Bissau,Maranhao,1812,NA,"Pacheco, João Salustiano"
41299,S José,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1825,NA,"Branco, Antônio Rodrigues"
41300,NA,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1829,135,NA
41301,NA,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,NA,"Guimarães, João Ribeiro"
41302,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,NA,"Mateus, Manoel Antônio"
41303,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1766,NA,"Viana, Francisco José"
41304,NS da Conceição S José e Almas,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1765,NA,"Miranda, Luís Monteiro de"
41305,NA,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1763,NA,"Neves, José Ferreira das"
41306,NA,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1763,NA,"Bispo, Antônio Pereira"
41307,NA,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1763,NA,"Barbosa, Matias"
41308,NA,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1762,NA,"Coelho, Manoel de Souza"
41309,NA,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1761,NA,"Reis, João José dos"
41310,NS dos Remédios e S Rita,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1756,NA,"Freitas, José de"
41311,S Francisco Xavier e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1756,NA,"Aguiar, João Machado de"
41312,NS do Pilar e Monte do Carmo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1756,NA,"Santos, Luis Pereira dos"
41313,NS do Monte do Carmo e S Elias,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1756,NA,"Rocha, Manoel de Oliveira"
41314,NS da Conceição S Rita e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1756,NA,"Maia, Manoel da Silva"
41315,NS da Boa Viagem e Três Reis Magos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1756,NA,"Lima, Manoel Fernandes"
41316,Regente,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1821,NA,"Santos, Casemiro Lúcio dos"
41317,NS de Esperança,"Rio de la Plata, port unspecified",Mozambique,NA,1803,NA,NA
41318,Minerva,Vigo,Mozambique,Montevideo,1803,282,"Ford, Gabriel"
41319,Africano,Havana,Mozambique,Buenos Aires,1802,310,NA
41320,S Pedro,Havana,Mozambique,Cape of Good Hope,1793,NA,NA
41321,Fortuna,Havana,"Africa., port unspecified",Havana,1818,156,"Inza, Jose"
41322,San Juan Bautista,NA,"Africa., port unspecified",Havana,1818,325,"Ribany, Agustín"
41324,Fama Africana,Havana,"Africa., port unspecified",Havana,1818,289,"Barnet, Pablo"
41325,Emprendedora,NA,"Africa., port unspecified",Havana,1818,231,"Pérez, José Antonio"
41326,Centinela,NA,"Africa., port unspecified",Havana,1818,421,"Echeverria, Antonio"
41327,Non Plus Ultra,NA,"Africa., port unspecified",Havana,1818,445,"Laureiro, Francisco"
41329,Brillante Africano,Havana,"Africa., port unspecified",Havana,1818,254,"Manso, Juan"
41330,San Jose (aka) Aguila,NA,"Africa., port unspecified",Havana,1818,403,Rovira
41333,Circasiana,NA,Gallinhas,Havana,1818,146,"Morales, Juan Jose"
41334,Escupe Fuego,NA,"Africa., port unspecified",Havana,1818,445,"Benitez, Diego"
41336,Buena Fortuna,NA,"Africa., port unspecified",Havana,1818,289,Mora
41337,Segundo Campeador,NA,Ambriz,"Cuba, port unspecified",1818,369,Rodriguez
41339,Segunda Necesidad,NA,"Africa., port unspecified",Havana,1819,182,Torralba
41340,Flor de la Mar,NA,"Africa., port unspecified","Cuba, port unspecified",1819,NA,Cabanas
41341,Volador,NA,"Africa., port unspecified",Havana,1819,NA,"Velarde, Jose"
41342,Scipion,NA,"Africa., port unspecified",Havana,1819,284,"Ceballos, Luis de"
41344,Fabiana,NA,"Southeast Africa and Indian Ocean islands, port unspecified",Havana,1819,NA,Yelechy
41345,América Portuguesa,NA,"Africa., port unspecified",Havana,1819,NA,Machado
41346,Cantabria,NA,Zanzibar,Havana,1819,520,"Irzaingui<br/> Rubio, Vicente"
41347,Preciosa,NA,"Africa., port unspecified",Havana,1819,NA,"Clavel, Jaime"
41348,Tres Hermanas,NA,Zanzibar,Havana,1819,NA,Laguna
41349,Teresita,NA,"Africa., port unspecified",Havana,1819,174,Arteche
41354,Noticioso,NA,"Africa., port unspecified",Havana,1819,218,"Gover, Feliciano"
41355,San Francisco,NA,"Africa., port unspecified",Havana,1819,235,Fernandez
41358,Mejor Corunes,NA,"Africa., port unspecified",Havana,1819,405,Ayer
41359,Maria Josefa,NA,"Africa., port unspecified",Havana,1819,209,NA
41361,Junta de Sevilla,NA,"Africa., port unspecified",Havana,1819,254,Herrera
41363,Recurso,NA,"Africa., port unspecified",Havana,1819,261,Chinchurra
41366,Herculina,NA,"Africa., port unspecified",Havana,1819,405,"Garay, José"
41367,Negrita,NA,"Africa., port unspecified",Havana,1819,186,Lizarraga
41368,Juno,NA,"Africa., port unspecified",Havana,1819,290,Taxonero
41369,Campeador,NA,"Africa., port unspecified",Havana,1819,459,Mataro
41370,Calipso,NA,"Africa., port unspecified",Havana,1819,80,Duro
41373,Paz y Union,NA,"Africa., port unspecified",Havana,1819,227,Guardino
41374,NS de la Piedad,Santander,"Africa., port unspecified",Havana,1819,253,"Ayarza de Ponce, Vicente<br/> Llena"
41375,Nuevo Pajaro,Santander,"Africa., port unspecified",Havana,1819,209,"Lemonauria, Francisco<br/> Goividet"
41376,Dulcinea,NA,"Africa., port unspecified",Havana,1819,154,Clavel
41377,Balzain,NA,"Africa., port unspecified",Havana,1819,365,Pla
41378,San Juan,NA,"Africa., port unspecified",Havana,1819,278,Pequeno
41380,Santa Rita,Havana,"Africa., port unspecified",Havana,1819,289,"Castello, Jose Antonio"
41382,Brillante Africano,NA,"Africa., port unspecified",Havana,1819,374,Rodriguez
41385,Escupe Fuego,NA,"Africa., port unspecified",Havana,1819,380,Morro
41386,Bella Ana,NA,"Africa., port unspecified",Havana,1819,346,Gil
41387,Vengador,NA,"Africa., port unspecified",Havana,1819,376,Zumeta
41388,Ana Amalia,NA,"Africa., port unspecified",Havana,1819,426,Sandrino
41389,Catalina,NA,"Africa., port unspecified",Havana,1819,303,Billio
41390,Buena Fortuna,NA,"Africa., port unspecified",Havana,1819,312,Mora
41394,Tarantula,NA,"Africa., port unspecified",Havana,1820,327,Salcedo
41395,General Cienfuegos,NA,"Africa., port unspecified",Havana,1820,341,"Aguirre, Francisco de Santiago"
41396,Indústria,NA,"Africa., port unspecified",Havana,1820,210,Lorenzo
41397,Mulata,NA,"Africa., port unspecified",Santiago de Cuba,1819,257,"Cortinas, Pedro"
41398,Soberano,NA,"Africa., port unspecified",Havana,1820,250,Fremul
41399,Centinela,Havana,Mozambique,Havana,1820,405,"Clavel, Jaime"
41401,Vapor,NA,"Africa., port unspecified",Havana,1820,344,NA
41445,Santa Alida,Cadiz,"Africa., port unspecified",Cartagena,1685,NA,"Heindrich, Enrique"
