speciesId,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution
34529,urn:lsid:nmbe.ch:spidersp:028838,Sparassidae,Heteropoda,analis,NA,Thorell,1881,0,"New Guinea, Indonesia (Aru Is.)"
34532,urn:lsid:nmbe.ch:spidersp:029592,Sparassidae,Heteropoda,armillata,NA,Thorell,1887,1,"Myanmar, Indonesia (Sumatra)"
34533,urn:lsid:nmbe.ch:spidersp:028841,Sparassidae,Heteropoda,atollicola,NA,Pocock,1904,0,Maldive Is.
34534,urn:lsid:nmbe.ch:spidersp:028842,Sparassidae,Heteropoda,atriventris,NA,Chrysanthus,1965,0,New Guinea
34536,urn:lsid:nmbe.ch:spidersp:028844,Sparassidae,Gnathopalystes,aureolus,NA,He & Hu,2000,1,China (Hainan)
34537,urn:lsid:nmbe.ch:spidersp:028845,Sparassidae,Heteropoda,badiella,NA,Roewer,1951,0,Indonesia (Moluccas)
34538,urn:lsid:nmbe.ch:spidersp:028846,Sparassidae,Heteropoda,bellendenker,NA,Davies,1994,0,Australia (Queensland)
34539,urn:lsid:nmbe.ch:spidersp:040683,Sparassidae,Heteropoda,belua,NA,Jäger,2005,0,Borneo
34540,urn:lsid:nmbe.ch:spidersp:040684,Sparassidae,Heteropoda,beroni,NA,Jäger,2005,0,Indonesia (Sulawesi)
34541,urn:lsid:nmbe.ch:spidersp:028847,Sparassidae,Heteropoda,bhaikakai,NA,Patel & Patel,1973,0,India
34542,urn:lsid:nmbe.ch:spidersp:041189,Sparassidae,Olios,bhattacharjeei,NA,Saha & Raychaudhuri,2007,1,India
34544,urn:lsid:nmbe.ch:spidersp:028849,Sparassidae,Heteropoda,binnaburra,NA,Davies,1994,0,"Australia (Queensland, New South Wales)"
34546,urn:lsid:nmbe.ch:spidersp:029429,Sparassidae,Heteropoda,boiei,NA,Doleschall,1859,1,"Malaysia, Indonesia (Sumatra, Java, Borneo)"
34547,urn:lsid:nmbe.ch:spidersp:028989,Sparassidae,Heteropoda,bonthainensis,NA,Merian,1911,0,Indonesia (Sulawesi)
34548,urn:lsid:nmbe.ch:spidersp:029401,Sparassidae,Heteropoda,borneensis,NA,Thorell,1890,1,Borneo
34549,urn:lsid:nmbe.ch:spidersp:029400,Sparassidae,Heteropoda,boutani,NA,Simon,1906,1,Vietnam
34550,urn:lsid:nmbe.ch:spidersp:028851,Sparassidae,Heteropoda,bulburin,NA,Davies,1994,0,Australia (Queensland)
34551,urn:lsid:nmbe.ch:spidersp:028852,Sparassidae,Spariolenus,buxa,NA,"Saha, Biswas & Raychaudhuri",1995,1,India
34552,urn:lsid:nmbe.ch:spidersp:028853,Sparassidae,Heteropoda,camelia,NA,Strand,1914,0,Colombia
34553,urn:lsid:nmbe.ch:spidersp:028854,Sparassidae,Heteropoda,cavernicola,NA,Davies,1994,0,Australia (Western Australia)
34554,urn:lsid:nmbe.ch:spidersp:028855,Sparassidae,Heteropoda,cervina,NA,L. Koch,1875,1,Australia (Queensland)
34555,urn:lsid:nmbe.ch:spidersp:029402,Sparassidae,Heteropoda,chelata,NA,Strand,1911,1,New Guinea
34557,urn:lsid:nmbe.ch:spidersp:028856,Sparassidae,Heteropoda,chengbuensis,NA,Wang,1990,0,China
34558,urn:lsid:nmbe.ch:spidersp:042123,Sparassidae,Heteropoda,christae,NA,Jäger,2008,0,"Malaysia, Singapore, Indonesia (Sumatra)"
34559,urn:lsid:nmbe.ch:spidersp:028857,Sparassidae,Heteropoda,conwayensis,NA,Davies,1994,0,Australia (Queensland)
34560,urn:lsid:nmbe.ch:spidersp:028858,Sparassidae,Heteropoda,cooki,NA,Davies,1994,0,Australia (Queensland)
34561,urn:lsid:nmbe.ch:spidersp:028859,Sparassidae,Heteropoda,cooloola,NA,Davies,1994,0,Australia (Queensland)
34562,urn:lsid:nmbe.ch:spidersp:028860,Sparassidae,Heteropoda,crassa,NA,Simon,1880,0,Indonesia (Java)
34563,urn:lsid:nmbe.ch:spidersp:028861,Sparassidae,Heteropoda,crediton,NA,Davies,1994,0,Australia (Queensland)
34564,urn:lsid:nmbe.ch:spidersp:028862,Sparassidae,Heteropoda,cyanichelis,NA,Strand,1907,0,Indonesia (Java)
34565,urn:lsid:nmbe.ch:spidersp:028863,Sparassidae,Heteropoda,cyanognatha,NA,Thorell,1881,0,Papua New Guinea (Yule Is.)
34566,urn:lsid:nmbe.ch:spidersp:028864,Sparassidae,Heteropoda,cyperusiria,NA,Barrion & Litsinger,1995,0,Philippines
34567,urn:lsid:nmbe.ch:spidersp:040973,Sparassidae,Heteropoda,dagmarae,NA,Jäger & Vedel,2005,0,"Laos, Thailand"
34568,urn:lsid:nmbe.ch:spidersp:028865,Sparassidae,Heteropoda,dasyurina,NA,Hogg,1914,1,New Guinea
34569,urn:lsid:nmbe.ch:spidersp:042130,Sparassidae,Heteropoda,davidbowie,NA,Jäger,2008,0,"Malaysia, Singapore, Indonesia (Sumatra)"
34570,urn:lsid:nmbe.ch:spidersp:040685,Sparassidae,Olios,debalae,NA,Biswas & Roy,2005,1,India
34571,urn:lsid:nmbe.ch:spidersp:028866,Sparassidae,Heteropoda,debilis,NA,L. Koch,1875,1,Samoa
34572,urn:lsid:nmbe.ch:spidersp:041190,Sparassidae,Gnathopalystes,denticulatus,NA,Saha & Raychaudhuri,2007,1,India
34573,urn:lsid:nmbe.ch:spidersp:028867,Sparassidae,Heteropoda,distincta,NA,Davies,1994,0,"Australia (Queensland, New South Wales)"
34574,urn:lsid:nmbe.ch:spidersp:042127,Sparassidae,Heteropoda,duan,NA,Jäger,2008,0,Borneo
34575,urn:lsid:nmbe.ch:spidersp:028868,Sparassidae,Heteropoda,elatana,NA,Strand,1911,0,"Indonesia (Kei Is., Aru Is.)"
34576,urn:lsid:nmbe.ch:spidersp:028869,Sparassidae,Heteropoda,eluta,NA,Karsch,1892,0,Sri Lanka
34577,urn:lsid:nmbe.ch:spidersp:028870,Sparassidae,Heteropoda,emarginativulva,NA,Strand,1907,0,India
34578,urn:lsid:nmbe.ch:spidersp:042122,Sparassidae,Heteropoda,ernstulrichi,NA,Jäger,2008,0,Indonesia (Sumatra)
34579,urn:lsid:nmbe.ch:spidersp:028871,Sparassidae,Heteropoda,erythra,NA,Chrysanthus,1965,0,New Guinea
34580,urn:lsid:nmbe.ch:spidersp:028872,Sparassidae,Heteropoda,eungella,NA,Davies,1994,0,Australia (Queensland)
34581,urn:lsid:nmbe.ch:spidersp:028875,Sparassidae,Heteropoda,fabrei,NA,Simon,1885,0,India
34582,urn:lsid:nmbe.ch:spidersp:040686,Sparassidae,Heteropoda,fischeri,NA,Jäger,2005,0,India
34583,urn:lsid:nmbe.ch:spidersp:028992,Sparassidae,Heteropoda,flavocephala,NA,Merian,1911,0,Indonesia (Sulawesi)
34584,urn:lsid:nmbe.ch:spidersp:028876,Sparassidae,Heteropoda,furva,NA,Thorell,1890,0,Malaysia
34585,urn:lsid:nmbe.ch:spidersp:028877,Sparassidae,Heteropoda,garciai,NA,Barrion & Litsinger,1995,0,Philippines
34586,urn:lsid:nmbe.ch:spidersp:028878,Sparassidae,Heteropoda,gemella,NA,Simon,1877,0,Philippines
34587,urn:lsid:nmbe.ch:spidersp:028879,Sparassidae,Heteropoda,goonaneman,NA,Davies,1994,0,Australia (Queensland)
34588,urn:lsid:nmbe.ch:spidersp:028880,Sparassidae,Heteropoda,gordonensis,NA,Davies,1994,0,Australia (Queensland)
34589,urn:lsid:nmbe.ch:spidersp:028881,Sparassidae,Heteropoda,gourae,NA,"Monga, Sadana & Singh",1988,0,India
34591,urn:lsid:nmbe.ch:spidersp:028884,Sparassidae,Heteropoda,grooteeylandt,NA,Davies,1994,0,Australia (Northern Territory)
34592,urn:lsid:nmbe.ch:spidersp:028885,Sparassidae,Heteropoda,gyirongensis,NA,Hu & Li,1987,0,China
34594,urn:lsid:nmbe.ch:spidersp:028887,Sparassidae,Heteropoda,hampsoni,NA,Pocock,1901,0,India
34595,urn:lsid:nmbe.ch:spidersp:042113,Sparassidae,Heteropoda,helge,NA,Jäger,2008,0,China
34596,urn:lsid:nmbe.ch:spidersp:028888,Sparassidae,Heteropoda,hermitis,NA,Hogg,1914,1,Australia (Western Australia)
34597,urn:lsid:nmbe.ch:spidersp:042131,Sparassidae,Heteropoda,hildebrandti,NA,Jäger,2008,0,Indonesia (Moluccas)
34598,urn:lsid:nmbe.ch:spidersp:028889,Sparassidae,Heteropoda,hillerae,NA,Davies,1994,0,Australia (Queensland)
34599,urn:lsid:nmbe.ch:spidersp:042115,Sparassidae,Heteropoda,hippie,NA,Jäger,2008,0,Indonesia (Sumatra)
34600,urn:lsid:nmbe.ch:spidersp:042114,Sparassidae,Heteropoda,hirsti,NA,Jäger,2008,0,New Guinea
34601,urn:lsid:nmbe.ch:spidersp:028891,Sparassidae,Heteropoda,holoventris,NA,Davies,1994,0,Australia (Queensland)
34602,urn:lsid:nmbe.ch:spidersp:042129,Sparassidae,Heteropoda,homstu,NA,Jäger,2008,0,"Indonesia (Sumatra, Java, Borneo)"
34603,urn:lsid:nmbe.ch:spidersp:028893,Sparassidae,Heteropoda,hosei,NA,Pocock,1897,0,Borneo
34604,urn:lsid:nmbe.ch:spidersp:038103,Sparassidae,Heteropoda,hupingensis,NA,Peng & Yin,2001,0,China
34605,urn:lsid:nmbe.ch:spidersp:029404,Sparassidae,Heteropoda,ignichelis,NA,Simon,1880,1,Vietnam
34606,urn:lsid:nmbe.ch:spidersp:028894,Sparassidae,Heteropoda,imbecilla,NA,Thorell,1892,0,"Malaysia, Indonesia (Sumatra)"
34607,urn:lsid:nmbe.ch:spidersp:028896,Sparassidae,Heteropoda,jacobii,NA,Strand,1911,0,New Guinea
34608,urn:lsid:nmbe.ch:spidersp:042137,Sparassidae,Heteropoda,jaegerorum,NA,Jäger,2008,0,"Singapore, Indonesia (Sumatra)"
34609,urn:lsid:nmbe.ch:spidersp:042135,Sparassidae,Heteropoda,jasminae,NA,Jäger,2008,0,Vietnam
34610,urn:lsid:nmbe.ch:spidersp:029405,Sparassidae,Heteropoda,javana,NA,Simon,1880,1,"Malaysia, Indonesia (Java, Sumatra)"
34611,urn:lsid:nmbe.ch:spidersp:028897,Sparassidae,Heteropoda,jiangxiensis,NA,Li,1991,0,China
34612,urn:lsid:nmbe.ch:spidersp:028898,Sparassidae,Heteropoda,jugulans,NA,L. Koch,1876,1,Australia (Queensland)
34613,urn:lsid:nmbe.ch:spidersp:028899,Sparassidae,Heteropoda,kabaenae,NA,Strand,1911,0,Indonesia (Sulawesi)
34614,urn:lsid:nmbe.ch:spidersp:028900,Sparassidae,Heteropoda,kalbarri,NA,Davies,1994,0,Australia (Western Australia)
34615,urn:lsid:nmbe.ch:spidersp:028901,Sparassidae,Heteropoda,kandiana,NA,Pocock,1899,0,"India, Sri Lanka"
34617,urn:lsid:nmbe.ch:spidersp:028903,Sparassidae,Heteropoda,kuekenthali,NA,Pocock,1897,0,Indonesia (Moluccas)
34618,urn:lsid:nmbe.ch:spidersp:028904,Sparassidae,Heteropoda,kuluensis,NA,Sethi & Tikader,1988,0,India
34619,urn:lsid:nmbe.ch:spidersp:042128,Sparassidae,Heteropoda,laai,NA,Jäger,2008,0,"Singapore, Indonesia (Sumatra)"
34620,urn:lsid:nmbe.ch:spidersp:028905,Sparassidae,Heteropoda,languida,NA,Simon,1887,0,Myanmar
34621,urn:lsid:nmbe.ch:spidersp:028722,Sparassidae,Heteropoda,lashbrooki,NA,Hogg,1922,1,Vietnam
34623,urn:lsid:nmbe.ch:spidersp:028907,Sparassidae,Heteropoda,lentula,NA,Pocock,1901,0,India
34624,urn:lsid:nmbe.ch:spidersp:028908,Sparassidae,Heteropoda,leprosa,NA,Simon,1884,0,"India, Myanmar, Malaysia"
34625,urn:lsid:nmbe.ch:spidersp:028909,Sparassidae,Heteropoda,leptoscelis,NA,Thorell,1892,0,Indonesia (Sumatra)
34626,urn:lsid:nmbe.ch:spidersp:028910,Sparassidae,Heteropoda,lindbergi,NA,Roewer,1962,0,Afghanistan
34627,urn:lsid:nmbe.ch:spidersp:028911,Sparassidae,Heteropoda,listeri,NA,Pocock,1900,0,Australia (Christmas Is.)
34628,urn:lsid:nmbe.ch:spidersp:042126,Sparassidae,Heteropoda,loderstaedti,NA,Jäger,2008,0,"Malaysia, Indonesia (Sumatra)"
34629,urn:lsid:nmbe.ch:spidersp:028912,Sparassidae,Heteropoda,longipes,NA,L. Koch,1875,1,Australia (New South Wales)
34630,urn:lsid:nmbe.ch:spidersp:037391,Sparassidae,Heteropoda,lunula,NA,Doleschall,1857,1,"India to Vietnam, Malaysia, Indonesia (Java, Sumatra, Borneo)"
34631,urn:lsid:nmbe.ch:spidersp:028995,Sparassidae,Heteropoda,luwuensis,NA,Merian,1911,0,Indonesia (Sulawesi)
34632,urn:lsid:nmbe.ch:spidersp:028915,Sparassidae,Heteropoda,malitiosa,NA,Simon,1906,0,India
34634,urn:lsid:nmbe.ch:spidersp:028916,Sparassidae,Heteropoda,marillana,NA,Davies,1994,0,Australia (Western Australia)
34635,urn:lsid:nmbe.ch:spidersp:042136,Sparassidae,Heteropoda,martinae,NA,Jäger,2008,0,Indonesia (Sumatra)
34636,urn:lsid:nmbe.ch:spidersp:037362,Sparassidae,Heteropoda,martusa,NA,Jäger,2000,0,Indonesia (Sumatra)
34637,urn:lsid:nmbe.ch:spidersp:038104,Sparassidae,Heteropoda,maxima,NA,Jäger,2001,0,Laos
34638,urn:lsid:nmbe.ch:spidersp:028917,Sparassidae,Heteropoda,mecistopus,NA,Pocock,1898,0,Solomon Is.
34639,urn:lsid:nmbe.ch:spidersp:028918,Sparassidae,Heteropoda,mediocris,NA,Simon,1880,0,New Guinea
34640,urn:lsid:nmbe.ch:spidersp:042138,Sparassidae,Heteropoda,meriani,NA,Jäger,2008,0,Indonesia (Sulawesi)
34641,urn:lsid:nmbe.ch:spidersp:028920,Sparassidae,Heteropoda,merkarensis,NA,Strand,1907,0,India
34642,urn:lsid:nmbe.ch:spidersp:028921,Sparassidae,Heteropoda,meticulosa,NA,Simon,1880,0,Peru
34643,urn:lsid:nmbe.ch:spidersp:028997,Sparassidae,Heteropoda,minahassae,NA,Merian,1911,0,Indonesia (Sulawesi)
34644,urn:lsid:nmbe.ch:spidersp:028922,Sparassidae,Heteropoda,mindiptanensis,NA,Chrysanthus,1965,0,New Guinea
34645,urn:lsid:nmbe.ch:spidersp:028924,Sparassidae,Heteropoda,modiglianii,NA,Thorell,1890,0,Indonesia (Java)
34646,urn:lsid:nmbe.ch:spidersp:028925,Sparassidae,Heteropoda,monroei,NA,Davies,1994,0,Australia (Queensland)
34647,urn:lsid:nmbe.ch:spidersp:028978,Sparassidae,Heteropoda,montana,NA,Thorell,1890,0,Indonesia (Sumatra)
34648,urn:lsid:nmbe.ch:spidersp:028926,Sparassidae,Heteropoda,monteithi,NA,Davies,1994,0,Australia (Queensland)
34649,urn:lsid:nmbe.ch:spidersp:028927,Sparassidae,Heteropoda,mossman,NA,Davies,1994,0,Australia (Queensland)
34650,urn:lsid:nmbe.ch:spidersp:028723,Sparassidae,Heteropoda,murina,NA,Pocock,1897,1,Borneo
34651,urn:lsid:nmbe.ch:spidersp:028928,Sparassidae,Heteropoda,muscicapa,NA,Strand,1911,0,New Guinea
34652,urn:lsid:nmbe.ch:spidersp:028929,Sparassidae,Heteropoda,nagarigoon,NA,Davies,1994,0,"Australia (Queensland, New South Wales)"
34653,urn:lsid:nmbe.ch:spidersp:040687,Sparassidae,Heteropoda,natans,NA,Jäger,2005,0,Borneo
34654,urn:lsid:nmbe.ch:spidersp:028930,Sparassidae,Heteropoda,nebulosa,NA,Thorell,1890,0,Malaysia
34658,urn:lsid:nmbe.ch:spidersp:028934,Sparassidae,Heteropoda,nigriventer,NA,Pocock,1897,0,Indonesia (Sulawesi)
34659,urn:lsid:nmbe.ch:spidersp:028935,Sparassidae,Heteropoda,nilgirina,NA,Pocock,1901,0,India
34660,urn:lsid:nmbe.ch:spidersp:042120,Sparassidae,Heteropoda,ninahagen,NA,Jäger,2008,0,Malaysia
34661,urn:lsid:nmbe.ch:spidersp:029406,Sparassidae,Heteropoda,nirounensis,NA,Simon,1903,1,"India, Indonesia (Sumatra)"
34662,urn:lsid:nmbe.ch:spidersp:028936,Sparassidae,Heteropoda,nobilis,NA,L. Koch,1875,1,"Vanuatu, Australia, Polynesia"
34663,urn:lsid:nmbe.ch:spidersp:028937,Sparassidae,Heteropoda,novaguineensis,NA,Strand,1911,0,New Guinea
34664,urn:lsid:nmbe.ch:spidersp:028938,Sparassidae,Heteropoda,nyalama,NA,Hu & Li,1987,0,China
34665,urn:lsid:nmbe.ch:spidersp:028939,Sparassidae,Heteropoda,obtusa,NA,Thorell,1890,0,Borneo
34666,urn:lsid:nmbe.ch:spidersp:029431,Sparassidae,Heteropoda,ocyalina,NA,Simon,1887,1,"Indonesia (Java, Sumatra)"
34667,urn:lsid:nmbe.ch:spidersp:042118,Sparassidae,Heteropoda,onoi,NA,Jäger,2008,0,"China, Vietnam"
34668,urn:lsid:nmbe.ch:spidersp:042133,Sparassidae,Heteropoda,pakawini,NA,Jäger,2008,0,Thailand
34670,urn:lsid:nmbe.ch:spidersp:037363,Sparassidae,Heteropoda,parva,NA,Jäger,2000,0,"Malaysia, Indonesia (Sumatra, Borneo)"
34671,urn:lsid:nmbe.ch:spidersp:028941,Sparassidae,Heteropoda,pedata,NA,Strand,1907,0,India
34673,urn:lsid:nmbe.ch:spidersp:028943,Sparassidae,Heteropoda,phasma,NA,Simon,1897,0,India
34674,urn:lsid:nmbe.ch:spidersp:040688,Sparassidae,Heteropoda,pingtungensis,NA,Zhu & Tso,2006,0,"China, Taiwan"
34675,urn:lsid:nmbe.ch:spidersp:028725,Sparassidae,Heteropoda,planiceps,NA,Pocock,1897,1,Indonesia (Moluccas)
34676,urn:lsid:nmbe.ch:spidersp:028944,Sparassidae,Heteropoda,plebeja,NA,Thorell,1887,0,Myanmar
34677,urn:lsid:nmbe.ch:spidersp:028945,Sparassidae,Heteropoda,pressula,NA,Simon,1886,0,Vietnam
34678,urn:lsid:nmbe.ch:spidersp:028946,Sparassidae,Heteropoda,procera,NA,L. Koch,1867,1,"Australia (Queensland, New South Wales)"
34679,urn:lsid:nmbe.ch:spidersp:028949,Sparassidae,Heteropoda,raveni,NA,Davies,1994,0,Australia (Queensland)
34681,urn:lsid:nmbe.ch:spidersp:042116,Sparassidae,Heteropoda,reinholdae,NA,Jäger,2008,0,Indonesia (Sumatra)
34682,urn:lsid:nmbe.ch:spidersp:028950,Sparassidae,Heteropoda,renibulbis,NA,Davies,1994,0,"Australia (Western Australia, Northern Territory, Queensland)"
34683,urn:lsid:nmbe.ch:spidersp:042117,Sparassidae,Heteropoda,richlingi,NA,Jäger,2008,0,"Indonesia (Sumatra, Java)"
34684,urn:lsid:nmbe.ch:spidersp:028951,Sparassidae,Heteropoda,robusta,NA,Fage,1924,0,India
34685,urn:lsid:nmbe.ch:spidersp:028952,Sparassidae,Heteropoda,rosea,NA,Karsch,1879,0,Colombia
34686,urn:lsid:nmbe.ch:spidersp:028953,Sparassidae,Heteropoda,rubra,NA,Chrysanthus,1965,0,New Guinea
34688,urn:lsid:nmbe.ch:spidersp:028955,Sparassidae,Heteropoda,rundle,NA,Davies,1994,0,Australia (Queensland)
34689,urn:lsid:nmbe.ch:spidersp:028956,Sparassidae,Heteropoda,ruricola,NA,Thorell,1881,0,New Guinea
34690,urn:lsid:nmbe.ch:spidersp:028957,Sparassidae,Heteropoda,sarotoides,NA,Järvi,1912,0,New Guinea
34691,urn:lsid:nmbe.ch:spidersp:028958,Sparassidae,Heteropoda,sartrix,NA,L. Koch,1865,1,Australia
34692,urn:lsid:nmbe.ch:spidersp:028959,Sparassidae,Heteropoda,schlaginhaufeni,NA,Strand,1911,0,New Guinea
34693,urn:lsid:nmbe.ch:spidersp:042134,Sparassidae,Heteropoda,schwalbachorum,NA,Jäger,2008,0,China
34694,urn:lsid:nmbe.ch:spidersp:040689,Sparassidae,Heteropoda,schwendingeri,NA,Jäger,2005,0,Thailand
34695,urn:lsid:nmbe.ch:spidersp:028960,Sparassidae,Heteropoda,sexpunctata,NA,Simon,1885,0,"India, Malaysia"
34696,urn:lsid:nmbe.ch:spidersp:028961,Sparassidae,Pseudopoda,shillongensis,NA,Sethi & Tikader,1988,1,India
34697,urn:lsid:nmbe.ch:spidersp:028962,Sparassidae,Heteropoda,signata,NA,Thorell,1890,0,Indonesia (Sumatra)
34698,urn:lsid:nmbe.ch:spidersp:028964,Sparassidae,Heteropoda,silvatica,NA,Davies,1994,0,Australia (Queensland)
34699,urn:lsid:nmbe.ch:spidersp:040975,Sparassidae,Heteropoda,simplex,NA,Jäger & Ono,2000,0,"Laos, Taiwan, Japan (Ryukyu Is.)"
34700,urn:lsid:nmbe.ch:spidersp:028966,Sparassidae,Heteropoda,speciosus,NA,Pocock,1898,1,Solomon Is.
34701,urn:lsid:nmbe.ch:spidersp:028967,Sparassidae,Heteropoda,spenceri,NA,Davies,1994,0,Australia (Northern Territory)
34702,urn:lsid:nmbe.ch:spidersp:028726,Sparassidae,Heteropoda,spinipes,NA,Pocock,1897,1,Indonesia (Moluccas)
34703,urn:lsid:nmbe.ch:spidersp:028969,Sparassidae,Heteropoda,spurgeon,NA,Davies,1994,0,Australia (Queensland)
34704,urn:lsid:nmbe.ch:spidersp:028970,Sparassidae,Heteropoda,squamacea,NA,Wang,1990,0,China
34705,urn:lsid:nmbe.ch:spidersp:042481,Sparassidae,Heteropoda,steineri,NA,Bayer & Jäger,2009,0,Laos
34706,urn:lsid:nmbe.ch:spidersp:037365,Sparassidae,Pseudopoda,straminiosa,NA,"Kundu, Biswas & Raychaudhuri",1999,1,India
34707,urn:lsid:nmbe.ch:spidersp:038105,Sparassidae,Heteropoda,strandi,NA,Jäger,2002,0,Indonesia (Sumatra)
34708,urn:lsid:nmbe.ch:spidersp:028971,Sparassidae,Heteropoda,strasseni,NA,Strand,1915,0,Indonesia (Java)
34709,urn:lsid:nmbe.ch:spidersp:029001,Sparassidae,Heteropoda,striata,NA,Merian,1911,0,Indonesia (Sulawesi)
34710,urn:lsid:nmbe.ch:spidersp:029603,Sparassidae,Heteropoda,striatipes,NA,Leardi,1902,1,India
34711,urn:lsid:nmbe.ch:spidersp:028972,Sparassidae,Heteropoda,submaculata,NA,Thorell,1881,0,New Guinea
34713,urn:lsid:nmbe.ch:spidersp:028974,Sparassidae,Heteropoda,subplebeia,NA,Strand,1907,0,India
34714,urn:lsid:nmbe.ch:spidersp:028975,Sparassidae,Heteropoda,subtilis,NA,Karsch,1892,0,Sri Lanka
34715,urn:lsid:nmbe.ch:spidersp:028976,Sparassidae,Heteropoda,sumatrana,NA,Thorell,1890,0,"Indonesia (Java, Sumatra)"
34717,urn:lsid:nmbe.ch:spidersp:028979,Sparassidae,Heteropoda,teranganica,NA,Strand,1911,0,Indonesia (Aru Is.)
34718,urn:lsid:nmbe.ch:spidersp:028980,Sparassidae,Heteropoda,tetrica,NA,Thorell,1897,0,China to Indonesia (Sumatra)
34722,urn:lsid:nmbe.ch:spidersp:042119,Sparassidae,Heteropoda,udolindenberg,NA,Jäger,2008,0,Indonesia (Sumatra)
34723,urn:lsid:nmbe.ch:spidersp:042121,Sparassidae,Heteropoda,uexkuelli,NA,Jäger,2008,0,Bali
34724,urn:lsid:nmbe.ch:spidersp:028985,Sparassidae,Heteropoda,umbrata,NA,Karsch,1892,0,Sri Lanka
34725,urn:lsid:nmbe.ch:spidersp:028986,Sparassidae,Heteropoda,variegata,NA,Simon,1874,1,Greece to Israel
34727,urn:lsid:nmbe.ch:spidersp:028988,Sparassidae,Heteropoda,venatoria,NA,Linnaeus,1767,1,"Tropical Asia. Introduced to Pacific Is., North, Central and South America, Macaronesia, Europe, Africa"
34729,urn:lsid:nmbe.ch:spidersp:028991,Sparassidae,Heteropoda,venatoria,emarginata,Thorell,1881,0,Indonesia (Western New Guinea)
34730,urn:lsid:nmbe.ch:spidersp:028993,Sparassidae,Heteropoda,venatoria,foveolata,Thorell,1881,0,"New Guinea, Papua New Guinea (Yule Is.)"
34734,urn:lsid:nmbe.ch:spidersp:029002,Sparassidae,Heteropoda,vespersa,NA,Davies,1994,0,Australia (Queensland)
34735,urn:lsid:nmbe.ch:spidersp:029004,Sparassidae,Heteropoda,warrumbungle,NA,Davies,1994,0,Australia (New South Wales)
34737,urn:lsid:nmbe.ch:spidersp:029006,Sparassidae,Heteropoda,willunga,NA,Davies,1994,0,Australia (Queensland)
34738,urn:lsid:nmbe.ch:spidersp:042125,Sparassidae,Heteropoda,zuviele,NA,Jäger,2008,0,"Vietnam, Taiwan"
34739,urn:lsid:nmbe.ch:spidersp:029010,Sparassidae,Holconia,colberti,NA,Hirst,1991,0,Australia (Victoria)
34740,urn:lsid:nmbe.ch:spidersp:029011,Sparassidae,Holconia,flindersi,NA,Hirst,1991,0,"Australia (South Australia, Victoria, New South Wales)"
34741,urn:lsid:nmbe.ch:spidersp:029012,Sparassidae,Holconia,hirsuta,NA,L. Koch,1875,1,Australia (Queensland)
34742,urn:lsid:nmbe.ch:spidersp:029013,Sparassidae,Holconia,immanis,NA,L. Koch,1867,1,Australia
34743,urn:lsid:nmbe.ch:spidersp:029014,Sparassidae,Holconia,insignis,NA,Thorell,1870,1,"Australia (Queensland, New South Wales)"
34744,urn:lsid:nmbe.ch:spidersp:029015,Sparassidae,Holconia,murrayensis,NA,Hirst,1991,0,"Australia (South Australia, Victoria, New South Wales)"
34745,urn:lsid:nmbe.ch:spidersp:029016,Sparassidae,Holconia,neglecta,NA,Hirst,1991,0,"Australia (Western Australia, Northern Territory)"
34746,urn:lsid:nmbe.ch:spidersp:029017,Sparassidae,Holconia,nigrigularis,NA,Simon,1908,1,Australia
34747,urn:lsid:nmbe.ch:spidersp:029018,Sparassidae,Holconia,westralia,NA,Hirst,1991,0,Australia (Western Australia)
34748,urn:lsid:nmbe.ch:spidersp:029019,Sparassidae,Irileka,iridescens,NA,Hirst,1998,0,Australia (Western Australia)
34749,urn:lsid:nmbe.ch:spidersp:029020,Sparassidae,Isopeda,alpina,NA,Hirst,1992,0,"Australia (New South Wales, Victoria)"
34750,urn:lsid:nmbe.ch:spidersp:029022,Sparassidae,Isopeda,binnaburra,NA,Hirst,1992,0,Australia (Queensland)
34751,urn:lsid:nmbe.ch:spidersp:029023,Sparassidae,Isopeda,brachyseta,NA,Hirst,1992,0,Australia (New South Wales)
34752,urn:lsid:nmbe.ch:spidersp:029024,Sparassidae,Isopeda,canberrana,NA,Hirst,1992,0,"Australia (New South Wales, Victoria)"
34753,urn:lsid:nmbe.ch:spidersp:029025,Sparassidae,Isopeda,catmona,NA,Barrion & Litsinger,1995,0,Philippines
34754,urn:lsid:nmbe.ch:spidersp:029026,Sparassidae,Isopeda,deianira,NA,Thorell,1881,1,New Guinea
34755,urn:lsid:nmbe.ch:spidersp:029027,Sparassidae,Isopeda,echuca,NA,Hirst,1992,0,"Australia (New South Wales, Victoria)"
34756,urn:lsid:nmbe.ch:spidersp:029028,Sparassidae,Isopeda,girraween,NA,Hirst,1992,0,Australia (Queensland)
34757,urn:lsid:nmbe.ch:spidersp:029029,Sparassidae,Olios,igraya,NA,Barrion & Litsinger,1995,1,Philippines (Luzon)
34758,urn:lsid:nmbe.ch:spidersp:029030,Sparassidae,Isopeda,leishmanni,NA,Hogg,1903,0,"Australia (Western Australia, South Australia, Victoria)"
34759,urn:lsid:nmbe.ch:spidersp:029031,Sparassidae,Isopeda,leishmanni,hoggi,Simon,1908,0,Australia (Western Australia)
34760,urn:lsid:nmbe.ch:spidersp:029032,Sparassidae,Isopeda,magna,NA,Hirst,1992,0,"Australia (Western Australia, South Australia)"
