city,state,city_size,mode,n,percent,moe,state_abb,state_region
New Braunfels city,Texas,Small,Walk,474,1.8,0.6,TX,South
New Brighton city,Minnesota,Small,Walk,117,1.1,0.6,MN,North Central
New Britain city,Connecticut,Small,Walk,1140,3.5,0.7,CT,Northeast
New Brunswick city,New Jersey,Small,Walk,3931,16,2.3,NJ,Northeast
New Castle city,Pennsylvania,Small,Walk,211,2.5,1,PA,Northeast
New Hope city,Minnesota,Small,Walk,153,1.6,0.8,MN,North Central
New Iberia city,Louisiana,Small,Walk,230,1.9,0.8,LA,South
New Lenox village,Illinois,Small,Walk,33,0.3,0.3,IL,North Central
New London city,Connecticut,Small,Walk,1341,10,1.9,CT,Northeast
New Rochelle city,New York,Small,Walk,3118,8.7,1.4,NY,Northeast
New Smyrna Beach city,Florida,Small,Walk,97,1.1,0.7,FL,South
Newark city,California,Small,Walk,128,0.7,0.4,CA,West
Newark city,Delaware,Small,Walk,1931,14.1,2.5,DE,South
Newark city,Ohio,Small,Walk,360,1.7,0.5,OH,North Central
Newberg city,Oregon,Small,Walk,802,7.4,1.6,OR,West
Newburgh city,New York,Small,Walk,1122,9.9,2.7,NY,Northeast
Newnan city,Georgia,Small,Walk,59,0.4,0.3,GA,South
Newport Beach city,California,Small,Walk,865,2,0.4,CA,West
Newport city,Rhode Island,Small,Walk,1926,13.9,2.3,RI,Northeast
Newton city,Massachusetts,Small,Walk,2331,5.5,0.6,MA,Northeast
Niagara Falls city,New York,Small,Walk,1154,5.5,1.3,NY,Northeast
Nicholasville city,Kentucky,Small,Walk,132,1,0.6,KY,South
Niles village,Illinois,Small,Walk,194,1.6,0.8,IL,North Central
Noblesville city,Indiana,Small,Walk,463,1.7,0.8,IN,North Central
Nogales city,Arizona,Small,Walk,295,4.4,2.1,AZ,West
Norco city,California,Small,Walk,24,0.2,0.3,CA,West
Norfolk city,Nebraska,Small,Walk,188,1.5,0.8,NE,North Central
Normal town,Illinois,Small,Walk,2883,10.6,1.6,IL,North Central
Norristown borough,Pennsylvania,Small,Walk,1498,9.1,2,PA,Northeast
North Augusta city,South Carolina,Small,Walk,130,1.4,1.1,SC,South
North Chicago city,Illinois,Small,Walk,5741,32.2,4.2,IL,North Central
North Lauderdale city,Florida,Small,Walk,160,0.8,0.5,FL,South
North Little Rock city,Arkansas,Small,Walk,273,1,0.5,AR,South
North Miami Beach city,Florida,Small,Walk,292,1.5,0.9,FL,South
North Miami city,Florida,Small,Walk,489,1.9,0.7,FL,South
North Olmsted city,Ohio,Small,Walk,172,1,0.6,OH,North Central
North Plainfield borough,New Jersey,Small,Walk,251,2.1,1,NJ,Northeast
North Platte city,Nebraska,Small,Walk,233,1.9,0.9,NE,North Central
North Port city,Florida,Small,Walk,71,0.3,0.3,FL,South
North Richland Hills city,Texas,Small,Walk,173,0.5,0.3,TX,South
North Ridgeville city,Ohio,Small,Walk,59,0.4,0.3,OH,North Central
North Royalton city,Ohio,Small,Walk,76,0.5,0.3,OH,North Central
North Tonawanda city,New York,Small,Walk,343,2.2,0.8,NY,Northeast
Northampton city,Massachusetts,Small,Walk,1799,11.9,1.9,MA,Northeast
Northbrook village,Illinois,Small,Walk,246,1.7,0.6,IL,North Central
Northfield city,Minnesota,Small,Walk,1409,12.6,2.6,MN,North Central
Northglenn city,Colorado,Small,Walk,327,1.8,0.8,CO,West
Northport city,Alabama,Small,Walk,100,0.9,0.7,AL,South
Norton Shores city,Michigan,Small,Walk,45,0.4,0.4,MI,North Central
Norwalk city,Connecticut,Small,Walk,973,2.1,0.5,CT,Northeast
Norwich city,Connecticut,Small,Walk,309,1.6,0.6,CT,Northeast
Novato city,California,Small,Walk,482,1.9,0.8,CA,West
Novi city,Michigan,Small,Walk,108,0.4,0.3,MI,North Central
Oak Creek city,Wisconsin,Small,Walk,152,0.8,0.6,WI,North Central
Oak Forest city,Illinois,Small,Walk,27,0.2,0.2,IL,North Central
Oak Harbor city,Washington,Small,Walk,320,3.2,1.4,WA,West
Oak Lawn village,Illinois,Small,Walk,613,2.4,1,IL,North Central
Oak Park city,Michigan,Small,Walk,320,2.6,1,MI,North Central
Oak Park village,Illinois,Small,Walk,983,3.7,0.7,IL,North Central
Oak Ridge city,Tennessee,Small,Walk,108,0.8,0.5,TN,South
Oakdale city,California,Small,Walk,205,2.5,1.1,CA,West
Oakdale city,Minnesota,Small,Walk,86,0.6,0.4,MN,North Central
Oakland Park city,Florida,Small,Walk,335,1.6,0.8,FL,South
Oakley city,California,Small,Walk,234,1.5,1,CA,West
Ocala city,Florida,Small,Walk,304,1.4,0.7,FL,South
Ocoee city,Florida,Small,Walk,141,0.8,0.6,FL,South
O'Fallon city,Illinois,Small,Walk,110,0.8,0.5,IL,North Central
O'Fallon city,Missouri,Small,Walk,239,0.6,0.3,MO,North Central
Ogden city,Utah,Small,Walk,986,2.7,0.7,UT,West
Olive Branch city,Mississippi,Small,Walk,90,0.5,0.5,MS,South
Olympia city,Washington,Small,Walk,1017,4.4,1.2,WA,West
Opelika city,Alabama,Small,Walk,218,1.8,0.9,AL,South
Oregon City city,Oregon,Small,Walk,412,2.8,1.2,OR,West
Oregon city,Ohio,Small,Walk,101,1.1,0.8,OH,North Central
Orem city,Utah,Small,Walk,871,2.2,0.5,UT,West
Orland Park village,Illinois,Small,Walk,335,1.3,1.1,IL,North Central
Ormond Beach city,Florida,Small,Walk,175,1.1,0.6,FL,South
Oro Valley town,Arizona,Small,Walk,169,1.1,0.6,AZ,West
Oshkosh city,Wisconsin,Small,Walk,1376,4.4,0.8,WI,North Central
Ossining village,New York,Small,Walk,782,6.2,2.1,NY,Northeast
Oswego village,Illinois,Small,Walk,66,0.4,0.4,IL,North Central
Ottumwa city,Iowa,Small,Walk,251,2.3,0.9,IA,North Central
Oviedo city,Florida,Small,Walk,130,0.8,0.4,FL,South
Owasso city,Oklahoma,Small,Walk,156,1,0.6,OK,South
Owatonna city,Minnesota,Small,Walk,272,2.1,0.9,MN,North Central
Owensboro city,Kentucky,Small,Walk,550,2.3,0.6,KY,South
Oxford city,Alabama,Small,Walk,68,0.8,0.8,AL,South
Oxford city,Mississippi,Small,Walk,234,2.8,1.5,MS,South
Oxford city,Ohio,Small,Walk,2672,29.7,3.8,OH,North Central
Pacifica city,California,Small,Walk,192,1,0.4,CA,West
Paducah city,Kentucky,Small,Walk,185,1.9,1.3,KY,South
Palatine village,Illinois,Small,Walk,512,1.4,0.5,IL,North Central
Palm Beach Gardens city,Florida,Small,Walk,273,1.2,0.6,FL,South
Palm Coast city,Florida,Small,Walk,130,0.5,0.4,FL,South
Palm Desert city,California,Small,Walk,350,1.9,0.7,CA,West
Palm Springs city,California,Small,Walk,507,2.6,0.6,CA,West
Palm Springs village,Florida,Small,Walk,129,1.4,1.1,FL,South
Palmetto Bay village,Florida,Small,Walk,109,1,0.7,FL,South
Palo Alto city,California,Small,Walk,1562,5.2,1,CA,West
Panama City city,Florida,Small,Walk,218,1.4,0.9,FL,South
Papillion city,Nebraska,Small,Walk,235,2.3,1.1,NE,North Central
Paradise town,California,Small,Walk,195,2,1.7,CA,West
Paragould city,Arkansas,Small,Walk,2,0,0.1,AR,South
Paramount city,California,Small,Walk,811,3.8,1.2,CA,West
Paramus borough,New Jersey,Small,Walk,123,1,0.5,NJ,Northeast
Paris city,Texas,Small,Walk,242,2.4,0.9,TX,South
Park Forest village,Illinois,Small,Walk,56,0.6,0.6,IL,North Central
Park Ridge city,Illinois,Small,Walk,664,3.8,1.7,IL,North Central
Parker town,Colorado,Small,Walk,111,0.5,0.3,CO,West
Parkersburg city,West Virginia,Small,Walk,372,3,1,WV,South
Parkland city,Florida,Small,Walk,110,0.9,0.9,FL,South
Parma city,Ohio,Small,Walk,646,1.6,0.4,OH,North Central
Parma Heights city,Ohio,Small,Walk,91,1,0.6,OH,North Central
Pascagoula city,Mississippi,Small,Walk,333,3.6,1.5,MS,South
Pasco city,Washington,Small,Walk,422,1.7,0.8,WA,West
Passaic city,New Jersey,Small,Walk,2289,8.6,1.4,NJ,Northeast
Patterson city,California,Small,Walk,109,1.5,0.8,CA,West
Pawtucket city,Rhode Island,Small,Walk,992,3,0.9,RI,Northeast
Peabody city,Massachusetts,Small,Walk,411,1.6,0.5,MA,Northeast
Peachtree City city,Georgia,Small,Walk,167,1,0.6,GA,South
Pearl city,Mississippi,Small,Walk,55,0.5,0.4,MS,South
Pearland city,Texas,Small,Walk,126,0.3,0.2,TX,South
Peekskill city,New York,Small,Walk,649,5.4,1.8,NY,Northeast
Pekin city,Illinois,Small,Walk,295,2,0.9,IL,North Central
Pelham city,Alabama,Small,Walk,203,1.8,1.4,AL,South
Pensacola city,Florida,Small,Walk,683,2.8,0.9,FL,South
Perris city,California,Small,Walk,248,1.1,0.5,CA,West
Perrysburg city,Ohio,Small,Walk,131,1.2,0.7,OH,North Central
Perth Amboy city,New Jersey,Small,Walk,1050,4.9,1,NJ,Northeast
Petaluma city,California,Small,Walk,798,2.8,0.7,CA,West
Petersburg city,Virginia,Small,Walk,323,2.7,1.1,VA,South
Pflugerville city,Texas,Small,Walk,103,0.4,0.4,TX,South
Pharr city,Texas,Small,Walk,228,1,0.6,TX,South
Phenix City city,Alabama,Small,Walk,75,0.5,0.5,AL,South
Pico Rivera city,California,Small,Walk,462,1.7,0.6,CA,West
Pine Bluff city,Arkansas,Small,Walk,383,2.2,0.7,AR,South
Pinellas Park city,Florida,Small,Walk,173,0.8,0.4,FL,South
Piqua city,Ohio,Small,Walk,237,2.6,1.1,OH,North Central
Pittsburg city,California,Small,Walk,246,0.9,0.4,CA,West
Pittsburg city,Kansas,Small,Walk,295,3.3,1.3,KS,North Central
Pittsfield city,Massachusetts,Small,Walk,1026,5.1,1.2,MA,Northeast
Placentia city,California,Small,Walk,471,2,0.6,CA,West
Plainfield city,New Jersey,Small,Walk,1046,4.2,0.9,NJ,Northeast
Plainfield town,Indiana,Small,Walk,119,1,0.6,IN,North Central
Plainfield village,Illinois,Small,Walk,173,0.9,0.6,IL,North Central
Plainview city,Texas,Small,Walk,82,0.9,0.5,TX,South
Plant City city,Florida,Small,Walk,128,0.8,0.5,FL,South
Plantation city,Florida,Small,Walk,175,0.4,0.2,FL,South
Pleasant Grove city,Utah,Small,Walk,229,1.6,0.6,UT,West
Pleasant Hill city,California,Small,Walk,237,1.5,0.8,CA,West
Pleasant Prairie village,Wisconsin,Small,Walk,28,0.3,0.5,WI,North Central
Pleasanton city,California,Small,Walk,893,2.7,1,CA,West
Pleasantville city,New Jersey,Small,Walk,235,2.6,1.1,NJ,Northeast
Plum borough,Pennsylvania,Small,Walk,109,0.8,0.5,PA,Northeast
Plymouth city,Minnesota,Small,Walk,633,1.7,0.8,MN,North Central
Pocatello city,Idaho,Small,Walk,832,3.3,0.7,ID,West
Ponca City city,Oklahoma,Small,Walk,186,1.7,0.6,OK,South
Pontiac city,Michigan,Small,Walk,436,2.1,0.7,MI,North Central
Pooler city,Georgia,Small,Walk,25,0.3,0.5,GA,South
Port Arthur city,Texas,Small,Walk,229,1.1,0.5,TX,South
Port Chester village,New York,Small,Walk,1914,12.3,2.5,NY,Northeast
Port Hueneme city,California,Small,Walk,832,9,3.6,CA,West
Port Huron city,Michigan,Small,Walk,425,3.8,1.3,MI,North Central
Port Orange city,Florida,Small,Walk,381,1.6,0.9,FL,South
Portage city,Indiana,Small,Walk,195,1.2,0.7,IN,North Central
Portage city,Michigan,Small,Walk,143,0.6,0.3,MI,North Central
Porterville city,California,Small,Walk,203,1,0.5,CA,West
Portland city,Maine,Small,Walk,4493,12.5,1.2,ME,Northeast
Portsmouth city,New Hampshire,Small,Walk,701,5.7,2,NH,Northeast
Portsmouth city,Ohio,Small,Walk,453,6.2,1.8,OH,North Central
Portsmouth city,Virginia,Small,Walk,1650,3.8,0.8,VA,South
Post Falls city,Idaho,Small,Walk,193,1.5,0.9,ID,West
Pottstown borough,Pennsylvania,Small,Walk,748,7,1.8,PA,Northeast
Poughkeepsie city,New York,Small,Walk,982,7.4,1.7,NY,Northeast
Poway city,California,Small,Walk,393,1.7,0.6,CA,West
Prairie Village city,Kansas,Small,Walk,111,1,0.6,KS,North Central
Prattville city,Alabama,Small,Walk,113,0.7,0.6,AL,South
Prescott city,Arizona,Small,Walk,584,4,1.5,AZ,West
Prescott Valley town,Arizona,Small,Walk,273,1.7,1,AZ,West
Prichard city,Alabama,Small,Walk,37,0.5,0.5,AL,South
Prior Lake city,Minnesota,Small,Walk,47,0.4,0.3,MN,North Central
Pullman city,Washington,Small,Walk,3195,23.5,3.2,WA,West
Puyallup city,Washington,Small,Walk,503,2.7,1,WA,West
Queen Creek town,Arizona,Small,Walk,46,0.4,0.4,AZ,West
Quincy city,Illinois,Small,Walk,781,4.1,1,IL,North Central
Quincy city,Massachusetts,Small,Walk,1263,2.6,0.7,MA,Northeast
Racine city,Wisconsin,Small,Walk,824,2.5,0.7,WI,North Central
Radcliff city,Kentucky,Small,Walk,78,0.8,0.7,KY,South
Rahway city,New Jersey,Small,Walk,350,2.7,1.3,NJ,Northeast
Ramsey city,Minnesota,Small,Walk,46,0.4,0.3,MN,North Central
Rancho Cordova city,California,Small,Walk,525,1.9,0.5,CA,West
Rancho Palos Verdes city,California,Small,Walk,65,0.4,0.3,CA,West
Rancho Santa Margarita city,California,Small,Walk,309,1.2,0.6,CA,West
Rapid City city,South Dakota,Small,Walk,745,2.3,0.6,SD,North Central
Raytown city,Missouri,Small,Walk,30,0.2,0.2,MO,North Central
Reading city,Pennsylvania,Small,Walk,2350,7.8,1.1,PA,Northeast
Redding city,California,Small,Walk,825,2.3,0.7,CA,West
Redlands city,California,Small,Walk,1152,3.8,0.9,CA,West
Redmond city,Oregon,Small,Walk,322,3.1,1.4,OR,West
Redmond city,Washington,Small,Walk,1279,4.4,0.9,WA,West
Redondo Beach city,California,Small,Walk,698,1.9,0.6,CA,West
Redwood City city,California,Small,Walk,1206,3.1,0.7,CA,West
Reedley city,California,Small,Walk,163,1.8,1.4,CA,West
Renton city,Washington,Small,Walk,552,1.1,0.4,WA,West
Revere city,Massachusetts,Small,Walk,523,2.1,0.7,MA,Northeast
Rexburg city,Idaho,Small,Walk,1929,18,3.7,ID,West
Reynoldsburg city,Ohio,Small,Walk,196,1.1,0.5,OH,North Central
Richfield city,Minnesota,Small,Walk,627,3.3,0.9,MN,North Central
Richland city,Washington,Small,Walk,680,3,0.9,WA,West
Richmond city,Indiana,Small,Walk,447,3.2,1.1,IN,North Central
Richmond city,Kentucky,Small,Walk,847,5.7,1.5,KY,South
Ridgecrest city,California,Small,Walk,115,0.9,0.7,CA,West
Ridgeland city,Mississippi,Small,Walk,150,1.1,0.7,MS,South
Ridgewood village,New Jersey,Small,Walk,503,4.6,3,NJ,Northeast
Rio Rancho city,New Mexico,Small,Walk,179,0.5,0.2,NM,West
Riverbank city,California,Small,Walk,203,2.3,1.2,CA,West
Riverside city,Ohio,Small,Walk,108,1,0.7,OH,North Central
Riverton city,Utah,Small,Walk,257,1.4,0.6,UT,West
Riviera Beach city,Florida,Small,Walk,369,2.8,1.3,FL,South
Roanoke city,Virginia,Small,Walk,920,2.1,0.5,VA,South
Rochester city,New Hampshire,Small,Walk,389,2.5,1,NH,Northeast
Rochester Hills city,Michigan,Small,Walk,507,1.5,0.7,MI,North Central
Rock Hill city,South Carolina,Small,Walk,747,2.4,0.7,SC,South
Rock Island city,Illinois,Small,Walk,842,4.9,1,IL,North Central
Rock Springs city,Wyoming,Small,Walk,249,2.1,0.8,WY,West
Rockledge city,Florida,Small,Walk,11,0.1,0.1,FL,South
Rocklin city,California,Small,Walk,206,0.8,0.3,CA,West
Rockville Centre village,New York,Small,Walk,164,1.4,0.9,NY,Northeast
Rockville city,Maryland,Small,Walk,790,2.4,0.6,MD,South
Rockwall city,Texas,Small,Walk,160,0.9,0.5,TX,South
Rocky Mount city,North Carolina,Small,Walk,193,0.9,0.4,NC,South
Rocky River city,Ohio,Small,Walk,92,1,0.6,OH,North Central
Rogers city,Arkansas,Small,Walk,655,2.5,0.8,AR,South
Rohnert Park city,California,Small,Walk,434,2.1,1.4,CA,West
Rolling Meadows city,Illinois,Small,Walk,292,2.5,1.2,IL,North Central
Rome city,Georgia,Small,Walk,386,2.8,1,GA,South
Rome city,New York,Small,Walk,547,4,1.1,NY,Northeast
Romeoville village,Illinois,Small,Walk,293,1.6,0.6,IL,North Central
Romulus city,Michigan,Small,Walk,61,0.6,0.4,MI,North Central
Roseburg city,Oregon,Small,Walk,187,2.3,1.3,OR,West
Roselle borough,New Jersey,Small,Walk,201,2,1.1,NJ,Northeast
Roselle village,Illinois,Small,Walk,165,1.4,0.9,IL,North Central
Rosemead city,California,Small,Walk,305,1.3,0.5,CA,West
Rosemount city,Minnesota,Small,Walk,102,0.9,0.7,MN,North Central
Rosenberg city,Texas,Small,Walk,186,1.3,0.9,TX,South
Roseville city,Michigan,Small,Walk,225,1.1,0.5,MI,North Central
Roseville city,Minnesota,Small,Walk,281,1.6,0.7,MN,North Central
Roswell city,Georgia,Small,Walk,473,1,0.3,GA,South
Roswell city,New Mexico,Small,Walk,385,2,0.9,NM,West
Round Lake Beach village,Illinois,Small,Walk,226,1.7,1.1,IL,North Central
Rowlett city,Texas,Small,Walk,59,0.2,0.2,TX,South
Roy city,Utah,Small,Walk,96,0.6,0.3,UT,West
Royal Oak city,Michigan,Small,Walk,550,1.7,0.5,MI,North Central
Royal Palm Beach village,Florida,Small,Walk,109,0.7,0.6,FL,South
Russellville city,Arkansas,Small,Walk,374,2.9,1.2,AR,South
Ruston city,Louisiana,Small,Walk,643,7,2.8,LA,South
Saginaw city,Michigan,Small,Walk,354,2.2,0.6,MI,North Central
Saginaw city,Texas,Small,Walk,47,0.5,0.4,TX,South
Sahuarita town,Arizona,Small,Walk,77,0.8,0.6,AZ,West
Salem city,Massachusetts,Small,Walk,1455,6.8,1.2,MA,Northeast
Salem city,Virginia,Small,Walk,435,3.9,1.4,VA,South
Salina city,Kansas,Small,Walk,546,2.3,0.6,KS,North Central
Salisbury city,Maryland,Small,Walk,578,4.5,1.5,MD,South
Salisbury city,North Carolina,Small,Walk,167,1.4,0.7,NC,South
Sammamish city,Washington,Small,Walk,223,1,0.5,WA,West
San Angelo city,Texas,Small,Walk,2840,6.4,1.3,TX,South
San Benito city,Texas,Small,Walk,313,3.9,1.8,TX,South
San Bruno city,California,Small,Walk,339,1.5,0.6,CA,West
San Carlos city,California,Small,Walk,215,1.5,0.6,CA,West
San Clemente city,California,Small,Walk,473,1.6,0.6,CA,West
San Dimas city,California,Small,Walk,315,2,1.2,CA,West
San Fernando city,California,Small,Walk,220,2.2,1,CA,West
San Gabriel city,California,Small,Walk,689,3.8,2.4,CA,West
San Jacinto city,California,Small,Walk,322,2.3,1,CA,West
San Juan Capistrano city,California,Small,Walk,287,1.9,1,CA,West
San Juan city,Texas,Small,Walk,180,1.5,1.3,TX,South
San Leandro city,California,Small,Walk,729,1.8,0.6,CA,West
San Luis city,Arizona,Small,Walk,40,0.6,0.9,AZ,West
San Luis Obispo city,California,Small,Walk,1865,8.2,1.6,CA,West
San Marcos city,California,Small,Walk,351,1,0.4,CA,West
San Marcos city,Texas,Small,Walk,1044,5,1.2,TX,South
San Mateo city,California,Small,Walk,1930,3.8,0.7,CA,West
San Pablo city,California,Small,Walk,167,1.4,0.9,CA,West
San Rafael city,California,Small,Walk,1340,4.6,1.4,CA,West
San Ramon city,California,Small,Walk,557,1.6,0.8,CA,West
Sandusky city,Ohio,Small,Walk,209,1.9,0.8,OH,North Central
Sandy city,Utah,Small,Walk,646,1.5,0.4,UT,West
Sandy Springs city,Georgia,Small,Walk,536,1,0.4,GA,South
Sanford city,Florida,Small,Walk,266,1.2,0.5,FL,South
Sanford city,North Carolina,Small,Walk,189,1.6,0.8,NC,South
Sanger city,California,Small,Walk,146,1.6,0.9,CA,West
Santa Barbara city,California,Small,Walk,3123,6.8,1.1,CA,West
Santa Cruz city,California,Small,Walk,2745,9.4,1.5,CA,West
Santa Fe city,New Mexico,Small,Walk,1268,3.8,0.6,NM,West
Santa Monica city,California,Small,Walk,2635,5.5,0.9,CA,West
Santa Paula city,California,Small,Walk,241,2,0.9,CA,West
Santee city,California,Small,Walk,270,1.1,0.5,CA,West
Sapulpa city,Oklahoma,Small,Walk,53,0.6,0.4,OK,South
Sarasota city,Florida,Small,Walk,818,3.6,0.9,FL,South
Saratoga city,California,Small,Walk,121,1,0.6,CA,West
Saratoga Springs city,New York,Small,Walk,1332,9.8,1.9,NY,Northeast
Saratoga Springs city,Utah,Small,Walk,26,0.4,0.4,UT,West
Savage city,Minnesota,Small,Walk,68,0.5,0.3,MN,North Central
Sayreville borough,New Jersey,Small,Walk,241,1.1,0.6,NJ,Northeast
Schaumburg village,Illinois,Small,Walk,300,0.7,0.3,IL,North Central
Schenectady city,New York,Small,Walk,2068,7,1.1,NY,Northeast
Schererville town,Indiana,Small,Walk,98,0.6,0.4,IN,North Central
Schertz city,Texas,Small,Walk,71,0.5,0.3,TX,South
Scranton city,Pennsylvania,Small,Walk,2561,7.8,0.9,PA,Northeast
Seal Beach city,California,Small,Walk,321,3.5,1.4,CA,West
Searcy city,Arkansas,Small,Walk,613,6.3,2.1,AR,South
Seaside city,California,Small,Walk,505,3.2,1,CA,West
SeaTac city,Washington,Small,Walk,234,1.9,1,WA,West
Sebastian city,Florida,Small,Walk,35,0.4,0.4,FL,South
Sedalia city,Missouri,Small,Walk,160,1.7,0.8,MO,North Central
Seguin city,Texas,Small,Walk,350,3.3,1.4,TX,South
Selma city,Alabama,Small,Walk,175,3,1.5,AL,South
Selma city,California,Small,Walk,101,1.1,0.7,CA,West
Shaker Heights city,Ohio,Small,Walk,247,1.8,0.7,OH,North Central
Shakopee city,Minnesota,Small,Walk,275,1.4,0.7,MN,North Central
Shawnee city,Kansas,Small,Walk,170,0.5,0.3,KS,North Central
Shawnee city,Oklahoma,Small,Walk,386,3,0.9,OK,South
Sheboygan city,Wisconsin,Small,Walk,666,2.8,0.8,WI,North Central
Shelby city,North Carolina,Small,Walk,151,2.1,1.2,NC,South
Shelbyville city,Tennessee,Small,Walk,16,0.2,0.3,TN,South
Shelton city,Connecticut,Small,Walk,116,0.6,0.3,CT,Northeast
Sherman city,Texas,Small,Walk,454,2.8,0.9,TX,South
Sherwood city,Arkansas,Small,Walk,143,0.9,0.7,AR,South
Shoreline city,Washington,Small,Walk,560,2.2,0.7,WA,West
Shoreview city,Minnesota,Small,Walk,103,0.8,0.8,MN,North Central
Sidney city,Ohio,Small,Walk,124,1.3,0.7,OH,North Central
Sierra Vista city,Arizona,Small,Walk,1128,5.5,1.8,AZ,West
Sioux City city,Iowa,Small,Walk,715,1.8,0.4,IA,North Central
Skokie village,Illinois,Small,Walk,472,1.6,0.6,IL,North Central
Slidell city,Louisiana,Small,Walk,152,1.3,0.7,LA,South
Smyrna city,Georgia,Small,Walk,305,1.1,0.5,GA,South
Smyrna town,Tennessee,Small,Walk,92,0.5,0.4,TN,South
Socorro city,Texas,Small,Walk,128,1.1,0.7,TX,South
Soledad city,California,Small,Walk,78,1.3,1.2,CA,West
Solon city,Ohio,Small,Walk,77,0.7,0.4,OH,North Central
Somerville city,Massachusetts,Small,Walk,4627,10.1,1,MA,Northeast
South El Monte city,California,Small,Walk,490,5.9,2.1,CA,West
South Elgin village,Illinois,Small,Walk,79,0.7,0.5,IL,North Central
South Euclid city,Ohio,Small,Walk,182,1.6,0.7,OH,North Central
South Gate city,California,Small,Walk,779,2.1,0.5,CA,West
South Holland village,Illinois,Small,Walk,91,1,0.7,IL,North Central
South Jordan city,Utah,Small,Walk,235,1,0.4,UT,West
South Lake Tahoe city,California,Small,Walk,863,8.2,2,CA,West
South Milwaukee city,Wisconsin,Small,Walk,188,1.9,0.8,WI,North Central
South Pasadena city,California,Small,Walk,155,1.2,0.6,CA,West
South Plainfield borough,New Jersey,Small,Walk,107,0.9,0.5,NJ,Northeast
South Portland city,Maine,Small,Walk,373,2.7,0.9,ME,Northeast
South Salt Lake city,Utah,Small,Walk,242,2.3,1.1,UT,West
South San Francisco city,California,Small,Walk,1186,3.8,1.2,CA,West
South St. Paul city,Minnesota,Small,Walk,180,1.7,0.9,MN,North Central
Southaven city,Mississippi,Small,Walk,40,0.2,0.2,MS,South
Southfield city,Michigan,Small,Walk,499,1.6,0.6,MI,North Central
Southgate city,Michigan,Small,Walk,157,1.2,0.6,MI,North Central
Southlake city,Texas,Small,Walk,121,1.1,0.5,TX,South
Spanish Fork city,Utah,Small,Walk,96,0.7,0.4,UT,West
Sparks city,Nevada,Small,Walk,542,1.3,0.4,NV,West
Spartanburg city,South Carolina,Small,Walk,554,3.7,1.1,SC,South
Spokane Valley city,Washington,Small,Walk,484,1.2,0.4,WA,West
Spring Hill city,Tennessee,Small,Walk,138,1,1.1,TN,South
Spring Valley village,New York,Small,Walk,687,4.9,1.8,NY,Northeast
Springdale city,Arkansas,Small,Walk,390,1.3,0.5,AR,South
Springfield city,Ohio,Small,Walk,1068,4.6,1,OH,North Central
Springfield city,Oregon,Small,Walk,735,2.8,0.8,OR,West
Springville city,Utah,Small,Walk,189,1.5,0.6,UT,West
St. Charles city,Illinois,Small,Walk,402,2.3,1.2,IL,North Central
St. Charles city,Missouri,Small,Walk,747,2.2,0.6,MO,North Central
St. Clair Shores city,Michigan,Small,Walk,231,0.8,0.4,MI,North Central
St. Cloud city,Florida,Small,Walk,154,1,0.7,FL,South
St. Cloud city,Minnesota,Small,Walk,1220,3.6,0.8,MN,North Central
St. George city,Utah,Small,Walk,887,3.2,0.8,UT,West
St. Joseph city,Missouri,Small,Walk,804,2.3,0.6,MO,North Central
St. Louis Park city,Minnesota,Small,Walk,423,1.6,0.6,MN,North Central
St. Peters city,Missouri,Small,Walk,202,0.7,0.3,MO,North Central
Stanton city,California,Small,Walk,581,3.4,2.1,CA,West
Starkville city,Mississippi,Small,Walk,419,4.1,1.4,MS,South
State College borough,Pennsylvania,Small,Walk,5486,36.2,3.2,PA,Northeast
Statesboro city,Georgia,Small,Walk,498,4.5,1.9,GA,South
Statesville city,North Carolina,Small,Walk,83,0.8,0.5,NC,South
Staunton city,Virginia,Small,Walk,785,7.1,1.7,VA,South
Stevens Point city,Wisconsin,Small,Walk,1558,11.7,1.9,WI,North Central
Stillwater city,Oklahoma,Small,Walk,1977,8.7,1.2,OK,South
Stockbridge city,Georgia,Small,Walk,26,0.2,0.3,GA,South
Stow city,Ohio,Small,Walk,234,1.3,0.7,OH,North Central
Streamwood village,Illinois,Small,Walk,119,0.6,0.3,IL,North Central
Strongsville city,Ohio,Small,Walk,234,1,0.4,OH,North Central
Suffolk city,Virginia,Small,Walk,247,0.6,0.2,VA,South
Sugar Land city,Texas,Small,Walk,376,1,0.5,TX,South
Suisun City city,California,Small,Walk,167,1.3,0.8,CA,West
Sulphur city,Louisiana,Small,Walk,100,1.2,1,LA,South
Summerville town,South Carolina,Small,Walk,263,1.4,0.7,SC,South
Summit city,New Jersey,Small,Walk,603,6.2,2.4,NJ,Northeast
Sumter city,South Carolina,Small,Walk,568,3.4,0.9,SC,South
Sun Prairie city,Wisconsin,Small,Walk,188,1.1,0.5,WI,North Central
Sunny Isles Beach city,Florida,Small,Walk,364,3.9,1.9,FL,South
Sunrise city,Florida,Small,Walk,309,0.7,0.3,FL,South
Superior city,Wisconsin,Small,Walk,545,3.9,1.1,WI,North Central
Sweetwater city,Florida,Small,Walk,172,2.3,1.5,FL,South
Syracuse city,Utah,Small,Walk,20,0.2,0.2,UT,West
Tamarac city,Florida,Small,Walk,73,0.3,0.2,FL,South
Tarpon Springs city,Florida,Small,Walk,88,1,0.7,FL,South
Taunton city,Massachusetts,Small,Walk,379,1.4,0.5,MA,Northeast
