category,logo,production,type,title,distributor,producer,year,page,page_id
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/family-guy-600x600.jpg?itok=_IH64CRF,"Danny Smith, Lyrics by",Nominee,Family Guy,FOX,Fox Television Animation,2011,655,6
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Andy Samberg, Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,7
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Akiva Schaffer, Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,7
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Jorma Taccone, Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,7
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Justin Franks, Music by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,7
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Jerrod Bettis, Music by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,7
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Andy Samberg, Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,8
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Akiva Schaffer, Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,8
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Jorma Taccone, Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,8
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Mike Woods, Music by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,8
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/RobertKlein_0_0.JPG?itok=K5ouBPyj,"Bob Stein, Music & Lyrics by",Nominee,Robert Klein: Unfair & Unbalanced,HBO,Froben Enterprises in association with HBO Entertainment,2011,655,9
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/RobertKlein_0_0.JPG?itok=K5ouBPyj,"Robert Klein, Music & Lyrics by",Nominee,Robert Klein: Unfair & Unbalanced,HBO,Froben Enterprises in association with HBO Entertainment,2011,655,9
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Andy Samberg, Music & Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,10
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Akiva Schaffer, Music & Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,10
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Jorma Taccone, Music & Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,10
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Justin Timberlake, Music & Lyrics by",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,655,10
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Katreese Barnes, Music by",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,656,1
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Seth Meyers, Lyrics by",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,656,1
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"Justin Timberlake, Lyrics by",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,656,1
Outstanding Original Music And Lyrics - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/snl-logo-300x300.jpg?itok=EhupWjnx,"John Mulaney, Lyrics by",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2011,656,1
Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera) - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/the-big-bang-theory-logo.jpg?itok=vLush3xP,"Peter Chakos, ",Nominee,The Big Bang Theory,CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",2011,656,2
Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera) - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/30rock_logo.jpg?itok=FcE4str5,"Meg Reticker, Editor",Nominee,30 Rock,NBC,"Broadway Video, Little Stranger, Inc. in association with Universal Media Studios",2011,656,3
Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera) - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Modern-Family-color%20copy.jpg?itok=sDfWXYV5,"Ryan Case, Editor",Nominee,Modern Family,ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,2011,656,4
Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera) - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Modern-Family-color%20copy.jpg?itok=sDfWXYV5,"Jonathan Maxwell Schwartz, Editor",Nominee,Modern Family,ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,2011,656,5
Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera) - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/how-i-met-your-mother.jpg?itok=kJj17Ija,"Sue Federman, Edited by",Winner,How I Met Your Mother,CBS,Twentieth Century Fox Television,2011,656,6
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Marc Cohen, Editor",Nominee,Carrie Fisher In Wishful Drinking,HBO,A World of Wonder Production in association with HBO Documentary Films,2011,656,7
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"David W. Foster, Editor",Nominee,Ricky Gervais: Out Of England 2 - The Stand-Up Special,HBO,"Gervais Ink, Inc and Moffitt-Lee Productions in association with HBO Entertainment",2011,656,8
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Michael Polito, Editor",Nominee,Thurgood,HBO,"A Stevens Company Production in association with Ostar Productions, Cinema Gypsy Productions and HBO Films",2011,656,9
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Louis C.K., Editor",Nominee,Louis C.K.: Hilarious,EPIX,Hilarious Inc,2011,656,10
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Mike Polito, Editor",Winner,Lady GaGa Presents The Monster Ball Tour:  At Madison Square Garden,HBO,Mermaid Films in association with HBO Entertainment,2011,657,1
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Bill DeRonde, Editor",Winner,Lady GaGa Presents The Monster Ball Tour:  At Madison Square Garden,HBO,Mermaid Films in association with HBO Entertainment,2011,657,1
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Kevin O'Dea, Editor",Winner,Lady GaGa Presents The Monster Ball Tour:  At Madison Square Garden,HBO,Mermaid Films in association with HBO Entertainment,2011,657,1
Outstanding Picture Editing For A Special (Single Or Multi-Camera) - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Katie Hetland, Editor",Winner,Lady GaGa Presents The Monster Ball Tour:  At Madison Square Garden,HBO,Mermaid Films in association with HBO Entertainment,2011,657,1
Outstanding Picture Editing For Nonfiction Programming - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Sam Pollard, Supervising Editor",Nominee,If God Is Willing And Da Creek Don't Rise,HBO,40 Acres and A Mule Filmworks in association with HBO Documentary Films,2011,657,2
Outstanding Picture Editing For Nonfiction Programming - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Geeta Gandbhir, Editor",Nominee,If God Is Willing And Da Creek Don't Rise,HBO,40 Acres and A Mule Filmworks in association with HBO Documentary Films,2011,657,2
Outstanding Picture Editing For Nonfiction Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Ed Barteski, Editor",Nominee,American Masters,PBS,A Production of American Masters for THIRTEEN,2011,657,3
Outstanding Picture Editing For Nonfiction Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Deborah Peretz, Editor",Nominee,American Masters,PBS,A Production of American Masters for THIRTEEN,2011,657,3
Outstanding Picture Editing For Nonfiction Programming - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Eric Lasby, Editor",Nominee,Anthony Bourdain: No Reservations,Travel Channel,"Zero Point Zero Production, Inc.",2011,657,4
Outstanding Picture Editing For Nonfiction Programming - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Cameron Teisher, Edited by",Nominee,Becoming Chaz,OWN,World of Wonder Productions,2011,657,5
Outstanding Picture Editing For Nonfiction Programming - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Lewis Erskine, Edited By",Winner,Freedom Riders,PBS,A production of Firelight Films for American Experience,2011,657,6
Outstanding Picture Editing For Nonfiction Programming - 2011,/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Aljernon Tunsil, Edited By",Winner,Freedom Riders,PBS,A production of Firelight Films for American Experience,2011,657,6
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Project-Runway-w0718_0.jpg?itok=b0Qa_vK_,"Lisa P. Trulli, Editor",Nominee,Project Runway,Lifetime,"The Weinstein Company, Miramax Films, Bunim-Murray Productions and Full Picture",2011,657,7
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Project-Runway-w0718_0.jpg?itok=b0Qa_vK_,"Blue, Editor",Nominee,Project Runway,Lifetime,"The Weinstein Company, Miramax Films, Bunim-Murray Productions and Full Picture",2011,657,7
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Project-Runway-w0718_0.jpg?itok=b0Qa_vK_,"Erik Hammarberg, Editor",Nominee,Project Runway,Lifetime,"The Weinstein Company, Miramax Films, Bunim-Murray Productions and Full Picture",2011,657,7
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Project-Runway-w0718_0.jpg?itok=b0Qa_vK_,"Josh Franco, Editor",Nominee,Project Runway,Lifetime,"The Weinstein Company, Miramax Films, Bunim-Murray Productions and Full Picture",2011,657,7
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Eric Goldfarb, Editor",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011,657,8
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Julian Gomez, Editor",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011,657,8
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Andrew Kozar, Editor",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011,657,8
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Paul C. Nielsen, Editor",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011,657,8
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Michael Bolanowski, Editor",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011,657,8
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Jennifer Nelson, Editor",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011,657,8
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-amazing-race-2021-600x600.jpg?itok=MfHCwYZB,"Jacob Parsons, Editor",Nominee,The Amazing Race,CBS,World Race Productions Inc.,2011,657,8
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/survivor-2019-600x600.jpg?itok=FcrkP19y,"MICHAEL GREER, Supervising Editor",Nominee,Survivor,CBS,Mark Burnett Productions,2011,657,9
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/survivor-2019-600x600.jpg?itok=FcrkP19y,"Chad Bertalotto, Editor",Nominee,Survivor,CBS,Mark Burnett Productions,2011,657,9
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/survivor-2019-600x600.jpg?itok=FcrkP19y,"Eric Gardner, Editor",Nominee,Survivor,CBS,Mark Burnett Productions,2011,657,9
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/survivor-2019-600x600.jpg?itok=FcrkP19y,"Andrew Bolhuis, Editor",Nominee,Survivor,CBS,Mark Burnett Productions,2011,657,9
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/survivor-2019-600x600.jpg?itok=FcrkP19y,"James Ciccarello, Editor",Nominee,Survivor,CBS,Mark Burnett Productions,2011,657,9
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/survivor-2019-600x600.jpg?itok=FcrkP19y,"Evan Mediuch, Editor",Nominee,Survivor,CBS,Mark Burnett Productions,2011,657,9
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/survivor-2019-600x600.jpg?itok=FcrkP19y,"H.A. Arnarson, Editor",Nominee,Survivor,CBS,Mark Burnett Productions,2011,657,9
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Kevin Kearney, Co-Lead Editor",Nominee,Top Chef,Bravo,Magical Elves,2011,657,10
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"LaRonda Morris, Co-Lead Editor",Nominee,Top Chef,Bravo,Magical Elves,2011,657,10
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Bri Dellinger, Edited by",Nominee,Top Chef,Bravo,Magical Elves,2011,657,10
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Michael Lynn Deis, Edited by",Nominee,Top Chef,Bravo,Magical Elves,2011,657,10
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Chris Colombel, Editor",Nominee,Top Chef,Bravo,Magical Elves,2011,657,10
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Tom Danon, Editor",Nominee,Top Chef,Bravo,Magical Elves,2011,657,10
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-top-chef-2021-600x600.jpg?itok=tOPuUk1i,"Jeff Nemetz, Editor",Nominee,Top Chef,Bravo,Magical Elves,2011,657,10
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/DeadliestCatch_10-600x600.jpg?itok=jLfRkzyi,"Josh Earl, ",Winner,Deadliest Catch,Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",2011,658,1
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/DeadliestCatch_10-600x600.jpg?itok=jLfRkzyi,"Kelly Coskran, Supervising Editor",Winner,Deadliest Catch,Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",2011,658,1
Outstanding Picture Editing For Reality Programming - 2011,https://www.emmys.com/sites/default/files/styles/show_search/public/DeadliestCatch_10-600x600.jpg?itok=jLfRkzyi,"Alex Durham, Editor",Winner,Deadliest Catch,Discovery Channel,"Original Productions, LLC, a FremantleMedia Company for the Discovery Channel",2011,658,1
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Eryn Krueger Mekash, Department Head Makeup Artist",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Jen Greenberg, Key Makeup Artist",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Kelley Mitchell, Makeup Artist",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Robin Luce, Makeup Artist",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Mike Mekash, Makeup Artist",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Melissa Buell, Makeup Artist",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Christien Tinsley, Prosthetic Designer",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/Glee_logo_black.jpg?itok=_2CNxphG,"Hiroshi Yada, Prosthetic Designer",Nominee,Glee,FOX,Ryan Murphy Productions in association with Twentieth Century Fox Television,2011,658,2
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/greys-logo_0.png?itok=VuSOIQHL,"Norman T. Leavitt, Department Head Makeup Artist",Nominee,Grey's Anatomy,ABC,ABC Studios,2011,658,3
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/greys-logo_0.png?itok=VuSOIQHL,"THOM FLOUTZ, Special Makeup Effects Department Head",Nominee,Grey's Anatomy,ABC,ABC Studios,2011,658,3
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/greys-logo_0.png?itok=VuSOIQHL,"Bari Dreiband-Burman, Special Makeup Effects Artist",Nominee,Grey's Anatomy,ABC,ABC Studios,2011,658,3
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/greys-logo_0.png?itok=VuSOIQHL,"Sue LaPrelle, Makeup Effects Artist",Nominee,Grey's Anatomy,ABC,ABC Studios,2011,658,3
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/greys-logo_0.png?itok=VuSOIQHL,"Ed French, Makeup Effects Artist",Nominee,Grey's Anatomy,ABC,ABC Studios,2011,658,3
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/greys-logo_0.png?itok=VuSOIQHL,"Vincent Van Dyke, Prosthetic Designer",Nominee,Grey's Anatomy,ABC,ABC Studios,2011,658,3
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/greys-logo_0.png?itok=VuSOIQHL,"Tom Burman, Prosthetic Designer",Nominee,Grey's Anatomy,ABC,ABC Studios,2011,658,3
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Paul Engelen, Department Head Makeup Artist",Nominee,Game Of Thrones,HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",2011,658,4
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Conor O'Sullivan, Special Makeup Effects Artist",Nominee,Game Of Thrones,HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",2011,658,4
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Camille Della Santina, Department Head Makeup Artist",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Karen Iverson, Special Makeup Effects Artist",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Mary Kay Witt, Special Makeup Effects Artist",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Suzanne Diaz, ",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Chris Nelson, ",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Greg Nelson, Special Makeup Effects Artist",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Matthew W. Mungle, ",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",/sites/all/themes/emmys/img/winners_outsanding_video_no_image.jpg,"Michael McCracken, Prosthetic Designer",Nominee,The Cape,NBC,Produced by Universal Media Studios and BermanBraun,2011,658,5
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/The-Walking-Dead_0.jpg?itok=YZ29f2ib,"Greg Nicotero, Special Makeup Effects Department Head",Winner,The Walking Dead,AMC,AMC Studios,2011,658,6
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/The-Walking-Dead_0.jpg?itok=YZ29f2ib,"Andy Schoneberg, Special Makeup Effects Artist",Winner,The Walking Dead,AMC,AMC Studios,2011,658,6
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/The-Walking-Dead_0.jpg?itok=YZ29f2ib,"Garrett Immel, Special Makeup Effects Artist",Winner,The Walking Dead,AMC,AMC Studios,2011,658,6
"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special - 2011",https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/The-Walking-Dead_0.jpg?itok=YZ29f2ib,"Jake Garber, Special Makeup Effects Artist",Winner,The Walking Dead,AMC,AMC Studios,2011,658,6
