prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",1/3,729,Individual,Alan J. Heeger,1936-01-22,"Sioux City, IA",United States of America,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",1/3,730,Individual,Alan G. MacDiarmid,1927-04-14,Masterton,New Zealand,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2007-02-07,"Drexel Hill, PA",United States of America
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",1/3,731,Individual,Hideki Shirakawa,1936-08-20,Tokyo,Japan,Male,University of Tsukuba,Tokyo,Japan,NA,NA,NA
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,"""for his development of theory and methods for analyzing selective samples""",1/2,732,Individual,James J. Heckman,1944-04-19,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,"""for his development of theory and methods for analyzing discrete choice""",1/2,733,Individual,Daniel L. McFadden,1937-07-29,"Raleigh, NC",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
2000,Literature,The Nobel Prize in Literature 2000,"""for an æuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""",1/1,734,Individual,Gao Xingjian,1940-01-04,Ganzhou,China,Male,NA,NA,NA,NA,NA,NA
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",1/3,722,Individual,Arvid Carlsson,1923-01-25,Uppsala,Sweden,Male,Göteborg University,Gothenburg,Sweden,NA,NA,NA
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",1/3,723,Individual,Paul Greengard,1925-12-11,"New York, NY",United States of America,Male,Rockefeller University,"New York, NY",United States of America,NA,NA,NA
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",1/3,724,Individual,Eric R. Kandel,1929-11-07,Vienna,Austria,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2000,Peace,The Nobel Peace Prize 2000,"""for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular""",1/1,725,Individual,Kim Dae-jung,1925-12-03,Mokpo,Korea (South Korea),Male,NA,NA,NA,2009-08-18,NA,NA
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics""",1/4,726,Individual,Zhores I. Alferov,1930-03-15,"Vitebsk, Belorussia",Union of Soviet Socialist Republics (Belarus),Male,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,NA,NA,NA
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics""",1/4,727,Individual,Herbert Kroemer,1928-08-25,Weimar,Germany,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for his part in the invention of the integrated circuit""",1/2,728,Individual,Jack S. Kilby,1923-11-08,"Jefferson City, MO",United States of America,Male,Texas Instruments,"Dallas, TX",United States of America,2005-06-20,"Dallas, TX",United States of America
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for their work on chirally catalysed hydrogenation reactions""",1/4,741,Individual,William S. Knowles,1917-06-01,"Taunton, MA",United States of America,Male,NA,"St. Louis, MO",United States of America,2012-06-13,"Chesterfield, MO",United States of America
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for their work on chirally catalysed hydrogenation reactions""",1/4,742,Individual,Ryoji Noyori,1938-09-03,Kobe,Japan,Male,Nagoya University,Nagoya,Japan,NA,NA,NA
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for his work on chirally catalysed oxidation reactions""",1/2,743,Individual,K. Barry Sharpless,1941-04-28,"Philadelphia, PA",United States of America,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,NA,NA,NA
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",1/3,744,Individual,George A. Akerlof,1940-06-17,"New Haven, CT",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",1/3,745,Individual,A. Michael Spence,NA,"Montclair, NJ",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",1/3,746,Individual,Joseph E. Stiglitz,1943-02-09,"Gary, IN",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2001,Literature,The Nobel Prize in Literature 2001,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",1/1,747,Individual,Sir Vidiadhar Surajprasad Naipaul,1932-08-17,NA,Trinidad,Male,NA,NA,NA,NA,NA,NA
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",1/3,735,Individual,Leland H. Hartwell,1939-10-30,"Los Angeles, CA",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,NA,NA,NA
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",1/3,736,Individual,Tim Hunt,1943-02-19,Neston,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,NA,NA,NA
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",1/3,737,Individual,Sir Paul M. Nurse,1949-01-25,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,NA,NA,NA
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",1/2,748,Organization,United Nations (U.N.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",1/2,749,Individual,Kofi Annan,1938-04-08,Kumasi,Gold Coast (Ghana),Male,NA,NA,NA,NA,NA,NA
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",1/3,738,Individual,Eric A. Cornell,1961-12-19,"Palo Alto, CA",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",1/3,739,Individual,Wolfgang Ketterle,1957-10-21,Heidelberg,West Germany (Germany),Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",1/3,740,Individual,Carl E. Wieman,1951-03-26,"Corvallis, OR",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",1/4,756,Individual,John B. Fenn,1917-06-15,"New York, NY",United States of America,Male,Virginia Commonwealth University,"Richmond, VA",United States of America,2010-12-10,"Richmond, VA",United States of America
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",1/4,757,Individual,Koichi Tanaka,1959-08-03,Toyama City,Japan,Male,Shimadzu Corp.,Kyoto,Japan,NA,NA,NA
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",1/2,758,Individual,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,NA,NA,NA
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",1/2,758,Individual,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,NA,NA,NA
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",1/2,759,Individual,Daniel Kahneman,1934-03-05,Tel Aviv,British Mandate of Palestine (Israel),Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",1/2,760,Individual,Vernon L. Smith,1927-01-01,"Wichita, KS",United States of America,Male,George Mason University,"Fairfax, VA",United States of America,NA,NA,NA
2002,Literature,The Nobel Prize in Literature 2002,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",1/1,761,Individual,Imre Kertész,1929-11-09,Budapest,Hungary,Male,NA,NA,NA,2016-03-31,Budapest,Hungary
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1/3,750,Individual,Sydney Brenner,1927-01-13,Germiston,South Africa,Male,The Molecular Sciences Institute,"Berkeley, CA",United States of America,NA,NA,NA
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1/3,751,Individual,H. Robert Horvitz,1947-05-08,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",1/3,752,Individual,John E. Sulston,1942-03-27,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,NA,NA,NA
2002,Peace,The Nobel Peace Prize 2002,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",1/1,762,Individual,Jimmy Carter,1924-10-01,"Plains, GA",United States of America,Male,NA,NA,NA,NA,NA,NA
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",1/4,753,Individual,Raymond Davis Jr.,1914-10-14,"Washington, DC",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2006-05-31,"Blue Point, NY",United States of America
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",1/4,754,Individual,Masatoshi Koshiba,1926-09-19,Toyohashi,Japan,Male,University of Tokyo,Tokyo,Japan,NA,NA,NA
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",1/2,755,Individual,Riccardo Giacconi,1931-10-06,Genoa,Italy,Male,Associated Universities Inc.,"Washington, DC",United States of America,NA,NA,NA
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for the discovery of water channels""",1/2,769,Individual,Peter Agre,1949-01-30,"Northfield, MN",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",1/2,770,Individual,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Rockefeller University,"New York, NY",United States of America,NA,NA,NA
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",1/2,770,Individual,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",1/2,771,Individual,Robert F. Engle III,1942-11-10,"Syracuse, NY",United States of America,Male,New York University,"New York, NY",United States of America,NA,NA,NA
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with common trends (cointegration)""",1/2,772,Individual,Clive W.J. Granger,1934-09-04,Swansea,United Kingdom,Male,University of California,"San Diego, CA",United States of America,2009-05-27,"San Diego, CA",United States of America
2003,Literature,The Nobel Prize in Literature 2003,"""who in innumerable guises portrays the surprising involvement of the outsider""",1/1,763,Individual,John M. Coetzee,1940-02-09,Cape Town,South Africa,Male,NA,NA,NA,NA,NA,NA
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1/2,764,Individual,Paul C. Lauterbur,1929-05-06,"Sidney, OH",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,2007-03-27,"Urbana, IL",United States of America
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1/2,765,Individual,Sir Peter Mansfield,1933-10-09,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,2017-02-08,NA,NA
2003,Peace,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",1/1,773,Individual,Shirin Ebadi,1947-06-21,Hamadan,Iran,Female,NA,NA,NA,NA,NA,NA
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1/3,766,Individual,Alexei A. Abrikosov,1928-06-25,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,"Argonne, IL",United States of America,NA,NA,NA
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1/3,767,Individual,Vitaly L. Ginzburg,1916-10-04,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2009-11-08,NA,NA
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1/3,768,Individual,Anthony J. Leggett,1938-03-26,London,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,NA,NA,NA
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,779,Individual,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,780,Individual,Avram Hershko,1937-12-31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,781,Individual,Irwin Rose,1926-07-16,"Brooklyn, NY",United States of America,Male,University of California,"Irvine, CA",United States of America,2015-06-03,"Deerfield, MA",United States of America
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,786,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,NA,NA,NA
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,786,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,University of California,"Santa Barbara, CA",United States of America,NA,NA,NA
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,787,Individual,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,NA,NA,NA
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,787,Individual,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Federal Reserve Bank of Minneapolis,"Minneapolis, MN",United States of America,NA,NA,NA
2004,Literature,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",1/1,782,Individual,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Female,NA,NA,NA,NA,NA,NA
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1/2,774,Individual,Richard Axel,1946-07-02,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1/2,775,Individual,Linda B. Buck,1947-01-29,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,NA,NA,NA
2004,Peace,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace""",1/1,783,Individual,Wangari Muta Maathai,1940-04-01,Nyeri,Kenya,Female,NA,NA,NA,2011-09-25,Nairobi,Kenya
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1/3,776,Individual,David J. Gross,1941-02-19,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,NA,NA,NA
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1/3,777,Individual,H. David Politzer,1949-08-31,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1/3,778,Individual,Frank Wilczek,1951-05-15,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,794,Individual,Yves Chauvin,1930-10-10,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,2015-01-27,Tours,France
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,795,Individual,Robert H. Grubbs,1942-02-27,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,796,Individual,Richard R. Schrock,1945-01-04,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1/2,799,Individual,Robert J. Aumann,1930-06-08,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,NA,NA,NA
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1/2,800,Individual,Thomas C. Schelling,1921-04-14,"Oakland, CA",United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,2016-12-13,"Bethesda, MD",United States of America
2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",1/1,801,Individual,Harold Pinter,1930-10-10,London,United Kingdom,Male,NA,NA,NA,2008-12-24,London,United Kingdom
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1/2,789,Individual,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,NA,NA,NA
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1/2,789,Individual,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Male,University of Western Australia,Perth,Australia,NA,NA,NA
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1/2,790,Individual,J. Robin Warren,1937-06-11,Adelaide,Australia,Male,NA,Perth,Australia,NA,NA,NA
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1/2,797,Organization,International Atomic Energy Agency (IAEA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1/2,798,Individual,Mohamed ElBaradei,1942-06-17,Cairo,Egypt,Male,NA,NA,NA,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",1/2,791,Individual,Roy J. Glauber,1925-09-01,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,792,Individual,John L. Hall,1934-08-21,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,792,Individual,John L. Hall,1934-08-21,"Denver, CO",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,793,Individual,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,793,Individual,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Ludwig-Maximilians- Universität,Munich,Germany,NA,NA,NA
2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",1/1,806,Individual,Roger D. Kornberg,1947-04-24,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",1/1,807,Individual,Edmund S. Phelps,1933-07-26,"Evanston, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",1/1,808,Individual,Orhan Pamuk,1952-06-07,Istanbul,Turkey,Male,NA,NA,NA,NA,NA,NA
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1/2,802,Individual,Andrew Z. Fire,1959-04-27,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,NA,NA,NA
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1/2,803,Individual,Craig C. Mello,1960-10-19,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,NA,NA,NA
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1/2,809,Individual,Muhammad Yunus,1940-06-28,Chittagong,British India (Bangladesh),Male,NA,NA,NA,NA,NA,NA
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1/2,810,Organization,Grameen Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1/2,804,Individual,John C. Mather,1946-08-07,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,NA,NA,NA
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1/2,805,Individual,George F. Smoot,1945-02-20,"Yukon, FL",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",1/1,816,Individual,Gerhard Ertl,1936-10-10,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,NA,NA,NA
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1/3,820,Individual,Leonid Hurwicz,1917-08-21,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,2008-06-24,"Minneapolis, MN",United States of America
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1/3,821,Individual,Eric S. Maskin,1950-12-12,"New York, NY",United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,NA,NA,NA
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1/3,822,Individual,Roger B. Myerson,1951-03-29,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",1/1,817,Individual,Doris Lessing,1919-10-22,Kermanshah,Persia (Iran),Female,NA,NA,NA,2013-11-17,London,United Kingdom
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,811,Individual,Mario R. Capecchi,1937-10-06,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,NA,NA,NA
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,811,Individual,Mario R. Capecchi,1937-10-06,Verona,Italy,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,812,Individual,Sir Martin J. Evans,1941-01-01,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,NA,NA,NA
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,813,Individual,Oliver Smithies,1925-06-23,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,2017-01-10,"Chapel Hill, NC",United States of America
