Field,Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,Additional information
Medicine,30118,"wald, g",1967,the molar extinction of rhodopsin,1953,2105756791,
Medicine,30119,"huggins, c",1966,studies on prostatic cancer i the effect of castration of estrogen and of androgen injection on serum phosphatases in metastatic carcinoma of the prostate,1941,2108955823,
Medicine,30120,"rous, p",1966,a transmissible avian neoplasm sarcoma of the common fowl,1910,2012383467,
Medicine,30120,"rous, p",1966,a sarcoma of the fowl transmissible by an agent separable from the tumor cells,1911,2050973237,
Medicine,30121,"monod, j",1965,genetic regulatory mechanisms in the synthesis of proteins,1961,2032619610,
Medicine,30122,"lwoff, a",1965,induction of bacteriophage production in a bacterium,1950,1697141686,
Medicine,30123,"jacob, f",1965,genetic regulatory mechanisms in the synthesis of proteins,1961,2032619610,
Medicine,30123,"jacob, f",1965,allosteric proteins and cellular control systems,1963,2050643839,
Medicine,30123,"jacob, f",1965,on the regulation of gene activity,1961,2100416355,
Medicine,30123,"jacob, f",1965,general conclusions teleonomic mechanisms in cellular metabolism growth and differentiation,1961,2327883350,
Medicine,30124,"lynen, f",1964,enzymes of fatty acid metabolism,1953,1965802835,
Medicine,30125,"bloch, k",1964,the biological conversion of cholesterol to cholic acid,1943,188147345,
Medicine,30126,"eccles, jc",1963,cholinergic and inhibitory synapses in a pathway from motor axon collaterals to motoneurones,1954,2073929966,
Medicine,30126,"eccles, jc",1963,the recording of potentials from motoneurones with an intracellular electrode,1952,2098749676,
Medicine,30127,"hodgkin, al",1963,a quantitative description of membrane current and its application to conduction and excitation in nerve,1952,1985940938,
Medicine,30128,"huxley, af",1963,a quantitative description of membrane current and its application to conduction and excitation in nerve,1952,1985940938,
Medicine,30129,"wilkins, mhf",1962,molecular structure of deoxypentose nucleic acids,1953,1502527096,
Medicine,30130,"watson, jd",1962,genetical implications of the structure of deoxyribonucleic acid,1953,2077423161,
Medicine,30130,"watson, jd",1962,molecular structure of nucleic acids a structure for deoxyribose nucleic acid,1953,2126466006,
Medicine,30130,"watson, jd",1962,the structure of dna,1953,2127674396,
Medicine,30131,"crick, fhc",1962,genetical implications of the structure of deoxyribonucleic acid,1953,2077423161,
Medicine,30131,"crick, fhc",1962,the packing of  helices simple coiled coils,1953,2116441099,
Medicine,30131,"crick, fhc",1962,molecular structure of nucleic acids a structure for deoxyribose nucleic acid,1953,2126466006,
Medicine,30132,"vonbekesy, g",1961,the variation of phase along the basilar membrane with sinusoidal vibrations,1947,1987303129,
Medicine,30132,"vonbekesy, g",1961,a new audiometer,1947,2059693774,
Medicine,30133,"medawar, pb",1960,the technique of free skin grafting in mammals,1951,1929691604,
Medicine,30134,"burnet, fm",1960,the failure of antibody production in the chick embryo,1950,2092545283,
Medicine,30135,"kornberg, a",1959,enzymatic synthesis of deoxyribonucleic acid i preparation of substrates and partial purification of an enzyme from escherichia coli,1958,1569060300,
Medicine,30136,"ochoa, s",1959,116 isocitric dehydrogenase system tpn from pig heart,1955,2200933292,
Medicine,30136,"ochoa, s",1959,124 malic enzyme,1955,2206310676,
Medicine,30137,"lederberg, j",1958,gene recombination in escherichia coli,1946,2084267545,
Medicine,30138,"beadle, gw",1958,genetic control of biochemical reactions in neurospora,1941,1982444105,
Medicine,30139,"tatum, el",1958,genetic control of biochemical reactions in neurospora,1941,1982444105,
Medicine,30140,"bovet, d",1957,protective effect of phenolic ethers in the course of histaminic intoxication.,1937,,Not find in MAG dataset
Medicine,30141,"richards, dw",1956,pulmonary in sufficiency i physiological classification clinical methods of analysis standard values in normal subjects,1948,2156375589,
Medicine,30141,"richards, dw",1956,physiological studies of the effects of intermittent positive pressure breathing on cardiac output in man,1947,2254377077,
Medicine,30141,"richards, dw",1956,comparison of the fick and dye injection methods of measuring the cardiac output in man,1948,2466595599,
Medicine,30142,"cournand, a",1956,pulmonary in sufficiency i physiological classification clinical methods of analysis standard values in normal subjects,1948,2156375589,
Medicine,30142,"cournand, a",1956,physiological studies of the effects of intermittent positive pressure breathing on cardiac output in man,1947,2254377077,
Medicine,30142,"cournand, a",1956,comparison of the fick and dye injection methods of measuring the cardiac output in man,1948,2466595599,
Medicine,30143,"theorell, h",1955,the yellow oxidation-enzyme,1935,,Not find in MAG dataset
Medicine,30144,"robbins, fc",1954,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,1949,2010653647,
Medicine,30145,"weller, th",1954,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,1949,2010653647,
Medicine,30146,"enders, jf",1954,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,1949,2010653647,
Medicine,30147,"lipmann, f",1953,a specific micromethod for the determination of acyl phosphates,1945,1547207533,
Medicine,30148,"krebs, ha",1953,metabolism of ketonic acids in animal tissues,1937,1802786708,
Medicine,30149,"waksman, sa",1952,the soil as a source of microorganisms antagonistic to disease producing bacteria,1940,1839943429,
Medicine,30149,"waksman, sa",1952,streptomycin a substance exhibiting antibiotic activity against gram positive and gram negative bacteria,1944,2008541744,
Medicine,30149,"waksman, sa",1952,bacteriostatic and bactericidal substances produced by a soil actinomyces,1940,2039606811,
Medicine,30150,"theiler, m",1951,spontaneous encephalomyelitis of mice a new virus disease,1937,2013142695,
Medicine,30151,"kendall, ec",1950,the chemistry of crystalline substances isolated from the suprarenal gland,1936,1550095350,
Medicine,30151,"kendall, ec",1950,atrophy of the adrenal cortex of the rat produced by the administration of large amounts of cortin,1937,2091033683,
Medicine,30152,"reichstein, t",1950,eine ergiebige synthese der l ascorbinsaure c vitamin,1934,2000315362,
Medicine,30152,"reichstein, t",1950,desoxy cortico steron 21 oxy progesteron aus 5 3 oxy atio cholensaure,1937,2036574905,
Medicine,30153,"hench, ps",1950,the effect of a hormone of the adrenal cortex (17-hydroxy-11-dehydrocorticosterone - compound-e) and of pituitary adrenocorticotropic hormone on rheumatoid arthritis - preliminary report,1949,2598622911,
Medicine,30154,"hess, wr",1949,hypothalamus und die zentren des autonomen nervensystems physiologie,1936,2009015488,"The diencephalon of both human and animal brains has cells that govern many behaviors. During the 1930s Walter Hess inserted a narrow metal thread into different parts of anesthetized cats' hypothalamus, an area on the underside of the diencephalon. When the cats awoke, he could trigger different behaviors with weak electrical impulses to different parts of the hypothalamus - not just simple reactions but complex behaviors. Among other things, the cats could be made to display defensive and aggressive behaviors and to curl up and go to sleep."
Medicine,30155,"moniz, e",1949,prefrontal leucotomy in the treatment of mental disorders,1937,2068610106,
Medicine,30156,"muller, p",1948,the constitution and toxic effect of natural and new synthetic insect killing substances,1944,2310206987,
Medicine,30157,"cori, gt",1947,glycogen formation in the liver from d and l lactic acid,1929,1792813549,
Medicine,30158,"houssay, ba",1947,the sensitivity to hypertensin adrenalin and renin of unanesthetized normal adrenalectomized hypophysectomized and nephrectomized dogs,1942,746385147,
Medicine,30158,"houssay, ba",1947,thyroid and metathyroid diabetes,1944,2086536469,
Medicine,30159,"cori, cf",1947,glycogen formation in the liver from d and l lactic acid,1929,1792813549,
Medicine,30160,"muller, hj",1946,the measurement of gene mutation rate in drosophila its high variability and its dependence upon temperature,1928,1756712566,
Medicine,30160,"muller, hj",1946,the production of mutations by x rays,1928,2034764451,
Medicine,30161,"chain, e",1945,an enzyme from bacteria able to destroy penicillin,1940,2018883772,
Medicine,30161,"chain, e",1945,further observations on penicillin,1941,2038162697,
Medicine,30161,"chain, e",1945,penicillin as a chemotherapeutic agent,1940,2090583956,
Medicine,30162,"fleming, a",1945,on the antibacterial action of cultures of a penicillium with special reference to their use in the isolation of b influenzae,1929,2177846120,
Medicine,30163,"florey, hw",1945,penicillin as a chemotherapeutic agent,1940,2090583956,
Medicine,30164,"erlanger, j",1944,the role of fiber size in the establishment of a nerve block by pressure or cocaine,1929,2289231395,
Medicine,30164,"erlanger, j",1944,a study of the action currents of nerve with the cathode ray oscillograph,1922,2472595679,
Medicine,30164,"erlanger, j",1944,the nature of conduction of an impulse in the relatively refractory period,1925,2523278764,
Medicine,30164,"erlanger, j",1944,the compound nature of the action current of nerve as disclosed by the cathode ray oscillograph,1924,2533274284,
Medicine,30164,"erlanger, j",1944,the role played by the sizes of the constituent fibers of a nerve trunk in determining the form of its action potential wave,1927,2566908111,
Medicine,30165,"gasser, hs",1944,the role of fiber size in the establishment of a nerve block by pressure or cocaine,1929,2289231395,
Medicine,30165,"gasser, hs",1944,a study of the action currents of nerve with the cathode ray oscillograph,1922,2472595679,
Medicine,30165,"gasser, hs",1944,the nature of conduction of an impulse in the relatively refractory period,1925,2523278764,
Medicine,30165,"gasser, hs",1944,the compound nature of the action current of nerve as disclosed by the cathode ray oscillograph,1924,2533274284,
Medicine,30165,"gasser, hs",1944,the role played by the sizes of the constituent fibers of a nerve trunk in determining the form of its action potential wave,1927,2566908111,
Medicine,30166,"doisy, ea",1943,the isolation of vitamin k2,1939,2072714604,
Medicine,30166,"doisy, ea",1943,the isolation of vitamins k1 and,1939,2466898066,
Medicine,30167,"dam, h",1943,the antihaemorrhagic vitamin of the chick,1935,207049882,
Medicine,30167,"dam, h",1943,the antihaemorrhagic vitamin of the chick occurrence and chemical nature,1935,1967136383,
Medicine,30168,"domagk, g",1939,ein beitrag zur chemotherapie der bakteriellen infektionen,1935,1964719327,
Medicine,30168,"domagk, g",1939,eine neue klasse von desinfektionsmitteln,1935,2039414773,
Medicine,30169,"heymans, c",1938,"the mechanism of bradycardia caused by nicotine, lobeline, cyanine, sodium sulphur, nitrite and morphine. the asphyctic bradycardia",1931,,Not find in MAG dataset
Medicine,30170,"gyorgyi, as",1937,hexuronic acid as the antiscorbutic factor,1932,1967909777,
Medicine,30171,"dale, hh",1936,the action of certain esters and ethers of choline and their relation to muscarine,1914,2260604921,
Medicine,30172,"loewi, o",1936,uber humorale ubertragbarkeit der herznervenwirkung,1924,1499186559,
Medicine,30173,"spemann, h",1935,uber induktion von embryonalanlagen durch implantation artfremder organisatoren,1924,2048075051,
Medicine,30174,"minot, gr",1934,treatment of pernicious anemia by a special diet,1926,2032615709,
Medicine,30174,"minot, gr",1934,a diet rich in liver in the treatment of pernicious anemia study of one hundred and five cases,1927,2034899879,
Medicine,30175,"whipple, gh",1934,blood volume studies iii behavior of large series of dyes introduced into the circulating blood,1920,2777465940,
Medicine,30176,"murphy, wp",1934,treatment of pernicious anemia by a special diet,1926,2032615709,
Medicine,30176,"murphy, wp",1934,a diet rich in liver in the treatment of pernicious anemia study of one hundred and five cases,1927,2034899879,
Medicine,30177,"morgan, th",1933,sex limited inheritance in drosophila,1916,2053878202,
Medicine,30178,"adrian, ed",1932,the discharge of impulses in motor nerve fibres part i impulses in single fibres of the phrenic nerve,1928,2011803983,
Medicine,30178,"adrian, ed",1932,the discharge of impulses in motor nerve fibres part ii the frequency of discharge in reflex and voluntary contractions,1929,2104904223,
Medicine,30179,"warburg, o",1931,uber die wirkung des kohlenoxyds auf den stoffwechsel der hefe,1928,14753086,
Medicine,30179,"warburg, o",1931,uber die geschwindigkeit der photochemischen kohlensaurezersetzung in lebenden zellen ii,1928,1593702539,
Medicine,30180,"hopkins, fg",1929,feeding experiments illustrating the importance of accessory factors in normal dietaries,1912,2059685491,
Medicine,30181,"nicolle, c",1928,experimental reproduction of exanthematic typhus in the monkey,1909,,Not find in MAG dataset
Medicine,30181,"nicolle, c",1928,experiemntal transmission of the exanthematic typhus by the body louse.,1909,,Not find in MAG dataset
Medicine,30182,"einthoven, w",1924,ein neues galvanometer,1903,1967506984,
Medicine,30183,"macleod, jjr",1923,The internal secretion of the pancreas,1921,2112366494,"Diabetes is the body's inability to metabolize sugar correctly. Doctors realized that diabetes is caused by a lack of insulin, which is formed in parts of the pancreas, but could not prove it. Frederick Banting suspected that another substance formed in the pancreas, trypsin, broke down the insulin. In John MacLeod's laboratory in 1921, Frederick Banting and Charles Best treated dogs so that they no longer produced trypsin. Insulin could then be extracted and used to treat diabetes."
Medicine,30184,"banting, fg",1923,pancreatic extracts in the treatment of diabetes mellitus,1922,176352299,"Diabetes is the body's inability to metabolize sugar correctly. Doctors realized that diabetes is caused by a lack of insulin, which is formed in parts of the pancreas, but could not prove it. Frederick Banting suspected that another substance formed in the pancreas, trypsin, broke down the insulin. In John MacLeod's laboratory in 1921, Frederick Banting and Charles Best treated dogs so that they no longer produced trypsin. Insulin could then be extracted and used to treat diabetes."
Medicine,30184,"banting, fg",1923,the internal secretion of the pancreas,1922,2112366494,
Medicine,30185,"meyerhof, o",1922,uber die atmung der froschmuskulatur,1919,2073406286,
Medicine,30186,"hill, av",1922,a new mathematical treatment of changes of ionic concentration in muscle and nerve under the action of electric currents with a theory as to their mode of excitation,1910,1969031193,
Medicine,30186,"hill, av",1922,the combinations of haemoglobin with oxygen and with carbon monoxide i,1913,2242726375,
Medicine,30187,"krogh, a",1920,the rate of diffusion of gases through animal tissues with some remarks on the coefficient of invasion,1919,1994652225,
Medicine,30187,"krogh, a",1920,the regulation of respiration and circulation during the initial stages of muscular work,1913,2079512683,
Medicine,30187,"krogh, a",1920,the number and distribution of capillaries in muscles with calculations of the oxygen pressure head necessary for supplying the tissue,1919,2109393326,
Medicine,30187,"krogh, a",1920,the supply of oxygen to the tissues and the regulation of the capillary circulation,1919,2110457661,
Medicine,30188,charles robert richet,1913,the anaphylactic effect of certain venoms,1902,,Not find in MAG dataset
Medicine,30188,charles robert richet,1913,the anaphylactic effects of the actinotoxin on the arterial pressure,1902,,Not find in MAG dataset
Medicine,30188,charles robert richet,1913,the physiological effects of the poison of fisher strands and tentacles of coelenterata (hypnotoxin),1902,,Not find in MAG dataset
Medicine,30189,"carrel, a",1912,viii on the experimental surgery of the thoracic aorta and heart,1910,142463470,
Medicine,30189,"carrel, a",1912,results of the transplantation of blood vessels organs and limbs,1908,2052889597,
Medicine,30189,"carrel, a",1912,results of the biterminal transplantation of veins,1906,2067983941,
Medicine,30189,"carrel, a",1912,the surgery of blood vessels etc,1907,2294441179,
