license_issue_date,license_number,animals_name,species,primary_breed,secondary_breed,zip_code
February 20 2018,S140799,Nougat,Dog,Bichon Frise,NA,98104
December 24 2016,951542,Mickie,Dog,"Terrier, Jack Russell",NA,98105
May 14 2018,S119247,Theo,Cat,Domestic Shorthair,Mix,98103
August 24 2018,8000325,Sarah,Dog,"Retriever, Chesapeake Bay",NA,98136
October 04 2017,S136410,Petey,Dog,Terrier,"Chihuahua, Short Coat",98108
October 11 2018,S123922,Milo,Dog,"Chihuahua, Short Coat",NA,98102
January 23 2018,S109339,Wesley,Dog,Hound,"Retriever, Labrador",98118
June 25 2018,432971,Bosley,Dog,Havanese,NA,98105
June 19 2018,S144726,Izzie,Dog,English Shepherd,NA,98112
August 31 2018,8000527,Mewan,Cat,Scottish Fold,NA,98144
July 24 2018,S118615,Cooper,Dog,German Shepherd,NA,98199
March 14 2017,84351,Shasta,Dog,German Shepherd,NA,98116
June 26 2018,282035,Liberty,Dog,"Retriever, Nova Scotia Duck Tolling",NA,98126
August 15 2018,8000092,Penny,Dog,"Schnauzer, Miniature",Mix,98109
July 03 2018,S145473,Pansy,Dog,Mix,NA,98105
September 07 2018,730435,Charlie,Cat,Domestic Shorthair,NA,98136
December 22 2017,832634,Ruggles,Cat,Domestic Shorthair,NA,98109
March 27 2018,S114906,TigerLily,Dog,"Retriever, Golden",NA,98136
October 06 2018,S123416,Otto,Dog,"Poodle, Toy",NA,98118
March 29 2018,S141814,Winnie,Cat,Domestic Medium Hair,NA,98125
August 02 2018,438030,Rusty,Dog,"Terrier, Boston",NA,98146
August 03 2018,S111978,Pixel,Dog,"Australian Shepherd, Miniature",NA,98199
June 14 2018,273075,Henry,Cat,Domestic Shorthair,NA,98112
August 09 2017,S134077,Seamus,Dog,Bullmastiff,NA,98106
June 05 2018,S144468,Berkeley,Cat,Domestic Shorthair,NA,98115
April 03 2018,140758,Kitty,Cat,Domestic Medium Hair,NA,98104
November 19 2015,273952,Squirrel / Resu,Cat,Domestic Medium Hair,NA,98118
January 13 2017,S126774,Phinney,Dog,"Collie, Rough",NA,98117
August 01 2017,434829,Jaz,Cat,Domestic Shorthair,NA,98125
May 15 2018,272796,Jessie,Cat,Scottish Fold,NA,98125
July 27 2018,S116198,Sidney,Cat,Domestic Shorthair,Mix,98199
April 27 2018,S118016,Buddy,Dog,Terrier,Mix,98106
January 16 2018,25386,Charleston,Dog,"Retriever, Labrador","Poodle, Standard",98119
November 08 2017,S106363,Remus,Dog,Mix,Mix,98133
February 09 2018,203984,Zena,Cat,Ragdoll,NA,98199
June 26 2018,434559,Kanga,Cat,Domestic Shorthair,NA,98122
July 25 2017,434262,Scooter,Cat,Domestic Medium Hair,NA,98199
February 28 2018,357025,Zoey,Dog,"Terrier, American Pit Bull",NA,98107
October 06 2018,8001568,Bernie,Dog,Newfoundland,NA,98136
April 07 2018,S141576,Elvis (was Milligan),Cat,Domestic Shorthair,Mix,98115
June 12 2018,359474,Hass,Dog,German Shepherd,NA,98119
May 09 2017,S124447,Wimpy,Dog,Boxer,NA,98122
June 16 2017,S131270,Murphy,Dog,Australian Shepherd,"Retriever, Labrador",98136
April 11 2018,S142310,Pablo,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98122
February 14 2018,S140632,Percy,Cat,Domestic Medium Hair,NA,98109
January 16 2018,27555,Richie,Dog,"Chihuahua, Short Coat",NA,98144
May 02 2018,S142449,Leopold,Cat,Domestic Medium Hair,NA,98117
August 19 2018,S146639,Mia,Dog,German Shepherd,Mix,98103
August 02 2018,S147637,Barley,Dog,"Retriever, Labrador",NA,98118
May 31 2018,216188,Cooper,Dog,"Retriever, Golden",NA,98103
July 24 2018,584063,Kismet,Dog,"Dachshund, Standard Smooth Haired",Mix,98133
May 24 2017,444089,Peanut,Cat,Domestic Medium Hair,NA,98115
November 12 2017,S137499,C G Me,Dog,"Chihuahua, Short Coat",NA,98144
August 15 2017,434057,Itchi,Cat,Domestic Shorthair,NA,98117
June 26 2018,S133638,Stella,Cat,Domestic Longhair,NA,98125
August 27 2018,S146874,Oreon,Cat,Domestic Shorthair,Mix,98118
January 16 2018,S139504,Ivy,Dog,"Terrier, Boston","Bulldog, American",98103
February 17 2017,S119628,Bella,Dog,Miniature Pinscher,Mix,98125
November 08 2017,22788,Sheila,Dog,Australian Shepherd,NA,98116
April 18 2018,86126,Tater,Dog,Pointer,NA,98199
August 31 2017,S135348,Aedan,Dog,Shetland Sheepdog,NA,98126
December 05 2017,S108992,Liza,Cat,Domestic Longhair,Mix,98133
July 21 2018,434552,Mitzi,Cat,Domestic Shorthair,Mix,98125
August 15 2017,833908,Auggie,Dog,"Retriever, Labrador",Australian Shepherd,98112
April 16 2018,216185,Sparky,Dog,Terrier,"Poodle, Miniature",98112
March 28 2018,S140833,Athena,Dog,"Chihuahua, Short Coat",Mix,98117
November 07 2017,897757,Poe,Cat,Domestic Longhair,NA,98104
September 07 2018,8000741,Harvey,Dog,"Terrier, Border",Mix,98104
July 25 2017,438971,Henry,Dog,"Retriever, Labrador",NA,98125
March 14 2017,S129092,Otis,Dog,Terrier,"Poodle, Toy",98115
August 01 2017,S133758,Oreo,Dog,"Terrier, Pit Bull",Border Collie,98107
August 04 2017,S133709,Ivy,Cat,Domestic Shorthair,NA,98112
June 17 2018,354841,Bon Jovi,Cat,Domestic Longhair,NA,98116
February 07 2017,86886,Pepper,Dog,Boxer,NA,98199
July 28 2017,208286,Big Byte,Cat,Domestic Shorthair,NA,98103
September 13 2017,S104619,Teddy,Dog,"Retriever, Golden",NA,98136
June 12 2018,136766,Max,Dog,"Terrier, American Pit Bull",NA,98144
March 13 2018,S127442,Edward,Dog,Border Collie,"Terrier, American Pit Bull",98107
June 09 2017,348487,Bailey,Cat,Siamese,NA,98105
June 27 2018,S117088,Ubud,Cat,Domestic Shorthair,Mix,98103
August 23 2018,585607,Gar,Dog,"Dachshund, Standard Smooth Haired",NA,98112
August 15 2017,S134107,Colby,Dog,Australian Shepherd,Border Collie,98133
March 20 2018,135512,Cooper,Dog,"Retriever, Golden",NA,98177
May 31 2018,S144349,Maddie,Cat,Domestic Shorthair,NA,98106
February 20 2018,S112390,Judd,Dog,Bichon Frise,NA,98105
August 03 2018,S147258,Teddy,Dog,Havanese,Mix,98116
November 28 2017,S107770,Tabitha,Cat,Domestic Shorthair,NA,98144
April 14 2017,S135265,Ziggy,Dog,"Poodle, Standard",Portuguese Water Dog,98102
February 16 2018,S140728,Dustin Kibblesworth,Dog,Maltese,"Poodle, Miniature",98112
April 14 2017,203339,Buttermilk,Cat,LaPerm,NA,98144
August 25 2017,S121042,Vito,Dog,Terrier,"Chihuahua, Short Coat",98144
October 10 2018,S103575,Rossi,Dog,"Vizsla, Smooth Haired",NA,98116
December 24 2016,964729,Tabitha,Cat,Domestic Shorthair,NA,98102
June 25 2018,S145121,Fate,Cat,Domestic Shorthair,NA,98122
September 18 2018,8001046,Hugo,Dog,"Retriever, Flat-Coated",NA,98117
December 11 2017,960576,Chip,Dog,"Vizsla, Smooth Haired",NA,98125
May 19 2018,282838,Casper,Dog,Maltese,NA,98103
June 30 2018,S117936,Loki,Dog,"Poodle, Miniature","Retriever, Labrador",98117
November 13 2017,S138229,G Troubles,Cat,Domestic Shorthair,NA,98106
September 18 2017,S103833,Nikka,Dog,"Terrier, Irish",Basenji,98122
June 09 2018,S143898,Phoebe,Cat,Domestic Shorthair,NA,98107
October 31 2017,73921,Ruby,Cat,Maine Coon,NA,98125
April 10 2018,S129456,Hitch,Cat,Domestic Shorthair,NA,98109
June 07 2017,S132066,Andy Pants,Dog,Portuguese Water Dog,NA,98105
May 15 2018,S115553,Jack,Dog,"Chihuahua, Short Coat",Terrier,98105
March 01 2018,S127577,Lucy Bee,Dog,German Shepherd,Chinese Shar-Pei,98118
July 11 2017,S132577,Scully,Dog,Border Collie,NA,98118
July 31 2018,433949,Nickerson,Cat,Domestic Shorthair,NA,98119
January 05 2017,959245,Mollie,Dog,Border Collie,NA,98105
October 09 2018,8001689,Crypto Kraken,Dog,Retriever,Mix,98122
January 27 2018,S137896,Ramona,Cat,Domestic Longhair,Mix,98117
November 09 2017,25039,Foxy,Dog,"Dachshund, Standard Smooth Haired",NA,98122
February 12 2017,S127187,Carson,Cat,Domestic Medium Hair,Mix,98109
January 18 2017,S126910,Bear,Dog,Rottweiler,Mix,98122
June 19 2018,S144710,Lucy,Dog,"Dachshund, Standard Smooth Haired",Beagle,98122
July 05 2018,S142279,Athena,Dog,Siberian Husky,NA,98199
January 06 2018,S115271,Ruby,Dog,"Retriever, Golden",NA,98105
April 13 2018,S113954,Thor,Dog,"Terrier, Yorkshire",NA,98133
August 04 2018,573856,Tufita,Cat,Domestic Longhair,NA,98112
October 19 2017,825912,Gladys,Cat,Domestic Shorthair,NA,98106
July 26 2018,S146239,Anthony,Dog,"Chihuahua, Short Coat",Mix,98122
November 17 2015,275563,Harry,Dog,Xoloitzcuintli,NA,98112
April 17 2018,198144,Larkspur,Cat,Domestic Shorthair,NA,98136
May 10 2018,359965,Pippa,Dog,"Terrier, Yorkshire",NA,98126
September 19 2018,S134722,Pasta,Dog,"Terrier, Rat",NA,98122
January 30 2018,24115,Jasmine,Dog,"Retriever, Golden",NA,98117
July 08 2018,S144994,Frankie,Cat,Domestic Shorthair,Mix,98115
May 16 2018,272865,Asche,Cat,Domestic Shorthair,NA,98107
February 25 2017,S127459,Oliver,Cat,Domestic Shorthair,Mix,98199
April 10 2018,S142366,Myshka,Cat,Domestic Shorthair,NA,98105
July 20 2018,S146223,Annie,Dog,Border Collie,NA,98119
August 07 2018,733188,Chase,Dog,Beagle,NA,98125
January 10 2017,S126111,Freyja,Cat,Domestic Medium Hair,NA,98116
March 01 2018,27057,Tilly Rue,Dog,Border Collie,Australian Shepherd,98136
March 15 2017,141179,Frankie,Dog,Australian Shepherd,NA,98102
October 16 2018,8001906,Boudicca,Dog,Great Dane,NA,98136
October 10 2017,731690,Payton,Dog,Lhasa Apso,NA,98118
August 12 2018,279917,Buddy,Dog,"Dachshund, Miniature Smooth Haired",NA,98117
January 16 2018,27533,Beauty,Dog,"Terrier, American Pit Bull",NA,98119
February 21 2017,S128053,Raoul,Dog,"Chihuahua, Long Coat","Dachshund, Standard Long Haired",98108
July 11 2018,S142295,Autumn,Cat,Domestic Shorthair,Mix,98199
January 06 2018,S139306,"Goldendog Howard Junior (""Junior"")",Dog,"Coonhound, Treeing Walker",Beagle,98117
July 19 2018,S147108,Peeper,Dog,"Chihuahua, Short Coat",NA,98125
July 05 2018,S137803,Maddie,Cat,Domestic Shorthair,NA,98115
October 22 2017,S135195,Perseus,Dog,Shepherd,Mix,NA
February 27 2018,S141024,Cooper,Dog,Siberian Husky,Australian Shepherd,98112
November 17 2015,27836,Lukas,Dog,German Shepherd,NA,98117
May 29 2018,S130538,Mingus,Cat,American Shorthair,NA,98107
February 20 2018,S111871,Sunday,Dog,"Retriever, Labrador",NA,98103
April 11 2018,S142328,Svetlana,Cat,Domestic Shorthair,NA,98122
June 18 2018,S144784,Radar,Dog,German Shepherd,Australian Cattle Dog,98109
August 17 2018,S102146,Hugo,Dog,"Terrier, Yorkshire","Schnauzer, Standard",98199
August 19 2018,S146647,Prism,Cat,Domestic Shorthair,NA,98118
November 14 2017,444088,Jackson,Dog,"Terrier, Jack Russell",NA,98199
August 20 2018,8000222,Noorie,Dog,Boxer,Mix,98122
April 26 2017,208622,BB,Cat,Domestic Medium Hair,NA,98112
January 21 2018,S139399,Winston,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98109
March 22 2018,S140942,Coco,Dog,"Terrier, Yorkshire",NA,98106
March 20 2018,S141674,Peanut,Dog,Terrier,"Chihuahua, Short Coat",98103
July 12 2018,S145851,Phoebe,Dog,"Poodle, Standard","Retriever, Labrador",98136
July 17 2018,S147010,Bentley,Cat,Domestic Medium Hair,Maine Coon,98109
April 11 2018,210858,Nootka,Dog,German Shepherd,Mix,98103
June 18 2017,S136058,Jojo,Dog,"Retriever, Chesapeake Bay",NA,98107
November 01 2017,S102925,Bam Bam,Dog,"Chihuahua, Short Coat",NA,98125
June 07 2018,S144050,Zoey,Cat,LaPerm,NA,98107
February 07 2018,S101723,Coco,Dog,"Retriever, Labrador",Mix,98117
April 02 2018,S140846,Aprea,Dog,"Terrier, Pit Bull",Mix,98118
August 11 2018,S118246,Naomi,Cat,Siamese,Domestic Shorthair,98125
February 14 2017,73578,Alsatia,Cat,Siberian,NA,98119
October 18 2018,715614,Orange Fur,Cat,Domestic Shorthair,NA,98136
June 19 2018,S144760,Spud,Dog,Border Collie,NA,98107
September 12 2017,S135616,Polka Dot,Dog,"Spaniel, American Cocker","Poodle, Toy",98122
December 28 2017,826168,Frankie,Dog,German Shepherd,NA,98144
April 11 2017,213315,Liza Lou,Dog,"Bulldog, French",NA,98118
January 24 2018,S139914,Maple Chakoian,Dog,Weimaraner,NA,98109
December 19 2017,964476,Rascal Peanut,Cat,Domestic Shorthair,NA,98117
July 30 2018,443556,Porter,Cat,Domestic Shorthair,NA,98126
May 01 2018,S130004,Blue,Dog,Siberian Husky,NA,98102
July 26 2017,80383,Grizzie,Dog,Siberian Husky,NA,98115
April 30 2018,216965,Jade,Dog,"Retriever, Labrador",Mix,98103
June 19 2018,356941,MIkki,Dog,"Chihuahua, Short Coat",NA,98103
April 27 2018,962138,Ezri,Cat,Domestic Shorthair,NA,98125
April 06 2017,S129315,Empress,Cat,Domestic Shorthair,Mix,98122
August 22 2017,351064,Lovefoxx,Cat,Domestic Longhair,NA,98112
September 09 2018,716014,Lucy,Cat,Domestic Shorthair,NA,98103
January 26 2017,S127324,Maggie,Dog,"Retriever, Labrador",NA,98122
January 23 2018,S108756,Carmen,Dog,"Retriever, Labrador",Mix,98107
January 06 2018,S108432,Leonidas,Dog,Terrier,"Dachshund, Standard Long Haired",98126
December 07 2017,26841,"Ruff ""n"" Ruddy",Dog,Australian Cattle Dog,NA,98118
March 21 2017,S129168,Bailey,Dog,Beagle,"Chihuahua, Short Coat",98116
February 06 2018,S108105,Terra,Dog,"Setter, English",NA,98118
June 19 2017,731578,Russey,Dog,"Terrier, Boston",NA,98102
March 08 2017,S128685,Reggie,Dog,Mix,NA,98115
February 27 2018,S139798,Bailey,Dog,"Chihuahua, Short Coat",NA,98108
October 19 2017,820429,Emma,Cat,Domestic Shorthair,NA,98109
January 05 2018,S139067,Donald,Dog,"Terrier, Scottish",NA,98199
July 30 2018,573660,Jiji,Cat,Domestic Longhair,NA,98115
March 15 2018,77659,Lexington,Cat,Domestic Medium Hair,NA,98133
December 06 2017,958186,Osa,Dog,"Terrier, Fox, Wire",NA,98125
February 22 2018,279582,Gracie,Dog,Mix,NA,98101
August 18 2018,S146636,Tessa,Dog,Mastiff,Mix,98117
March 21 2017,141750,Ladybug,Dog,Shih Tzu,Beagle,98199
August 15 2017,585033,Torquin,Dog,Shepherd,NA,98104
April 16 2018,S130525,Cooper,Dog,"Retriever, Labrador",NA,98119
June 12 2018,354280,Kristy,Dog,German Shepherd,NA,98115
October 15 2018,S138936,Gabby,Dog,"Retriever, Golden",NA,98112
February 07 2018,S139749,Annie,Cat,Domestic Shorthair,Russian Blue,98102
March 07 2018,S119986,Sabu,Dog,Catahoula Leopard dog,Australian Cattle Dog,98106
December 22 2017,215087,Roxy,Dog,"Terrier, Jack Russell",NA,98122
December 12 2017,S107588,Lily,Dog,"Terrier, Yorkshire","Poodle, Toy",98136
September 19 2018,8001088,Raider,Dog,German Shepherd,Siberian Husky,98109
May 11 2018,S143468,Griffin,Cat,Domestic Medium Hair,Mix,98109
June 29 2017,S131063,Aussie,Dog,"Retriever, Labrador",NA,98115
January 10 2017,27617,Zoe,Dog,Bichon Frise,"Spaniel, Cavalier King Charles",98116
September 05 2018,716337,Spelaman,Cat,Domestic Shorthair,NA,98122
February 17 2018,S140288,Stan,Cat,Domestic Shorthair,Mix,98136
April 12 2017,203471,Heidi,Cat,Domestic Shorthair,NA,98107
January 16 2018,S139620,Reggie,Dog,Beagle,Mix,98119
January 16 2018,S116726,Rusty,Dog,Terrier,NA,98144
July 12 2018,S145850,Maggie,Dog,"Retriever, Flat-Coated",Boxer,98136
July 11 2018,S145833,Missy,Dog,"Retriever, Labrador",Mix,98144
September 01 2017,S103085,Nellie,Dog,Terrier,Mix,98116
June 22 2018,356290,Naomi,Dog,German Shepherd,NA,98117
December 06 2016,S125657,Huckleberry,Dog,Retriever,Shepherd,98144
November 13 2017,S107332,Darko,Dog,German Shepherd,Alaskan Husky,98118
September 29 2017,S137165,NA,Cat,Domestic Shorthair,Mix,98109
January 23 2017,216327,Murray,Dog,"Welsh Corgi, Pembroke",NA,98144
July 24 2017,S124247,Bingo,Dog,"Collie, Rough",NA,98115
April 10 2018,216411,Watson,Dog,Boxer,Retriever,98125
January 02 2018,905129,Eddie,Dog,"Chihuahua, Short Coat",Mix,98177
February 27 2018,74209,Ulysses,Cat,Domestic Shorthair,NA,98117
April 24 2018,S119217,Wiggles,Cat,Domestic Shorthair,Mix,98122
August 20 2018,8000213,Rain,Dog,Boxer,Mix,98136
May 11 2018,360121,Pete,Dog,Bichon Frise,Mix,98125
April 18 2017,S112797,Lexi,Dog,Shepherd,Border Collie,98109
July 10 2017,S132553,Oliver,Dog,Border Collie,"Bulldog, American",98106
February 06 2018,S140356,Ollie Lunn,Dog,"Welsh Corgi, Cardigan",NA,98107
April 07 2017,S129729,Connor,Dog,Miniature Pinscher,"Chihuahua, Short Coat",98118
August 02 2018,S147602,Hamish,Dog,"Poodle, Standard","Retriever, Golden",98103
May 24 2018,S141971,Lola,Dog,Alapaha Blue Blood Bulldog,NA,98199
April 03 2018,141421,Cosmo,Dog,"Retriever, Labrador","Poodle, Standard",98199
October 20 2017,S137393,Olive,Dog,"Poodle, Miniature",Shih Tzu,98103
October 10 2018,S152120,Frank,Cat,Domestic Shorthair,Mix,98109
August 31 2018,584110,Sesame,Cat,Domestic Shorthair,NA,98118
January 18 2018,28358,Frieda,Cat,Bengal,NA,98117
April 30 2018,S127612,Zoe,Dog,Saint Bernard,Rhodesian Ridgeback,98117
September 08 2018,825057,Reggie,Cat,Domestic Shorthair,Mix,98116
August 07 2018,S147765,Alexander Hamilton,Cat,Domestic Medium Hair,NA,98105
January 26 2017,24236,Berkeley,Dog,"Retriever, Labrador","Poodle, Standard",98105
July 14 2018,S133891,Holly,Dog,"Poodle, Miniature",NA,98106
May 12 2018,73776,Fishy,Cat,Domestic Shorthair,NA,98118
February 06 2018,S134450,Max,Cat,Domestic Shorthair,Mix,98122
May 02 2017,142990,Jelly,Cat,Domestic Medium Hair,NA,98119
September 19 2017,S103526,Sweetie,Cat,American Shorthair,NA,98125
July 18 2017,731575,Kane,Dog,"Retriever, Labrador",Doberman Pinscher,98105
October 10 2017,831525,Chica,Dog,"Poodle, Miniature",Mix,98136
March 15 2017,142089,NA,Cat,Domestic Shorthair,NA,98177
December 08 2017,S108752,Madeline,Dog,"Retriever, Labrador",NA,98119
July 23 2018,S147175,Jackie,Dog,Mastiff,NA,98125
October 18 2016,944185,Harpo,Cat,Domestic Shorthair,NA,98144
August 22 2018,8000259,Miso,Cat,Domestic Shorthair,NA,98103
October 10 2017,832674,NA,Cat,Domestic Shorthair,NA,98121
May 11 2017,S132595,Violet,Cat,American Shorthair,NA,98115
July 29 2018,584261,Skip,Dog,"Dachshund, Standard Smooth Haired",NA,98103
December 23 2017,S137197,Darknight,Cat,Domestic Medium Hair,Mix,98117
August 07 2018,S131829,Bessie,Dog,Basset Hound,Mix,98103
September 06 2018,8000712,Tiberius,Cat,Siberian,NA,98101
August 15 2018,8000099,Hunter,Cat,Domestic Shorthair,Mix,98106
January 09 2017,S126054,NA,Cat,Domestic Shorthair,NA,98112
February 18 2017,85332,Jet,Dog,"Chihuahua, Short Coat",NA,98117
October 31 2017,832948,Sunshine,Cat,Domestic Shorthair,NA,98112
September 04 2018,S146042,Doc,Dog,"Retriever, Labrador",Mix,98105
February 01 2018,S140213,Daisy,Dog,"Pointer, German Shorthaired",NA,98125
February 10 2017,77740,Shadow,Cat,Domestic Shorthair,NA,98125
August 08 2017,S133804,Lola,Dog,"Terrier, Norwich",NA,98118
July 10 2018,S118232,Tommie,Cat,Domestic Shorthair,NA,98133
December 30 2016,964821,Zola,Cat,Domestic Shorthair,NA,98199
June 02 2018,S101656,Rascal,Dog,"Terrier, Cairn",Mix,98103
July 31 2018,S147514,Lucy,Dog,"Poodle, Miniature",Pomeranian,98122
April 28 2018,203199,Ellie,Cat,Domestic Shorthair,NA,98199
May 15 2018,S143703,Khaleesi,Dog,Australian Shepherd,NA,98104
January 29 2017,S126896,Buttercup,Cat,Domestic Shorthair,Mix,98104
July 19 2018,S132720,Ava,Dog,German Shepherd,NA,98103
October 31 2017,S102674,Mabelline,Dog,"Terrier, Jack Russell","Chihuahua, Short Coat",98115
October 12 2017,84355,Moxee,Dog,German Shepherd,NA,98105
September 25 2017,727296,Rodney,Dog,Pomeranian,Schipperke,98125
November 07 2017,S137997,Iris,Dog,German Shepherd,Great Pyrenees,98122
September 05 2017,141907,Asia,Dog,Great Dane,NA,98125
June 18 2017,S121033,Benita,Dog,Whippet,Mix,98107
November 07 2017,S107152,Winnie,Cat,Domestic Shorthair,Mix,98118
February 08 2018,S139956,Noodle,Cat,Domestic Shorthair,Mix,98117
April 19 2018,81944,Annie,Dog,"Retriever, Labrador",NA,98146
July 07 2017,S132528,Min,Cat,Domestic Longhair,NA,98105
July 26 2018,S102410,Camden,Dog,Whippet,NA,98144
July 23 2018,S147188,Ben,Dog,Border Collie,Afghan Hound,98117
March 30 2018,128697,Chicago Ophelia,Cat,Domestic Shorthair,NA,98119
August 23 2017,77141,Monkey,Cat,Domestic Shorthair,NA,98125
May 23 2018,S104427,Henrietta,Cat,Domestic Shorthair,Mix,98118
July 03 2018,S102971,Royell,Dog,Boxer,Coonhound,98106
August 19 2018,8000206,Percy,Dog,"Retriever, Labrador","Poodle, Standard",98103
August 30 2018,8000480,Spook,Cat,American Shorthair,Mix,98146
September 27 2017,S136130,Parker,Dog,Xoloitzcuintli,NA,98122
March 21 2018,S140824,Bowser,Dog,Terrier,Retriever,98108
October 27 2016,S123580,Baker,Dog,Great Pyrenees,"Retriever, Labrador",98115
October 11 2018,8001760,Humphrey,Dog,"Cur, Black-Mouth",Mix,98118
October 27 2017,578300,Pippin,Cat,American Shorthair,NA,98121
October 04 2017,S136359,Zorro,Dog,Papillon,Mix,98116
March 31 2018,S126562,Cora,Dog,Shepherd,Mix,98108
March 27 2018,S141820,Honey,Dog,"Chihuahua, Short Coat",NA,98122
September 05 2018,S146895,Pamplemousse,Cat,Scottish Fold,British Shorthair,98102
December 16 2017,960342,Filson,Dog,"Retriever, Labrador",NA,98116
March 20 2018,S129040,Pip Marlowe,Dog,"Retriever, Labrador","Poodle, Miniature",98117
July 14 2018,S146213,Lindy,Dog,Shih Tzu,NA,98122
September 30 2018,729097,Lola,Dog,Havanese,NA,98116
May 10 2017,283088,Maggie,Dog,Xoloitzcuintli,NA,98126
January 30 2018,350062,Clover,Cat,Domestic Shorthair,NA,98199
October 18 2018,835114,Keaton,Dog,Italian Greyhound,NA,98125
September 29 2018,8001395,Figgy,Cat,Domestic Shorthair,Mix,98103
October 11 2018,S123963,Buster,Dog,Boxer,"Dachshund, Standard Smooth Haired",98103
January 02 2018,960910,Iblis,Dog,Rottweiler,NA,98118
April 07 2017,S105174,Patch,Dog,"Bulldog, French",NA,98122
April 03 2018,S106689,Lucy,Dog,"Retriever, Golden","Poodle, Miniature",98199
October 04 2017,573446,Sonic,Cat,Domestic Shorthair,NA,98108
September 20 2018,574262,Pidgeon,Cat,Domestic Shorthair,NA,98109
April 10 2018,S140997,Luna,Dog,"Poodle, Standard",Mix,98117
December 04 2016,S124115,Samantha,Cat,Domestic Shorthair,Mix,98102
May 05 2017,361176,Minnie minnie,Cat,Domestic Medium Hair,NA,98109
December 30 2016,S125759,Alice,Cat,Domestic Shorthair,NA,98103
November 18 2015,207795,Anna,Dog,"Dachshund, Standard Smooth Haired",NA,98144
May 09 2018,27695,Bailey,Dog,"Retriever, Labrador",NA,98115
March 27 2018,S100596,Lazlo,Cat,Domestic Shorthair,Mix,98133
April 02 2018,S142078,Hannah,Dog,"Pointer, German Shorthaired",NA,98146
July 24 2017,439023,Mika,Dog,"Retriever, Labrador","Poodle, Standard",98102
August 08 2017,580664,Wilhelmina,Dog,"Chihuahua, Short Coat",NA,98106
September 06 2016,24833,Fergus,Dog,"Welsh Corgi, Cardigan",NA,98117
January 28 2017,29184,Penne,Dog,"Dachshund, Miniature Smooth Haired",NA,98117
October 01 2018,8001465,Miles,Cat,Domestic Medium Hair,Mix,98125
December 19 2017,S101224,Mello,Cat,Domestic Shorthair,Mix,98115
March 08 2017,S128646,Abby,Dog,Australian Cattle Dog,"Terrier, Bull",98102
January 25 2017,S127057,Uli,Dog,German Shepherd,"Retriever, Labrador",98144
March 14 2018,75988,Izabella Luna,Dog,"Spaniel, Cavalier King Charles",NA,NA
January 09 2018,S139465,Argyle,Dog,"Terrier, Jack Russell",NA,98106
April 14 2017,214203,Niji,Dog,Shiba Inu,NA,98133
August 02 2018,S131925,Keto,Dog,"Terrier, Border",NA,98126
November 07 2017,902529,Callie,Dog,"Retriever, Golden","Poodle, Standard",98115
September 30 2018,S128240,Lucas,Dog,"Poodle, Standard",Retriever,98199
July 03 2018,441851,Chloe,Dog,"Retriever, Labrador",Shepherd,98119
January 23 2018,28605,Hank,Dog,"Terrier, Yorkshire",Mix,98126
December 19 2017,964426,Vivian,Cat,Domestic Shorthair,NA,98133
January 26 2018,S140038,Bug,Dog,Miniature Pinscher,"Dachshund, Miniature Wire Haired",98125
March 13 2018,S141313,Peach,Dog,Pug,Beagle,98125
September 28 2017,280035,Beso,Dog,"Spaniel, American Cocker","Poodle, Miniature",98117
September 12 2018,728764,Victor,Dog,"Spaniel, Cavalier King Charles",NA,98103
March 13 2018,S141354,Beaux,Dog,Chow Chow,German Shepherd,98103
October 14 2016,81930,NA,Dog,Australian Kelpie,"Retriever, Labrador",98118
September 16 2018,S146677,Rafael,Dog,Shih Tzu,"Poodle, Miniature",98103
May 30 2018,142286,Barney,Cat,LaPerm,NA,98106
November 08 2017,903597,Beckett,Dog,"Terrier, Soft Coated Wheaten",NA,98122
March 13 2017,140900,Opus,Dog,Shepherd,Mix,98126
June 12 2018,586778,Sooty,Cat,Domestic Medium Hair,NA,98102
May 03 2018,S143420,Papi,Dog,Terrier,NA,98125
February 28 2017,S128210,Josie,Dog,"Bulldog, French",NA,98107
April 21 2017,208022,Loopa,Cat,Himalayan,NA,98103
May 29 2018,S114099,Lennox,Cat,Domestic Medium Hair,Mix,98103
August 10 2018,S145944,Edith,Cat,Domestic Shorthair,Mix,98133
October 02 2018,8001473,Smudge,Dog,Shepherd,Mix,98116
April 11 2017,141772,Roscoe,Dog,Pointer,Mix,98126
August 27 2017,217874,Penelope,Dog,"Chihuahua, Short Coat",NA,98108
April 11 2018,S104735,Walter,Dog,Terrier,"Chihuahua, Short Coat",98106
May 10 2018,283695,Coho,Dog,"Retriever, Labrador",Border Collie,98117
October 31 2017,820382,Toby,Dog,Maltese,Mix,98133
December 13 2017,960412,Lilly Lu,Dog,"Chihuahua, Short Coat","Terrier, Rat",98125
April 03 2018,S142019,Morpheus,Dog,"Retriever, Golden",NA,98116
July 05 2017,441196,Teddy,Dog,Pomeranian,NA,98107
May 29 2018,S115661,Lily,Dog,Mix,NA,98125
January 25 2017,S127108,Charlie,Dog,"Retriever, Labrador",Australian Shepherd,98103
April 10 2018,138702,Dutch,Dog,Newfoundland,Mix,98125
