Entity,Code,Year,Commodity Balances - Livestock and Fish Primary Equivalent - Pelagic Fish - 2763 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Crustaceans - 2765 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Cephalopods - 2766 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Demersal Fish - 2762 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes,"Commodity Balances - Livestock and Fish Primary Equivalent - Molluscs, Other - 2767 - Production - 5510 - tonnes","Commodity Balances - Livestock and Fish Primary Equivalent - Marine Fish, Other - 2764 - Production - 5510 - tonnes"
Senegal,SEN,2005,281341,10000,13223,56916,29946,2984,5491
Senegal,SEN,2006,251140,7846,14229,60991,26406,3152,4669
Senegal,SEN,2007,288490,7992,15632,58800,34078,3886,3527
Senegal,SEN,2008,309030,4851,10010,56996,34435,8221,4741
Senegal,SEN,2009,288157,4343,10854,82993,34713,11757,13454
Senegal,SEN,2010,267010,3667,8011,75332,35052,11571,9203
Senegal,SEN,2011,282627,4394,12016,63238,34398,8985,21811
Senegal,SEN,2012,314697,5303,11757,83336,35753,7188,3236
Senegal,SEN,2013,315026,6888,6151,91426,34422,12535,3893
Serbia,SRB,2006,,,,,7467,,
Serbia,SRB,2007,,,,,9144,,
Serbia,SRB,2008,,,,,10688,,
Serbia,SRB,2009,,,,,11286,,
Serbia,SRB,2010,,,,,12962,,
Serbia,SRB,2011,,,,,13013,,
Serbia,SRB,2012,,,,,12460,,
Serbia,SRB,2013,,,,,10976,,
Serbia and Montenegro,OWID_SRM,1992,134,2,8,64,5110,2,14
Serbia and Montenegro,OWID_SRM,1993,136,10,22,85,3796,1,24
Serbia and Montenegro,OWID_SRM,1994,113,6,16,94,3911,1,31
Serbia and Montenegro,OWID_SRM,1995,158,14,26,145,3471,7,21
Serbia and Montenegro,OWID_SRM,1996,137,10,30,181,4096,2,19
Serbia and Montenegro,OWID_SRM,1997,137,10,30,171,4554,2,22
Serbia and Montenegro,OWID_SRM,1998,158,13,32,187,9162,3,24
Serbia and Montenegro,OWID_SRM,1999,170,10,31,186,5192,5,33
Serbia and Montenegro,OWID_SRM,2000,156,13,33,194,4549,4,34
Serbia and Montenegro,OWID_SRM,2001,162,16,36,201,4180,3,29
Serbia and Montenegro,OWID_SRM,2002,179,16,38,218,4447,5,8
Serbia and Montenegro,OWID_SRM,2003,200,17,37,221,4497,5,15
Serbia and Montenegro,OWID_SRM,2004,227,14,32,193,6525,5,6
Serbia and Montenegro,OWID_SRM,2005,111,16,38,127,6542,9,142
Sierra Leone,SLE,1961,14000,0,0,3400,400,0,5000
Sierra Leone,SLE,1962,15000,100,0,3500,500,0,6900
Sierra Leone,SLE,1963,16300,100,0,3000,500,200,8000
Sierra Leone,SLE,1964,15300,100,0,4100,800,100,9500
Sierra Leone,SLE,1965,22000,100,0,1700,800,100,7900
Sierra Leone,SLE,1966,27000,400,0,1700,800,100,2200
Sierra Leone,SLE,1967,28200,500,0,1600,900,300,2100
Sierra Leone,SLE,1968,18000,500,0,1800,900,300,2000
Sierra Leone,SLE,1969,20000,500,0,1800,900,300,2000
Sierra Leone,SLE,1970,25000,500,0,1606,1000,300,2644
Sierra Leone,SLE,1971,25000,500,0,1825,1000,300,2525
Sierra Leone,SLE,1972,30000,1000,0,1528,1000,300,17224
Sierra Leone,SLE,1973,37800,1000,0,1676,1000,300,25200
Sierra Leone,SLE,1974,38400,1000,0,1551,1000,300,26252
Sierra Leone,SLE,1975,39100,1000,0,797,1100,300,26300
Sierra Leone,SLE,1976,42663,750,0,7993,1330,545,2265
Sierra Leone,SLE,1977,30966,103,0,12762,1628,139,9949
Sierra Leone,SLE,1978,29262,145,0,14503,5197,1094,2256
Sierra Leone,SLE,1979,31721,237,0,12497,12139,965,34
Sierra Leone,SLE,1980,26268,717,0,4870,15811,985,339
Sierra Leone,SLE,1981,27350,754,0,5130,16412,0,216
Sierra Leone,SLE,1982,28680,681,0,5401,17083,0,93
Sierra Leone,SLE,1983,27445,809,0,5169,16578,0,89
Sierra Leone,SLE,1984,28115,1075,0,5298,17095,0,91
Sierra Leone,SLE,1985,28510,1351,0,5370,17109,0,90
Sierra Leone,SLE,1986,28900,1163,0,5450,16624,0,90
Sierra Leone,SLE,1987,28900,1056,0,5450,16628,0,90
Sierra Leone,SLE,1988,28900,1123,0,5450,16630,0,90
Sierra Leone,SLE,1989,28881,1625,0,5415,16116,0,90
Sierra Leone,SLE,1990,28155,2950,4012,7659,13690,0,90
Sierra Leone,SLE,1991,33025,2194,3307,12614,14621,0,0
Sierra Leone,SLE,1992,32590,2290,5661,12504,15485,0,0
Sierra Leone,SLE,1993,32189,3203,2013,14376,14522,0,0
Sierra Leone,SLE,1994,32090,3109,384,11669,15212,0,0
Sierra Leone,SLE,1995,32056,1684,1149,12768,17238,0,0
Sierra Leone,SLE,1996,31669,992,2654,14479,17540,0,0
Sierra Leone,SLE,1997,33785,2344,2493,16497,17539,0,0
Sierra Leone,SLE,1998,35510,1802,1071,7382,17330,0,0
Sierra Leone,SLE,1999,32879,2313,700,9026,14515,0,4
Sierra Leone,SLE,2000,32168,1861,302,20671,17026,0,2732
Sierra Leone,SLE,2001,45795,1579,585,9575,14034,63,3609
Sierra Leone,SLE,2002,48511,1448,1139,10548,15393,2434,3547
Sierra Leone,SLE,2003,47288,1800,1701,20904,15486,3061,6716
Sierra Leone,SLE,2004,78107,2205,1372,26195,17149,1267,8175
Sierra Leone,SLE,2005,83104,1852,1337,27894,17541,1883,12412
Sierra Leone,SLE,2006,81220,1777,982,32809,17357,1065,12966
Sierra Leone,SLE,2007,76591,1795,722,32055,17925,925,14572
Sierra Leone,SLE,2008,119070,2219,219,49785,21842,788,9709
Sierra Leone,SLE,2009,116790,2180,215,48895,21725,770,9500
Sierra Leone,SLE,2010,116790,2180,393,48895,21725,770,9322
Sierra Leone,SLE,2011,124482,2180,215,48895,21725,770,6208
Sierra Leone,SLE,2012,123760,2180,555,48885,21730,770,6200
Sierra Leone,SLE,2013,121315,2135,210,47990,21580,750,6100
Slovakia,SVK,1993,,,,,2773,,
Slovakia,SVK,1994,,,,,3488,,
Slovakia,SVK,1995,,,,,3567,,
Slovakia,SVK,1996,,,,,2368,,
Slovakia,SVK,1997,,,,,2618,,
Slovakia,SVK,1998,,,,,2009,,
Slovakia,SVK,1999,,,,,2268,,
Slovakia,SVK,2000,,,,,2255,,
Slovakia,SVK,2001,,,,,2530,,
Slovakia,SVK,2002,,,,,2575,,
Slovakia,SVK,2003,,,,,2527,,
Slovakia,SVK,2004,,,,,2783,,
Slovakia,SVK,2005,,,,,2648,,
Slovakia,SVK,2006,,,,,2981,,
Slovakia,SVK,2007,,,,,3193,,
Slovakia,SVK,2008,,,,,2726,,
Slovakia,SVK,2009,,,,,2584,,
Slovakia,SVK,2010,,,,,2295,,
Slovakia,SVK,2011,,,,,2749,,
Slovakia,SVK,2012,,,,,3231,,
Slovakia,SVK,2013,,,,,3071,,
Slovenia,SVN,1992,3534,0,27,36,1005,148,23
Slovenia,SVN,1993,1848,0,50,68,950,51,35
Slovenia,SVN,1994,1955,0,14,96,1023,30,15
Slovenia,SVN,1995,1769,0,46,66,1043,20,12
Slovenia,SVN,1996,2037,0,10,91,1033,56,9
Slovenia,SVN,1997,2024,0,16,97,1092,48,7
Slovenia,SVN,1998,1870,0,33,161,1024,44,5
Slovenia,SVN,1999,1712,0,28,105,1347,37,4
Slovenia,SVN,2000,1538,0,32,133,1290,44,0
Slovenia,SVN,2001,1350,3,133,199,1314,90,0
Slovenia,SVN,2002,1322,4,50,120,1395,84,0
Slovenia,SVN,2003,855,6,62,231,1342,138,0
Slovenia,SVN,2004,642,6,58,215,1506,166,0
Slovenia,SVN,2005,821,5,81,135,1320,205,2
Slovenia,SVN,2006,782,2,60,116,1376,163,1
Slovenia,SVN,2007,709,7,86,125,1232,302,2
Slovenia,SVN,2008,521,6,37,165,1224,230,1
Slovenia,SVN,2009,681,4,50,189,1094,316,4
Slovenia,SVN,2010,577,5,51,161,828,85,5
Slovenia,SVN,2011,495,4,52,220,1074,444,7
Slovenia,SVN,2012,76,1,49,259,951,312,3
Slovenia,SVN,2013,60,0,34,198,1001,329,4
Small island developing States,,1961,24100,15650,300,20400,800,2050,42500
Small island developing States,,1962,23500,15400,400,23800,800,2900,46900
Small island developing States,,1963,23012,16400,400,23300,1000,2300,48100
Small island developing States,,1964,21165,19000,500,23900,1300,2900,50550
Small island developing States,,1965,29380,20850,300,27200,1200,4050,52500
Small island developing States,,1966,36134,22100,400,30092,1300,4900,53200
Small island developing States,,1967,43409,21700,400,46416,1000,4750,57200
Small island developing States,,1968,40345,22950,400,47319,1100,3750,59736
Small island developing States,,1969,42207,27800,400,54886,1000,4450,67876
Small island developing States,,1970,74353,26600,700,66200,1000,5350,64320
Small island developing States,,1971,68729,27600,600,85065,1300,5550,74055
Small island developing States,,1972,64318,30500,814,94651,1800,6400,85118
Small island developing States,,1973,79948,31900,700,90841,1210,5600,97698
Small island developing States,,1974,74082,35517,706,104415,1557,5104,105800
Small island developing States,,1975,76780,32073,908,95092,2415,6511,81314
Small island developing States,,1976,96896,32375,4169,113962,2390,5778,111029
Small island developing States,,1977,101129,31175,5291,89000,2216,7580,130013
Small island developing States,,1978,134315,36034,4627,103568,3556,7047,123219
Small island developing States,,1979,147046,32140,4635,59583,7037,7621,107961
Small island developing States,,1980,188887,26382,2520,55977,9845,7460,118082
Small island developing States,,1981,182129,26002,2250,54117,13307,12746,109312
Small island developing States,,1982,182325,29025,627,68291,15296,14266,120893
Small island developing States,,1983,194311,27335,511,82290,16840,16570,129070
Small island developing States,,1984,192706,30165,642,92752,18132,16978,134429
Small island developing States,,1985,219279,36873,5085,91316,19943,19403,132049
Small island developing States,,1986,268167,32799,4359,92631,20184,18164,130630
Small island developing States,,1987,236808,35871,7803,92736,23286,20120,132625
Small island developing States,,1988,284083,35031,8894,94121,21067,24579,115527
Small island developing States,,1989,253215,36044,10120,87621,25818,26703,123346
Small island developing States,,1990,266208,31344,13143,85518,29791,28368,118018
Small island developing States,,1991,276537,37558,10123,83815,27208,31084,121415
Small island developing States,,1992,212434,35192,3887,79596,31562,32674,117738
Small island developing States,,1993,206205,35660,5610,85810,30448,37265,113189
Small island developing States,,1994,239054,42085,6811,78122,37151,43443,125555
Small island developing States,,1995,268754,45049,4010,84002,39035,40744,119660
Small island developing States,,1996,246557,46319,3230,87157,51965,36141,119459
Small island developing States,,1997,299614,51738,5915,80381,49965,44594,116222
Small island developing States,,1998,343238,50450,5626,76307,48710,42699,118551
Small island developing States,,1999,368742,54743,13514,93357,50366,38307,126909
Small island developing States,,2000,315786,66986,5903,70761,43529,32631,110918
Small island developing States,,2001,307097,74746,4910,73748,35583,40313,100544
Small island developing States,,2002,405662,73092,2312,76887,39664,30493,111679
Small island developing States,,2003,414882,78797,5515,78778,34979,23983,130261
Small island developing States,,2004,553950,102744,3104,70614,39131,25763,143214
Small island developing States,,2005,560844,120880,3113,75512,30560,27305,150377
Small island developing States,,2006,723621,70149,1500,51247,36275,27557,164071
Small island developing States,,2007,796596,59171,3811,52970,46783,22853,159935
Small island developing States,,2008,809876,53322,929,44824,47686,25606,149862
Small island developing States,,2009,725109,56262,719,42063,44409,24958,158009
Small island developing States,,2010,808458,61277,800,44799,37416,23474,157789
Small island developing States,,2011,670080,62365,2581,43474,29185,26974,159607
Small island developing States,,2012,491882,68513,904,40487,30456,27893,156979
Small island developing States,,2013,538511,65121,3205,39753,33191,27982,142710
Solomon Islands,SLB,1961,0,0,0,0,0,0,4000
Solomon Islands,SLB,1962,0,0,0,0,0,0,5000
Solomon Islands,SLB,1963,0,0,0,0,0,0,5000
Solomon Islands,SLB,1964,0,0,0,0,0,0,5000
Solomon Islands,SLB,1965,0,0,0,0,0,0,5000
Solomon Islands,SLB,1966,0,0,0,0,0,0,7000
Solomon Islands,SLB,1967,0,0,0,0,0,0,7000
Solomon Islands,SLB,1968,0,0,0,0,0,0,7000
Solomon Islands,SLB,1969,0,0,0,0,0,0,7000
Solomon Islands,SLB,1970,0,0,0,0,0,0,8000
Solomon Islands,SLB,1971,4711,0,0,0,0,0,8300
Solomon Islands,SLB,1972,7905,0,0,0,0,0,8500
Solomon Islands,SLB,1973,6624,0,0,0,0,0,8800
Solomon Islands,SLB,1974,10332,0,0,0,0,0,9040
Solomon Islands,SLB,1975,7094,0,0,0,0,0,9305
Solomon Islands,SLB,1976,15763,0,0,0,0,24,9841
Solomon Islands,SLB,1977,12202,0,0,0,0,10,10130
Solomon Islands,SLB,1978,18383,0,0,0,0,15,10428
Solomon Islands,SLB,1979,24352,0,0,0,0,9,10735
Solomon Islands,SLB,1980,23330,0,0,0,0,9,11051
Solomon Islands,SLB,1981,22924,0,0,0,0,6,11376
Solomon Islands,SLB,1982,20123,0,0,0,0,6,12000
Solomon Islands,SLB,1983,33482,0,0,0,0,42,12055
Solomon Islands,SLB,1984,35685,28,0,0,0,54,12410
Solomon Islands,SLB,1985,30027,0,0,0,0,20,12775
Solomon Islands,SLB,1986,42467,0,0,0,0,44,13147
Solomon Islands,SLB,1987,29469,6,0,4,0,43,13147
Solomon Islands,SLB,1988,40648,5,0,2,0,43,10000
Solomon Islands,SLB,1989,34430,3,0,5,0,67,15000
Solomon Islands,SLB,1990,26661,5,0,14,0,63,14000
Solomon Islands,SLB,1991,46938,8,0,23,0,72,14000
Solomon Islands,SLB,1992,30608,10,0,50,0,35,14200
Solomon Islands,SLB,1993,28056,15,0,30,0,28,14500
Solomon Islands,SLB,1994,33975,13,0,17,0,1,12500
Solomon Islands,SLB,1995,49711,23,0,1513,0,0,11990
Solomon Islands,SLB,1996,38951,23,0,1000,0,60,12000
Solomon Islands,SLB,1997,47542,33,0,700,0,280,12000
Solomon Islands,SLB,1998,48476,53,0,368,0,11,11000
Solomon Islands,SLB,1999,45732,33,0,475,0,10,6990
Solomon Islands,SLB,2000,12993,25,0,19,0,5,6000
Solomon Islands,SLB,2001,17242,25,0,10,0,5,6000
Solomon Islands,SLB,2002,18585,10,320,5,0,5,6680
Solomon Islands,SLB,2003,26413,10,340,2,0,5,8660
Solomon Islands,SLB,2004,24953,10,290,9,0,5,9710
Solomon Islands,SLB,2005,20036,15,350,10,0,5,9650
Solomon Islands,SLB,2006,29470,15,30,10,0,5,9970
Solomon Islands,SLB,2007,21254,16,260,10,0,5,9740
Solomon Islands,SLB,2008,17384,16,0,10,0,5,9950
Solomon Islands,SLB,2009,17891,15,0,10,1,5,9810
Solomon Islands,SLB,2010,25129,15,0,10,1,5,10000
Solomon Islands,SLB,2011,25129,15,0,10,1,5,10000
Solomon Islands,SLB,2012,25129,15,0,10,1,5,10000
Solomon Islands,SLB,2013,25129,15,0,10,1,5,10000
South Africa,ZAF,1961,855600,14700,200,120300,100,1400,18500
South Africa,ZAF,1962,913100,15900,100,116200,100,1700,14000
South Africa,ZAF,1963,1012814,14200,200,113600,100,1700,26600
South Africa,ZAF,1964,1056706,19400,200,119500,100,2900,25400
South Africa,ZAF,1965,1158609,19800,200,122500,100,4200,16900
South Africa,ZAF,1966,1131092,19500,200,148100,100,3900,32800
South Africa,ZAF,1967,1466200,14100,300,140000,100,3000,35200
South Africa,ZAF,1968,1920300,17000,200,138100,100,2300,30900
South Africa,ZAF,1969,1695900,11700,100,120000,100,1600,29200
South Africa,ZAF,1970,1052700,10900,300,129100,1150,1900,22900
South Africa,ZAF,1971,1009000,8300,200,138200,1150,1200,20500
South Africa,ZAF,1972,955954,8900,300,155500,1150,1000,21200
South Africa,ZAF,1973,1139475,9100,600,201900,1150,1000,11600
South Africa,ZAF,1974,1245451,11561,1323,158250,1150,1176,11576
South Africa,ZAF,1975,1195704,10282,847,139321,1150,1272,19731
South Africa,ZAF,1976,994463,8739,1026,150988,1150,1251,9466
South Africa,ZAF,1977,798597,10068,1275,143699,1150,956,10298
South Africa,ZAF,1978,804855,11124,2646,182049,1150,1030,10709
South Africa,ZAF,1979,778007,10337,2889,197240,1150,1038,6147
South Africa,ZAF,1980,650195,8840,2054,189154,1150,1096,2306
South Africa,ZAF,1981,653981,8636,2227,194022,1150,1210,2267
South Africa,ZAF,1982,610675,7395,1872,197710,783,1338,3446
South Africa,ZAF,1983,746955,6620,1813,175079,800,1021,3576
South Africa,ZAF,1984,520764,7566,1326,200385,1150,1350,2956
South Africa,ZAF,1985,502897,7754,4445,257802,1201,1607,1206
South Africa,ZAF,1986,573712,7588,4367,231829,1373,1285,1250
South Africa,ZAF,1987,1188974,8598,3667,220861,1424,1490,2437
South Africa,ZAF,1988,1066105,7797,6065,216698,1582,1384,2826
South Africa,ZAF,1989,641528,5929,11223,214151,1679,2274,1614
South Africa,ZAF,1990,325085,6012,5185,193633,2679,3023,2559
South Africa,ZAF,1991,290202,3496,7208,190121,3276,3868,2972
South Africa,ZAF,1992,494032,3625,3259,187602,2381,3832,1866
South Africa,ZAF,1993,392806,3686,6503,157179,1987,3387,847
South Africa,ZAF,1994,338026,3279,5941,172547,1954,3808,2323
South Africa,ZAF,1995,385322,3024,7097,177539,1633,3211,1832
South Africa,ZAF,1996,236593,2532,7571,191856,1696,2779,1634
South Africa,ZAF,1997,316371,2895,3826,176911,2001,3290,13336
South Africa,ZAF,1998,348030,3009,6772,199611,2720,3671,1167
South Africa,ZAF,1999,397028,2678,7300,176091,2172,3213,3678
South Africa,ZAF,2000,463675,2437,6161,168524,2633,1418,1543
South Africa,ZAF,2001,555672,3177,3549,182225,2419,1688,4590
South Africa,ZAF,2002,562028,3735,7544,187731,2647,1683,4628
South Africa,ZAF,2003,628154,2919,7782,173731,3143,1799,9185
South Africa,ZAF,2004,654966,3522,17536,199992,2355,1910,10932
South Africa,ZAF,2005,603442,4084,10635,188815,2225,1806,9554
South Africa,ZAF,2006,429252,3119,7082,168779,2280,1873,9269
South Africa,ZAF,2007,480461,3805,10298,175924,2160,1574,7325
South Africa,ZAF,2008,460390,2445,8628,166250,2449,2113,5971
South Africa,ZAF,2009,353198,2572,10386,140057,2449,1896,5159
South Africa,ZAF,2010,459694,4219,10246,148067,2041,2179,4955
South Africa,ZAF,2011,343376,2813,8644,172334,2588,2102,5148
South Africa,ZAF,2012,524111,2776,6702,164011,2634,2410,4115
South Africa,ZAF,2013,237410,2697,2987,162478,2650,2399,5899
South America,,1961,5614720,66100,2900,324700,105200,38900,46300
South America,,1962,7480122,80300,2700,434900,106901,50000,44900
South America,,1963,7538466,79200,3900,416800,111102,50200,53900
South America,,1964,10180591,83600,4400,426200,146304,62200,52900
South America,,1965,8063220,105600,1700,490000,143905,60300,58700
South America,,1966,10048991,104500,4400,519300,133505,65900,83100
South America,,1967,11061382,115700,5900,514200,135810,70204,105700
South America,,1968,11785297,130300,5800,562600,141621,73213,109900
South America,,1969,10249103,135700,3300,483800,155245,72321,83300
South America,,1970,13687980,164500,4100,575200,131479,82515,107300
South America,,1971,12114003,163800,5200,548700,115707,80315,97400
South America,,1972,5596312,168715,5648,570300,175889,85920,116800
South America,,1973,2883035,162159,8400,802000,177282,86320,339500
South America,,1974,5333718,147304,9427,706634,223073,76207,174369
South America,,1975,4426784,151681,8236,649226,240659,80097,210275
South America,,1976,5830787,170705,12270,739744,215170,102811,133087
South America,,1977,4071949,171416,6689,901489,237468,95636,169204
South America,,1978,5597344,175632,63570,1220687,263127,138540,169561
South America,,1979,6663053,181881,93011,1107402,215214,130775,214631
South America,,1980,5926322,133299,12610,1054793,271248,143496,227985
South America,,1981,6417508,143710,17282,1022763,286328,123957,262681
South America,,1982,7653425,165277,49270,1020300,304510,118856,221224
South America,,1983,5817100,218112,39509,908684,318760,118115,261744
South America,,1984,8588967,219409,40627,873073,330262,161710,268239
South America,,1985,9741338,208044,30634,1000677,319551,178713,420178
South America,,1986,11844854,214337,26679,1058210,352653,164550,446039
South America,,1987,9593313,234950,42251,1196432,378802,163158,430634
South America,,1988,12005465,246354,38812,1318142,352626,175650,424792
South America,,1989,13354820,240487,46460,1340160,349820,194134,333127
South America,,1990,11774117,252152,52004,1326312,343240,190459,297320
South America,,1991,12722509,287692,83468,1355951,360547,161458,329453
South America,,1992,13739519,305514,118994,1450963,396790,179775,243743
South America,,1993,14954588,268943,227319,1473284,433813,157072,273986
South America,,1994,19759120,287755,255746,1488558,478344,158865,266100
South America,,1995,16423498,284680,247411,1865096,581412,173153,232179
South America,,1996,16335461,285111,326939,2081828,640421,178843,198747
South America,,1997,13998543,330848,466262,1681633,700133,204217,234676
South America,,1998,7187829,351757,325064,1818536,730778,230532,500625
South America,,1999,13225057,348782,422282,1581419,745121,264291,378748
South America,,2000,14907433,304350,377024,1376919,904507,256828,379723
South America,,2001,11839749,341813,339764,1528525,1089799,278071,306807
South America,,2002,12998967,351510,358269,1485434,1110831,256444,241277
South America,,2003,9792389,419372,352130,1402655,1119629,296352,194049
South America,,2004,14294205,393969,548250,1555382,1247341,326260,251721
South America,,2005,13366316,390571,762402,1460477,1259607,291151,278540
South America,,2006,10538996,479335,1012262,1665884,1333017,373185,186832
South America,,2007,10715781,481314,825735,1263130,1279308,457894,195160
South America,,2008,10565774,475401,962666,1314638,1391862,477075,137290
South America,,2009,10066698,508281,565149,1463525,1448828,472929,159003
South America,,2010,6510904,565364,673157,1200329,1382890,557189,138222
South America,,2011,10840987,630790,659909,1333449,1734083,622852,139798
South America,,2012,10509057,651572,656942,1147205,2001044,546687,147590
South America,,2013,9787072,668047,714960,1104944,1959585,541294,142234
South Eastern Asia,,1961,698979,148400,12800,286020,832741,131420,666118
South Eastern Asia,,1962,798164,162600,16000,294820,835478,129700,737219
South Eastern Asia,,1963,760826,174550,17900,418440,832780,132400,882270
South Eastern Asia,,1964,858069,191050,19200,433560,855312,131590,1019772
South Eastern Asia,,1965,987489,207350,21800,446050,861801,125890,1081986
South Eastern Asia,,1966,1058799,234700,23900,488650,952455,169590,1123155
South Eastern Asia,,1967,1113848,264800,22700,504600,974359,174400,1283035
South Eastern Asia,,1968,1275869,329000,30300,561930,966550,214110,1416850
South Eastern Asia,,1969,1266299,346140,26700,547530,983959,242030,1640366
South Eastern Asia,,1970,1256323,321200,67500,515000,996929,312000,1741184
South Eastern Asia,,1971,1320054,355719,72700,503500,1044453,341000,1887155
South Eastern Asia,,1972,1306135,365748,116900,557801,1103941,188400,2215959
South Eastern Asia,,1973,1524051,436550,108700,602541,1088573,132950,2108823
South Eastern Asia,,1974,1631163,404821,113555,632771,1139619,124364,1806143
South Eastern Asia,,1975,1724951,387866,124815,700554,1129498,168201,1722090
South Eastern Asia,,1976,1729387,466290,122961,691085,1077970,315808,1776211
South Eastern Asia,,1977,2142885,513893,153418,739574,1068525,322545,2030752
South Eastern Asia,,1978,2071119,539158,162212,761013,1089460,349384,2068225
South Eastern Asia,,1979,2059304,543720,149593,721067,1096535,416812,2048927
South Eastern Asia,,1980,2022127,526811,139010,733120,1157483,484106,2057595
South Eastern Asia,,1981,2255675,595516,148845,725630,1343937,464516,2074534
South Eastern Asia,,1982,2326815,598632,173243,750540,1325272,491019,2165823
South Eastern Asia,,1983,2619172,605130,204589,773471,1525903,476510,2246846
South Eastern Asia,,1984,2677496,585218,195797,839212,1496922,556116,2220229
South Eastern Asia,,1985,2741404,611982,187971,853786,1505194,496613,2327954
South Eastern Asia,,1986,2728178,664812,213860,947503,1573431,435295,2683045
South Eastern Asia,,1987,2904799,674229,217653,946388,1595423,522682,2976281
South Eastern Asia,,1988,3040709,789186,215205,1010314,1634888,502820,2753864
South Eastern Asia,,1989,3232980,841558,249487,1004780,1716410,478831,2858691
South Eastern Asia,,1990,3391442,881586,257617,1030992,1787577,481005,2977724
South Eastern Asia,,1991,3606671,1002279,268664,1120638,1849181,462755,2977277
South Eastern Asia,,1992,3863847,1142997,302303,1144179,1876387,475242,3049287
South Eastern Asia,,1993,3825688,1165995,328677,1316492,2033752,498044,3267449
South Eastern Asia,,1994,4051176,1266914,373561,1358669,2204273,511610,3312092
South Eastern Asia,,1995,4174950,1337107,410297,1484554,2301040,542103,3252251
South Eastern Asia,,1996,4184450,1301880,421571,1520197,2434168,522494,3169878
South Eastern Asia,,1997,4380106,1308466,442674,1592161,2406923,460254,3216982
South Eastern Asia,,1998,4568043,1236499,460341,1622049,2377983,514757,3396962
South Eastern Asia,,1999,4611390,1434239,454157,1688950,2840167,584532,3503610
South Eastern Asia,,2000,4638116,1509556,540509,1637865,3084292,593801,3812092
South Eastern Asia,,2001,4689474,1588131,547806,1691841,3415456,676527,3948786
South Eastern Asia,,2002,4880658,1607664,595068,1796364,3590516,808823,4004784
South Eastern Asia,,2003,4972909,1842827,588411,1849989,3902459,815329,4305386
South Eastern Asia,,2004,5116249,1982108,584610,1879485,4603823,860282,4476878
South Eastern Asia,,2005,5181280,2049641,566187,1845134,5123554,812691,4718100
South Eastern Asia,,2006,5380598,2324291,580601,1930528,5775916,789494,4468645
South Eastern Asia,,2007,5674971,2376058,592612,2006504,6472164,807007,4507374
South Eastern Asia,,2008,5700333,2405225,582562,1852529,7198464,806839,4454031
South Eastern Asia,,2009,5803164,2426165,621708,1899167,7648427,833523,4794260
South Eastern Asia,,2010,5870352,2583672,660152,1996720,8353398,807402,5246051
South Eastern Asia,,2011,5784719,2710154,722648,2015119,9029182,719111,5348056
South Eastern Asia,,2012,5812093,2709194,732798,2038978,9081440,705920,5364894
South Eastern Asia,,2013,5849657,2693128,724280,2055257,9148409,703181,5329482
South Korea,KOR,1961,99318,24600,84400,104600,900,30100,40100
South Korea,KOR,1962,115701,23900,59300,141400,3100,36400,37300
South Korea,KOR,1963,70202,16500,119700,123400,4400,79000,60100
South Korea,KOR,1964,98712,22200,87800,153900,2100,101100,71000
South Korea,KOR,1965,143434,22000,71600,171800,2000,86200,80800
South Korea,KOR,1966,160735,15300,78200,164800,4000,106700,102000
South Korea,KOR,1967,168981,25100,43600,165200,4600,121100,141600
South Korea,KOR,1968,165723,15800,92700,195600,9900,100100,139400
South Korea,KOR,1969,265021,9500,67600,186700,7600,95800,131000
South Korea,KOR,1970,159907,16300,81644,240221,11900,110900,123008
South Korea,KOR,1971,260481,15400,52894,296678,9200,148000,155769
South Korea,KOR,1972,341620,23200,66235,409230,10800,165000,186900
South Korea,KOR,1973,338388,37100,74012,572141,11800,216600,201000
South Korea,KOR,1974,441246,34827,72579,711422,11455,162115,243143
South Korea,KOR,1975,454116,50279,89481,828896,10123,281709,162246
South Korea,KOR,1976,472674,46165,117459,968738,16802,327118,155732
South Korea,KOR,1977,543193,53857,69883,814816,21345,368712,203118
South Korea,KOR,1978,558004,53687,90410,855837,24540,328670,167089
South Korea,KOR,1979,526273,55636,118346,871306,32284,400581,143548
South Korea,KOR,1980,448569,53209,127209,900509,35517,396596,113322
South Korea,KOR,1981,529817,55622,145265,910989,44815,424863,236260
South Korea,KOR,1982,522389,63903,150230,856312,47697,409335,212228
South Korea,KOR,1983,550117,64648,168395,977531,51306,399424,166981
South Korea,KOR,1984,580740,71654,180959,1012620,45725,390283,166851
South Korea,KOR,1985,497412,78557,203582,1154809,51837,497418,132464
South Korea,KOR,1986,681918,92193,213314,1355883,63815,549215,110221
South Korea,KOR,1987,699843,96060,278997,1000760,59460,588332,118829
South Korea,KOR,1988,709637,103527,279995,889350,44325,547184,124945
South Korea,KOR,1989,754828,105219,368834,906768,47579,472716,138717
South Korea,KOR,1990,746143,118454,333709,939070,52763,450216,160954
South Korea,KOR,1991,696930,110634,411673,677390,43569,417823,130334
South Korea,KOR,1992,679721,115511,475625,766647,51793,445167,143461
South Korea,KOR,1993,778315,122175,432160,614685,37254,502877,132221
