Entity,Code,Year,Aquaculture production (metric tons),Capture fisheries production (metric tons)
Pre-demographic dividend,,2018,545467.014038086,6399882.75
Puerto Rico,PRI,1960,0,3100
Puerto Rico,PRI,1961,0,3100
Puerto Rico,PRI,1962,0,3300
Puerto Rico,PRI,1963,0,3300
Puerto Rico,PRI,1964,0,2900
Puerto Rico,PRI,1965,0,2800
Puerto Rico,PRI,1966,0,2500
Puerto Rico,PRI,1967,0,2500
Puerto Rico,PRI,1968,0,2200
Puerto Rico,PRI,1969,0,2200
Puerto Rico,PRI,1970,0,2100
Puerto Rico,PRI,1971,0,2200
Puerto Rico,PRI,1972,0,2100
Puerto Rico,PRI,1973,0,2000
Puerto Rico,PRI,1974,0,2000
Puerto Rico,PRI,1975,0,2275
Puerto Rico,PRI,1976,0,2663
Puerto Rico,PRI,1977,0,2881
Puerto Rico,PRI,1978,0,3197
Puerto Rico,PRI,1979,0,3597
Puerto Rico,PRI,1980,0,2557
Puerto Rico,PRI,1981,0,1784
Puerto Rico,PRI,1982,0,2202
Puerto Rico,PRI,1983,0,2655
Puerto Rico,PRI,1984,0,2354
Puerto Rico,PRI,1985,0,1496
Puerto Rico,PRI,1986,0,1327
Puerto Rico,PRI,1987,97,1191
Puerto Rico,PRI,1988,86,1611
Puerto Rico,PRI,1989,110,1867
Puerto Rico,PRI,1990,113,1949
Puerto Rico,PRI,1991,242,2115
Puerto Rico,PRI,1992,284,2046
Puerto Rico,PRI,1993,160,2162
Puerto Rico,PRI,1994,143,2583
Puerto Rico,PRI,1995,68,3749
Puerto Rico,PRI,1996,58,3043
Puerto Rico,PRI,1997,13,3672
Puerto Rico,PRI,1998,164,3785
Puerto Rico,PRI,1999,138,3799
Puerto Rico,PRI,2000,154,5454
Puerto Rico,PRI,2001,414,5043
Puerto Rico,PRI,2002,462,3237
Puerto Rico,PRI,2003,309,3786
Puerto Rico,PRI,2004,457,3342
Puerto Rico,PRI,2005,351,3561
Puerto Rico,PRI,2006,306,2806
Puerto Rico,PRI,2007,84.3000030517578,2305
Puerto Rico,PRI,2008,62,2423
Puerto Rico,PRI,2009,51,2312
Puerto Rico,PRI,2010,17,2593
Puerto Rico,PRI,2011,20,2024
Puerto Rico,PRI,2012,20,1861
Puerto Rico,PRI,2013,19.9200000762939,2002
Puerto Rico,PRI,2014,20,2057
Puerto Rico,PRI,2015,20,2148
Puerto Rico,PRI,2016,20,1901
Puerto Rico,PRI,2017,20,1606
Puerto Rico,PRI,2018,20,1649
Qatar,QAT,1970,0,1500
Qatar,QAT,1971,0,1500
Qatar,QAT,1972,0,2000
Qatar,QAT,1973,0,2200
Qatar,QAT,1974,0,2047
Qatar,QAT,1975,0,1989
Qatar,QAT,1976,0,2400
Qatar,QAT,1977,0,2433
Qatar,QAT,1978,0,2200
Qatar,QAT,1979,0,2200
Qatar,QAT,1980,0,2178
Qatar,QAT,1981,0,2604
Qatar,QAT,1982,0,2331
Qatar,QAT,1983,0,2114
Qatar,QAT,1984,0,3173
Qatar,QAT,1985,0,2484
Qatar,QAT,1986,0,1980
Qatar,QAT,1987,0,2678
Qatar,QAT,1988,0,3086
Qatar,QAT,1989,0,4374
Qatar,QAT,1990,0,5702
Qatar,QAT,1991,0,8136
Qatar,QAT,1992,0,7845
Qatar,QAT,1993,0,6994
Qatar,QAT,1994,0,5086
Qatar,QAT,1995,0,4271
Qatar,QAT,1996,1,4739
Qatar,QAT,1997,2,5032
Qatar,QAT,1998,0,5279
Qatar,QAT,1999,0,4397
Qatar,QAT,2000,0,7140
Qatar,QAT,2001,1,8864
Qatar,QAT,2002,0,7155
Qatar,QAT,2003,0,11295
Qatar,QAT,2004,0,11134
Qatar,QAT,2005,11,13935
Qatar,QAT,2006,36,16376
Qatar,QAT,2007,36,15190
Qatar,QAT,2008,36,17688
Qatar,QAT,2009,36,14064
Qatar,QAT,2010,36,13760
Qatar,QAT,2011,36,12985
Qatar,QAT,2012,36,11275
Qatar,QAT,2013,56,12006
Qatar,QAT,2014,56,16213
Qatar,QAT,2015,10,15203
Qatar,QAT,2016,10,14516
Qatar,QAT,2017,10,15358
Qatar,QAT,2018,10,14669
Qatar,QAT,1960,,800
Qatar,QAT,1961,,800
Qatar,QAT,1962,,1000
Qatar,QAT,1963,,1000
Qatar,QAT,1964,,1000
Qatar,QAT,1965,,1300
Qatar,QAT,1966,,1300
Qatar,QAT,1967,,1500
Qatar,QAT,1968,,1500
Qatar,QAT,1969,,1500
Romania,ROU,1960,13700,24300
Romania,ROU,1961,14400,24400
Romania,ROU,1962,13700,19700
Romania,ROU,1963,13500,22600
Romania,ROU,1964,14010,19990
Romania,ROU,1965,13850,23731
Romania,ROU,1966,14300,22633
Romania,ROU,1967,17900,30666
Romania,ROU,1968,14400,26492
Romania,ROU,1969,15400,30597
Romania,ROU,1970,18850,43959
Romania,ROU,1971,22000,50252
Romania,ROU,1972,28710,55579
Romania,ROU,1973,27850,74218
Romania,ROU,1974,33544,95909
Romania,ROU,1975,32316,104308
Romania,ROU,1976,37373,89824
Romania,ROU,1977,35142,115559
Romania,ROU,1978,35330,102346
Romania,ROU,1979,34551,144536
Romania,ROU,1980,34676,138930
Romania,ROU,1981,39016,152997
Romania,ROU,1982,43661,191992
Romania,ROU,1983,32217,210427
Romania,ROU,1984,45116,187333
Romania,ROU,1985,42414,195223
Romania,ROU,1986,47544,223582
Romania,ROU,1987,40183,224188
Romania,ROU,1988,50680,216938
Romania,ROU,1989,47260,177550
Romania,ROU,1990,34950,92784
Romania,ROU,1991,29530,95473
Romania,ROU,1992,24620,70761
Romania,ROU,1993,21100,13819
Romania,ROU,1994,20400,22251
Romania,ROU,1995,19830,49275
Romania,ROU,1996,13900,18259
Romania,ROU,1997,11168,8446
Romania,ROU,1998,9614,9061
Romania,ROU,1999,8998,7843
Romania,ROU,2000,9727,7372
Romania,ROU,2001,10818,7609
Romania,ROU,2002,9248,6980
Romania,ROU,2003,9042,9890
Romania,ROU,2004,8137,5095
Romania,ROU,2005,7284,6053
Romania,ROU,2006,8088,6663
Romania,ROU,2007,10312,6183
Romania,ROU,2008,12532,5410
Romania,ROU,2009,13131,4020
Romania,ROU,2010,8981.3203125,2688
Romania,ROU,2011,8353.2705078125,3254
Romania,ROU,2012,10004,3960
Romania,ROU,2013,10146,5218
Romania,ROU,2014,10679.9794921875,6248
Romania,ROU,2015,11041.748046875,9307
Romania,ROU,2016,12574.0302734375,12728
Romania,ROU,2017,12798.2001953125,14998
Romania,ROU,2018,12298.4501953125,11179
Russia,RUS,1960,0,
Russia,RUS,1961,0,
Russia,RUS,1962,0,
Russia,RUS,1963,0,
Russia,RUS,1964,0,
Russia,RUS,1965,0,
Russia,RUS,1966,0,
Russia,RUS,1967,0,
Russia,RUS,1968,0,
Russia,RUS,1969,0,
Russia,RUS,1970,0,
Russia,RUS,1971,0,
Russia,RUS,1972,0,
Russia,RUS,1973,0,
Russia,RUS,1974,0,
Russia,RUS,1975,0,
Russia,RUS,1976,0,
Russia,RUS,1977,0,
Russia,RUS,1978,0,
Russia,RUS,1979,0,
Russia,RUS,1980,0,
Russia,RUS,1981,0,
Russia,RUS,1982,0,
Russia,RUS,1983,0,
Russia,RUS,1984,0,
Russia,RUS,1985,0,
Russia,RUS,1986,0,
Russia,RUS,1987,0,
Russia,RUS,1988,151377,8190025
Russia,RUS,1989,176600,8203311
Russia,RUS,1990,259735,7532160
Russia,RUS,1991,120877,6864964
Russia,RUS,1992,104999,5562227
Russia,RUS,1993,92866,4482207
Russia,RUS,1994,77956,3793972
Russia,RUS,1995,68578,4376640
Russia,RUS,1996,53309,4744407
Russia,RUS,1997,59766,4738463
Russia,RUS,1998,66230,4516052
Russia,RUS,1999,71615,4217889
Russia,RUS,2000,77132,4077611
Russia,RUS,2001,90449,3686491
Russia,RUS,2002,101483,3291036
Russia,RUS,2003,108751,3339831
Russia,RUS,2004,110018,2968363
Russia,RUS,2005,114997,3236386
Russia,RUS,2006,106343,3319235
Russia,RUS,2007,105803,3497246
Russia,RUS,2008,115680,3411736
Russia,RUS,2009,117310,3838545
Russia,RUS,2010,120998,4081092
Russia,RUS,2011,129651,4268684
Russia,RUS,2012,146455,4343101
Russia,RUS,2013,155540,4370871
Russia,RUS,2014,163600,4269502
Russia,RUS,2015,154050,4468629
Russia,RUS,2016,173981,4777078
Russia,RUS,2017,186544,4884529
Russia,RUS,2018,204032,5125654
Rwanda,RWA,1978,18,715
Rwanda,RWA,1979,20,954
Rwanda,RWA,1980,23,1200
Rwanda,RWA,1981,27,955
Rwanda,RWA,1982,30,1210
Rwanda,RWA,1983,36,1212
Rwanda,RWA,1984,39,786
Rwanda,RWA,1985,39,906
Rwanda,RWA,1986,61,1485
Rwanda,RWA,1987,64,1630
Rwanda,RWA,1988,38,1290
Rwanda,RWA,1989,44,1472
Rwanda,RWA,1990,164,2350
Rwanda,RWA,1991,58,3503
Rwanda,RWA,1992,53,3644
Rwanda,RWA,1993,53,3500
Rwanda,RWA,1994,60,3400
Rwanda,RWA,1995,79,3300
Rwanda,RWA,1996,100,2952
Rwanda,RWA,1997,118,4428
Rwanda,RWA,1998,128,6641
Rwanda,RWA,1999,300,6433
Rwanda,RWA,2000,270,6726
Rwanda,RWA,2001,435,6828
Rwanda,RWA,2002,612,7000
Rwanda,RWA,2003,1027,7400
Rwanda,RWA,2004,386,7826
Rwanda,RWA,2005,34.1500015258789,6816
Rwanda,RWA,2006,30.2000007629395,7711
Rwanda,RWA,2007,60.2000007629395,9186
Rwanda,RWA,2008,60.25,11587
Rwanda,RWA,2009,60.2999992370605,11552
Rwanda,RWA,2010,100.300003051758,13000
Rwanda,RWA,2011,265.330017089844,16994
Rwanda,RWA,2012,505.980010986328,18980
Rwanda,RWA,2013,1165.19995117188,22390
Rwanda,RWA,2014,1504,25159
Rwanda,RWA,2015,1620.19995117188,29334
Rwanda,RWA,2016,1580,25013
Rwanda,RWA,2017,3357,25000
Rwanda,RWA,2018,5128,23977
Rwanda,RWA,1960,,500
Rwanda,RWA,1961,,500
Rwanda,RWA,1962,,500
Rwanda,RWA,1963,,500
Rwanda,RWA,1964,,700
Rwanda,RWA,1965,,700
Rwanda,RWA,1966,,700
Rwanda,RWA,1967,,800
Rwanda,RWA,1968,,800
Rwanda,RWA,1969,,800
Rwanda,RWA,1970,,900
Rwanda,RWA,1971,,900
Rwanda,RWA,1972,,800
Rwanda,RWA,1973,,1000
Rwanda,RWA,1974,,1368
Rwanda,RWA,1975,,1198
Rwanda,RWA,1976,,1008
Rwanda,RWA,1977,,1325
Saint Kitts and Nevis,KNA,1960,0,600
Saint Kitts and Nevis,KNA,1961,0,600
Saint Kitts and Nevis,KNA,1962,0,600
Saint Kitts and Nevis,KNA,1963,0,700
Saint Kitts and Nevis,KNA,1964,0,700
Saint Kitts and Nevis,KNA,1965,0,700
Saint Kitts and Nevis,KNA,1966,0,800
Saint Kitts and Nevis,KNA,1967,0,800
Saint Kitts and Nevis,KNA,1968,0,800
Saint Kitts and Nevis,KNA,1969,0,800
Saint Kitts and Nevis,KNA,1970,0,1000
Saint Kitts and Nevis,KNA,1971,0,1000
Saint Kitts and Nevis,KNA,1972,0,1000
Saint Kitts and Nevis,KNA,1973,0,1000
Saint Kitts and Nevis,KNA,1974,0,1000
Saint Kitts and Nevis,KNA,1975,0,1218
Saint Kitts and Nevis,KNA,1976,0,1684
Saint Kitts and Nevis,KNA,1977,0,1695
Saint Kitts and Nevis,KNA,1978,0,1790
Saint Kitts and Nevis,KNA,1979,0,1777
Saint Kitts and Nevis,KNA,1989,3,710
Saint Kitts and Nevis,KNA,1990,3,620
Saint Kitts and Nevis,KNA,1991,3,450
Saint Kitts and Nevis,KNA,1992,0,300
Saint Kitts and Nevis,KNA,1993,0,250
Saint Kitts and Nevis,KNA,1994,0,357
Saint Kitts and Nevis,KNA,1995,0,339
Saint Kitts and Nevis,KNA,1996,0,687
Saint Kitts and Nevis,KNA,1997,0,418
Saint Kitts and Nevis,KNA,1998,0,967
Saint Kitts and Nevis,KNA,1999,1,933
Saint Kitts and Nevis,KNA,2000,1,970
Saint Kitts and Nevis,KNA,2001,1,1039
Saint Kitts and Nevis,KNA,2002,1,949
Saint Kitts and Nevis,KNA,2003,1,873
Saint Kitts and Nevis,KNA,2004,1,1111
Saint Kitts and Nevis,KNA,2005,1,1516
Saint Kitts and Nevis,KNA,2006,1,1179
Saint Kitts and Nevis,KNA,2007,1,1275
Saint Kitts and Nevis,KNA,2008,1,1342
Saint Kitts and Nevis,KNA,2009,1,2064
Saint Kitts and Nevis,KNA,2010,1,21754
Saint Kitts and Nevis,KNA,2011,1,31071
Saint Kitts and Nevis,KNA,2012,1,21887
Saint Kitts and Nevis,KNA,2013,1,17717
Saint Kitts and Nevis,KNA,2014,1.20000004768372,66142
Saint Kitts and Nevis,KNA,2015,1.5,100398
Saint Kitts and Nevis,KNA,2016,1,65769
Saint Kitts and Nevis,KNA,2017,1.5,85457
Saint Kitts and Nevis,KNA,2018,1,1047
Saint Kitts and Nevis,KNA,1980,,1935
Saint Kitts and Nevis,KNA,1981,,1900
Saint Kitts and Nevis,KNA,1982,,1930
Saint Kitts and Nevis,KNA,1983,,1177
Saint Kitts and Nevis,KNA,1984,,1115
Saint Kitts and Nevis,KNA,1985,,995
Saint Kitts and Nevis,KNA,1986,,901
Saint Kitts and Nevis,KNA,1987,,924
Saint Kitts and Nevis,KNA,1988,,800
Saint Lucia,LCA,1970,0,1419
Saint Lucia,LCA,1971,0,1519
Saint Lucia,LCA,1972,0,1519
Saint Lucia,LCA,1973,0,1627
Saint Lucia,LCA,1974,0,1700
Saint Lucia,LCA,1975,0,2000
Saint Lucia,LCA,1976,0,2200
Saint Lucia,LCA,1977,0,2500
Saint Lucia,LCA,1978,0,2600
Saint Lucia,LCA,1979,0,1024
Saint Lucia,LCA,1980,0,969
Saint Lucia,LCA,1981,0,891
Saint Lucia,LCA,1982,0,921
Saint Lucia,LCA,1983,0,910
Saint Lucia,LCA,1984,0,946
Saint Lucia,LCA,1985,100,1052
Saint Lucia,LCA,1986,100,840
Saint Lucia,LCA,1987,100,651
Saint Lucia,LCA,1988,35,791
Saint Lucia,LCA,1989,40,807
Saint Lucia,LCA,1990,40,948
Saint Lucia,LCA,1991,40,1016
Saint Lucia,LCA,1992,21,1107
Saint Lucia,LCA,1993,9,1395
Saint Lucia,LCA,1994,11,1345
Saint Lucia,LCA,1995,11,1343
Saint Lucia,LCA,1996,12,1402
Saint Lucia,LCA,1997,3,1416
Saint Lucia,LCA,1998,2,1709
Saint Lucia,LCA,1999,137,2061
Saint Lucia,LCA,2000,1,2027
Saint Lucia,LCA,2001,29,2160
Saint Lucia,LCA,2002,18,1895
Saint Lucia,LCA,2003,22,1668
Saint Lucia,LCA,2004,6,1706
Saint Lucia,LCA,2005,15,1590
Saint Lucia,LCA,2006,10.2430000305176,1647
Saint Lucia,LCA,2007,10.3900003433228,1732
Saint Lucia,LCA,2008,7.03999996185303,1895
Saint Lucia,LCA,2009,12.3600006103516,2066
Saint Lucia,LCA,2010,20.8999996185303,1964
Saint Lucia,LCA,2011,21.7999992370605,1811
Saint Lucia,LCA,2012,27.8999996185303,1944
Saint Lucia,LCA,2013,44.2999992370605,1991
Saint Lucia,LCA,2014,36.2000007629395,1982
Saint Lucia,LCA,2015,26.1000003814697,2030
Saint Lucia,LCA,2016,32.4400024414063,2117
Saint Lucia,LCA,2017,27.4500007629395,2091
Saint Lucia,LCA,2018,29,2019
Saint Lucia,LCA,1960,,600
Saint Lucia,LCA,1961,,600
Saint Lucia,LCA,1962,,600
Saint Lucia,LCA,1963,,600
Saint Lucia,LCA,1964,,800
Saint Lucia,LCA,1965,,800
Saint Lucia,LCA,1966,,900
Saint Lucia,LCA,1967,,1000
Saint Lucia,LCA,1968,,1100
Saint Lucia,LCA,1969,,1100
Saint Martin (French part),MAF,2007,,90
Saint Martin (French part),MAF,2008,,90
Saint Martin (French part),MAF,2009,,90
Saint Martin (French part),MAF,2010,,90
Saint Martin (French part),MAF,2011,,90
Saint Martin (French part),MAF,2012,,90
Saint Martin (French part),MAF,2013,,90
Saint Martin (French part),MAF,2014,,90
Saint Martin (French part),MAF,2015,,90
Saint Martin (French part),MAF,2016,,90
Saint Martin (French part),MAF,2017,,90
Saint Martin (French part),MAF,2018,,90
Saint Vincent and the Grenadines,VCT,2013,0.5,39511
Saint Vincent and the Grenadines,VCT,2014,1.39999997615814,81386
Saint Vincent and the Grenadines,VCT,2015,1.39999997615814,26167
Saint Vincent and the Grenadines,VCT,2016,1.39999997615814,22743
Saint Vincent and the Grenadines,VCT,2017,1.10000002384186,32986
Saint Vincent and the Grenadines,VCT,2018,2,2364
Saint Vincent and the Grenadines,VCT,1960,,400
Saint Vincent and the Grenadines,VCT,1961,,400
Saint Vincent and the Grenadines,VCT,1962,,400
Saint Vincent and the Grenadines,VCT,1963,,500
Saint Vincent and the Grenadines,VCT,1964,,500
Saint Vincent and the Grenadines,VCT,1965,,500
Saint Vincent and the Grenadines,VCT,1966,,500
Saint Vincent and the Grenadines,VCT,1967,,500
Saint Vincent and the Grenadines,VCT,1968,,400
Saint Vincent and the Grenadines,VCT,1969,,500
Saint Vincent and the Grenadines,VCT,1970,,600
Saint Vincent and the Grenadines,VCT,1971,,300
Saint Vincent and the Grenadines,VCT,1972,,300
Saint Vincent and the Grenadines,VCT,1973,,264
Saint Vincent and the Grenadines,VCT,1974,,354
Saint Vincent and the Grenadines,VCT,1975,,684
Saint Vincent and the Grenadines,VCT,1976,,496
Saint Vincent and the Grenadines,VCT,1977,,646
Saint Vincent and the Grenadines,VCT,1978,,698
Saint Vincent and the Grenadines,VCT,1979,,547
Saint Vincent and the Grenadines,VCT,1980,,540
Saint Vincent and the Grenadines,VCT,1981,,500
Saint Vincent and the Grenadines,VCT,1982,,500
Saint Vincent and the Grenadines,VCT,1983,,481
Saint Vincent and the Grenadines,VCT,1984,,480
Saint Vincent and the Grenadines,VCT,1985,,483
Saint Vincent and the Grenadines,VCT,1986,,601
Saint Vincent and the Grenadines,VCT,1987,,705
Saint Vincent and the Grenadines,VCT,1988,,4648
Saint Vincent and the Grenadines,VCT,1989,,5820
Saint Vincent and the Grenadines,VCT,1990,,9022
Saint Vincent and the Grenadines,VCT,1991,,8167
Saint Vincent and the Grenadines,VCT,1992,,2172
Saint Vincent and the Grenadines,VCT,1993,,2242
Saint Vincent and the Grenadines,VCT,1994,,3922
Saint Vincent and the Grenadines,VCT,1995,,1033
Saint Vincent and the Grenadines,VCT,1996,,990
Saint Vincent and the Grenadines,VCT,1997,,6145
Saint Vincent and the Grenadines,VCT,1998,,34110
Saint Vincent and the Grenadines,VCT,1999,,17806
Saint Vincent and the Grenadines,VCT,2000,,22802
Saint Vincent and the Grenadines,VCT,2001,,31946
Saint Vincent and the Grenadines,VCT,2002,,46078
Saint Vincent and the Grenadines,VCT,2003,,37768
Saint Vincent and the Grenadines,VCT,2004,,78315
Saint Vincent and the Grenadines,VCT,2005,,44106
Saint Vincent and the Grenadines,VCT,2006,,51585
Saint Vincent and the Grenadines,VCT,2007,,63310
Saint Vincent and the Grenadines,VCT,2008,,55898
Saint Vincent and the Grenadines,VCT,2009,,59587
Saint Vincent and the Grenadines,VCT,2010,,66370
Saint Vincent and the Grenadines,VCT,2011,,76578
Saint Vincent and the Grenadines,VCT,2012,,10187
Samoa,WSM,1960,0,500
Samoa,WSM,1961,0,600
Samoa,WSM,1962,0,600
Samoa,WSM,1963,0,600
Samoa,WSM,1964,0,600
Samoa,WSM,1965,0,600
Samoa,WSM,1966,0,700
Samoa,WSM,1967,0,700
Samoa,WSM,1968,0,700
Samoa,WSM,1969,0,700
Samoa,WSM,1970,0,900
Samoa,WSM,1971,0,900
Samoa,WSM,1972,0,900
Samoa,WSM,1973,0,900
Samoa,WSM,1974,0,900
Samoa,WSM,1975,0,1000
Samoa,WSM,1976,0,1100
Samoa,WSM,1977,0,1250
Samoa,WSM,1978,0,1090
Samoa,WSM,1979,0,1890
Samoa,WSM,1980,0,1990
Samoa,WSM,1981,0,3095
Samoa,WSM,1982,0,4020
Samoa,WSM,1983,0,3820
Samoa,WSM,1984,0,3720
Samoa,WSM,1985,0,3641
Samoa,WSM,1986,0,3186
Samoa,WSM,1987,0,3076
Samoa,WSM,1988,0,2500
Samoa,WSM,1989,0,2530
Samoa,WSM,1990,0,1505
Samoa,WSM,1991,0,1595
Samoa,WSM,1992,0,2436
Samoa,WSM,1993,0,1986
Samoa,WSM,1994,0,2591
Samoa,WSM,1995,0,4094
Samoa,WSM,1996,0,4410
Samoa,WSM,1997,1,7867
Samoa,WSM,1998,0,9364
Samoa,WSM,1999,0,8562
Samoa,WSM,2000,0,8595
Samoa,WSM,2001,0,8613
Samoa,WSM,2002,0,10881
Samoa,WSM,2003,0,9703
Samoa,WSM,2004,0,9934
Samoa,WSM,2005,0,9836
Samoa,WSM,2006,0,12435
Samoa,WSM,2007,3,14091
Samoa,WSM,2008,3,13899
Samoa,WSM,2009,5,13279
Samoa,WSM,2010,5,12840
Samoa,WSM,2011,5,11452
Samoa,WSM,2012,4.59999990463257,11901
Samoa,WSM,2013,3.72900009155273,11201
Samoa,WSM,2014,5.56199979782104,7501
Samoa,WSM,2015,13.3400001525879,8699
Samoa,WSM,2016,10,8801
Samoa,WSM,2017,10.1199998855591,10854
Samoa,WSM,2018,12.9289999008179,9766
San Marino,SMR,1970,,0
San Marino,SMR,1971,,0
San Marino,SMR,1972,,0
San Marino,SMR,1973,,0
San Marino,SMR,1974,,0
San Marino,SMR,1975,,0
San Marino,SMR,1976,,0
San Marino,SMR,1977,,0
San Marino,SMR,1978,,0
San Marino,SMR,1979,,0
San Marino,SMR,1980,,0
San Marino,SMR,1981,,0
San Marino,SMR,1982,,0
San Marino,SMR,1983,,0
San Marino,SMR,1984,,0
San Marino,SMR,1985,,0
San Marino,SMR,1986,,0
San Marino,SMR,1987,,0
San Marino,SMR,1988,,0
San Marino,SMR,1989,,0
San Marino,SMR,1990,,0
San Marino,SMR,1991,,0
San Marino,SMR,1992,,0
San Marino,SMR,1993,,0
San Marino,SMR,1994,,0
San Marino,SMR,1995,,0
San Marino,SMR,1996,,0
San Marino,SMR,1997,,0
San Marino,SMR,1998,,0
San Marino,SMR,1999,,0
San Marino,SMR,2000,,0
San Marino,SMR,2001,,0
San Marino,SMR,2002,,0
San Marino,SMR,2003,,0
San Marino,SMR,2004,,0
San Marino,SMR,2005,,0
San Marino,SMR,2006,,0
San Marino,SMR,2007,,0
San Marino,SMR,2008,,0
San Marino,SMR,2009,,0
San Marino,SMR,2010,,0
San Marino,SMR,2011,,0
San Marino,SMR,2012,,0
San Marino,SMR,2013,,0
San Marino,SMR,2014,,0
San Marino,SMR,2015,,0
San Marino,SMR,2016,,0
San Marino,SMR,2017,,0
San Marino,SMR,2018,,0
Sao Tome and Principe,STP,1960,,500
Sao Tome and Principe,STP,1961,,700
Sao Tome and Principe,STP,1962,,600
Sao Tome and Principe,STP,1963,,500
Sao Tome and Principe,STP,1964,,800
Sao Tome and Principe,STP,1965,,900
Sao Tome and Principe,STP,1966,,800
Sao Tome and Principe,STP,1967,,900
Sao Tome and Principe,STP,1968,,800
Sao Tome and Principe,STP,1969,,800
Sao Tome and Principe,STP,1970,,800
Sao Tome and Principe,STP,1971,,900
Sao Tome and Principe,STP,1972,,800
Sao Tome and Principe,STP,1973,,800
Sao Tome and Principe,STP,1974,,600
Sao Tome and Principe,STP,1975,,600
Sao Tome and Principe,STP,1976,,646
Sao Tome and Principe,STP,1977,,889
Sao Tome and Principe,STP,1978,,1175
Sao Tome and Principe,STP,1979,,1618
Sao Tome and Principe,STP,1980,,1847
Sao Tome and Principe,STP,1981,,2158
Sao Tome and Principe,STP,1982,,2688
Sao Tome and Principe,STP,1983,,4012
Sao Tome and Principe,STP,1984,,4444
Sao Tome and Principe,STP,1985,,3988
Sao Tome and Principe,STP,1986,,2833
Sao Tome and Principe,STP,1987,,2798
Sao Tome and Principe,STP,1988,,3391
Sao Tome and Principe,STP,1989,,3575
Sao Tome and Principe,STP,1990,,3867
Sao Tome and Principe,STP,1991,,2576
Sao Tome and Principe,STP,1992,,2406
Sao Tome and Principe,STP,1993,,2845
Sao Tome and Principe,STP,1994,,4106
Sao Tome and Principe,STP,1995,,4300
Sao Tome and Principe,STP,1996,,4620
Sao Tome and Principe,STP,1997,,3546
Sao Tome and Principe,STP,1998,,3600
Sao Tome and Principe,STP,1999,,3650
Sao Tome and Principe,STP,2000,,3700
Sao Tome and Principe,STP,2001,,3692
Sao Tome and Principe,STP,2002,,3820
Sao Tome and Principe,STP,2003,,4005
Sao Tome and Principe,STP,2004,,4141
Sao Tome and Principe,STP,2005,,4197
Sao Tome and Principe,STP,2006,,4323
Sao Tome and Principe,STP,2007,,4449
Sao Tome and Principe,STP,2008,,4575
Sao Tome and Principe,STP,2009,,4701
Sao Tome and Principe,STP,2010,,4837
Sao Tome and Principe,STP,2011,,6100
Sao Tome and Principe,STP,2012,,7400
Sao Tome and Principe,STP,2013,,8700
Sao Tome and Principe,STP,2014,,10000
Sao Tome and Principe,STP,2015,,11441
Sao Tome and Principe,STP,2016,,11719
Sao Tome and Principe,STP,2017,,10808
Sao Tome and Principe,STP,2018,,9730
Saudi Arabia,SAU,1960,0,10000
Saudi Arabia,SAU,1961,0,16200
Saudi Arabia,SAU,1962,0,18300
Saudi Arabia,SAU,1963,0,19600
Saudi Arabia,SAU,1964,0,17700
Saudi Arabia,SAU,1965,0,18600
Saudi Arabia,SAU,1966,0,20200
Saudi Arabia,SAU,1967,0,22100
Saudi Arabia,SAU,1968,0,21100
Saudi Arabia,SAU,1969,0,22000
Saudi Arabia,SAU,1970,0,21700
Saudi Arabia,SAU,1971,0,22300
Saudi Arabia,SAU,1972,0,23800
Saudi Arabia,SAU,1973,0,26400
Saudi Arabia,SAU,1974,0,23600
Saudi Arabia,SAU,1975,0,23000
Saudi Arabia,SAU,1976,0,23300
Saudi Arabia,SAU,1977,0,22800
Saudi Arabia,SAU,1978,0,24950
Saudi Arabia,SAU,1979,0,24460
Saudi Arabia,SAU,1980,0,24775
Saudi Arabia,SAU,1981,0,28570
Saudi Arabia,SAU,1982,0,31820
Saudi Arabia,SAU,1983,0,35300
Saudi Arabia,SAU,1984,0,38490
Saudi Arabia,SAU,1985,0,43696
Saudi Arabia,SAU,1986,28,45498
Saudi Arabia,SAU,1987,140,47748
Saudi Arabia,SAU,1988,331,45732
Saudi Arabia,SAU,1989,1240,47150
Saudi Arabia,SAU,1990,1988,40630
Saudi Arabia,SAU,1991,2153,40289
Saudi Arabia,SAU,1992,2380,45910
Saudi Arabia,SAU,1993,2503,48022
Saudi Arabia,SAU,1994,2235,54612
Saudi Arabia,SAU,1995,2696,45692
Saudi Arabia,SAU,1996,3835,47709
Saudi Arabia,SAU,1997,4690,49395
Saudi Arabia,SAU,1998,5101,51291
Saudi Arabia,SAU,1999,5620,46700
Saudi Arabia,SAU,2000,6004,49080
Saudi Arabia,SAU,2001,8218,55331
Saudi Arabia,SAU,2002,6744,57211
Saudi Arabia,SAU,2003,11824,55440
Saudi Arabia,SAU,2004,11172,55418
Saudi Arabia,SAU,2005,14375,60421
Saudi Arabia,SAU,2006,15586,65485
Saudi Arabia,SAU,2007,18410.400390625,66221
Saudi Arabia,SAU,2008,22340,68898
Saudi Arabia,SAU,2009,26441.849609375,67664
Saudi Arabia,SAU,2010,26374,65145
Saudi Arabia,SAU,2011,16076,64481
Saudi Arabia,SAU,2012,12737,65170
Saudi Arabia,SAU,2013,9266,71946
Saudi Arabia,SAU,2014,23880,68660
Saudi Arabia,SAU,2015,30000,68130
Saudi Arabia,SAU,2016,39920,68082
