Entity,Code,Year,Capture fisheries production (metric tons)
Saint Lucia,LCA,1996,1402
Saint Lucia,LCA,1997,1416
Saint Lucia,LCA,1998,1709
Saint Lucia,LCA,1999,2061
Saint Lucia,LCA,2000,2027
Saint Lucia,LCA,2001,2160
Saint Lucia,LCA,2002,1895
Saint Lucia,LCA,2003,1668
Saint Lucia,LCA,2004,1706
Saint Lucia,LCA,2005,1590
Saint Lucia,LCA,2006,1647
Saint Lucia,LCA,2007,1732
Saint Lucia,LCA,2008,1895
Saint Lucia,LCA,2009,2066
Saint Lucia,LCA,2010,1964
Saint Lucia,LCA,2011,1811
Saint Lucia,LCA,2012,1944
Saint Lucia,LCA,2013,1991
Saint Lucia,LCA,2014,1982
Saint Lucia,LCA,2015,2030
Saint Lucia,LCA,2016,2117
Saint Lucia,LCA,2017,2091
Saint Lucia,LCA,2018,2019
Saint Martin (French part),MAF,2007,90
Saint Martin (French part),MAF,2008,90
Saint Martin (French part),MAF,2009,90
Saint Martin (French part),MAF,2010,90
Saint Martin (French part),MAF,2011,90
Saint Martin (French part),MAF,2012,90
Saint Martin (French part),MAF,2013,90
Saint Martin (French part),MAF,2014,90
Saint Martin (French part),MAF,2015,90
Saint Martin (French part),MAF,2016,90
Saint Martin (French part),MAF,2017,90
Saint Martin (French part),MAF,2018,90
Saint Vincent and the Grenadines,VCT,1960,400
Saint Vincent and the Grenadines,VCT,1961,400
Saint Vincent and the Grenadines,VCT,1962,400
Saint Vincent and the Grenadines,VCT,1963,500
Saint Vincent and the Grenadines,VCT,1964,500
Saint Vincent and the Grenadines,VCT,1965,500
Saint Vincent and the Grenadines,VCT,1966,500
Saint Vincent and the Grenadines,VCT,1967,500
Saint Vincent and the Grenadines,VCT,1968,400
Saint Vincent and the Grenadines,VCT,1969,500
Saint Vincent and the Grenadines,VCT,1970,600
Saint Vincent and the Grenadines,VCT,1971,300
Saint Vincent and the Grenadines,VCT,1972,300
Saint Vincent and the Grenadines,VCT,1973,264
Saint Vincent and the Grenadines,VCT,1974,354
Saint Vincent and the Grenadines,VCT,1975,684
Saint Vincent and the Grenadines,VCT,1976,496
Saint Vincent and the Grenadines,VCT,1977,646
Saint Vincent and the Grenadines,VCT,1978,698
Saint Vincent and the Grenadines,VCT,1979,547
Saint Vincent and the Grenadines,VCT,1980,540
Saint Vincent and the Grenadines,VCT,1981,500
Saint Vincent and the Grenadines,VCT,1982,500
Saint Vincent and the Grenadines,VCT,1983,481
Saint Vincent and the Grenadines,VCT,1984,480
Saint Vincent and the Grenadines,VCT,1985,483
Saint Vincent and the Grenadines,VCT,1986,601
Saint Vincent and the Grenadines,VCT,1987,705
Saint Vincent and the Grenadines,VCT,1988,4648
Saint Vincent and the Grenadines,VCT,1989,5820
Saint Vincent and the Grenadines,VCT,1990,9022
Saint Vincent and the Grenadines,VCT,1991,8167
Saint Vincent and the Grenadines,VCT,1992,2172
Saint Vincent and the Grenadines,VCT,1993,2242
Saint Vincent and the Grenadines,VCT,1994,3922
Saint Vincent and the Grenadines,VCT,1995,1033
Saint Vincent and the Grenadines,VCT,1996,990
Saint Vincent and the Grenadines,VCT,1997,6145
Saint Vincent and the Grenadines,VCT,1998,34110
Saint Vincent and the Grenadines,VCT,1999,17806
Saint Vincent and the Grenadines,VCT,2000,22802
Saint Vincent and the Grenadines,VCT,2001,31946
Saint Vincent and the Grenadines,VCT,2002,46078
Saint Vincent and the Grenadines,VCT,2003,37768
Saint Vincent and the Grenadines,VCT,2004,78315
Saint Vincent and the Grenadines,VCT,2005,44106
Saint Vincent and the Grenadines,VCT,2006,51585
Saint Vincent and the Grenadines,VCT,2007,63310
Saint Vincent and the Grenadines,VCT,2008,55898
Saint Vincent and the Grenadines,VCT,2009,59587
Saint Vincent and the Grenadines,VCT,2010,66370
Saint Vincent and the Grenadines,VCT,2011,76578
Saint Vincent and the Grenadines,VCT,2012,10187
Saint Vincent and the Grenadines,VCT,2013,39511
Saint Vincent and the Grenadines,VCT,2014,81386
Saint Vincent and the Grenadines,VCT,2015,26167
Saint Vincent and the Grenadines,VCT,2016,22743
Saint Vincent and the Grenadines,VCT,2017,32986
Saint Vincent and the Grenadines,VCT,2018,2364
Samoa,WSM,1960,500
Samoa,WSM,1961,600
Samoa,WSM,1962,600
Samoa,WSM,1963,600
Samoa,WSM,1964,600
Samoa,WSM,1965,600
Samoa,WSM,1966,700
Samoa,WSM,1967,700
Samoa,WSM,1968,700
Samoa,WSM,1969,700
Samoa,WSM,1970,900
Samoa,WSM,1971,900
Samoa,WSM,1972,900
Samoa,WSM,1973,900
Samoa,WSM,1974,900
Samoa,WSM,1975,1000
Samoa,WSM,1976,1100
Samoa,WSM,1977,1250
Samoa,WSM,1978,1090
Samoa,WSM,1979,1890
Samoa,WSM,1980,1990
Samoa,WSM,1981,3095
Samoa,WSM,1982,4020
Samoa,WSM,1983,3820
Samoa,WSM,1984,3720
Samoa,WSM,1985,3641
Samoa,WSM,1986,3186
Samoa,WSM,1987,3076
Samoa,WSM,1988,2500
Samoa,WSM,1989,2530
Samoa,WSM,1990,1505
Samoa,WSM,1991,1595
Samoa,WSM,1992,2436
Samoa,WSM,1993,1986
Samoa,WSM,1994,2591
Samoa,WSM,1995,4094
Samoa,WSM,1996,4410
Samoa,WSM,1997,7867
Samoa,WSM,1998,9364
Samoa,WSM,1999,8562
Samoa,WSM,2000,8595
Samoa,WSM,2001,8613
Samoa,WSM,2002,10881
Samoa,WSM,2003,9703
Samoa,WSM,2004,9934
Samoa,WSM,2005,9836
Samoa,WSM,2006,12435
Samoa,WSM,2007,14091
Samoa,WSM,2008,13899
Samoa,WSM,2009,13279
Samoa,WSM,2010,12840
Samoa,WSM,2011,11452
Samoa,WSM,2012,11901
Samoa,WSM,2013,11201
Samoa,WSM,2014,7501
Samoa,WSM,2015,8699
Samoa,WSM,2016,8801
Samoa,WSM,2017,10854
Samoa,WSM,2018,9766
San Marino,SMR,1970,0
San Marino,SMR,1971,0
San Marino,SMR,1972,0
San Marino,SMR,1973,0
San Marino,SMR,1974,0
San Marino,SMR,1975,0
San Marino,SMR,1976,0
San Marino,SMR,1977,0
San Marino,SMR,1978,0
San Marino,SMR,1979,0
San Marino,SMR,1980,0
San Marino,SMR,1981,0
San Marino,SMR,1982,0
San Marino,SMR,1983,0
San Marino,SMR,1984,0
San Marino,SMR,1985,0
San Marino,SMR,1986,0
San Marino,SMR,1987,0
San Marino,SMR,1988,0
San Marino,SMR,1989,0
San Marino,SMR,1990,0
San Marino,SMR,1991,0
San Marino,SMR,1992,0
San Marino,SMR,1993,0
San Marino,SMR,1994,0
San Marino,SMR,1995,0
San Marino,SMR,1996,0
San Marino,SMR,1997,0
San Marino,SMR,1998,0
San Marino,SMR,1999,0
San Marino,SMR,2000,0
San Marino,SMR,2001,0
San Marino,SMR,2002,0
San Marino,SMR,2003,0
San Marino,SMR,2004,0
San Marino,SMR,2005,0
San Marino,SMR,2006,0
San Marino,SMR,2007,0
San Marino,SMR,2008,0
San Marino,SMR,2009,0
San Marino,SMR,2010,0
San Marino,SMR,2011,0
San Marino,SMR,2012,0
San Marino,SMR,2013,0
San Marino,SMR,2014,0
San Marino,SMR,2015,0
San Marino,SMR,2016,0
San Marino,SMR,2017,0
San Marino,SMR,2018,0
Sao Tome and Principe,STP,1960,500
Sao Tome and Principe,STP,1961,700
Sao Tome and Principe,STP,1962,600
Sao Tome and Principe,STP,1963,500
Sao Tome and Principe,STP,1964,800
Sao Tome and Principe,STP,1965,900
Sao Tome and Principe,STP,1966,800
Sao Tome and Principe,STP,1967,900
Sao Tome and Principe,STP,1968,800
Sao Tome and Principe,STP,1969,800
Sao Tome and Principe,STP,1970,800
Sao Tome and Principe,STP,1971,900
Sao Tome and Principe,STP,1972,800
Sao Tome and Principe,STP,1973,800
Sao Tome and Principe,STP,1974,600
Sao Tome and Principe,STP,1975,600
Sao Tome and Principe,STP,1976,646
Sao Tome and Principe,STP,1977,889
Sao Tome and Principe,STP,1978,1175
Sao Tome and Principe,STP,1979,1618
Sao Tome and Principe,STP,1980,1847
Sao Tome and Principe,STP,1981,2158
Sao Tome and Principe,STP,1982,2688
Sao Tome and Principe,STP,1983,4012
Sao Tome and Principe,STP,1984,4444
Sao Tome and Principe,STP,1985,3988
Sao Tome and Principe,STP,1986,2833
Sao Tome and Principe,STP,1987,2798
Sao Tome and Principe,STP,1988,3391
Sao Tome and Principe,STP,1989,3575
Sao Tome and Principe,STP,1990,3867
Sao Tome and Principe,STP,1991,2576
Sao Tome and Principe,STP,1992,2406
Sao Tome and Principe,STP,1993,2845
Sao Tome and Principe,STP,1994,4106
Sao Tome and Principe,STP,1995,4300
Sao Tome and Principe,STP,1996,4620
Sao Tome and Principe,STP,1997,3546
Sao Tome and Principe,STP,1998,3600
Sao Tome and Principe,STP,1999,3650
Sao Tome and Principe,STP,2000,3700
Sao Tome and Principe,STP,2001,3692
Sao Tome and Principe,STP,2002,3820
Sao Tome and Principe,STP,2003,4005
Sao Tome and Principe,STP,2004,4141
Sao Tome and Principe,STP,2005,4197
Sao Tome and Principe,STP,2006,4323
Sao Tome and Principe,STP,2007,4449
Sao Tome and Principe,STP,2008,4575
Sao Tome and Principe,STP,2009,4701
Sao Tome and Principe,STP,2010,4837
Sao Tome and Principe,STP,2011,6100
Sao Tome and Principe,STP,2012,7400
Sao Tome and Principe,STP,2013,8700
Sao Tome and Principe,STP,2014,10000
Sao Tome and Principe,STP,2015,11441
Sao Tome and Principe,STP,2016,11719
Sao Tome and Principe,STP,2017,10808
Sao Tome and Principe,STP,2018,9730
Saudi Arabia,SAU,1960,10000
Saudi Arabia,SAU,1961,16200
Saudi Arabia,SAU,1962,18300
Saudi Arabia,SAU,1963,19600
Saudi Arabia,SAU,1964,17700
Saudi Arabia,SAU,1965,18600
Saudi Arabia,SAU,1966,20200
Saudi Arabia,SAU,1967,22100
Saudi Arabia,SAU,1968,21100
Saudi Arabia,SAU,1969,22000
Saudi Arabia,SAU,1970,21700
Saudi Arabia,SAU,1971,22300
Saudi Arabia,SAU,1972,23800
Saudi Arabia,SAU,1973,26400
Saudi Arabia,SAU,1974,23600
Saudi Arabia,SAU,1975,23000
Saudi Arabia,SAU,1976,23300
Saudi Arabia,SAU,1977,22800
Saudi Arabia,SAU,1978,24950
Saudi Arabia,SAU,1979,24460
Saudi Arabia,SAU,1980,24775
Saudi Arabia,SAU,1981,28570
Saudi Arabia,SAU,1982,31820
Saudi Arabia,SAU,1983,35300
Saudi Arabia,SAU,1984,38490
Saudi Arabia,SAU,1985,43696
Saudi Arabia,SAU,1986,45498
Saudi Arabia,SAU,1987,47748
Saudi Arabia,SAU,1988,45732
Saudi Arabia,SAU,1989,47150
Saudi Arabia,SAU,1990,40630
Saudi Arabia,SAU,1991,40289
Saudi Arabia,SAU,1992,45910
Saudi Arabia,SAU,1993,48022
Saudi Arabia,SAU,1994,54612
Saudi Arabia,SAU,1995,45692
Saudi Arabia,SAU,1996,47709
Saudi Arabia,SAU,1997,49395
Saudi Arabia,SAU,1998,51291
Saudi Arabia,SAU,1999,46700
Saudi Arabia,SAU,2000,49080
Saudi Arabia,SAU,2001,55331
Saudi Arabia,SAU,2002,57211
Saudi Arabia,SAU,2003,55440
Saudi Arabia,SAU,2004,55418
Saudi Arabia,SAU,2005,60421
Saudi Arabia,SAU,2006,65485
Saudi Arabia,SAU,2007,66221
Saudi Arabia,SAU,2008,68898
Saudi Arabia,SAU,2009,67664
Saudi Arabia,SAU,2010,65145
Saudi Arabia,SAU,2011,64481
Saudi Arabia,SAU,2012,65170
Saudi Arabia,SAU,2013,71946
Saudi Arabia,SAU,2014,68660
Saudi Arabia,SAU,2015,68130
Saudi Arabia,SAU,2016,68082
Saudi Arabia,SAU,2017,68000
Saudi Arabia,SAU,2018,68776
Senegal,SEN,1960,76200
Senegal,SEN,1961,82600
Senegal,SEN,1962,85900
Senegal,SEN,1963,87500
Senegal,SEN,1964,97600
Senegal,SEN,1965,106600
Senegal,SEN,1966,111700
Senegal,SEN,1967,118076
Senegal,SEN,1968,114976
Senegal,SEN,1969,118981
Senegal,SEN,1970,120965
Senegal,SEN,1971,134482
Senegal,SEN,1972,152839
Senegal,SEN,1973,192841
Senegal,SEN,1974,218010
Senegal,SEN,1975,226512
Senegal,SEN,1976,217582
Senegal,SEN,1977,216550
Senegal,SEN,1978,221096
Senegal,SEN,1979,225146
Senegal,SEN,1980,232381
Senegal,SEN,1981,227080
Senegal,SEN,1982,231847
Senegal,SEN,1983,262960
Senegal,SEN,1984,250320
Senegal,SEN,1985,244946
Senegal,SEN,1986,257904
Senegal,SEN,1987,251921
Senegal,SEN,1988,264966
Senegal,SEN,1989,290339
Senegal,SEN,1990,315154
Senegal,SEN,1991,328731
Senegal,SEN,1992,373380
Senegal,SEN,1993,386132
Senegal,SEN,1994,359887
Senegal,SEN,1995,366312
Senegal,SEN,1996,439209
Senegal,SEN,1997,483468
Senegal,SEN,1998,429531
Senegal,SEN,1999,440926
Senegal,SEN,2000,436005
Senegal,SEN,2001,431252
Senegal,SEN,2002,398040
Senegal,SEN,2003,469284
Senegal,SEN,2004,434525
Senegal,SEN,2005,399848
Senegal,SEN,2006,368390
Senegal,SEN,2007,412360
Senegal,SEN,2008,428299
Senegal,SEN,2009,446200
Senegal,SEN,2010,409715
Senegal,SEN,2011,427134
Senegal,SEN,2012,462105
Senegal,SEN,2013,471432
Senegal,SEN,2014,458609
Senegal,SEN,2015,425444
Senegal,SEN,2016,474169
Senegal,SEN,2017,534868
Senegal,SEN,2018,484750
Serbia,SRB,2006,2632
Serbia,SRB,2007,2535
Serbia,SRB,2008,3153
Serbia,SRB,2009,3846
Serbia,SRB,2010,4807
Serbia,SRB,2011,5384
Serbia,SRB,2012,4798
Serbia,SRB,2013,5040
Serbia,SRB,2014,3593
Serbia,SRB,2015,3150
Serbia,SRB,2016,2067
Serbia,SRB,2017,2209
Serbia,SRB,2018,2082
Seychelles,SYC,1960,1800
Seychelles,SYC,1961,2000
Seychelles,SYC,1962,2000
Seychelles,SYC,1963,2000
Seychelles,SYC,1964,2000
Seychelles,SYC,1965,2000
Seychelles,SYC,1966,2500
Seychelles,SYC,1967,2500
Seychelles,SYC,1968,2500
Seychelles,SYC,1969,2500
Seychelles,SYC,1970,3000
Seychelles,SYC,1971,3000
Seychelles,SYC,1972,3000
Seychelles,SYC,1973,3000
Seychelles,SYC,1974,3500
Seychelles,SYC,1975,3950
Seychelles,SYC,1976,4010
Seychelles,SYC,1977,4600
Seychelles,SYC,1978,5400
Seychelles,SYC,1979,4957
Seychelles,SYC,1980,4676
Seychelles,SYC,1981,5221
Seychelles,SYC,1982,4045
Seychelles,SYC,1983,3938
Seychelles,SYC,1984,3734
Seychelles,SYC,1985,4118
Seychelles,SYC,1986,4542
Seychelles,SYC,1987,3900
Seychelles,SYC,1988,4343
Seychelles,SYC,1989,4412
Seychelles,SYC,1990,5437
Seychelles,SYC,1991,8150
Seychelles,SYC,1992,6663
Seychelles,SYC,1993,5178
Seychelles,SYC,1994,4469
Seychelles,SYC,1995,4008
Seychelles,SYC,1996,4707
Seychelles,SYC,1997,14043
Seychelles,SYC,1998,23886
Seychelles,SYC,1999,34223
Seychelles,SYC,2000,32778
Seychelles,SYC,2001,53591
Seychelles,SYC,2002,63383
Seychelles,SYC,2003,86020
Seychelles,SYC,2004,100671
Seychelles,SYC,2005,108680
Seychelles,SYC,2006,92739
Seychelles,SYC,2007,65514
Seychelles,SYC,2008,69199
Seychelles,SYC,2009,81114
Seychelles,SYC,2010,87111
Seychelles,SYC,2011,75481
Seychelles,SYC,2012,68687
Seychelles,SYC,2013,74127
Seychelles,SYC,2014,75116
Seychelles,SYC,2015,104984
Seychelles,SYC,2016,127128
Seychelles,SYC,2017,142765
Seychelles,SYC,2018,145614
Sierra Leone,SLE,1960,20000
Sierra Leone,SLE,1961,22800
Sierra Leone,SLE,1962,26000
Sierra Leone,SLE,1963,28100
Sierra Leone,SLE,1964,29900
Sierra Leone,SLE,1965,32600
Sierra Leone,SLE,1966,32200
Sierra Leone,SLE,1967,33600
Sierra Leone,SLE,1968,23500
Sierra Leone,SLE,1969,25500
Sierra Leone,SLE,1970,31050
Sierra Leone,SLE,1971,31150
Sierra Leone,SLE,1972,51128
Sierra Leone,SLE,1973,67467
Sierra Leone,SLE,1974,68954
Sierra Leone,SLE,1975,68873
Sierra Leone,SLE,1976,55569
Sierra Leone,SLE,1977,55547
Sierra Leone,SLE,1978,52457
Sierra Leone,SLE,1979,57592
Sierra Leone,SLE,1980,48988
Sierra Leone,SLE,1981,49860
Sierra Leone,SLE,1982,51935
Sierra Leone,SLE,1983,50086
Sierra Leone,SLE,1984,51667
Sierra Leone,SLE,1985,52421
Sierra Leone,SLE,1986,52213
Sierra Leone,SLE,1987,52106
Sierra Leone,SLE,1988,52173
Sierra Leone,SLE,1989,52107
Sierra Leone,SLE,1990,56536
Sierra Leone,SLE,1991,65741
Sierra Leone,SLE,1992,68510
Sierra Leone,SLE,1993,66288
Sierra Leone,SLE,1994,62439
Sierra Leone,SLE,1995,64870
Sierra Leone,SLE,1996,67304
Sierra Leone,SLE,1997,72628
Sierra Leone,SLE,1998,63065
Sierra Leone,SLE,1999,59407
Sierra Leone,SLE,2000,74730
Sierra Leone,SLE,2001,75210
Sierra Leone,SLE,2002,82990
Sierra Leone,SLE,2003,95926
Sierra Leone,SLE,2004,132440
Sierra Leone,SLE,2005,142993
Sierra Leone,SLE,2006,144146
Sierra Leone,SLE,2007,139535
Sierra Leone,SLE,2008,197582
Sierra Leone,SLE,2009,199000
Sierra Leone,SLE,2010,200000
Sierra Leone,SLE,2011,202000
Sierra Leone,SLE,2012,203500
Sierra Leone,SLE,2013,205000
Sierra Leone,SLE,2014,206477
Sierra Leone,SLE,2015,202100
Sierra Leone,SLE,2016,202100
Sierra Leone,SLE,2017,202100
Sierra Leone,SLE,2018,202100
Singapore,SGP,1960,9200
Singapore,SGP,1961,9700
Singapore,SGP,1962,11500
Singapore,SGP,1963,12500
Singapore,SGP,1964,10400
Singapore,SGP,1965,11000
Singapore,SGP,1966,18500
Singapore,SGP,1967,18200
Singapore,SGP,1968,17300
Singapore,SGP,1969,17000
Singapore,SGP,1970,18300
Singapore,SGP,1971,15200
Singapore,SGP,1972,15600
Singapore,SGP,1973,18500
Singapore,SGP,1974,19236
Singapore,SGP,1975,17560
Singapore,SGP,1976,16397
Singapore,SGP,1977,15105
Singapore,SGP,1978,16110
Singapore,SGP,1979,16868
Singapore,SGP,1980,15991
Singapore,SGP,1981,16022
Singapore,SGP,1982,19076
Singapore,SGP,1983,19267.599609375
Singapore,SGP,1984,25140.599609375
Singapore,SGP,1985,22692.900390625
Singapore,SGP,1986,20157
Singapore,SGP,1987,15053
Singapore,SGP,1988,13281
Singapore,SGP,1989,13532
Singapore,SGP,1990,12991
Singapore,SGP,1991,11734
Singapore,SGP,1992,10163
Singapore,SGP,1993,9590
Singapore,SGP,1994,11602
Singapore,SGP,1995,11106
Singapore,SGP,1996,10354
Singapore,SGP,1997,9546
Singapore,SGP,1998,8149
Singapore,SGP,1999,6839
Singapore,SGP,2000,5852
Singapore,SGP,2001,4383
Singapore,SGP,2002,3827
Singapore,SGP,2003,3159
Singapore,SGP,2004,3309
Singapore,SGP,2005,3250
Singapore,SGP,2006,4815
Singapore,SGP,2007,5175
Singapore,SGP,2008,3500
Singapore,SGP,2009,3207
Singapore,SGP,2010,2949
Singapore,SGP,2011,3277
Singapore,SGP,2012,5762
Singapore,SGP,2013,4504
Singapore,SGP,2014,4412
Singapore,SGP,2015,3236
Singapore,SGP,2016,6973
Singapore,SGP,2017,1260
Singapore,SGP,2018,1555
Sint Maarten (Dutch part),SXM,2011,253
Sint Maarten (Dutch part),SXM,2012,253
Sint Maarten (Dutch part),SXM,2013,253
Sint Maarten (Dutch part),SXM,2014,253
Sint Maarten (Dutch part),SXM,2015,253
Sint Maarten (Dutch part),SXM,2016,253
Sint Maarten (Dutch part),SXM,2017,253
Sint Maarten (Dutch part),SXM,2018,253
Slovakia,SVK,1993,1185
Slovakia,SVK,1994,1627
Slovakia,SVK,1995,1950
Slovakia,SVK,1996,1414
Slovakia,SVK,1997,1364
Slovakia,SVK,1998,1361
Slovakia,SVK,1999,1396
Slovakia,SVK,2000,1368
Slovakia,SVK,2001,1531
Slovakia,SVK,2002,1746
Slovakia,SVK,2003,1646
Slovakia,SVK,2004,1603
Slovakia,SVK,2005,1693
Slovakia,SVK,2006,1718
Slovakia,SVK,2007,1994
Slovakia,SVK,2008,1655
Slovakia,SVK,2009,1761
Slovakia,SVK,2010,1608
Slovakia,SVK,2011,1935
Slovakia,SVK,2012,1945
Slovakia,SVK,2013,1986
Slovakia,SVK,2014,1944
Slovakia,SVK,2015,1971
Slovakia,SVK,2016,1866
Slovakia,SVK,2017,1870
Slovakia,SVK,2018,1937
Slovenia,SVN,1992,3905
Slovenia,SVN,1993,2284
Slovenia,SVN,1994,2346
Slovenia,SVN,1995,2167
Slovenia,SVN,1996,2367
Slovenia,SVN,1997,2367
Slovenia,SVN,1998,2228
Slovenia,SVN,1999,2027
Slovenia,SVN,2000,1856
Slovenia,SVN,2001,1827
Slovenia,SVN,2002,1686
Slovenia,SVN,2003,1282
Slovenia,SVN,2004,1023
Slovenia,SVN,2005,1227
Slovenia,SVN,2006,1133.1689453125
Slovenia,SVN,2007,1112.45397949219
Slovenia,SVN,2008,881.713989257813
Slovenia,SVN,2009,1035.25903320313
Slovenia,SVN,2010,941
Slovenia,SVN,2011,890.609008789063
Slovenia,SVN,2012,485.18798828125
Slovenia,SVN,2013,400.216003417969
Slovenia,SVN,2014,410.5
Slovenia,SVN,2015,343.391998291016
Slovenia,SVN,2016,310.519012451172
Slovenia,SVN,2017,280.070007324219
Slovenia,SVN,2018,263.744995117188
Small states,,1960,715923
Small states,,1961,826869
Small states,,1962,944220
Small states,,1963,894147
Small states,,1964,1089293
Small states,,1965,1334909
Small states,,1966,1394598
Small states,,1967,1056939
Small states,,1968,765930
Small states,,1969,866936
Small states,,1970,931657
Small states,,1971,879012
Small states,,1972,928430
Small states,,1973,1127088
Small states,,1974,1172242
Small states,,1975,1213532
Small states,,1976,1241971
Small states,,1977,1639821
Small states,,1978,1844013
Small states,,1979,1936166
Small states,,1980,1810775
Small states,,1981,1756581.7890625
Small states,,1982,1096142.0390625
Small states,,1983,1191541.51904297
Small states,,1984,1982788.8046875
Small states,,1985,2224824.81445313
Small states,,1986,2119565.07446289
Small states,,1987,2112882.74511719
Small states,,1988,2663915.73925781
Small states,,1989,2349062.70117188
Small states,,1990,2603532.34570313
Small states,,1991,2117937.80224609
Small states,,1992,2888155.44433594
Small states,,1993,3222234.61547852
Small states,,1994,2950832.3125
Small states,,1995,2941514.97570801
Small states,,1996,3327281.04272461
Small states,,1997,3564243.08789063
Small states,,1998,3204821.88769531
Small states,,1999,3315678.59765625
Small states,,2000,3513847.33203125
Small states,,2001,3506342.36132813
Small states,,2002,3942804.54492188
Small states,,2003,3757854.01953125
Small states,,2004,3665965.95703125
Small states,,2005,3663780.04064941
Small states,,2006,3312748.46020508
Small states,,2007,3309228.20275879
Small states,,2008,3140936.89916992
Small states,,2009,2979344.92456055
Small states,,2010,3036396.9967041
Small states,,2011,3017039.46014404
Small states,,2012,3220057.00231934
Small states,,2013,3064733.78125
Small states,,2014,2904159.13537598
Small states,,2015,3317720.07446289
Small states,,2016,3009821.4609375
Small states,,2017,3174608.64038086
Small states,,2018,3312277.49438477
Solomon Islands,SLB,1960,4000
Solomon Islands,SLB,1961,4000
Solomon Islands,SLB,1962,5000
Solomon Islands,SLB,1963,5000
Solomon Islands,SLB,1964,5300
Solomon Islands,SLB,1965,5300
Solomon Islands,SLB,1966,7300
Solomon Islands,SLB,1967,7400
Solomon Islands,SLB,1968,7400
Solomon Islands,SLB,1969,7400
Solomon Islands,SLB,1970,8500
Solomon Islands,SLB,1971,13511
Solomon Islands,SLB,1972,17005
Solomon Islands,SLB,1973,15924
Solomon Islands,SLB,1974,19676
Solomon Islands,SLB,1975,16940
Solomon Islands,SLB,1976,26284
Solomon Islands,SLB,1977,22863
Solomon Islands,SLB,1978,29192
Solomon Islands,SLB,1979,35431
Solomon Islands,SLB,1980,34866
Solomon Islands,SLB,1981,34728
Solomon Islands,SLB,1982,32518
Solomon Islands,SLB,1983,46014.59375
Solomon Islands,SLB,1984,48801.73828125
Solomon Islands,SLB,1985,43362.99609375
Solomon Islands,SLB,1986,56743.38671875
Solomon Islands,SLB,1987,43556.21484375
Solomon Islands,SLB,1988,51902.0703125
Solomon Islands,SLB,1989,50145.7890625
Solomon Islands,SLB,1990,41404.35546875
Solomon Islands,SLB,1991,63005.77734375
Solomon Islands,SLB,1992,47107.7109375
Solomon Islands,SLB,1993,43623.03515625
Solomon Islands,SLB,1994,47509.296875
Solomon Islands,SLB,1995,64181.40234375
Solomon Islands,SLB,1996,52445.44921875
Solomon Islands,SLB,1997,61289.49609375
Solomon Islands,SLB,1998,60726.59375
Solomon Islands,SLB,1999,54557.59765625
Solomon Islands,SLB,2000,19564.33203125
Solomon Islands,SLB,2001,24538.361328125
Solomon Islands,SLB,2002,26252.544921875
Solomon Islands,SLB,2003,36699.21875
Solomon Islands,SLB,2004,35045.671875
Solomon Islands,SLB,2005,30171.140625
Solomon Islands,SLB,2006,39525.66015625
Solomon Islands,SLB,2007,32150.1796875
Solomon Islands,SLB,2008,27457.69921875
Solomon Islands,SLB,2009,28652.59765625
Solomon Islands,SLB,2010,37544.65625
Solomon Islands,SLB,2011,38720.16015625
Solomon Islands,SLB,2012,38892.07421875
Solomon Islands,SLB,2013,36708.8828125
Solomon Islands,SLB,2014,73734.3125
Solomon Islands,SLB,2015,72996.984375
Solomon Islands,SLB,2016,65994.359375
Solomon Islands,SLB,2017,56892
Solomon Islands,SLB,2018,61636
Somalia,SOM,1960,4500
Somalia,SOM,1961,4500
Somalia,SOM,1962,4500
Somalia,SOM,1963,4500
Somalia,SOM,1964,4500
Somalia,SOM,1965,4600
Somalia,SOM,1966,4600
Somalia,SOM,1967,4700
Somalia,SOM,1968,5000
Somalia,SOM,1969,5000
Somalia,SOM,1970,5600
Somalia,SOM,1971,5700
Somalia,SOM,1972,5801
Somalia,SOM,1973,5902
Somalia,SOM,1974,5982
Somalia,SOM,1975,10352
Somalia,SOM,1976,8268
Somalia,SOM,1977,9830
Somalia,SOM,1978,8384
Somalia,SOM,1979,10984
Somalia,SOM,1980,14330
Somalia,SOM,1981,9823
Somalia,SOM,1982,9030
Somalia,SOM,1983,11495
Somalia,SOM,1984,19939
Somalia,SOM,1985,16767
Somalia,SOM,1986,18655
Somalia,SOM,1987,19996
Somalia,SOM,1988,20327
Somalia,SOM,1989,21546
Somalia,SOM,1990,23195
Somalia,SOM,1991,23800
Somalia,SOM,1992,25750
Somalia,SOM,1993,27750
Somalia,SOM,1994,29850
Somalia,SOM,1995,32400
Somalia,SOM,1996,30200
Somalia,SOM,1997,28000
Somalia,SOM,1998,25800
Somalia,SOM,1999,28650
Somalia,SOM,2000,24150
Somalia,SOM,2001,31900
Somalia,SOM,2002,29000
Somalia,SOM,2003,30000
Somalia,SOM,2004,30000
Somalia,SOM,2005,25000
Somalia,SOM,2006,30000
Somalia,SOM,2007,30000
Somalia,SOM,2008,30000
Somalia,SOM,2009,30000
Somalia,SOM,2010,30000
Somalia,SOM,2011,30000
Somalia,SOM,2012,30000
Somalia,SOM,2013,30000
Somalia,SOM,2014,30000
Somalia,SOM,2015,30000
Somalia,SOM,2016,30000
Somalia,SOM,2017,30000
Somalia,SOM,2018,30000
South Africa,ZAF,1960,882523
South Africa,ZAF,1961,1039952
South Africa,ZAF,1962,1092247
