"","objectid","year_","state","agency","unit_id","fire_name","inc_num","alarm_date","cont_date","cause","comments","report_ac","gis_acres","c_method","objective","fire_num","shape_length","shape_area","fire_cause","plot_date"
"13546",18711,2014,"CA","NPS","YNP","MOSQUITO","22",2014-06-19,2014-06-19,14,"Suppressed Human Caused",0.402831107378006,0.402831107378006,1,NA,"22",143.128240427856,1630.19966835657,"Unknown",2017-06-19
"13547",18712,2014,"CA","NPS","YNP","BUENA VISTA","34",2014-07-04,2014-07-05,4,"Suppressed Human Caused",0.100812166929245,0.100812166929245,1,NA,"34",71.6012009456364,407.97236801207,"Human",2017-07-04
"13548",18713,2014,"CA","NPS","YNP","GAYLOR","36",2014-07-05,2014-07-06,4,"Suppressed Human Caused",0.100824996829033,0.100824996829033,1,NA,"36",71.6057575258176,408.024295016995,"Human",2017-07-05
"13549",18714,2014,"CA","NPS","YNP","LYELL","40",2014-07-12,2014-07-12,4,"Suppressed Human Caused",0.100829236209393,0.100829236209393,1,NA,"40",71.6072622855287,408.041444056199,"Human",2017-07-12
"13550",18715,2014,"CA","NPS","YNP","LUKENS","49",2014-07-14,2014-07-28,1,"Managed Lightning Ignited",0.10079749673605,0.10079749673605,1,NA,"49",71.5959920483121,407.913011217788,"Natural",2017-07-14
"13551",18716,2014,"CA","NPS","YNP","ASPEN","50",2014-07-14,2014-07-16,1,"Suppressed Lightning Ignited",0.100782096385956,0.100782096385956,1,NA,"50",71.5905218311313,407.850681261723,"Natural",2017-07-14
"13552",18717,2014,"CA","NPS","YNP","MORRISON","52",2014-07-14,2014-07-25,1,"Suppressed Lightning Ignited",5.01368474960327,5.01368474960327,1,NA,"52",504.942989984247,20289.6628596079,"Natural",2017-07-14
"13553",18718,2014,"CA","NPS","YNP","MORAINE","58",2014-07-16,2014-07-20,1,"Managed Lightning Ignited",0.100822128355503,0.100822128355503,1,NA,"58",71.604736843954,408.012662990632,"Natural",2017-07-16
"13554",18719,2014,"CA","NPS","YNP","WOLF","59",2014-07-16,2014-07-20,1,"Managed Lightning Ignited",0.100795038044453,0.100795038044453,1,NA,"59",71.595118282162,407.903054839049,"Natural",2017-07-16
"13555",18720,2014,"CA","NPS","YNP","COYOTE","65",2014-07-19,2014-07-20,1,"Managed Lightning Ignited",0.100805699825287,0.100805699825287,1,NA,"65",71.5989039942624,407.946193097459,"Natural",2017-07-19
"13556",18721,2014,"CA","NPS","YNP","BUCK","67",2014-07-20,2014-07-21,1,"Suppressed Lightning Ignited",0.100816696882248,0.100816696882248,1,NA,"67",71.6028091542397,407.99069485664,"Natural",2017-07-20
"13557",18722,2014,"CA","NPS","YNP","ROYAL","68",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",0.100814044475555,0.100814044475555,1,NA,"68",71.6018681303227,407.979971074056,"Natural",2017-07-20
"13558",18723,2014,"CA","NPS","YNP","RED","69",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",0.100818678736687,0.100818678736687,1,NA,"69",71.6035142080023,407.998729647291,"Natural",2017-07-20
"13559",18724,2014,"CA","NPS","YNP","HOOVER","70",2014-07-20,2014-07-23,1,"Suppressed Lightning Ignited",0.100814014673233,0.100814014673233,1,NA,"70",71.6018563764166,407.979837129006,"Natural",2017-07-20
"13560",18725,2014,"CA","NPS","YNP","MCGURK","72",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",0.100801087915897,0.100801087915897,1,NA,"72",71.5972668698673,407.927537755213,"Natural",2017-07-20
"13561",18726,2014,"CA","NPS","YNP","DARK HOLE","57",2015-07-16,2014-09-27,1,"Managed Lightning Ignited",1076.47924804688,1076.47924804688,1,NA,"57",11777.745506094,4356356.75626461,"Natural",2017-07-16
"13562",18727,2014,"CA","NPS","YNP","EL PORTAL","83",2014-07-26,2014-11-20,14,"Suppressed Human Caused",4744.61669921875,4744.61669921875,1,NA,"83",26130.1882386532,19200782.6853559,"Unknown",2017-07-26
"13563",18728,2014,"CA","NPS","YNP","MEADOW","101",2014-07-20,2014-11-03,1,"Suppressed Lightning Ignited",4774.4697265625,4774.4697265625,1,NA,"101",35717.0568101369,19321593.2253339,"Natural",2017-07-20
"13564",18729,2014,"CA","NPS","YNP","DOG ROCK","124",2014-10-07,2014-11-02,14,"Suppressed Human Caused",312.289428710938,312.289428710938,1,NA,"124",5553.58018366709,1263790.43005259,"Unknown",2017-10-07
"13565",18730,2014,"CA","NPS","YNP","STARR KING","53",2014-07-15,2014-11-03,1,"Suppressed Lightning Ignited",10.1872444152832,10.1872444152832,1,NA,"53",921.212516836376,41226.3165738542,"Natural",2017-07-15
"13566",18731,2014,"CA","NPS","YNP","CATHEDRAL","54",2015-07-15,2014-10-31,1,"Managed Lightning Ignited",19.0580387115479,19.0580387115479,1,NA,"54",1662.91842386865,77125.1501544045,"Natural",2017-07-15
"13567",18732,2014,"CA","NPS","YNP","LOOKOUT","73",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",0.10076891630888,0.10076891630888,1,NA,"73",71.5858407670001,407.797347028956,"Natural",2017-07-20
"13568",18733,2014,"CA","NPS","YNP","WAPAMA","74",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",1.4680780172348,1.4680780172348,1,NA,"74",273.236303112455,5941.10102508453,"Natural",2017-07-20
"13569",18734,2014,"CA","NPS","YNP","OTTOWAY","71",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",0.100815549492836,0.100815549492836,1,NA,"71",71.6024013960954,407.986048082111,"Natural",2017-07-20
"13570",18735,2014,"CA","NPS","YNP","FALLS","76",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",0.100779548287392,0.100779548287392,1,NA,"76",71.5896171923065,407.84037388526,"Natural",2017-07-20
"13571",18736,2014,"CA","NPS","YNP","GIBSON","77",2014-07-20,2014-07-25,1,"Managed Lightning Ignited",0.100780084729195,0.100780084729195,1,NA,"77",71.5898062987768,407.842528537245,"Natural",2017-07-20
"13572",18737,2014,"CA","NPS","YNP","ELBOW","78",2014-07-20,2014-08-07,1,"Managed Lightning Ignited",1.00748145580292,1.00748145580292,1,NA,"78",226.350968745726,4077.13273978919,"Natural",2017-07-20
"13573",18738,2014,"CA","NPS","YNP","SMOKEY","79",2014-07-20,2014-07-25,1,"Suppressed Lightning Ignited",0.100788630545139,0.100788630545139,1,NA,"79",71.5928426800086,407.877125408642,"Natural",2017-07-20
"13574",18739,2014,"CA","NPS","BNP","CALDWELL","327",2014-07-01,2014-07-13,1,NA,11.1630792617798,11.1630792617798,1,NA,"327",1174.62128421313,45175.3795059867,"Natural",2017-07-01
"13575",18740,2014,"CA","NPS","KNP","KERN","235",2014-08-11,2014-11-03,1,"235",14.0086507797241,14.0086507797241,1,NA,"235",1178.64119448427,56690.9973286575,"Natural",2017-08-11
"13576",18742,2004,"CA","USF","STF","TUOLUMNE",NA,2004-09-12,2004-09-17,9,"20090305",800,721.459777832031,2,1,"66",10090.0830101233,2919644.25452219,"Human",2017-09-12
"13577",18743,2004,"CA","USF","BDF","UPPER SANTA ANA ESCAPE",NA,2004-01-01,NA,18,NA,NA,512.903564453125,6,NA,NA,8705.78429459982,2075646.99097141,"Human",2017-01-01
"13578",18744,2008,"CA","USF","STF","GROUNDHOG","704",2008-07-13,2008-07-22,1,NA,30,36.5033264160156,1,1,NA,3678.34765204738,147723.718026692,"Natural",2017-07-13
"13579",18745,2008,"CA","BLM","CDD","MONTGOMERY","5602",2008-04-07,2008-04-07,4,NA,290,289.937133789062,1,1,NA,8356.67371037115,1173333.97174761,"Human",2017-04-07
"13580",18746,2008,"CA","USF","ENF","NORTH","76",2008-11-12,2008-11-16,5,NA,41,43.5002403259277,8,1,"76",2204.30622137392,176039.224503929,"Human",2017-11-12
"13581",18747,1994,"CA","NPS","CNP","CHINESE (CHINA PINES SLOPOVER)",NA,1994-12-08,1994-12-13,NA,NA,250,160.151260375977,NA,NA,NA,3622.2874555466,648109.129977261,"Unknown",2017-12-08
"13582",18748,1976,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-229",0,29.6527061462402,NA,2,NA,1374.01066160778,120000.247194406,"Unknown",NA
"13583",18749,1981,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-157",0,8.94596385955811,NA,2,NA,675.406950874072,36203.0299371038,"Unknown",NA
"13584",18750,1988,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-020",0,7.95689105987549,NA,2,NA,636.976941697929,32200.3959583813,"Unknown",NA
"13585",18751,1988,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-143",0,8.94763374328613,NA,2,NA,675.471613119578,36209.7880039381,"Unknown",NA
"13586",18752,1986,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-024",0,11.2398166656494,NA,2,NA,1106.62538951207,45485.9255558628,"Unknown",NA
"13587",18753,1991,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-031",0,9.22303867340088,NA,2,NA,1237.94392140507,37324.3130280647,"Unknown",NA
"13588",18754,1996,"CA","NPS","YNP","CLARK",NA,NA,NA,NA,"000000000YNP-086",0,10.4976205825806,NA,2,NA,1118.94256079725,42482.3621980913,"Unknown",NA
"13589",18755,1996,"CA","NPS","YNP","GREY",NA,NA,NA,NA,"000000000YNP-145",0,15.5989370346069,NA,2,NA,1011.27483350694,63126.6594766373,"Unknown",NA
"13590",18756,1996,"CA","NPS","YNP","ILL",NA,NA,NA,NA,"000000000YNP-169",0,571.33935546875,NA,2,NA,7942.8086209861,2312128.27724402,"Unknown",NA
"13591",18757,1977,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-147",0,9.93786525726318,NA,2,NA,711.880190846324,40217.1142029714,"Unknown",NA
"13592",18758,1977,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-093",0,7.95352649688721,NA,2,NA,636.846408611553,32186.7803374845,"Unknown",NA
"13593",18759,1981,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-032",0,7.95222759246826,NA,2,NA,636.793918253399,32181.5237748491,"Unknown",NA
"13594",18760,1981,"CA","NPS","YNP",NA,NA,NA,NA,NA,"000000000YNP-148",0,8.94625186920166,NA,2,NA,675.417454691421,36204.1982277436,"Unknown",NA
"13595",18761,2015,"CA","CDF","AEU","BUTTE","24918",2015-09-10,2015-09-28,14,NA,70868,70846.53125,1,1,NA,154072.78454896,286705732.668107,"Unknown",2017-09-10
"13596",18762,2015,"CA","CDF","AEU","IONE","17193",2015-07-02,2015-07-02,7,NA,357,357.590270996094,1,1,NA,7939.30246108812,1447116.53581653,"Human",2017-07-02
"13597",18763,2015,"CA","CDF","BDU","MILL2","8713",2015-07-12,2015-07-12,2,"Incident was transitioned from BDF8878 to BDU. All SRA",54,53.9976921081543,1,1,NA,2464.53881275761,218520.909254861,"Human",2017-07-12
"13598",18764,2015,"CA","CDF","BDU","ROUND","1662",2015-02-07,2015-02-09,9,NA,7000,6537.5185546875,2,1,NA,29215.2629681747,26456398.9492603,"Human",2017-02-07
"13599",18765,2015,"CA","CDF","BEU","TASSAJARA","4217",2015-09-19,2015-09-29,7,NA,1100,1075.51928710938,1,1,NA,10990.1019822032,4352472.05407881,"Human",2017-09-19
"13600",18766,2015,"CA","CDF","BEU","LAURELES","4218",2015-09-19,2015-09-21,10,NA,95,90.4146881103516,1,1,NA,4145.77113474944,365895.259342193,"Human",2017-09-19
"13601",18767,2015,"CA","CDF","BEU","CIENEGA","4582",2015-10-12,2015-10-16,11,NA,690,686.783325195312,1,1,NA,9913.1325831711,2779313.50880298,"Human",2017-10-12
"13602",18768,2015,"CA","CDF","BEU","DEER","1935",2015-05-10,2015-05-10,1,NA,66,66.0211715698242,2,1,NA,2229.28412292212,267178.189280025,"Natural",2017-05-10
"13603",18769,2015,"CA","CDF","BEU","BETABEL","3147",2015-07-20,2015-07-20,2,NA,23,56.3073196411133,7,1,NA,2561.81396550389,227867.632106721,"Human",2017-07-20
"13604",18770,2015,"CA","CCO","KRN",NA,NA,2015-07-21,2015-07-21,14,"701904",77,62.6863746643066,1,1,"1526346",2505.07131511302,253682.755623031,"Unknown",2017-07-21
"13605",18771,2015,"CA","CCO","KRN","GRAPE",NA,2015-05-01,2015-05-01,3,"690827",NA,7.46923732757568,1,1,"1514896",830.128789412807,30226.9314154657,"Human",2017-05-01
"13606",18772,2015,"CA","CCO","KRN",NA,NA,2015-08-07,2015-08-07,14,"704160",15,15.9670648574829,1,1,"1528605",2134.2165260162,64616.4179578211,"Unknown",2017-08-07
"13607",18773,2015,"CA","CCO","KRN",NA,NA,2015-04-27,2015-04-27,14,"690303",8.1,8.09565734863281,1,1,"1514373",1344.81413029726,32761.9617757109,"Unknown",2017-04-27
"13608",18774,2015,"CA","CCO","LAC","TUNA","71109",2015-03-13,2015-03-13,4,NA,8.8,1.20480740070343,1,1,NA,413.698786014473,4875.68272466339,"Human",2017-03-13
"13609",18775,2015,"CA","CCO","LAC","WAYSIDE","91465",2015-04-02,2015-04-02,2,NA,6.6,6.60134887695312,1,1,NA,927.154691089601,26714.7107622179,"Human",2017-04-02
"13610",18776,2015,"CA","CCO","LAC","ZEBRA","122453",2015-05-03,2015-05-03,14,NA,5,10.1034145355225,1,1,NA,1316.22628560944,40887.068964604,"Unknown",2017-05-03
"13611",18777,2015,"CA","CCO","LAC","MUNZ","143984",2015-05-26,2015-05-26,14,NA,27,96.2000579833984,1,1,NA,3678.15941377579,389307.819366188,"Unknown",2017-05-26
"13612",18778,2015,"CA","CCO","LAC","CASTAIC","162050",2015-06-13,2015-06-13,14,NA,32,31.0436458587646,1,1,NA,2361.85940835794,125629.177588079,"Unknown",2017-06-13
"13613",18779,2015,"CA","CCO","LAC","WIND","146978",2015-05-29,2015-05-29,2,NA,6.1,6.1013879776001,1,1,NA,972.454163477433,24691.4403224836,"Human",2017-05-29
"13614",18780,2015,"CA","CCO","LAC","FREEWAY","172068",2015-06-23,2015-06-23,2,NA,11.2,11.5544185638428,1,1,NA,1066.80717215274,46759.0745216913,"Human",2017-06-23
"13615",18781,2015,"CA","CCO","LAC","POPPY","154023",2015-06-05,2015-06-06,14,NA,414,410.679382324219,1,1,NA,14798.2026330882,1661960.44640123,"Unknown",2017-06-05
"13616",18782,2015,"CA","CCO","LAC","RIDGE","178457",2015-06-29,2015-06-29,14,NA,9.2,9.38638973236084,1,1,NA,1158.41929973077,37985.3733206685,"Unknown",2017-06-29
"13617",18783,2015,"CA","CCO","LAC","CALGROVE","173220",2015-06-24,2015-06-26,14,NA,390,364.39599609375,1,1,NA,9094.81622691225,1474658.25686695,"Unknown",2017-06-24
"13618",18784,2015,"CA","CCO","LAC","REMSEN","191687",2015-07-12,2015-07-12,14,NA,15,16.5061588287354,7,1,NA,2142.42970218892,66798.0512400639,"Unknown",2017-07-12
"13619",18785,2015,"CA","CCO","LAC","LAKE COMPLEX, HOPPER","252223",2015-09-09,2015-09-10,1,"Initial fire at 1516 hrs, complex at 1602 hr",6.5,10.724289894104,7,1,NA,2164.33909994684,43399.6619152628,"Natural",2017-09-09
"13620",18786,2015,"CA","CCO","LAC","LAKE COMPLEX, FOUR BAY","252223",2015-09-09,2015-09-10,1,"Hopper Complex",7,4.72418308258057,7,1,NA,1237.32188089911,19118.0906303814,"Natural",2017-09-09
"13621",18787,2015,"CA","CCO","LAC","LAKE COMPLEX WAYSIDE","252223",2015-09-09,2015-09-10,1,"Hopper Complex, individual num 252258",6.8,7.42489194869995,1,1,NA,1654.75894444629,30047.472611496,"Natural",2017-09-09
"13622",18788,2015,"CA","CCO","LAC","SPUNKY","240921",2015-08-29,2015-08-29,2,"00000077 LPF #",6,5.21781730651855,1,1,"77",957.97259781847,21115.7570337466,"Human",2017-08-29
"13623",18789,2015,"CA","CCO","LAC","JOHNSON","247713",2015-09-05,2015-09-05,9,NA,40,53.4547271728516,1,1,NA,2788.06596341487,216323.60227167,"Human",2017-09-05
"13624",18790,2015,"CA","CCO","LAC","LINCOLN","227348",2015-08-16,2015-08-16,14,NA,100,234.187973022461,7,1,NA,8750.28003591029,947725.126916696,"Unknown",2017-08-16
"13625",18791,2015,"CA","CDF","LNU","JERUSALEM","7410",2015-08-09,2015-08-24,14,"$25 Million (Cost)",25118,25118.376953125,3,1,NA,74504.5256296133,101650468.759591,"Unknown",2017-08-09
"13626",18792,2015,"CA","CDF","LNU","GARAGE","4871",2015-06-09,2015-06-10,11,"$100,000 estimate",NA,27.7186908721924,1,1,NA,1652.84242212458,112173.560323134,"Human",2017-06-09
"13627",18793,2015,"CA","CDF","LNU","WRAGG","6678",2015-07-22,2015-08-05,10,"$21,655,000.00 Million (Cost)",8051,8049.33447265625,3,1,NA,36911.8014437032,32574501.5759276,"Human",2017-07-22
"13628",18794,2015,"CA","CDF","LNU","ROCKY","6984",2015-07-29,2015-08-14,9,"$46,200,000.00 Milion (Cost)",69636,69438.1640625,3,1,NA,135116.497932888,281006294.225403,"Human",2017-07-29
"13629",18795,2015,"CA","CDF","LNU","GRADE","7963",2015-08-24,2015-08-25,2,"$100,000 Estimate",25,24.5918140411377,1,1,NA,1839.11571673118,99519.5406354358,"Human",2017-08-24
"13630",18796,2015,"CA","CDF","LNU","PETERSON","7900",2015-08-22,2015-08-27,2,"$1.5 Million (Cost)",250,138.742904663086,1,1,NA,3597.58116038299,561472.605259521,"Human",2017-08-22
"13631",18797,2015,"CA","USF","LNU","ELK","8268",2015-09-02,2015-09-08,2,"3 Million (Cost)",700,670.208618164062,2,1,NA,10038.6016423706,2712238.05948143,"Human",2017-09-02
"13632",18798,2015,"CA","CDF","NEU","RIOSA","13430",2015-06-08,2015-06-08,14,NA,NA,75.30615234375,1,1,NA,3345.6710654726,304753.17369012,"Unknown",2017-06-08
"13633",18799,2015,"CA","LRA",NA,"ATHENS","14312",2015-06-16,2015-06-16,14,NA,NA,41.1492462158203,1,1,NA,1989.06913520116,166525.091855477,"Unknown",2017-06-16
"13634",18800,2015,"CA","CDF","NEU","COOK","11905",2015-06-18,2015-06-24,18,NA,NA,139.975601196289,1,1,NA,4477.63869377467,566461.166300958,"Human",2017-06-18
"13635",18801,2015,"CA","CDF","NEU","WOLF","14550",2015-06-19,2015-06-19,14,NA,NA,17.7566566467285,1,1,NA,1145.51555646004,71858.6371710875,"Unknown",2017-06-19
"13636",18802,2015,"CA","LRA",NA,"COUNTRY","16326",2015-07-07,2015-07-07,14,NA,NA,12.0606517791748,1,1,NA,1637.66197382702,48807.7279087479,"Unknown",2017-07-07
"13637",18803,2015,"CA","CDF","NEU","DOOLITTLE","16904",2015-07-14,2015-07-14,14,NA,NA,20.0340461730957,1,1,NA,1344.77075957673,81074.9073253455,"Unknown",2017-07-14
"13638",18804,2015,"CA","CDF","NEU","BAXTER","17595",2015-07-22,2015-07-22,14,NA,NA,21.7491970062256,1,1,NA,1795.73997979232,88015.873965385,"Unknown",2017-07-22
"13639",18805,2015,"CA","CDF","NEU","LOWELL","17851",2015-07-25,2015-08-12,14,NA,2304,2315.62963867188,8,1,NA,22812.0967202501,9371020.35203351,"Unknown",2017-07-25
"13640",18806,2015,"CA","LRA",NA,"LOCUST","17997",2015-07-27,2015-07-27,7,"Sac Metro Incidnet that spread into Placer County.",NA,644.16845703125,6,1,NA,7209.85202884303,2606857.36108188,"Human",2017-07-27
"13641",18807,2015,"CA","CDF","NEU","FRANCIS","18640",2015-08-04,2015-08-04,11,NA,NA,28.8719997406006,1,1,NA,1882.14693009662,116840.835159935,"Human",2017-08-04
"13642",18808,2015,"CA","CDF","NEU","BURNETT","18716",2015-08-05,2015-08-08,1,NA,NA,9.86806488037109,1,1,NA,822.04967438363,39934.6398775786,"Natural",2017-08-05
"13643",18809,2015,"CA","CDF","NEU","FOUNTAIN","20673",2015-08-28,2015-08-28,14,NA,NA,19.385856628418,1,1,NA,1334.9579251262,78451.7799708674,"Unknown",2017-08-28
"13644",18810,2015,"CA","LRA",NA,"LESVOS","21007",2015-09-01,2015-09-01,14,NA,NA,20.3142223358154,1,1,NA,1670.20643475472,82208.7385894366,"Unknown",2017-09-01
"13645",18811,2015,"CA","CDF","NEU","MCCOURTNEY","22652",2015-09-21,2015-09-21,2,NA,NA,30.5551071166992,1,1,NA,2149.80488696317,123652.12948004,"Human",2017-09-21
"13646",18812,2015,"CA","CDF","SLU","VISTA","3324",2015-04-05,2015-04-05,18,"escaped burn piles",20,20.6344108581543,1,1,NA,1548.36027672355,83504.5015645441,"Human",2017-04-05
"13647",18813,2015,"CA","CDF","SLU","CHOLAME","8558",2015-08-16,2015-08-17,10,NA,12.1,12.0591268539429,1,1,NA,1009.63576506166,48801.5568059564,"Human",2017-08-16
"13648",18814,2015,"CA","CDF","SLU","CUESTA","8555",2015-08-16,2015-08-28,10,NA,2446,2445.94458007812,7,1,NA,21086.4032950202,9898387.02631865,"Human",2017-08-16
"13649",18815,2015,"CA","CDF","SLU","DEER","7005",2015-07-10,2015-07-15,4,NA,95,94.6271057128906,1,1,NA,4715.77562299173,382942.323503607,"Human",2017-07-10
"13650",18816,2015,"CA","CDF","LNU","VALLEY","8670",2015-09-12,2015-10-06,14,"$59 Million(Cost)",NA,76084.8359375,3,1,NA,240273.509519661,307904407.172731,"Unknown",2017-09-12
"13651",18817,2015,"CA","CDF","MEU","CLUB","4038",2015-04-02,2015-04-25,5,NA,120,111.944549560547,5,1,NA,2876.11423312187,453023.505882409,"Human",2017-04-02
"13652",18818,2015,"CA","CDF","MEU","4-2 CAHTO","8034",2015-07-30,2015-10-04,1,"<Null>",15,15.4554023742676,4,1,NA,984.536829394374,62545.7948282982,"Natural",2017-07-30
"13653",18819,2015,"CA","CDF","MEU","SODA","6965",2015-07-04,2015-07-07,10,NA,24,28.0105361938477,4,1,NA,1301.51841421084,113354.61556285,"Human",2017-07-04
"13654",18820,2015,"CA","CDF","MMU","MCCABE","13970",2015-07-18,2015-07-22,1,NA,1600,1728.97375488281,1,1,NA,19103.3868389109,6996908.29982544,"Natural",2017-07-18
"13655",18821,2015,"CA","CDF","MMU","CORRINE","11662",2015-06-18,2015-06-24,11,NA,880,921.64892578125,1,1,NA,13148.8547756931,3729780.85010114,"Human",2017-06-18
"13656",18822,2015,"CA","CDF","MMU","RED","11861",2015-06-21,2015-06-24,5,NA,134,134.025146484375,1,1,NA,3939.68144169197,542380.506651346,"Human",2017-06-21
"13657",18823,2015,"CA","CDF","MMU","TRIANGLE","11618",2015-06-18,2015-06-19,10,NA,60,58.639232635498,1,1,NA,2748.43225377338,237304.556229818,"Human",2017-06-18
"13658",18824,2015,"CA","CDF","MVU","WILDCAT","12844",2015-06-17,2015-06-18,14,"Undertermined",170,170.949523925781,1,1,NA,6304.84261727865,691808.171472554,"Unknown",2017-06-17
"13659",18825,2015,"CA","CDF","MVU","PARK","12895",2015-07-24,2015-07-25,14,NA,23,21.62255859375,1,1,NA,2247.97856645142,87503.3924032485,"Unknown",2017-07-24
"13660",18826,2015,"CA","CDF","MVU","MERCADO","12999",2015-06-19,2015-06-20,14,NA,10,8.23407649993896,1,1,NA,932.264910295804,33322.1244092261,"Unknown",2017-06-19
"13661",18827,2015,"CA","CDF","MVU","LAKE 3","15169",2015-07-16,2015-07-17,14,NA,24,23.9730052947998,1,1,NA,2216.06203485071,97015.3071425409,"Unknown",2017-07-16
"13662",18828,2015,"CA","CDF","MVU","DELUZ","17255",2015-08-09,2015-08-10,14,"Unknown",55,56.0864105224609,1,1,NA,3168.67035573941,226973.648237847,"Unknown",2017-08-09
"13663",18829,2015,"CA","CDF","NEU","BEALE","16660",2015-07-11,2015-07-11,9,"Cause was Shooting",NA,52.8651008605957,1,1,NA,2886.63874369892,213937.476686023,"Human",2017-07-11
"13664",18830,2015,"CA","CDF","RRU","GAVILAN","36280",2015-03-29,2015-03-29,10,NA,16,16.0088329315186,1,1,NA,1297.59123760607,64785.4451385345,"Human",2017-03-29
"13665",18831,2015,"CA","CDF","RRU","HIGHWAY","44605",2015-04-18,2015-04-24,4,NA,1049,1048.68933105469,1,1,NA,14287.5023154765,4243895.00120019,"Human",2017-04-18
"13666",18832,2015,"CA","LRA","RRU","MERWIN","74316",2015-07-01,2015-07-04,14,"CA Dept of Fish and Wildlife land",180,181.436965942383,2,1,NA,3773.1473701113,734249.346100619,"Unknown",2017-07-01
"13667",18833,2015,"CA","CDF","RRU","MUSTANG","65452",2015-06-10,2015-06-10,1,NA,12,7.99659061431885,1,1,NA,2299.11408039183,32361.0544839422,"Natural",2017-06-10
"13668",18834,2015,"CA","CDF","RRU","SNOW",NA,2015-06-05,2015-06-05,2,NA,25,24.7957324981689,1,1,"63560",1844.8875465271,100344.766699766,"Human",2017-06-05
"13669",18835,2015,"CA","CDF","RRU","ANZA","90069",2015-08-10,2015-08-15,10,NA,500,543.53662109375,1,1,NA,10307.6400011562,2199614.76911953,"Human",2017-08-10
"13670",18836,2015,"CA","CDF","RRU","SPIDER","78553",2015-07-12,2015-07-13,14,NA,32,35.2024765014648,7,1,NA,2449.05839303255,142459.367788741,"Unknown",2017-07-12
"13671",18837,2015,"CA","CDF","RRU","RAMONA","101571",2015-09-07,2015-09-07,9,"Shooting",13,12.9363622665405,1,1,NA,1459.3666050307,52351.602549359,"Human",2017-09-07
"13672",18838,2015,"CA","CDF","RRU","JACK","78819",2015-07-13,2015-07-13,14,NA,5,5.43412685394287,7,1,NA,768.120687456772,21991.1310414072,"Unknown",2017-07-13
"13673",18839,2015,"CA","CDF","SCU","TESLA","5524",2015-08-19,2015-09-01,14,NA,2850,2989.92529296875,8,1,NA,18094.5866893011,12099798.7437478,"Unknown",2017-08-19
"13674",18840,2015,"CA","CDF","LNU","PACHECO","6036",2015-09-09,2015-09-13,10,NA,217,217.726928710938,1,1,NA,4131.92613160033,881109.642149541,"Human",2017-09-09
"13675",18841,2015,"CA","CDF","SLU","PARKHILL","6113",2015-06-20,2015-06-24,10,NA,1791,1812.31506347656,7,1,NA,15864.382339654,7334178.72077739,"Human",2017-06-20
"13676",18842,2015,"CA","CDF","SHU","DEMOCRAT","8300",2015-08-25,2015-08-25,14,NA,128,123.696754455566,1,1,NA,4549.45611663821,500583.018112346,"Unknown",2017-08-25
"13677",18843,2015,"CA","CDF","SHU","BROWN","8772",2015-09-08,2015-09-08,2,NA,28,28.5658073425293,1,1,NA,1596.05793451162,115601.717752431,"Human",2017-09-08
"13678",18844,2015,"CA","CDF","SHU","CHINA","7251",2015-07-29,2015-07-29,2,NA,180,175.015731811523,1,1,NA,4326.12607725243,708263.543953495,"Human",2017-07-29
"13679",18845,2015,"CA","CDF","SHU","MILL","8749",2015-09-07,2015-09-07,14,NA,10.5,12.7621583938599,1,1,NA,1451.21585006753,51646.6234152842,"Unknown",2017-09-07
"13680",18846,2015,"CA","CDF","SHU","FERN","7394",2015-08-02,2015-08-02,1,NA,78,88.5363464355469,1,1,NA,2906.50335128844,358293.874451709,"Natural",2017-08-02
"13681",18847,2015,"CA","CDF","SHU","MALLARD","7250",2015-07-29,2015-07-29,15,NA,66,65.9510726928711,1,1,NA,3563.26865807338,266894.508888804,"Human",2017-07-29
"13682",18848,2015,"CA","CDF","SKU","DORRIS","5736",2015-07-21,2015-07-21,1,"Both Dorris incidents are the same incident divided by Highway 97",NA,28.1927738189697,1,1,NA,3789.64524318123,114092.104902911,"Natural",2017-07-21
"13683",18849,2015,"CA","CDF","SKU","COPCO","6148",2015-07-31,2015-08-01,1,NA,NA,14.0008010864258,1,1,NA,1216.60096446926,56659.233016703,"Natural",2017-07-31
"13684",18850,2015,"CA","CDF","SKU","YORK","5078",2015-07-04,2015-07-04,1,NA,394,398.422943115234,1,1,NA,5842.98647537,1612360.48945762,"Natural",2017-07-04
