state,race,type,all_workers_n,artists_n,artists_share,location_quotient
New Mexico,White,Announcers,374900,230,6.134969325153376e-4,1.3934105078115162
New York,White,Announcers,5774960,3210,5.558480058736338e-4,1.2624748569725497
North Carolina,White,Announcers,3309215,1285,3.883096142136428e-4,0.8819517556691273
North Dakota,White,Announcers,363175,170,4.680938941281752e-4,1.0631625296745952
Ohio,White,Announcers,4775955,1585,3.318707986151461e-4,0.7537645805826148
Oklahoma,White,Announcers,1276415,490,3.838876854314623e-4,0.8719084095604155
Oregon,White,Announcers,1600140,565,3.530941042658768e-4,0.8019682072624994
Pennsylvania,White,Announcers,5161830,1735,3.361211043370278e-4,0.7634181262490934
Rhode Island,White,Announcers,423445,195,4.6050844855884473e-4,1.0459340171873337
South Carolina,White,Announcers,1586190,535,3.3728620152692927e-4,0.7660643638763531
South Dakota,White,Announcers,398225,195,4.896729235984681e-4,1.1121740973266128
Tennessee,White,Announcers,2455855,905,3.685070983425324e-4,0.8369751107447947
Texas,White,Announcers,6162190,2720,4.4140151472122735e-4,1.0025372193056588
Utah,White,Announcers,1227970,520,4.234631139197212e-4,0.9617944627483089
Vermont,White,Announcers,319270,85,2.6623234253139976e-4,0.6046826380721193
Virginia,White,Announcers,2778485,1605,5.776529295641329e-4,1.3119994889341124
Washington,White,Announcers,2668545,1180,4.4218853345174994e-4,1.0043247427810549
West Virginia,White,Announcers,734535,245,3.3354435118816667e-4,0.7575656521398285
Wisconsin,White,Announcers,2597700,935,3.5993378758132193e-4,0.8175029004235057
Wyoming,White,Announcers,260685,95,3.6442449699829296e-4,0.8277024651767968
Puerto Rico,White,Announcers,13370,NA,NA,NA
Alabama,African-American,Announcers,581200,265,4.559532002752925e-4,1.0410684730034387
Alaska,African-American,Announcers,13760,NA,NA,NA
Arizona,African-American,Announcers,152575,NA,NA,NA
Arkansas,African-American,Announcers,200385,NA,NA,NA
California,African-American,Announcers,1066265,810,7.596610598678563e-4,1.734518321440234
Colorado,African-American,Announcers,118415,NA,NA,NA
Connecticut,African-American,Announcers,191785,75,3.910629089866256e-4,0.8929058185383475
Delaware,African-American,Announcers,105485,NA,NA,NA
District of Columbia,African-American,Announcers,149480,NA,NA,NA
Florida,African-American,Announcers,1569980,730,4.6497407610288023e-4,1.0616656514360283
Georgia,African-American,Announcers,1613775,880,5.453052625056157e-4,1.2450841810402873
Hawaii,African-American,Announcers,16455,NA,NA,NA
Idaho,African-American,Announcers,5195,NA,NA,NA
Illinois,African-American,Announcers,848255,310,3.654561423156952e-4,0.8344384199970819
Indiana,African-American,Announcers,292355,NA,NA,NA
Iowa,African-American,Announcers,56060,NA,NA,NA
Kansas,African-American,Announcers,83690,NA,NA,NA
Kentucky,African-American,Announcers,176080,NA,NA,NA
Louisiana,African-American,Announcers,656860,165,2.511950796212283e-4,0.5735485085077937
Maine,African-American,Announcers,8410,NA,NA,NA
Maryland,African-American,Announcers,957780,485,5.063793355467853e-4,1.1562054204244931
Massachusetts,African-American,Announcers,260415,NA,NA,NA
Michigan,African-American,Announcers,624375,255,4.084084084084084e-4,0.9325104371387094
Minnesota,African-American,Announcers,171180,160,9.346886318495152e-4,2.1341551415928897
Mississippi,African-American,Announcers,488460,90,1.8425254882692543e-4,0.4207000182001645
Missouri,African-American,Announcers,340530,220,6.460517428714065e-4,1.4751165273678457
Montana,African-American,Announcers,2855,NA,NA,NA
Nebraska,African-American,Announcers,45795,NA,NA,NA
Nevada,African-American,Announcers,125635,70,5.571695785410117e-4,1.2721737274471168
New Hampshire,African-American,Announcers,9675,NA,NA,NA
New Jersey,African-American,Announcers,584190,225,3.851486673856109e-4,0.8794019535170593
New Mexico,African-American,Announcers,19190,NA,NA,NA
New York,African-American,Announcers,1375735,720,5.233566057416581e-4,1.1949692688783953
North Carolina,African-American,Announcers,1079195,270,2.501864815904447e-4,0.5712455975705568
North Dakota,African-American,Announcers,12445,NA,NA,NA
Ohio,African-American,Announcers,680665,160,2.350642386489683e-4,0.536717294319336
Oklahoma,African-American,Announcers,134195,NA,NA,NA
Oregon,African-American,Announcers,39020,NA,NA,NA
Pennsylvania,African-American,Announcers,636035,365,5.738677902945592e-4,1.3103004075573952
Rhode Island,African-American,Announcers,31000,NA,NA,NA
South Carolina,African-American,Announcers,638810,175,2.739468699613344e-4,0.6254971988847173
South Dakota,African-American,Announcers,8670,NA,NA,NA
Tennessee,African-American,Announcers,554550,60,1.0819583446037328e-4,0.24704130182436493
Texas,African-American,Announcers,1699445,655,3.854199459235221e-4,0.8800213581687898
Utah,African-American,Announcers,16855,NA,NA,NA
Vermont,African-American,Announcers,4210,NA,NA,NA
Virginia,African-American,Announcers,837445,280,3.3435031554311027e-4,0.7634151317295751
Washington,African-American,Announcers,147305,235,0.0015953294185533417,3.6425825297596672
West Virginia,African-American,Announcers,29055,NA,NA,NA
Wisconsin,African-American,Announcers,160610,70,4.3583836622875286e-4,0.9951406901676016
Wyoming,African-American,Announcers,2975,NA,NA,NA
Puerto Rico,African-American,Announcers,1405,NA,NA,NA
Alabama,Asian,Announcers,33515,NA,NA,NA
Alaska,Asian,Announcers,26420,NA,NA,NA
Arizona,Asian,Announcers,120580,NA,NA,NA
Arkansas,Asian,Announcers,24295,NA,NA,NA
California,Asian,Announcers,3008795,1065,3.5396230052230207e-4,1.1721029097529363
Colorado,Asian,Announcers,97015,20,2.0615368757408647e-4,0.6826527477794487
Connecticut,Asian,Announcers,89425,70,7.827788649706458e-4,2.592076568525371
Delaware,Asian,Announcers,19880,NA,NA,NA
District of Columbia,Asian,Announcers,19090,NA,NA,NA
Florida,Asian,Announcers,292825,20,6.830017928797063e-5,0.22616769854289495
Georgia,Asian,Announcers,217095,NA,NA,NA
Hawaii,Asian,Announcers,290190,70,2.41221268823874e-4,0.798774758400983
Idaho,Asian,Announcers,12030,NA,NA,NA
Illinois,Asian,Announcers,378055,115,3.0418854399492137e-4,1.0072831965546905
Indiana,Asian,Announcers,76575,NA,NA,NA
Iowa,Asian,Announcers,40760,NA,NA,NA
Kansas,Asian,Announcers,46470,NA,NA,NA
Kentucky,Asian,Announcers,33565,NA,NA,NA
Louisiana,Asian,Announcers,41430,NA,NA,NA
Maine,Asian,Announcers,8235,NA,NA,NA
Maryland,Asian,Announcers,213470,110,5.152948892115988e-4,1.7063360649834998
Massachusetts,Asian,Announcers,249930,55,2.200616172528308e-4,0.7287071575881802
Michigan,Asian,Announcers,163870,NA,NA,NA
Minnesota,Asian,Announcers,143550,80,5.57297109021247e-4,1.845421283896154
Mississippi,Asian,Announcers,14850,NA,NA,NA
Missouri,Asian,Announcers,63375,NA,NA,NA
Montana,Asian,Announcers,4980,NA,NA,NA
Nebraska,Asian,Announcers,24515,NA,NA,NA
Nevada,Asian,Announcers,131920,NA,NA,NA
New Hampshire,Asian,Announcers,20330,NA,NA,NA
New Jersey,Asian,Announcers,450385,110,2.442354874163216e-4,0.8087559749814662
New Mexico,Asian,Announcers,16455,NA,NA,NA
New York,Asian,Announcers,864770,405,4.68332620234282e-4,1.5508262492893143
North Carolina,Asian,Announcers,154710,NA,NA,NA
North Dakota,Asian,Announcers,6855,NA,NA,NA
Ohio,Asian,Announcers,136125,NA,NA,NA
Oklahoma,Asian,Announcers,44710,NA,NA,NA
Oregon,Asian,Announcers,98010,45,4.591368227731864e-4,1.520375489573536
Pennsylvania,Asian,Announcers,227500,NA,NA,NA
Rhode Island,Asian,Announcers,18645,NA,NA,NA
South Carolina,Asian,Announcers,41915,NA,NA,NA
South Dakota,Asian,Announcers,7135,NA,NA,NA
Tennessee,Asian,Announcers,62925,NA,NA,NA
Texas,Asian,Announcers,712575,175,2.455881836999614e-4,0.8132352634472908
Utah,Asian,Announcers,40990,NA,NA,NA
Vermont,Asian,Announcers,6080,NA,NA,NA
Virginia,Asian,Announcers,304945,155,5.082883798717802e-4,1.6831348653859877
Washington,Asian,Announcers,355135,35,9.855407098708942e-5,0.3263497643718323
West Virginia,Asian,Announcers,7825,NA,NA,NA
Wisconsin,Asian,Announcers,85760,NA,NA,NA
Wyoming,Asian,Announcers,2835,0,NA,NA
Puerto Rico,Asian,Announcers,1335,NA,NA,NA
Alabama,Other,Announcers,43075,NA,NA,NA
Alaska,Other,Announcers,71330,30,4.205804009533156e-4,0.9291751121220181
Arizona,Other,Announcers,182520,80,4.3830813061582295e-4,0.9683404302383453
Arkansas,Other,Announcers,37895,NA,NA,NA
California,Other,Announcers,688910,590,8.564253676097023e-4,1.8920737513425312
Colorado,Other,Announcers,87510,NA,NA,NA
Connecticut,Other,Announcers,41230,NA,NA,NA
Delaware,Other,Announcers,10885,NA,NA,NA
District of Columbia,Other,Announcers,11085,0,NA,NA
Florida,Other,Announcers,214840,20,9.30925339787749e-5,0.20566642073997252
Georgia,Other,Announcers,102865,0,NA,NA
Hawaii,Other,Announcers,198250,195,9.836065573770492e-4,2.1730511720545427
Idaho,Other,Announcers,25710,0,NA,NA
Illinois,Other,Announcers,112345,0,NA,NA
Indiana,Other,Announcers,61485,0,NA,NA
Iowa,Other,Announcers,27340,0,NA,NA
Kansas,Other,Announcers,43715,0,NA,NA
Kentucky,Other,Announcers,36080,0,NA,NA
Louisiana,Other,Announcers,42460,0,NA,NA
Maine,Other,Announcers,14700,0,NA,NA
Maryland,Other,Announcers,85910,25,2.910022116168083e-4,0.6429020753081087
Massachusetts,Other,Announcers,97815,0,NA,NA
Michigan,Other,Announcers,120390,70,5.814436414984634e-4,1.2845652330859287
Minnesota,Other,Announcers,83065,0,NA,NA
Mississippi,Other,Announcers,17430,0,NA,NA
Missouri,Other,Announcers,70070,0,NA,NA
Montana,Other,Announcers,37130,0,NA,NA
Nebraska,Other,Announcers,24240,0,NA,NA
Nevada,Other,Announcers,69460,0,NA,NA
New Hampshire,Other,Announcers,12270,0,NA,NA
New Jersey,Other,Announcers,85410,0,NA,NA
New Mexico,Other,Announcers,91840,15,1.633275261324042e-4,0.36083438995896966
New York,Other,Announcers,234265,100,4.268670095831644e-4,0.9430639197442148
North Carolina,Other,Announcers,145630,0,NA,NA
North Dakota,Other,Announcers,23305,15,6.436387041407423e-4,1.4219708377529188
Ohio,Other,Announcers,121180,40,3.3008747318039283e-4,0.7292519199830947
Oklahoma,Other,Announcers,242885,50,2.0585873973279532e-4,0.454797268581589
Oregon,Other,Announcers,93460,0,NA,NA
Pennsylvania,Other,Announcers,104810,0,NA,NA
Rhode Island,Other,Announcers,16140,0,NA,NA
South Carolina,Other,Announcers,46335,0,NA,NA
South Dakota,Other,Announcers,32695,40,0.0012234286588163328,2.7028826323153816
Tennessee,Other,Announcers,60575,0,NA,NA
Texas,Other,Announcers,261190,105,4.020062023814082e-4,0.8881397167457501
Utah,Other,Announcers,57995,0,NA,NA
Vermont,Other,Announcers,5900,0,NA,NA
Virginia,Other,Announcers,128845,55,0.0012234286588163328,2.7028826323153816
Washington,Other,Announcers,214925,15,4.020062023814082e-4,0.8881397167457501
West Virginia,Other,Announcers,10700,0,NA,NA
Wisconsin,Other,Announcers,66920,0,NA,NA
Wyoming,Other,Announcers,10830,0,NA,NA
Puerto Rico,Other,Announcers,2275,0,NA,NA
Alabama,Hispanic,Writers And Authors,88165,60,6.805421652583225e-4,1.3554495082251374
Alaska,Hispanic,Writers And Authors,26875,0,NA,NA
Arizona,Hispanic,Writers And Authors,1033370,525,5.080464886729826e-4,1.011886402315585
Arkansas,Hispanic,Writers And Authors,101405,NA,NA,NA
California,Hispanic,Writers And Authors,7470730,3735,4.999511426594188e-4,0.9957627389583962
Colorado,Hispanic,Writers And Authors,594525,320,5.382448172911148e-4,1.0720330203567037
Connecticut,Hispanic,Writers And Authors,288845,45,1.5579289930585608e-4,0.3102958487060601
Delaware,Hispanic,Writers And Authors,41365,NA,NA,NA
District of Columbia,Hispanic,Writers And Authors,44885,85,0.001893728417065835,3.7717769488236175
Florida,Hispanic,Writers And Authors,2752995,1610,5.848176258947073e-4,1.1647930192826206
Georgia,Hispanic,Writers And Authors,467240,115,2.461261878263847e-4,0.49021447498990384
Hawaii,Hispanic,Writers And Authors,69470,NA,NA,NA
Idaho,Hispanic,Writers And Authors,101285,35,3.455595596583897e-4,0.688257920100611
Illinois,Hispanic,Writers And Authors,1100445,425,3.862073979162975e-4,0.7692170365077222
Indiana,Hispanic,Writers And Authors,212120,75,3.535734489911371e-4,0.704219344549484
Iowa,Hispanic,Writers And Authors,90730,0,NA,NA
Kansas,Hispanic,Writers And Authors,167495,125,7.462909340577331e-4,1.486402652475562
Kentucky,Hispanic,Writers And Authors,76325,NA,NA,NA
Louisiana,Hispanic,Writers And Authors,113925,45,3.949967083607637e-4,0.7867228827693827
Maine,Hispanic,Writers And Authors,10935,NA,NA,NA
Maryland,Hispanic,Writers And Authors,321570,65,2.0213328357744816e-4,0.4025929234186181
Massachusetts,Hispanic,Writers And Authors,401715,385,9.583908990204497e-4,1.9088464155216864
Michigan,Hispanic,Writers And Authors,236520,120,5.073566717402334e-4,1.0105124800665417
Minnesota,Hispanic,Writers And Authors,149745,130,8.681425089318509e-4,1.7290968831510234
Mississippi,Hispanic,Writers And Authors,38780,NA,NA,NA
Missouri,Hispanic,Writers And Authors,121550,NA,NA,NA
Montana,Hispanic,Writers And Authors,19215,NA,NA,NA
Nebraska,Hispanic,Writers And Authors,99485,NA,NA,NA
Nevada,Hispanic,Writers And Authors,430565,195,4.5289329137296336e-4,0.9020366707725314
New Hampshire,Hispanic,Writers And Authors,25860,NA,NA,NA
New Jersey,Hispanic,Writers And Authors,928940,470,5.059530217236851e-4,1.007716802117728
New Mexico,Hispanic,Writers And Authors,459615,275,5.983268605245695e-4,1.191699633406367
New York,Hispanic,Writers And Authors,1819490,1465,8.051706796959587e-4,1.6036746252407763
North Carolina,Hispanic,Writers And Authors,451040,175,3.879921958141185e-4,0.7727718543520573
North Dakota,Hispanic,Writers And Authors,14510,NA,NA,NA
Ohio,Hispanic,Writers And Authors,204545,215,0.0010511134469187709,2.093523777728119
Oklahoma,Hispanic,Writers And Authors,187725,NA,NA,NA
Oregon,Hispanic,Writers And Authors,266060,165,6.201608659700819e-4,1.235186860876646
Pennsylvania,Hispanic,Writers And Authors,423215,130,3.071724773460298e-4,0.611801596747398
Rhode Island,Hispanic,Writers And Authors,78695,NA,NA,NA
South Carolina,Hispanic,Writers And Authors,134610,95,7.057425154149024e-4,1.4056415521139562
South Dakota,Hispanic,Writers And Authors,15565,NA,NA,NA
Tennessee,Hispanic,Writers And Authors,167595,45,2.685044303231003e-4,0.5347856703332553
Texas,Hispanic,Writers And Authors,5220455,2075,3.9747493274053697e-4,0.7916588120744541
Utah,Hispanic,Writers And Authors,213410,55,2.5771988191743595e-4,0.5133058685235625
Vermont,Hispanic,Writers And Authors,6470,NA,NA,NA
Virginia,Hispanic,Writers And Authors,427525,235,5.496754575755804e-4,1.094799656346696
Washington,Hispanic,Writers And Authors,448570,345,7.691107296520053e-4,1.5318532979977442
West Virginia,Hispanic,Writers And Authors,12005,NA,NA,NA
Wisconsin,Hispanic,Writers And Authors,186120,95,5.104233827638083e-4,1.0166205100476016
Wyoming,Hispanic,Writers And Authors,27680,NA,NA,NA
Puerto Rico,Hispanic,Writers And Authors,1208905,175,1.447591001774333e-4,NA
Alabama,White,Writers And Authors,1496830,1465,9.787350600936643e-4,0.4895305608679569
Alaska,White,Writers And Authors,253950,425,0.0016735577869659382,0.8370576630002095
Arizona,White,Writers And Authors,1857110,3135,0.0016881067895816618,0.8443345877788755
Arkansas,White,Writers And Authors,1014735,1015,0.0010002611519263653,0.5002971924496933
California,White,Writers And Authors,7686845,34710,0.004515506687073826,2.258505504967522
Colorado,White,Writers And Authors,2172170,5345,0.0024606729675854095,1.2307463654356352
Connecticut,White,Writers And Authors,1329540,2555,0.0019217172856777528,0.961178749024736
Delaware,White,Writers And Authors,307920,365,0.0011853728241101584,0.5928838631455051
District of Columbia,White,Writers And Authors,183365,2840,0.015488233850516729,7.746696846613362
Florida,White,Writers And Authors,5285390,8315,0.0015732046263378862,0.7868643665605978
Georgia,White,Writers And Authors,2773560,3600,0.0012979708389218188,0.6492016263388413
Hawaii,White,Writers And Authors,177700,450,0.0025323579065841305,1.2666007757093112
Idaho,White,Writers And Authors,688065,895,0.0013007492024736036,0.6505912709150456
Illinois,White,Writers And Authors,4224420,8125,0.00192334095568149,0.9619908544861648
Indiana,White,Writers And Authors,2724985,2730,0.0010018403771029933,0.5010870680942601
Iowa,White,Writers And Authors,1463250,1800,0.0012301383905689387,0.6152741031089549
Kansas,White,Writers And Authors,1178420,1760,0.0014935252286960507,0.7470113953045197
Kentucky,White,Writers And Authors,1787115,1550,8.673196744473635e-4,0.43380430925137137
Louisiana,White,Writers And Authors,1337315,1115,8.337601836515705e-4,0.41701897374889607
Maine,White,Writers And Authors,658985,1140,0.001729933154775905,0.8652547375185266
Maryland,White,Writers And Authors,1690500,4985,0.0029488317065956816,1.4749070489994014
Massachusetts,White,Writers And Authors,2791055,7100,0.0025438409490318174,1.2723442096978197
Michigan,White,Writers And Authors,3807850,5265,0.0013826700106359233,0.6915653207898084
Minnesota,White,Writers And Authors,2524705,4430,0.0017546604454777885,0.8776225017681075
Mississippi,White,Writers And Authors,787155,460,5.843829995363048e-4,0.29228884218915097
Missouri,White,Writers And Authors,2479115,3030,0.0012222103452240011,0.6113087598383026
Montana,White,Writers And Authors,472695,665,0.0014068268122150646,0.703647745449942
Nebraska,White,Writers And Authors,845465,940,0.0011118142087490315,0.5560923025867603
Nevada,White,Writers And Authors,749805,1425,0.0019004941284734031,0.9505636352179004
New Hampshire,White,Writers And Authors,690940,925,0.0013387558977624686,0.6696009494481874
New Jersey,White,Writers And Authors,2640925,5685,0.0021526548463133184,1.0766859973014935
New Mexico,White,Writers And Authors,374900,1155,0.0030808215524139766,1.5409239578512433
New York,White,Writers And Authors,5774960,22705,0.0039316289636638175,1.9664693850068724
North Carolina,White,Writers And Authors,3309215,5755,0.0017390831360307505,0.8698312522856454
North Dakota,White,Writers And Authors,363175,305,8.398155159358435e-4,0.42004764854581034
Ohio,White,Writers And Authors,4775955,5485,0.0011484614071950007,0.574422006243006
Oklahoma,White,Writers And Authors,1276415,1260,9.87139762538046e-4,0.4937343120865274
Oregon,White,Writers And Authors,1600140,4740,0.002962240803929656,1.4816138312597666
Pennsylvania,White,Writers And Authors,5161830,7880,0.0015265903758938206,0.7635494766636945
Rhode Island,White,Writers And Authors,423445,870,0.002054576155108692,1.0276303144387573
South Carolina,White,Writers And Authors,1586190,2095,0.0013207749386895645,0.6606074747696975
South Dakota,White,Writers And Authors,398225,325,8.161215393307803e-4,0.4081967134668536
Tennessee,White,Writers And Authors,2455855,3065,0.0012480378523976375,0.6242268155901025
Texas,White,Writers And Authors,6162190,10275,0.0016674266778531658,0.8339910871666729
Utah,White,Writers And Authors,1227970,2435,0.00198294746614331,0.9918040385514867
Vermont,White,Writers And Authors,319270,895,0.002803269959595327,1.4021019288444292
Virginia,White,Writers And Authors,2778485,6655,0.0023951901845790063,1.1979940662697592
Washington,White,Writers And Authors,2668545,5810,0.0021772164231819214,1.0889708770309865
West Virginia,White,Writers And Authors,734535,715,9.734049432634252e-4,0.48686461459936287
Wisconsin,White,Writers And Authors,2597700,3625,0.001395465219232398,0.6979650564241436
Wyoming,White,Writers And Authors,260685,290,0.0011124537276789995,0.5564121685783219
Puerto Rico,White,Writers And Authors,13370,0,NA,NA
Alabama,African-American,Writers And Authors,581200,370,6.366139022711631e-4,0.9974779209646778
Alaska,African-American,Writers And Authors,13760,0,NA,NA
Arizona,African-American,Writers And Authors,152575,70,4.5879075864329016e-4,0.7188558880927314
Arkansas,African-American,Writers And Authors,200385,NA,NA,NA
California,African-American,Writers And Authors,1066265,2085,0.0019554238392894825,3.0638540862220074
Colorado,African-American,Writers And Authors,118415,165,0.0013934045517882026,2.1832546704083704
Connecticut,African-American,Writers And Authors,191785,60,3.1285032718930054e-4,0.4901892541532677
Delaware,African-American,Writers And Authors,105485,NA,NA,NA
District of Columbia,African-American,Writers And Authors,149480,275,0.00183971099812684,2.8825495249800106
Florida,African-American,Writers And Authors,1569980,725,4.6178932215697015e-4,0.7235541846408203
Georgia,African-American,Writers And Authors,1613775,970,6.010751188982355e-4,0.9417940101578688
Hawaii,African-American,Writers And Authors,16455,25,0.0015192950470981465,2.380506079909461
Idaho,African-American,Writers And Authors,5195,0,NA,NA
Illinois,African-American,Writers And Authors,848255,430,5.069230361153191e-4,0.7942719038171954
Indiana,African-American,Writers And Authors,292355,125,4.275623813514392e-4,0.6699257331824353
Iowa,African-American,Writers And Authors,56060,0,NA,NA
Kansas,African-American,Writers And Authors,83690,100,0.001194885888397658,1.8722058809850728
Kentucky,African-American,Writers And Authors,176080,30,1.7037710131758292e-4,0.2669552081661302
Louisiana,African-American,Writers And Authors,656860,185,2.8164296806016504e-4,0.44129203153234375
Maine,African-American,Writers And Authors,8410,NA,NA,NA
Maryland,African-American,Writers And Authors,957780,970,0.0010127586710935706,1.5868400141394838
Massachusetts,African-American,Writers And Authors,260415,165,6.336040550659524e-4,0.9927619445746488
Michigan,African-American,Writers And Authors,624375,360,5.765765765765766e-4,0.9034084911258563
Minnesota,African-American,Writers And Authors,171180,80,4.673443159247576e-4,0.7322580216363626
Mississippi,African-American,Writers And Authors,488460,145,2.968513286656021e-4,0.4651212376867687
Missouri,African-American,Writers And Authors,340530,165,4.8453880715355473e-4,0.7591991947740497
Montana,African-American,Writers And Authors,2855,0,NA,NA
Nebraska,African-American,Writers And Authors,45795,0,NA,NA
Nevada,African-American,Writers And Authors,125635,50,3.979782703864369e-4,0.6235718954894761
New Hampshire,African-American,Writers And Authors,9675,NA,NA,NA
New Jersey,African-American,Writers And Authors,584190,310,5.306492750646193e-4,0.8314473400039134
New Mexico,African-American,Writers And Authors,19190,0,NA,NA
New York,African-American,Writers And Authors,1375735,1385,0.0010067345818780507,1.5774011753630053
North Carolina,African-American,Writers And Authors,1079195,560,5.189052951505521e-4,0.813046295624042
North Dakota,African-American,Writers And Authors,12445,0,NA,NA
Ohio,African-American,Writers And Authors,680665,150,2.2037272373340777e-4,0.34529080424211767
Oklahoma,African-American,Writers And Authors,134195,NA,NA,NA
Oregon,African-American,Writers And Authors,39020,125,0.003203485392106612,5.019378209240156
Pennsylvania,African-American,Writers And Authors,636035,455,7.153694372165054e-4,1.120875960155283
Rhode Island,African-American,Writers And Authors,31000,0,NA,NA
South Carolina,African-American,Writers And Authors,638810,290,4.539690987930684e-4,0.7113010746872436
South Dakota,African-American,Writers And Authors,8670,0,NA,NA
Tennessee,African-American,Writers And Authors,554550,240,4.327833378414931e-4,0.6781061841693945
Texas,African-American,Writers And Authors,1699445,770,4.530890967345221e-4,0.7099222442522314
Utah,African-American,Writers And Authors,16855,NA,NA,NA
Vermont,African-American,Writers And Authors,4210,0,NA,NA
Virginia,African-American,Writers And Authors,837445,470,5.612308868045066e-4,0.8793641108900423
Washington,African-American,Writers And Authors,147305,60,4.073181494178745e-4,0.6382060765607713
West Virginia,African-American,Writers And Authors,29055,NA,NA,NA
Wisconsin,African-American,Writers And Authors,160610,NA,NA,NA
Wyoming,African-American,Writers And Authors,2975,0,NA,NA
Puerto Rico,African-American,Writers And Authors,1405,0,NA,NA
Alabama,Asian,Writers And Authors,33515,NA,NA,NA
Alaska,Asian,Writers And Authors,26420,NA,NA,NA
Arizona,Asian,Writers And Authors,120580,170,0.0014098523801625478,1.4351388374764382
Arkansas,Asian,Writers And Authors,24295,NA,NA,NA
California,Asian,Writers And Authors,3008795,3220,0.0010701958757575708,1.0893904118030575
Colorado,Asian,Writers And Authors,97015,55,5.669226408287377e-4,0.5770907019387536
Connecticut,Asian,Writers And Authors,89425,30,3.3547665641599103e-4,0.34149360987270083
Delaware,Asian,Writers And Authors,19880,0,NA,NA
District of Columbia,Asian,Writers And Authors,19090,95,0.00497642744892614,5.065682339745584
Florida,Asian,Writers And Authors,292825,180,6.147016135917356e-4,0.6257266161604974
Georgia,Asian,Writers And Authors,217095,100,4.606278357401138e-4,0.46888944260755694
Hawaii,Asian,Writers And Authors,290190,115,3.9629208449636446e-4,0.4033997952180321
Idaho,Asian,Writers And Authors,12030,0,NA,NA
Illinois,Asian,Writers And Authors,378055,295,7.8030974329132e-4,0.7943050163376185
Indiana,Asian,Writers And Authors,76575,70,9.141364675155075e-4,0.9305319945154595
Iowa,Asian,Writers And Authors,40760,30,7.360157016683023e-4,0.7492165373617831
Kansas,Asian,Writers And Authors,46470,0,NA,NA
Kentucky,Asian,Writers And Authors,33565,NA,NA,NA
Louisiana,Asian,Writers And Authors,41430,NA,NA,NA
Maine,Asian,Writers And Authors,8235,0,NA,NA
Maryland,Asian,Writers And Authors,213470,180,8.43209818709889e-4,0.8583332382873362
Massachusetts,Asian,Writers And Authors,249930,375,0.0015004201176329372,1.5273309558109407
Michigan,Asian,Writers And Authors,163870,105,6.407518154634772e-4,0.6522440423508389
Minnesota,Asian,Writers And Authors,143550,140,9.752699407871821e-4,0.9927619293628883
Mississippi,Asian,Writers And Authors,14850,0,NA,NA
Missouri,Asian,Writers And Authors,63375,65,0.0010256410256410256,1.0440364465937189
Montana,Asian,Writers And Authors,4980,0,NA,NA
Nebraska,Asian,Writers And Authors,24515,0,NA,NA
Nevada,Asian,Writers And Authors,131920,150,0.0011370527592480292,1.1574464092960233
New Hampshire,Asian,Writers And Authors,20330,NA,NA,NA
New Jersey,Asian,Writers And Authors,450385,420,9.325354974077731e-4,0.9492610208602148
New Mexico,Asian,Writers And Authors,16455,NA,NA,NA
New York,Asian,Writers And Authors,864770,1585,0.0018328572915341649,1.8657305684225496
North Carolina,Asian,Writers And Authors,154710,60,3.878223773511732e-4,0.394778179340266
North Dakota,Asian,Writers And Authors,6855,0,NA,NA
Ohio,Asian,Writers And Authors,136125,65,4.775022956841138e-4,0.48606655502572577
Oklahoma,Asian,Writers And Authors,44710,65,0.0014538134645493178,1.4798883874497188
Oregon,Asian,Writers And Authors,98010,145,0.0014794408733802672,1.505975437579706
Pennsylvania,Asian,Writers And Authors,227500,100,4.395604395604396e-4,0.44744419139730807
Rhode Island,Asian,Writers And Authors,18645,45,0.002413515687851971,2.4568033839795875
South Carolina,Asian,Writers And Authors,41915,0,NA,NA
South Dakota,Asian,Writers And Authors,7135,NA,NA,NA
Tennessee,Asian,Writers And Authors,62925,NA,NA,NA
Texas,Asian,Writers And Authors,712575,505,7.086973301056029e-4,0.7214081961780616
Utah,Asian,Writers And Authors,40990,75,0.0018297145645279336,1.8625314749247543
Vermont,Asian,Writers And Authors,6080,NA,NA,NA
Virginia,Asian,Writers And Authors,304945,350,0.001147747954549181,1.1683334286514175
Washington,Asian,Writers And Authors,355135,375,0.0010559364748616725,1.074875260917196
West Virginia,Asian,Writers And Authors,7825,0,NA,NA
Wisconsin,Asian,Writers And Authors,85760,NA,NA,NA
Wyoming,Asian,Writers And Authors,2835,0,NA,NA
Puerto Rico,Asian,Writers And Authors,1335,0,NA,NA
Alabama,Other,Writers And Authors,43075,65,0.0015089959373186302,0.985398315927186
Alaska,Other,Writers And Authors,71330,75,0.001051451002383289,0.6866142057807729
Arizona,Other,Writers And Authors,182520,170,9.314047775586237e-4,0.6082221141586845
Arkansas,Other,Writers And Authors,37895,NA,NA,NA
California,Other,Writers And Authors,688910,1875,0.0027216907868952405,1.7773073151189032
Colorado,Other,Writers And Authors,87510,220,0.0025139984001828364,1.6416808876144229
Connecticut,Other,Writers And Authors,41230,100,0.002425418384671356,1.583836730482417
Delaware,Other,Writers And Authors,10885,NA,NA,NA
District of Columbia,Other,Writers And Authors,11085,140,0.012629679747406404,8.247381484610381
Florida,Other,Writers And Authors,214840,290,0.001349841742692236,0.8814680988344403
Georgia,Other,Writers And Authors,102865,180,0.0017498663296553736,1.142690508103068
