id,contact_city,contact_state,description,found,manual,remove,still_there
45207390,Cambridge,OH,"Tin man is now 6 months old.  He is such a  friendly, sweet guy.  He is currently enrolled in our 8 week basic obedience course.  While there he will learn basic commands such as: sit, stay, down, lay, heel, and come.  Tin Man will also work on crate training, leash training, and dog socialization.  He will complete his training on October 16, 2019 and be ready to go to his forever home.

Tin Man is part of our Wizard of Oz litter.  They are about 5 months old.  They are a mix of husky, German Shepard, and beagle.  They are ready and waiting for their new homes.

If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
45183927,Cambridge,OH,"This beauty is Britta.  She was a stray.  We think she is around 3 years old.  She is very a well mannered, happy girl.  Britta does not typically jumps up.  She know how to sit and walks well on a leash.  Britta is very loving and gentle.  She does not seem to mind other dogs when walking through the kennels, but we have not had her out to play with another dog.  

If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
45154387,Cambridge,OH,"Nevah is 2 years old.  She was surrendered to us because she do not care for small children and her family was getting ready to have a baby.  Nevah is a sweet, happy girl.  Nevah knows the commands for sit and lay.  She had been withthe same family since she was a puppy.   She  is leash trained and enjoys going for walks.  Nevah would be her best self in a home with older children.  She is house trained and had lived inside her whole life.

If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
45120552,Cambridge,OH,"Star is currently enrolled in our cell dog program.  While that she will learn basic obedience.  She will learn basic commands such as: sit, stay, come, and down.  She will also work on crate training, leash training and socialization with other dogs.  She will complete her training on Nov, 6, 2019.  We would love to have a home ready and waiting for her.

Star is about 6 months old.  She was stray that no one has claimed.  Star is very firendly.  She enjoys playing with other dogs.  She is working on learning a few commands.  Star is looking for a family that will love her through her toddler years and raise her to be a good adult dog.  She is willing to put in the work to become the dog you cannot live without.

If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
45113097,Cambridge,OH,"Genevieve is about 1 year old.  We know that she was abandoned in a apartment after her owners were evicted.  Genevieve is very curious and is constantly exploring new things.  She is very happy and loves people.  Genevieve is fun and fit.  She can run and explore for a hours.  Genevieve is a friendly girl that is full of life.   
Genevieve is currently enrolled in our 8 week basic obedience course.  While there she will learn basic commands such as: sit, stay, come, down, and lay.  She will also work on crate training, leash training, and dog socialization.

If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
45031076,Cambridge,OH,"Mr Tibbs is currently enrolled in our 8 week basic Obedience course.  While there he will learn basic commands such as: sit, stay, come, down, and lay.  He will also work on crate training, leash training, and socialization with other dogs.  He will complete his training on 9-24-19.

Mr.  Tibbs is about 9 months old.  He is very friendly and loves to try and hug everyone he meets.  Mr Tibbs was a stray.  He is a sweet boy that just wants love and attention.  He does know how to sit and play fetch.  Mr Tibbs came to the shelter with some skin issues.  We had the vet check him out.  The vet believes that is was caused by allergies and some bacteria.  He Has been treated and his skin is looking better every day.


If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
45078398,Cambridge,OH,"Astro is a very friendly boy.  He is about 2 years old.  He enjoys being outside and exploring his surrounding.  He knows the command for sit.  Astro is very treat driven.  He is a smart boy.
He is currently enrolled in our 8 week basic obedience course.  He will return on September 10th.  While in training Astro will work on learning basic commands such as stay, sit, leave it, down, and lay.  He will also work on crate training, leash training, and dog socialization.

If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
44159561,Cambridge,OH,"Bagheera is around 3 years old.  This handsome guy is very friendly and thinks that everyone is his best friend.  He knows how to sit and is working on the stay command.  Bagheera was picked up by a deputy and was as friendly as can be.  He weighs about 65 pounds. 

If you are interested in adopting this dog, please fill out an online application at  http://guernseysheriff.com/dog-shelter/  Completed adoption application does not guarantee adoption approval!! 
      Thank you for looking at dogs from the Guernsey County Dog Warden Dept. We are a county run facility in Cambridge, OH, We are NOT a no kill shelter! Unfortunately we must euthanize due to illness or aggression. Adoption fees are $125 for Guernsey County adopters and $160 for dogs adopted out of Guernsey County and Cell Dogs are $185. This includes spay/neuter, first shots, rabies, and microchip!  Most dogs will be required to be  spayed/ neutered before leaving shelter or a appointment will be scheduled before leaving the shelter.   Please talk to shelter staff for more information. 
     We only accept cash. We cannot take checks, debit or credit cards. You may also call the shelter between the hours of 9-5 Mon through Fri and 9-4 on Saturday, for more information and our fax number if you would like us to fax you an application.  You can also visit the shelter between the hours of 11-4 Tuesday through Saturday.  If coming from out of town, please call first to make sure the dog you are interested in is still available. Approved rescues also welcome!!!!",the Guernsey County Dog,NA,TRUE,NA
32529191,New Bloomfield,MO,"Bowser is an active, friendly guy who has been bounced around far too much. He was origionally adopted from the Jefferson City facility, but ended up homeless in Millersburg. We took him in and found what we thought was a good forever home. Sadly, his new owner returned him to us for an act of very insignificant behavior, she didn't like.

One thing that has made it a little difficult to find Bowser another home is that he definitely does want to be the Alpha male, so there's a good possibility he wouldn't do well in a multi-dog household. He might, however, get along well, with one female, depending on her temperament.

Bowser's adoption fee includes his neuter, regular deworming, heart-worm testing, all vaccinations (Rabies is administered by a licensed veterinarian) and a microchip. For the specific amount of adoption fees or more detailed information, you will need to contact the Shelter directly please at 573 896-4049. Thanks for looking at Bowser.",the Jefferson City,Missouri,NA,NA
44292679,Canton,OH,"Parson, from The Stark County Dog Warden Dept. is getting his consult for his luxating patella today! He suffers in both rear legs but heâll most likely need surgery on the rear right as itâs a great deal more severe. Send him some well-wishes! You can donate to Parsonâs surgery below or through our PayPal at PayPal.me/pawcrazy !

***UPDATE*** Parson is staying overnight and will have his surgery preformed first thing tomorrow! Dr. Callard confirmed the diagnosed grade 3 patella in Parsonâs rear right leg. He also assessed that Parson has congenital hip diplasia and, in the same rear right leg, he believes he has an ACL tear. So both repairs will be performed tomorrow! Parsonâs surgery is estimated at $5,000. We need your help to get it covered! Without good standing on bills, these vets offices CANNOT offer assistance like this to rescues and help these dogs as quickly as they require. Please help us to cover Parsonâs surgery so we and Medvet can continue to help dogs and cats like Parson! (Estimate photo in comments) 
Fundraiser link: https://www.facebook.com/donate/2029029657398857/?fundraiser_source=external_url


ââââ
The adoption fee for dogs is $200. Includes physical exam, deworming, vaccinations, rabies, spay/neuter, flea, tick and heartworm prevention, and microchip.

Please visit www.pawcrazy.org/dogs for an adoption application.",The Stark County Dog,NA,TRUE,NA
44981202,Seattle,WA,"* Please apply online at www.6dogrees.com by doing so you will get a response quicker.

Meet Missy. A small 10 pound, 2-year old female Dachshund/Chihuahua mix. Her adoption fee is $475.

Missy loves dogs and enjoys spending time with her four-legged friends. She has beautiful tan smooth coat and is low-shedding. She is potty trained and crated trained.  When is comes to people, it takes time for her to warm up â but once comfortable she is a wiggly, loving, loyal friend.

Missyâs favorite pastime is playing tag in the backyard, which only comes second to snuggling deep under the covers to keep her personâs feet warm.  She is a wonderful small watchdog and alert to everything around her.  

Missy will require:
-	A patient home that is willing to work to build her trust with people.
-	A grain-free diet. This will help keep her healthy and her coat beautiful.  
-	Grooming.  Missy is a âwash and wearâ dog (very little grooming needed).
-	A fully fenced yard.  Fences help protect rescue dogs and establish boundaries.  

Missy is a rescue dog, and like all living creatures, she requires routine and stability. Please be prepared for a lifelong commitment before applying.  Ideally, dogs should be pottied every 4 to 5 hours. Dogs cannot be left alone for 8 hours per day. Home check and plan must be carefully thought out and presented at time of interview. 

Missy is fostered in North Seattle, and if interested please submit an online adoption application at www.6dogrees.com and we will review and get back to you promptly. An adoption application must be filled out for all inquiries and prior to a meet and greet. We will review and respond to applications, not all applications will necessarily be approved for a meet and greet. Home check prior to adoption approval. 

Adoption fee include: Neuter/spay, microchip, current vaccines (DA2PP, rabies, Bordetella) de-worming, flea treatment, and heart worm testing.  We also include a 15-minute training consultation with a certified behaviorist trainer and 30-day pet insurance. 

6dogrees Rescue is a small passionate Seattle based 501c3 non-profit charitable organization that focuses on saving the lives of urgent dogs on their last hours at high kill shelters  from the State of California where pet overpopulation is at epidemic levels and kill shelters are the norm. 100% of all fees collected are spent on the dogs, we âSave it forwardâ; so each time a dog is adopted we are allowed to save another. Adoption fees are non-negotiable and are in place to allow thorough care for the dogs. 

6dogrees adoptions are limited to residents of Washington State.
",the State of California,California,NA,NA
45845635,Lynchburg,VA,Hullo there! I've come all the way from the Sunshine State to find my new best friend! I am happiest when I am strolling about with my human and enjoying the beautiful outdoors! Could you be the perfect pal for me?,the Sunshine State,Florida,NA,NA
46021404,Providence,RI,"Check out our website: http://fohari.org

Adoption Application: http://fohari.org/aa

Adoption Donation
$
499

Located: MS (Transportation costs included to the Northeast , plz ask for more details )

Age: approx 3-1/2 years old

Weight: 17 lbs

. She's sweet across the board. It looks like she had something tied around her middle for a long time. You can see the ring in the pics. Not sure if it's permanent or the hair will cover it in time.

If you are interested in adopting me, please fill out an application on our website www.fohari.org and email my foster parent for more information:
friendsoha@yahoo.com

Please verify the location and readiness of this dog with us. Because we save lives from various locations through out the United States, some dogs may not be in New England yet, nor ready for immediate adoption.

Please check out our website for how to Adopt, Adoptions events, Fostering and more!

www.fohari.org

Normally we do not process applications unless a specific dog is selected, along with submitting a deposit of $200 using our Paypal Donate link. Please understand we are all volunteers with limited resources - your deposit tells us you are serious.

Click here to complete our online adoption application!

If this link isnt working please go to our website www.fohari.org and click on adoption application.

Once we have your deposit we will hold the dog for you while we process your application. If you are not approved to adopt or we can not provide the dog you are interested in, your deposit is refunded. If you are approved, the deposit is applied toward the total donation of the dog.

If the dog is not a good match, we will work with you to find another dog, but the deposit is NOT refundable. We want you to be certain that this is a decision your have thought through thoroughly & not just a whim so
if YOU change your mind for ANY reason
, your deposit is
NOT REFUNDABLE
!

If you would like to
HELP
any of our special rescued dogs by making a donation or
If you would like to place a
DEPOSIT
for a dog while we process your application, you can use this secure & safe site on Paypal - please click on symbol below:

Transport costs are normally included in the donation unless otherwise noted.

If you wish to call us, please call between the hours of 10 AM and 7PM at 401-234-4499.

If you leave a message, a volunteer will return your call ASAP.

If you would rather email us, please email: friendsoha@yahoo.com

Enter the dogs name in the subject line. Thank you!

FRIENDS of HOMELESS ANIMALS, INC. is a RHODE ISLAND NON PROFIT 501 (C)(3) RESCUE",the United States,Mississippi,NA,TRUE
46009533,Providence,RI,"Check out our website: http://fohari.org

Adoption Application: http://fohari.org/aa

Adoption Donation
$
350

Located: in KY (Transportation costs included to the Northeast , plz ask for more details )

Age: approx 10 years old

Weight: 21LB

If you are interested in adopting me, please fill out an application on our website www.fohari.org and email my foster parent for more information:
Kmfoster218@yahoo.com

Please verify the location and readiness of this dog with us. Because we save lives from various locations through out the United States, some dogs may not be in New England yet, nor ready for immediate adoption.

Please check out our website for how to Adopt, Adoptions events, Fostering and more!

www.fohari.org

Normally we do not process applications unless a specific dog is selected, along with submitting a deposit of $200 using our Paypal Donate link. Please understand we are all volunteers with limited resources - your deposit tells us you are serious.

Click here to complete our online adoption application!

If this link isnt working please go to our website www.fohari.org and click on adoption application.

Once we have your deposit we will hold the dog for you while we process your application. If you are not approved to adopt or we can not provide the dog you are interested in, your deposit is refunded. If you are approved, the deposit is applied toward the total donation of the dog.

If the dog is not a good match, we will work with you to find another dog, but the deposit is NOT refundable. We want you to be certain that this is a decision your have thought through thoroughly & not just a whim so
if YOU change your mind for ANY reason
, your deposit is
NOT REFUNDABLE
!

If you would like to
HELP
any of our special rescued dogs by making a donation or
If you would like to place a
DEPOSIT
for a dog while we process your application, you can use this secure & safe site on Paypal - please click on symbol below:

Transport costs are normally included in the donation unless otherwise noted.

If you wish to call us, please call between the hours of 10 AM and 7PM at 401-234-4499.

If you leave a message, a volunteer will return your call ASAP.

If you would rather email us, please email: friendsoha@yahoo.com

Enter the dogs name in the subject line. Thank you!

FRIENDS of HOMELESS ANIMALS, INC. is a RHODE ISLAND NON PROFIT 501 (C)(3) RESCUE",the United States,Kentucky,NA,TRUE
46004438,Providence,RI,"Check out our website: http://fohari.org

Adoption Application: http://fohari.org/aa

Adoption Donation
$
199

Located: in KY (Transportation costs included to the Northeast , plz ask for more details )

Age: approx. 12 years old

Weight: 11lbs

If you are interested in adopting me, please fill out an application on our website www.fohari.org and email my foster parent for more information:
barnhag@gmail.com

Please verify the location and readiness of this dog with us. Because we save lives from various locations through out the United States, some dogs may not be in New England yet, nor ready for immediate adoption.

Please check out our website for how to Adopt, Adoptions events, Fostering and more!

www.fohari.org

Normally we do not process applications unless a specific dog is selected, along with submitting a deposit of $200 using our Paypal Donate link. Please understand we are all volunteers with limited resources - your deposit tells us you are serious.

Click here to complete our online adoption application!

If this link isnt working please go to our website www.fohari.org and click on adoption application.

Once we have your deposit we will hold the dog for you while we process your application. If you are not approved to adopt or we can not provide the dog you are interested in, your deposit is refunded. If you are approved, the deposit is applied toward the total donation of the dog.

If the dog is not a good match, we will work with you to find another dog, but the deposit is NOT refundable. We want you to be certain that this is a decision your have thought through thoroughly & not just a whim so
if YOU change your mind for ANY reason
, your deposit is
NOT REFUNDABLE
!

If you would like to
HELP
any of our special rescued dogs by making a donation or
If you would like to place a
DEPOSIT
for a dog while we process your application, you can use this secure & safe site on Paypal - please click on symbol below:

Transport costs are normally included in the donation unless otherwise noted.

If you wish to call us, please call between the hours of 10 AM and 7PM at 401-234-4499.

If you leave a message, a volunteer will return your call ASAP.

If you would rather email us, please email: friendsoha@yahoo.com

Enter the dogs name in the subject line. Thank you!

FRIENDS of HOMELESS ANIMALS, INC. is a RHODE ISLAND NON PROFIT 501 (C)(3) RESCUE",the United States,Kentucky,NA,TRUE
46004437,Providence,RI,"Check out our website: http://fohari.org

Adoption Application: http://fohari.org/aa

Adoption Donation
$
399

Located: in KY (Transportation costs included to the Northeast , plz ask for more details )

Age: approx 2 years old

Weight: 7lbs

If you are interested in adopting me, please fill out an application on our website www.fohari.org and email my foster parent for more information:
Kri65@aol.com

Please verify the location and readiness of this dog with us. Because we save lives from various locations through out the United States, some dogs may not be in New England yet, nor ready for immediate adoption.

Please check out our website for how to Adopt, Adoptions events, Fostering and more!

www.fohari.org

Normally we do not process applications unless a specific dog is selected, along with submitting a deposit of $200 using our Paypal Donate link. Please understand we are all volunteers with limited resources - your deposit tells us you are serious.

Click here to complete our online adoption application!

If this link isnt working please go to our website www.fohari.org and click on adoption application.

Once we have your deposit we will hold the dog for you while we process your application. If you are not approved to adopt or we can not provide the dog you are interested in, your deposit is refunded. If you are approved, the deposit is applied toward the total donation of the dog.

If the dog is not a good match, we will work with you to find another dog, but the deposit is NOT refundable. We want you to be certain that this is a decision your have thought through thoroughly & not just a whim so
if YOU change your mind for ANY reason
, your deposit is
NOT REFUNDABLE
!

If you would like to
HELP
any of our special rescued dogs by making a donation or
If you would like to place a
DEPOSIT
for a dog while we process your application, you can use this secure & safe site on Paypal - please click on symbol below:

Transport costs are normally included in the donation unless otherwise noted.

If you wish to call us, please call between the hours of 10 AM and 7PM at 401-234-4499.

If you leave a message, a volunteer will return your call ASAP.

If you would rather email us, please email: friendsoha@yahoo.com

Enter the dogs name in the subject line. Thank you!

FRIENDS of HOMELESS ANIMALS, INC. is a RHODE ISLAND NON PROFIT 501 (C)(3) RESCUE",the United States,Kentucky,NA,TRUE
46004436,Providence,RI,"Please contact Sandra (Sandi) (ssotis@cox.net) for more information about this pet.Check out our website: http://fohari.org

Adoption Application: http://fohari.org/aa

Adoption Donation
$
450

Located: in KY (Transportation costs included to the Northeast , plz ask for more details )

Age: approx 2 years old

Weight: 10 lbs

If you are interested in adopting me, please fill out an application on our website www.fohari.org and email my foster parent for more information:
ssotis@cox.net

Please verify the location and readiness of this dog with us. Because we save lives from various locations through out the United States, some dogs may not be in New England yet, nor ready for immediate adoption.

Please check out our website for how to Adopt, Adoptions events, Fostering and more!

www.fohari.org

Normally we do not process applications unless a specific dog is selected, along with submitting a deposit of $200 using our Paypal Donate link. Please understand we are all volunteers with limited resources - your deposit tells us you are serious.

Click here to complete our online adoption application!

If this link isnt working please go to our website www.fohari.org and click on adoption application.

Once we have your deposit we will hold the dog for you while we process your application. If you are not approved to adopt or we can not provide the dog you are interested in, your deposit is refunded. If you are approved, the deposit is applied toward the total donation of the dog.

If the dog is not a good match, we will work with you to find another dog, but the deposit is NOT refundable. We want you to be certain that this is a decision your have thought through thoroughly & not just a whim so
if YOU change your mind for ANY reason
, your deposit is
NOT REFUNDABLE
!

If you would like to
HELP
any of our special rescued dogs by making a donation or
If you would like to place a
DEPOSIT
for a dog while we process your application, you can use this secure & safe site on Paypal - please click on symbol below:

Transport costs are normally included in the donation unless otherwise noted.

If you wish to call us, please call between the hours of 10 AM and 7PM at 401-234-4499.

If you leave a message, a volunteer will return your call ASAP.

If you would rather email us, please email: friendsoha@yahoo.com

Enter the dogs name in the subject line. Thank you!

FRIENDS of HOMELESS ANIMALS, INC. is a RHODE ISLAND NON PROFIT 501 (C)(3) RESCUE",the United States,Kentucky,NA,TRUE
45985121,Providence,RI,"Please contact Carol (carol.johnson72@yahoo.com) for more information about this pet.Check out our website: http://fohari.org

Adoption Application: http://fohari.org/aa

Adoption Donation
$
399

Located: AR (Transportation costs included to the Northeast , plz ask for more details )

Age: approx 8 years old

Weight: 6 lbs

Sweet Carlos was saved from a high kill shelter. Due to size no young children.

If you are interested in adopting me, please fill out an application on our website www.fohari.org and email my foster parent for more information:
carol.johnson72@yahoo.com
or
friendsoha@yahoo.com

Please verify the location and readiness of this dog with us. Because we save lives from various locations through out the United States, some dogs may not be in New England yet, nor ready for immediate adoption.

Please check out our website for how to Adopt, Adoptions events, Fostering and more!

www.fohari.org

Normally we do not process applications unless a specific dog is selected, along with submitting a deposit of $200 using our Paypal Donate link. Please understand we are all volunteers with limited resources - your deposit tells us you are serious.

Click here to complete our online adoption application!

If this link isnt working please go to our website www.fohari.org and click on adoption application.

Once we have your deposit we will hold the dog for you while we process your application. If you are not approved to adopt or we can not provide the dog you are interested in, your deposit is refunded. If you are approved, the deposit is applied toward the total donation of the dog.

If the dog is not a good match, we will work with you to find another dog, but the deposit is NOT refundable. We want you to be certain that this is a decision your have thought through thoroughly & not just a whim so
if YOU change your mind for ANY reason
, your deposit is
NOT REFUNDABLE
!

If you would like to
HELP
any of our special rescued dogs by making a donation or
If you would like to place a
DEPOSIT
for a dog while we process your application, you can use this secure & safe site on Paypal - please click on symbol below:

Transport costs are normally included in the donation unless otherwise noted.

If you wish to call us, please call between the hours of 10 AM and 7PM at 401-234-4499.

If you leave a message, a volunteer will return your call ASAP.

If you would rather email us, please email: friendsoha@yahoo.com

Enter the dogs name in the subject line. Thank you!

FRIENDS of HOMELESS ANIMALS, INC. is a RHODE ISLAND NON PROFIT 501 (C)(3) RESCUE",the United States,Arkansas,NA,TRUE
45965794,Providence,RI,"Check out our website: http://fohari.org

Adoption Application: http://fohari.org/aa

Adoption Donation
$
599

Located: MS (Transportation costs included to the Northeast , plz ask for more details )

Age: approx 4 months

Weight: 22 lbs

Sweet Saylor found at the dumpsters. She's a sweet, calm puppy. I made these photos without help. It usually takes two people to get pics of puppies but she was perfect.

She's 4 months old and 22lbs. Vet guesstimates her to top out at around 40 lbs which I know is a little on the big side for FOHA but I think she's worthy of consideration with her perfect personality.

Breed guess is border collie/beagle mix.

If you are interested in adopting me, please fill out an application on our website www.fohari.org and email my foster parent for more information:

Judilovespups@yahoo.com

Please verify the location and readiness of this dog with us. Because we save lives from various locations through out the United States, some dogs may not be in New England yet, nor ready for immediate adoption.

Please check out our website for how to Adopt, Adoptions events, Fostering and more!

www.fohari.org

Normally we do not process applications unless a specific dog is selected, along with submitting a deposit of $200 using our Paypal Donate link. Please understand we are all volunteers with limited resources - your deposit tells us you are serious.

Click here to complete our online adoption application!

If this link isnt working please go to our website www.fohari.org and click on adoption application.

Once we have your deposit we will hold the dog for you while we process your application. If you are not approved to adopt or we can not provide the dog you are interested in, your deposit is refunded. If you are approved, the deposit is applied toward the total donation of the dog.

If the dog is not a good match, we will work with you to find another dog, but the deposit is NOT refundable. We want you to be certain that this is a decision your have thought through thoroughly & not just a whim so
if YOU change your mind for ANY reason
, your deposit is
NOT REFUNDABLE
!

If you would like to
HELP
any of our special rescued dogs by making a donation or
If you would like to place a
DEPOSIT
for a dog while we process your application, you can use this secure & safe site on Paypal - please click on symbol below:

Transport costs are normally included in the donation unless otherwise noted.

If you wish to call us, please call between the hours of 10 AM and 7PM at 401-234-4499.

If you leave a message, a volunteer will return your call ASAP.

If you would rather email us, please email: friendsoha@yahoo.com

Enter the dogs name in the subject line. Thank you!

FRIENDS of HOMELESS ANIMALS, INC. is a RHODE ISLAND NON PROFIT 501 (C)(3) RESCUE",the United States,Mississippi,NA,TRUE
