"","gender_rank","occupation","gender","individuals","average_taxable_income"
"1331",417,"IT trainer","Male",1017,71733
"1332",612,"Jewellery designer","Female",277,45031
"1333",631,"Jewellery designer","Male",165,55174
"1334",674,"Jockey","Female",200,41950
"1335",646,"Jockey","Male",433,54286
"1336",693,"Joiner; Wardrobe builder","Female",30,41121
"1337",736,"Joiner; Wardrobe builder","Male",2359,48963
"1338",863,"Judge – horse or dog racing; Racecourse official; Steward – racing","Female",170,33459
"1339",679,"Judge – horse or dog racing; Racecourse official; Steward – racing","Male",779,52121
"1340",1,"Judge – law","Female",200,355844
"1341",13,"Judge – law","Male",531,381323
"1342",970,"Kindergarten assistant; Pre-school aide","Female",4639,29029
"1343",948,"Kindergarten assistant; Pre-school aide","Male",64,36043
"1344",861,"Knitting machine operator","Female",164,33584
"1345",809,"Knitting machine operator","Male",118,45569
"1346",324,"Laboratory manager","Female",2092,61067
"1347",269,"Laboratory manager","Male",2026,84514
"1348",451,"Lagger","Female",12,53358
"1349",449,"Lagger","Male",416,68541
"1350",208,"Land economist","Female",40,70712
"1351",430,"Land economist","Male",116,70592
"1352",386,"Landscape architect","Female",891,57895
"1353",530,"Landscape architect","Male",1636,63200
"1354",807,"Landscape gardener","Female",794,35684
"1355",858,"Landscape gardener","Male",14330,42244
"1356",898,"Laundry worker","Female",6882,32257
"1357",972,"Laundry worker","Male",2628,34516
"1358",561,"Law clerk; Legal and related clerks","Female",8639,47892
"1359",718,"Law clerk; Legal and related clerks","Male",2874,49930
"1360",70,"Lawyer; Solicitor","Female",27816,99891
"1361",68,"Lawyer; Solicitor","Male",20854,138379
"1362",1057,"Lay preacher; Religious assistant","Female",411,23792
"1363",1061,"Lay preacher; Religious assistant","Male",323,27148
"1364",1091,"Leaflet or newspaper deliverer","Female",278,16620
"1365",1086,"Leaflet or newspaper deliverer","Male",561,24109
"1366",933,"Leather goods maker","Female",58,30904
"1367",900,"Leather goods maker","Male",139,39864
"1368",460,"Legal executive; Paralegal","Female",5229,52918
"1369",345,"Legal executive; Paralegal","Male",1348,76823
"1370",573,"Legal secretary General clerical workers","Female",15424,47333
"1371",822,"Legal secretary General clerical workers","Male",147,44480
"1372",479,"Liaison officer","Female",1115,52044
"1373",461,"Liaison officer","Male",553,67479
"1374",355,"Librarian","Female",9689,59553
"1375",466,"Librarian","Male",1621,67121
"1376",781,"Library assistant","Female",4906,36813
"1377",992,"Library assistant","Male",809,33271
"1378",624,"Library officer; Library technician","Female",5109,44307
"1379",709,"Library officer; Library technician","Male",880,50338
"1380",648,"Life science technician","Female",1280,43270
"1381",694,"Life science technician","Male",690,51376
"1382",1051,"Lifeguard; Swimming pool attendant – lifeguard","Female",2568,24334
"1383",1037,"Lifeguard; Swimming pool attendant – lifeguard","Male",4276,29329
"1384",539,"Lift mechanic","Female",6,48968
"1385",226,"Lift mechanic","Male",1501,89590
"1386",675,"Lighting technician","Female",171,41936
"1387",654,"Lighting technician","Male",1242,53925
"1388",878,"Linemarker","Female",19,32896
"1389",601,"Linemarker","Male",753,57375
"1390",1003,"Livestock and mixed crop farm worker","Female",644,27282
"1391",899,"Livestock and mixed crop farm worker","Male",3242,39880
"1392",694,"Locksmith","Female",88,41088
"1393",685,"Locksmith","Male",1991,51862
"1394",1018,"Logging assistant; Saw operator – chainsaw","Female",32,26170
"1395",779,"Logging assistant; Saw operator – chainsaw","Male",128,46975
"1396",387,"Logging plant operator","Female",16,57886
"1397",458,"Logging plant operator","Male",966,67647
"1398",8,"Magistrate","Female",200,260161
"1399",35,"Magistrate","Male",341,246737
"1400",710,"Mail clerk","Female",1815,40618
"1401",764,"Mail clerk","Male",1671,47799
"1402",836,"Mailing service hand or labourer; Rag cutter","Female",13794,34490
"1403",839,"Mailing service hand or labourer; Rag cutter","Male",23937,43305
"1404",154,"Maintenance planner","Female",586,77766
"1405",241,"Maintenance planner","Male",10161,87844
"1406",838,"Make-up artist","Female",1448,34466
"1407",848,"Make-up artist","Male",99,42689
"1408",131,"Management accountant","Female",2027,80298
"1409",148,"Management accountant","Male",2133,102563
"1410",647,"Manager – grocery – supermarket; Retail supervisor","Female",11658,43322
"1411",584,"Manager – grocery – supermarket; Retail supervisor","Male",11424,59302
"1412",82,"Manufacturing company manager; Publishing director","Female",1930,94463
"1413",118,"Manufacturing company manager; Publishing director","Male",9868,109113
"1414",423,"Marine biologist","Female",521,55762
"1415",229,"Marine biologist","Male",704,88790
"1416",139,"Marine certification and surveillance manager; Marine safety officer; Ship’s purser","Female",89,79762
"1417",125,"Marine certification and surveillance manager; Marine safety officer; Ship’s purser","Male",484,107488
"1418",104,"Marine engineer","Female",92,86495
"1419",82,"Marine engineer","Male",4683,127098
"1420",438,"Marine engineer surveyor","Female",24,54757
"1421",109,"Marine engineer surveyor","Male",630,111025
"1422",93,"Marine navigator; Ship’s officer","Female",69,90354
"1423",73,"Marine navigator; Ship’s officer","Male",1296,133263
"1424",182,"Marine steward; Railway employee – steward","Female",280,73593
"1425",234,"Marine steward; Railway employee – steward","Male",464,88468
"1426",834,"Market gardener – vegetables; Vegetable grower","Female",436,34510
"1427",746,"Market gardener – vegetables; Vegetable grower","Male",937,48390
"1428",302,"Market research analyst","Female",2784,62284
"1429",299,"Market research analyst","Male",1865,81170
"1430",1006,"Market research interviewer","Female",1878,27108
"1431",1066,"Market research interviewer","Male",1155,26406
"1432",1042,"Massage therapist; Masseur or masseuse – therapeutic, remedial; Myotherapist","Female",3960,24798
"1433",1038,"Massage therapist; Masseur or masseuse – therapeutic, remedial; Myotherapist","Male",1221,29328
"1434",114,"Master fisher","Female",8,83428
"1435",360,"Master fisher","Male",310,75589
"1436",174,"Materials engineer","Female",202,74623
"1437",155,"Materials engineer","Male",1416,100648
"1438",677,"Materials recycler; Motor vehicle wrecker; Scrap merchant","Female",59,41919
"1439",794,"Materials recycler; Motor vehicle wrecker; Scrap merchant","Male",1099,46217
"1440",183,"Mathematician","Female",139,73564
"1441",208,"Mathematician","Male",488,93319
"1442",732,"Meat boner and slicer; Saw operator – meat","Female",1478,39347
"1443",806,"Meat boner and slicer; Saw operator – meat","Male",6443,45663
"1444",534,"Meat inspector","Female",106,49275
"1445",452,"Meat inspector","Male",575,68097
"1446",829,"Meat packer","Female",4358,34581
"1447",996,"Meat packer","Male",2554,32935
"1448",873,"Mechanic’s assistant","Female",47,33034
"1449",761,"Mechanic’s assistant","Male",1574,47826
"1450",121,"Mechanical engineer","Female",1378,82251
"1451",150,"Mechanical engineer","Male",28026,101753
"1452",397,"Mechanical engineering draftsperson","Female",236,57394
"1453",368,"Mechanical engineering draftsperson","Male",3239,74778
"1454",286,"Mechanical engineering technician or associate","Female",83,63914
"1455",251,"Mechanical engineering technician or associate","Male",5475,86556
"1456",564,"Medical administrator","Female",13040,47743
"1457",307,"Medical administrator","Male",1339,80387
"1458",288,"Medical laboratory scientist","Female",8580,63736
"1459",276,"Medical laboratory scientist","Male",3953,83778
"1460",605,"Medical laboratory technician","Female",7345,45356
"1461",647,"Medical laboratory technician","Male",2607,54240
"1462",14,"Medical oncologist","Female",145,208612
"1463",19,"Medical oncologist","Male",200,322178
"1464",127,"Medical physicist; Physicist","Female",703,80538
"1465",137,"Medical physicist; Physicist","Male",2143,105099
"1466",311,"Medical radiation therapist","Female",686,61648
"1467",373,"Medical radiation therapist","Male",266,74629
"1468",774,"Medical receptionist; Medical secretary","Female",38305,37281
"1469",1019,"Medical receptionist; Medical secretary","Male",648,31012
"1470",522,"Medical technician – other","Female",1890,49922
"1471",441,"Medical technician – other","Male",1365,69394
"1472",23,"Member of parliament","Female",245,173331
"1473",41,"Member of parliament","Male",600,232093
"1474",913,"Merchandiser; Sales demonstrator","Female",13529,31696
"1475",834,"Merchandiser; Sales demonstrator","Male",3926,43720
"1476",626,"Metal machinist; Turner – metal","Female",187,44237
"1477",543,"Metal machinist; Turner – metal","Male",5789,62357
"1478",701,"Metal polisher","Female",16,40875
"1479",801,"Metal polisher","Male",461,45877
"1480",227,"Metallurgical and materials technician","Female",131,68670
"1481",191,"Metallurgical and materials technician","Male",1087,95652
"1482",50,"Metallurgist","Female",258,110359
"1483",64,"Metallurgist","Male",1645,143760
"1484",98,"Meteorologist","Female",209,88232
"1485",128,"Meteorologist","Male",590,106848
"1486",876,"Meter reader","Female",183,32961
"1487",897,"Meter reader","Male",1697,39943
"1488",301,"Microbiologist","Female",1202,62346
"1489",323,"Microbiologist","Male",653,78867
"1490",351,"Middle school teacher","Female",6179,59604
"1491",455,"Middle school teacher","Male",2271,67925
"1492",384,"Midwife","Female",16827,57933
"1493",415,"Midwife","Male",305,71843
"1494",488,"Migration agent","Female",478,51794
"1495",668,"Migration agent","Male",311,52964
"1496",769,"Miller – timber; Sawmilling operator","Female",99,37582
"1497",788,"Miller – timber; Sawmilling operator","Male",1283,46538
"1498",436,"Miller – tyres; Tyre retreader","Female",5,54795
"1499",752,"Miller – tyres; Tyre retreader","Male",228,48067
"1500",61,"Mine deputy; Mine supervisor","Female",311,102266
"1501",58,"Mine deputy; Mine supervisor","Male",8908,154741
"1502",78,"Mining blasting worker; Powder monkey; Shot firer","Female",191,95694
"1503",117,"Mining blasting worker; Powder monkey; Shot firer","Male",2803,109236
"1504",44,"Mining engineer","Female",554,119564
"1505",54,"Mining engineer","Male",6571,168659
"1506",198,"Mining labourer","Female",906,72085
"1507",215,"Mining labourer","Male",9666,91698
"1508",39,"Mining production manager","Female",281,133061
"1509",50,"Mining production manager","Male",4269,179439
"1510",978,"Model","Female",1220,28517
"1511",1041,"Model","Male",361,29166
"1512",988,"Model maker – metal","Female",5,28024
"1513",559,"Model maker – metal","Male",78,60735
"1514",734,"Mothercraft nurse","Female",226,39208
"1515",862,"Motion picture projectionist","Female",56,33574
"1516",930,"Motion picture projectionist","Male",257,37204
"1517",388,"Motor mechanic – diesel","Female",141,57837
"1518",272,"Motor mechanic – diesel","Male",34902,84073
"1519",623,"Motor vehicle accessories fitter","Female",62,44313
"1520",731,"Motor vehicle accessories fitter","Male",2235,49251
"1521",571,"Motor vehicle body builder","Female",28,47355
"1522",587,"Motor vehicle body builder","Male",2296,59009
"1523",591,"Motor vehicle licence inspector","Female",43,46767
"1524",536,"Motor vehicle licence inspector","Male",198,62724
"1525",780,"Motor vehicle painter","Female",127,37041
"1526",698,"Motor vehicle painter","Male",6751,50879
"1527",883,"Motor vehicle trimmer","Female",34,32766
"1528",780,"Motor vehicle trimmer","Male",652,46961
"1529",945,"Motorcycle mechanic","Female",14,30219
"1530",812,"Motorcycle mechanic","Male",1621,45367
"1531",73,"Mountain guide","Female",8,99131
"1532",1032,"Mountain guide","Male",20,29760
"1533",450,"Multimedia designer","Female",446,53517
"1534",541,"Multimedia designer","Male",792,62411
"1535",982,"Mushroom picker","Female",787,28364
"1536",1053,"Mushroom picker","Male",314,27977
"1537",654,"Music researcher; Musician – other music professional","Female",601,43092
"1538",729,"Music researcher; Musician – other music professional","Male",1306,49293
"1539",745,"Music teacher – private","Female",3108,38681
"1540",854,"Music teacher – private","Male",2069,42373
"1541",892,"Musical instrument repairer; Piano tuner","Female",28,32510
"1542",901,"Musical instrument repairer; Piano tuner","Male",190,39670
"1543",749,"Naturopath","Female",1146,38600
"1544",653,"Naturopath","Male",195,53956
"1545",135,"Naval architect","Female",25,79973
"1546",94,"Naval architect","Male",335,118596
"1547",28,"Neurologist","Female",97,155217
"1548",25,"Neurologist","Male",221,298543
"1549",2,"Neurosurgeon","Female",26,323682
"1550",1,"Neurosurgeon","Male",142,577674
"1551",353,"Newspaper journalist; Print journalist","Female",3324,59598
"1552",291,"Newspaper journalist; Print journalist","Male",3083,82046
"1553",900,"Newspaper photographer; Photographer","Female",2653,32138
"1554",724,"Newspaper photographer; Photographer","Male",2859,49622
"1555",77,"Newsreader – television; Television announcer; Television presenter","Female",341,97247
"1556",70,"Newsreader – television; Television announcer; Television presenter","Male",321,136365
"1557",1047,"Night filler; Shelf filler","Female",6462,24608
"1558",1069,"Night filler; Shelf filler","Male",9878,26058
"1559",557,"Night watchperson; Railway employee – patrol officer; Security guard; Security officer","Female",5109,48295
"1560",719,"Night watchperson; Railway employee – patrol officer; Security guard; Security officer","Male",33171,49913
"1561",618,"Noxious weeds and pest inspector; Pest and noxious weeds inspector","Female",45,44797
"1562",611,"Noxious weeds and pest inspector; Pest and noxious weeds inspector","Male",459,56528
"1563",282,"Nuclear medicine technologist","Female",419,64092
"1564",278,"Nuclear medicine technologist","Male",224,83341
"1565",427,"Nurse consultant – clinical; Nursing sister; Registered nurse – general; Registered nurse – other; Registered nurse – other; Student registered nurse","Female",96825,55240
"1566",498,"Nurse consultant – clinical; Nursing sister; Registered nurse – general; Registered nurse – other; Registered nurse – other; Student registered nurse","Male",9417,65313
"1567",279,"Nurse educator","Female",3286,64341
"1568",355,"Nurse educator","Male",388,75970
"1569",393,"Nurse practitioner","Female",20223,57585
"1570",445,"Nurse practitioner","Male",1686,69132
"1571",942,"Nursery assistant – horticulture; Nursery hand – plants","Female",3418,30339
"1572",961,"Nursery assistant – horticulture; Nursery hand – plants","Male",2520,35600
"1573",833,"Nursing assistant or aide","Female",23391,34524
"1574",917,"Nursing assistant or aide","Male",3790,38028
"1575",79,"Nursing clinical director","Female",1212,95509
"1576",121,"Nursing clinical director","Male",224,108327
"1577",142,"Nursing supervisor or manager","Female",3395,79294
"1578",274,"Nursing supervisor or manager","Male",706,83954
"1579",773,"Occupation not listed","Female",128239,37282
"1580",650,"Occupation not listed","Male",139939,54081
"1581",155,"Occupational health and safety adviser","Female",3981,77744
"1582",122,"Occupational health and safety adviser","Male",6713,108049
"1583",449,"Occupational therapist","Female",12633,53530
"1584",448,"Occupational therapist","Male",1145,68583
"1585",472,"Office administrator; Office manager","Female",153207,52565
"1586",476,"Office administrator; Office manager","Male",22629,66280
"1587",512,"Office machine mechanic","Female",42,50361
"1588",588,"Office machine mechanic","Male",514,58871
"1589",500,"Office secretary or stenographer; Stenographer","Female",34137,51118
"1590",638,"Office secretary or stenographer; Stenographer","Male",345,54721
"1591",984,"Office trainee Other clerical and","Female",702,28263
"1592",970,"Office trainee Other clerical and","Male",443,34636
"1593",756,"Opera singer; Singer; Vocalist","Female",368,38388
"1594",616,"Opera singer; Singer; Vocalist","Male",315,55993
"1595",656,"Operating theatre technician","Female",400,43007
"1596",747,"Operating theatre technician","Male",820,48205
"1597",10,"Ophthalmologist","Female",143,217242
"1598",2,"Ophthalmologist","Male",423,552947
"1599",785,"Optical dispenser","Female",3635,36736
"1600",771,"Optical dispenser","Male",1011,47475
"1601",586,"Optical mechanic","Female",295,46912
"1602",633,"Optical mechanic","Male",516,55069
"1603",166,"Optometrist","Female",1907,76331
"1604",132,"Optometrist","Male",1655,105811
"1605",924,"Order clerk; Sales clerk","Female",23685,31276
"1606",942,"Order clerk; Sales clerk","Male",10440,36303
"1607",144,"Organisational psychologist","Female",632,78596
"1608",182,"Organisational psychologist","Male",225,97030
"1609",27,"Orthopaedic surgeon","Female",61,159479
"1610",7,"Orthopaedic surgeon","Male",805,439629
"1611",428,"Orthoptist","Female",702,55222
"1612",253,"Orthoptist","Male",109,86274
"1613",456,"Orthotist; Prosthetist","Female",159,53099
"1614",404,"Orthotist; Prosthetist","Male",195,72301
"1615",487,"Osteopath","Female",301,51795
"1616",467,"Osteopath","Male",216,67015
"1617",17,"Otorhinolaryngologist","Female",17,200136
"1618",6,"Otorhinolaryngologist","Male",85,445939
"1619",1017,"Outdoor adventure guide – other","Female",88,26314
"1620",1009,"Outdoor adventure guide – other","Male",183,31821
"1621",992,"Outdoor adventure instructor","Female",584,27852
"1622",1008,"Outdoor adventure instructor","Male",920,31825
"1623",231,"Owner – bus, truck, limnousine or hire car; Owner-driver – bus; Owner-driver – truck; Transport company manager","Female",1367,68174
"1624",375,"Owner – bus, truck, limnousine or hire car; Owner-driver – bus; Owner-driver – truck; Transport company manager","Male",14601,74441
"1625",931,"Packer – other","Female",12110,30992
"1626",997,"Packer – other","Male",7894,32852
"1627",21,"Paediatric surgeon","Female",44,175314
"1628",28,"Paediatric surgeon","Male",64,282508
"1629",32,"Paediatrician","Female",654,147347
"1630",37,"Paediatrician","Male",683,239405
"1631",1039,"Painter – visual arts","Female",283,24978
"1632",910,"Painter – visual arts","Male",297,38738
"1633",563,"Panel beater","Female",34,47827
"1634",656,"Panel beater","Male",10962,53846
"1635",685,"Paper and pulp mill worker; Process worker – paper and pulp mill worker","Female",1489,41562
"1636",495,"Paper and pulp mill worker; Process worker – paper and pulp mill worker","Male",2725,65364
"1637",300,"Paper mill operator; Pulp mill operator","Female",9,62384
"1638",232,"Paper mill operator; Pulp mill operator","Male",256,88594
"1639",615,"Paper products machine operator; Paper products maker","Female",448,44852
"1640",446,"Paper products machine operator; Paper products maker","Male",2586,69019
"1641",461,"Park ranger","Female",1212,52885
"1642",510,"Park ranger","Male",4224,64570
"1643",525,"Parking inspector","Female",269,49735
"1644",612,"Parking inspector","Male",1022,56300
"1645",248,"Parole officer","Female",1030,66376
"1646",408,"Parole officer","Male",412,72121
"1647",217,"Patents examiner","Female",129,69858
"1648",154,"Patents examiner","Male",247,100712
"1649",91,"Pathologist","Female",1709,90935
"1650",42,"Pathologist","Male",808,224378
"1651",849,"Pathology collector; Phlebotomist","Female",5555,33988
"1652",941,"Pathology collector; Phlebotomist","Male",715,36404
"1653",595,"Paving and surfacing labourer; Road maintenance worker","Female",240,46631
"1654",574,"Paving and surfacing labourer; Road maintenance worker","Male",13154,59835
"1655",43,"Paving plant operator","Female",5,123281
"1656",406,"Paving plant operator","Male",441,72243
"1657",471,"Payroll clerk","Female",12508,52580
"1658",534,"Payroll clerk","Male",2277,62768
"1659",929,"Personal care assistant","Female",18701,31146
"1660",959,"Personal care assistant","Male",3234,35705
"1661",610,"Pest controller","Female",125,45048
"1662",697,"Pest controller","Male",3249,51086
"1663",1029,"Pet groomer","Female",774,25546
"1664",1017,"Pet groomer","Male",61,31400
"1665",38,"Petroleum engineer","Female",319,133315
"1666",47,"Petroleum engineer","Male",2027,185808
"1667",314,"Pharmacist – retail","Female",10263,61484
"1668",255,"Pharmacist – retail","Male",5840,86047
"1669",747,"Pharmacy technician","Female",2812,38656
"1670",690,"Pharmacy technician","Male",536,51628
"1671",950,"Photographic studio assistant","Female",373,30009
"1672",909,"Photographic studio assistant","Male",124,38750
"1673",905,"Physio assistant","Female",1528,31993
"1674",966,"Physio assistant","Male",423,34907
"1675",401,"Physiologist","Female",751,56991
"1676",380,"Physiologist","Male",399,73996
"1677",390,"Physiotherapist","Female",13442,57738
"1678",405,"Physiotherapist","Male",5515,72266
"1679",890,"Picture framer","Female",273,32523
"1680",903,"Picture framer","Male",556,39197
"1681",646,"Pig farmer or farm overseer","Female",213,43335
"1682",705,"Pig farmer or farm overseer","Male",769,50571
"1683",918,"Plasterer","Female",86,31497
"1684",708,"Plasterer","Male",11177,50366
"1685",3,"Plastic and reconstructive surgeon","Female",56,281608
"1686",4,"Plastic and reconstructive surgeon","Male",237,448530
"1687",679,"Plastic cablemaking machine operator","Female",42,41748
"1688",523,"Plastic cablemaking machine operator","Male",421,63602
"1689",720,"Plastic compounding and reclamation machine operator","Female",99,39940
"1690",623,"Plastic compounding and reclamation machine operator","Male",645,55633
"1691",570,"Plastics fabricator or welder","Female",39,47431
"1692",474,"Plastics fabricator or welder","Male",1046,66409
"1693",765,"Plastics plant hand or labourer","Female",830,37839
"1694",827,"Plastics plant hand or labourer","Male",2130,44298
"1695",681,"Plastics technician","Female",26,41682
"1696",482,"Plastics technician","Male",521,66035
"1697",602,"Plumber – general","Female",94,46061
"1698",502,"Plumber – general","Male",34268,65133
"1699",753,"Plumber’s assistant","Female",33,38469
"1700",920,"Plumber’s assistant","Male",1369,37773
"1701",219,"Plumbing inspector","Female",3,69430
"1702",389,"Plumbing inspector","Male",517,73446
"1703",366,"Podiatrist","Female",1539,59165
"1704",353,"Podiatrist","Male",962,76167
"1705",160,"Policy adviser or analyst","Female",4566,76689
"1706",200,"Policy adviser or analyst","Male",2751,94064
"1707",60,"Policy and planning manager; Public policy manager; Public servant – executive level 1 or 2; Public servant – first assitant secretary or secretary; Public servant – senior agency executive; Public se","Female",17522,103079
"1708",86,"Policy and planning manager; Public policy manager; Public servant – executive level 1 or 2; Public servant – first assitant secretary or secretary; Public servant – senior agency executive; Public se","Male",17915,123921
"1709",359,"Post office manager","Female",933,59446
"1710",450,"Post office manager","Male",1255,68432
"1711",676,"Postal delivery officer","Female",2794,41931
"1712",678,"Postal delivery officer","Male",9664,52463
"1713",608,"Postal sorting officer","Female",2631,45223
"1714",660,"Postal sorting officer","Male",2636,53555
"1715",981,"Potter or ceramic artist","Female",80,28390
"1716",880,"Potter or ceramic artist","Male",58,40971
"1717",865,"Poultry farm hand","Female",963,33309
"1718",935,"Poultry farm hand","Male",1745,36842
"1719",543,"Poultry farmer or farm overseer","Female",214,48834
"1720",613,"Poultry farmer or farm overseer","Male",837,56168
"1721",717,"Poultry process worker","Female",2052,40296
"1722",861,"Poultry process worker","Male",2876,42156
"1723",94,"Power generation plant operator","Female",67,89702
"1724",74,"Power generation plant operator","Male",3008,131704
"1725",350,"Pressure welder","Female",4,59676
"1726",177,"Pressure welder","Male",288,97740
"1727",738,"Pricing clerk; Stock clerk; Stores clerk","Female",4164,39045
"1728",804,"Pricing clerk; Stock clerk; Stores clerk","Male",5284,45741
"1729",161,"Primary health organisation manager","Female",955,76673
"1730",176,"Primary health organisation manager","Male",360,97761
"1731",809,"Printer’s assistant; Printer’s hand","Female",908,35468
"1732",716,"Printer’s assistant; Printer’s hand","Male",2042,49970
"1733",632,"Printing machinist","Female",504,44026
"1734",490,"Printing machinist","Male",4818,65750
"1735",843,"Printing table worker","Female",214,34210
"1736",802,"Printing table worker","Male",176,45875
"1737",518,"Private detective; Private investigator","Female",189,50056
"1738",512,"Private detective; Private investigator","Male",530,64541
"1739",562,"Product examiner","Female",399,47867
"1740",518,"Product examiner","Male",493,64063
"1741",696,"Product tester","Female",194,40956
"1742",585,"Product tester","Male",350,59206
"1743",524,"Production assistant – film, television, radio or stage","Female",1329,49765
"1744",691,"Production assistant – film, television, radio or stage","Male",1074,51601
"1745",164,"Production or plant engineer","Female",559,76397
"1746",186,"Production or plant engineer","Male",5788,96343
"1747",513,"Production tally or scheduling clerk; Traffic controller – television or radio","Female",1228,50353
"1748",493,"Production tally or scheduling clerk; Traffic controller – television or radio","Male",1602,65539
"1749",106,"Professor; University lecturer","Female",18736,85424
"1750",127,"Professor; University lecturer","Male",23280,107114
"1751",133,"Program director – television or radio","Female",161,80073
"1752",106,"Program director – television or radio","Male",199,113072
"1753",971,"Program seller; Retail assistant – other; Salesperson – other; Shop assistant – other","Female",42664,28797
"1754",967,"Program seller; Retail assistant – other; Salesperson – other; Shop assistant – other","Male",21269,34801
"1755",850,"Proofreader","Female",171,33905
"1756",700,"Proofreader","Male",69,50745
"1757",30,"Psychiatrist","Female",1126,152437
"1758",39,"Psychiatrist","Male",1485,234557
"1759",530,"Psychotherapist","Female",423,49439
"1760",555,"Psychotherapist","Male",116,61018
"1761",175,"Public relations manager","Female",2670,74509
"1762",143,"Public relations manager","Male",1028,103710
"1763",373,"Purchasing officer or clerk","Female",6210,58552
"1764",407,"Purchasing officer or clerk","Male",8653,72221
"1765",252,"Quality assurance manager","Female",4878,66212
"1766",220,"Quality assurance manager","Male",6374,89991
"1767",184,"Quantity surveyor","Female",645,73430
"1768",105,"Quantity surveyor","Male",3467,113366
"1769",431,"Racing car driver","Female",5,55033
"1770",317,"Racing car driver","Male",58,79447
"1771",36,"Radiation oncologist","Female",256,135678
"1772",18,"Radiation oncologist","Male",239,336994
"1773",753,"Radiator repairer","Male",200,48030
"1774",332,"Radio dispatcher","Female",184,60804
"1775",491,"Radio dispatcher","Male",267,65602
"1776",367,"Radio journalist","Female",568,59138
"1777",423,"Radio journalist","Male",431,71141
"1778",365,"Radiocommunications technician","Female",25,59325
"1779",336,"Radiocommunications technician","Male",757,77409
"1780",218,"Radiographer","Female",7258,69454
"1781",202,"Radiographer","Male",3542,93711
"1782",243,"Railway employee – guard; Railway employee – station assistant","Female",509,66700
"1783",297,"Railway employee – guard; Railway employee – station assistant","Male",2031,81501
"1784",136,"Railway signal operator","Female",44,79890
"1785",167,"Railway signal operator","Male",661,99118
"1786",170,"Railway station manager","Female",196,74737
"1787",174,"Railway station manager","Male",1220,97952
"1788",143,"Railway track plant operator","Female",27,78978
"1789",205,"Railway track plant operator","Male",1304,93632
"1790",308,"Railway track worker","Female",124,61891
"1791",308,"Railway track worker","Male",5195,80378
"1792",250,"Real estate agency manager","Female",2326,66271
"1793",111,"Real estate agency manager","Male",2437,110559
"1794",305,"Real estate agent","Female",6997,62056
"1795",239,"Real estate agent","Male",10983,88045
"1796",538,"Real estate property manager","Female",18088,49080
"1797",210,"Real estate property manager","Male",6708,92500
"1798",840,"Receptionist – general","Female",62128,34360
"1799",1051,"Receptionist – general","Male",1784,28089
"1800",533,"Records administrator","Female",5299,49413
"1801",596,"Records administrator","Male",1461,57673
"1802",804,"Recreation officer","Female",1173,35776
"1803",784,"Recreation officer","Male",657,46650
"1804",344,"Recruitment consultant","Female",8823,60041
"1805",322,"Recruitment consultant","Male",4880,78897
"1806",830,"Recycling worker","Female",142,34581
"1807",911,"Recycling worker","Male",976,38441
"1808",1088,"Referee; Umpire – sports","Female",203,19389
"1809",982,"Referee; Umpire – sports","Male",608,33904
"1810",668,"Refuge worker","Female",204,42545
"1811",814,"Refuge worker","Male",51,45251
"1812",120,"Regional education manager","Female",1075,82337
"1813",141,"Regional education manager","Male",711,103899
"1814",637,"Registered nurse – aged care","Female",38374,43670
"1815",740,"Registered nurse – aged care","Male",4363,48673
"1816",411,"Registered nurse – child and family health","Female",4791,56275
"1817",434,"Registered nurse – child and family health","Male",194,70417
"1818",444,"Registered nurse – community health","Female",11317,53850
"1819",494,"Registered nurse – community health","Male",1175,65434
"1820",293,"Registered nurse – critical care and emergency","Female",15052,63150
"1821",369,"Registered nurse – critical care and emergency","Male",2659,74730
"1822",421,"Registered nurse – developmental disability","Female",522,55822
"1823",528,"Registered nurse – developmental disability","Male",179,63420
"1824",466,"Registered nurse – disability and rehabilitation","Female",2856,52739
"1825",575,"Registered nurse – disability and rehabilitation","Male",558,59809
"1826",383,"Registered nurse – medical","Female",40905,58025
"1827",439,"Registered nurse – medical","Male",4113,69594
"1828",517,"Registered nurse – medical practice","Female",4147,50074
"1829",602,"Registered nurse – medical practice","Male",118,57353
"1830",274,"Registered nurse – mental health; Registered nurse – psychiatric","Female",7083,64567
"1831",379,"Registered nurse – mental health; Registered nurse – psychiatric","Male",3577,74002
"1832",389,"Registered nurse – perioperative","Female",4918,57768
"1833",465,"Registered nurse – perioperative","Male",700,67222
"1834",376,"Registered nurse – surgical","Female",9404,58510
"1835",443,"Registered nurse – surgical","Male",913,69324
"1836",379,"Rehabilitation counsellor","Female",1369,58233
"1837",481,"Rehabilitation counsellor","Male",445,66040
"1838",440,"Remedial teacher; Special education teacher; Special needs teacher","Female",10341,54416
"1839",568,"Remedial teacher; Special education teacher; Special needs teacher","Male",1817,60213
"1840",29,"Renal medicine specialist","Female",52,155133
"1841",24,"Renal medicine specialist","Male",96,298681
"1842",881,"Rental salesperson","Female",1506,32819
"1843",929,"Rental salesperson","Male",1098,37356
"1844",181,"Research and development manager","Female",5936,73639
"1845",124,"Research and development manager","Male",4967,107560
"1846",422,"Research nurse","Female",1981,55764
"1847",549,"Research nurse","Male",202,61815
"1848",190,"Resident medical officer","Female",3605,72940
"1849",247,"Resident medical officer","Male",3496,86995
"1850",630,"Residential care officer","Female",1511,44156
"1851",738,"Residential care officer","Male",726,48798
