year,race,dollar_type,number,income_quintile,income_dollars
1994,Black Alone,2019 Dollars,11655000,Fourth,78285
1994,Black Alone,2019 Dollars,11655000,Top 5%,138220
1993,Black Alone,2019 Dollars,11281000,Lowest,12509
1993,Black Alone,2019 Dollars,11281000,Second,25455
1993,Black Alone,2019 Dollars,11281000,Third,43677
1993,Black Alone,2019 Dollars,11281000,Fourth,73378
1993,Black Alone,2019 Dollars,11281000,Top 5%,132006
1992,Black Alone,2019 Dollars,11269000,Lowest,11732
1992,Black Alone,2019 Dollars,11269000,Second,24661
1992,Black Alone,2019 Dollars,11269000,Third,43507
1992,Black Alone,2019 Dollars,11269000,Fourth,72165
1992,Black Alone,2019 Dollars,11269000,Top 5%,126083
1991,Black Alone,2019 Dollars,11083000,Lowest,12024
1991,Black Alone,2019 Dollars,11083000,Second,25634
1991,Black Alone,2019 Dollars,11083000,Third,44899
1991,Black Alone,2019 Dollars,11083000,Fourth,73587
1991,Black Alone,2019 Dollars,11083000,Top 5%,126013
1990,Black Alone,2019 Dollars,10671000,Lowest,12282
1990,Black Alone,2019 Dollars,10671000,Second,26125
1990,Black Alone,2019 Dollars,10671000,Third,45659
1990,Black Alone,2019 Dollars,10671000,Fourth,74387
1990,Black Alone,2019 Dollars,10671000,Top 5%,131775
1989,Black Alone,2019 Dollars,10486000,Lowest,12589
1989,Black Alone,2019 Dollars,10486000,Second,26511
1989,Black Alone,2019 Dollars,10486000,Third,45945
1989,Black Alone,2019 Dollars,10486000,Fourth,75859
1989,Black Alone,2019 Dollars,10486000,Top 5%,130957
1988,Black Alone,2019 Dollars,10561000,Lowest,12378
1988,Black Alone,2019 Dollars,10561000,Second,25003
1988,Black Alone,2019 Dollars,10561000,Third,44163
1988,Black Alone,2019 Dollars,10561000,Fourth,75152
1988,Black Alone,2019 Dollars,10561000,Top 5%,128452
1987,Black Alone,2019 Dollars,10192000,Lowest,12120
1987,Black Alone,2019 Dollars,10192000,Second,25042
1987,Black Alone,2019 Dollars,10192000,Third,43177
1987,Black Alone,2019 Dollars,10192000,Fourth,72254
1987,Black Alone,2019 Dollars,10192000,Top 5%,126294
1986,Black Alone,2019 Dollars,9922000,Lowest,11742
1986,Black Alone,2019 Dollars,9922000,Second,25120
1986,Black Alone,2019 Dollars,9922000,Third,43545
1986,Black Alone,2019 Dollars,9922000,Fourth,72131
1986,Black Alone,2019 Dollars,9922000,Top 5%,123271
1985,Black Alone,2019 Dollars,9797000,Lowest,12461
1985,Black Alone,2019 Dollars,9797000,Second,24994
1985,Black Alone,2019 Dollars,9797000,Third,42208
1985,Black Alone,2019 Dollars,9797000,Fourth,69817
1985,Black Alone,2019 Dollars,9797000,Top 5%,118153
1984,Black Alone,2019 Dollars,9480000,Lowest,12240
1984,Black Alone,2019 Dollars,9480000,Second,23925
1984,Black Alone,2019 Dollars,9480000,Third,40247
1984,Black Alone,2019 Dollars,9480000,Fourth,66259
1984,Black Alone,2019 Dollars,9480000,Top 5%,115347
1983,Black Alone,2019 Dollars,9243000,Lowest,11750
1983,Black Alone,2019 Dollars,9243000,Second,22913
1983,Black Alone,2019 Dollars,9243000,Third,39168
1983,Black Alone,2019 Dollars,9243000,Fourth,65582
1983,Black Alone,2019 Dollars,9243000,Top 5%,111163
1982,Black Alone,2019 Dollars,8916000,Lowest,11844
1982,Black Alone,2019 Dollars,8916000,Second,23522
1982,Black Alone,2019 Dollars,8916000,Third,39730
1982,Black Alone,2019 Dollars,8916000,Fourth,64018
1982,Black Alone,2019 Dollars,8916000,Top 5%,103429
1981,Black Alone,2019 Dollars,8961000,Lowest,12180
1981,Black Alone,2019 Dollars,8961000,Second,23169
1981,Black Alone,2019 Dollars,8961000,Third,38900
1981,Black Alone,2019 Dollars,8961000,Fourth,65123
1981,Black Alone,2019 Dollars,8961000,Top 5%,107049
1980,Black Alone,2019 Dollars,8847000,Lowest,12412
1980,Black Alone,2019 Dollars,8847000,Second,24201
1980,Black Alone,2019 Dollars,8847000,Third,39990
1980,Black Alone,2019 Dollars,8847000,Fourth,65418
1980,Black Alone,2019 Dollars,8847000,Top 5%,109603
1979,Black Alone,2019 Dollars,8586000,Lowest,13176
1979,Black Alone,2019 Dollars,8586000,Second,25390
1979,Black Alone,2019 Dollars,8586000,Third,41616
1979,Black Alone,2019 Dollars,8586000,Fourth,68844
1979,Black Alone,2019 Dollars,8586000,Top 5%,111336
1978,Black Alone,2019 Dollars,8066000,Lowest,13358
1978,Black Alone,2019 Dollars,8066000,Second,25562
1978,Black Alone,2019 Dollars,8066000,Third,43276
1978,Black Alone,2019 Dollars,8066000,Fourth,68408
1978,Black Alone,2019 Dollars,8066000,Top 5%,113599
1977,Black Alone,2019 Dollars,7977000,Lowest,13441
1977,Black Alone,2019 Dollars,7977000,Second,24663
1977,Black Alone,2019 Dollars,7977000,Third,40401
1977,Black Alone,2019 Dollars,7977000,Fourth,65373
1977,Black Alone,2019 Dollars,7977000,Top 5%,108303
1976,Black Alone,2019 Dollars,7776000,Lowest,13569
1976,Black Alone,2019 Dollars,7776000,Second,24581
1976,Black Alone,2019 Dollars,7776000,Third,40968
1976,Black Alone,2019 Dollars,7776000,Fourth,65550
1976,Black Alone,2019 Dollars,7776000,Top 5%,105617
1975,Black Alone,2019 Dollars,7489000,Lowest,13054
1975,Black Alone,2019 Dollars,7489000,Second,24262
1975,Black Alone,2019 Dollars,7489000,Third,40817
1975,Black Alone,2019 Dollars,7489000,Fourth,63862
1975,Black Alone,2019 Dollars,7489000,Top 5%,101209
1974,Black Alone,2019 Dollars,7263000,Lowest,13691
1974,Black Alone,2019 Dollars,7263000,Second,25600
1974,Black Alone,2019 Dollars,7263000,Third,40791
1974,Black Alone,2019 Dollars,7263000,Fourth,63297
1974,Black Alone,2019 Dollars,7263000,Top 5%,102007
1973,Black Alone,2019 Dollars,7040000,Lowest,14271
1973,Black Alone,2019 Dollars,7040000,Second,25850
1973,Black Alone,2019 Dollars,7040000,Third,41570
1973,Black Alone,2019 Dollars,7040000,Fourth,65784
1973,Black Alone,2019 Dollars,7040000,Top 5%,106106
1972,Black Alone,2019 Dollars,6809000,Lowest,13460
1972,Black Alone,2019 Dollars,6809000,Second,25275
1972,Black Alone,2019 Dollars,6809000,Third,40418
1972,Black Alone,2019 Dollars,6809000,Fourth,64668
1972,Black Alone,2019 Dollars,6809000,Top 5%,103031
1971,Black Alone,2019 Dollars,6578000,Lowest,12938
1971,Black Alone,2019 Dollars,6578000,Second,24436
1971,Black Alone,2019 Dollars,6578000,Third,39513
1971,Black Alone,2019 Dollars,6578000,Fourth,61188
1971,Black Alone,2019 Dollars,6578000,Top 5%,98217
1970,Black Alone,2019 Dollars,6180000,Lowest,12562
1970,Black Alone,2019 Dollars,6180000,Second,25236
1970,Black Alone,2019 Dollars,6180000,Third,40019
1970,Black Alone,2019 Dollars,6180000,Fourth,61890
1970,Black Alone,2019 Dollars,6180000,Top 5%,100447
1969,Black Alone,2019 Dollars,6053000,Lowest,12729
1969,Black Alone,2019 Dollars,6053000,Second,24939
1969,Black Alone,2019 Dollars,6053000,Third,39313
1969,Black Alone,2019 Dollars,6053000,Fourth,59869
1969,Black Alone,2019 Dollars,6053000,Top 5%,96518
1968,Black Alone,2019 Dollars,5870000,Lowest,12787
1968,Black Alone,2019 Dollars,5870000,Second,24017
1968,Black Alone,2019 Dollars,5870000,Third,37553
1968,Black Alone,2019 Dollars,5870000,Fourth,58122
1968,Black Alone,2019 Dollars,5870000,Top 5%,92995
1967,Black Alone,2019 Dollars,5728000,Lowest,11926
1967,Black Alone,2019 Dollars,5728000,Second,22147
1967,Black Alone,2019 Dollars,5728000,Third,35234
1967,Black Alone,2019 Dollars,5728000,Fourth,54227
1967,Black Alone,2019 Dollars,5728000,Top 5%,90400
2019,Hispanic,Current Dollars,17667000,Lowest,25000
2019,Hispanic,Current Dollars,17667000,Second,45000
2019,Hispanic,Current Dollars,17667000,Third,69000
2019,Hispanic,Current Dollars,17667000,Fourth,111100
2019,Hispanic,Current Dollars,17667000,Top 5%,201511
2018,Hispanic,Current Dollars,17758000,Lowest,22480
2018,Hispanic,Current Dollars,17758000,Second,40034
2018,Hispanic,Current Dollars,17758000,Third,63260
2018,Hispanic,Current Dollars,17758000,Fourth,100022
2018,Hispanic,Current Dollars,17758000,Top 5%,185419
2017,Hispanic,Current Dollars,17318000,Lowest,22000
2017,Hispanic,Current Dollars,17318000,Second,40000
2017,Hispanic,Current Dollars,17318000,Third,63000
2017,Hispanic,Current Dollars,17318000,Fourth,99065
2017,Hispanic,Current Dollars,17318000,Top 5%,180012
2016,Hispanic,Current Dollars,16915000,Lowest,20907
2016,Hispanic,Current Dollars,16915000,Second,38445
2016,Hispanic,Current Dollars,16915000,Third,60000
2016,Hispanic,Current Dollars,16915000,Fourth,95040
2016,Hispanic,Current Dollars,16915000,Top 5%,170045
2015,Hispanic,Current Dollars,16667000,Lowest,20000
2015,Hispanic,Current Dollars,16667000,Second,35000
2015,Hispanic,Current Dollars,16667000,Third,55920
2015,Hispanic,Current Dollars,16667000,Fourth,90008
2015,Hispanic,Current Dollars,16667000,Top 5%,167641
2014,Hispanic,Current Dollars,16239000,Lowest,19000
2014,Hispanic,Current Dollars,16239000,Second,34000
2014,Hispanic,Current Dollars,16239000,Third,53000
2014,Hispanic,Current Dollars,16239000,Fourth,85000
2014,Hispanic,Current Dollars,16239000,Top 5%,149748
2013,Hispanic,Current Dollars,16088000,Lowest,17369
2013,Hispanic,Current Dollars,16088000,Second,31201
2013,Hispanic,Current Dollars,16088000,Third,50000
2013,Hispanic,Current Dollars,16088000,Fourth,83760
2013,Hispanic,Current Dollars,16088000,Top 5%,159731
2012,Hispanic,Current Dollars,15589000,Lowest,16800
2012,Hispanic,Current Dollars,15589000,Second,30400
2012,Hispanic,Current Dollars,15589000,Third,49000
2012,Hispanic,Current Dollars,15589000,Fourth,79000
2012,Hispanic,Current Dollars,15589000,Top 5%,144000
2011,Hispanic,Current Dollars,14939000,Lowest,17000
2011,Hispanic,Current Dollars,14939000,Second,30294
2011,Hispanic,Current Dollars,14939000,Third,47125
2011,Hispanic,Current Dollars,14939000,Fourth,76557
2011,Hispanic,Current Dollars,14939000,Top 5%,141869
2010,Hispanic,Current Dollars,14435000,Lowest,16013
2010,Hispanic,Current Dollars,14435000,Second,30000
2010,Hispanic,Current Dollars,14435000,Third,47602
2010,Hispanic,Current Dollars,14435000,Fourth,76020
2010,Hispanic,Current Dollars,14435000,Top 5%,137628
2009,Hispanic,Current Dollars,13298000,Lowest,17000
2009,Hispanic,Current Dollars,13298000,Second,30000
2009,Hispanic,Current Dollars,13298000,Third,48000
2009,Hispanic,Current Dollars,13298000,Fourth,76040
2009,Hispanic,Current Dollars,13298000,Top 5%,136757
2008,Hispanic,Current Dollars,13425000,Lowest,17000
2008,Hispanic,Current Dollars,13425000,Second,30050
2008,Hispanic,Current Dollars,13425000,Third,47000
2008,Hispanic,Current Dollars,13425000,Fourth,76000
2008,Hispanic,Current Dollars,13425000,Top 5%,137568
2007,Hispanic,Current Dollars,13339000,Lowest,17500
2007,Hispanic,Current Dollars,13339000,Second,30288
2007,Hispanic,Current Dollars,13339000,Third,48000
2007,Hispanic,Current Dollars,13339000,Fourth,75000
2007,Hispanic,Current Dollars,13339000,Top 5%,130100
2006,Hispanic,Current Dollars,12973000,Lowest,17000
2006,Hispanic,Current Dollars,12973000,Second,30000
2006,Hispanic,Current Dollars,12973000,Third,46040
2006,Hispanic,Current Dollars,12973000,Fourth,73220
2006,Hispanic,Current Dollars,12973000,Top 5%,130600
2005,Hispanic,Current Dollars,12519000,Lowest,16100
2005,Hispanic,Current Dollars,12519000,Second,29000
2005,Hispanic,Current Dollars,12519000,Third,44080
2005,Hispanic,Current Dollars,12519000,Fourth,68993
2005,Hispanic,Current Dollars,12519000,Top 5%,123417
2004,Hispanic,Current Dollars,12178000,Lowest,15562
2004,Hispanic,Current Dollars,12178000,Second,27000
2004,Hispanic,Current Dollars,12178000,Third,42000
2004,Hispanic,Current Dollars,12178000,Fourth,66000
2004,Hispanic,Current Dollars,12178000,Top 5%,118282
2003,Hispanic,Current Dollars,11693000,Lowest,15132
2003,Hispanic,Current Dollars,11693000,Second,27000
2003,Hispanic,Current Dollars,11693000,Third,40218
2003,Hispanic,Current Dollars,11693000,Fourth,65000
2003,Hispanic,Current Dollars,11693000,Top 5%,114052
2002,Hispanic,Current Dollars,11339000,Lowest,15108
2002,Hispanic,Current Dollars,11339000,Second,26840
2002,Hispanic,Current Dollars,11339000,Third,40700
2002,Hispanic,Current Dollars,11339000,Fourth,64100
2002,Hispanic,Current Dollars,11339000,Top 5%,112636
2001,Hispanic,Current Dollars,10499000,Lowest,15212
2001,Hispanic,Current Dollars,10499000,Second,27000
2001,Hispanic,Current Dollars,10499000,Third,40764
2001,Hispanic,Current Dollars,10499000,Fourth,64450
2001,Hispanic,Current Dollars,10499000,Top 5%,112758
2000,Hispanic,Current Dollars,10034000,Lowest,15000
2000,Hispanic,Current Dollars,10034000,Second,26830
2000,Hispanic,Current Dollars,10034000,Third,40400
2000,Hispanic,Current Dollars,10034000,Fourth,62134
2000,Hispanic,Current Dollars,10034000,Top 5%,107000
1999,Hispanic,Current Dollars,9579000,Lowest,14008
1999,Hispanic,Current Dollars,9579000,Second,24652
1999,Hispanic,Current Dollars,9579000,Third,37466
1999,Hispanic,Current Dollars,9579000,Fourth,60000
1999,Hispanic,Current Dollars,9579000,Top 5%,100309
1998,Hispanic,Current Dollars,9060000,Lowest,12000
1998,Hispanic,Current Dollars,9060000,Second,22500
1998,Hispanic,Current Dollars,9060000,Third,34944
1998,Hispanic,Current Dollars,9060000,Fourth,55000
1998,Hispanic,Current Dollars,9060000,Top 5%,97998
1997,Hispanic,Current Dollars,8590000,Lowest,11226
1997,Hispanic,Current Dollars,8590000,Second,21000
1997,Hispanic,Current Dollars,8590000,Third,33000
1997,Hispanic,Current Dollars,8590000,Fourth,51396
1997,Hispanic,Current Dollars,8590000,Top 5%,93114
1996,Hispanic,Current Dollars,8225000,Lowest,11000
1996,Hispanic,Current Dollars,8225000,Second,19800
1996,Hispanic,Current Dollars,8225000,Third,31000
1996,Hispanic,Current Dollars,8225000,Fourth,49560
1996,Hispanic,Current Dollars,8225000,Top 5%,86000
1995,Hispanic,Current Dollars,7939000,Lowest,10000
1995,Hispanic,Current Dollars,7939000,Second,18060
1995,Hispanic,Current Dollars,7939000,Third,28900
1995,Hispanic,Current Dollars,7939000,Fourth,46300
1995,Hispanic,Current Dollars,7939000,Top 5%,80300
1994,Hispanic,Current Dollars,7735000,Lowest,9723
1994,Hispanic,Current Dollars,7735000,Second,18100
1994,Hispanic,Current Dollars,7735000,Third,29030
1994,Hispanic,Current Dollars,7735000,Fourth,46462
1994,Hispanic,Current Dollars,7735000,Top 5%,82250
1993,Hispanic,Current Dollars,7362000,Lowest,9960
1993,Hispanic,Current Dollars,7362000,Second,18000
1993,Hispanic,Current Dollars,7362000,Third,28080
1993,Hispanic,Current Dollars,7362000,Fourth,44308
1993,Hispanic,Current Dollars,7362000,Top 5%,76500
1992,Hispanic,Current Dollars,7153000,Lowest,9600
1992,Hispanic,Current Dollars,7153000,Second,17800
1992,Hispanic,Current Dollars,7153000,Third,27803
1992,Hispanic,Current Dollars,7153000,Fourth,43720
1992,Hispanic,Current Dollars,7153000,Top 5%,74150
1991,Hispanic,Current Dollars,6379000,Lowest,9620
1991,Hispanic,Current Dollars,6379000,Second,18000
1991,Hispanic,Current Dollars,6379000,Third,28060
1991,Hispanic,Current Dollars,6379000,Fourth,43730
1991,Hispanic,Current Dollars,6379000,Top 5%,75000
1990,Hispanic,Current Dollars,6220000,Lowest,9584
1990,Hispanic,Current Dollars,6220000,Second,17500
1990,Hispanic,Current Dollars,6220000,Third,27235
1990,Hispanic,Current Dollars,6220000,Fourth,42000
1990,Hispanic,Current Dollars,6220000,Top 5%,72210
1989,Hispanic,Current Dollars,5933000,Lowest,9372
1989,Hispanic,Current Dollars,5933000,Second,17502
1989,Hispanic,Current Dollars,5933000,Third,27280
1989,Hispanic,Current Dollars,5933000,Fourth,42644
1989,Hispanic,Current Dollars,5933000,Top 5%,71000
1988,Hispanic,Current Dollars,5910000,Lowest,8216
1988,Hispanic,Current Dollars,5910000,Second,15800
1988,Hispanic,Current Dollars,5910000,Third,25020
1988,Hispanic,Current Dollars,5910000,Fourth,38856
1988,Hispanic,Current Dollars,5910000,Top 5%,66150
1987,Hispanic,Current Dollars,5642000,Lowest,7849
1987,Hispanic,Current Dollars,5642000,Second,15000
1987,Hispanic,Current Dollars,5642000,Third,23595
1987,Hispanic,Current Dollars,5642000,Fourth,37188
1987,Hispanic,Current Dollars,5642000,Top 5%,63336
1986,Hispanic,Current Dollars,5418000,Lowest,7800
1986,Hispanic,Current Dollars,5418000,Second,14359
1986,Hispanic,Current Dollars,5418000,Third,23000
1986,Hispanic,Current Dollars,5418000,Fourth,36000
1986,Hispanic,Current Dollars,5418000,Top 5%,59615
1985,Hispanic,Current Dollars,5213000,Lowest,7300
1985,Hispanic,Current Dollars,5213000,Second,13500
1985,Hispanic,Current Dollars,5213000,Third,21709
1985,Hispanic,Current Dollars,5213000,Fourth,33400
1985,Hispanic,Current Dollars,5213000,Top 5%,55700
1984,Hispanic,Current Dollars,4883000,Lowest,7000
1984,Hispanic,Current Dollars,4883000,Second,13256
1984,Hispanic,Current Dollars,4883000,Third,21450
1984,Hispanic,Current Dollars,4883000,Fourth,32172
1984,Hispanic,Current Dollars,4883000,Top 5%,52943
1983,Hispanic,Current Dollars,4666000,Lowest,6500
1983,Hispanic,Current Dollars,4666000,Second,12458
1983,Hispanic,Current Dollars,4666000,Third,19468
1983,Hispanic,Current Dollars,4666000,Fourth,29679
1983,Hispanic,Current Dollars,4666000,Top 5%,48903
1982,Hispanic,Current Dollars,4085000,Lowest,6500
1982,Hispanic,Current Dollars,4085000,Second,12000
1982,Hispanic,Current Dollars,4085000,Third,18680
1982,Hispanic,Current Dollars,4085000,Fourth,28500
1982,Hispanic,Current Dollars,4085000,Top 5%,46300
1981,Hispanic,Current Dollars,3980000,Lowest,6780
1981,Hispanic,Current Dollars,3980000,Second,12015
1981,Hispanic,Current Dollars,3980000,Third,18600
1981,Hispanic,Current Dollars,3980000,Fourth,27726
1981,Hispanic,Current Dollars,3980000,Top 5%,44284
1980,Hispanic,Current Dollars,3906000,Lowest,6087
1980,Hispanic,Current Dollars,3906000,Second,10850
1980,Hispanic,Current Dollars,3906000,Third,16700
1980,Hispanic,Current Dollars,3906000,Fourth,25324
1980,Hispanic,Current Dollars,3906000,Top 5%,40550
1979,Hispanic,Current Dollars,3684000,Lowest,6000
1979,Hispanic,Current Dollars,3684000,Second,10540
1979,Hispanic,Current Dollars,3684000,Third,16000
1979,Hispanic,Current Dollars,3684000,Fourth,23400
1979,Hispanic,Current Dollars,3684000,Top 5%,38255
1978,Hispanic,Current Dollars,3291000,Lowest,5342
1978,Hispanic,Current Dollars,3291000,Second,9700
1978,Hispanic,Current Dollars,3291000,Third,14300
1978,Hispanic,Current Dollars,3291000,Fourth,21060
1978,Hispanic,Current Dollars,3291000,Top 5%,32850
1977,Hispanic,Current Dollars,3304000,Lowest,5000
1977,Hispanic,Current Dollars,3304000,Second,8603
1977,Hispanic,Current Dollars,3304000,Third,12642
1977,Hispanic,Current Dollars,3304000,Fourth,18913
1977,Hispanic,Current Dollars,3304000,Top 5%,29922
1976,Hispanic,Current Dollars,3081000,Lowest,4225
1976,Hispanic,Current Dollars,3081000,Second,7653
1976,Hispanic,Current Dollars,3081000,Third,11600
1976,Hispanic,Current Dollars,3081000,Fourth,17200
1976,Hispanic,Current Dollars,3081000,Top 5%,26103
1975,Hispanic,Current Dollars,2948000,Lowest,4047
1975,Hispanic,Current Dollars,2948000,Second,7060
1975,Hispanic,Current Dollars,2948000,Third,10640
1975,Hispanic,Current Dollars,2948000,Fourth,15600
1975,Hispanic,Current Dollars,2948000,Top 5%,24264
1974,Hispanic,Current Dollars,2897000,Lowest,4220
1974,Hispanic,Current Dollars,2897000,Second,7124
1974,Hispanic,Current Dollars,2897000,Third,10580
1974,Hispanic,Current Dollars,2897000,Fourth,15175
1974,Hispanic,Current Dollars,2897000,Top 5%,24000
1973,Hispanic,Current Dollars,2722000,Lowest,4000
1973,Hispanic,Current Dollars,2722000,Second,6720
1973,Hispanic,Current Dollars,2722000,Third,9865
1973,Hispanic,Current Dollars,2722000,Fourth,14117
1973,Hispanic,Current Dollars,2722000,Top 5%,21500
1972,Hispanic,Current Dollars,2655000,Lowest,3667
1972,Hispanic,Current Dollars,2655000,Second,6205
1972,Hispanic,Current Dollars,2655000,Third,8900
1972,Hispanic,Current Dollars,2655000,Fourth,12440
1972,Hispanic,Current Dollars,2655000,Top 5%,19700
2019,Hispanic,2019 Dollars,17667000,Lowest,25000
2019,Hispanic,2019 Dollars,17667000,Second,45000
2019,Hispanic,2019 Dollars,17667000,Third,69000
2019,Hispanic,2019 Dollars,17667000,Fourth,111100
2019,Hispanic,2019 Dollars,17667000,Top 5%,201511
2018,Hispanic,2019 Dollars,17758000,Lowest,22887
2018,Hispanic,2019 Dollars,17758000,Second,40759
2018,Hispanic,2019 Dollars,17758000,Third,64406
2018,Hispanic,2019 Dollars,17758000,Fourth,101834
2018,Hispanic,2019 Dollars,17758000,Top 5%,188778
2017,Hispanic,2019 Dollars,17318000,Lowest,22945
2017,Hispanic,2019 Dollars,17318000,Second,41717
2017,Hispanic,2019 Dollars,17318000,Third,65705
2017,Hispanic,2019 Dollars,17318000,Fourth,103318
2017,Hispanic,2019 Dollars,17318000,Top 5%,187741
2016,Hispanic,2019 Dollars,16915000,Lowest,22274
2016,Hispanic,2019 Dollars,16915000,Second,40958
2016,Hispanic,2019 Dollars,16915000,Third,63922
2016,Hispanic,2019 Dollars,16915000,Fourth,101252
2016,Hispanic,2019 Dollars,16915000,Top 5%,181160
2015,Hispanic,2019 Dollars,16667000,Lowest,21582
2015,Hispanic,2019 Dollars,16667000,Second,37769
2015,Hispanic,2019 Dollars,16667000,Third,60344
2015,Hispanic,2019 Dollars,16667000,Fourth,97128
2015,Hispanic,2019 Dollars,16667000,Top 5%,180902
2014,Hispanic,2019 Dollars,16239000,Lowest,20538
2014,Hispanic,2019 Dollars,16239000,Second,36753
2014,Hispanic,2019 Dollars,16239000,Third,57291
2014,Hispanic,2019 Dollars,16239000,Fourth,91882
2014,Hispanic,2019 Dollars,16239000,Top 5%,161872
2013,Hispanic,2019 Dollars,16088000,Lowest,19093
2013,Hispanic,2019 Dollars,16088000,Second,34298
2013,Hispanic,2019 Dollars,16088000,Third,54964
2013,Hispanic,2019 Dollars,16088000,Fourth,92075
2013,Hispanic,2019 Dollars,16088000,Top 5%,175588
2012,Hispanic,2019 Dollars,15589000,Lowest,18741
2012,Hispanic,2019 Dollars,15589000,Second,33913
2012,Hispanic,2019 Dollars,15589000,Third,54662
2012,Hispanic,2019 Dollars,15589000,Fourth,88129
2012,Hispanic,2019 Dollars,15589000,Top 5%,160640
2011,Hispanic,2019 Dollars,14939000,Lowest,19366
2011,Hispanic,2019 Dollars,14939000,Second,34510
2011,Hispanic,2019 Dollars,14939000,Third,53684
2011,Hispanic,2019 Dollars,14939000,Fourth,87212
2011,Hispanic,2019 Dollars,14939000,Top 5%,161615
2010,Hispanic,2019 Dollars,14435000,Lowest,18817
2010,Hispanic,2019 Dollars,14435000,Second,35253
2010,Hispanic,2019 Dollars,14435000,Third,55937
2010,Hispanic,2019 Dollars,14435000,Fourth,89331
2010,Hispanic,2019 Dollars,14435000,Top 5%,161726
2009,Hispanic,2019 Dollars,13298000,Lowest,20306
2009,Hispanic,2019 Dollars,13298000,Second,35834
2009,Hispanic,2019 Dollars,13298000,Third,57335
2009,Hispanic,2019 Dollars,13298000,Fourth,90828
2009,Hispanic,2019 Dollars,13298000,Top 5%,163353
2008,Hispanic,2019 Dollars,13425000,Lowest,20236
2008,Hispanic,2019 Dollars,13425000,Second,35769
2008,Hispanic,2019 Dollars,13425000,Third,55945
2008,Hispanic,2019 Dollars,13425000,Fourth,90465
2008,Hispanic,2019 Dollars,13425000,Top 5%,163751
2007,Hispanic,2019 Dollars,13339000,Lowest,21631
2007,Hispanic,2019 Dollars,13339000,Second,37437
2007,Hispanic,2019 Dollars,13339000,Third,59330
2007,Hispanic,2019 Dollars,13339000,Fourth,92704
2007,Hispanic,2019 Dollars,13339000,Top 5%,160810
2006,Hispanic,2019 Dollars,12973000,Lowest,21609
2006,Hispanic,2019 Dollars,12973000,Second,38133
2006,Hispanic,2019 Dollars,12973000,Third,58521
2006,Hispanic,2019 Dollars,12973000,Fourth,93070
2006,Hispanic,2019 Dollars,12973000,Top 5%,166006
2005,Hispanic,2019 Dollars,12519000,Lowest,21128
2005,Hispanic,2019 Dollars,12519000,Second,38057
2005,Hispanic,2019 Dollars,12519000,Third,57846
2005,Hispanic,2019 Dollars,12519000,Fourth,90540
2005,Hispanic,2019 Dollars,12519000,Top 5%,161961
2004,Hispanic,2019 Dollars,12178000,Lowest,21114
2004,Hispanic,2019 Dollars,12178000,Second,36632
2004,Hispanic,2019 Dollars,12178000,Third,56984
2004,Hispanic,2019 Dollars,12178000,Fourth,89546
2004,Hispanic,2019 Dollars,12178000,Top 5%,160480
2003,Hispanic,2019 Dollars,11693000,Lowest,21085
2003,Hispanic,2019 Dollars,11693000,Second,37622
2003,Hispanic,2019 Dollars,11693000,Third,56040
2003,Hispanic,2019 Dollars,11693000,Fourth,90572
2003,Hispanic,2019 Dollars,11693000,Top 5%,158921
2002,Hispanic,2019 Dollars,11339000,Lowest,21530
2002,Hispanic,2019 Dollars,11339000,Second,38249
2002,Hispanic,2019 Dollars,11339000,Third,58000
2002,Hispanic,2019 Dollars,11339000,Fourth,91346
2002,Hispanic,2019 Dollars,11339000,Top 5%,160513
2001,Hispanic,2019 Dollars,10499000,Lowest,22020
2001,Hispanic,2019 Dollars,10499000,Second,39083
2001,Hispanic,2019 Dollars,10499000,Third,59007
2001,Hispanic,2019 Dollars,10499000,Fourth,93293
2001,Hispanic,2019 Dollars,10499000,Top 5%,163219
2000,Hispanic,2019 Dollars,10034000,Lowest,22331
2000,Hispanic,2019 Dollars,10034000,Second,39943
2000,Hispanic,2019 Dollars,10034000,Third,60145
2000,Hispanic,2019 Dollars,10034000,Fourth,92501
2000,Hispanic,2019 Dollars,10034000,Top 5%,159294
1999,Hispanic,2019 Dollars,9579000,Lowest,21562
1999,Hispanic,2019 Dollars,9579000,Second,37946
1999,Hispanic,2019 Dollars,9579000,Third,57669
1999,Hispanic,2019 Dollars,9579000,Fourth,92355
1999,Hispanic,2019 Dollars,9579000,Top 5%,154400
1998,Hispanic,2019 Dollars,9060000,Lowest,18864
1998,Hispanic,2019 Dollars,9060000,Second,35371
1998,Hispanic,2019 Dollars,9060000,Third,54933
1998,Hispanic,2019 Dollars,9060000,Fourth,86461
1998,Hispanic,2019 Dollars,9060000,Top 5%,154055
1997,Hispanic,2019 Dollars,8590000,Lowest,17887
1997,Hispanic,2019 Dollars,8590000,Second,33460
1997,Hispanic,2019 Dollars,8590000,Third,52579
1997,Hispanic,2019 Dollars,8590000,Fourth,81890
1997,Hispanic,2019 Dollars,8590000,Top 5%,148360
1996,Hispanic,2019 Dollars,8225000,Lowest,17905
1996,Hispanic,2019 Dollars,8225000,Second,32230
1996,Hispanic,2019 Dollars,8225000,Third,50460
1996,Hispanic,2019 Dollars,8225000,Fourth,80672
1996,Hispanic,2019 Dollars,8225000,Top 5%,139987
1995,Hispanic,2019 Dollars,7939000,Lowest,16711
1995,Hispanic,2019 Dollars,7939000,Second,30180
1995,Hispanic,2019 Dollars,7939000,Third,48295
