year,race,dollar_type,income_quintile,income_dollars
2004,Black Alone,2019 Dollars,Fourth,65622
2004,Black Alone,2019 Dollars,Highest,139169
2004,Black Alone,2019 Dollars,Top 5%,230046
2003,Black Alone,2019 Dollars,Lowest,8112
2003,Black Alone,2019 Dollars,Second,22956
2003,Black Alone,2019 Dollars,Middle,41142
2003,Black Alone,2019 Dollars,Fourth,67059
2003,Black Alone,2019 Dollars,Highest,140322
2003,Black Alone,2019 Dollars,Top 5%,226230
2002,Black Alone,2019 Dollars,Lowest,8221
2002,Black Alone,2019 Dollars,Second,23285
2002,Black Alone,2019 Dollars,Middle,41268
2002,Black Alone,2019 Dollars,Fourth,66482
2002,Black Alone,2019 Dollars,Highest,145832
2002,Black Alone,2019 Dollars,Top 5%,246304
2001,Black Alone,2019 Dollars,Lowest,8614
2001,Black Alone,2019 Dollars,Second,24347
2001,Black Alone,2019 Dollars,Middle,42669
2001,Black Alone,2019 Dollars,Fourth,68647
2001,Black Alone,2019 Dollars,Highest,139786
2001,Black Alone,2019 Dollars,Top 5%,224516
2000,Black Alone,2019 Dollars,Lowest,9254
2000,Black Alone,2019 Dollars,Second,25497
2000,Black Alone,2019 Dollars,Middle,44059
2000,Black Alone,2019 Dollars,Fourth,69950
2000,Black Alone,2019 Dollars,Highest,142868
2000,Black Alone,2019 Dollars,Top 5%,228699
1999,Black Alone,2019 Dollars,Lowest,9077
1999,Black Alone,2019 Dollars,Second,24419
1999,Black Alone,2019 Dollars,Middle,43356
1999,Black Alone,2019 Dollars,Fourth,71026
1999,Black Alone,2019 Dollars,Highest,148137
1999,Black Alone,2019 Dollars,Top 5%,236599
1998,Black Alone,2019 Dollars,Lowest,8165
1998,Black Alone,2019 Dollars,Second,22065
1998,Black Alone,2019 Dollars,Middle,39712
1998,Black Alone,2019 Dollars,Fourth,65506
1998,Black Alone,2019 Dollars,Highest,132888
1998,Black Alone,2019 Dollars,Top 5%,204965
1997,Black Alone,2019 Dollars,Lowest,8370
1997,Black Alone,2019 Dollars,Second,22281
1997,Black Alone,2019 Dollars,Middle,39729
1997,Black Alone,2019 Dollars,Fourth,64402
1997,Black Alone,2019 Dollars,Highest,127825
1997,Black Alone,2019 Dollars,Top 5%,200601
1996,Black Alone,2019 Dollars,Lowest,8217
1996,Black Alone,2019 Dollars,Second,21158
1996,Black Alone,2019 Dollars,Middle,38174
1996,Black Alone,2019 Dollars,Fourth,62617
1996,Black Alone,2019 Dollars,Highest,134016
1996,Black Alone,2019 Dollars,Top 5%,229473
1995,Black Alone,2019 Dollars,Lowest,8045
1995,Black Alone,2019 Dollars,Second,20844
1995,Black Alone,2019 Dollars,Middle,37672
1995,Black Alone,2019 Dollars,Fourth,61346
1995,Black Alone,2019 Dollars,Highest,126102
1995,Black Alone,2019 Dollars,Top 5%,204807
1994,Black Alone,2019 Dollars,Lowest,7566
1994,Black Alone,2019 Dollars,Second,19655
1994,Black Alone,2019 Dollars,Middle,35918
1994,Black Alone,2019 Dollars,Fourth,60825
1994,Black Alone,2019 Dollars,Highest,126401
1994,Black Alone,2019 Dollars,Top 5%,200971
1993,Black Alone,2019 Dollars,Lowest,7195
1993,Black Alone,2019 Dollars,Second,18194
1993,Black Alone,2019 Dollars,Middle,34035
1993,Black Alone,2019 Dollars,Fourth,56379
1993,Black Alone,2019 Dollars,Highest,122058
1993,Black Alone,2019 Dollars,Top 5%,200256
1992,Black Alone,2019 Dollars,Lowest,6998
1992,Black Alone,2019 Dollars,Second,17734
1992,Black Alone,2019 Dollars,Middle,33509
1992,Black Alone,2019 Dollars,Fourth,56461
1992,Black Alone,2019 Dollars,Highest,113226
1992,Black Alone,2019 Dollars,Top 5%,174517
1991,Black Alone,2019 Dollars,Lowest,7051
1991,Black Alone,2019 Dollars,Second,18032
1991,Black Alone,2019 Dollars,Middle,34546
1991,Black Alone,2019 Dollars,Fourth,57857
1991,Black Alone,2019 Dollars,Highest,112368
1991,Black Alone,2019 Dollars,Top 5%,168683
1990,Black Alone,2019 Dollars,Lowest,7273
1990,Black Alone,2019 Dollars,Second,18564
1990,Black Alone,2019 Dollars,Middle,35481
1990,Black Alone,2019 Dollars,Fourth,59152
1990,Black Alone,2019 Dollars,Highest,115566
1990,Black Alone,2019 Dollars,Top 5%,174839
1989,Black Alone,2019 Dollars,Lowest,7556
1989,Black Alone,2019 Dollars,Second,19156
1989,Black Alone,2019 Dollars,Middle,36009
1989,Black Alone,2019 Dollars,Fourth,59651
1989,Black Alone,2019 Dollars,Highest,117132
1989,Black Alone,2019 Dollars,Top 5%,174230
1988,Black Alone,2019 Dollars,Lowest,7595
1988,Black Alone,2019 Dollars,Second,18133
1988,Black Alone,2019 Dollars,Middle,34141
1988,Black Alone,2019 Dollars,Fourth,57825
1988,Black Alone,2019 Dollars,Highest,116469
1988,Black Alone,2019 Dollars,Top 5%,175413
1987,Black Alone,2019 Dollars,Lowest,7413
1987,Black Alone,2019 Dollars,Second,17946
1987,Black Alone,2019 Dollars,Middle,33784
1987,Black Alone,2019 Dollars,Fourth,55691
1987,Black Alone,2019 Dollars,Highest,113585
1987,Black Alone,2019 Dollars,Top 5%,175850
1986,Black Alone,2019 Dollars,Lowest,6985
1986,Black Alone,2019 Dollars,Second,18017
1986,Black Alone,2019 Dollars,Middle,33715
1986,Black Alone,2019 Dollars,Fourth,56433
1986,Black Alone,2019 Dollars,Highest,110748
1986,Black Alone,2019 Dollars,Top 5%,168300
1985,Black Alone,2019 Dollars,Lowest,7678
1985,Black Alone,2019 Dollars,Second,18316
1985,Black Alone,2019 Dollars,Middle,33315
1985,Black Alone,2019 Dollars,Fourth,54809
1985,Black Alone,2019 Dollars,Highest,105545
1985,Black Alone,2019 Dollars,Top 5%,154713
1984,Black Alone,2019 Dollars,Lowest,7532
1984,Black Alone,2019 Dollars,Second,17739
1984,Black Alone,2019 Dollars,Middle,31587
1984,Black Alone,2019 Dollars,Fourth,52165
1984,Black Alone,2019 Dollars,Highest,102097
1984,Black Alone,2019 Dollars,Top 5%,148320
1983,Black Alone,2019 Dollars,Lowest,7155
1983,Black Alone,2019 Dollars,Second,16906
1983,Black Alone,2019 Dollars,Middle,30766
1983,Black Alone,2019 Dollars,Fourth,51094
1983,Black Alone,2019 Dollars,Highest,97432
1983,Black Alone,2019 Dollars,Top 5%,139119
1982,Black Alone,2019 Dollars,Lowest,7173
1982,Black Alone,2019 Dollars,Second,17209
1982,Black Alone,2019 Dollars,Middle,30771
1982,Black Alone,2019 Dollars,Fourth,51199
1982,Black Alone,2019 Dollars,Highest,94625
1982,Black Alone,2019 Dollars,Top 5%,137738
1981,Black Alone,2019 Dollars,Lowest,7381
1981,Black Alone,2019 Dollars,Second,17166
1981,Black Alone,2019 Dollars,Middle,30588
1981,Black Alone,2019 Dollars,Fourth,50840
1981,Black Alone,2019 Dollars,Highest,95075
1981,Black Alone,2019 Dollars,Top 5%,133764
1980,Black Alone,2019 Dollars,Lowest,7625
1980,Black Alone,2019 Dollars,Second,17913
1980,Black Alone,2019 Dollars,Middle,31734
1980,Black Alone,2019 Dollars,Fourth,52203
1980,Black Alone,2019 Dollars,Highest,97440
1980,Black Alone,2019 Dollars,Top 5%,139743
1979,Black Alone,2019 Dollars,Lowest,8093
1979,Black Alone,2019 Dollars,Second,18851
1979,Black Alone,2019 Dollars,Middle,33167
1979,Black Alone,2019 Dollars,Fourth,54281
1979,Black Alone,2019 Dollars,Highest,99754
1979,Black Alone,2019 Dollars,Top 5%,141581
1978,Black Alone,2019 Dollars,Lowest,8482
1978,Black Alone,2019 Dollars,Second,18915
1978,Black Alone,2019 Dollars,Middle,33867
1978,Black Alone,2019 Dollars,Fourth,54838
1978,Black Alone,2019 Dollars,Highest,100775
1978,Black Alone,2019 Dollars,Top 5%,143344
1977,Black Alone,2019 Dollars,Lowest,8613
1977,Black Alone,2019 Dollars,Second,19037
1977,Black Alone,2019 Dollars,Middle,32197
1977,Black Alone,2019 Dollars,Fourth,51712
1977,Black Alone,2019 Dollars,Highest,96364
1977,Black Alone,2019 Dollars,Top 5%,139559
1976,Black Alone,2019 Dollars,Lowest,8509
1976,Black Alone,2019 Dollars,Second,18850
1976,Black Alone,2019 Dollars,Middle,32508
1976,Black Alone,2019 Dollars,Fourth,52558
1976,Black Alone,2019 Dollars,Highest,94383
1976,Black Alone,2019 Dollars,Top 5%,135286
1975,Black Alone,2019 Dollars,Lowest,8267
1975,Black Alone,2019 Dollars,Second,18119
1975,Black Alone,2019 Dollars,Middle,32000
1975,Black Alone,2019 Dollars,Fourth,51020
1975,Black Alone,2019 Dollars,Highest,90919
1975,Black Alone,2019 Dollars,Top 5%,128166
1974,Black Alone,2019 Dollars,Lowest,8449
1974,Black Alone,2019 Dollars,Second,19106
1974,Black Alone,2019 Dollars,Middle,32755
1974,Black Alone,2019 Dollars,Fourth,51069
1974,Black Alone,2019 Dollars,Highest,91668
1974,Black Alone,2019 Dollars,Top 5%,128446
1973,Black Alone,2019 Dollars,Lowest,8510
1973,Black Alone,2019 Dollars,Second,19655
1973,Black Alone,2019 Dollars,Middle,33710
1973,Black Alone,2019 Dollars,Fourth,53030
1973,Black Alone,2019 Dollars,Highest,96338
1973,Black Alone,2019 Dollars,Top 5%,142384
1972,Black Alone,2019 Dollars,Lowest,8062
1972,Black Alone,2019 Dollars,Second,18841
1972,Black Alone,2019 Dollars,Middle,32449
1972,Black Alone,2019 Dollars,Fourth,51214
1972,Black Alone,2019 Dollars,Highest,94985
1972,Black Alone,2019 Dollars,Top 5%,138527
1971,Black Alone,2019 Dollars,Lowest,7716
1971,Black Alone,2019 Dollars,Second,18244
1971,Black Alone,2019 Dollars,Middle,31497
1971,Black Alone,2019 Dollars,Fourth,48979
1971,Black Alone,2019 Dollars,Highest,88672
1971,Black Alone,2019 Dollars,Top 5%,127869
1970,Black Alone,2019 Dollars,Lowest,7365
1970,Black Alone,2019 Dollars,Second,18636
1970,Black Alone,2019 Dollars,Middle,32394
1970,Black Alone,2019 Dollars,Fourth,50200
1970,Black Alone,2019 Dollars,Highest,90678
1970,Black Alone,2019 Dollars,Top 5%,130738
1969,Black Alone,2019 Dollars,Lowest,7579
1969,Black Alone,2019 Dollars,Second,18868
1969,Black Alone,2019 Dollars,Middle,32043
1969,Black Alone,2019 Dollars,Fourth,48704
1969,Black Alone,2019 Dollars,Highest,86502
1969,Black Alone,2019 Dollars,Top 5%,123355
1968,Black Alone,2019 Dollars,Lowest,7401
1968,Black Alone,2019 Dollars,Second,18276
1968,Black Alone,2019 Dollars,Middle,30430
1968,Black Alone,2019 Dollars,Fourth,46975
1968,Black Alone,2019 Dollars,Highest,83863
1968,Black Alone,2019 Dollars,Top 5%,119098
1967,Black Alone,2019 Dollars,Lowest,6832
1967,Black Alone,2019 Dollars,Second,16818
1967,Black Alone,2019 Dollars,Middle,28831
1967,Black Alone,2019 Dollars,Fourth,44073
1967,Black Alone,2019 Dollars,Highest,84629
1967,Black Alone,2019 Dollars,Top 5%,131715
2019,Hispanic,Current Dollars,Lowest,13533
2019,Hispanic,Current Dollars,Second,34758
2019,Hispanic,Current Dollars,Middle,56285
2019,Hispanic,Current Dollars,Fourth,87383
2019,Hispanic,Current Dollars,Highest,183331
2019,Hispanic,Current Dollars,Top 5%,297832
2018,Hispanic,Current Dollars,Lowest,12409
2018,Hispanic,Current Dollars,Second,31420
2018,Hispanic,Current Dollars,Middle,51428
2018,Hispanic,Current Dollars,Fourth,79829
2018,Hispanic,Current Dollars,Highest,179639
2018,Hispanic,Current Dollars,Top 5%,321678
2017,Hispanic,Current Dollars,Lowest,11828
2017,Hispanic,Current Dollars,Second,30533
2017,Hispanic,Current Dollars,Middle,50494
2017,Hispanic,Current Dollars,Fourth,79399
2017,Hispanic,Current Dollars,Highest,169340
2017,Hispanic,Current Dollars,Top 5%,289837
2016,Hispanic,Current Dollars,Lowest,11525
2016,Hispanic,Current Dollars,Second,29560
2016,Hispanic,Current Dollars,Middle,48106
2016,Hispanic,Current Dollars,Fourth,75651
2016,Hispanic,Current Dollars,Highest,169231
2016,Hispanic,Current Dollars,Top 5%,306440
2015,Hispanic,Current Dollars,Lowest,10771
2015,Hispanic,Current Dollars,Second,27236
2015,Hispanic,Current Dollars,Middle,44927
2015,Hispanic,Current Dollars,Fourth,71146
2015,Hispanic,Current Dollars,Highest,163979
2015,Hispanic,Current Dollars,Top 5%,297964
2014,Hispanic,Current Dollars,Lowest,10238
2014,Hispanic,Current Dollars,Second,25866
2014,Hispanic,Current Dollars,Middle,42813
2014,Hispanic,Current Dollars,Fourth,67267
2014,Hispanic,Current Dollars,Highest,141489
2014,Hispanic,Current Dollars,Top 5%,237242
2013,Hispanic,Current Dollars,Lowest,9797
2013,Hispanic,Current Dollars,Second,24397
2013,Hispanic,Current Dollars,Middle,39626
2013,Hispanic,Current Dollars,Fourth,64731
2013,Hispanic,Current Dollars,Highest,149534
2013,Hispanic,Current Dollars,Top 5%,263401
2012,Hispanic,Current Dollars,Lowest,9174
2012,Hispanic,Current Dollars,Second,23760
2012,Hispanic,Current Dollars,Middle,38990
2012,Hispanic,Current Dollars,Fourth,61728
2012,Hispanic,Current Dollars,Highest,133459
2012,Hispanic,Current Dollars,Top 5%,227116
2011,Hispanic,Current Dollars,Lowest,9194
2011,Hispanic,Current Dollars,Second,23864
2011,Hispanic,Current Dollars,Middle,38543
2011,Hispanic,Current Dollars,Fourth,60073
2011,Hispanic,Current Dollars,Highest,130083
2011,Hispanic,Current Dollars,Top 5%,218124
2010,Hispanic,Current Dollars,Lowest,8946
2010,Hispanic,Current Dollars,Second,23073
2010,Hispanic,Current Dollars,Middle,37881
2010,Hispanic,Current Dollars,Fourth,60058
2010,Hispanic,Current Dollars,Highest,127010
2010,Hispanic,Current Dollars,Top 5%,211946
2009,Hispanic,Current Dollars,Lowest,9629
2009,Hispanic,Current Dollars,Second,23540
2009,Hispanic,Current Dollars,Middle,38271
2009,Hispanic,Current Dollars,Fourth,60441
2009,Hispanic,Current Dollars,Highest,129265
2009,Hispanic,Current Dollars,Top 5%,218396
2008,Hispanic,Current Dollars,Lowest,9478
2008,Hispanic,Current Dollars,Second,23715
2008,Hispanic,Current Dollars,Middle,38012
2008,Hispanic,Current Dollars,Fourth,59898
2008,Hispanic,Current Dollars,Highest,126754
2008,Hispanic,Current Dollars,Top 5%,209627
2007,Hispanic,Current Dollars,Lowest,9839
2007,Hispanic,Current Dollars,Second,24042
2007,Hispanic,Current Dollars,Middle,38611
2007,Hispanic,Current Dollars,Fourth,59815
2007,Hispanic,Current Dollars,Highest,121833
2007,Hispanic,Current Dollars,Top 5%,202628
2006,Hispanic,Current Dollars,Lowest,9671
2006,Hispanic,Current Dollars,Second,23612
2006,Hispanic,Current Dollars,Middle,37934
2006,Hispanic,Current Dollars,Fourth,57972
2006,Hispanic,Current Dollars,Highest,123684
2006,Hispanic,Current Dollars,Top 5%,209819
2005,Hispanic,Current Dollars,Lowest,9160
2005,Hispanic,Current Dollars,Second,22394
2005,Hispanic,Current Dollars,Middle,35887
2005,Hispanic,Current Dollars,Fourth,54892
2005,Hispanic,Current Dollars,Highest,113356
2005,Hispanic,Current Dollars,Top 5%,186618
2004,Hispanic,Current Dollars,Lowest,8678
2004,Hispanic,Current Dollars,Second,21390
2004,Hispanic,Current Dollars,Middle,34271
2004,Hispanic,Current Dollars,Fourth,52510
2004,Hispanic,Current Dollars,Highest,112534
2004,Hispanic,Current Dollars,Top 5%,192911
2003,Hispanic,Current Dollars,Lowest,8588
2003,Hispanic,Current Dollars,Second,20969
2003,Hispanic,Current Dollars,Middle,33273
2003,Hispanic,Current Dollars,Fourth,51386
2003,Hispanic,Current Dollars,Highest,108126
2003,Hispanic,Current Dollars,Top 5%,181430
2002,Hispanic,Current Dollars,Lowest,8614
2002,Hispanic,Current Dollars,Second,21008
2002,Hispanic,Current Dollars,Middle,33322
2002,Hispanic,Current Dollars,Fourth,51478
2002,Hispanic,Current Dollars,Highest,110014
2002,Hispanic,Current Dollars,Top 5%,192259
2001,Hispanic,Current Dollars,Lowest,8822
2001,Hispanic,Current Dollars,Second,20854
2001,Hispanic,Current Dollars,Middle,33624
2001,Hispanic,Current Dollars,Fourth,51459
2001,Hispanic,Current Dollars,Highest,107158
2001,Hispanic,Current Dollars,Top 5%,182145
2000,Hispanic,Current Dollars,Lowest,8885
2000,Hispanic,Current Dollars,Second,20738
2000,Hispanic,Current Dollars,Middle,33291
2000,Hispanic,Current Dollars,Fourth,50307
2000,Hispanic,Current Dollars,Highest,106668
2000,Hispanic,Current Dollars,Top 5%,190050
1999,Hispanic,Current Dollars,Lowest,8240
1999,Hispanic,Current Dollars,Second,19242
1999,Hispanic,Current Dollars,Middle,30672
1999,Hispanic,Current Dollars,Fourth,47167
1999,Hispanic,Current Dollars,Highest,96631
1999,Hispanic,Current Dollars,Top 5%,160392
1998,Hispanic,Current Dollars,Lowest,6891
1998,Hispanic,Current Dollars,Second,17124
1998,Hispanic,Current Dollars,Middle,28346
1998,Hispanic,Current Dollars,Fourth,43841
1998,Hispanic,Current Dollars,Highest,95200
1998,Hispanic,Current Dollars,Top 5%,167944
1997,Hispanic,Current Dollars,Lowest,6492
1997,Hispanic,Current Dollars,Second,16041
1997,Hispanic,Current Dollars,Middle,26659
1997,Hispanic,Current Dollars,Fourth,41387
1997,Hispanic,Current Dollars,Highest,88837
1997,Hispanic,Current Dollars,Top 5%,154279
1996,Hispanic,Current Dollars,Lowest,6473
1996,Hispanic,Current Dollars,Second,15214
1996,Hispanic,Current Dollars,Middle,24912
1996,Hispanic,Current Dollars,Fourth,39244
1996,Hispanic,Current Dollars,Highest,84180
1996,Hispanic,Current Dollars,Top 5%,145943
1995,Hispanic,Current Dollars,Lowest,5881
1995,Hispanic,Current Dollars,Second,13905
1995,Hispanic,Current Dollars,Middle,23032
1995,Hispanic,Current Dollars,Fourth,36273
1995,Hispanic,Current Dollars,Highest,76915
1995,Hispanic,Current Dollars,Top 5%,129917
1994,Hispanic,Current Dollars,Lowest,5780
1994,Hispanic,Current Dollars,Second,13739
1994,Hispanic,Current Dollars,Middle,23382
1994,Hispanic,Current Dollars,Fourth,36715
1994,Hispanic,Current Dollars,Highest,78292
1994,Hispanic,Current Dollars,Top 5%,132722
1993,Hispanic,Current Dollars,Lowest,5889
1993,Hispanic,Current Dollars,Second,13790
1993,Hispanic,Current Dollars,Middle,22903
1993,Hispanic,Current Dollars,Fourth,35040
1993,Hispanic,Current Dollars,Highest,73836
1993,Hispanic,Current Dollars,Top 5%,123759
1992,Hispanic,Current Dollars,Lowest,5674
1992,Hispanic,Current Dollars,Second,13559
1992,Hispanic,Current Dollars,Middle,22586
1992,Hispanic,Current Dollars,Fourth,34757
1992,Hispanic,Current Dollars,Highest,67533
1992,Hispanic,Current Dollars,Top 5%,104097
1991,Hispanic,Current Dollars,Lowest,5727
1991,Hispanic,Current Dollars,Second,13622
1991,Hispanic,Current Dollars,Middle,22774
1991,Hispanic,Current Dollars,Fourth,35056
1991,Hispanic,Current Dollars,Highest,67180
1991,Hispanic,Current Dollars,Top 5%,102435
1990,Hispanic,Current Dollars,Lowest,5618
1990,Hispanic,Current Dollars,Second,13242
1990,Hispanic,Current Dollars,Middle,22279
1990,Hispanic,Current Dollars,Fourth,33922
1990,Hispanic,Current Dollars,Highest,64797
1990,Hispanic,Current Dollars,Top 5%,100216
1989,Hispanic,Current Dollars,Lowest,5199
1989,Hispanic,Current Dollars,Second,13360
1989,Hispanic,Current Dollars,Middle,22044
1989,Hispanic,Current Dollars,Fourth,34162
1989,Hispanic,Current Dollars,Highest,65194
1989,Hispanic,Current Dollars,Top 5%,101610
1988,Hispanic,Current Dollars,Lowest,4743
1988,Hispanic,Current Dollars,Second,12132
1988,Hispanic,Current Dollars,Middle,20307
1988,Hispanic,Current Dollars,Fourth,31400
1988,Hispanic,Current Dollars,Highest,61380
1988,Hispanic,Current Dollars,Top 5%,98623
1987,Hispanic,Current Dollars,Lowest,4581
1987,Hispanic,Current Dollars,Second,11330
1987,Hispanic,Current Dollars,Middle,19150
1987,Hispanic,Current Dollars,Fourth,29819
1987,Hispanic,Current Dollars,Highest,59051
1987,Hispanic,Current Dollars,Top 5%,95252
1986,Hispanic,Current Dollars,Lowest,4487
1986,Hispanic,Current Dollars,Second,10960
1986,Hispanic,Current Dollars,Middle,18330
1986,Hispanic,Current Dollars,Fourth,28698
1986,Hispanic,Current Dollars,Highest,53389
1986,Hispanic,Current Dollars,Top 5%,78188
1985,Hispanic,Current Dollars,Lowest,4478
1985,Hispanic,Current Dollars,Second,10306
1985,Hispanic,Current Dollars,Middle,17517
1985,Hispanic,Current Dollars,Fourth,27005
1985,Hispanic,Current Dollars,Highest,49809
1985,Hispanic,Current Dollars,Top 5%,72469
1984,Hispanic,Current Dollars,Lowest,4093
1984,Hispanic,Current Dollars,Second,10046
1984,Hispanic,Current Dollars,Middle,17089
1984,Hispanic,Current Dollars,Fourth,26316
1984,Hispanic,Current Dollars,Highest,48101
1984,Hispanic,Current Dollars,Top 5%,71424
1983,Hispanic,Current Dollars,Lowest,3984
1983,Hispanic,Current Dollars,Second,9330
1983,Hispanic,Current Dollars,Middle,15758
1983,Hispanic,Current Dollars,Fourth,23962
1983,Hispanic,Current Dollars,Highest,43694
1983,Hispanic,Current Dollars,Top 5%,63272
1982,Hispanic,Current Dollars,Lowest,3872
1982,Hispanic,Current Dollars,Second,9001
1982,Hispanic,Current Dollars,Middle,15101
1982,Hispanic,Current Dollars,Fourth,23064
1982,Hispanic,Current Dollars,Highest,42621
1982,Hispanic,Current Dollars,Top 5%,63560
1981,Hispanic,Current Dollars,Lowest,4009
1981,Hispanic,Current Dollars,Second,9419
1981,Hispanic,Current Dollars,Middle,15296
1981,Hispanic,Current Dollars,Fourth,22714
1981,Hispanic,Current Dollars,Highest,40427
1981,Hispanic,Current Dollars,Top 5%,58605
1980,Hispanic,Current Dollars,Lowest,3545
1980,Hispanic,Current Dollars,Second,8459
1980,Hispanic,Current Dollars,Middle,13637
1980,Hispanic,Current Dollars,Fourth,20644
1980,Hispanic,Current Dollars,Highest,37085
1980,Hispanic,Current Dollars,Top 5%,54913
1979,Hispanic,Current Dollars,Lowest,3523
1979,Hispanic,Current Dollars,Second,8275
1979,Hispanic,Current Dollars,Middle,13071
1979,Hispanic,Current Dollars,Fourth,19343
1979,Hispanic,Current Dollars,Highest,34689
1979,Hispanic,Current Dollars,Top 5%,51410
1978,Hispanic,Current Dollars,Lowest,3251
1978,Hispanic,Current Dollars,Second,7464
1978,Hispanic,Current Dollars,Middle,11759
1978,Hispanic,Current Dollars,Fourth,17373
1978,Hispanic,Current Dollars,Highest,29865
1978,Hispanic,Current Dollars,Top 5%,43209
1977,Hispanic,Current Dollars,Lowest,3050
1977,Hispanic,Current Dollars,Second,6749
1977,Hispanic,Current Dollars,Middle,10594
1977,Hispanic,Current Dollars,Fourth,15472
1977,Hispanic,Current Dollars,Highest,26963
1977,Hispanic,Current Dollars,Top 5%,39173
1976,Hispanic,Current Dollars,Lowest,2652
1976,Hispanic,Current Dollars,Second,5896
1976,Hispanic,Current Dollars,Middle,9516
1976,Hispanic,Current Dollars,Fourth,14190
1976,Hispanic,Current Dollars,Highest,24286
1976,Hispanic,Current Dollars,Top 5%,34884
1975,Hispanic,Current Dollars,Lowest,2447
1975,Hispanic,Current Dollars,Second,5587
1975,Hispanic,Current Dollars,Middle,8845
1975,Hispanic,Current Dollars,Fourth,13061
1975,Hispanic,Current Dollars,Highest,22681
1975,Hispanic,Current Dollars,Top 5%,33968
1974,Hispanic,Current Dollars,Lowest,2619
1974,Hispanic,Current Dollars,Second,5605
1974,Hispanic,Current Dollars,Middle,8836
1974,Hispanic,Current Dollars,Fourth,12725
1974,Hispanic,Current Dollars,Highest,21800
1974,Hispanic,Current Dollars,Top 5%,31852
1973,Hispanic,Current Dollars,Lowest,2396
1973,Hispanic,Current Dollars,Second,5351
1973,Hispanic,Current Dollars,Middle,8173
1973,Hispanic,Current Dollars,Fourth,11790
1973,Hispanic,Current Dollars,Highest,19564
1973,Hispanic,Current Dollars,Top 5%,27854
1972,Hispanic,Current Dollars,Lowest,2296
1972,Hispanic,Current Dollars,Second,4886
1972,Hispanic,Current Dollars,Middle,7524
1972,Hispanic,Current Dollars,Fourth,10500
1972,Hispanic,Current Dollars,Highest,18497
1972,Hispanic,Current Dollars,Top 5%,28278
2019,Hispanic,2019 Dollars,Lowest,13533
2019,Hispanic,2019 Dollars,Second,34758
2019,Hispanic,2019 Dollars,Middle,56285
2019,Hispanic,2019 Dollars,Fourth,87383
2019,Hispanic,2019 Dollars,Highest,183331
2019,Hispanic,2019 Dollars,Top 5%,297832
2018,Hispanic,2019 Dollars,Lowest,12634
2018,Hispanic,2019 Dollars,Second,31989
2018,Hispanic,2019 Dollars,Middle,52360
2018,Hispanic,2019 Dollars,Fourth,81275
2018,Hispanic,2019 Dollars,Highest,182894
2018,Hispanic,2019 Dollars,Top 5%,327506
2017,Hispanic,2019 Dollars,Lowest,12336
2017,Hispanic,2019 Dollars,Second,31844
2017,Hispanic,2019 Dollars,Middle,52662
2017,Hispanic,2019 Dollars,Fourth,82808
2017,Hispanic,2019 Dollars,Highest,176611
2017,Hispanic,2019 Dollars,Top 5%,302282
2016,Hispanic,2019 Dollars,Lowest,12278
2016,Hispanic,2019 Dollars,Second,31492
2016,Hispanic,2019 Dollars,Middle,51250
2016,Hispanic,2019 Dollars,Fourth,80596
2016,Hispanic,2019 Dollars,Highest,180293
2016,Hispanic,2019 Dollars,Top 5%,326470
2015,Hispanic,2019 Dollars,Lowest,11623
2015,Hispanic,2019 Dollars,Second,29391
2015,Hispanic,2019 Dollars,Middle,48481
2015,Hispanic,2019 Dollars,Fourth,76774
2015,Hispanic,2019 Dollars,Highest,176951
2015,Hispanic,2019 Dollars,Top 5%,321535
2014,Hispanic,2019 Dollars,Lowest,11067
2014,Hispanic,2019 Dollars,Second,27960
2014,Hispanic,2019 Dollars,Middle,46279
2014,Hispanic,2019 Dollars,Fourth,72713
2014,Hispanic,2019 Dollars,Highest,152945
2014,Hispanic,2019 Dollars,Top 5%,256450
2013,Hispanic,2019 Dollars,Lowest,10770
2013,Hispanic,2019 Dollars,Second,26819
2013,Hispanic,2019 Dollars,Middle,43560
2013,Hispanic,2019 Dollars,Fourth,71157
2013,Hispanic,2019 Dollars,Highest,164378
2013,Hispanic,2019 Dollars,Top 5%,289549
2012,Hispanic,2019 Dollars,Lowest,10234
2012,Hispanic,2019 Dollars,Second,26506
2012,Hispanic,2019 Dollars,Middle,43496
2012,Hispanic,2019 Dollars,Fourth,68861
2012,Hispanic,2019 Dollars,Highest,148881
2012,Hispanic,2019 Dollars,Top 5%,253361
2011,Hispanic,2019 Dollars,Lowest,10474
2011,Hispanic,2019 Dollars,Second,27185
2011,Hispanic,2019 Dollars,Middle,43908
2011,Hispanic,2019 Dollars,Fourth,68434
2011,Hispanic,2019 Dollars,Highest,148188
2011,Hispanic,2019 Dollars,Top 5%,248483
2010,Hispanic,2019 Dollars,Lowest,10512
2010,Hispanic,2019 Dollars,Second,27113
2010,Hispanic,2019 Dollars,Middle,44514
2010,Hispanic,2019 Dollars,Fourth,70574
2010,Hispanic,2019 Dollars,Highest,149249
2010,Hispanic,2019 Dollars,Top 5%,249056
2009,Hispanic,2019 Dollars,Lowest,11502
2009,Hispanic,2019 Dollars,Second,28118
2009,Hispanic,2019 Dollars,Middle,45714
2009,Hispanic,2019 Dollars,Fourth,72196
2009,Hispanic,2019 Dollars,Highest,154404
2009,Hispanic,2019 Dollars,Top 5%,260870
2008,Hispanic,2019 Dollars,Lowest,11282
2008,Hispanic,2019 Dollars,Second,28229
2008,Hispanic,2019 Dollars,Middle,45247
