year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution
2003,Asian Alone,4040000,77612,2508,97501,2840,"$35,000 to $49,999",7.8
2003,Asian Alone,4040000,77612,2508,97501,2840,"$50,000 to $74,999",15.6
2003,Asian Alone,4040000,77612,2508,97501,2840,"$75,000 to $99,999",13.1
2003,Asian Alone,4040000,77612,2508,97501,2840,"$100,000 to $149,999",18.6
2003,Asian Alone,4040000,77612,2508,97501,2840,"$150,000 to $199,999",9.3
2003,Asian Alone,4040000,77612,2508,97501,2840,"$200,000 and over",10.3
2002,Asian Alone,3917000,74995,2159,99821,3202,"Under $15,000",8.4
2002,Asian Alone,3917000,74995,2159,99821,3202,"$15,000 to $24,999",6.6
2002,Asian Alone,3917000,74995,2159,99821,3202,"$25,000 to $34,999",7.2
2002,Asian Alone,3917000,74995,2159,99821,3202,"$35,000 to $49,999",11.5
2002,Asian Alone,3917000,74995,2159,99821,3202,"$50,000 to $74,999",16.3
2002,Asian Alone,3917000,74995,2159,99821,3202,"$75,000 to $99,999",12.5
2002,Asian Alone,3917000,74995,2159,99821,3202,"$100,000 to $149,999",18.8
2002,Asian Alone,3917000,74995,2159,99821,3202,"$150,000 to $199,999",8.8
2002,Asian Alone,3917000,74995,2159,99821,3202,"$200,000 and over",9.8
2001,Asian Alone,4071000,77638,3048,105899,4112,"Under $15,000",8.6
2001,Asian Alone,4071000,77638,3048,105899,4112,"$15,000 to $24,999",6.5
2001,Asian Alone,4071000,77638,3048,105899,4112,"$25,000 to $34,999",6.7
2001,Asian Alone,4071000,77638,3048,105899,4112,"$35,000 to $49,999",10.2
2001,Asian Alone,4071000,77638,3048,105899,4112,"$50,000 to $74,999",16.4
2001,Asian Alone,4071000,77638,3048,105899,4112,"$75,000 to $99,999",13.5
2001,Asian Alone,4071000,77638,3048,105899,4112,"$100,000 to $149,999",18.2
2001,Asian Alone,4071000,77638,3048,105899,4112,"$150,000 to $199,999",9.7
2001,Asian Alone,4071000,77638,3048,105899,4112,"$200,000 and over",10.3
2000,Asian Alone,3963000,83007,2329,108375,3700,"Under $15,000",7.7
2000,Asian Alone,3963000,83007,2329,108375,3700,"$15,000 to $24,999",6
2000,Asian Alone,3963000,83007,2329,108375,3700,"$25,000 to $34,999",6.1
2000,Asian Alone,3963000,83007,2329,108375,3700,"$35,000 to $49,999",10.4
2000,Asian Alone,3963000,83007,2329,108375,3700,"$50,000 to $74,999",15.9
2000,Asian Alone,3963000,83007,2329,108375,3700,"$75,000 to $99,999",13.4
2000,Asian Alone,3963000,83007,2329,108375,3700,"$100,000 to $149,999",19.3
2000,Asian Alone,3963000,83007,2329,108375,3700,"$150,000 to $199,999",10.3
2000,Asian Alone,3963000,83007,2329,108375,3700,"$200,000 and over",10.9
1999,Asian Alone,3742000,78440,4548,103725,4325,"Under $15,000",8.5
1999,Asian Alone,3742000,78440,4548,103725,4325,"$15,000 to $24,999",7
1999,Asian Alone,3742000,78440,4548,103725,4325,"$25,000 to $34,999",5.8
1999,Asian Alone,3742000,78440,4548,103725,4325,"$35,000 to $49,999",10.4
1999,Asian Alone,3742000,78440,4548,103725,4325,"$50,000 to $74,999",16.7
1999,Asian Alone,3742000,78440,4548,103725,4325,"$75,000 to $99,999",12.6
1999,Asian Alone,3742000,78440,4548,103725,4325,"$100,000 to $149,999",17.4
1999,Asian Alone,3742000,78440,4548,103725,4325,"$150,000 to $199,999",9.3
1999,Asian Alone,3742000,78440,4548,103725,4325,"$200,000 and over",12.3
1998,Asian Alone,3308000,73315,3357,94648,4497,"Under $15,000",8.7
1998,Asian Alone,3308000,73315,3357,94648,4497,"$15,000 to $24,999",7.5
1998,Asian Alone,3308000,73315,3357,94648,4497,"$25,000 to $34,999",6.7
1998,Asian Alone,3308000,73315,3357,94648,4497,"$35,000 to $49,999",11.3
1998,Asian Alone,3308000,73315,3357,94648,4497,"$50,000 to $74,999",17
1998,Asian Alone,3308000,73315,3357,94648,4497,"$75,000 to $99,999",12.4
1998,Asian Alone,3308000,73315,3357,94648,4497,"$100,000 to $149,999",19.9
1998,Asian Alone,3308000,73315,3357,94648,4497,"$150,000 to $199,999",8.8
1998,Asian Alone,3308000,73315,3357,94648,4497,"$200,000 and over",7.9
1997,Asian Alone,3125000,72096,3297,93830,4783,"Under $15,000",9.3
1997,Asian Alone,3125000,72096,3297,93830,4783,"$15,000 to $24,999",7.9
1997,Asian Alone,3125000,72096,3297,93830,4783,"$25,000 to $34,999",6.5
1997,Asian Alone,3125000,72096,3297,93830,4783,"$35,000 to $49,999",10.1
1997,Asian Alone,3125000,72096,3297,93830,4783,"$50,000 to $74,999",18.3
1997,Asian Alone,3125000,72096,3297,93830,4783,"$75,000 to $99,999",13.9
1997,Asian Alone,3125000,72096,3297,93830,4783,"$100,000 to $149,999",17.3
1997,Asian Alone,3125000,72096,3297,93830,4783,"$150,000 to $199,999",9
1997,Asian Alone,3125000,72096,3297,93830,4783,"$200,000 and over",7.7
1996,Asian Alone,2998000,70443,4153,92045,5430,"Under $15,000",10.4
1996,Asian Alone,2998000,70443,4153,92045,5430,"$15,000 to $24,999",7.4
1996,Asian Alone,2998000,70443,4153,92045,5430,"$25,000 to $34,999",6.7
1996,Asian Alone,2998000,70443,4153,92045,5430,"$35,000 to $49,999",10.9
1996,Asian Alone,2998000,70443,4153,92045,5430,"$50,000 to $74,999",17.8
1996,Asian Alone,2998000,70443,4153,92045,5430,"$75,000 to $99,999",12.2
1996,Asian Alone,2998000,70443,4153,92045,5430,"$100,000 to $149,999",18.7
1996,Asian Alone,2998000,70443,4153,92045,5430,"$150,000 to $199,999",9.6
1996,Asian Alone,2998000,70443,4153,92045,5430,"$200,000 and over",6.4
1995,Asian Alone,2777000,67870,2801,92292,6125,"Under $15,000",9.7
1995,Asian Alone,2777000,67870,2801,92292,6125,"$15,000 to $24,999",8.5
1995,Asian Alone,2777000,67870,2801,92292,6125,"$25,000 to $34,999",8.1
1995,Asian Alone,2777000,67870,2801,92292,6125,"$35,000 to $49,999",9.5
1995,Asian Alone,2777000,67870,2801,92292,6125,"$50,000 to $74,999",18.5
1995,Asian Alone,2777000,67870,2801,92292,6125,"$75,000 to $99,999",14.4
1995,Asian Alone,2777000,67870,2801,92292,6125,"$100,000 to $149,999",17.2
1995,Asian Alone,2777000,67870,2801,92292,6125,"$150,000 to $199,999",7.1
1995,Asian Alone,2777000,67870,2801,92292,6125,"$200,000 and over",7.1
1994,Asian Alone,2040000,69279,4319,89953,5273,"Under $15,000",9.6
1994,Asian Alone,2040000,69279,4319,89953,5273,"$15,000 to $24,999",8.9
1994,Asian Alone,2040000,69279,4319,89953,5273,"$25,000 to $34,999",7.1
1994,Asian Alone,2040000,69279,4319,89953,5273,"$35,000 to $49,999",10.6
1994,Asian Alone,2040000,69279,4319,89953,5273,"$50,000 to $74,999",17.3
1994,Asian Alone,2040000,69279,4319,89953,5273,"$75,000 to $99,999",13.3
1994,Asian Alone,2040000,69279,4319,89953,5273,"$100,000 to $149,999",18.3
1994,Asian Alone,2040000,69279,4319,89953,5273,"$150,000 to $199,999",7.6
1994,Asian Alone,2040000,69279,4319,89953,5273,"$200,000 and over",7.3
1993,Asian Alone,2233000,66996,5420,87781,5814,"Under $15,000",11.6
1993,Asian Alone,2233000,66996,5420,87781,5814,"$15,000 to $24,999",8.6
1993,Asian Alone,2233000,66996,5420,87781,5814,"$25,000 to $34,999",8.4
1993,Asian Alone,2233000,66996,5420,87781,5814,"$35,000 to $49,999",10.9
1993,Asian Alone,2233000,66996,5420,87781,5814,"$50,000 to $74,999",15.2
1993,Asian Alone,2233000,66996,5420,87781,5814,"$75,000 to $99,999",13.1
1993,Asian Alone,2233000,66996,5420,87781,5814,"$100,000 to $149,999",19
1993,Asian Alone,2233000,66996,5420,87781,5814,"$150,000 to $199,999",7.2
1993,Asian Alone,2233000,66996,5420,87781,5814,"$200,000 and over",6.1
1992,Asian Alone,2262000,67707,3215,83915,3795,"Under $15,000",9.7
1992,Asian Alone,2262000,67707,3215,83915,3795,"$15,000 to $24,999",8.1
1992,Asian Alone,2262000,67707,3215,83915,3795,"$25,000 to $34,999",8.7
1992,Asian Alone,2262000,67707,3215,83915,3795,"$35,000 to $49,999",10.3
1992,Asian Alone,2262000,67707,3215,83915,3795,"$50,000 to $74,999",18.9
1992,Asian Alone,2262000,67707,3215,83915,3795,"$75,000 to $99,999",13.5
1992,Asian Alone,2262000,67707,3215,83915,3795,"$100,000 to $149,999",17.5
1992,Asian Alone,2262000,67707,3215,83915,3795,"$150,000 to $199,999",7.3
1992,Asian Alone,2262000,67707,3215,83915,3795,"$200,000 and over",6
1991,Asian Alone,2094000,66909,3551,84952,4119,"Under $15,000",10
1991,Asian Alone,2094000,66909,3551,84952,4119,"$15,000 to $24,999",7.4
1991,Asian Alone,2094000,66909,3551,84952,4119,"$25,000 to $34,999",8.1
1991,Asian Alone,2094000,66909,3551,84952,4119,"$35,000 to $49,999",12.8
1991,Asian Alone,2094000,66909,3551,84952,4119,"$50,000 to $74,999",17.5
1991,Asian Alone,2094000,66909,3551,84952,4119,"$75,000 to $99,999",13.5
1991,Asian Alone,2094000,66909,3551,84952,4119,"$100,000 to $149,999",17.1
1991,Asian Alone,2094000,66909,3551,84952,4119,"$150,000 to $199,999",7.8
1991,Asian Alone,2094000,66909,3551,84952,4119,"$200,000 and over",5.9
1990,Asian Alone,1958000,73150,3565,88298,4112,"Under $15,000",8.3
1990,Asian Alone,1958000,73150,3565,88298,4112,"$15,000 to $24,999",7.5
1990,Asian Alone,1958000,73150,3565,88298,4112,"$25,000 to $34,999",8
1990,Asian Alone,1958000,73150,3565,88298,4112,"$35,000 to $49,999",10.1
1990,Asian Alone,1958000,73150,3565,88298,4112,"$50,000 to $74,999",17.5
1990,Asian Alone,1958000,73150,3565,88298,4112,"$75,000 to $99,999",16.3
1990,Asian Alone,1958000,73150,3565,88298,4112,"$100,000 to $149,999",17.5
1990,Asian Alone,1958000,73150,3565,88298,4112,"$150,000 to $199,999",8
1990,Asian Alone,1958000,73150,3565,88298,4112,"$200,000 and over",6.8
1989,Asian Alone,1988000,72070,3205,89593,4289,"Under $15,000",7.6
1989,Asian Alone,1988000,72070,3205,89593,4289,"$15,000 to $24,999",7.9
1989,Asian Alone,1988000,72070,3205,89593,4289,"$25,000 to $34,999",7.2
1989,Asian Alone,1988000,72070,3205,89593,4289,"$35,000 to $49,999",10.6
1989,Asian Alone,1988000,72070,3205,89593,4289,"$50,000 to $74,999",19.2
1989,Asian Alone,1988000,72070,3205,89593,4289,"$75,000 to $99,999",14.9
1989,Asian Alone,1988000,72070,3205,89593,4289,"$100,000 to $149,999",17.9
1989,Asian Alone,1988000,72070,3205,89593,4289,"$150,000 to $199,999",8.1
1989,Asian Alone,1988000,72070,3205,89593,4289,"$200,000 and over",6.7
1988,Asian Alone,1913000,67230,4545,84053,4130,"Under $15,000",8.1
1988,Asian Alone,1913000,67230,4545,84053,4130,"$15,000 to $24,999",8.7
1988,Asian Alone,1913000,67230,4545,84053,4130,"$25,000 to $34,999",9
1988,Asian Alone,1913000,67230,4545,84053,4130,"$35,000 to $49,999",10.9
1988,Asian Alone,1913000,67230,4545,84053,4130,"$50,000 to $74,999",17.7
1988,Asian Alone,1913000,67230,4545,84053,4130,"$75,000 to $99,999",14.8
1988,Asian Alone,1913000,67230,4545,84053,4130,"$100,000 to $149,999",16.9
1988,Asian Alone,1913000,67230,4545,84053,4130,"$150,000 to $199,999",7.8
1988,Asian Alone,1913000,67230,4545,84053,4130,"$200,000 and over",6.1
1987,Asian Alone,NA,69570,4254,NA,NA,"Under $15,000",10
1987,Asian Alone,NA,69570,4254,NA,NA,"$15,000 to $24,999",9
1987,Asian Alone,NA,69570,4254,NA,NA,"$25,000 to $34,999",8.8
1987,Asian Alone,NA,69570,4254,NA,NA,"$35,000 to $49,999",10
1987,Asian Alone,NA,69570,4254,NA,NA,"$50,000 to $74,999",15.9
1987,Asian Alone,NA,69570,4254,NA,NA,"$75,000 to $99,999",14.7
1987,Asian Alone,NA,69570,4254,NA,NA,"$100,000 to $149,999",18.5
1987,Asian Alone,NA,69570,4254,NA,NA,"$150,000 to $199,999",7.9
1987,Asian Alone,NA,69570,4254,NA,NA,"$200,000 and over",5.2
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"Under $15,000",10.7
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$15,000 to $24,999",8.8
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$25,000 to $34,999",10.5
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$35,000 to $49,999",14.1
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$50,000 to $74,999",19.5
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$75,000 to $99,999",12.2
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$100,000 to $149,999",13
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$150,000 to $199,999",5.9
2019,Hispanic (Any Race),17667000,56113,1173,75058,1621,"$200,000 and over",5.3
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"Under $15,000",11.2
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$15,000 to $24,999",10.9
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$25,000 to $34,999",10.7
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$35,000 to $49,999",15
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$50,000 to $74,999",18.6
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$75,000 to $99,999",12.8
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$100,000 to $149,999",11.6
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$150,000 to $199,999",4.8
2018,Hispanic (Any Race),17758000,52382,748,72230,1648,"$200,000 and over",4.4
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"Under $15,000",11.6
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$15,000 to $24,999",10.3
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$25,000 to $34,999",11.4
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$35,000 to $49,999",14.3
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$50,000 to $74,999",18.5
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$75,000 to $99,999",12.5
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$100,000 to $149,999",12.2
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$150,000 to $199,999",4.9
2017,Hispanic (Any Race),17318000,52654,751,71252,1482,"$200,000 and over",4.3
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"Under $15,000",11.9
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$15,000 to $24,999",10.8
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$25,000 to $34,999",11.3
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$35,000 to $49,999",15.4
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$50,000 to $74,999",18
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$75,000 to $99,999",12.3
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$100,000 to $149,999",12
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$150,000 to $199,999",4.6
2016,Hispanic (Any Race),16915000,50791,1185,71182,1416,"$200,000 and over",3.9
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"Under $15,000",12.6
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$15,000 to $24,999",11.9
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$25,000 to $34,999",12.4
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$35,000 to $49,999",14.6
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$50,000 to $74,999",17.5
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$75,000 to $99,999",11.9
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$100,000 to $149,999",10.7
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$150,000 to $199,999",4.4
2015,Hispanic (Any Race),16667000,48719,1092,68644,1486,"$200,000 and over",3.8
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"Under $15,000",13.5
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$15,000 to $24,999",13.2
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$25,000 to $34,999",11.9
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$35,000 to $49,999",15
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$50,000 to $74,999",17.9
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$75,000 to $99,999",11.6
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$100,000 to $149,999",10.7
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$150,000 to $199,999",3.5
2014,Hispanic (Any Race),16239000,45931,918,62192,1166,"$200,000 and over",2.7
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"Under $15,000",13.7
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$15,000 to $24,999",13.4
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$25,000 to $34,999",13.2
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$35,000 to $49,999",16.1
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$50,000 to $74,999",16.2
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$75,000 to $99,999",9.9
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$100,000 to $149,999",9.7
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$150,000 to $199,999",4
2013,Hispanic (Any Race),16088000,43627,2148,63337,3078,"$200,000 and over",3.6
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"Under $15,000",15.1
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$15,000 to $24,999",13
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$25,000 to $34,999",13.2
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$35,000 to $49,999",14.8
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$50,000 to $74,999",18.2
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$75,000 to $99,999",10.2
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$100,000 to $149,999",9.7
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$150,000 to $199,999",3.4
2012,Hispanic (Any Race),15589000,43512,980,59595,1281,"$200,000 and over",2.5
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"Under $15,000",14.7
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$15,000 to $24,999",12.1
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$25,000 to $34,999",13.5
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$35,000 to $49,999",15.8
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$50,000 to $74,999",18.4
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$75,000 to $99,999",9.7
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$100,000 to $149,999",9.7
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$150,000 to $199,999",3.7
2011,Hispanic (Any Race),14939000,44000,1025,59639,1113,"$200,000 and over",2.5
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"Under $15,000",14.6
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$15,000 to $24,999",12.8
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$25,000 to $34,999",12.3
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$35,000 to $49,999",15.7
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$50,000 to $74,999",17.7
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$75,000 to $99,999",11
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$100,000 to $149,999",9.6
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$150,000 to $199,999",3.8
2010,Hispanic (Any Race),14435000,44220,1125,60393,1276,"$200,000 and over",2.3
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"Under $15,000",13.5
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$15,000 to $24,999",12.9
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$25,000 to $34,999",12.1
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$35,000 to $49,999",15.8
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$50,000 to $74,999",18
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$75,000 to $99,999",10.8
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$100,000 to $149,999",10.6
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$150,000 to $199,999",3.5
2009,Hispanic (Any Race),13298000,45437,986,62386,1126,"$200,000 and over",2.9
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"Under $15,000",13.8
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$15,000 to $24,999",13
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$25,000 to $34,999",11.1
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$35,000 to $49,999",17.6
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$50,000 to $74,999",17.5
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$75,000 to $99,999",10.3
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$100,000 to $149,999",10.6
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$150,000 to $199,999",3.7
2008,Hispanic (Any Race),13425000,45129,952,61387,1046,"$200,000 and over",2.5
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"Under $15,000",12.5
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$15,000 to $24,999",12.3
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$25,000 to $34,999",11.5
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$35,000 to $49,999",16.6
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$50,000 to $74,999",18.6
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$75,000 to $99,999",11.9
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$100,000 to $149,999",10.5
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$150,000 to $199,999",3.5
2007,Hispanic (Any Race),13339000,47809,1057,62826,1088,"$200,000 and over",2.6
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"Under $15,000",12.1
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$15,000 to $24,999",11.5
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$25,000 to $34,999",12.2
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$35,000 to $49,999",15.8
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$50,000 to $74,999",19.5
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$75,000 to $99,999",11.5
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$100,000 to $149,999",10.8
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$150,000 to $199,999",4
2006,Hispanic (Any Race),12973000,48023,1056,64286,1213,"$200,000 and over",2.7
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"Under $15,000",12.4
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$15,000 to $24,999",12
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$25,000 to $34,999",12.3
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$35,000 to $49,999",16.5
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$50,000 to $74,999",19.2
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$75,000 to $99,999",11.5
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$100,000 to $149,999",9.9
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$150,000 to $199,999",3.5
2005,Hispanic (Any Race),12519000,47200,771,61859,1023,"$200,000 and over",2.6
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"Under $15,000",12.7
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$15,000 to $24,999",12
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$25,000 to $34,999",13.2
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$35,000 to $49,999",15.7
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$50,000 to $74,999",19.5
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$75,000 to $99,999",10.5
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$100,000 to $149,999",10.4
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$150,000 to $199,999",3.4
2004,Hispanic (Any Race),12178000,46497,1071,62244,1252,"$200,000 and over",2.6
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"Under $15,000",12.3
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$15,000 to $24,999",12
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$25,000 to $34,999",13.3
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$35,000 to $49,999",16
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$50,000 to $74,999",18.7
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$75,000 to $99,999",11.2
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$100,000 to $149,999",10.5
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$150,000 to $199,999",3.2
2003,Hispanic (Any Race),11693000,45978,1052,61962,1128,"$200,000 and over",2.8
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"Under $15,000",12
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$15,000 to $24,999",11.8
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$25,000 to $34,999",11.9
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$35,000 to $49,999",17.3
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$50,000 to $74,999",18.4
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$75,000 to $99,999",11.8
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$100,000 to $149,999",10.7
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$150,000 to $199,999",3.4
2002,Hispanic (Any Race),11339000,47174,1130,63967,1407,"$200,000 and over",2.7
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"Under $15,000",11.4
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$15,000 to $24,999",12.6
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$25,000 to $34,999",11.5
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$35,000 to $49,999",16
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$50,000 to $74,999",19.4
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$75,000 to $99,999",11.6
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$100,000 to $149,999",11.2
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$150,000 to $199,999",3.6
2001,Hispanic (Any Race),10499000,48586,1014,64245,1336,"$200,000 and over",2.7
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"Under $15,000",11.3
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$15,000 to $24,999",11.9
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$25,000 to $34,999",11.6
