species,date,geo_group,region,median,q1,q3
salmon,2023-02-01,county,Agder & Rogaland,0.76,0.45,1.45
salmon,2023-03-01,county,Agder & Rogaland,0.73,0.4,1.6
salmon,2023-04-01,county,Agder & Rogaland,0.65,0.21,0.96
salmon,2023-05-01,county,Agder & Rogaland,0.61,0.26,1.28
salmon,2023-06-01,county,Agder & Rogaland,0.72,0.42,1.61
salmon,2023-07-01,county,Agder & Rogaland,0.41,0.22,0.92
salmon,2023-08-01,county,Agder & Rogaland,0.97,0.43,1.8
salmon,2023-09-01,county,Agder & Rogaland,1.04,0.58,2.31
salmon,2023-10-01,county,Agder & Rogaland,0.96,0.46,1.57
salmon,2023-11-01,county,Agder & Rogaland,0.65,0.29,1.43
salmon,2023-12-01,county,Agder & Rogaland,0.85,0.28,2.14
salmon,2024-01-01,county,Agder & Rogaland,0.73,0.3,1.57
salmon,2024-02-01,county,Agder & Rogaland,0.57,0.27,1.26
salmon,2024-03-01,county,Agder & Rogaland,0.52,0.23,1.22
salmon,2024-04-01,county,Agder & Rogaland,0.57,0.24,1.01
salmon,2024-05-01,county,Agder & Rogaland,0.31,0.21,0.73
salmon,2024-06-01,county,Agder & Rogaland,0.28,0.17,0.64
salmon,2024-07-01,county,Agder & Rogaland,0.56,0.28,1.45
salmon,2024-08-01,county,Agder & Rogaland,0.69,0.28,2.21
salmon,2024-09-01,county,Agder & Rogaland,0.93,0.37,1.91
salmon,2024-10-01,county,Agder & Rogaland,0.7,0.3,1.16
salmon,2024-11-01,county,Agder & Rogaland,0.51,0.25,1.11
salmon,2024-12-01,county,Agder & Rogaland,0.57,0.29,1.43
salmon,2025-01-01,county,Agder & Rogaland,0.52,0.24,0.87
salmon,2025-02-01,county,Agder & Rogaland,0.59,0.21,1.18
salmon,2025-03-01,county,Agder & Rogaland,0.53,0.22,1.12
salmon,2025-04-01,county,Agder & Rogaland,0.54,0.26,0.98
salmon,2025-05-01,county,Agder & Rogaland,0.57,0.2,1.65
salmon,2025-06-01,county,Agder & Rogaland,0.59,0.29,1.56
salmon,2025-07-01,county,Agder & Rogaland,0.68,0.38,1.23
salmon,2025-08-01,county,Agder & Rogaland,0.82,0.31,2.35
salmon,2025-09-01,county,Agder & Rogaland,0.85,0.5,2.05
salmon,2025-10-01,county,Agder & Rogaland,1.02,0.41,2.4
salmon,2025-11-01,county,Agder & Rogaland,0.61,0.32,1.11
salmon,2025-12-01,county,Agder & Rogaland,0.47,0.3,1.12
salmon,2020-01-01,county,Vestland,0.95,0.32,2.34
salmon,2020-02-01,county,Vestland,0.81,0.3,1.75
salmon,2020-03-01,county,Vestland,0.87,0.45,2.14
salmon,2020-04-01,county,Vestland,0.9,0.32,2.12
salmon,2020-05-01,county,Vestland,0.56,0.21,1.55
salmon,2020-06-01,county,Vestland,0.55,0.22,1.74
salmon,2020-07-01,county,Vestland,0.55,0.2,1.8
salmon,2020-08-01,county,Vestland,0.71,0.3,2.01
salmon,2020-09-01,county,Vestland,0.58,0.28,1.32
salmon,2020-10-01,county,Vestland,0.75,0.3,2.72
salmon,2020-11-01,county,Vestland,0.66,0.27,2.76
salmon,2020-12-01,county,Vestland,0.75,0.38,2.37
salmon,2021-01-01,county,Vestland,1.03,0.35,2.27
salmon,2021-02-01,county,Vestland,1.03,0.41,2.43
salmon,2021-03-01,county,Vestland,1.41,0.68,2.67
salmon,2021-04-01,county,Vestland,1.34,0.5,2.77
salmon,2021-05-01,county,Vestland,0.84,0.3,2.87
salmon,2021-06-01,county,Vestland,0.78,0.23,2.46
salmon,2021-07-01,county,Vestland,0.73,0.23,1.65
salmon,2021-08-01,county,Vestland,0.7,0.31,2.06
salmon,2021-09-01,county,Vestland,0.78,0.36,1.82
salmon,2021-10-01,county,Vestland,0.62,0.32,1.95
salmon,2021-11-01,county,Vestland,0.54,0.25,2.18
salmon,2021-12-01,county,Vestland,1.1,0.42,2.75
salmon,2022-01-01,county,Vestland,1.12,0.55,2.51
salmon,2022-02-01,county,Vestland,0.97,0.42,2.22
salmon,2022-03-01,county,Vestland,1.08,0.49,2.55
salmon,2022-04-01,county,Vestland,0.99,0.4,2.6
salmon,2022-05-01,county,Vestland,0.65,0.25,2.28
salmon,2022-06-01,county,Vestland,0.59,0.26,1.79
salmon,2022-07-01,county,Vestland,0.61,0.26,1.43
salmon,2022-08-01,county,Vestland,0.61,0.29,2.01
salmon,2022-09-01,county,Vestland,0.67,0.34,2.18
salmon,2022-10-01,county,Vestland,0.79,0.37,2.28
salmon,2022-11-01,county,Vestland,1.08,0.41,3
salmon,2022-12-01,county,Vestland,1.17,0.48,3.36
salmon,2023-01-01,county,Vestland,1.59,0.79,3.36
salmon,2023-02-01,county,Vestland,1.33,0.68,2.44
salmon,2023-03-01,county,Vestland,1.26,0.61,3.02
salmon,2023-04-01,county,Vestland,1.05,0.43,2.12
salmon,2023-05-01,county,Vestland,0.75,0.36,2.19
salmon,2023-06-01,county,Vestland,0.59,0.19,1.88
salmon,2023-07-01,county,Vestland,0.44,0.17,1.42
salmon,2023-08-01,county,Vestland,0.45,0.19,1.81
salmon,2023-09-01,county,Vestland,0.63,0.24,2.68
salmon,2023-10-01,county,Vestland,0.61,0.27,2.18
salmon,2023-11-01,county,Vestland,1,0.38,2.82
salmon,2023-12-01,county,Vestland,1.26,0.52,3.72
salmon,2024-01-01,county,Vestland,1.19,0.47,2.58
salmon,2024-02-01,county,Vestland,1.07,0.41,2.2
salmon,2024-03-01,county,Vestland,1.01,0.45,1.89
salmon,2024-04-01,county,Vestland,0.93,0.43,1.71
salmon,2024-05-01,county,Vestland,0.45,0.22,1.58
salmon,2024-06-01,county,Vestland,0.39,0.17,1.02
salmon,2024-07-01,county,Vestland,0.47,0.22,0.97
salmon,2024-08-01,county,Vestland,0.5,0.25,1.61
salmon,2024-09-01,county,Vestland,0.52,0.29,1.43
salmon,2024-10-01,county,Vestland,0.6,0.36,1.74
salmon,2024-11-01,county,Vestland,0.51,0.3,1.19
salmon,2024-12-01,county,Vestland,0.63,0.33,1.24
salmon,2025-01-01,county,Vestland,0.63,0.33,1.6
salmon,2025-02-01,county,Vestland,0.68,0.35,1.53
salmon,2025-03-01,county,Vestland,0.65,0.34,1.6
salmon,2025-04-01,county,Vestland,0.71,0.36,1.3
salmon,2025-05-01,county,Vestland,0.5,0.25,1.23
salmon,2025-06-01,county,Vestland,0.54,0.22,1.25
salmon,2025-07-01,county,Vestland,0.67,0.25,1.92
salmon,2025-08-01,county,Vestland,0.72,0.28,1.62
salmon,2025-09-01,county,Vestland,0.86,0.34,2.38
salmon,2025-10-01,county,Vestland,0.81,0.37,1.9
salmon,2025-11-01,county,Vestland,0.74,0.32,1.82
salmon,2025-12-01,county,Vestland,0.71,0.32,1.67
salmon,2020-01-01,county,Møre og Romsdal,0.81,0.48,1.57
salmon,2020-02-01,county,Møre og Romsdal,0.71,0.3,1.21
salmon,2020-03-01,county,Møre og Romsdal,0.46,0.23,1.2
salmon,2020-04-01,county,Møre og Romsdal,0.65,0.36,1.39
salmon,2020-05-01,county,Møre og Romsdal,0.45,0.21,0.97
salmon,2020-06-01,county,Møre og Romsdal,0.22,0.1,0.55
salmon,2020-07-01,county,Møre og Romsdal,0.26,0.16,0.46
salmon,2020-08-01,county,Møre og Romsdal,0.31,0.19,0.71
salmon,2020-09-01,county,Møre og Romsdal,0.36,0.18,0.72
salmon,2020-10-01,county,Møre og Romsdal,0.38,0.2,0.85
salmon,2020-11-01,county,Møre og Romsdal,0.35,0.2,0.84
salmon,2020-12-01,county,Møre og Romsdal,0.59,0.23,1.32
salmon,2021-01-01,county,Møre og Romsdal,0.48,0.26,1.36
salmon,2021-02-01,county,Møre og Romsdal,0.51,0.21,1.69
salmon,2021-03-01,county,Møre og Romsdal,0.9,0.29,2.4
salmon,2021-04-01,county,Møre og Romsdal,0.85,0.31,1.64
salmon,2021-05-01,county,Møre og Romsdal,0.82,0.34,1.59
salmon,2021-06-01,county,Møre og Romsdal,0.54,0.24,1.24
salmon,2021-07-01,county,Møre og Romsdal,0.68,0.3,1.8
salmon,2021-08-01,county,Møre og Romsdal,0.73,0.3,1.61
salmon,2021-09-01,county,Møre og Romsdal,0.76,0.41,1.92
salmon,2021-10-01,county,Møre og Romsdal,0.65,0.31,1.31
salmon,2021-11-01,county,Møre og Romsdal,0.58,0.24,1.22
salmon,2021-12-01,county,Møre og Romsdal,0.93,0.47,1.81
salmon,2022-01-01,county,Møre og Romsdal,0.82,0.42,1.67
salmon,2022-02-01,county,Møre og Romsdal,0.88,0.47,1.79
salmon,2022-03-01,county,Møre og Romsdal,0.88,0.43,2.27
salmon,2022-04-01,county,Møre og Romsdal,1.26,0.37,2.11
salmon,2022-05-01,county,Møre og Romsdal,0.59,0.35,1.23
salmon,2022-06-01,county,Møre og Romsdal,0.35,0.2,0.78
salmon,2022-07-01,county,Møre og Romsdal,0.47,0.22,0.83
salmon,2022-08-01,county,Møre og Romsdal,0.4,0.24,0.8
salmon,2022-09-01,county,Møre og Romsdal,0.41,0.24,0.83
salmon,2022-10-01,county,Møre og Romsdal,0.35,0.22,0.75
salmon,2022-11-01,county,Møre og Romsdal,0.54,0.29,1.4
salmon,2022-12-01,county,Møre og Romsdal,0.56,0.25,1.35
salmon,2023-01-01,county,Møre og Romsdal,0.84,0.35,1.86
salmon,2023-02-01,county,Møre og Romsdal,0.86,0.31,1.66
salmon,2023-03-01,county,Møre og Romsdal,0.91,0.4,2.05
salmon,2023-04-01,county,Møre og Romsdal,0.8,0.46,1.91
salmon,2023-05-01,county,Møre og Romsdal,0.72,0.45,1.6
salmon,2023-06-01,county,Møre og Romsdal,1.16,0.45,2.01
salmon,2023-07-01,county,Møre og Romsdal,0.74,0.39,1.23
salmon,2023-08-01,county,Møre og Romsdal,0.72,0.4,1.46
salmon,2023-09-01,county,Møre og Romsdal,1.11,0.43,2.13
salmon,2023-10-01,county,Møre og Romsdal,1.1,0.52,2.07
salmon,2023-11-01,county,Møre og Romsdal,0.9,0.47,1.64
salmon,2023-12-01,county,Møre og Romsdal,1.04,0.41,2.25
salmon,2024-01-01,county,Møre og Romsdal,0.92,0.47,1.88
salmon,2024-02-01,county,Møre og Romsdal,0.65,0.38,1.61
salmon,2024-03-01,county,Møre og Romsdal,0.72,0.38,1.47
salmon,2024-04-01,county,Møre og Romsdal,0.84,0.49,1.53
salmon,2024-05-01,county,Møre og Romsdal,0.48,0.24,0.92
salmon,2024-06-01,county,Møre og Romsdal,0.38,0.18,0.75
salmon,2024-07-01,county,Møre og Romsdal,0.4,0.19,0.85
salmon,2024-08-01,county,Møre og Romsdal,0.59,0.31,0.95
salmon,2024-09-01,county,Møre og Romsdal,0.53,0.29,1.02
salmon,2024-10-01,county,Møre og Romsdal,0.6,0.25,1.45
salmon,2024-11-01,county,Møre og Romsdal,0.64,0.28,1.51
salmon,2024-12-01,county,Møre og Romsdal,0.78,0.35,1.14
salmon,2025-01-01,county,Møre og Romsdal,1.3,0.47,1.84
salmon,2025-02-01,county,Møre og Romsdal,1.2,0.53,1.71
salmon,2025-03-01,county,Møre og Romsdal,0.94,0.49,1.44
salmon,2025-04-01,county,Møre og Romsdal,1.13,0.57,1.95
salmon,2025-05-01,county,Møre og Romsdal,0.77,0.31,1.53
salmon,2025-06-01,county,Møre og Romsdal,0.66,0.29,1.6
salmon,2025-07-01,county,Møre og Romsdal,1.06,0.45,2.6
salmon,2025-08-01,county,Møre og Romsdal,1.16,0.61,2.51
salmon,2025-09-01,county,Møre og Romsdal,0.61,0.42,1.88
salmon,2025-10-01,county,Møre og Romsdal,0.59,0.33,1.76
salmon,2025-11-01,county,Møre og Romsdal,0.75,0.37,1.21
salmon,2025-12-01,county,Møre og Romsdal,0.73,0.33,1.16
salmon,2020-01-01,county,Trøndelag,0.48,0.17,1.17
salmon,2020-02-01,county,Trøndelag,0.56,0.17,1.77
salmon,2020-03-01,county,Trøndelag,0.51,0.17,0.99
salmon,2020-04-01,county,Trøndelag,0.61,0.28,1.29
salmon,2020-05-01,county,Trøndelag,0.61,0.22,1.21
salmon,2020-06-01,county,Trøndelag,0.48,0.21,0.96
salmon,2020-07-01,county,Trøndelag,0.51,0.29,1.25
salmon,2020-08-01,county,Trøndelag,0.8,0.35,1.55
salmon,2020-09-01,county,Trøndelag,0.66,0.27,1.32
salmon,2020-10-01,county,Trøndelag,0.51,0.22,1.09
salmon,2020-11-01,county,Trøndelag,0.47,0.25,0.92
salmon,2020-12-01,county,Trøndelag,0.63,0.27,1.23
salmon,2021-01-01,county,Trøndelag,0.68,0.33,1.52
salmon,2021-02-01,county,Trøndelag,0.65,0.3,1.92
salmon,2021-03-01,county,Trøndelag,0.75,0.34,1.37
salmon,2021-04-01,county,Trøndelag,1,0.36,2.09
salmon,2021-05-01,county,Trøndelag,0.54,0.23,1.62
salmon,2021-06-01,county,Trøndelag,0.42,0.17,0.76
salmon,2021-07-01,county,Trøndelag,0.45,0.18,0.87
salmon,2021-08-01,county,Trøndelag,0.4,0.23,0.92
salmon,2021-09-01,county,Trøndelag,0.48,0.3,0.8
salmon,2021-10-01,county,Trøndelag,0.52,0.3,1.18
salmon,2021-11-01,county,Trøndelag,0.4,0.23,0.92
salmon,2021-12-01,county,Trøndelag,0.55,0.25,1.23
salmon,2022-01-01,county,Trøndelag,0.54,0.25,1.14
salmon,2022-02-01,county,Trøndelag,0.57,0.28,1.24
salmon,2022-03-01,county,Trøndelag,0.71,0.28,1.68
salmon,2022-04-01,county,Trøndelag,0.73,0.3,1.69
salmon,2022-05-01,county,Trøndelag,0.66,0.33,1.29
salmon,2022-06-01,county,Trøndelag,0.42,0.22,0.78
salmon,2022-07-01,county,Trøndelag,0.68,0.28,1.21
salmon,2022-08-01,county,Trøndelag,0.83,0.3,1.28
salmon,2022-09-01,county,Trøndelag,0.67,0.33,1.38
salmon,2022-10-01,county,Trøndelag,0.82,0.3,1.42
salmon,2022-11-01,county,Trøndelag,0.73,0.34,1.78
salmon,2022-12-01,county,Trøndelag,0.76,0.35,1.75
salmon,2023-01-01,county,Trøndelag,1.06,0.43,2.07
salmon,2023-02-01,county,Trøndelag,0.77,0.54,1.31
salmon,2023-03-01,county,Trøndelag,0.82,0.48,1.39
salmon,2023-04-01,county,Trøndelag,0.82,0.42,1.23
salmon,2023-05-01,county,Trøndelag,0.61,0.36,1.05
salmon,2023-06-01,county,Trøndelag,0.41,0.17,0.96
salmon,2023-07-01,county,Trøndelag,0.4,0.17,0.76
salmon,2023-08-01,county,Trøndelag,0.45,0.26,1.16
salmon,2023-09-01,county,Trøndelag,0.8,0.43,1.54
salmon,2023-10-01,county,Trøndelag,0.56,0.33,1.06
salmon,2023-11-01,county,Trøndelag,0.66,0.29,1.16
salmon,2023-12-01,county,Trøndelag,0.88,0.41,1.72
salmon,2024-01-01,county,Trøndelag,0.78,0.39,1.76
salmon,2024-02-01,county,Trøndelag,1.19,0.57,2.35
salmon,2024-03-01,county,Trøndelag,0.89,0.51,1.63
salmon,2024-04-01,county,Trøndelag,0.72,0.36,1.15
salmon,2024-05-01,county,Trøndelag,0.65,0.3,1.21
salmon,2024-06-01,county,Trøndelag,0.41,0.21,0.94
salmon,2024-07-01,county,Trøndelag,0.74,0.35,1.16
salmon,2024-08-01,county,Trøndelag,0.86,0.39,1.81
salmon,2024-09-01,county,Trøndelag,0.74,0.3,1.38
salmon,2024-10-01,county,Trøndelag,0.58,0.28,1.2
salmon,2024-11-01,county,Trøndelag,0.53,0.27,1.24
salmon,2024-12-01,county,Trøndelag,0.63,0.28,1.59
salmon,2025-01-01,county,Trøndelag,0.85,0.43,1.58
salmon,2025-02-01,county,Trøndelag,0.72,0.37,1.26
salmon,2025-03-01,county,Trøndelag,0.58,0.33,1.13
salmon,2025-04-01,county,Trøndelag,0.77,0.34,1.22
salmon,2025-05-01,county,Trøndelag,0.61,0.21,1.13
salmon,2025-06-01,county,Trøndelag,0.4,0.2,0.71
salmon,2025-07-01,county,Trøndelag,0.64,0.37,1.13
salmon,2025-08-01,county,Trøndelag,0.86,0.38,1.51
salmon,2025-09-01,county,Trøndelag,0.95,0.42,1.62
salmon,2025-10-01,county,Trøndelag,0.83,0.43,1.37
salmon,2025-11-01,county,Trøndelag,0.8,0.29,1.38
salmon,2025-12-01,county,Trøndelag,0.81,0.31,1.54
salmon,2020-01-01,county,Nordland,0.44,0.21,0.81
salmon,2020-02-01,county,Nordland,0.45,0.17,1.03
salmon,2020-03-01,county,Nordland,0.43,0.19,0.91
salmon,2020-04-01,county,Nordland,0.43,0.18,0.9
salmon,2020-05-01,county,Nordland,0.55,0.22,1.22
salmon,2020-06-01,county,Nordland,0.29,0.14,0.72
salmon,2020-07-01,county,Nordland,0.21,0.13,0.53
salmon,2020-08-01,county,Nordland,0.26,0.16,0.56
salmon,2020-09-01,county,Nordland,0.31,0.15,0.6
salmon,2020-10-01,county,Nordland,0.36,0.19,0.85
salmon,2020-11-01,county,Nordland,0.34,0.18,0.68
salmon,2020-12-01,county,Nordland,0.5,0.25,0.88
salmon,2021-01-01,county,Nordland,0.46,0.26,0.77
salmon,2021-02-01,county,Nordland,0.51,0.2,0.8
salmon,2021-03-01,county,Nordland,0.54,0.22,0.88
salmon,2021-04-01,county,Nordland,0.42,0.18,0.9
salmon,2021-05-01,county,Nordland,0.49,0.18,1.25
salmon,2021-06-01,county,Nordland,0.29,0.14,0.62
salmon,2021-07-01,county,Nordland,0.33,0.16,0.79
salmon,2021-08-01,county,Nordland,0.39,0.2,0.65
salmon,2021-09-01,county,Nordland,0.36,0.22,0.66
salmon,2021-10-01,county,Nordland,0.39,0.23,0.83
salmon,2021-11-01,county,Nordland,0.37,0.2,0.71
salmon,2021-12-01,county,Nordland,0.47,0.24,0.79
salmon,2022-01-01,county,Nordland,0.41,0.23,0.86
salmon,2022-02-01,county,Nordland,0.53,0.24,0.99
salmon,2022-03-01,county,Nordland,0.64,0.34,1.45
salmon,2022-04-01,county,Nordland,0.55,0.28,1.07
salmon,2022-05-01,county,Nordland,0.51,0.29,1.11
salmon,2022-06-01,county,Nordland,0.37,0.18,0.88
salmon,2022-07-01,county,Nordland,0.27,0.15,0.54
salmon,2022-08-01,county,Nordland,0.32,0.18,0.7
salmon,2022-09-01,county,Nordland,0.37,0.19,0.69
salmon,2022-10-01,county,Nordland,0.39,0.21,0.71
salmon,2022-11-01,county,Nordland,0.52,0.3,0.9
salmon,2022-12-01,county,Nordland,0.57,0.32,1.14
salmon,2023-01-01,county,Nordland,0.54,0.35,1.18
salmon,2023-02-01,county,Nordland,0.53,0.32,1
salmon,2023-03-01,county,Nordland,0.61,0.29,1.11
salmon,2023-04-01,county,Nordland,0.51,0.23,0.96
salmon,2023-05-01,county,Nordland,0.78,0.35,1.63
salmon,2023-06-01,county,Nordland,0.51,0.28,0.95
salmon,2023-07-01,county,Nordland,0.37,0.19,0.74
salmon,2023-08-01,county,Nordland,0.42,0.22,0.78
salmon,2023-09-01,county,Nordland,0.52,0.29,0.86
salmon,2023-10-01,county,Nordland,0.47,0.29,0.81
salmon,2023-11-01,county,Nordland,0.45,0.28,0.84
salmon,2023-12-01,county,Nordland,0.48,0.27,0.88
salmon,2024-01-01,county,Nordland,0.48,0.26,0.87
salmon,2024-02-01,county,Nordland,0.59,0.36,1.45
salmon,2024-03-01,county,Nordland,0.46,0.24,0.97
salmon,2024-04-01,county,Nordland,0.36,0.19,0.73
salmon,2024-05-01,county,Nordland,0.46,0.22,1.03
salmon,2024-06-01,county,Nordland,0.3,0.16,0.68
salmon,2024-07-01,county,Nordland,0.3,0.16,0.5
salmon,2024-08-01,county,Nordland,0.45,0.26,0.78
salmon,2024-09-01,county,Nordland,0.39,0.21,0.77
salmon,2024-10-01,county,Nordland,0.39,0.22,0.67
salmon,2024-11-01,county,Nordland,0.36,0.21,0.66
salmon,2024-12-01,county,Nordland,0.43,0.21,0.91
salmon,2025-01-01,county,Nordland,0.45,0.19,0.9
salmon,2025-02-01,county,Nordland,0.36,0.21,0.72
salmon,2025-03-01,county,Nordland,0.4,0.16,0.74
salmon,2025-04-01,county,Nordland,0.37,0.16,0.68
salmon,2025-05-01,county,Nordland,0.44,0.2,0.94
salmon,2025-06-01,county,Nordland,0.32,0.18,0.55
salmon,2025-07-01,county,Nordland,0.34,0.19,0.57
salmon,2025-08-01,county,Nordland,0.38,0.2,0.87
salmon,2025-09-01,county,Nordland,0.38,0.21,0.78
salmon,2025-10-01,county,Nordland,0.34,0.16,0.65
salmon,2025-11-01,county,Nordland,0.34,0.2,0.68
salmon,2025-12-01,county,Nordland,0.39,0.22,0.78
salmon,2020-01-01,county,Troms,0.55,0.3,1.11
salmon,2020-02-01,county,Troms,0.6,0.32,1.17
salmon,2020-03-01,county,Troms,0.58,0.34,1.37
salmon,2020-04-01,county,Troms,0.55,0.3,1.97
salmon,2020-05-01,county,Troms,0.7,0.23,1.79
salmon,2020-06-01,county,Troms,0.3,0.15,0.74
salmon,2020-07-01,county,Troms,0.16,0.12,0.35
salmon,2020-08-01,county,Troms,0.24,0.13,0.56
salmon,2020-09-01,county,Troms,0.33,0.16,0.84
salmon,2020-10-01,county,Troms,0.44,0.17,0.79
salmon,2020-11-01,county,Troms,0.38,0.16,0.66
salmon,2020-12-01,county,Troms,0.59,0.3,0.93
salmon,2021-01-01,county,Troms,0.62,0.35,1.22
salmon,2021-02-01,county,Troms,0.75,0.34,1.29
salmon,2021-03-01,county,Troms,0.86,0.4,1.47
salmon,2021-04-01,county,Troms,0.71,0.37,1.21
salmon,2021-05-01,county,Troms,0.62,0.29,1.88
salmon,2021-06-01,county,Troms,0.39,0.15,1.18
salmon,2021-07-01,county,Troms,0.22,0.1,0.48
salmon,2021-08-01,county,Troms,0.37,0.16,0.68
salmon,2021-09-01,county,Troms,0.37,0.17,0.83
salmon,2021-10-01,county,Troms,0.44,0.18,0.83
salmon,2021-11-01,county,Troms,0.53,0.27,0.85
salmon,2021-12-01,county,Troms,0.55,0.34,1.02
salmon,2022-01-01,county,Troms,0.61,0.32,1.15
salmon,2022-02-01,county,Troms,0.74,0.41,1.08
salmon,2022-03-01,county,Troms,0.77,0.49,1.46
salmon,2022-04-01,county,Troms,0.65,0.37,1.1
salmon,2022-05-01,county,Troms,0.55,0.36,0.96
salmon,2022-06-01,county,Troms,0.37,0.2,0.79
salmon,2022-07-01,county,Troms,0.22,0.11,0.44
salmon,2022-08-01,county,Troms,0.35,0.14,0.5
salmon,2022-09-01,county,Troms,0.31,0.2,0.61
salmon,2022-10-01,county,Troms,0.36,0.19,0.56
salmon,2022-11-01,county,Troms,0.44,0.24,0.75
salmon,2022-12-01,county,Troms,0.52,0.3,1.34
salmon,2023-01-01,county,Troms,0.61,0.34,1.33
salmon,2023-02-01,county,Troms,0.6,0.32,1.33
salmon,2023-03-01,county,Troms,0.63,0.39,1.64
salmon,2023-04-01,county,Troms,0.6,0.3,1.25
salmon,2023-05-01,county,Troms,0.54,0.27,1.3
salmon,2023-06-01,county,Troms,0.32,0.16,0.87
salmon,2023-07-01,county,Troms,0.18,0.12,0.31
salmon,2023-08-01,county,Troms,0.22,0.13,0.44
salmon,2023-09-01,county,Troms,0.39,0.2,0.62
salmon,2023-10-01,county,Troms,0.56,0.27,0.82
salmon,2023-11-01,county,Troms,0.73,0.32,1.33
salmon,2023-12-01,county,Troms,0.72,0.34,1.35
salmon,2024-01-01,county,Troms,0.78,0.29,1.51
salmon,2024-02-01,county,Troms,0.7,0.42,1.32
salmon,2024-03-01,county,Troms,0.84,0.42,1.37
salmon,2024-04-01,county,Troms,0.67,0.27,1.24
salmon,2024-05-01,county,Troms,0.68,0.32,1.23
salmon,2024-06-01,county,Troms,0.35,0.18,0.71
salmon,2024-07-01,county,Troms,0.24,0.15,0.42
salmon,2024-08-01,county,Troms,0.47,0.29,0.84
salmon,2024-09-01,county,Troms,0.59,0.36,1.12
salmon,2024-10-01,county,Troms,0.53,0.31,0.99
salmon,2024-11-01,county,Troms,0.47,0.27,0.92
salmon,2024-12-01,county,Troms,0.43,0.25,0.67
salmon,2025-01-01,county,Troms,0.43,0.27,0.93
salmon,2025-02-01,county,Troms,0.35,0.2,0.64
salmon,2025-03-01,county,Troms,0.39,0.2,0.69
salmon,2025-04-01,county,Troms,0.36,0.18,0.56
salmon,2025-05-01,county,Troms,0.5,0.2,1.6
salmon,2025-06-01,county,Troms,0.32,0.16,0.69
salmon,2025-07-01,county,Troms,0.24,0.15,0.34
salmon,2025-08-01,county,Troms,0.31,0.19,0.53
salmon,2025-09-01,county,Troms,0.36,0.26,0.65
salmon,2025-10-01,county,Troms,0.4,0.24,0.67
salmon,2025-11-01,county,Troms,0.43,0.26,0.69
salmon,2025-12-01,county,Troms,0.4,0.25,0.71
salmon,2020-01-01,county,Finnmark,0.69,0.39,1.34
salmon,2020-02-01,county,Finnmark,0.86,0.41,2.18
salmon,2020-03-01,county,Finnmark,0.88,0.44,1.95
salmon,2020-04-01,county,Finnmark,0.61,0.35,1.26
salmon,2020-05-01,county,Finnmark,0.52,0.27,1.03
salmon,2020-06-01,county,Finnmark,0.44,0.28,0.64
salmon,2020-07-01,county,Finnmark,0.23,0.12,0.43
salmon,2020-08-01,county,Finnmark,0.21,0.13,0.44
salmon,2020-09-01,county,Finnmark,0.31,0.22,0.61
salmon,2020-10-01,county,Finnmark,0.37,0.25,0.8
salmon,2020-11-01,county,Finnmark,0.42,0.19,0.9
salmon,2020-12-01,county,Finnmark,0.56,0.27,1.13
salmon,2021-01-01,county,Finnmark,0.61,0.34,1.34
salmon,2021-02-01,county,Finnmark,0.54,0.26,1.62
salmon,2021-03-01,county,Finnmark,0.65,0.35,2.27
salmon,2021-04-01,county,Finnmark,0.44,0.23,1.23
salmon,2021-05-01,county,Finnmark,0.58,0.25,1.53
salmon,2021-06-01,county,Finnmark,0.43,0.18,1.11
salmon,2021-07-01,county,Finnmark,0.24,0.11,0.63
salmon,2021-08-01,county,Finnmark,0.19,0.13,0.5
salmon,2021-09-01,county,Finnmark,0.32,0.18,0.47
salmon,2021-10-01,county,Finnmark,0.4,0.24,0.7
salmon,2021-11-01,county,Finnmark,0.53,0.27,1.05
salmon,2021-12-01,county,Finnmark,0.57,0.27,1.36
salmon,2022-01-01,county,Finnmark,0.51,0.35,1.37
salmon,2022-02-01,county,Finnmark,0.61,0.31,0.99
salmon,2022-03-01,county,Finnmark,0.88,0.42,1.46
salmon,2022-04-01,county,Finnmark,0.54,0.35,0.92
salmon,2022-05-01,county,Finnmark,0.48,0.29,0.77
salmon,2022-06-01,county,Finnmark,0.33,0.16,0.78
salmon,2022-07-01,county,Finnmark,0.19,0.14,0.32
salmon,2022-08-01,county,Finnmark,0.29,0.14,0.5
salmon,2022-09-01,county,Finnmark,0.45,0.32,1.14
salmon,2022-10-01,county,Finnmark,0.58,0.23,1.4
salmon,2022-11-01,county,Finnmark,0.6,0.24,1.16
salmon,2022-12-01,county,Finnmark,0.76,0.52,1.33
salmon,2023-01-01,county,Finnmark,1.16,0.43,1.68
salmon,2023-02-01,county,Finnmark,0.97,0.35,2.77
salmon,2023-03-01,county,Finnmark,1.29,0.4,2.34
salmon,2023-04-01,county,Finnmark,0.61,0.25,1.15
salmon,2023-05-01,county,Finnmark,0.51,0.26,0.9
salmon,2023-06-01,county,Finnmark,0.36,0.17,0.72
salmon,2023-07-01,county,Finnmark,0.18,0.13,0.3
salmon,2023-08-01,county,Finnmark,0.44,0.2,0.7
salmon,2023-09-01,county,Finnmark,0.65,0.39,1.14
salmon,2023-10-01,county,Finnmark,0.69,0.38,1.37
salmon,2023-11-01,county,Finnmark,0.68,0.37,1.23
salmon,2023-12-01,county,Finnmark,1,0.51,1.37
salmon,2024-01-01,county,Finnmark,1.12,0.47,2.28
