id,celebrate,main_dish,main_dish_other,main_prep,main_prep_other,stuffing,stuffing_other,cranberry,cranberry_other,gravy,side1,side2,side3,side4,side5,side6,side7,side8,side9,side10,side11,side12,side13,side14,side15,pie1,pie2,pie3,pie4,pie5,pie6,pie7,pie8,pie9,pie10,pie11,pie12,pie13,dessert1,dessert2,dessert3,dessert4,dessert5,dessert6,dessert7,dessert8,dessert9,dessert10,dessert11,dessert12,prayer,travel,watch_program,kids_table_age,hometown_friends,friendsgiving,black_friday,work_retail,work_black_friday,community_type,age,gender,family_income,us_region
4336348590,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,NA,Sweet Potato,NA,Other (please specify),Cocunut custard,NA,NA,NA,Carrot cake,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,No,No,NA,Suburban,45 - 59,Male,"$100,000 to $124,999",East South Central
4336346355,Yes,Turkey,NA,Other (please specify),Smoked,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,NA,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,Chocolate,NA,Key lime,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,18,Yes,Yes,Yes,No,NA,Suburban,45 - 59,Female,"$125,000 to $149,999",South Atlantic
4336342032,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4336338637,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 - 29,Male,Prefer not to answer,Middle Atlantic
4336337183,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,14,Yes,No,No,No,NA,Suburban,45 - 59,Male,"$25,000 to $49,999",South Atlantic
4336336129,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,NA,Rural,45 - 59,Female,"$25,000 to $49,999",East North Central
4336333982,Yes,Turkey,NA,Roasted,NA,Other (please specify),CORNBREAD AND BREAD MIX,Homemade,NA,Yes,NA,NA,NA,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,No,No,NA,Rural,60+,Female,"$25,000 to $49,999",East South Central
4336326250,Yes,Turkey,NA,Other (please specify),"baked, grilled, fried",Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Male,Prefer not to answer,Middle Atlantic
4336324874,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336322606,Yes,Turkey,NA,Fried,NA,Rice-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,Chocolate,NA,NA,Peach,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,Apple cobbler,NA,Brownies,NA,Cheesecake,Cookies,NA,Ice cream,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,Yes,Yes,No,NA,Urban,30 - 44,Male,Prefer not to answer,South Atlantic
4336321558,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,NA,NA,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,No,No,Yes,Yes,Suburban,45 - 59,Female,"$200,000 and up",South Atlantic
4336317891,Yes,Turkey,NA,Fried,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,Chocolate,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,NA,Suburban,30 - 44,Male,"$25,000 to $49,999",West South Central
4336313453,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,Peach cobbler,NA,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,No,No,No,No,NA,Rural,60+,Male,"$25,000 to $49,999",New England
4336313021,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,None,NA,No,NA,NA,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,Yes,No,No,NA,Suburban,60+,Male,"$100,000 to $124,999",East North Central
4336312523,Yes,Turkey,NA,Other (please specify),Grilled,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,NA,NA,Mashed potatoes,NA,NA,NA,NA,Other (please specify),Salad,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,Yes,No,No,NA,Urban,18 - 29,Female,Prefer not to answer,West South Central
4336306664,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,Other (please specify),banana pudding,NA,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),banana pudding,Yes,Thanksgiving is local--it will take place in the town I live in,NA,11,No,No,No,No,NA,Urban,30 - 44,Female,"$0 to $9,999",East North Central
4336302631,Yes,Turkey,NA,Baked,NA,Bread-based,NA,None,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,Cherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,Yes,No,No,NA,Rural,30 - 44,Female,"$200,000 and up",Mountain
4336301847,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Other (please specify),Both canned and homemade,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,Other (please specify),Mincemeat,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,NA,21 or older,Yes,Yes,No,No,NA,Urban,45 - 59,Male,"$50,000 to $74,999",East North Central
4336299882,Yes,Turkey,NA,Baked,NA,Bread-based,NA,None,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,Macaroni and cheese,NA,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,Brownies,NA,NA,Cookies,Fudge,NA,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,Yes,Yes,Yes,Rural,18 - 29,Female,"$25,000 to $49,999",West South Central
4336299015,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 44,Male,"$100,000 to $124,999",Middle Atlantic
4336298829,Yes,Ham/Pork,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,Key lime,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,NA,Rural,45 - 59,Male,"$50,000 to $74,999",East North Central
4336295794,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 - 29,Male,"$10,000 to $24,999",West South Central
4336288339,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Female,"$25,000 to $49,999",Mountain
4336288217,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,NA,NA,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,NA,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,No,No,No,NA,Suburban,30 - 44,Male,"$10,000 to $24,999",Pacific
4336276238,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,NA,NA,NA,Apple,NA,NA,NA,Coconut cream,NA,Peach,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carrot cake,Cheesecake,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,Yes,No,No,No,NA,Suburban,60+,Female,"$125,000 to $149,999",Middle Atlantic
4336271469,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,Other (please specify),And then a different dish every so often,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,Other (please specify),"Blueberry Pie, Banana Cream Pie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),Sometimes other things too,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,No,No,NA,Suburban,18 - 29,Female,"$10,000 to $24,999",West North Central
4336258240,Yes,Roast beef,NA,Roasted,NA,Rice-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,Fruit salad,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,14,Yes,Yes,Yes,Yes,Yes,Urban,18 - 29,Male,"$0 to $9,999",NA
4336255036,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,NA,NA,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,Buttermilk,NA,NA,NA,Key lime,NA,NA,Pumpkin,NA,NA,NA,NA,Apple cobbler,NA,NA,NA,NA,NA,NA,Ice cream,Peach cobbler,NA,NA,NA,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,NA,10 or younger,No,Yes,No,No,NA,Suburban,60+,Male,Prefer not to answer,South Atlantic
4336249082,Yes,Other (please specify),Turkey & Ham or Seafood Hotdish (a secret family recipe).,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,Chocolate,NA,NA,NA,Pecan,Pumpkin,NA,NA,Other (please specify),French Silk,NA,NA,Brownies,NA,NA,Cookies,Fudge,Ice cream,NA,NA,Other (please specify),Other bars,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,No,Yes,No,NA,Urban,30 - 44,Female,"$25,000 to $49,999",West North Central
4336248435,Yes,Roast beef,NA,Roasted,NA,Rice-based,NA,Homemade,NA,Yes,NA,Carrots,NA,NA,NA,Fruit salad,NA,NA,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,NA,NA,NA,NA,NA,Chocolate,NA,NA,Peach,NA,NA,Sweet Potato,NA,NA,NA,NA,NA,NA,Carrot cake,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,Yes,Yes,No,No,NA,Urban,18 - 29,Male,"$0 to $9,999",NA
4336238126,Yes,Tofurkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,No,Brussel sprouts,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,21 or older,No,No,No,No,NA,Urban,18 - 29,Female,"$10,000 to $24,999",Pacific
4336235428,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,20,Yes,Yes,No,No,NA,Suburban,18 - 29,Female,"$200,000 and up",NA
4336232691,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Male,Prefer not to answer,South Atlantic
4336231459,Yes,Turkey,NA,Baked,NA,None,NA,None,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,Chocolate,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,Yes,No,NA,Rural,45 - 59,Female,"$50,000 to $74,999",Pacific
4336227131,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,NA,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),pie,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Female,"$200,000 and up",South Atlantic
4336224500,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,Cauliflower,Corn,Cornbread,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,13,No,Yes,No,No,NA,Suburban,18 - 29,Female,Prefer not to answer,East North Central
4336221484,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,No,No,No,NA,Suburban,60+,Female,"$125,000 to $149,999",South Atlantic
4336215705,Yes,Roast beef,NA,Fried,NA,Rice-based,NA,Canned,NA,No,NA,NA,Cauliflower,Corn,NA,Fruit salad,NA,Macaroni and cheese,NA,Rolls/biscuits,NA,Vegetable salad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,Yes,Yes,No,No,NA,Suburban,18 - 29,Male,"$0 to $9,999",NA
4336208942,Yes,Chicken,NA,Roasted,NA,Bread-based,NA,None,NA,Yes,NA,NA,Cauliflower,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,NA,NA,NA,NA,NA,Cherry,NA,NA,Key lime,Peach,NA,Pumpkin,NA,NA,NA,NA,Apple cobbler,NA,Brownies,Carrot cake,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,17,Yes,Yes,Yes,No,NA,Urban,18 - 29,Male,"$0 to $9,999",West South Central
4336203800,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,Buttermilk,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Female,"$75,000 to $99,999",West South Central
4336199133,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,NA,NA,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,Ice cream,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,Yes,No,NA,Urban,30 - 44,Male,"$25,000 to $49,999",Pacific
4336194345,Yes,Turkey,NA,Fried,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,Yes,No,NA,Suburban,30 - 44,Female,"$175,000 to $199,999",Middle Atlantic
4336189898,Yes,Roast beef,NA,Other (please specify),Slow cooked,Bread-based,NA,Canned,NA,No,NA,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,Brownies,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,NA,12,No,No,No,No,NA,Suburban,30 - 44,Female,Prefer not to answer,South Atlantic
4336189473,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,Squash,NA,NA,Other (please specify),Pasta,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,NA,Suburban,30 - 44,Male,"$125,000 to $149,999",Middle Atlantic
4336185735,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,NA,Cornbread,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,Other (please specify),"Baked scallop potatoes, rice, sushi, Chinese noodles, oter",Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,Cheesecake,Cookies,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,No,NA,Suburban,60+,Female,"$25,000 to $49,999",Pacific
4336181226,Yes,Turkey,NA,I don't know,NA,None,NA,None,NA,Yes,NA,Carrots,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),I don't know,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,Yes,No,No,NA,Suburban,18 - 29,Male,Prefer not to answer,Pacific
4336176902,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,Other (please specify),mince meat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),pie,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Urban,60+,Male,"$50,000 to $74,999",Pacific
4336175740,Yes,Tofurkey,NA,Baked,NA,None,NA,None,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,14,No,No,Yes,Yes,No,Suburban,18 - 29,Female,"$25,000 to $49,999",West North Central
