movie_name,release_year,director,age_difference,couple_number,actor_1_name,actor_2_name,character_1_gender,character_2_gender,actor_1_birthdate,actor_2_birthdate,actor_1_age,actor_2_age
Home Again,2017,Hallie Meyers-Shyer,7,2,Michael Sheen,Reese Witherspoon,man,woman,1969-02-05,1976-03-21,48,41
Honey,2003,Bille Woodruff,7,1,Mekhi Phifer,Jessica Alba,man,woman,1974-12-29,1981-04-28,29,22
"I Love You, Man",2009,John Hamburg,7,1,Paul Rudd,Rashida Jones,man,woman,1969-04-06,1976-02-25,40,33
Il Bidone,1954,Federico Fellini,7,1,Richard Basehart,Giulietta Masina,man,woman,1914-08-31,1921-02-22,40,33
In the Heights,2021,John M. Chu,7,2,Corey Hawkins,Leslie Grace,man,woman,1988-10-22,1995-01-07,33,26
Iron Man,2008,Jon Favreau,7,1,Robert Downey Jr.,Gwyneth Paltrow,man,woman,1965-04-04,1972-09-27,43,36
Jerry Maguire,2006,Cameron Crowe,7,1,Tom Cruise,Renee Zellweger,man,woman,1962-07-03,1969-04-25,44,37
John Wick,2014,Chad Stahelski,7,1,Keanu Reeves,Bridget Moynahan,man,woman,1964-09-02,1971-04-28,50,43
Kate & Leopold,2001,James Mangold,7,1,Meg Ryan,Hugh Jackman,woman,man,1961-11-19,1968-10-12,40,33
Keeping Up with the Joneses,2016,Greg Mottola,7,2,Zach Galifianakis,Isla Fisher,man,woman,1969-10-01,1976-02-03,47,40
Laws of Attraction,2004,Peter Howitt,7,1,Pierce Brosnan,Julianne Moore,man,woman,1953-05-16,1960-12-03,51,44
Long Shot,2019,Jonathan Levine,7,1,Charlize Theron,Seth Rogen,woman,man,1975-08-07,1982-04-15,44,37
Lord of War,2005,Andrew Niccol,7,1,Nicolas Cage,Bridget Moynahan,man,woman,1964-01-07,1971-04-28,41,34
Love Actually,2003,Richard Curtis,7,7,Martin Freeman,Joanna Page,man,woman,1971-09-08,1978-03-23,32,25
Lucky You,2007,Curtis Hanson,7,1,Eric Bana,Drew Barrymore,man,woman,1968-08-09,1975-02-22,39,32
Maid in Manhattan,2002,Wayne Wang,7,1,Ralph Fiennes,Jennifer Lopez,man,woman,1962-12-22,1969-07-24,40,33
Mamma Mia!,2008,Phyllida Lloyd,7,1,Dominic Cooper,Amanda Seyfried,man,woman,1978-06-02,1985-12-03,30,23
"Me, Myself & Irene",2000,"Bobby Farrelly, Peter Farrelly",7,1,Jim Carrey,Renee Zellweger,man,woman,1962-01-17,1969-04-25,38,31
Mrs. Doubtfire,1993,Chris Columbus,7,1,Sally Field,Pierce Brosnan,woman,man,1946-11-06,1953-05-16,47,40
Never Been Kissed,1999,Raja Gosnell,7,1,Michael Vartan,Drew Barrymore,man,woman,1968-11-27,1975-02-22,31,24
Notting Hill,1999,Roger Michell,7,1,Hugh Grant,Julia Roberts,man,woman,1960-09-09,1967-10-28,39,32
Old School,2003,Todd Phillips,7,2,Craig Kilborn,Ellen Pompeo,man,woman,1962-08-24,1969-11-10,41,34
Remember the Titans,2000,Boaz Yakin,7,2,Ryan Hurst,Kate Bosworth,man,woman,1976-06-19,1983-01-02,24,17
Road House,1989,Rowdy Herrington,7,1,Patrick Swayze,Kelly Lynch,man,woman,1952-08-18,1959-01-31,37,30
Serendipity,2001,Peter Chelsom,7,1,John Cusack,Kate Beckinsale,man,woman,1966-06-28,1973-07-26,35,28
Spider-Man,2002,Sam Raimi,7,1,Tobey Maguire,Kirsten Dunst,man,woman,1975-06-27,1982-04-30,27,20
State of the Union,1948,Frank Capra,7,2,Spencer Tracy,Katharine Hepburn,man,woman,1900-04-05,1907-05-12,48,41
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,7,2,Will Ferrell,Leslie Bibb,man,woman,1967-07-16,1974-11-17,39,32
That Thing You Do!,1996,Tom Hanks,7,2,Tom Everett Scott,Liv Tyler,man,woman,1970-09-07,1977-07-01,26,19
The Book of Love,2017,Bill Purple,7,1,Jason Sudeikis,Jessica Biel,man,woman,1975-09-18,1982-03-03,42,35
The Duchess,2008,Saul Dibb,7,3,Dominic Cooper,Keira Knightley,man,woman,1978-06-02,1985-03-26,30,23
The Fast and the Furious,2001,Rob Cohen,7,2,Paul Walker,Jordana Brewster,man,woman,1973-09-12,1980-04-26,28,21
The Hustler,1961,Robert Rossen,7,1,Paul Newman,Piper Laurie,man,woman,1925-01-26,1932-01-22,36,29
The Kids Are All Right,2010,Lisa Cholodenko,7,1,Julianne Moore,Mark Ruffalo,woman,man,1960-12-03,1967-11-22,50,43
The Promise,2016,Terry George,7,1,Oscar Isaac,Charlotte Le Bon,man,woman,1979-03-09,1986-09-04,37,30
The Sting,1973,George Roy Hill,7,1,Paul Newman,Eileen Brennan,man,woman,1925-01-26,1932-09-03,48,41
There's Something About Mary,1998,"Bobby Farrelly, Peter Farrelly",7,1,Ben Stiller,Cameron Diaz,man,woman,1965-11-30,1972-08-30,33,26
Thunderball,1965,Terence Young,7,3,Sean Connery,Luciana Paluzzi,man,woman,1930-08-25,1937-06-10,35,28
What Women Want,2000,Nancy Meyers,7,1,Mel Gibson,Helen Hunt,man,woman,1956-01-03,1963-06-15,44,37
Wild Things,1998,John McNaughton,7,2,Matt Dillon,Denise Richards,man,woman,1964-02-18,1971-02-17,34,27
A Beautiful Mind,2001,Ron Howard,6,1,Russell Crowe,Jennifer Connelly,man,woman,1964-04-07,1970-12-12,37,31
A Star Is Born,1975,Frank Pierson,6,4,Kris Kristofferson,Barbra Streisand,man,woman,1936-06-22,1942-04-24,39,33
A Walk to Remember,2002,Adam Shankman,6,1,Shane West,Mandy Moore,man,woman,1978-06-10,1984-04-10,24,18
American Sniper,2014,Clint Eastwood,6,1,Bradley Cooper,Sienna Miller,man,woman,1975-01-05,1981-12-28,39,33
An Officer and a Gentleman,1982,Taylor Hackford,6,1,Richard Gere,Debra Winger,man,woman,1949-08-31,1955-05-16,33,27
Atonement,2007,Joe Wright,6,1,James McAvoy,Keira Knightley,man,woman,1979-04-21,1985-03-26,28,22
Bridesmaids,2011,Paul Feig,6,1,Kristen Wiig,Chris O'Dowd,woman,man,1973-08-22,1979-10-09,38,32
Chasing Liberty,2004,Andy Cadiff,6,1,Matthew Goode,Mandy Moore,man,woman,1978-04-03,1984-04-10,26,20
Chef,2014,Jon Favreau,6,1,Jon Favreau,Sofia Vergara,man,woman,1966-10-19,1972-07-10,48,42
Desperado,1995,Robert Rodriguez,6,1,Antonio Banderas,Salma Hayek,man,woman,1960-08-10,1966-09-02,35,29
Down to Earth,2001,"Paul Weitz, Chris Weitz",6,1,Chris Rock,Regina King,man,woman,1965-02-07,1971-01-15,36,30
Dr. No,1962,Terence Young,6,1,Sean Connery,Ursula Andress,man,woman,1930-08-25,1936-03-19,32,26
Empire,2002,Franc. Reyes,6,1,John Leguizamo,Delilah Cotto,man,woman,1964-07-22,1970-11-26,38,32
Four Christmases,2008,Seth Gordon,6,1,Vince Vaughn,Reese Witherspoon,man,woman,1970-03-28,1976-03-21,38,32
Funny People,2009,Judd Apatow,6,1,Adam Sandler,Leslie Mann,man,woman,1966-09-09,1972-03-26,43,37
Garden State,2004,Zach Braff,6,1,Zach Braff,Natalie Portman,man,woman,1975-04-06,1981-06-09,29,23
Hitch,2005,Andy Tennant,6,1,Will Smith,Eva Mendes,man,woman,1968-09-25,1974-03-05,37,31
In Good Company,2004,Paul Weitz,6,1,Topher Grace,Scarlett Johansson,man,woman,1978-07-19,1984-11-22,26,20
L'Avventura,1960,Michelangelo Antonioni,6,1,Gabriele Ferzetti,Monica Vitti,man,woman,1925-03-17,1931-11-03,35,29
La Strada,1954,Federico Fellini,6,1,Anthony Quinn,Giulietta Masina,man,woman,1915-04-21,1921-02-22,39,33
Legally Blonde,2001,Robert Luketic,6,1,Selma Blair,Matthew Davis,woman,man,1972-06-23,1978-05-08,29,23
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,2,Aaron Eckhart,Elizabeth Banks,man,woman,1968-03-12,1974-02-10,39,33
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,1,Timothy Olyphant,Elizabeth Banks,man,woman,1968-05-20,1974-02-10,39,33
Nightmare Alley,2021,Guillermo del Toro,6,2,Cate Blanchett,Bradley Cooper,woman,man,1969-05-14,1975-01-05,52,46
On Her Majesty's Secret Service,1969,Peter R. Hunt,6,1,George Lazenby,Angela Scoular,man,woman,1939-09-05,1945-11-08,30,24
Prince of Persia: The Sands of Time,2010,Jordan Mechner,6,1,Jake Gyllenhaal,Gemma Arterton,man,woman,1980-12-19,1986-02-02,30,24
Raising Arizona,1987,Joel Coen,6,1,Holly Hunter,Nicolas Cage,woman,man,1958-03-20,1964-01-07,29,23
Savages,2007,undefined,6,1,Taylor Kitsch,Blake Lively,man,woman,1981-04-08,1987-08-25,26,20
Schindler's List,1993,Steven Spielberg,6,2,Ralph Fiennes,Magdalena Komornicka,man,woman,1962-12-22,1968-10-10,31,25
Shutter Island,2010,Martin Scorsese,6,1,Leonardo DiCaprio,Michelle Williams,man,woman,1974-11-11,1980-09-09,36,30
Slumdog Millionaire,2008,Danny Boyle,6,1,Freida Pinto,Dev Patel,woman,man,1984-10-18,1990-04-23,24,18
Sound of Music,1965,Robert Wise,6,1,Christopher Plummer,Julie Andrews,man,woman,1929-12-13,1935-10-01,36,30
Spider-Man: Homecoming,2017,Jon Watts,6,1,Laura Harrier,Tom Holland,woman,man,1990-03-28,1996-06-01,27,21
Stone,2010,John Curran,6,2,Edward Norton,Milla Jovovich,man,woman,1969-08-18,1975-12-17,41,35
Summer Catch,2001,Michael Tollin,6,1,Freddie Prinze Jr.,Jessica Biel,man,woman,1976-03-08,1982-03-03,25,19
The Age of Adaline,2015,Lee Toland Krieger,6,1,Michiel Huisman,Blake Lively,man,woman,1981-07-18,1987-08-25,34,28
The Curious Case of Benjamin Button,2008,David Fincher,6,1,Brad Pitt,Cate Blanchett,man,woman,1963-12-18,1969-05-14,45,39
The Devil Wears Prada,2006,David Frankel,6,2,Adrian Grenier,Anne Hathaway,man,woman,1976-07-10,1982-11-12,30,24
The Family Stone,2007,Thomas Bezucha,6,3,Sarah Jessica Parker,Luke Wilson,woman,man,1965-03-25,1971-09-21,42,36
The Godfather,1972,Francis Ford Coppola,6,2,Marlon Brando,Morgana King,man,woman,1924-04-03,1930-06-04,48,42
The Godfather,1972,Francis Ford Coppola,6,1,Al Pacino,Diane Keaton,man,woman,1940-04-25,1946-01-05,32,26
The Graduate,1967,Mike Nichols,6,1,Anne Bancroft,Dustin Hoffman,woman,man,1931-09-17,1937-08-08,36,30
The Holiday,2006,Nancy Meyers,6,1,Jack Black,Kate Winslet,man,woman,1969-08-28,1975-10-05,37,31
The Hollars,2016,John Krasinski,6,1,John Krasinski,Anna Kendrick,man,woman,1979-10-20,1985-08-09,37,31
The King's Speech,2010,Tom Hooper,6,1,Colin Firth,Helena Bonham Carter,man,woman,1960-09-10,1966-05-26,50,44
The Replacements,2000,Howard Deutch,6,1,Keanu Reeves,Brooke Langton,man,woman,1964-09-02,1970-11-27,36,30
The Way We Were,1973,Sydney Pollack,6,1,Robert Redford,Barbra Streisand,man,woman,1936-08-18,1942-04-24,37,31
W.,2008,Oliver Stone,6,1,Josh Brolin,Elizabeth Banks,man,woman,1968-02-12,1974-02-10,40,34
Wedding Crashers,2005,David Dobkin,6,2,Vince Vaughn,Isla Fisher,man,woman,1970-03-28,1976-02-03,35,29
Zoolander,2001,Ben Stiller,6,1,Ben Stiller,Christine Taylor,man,woman,1965-11-30,1971-07-30,36,30
13 Going on 30,2004,Gary Winick,5,1,Mark Ruffalo,Jennifer Garner,man,woman,1967-11-22,1972-04-17,37,32
27 Dresses,2008,Anne Fletcher,5,2,James Marsden,Katherine Heigl,man,woman,1973-09-18,1978-11-24,35,30
A View to a Kill,1985,John Glen,5,5,Christopher Walken,Grace Jones,man,woman,1943-03-31,1948-05-19,42,37
About Time,2013,Richard Curtis,5,1,Rachel McAdams,Domhnall Gleeson,woman,man,1978-11-17,1983-05-12,35,30
Adrift,2018,Baltasar Kormákur,5,1,Sam Claflin,Shailene Woodley,man,woman,1986-06-27,1991-11-15,32,27
All About the Benjamins,2002,Kevin Bray,5,2,Ice Cube,Valarie Rae Miller,man,woman,1969-06-15,1974-04-16,33,28
American Pie,1999,"Paul Weitz, Chris Weitz",5,3,Shannon Elizabeth,Jason Biggs,woman,man,1973-09-07,1978-05-12,26,21
American Pie,1999,"Paul Weitz, Chris Weitz",5,2,Tara Reid,Thomas Ian Nicholas,woman,man,1975-11-08,1980-07-10,24,19
Anna Karenina,2012,Joe Wright,5,2,Keira Knightley,Aaron Taylor-Johnson,woman,man,1985-03-26,1990-06-13,27,22
Armageddon,1998,Michael Bay,5,1,Ben Affleck,Liv Tyler,man,woman,1972-08-15,1977-07-01,26,21
Baby Driver,2017,Edgar Wright,5,2,Lily James,Ansel Elgort,woman,man,1989-04-05,1994-03-14,28,23
Blue Crush,2002,John Stockwell,5,1,Matthew Davis,Kate Bosworth,man,woman,1978-05-08,1983-01-02,24,19
Captain America: Civil War,2016,Joe & Anthony Russo,5,1,Chris Evans,Emily VanCamp,man,woman,1981-06-13,1986-05-12,35,30
Chips,2017,Dax Shepard,5,1,Dax Shepard,Kristen Bell,man,woman,1975-01-02,1980-07-18,42,37
Cinderella Man,2005,Ron Howard,5,1,Russell Crowe,Renee Zellweger,man,woman,1964-04-07,1969-04-25,41,36
Closer,2004,Mike Nichols,5,3,Julia Roberts,Jude Law,woman,man,1967-10-28,1972-12-29,37,32
Cold Mountain,2003,Anthony Minghella,5,1,Nicole Kidman,Jude Law,woman,man,1967-06-20,1972-12-29,36,31
Crazy Rich Asians,2018,Jon M. Chu,5,2,Constance Wu,Henry Golding,woman,man,1982-03-22,1987-02-05,36,31
Days of Thunder,1990,Tony Scott,5,1,Tom Cruise,Nicole Kidman,man,woman,1962-07-03,1967-06-20,28,23
Dear John,2010,Lasse Hallström,5,1,Channing Tatum,Amanda Seyfried,man,woman,1980-04-26,1985-12-03,30,25
Ed Wood,1994,Tim Burton,5,1,Johnny Depp,Patricia Arquette,man,woman,1963-06-09,1968-04-08,31,26
Elizabethtown,2005,Cameron Crowe,5,1,Orlando Bloom,Kirsten Dunst,man,woman,1977-01-13,1982-04-30,28,23
Evan Almighty,2007,Tom Shadyac,5,1,Steve Carell,Lauren Graham,man,woman,1962-08-16,1967-03-16,45,40
Ex Machina,2014,Alex Garland,5,2,Domhnall Gleeson,Alicia Vikander,man,woman,1983-05-12,1988-10-03,31,26
Forgetting Sarah Marshall,2008,Nicholas Stoller,5,1,Russell Brand,Kristen Bell,man,woman,1975-06-04,1980-07-18,33,28
Goldfinger,1964,Guy Hamilton,5,2,Honor Blackman,Sean Connery,woman,man,1925-08-22,1930-08-25,39,34
He's Just Not That Into You,2009,Ken Kwapis,5,2,Jennifer Connelly,Bradley Cooper,woman,man,1970-12-12,1975-01-05,39,34
Head over Heels,2001,Mark Waters,5,1,Monica Potter,Freddie Prinze Jr.,woman,man,1971-06-30,1976-03-08,30,25
Heartbreakers,2001,David Mirkin,5,2,Sigourney Weaver,Ray Liotta,woman,man,1949-10-08,1954-12-18,52,47
Here on Earth,2000,Mark Piznarski,5,1,Josh Hartnett,Leelee Sobieski,man,woman,1978-07-21,1983-06-10,22,17
Jersey Girl,2004,Kevin Smith,5,1,Ben Affleck,Liv Tyler,man,woman,1972-08-15,1977-07-01,32,27
King Kong,2005,Peter Jackson,5,1,Naomi Watts,Adrien Brody,woman,man,1968-09-28,1973-04-14,37,32
L.A. Story,1991,Mick Jackson,5,2,Steve Martin,Victoria Tennant,man,woman,1945-08-14,1950-09-30,46,41
Laggies,2014,Lynn Shelton,5,2,Mark Webber,Keira Knightley,man,woman,1980-07-19,1985-03-26,34,29
Le Mans,1971,Lee H. Katzin,5,1,Steve McQueen,Elga Andersen,man,woman,1930-03-24,1935-02-02,41,36
Legally Blonde,2001,Robert Luketic,5,2,Luke Wilson,Reese Witherspoon,man,woman,1971-09-21,1976-03-21,30,25
Les Miserables,2012,Tom Hooper,5,1,Helena Bonham Carter,Sacha Baron Cohen,woman,man,1966-05-26,1971-10-13,46,41
Magnolia,1999,Paul Thomas Anderson,5,2,Melora Walters,John C. Reilly,woman,man,1960-10-21,1965-05-24,39,34
Mona Lisa Smile,2003,Mike Newell,5,2,John Slattery,Julia Roberts,man,woman,1962-08-13,1967-10-28,41,36
Monster,2003,Patty Jenkins,5,1,Charlize Theron,Christina Ricci,woman,woman,1975-08-07,1980-02-12,28,23
Mr. Deeds,2002,Steven Brill,5,1,Adam Sandler,Winona Ryder,man,woman,1966-09-09,1971-10-29,36,31
Mrs. Doubtfire,1993,Chris Columbus,5,2,Sally Field,Robin Williams,woman,man,1946-11-06,1951-07-21,47,42
On Her Majesty's Secret Service,1969,Peter R. Hunt,5,2,George Lazenby,Catherine Schell,man,woman,1939-09-05,1944-07-17,30,25
P.S. I Love You,2007,Richard LaGravenese,5,2,Gerard Butler,Hilary Swank,man,woman,1969-11-13,1974-07-30,38,33
Pearl Harbor,2001,Michael Bay,5,1,Kate Beckinsale,Josh Hartnett,woman,man,1973-07-26,1978-07-21,28,23
Professor Marston and the Wonder Women,2017,Angela Robinson,5,2,Rebecca Hall,Bella Heathcote,woman,woman,1982-05-03,1987-05-27,35,30
Push,2009,Paul McGuigan,5,1,Chris Evans,Camilla Belle,man,woman,1981-06-13,1986-10-02,28,23
Queen of the Damned,2002,Michael Rymer,5,1,Stuart Townsend,Marguerite Moreau,man,woman,1972-12-15,1977-04-25,30,25
Romeo + Juliet,1996,Baz Luhrmann,5,1,Leonardo DiCaprio,Claire Danes,man,woman,1974-11-11,1979-04-12,22,17
Sleepless in Seattle,1993,Nora Ephron,5,1,Tom Hanks,Meg Ryan,man,woman,1956-07-09,1961-11-19,37,32
Sweet Home Alabama,2002,Andy Tennant,5,2,Josh Lucas,Reese Witherspoon,man,woman,1971-06-20,1976-03-21,31,26
Tag,2018,Jeff Tomsic,5,1,Jon Hamm,Rashida Jones,man,woman,1971-03-10,1976-02-25,47,42
The Amazing Spider-Man,2012,Marc Webb,5,1,Andrew Garfield,Emma Stone,man,woman,1983-08-20,1988-11-06,29,24
The Aviator,2004,Martin Scorsese,5,2,Cate Blanchett,Leonardo DiCaprio,woman,man,1969-05-14,1974-11-11,35,30
The Big Sick,2017,Michael Showalter,5,1,Kumail Nanjiani,Zoe Kazan,man,woman,1978-02-21,1983-09-09,39,34
The Decoy Bride,2011,Sheree Folkson,5,2,David Tennant,Kelly Macdonald,man,woman,1971-04-18,1976-02-23,40,35
The Dictator,2012,Larry Charles,5,1,Sacha Baron Cohen,Anna Faris,man,woman,1971-10-13,1976-11-29,41,36
The Good Shepherd,2006,Robert De Niro,5,2,Matt Damon,Angelina Jolie,man,woman,1970-10-08,1975-06-04,36,31
The Notebook,2004,Nick Cassavetes,5,1,James Marsden,Rachel McAdams,man,woman,1973-09-18,1978-11-17,31,26
The Royal Tenenbaums,2001,Wes Anderson,5,3,Danny Glover,Anjelica Huston,man,woman,1946-07-22,1951-07-08,55,50
The Whole Nine Yards,2000,Jonathan Lynn,5,2,Matthew Perry,Natasha Henstridge,man,woman,1969-08-19,1974-08-15,31,26
The Whole Truth,2016,Courtney Hunt,5,2,Keanu Reeves,Renee Zellweger,man,woman,1964-09-02,1969-04-25,52,47
The Wood,1999,Rick Famuyiwa,5,1,LisaRaye McCoy,Taye Diggs,woman,man,1966-09-23,1971-01-02,33,28
Third Person,2013,Paul Haggis,5,3,James Franco,Mila Kunis,man,woman,1978-04-19,1983-08-14,35,30
Top Gun,1986,Tony Scott,5,1,Kelly McGillis,Tom Cruise,woman,man,1957-07-09,1962-07-03,29,24
What's Your Number?,2011,Mark Mylod,5,1,Anna Faris,Chris Evans,woman,man,1976-11-29,1981-06-13,35,30
When a Man Loves a Woman,1994,Luis Mandoki,5,1,Andy Garcia,Meg Ryan,man,woman,1956-04-12,1961-11-19,38,33
Win a Date with Tad Hamilton!,2004,Robert Luketic,5,2,Topher Grace,Kate Bosworth,man,woman,1978-07-19,1983-01-02,26,21
Wonder Woman,2017,Patty Jenkins,5,1,Chris Pine,Gal Gadot,man,woman,1980-08-26,1985-04-30,37,32
Zombieland,2009,Ruben Fleischer,5,1,Jesse Eisenberg,Emma Stone,man,woman,1983-10-05,1988-11-06,26,21
Zombieland: Double Tap,2019,Ruben Fleischer,5,3,Jesse Eisenberg,Emma Stone,man,woman,1983-10-05,1988-11-06,36,31
300,2007,Zack Snyder,4,1,Gerard Butler,Lena Headey,man,woman,1969-11-13,1973-10-03,38,34
50/50,2011,Jonathan Levine,4,1,Joseph Gordon-Levitt,Anna Kendrick,man,woman,1981-02-17,1985-08-09,30,26
A Walk in the Clouds,1995,Alfonso Arau,4,1,Keanu Reeves,Aitana Sánchez-Gijón,man,woman,1964-09-02,1968-11-05,31,27
A Walk in the Clouds,1995,Alfonso Arau,4,2,Keanu Reeves,Debra Messing,man,woman,1964-09-02,1968-08-15,31,27
All About the Benjamins,2002,Kevin Bray,4,3,Mike Epps,Eva Mendes,man,woman,1970-11-18,1974-03-05,32,28
All the Pretty Horses,2000,Billy Bob Thornton,4,1,Matt Damon,Penelope Cruz,man,woman,1970-10-08,1974-04-28,30,26
Along Came Polly,2004,John Hamburg,4,1,Ben Stiller,Jennifer Aniston,man,woman,1965-11-30,1969-02-11,39,35
American Beauty,1999,Sam Mendes,4,2,Wes Bentley,Thora Birch,man,woman,1978-09-04,1982-03-11,21,17
Anchorman: The Legend of Ron Burgundy,2004,Adam McKay,4,1,Will Ferrell,Christina Applegate,man,woman,1967-07-16,1971-11-25,37,33
Avengers: Age of Ultron,2015,Joss Whedon,4,2,Jeremy Renner,Linda Cardellini,man,woman,1971-01-07,1975-06-25,44,40
Batman Begins,2005,Christopher Nolan,4,1,Christian Bale,Katie Holmes,man,woman,1974-01-30,1978-12-18,31,27
Boogie Nights,1997,Paul Thomas Anderson,4,4,Melora Walters,Don Cheadle,woman,man,1960-10-21,1964-11-29,37,33
Boogie Nights,1997,Paul Thomas Anderson,4,3,Philip Seymour Hoffman,Mark Wahlberg,man,man,1967-07-23,1971-06-05,30,26
Broken Hill,2009,Dagen Merrill,4,1,Luke Arnold,Alexa PenaVega,man,woman,1984-01-24,1988-08-27,25,21
Brooklyn,2015,John Crowley,4,1,Emory Cohen,Saoirse Ronan,man,woman,1990-03-13,1994-04-12,25,21
Café Society,2016,Woody Allen,4,3,Jesse Eisenberg,Blake Lively,man,woman,1983-10-05,1987-08-25,33,29
Chasing Amy,1997,Kevin Smith,4,1,Joey Lauren Adams,Ben Affleck,woman,man,1968-01-09,1972-08-15,29,25
Chicago,2002,Rob Marshall,4,1,John C. Reilly,Renee Zellweger,man,woman,1965-05-24,1969-04-25,37,33
Chinatown,1974,Roman Polanski,4,1,Jack Nicholson,Faye Dunaway,man,woman,1937-04-22,1941-01-14,37,33
Crimson Peak,2015,Guillermo del Toro,4,2,Jessica Chastain,Tom Hiddleston,woman,man,1977-03-24,1981-02-09,38,34
Dr. No,1962,Terence Young,4,2,Zena Marshall,Sean Connery,woman,man,1926-01-01,1930-08-25,36,32
First Man,2018,Damien Chazelle,4,1,Ryan Gosling,Claire Foy,man,woman,1980-11-12,1984-04-16,38,34
Funny People,2009,Judd Apatow,4,2,Eric Bana,Leslie Mann,man,woman,1968-08-09,1972-03-26,41,37
Grosse Pointe Blank,1997,George Armitage,4,1,John Cusack,Minnie Driver,man,woman,1966-06-28,1970-01-31,31,27
Happy Gilmore,1996,Dennis Dugan,4,1,Adam Sandler,Julie Bowen,man,woman,1966-09-09,1970-03-03,30,26
Here on Earth,2000,Mark Piznarski,4,2,Chris Klein,Leelee Sobieski,man,woman,1979-03-14,1983-06-10,21,17
Hidden Figures,2016,Theodore Melfi,4,1,Taraji P. Henson,Mahershala Ali,woman,man,1970-09-11,1974-02-16,46,42
I Think I Love My Wife,2007,Chris Rock,4,2,Chris Rock,Gina Torres,man,woman,1965-02-07,1969-04-25,42,38
In Time,2011,Andrew Niccol,4,1,Justin Timberlake,Amanda Seyfried,man,woman,1981-01-31,1985-12-03,30,26
It's Complicated,2009,Nancy Meyers,4,3,Steve Martin,Meryl Streep,man,woman,1945-08-14,1949-06-22,64,60
Juno,2007,Jason Reitman,4,1,J.K. Simmons,Allison Janney,man,woman,1955-01-09,1959-11-19,52,48
Knocked Up,2007,Judd Apatow,4,1,Katherine Heigl,Seth Rogen,woman,man,1978-11-24,1982-04-15,29,25
La Dolce Vita,1960,Federico Fellini,4,1,Marcello Mastroianni,Yvonne Furneaux,man,woman,1924-09-28,1928-05-11,36,32
Leap Year,2010,Anand Tucker,4,1,Amy Adams,Matthew Goode,woman,man,1974-08-20,1978-04-03,36,32
Mamma Mia!,2008,Phyllida Lloyd,4,2,Meryl Streep,Pierce Brosnan,woman,man,1949-06-22,1953-05-16,59,55
Meet the Parents,2000,Jay Roach,4,1,Ben Stiller,Teri Polo,man,woman,1965-11-30,1969-06-01,35,31
Midsommar,2019,Ari Aster,4,1,Jack Reynor,Florence Pugh,man,woman,1992-01-23,1996-01-03,27,23
Moulin Rouge!,2001,Baz Luhrmann,4,1,Nicole Kidman,Ewan McGregor,woman,man,1967-06-20,1971-03-31,34,30
My Best Friend's Wedding,1997,P.J. Hogan,4,2,Dermot Mulroney,Julia Roberts,man,woman,1963-10-31,1967-10-28,34,30
Peter Rabbit,2018,Will Gluck,4,1,Rose Byrne,Domhnall Gleeson,woman,man,1979-07-24,1983-05-12,39,35
Reservation Road,2007,Terry George,4,1,Jennifer Connelly,Joaquin Phoenix,woman,man,1970-12-12,1974-10-28,37,33
Sex and the City,2008,Michael Patrick King,4,3,Evan Handler,Kristin Davis,man,woman,1961-01-10,1965-02-24,47,43
Siberia,2018,Matthew Ross,4,1,Keanu Reeves,Molly Ringwald,man,woman,1964-09-02,1968-02-18,54,50
Soul Food,1997,George Tillman Jr.,4,2,Vivica A. Fox,Jeffrey D. Sams,woman,man,1964-07-30,1968-06-18,33,29
Soul Food,1997,George Tillman Jr.,4,1,Nia Long,Mekhi Phifer,woman,man,1970-10-30,1974-12-29,27,23
Source Code,2011,Duncan Jones,4,1,Michelle Monaghan,Jake Gyllenhaal,woman,man,1976-03-23,1980-12-19,35,31
Spectre,2015,Sam Mendes,4,2,Monica Bellucci,Daniel Craig,woman,man,1964-09-30,1968-03-02,51,47
The Artist,2011,Michel Hazanavicius,4,1,Jean Dujardin,Berenice Bejo,man,woman,1972-06-19,1976-06-07,39,35
The Bourne Identity,2002,Doug Liman,4,1,Matt Damon,Franka Potente,man,woman,1970-10-08,1974-07-22,32,28
The Favourite,2018,Yorgos Lanthimos,4,2,Mark Gatiss,Rachel Weisz,man,woman,1966-10-17,1970-03-07,52,48
The Favourite,2018,Yorgos Lanthimos,4,3,Rachel Weisz,Olivia Colman,woman,woman,1970-03-07,1974-01-30,48,44
The Good Girl,2002,Miguel Arteta,4,2,John C. Reilly,Jennifer Aniston,man,woman,1965-05-24,1969-02-11,37,33
The Hudsucker Proxy,1994,Joel Coen,4,1,Tim Robbins,Jennifer Jason Leigh,man,woman,1958-10-18,1962-02-05,36,32
The Italian Job,2003,F. Gary Gray,4,1,Mark Wahlberg,Charlize Theron,man,woman,1971-06-05,1975-08-07,32,28
The Princess Bride,1987,Rob Reiner,4,1,Cary Elwes,Robin Wright,man,woman,1962-10-26,1966-04-08,25,21
The Rock,1996,Michael Bay,4,1,Nicolas Cage,Vanessa Marcil,man,woman,1964-01-07,1968-10-15,32,28
The Scarlet Letter,1995,Roland Joffé,4,1,Gary Oldman,Demi Moore,man,woman,1958-03-21,1962-11-11,37,33
