city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude 
Flandreau,United States,The Little Girl - Some time ago a little girl died in that school. Some say that she likes to play with you. She will tickle your feet at night when you are sleeping. If you take a shower on the girls side the little girl will mess with the curtain while you take a shower.,Flandreau Indian School,South Dakota,SD,-96.59336449999999,44.0618761,-96.59532399999999,44.0494154
Fort Pierre,United States,Reports of voices and whispering is said to have taken place here. a lot of strange activity. eerie light and reflections.,Old graveyard near Verendrye monument,South Dakota,SD,-100.3783236,44.3553444,-100.3737447,44.3535933
Fort Thompson,United States,Apparitions of priests and nuns are seen in the halls.,Crow Creek High School,South Dakota,SD,-99.3274,44.0658,-99.43788459999999,44.068601
Garretson,United States,One day a boy was skating and he tried to do a backside board slide and fell and cracked open his skull on the ground and died. (wear a helmet) he has been seen ever since still trying to do the same trick,Fire Department,South Dakota,SD,-96.50178600000001,43.7160027,-96.50282089999999,43.7174725
Gregory,United States,"A lone man seems to wander the cemetery and surrounding gravel road searching for something. He is white haired and seems to be lost. On return to see if the gentleman needs help, he disappears.",IOOF Cemetery,South Dakota,SD,,,-99.42929269999999,43.2355446
Gregory,United States,there has been spotted light orbs or what seems to be ghosts wandering around the cemetery and have scared away visitors.,Gregory cemetery,South Dakota,SD,-99.4261643,43.2243682,-99.42929269999999,43.2355446
Hill City,United States,"This now tourist attraction, still uses authentic engines and cars from the 1800's. Many abandoned train cars still sit on the train yard, and many strange occurrences have been reported of them. The Highliner Eatery, which sits on the train yard, is an authentic dining car, and one employee reported seeing a strange man in a brown suit standing in the back. Seconds later, he had disappeared.",1880 Train,South Dakota,SD,-103.5734292,43.9326225,-103.575193,43.9324855
Hill City,United States,"Second floor is said to be haunted. Lights have gone out unexpectedly, and voices can be heard as well as footsteps.",Alpine Inn,South Dakota,SD,-103.5755997,43.932826,-103.575193,43.9324855
Hill City,United States,"Apparitions appear, Voices heard by janitor. Ghostly teenager seen jumping off high school on anniversary of death.",Hill City High School,South Dakota,SD,-103.5755764,43.9287715,-103.575193,43.9324855
Hill City,United States,"This building was the first funeral home in Hill City, and the crematory can still be seen in the basement. Employees at this now restaurant highly dislike going up to the third floor to sweep late at night, as many strange noises can be heard. One waitress told the story of cleaning upstairs by herself one night. She heard the pool balls on the pool table being broke, and when she turned around, she could still see the balls moving, but no one was upstairs with her.",Mount Rushmore Brewing Company,South Dakota,SD,-103.5224893,43.9485362,-103.575193,43.9324855
Hill City,United States,"a poltergeist, silver wear thrown around there.",O'Brian's Pub,South Dakota,SD,-103.575756,43.931886,-103.575193,43.9324855
Hot Springs,United States,This historic inn has a very colorful past. The scent of perfume lingers around the upstairs dormer rooms. Visions have been seen at the main staircase. The spirit of a girl by the name of Giselle happily roams the household. A very inviting and non-threatening mystery.,Villa Theresa Guest House,South Dakota,SD,-103.4808384,43.4373781,-103.4743625,43.431646
Isabel,United States,Late at night you could see a girl age (11-13) they said she died of smallpox in the early 1900's now she haunts the old Burress Feeds store and you could hear her screaming at night and sometimes you could hear her calling for her mom.,Burress Feeds,South Dakota,SD,,,-101.429593,45.3941475
Isabel,United States,"There was this boy, who suffocated in the janitor room. Every time the janitors go in there they usually see him or hear him.",Isabel School,South Dakota,SD,-101.4298232,45.3961846,-101.429593,45.3941475
Isabel,United States,"Lately people been seeing strange figures in the windows. One time someone went to the post office at night and was checking their mail when they happened to look into the window, and in the reflection of the window they saw someone standing behind them just staring at them. By the time they turned around to look and see who it was, it was gone. They got really frightened and tried to leave but the door was locked. They tried everything to get out but nothing worked so they had to stay in there until the next morning. Now that person is in the hospital, tramatized.",Post Office,South Dakota,SD,-101.4301231,45.3932969,-101.429593,45.3941475
Isabel,United States,People always said there was a strange light coming from the old white house by the rodeo grounds that is abandoned now but they said when you walk by it at night the light would chase you to the main street and lots of people saw it.,The streets,South Dakota,SD,-101.4301874,45.3979224,-101.429593,45.3941475
Keystone,United States,The old children's park next to the creek across from the trailer park is haunted. If you listen carefully you can hear children playing and laughing. Their is a water pump there that is always shut off but when you walk by it it turns on; just enough to trickle all by itself. Also you encounter many shadow people there.,children's park,South Dakota,SD,-103.446027,43.90358699999999,-103.4182455,43.8955436
Keystone,United States,The old cemetery overlooking Mt. Rushmore is a burial for many of the mine workers and people who died working on Mt. Rushmore. If you bring a video camera you can catch faces in the video camera and white figures hanging from the trees even though you can't see them with the naked eye.,old cemetery,South Dakota,SD,-103.3405083,43.8716555,-103.4182455,43.8955436
Little Eagle,United States,People driving on the road late at night claim to see a man about 6 foot high dancing on the road and jumping really high into the air. They say that when they get close to the spirit it looks at them and it has red eyes then vanishes. There are also other ghosts that haunt the road. A section of the road was built over a cemetery henceforth the ghosts.,Little Oak Road,South Dakota,SD,,,-100.7942851,45.6812596
McLaughlin,United States,"The entire town seems to be haunted; the roads have a different story to tell about them, at least 40 years ago, a man was driving on the road and he got into a car wreck. The man was decapitated, and they found his head in a cow-drinking pond, to this very day, it is said that the man is looking for his head. numerous houses are haunted here",Town,South Dakota,SD,-100.8104113,45.8144431,-100.8104113,45.8144431
McLaughlin,United States,"One witness that used to work at the bingo hall she is always in the store, and she always hears a little baby crying but then she looks in every lane to see if anybody is there but there wasn't. It was just her in the bingo hall while everybody are in their offices and outside smoking a cigarette. The bingo is built on a cemetery and you can see a lot of things moving around. Especially chairs, papers, and tables. She says she quit because of the phenomena.",Jackpot Bingo Hall,South Dakota,SD,,,-100.8104113,45.8144431
McLaughlin,United States,"is haunted as well, by the ghosts of The major and his guests.",Major James McLaughlin house,South Dakota,SD,,,-100.8104113,45.8144431
McLaughlin,United States,"The There was a janitor who was killed slipping on the floor of the swimming pool area. At night you can hear whistling and sometimes you can see the janitor mopping the hallways. There is also another ghost that haunts the gym. He used to be a phs ed. coach and died, but when the lights are out you can hear basketballs bouncing and sometimes they can hit you Ar near you",McLaughlin High School,South Dakota,SD,-100.8112177,45.8086371,-100.8104113,45.8144431
McLaughlin,United States,"is haunted, by the ghost of a dead janitor.",McLaughlin Middle School,South Dakota,SD,-100.8112177,45.8086371,-100.8104113,45.8144431
Midland,United States,"An old bank, now part of a museum, has been known to be haunted. Voices and footsteps have been heard many of times. Bare footprints have been seen in the dust.",Old Town Bank,South Dakota,SD,,,-101.1554178,44.0716539
Mission,United States,"This is located on a stretch of gravel road 1 mile north of Mission, This dirt road is believed to be haunted by the spirits of dead Indian women and children who were running for their lives and were slain by pioneers. To this day, it is said that you can see the ghosts and hear their screams and warnings.","""Rock Hill""",South Dakota,SD,-96.6765314,43.5054845,-100.6581944,43.3058368
Mitchell,United States,"Graham Hall -  Years ago a fire started, one male student jumped to his death and has since haunted Graham Hall.",Dakota Wesleyan University,South Dakota,SD,-98.03122,43.697665,-98.0297992,43.7094283
Mitchel,United States,"A woman told me that she heard a woman crying upstairs, so she went to the room that the cries were coming from. The moment that she turned on the lights the sound stopped. Another person told me is told of a baby crying, this was also upstairs in the old building. A skeleton hangs in the closet next to the room where the cries of the baby and woman were heard.",Mason Church,South Dakota,SD,-98.0244676,43.71366,-98.0297992,43.7094283
Mobridge,United States,In 1996 a janitor died after having a big crash down the stairs. There have been doors slamming in the boy’s bathroom.,elementary,South Dakota,SD,-100.4281583,45.5388949,-100.4279129,45.5372162
Pierre,United States,Obvious orbs in pictures. noticeable temprature changes. Strange noises on trails. Get strong fluctuation readings on emf detector. Investigators claim to have gotten orbs on video.,LaFromboise Island,South Dakota,SD,-100.3459024,44.3521789,-100.3509665,44.3683156
Pine ridge,United States,"Reports of a voice saying help me in one of the classrooms. there is also high EMF readings, and one of the teachers at the school saw a young girl the teacher asked the girl what she was doing there she looked at the teacher and she walked right though  the exit door.",Pine ridge elementary,South Dakota,SD,-102.5697005,43.0214745,-102.7445233,43.27309
Pine Ridge,United States,"An old woman was seen by Security Guards in one of the classrooms. When they went to check in the room, nobody was there. In the old Auditorium, a boy had an heart attack in the 1950's. He was alone when it happened so, he wasn't found until later. He now haunts the place.",Pine Ridge High School/Old Auditorium,South Dakota,SD,-102.5697005,43.0214745,-102.7445233,43.27309
Pine Ridge Reservation,United States,At the sight of the old hospital housing there is said to be ghosts of little children. They run around the streets and go into the basements of the houses and bother the residents. When the hospital was being used(we now have a new one)janitors who cleaned the morgue area heard voices and were screamed at by spirits.,Old hospital,South Dakota,SD,-102.5677964,43.0641152,-102.7445233,43.27309
Pine Ridge,United States,there is this little girl that goes around the hall of wolf creek school. And the janitors see her and they say she has no face,Wolf Creek school,South Dakota,SD,-102.4602444,43.0474282,-102.7445233,43.27309
Old Agency,United States,witnesses say they seen sighting of LITTLE GREEN MEN and BIGFOOT.A man and his son were hunting in some hills in agency Village.the mans wife was waiting for them for 2 days but they never came back.People say they were killed by bigfoot and heard loud screams of a kid and a man.now When people go hunting in the hills they say a man and the kid are haunting the hills.,Agency Village,South Dakota,SD,-97.0711911,45.5677591,-97.0612817,45.6091675
Rapid City,United States,"Built in the 1920's, the Hotel is said to be haunted by many ghosts including the original owner. Employees tell of noises, items moving, and a woman seen on the eighth floor. Guests have told of strange happenings especially on the eighth floor, pianos playing themselves, crying in a room that a woman supposedly jumped out of the window on her wedding night.",Alex Johnson Hotel,South Dakota,SD,-103.2275215,44.0804214,-103.2310149,44.0805434
Rapid City,United States,moving objects and shadowy figures are observed here.,Ellsworth Air Force Base,South Dakota,SD,-103.0901656,44.1538145,-103.2310149,44.0805434
Rapid City,United States,"Hooky's is the oldest building in Rapid City, built in the late 1800's. There have been reports of noises - people talking, footsteps, and chairs moving around all when no one is there. Bartenders report of seeing people walk by only to find that there is no one around, also things that are pushed very far back from a ledge mysteriously fall.",Hooky Jacks/Phatty McGees Restaurant and Bar,South Dakota,SD,,,-103.2310149,44.0805434
Rapid City,United States,"now Dakota Junior High -  The heater room said to be haunted by football coach and team that had died years ago in a plane crash. - Update: The story is in 1968 or 69, on St. Patrick’s Day, the cheerleading squad and their coaches were killed in a plane crash at Rapid City Regional Airport while returning from the state AA's boys basketball tournament in Sioux Falls. It was a private plane owned by one of the cheerleader’s father. Now there is an award given out at the state basketball tournaments every year to the cheerleading squad with the best spirit, called the Spirit of Six Award and is in honor of the 6 cheerleaders who were killed in the crash. It is the Third Floor Gym of the school, which is supposedly haunted because that is where they use.",Old Rapid City High School,South Dakota,SD,-103.2282895,44.0763817,-103.2310149,44.0805434
Rapid City,United States,Many employees have had strange interactions with paranormal activities in both the projection room and the main halls. Shadows of human like figures and balls of floating light have been seen by friends and workes alike. Reason for haunting unknown.,Rushmore 9 movie theater,South Dakota,SD,-103.207077,44.1080216,-103.2310149,44.0805434
Rapid City,United States,"Sioux San was a boarding school, many many years ago for Native American children and a sanitarium for TB patients many years later. It is now an out patient hospital. It is said the voices and crying and apparitions of children haunt the third floor. These sightings have been seen by numerous night guards, who have quit because of the ghosts. There is numerous little graves on the grounds, of children, who still need to go home to their families.",Sioux San Hospital,South Dakota,SD,-103.271804,44.0741912,-103.2310149,44.0805434
Rapid City,United States,"the storage room is haunted by a ghost called ""Sparky"".- March 2007 Correction: ""Sparky"" is a well-known figure who reportedly plays jokes in the theater. He snaps lights on and off and opens and shuts doors, rattling staff and students. Former students now in their thirties has reported He was named Sparky when they went there. A freshmen at Steven's reports Sparky played tricks on them every time they are practicing for a concert. He messes with the sound system, the lights, the doors, everything. He doesn't haunt the storage room. For more information, please visit  www.unexplainedresearch.com/media/rapid_citys_haunting_reputation.html",Stevens High School,South Dakota,SD,-103.2893419,44.0750214,-103.2310149,44.0805434
Rapid City,United States,"This hotel is supposedly haunted by the ghost of a former hotel manager who leapt to her death from the roof in the 1930's. A ghost who stands at the foot of the room’s bed at night haunts one of the rooms. Several hotel workers have reported poltergeist activity on the hotel's top floor. This floor is currently used for storage, and workers have heard furniture moving around and lights flickering on and off. One employee reported having a chair thrown down the stairwell at him from the top floor doorway when there was no one on the floor at the time. Several employees have quit because of the apparitions.",The Hotel Alex Johnson,South Dakota,SD,-103.2275215,44.0804214,-103.2310149,44.0805434
Rock Creek (Bullhead),United States,"Witnesses report hearing an old record player, foot steps and doors opening when the building is empty. teacher's grading papers late at night will also hear voices and paper, desk, and chairs moving around. One occasion the head cook opened early to cook breakfast and heard voices coming toward her but no one was there. Another occasion people will see a man and woman peaking out of the window late at night when they pass by the school. Along time ago there was a flood in Rock Creek that took out a graveyard, the water covered the entire village that all the coffins were floating around and they had to evacuate to the hills, horseback riders roped the coffins to bring to shore. A lot of the coffins were opened and no bodies were missing. A lot of the bodies were sunk into the sand. So it is to believe that the whole village is haunted.  There is to believe that a tall man dressed in black roams the village late at night. A lot of residences of this small village have seen him. There has been a report of a Skelton seen hanging in a tree on Booth Road.",Rock Creek Day School,South Dakota,SD,-100.7467771,45.6576753,-101.0806929,45.7655532
Roscoe,United States,"There have been weird sightings reported from teachers at EC high school. One included a door opening on it's own. Another one was one time a whole room was messed up, and knows one had broken in, because the door was still locked, and at night teachers have heard footsteps walking up and down the stairs. They think the janitor Harold haunts the school, he was a previous janitor.",Edmunds Central High School,South Dakota,SD,-99.33772169999999,45.4528429,-99.3387279,45.4485879
Salem,United States,It is said that the auditorium is haunted. You can hear footsteps. You can hear doors slamming shut when no one is there.,Salem High School,South Dakota,SD,-97.3858207,43.7275814,-97.388953,43.7241455
Sioux Falls,United States,"The Actors Studio is located next door to The Community Playhouse. A man thought to be killed when the studio was Rainbow Bar and Grill haunts it. He was supposedly dancing with a woman whose husband was in the war. He came back and saw them together. In a fit of rage, the solider killed him. The victim’s ghost now wanders the studio whistling Twinkle Twinkle Little Star.",Actors Studio,South Dakota,SD,,,-96.73110340000001,43.5445959
Sioux Falls,United States,"Incredible place historically.  Occupied by the Oneota American Indians in the late 1600's and later the Yankton Sioux American Indians until the early 1900's, this continual American Indian occupation was a ceremonial place covered in large boulders that were thought to have healing properties.  Large boulders survive to this day with the ""dimples"" in the rock caused from the American Indian's tapping instruments into the rock and then grinding the chips of the boulder into powder to me mixed with other herbs and grasses as medicine.  At one time it was believed that in excess of 10,000 American Indians occupied this site.  Some excavations have discovered human projectile points dating back over 8500 years old.",Gitchie Manitou State Preserve,South Dakota,SD,-96.59569119999999,43.4966832,-96.73110340000001,43.5445959
Sioux Falls,United States,Tall stone monument that overlooks Sioux Falls north side near the cemetery is the place where a South Dakota farmer / judge Mr. Amidon was killed by American Indians in an uprising as he plowed his field.  His 14 -year-old son was sh`t to death with arrows through his chest as he tried to help his father as well.  The monument is dedicated in their honor.  Strange feelings of being watched are found here as well as occasional orb lights.  It's not known due to the very close proximity to the cemetery very close by if the spirits are from there or the judge and his son.,"The Judge Amidon Monument""",South Dakota,SD,,,-96.73110340000001,43.5445959
Sioux Falls,United States,The Community Playhouse is haunted by a ghost named Larry. He was a former janitor who hanged himself in the rafters. Witnesses claim that Larry turns sinks on and flushes toilets. People have also reported hearing his ghostly footsteps in the night.,Sioux Falls Community Playhouse,South Dakota,SD,-96.7271312,43.5503406,-96.73110340000001,43.5445959
Sioux Falls,United States,the old Washington high school building. a construction worker fell to his death in an elevator shaft while remodeling the building into the pavilion. footsteps are heard and a feeling of being watched.,Washington pavilion,South Dakota,SD,-96.7290025,43.543991,-96.73110340000001,43.5445959
Spearfish,United States,"The Wenonah Cook dorm - The dorm is an all male dorm and students on that floor swear that you can hear her screams, and sometimes smell the smell of a rotting corpse.",Black Hills State University,South Dakota,SD,-103.8711895,44.49651,-103.8593697,44.4908172
Springfield,United States,"It is believed the basement of this restaurant is haunted by a little girl. there has been only one sighting which was just a glimpse. If you leave the basement door open it causes stacks of soup bowls to fall over for no apparent reason. When you are actually down stairs you feel very uneasy and sometimes you will get ""tripped"" going up the stairs. It is thought she died of an overdose, the former building used to be a drug store known as Hoch Drug.",Libby's Steakhouse,South Dakota,SD,-93.26496399999999,37.156779,-97.8972907,42.8541657
St. Francis,United States,"At a recent Graduation there, people video taped the graduating students in the hall and when they looked back at the video a little girl floating in the air watched the students. You can also find her in the gym of the school.",St. Francis Indian School,South Dakota,SD,-100.90038,43.140756,-100.9051874,43.1429794
Vermillion/Meckling,United States,"This house has been long abandoned, strange noises from the top floor have been heard, and a girl who went in was hit on the chest, resulting in a bruise in the shape of a perfect triangle. Some think that it may be the ghost of a school superintendent who hung himself when the Meckling school was dissolved.",GPR Stops House,South Dakota,SD,,,-97.06823969999999,42.8119553
Wakpala,United States,It is to be said that you can hear basketball and people running up and down the old court. Also you can hear little kids playing in the classrooms. And sometimes in the gym. Also the boiler room you get a strange feeling like someone is behind you watching you until you leave the room.,Old School,South Dakota,SD,-100.5224535,45.6250448,-100.5363712,45.6571949
Wall,United States,There is sometimes footsteps heard from the roof (which is three stories up and has no stairwell leading to it). Then the footsteps stop and a soft thud is heard. This happens every year at 11:30 at night on December the twenty forth. Some call it the Santa Claus Ghost. But others believe that it was a principal that died in a freak electrical fire and was burned to death in 1930.,Wall High School,South Dakota,SD,-102.2477733,43.9901699,-102.2415477,43.9924889
Yankton,United States,"Anything from showers turning on and off, the water fountains run by themselves, footsteps, and shadows. It's said that a worker fell to his death during construction and he may be the probable suspect, but some people think otherwise.",Mount Marty College,South Dakota,SD,-97.410359,42.874457,-97.39728129999999,42.87110879999999
Yankton,United States,"Corbey - Rumors also include the haunting of the Corbey (female dorm) elevator by a girl who just up and left one day, never to be seen again – There isn’t any significant confirmation of this. But some residents get very uncomfortable around areas that could be considered ""paranormal"".",Mount Marty College,South Dakota,SD,-97.410359,42.874457,-97.39728129999999,42.87110879999999
Yankton,United States,"old gym/stage - is said to be haunted by an old music teacher who was a sister at the convent (the music hall is just above the old area, and she is said to inhabit the costume room).",Mount Marty College,South Dakota,SD,-97.410359,42.874457,-97.39728129999999,42.87110879999999
Yankton,United States,"Whitby Hall - Room 200 - is said to have been haunted, and due to this, until the past two years, was vacant. Light never touches the door, no matter what lights are on, and even during the day, light barely makes it into the window to hit the door. There has been other sightings on the floor - a figure walking across a resident’s room near the door – they were the only one in the room, and the door was closed. All i could see was the pants, they seemed to be a gray polyester. Other rooms have seen figures in hard hats and blue suits. When they rolled over to get up and talk to them, the figure was gone, and when they checked the door, they realized it was still locked - the doors at that time would unlock if you closed them while they were locked. They have also seen a white figure in a corner - non-descript, just standing there.",Mount Marty College,South Dakota,SD,-97.410359,42.874457,-97.39728129999999,42.87110879999999
Baxterville,United States,Occurrences of people walking through the cemetery when no one is there.  Feelings of dread when you are in or outside of the cemetery at night.  Strange occurrences at homes that surround the cemetery.  Graves at the cemetary date back to the mid 1800's.,Myrtle Grove Cemetery,Mississippi,MS,-89.6036413,31.0473719,-89.590278,31.083889
Biloxi,United States,"When an active hospital, dying patients would see young girls at the end of their beds. One time there was a sighting of a tall, white figure pass through the dispatcher area, which became extremely cold. Locked doors can be heard opening and slamming shut during the night.",Former Biloxi Regional Hospital,Mississippi,MS,-88.8896922,30.3956483,-88.88530779999999,30.3960318
Biloxi,United States,"334th Training Squadron - The 334th training squadron has a haunted wing. A young airman hung himself during training in the wing. Now strange things happen in the wings surrounding that wing. The wing was closed for a year but then an overflow of students came and the wing was reopened. It was part of the male dormitories. All that had gone down that hall said that the lights flickered and it was very cold. The room was located at the end of the hall next to the window and on the right. The bed it happened in was on the right. The two male airmen that were assigned that room was not informed of what happened. Strange things started happening to the one in the right bed. He almost became possessed by this spirit. The airmen in the left bed once woke up with his roommate standing over him. Another night he awoke because he could not breath and found that his covers were wrapped around his neck. He went to the red rope for help, and shortly after the wing was once again shut down. The Chaplin came in and performed an exorcism. Then about a year to two years later the dormitory was torn down.",Keesler Air Force Base,Mississippi,MS,-88.9252664,30.4094159,-88.88530779999999,30.3960318
Biloxi,United States,"338th Training Squadron -  The 338 training squadron still resides in original quarters and there were 3 spirits in the female wings alone. One was an angry man of about 27 or 28 who didn't know why females where there and wanted them all out of ""him air force"". This was an uncomfortable presence that would just sit three or four yards (sometimes halfway up the stairs while you were guarding the entrance) and concentrate loathing on you, also he would mess with the tuning on your radio. Also there was a boy named Jeremy who was 18. He was a sweet kid who would check on everyone in the evenings and make sure everyone was alright. He also would play pranks like opening windows at night and dropping things inside locked wall lockers when you are across the room. One soldier learned he missed his mother, he went through the school in 1967 and although he knew he had died of shrapnel wounds, he would often worry about going to 'Nam ""tomorrow"". Jeremy, for the record was very polite in that if you were studying with your door closed he would continue down the hall. He seems to need the encouragement of an open door for an invite to interrupt any study hall sessions.",Keesler Air Force Base,Mississippi,MS,-88.9252664,30.4094159,-88.88530779999999,30.3960318
Biloxi,United States,The 3rd floor has a wandering spirit that roams and occasionally makes her presence known throughout the building. No women are regularly assigned to work there at night because two women have left in total hysterics.,Marine Resource Center,Mississippi,MS,-88.90558469999999,30.4111581,-88.88530779999999,30.3960318
Bogue Chitto,United States,"Something has been reported there that has the body of a four-legged animal, but a head that appears to be like a man's. It apparently has glowing red eyes, and it is about the same size as a goat.",Myers Creek,Mississippi,MS,-90.41782750000002,31.4334822,-88.92701819999999,32.8433575
Columbus,United States,"The road is known as 3 legged lady road because of the sightings of a woman with 3 legs. As the legend goes your suppose to beat her across the bridge. Well, she runs beside your car trying to run you off the road by slamming her fist into the side of your car. A friend of mine took a shortcut on the road on his way home from work and meet the 3 legged lady as he drove across the bridge he could hear her fist ramming into the side of his car and as he got home there were dents in the side of his car.",3 legged lady road,Mississippi,MS,,,-88.4272627,33.4956744
Columbus,United States,A young lady haunts railroad tracks. Her husband was killed on the way home from the war on the train. She was so devastated she stood on the tracks in front of a train. You have to go to the tracks and Stop on the tracks turn your vehicle off and honk your horn three times. Then you look down the tracks to see her searching for her husband you won't see her only her lantern. It will be several different colors.,Armstrong Rd.,Mississippi,MS,-88.349632,33.4856658,-88.4272627,33.4956744
Columbus,United States,The ghost of a Confederate soldier can be seen at the back of the cemetery patrolling with his gun back and forth through the Civil War graves.,Friendship Cemetery,Mississippi,MS,-88.4293282,33.4826817,-88.4272627,33.4956744
Columbus,United States,Calloway Hall - The ghost of Mary can be seen in the top floor window looking for her lost love. Sometimes she visits the freshman girls at night and sits on the edge of their beds to weep.,Mississippi University for Women,Mississippi,MS,-88.4187196,33.4947079,-88.4272627,33.4956744
Columbus,United States,haunted by Major John Pytchlyn riding his horse and a young girl crying.,Waverly,Mississippi,MS,-88.42752399999999,33.529023,-88.4272627,33.4956744
Corinth,United States,The water comes on when everyone is asleep. You can hear babies crying in other rooms when no one is around. Weird things happen that is unexpected.,22 CR 510,Mississippi,MS,-88.62868189999999,34.8722125,-88.5222702,34.9342548
Crystal Springs,United States,In the bathroom around 10:45 you can sometimes hear the door open and close. In the back room there have been times when you can hear footsteps. And the lights go on and off and there have been times reported when the microwave has gone on and off by it self. When they lock up there have been odd times when the owner has come back to get something and the door has been unlooked. The employees have seen misty figures floating around then disappearing when someone come in or they hear a loud noise.,OK Batte Cleaners,Mississippi,MS,-90.3562654,31.9872187,-90.35703529999999,31.987378
Dekalb,United States,Home to a specter that roams the near bridge of the swamp late at night. Footsteps are heard here and vehicles tend to stop half way across the bridge. Tall man wearing black suit and black hat is seen walking down roads near swamp trying to stop you for a ride.,"Bogue Chitto Swamp,",Mississippi,MS,,,-88.6508784,32.7676329
Ellisville,United States,"someone killed there during civil war blood stains appear when it rains, for more information, check out  The Deason House",Deason Home,Mississippi,MS,-89.1969731,31.6095319,-89.1956142,31.6040538
Gautier,United States,It has been noted that some of the slaves still haunt the property and the graveyard across the way. The Old Place is the only plantation house still standing in Gautier and the family cemetery is across hwy 90 from the home. Some of the slave quarters are still there and the hanging tree is still there as well.,The Old Place,Mississippi,MS,-88.61081890000001,30.3818123,-88.6116854,30.385755
Gulfport,United States,A civil war park that has a man thats head was blown off. People claim that if you go out there at night you can see his ghost walking around looking for his head.,Grandgulf,Mississippi,MS,-91.0535905,32.030072,-89.0928155,30.3674198
Hattiesburg,United States,The legend has it that on the old bridge there would be a young girl in a prom dress ride across the bridge on the hood of your car around midnight. Seems she and her boyfriend were killed on prom night on that bridge. There is a new bridge now and the girl no longer rides.,Burnt Bridge,Mississippi,MS,-89.4382607,31.2616859,-89.29033919999999,31.3271189
Heidelberg,United States,"Reports of lights turning off and on, doors slamming shut, sounds of footsteps when the church is empty at night.",Bogue Homa Reservation,Mississippi,MS,-88.9897155,31.7954049,-88.98394189999999,31.8868224
Hernando,United States,Any time when its dark and the gym is empty you can hear someone walking on the ceiling. The music teacher has actually heard the ghost playing his piano but when he went to check nothing was there. There were a few incidents that students at after school programs have actually seen the image of a young girl. These happenings still go on to this day.,Hernando Middle School,Mississippi,MS,-89.9783502,34.8311403,-89.9937018,34.823987
Houston,United States,"Asbury Cemetery is located way back on a dirt road, down in a valley between some hills. It's a really pretty place, and I have been to more than one funeral there. But it's also a place where people like to park and stargaze. On several occasions, people have described a low voice talking, or an overwhelming, almost gut-wrenching feeling that something is watching them or something is after them. More than one serious accident has occurred from people driving from it at night as fast as they can. A witness involved in a wreck reports:  ""A group of us were out there just hanging out when everyone in our group, which consisted of about 10 people, all stopped talking in mid-sentence and felt a horrible sense of dread. We ran to our vehicles and everyone flew from there. I'm a biologist with a minor in Physics; I don't believe in ""ghosts"". On top of that, my father is a minister, and I have strong convictions against ghosts. Naturally, I thought it was just a change in the wind, sudden drop in pressure, etc., so I went back one night with a girl I was dating and a friend. We were sitting in the car talking when I felt a horrible feeling that someone was right on me. At the same time the girl I was with began to scream and tell me to get out of here, start the car! We flew out of there at full speed and kept speeding down the narrow two-lane road that led to it. Even though we had left the area and were a half mile away, she continued to look out the back window and say that someone is coming, and our friend was saying ""go, man, go! Don't slow down!"" I felt it too, and turned to look out the back window to see what it was; I lost control on the dirt road and my car went down a steep hill into some trees. We were at the bottom of this hill and all any of us could do was yell excitedly in fear at what might be out there. To this day, neither I nor any of my many friends who used to go out there will even turn down the road that leads to it at night. Not from what I said, but because they were there and I have felt it, too. """,Asbury Cemetery,Mississippi,MS,-88.9110725,33.9619325,-88.99922670000001,33.8984461
J.S.,United States,"Sometimes at night lights come out of the grave, and dance around. If you are in the cemetery when it comes out they will dance around you, but if you are just entering it when they are already out they will force or scare you out.",Sauls Valley Cemetery,Mississippi,MS,-90.0619772,31.3732668,-90.2059233,31.3648962
Jackson,United States,"This building was used as the state capitol from 1839-1903, and is now a museum open to the public. At one time during the 1800's, a legislator died from a heart attack in his office, and slumped from his desk, hitting the floor. To this day, sometimes around 5:15 in the afternoon, a thud is heard coming from that office. Security officers have also reported hearing doors slamming and hammering in the night.",Old Capitol,Mississippi,MS,-90.17987049999999,32.2991558,-90.1848103,32.2987573
Jackson,United States,One day a young boy was skipping school and decided to leave out of the top of the auditorium where a hole was. But there was also a big fan there. Reportedly the little boy got chopped to pieces and if you walk down a certain hall in the school he will chase after you.,Chastain Middle School,Mississippi,MS,-90.157307,32.358059,-90.1848103,32.2987573
Jackson,United States,"A former employee reports hearing footsteps, automatic doors opening and shutting rapidly.",University Club Amsouth Building,Mississippi,MS,-90.1853161,32.3007314,-90.1848103,32.2987573
Kosciusko,United States,"A statue seems to weep. Several have also testified that a fresh rose could be found on her anniversary date, in her cupped hand. - March 2008 Update: An 82-year-old visitor to this cemetery reports the lady's name is Mrs. Kelly. At the time of Mrs. Kelly's death her husband had this statue made in France. The statue is said to look just like Mrs. Kelly.",City cemetery,Mississippi,MS,-89.577761,33.0440717,-89.58757639999999,33.0576295
Laurel,United States,The Spirits of two young girls haunt the hospital. - June 2008 Update: The hospital has burned down.,Downtown Hospital,Mississippi,MS,-89.14074649999999,31.6850255,-89.1306124,31.6940509
Laurel,United States,When you go down this road at night you will see people run out in front of your car and if you look back they are just standing there. No one will go down that road on a full moon night the production plant on the road will not even work at night when its a full moon. Visions of seeing a girl drenched in blood and loud screams have been reported.,Laurel Machine and Finery Rd.,Mississippi,MS,-89.1246917,31.6986204,-89.1306124,31.6940509
