date,time,size,version,os,country,ip_id
2018-10-23,17:54:54,82973247,3.5.1,win,IN,2468
2018-10-23,12:00:09,82877758,3.5.1,win,DK,2469
2018-10-23,12:00:14,77629146,3.5.1,osx,GB,2470
2018-10-23,12:00:31,82877758,3.5.1,win,FR,79
2018-10-23,12:00:30,82877755,3.5.1,win,US,2471
2018-10-23,09:06:00,82979287,3.5.1,win,HR,2472
2018-10-23,09:06:20,77629938,3.5.1,osx,ES,2473
2018-10-23,09:06:32,82970574,3.5.1,win,SE,2474
2018-10-23,09:06:51,82973005,3.5.1,win,NA,28
2018-10-23,09:07:47,22060213,3.5.1,win,IT,2475
2018-10-23,09:07:46,77631486,3.5.1,osx,CH,2476
2018-10-23,09:08:21,83030128,3.5.1patched,win,US,70
2018-10-23,09:08:35,82969827,3.5.1,win,UA,2450
2018-10-23,09:08:56,77628523,3.5.1,osx,NL,2477
2018-10-23,09:09:04,82877759,3.5.1,win,GB,2478
2018-10-23,09:10:02,82375202,3.4.3,win,DE,2479
2018-10-23,09:10:22,82877755,3.5.1,win,AU,2480
2018-10-23,09:10:26,82969593,3.5.1,win,JP,2481
2018-10-23,09:10:29,83030553,3.5.1patched,win,US,69
2018-10-23,09:10:26,82972240,3.5.1,win,ZA,2482
2018-10-23,09:10:37,77629656,3.5.1,osx,NA,28
2018-10-23,20:00:09,82969113,3.5.1,win,US,2483
2018-10-23,20:00:12,82974183,3.5.1,win,NA,28
2018-10-23,19:00:13,82970926,3.5.1,win,US,146
2018-10-23,19:00:26,82877755,3.5.1,win,UA,2484
2018-10-23,19:00:37,77630614,3.5.1,osx,US,2485
2018-10-23,19:00:40,82877755,3.5.1,win,FR,79
2018-10-23,21:45:43,73213613,3.2.4,osx,US,37
2018-10-23,21:45:41,74975801,3.3.3,osx,US,2486
2018-10-23,21:45:47,29846758,3.5.1,src,US,2487
2018-10-23,21:46:13,82975101,3.5.1,win,NA,28
2018-10-23,21:46:26,77628775,3.5.1,osx,GB,1512
2018-10-23,21:46:29,74975289,3.3.3,osx,GB,1512
2018-10-23,21:46:30,71888485,3.2.1,osx,GB,1512
2018-10-23,21:46:38,82968694,3.5.1,win,NA,28
2018-10-23,21:46:45,82972305,3.5.1,win,US,33
2018-10-23,21:46:45,83041833,3.5.1patched,win,US,146
2018-10-23,21:46:58,13697741,3.3.3,osx,US,2488
2018-10-23,21:47:05,83038118,3.5.1patched,win,US,13
2018-10-23,21:47:45,74889266,3.3.3,osx,US,37
2018-10-23,21:47:44,82971680,3.5.1,win,MU,2489
2018-10-23,21:48:42,82968852,3.5.1,win,PT,2490
2018-10-23,21:48:46,82553833,3.4.4,win,US,15
2018-10-23,21:48:48,77266228,3.4.4,osx,US,37
2018-10-23,21:48:57,82975102,3.5.1,win,RU,2491
2018-10-23,21:48:56,348,3.5.1,win,US,2492
2018-10-23,21:49:00,82969999,3.5.1,win,US,66
2018-10-23,21:50:25,82877758,3.5.1,win,US,2493
2018-10-23,21:50:34,82973653,3.5.1,win,US,70
2018-10-23,21:16:06,82969019,3.5.1,win,CA,2494
2018-10-23,21:16:12,78015785,latest,osx,US,37
2018-10-23,21:16:22,82973357,3.5.1,win,CA,2495
2018-10-23,21:16:22,82877758,3.5.1,win,HK,2496
2018-10-23,21:16:38,83044426,3.5.1patched,win,US,15
2018-10-23,21:16:44,29847929,3.5.1,src,NA,28
2018-10-23,21:16:57,615007,3.5.1,win,FR,2497
2018-10-23,21:16:58,1048325,3.5.1,win,FR,2497
2018-10-23,21:17:13,82973832,3.5.1,win,US,2498
2018-10-23,21:17:18,83039548,3.5.1patched,win,US,69
2018-10-23,21:17:20,82877758,3.5.1,win,NA,28
2018-10-23,21:18:18,77629092,3.5.1,osx,NZ,2499
2018-10-23,21:18:59,82877758,3.5.1,win,US,1513
2018-10-23,21:19:16,83037406,3.5.1patched,win,US,13
2018-10-23,21:19:26,83038099,3.5.1patched,win,US,15
2018-10-23,21:19:31,82975137,3.5.1,win,US,82
2018-10-23,21:19:35,77629863,3.5.1,osx,US,2500
2018-10-23,21:20:36,64228633,3.4.2,osx,IT,988
2018-10-23,21:20:31,4891766,3.0.3,src,TR,2501
2018-10-23,15:35:45,29847202,3.5.1,src,US,783
2018-10-23,15:36:04,82973787,3.5.1,win,FI,2502
2018-10-23,15:35:59,77632887,3.5.1,osx,JP,2503
2018-10-23,15:36:15,83037233,3.5.1patched,win,US,70
2018-10-23,15:36:22,82974198,3.5.1,win,NL,97
2018-10-23,15:36:33,82969863,3.5.1,win,HR,2504
2018-10-23,15:36:46,82968831,3.5.1,win,US,800
2018-10-23,15:36:49,82968649,3.5.1,win,US,800
2018-10-23,15:36:51,82968666,3.5.1,win,US,800
2018-10-23,15:36:52,82968675,3.5.1,win,US,800
2018-10-23,15:36:53,82968793,3.5.1,win,US,800
2018-10-23,15:36:53,82970103,3.5.1,win,US,800
2018-10-23,15:37:05,83615975,devel,win,US,33
2018-10-23,15:37:31,82877758,3.5.1,win,CZ,825
2018-10-23,15:37:37,77628651,3.5.1,osx,NA,28
2018-10-23,15:37:44,77367690,3.4.4,osx,US,2505
2018-10-23,15:38:31,73213617,3.2.4,osx,US,37
2018-10-23,15:38:45,82971060,3.5.1,win,IE,2506
2018-10-23,15:39:00,82968676,3.5.1,win,DE,2507
2018-10-23,15:39:08,82975543,3.5.1,win,US,33
2018-10-23,15:39:56,82877755,3.5.1,win,CA,2508
2018-10-23,15:39:59,77356240,3.4.4,osx,US,37
2018-10-23,15:40:16,82969846,3.5.1,win,US,2509
2018-10-23,15:39:58,82976982,3.5.1,win,GB,2510
2018-10-23,06:55:21,82969521,3.5.1,win,DE,2511
2018-10-23,06:55:42,78015785,latest,osx,US,37
2018-10-23,06:55:45,83607587,devel,win,US,11
2018-10-23,06:56:15,82974559,3.5.1,win,DE,2512
2018-10-23,06:56:33,19135764,3.5.1,win,NA,28
2018-10-23,06:57:07,82877758,3.5.1,win,DE,2513
2018-10-23,06:57:44,2994906,3.5.1,src,KR,1697
2018-10-23,06:57:58,82976829,3.5.1,win,RU,2514
2018-10-23,06:58:27,28076332,3.0.3,src,KR,1697
2018-10-23,06:58:44,82877755,3.5.1,win,IN,2515
2018-10-23,06:58:53,83024108,3.5.1patched,win,US,13
2018-10-23,06:59:11,83031487,3.5.1patched,win,US,146
2018-10-23,06:59:29,82970918,3.5.1,win,IN,2516
2018-10-23,06:59:28,82970610,3.5.1,win,JO,2517
2018-10-23,06:59:36,78015788,latest,osx,US,37
2018-10-23,06:59:54,82555730,3.4.4,win,US,69
2018-10-23,09:56:33,83031749,3.5.1patched,win,US,13
2018-10-23,09:56:35,2115327,3.5.1,win,IR,2518
2018-10-23,09:56:38,83023864,3.5.1patched,win,US,92
2018-10-23,09:57:02,77629367,3.5.1,osx,NA,28
2018-10-23,09:57:04,82974450,3.5.1,win,GB,2519
2018-10-23,09:57:29,82877749,3.5.1,win,US,616
2018-10-23,09:57:40,82975334,3.5.1,win,KR,2520
2018-10-23,09:58:19,77626082,3.5.1,osx,GB,2521
2018-10-23,09:58:13,82972435,3.5.1,win,KR,2522
2018-10-23,09:58:30,82971987,3.5.1,win,US,2523
2018-10-23,09:58:35,82971814,3.5.1,win,RU,2524
2018-10-23,09:58:43,82974490,3.5.1,win,PL,2525
2018-10-23,09:59:33,82968666,3.5.1,win,RU,2526
2018-10-23,09:59:45,82970800,3.5.1,win,IL,2527
2018-10-23,21:50:35,82968934,3.5.1,win,AU,2528
2018-10-23,21:50:44,82877755,3.5.1,win,CL,2529
2018-10-23,21:51:04,77628731,3.5.1,osx,NA,28
2018-10-23,21:51:12,83038036,3.5.1patched,win,US,1282
2018-10-23,21:51:33,83043022,3.5.1patched,win,US,82
2018-10-23,21:52:38,82975507,3.5.1,win,US,2530
2018-10-23,21:52:43,82877755,3.5.1,win,US,2531
2018-10-23,21:52:46,77629826,3.5.1,osx,CL,2532
2018-10-23,21:52:44,78107192,latest,osx,US,37
2018-10-23,21:53:13,77358328,3.4.4,osx,US,37
2018-10-23,21:53:48,83037763,3.5.1patched,win,US,92
2018-10-23,21:54:02,82977898,3.5.1,win,US,2533
2018-10-23,21:54:07,83040663,3.5.1patched,win,US,34
2018-10-23,21:54:28,83038783,3.5.1patched,win,US,34
2018-10-23,21:54:42,82972617,3.5.1,win,US,2534
2018-10-23,21:54:46,82974236,3.5.1,win,US,2535
2018-10-23,21:55:28,82877759,3.5.1,win,GB,2536
2018-10-23,16:41:52,82877759,3.5.1,win,MX,1080
2018-10-23,16:42:19,74889266,3.3.3,osx,US,37
2018-10-23,16:42:29,77266228,3.4.4,osx,US,37
2018-10-23,16:42:39,82972743,3.5.1,win,CA,2537
2018-10-23,16:42:34,29847558,3.5.1,src,KR,1871
2018-10-23,16:42:43,77633400,3.5.1,osx,US,2538
2018-10-23,16:42:55,83037558,3.5.1patched,win,US,15
2018-10-23,16:43:02,77630206,3.5.1,osx,DE,2539
2018-10-23,16:43:12,77631430,3.5.1,osx,NA,28
2018-10-23,16:43:24,83042203,3.5.1patched,win,US,82
2018-10-23,16:43:42,82877758,3.5.1,win,US,2540
2018-10-23,16:43:42,83037875,3.5.1patched,win,US,146
2018-10-23,16:43:59,82973707,3.5.1,win,DZ,1897
2018-10-23,16:44:08,82877758,3.5.1,win,FR,2541
2018-10-23,16:44:12,82877758,3.5.1,win,US,2540
2018-10-23,16:44:35,83043076,3.5.1patched,win,US,92
2018-10-23,16:44:54,82877755,3.5.1,win,US,2542
2018-10-23,16:45:12,77629974,3.5.1,osx,NA,28
2018-10-23,16:45:22,82974256,3.5.1,win,US,146
2018-10-23,16:45:25,82877755,3.5.1,win,US,2543
2018-10-23,05:55:50,82974885,3.5.1,win,JP,2544
2018-10-23,05:55:52,78015785,latest,osx,US,37
2018-10-23,05:55:55,1503529,3.5.1,win,ID,2545
2018-10-23,05:55:58,82877759,3.5.1,win,MX,2546
2018-10-23,05:57:04,82971602,3.5.1,win,KR,2547
2018-10-23,05:57:18,82974497,3.5.1,win,NA,28
2018-10-23,05:57:34,82973563,3.5.1,win,TW,2548
2018-10-23,05:57:59,82973293,3.5.1,win,LK,2549
2018-10-23,05:58:08,82973662,3.5.1,win,TW,2550
2018-10-23,05:58:11,82971069,3.5.1,win,TW,2551
2018-10-23,05:58:09,82974598,3.5.1,win,TW,2552
2018-10-23,05:58:22,55550301,3.5.1,win,IT,2553
2018-10-23,05:58:44,82977388,3.5.1,win,DE,2554
2018-10-23,05:59:15,30200620,3.4.1,src,IN,2555
2018-10-23,05:59:40,82972906,3.5.1,win,TW,2556
2018-10-23,05:59:37,82877759,3.5.1,win,TW,2557
2018-10-23,22:00:03,82551984,3.4.4,win,US,82
2018-10-23,22:00:16,29847172,3.5.1,src,US,2558
2018-10-23,22:00:21,83037676,3.5.1patched,win,US,34
2018-10-23,20:25:43,82877755,3.5.1,win,CA,2559
2018-10-23,20:25:42,82877755,3.5.1,win,NA,28
2018-10-23,20:25:54,82973735,3.5.1,win,US,2560
2018-10-23,20:25:56,82972078,3.5.1,win,US,2561
2018-10-23,20:26:06,82968718,3.5.1,win,NA,28
2018-10-23,20:26:04,77629626,3.5.1,osx,AU,2562
2018-10-23,20:26:24,82877757,3.5.1,win,US,2563
2018-10-23,20:26:26,82877757,3.5.1,win,CA,2564
2018-10-23,20:26:24,82976631,3.5.1,win,US,2565
2018-10-23,20:26:33,82972470,3.5.1,win,NA,28
2018-10-23,20:26:35,82877755,3.5.1,win,AR,2566
2018-10-23,20:26:55,82877758,3.5.1,win,US,2567
2018-10-23,20:26:51,74974235,3.3.3,osx,AU,1257
2018-10-23,20:27:04,82968721,3.5.1,win,CL,2568
2018-10-23,20:27:10,82971619,3.5.1,win,DE,2569
2018-10-23,20:27:11,82974423,3.5.1,win,US,42
2018-10-23,20:27:19,82972399,3.5.1,win,US,2570
2018-10-23,20:27:23,74370674,3.3.3,win,US,146
2018-10-23,20:27:27,83616326,devel,win,US,146
2018-10-23,20:27:26,77627419,3.5.1,osx,US,2571
2018-10-23,20:27:40,82972528,3.5.1,win,US,2572
2018-10-23,20:27:33,82975677,3.5.1,win,RU,2573
2018-10-23,20:28:44,82969710,3.5.1,win,GB,2574
2018-10-23,20:29:26,82877758,3.5.1,win,US,2575
2018-10-23,20:29:57,82877759,3.5.1,win,NA,28
2018-10-23,20:30:10,82973103,3.5.1,win,US,13
2018-10-23,20:30:07,82877759,3.5.1,win,DE,1631
2018-10-23,20:30:26,82877758,3.5.1,win,NA,28
2018-10-23,20:30:24,21413949,3.5.1,win,FR,2576
2018-10-23,20:29:52,77627748,3.5.1,osx,GB,2577
2018-10-23,19:45:31,78015788,latest,osx,US,37
2018-10-23,19:45:45,82975606,3.5.1,win,DE,2578
2018-10-23,19:45:53,82877755,3.5.1,win,US,2575
2018-10-23,19:45:54,78015785,latest,osx,US,37
2018-10-23,19:46:04,82970990,3.5.1,win,US,2579
2018-10-23,19:46:07,82970423,3.5.1,win,US,2580
2018-10-23,19:45:23,25478971,3.5.1,win,TW,2581
2018-10-23,19:47:14,29848449,3.5.1,src,CH,2582
2018-10-23,19:47:25,77628576,3.5.1,osx,US,2583
2018-10-23,19:47:16,77266232,3.4.4,osx,US,37
2018-10-23,19:47:40,82971782,3.5.1,win,TR,2584
2018-10-23,19:47:49,77629423,3.5.1,osx,HK,2585
2018-10-23,19:47:48,82877758,3.5.1,win,US,2586
2018-10-23,19:48:02,82971601,3.5.1,win,ES,2587
2018-10-23,19:48:04,78108476,latest,osx,US,37
2018-10-23,19:48:46,82877758,3.5.1,win,US,2588
2018-10-23,19:48:44,74286525,3.3.3,win,DE,2589
2018-10-23,19:49:04,82970441,3.5.1,win,PT,2590
2018-10-23,19:49:03,82877758,3.5.1,win,CA,2591
2018-10-23,19:49:40,82877758,3.5.1,win,US,2575
2018-10-23,19:50:07,82975265,3.5.1,win,US,2592
2018-10-23,19:50:22,77630178,3.5.1,osx,GB,2593
2018-10-23,19:50:31,82974272,3.5.1,win,US,2594
2018-10-23,19:50:35,82972005,3.5.1,win,CA,2595
2018-10-23,21:10:43,77628639,3.5.1,osx,NA,28
2018-10-23,21:10:51,29813366,3.5.1,src,US,2202
2018-10-23,21:11:36,82973195,3.5.1,win,US,998
2018-10-23,21:11:45,82877755,3.5.1,win,US,2596
2018-10-23,21:12:05,83045695,3.5.1patched,win,US,11
2018-10-23,21:11:58,74978817,3.3.3,osx,DE,2597
2018-10-23,21:12:24,83040547,3.5.1patched,win,US,11
2018-10-23,21:12:49,82973240,3.5.1,win,CA,2598
2018-10-23,21:12:53,82971160,3.5.1,win,PL,2599
2018-10-23,21:13:01,82973130,3.5.1,win,US,13
2018-10-23,21:13:11,82877755,3.5.1,win,US,2600
2018-10-23,21:13:43,82877755,3.5.1,win,CA,2601
2018-10-23,21:13:44,77266228,3.4.4,osx,US,37
2018-10-23,21:13:47,82970926,3.5.1,win,CA,2494
2018-10-23,21:13:55,82877759,3.5.1,win,US,2602
2018-10-23,21:14:26,78015789,latest,NA,US,37
2018-10-23,21:14:36,82877757,3.5.1,win,US,2603
2018-10-23,21:14:49,83044048,3.5.1patched,win,US,532
2018-10-23,21:15:03,82972680,3.5.1,win,US,2604
2018-10-23,21:15:00,82971043,3.5.1,win,US,256
2018-10-23,21:15:09,82877758,3.5.1,win,RO,2605
2018-10-23,21:15:11,82877758,3.5.1,win,US,2606
2018-10-23,21:15:26,82968745,3.5.1,win,NZ,2607
2018-10-23,21:15:27,82972205,3.5.1,win,DE,2608
2018-10-23,21:15:37,83037757,3.5.1patched,win,US,33
2018-10-23,10:55:37,82877755,3.5.1,win,AR,2609
2018-10-23,10:55:50,83029634,3.5.1patched,win,US,33
2018-10-23,10:56:02,83032514,3.5.1patched,win,US,15
2018-10-23,10:56:06,77630217,3.5.1,osx,GB,1668
2018-10-23,10:56:29,82971295,3.5.1,win,GB,2610
2018-10-23,10:57:36,77629750,3.5.1,osx,DE,2611
2018-10-23,10:57:39,82877759,3.5.1,win,KR,2612
2018-10-23,10:57:47,82877755,3.5.1,win,CN,2613
2018-10-23,10:57:57,82971467,3.5.1,win,PL,2614
2018-10-23,10:58:29,71806371,3.2.1,osx,GB,2615
2018-10-23,10:58:48,82975854,3.5.1,win,ES,2616
2018-10-23,10:58:54,82550998,3.4.4,win,US,34
2018-10-23,10:58:59,82971888,3.5.1,win,ES,2617
2018-10-23,10:58:27,82877755,3.5.1,win,KE,2618
2018-10-23,10:59:22,29846886,3.5.1,src,UA,2619
2018-10-23,10:59:23,1091133,3.5.1,osx,IN,232
2018-10-23,10:59:45,82969584,3.5.1,win,ES,2617
2018-10-23,19:55:59,82968675,3.5.1,win,RU,648
2018-10-23,19:56:19,83043823,3.5.1patched,win,US,13
2018-10-23,19:56:58,82975300,3.5.1,win,US,1606
2018-10-23,19:56:58,82877756,3.5.1,win,GB,1204
2018-10-23,19:57:15,82970810,3.5.1,win,DE,2620
2018-10-23,19:57:50,82969809,3.5.1,win,US,2483
2018-10-23,19:57:47,77630585,3.5.1,osx,DE,2621
2018-10-23,19:58:21,82972214,3.5.1,win,GB,2622
2018-10-23,19:58:25,82973221,3.5.1,win,US,2623
2018-10-23,19:58:23,82971653,3.5.1,win,US,2624
2018-10-23,19:58:29,77632437,3.5.1,osx,US,2625
2018-10-23,19:58:49,82970898,3.5.1,win,US,2626
2018-10-23,19:59:00,83043337,3.5.1patched,win,US,15
2018-10-23,19:59:40,82968791,3.5.1,win,JP,2627
2018-10-23,19:59:50,82971179,3.5.1,win,US,2628
2018-10-23,19:59:57,82973905,3.5.1,win,US,2626
2018-10-23,02:33:41,82972402,3.5.1,win,US,2629
2018-10-23,08:45:58,82976686,3.5.1,win,DK,2630
2018-10-23,08:46:08,83606873,devel,win,US,13
2018-10-23,08:45:48,82970396,3.5.1,win,US,2631
2018-10-23,08:46:27,82969747,3.5.1,win,GB,2632
2018-10-23,08:46:33,82972150,3.5.1,win,NL,2633
2018-10-23,08:47:13,82974212,3.5.1,win,ES,2634
2018-10-23,08:47:18,82877755,3.5.1,win,DE,2635
2018-10-23,08:47:30,82972625,3.5.1,win,HK,2636
2018-10-23,08:47:25,82974894,3.5.1,win,ES,2637
2018-10-23,08:48:40,83607144,devel,win,US,92
2018-10-23,08:48:48,83029553,3.5.1patched,win,US,969
2018-10-23,15:45:42,29813355,3.5.1,src,ES,2638
2018-10-23,15:46:02,77266232,3.4.4,osx,US,37
2018-10-23,15:46:16,82974509,3.5.1,win,CL,2639
2018-10-23,15:46:32,30250166,3.4.3,src,US,2640
2018-10-23,15:46:36,82972526,3.5.1,win,BR,2641
2018-10-23,15:47:02,82877755,3.5.1,win,US,292
2018-10-23,15:47:05,82971266,3.5.1,win,US,2642
2018-10-23,15:47:08,78015789,latest,osx,US,37
2018-10-23,15:47:10,82973861,3.5.1,win,US,1648
2018-10-23,15:47:13,82973914,3.5.1,win,US,2643
2018-10-23,15:47:21,82974648,3.5.1,win,US,13
2018-10-23,15:47:43,30200629,3.4.1,src,US,2644
2018-10-23,15:47:36,82975062,3.5.1,win,JP,2645
2018-10-23,15:48:08,82972184,3.5.1,win,RU,2646
2018-10-23,15:49:06,77625841,3.5.1,osx,GB,2647
2018-10-23,15:49:30,82973759,3.5.1,win,US,2648
2018-10-23,15:49:46,82877755,3.5.1,win,US,2649
2018-10-23,15:49:59,82976408,3.5.1,win,US,13
2018-10-23,15:50:27,82553561,3.4.4,win,US,13
2018-10-23,15:50:36,73644920,3.3.0,win,US,11
2018-10-23,15:50:39,78104795,latest,osx,US,37
2018-10-23,00:41:32,78110914,latest,osx,US,37
2018-10-23,00:41:57,77629297,3.5.1,osx,US,2650
2018-10-23,00:41:06,9456099,3.5.1,win,IN,639
2018-10-23,00:42:50,82972255,3.5.1,win,MX,2651
2018-10-23,00:42:54,78107767,latest,osx,US,37
2018-10-23,00:43:23,82877755,3.5.1,win,MX,2652
2018-10-23,00:43:27,46923228,3.5.1,win,US,576
2018-10-23,00:44:38,82974795,3.5.1,win,NA,28
2018-10-23,00:44:58,83026076,3.5.1patched,win,US,11
2018-10-23,00:45:05,83603748,devel,win,US,33
2018-10-23,00:45:04,82976567,3.5.1,win,US,2653
2018-10-23,03:30:38,82877759,3.5.1,win,US,524
2018-10-23,03:31:02,82970616,3.5.1,win,AU,2654
2018-10-23,03:31:17,82877758,3.5.1,win,KR,366
2018-10-23,03:31:17,82877755,3.5.1,win,JP,2655
2018-10-23,03:31:21,82976892,3.5.1,win,US,33
2018-10-23,03:32:08,82973950,3.5.1,win,US,2656
2018-10-23,03:33:42,82968719,3.5.1,win,TW,2657
2018-10-23,03:33:43,77632583,3.5.1,osx,US,2658
2018-10-23,03:34:00,82973383,3.5.1,win,CN,2659
2018-10-23,03:34:11,74286525,3.3.3,win,US,2660
2018-10-23,03:34:42,82975634,3.5.1,win,CN,2661
2018-10-23,03:35:12,82877758,3.5.1,win,KR,1240
2018-10-23,06:36:13,77630883,3.5.1,osx,JP,2662
2018-10-23,06:36:24,83026031,3.5.1patched,win,US,13
2018-10-23,06:36:18,78110658,latest,osx,US,37
2018-10-23,06:36:27,82968667,3.5.1,win,JP,2663
2018-10-23,06:36:34,82977828,3.5.1,win,US,69
2018-10-23,06:36:14,82877756,3.5.1,win,AE,2664
2018-10-23,06:36:58,82877757,3.5.1,win,AE,2664
2018-10-23,06:37:20,13847306,3.5.1,win,HK,2665
2018-10-23,06:37:36,78015789,latest,osx,US,37
2018-10-23,06:37:39,83027185,3.5.1patched,win,US,34
2018-10-23,06:38:59,82976703,3.5.1,win,RU,2666
2018-10-23,06:39:19,78015789,latest,osx,US,37
2018-10-23,06:39:52,82877755,3.5.1,win,US,2667
2018-10-23,06:40:10,82975630,3.5.1,win,RS,2668
2018-10-23,06:40:06,78015789,latest,osx,US,37
2018-10-23,06:40:33,1016486,3.5.1,win,TH,1754
2018-10-23,10:35:54,82972995,3.5.1,win,DE,2669
2018-10-23,10:36:15,82973355,3.5.1,win,GR,2670
2018-10-23,10:37:32,65067783,3.2.1,win,MY,52
2018-10-23,10:37:58,82974769,3.5.1,win,NA,28
2018-10-23,10:39:09,77631771,3.5.1,osx,DE,2671
2018-10-23,10:39:32,82968960,3.5.1,win,KR,630
2018-10-23,10:39:59,82877755,3.5.1,win,DE,2672
2018-10-23,10:40:16,82973627,3.5.1,win,US,34
2018-10-23,22:46:20,29441181,3.3.2,src,EC,2673
2018-10-23,22:46:23,82877758,3.5.1,win,US,2674
2018-10-23,22:47:30,74377952,3.3.3,win,NA,28
2018-10-23,22:48:41,82877755,3.5.1,win,US,2675
2018-10-23,22:48:54,82974220,3.5.1,win,US,2676
2018-10-23,22:49:11,82877758,3.5.1,win,MX,2677
2018-10-23,22:49:19,65972,3.5.1,osx,NA,28
2018-10-23,22:49:25,65989,3.5.1,osx,NA,28
2018-10-23,22:49:27,78015785,latest,osx,US,37
2018-10-23,22:49:23,82976271,3.5.1,win,NA,28
2018-10-23,22:49:39,82973505,3.5.1,win,US,2678
2018-10-23,22:50:15,1065597,3.5.1,osx,US,2679
2018-10-23,10:10:46,82877759,3.5.1,win,DE,2680
2018-10-23,10:10:50,82877759,3.5.1,win,FI,1365
2018-10-23,10:11:02,29846127,3.5.1,src,IN,2681
2018-10-23,10:11:18,77628920,3.5.1,osx,RU,2682
2018-10-23,10:11:42,82974973,3.5.1,win,ES,2683
2018-10-23,10:11:57,82969135,3.5.1,win,JP,2684
2018-10-23,10:12:07,83603946,devel,win,US,13
2018-10-23,10:11:57,82877759,3.5.1,win,FI,1365
2018-10-23,10:12:46,83030548,3.5.1patched,win,US,82
2018-10-23,10:12:49,77540676,3.5.1,osx,GB,1339
2018-10-23,10:13:29,83607936,devel,win,US,82
2018-10-23,10:13:21,82973806,3.5.1,win,HR,2472
2018-10-23,10:14:00,82969000,3.5.1,win,DE,2685
2018-10-23,10:14:23,3700325,3.5.1,src,CN,2686
2018-10-23,10:14:55,82877759,3.5.1,win,DK,2687
2018-10-23,10:15:08,82972608,3.5.1,win,GB,2688
2018-10-23,10:15:18,82970692,3.5.1,win,US,2689
2018-10-23,05:30:20,77633499,3.5.1,osx,KR,2690
2018-10-23,05:30:40,82974198,3.5.1,win,IN,55
2018-10-23,05:31:11,1382193,3.5.1,win,NA,28
2018-10-23,05:31:43,82877755,3.5.1,win,KR,2691
2018-10-23,05:31:46,82877755,3.5.1,win,CH,2692
2018-10-23,05:31:57,5892121,3.5.1,win,NA,28
2018-10-23,05:32:30,5488112,3.1.1,src,UA,2693
2018-10-23,05:33:25,82877759,3.5.1,win,JP,2694
2018-10-23,05:33:46,82975292,3.5.1,win,IN,55
2018-10-23,05:34:17,83028740,3.5.1patched,win,US,11
2018-10-23,05:34:04,69050009,3.0.3,osx,RU,74
2018-10-23,05:34:29,82877759,3.5.1,win,JP,2695
2018-10-23,05:34:34,77354707,3.4.4,osx,US,37
2018-10-23,05:34:36,78108143,latest,osx,US,37
2018-10-23,05:34:32,82976901,3.5.1,win,IN,55
2018-10-23,05:35:22,82971853,3.5.1,win,IN,2696
2018-10-23,23:15:41,83043669,3.5.1patched,win,US,42
2018-10-23,23:16:30,82877755,3.5.1,win,US,2697
2018-10-23,23:16:37,82973013,3.5.1,win,US,2698
2018-10-23,23:16:38,82973724,3.5.1,win,NA,28
2018-10-23,23:17:26,74286525,3.3.3,win,US,2699
2018-10-23,23:17:42,82971368,3.5.1,win,US,113
2018-10-23,23:18:06,82976027,3.5.1,win,NA,28
2018-10-23,23:18:36,82970445,3.5.1,win,NA,28
2018-10-23,23:18:44,77631141,3.5.1,osx,US,2700
2018-10-23,23:18:58,82970603,3.5.1,win,US,113
2018-10-23,23:19:03,77633142,3.5.1,osx,US,2701
2018-10-23,23:19:12,83044328,3.5.1patched,win,US,42
2018-10-23,23:19:19,82973040,3.5.1,win,CO,2702
2018-10-23,23:19:52,77631371,3.5.1,osx,US,2703
2018-10-23,23:20:19,83040718,3.5.1patched,win,US,69
2018-10-23,23:20:17,82976119,3.5.1,win,US,117
2018-10-23,23:20:41,82969990,3.5.1,win,US,2704
2018-10-23,08:21:03,82975331,3.5.1,win,CN,2705
2018-10-23,08:21:31,82877759,3.5.1,win,NL,2706
2018-10-23,08:21:31,82877758,3.5.1,win,CH,2707
2018-10-23,08:21:39,82973157,3.5.1,win,NL,2708
2018-10-23,08:22:02,82973471,3.5.1,win,MY,2709
2018-10-23,08:22:03,82970945,3.5.1,win,IT,2302
2018-10-23,08:22:46,6977362,latest,src,US,2710
2018-10-23,08:23:01,30520738,3.4.4,src,US,2710
2018-10-23,08:23:08,82969954,3.5.1,win,FR,569
2018-10-23,08:23:08,82877758,3.5.1,win,GB,2711
2018-10-23,08:23:22,82968854,3.5.1,win,TH,2712
2018-10-23,08:23:29,82976578,3.5.1,win,NA,28
2018-10-23,08:23:27,36481672,3.5.1,win,BR,2713
2018-10-23,08:24:05,82977613,3.5.1,win,NA,28
2018-10-23,08:24:43,82970889,3.5.1,win,FR,2714
2018-10-23,08:25:03,82976334,3.5.1,win,ES,1595
2018-10-23,20:41:11,1015556,3.5.1,win,US,2715
2018-10-23,20:41:23,83041887,3.5.1patched,win,US,82
2018-10-23,20:42:00,82976578,3.5.1,win,US,2716
2018-10-23,20:42:01,82973535,3.5.1,win,US,2717
2018-10-23,20:42:21,77633043,3.5.1,osx,MX,2718
2018-10-23,20:42:29,82973734,3.5.1,win,PR,2719
2018-10-23,20:43:01,82972412,3.5.1,win,US,34
2018-10-23,20:43:01,82978834,3.5.1,win,RU,2720
2018-10-23,20:42:59,11624977,3.5.1,win,US,2715
2018-10-23,20:43:32,83041176,3.5.1patched,win,US,33
2018-10-23,20:43:34,50649725,3.5.1,win,CO,2721
2018-10-23,20:43:41,82968718,3.5.1,win,US,2722
