name,x,y,dist2HW,cc
Thomas A. Gerds,11.958716866696944,0.02126171271965217,3,83990
Visconti Alessia,10.261967656407272,4.187285047296179,3,82619
Ana Ines Vazquez,8.314598703961758,3.3880613179691084,3,68544
Siddharth Avadhanam,8.237860113599353,3.404176378843715,3,68544
Zdravko Botev,7.5947213956635435,3.2245804278392916,2,66364
Lucia Helena Cunha Dos Anjos,10.807075965587936,0.40415736672548624,2,73290
Gustavo Vasques,10.746530005595233,0.10943264775048524,2,73290
Gerard B M Heuvelink,10.76782989039474,0.19487936325645175,2,73290
Juan Carlos Ruiz Cuetos,10.793535802567133,0.3292529553433898,2,73290
Maria Eugenia Polo Garcia,10.690771228113952,-0.06644862243914457,2,73290
Pablo Garcia Rodriguez,10.722422877947816,0.022932158499303856,2,73290
Dick Brus,10.60387903281265,-0.3014324106869945,2,73283
Frank Harrell Jr,10.781930319260494,0.2644885732191848,2,73290
Ruo Xu,10.81249957802752,0.46574750317584507,2,73290
Nabil Bouamara,10.252769105971623,2.836057838749574,2,73657
Brian Knaus,7.862250238756084,-0.6264030533606505,2,66452
Alastair Potts,7.192153180485586,-0.005762827084837234,2,66052
Sara J Van Erp,4.931287229003055,5.037507496672823,4,94286
Henry Rusinek,2.1379314753414658,2.6593527224195754,5,106360
Arjun V. Masurkar,2.060459230530315,2.3358449321538606,5,106360
Nimisha Chaturvedi,9.856864653420107,-4.394813463574063,5,104432
Matthew Lueder,9.466151767023318,-4.519306941206327,5,104432
Daniele Cuntrera,12.182003240959961,4.116167164111994,4,96241
Natalia Becker,4.056234449199057,0.37606231659468004,4,85973
Pietro Spitali,13.376367821080722,4.517617469000307,5,111623
Roula Tsonaka,13.036464766921661,5.0302466695429775,5,111623
Barbara Vreede,12.613112116410745,5.5404677819774975,5,111623
Gabriela Cohen Freue,8.673026114247708,4.688342430890458,3,78735
Daniel Osorio,4.984385344587051,-2.5569612272808193,4,91878
Paola Rondon-Villarreal,4.487665711642358,-2.0415888272446163,4,91891
Rodrigo Torres,4.776872467675083,-2.34062718980688,4,91891
J. Sebastian Paez,4.603576301637578,-2.1668795198385165,4,91891
Luis Pedro Coelho,4.410457278557088,-1.9534544751357539,4,91891
Florian C. Sigloch,4.683133747640081,-2.248426201700839,4,91891
Martin Jullum,7.666342837703911,-0.7824272668135164,2,67598
Dries Cornilly,8.301390306083134,3.3379812437599914,2,67436
Eric Hung,8.19858689156095,3.326575332689104,2,67469
Matthieu Lestel,8.156548630335267,3.3325109290784543,2,67469
Kyle Balkissoon,7.941407473310445,3.35914785602245,2,67469
Anthony Alexander Christidis,8.089738223655223,3.3420826672462893,2,67469
R. Douglas Martin,7.981318097659515,3.3632241742707154,2,67468
Zeheng 'Zenith' Zhou,8.236106696066416,3.3200911546815273,2,67469
Constance Brett,9.750860383255977,-2.4952964506253905,3,82060
Bristol-Meyers Squibb Bms,9.632233559150217,-2.5559232487834898,3,82061
Aggregate Genius Inc,10.380565266666009,-2.1225878126923603,3,82367
Graeme Ruxton,6.492429030862009,-0.9098253895515294,3,72579
Matthias Brueckner,4.0772896398558,7.594611213552212,6,128140.00000000001
Kenneth Wilder,6.5306320792911,8.329410828723649,6,124597.99999999999
Per August Jarval Moen,9.947946528246053,-1.2638578486074346,2,75653
Dennis Christensen,9.480528127010114,-1.5598019594028458,2,75653
Aaron Potvien,8.549019711932441,3.9556989992019806,3,74238
Niklas Moehring,11.362631659068688,-2.0758144861993872,3,90376
Leonie Vidensky,11.598435906225669,-1.8072399219282658,3,90376
Robert Finger,10.679133618686905,-2.6623184886509113,3,90376
Per Kudsk,10.92416357016374,-2.4807281096464466,3,90376
Lise Nistrup Jorgensen,10.50628552331198,-2.7768401449685096,3,90376
Jens Erik Orum,11.177015173760113,-2.261582884902924,3,90376
Xiufan Yu,2.96643632895531,0.14982114538680527,4,96418
Danning Li,3.0192992910160235,-0.32922691194974313,4,97469
William D. Pearse,6.924328145734668,-0.8132334833906483,2,68203
Marc W. Cadotte,6.373664529423596,-2.5795018902938565,3,83233
Jeannine Cavender-Bares,6.311822024653049,-2.554691343133288,3,83231
Anthony R. Ives,6.729719475925781,-2.727084052151328,3,83233
Steve C. Walker,6.527638276243299,-2.649655710787619,3,83233
Matthew R. Helmus,6.8696503310631565,-2.7718345823608357,3,83233
Jianqing Fan,3.7360391672175504,0.5930643961830218,4,87850
Sydney Li,5.15267428960713,-2.884634043115429,4,93549
Lucy Xia,4.599795383287632,-2.38007531885188,4,93330
Herve Le Nagard,10.605010877828228,2.3845154799464297,2,74358
Jeremy Seurat,10.628441927165523,2.338749480482622,2,74358
Tran Bach Nguyen,10.749005373335404,2.0890269077654753,2,74358
Anne Dubois,10.724558975732128,2.149753224727612,2,74358
Cyrielle Dumont,10.666526154043972,2.267932491810961,2,74358
Giulia Lestini,10.481057152103753,2.60050177001319,2,74326
Thu Thuy Nguyen,10.804060518181906,1.9415615269365665,2,74358
Sylvie Retout,10.54805761535289,2.4785432697197423,2,74358
Nick Terrell,5.8440274296589445,-0.0999440035161269,2,73358
Jean-Philippe Antonietti,6.313661267355088,2.5736171699096997,2,69001
Colin Beale,6.411196509111224,2.679109546845615,2,69001
Mike Treglia,6.373107072184948,2.639625264979841,2,69001
Abla Boudraa,9.97245401274451,7.419034322009486,6,114657.00000000001
Aisha Elsherbiny,4.294412917288778,5.189795101905115,5,99742.00000000001
K. Raju Jampani,4.045753436741881,4.961031768010144,5,99742.00000000001
Aaron F. Mcdaid,3.9262059760056602,4.839105997468929,5,99742.00000000001
Larry Banks,4.168744212503765,5.07836779446544,5,99742.00000000001
Julien Bect,8.705313876202464,6.879539120775431,5,104534.99999999999
Pedro Felzenszwalb,8.252492005291439,6.92718430866365,5,104534.99999999999
Rui Qin,6.680795653774903,-3.188735159844268,4,88025
Leonardo De Oliveira Martins,5.703328482490502,1.2194308897156183,3,72570
Iris Bardel-Kahr,5.705012903351814,1.2574340400682131,3,72570
Tim W. White,5.701381900964972,1.1390986038610222,3,72570
Cyrill Stachniss,5.700880419417031,1.098849502508274,3,72570
Michelle Kendall,8.878491685824173,2.420487657600882,3,71493
Keren Halabi,5.712995967941511,1.3690498204812733,3,72570
Kristin Winchell,5.7070262011544255,1.297934009425023,3,72570
Mike Gilchrist,5.701859984724773,1.1807498845574138,3,72570
Long Qu,5.76582888198126,1.4750375972573189,3,72164
Eli Miller,8.246575278434669,-0.673815790644767,2,65204
Michael Stackhouse,9.381377603083845,-2.428526617106551,3,80606
Rikard Nordgren,9.246322777554482,4.402510158636883,3,82791
Stella Belin,6.5051588290185425,4.127593629550214,3,82791
Sebastian Ueckert,10.38694025780601,2.5397061786173065,2,73775
Simon Carter,9.909081845123907,4.1408124098477215,3,82791
Simon Buatois,10.696228993720597,3.5581344451849803,3,82791
Joao A. Abrantes,7.765165954231252,4.5228189157970835,3,82791
Lu Zhang,10.039077027628258,-1.960648582723379,3,80834
Jun Yin,11.583066286497958,-2.5632236144152194,4,96247
Yu Du,11.509928001031833,-4.215427374273757,5,111663
Sumithra Mandrekar,12.017530968210476,-3.832067068198776,5,111663
Michael J Grayling,7.1946011736899385,-1.8123345762425183,3,75065
Tomas Capretto,7.408265623465159,-1.8707859805115288,3,75065
Stephen P Ellner,6.969437905217267,-1.7335957899906052,3,75065
John M Guckenheimer,6.790262296908211,-1.6446462246035969,3,75065
Chuan Hong,7.087555434657032,-2.566618779919166,3,80693
Michael Belitz,9.681241286205765,-2.0146761333790555,3,78122
Rowan Fealy,5.404790265301906,6.10272642420905,5,102433.99999999999
Jennifer J. Swenson,0.9369695809632572,3.7165186570620463,6,125579
Jean-Christophe Domec,1.1248159019756094,4.16871226622507,6,125579
Mingzhong Xiao,7.0461534611966234,4.188471265822251,3,78479
Xihui Gu,7.941778033384856,4.326064329935056,3,78479
Jianjian Cui,7.453451961720945,4.2787183239209154,3,78479
Gianluca Filippa,3.8892124496268776,4.098456268583757,4,94769
Edoardo Cremonese,3.7200352436727733,3.859501087439496,4,94769
Marta Galvagno,3.6289763422822445,3.7133198697952188,4,94769
Matthias Folker,3.5573810151935596,3.590792023358194,4,94769
Andrew D. Richardson,3.492650032882507,3.488391118068257,4,94761
Enrico Tomelleri,3.805741808559557,3.984785996453501,4,94769
Sheng Yu,8.941515093553502,-2.768744373657086,3,81758
Molei Liu,8.816953862543292,-2.793827811895005,3,81758
Hannah Meyer,3.248229678224101,-0.7789136987893429,4,96421
Layla Aref,12.369836022207238,-3.0223155918347455,4,107084
Thomas Ferte,7.980810106174809,-1.9141572101714244,3,74820
Helios De Rosario-Martinez,6.855132454015507,2.0079620300219445,2,63105
Niko Partanen,9.828795589736835,-0.6223303077870211,2,69997
Kyle Haynes,5.432057856954001,-0.07683703783755738,3,75683
Amanda Hood,5.483049625105789,-0.1996916721035679,3,75683
Agnese Fazio,11.940162523074326,1.0354316792194282,3,84072
Tania De La Rosa,11.949815138048491,1.2689363541370824,3,84087
Riitta Tegelberg,11.943410728812154,1.3377077181611394,3,84087
Andreas Albert,11.955053034985662,1.196540737747821,3,84087
Lasse Ylianttila,11.9521483084738,1.2352308810180501,3,84090
Shafiuddin Ahmed,11.955383366995356,1.1825656855287336,3,84090
T. Matthew Robson,11.956667169614262,1.1676951998465939,3,84087
Saara M. Hartiakinen,11.946060959165173,1.311619572344181,3,84087
Anders Lindfors,11.959234055556406,1.1156572057933967,3,84087
Joseph Stinziano,5.29888439536242,-0.021013595548919708,3,76236
Cassaundra Roback,5.363869865970684,-0.13276740588939134,3,76239
Demi Sargent,5.404922138538242,-0.21333493962109296,3,76239
Bridget Murphy,5.249627415056817,0.1455246012095181,3,76239
Patrick Hudson,5.325158110272113,-0.04333334627413809,3,76239
Karin Dorman,7.0059429178736865,4.055708003211823,3,76473
Yan-Han Chen,6.724289695866604,3.9662444011286175,3,76473
Marguerite Butler,7.167065903399192,1.9157772301856268,2,62757
Peter Cowan,7.254457138303237,1.9784667897611399,2,62757
Mark Holder,7.388485082241448,1.53596951405099,2,60309
Steve Kembel,7.30770384348486,2.014105306790954,2,62757
Jim Regetz,7.362398295951992,2.050567236920738,2,62757
Derrick Zwickl,7.204535241697404,1.9456141475882156,2,62757
Clement Calengecode{Import.ascii},5.049499662002066,2.1223488129999675,3,77478
Cam Webb,6.794935532653741,0.133586237792717,2,64781.99999999999
David Ackerly,6.8130747487134675,0.11642725427638918,2,64781.99999999999
Steven Kembel,6.824342292372549,0.09765330882979373,2,64781.99999999999
Luna Luisa Sanchez Reyes,6.776572767942255,0.15427321701345686,2,64781.99999999999
Mahendra Mariadassou,6.128883029807293,3.563362946291332,3,74462
Simon Davy,0.8687498887217067,1.5072524610934392,6,121209.99999999999
Lam Si Tung Ho,8.540033938117476,-2.0697553623816054,3,75738
Cecile Ane,8.597209706228156,-2.065868162877177,3,75736
Robert Lachlan,8.66376204360836,-2.048217437547845,3,75738
Kelsey Tarpinian,8.844385165201798,-2.0060331335562407,3,75738
Rachel Feldman,8.946467592652983,-1.9785298341011344,3,75738
Qing Yu,8.750914149609049,-2.0290526067945094,3,75738
Rutger Vos,7.804662309129066,-0.8401281107111522,2,66395
Barnabas H. Daru,5.917546206615871,-0.6925593696632504,3,74407
Albin Sandelin,5.801788384982638,-0.529557980375828,3,74407
Luciano Pataro,5.717409085819984,-0.3839560469303707,3,74407
Shirlee Wohl,9.801641947179794,-1.1910828759300152,3,72989
Elizabeth C Lee,9.686633442572745,-1.2832517130543766,3,72989
John R Giles,9.96268266685498,-1.0298402293789255,3,72989
James Thorson,11.355770962761769,0.1610916753870313,3,79134
Nancai Pei,5.435034933840235,-3.4573049650486616,5,97453
Xiangcheng Mi,5.668968960383909,-3.583315244805265,5,97453
Michael Boyd,4.118273562316473,2.195482767295933,4,86906
Caroline Colijn,10.12820002117312,2.4434270189871783,3,74283
Theo Tricou,7.410863536786454,3.2130638049334173,2,67840
Matthew Helmus,6.835825331524699,-1.3930204046206756,3,74090
J. Dustin Tracy,12.37616489869874,-1.829663782965569,4,97475
Zhiyi Xu,12.60700797168869,-1.4145830426577137,4,97475
Sari Acra,12.700649784890384,-1.212729715932839,4,97475
Kong Y. Chen,12.77510804366312,-1.0334135862614333,4,97475
Maciej S. Buchowski,10.848307872809276,-1.5722019864820298,3,82062
Thomas Donnelly,12.51080877401986,-1.5999465849381722,4,97475
Zhouwen Liu,11.138393915561707,-1.1565739355052838,3,82067
Ryan Moore,11.039752566774242,-1.3037187644039365,3,82067
Charles E. Matthews,10.85029607841296,-1.5504108159651762,3,82067
Jason Ge,8.344350092629309,5.908987853214234,4,92488
Mengdi Wang,8.55386874027082,5.88621219847267,4,92488
Tong Zhang,7.663418544476319,4.897542398592666,3,83130
Jon Lefcheck,5.816381647816333,-1.0374643507323238,3,77403
James Grace,5.940842015800427,-1.1655405542182975,3,77403
Ayelet Peres,9.492003125211337,-5.4334671704049375,5,115530
Gur Yaari,8.315767104352991,-4.40003033082693,4,100115.00000000001
Gleb Beliakov,7.472777795702466,4.317553431488442,3,75599
Gita Das,8.59144740157999,5.806861789258245,4,91013
Jonathan Wells,8.130595569974886,5.859185437199357,4,91012
Hewlett-Packard Company,8.356407275095284,5.837872874718669,4,91013
Jan De Neve,9.71218240524977,2.3875134363644865,2,68663
Gustavo Guimaraes De Castro Amorim,9.67504081773775,2.427162389088215,2,68663
Bang Tran,5.720155716457957,-2.767437927758915,4,89768
Duc Tran,5.747737930799626,-0.46685537539290534,3,74358
Tin Nguyen,5.84249606045774,-0.6273592500373713,3,74356
Qu Cheng,10.592016269159094,-1.7162207893353727,3,81104
Houston R Users,9.891176420256611,-2.2217512522121847,3,80865
Neeraj Tandon,10.086687390516003,-2.0941702724850293,3,80865
Ed Goodwin,9.98447684227643,-2.163851619064412,3,80865
Hera He,1.0703254279244074,0.6396659917604534,6,119295
Roland Schwan,8.819958050391763,3.986027250045559,3,74809
Yuning Jiang,8.646365311306853,4.038246156271158,3,74809
Daniel Kuhn,8.893492060947349,3.960885478292047,3,74809
Colin N. Jones,8.49439917698005,4.074972406101346,3,74809
Esther Ulitzsch,11.00215329897581,5.562830204279833,4,98846
Christoph Koenig,11.60309171159713,5.065416997944647,4,98846
Carlos Real,6.634640177353396,-3.2619882054174822,4,88699
Quentin Read,6.387492179012862,-1.3200601142947828,3,73282
Hye-Sun Cho,11.116588639654337,-2.040175446184648,3,88513
Jeff Cheng,7.1733803940241865,-2.237253818139682,3,78858
Brian Burns,4.8758738752452615,1.3514221782777138,3,78211
Jay Qi,4.869523997711421,1.2599787557429818,3,78211
Clare Buckeridge,10.02580471678931,0.8575280064933783,2,68373
Sridhar Duvvuri,10.016960562454805,0.7675955107337692,2,68373
Juergen Heller,6.884913230409529,4.601203109154398,3,79980
Julian Mollenhauer,7.014133831103045,4.637303321524385,3,79980
Pasquale Anselmi,7.36329291618192,4.709981782271418,3,79980
Debora De Chiusole,7.247878272207049,4.6889930117727046,3,79980
Andrea Brancaccio,7.473679241484253,4.726260348432905,3,79980
Luca Stefanutti,7.1316384760462945,4.665476238278307,3,79980
Nan-Hung Hsieh,8.231177583332023,-0.24165477326458265,2,60938
Brad Reisfeld,9.408405013097173,-1.9586801018760014,3,76354
Weihsueh A. Chiu,9.525492484693487,-1.9009551943840945,3,76354
Satabdi Saha,11.80637101151673,-2.1659813505820753,4,93928
Demi Gamble,4.131648604138478,-1.3974808541423904,4,91651
Robert Sharwood,3.8973091540291462,-1.0054502034979202,4,91651
Warren Conaty,4.380743710996718,-1.7380964640019798,4,91651
Alice Stears,2.7470861579655503,-1.1022022948163623,4,103691
David Atkins,2.4894094122223187,-0.35345523548758895,4,103691
Kyoko Yamaguchi,6.46260065734514,6.693324491290988,5,103191
Salma Abdelbaky,6.783379611605777,6.764967069363728,5,103191
Jeff Sonas.,9.371501991646346,3.0666031854942672,2,69212
Fernando Aguate,10.318829695614694,5.970445450119087,5,99353
Zhi Wei,13.578847436396451,2.3859655317032584,4,103294
Nina Schoenfelder,7.785312554164178,2.9307215232026094,2,65450
Sergey Podobry,7.534264418856457,-0.8388458690678479,2,68181
Frederic Chevalier,9.468819817973586,5.70851541396402,4,92635
Roy Mendelssohn,7.01432680315668,-0.29986233696212106,2,65873
Fong Chan,10.317765445183394,-1.7394826616243033,3,80837
Michael Blaschek,6.179185845172049,0.08641988981217898,2,68720
Marianne Corvellec,7.152122624681379,-0.12309173888295677,2,65090.99999999999
Pedro Despouy,7.12139874255959,-0.09650540469684359,2,65090.99999999999
Salim Bruggemann,7.761511139281153,0.2921757785572683,2,58743.00000000001
Ian Stewart,8.988786267451346,3.1122001295799118,2,68009
Sander Oom,7.7819677788856865,1.215157437597576,1,57750.00000000001
Eduardo Klein,7.823283472437867,1.2679212568673988,1,57750.00000000001
Anupam Tyagi,7.867916239970117,1.2707917962410447,1,57750.00000000001
Michael Toews,7.744744339318978,1.2124526687129105,1,57750.00000000001
John Kane,7.732878038224013,1.187958571758733,1,57750.00000000001
Julian Stander,7.765748938799152,1.1883493998852224,1,57750.00000000001
Elisa Biancotto,7.892651970303625,1.2616264726060111,1,57750.00000000001
Ofir Levy,7.583650258430338,1.1601401566314065,1,57707.99999999999
Robby Engelmann,7.802462112001912,1.194221662854448,1,57750.00000000001
Michael Hecker,7.804889039810172,1.2457207584940793,1,57750.00000000001
Felix Steinbeck,7.826892193780187,1.206908872395555,1,57750.00000000001
Hans Borchers,7.777382359745595,1.2438728006568738,1,57750.00000000001
Ted Toal,7.856260346809576,1.2192827497952865,1,57750.00000000001
Darshan Baral,7.878735916140488,1.2401621535344278,1,57750.00000000001
Michael C. Sachs,9.481651927557571,-3.777054989797733,4,96244
Luis Crouch,10.054498007314963,-3.560994875946854,4,96244
Bethany Kok,5.494654852049171,3.110866790671831,3,78004
Jolynn Pek,5.705638229212676,3.353813686750179,3,78004
Sonya Sterba,5.307715363946858,2.8748692915060463,3,78001
Dan Bauer,5.6327494554810595,3.2737013998114453,3,78004
Laura Trinchera,4.8642339338506355,0.8671913815045857,3,78361
Giorgio Russolillo,4.872682104680144,0.7346886159404233,3,78361
Tahir Mehmood,7.42520987438138,-1.7783211295302277,2,75878
Eva Herrmann,8.557021446346937,2.829919093289539,2,64350
Bruno Tremblay,9.182164950145141,0.14921105010971109,2,64192.00000000001
Sebastiaan Vandewoude,9.275704715523883,0.14281484826943244,2,65785
James Blair,8.241727309335053,-0.35744651219303847,2,64562
Bill Sager,8.342514358657947,-0.3431260438632015,2,64562
Blake Embrey,9.090906517064646,-1.1436825007860343,2,70127
Jason Moore,11.77273152815188,-2.4525811816875307,4,97126
Tridivesh Jena,5.130744611902945,1.6153009298235719,3,74128
Graham Williams,6.176875238819252,1.900310495735582,2,66160
Wen-Ching Lin,5.154217884941285,1.7185543200873556,3,74129
Udaya B. Kogalur,5.117541267984178,1.4784657328864523,3,74023
Wen Ching Lin,3.620116338494214,2.4244064464162283,4,89544
Josh Schoenbachler,12.599822082686954,-2.7656178376632594,4,107082
Alexander Davis,11.518542419941305,0.135936065470752,3,81619
Gavin Cooper,5.6280167995229125,4.2386687171876085,3,83714
Reilly Innes,5.7304218991304685,4.310737021819965,3,83714
Caroline Kuhne,5.8570563623975405,4.39483045508936,3,83714
Jon-Paul Cavallaro,6.2857482931455735,4.628506203847328,3,83714
David Gunawan,6.032422920259608,4.497751550216587,3,83714
Guy Hawkins,6.532794385013332,4.73503909124409,3,83714
Scott Brown,6.317734437323762,2.3019739469345932,2,68302
Satyaprakash Nayak,9.878433051832102,1.2753768480426209,2,67520
Leonid Gibiansky,9.877870935968215,1.1842105780026133,2,67520
Andrew Hooker,9.879181200373258,1.1620090393650735,2,67520
E. Niclas Jonsson,9.879833436067349,1.2112986175050495,2,67471
John Johnson,9.881170168405738,1.2428208557324605,2,67520
Mirko Armillotta,11.94546701861173,2.7476735431937316,3,86770
Frie Preu,4.906262474325954,-3.7573658384835427,4,104431
Yannik Buhl,4.174037048155507,-3.2047827626106873,4,104428
Max Alletsee,4.472813895680502,-3.4480113822979543,4,104431
Dorian Le Jeune,5.072074761133932,-3.866619789076177,4,104428
Sarah Jukna,3.764008853852236,-2.7923076425263798,4,104431
Zhongli Jiang,10.395962129413077,6.648678998777948,5,108266
Yu-Ting Chen,10.019495644596658,6.802256670020896,5,108266
Yuan Liao,2.307925165860057,0.5644674933950647,5,103266
Martina Mincheva,2.330284558301261,0.3766303260859325,5,103266
Rachel Marceau West,4.100563915569696,-1.3153581403528056,4,89710
Phil Young,11.065488278857359,-0.16084726561514245,2,76691
Jean-Sebastien Roy,9.90614069867529,3.670479581796582,3,76033
Stephen Nash,9.997208912473974,3.599411052025733,3,76033
Claudio Agostinelli,8.73693993127718,2.22825368784388,2,63548.99999999999
Zhengzhi Lin,4.981533927699147,3.17941523496942,3,80036
Yueyao Wang,5.1402350005564985,3.3887593118438315,3,80036
Ayush Kanodia,12.880383387421697,2.1700405456939875,4,95069
Zhengyuan Zhou,12.894333059148542,2.1027588683781064,4,95069
Alejandro Kantor,5.6964643221517095,5.129001548638076,4,91444
Andreas Nordland,13.335915022064874,0.13863891645081247,4,99404
Klaus Holst,14.44558258180945,-0.30509756163770213,5,114821
Liam Kendall,8.122871597028832,-2.2325939244769524,3,76664
Louis Sutter,8.475455479181734,-2.1989571404033197,3,76664
Marius Bertram,6.391875948676266,0.48683354793179473,2,66301
Alistair J. Hall,7.50931165455487,-2.393164271594192,3,80071
Tyler William Smith,7.368755277848536,-2.3689103012066752,3,80071
Curtis S. Signorino,4.966301982033906,1.827059528704578,3,76704
Hossein Kamalzadeh,5.136123747558033,2.6987687516126444,3,77842
Anthony R. Cassandra,5.4942142147178,3.233460826847674,3,77842
Stephen P. Ellner,7.689606133262705,3.6364490483262215,3,70131
Matthew J. Ferrari,7.588803245459025,3.610648815507499,3,70134
Bruce E. Kendall,7.500805051817811,3.593347008305023,3,70134
Michael Lavine,7.457704000573275,3.5822343978847497,3,70134
Eamon B. O'dea,7.546073804422599,3.603856512799024,3,70134
Daniel C. Reuman,7.789164849907435,3.645597734372213,3,70129
Helen Wearing,7.736722802083098,3.624986353066874,3,70134
Kendalynn A. Morris,10.435387681141519,-1.6678912334370775,3,79645
Ozan Cinar,10.785006605984577,2.9108274690994684,3,77123
Matthew Wijers,2.2514535210192115,-0.3771092658433821,5,107367.99999999999
Andrew Loveridge,2.324115338035735,-0.6400262002797321,5,107367.99999999999
David Macdonald,2.4078651707314283,-0.8959359000266072,5,107367.99999999999
Camilla Wikenros,3.634854996421709,3.0753442036383034,4,94052
Olof Liberg,3.8572645936627565,3.507088100750117,4,94052
Oystein Flagstad,4.125058249958459,3.912128810907086,4,94052
Johan Mansson,4.214108304206713,4.030385341875562,4,94052
Linn Svensson,3.7911217161771793,3.389987270347439,4,94052
Barbara Zimmermann,3.7321016351080645,3.277930520181752,4,94052
Mikael Akesson,3.680057515847734,3.172167942801547,4,94052
Petter Wabakken,4.023416461007622,3.7707997406766567,4,94052
Hakan Sand,3.9335556903804276,3.6329165969961776,4,94052
Roger Pradel,7.290622387858602,7.219679892933792,5,108576
Iain Stott,11.397649557421582,0.500016524877231,3,78917
Dave Hodgson,12.780388827457813,-0.0622950275935791,4,94332
Stuart Townley,12.70191984022384,-0.35615032293001864,4,94332
Stephen Ellner,12.858105809193829,0.35360099392013444,4,94332
Chenqi Fu,12.935778806447779,-2.711801994247002,5,109336
Shouhao Zhou,13.193126698477908,-2.3315647525335126,5,109336
Marco Foracchia,12.17496735981736,2.5690010384552258,3,89131
Eric Stroemberg,12.288470495238913,2.198301298392493,3,89131
Martin Fink,12.255937765690419,2.3157748306879555,3,89131
Joakim Nyberg,12.21784293942156,2.4393282912178496,3,89131
Aaron Adamack,4.487922819516816,-1.701504013899846,4,89866
Javier F. Tabima,9.18601415989363,-0.7555548252614676,2,67959
Sydney E. Everhart,8.622314944859436,-1.0763582797126814,2,68046
Jonah C. Brooks,8.80101419965654,-1.0187899932678006,2,68046
Stacy A. Krueger-Hadfield,8.745097937714702,-1.0375598244876798,2,68046
Erik Sotka,9.021258457056529,-0.918696154816382,2,68046
Patrick G. Meirmans,8.675477641040665,-1.0599169979502134,2,68046
Frederic D. Chevalier,8.977477009652993,-0.9436536653724479,2,68046
David Folarin,8.882858144839382,-0.986207229753902,2,68046
Wessel N. Van Wieringen,6.119520942436082,7.251946169481929,5,111730
Mehran Aflakparast,5.389268667307674,8.229330140871529,6,127147
Glenda M. Yenni,4.9480398700523205,-0.9526974500592345,3,81289
Ellen K. Bledsoe,4.891944135993457,-0.8609866935509146,3,81289
Shawn D. Taylor,5.132134566851813,-1.217568954993654,3,81289
Ethan P,5.1711844016242665,-1.2674550717935906,3,81289
White,4.8562791062955855,-0.7989915035365055,3,81289
Kyle Campbell,9.509277682988145,2.9413493490779254,2,69234
Guy Yollin,9.1215777022843,4.820260176352876,3,81977
Aleksandra Dabrowska,2.4244144881410232,2.7792730446570375,5,105375.99999999999
Cyril Leven,10.824634768598266,1.8609447296932666,2,74378
Eryk Walczak,6.836909784287538,-1.170643137426319,2,71553
Shea Connell,8.479740200173651,-1.3197027742157816,2,70120
Ben Lambert,9.689084500681192,1.2545553416974145,2,67959
Ozan Adiguzel,9.6852891661595,1.3070147980490192,2,67959
Caizhi Huang,4.030799104875234,-1.1954327754626006,4,89686
Hadrien Commenges,4.8592946295719095,0.46664134554330006,3,77466
Ifeanyi Edochie,11.793721773948842,1.9906052913761276,3,82581
David Newhouse,11.776195422279207,2.05170005960629,3,82581
Susan Anyosa,10.246376690158218,3.5887723654358306,3,77333
Jorge Luis Bazan Guzman,10.1973848878848,3.635047005349915,3,77333
Benjamin Butler,6.213730939349124,-2.157913901159887,3,80778
Stephen Hillier,6.3224033836673,-2.214884343442376,3,80778
Dennis Eberl,6.095822113999263,-2.0896186544929125,3,80778
Benjamin Lang,9.62070961224862,2.8192497849919644,2,69210
Helmut Schutz,9.726781857724268,2.7044448328599895,2,69174
Xianjun Dong,10.527755345302054,5.254755243509933,4,93355
Xiaoqi Li,10.858420142426626,5.0227976103615894,4,93355
Tzuu-Wang Chang,11.108286901199483,4.81767261068171,4,93355
Jorge Chavarro,11.321663398140474,4.618922687932613,4,93355
Ross Lazarus,11.622648072914245,4.2941260894949345,4,93355
Jing Ma.,11.043613479540982,4.873112685864433,4,93355
Jan Steinfeld,4.917356540832098,-0.5279758918551953,3,80447
Manuel Reif,3.378595505306524,-0.9259582175732248,4,95863.99999999999
Lingshu Hu,9.356248515451552,-1.6527235264941735,2,76027
Alieva Iuliia,8.568970901487619,-1.8406596723426973,2,76027
Sally Sun,10.121021953048972,5.030130041595269,4,89317
Owen G. Ward,9.753225316137245,5.220530405721408,4,89317
Xiaoxi Zhao,9.583605996236283,5.29377687873292,4,89317
Lihao Xiao,9.939208261521099,5.129344426216739,4,89317
Natalia Da Silva,10.794630192437225,1.035948700872197,2,73628
Wencan Zhu,9.114679544771942,5.405086774184354,4,88250
Zhongshang Yuan,6.370327987133651,-3.434657955006402,4,92525
Jose J. Quinlan,6.9891510453120285,7.041125862442715,5,105835.99999999999
Brian P. Hobbs,6.075732858694096,-0.7367252290296454,3,74590
Hyunsun Cho,8.749269444436143,-2.6582668702672194,3,82286
Nikolai Sellereite,8.94168673838882,-2.6144783775301286,3,82283
Annabelle Redelmeier,9.134313130543646,-2.557823333372477,3,82283
Shiquan Sun,3.3086847357963665,-1.6575708766257462,5,102075
Jiaqiang Zhu,2.893732220085853,-0.7444654670151095,5,102074
Valderio A Reisen,12.106591013143934,3.5662433429764695,4,92446
Jennifer A Schmidt,6.141477334113223,-0.6695316900656049,3,73049
Patrick N Beymer,6.181081722833513,-0.720440233240217,3,73049
Rebecca R Steingut,6.1967904302989725,-2.9049921663724922,4,88460
Claudio Zandonella Callegher,10.420491586410018,-2.0582373207525624,3,82076
