response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use
57544,1,1,2,2,7,4,16,8,3,3,Brazil,BRL	Brazilian real,62400,2,3,5,3,3,5,5,3,1,2,3,NA,0,0
57545,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,2,NA,NA,NA,NA,NA,NA
57546,1,1,NA,7,6,5,16,NA,NA,NA,Pakistan,NA,NA,NA,NA,NA,NA,3,5,5,2,2,NA,NA,NA,NA,NA
57547,1,2,3,7,8,6,16,9,3,1,United States of America,USD	United States dollar,NA,3,2,NA,2,1,NA,NA,NA,NA,1,2,NA,0,0
57548,1,1,1,2,6,2,16,7,2,NA,India,INR	Indian rupee,750000,5,3,NA,NA,3,5,5,NA,1,1,2,NA,0,0
57549,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,1,NA,NA,2,NA,NA,NA,0,1
57550,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA
57551,1,5,NA,2,44,25,23,NA,NA,NA,United States of America,NA,NA,1,2,NA,6,1,NA,NA,NA,NA,1,3,NA,0,0
57552,1,2,1,2,10,7,16,6,3,1,United States of America,USD	United States dollar,136000,2,3,5,6,3,1,4,4,1,1,2,NA,0,0
57553,1,4,3,3,40,15,16,10,1,1,Australia,AUD	Australian dollar,127000,1,3,5,5,3,5,5,2,2,1,2,NA,0,0
57554,1,3,2,5,16,9,12,4,3,NA,Bangladesh,BDT	Bangladeshi taka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57555,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57556,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57557,1,3,3,2,11,10,16,6,2,1,United States of America,USD	United States dollar,150000,1,2,NA,3,3,3,4,1,3,1,2,NA,0,0
57558,4,1,NA,6,6,NA,33,NA,NA,NA,Latvia,NA,NA,2,1,NA,2,1,NA,NA,NA,NA,1,3,NA,0,0
57559,1,5,1,5,44,25,14,4,3,3,United States of America,USD	United States dollar,180000,2,3,4,3,2,1,NA,NA,2,1,2,NA,0,0
57560,3,3,1,1,20,16,20,6,3,1,Switzerland,CHF	Swiss franc,110000,3,3,1,6,1,NA,NA,NA,NA,1,3,NA,0,0
57561,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
57562,1,4,1,2,30,25,23,3,2,2,Romania,EUR European Euro,NA,1,3,5,6,2,1,NA,NA,2,1,3,NA,0,0
57563,1,3,3,3,19,17,12,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57564,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
57565,2,3,NA,7,1,NA,13,NA,NA,NA,United States of America,NA,NA,1,2,NA,6,3,1,5,3,2,2,2,NA,0,NA
57566,1,3,2,2,16,12,12,8,3,3,India,INR	Indian rupee,NA,2,3,4,5,3,1,5,3,2,1,3,NA,0,0
57567,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,3,1,4,1,2,NA,NA,NA,NA,NA
57568,1,2,2,3,6,3,13,1,3,1,Pakistan,PKR	Pakistani rupee,1090000,1,3,4,1,3,1,5,2,2,NA,NA,NA,1,NA
57569,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57570,1,2,3,3,4,2,6,4,2,1,United States of America,USD	United States dollar,100000,3,1,NA,3,3,2,4,4,2,1,2,NA,0,0
57571,1,2,1,2,7,3,18,9,2,NA,Mexico,MXN	Mexican peso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
57572,1,5,NA,2,38,38,20,NA,NA,NA,Ireland,NA,NA,1,3,5,3,3,1,4,2,2,3,2,NA,0,0
57573,2,1,NA,6,4,NA,16,NA,NA,NA,Portugal,NA,NA,3,3,5,6,3,1,5,3,1,1,2,NA,0,0
57574,1,5,3,6,40,40,16,3,2,3,United States of America,USD	United States dollar,110000,5,3,5,3,3,5,2,5,2,1,2,NA,0,NA
57575,1,3,1,3,11,3,12,1,2,3,Croatia,EUR European Euro,35000,3,3,5,6,3,3,1,4,1,1,2,NA,0,0
57576,3,3,1,2,23,19,26,8,1,1,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,80000,1,3,1,6,3,1,5,1,2,1,2,NA,0,0
57577,1,3,1,2,25,8,16,1,2,2,United States of America,USD	United States dollar,100000,5,1,NA,3,3,5,2,3,3,1,2,NA,0,0
57578,4,8,NA,6,4,NA,33,NA,NA,NA,Slovakia,NA,NA,5,3,3,6,1,NA,NA,NA,NA,1,2,NA,0,0
57579,1,2,1,3,6,5,15,6,3,3,Germany,EUR European Euro,30000,3,1,NA,3,3,2,4,1,3,2,3,NA,0,0
57580,1,1,2,2,7,6,12,2,3,3,Czech Republic,CZK	Czech koruna,441600,2,3,5,6,1,NA,NA,NA,NA,1,2,NA,1,0
57581,3,4,2,3,35,25,29,2,3,2,Serbia,RSD	Serbian dinar,5000000,3,3,1,5,2,1,NA,NA,1,1,2,NA,0,1
57582,3,1,2,2,5,0,4,6,1,1,United States of America,USD	United States dollar,70000,2,3,5,3,3,1,3,1,2,1,3,NA,0,0
57583,4,1,NA,7,7,NA,18,NA,NA,NA,Romania,NA,NA,3,3,1,2,3,5,5,2,2,1,2,NA,0,0
57584,1,1,1,2,6,2,16,8,2,1,Peru,PEN	Peruvian sol,36000,2,3,4,6,3,1,5,3,2,1,3,NA,0,0
57585,1,2,2,2,20,11,32,4,1,2,Kazakhstan,KZT	Kazakhstani tenge,44000000,2,3,5,5,1,NA,NA,NA,NA,1,3,NA,0,0
57586,1,4,1,2,34,20,26,3,1,1,United States of America,USD	United States dollar,240000,3,3,3,6,3,2,4,4,2,1,2,NA,0,0
57587,1,2,1,2,6,4,15,7,2,1,Russian Federation,RUB	Russian ruble,5500000,3,3,4,3,3,1,4,3,2,2,2,NA,0,0
57588,1,3,3,2,25,19,16,5,3,2,Iraq,USD	United States dollar,NA,3,3,5,6,1,NA,NA,NA,NA,2,2,NA,0,0
57589,1,3,2,2,18,15,13,3,3,1,United States of America,USD	United States dollar,150000,2,3,5,1,3,1,3,1,1,2,2,NA,0,0
57590,1,1,1,2,5,2,12,6,3,1,United Kingdom of Great Britain and Northern Ireland,USD	United States dollar,8400,3,3,5,1,3,5,5,2,2,1,2,NA,0,0
57591,1,5,1,2,42,28,13,6,3,1,Germany,EUR European Euro,NA,1,3,4,4,2,2,NA,NA,1,1,3,NA,0,0
57592,2,2,NA,1,4,NA,18,NA,NA,NA,Canada,NA,NA,1,3,5,6,2,4,NA,NA,1,1,2,NA,0,0
57593,2,8,NA,6,1,NA,16,NA,NA,NA,Ukraine,NA,NA,4,1,NA,4,3,1,5,2,2,2,3,NA,0,0
57594,1,2,2,2,10,6,12,3,3,1,United States of America,USD	United States dollar,200000,5,3,5,6,2,1,NA,NA,2,2,2,NA,0,0
57595,1,2,3,2,2,1,12,2,2,1,Ukraine,UAH	Ukrainian hryvnia,NA,1,1,NA,3,3,1,3,2,2,2,2,NA,1,0
57596,1,4,1,7,26,15,16,1,3,1,United States of America,USD	United States dollar,92000,1,3,5,6,1,NA,NA,NA,NA,2,3,NA,0,0
57597,1,3,1,2,20,16,31,3,1,2,United States of America,USD	United States dollar,151600,1,3,5,6,3,5,5,4,2,NA,NA,NA,0,0
57598,1,3,1,2,2,18,12,3,3,1,United States of America,USD	United States dollar,125000,2,3,1,6,3,1,5,3,2,1,2,NA,0,0
57599,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57600,3,3,2,3,15,11,1,3,3,3,Mexico,MXN	Mexican peso,NA,2,3,1,3,3,2,4,1,2,2,3,NA,0,NA
57601,2,8,NA,4,6,NA,18,NA,NA,NA,Bulgaria,NA,NA,3,3,4,1,3,5,3,5,1,1,2,NA,0,0
57602,1,1,3,6,8,3,16,6,2,3,Poland,PLN	Polish zloty,100800,3,3,4,3,3,1,1,1,2,1,2,NA,0,0
57603,1,3,1,2,24,18,12,1,2,1,United States of America,USD	United States dollar,160000,5,3,3,6,3,5,4,1,2,1,2,NA,0,0
57604,1,1,NA,7,6,0,33,NA,NA,NA,United States of America,NA,NA,5,3,4,3,3,5,5,2,1,1,3,NA,0,0
57605,1,4,3,2,30,18,12,4,3,NA,Canada,CAD	Canadian dollar,190000,1,3,5,6,1,NA,NA,NA,NA,1,2,NA,0,0
57606,4,1,NA,2,3,NA,33,NA,NA,NA,Bulgaria,NA,NA,3,1,NA,2,1,NA,NA,NA,NA,1,3,NA,0,0
57607,4,8,NA,6,8,NA,33,NA,NA,NA,United States of America,NA,NA,1,1,NA,3,1,NA,NA,NA,NA,1,2,NA,0,0
57608,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57609,3,1,NA,7,8,0,33,NA,NA,NA,Romania,NA,NA,1,1,NA,2,3,5,5,3,2,1,3,NA,0,0
57610,5,2,3,7,2,NA,12,NA,NA,NA,Germany,NA,NA,2,3,4,1,3,1,4,3,2,1,2,NA,0,0
57611,3,1,1,2,3,0,20,2,3,1,Ukraine,UAH	Ukrainian hryvnia,7200,2,3,4,1,3,5,3,3,2,2,3,NA,0,0
57612,1,2,3,2,18,14,15,6,2,1,Ukraine,USD	United States dollar,100000,3,3,5,6,1,NA,NA,NA,NA,2,3,NA,0,0
57613,1,3,3,2,22,18,16,5,1,1,United States of America,USD	United States dollar,130000,1,3,1,1,1,NA,NA,NA,NA,1,2,NA,0,0
57614,1,2,2,2,9,6,16,1,3,1,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,60000,2,3,5,1,3,1,3,1,2,1,3,NA,0,0
57615,1,3,3,7,30,15,20,4,3,1,United States of America,USD	United States dollar,120000,5,3,1,6,3,1,3,3,2,1,2,NA,0,NA
57616,1,4,1,7,35,28,12,3,3,2,United States of America,USD	United States dollar,NA,1,2,NA,3,1,NA,NA,NA,NA,1,2,NA,0,0
57617,1,2,1,2,10,4,24,1,3,2,United States of America,USD	United States dollar,185000,1,3,1,1,2,4,NA,NA,1,1,2,NA,1,1
57618,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0
57619,1,2,1,3,14,11,16,2,1,1,Poland,PLN	Polish zloty,NA,1,3,5,3,3,1,3,4,1,1,2,NA,0,0
57620,1,3,2,3,18,12,16,8,3,1,United States of America,USD	United States dollar,200000,3,3,2,6,3,5,5,2,2,2,2,NA,0,0
57621,1,3,3,3,33,29,16,3,1,1,United States of America,USD	United States dollar,800000,1,3,5,1,3,5,5,2,2,1,2,NA,0,0
57622,1,2,1,3,4,2,12,3,3,1,Canada,CAD	Canadian dollar,NA,1,3,5,2,3,1,4,3,2,2,2,NA,0,0
57623,1,5,1,5,35,30,NA,NA,NA,NA,NA,NA,NA,5,1,NA,6,2,1,NA,NA,1,NA,NA,NA,NA,NA
57624,1,2,1,2,15,10,14,3,2,3,United States of America,USD	United States dollar,300000,1,3,5,2,1,NA,NA,NA,NA,2,3,NA,0,0
57625,1,2,1,7,15,7,10,3,1,1,United States of America,USD	United States dollar,450000,2,3,5,6,2,3,NA,NA,2,1,2,NA,0,0
57626,2,2,2,7,0,NA,26,NA,NA,NA,Nigeria,NA,NA,4,3,3,5,3,1,5,5,2,2,3,NA,1,0
57627,5,2,3,2,15,NA,3,NA,NA,NA,United States of America,NA,NA,4,3,4,2,3,2,5,3,2,1,2,NA,0,NA
57628,1,3,1,2,5,5,16,5,1,1,South Korea,KRW	South Korean won,50000000,3,3,5,6,3,2,3,1,2,2,2,NA,0,0
57629,1,2,1,2,9,5,3,3,2,NA,United States of America,USD	United States dollar,331000,2,1,NA,3,3,2,3,1,2,1,2,NA,0,0
57630,1,3,3,2,20,15,16,6,3,1,United States of America,USD	United States dollar,165000,1,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
57631,1,2,3,2,10,8,12,1,3,2,United States of America,USD	United States dollar,350000,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,0,0
57632,4,8,NA,6,7,NA,16,NA,NA,NA,Germany,NA,NA,3,3,5,5,3,1,5,2,2,1,2,NA,0,0
57633,1,3,3,2,19,10,15,7,3,2,Germany,EUR European Euro,80000,2,3,2,1,3,5,5,2,1,1,3,NA,0,NA
57634,1,2,3,3,4,3,15,4,2,NA,Ukraine,USD	United States dollar,45000,1,1,NA,2,3,1,3,1,2,1,3,NA,0,0
57635,1,2,1,3,8,2,11,5,1,1,Rwanda,USD	United States dollar,42000,1,3,4,2,3,5,3,2,2,2,3,NA,0,0
57636,1,1,3,2,6,5,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57637,1,2,3,2,12,8,27,3,2,1,United States of America,USD	United States dollar,NA,2,3,4,6,2,1,NA,NA,2,1,2,NA,0,0
57638,1,2,1,2,12,5,3,3,2,1,United States of America,USD	United States dollar,300000,1,1,NA,2,1,NA,NA,NA,NA,1,3,NA,0,0
57639,5,2,NA,2,3,NA,26,NA,NA,NA,India,NA,NA,1,3,1,2,1,NA,NA,NA,NA,2,2,NA,0,0
57640,1,2,3,2,10,5,16,10,1,3,Republic of North Macedonia,MKD	Macedonian denar,NA,5,3,5,6,3,3,4,4,2,1,2,NA,0,0
57641,3,2,1,5,12,8,29,3,2,1,United States of America,USD	United States dollar,160000,2,3,4,3,1,NA,NA,NA,NA,2,3,NA,0,0
57642,1,3,1,2,22,18,12,3,2,1,Netherlands,EUR European Euro,NA,1,1,NA,2,1,NA,NA,NA,NA,1,2,NA,0,0
57643,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57644,1,3,3,5,22,10,20,1,3,3,Denmark,DKK	Danish krone,966000,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
57645,1,2,1,2,5,1,12,4,3,2,Sweden,SEK	Swedish krona,NA,2,3,4,1,3,1,5,2,2,NA,NA,NA,0,0
57646,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
57647,1,4,1,7,34,24,14,7,2,NA,Netherlands,EUR European Euro,46000,4,2,NA,2,1,NA,NA,NA,NA,1,3,NA,0,0
57648,1,2,1,2,12,5,14,3,2,1,United States of America,USD	United States dollar,415000,1,2,NA,3,3,1,5,1,2,1,2,NA,0,0
57649,3,1,NA,6,3,3,16,NA,NA,NA,Germany,NA,NA,3,3,4,1,3,6,4,1,3,1,3,NA,0,0
57650,1,2,1,3,17,9,31,4,3,3,Poland,PLN	Polish zloty,250000,1,3,5,6,3,1,4,1,2,NA,NA,NA,0,0
57651,1,1,3,1,11,5,12,4,3,1,United States of America,USD	United States dollar,90000,2,3,2,6,3,1,3,3,1,1,2,NA,0,0
57652,1,2,1,7,18,4,13,3,2,1,United States of America,USD	United States dollar,190000,1,3,5,3,3,3,1,1,2,1,2,NA,0,0
57653,3,5,NA,2,10,NA,26,NA,NA,NA,United States of America,NA,NA,2,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
57654,1,2,1,3,6,3,26,6,2,3,Pakistan,USD	United States dollar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57655,4,3,2,3,2,NA,23,NA,NA,NA,Serbia,NA,NA,1,3,4,1,2,1,NA,NA,2,1,2,NA,0,0
57656,1,5,3,2,37,37,16,4,3,2,Canada,CAD	Canadian dollar,130000,1,3,4,3,3,3,3,1,2,1,2,NA,0,NA
57657,1,3,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0
57658,2,4,1,2,4,NA,34,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,2,1,NA,3,3,1,3,2,2,1,2,NA,0,0
57659,2,7,NA,8,0,NA,33,NA,NA,NA,Austria,NA,NA,3,3,4,2,3,1,3,3,2,1,3,NA,NA,NA
57660,1,5,3,3,36,31,11,5,1,2,Netherlands,EUR European Euro,NA,1,3,4,6,3,5,2,1,2,2,2,NA,0,0
57661,1,5,3,2,24,24,16,3,2,2,United States of America,USD	United States dollar,NA,3,1,NA,2,1,NA,NA,NA,NA,NA,2,NA,0,0
57662,1,1,1,2,8,3,12,3,2,NA,United States of America,USD	United States dollar,310000,2,1,NA,2,3,1,4,1,2,1,2,NA,0,0
57663,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
57664,5,3,1,2,14,NA,3,NA,NA,NA,United States of America,NA,NA,1,2,NA,6,3,1,5,3,2,2,2,NA,0,0
57665,3,3,1,3,12,10,9,1,3,2,Netherlands,EUR European Euro,120000,1,3,5,1,3,5,3,1,1,1,3,NA,0,0
57666,4,1,NA,7,2,NA,33,NA,NA,NA,United States of America,NA,NA,3,3,5,6,1,NA,NA,NA,NA,1,3,NA,0,0
57667,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,3,1,3,2,2,NA,NA,NA,NA,NA
57668,4,8,NA,6,4,NA,33,NA,NA,NA,Germany,NA,NA,1,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
57669,1,3,2,2,8,4,16,6,2,1,United States of America,USD	United States dollar,90000,2,1,NA,3,3,1,5,3,2,1,2,NA,0,0
57670,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,3,1,NA,NA,NA,NA,NA,NA,NA,0,0
57671,1,6,2,2,48,48,15,5,3,2,Australia,AUD	Australian dollar,NA,4,2,NA,3,1,NA,NA,NA,NA,1,2,NA,0,0
57672,1,3,3,7,21,16,16,6,1,NA,Ukraine,UAH	Ukrainian hryvnia,NA,2,2,NA,3,2,4,NA,NA,2,1,3,NA,0,0
57673,4,8,NA,6,9,NA,33,NA,NA,NA,Russian Federation,NA,NA,3,1,NA,1,1,NA,NA,NA,NA,1,3,NA,0,0
57674,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,2,2,NA,NA,NA,NA,NA
57675,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
57676,4,8,NA,3,4,NA,NA,NA,NA,NA,Algeria,NA,NA,1,3,5,1,3,1,4,1,2,1,2,NA,0,0
57677,1,3,3,7,12,15,18,5,3,2,Egypt,USD	United States dollar,10000,3,3,4,2,2,5,NA,NA,1,1,2,NA,0,0
57678,1,1,NA,3,3,2,13,NA,NA,NA,France,NA,NA,4,3,5,2,1,NA,NA,NA,NA,1,2,NA,0,0
57679,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,0,0
57680,1,3,1,2,17,12,16,9,2,NA,United States of America,USD	United States dollar,NA,2,3,5,3,1,NA,NA,NA,NA,NA,3,NA,0,0
57681,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0
57682,1,3,3,3,18,14,10,1,3,1,United States of America,USD	United States dollar,250000,2,1,NA,3,2,2,NA,NA,2,1,2,NA,0,0
57683,1,4,1,2,30,27,16,5,1,1,United States of America,USD	United States dollar,NA,3,3,1,5,3,2,3,3,2,1,2,NA,0,NA
57684,1,5,3,3,35,30,16,1,3,3,United States of America,USD	United States dollar,139000,5,3,3,5,3,2,3,1,2,1,2,NA,0,NA
57685,1,3,1,6,19,18,12,6,1,2,Sweden,SEK	Swedish krona,522000,1,2,NA,2,3,1,3,2,1,1,3,NA,0,0
57686,1,3,1,3,20,14,16,3,3,1,United States of America,USD	United States dollar,NA,2,3,5,3,1,NA,NA,NA,NA,2,2,NA,0,0
57687,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57688,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
57689,1,2,3,7,8,6,15,5,1,1,Hungary,HUF	Hungarian forint,19000000,5,1,NA,3,3,5,5,4,2,NA,NA,NA,0,0
57690,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57691,1,3,3,3,15,9,16,5,1,2,Denmark,DKK	Danish krone,300000,1,3,5,1,3,5,5,3,3,1,3,NA,0,0
57692,1,2,1,2,17,4,19,1,3,2,United States of America,USD	United States dollar,260000,3,3,1,5,1,NA,NA,NA,NA,1,2,NA,0,0
57693,1,4,2,3,24,20,16,2,1,2,Norway,NOK	Norwegian krone,1000000,5,3,1,6,3,1,4,3,2,2,3,NA,0,0
57694,1,2,3,2,13,7,12,4,3,3,United States of America,USD	United States dollar,160000,3,3,3,6,3,1,5,2,2,1,2,NA,0,0
57695,1,2,2,2,5,20,16,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57696,1,1,1,2,6,0,26,1,2,1,United States of America,USD	United States dollar,160000,2,2,NA,3,3,1,5,2,2,1,2,NA,0,NA
57697,1,1,3,3,5,3,16,2,3,1,Sweden,EUR European Euro,100000,2,1,NA,6,3,1,5,1,2,2,3,NA,0,0
57698,1,1,NA,2,5,2,33,NA,NA,NA,Hungary,NA,NA,2,3,2,5,3,1,3,3,2,2,2,NA,0,0
57699,1,2,1,2,17,12,23,3,2,1,United States of America,USD	United States dollar,220000,3,1,NA,1,2,3,NA,NA,1,2,2,NA,0,0
57700,1,2,1,3,15,5,11,6,3,3,Germany,EUR European Euro,60000,2,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
57701,1,2,3,2,9,5,12,1,2,2,Canada,CAD	Canadian dollar,203112,1,3,2,1,3,1,4,1,2,2,3,NA,0,0
57702,1,4,3,6,25,25,13,6,3,1,United States of America,USD	United States dollar,120000,3,3,2,5,2,1,NA,NA,2,1,2,NA,0,0
57703,1,2,NA,2,7,5,NA,NA,NA,NA,Canada,NA,NA,4,3,5,5,3,2,3,3,3,1,2,NA,0,0
57704,1,2,1,3,8,8,6,3,3,2,United States of America,USD	United States dollar,265000,2,3,5,3,3,1,5,2,2,1,3,NA,0,0
57705,1,3,3,3,8,7,13,4,2,1,Canada,CAD	Canadian dollar,100000,2,3,4,6,3,1,1,4,3,1,2,NA,0,0
57706,1,2,1,7,17,5,16,6,3,1,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,NA,2,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,0,0
57707,1,4,1,2,28,24,12,3,3,1,United States of America,USD	United States dollar,300000,1,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
57708,4,8,2,6,7,NA,33,NA,NA,NA,Canada,NA,NA,3,2,NA,3,3,2,4,3,1,1,2,NA,0,0
57709,1,4,1,7,36,30,12,3,2,2,United States of America,USD	United States dollar,300000,2,3,5,6,3,1,4,3,2,1,3,NA,0,0
57710,3,2,1,7,4,2,5,3,2,1,Brazil,BRL	Brazilian real,60000,1,2,NA,2,3,2,1,1,3,1,3,NA,0,1
57711,1,2,3,2,14,8,16,10,1,1,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,NA,3,1,NA,2,3,2,4,4,1,1,3,NA,0,0
57712,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57713,3,1,NA,3,5,0,NA,NA,NA,NA,United States of America,NA,NA,5,3,5,6,3,5,4,3,1,1,2,NA,0,0
57714,1,1,NA,2,3,2,33,NA,NA,NA,India,NA,NA,2,3,4,1,1,NA,NA,NA,NA,1,2,NA,1,0
57715,1,3,1,2,19,14,20,6,1,1,Bulgaria,BGN	Bulgarian lev,100000,2,3,5,1,1,NA,NA,NA,NA,1,2,NA,0,0
57716,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57717,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57718,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0
57719,1,2,3,3,7,6,12,2,3,1,Ukraine,USD	United States dollar,80000,1,2,NA,1,3,5,5,3,2,2,3,NA,0,0
57720,1,3,2,3,25,22,12,2,1,1,Netherlands,EUR European Euro,72000,1,3,4,2,3,5,5,3,2,2,3,NA,0,0
57721,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,2,3,NA,NA,NA,NA,NA
57722,1,2,1,3,3,1,26,8,3,1,Germany,EUR European Euro,50000,3,3,4,3,3,1,3,1,2,1,2,NA,0,0
57723,1,2,1,2,10,8,15,8,3,2,Bulgaria,BGN	Bulgarian lev,58800,3,3,5,1,3,1,3,2,3,2,1,NA,0,1
57724,1,3,2,3,5,5,16,2,3,3,Bosnia and Herzegovina,BAM	Bosnia and Herzegovina convertible mark,39600,1,3,1,3,2,2,NA,NA,1,2,3,NA,0,NA
57725,1,1,3,2,5,2,16,7,2,NA,Ukraine,UAH	Ukrainian hryvnia,NA,4,3,5,6,3,6,4,4,1,2,3,NA,0,0
57726,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
57727,1,3,1,3,26,19,14,1,2,NA,Germany,EUR European Euro,NA,2,3,5,6,2,1,NA,NA,2,1,3,NA,0,0
57728,1,1,1,7,5,0,16,6,2,NA,NA,NA,NA,1,1,NA,2,3,1,1,1,2,NA,NA,NA,NA,NA
57729,1,2,3,7,14,12,12,4,3,3,Russian Federation,RUB	Russian ruble,3300000,5,3,5,3,1,NA,NA,NA,NA,2,2,NA,0,0
57730,1,4,3,2,39,33,12,4,3,1,Latvia,EUR European Euro,92000,3,3,3,5,1,NA,NA,NA,NA,2,3,NA,0,0
57731,1,4,3,3,25,19,12,6,1,NA,United States of America,USD	United States dollar,220000,2,3,1,5,3,5,5,1,2,1,3,NA,0,0
